Iteration	Posterior	Likelihood	Prior	m_w[1][1][1]	m_w[1][1][2]	m_w[1][1][3]	m_w[1][1][4]	m_w[1][1][5]	m_w[1][1][6]	m_w[1][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	m_w[3][1][1]	m_w[3][1][2]	m_w[3][1][3]	m_w[3][1][4]	m_w[3][1][5]	m_w[3][1][6]	m_w[3][1][7]	m_w[4][1][1]	m_w[4][1][2]	m_w[4][1][3]	m_w[4][1][4]	m_w[4][1][5]	m_w[4][1][6]	m_w[4][1][7]	m_w[5][1][1]	m_w[5][1][2]	m_w[5][1][3]	m_w[5][1][4]	m_w[5][1][5]	m_w[5][1][6]	m_w[5][1][7]	m_w[6][1][1]	m_w[6][1][2]	m_w[6][1][3]	m_w[6][1][4]	m_w[6][1][5]	m_w[6][1][6]	m_w[6][1][7]	m_w[7][1][1]	m_w[7][1][2]	m_w[7][1][3]	m_w[7][1][4]	m_w[7][1][5]	m_w[7][1][6]	m_w[7][1][7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
1400	-174.7247	-157.8853	-16.83942	1	1	2.23038	2.23038	2.23038	5.19111	1	1	1	2.23038	5.19111	5.19111	0	1	1	1	5.19111	5.19111	0	0	1	1	2.23038	5.19111	0	0	0	1	1	5.19111	0	0	0	0	1	2.23038	5.19111	0	0	0	0	1	5.19111	0	0	0	0	0	1	0	0.484354	-1.24982	-0.982494	0.661218	-1.75847	0	0	0.02431405	0.01402811	0.03968231	0.1053451	0.767857	-0.0170452	-1.45778	1.61737	-1.4082	-1.58743	0.802173	0.844774	0.105345	0.024314	0.1296591	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1
1420	-173.1878	-157.2789	-15.90891	1	1	2.45497	2.45497	2.45497	6.73589	1	1	1	2.45497	6.73589	6.73589	0	1	1	1	6.73589	6.73589	0	0	1	1	2.45497	6.73589	0	0	0	1	1	6.73589	0	0	0	0	1	2.45497	6.73589	0	0	0	0	1	6.73589	0	0	0	0	0	1	0.329634	0	-1.75623	-1.4075	-0.782988	-1.28173	0	0	0.06199207	0.007320758	0.05166757	0.09111247	1.7808	-1.04781	-0.610417	1.57158	0	0	0.898114	1.00934	0.0911125	0.0619921	0.1531045	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1
1440	-170.3873	-158.7767	-11.61061	1.91016	1.90645	1.90316	1.90306	1.90218	1.90071	1.9031	1.91016	1.90645	1.90291	1.90185	1.90039	0	1.9031	1.91016	1.90645	1.90291	1.90291	0	0	1.9031	1.90731	1.90446	1.90196	0	0	0	1.9031	1.90595	1.9031	0	0	0	0	1.9031	1.9031	1.9036	0	0	0	0	1.9031	1.9036	0	0	0	0	0	1.9031	1.40116	0	0	0	0	0	0	-1.47199	0.02262589	0.025679	0.02824714	0.1147268	0.285699	-1.99492	-1.95793	1.73675	0	-1.37572	0	0	0.114727	0.0226259	0.1373527	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0
1460	-176.8881	-165.2328	-11.65532	1.92107	1.9173	3.67847	3.67828	3.67657	3.67369	1.91391	1.92107	1.9173	3.67799	3.67592	3.67307	0	1.91391	1.92107	1.9173	3.67799	3.67799	0	0	1.91391	1.91817	3.681	3.67613	0	0	0	1.91391	1.91679	3.67836	0	0	0	0	1.91391	3.67836	3.67933	0	0	0	0	1.91391	3.67933	0	0	0	0	0	1.91391	0	0	-0.232727	-0.792287	0.323895	0	0	-1.48494	0.07450411	0.02511789	0.01879497	0.03932231	1.77342	0	-1.73656	1.2814	0	0.0215961	0.653319	0	0.0393223	0.0745041	0.1138264	0	0	1	1	1	0	0	1	1	0	1	1	0	1	1	0
1480	-171.1152	-161.1711	-9.944073	2.02675	2.02246	2.28327	2.28314	2.28199	4.57796	2.01858	2.02675	2.02246	2.28294	4.58098	4.57713	0	2.01858	2.02675	2.02246	4.58376	4.58376	0	0	2.01858	2.02345	2.28497	4.58125	0	0	0	2.01858	2.02188	4.58426	0	0	0	0	2.01858	2.28319	4.58557	0	0	0	0	2.01858	4.58557	0	0	0	0	0	2.01858	0	0	-1.28346	0	0	0	0	-1.60675	0.004484576	0.02764129	0.04297924	0.07451031	0	1.31779	-1.22282	1.86768	0	0	0.123179	0.697054	0.0745103	0.00448458	0.07899489	0	0	1	0	0	0	0	1	0	1	1	1	0	0	1	1
1500	-174.5723	-160.6402	-13.93209	1	1	4.12226	4.12226	4.12226	3.06821	1	1	1	4.12226	3.06821	3.06821	0	1	1	1	3.06821	3.06821	0	0	1	1	4.12226	3.06821	0	0	0	1	1	3.06821	0	0	0	0	1	4.12226	3.06821	0	0	0	0	1	3.06821	0	0	0	0	0	1	0	0.00442888	-0.938263	0	0	0	0	0	0.0643562	0.03108498	0.06851025	0.08536438	0.344736	0	-1.35079	1.27233	0	-0.703774	1.4164	-0.295308	0.0853644	0.0643562	0.1497206	0	1	1	0	0	0	0	0	1	0	1	1	0	1	1	1
1520	-176.6619	-160.2321	-16.42982	0.924227	0.931214	2.76174	2.78748	3.16623	5.6385	1.04053	0.924227	0.931214	2.83248	3.41824	7.18999	0	1.04053	0.924227	0.931214	2.83248	2.83248	0	0	1.04053	0.92753	2.56524	3.32891	0	0	0	1.04053	0.934913	2.77689	0	0	0	0	1.04053	2.77689	2.66897	0	0	0	0	1.04053	2.66897	0	0	0	0	0	1.04053	0.665889	0	-0.927388	-0.926349	1.05241	0	0.179831	0	0.02951784	0.009573208	0.01879638	0.1498996	0.32651	-0.707496	-1.69919	1.55906	-0.94299	-0.628739	0.981606	0	0.1499	0.0295178	0.1794174	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0
1540	-171.2747	-158.6076	-12.66712	2.14429	2.13939	2.13504	2.13491	2.13375	13.3484	2.13496	2.14429	2.13939	2.13471	13.3579	13.3458	0	2.13496	2.14429	2.13939	13.3667	13.3667	0	0	2.13496	2.14052	2.13675	13.3588	0	0	0	2.13496	2.13872	13.3682	0	0	0	0	2.13496	2.13496	13.3724	0	0	0	0	2.13496	13.3724	0	0	0	0	0	2.13496	0	0	-0.968749	0	0	0	0	-1.73497	0.0008029616	0.01750223	0.1154422	0.08394412	1.34884	-1.96492	-0.0816582	1.85755	0	0	0	1.83443	0.0839441	0.000802962	0.08474708	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1
1560	-170.3122	-160.2688	-10.04342	1.75748	1.75629	3.3268	3.33094	3.38911	3.66985	1.78084	1.75748	1.75629	3.33814	3.42488	3.7955	0	1.78084	1.75748	1.75629	3.33814	3.33814	0	0	1.78084	1.75602	3.29481	3.41245	0	0	0	1.78084	1.75685	3.32924	0	0	0	0	1.78084	3.32924	3.31171	0	0	0	0	1.78084	3.31171	0	0	0	0	0	1.78084	1.98604	0	-1.24462	0	0	0	0.0250153	-1.30745	0.02565501	0.01615037	0.02961693	0.0806768	0.601989	0	-0.458615	1.28437	0	0	0.625662	0	0.0806768	0.025655	0.1063318	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0
1580	-177.6236	-159.9345	-17.68909	1.28757	1.28659	1.28573	1.2857	1.28547	6.04197	1.28571	1.28757	1.28659	1.28566	6.04339	6.04157	0	1.28571	1.28757	1.28659	6.0447	6.0447	0	0	1.28571	1.28682	1.28607	6.04352	0	0	0	1.28571	1.28646	6.04494	0	0	0	0	1.28571	1.28571	6.04556	0	0	0	0	1.28571	6.04556	0	0	0	0	0	1.28571	0	1.3917	-1.75626	-0.45541	0.437062	1.86103	0	-0.574882	0.02496165	0.01311765	0.0401568	0.1263754	1.47609	0.20648	-1.97632	1.94147	0	-1.14473	0	1.54791	0.126375	0.0249617	0.151337	0	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1
1600	-171.3816	-155.0587	-16.32288	1.89514	1.8915	1.88828	1.88818	1.88732	3.10394	1.88822	1.89514	1.8915	1.88804	3.10579	3.10342	0	1.88822	1.89514	1.8915	3.10749	3.10749	0	0	1.88822	1.89234	1.88955	3.10595	0	0	0	1.88822	1.89101	3.1078	0	0	0	0	1.88822	1.88822	3.10861	0	0	0	0	1.88822	3.10861	0	0	0	0	0	1.88822	0	0.60917	-0.895386	0	-0.226425	0	0	-1.45403	0.09604262	0.01854542	0.0293232	0.1651744	0	0	-1.41995	1.9455	0	0	0	0.498278	0.165174	0.0960426	0.261217	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	1
1620	-172.777	-158.0911	-14.68588	1.68773	1.68508	1.68273	1.68266	1.68203	3.47479	1.68269	1.68773	1.68508	1.68255	3.47648	3.47432	0	1.68269	1.68773	1.68508	3.47805	3.47805	0	0	1.68269	1.68569	1.68366	3.47664	0	0	0	1.68269	1.68472	3.47833	0	0	0	0	1.68269	1.68269	3.47907	0	0	0	0	1.68269	3.47907	0	0	0	0	0	1.68269	0.0481246	0	-1.63001	0	-0.947772	0.760168	0	-1.19041	0.01589936	0.01883366	0.05646277	0.1249789	0	0.934198	0	1.40363	0	0	0	0.72616	0.124979	0.0158994	0.1408782	1	0	1	0	1	1	0	1	0	1	0	1	0	0	0	1
1640	-170.2284	-162.1828	-8.045551	1.80293	1.79974	10.3508	10.3504	10.346	10.3387	1.79686	1.80293	1.79974	10.3496	10.3444	10.3371	0	1.79686	1.80293	1.79974	10.3496	10.3496	0	0	1.79686	1.80048	10.3573	10.3449	0	0	0	1.79686	1.79931	10.3505	0	0	0	0	1.79686	10.3505	10.353	0	0	0	0	1.79686	10.353	0	0	0	0	0	1.79686	0	0	-1.10337	0	0	0	0	-1.34058	0.03980771	0.02660219	0.04043997	0.02995986	0	0	-0.414778	1.1465	0	-1.29854	1.751	0	0.0299599	0.0398077	0.06976757	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0
1660	-174.2262	-162.4522	-11.774	0.441256	0.442342	2.19178	2.19192	2.1932	2.19535	0.443325	0.441256	0.442342	2.19214	2.19368	2.19582	0	0.443325	0.441256	0.442342	2.19214	2.19214	0	0	0.443325	0.44209	2.18989	2.19353	0	0	0	0.443325	0.442489	2.19186	0	0	0	0	0.443325	2.19186	2.19113	0	0	0	0	0.443325	2.19113	0	0	0	0	0	0.443325	1.32605	0	-1.63395	0	0	0	0	1.86079	0.04518307	0.01846174	0.03190144	0.1171461	1.07344	0	0	1.44943	0	1.6516	1.5982	0	0.117146	0.0451831	0.1623291	1	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0
1680	-170.8343	-159.4464	-11.38784	2.37107	2.36493	6.35192	6.35149	6.34758	6.34101	2.35939	2.37107	2.36493	6.35082	6.34611	6.33959	0	2.35939	2.37107	2.36493	6.35082	6.35082	0	0	2.35939	2.36635	6.35771	6.34657	0	0	0	2.35939	2.3641	6.35166	0	0	0	0	2.35939	6.35166	6.35389	0	0	0	0	2.35939	6.35389	0	0	0	0	0	2.35939	0	0	-1.70581	0	-0.226079	0	0	-1.96362	0.01747655	0.01353132	0.08514242	0.06955939	1.59211	0	0	1.87507	0	0.911038	0.990313	0	0.0695594	0.0174765	0.08703594	0	0	1	0	1	0	0	1	1	0	0	1	0	1	1	0
1700	-174.0326	-159.6549	-14.37764	1.11236	1.11201	1.11169	1.11168	1.1116	5.06456	1.11169	1.11236	1.11201	1.11167	5.06506	5.06442	0	1.11169	1.11236	1.11201	5.06552	5.06552	0	0	1.11169	1.11209	1.11182	5.0651	0	0	0	1.11169	1.11196	5.06561	0	0	0	0	1.11169	1.11169	5.06582	0	0	0	0	1.11169	5.06582	0	0	0	0	0	1.11169	1.49396	0	-1.1815	0	-1.95523	0	0	-0.242202	0.01341181	0.01967493	0.07605398	0.1166566	0.411092	0	0	1.83069	0	-1.40201	0	1.51659	0.116657	0.0134118	0.1300684	1	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1
1720	-174.2449	-157.4642	-16.78069	2.21283	2.19727	2.04957	2.03731	1.87664	1.8941	2.04233	2.21283	2.19727	2.01633	2.61186	1.62066	0	2.04233	2.21283	2.19727	2.94798	2.94798	0	0	2.04233	2.20399	2.1505	2.65671	0	0	0	2.04233	2.19103	2.98599	0	0	0	0	2.04233	2.04233	3.06372	0	0	0	0	2.04233	3.06372	0	0	0	0	0	2.04233	0.436939	0.811775	-1.08894	0	0	0	-0.115203	-1.69172	0.02830393	0.03385379	0.0790092	0.1100493	1.94525	0.924456	-1.03218	1.2546	0	0	0	0.379841	0.110049	0.0283039	0.1383533	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0	1
1740	-170.0899	-158.6322	-11.45775	1.91523	1.91149	1.90818	1.90808	1.9072	6.43697	1.90812	1.91523	1.91149	1.90793	6.44087	6.43589	0	1.90812	1.91523	1.91149	6.44446	6.44446	0	0	1.90812	1.91236	1.90949	6.44122	0	0	0	1.90812	1.91099	6.44511	0	0	0	0	1.90812	1.90812	6.44681	0	0	0	0	1.90812	6.44681	0	0	0	0	0	1.90812	0	0.728473	-1.84277	0	0	-0.656953	0	-1.47802	0.02624483	0.0166313	0.06863839	0.0759429	0	0	-1.36517	1.4204	0	0	0	1.2172	0.0759429	0.0262448	0.1021877	0	1	1	0	0	1	0	1	0	0	1	1	0	0	0	1
1760	-171.7187	-160.3533	-11.36543	1	1	5.25196	5.25196	5.25196	15.1197	1	1	1	5.25196	15.1197	15.1197	0	1	1	1	15.1197	15.1197	0	0	1	1	5.25196	15.1197	0	0	0	1	1	15.1197	0	0	0	0	1	5.25196	15.1197	0	0	0	0	1	15.1197	0	0	0	0	0	1	1.76642	0.25691	-1.04653	-0.70181	-0.725502	0	0	0	0.0216535	0.01351124	0.07315275	0.04217461	1.78445	0	0	1.52462	-0.511301	0	1.6586	1.0574	0.0421746	0.0216535	0.06382811	1	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1
1780	-168.7362	-160.969	-7.767191	2.33316	2.32723	5.51572	5.51535	5.51202	5.50642	2.32189	2.33316	2.32723	5.51478	5.51077	5.50522	0	2.32189	2.33316	2.32723	5.51478	5.51478	0	0	2.32189	2.3286	5.52065	5.51116	0	0	0	2.32189	2.32643	5.5155	0	0	0	0	2.32189	5.5155	5.5174	0	0	0	0	2.32189	5.5174	0	0	0	0	0	2.32189	0	0	-0.385218	0	0	0	0	-1.92697	0.03829073	0.02715502	0.01108988	0.07064377	0	0	-1.82777	1.58142	-1.27373	0	0.865183	0	0.0706438	0.0382907	0.1089345	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0
1800	-172.5806	-157.6495	-14.93109	0.910788	0.911043	2.03045	2.03046	2.0306	3.91935	0.911274	0.910788	0.911043	2.03049	3.91901	3.91944	0	0.911274	0.910788	0.911043	3.91869	3.91869	0	0	0.911274	0.910984	2.03025	3.91898	0	0	0	0.911274	0.911078	3.91864	0	0	0	0	0.911274	2.03046	3.91849	0	0	0	0	0.911274	3.91849	0	0	0	0	0	0.911274	0.177389	0	0	0	0	-0.56614	0	0.212537	0.01005279	0.01732283	0.05283681	0.1247636	0	-1.5897	-1.94069	1.94881	0	-0.470094	0.801173	0.657482	0.124764	0.0100528	0.1348164	1	0	0	0	0	1	0	1	0	1	1	1	0	1	1	1
1820	-170.6907	-159.7	-10.99074	1	1	3.80883	3.80883	3.80883	3.80883	1	1	1	3.80883	3.80883	3.80883	0	1	1	1	3.80883	3.80883	0	0	1	1	3.80883	3.80883	0	0	0	1	1	3.80883	0	0	0	0	1	3.80883	3.80883	0	0	0	0	1	3.80883	0	0	0	0	0	1	0	0	-1.38126	0	-0.959263	-1.72537	0	0	0.001006298	0.0224542	0.08516208	0.1018169	0	0	-1.46377	1.19982	0	0	1.33732	0	0.101817	0.0010063	0.1028232	0	0	1	0	1	1	0	0	0	0	1	1	0	0	1	0
1840	-175.2654	-161.4904	-13.775	1.22944	1.22868	3.82708	3.82702	3.82645	3.82551	1.22799	1.22944	1.22868	3.82692	3.82624	3.8253	0	1.22799	1.22944	1.22868	3.82692	3.82692	0	0	1.22799	1.22885	3.82791	3.82631	0	0	0	1.22799	1.22857	3.82704	0	0	0	0	1.22799	3.82704	3.82736	0	0	0	0	1.22799	3.82736	0	0	0	0	0	1.22799	0	0.192186	-0.785005	0	-1.80996	-0.844322	0	-0.469803	0.008398229	0.01909954	0.06563219	0.06561516	0.629793	-1.83387	0	1.47859	0	-1.00167	1.13672	0	0.0656152	0.00839823	0.07401339	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0
1860	-173.1943	-157.3946	-15.79968	2.02164	2.01737	3.08164	3.08147	3.07992	10.3174	2.01352	2.02164	2.01737	3.08121	10.3241	10.3155	0	2.01352	2.02164	2.01737	10.3304	10.3304	0	0	2.01352	2.01836	3.08393	10.3247	0	0	0	2.01352	2.0168	10.3315	0	0	0	0	2.01352	3.08154	10.3345	0	0	0	0	2.01352	10.3345	0	0	0	0	0	2.01352	0	0	-0.754986	-0.715022	0	0	0	-1.60101	0.102857	0.01363889	0.04926192	0.06093317	0	0.223239	-1.12354	1.7708	-1.76945	1.33609	0.425545	1.20977	0.0609332	0.102857	0.1637902	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1
1880	-172.6912	-156.0759	-16.61526	2.21304	2.20776	2.20309	2.20295	2.2017	5.41036	2.203	2.21304	2.20776	2.20273	5.41436	5.40925	0	2.203	2.21304	2.20776	5.41805	5.41805	0	0	2.203	2.20898	2.20493	5.41472	0	0	0	2.203	2.20705	5.41872	0	0	0	0	2.203	2.203	5.42047	0	0	0	0	2.203	5.42047	0	0	0	0	0	2.203	0.384341	0	0	-0.263392	0	-0.8453	0	-1.80674	0.01340557	0.01801286	0.07072867	0.1276046	1.63935	-0.257659	-1.38599	1.72689	0	-0.777857	0	0.900037	0.127605	0.0134056	0.1410101	1	0	0	1	0	1	0	1	1	1	1	1	0	1	0	1
1900	-174.0762	-156.125	-17.95122	1.65936	1.65684	2.88242	2.88231	2.88126	3.98049	1.65456	1.65936	1.65684	2.88213	3.98237	3.97997	0	1.65456	1.65936	1.65684	3.9841	3.9841	0	0	1.65456	1.65742	2.88396	3.98254	0	0	0	1.65456	1.6565	3.98441	0	0	0	0	1.65456	2.88235	3.98523	0	0	0	0	1.65456	3.98523	0	0	0	0	0	1.65456	0.00873732	0	-1.30365	0	0	0.865799	0	-1.15185	0.05616294	0.0185331	0.08474838	0.1210349	0.31571	0	-1.99948	1.96801	0	0.13574	0.555072	0.323784	0.121035	0.0561629	0.1771978	1	0	1	0	0	1	0	1	1	0	1	1	0	1	1	1
1920	-178.5108	-161.2337	-17.27718	2.08698	2.08237	6.05493	6.05457	6.0514	6.41914	2.07822	2.08698	2.08237	6.05403	6.42354	6.41792	0	2.07822	2.08698	2.08237	6.4276	6.4276	0	0	2.07822	2.08344	6.05962	6.42394	0	0	0	2.07822	2.08175	6.42833	0	0	0	0	2.07822	6.05472	6.43025	0	0	0	0	2.07822	6.43025	0	0	0	0	0	2.07822	0	1.79201	-1.32381	-0.578976	-0.166196	-1.68769	0	-1.67335	0.02239132	0.02132642	0.08536085	0.06523517	0.336919	1.32958	-1.33292	0.613434	-0.987541	0	1.06933	0.0598775	0.0652352	0.0223913	0.08762649	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1
1940	-173.4345	-157.7477	-15.68685	1.96224	1.95827	1.95475	1.95465	1.95371	3.74414	1.95469	1.96224	1.95827	1.95449	3.74649	3.74348	0	1.95469	1.96224	1.95827	3.74866	3.74866	0	0	1.95469	1.95919	1.95614	3.7467	0	0	0	1.95469	1.95774	3.74905	0	0	0	0	1.95469	1.95469	3.75007	0	0	0	0	1.95469	3.75007	0	0	0	0	0	1.95469	0	0	0	-1.37987	-0.110021	-0.859565	0	-1.53317	0.02223192	0.01397261	0.05602503	0.114312	0	0.907359	-1.2587	1.63253	0	-0.927657	0	0.65127	0.114312	0.0222319	0.1365439	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	1
1960	-176.8039	-159.8974	-16.90647	1	1	2.0175	2.0175	2.0175	2.0175	1	1	1	2.0175	2.0175	2.0175	0	1	1	1	2.0175	2.0175	0	0	1	1	2.0175	2.0175	0	0	0	1	1	2.0175	0	0	0	0	1	2.0175	2.0175	0	0	0	0	1	2.0175	0	0	0	0	0	1	1.33972	0.416832	0	0	-1.37556	0	0	0	0.08129235	0.0349339	0.08601269	0.1387651	0	0	-1.75867	1.85329	0	1.84232	0.70186	0	0.138765	0.0812924	0.2200575	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	0
1980	-169.012	-155.9071	-13.10486	1.83339	1.83005	1.8271	1.82701	1.82622	4.46919	1.82704	1.83339	1.83005	1.82687	4.47172	4.46849	0	1.82704	1.83339	1.83005	4.47405	4.47405	0	0	1.82704	1.83082	1.82826	4.47195	0	0	0	1.82704	1.8296	4.47447	0	0	0	0	1.82704	1.82704	4.47557	0	0	0	0	1.82704	4.47557	0	0	0	0	0	1.82704	0	0	-1.15329	-1.21725	0	0	0	-1.37869	0.01925734	0.01022771	0.04754029	0.1516099	0	-0.178456	-0.391687	1.47431	0	0	0	0.895688	0.15161	0.0192573	0.1708672	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	1
2000	-175.409	-160.5424	-14.86651	1.33022	1.32908	2.14542	2.14537	2.14493	2.56582	1.32805	1.33022	1.32908	2.1453	2.5665	2.56563	0	1.32805	1.33022	1.32908	2.56713	2.56713	0	0	1.32805	1.32934	2.14606	2.56656	0	0	0	1.32805	1.32892	2.56724	0	0	0	0	1.32805	2.14539	2.56754	0	0	0	0	1.32805	2.56754	0	0	0	0	0	1.32805	1.25625	1.29043	-0.784023	-1.42803	-1.13806	0	0	-0.648992	0.03779918	0.0083139	0.05195519	0.08796476	0	0.0341987	-0.842789	1.49014	0	0	0.479612	0.179512	0.0879648	0.0377992	0.1257639	1	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1
2020	-172.3735	-157.5342	-14.83924	1.31638	1.31529	1.31432	1.3143	1.31404	1.31361	1.31431	1.31638	1.31529	1.31425	1.31394	1.31351	0	1.31431	1.31638	1.31529	1.31425	1.31425	0	0	1.31431	1.31554	1.31471	1.31397	0	0	0	1.31431	1.31514	1.31431	0	0	0	0	1.31431	1.31431	1.31445	0	0	0	0	1.31431	1.31445	0	0	0	0	0	1.31431	0	0	-0.420471	0	0	0.711614	0	-0.625204	0.05881201	0.02478484	0.02453203	0.1811944	0	1.54892	-1.93368	1.7524	0	0	0	0	0.181194	0.058812	0.2400064	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	0
2040	-167.3378	-158.3911	-8.946666	2.3933	2.38703	2.38148	2.38132	2.37983	2.37734	2.38138	2.3933	2.38703	2.38106	2.37928	2.37681	0	2.38138	2.3933	2.38703	2.38106	2.38106	0	0	2.38138	2.38848	2.38367	2.37945	0	0	0	2.38138	2.38619	2.38138	0	0	0	0	2.38138	2.38138	2.38223	0	0	0	0	2.38138	2.38223	0	0	0	0	0	2.38138	0	0	-0.956231	-1.00285	0	0	0	-1.98485	0.004257162	0.01390592	0.02569265	0.1154819	0	0.817937	-1.35174	1.33244	0	0	0	0	0.115482	0.00425716	0.119739	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	0
2060	-176.2946	-159.0438	-17.25079	2.26575	2.2574	3.13348	3.12836	3.05984	2.77232	2.21053	2.26575	2.2574	3.11958	3.01976	2.65998	0	2.21053	2.26575	2.2574	3.11958	3.11958	0	0	2.21053	2.26018	3.17557	3.03354	0	0	0	2.21053	2.25515	3.13046	0	0	0	0	2.21053	3.13046	3.15257	0	0	0	0	2.21053	3.15257	0	0	0	0	0	2.21053	1.00983	0	-0.887374	-0.644545	0	1.43766	-0.0304498	-1.82993	0.08041477	0.01370526	0.08720217	0.08164639	0.552628	0	0	1.57575	0	0.536773	0.347944	0	0.0816464	0.0804148	0.1620612	1	0	1	1	0	1	1	1	1	0	0	1	0	1	1	0
2080	-176.5033	-159.1198	-17.38351	2.39744	2.35995	1.94776	1.91539	1.52195	2.21996	1.9286	2.39744	2.35995	1.86078	5.47053	1.43278	0	1.9286	2.39744	2.35995	7.67888	7.67888	0	0	1.9286	2.37807	2.22634	5.73804	0	0	0	1.9286	2.34247	7.95878	0	0	0	0	1.9286	1.9286	8.55016	0	0	0	0	1.9286	8.55016	0	0	0	0	0	1.9286	0	1.9045	-1.14575	-0.158242	0.272641	0	-0.32381	-1.66607	0.04343616	0.01788973	0.0250262	0.1626059	0.320842	0	-1.34068	1.88088	-1.7155	0	0	1.41748	0.162606	0.0434362	0.2060421	0	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1
2100	-172.9238	-155.3973	-17.52647	1.52046	1.51855	1.51685	1.5168	1.51635	3.64675	1.51682	1.52046	1.51855	1.51672	3.64817	3.64636	0	1.51682	1.52046	1.51855	3.64949	3.64949	0	0	1.51682	1.51899	1.51752	3.6483	0	0	0	1.51682	1.51829	3.64972	0	0	0	0	1.51682	1.51682	3.65034	0	0	0	0	1.51682	3.65034	0	0	0	0	0	1.51682	1.74332	0.120628	-1.20588	-1.80251	0.854242	1.60457	0	-0.953025	0.05133833	0.005951911	0.0235224	0.137062	0.81224	-0.453016	-0.986595	1.66368	0	0	0	0.878033	0.137062	0.0513383	0.1884003	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1
2120	-172.1389	-160.18	-11.95891	2.11775	2.12638	4.42249	4.45788	4.97513	8.19365	2.33577	2.11775	2.12638	4.5197	5.31521	10.1118	0	2.33577	2.11775	2.12638	4.5197	4.5197	0	0	2.33577	2.1203	4.15216	5.19504	0	0	0	2.33577	2.13298	4.44333	0	0	0	0	2.33577	4.44333	4.29477	0	0	0	0	2.33577	4.29477	0	0	0	0	0	2.33577	0	0	-1.42033	-0.702091	-0.124164	0	0.155778	-1.86189	0.00733838	0.01072276	0.06162948	0.0509811	0	0.46259	0	1.79372	0	-0.738919	0.64306	0	0.0509811	0.00733838	0.05831948	0	0	1	1	1	0	1	1	0	1	0	1	0	1	1	0
2140	-173.2705	-159.4584	-13.8121	1	1	3.66451	3.66451	3.66451	3.66451	1	1	1	3.66451	3.66451	3.66451	0	1	1	1	3.66451	3.66451	0	0	1	1	3.66451	3.66451	0	0	0	1	1	3.66451	0	0	0	0	1	3.66451	3.66451	0	0	0	0	1	3.66451	0	0	0	0	0	1	0.147113	0.501146	-1.16219	0	0	-0.928261	0	0	0.02162768	0.0194489	0.1043821	0.1008575	0.549232	0	-1.84231	1.49395	-1.01066	0	1.2987	0	0.100857	0.0216277	0.1224851	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	0
2160	-171.0783	-158.2154	-12.86295	1	1	3.01794	3.01794	3.01794	3.01794	1	1	1	3.01794	3.01794	3.01794	0	1	1	1	3.01794	3.01794	0	0	1	1	3.01794	3.01794	0	0	0	1	1	3.01794	0	0	0	0	1	3.01794	3.01794	0	0	0	0	1	3.01794	0	0	0	0	0	1	1.60591	0	-1.25014	0	-0.600147	0	0	0	0.03707911	0.01796317	0.04687391	0.1206712	0	-1.44903	-1.95014	1.65842	-0.614976	0	1.10458	0	0.120671	0.0370791	0.1577503	1	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0
