Iteration	Posterior	Likelihood	Prior	m_w[1][1][1]	m_w[1][1][2]	m_w[1][1][3]	m_w[1][1][4]	m_w[1][1][5]	m_w[1][1][6]	m_w[1][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	m_w[3][1][1]	m_w[3][1][2]	m_w[3][1][3]	m_w[3][1][4]	m_w[3][1][5]	m_w[3][1][6]	m_w[3][1][7]	m_w[4][1][1]	m_w[4][1][2]	m_w[4][1][3]	m_w[4][1][4]	m_w[4][1][5]	m_w[4][1][6]	m_w[4][1][7]	m_w[5][1][1]	m_w[5][1][2]	m_w[5][1][3]	m_w[5][1][4]	m_w[5][1][5]	m_w[5][1][6]	m_w[5][1][7]	m_w[6][1][1]	m_w[6][1][2]	m_w[6][1][3]	m_w[6][1][4]	m_w[6][1][5]	m_w[6][1][6]	m_w[6][1][7]	m_w[7][1][1]	m_w[7][1][2]	m_w[7][1][3]	m_w[7][1][4]	m_w[7][1][5]	m_w[7][1][6]	m_w[7][1][7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
4460	-179.0127	-160.3053	-18.70738	1.54618	1.54416	1.54236	1.54231	1.54183	2.04182	1.54233	1.54618	1.54416	1.54223	2.04265	2.04159	0	1.54233	1.54618	1.54416	2.04341	2.04341	0	0	1.54233	1.54463	1.54307	2.04272	0	0	0	1.54233	1.54389	2.04355	0	0	0	0	1.54233	1.54233	2.04391	0	0	0	0	1.54233	2.04391	0	0	0	0	0	1.54233	0.219114	0	-1.74174	-1.52703	0	1.19714	0	-0.991177	0.07047555	0.02132227	0.004992554	0.1506071	0.724297	1.3736	-1.479	0.517112	-0.982802	-1.22087	0	0.281393	0.150607	0.0704755	0.2210826	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1
4480	-170.7579	-158.3755	-12.38244	2.3051	2.29933	2.29421	2.29406	2.29269	3.3789	2.29412	2.3051	2.29933	2.29382	3.38153	3.37817	0	2.29412	2.3051	2.29933	3.38395	3.38395	0	0	2.29412	2.30066	2.29623	3.38176	0	0	0	2.29412	2.29855	3.38439	0	0	0	0	2.29412	2.29412	3.38554	0	0	0	0	2.29412	3.38554	0	0	0	0	0	2.29412	0	0	0	0	-0.240748	0	0	-1.89945	0.02959491	0.03723997	0.05437088	0.1066976	0	0	-1.74757	1.44723	-0.87118	0	0	0.388824	0.106698	0.0295949	0.1362925	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1
4500	-172.5463	-159.9289	-12.61734	2.09548	2.09083	3.88383	3.8836	3.88155	6.92609	2.08664	2.09548	2.09083	3.88325	6.93087	6.92477	0	2.08664	2.09548	2.09083	6.93527	6.93527	0	0	2.08664	2.09191	3.88686	6.9313	0	0	0	2.08664	2.0902	6.93606	0	0	0	0	2.08664	3.88369	6.93815	0	0	0	0	2.08664	6.93815	0	0	0	0	0	2.08664	0	0	-0.529561	-1.89396	0.324346	0	0	-1.6826	0.04649862	0.01160756	0.03687505	0.05215121	0.501253	0.797835	-1.45657	1.00704	0	0	0.621233	0.579948	0.0521512	0.0464986	0.09864983	0	0	1	1	1	0	0	1	1	1	1	1	0	0	1	1
4520	-168.756	-156.4572	-12.29883	2.1271	2.12229	2.11802	2.11789	2.11675	3.6835	2.11794	2.1271	2.12229	2.1177	3.68609	3.68278	0	2.11794	2.1271	2.12229	3.68848	3.68848	0	0	2.11794	2.1234	2.1197	3.68632	0	0	0	2.11794	2.12164	3.68891	0	0	0	0	2.11794	2.11794	3.69004	0	0	0	0	2.11794	3.69004	0	0	0	0	0	2.11794	0.83971	1.74995	-0.952693	-0.882551	0	0	0	-1.71666	0.003192534	0.008951493	0.04598579	0.1503546	0.54365	0	0	1.81617	0	0	0	0.554885	0.150355	0.00319253	0.1535471	1	1	1	1	0	0	0	1	1	0	0	1	0	0	0	1
4540	-171.243	-156.5046	-14.73837	1.87609	1.87255	1.86941	1.86931	1.86847	4.50058	1.86935	1.87609	1.87255	1.86917	4.50322	4.49985	0	1.86935	1.87609	1.87255	4.50566	4.50566	0	0	1.86935	1.87337	1.87065	4.50346	0	0	0	1.86935	1.87207	4.50609	0	0	0	0	1.86935	1.86935	4.50725	0	0	0	0	1.86935	4.50725	0	0	0	0	0	1.86935	1.17875	0	-1.17223	0	0	0	0	-1.43106	0.004976658	0.01531299	0.05527301	0.1765815	0.0341928	-1.54874	-1.74779	1.50373	0	0	0	0.87984	0.176581	0.00497666	0.1815581	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1
4560	-177.6233	-162.308	-15.31531	1.07362	1.07339	5.14048	5.14045	5.14019	17.9866	1.07318	1.07362	1.07339	5.1404	17.9878	17.9863	0	1.07318	1.07362	1.07339	17.9889	17.9889	0	0	1.07318	1.07344	5.14086	17.9879	0	0	0	1.07318	1.07336	17.9891	0	0	0	0	1.07318	5.14046	17.9896	0	0	0	0	1.07318	17.9896	0	0	0	0	0	1.07318	0	1.07785	-1.61886	-0.138442	0	0	0	-0.161559	0.04394915	0.01920746	0.1163524	0.05240121	0	0.775252	0	0.928524	0	-1.09201	1.56652	1.25262	0.0524012	0.0439492	0.09635036	0	1	1	1	0	0	0	1	0	1	0	1	0	1	1	1
4580	-171.9421	-161.4239	-10.51819	0.740654	0.741322	3.83282	3.83291	3.83373	8.00732	0.741927	0.740654	0.741322	3.83305	8.00508	8.00794	0	0.741927	0.740654	0.741322	8.00301	8.00301	0	0	0.741927	0.741168	3.83161	8.00487	0	0	0	0.741927	0.741413	8.00264	0	0	0	0	0.741927	3.83287	8.00166	0	0	0	0	0.741927	8.00166	0	0	0	0	0	0.741927	0	0	-1.32294	-0.780151	-0.766324	0	0	0.682838	0.0130401	0.01512945	0.04354895	0.05759252	1.64978	0	-1.90501	1.14777	0	0	1.64212	0.736157	0.0575925	0.0130401	0.07063263	0	0	1	1	1	0	0	1	1	0	1	1	0	0	1	1
4600	-174.7721	-161.632	-13.14014	2.28441	2.27874	2.27373	2.27358	2.27224	2.26999	2.27364	2.28441	2.27874	2.27335	2.27174	2.2695	0	2.27364	2.28441	2.27874	2.27335	2.27335	0	0	2.27364	2.28005	2.27571	2.27189	0	0	0	2.27364	2.27798	2.27364	0	0	0	0	2.27364	2.27364	2.2744	0	0	0	0	2.27364	2.2744	0	0	0	0	0	2.27364	0.377769	0	-1.0099	-1.75679	-1.66864	-1.01786	0	-1.87893	0.02566435	0.003529147	0.0338724	0.07980772	1.66407	0.0948147	0	1.89262	0	0.458768	0	0	0.0798077	0.0256643	0.1054721	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	0
4620	-169.3125	-154.4414	-14.87103	1.61035	1.60805	1.606	1.60594	1.6054	3.06726	1.60597	1.61035	1.60805	1.60585	3.06863	3.06689	0	1.60597	1.61035	1.60805	3.06988	3.06988	0	0	1.60597	1.60858	1.60681	3.06875	0	0	0	1.60597	1.60773	3.07011	0	0	0	0	1.60597	1.60597	3.0707	0	0	0	0	1.60597	3.0707	0	0	0	0	0	1.60597	0	0	-0.948057	0	0	-1.90773	0	-1.08366	0.03918992	0.01823529	0.0203549	0.160352	1.29762	-0.365954	-1.65003	1.73557	0	0	0	0.647986	0.160352	0.0391899	0.1995419	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	1
4640	-176.9071	-158.0137	-18.89338	1.29311	1.29211	1.42597	1.42594	1.42567	4.66952	1.29121	1.29311	1.29211	1.42589	4.67063	4.66921	0	1.29121	1.29311	1.29211	4.67167	4.67167	0	0	1.29121	1.29234	1.42635	4.67074	0	0	0	1.29121	1.29198	4.67185	0	0	0	0	1.29121	1.42595	4.67234	0	0	0	0	1.29121	4.67234	0	0	0	0	0	1.29121	0	0.564617	-1.86069	0	-1.75243	-0.425234	0	-0.584645	0.02863021	0.0128577	0.106654	0.1212342	0.410795	0	0	1.91332	-0.602383	-0.0152786	0.0992574	1.18672	0.121234	0.0286302	0.1498644	0	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1
4660	-175.265	-156.9153	-18.34967	1.29312	1.29212	1.29124	1.29121	1.29097	3.39773	1.29122	1.29312	1.29212	1.29117	3.39854	3.3975	0	1.29122	1.29312	1.29212	3.39929	3.39929	0	0	1.29122	1.29235	1.29159	3.39861	0	0	0	1.29122	1.29199	3.39942	0	0	0	0	1.29122	1.29122	3.39978	0	0	0	0	1.29122	3.39978	0	0	0	0	0	1.29122	0.962029	0	-1.00678	0	1.04476	0	0	-0.584666	0.09866281	0.0144127	0.006955705	0.1530808	1.63311	1.01816	0	1.97572	-1.40342	0.0942883	0	0.968018	0.153081	0.0986628	0.2517436	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1
4680	-169.8021	-158.3801	-11.42198	1	1	1.70186	1.70186	1.70186	1.70186	1	1	1	1.70186	1.70186	1.70186	0	1	1	1	1.70186	1.70186	0	0	1	1	1.70186	1.70186	0	0	0	1	1	1.70186	0	0	0	0	1	1.70186	1.70186	0	0	0	0	1	1.70186	0	0	0	0	0	1	1.64562	0	-1.93393	0	0	0	0	0	0.01617559	0.01225051	0.05196159	0.1408327	1.64736	0	-1.77693	1.8628	0	-0.24649	0.531721	0	0.140833	0.0161756	0.1570083	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0
4700	-168.2585	-159.8574	-8.401089	1	1	2.36503	2.36503	2.36503	10.0501	1	1	1	2.36503	10.0501	10.0501	0	1	1	1	10.0501	10.0501	0	0	1	1	2.36503	10.0501	0	0	0	1	1	10.0501	0	0	0	0	1	2.36503	10.0501	0	0	0	0	1	10.0501	0	0	0	0	0	1	1.35581	0	0	-1.89498	0	0	0	0	0.02306964	0.008321697	0.02013361	0.07684455	0	0	-1.8726	1.84831	0	0.761103	0.86079	1.4468	0.0768445	0.0230696	0.09991419	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1
4720	-171.2476	-162.3924	-8.855247	2.04201	2.03763	6.56468	6.56431	6.56096	6.55535	2.03369	2.04201	2.03763	6.56373	6.55971	6.55414	0	2.03369	2.04201	2.03763	6.56373	6.56373	0	0	2.03369	2.03864	6.56962	6.56011	0	0	0	2.03369	2.03704	6.56446	0	0	0	0	2.03369	6.56446	6.56636	0	0	0	0	2.03369	6.56636	0	0	0	0	0	2.03369	1.80225	0	-0.580813	-0.901864	0	-0.23797	0	-1.6238	0.01875428	0.01911566	0.02979395	0.03740221	0	0	-1.3799	1.68136	-1.17728	0	1.17182	0	0.0374022	0.0187543	0.0561565	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	0
4740	-170.4089	-156.742	-13.66692	2.2892	2.28351	2.27847	2.27832	2.27697	2.27471	2.27838	2.2892	2.28351	2.27809	2.27647	2.27422	0	2.27838	2.2892	2.28351	2.27809	2.27809	0	0	2.27838	2.28482	2.28046	2.27663	0	0	0	2.27838	2.28274	2.27838	0	0	0	0	2.27838	2.27838	2.27915	0	0	0	0	2.27838	2.27915	0	0	0	0	0	2.27838	1.13156	0	-1.29454	0	-1.62215	0	0	-1.8837	0.08382403	0.02626732	0.02478289	0.1424698	0	0	-1.67264	1.31933	0	0	0	0	0.14247	0.083824	0.2262938	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0
4760	-169.6351	-158.804	-10.83116	1	1	3.16266	3.16266	3.16266	3.16266	1	1	1	3.16266	3.16266	3.16266	0	1	1	1	3.16266	3.16266	0	0	1	1	3.16266	3.16266	0	0	0	1	1	3.16266	0	0	0	0	1	3.16266	3.16266	0	0	0	0	1	3.16266	0	0	0	0	0	1	1.22025	0.0555072	-0.855923	-0.837556	0	0	0	0	0.002818835	0.01220814	0.0488734	0.1078922	1.51476	-0.0812414	-0.46398	1.87595	0	0	1.15141	0	0.107892	0.00281883	0.110711	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0
4780	-174.3808	-161.4807	-12.90013	1	1	3.41866	3.41866	3.41866	6.9772	1	1	1	3.41866	6.9772	6.9772	0	1	1	1	6.9772	6.9772	0	0	1	1	3.41866	6.9772	0	0	0	1	1	6.9772	0	0	0	0	1	3.41866	6.9772	0	0	0	0	1	6.9772	0	0	0	0	0	1	0	0	-1.82406	-0.343062	-1.79787	0	0	0	0.03045408	0.02254341	0.07503367	0.06082833	0	-1.2001	0	0.844589	0	-1.95494	1.22925	0.713399	0.0608283	0.0304541	0.09128241	0	0	1	1	1	0	0	0	0	1	0	1	0	1	1	1
4800	-183.5312	-165.9297	-17.60157	1.45211	1.40125	1.37508	1.316	0.719996	0.188118	0.828566	1.45211	1.40125	1.21992	2.01092	0.0595248	0	0.828566	1.45211	1.40125	4.89605	4.89605	0	0	0.828566	1.42779	1.95017	2.27946	0	0	0	0.828566	1.3752	5.37767	0	0	0	0	0.828566	1.33993	6.48769	0	0	0	0	0.828566	6.48769	0	0	0	0	0	0.828566	0	0	-1.17615	-0.160141	0	0.559279	-0.851301	0	0.06540536	0.01671347	0.05313315	0.1191574	0	-0.597743	-0.931175	1.14069	0	-0.965612	0.480672	1.38964	0.119157	0.0654054	0.1845628	0	0	1	1	0	1	1	0	0	1	1	1	0	1	1	1
4820	-175.7958	-162.574	-13.22184	1	1	4.82214	4.82214	4.82214	10.1201	1	1	1	4.82214	10.1201	10.1201	0	1	1	1	10.1201	10.1201	0	0	1	1	4.82214	10.1201	0	0	0	1	1	10.1201	0	0	0	0	1	4.82214	10.1201	0	0	0	0	1	10.1201	0	0	0	0	0	1	1.39126	0.0987214	0	0	0	-1.40937	0	0	0.059962	0.01916923	0.01305607	0.05272898	0.997834	-1.286	-1.71954	1.747	-1.86022	-0.450096	1.57322	0.7413	0.052729	0.059962	0.112691	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1
4840	-173.2093	-158.4871	-14.72222	1.03542	1.03532	1.36905	1.36905	1.36901	5.1568	1.03522	1.03542	1.03532	1.36904	5.15697	5.15676	0	1.03522	1.03542	1.03532	5.15712	5.15712	0	0	1.03522	1.03534	1.3691	5.15698	0	0	0	1.03522	1.0353	5.15715	0	0	0	0	1.03522	1.36905	5.15722	0	0	0	0	1.03522	5.15722	0	0	0	0	0	1.03522	0	0.332572	-1.43886	0	0	0	0	-0.0791757	0.06345133	0.01723324	0.03213444	0.1215926	0.831125	0	-1.80895	1.43505	0	-0.818836	0.279503	1.32627	0.121593	0.0634513	0.1850439	0	1	1	0	0	0	0	1	1	0	1	1	0	1	1	1
4860	-172.0284	-159.3112	-12.71712	2.06311	2.05862	2.05465	2.05453	2.05347	2.05169	2.05458	2.06311	2.05862	2.05435	2.05307	2.0513	0	2.05458	2.06311	2.05862	2.05435	2.05435	0	0	2.05458	2.05966	2.05622	2.0532	0	0	0	2.05458	2.05802	2.05458	0	0	0	0	2.05458	2.05458	2.05518	0	0	0	0	2.05458	2.05518	0	0	0	0	0	2.05458	0	0	-1.35725	0	0	1.58099	0	-1.64718	0.05645122	0.01282998	0.02139265	0.1282678	0.371407	-1.37316	-0.00916575	1.98902	0	0	0	0	0.128268	0.0564512	0.184719	0	0	1	0	0	1	0	1	1	1	1	1	0	0	0	0
4880	-172.3702	-156.9886	-15.38158	1.79215	1.78902	3.0425	3.04236	3.04109	3.03896	1.78618	1.79215	1.78902	3.04214	3.04062	3.03851	0	1.78618	1.79215	1.78902	3.04214	3.04214	0	0	1.78618	1.78974	3.04437	3.04077	0	0	0	1.78618	1.78859	3.04241	0	0	0	0	1.78618	3.04241	3.04314	0	0	0	0	1.78618	3.04314	0	0	0	0	0	1.78618	0	1.90054	-1.16115	-0.926269	-1.51156	-1.17533	0	-1.32695	0.0544403	0.009284587	0.0363724	0.1334697	0.885783	0	-0.839333	1.83121	0	0	0.532569	0	0.13347	0.0544403	0.18791	0	1	1	1	1	1	0	1	1	0	1	1	0	0	1	0
4900	-173.2255	-161.004	-12.22148	1.80807	1.80485	3.98876	3.98858	3.98689	3.98406	1.80195	1.80807	1.80485	3.98829	3.98626	3.98345	0	1.80195	1.80807	1.80485	3.98829	3.98829	0	0	1.80195	1.8056	3.99125	3.98646	0	0	0	1.80195	1.80442	3.98865	0	0	0	0	1.80195	3.98865	3.98961	0	0	0	0	1.80195	3.98961	0	0	0	0	0	1.80195	0.288005	0	-1.61776	0	-1.38706	0.530907	0	-1.34706	0.005298792	0.02525586	0.04060996	0.06607128	1.19804	0	-1.55125	1.44935	0	-0.855459	0.794582	0	0.0660713	0.00529879	0.07137007	1	0	1	0	1	1	0	1	1	0	1	1	0	1	1	0
4920	-170.2439	-156.6106	-13.63323	1.69549	1.6928	1.69042	1.69035	1.68971	5.18939	1.69037	1.69549	1.6928	1.69024	5.19194	5.18868	0	1.69037	1.69549	1.6928	5.1943	5.1943	0	0	1.69037	1.69342	1.69136	5.19218	0	0	0	1.69037	1.69244	5.19472	0	0	0	0	1.69037	1.69037	5.19584	0	0	0	0	1.69037	5.19584	0	0	0	0	0	1.69037	0	1.04236	-1.18762	0	0	-0.615759	0	-1.20084	0.004783685	0.02715781	0.02797823	0.1472672	0	1.02293	-1.11764	1.54196	0	0	0	1.12269	0.147267	0.00478368	0.1520509	0	1	1	0	0	1	0	1	0	1	1	1	0	0	0	1
4940	-174.1019	-159.8043	-14.29767	1	1	2.63504	2.63504	2.63504	3.63134	1	1	1	2.63504	3.63134	3.63134	0	1	1	1	3.63134	3.63134	0	0	1	1	2.63504	3.63134	0	0	0	1	1	3.63134	0	0	0	0	1	2.63504	3.63134	0	0	0	0	1	3.63134	0	0	0	0	0	1	1.95713	0.355967	-0.949705	0	0	-1.45432	0	0	0.02473103	0.01869896	0.01225197	0.1681161	0	0.380255	-0.159695	1.93936	0	0	0.968897	0.320703	0.168116	0.024731	0.1928471	1	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1
4960	-174.2224	-162.7981	-11.4243	1.69721	1.69452	3.27096	3.27082	3.26959	16.6637	1.69208	1.69721	1.69452	3.27061	16.6719	16.6614	0	1.69208	1.69721	1.69452	16.6795	16.6795	0	0	1.69208	1.69514	3.27278	16.6727	0	0	0	1.69208	1.69415	16.6808	0	0	0	0	1.69208	3.27088	16.6844	0	0	0	0	1.69208	16.6844	0	0	0	0	0	1.69208	1.9098	0	-0.780777	-0.614106	0	-0.468337	0	-1.20315	0.02935453	0.01033572	0.004931129	0.05535628	1.71042	-0.868247	0	1.69515	-0.29319	0	0.659097	1.6292	0.0553563	0.0293545	0.08471082	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1
4980	-175.2376	-157.166	-18.0716	2.27533	2.26972	2.26475	2.2646	2.26327	7.75398	2.26466	2.27533	2.26972	2.26437	7.75992	7.75233	0	2.26466	2.27533	2.26972	7.7654	7.7654	0	0	2.26466	2.27102	2.26671	7.76046	0	0	0	2.26466	2.26896	7.76638	0	0	0	0	2.26466	2.26466	7.76898	0	0	0	0	2.26466	7.76898	0	0	0	0	0	2.26466	0.819001	1.81197	-1.26494	0	0	1.38187	0	-1.86988	0.1033242	0.01852397	0.02049856	0.08915615	1.88244	0.830374	-1.32728	1.93497	-0.245599	-1.06075	0	1.23238	0.0891562	0.103324	0.1924803	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1
5000	-171.182	-160.0225	-11.15951	1.78409	1.81058	3.45489	3.52782	4.70149	17.2932	2.32162	1.78409	1.81058	3.65741	5.58812	29.937	0	2.32162	1.78409	1.81058	3.65741	3.65741	0	0	2.32162	1.79538	2.92673	5.26406	0	0	0	2.32162	1.8263	3.49771	0	0	0	0	2.32162	3.49771	3.19916	0	0	0	0	2.32162	3.19916	0	0	0	0	0	2.32162	0.931279	0	-1.32505	-0.189316	0.801003	0	0.406152	-1.72147	0.01256825	0.01884566	0.007866217	0.05407777	1.81691	0	-1.19426	1.4286	0	1.51238	0.409842	0	0.0540778	0.0125683	0.06664603	1	0	1	1	1	0	1	1	1	0	1	1	0	1	1	0
5020	-176.1063	-161.991	-14.11538	2.33068	2.32476	9.62123	9.62059	9.61478	20.9964	2.31942	2.33068	2.32476	9.61959	21.013	20.9918	0	2.31942	2.33068	2.32476	21.0283	21.0283	0	0	2.31942	2.32613	9.62982	21.0145	0	0	0	2.31942	2.32396	21.031	0	0	0	0	2.31942	9.62085	21.0382	0	0	0	0	2.31942	21.0382	0	0	0	0	0	2.31942	0.95866	0.0892206	-1.52358	-1.47641	0	0	0	-1.92454	0.07035319	0.008117024	0.08714144	0.03630053	0.31582	-1.99267	0	0.721711	0	0	1.42261	0.782065	0.0363005	0.0703532	0.1066537	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	1
5040	-168.621	-160.5683	-8.052646	1	1	1	1	1	5.44652	1	1	1	1	5.44652	5.44652	0	1	1	1	5.44652	5.44652	0	0	1	1	1	5.44652	0	0	0	1	1	5.44652	0	0	0	0	1	1	5.44652	0	0	0	0	1	5.44652	0	0	0	0	0	1	0	0	-1.11234	0	0	0	0	0	0.002166766	0.01937482	0.03378203	0.1163209	0	0	-1.34609	1.69835	-0.393987	0	0	1.69498	0.116321	0.00216677	0.1184876	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1
5060	-170.9655	-156.7524	-14.21313	2.31104	2.30523	2.30008	2.29993	2.29855	7.6292	2.29999	2.31104	2.30523	2.29969	7.63515	7.62755	0	2.29999	2.31104	2.30523	7.64065	7.64065	0	0	2.29999	2.30657	2.30211	7.6357	0	0	0	2.29999	2.30444	7.64164	0	0	0	0	2.29999	2.29999	7.64424	0	0	0	0	2.29999	7.64424	0	0	0	0	0	2.29999	0	0.178147	0	0	0	0.917989	0	-1.90529	0.03349244	0.02058703	0.07139712	0.09620794	0	0	-1.60214	1.95833	-0.493314	1.12075	0	1.20071	0.0962079	0.0334924	0.1297004	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	1
5080	-173.2453	-160.2941	-12.95112	2.32072	2.31486	2.30966	2.30951	2.30812	8.34806	2.30957	2.32072	2.31486	2.30927	8.35461	8.34624	0	2.30957	2.32072	2.31486	8.36065	8.36065	0	0	2.30957	2.31621	2.31172	8.35521	0	0	0	2.30957	2.31407	8.36174	0	0	0	0	2.30957	2.30957	8.3646	0	0	0	0	2.30957	8.3646	0	0	0	0	0	2.30957	0.734993	0.674049	-0.484248	0	0	0	0	-1.9148	0.0477286	0.01964985	0.02082252	0.08460461	0	-0.658942	0	1.68764	-0.492705	1.89465	0	1.2866	0.0846046	0.0477286	0.1323332	1	1	1	0	0	0	0	1	0	1	0	1	1	1	0	1
5100	-180.2824	-159.7723	-20.51012	1.80982	1.82161	4.08144	4.12439	4.76332	9.94552	2.06218	1.80982	1.82161	4.19964	5.64092	13.1007	0	2.06218	1.80982	1.82161	4.56042	4.56042	0	0	2.06218	1.8143	3.75635	5.47432	0	0	0	2.06218	1.82931	4.45951	0	0	0	0	2.06218	4.10671	4.26462	0	0	0	0	2.06218	4.26462	0	0	0	0	0	2.06218	1.94979	0.169811	-0.619197	-1.73751	-1.15054	-1.79762	0.203983	-1.55255	0.07945985	0.008024882	0.03621537	0.08212243	0.484182	1.66571	-1.53775	1.36822	0	1.0065	0.688858	0.0824153	0.0821224	0.0794598	0.1615823	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
5120	-171.5516	-157.5655	-13.98611	1.83363	1.83029	1.82733	1.82725	1.82646	7.30758	1.82728	1.83363	1.83029	1.82711	7.31171	7.30644	0	1.82728	1.83363	1.83029	7.31552	7.31552	0	0	1.82728	1.83106	1.8285	7.31209	0	0	0	1.82728	1.82984	7.31621	0	0	0	0	1.82728	1.82728	7.31801	0	0	0	0	1.82728	7.31801	0	0	0	0	0	1.82728	0	1.88482	-1.37597	-0.443199	0	0	0	-1.37899	0.02920411	0.01920677	0.08466016	0.08293792	0	0	-1.65376	1.42232	-0.232192	1.23118	0	1.38726	0.0829379	0.0292041	0.112142	0	1	1	1	0	0	0	1	0	0	1	1	1	1	0	1
5140	-168.9313	-156.8794	-12.05192	1	1	2.3789	2.3789	2.3789	5.31394	1	1	1	2.3789	5.31394	5.31394	0	1	1	1	5.31394	5.31394	0	0	1	1	2.3789	5.31394	0	0	0	1	1	5.31394	0	0	0	0	1	2.3789	5.31394	0	0	0	0	1	5.31394	0	0	0	0	0	1	0	0	-1.20399	0	-0.145368	0	0	0	0.004704617	0.01318956	0.0482965	0.1361209	0	0.200387	-1.02369	1.94437	0	0	0.866637	0.803696	0.136121	0.00470462	0.1408255	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	1
5160	-172.1218	-161.4159	-10.7059	1	1	2.2281	2.2281	2.2281	10.4304	1	1	1	2.2281	10.4304	10.4304	0	1	1	1	10.4304	10.4304	0	0	1	1	2.2281	10.4304	0	0	0	1	1	10.4304	0	0	0	0	1	2.2281	10.4304	0	0	0	0	1	10.4304	0	0	0	0	0	1	0	1.67535	-1.4517	0	0	-1.7789	0	0	0.006958025	0.0256853	0.03132315	0.07003733	0.0539813	1.22593	-1.90993	0.931993	0	0	0.801149	1.54358	0.0700373	0.00695803	0.07699536	0	1	1	0	0	1	0	0	1	1	1	1	0	0	1	1
5180	-172.1671	-160.276	-11.89109	1	1	4.79689	4.79689	4.79689	10.9248	1	1	1	4.79689	10.9248	10.9248	0	1	1	1	10.9248	10.9248	0	0	1	1	4.79689	10.9248	0	0	0	1	1	10.9248	0	0	0	0	1	4.79689	10.9248	0	0	0	0	1	10.9248	0	0	0	0	0	1	0.651607	0	-1.50761	0	0	-1.62876	0	0	0.03660125	0.03309955	0.03697402	0.05695872	0.13381	-0.339796	-0.528905	1.20606	0	0	1.56797	0.823065	0.0569587	0.0366012	0.09355997	1	0	1	0	0	1	0	0	1	1	1	1	0	0	1	1
5200	-170.3277	-160.2434	-10.08422	1.28752	1.28654	8.03148	8.03132	8.02987	8.02744	1.28566	1.28752	1.28654	8.03107	8.02933	8.02692	0	1.28566	1.28752	1.28654	8.03107	8.03107	0	0	1.28566	1.28677	8.03362	8.0295	0	0	0	1.28566	1.28641	8.03139	0	0	0	0	1.28566	8.03139	8.03221	0	0	0	0	1.28566	8.03221	0	0	0	0	0	1.28566	1.37495	0	-1.22673	0	0	0	0	-0.574796	0.01587999	0.01708702	0.04085497	0.04463983	0.0357771	1.12933	-1.29055	1.74854	0	0.15737	1.83208	0	0.0446398	0.01588	0.06051982	1	0	1	0	0	0	0	1	1	1	1	1	0	1	1	0
5220	-174.7207	-159.2605	-15.46019	2.24664	2.24119	2.23635	2.23621	2.23492	2.23275	2.23627	2.24664	2.24119	2.23599	2.23443	2.23228	0	2.23627	2.24664	2.24119	2.23599	2.23599	0	0	2.23627	2.24245	2.23826	2.23459	0	0	0	2.23627	2.24045	2.23627	0	0	0	0	2.23627	2.23627	2.237	0	0	0	0	2.23627	2.237	0	0	0	0	0	2.23627	1.80286	0.361076	-1.74063	-0.691823	0.118868	0.40241	0	-1.84102	0.012142	0.009552946	0.02060155	0.175907	0.818742	1.07268	0	1.60142	0	0	0	0	0.175907	0.012142	0.188049	1	1	1	1	1	1	0	1	1	1	0	1	0	0	0	0
