Iteration	Posterior	Likelihood	Prior	alpha_morpho	alpha_ofbeta	beta_ofbeta	br_len_lambda	cats[1]	cats[2]	cats[3]	cats[4]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
200	-429.63	-415.169	-14.4612	299896.7	5.724862	11.44508	6.479611	0.219717	0.310701	0.381905	0.490886	0.177035	0.18024	0.111658	0.531067	0.99768	0.999406	1.00059	1.00232	2.857266
210	-424.075	-410.642	-13.4328	448683.5	8.648638	13.22205	11.60644	0.280885	0.369053	0.434723	0.532157	0.289758	0.0810022	0.263463	0.365777	0.998103	0.999515	1.00048	1.0019	3.035021
220	-416.49	-409.512	-6.97757	887031.5	13.02041	19.15151	11.66642	0.30603	0.381326	0.436232	0.517573	0.279064	0.175879	0.472994	0.0720629	0.998651	0.999655	1.00034	1.00135	2.391356
230	-423.36	-415.483	-7.87621	238053.5	8.215395	9.567443	9.9594	0.326891	0.428065	0.501591	0.606764	0.376611	0.429531	0.174737	0.0191209	0.997396	0.999333	1.00066	1.00261	2.546035
240	-417.475	-414.057	-3.41854	588470.9	3.082021	3.611551	17.12995	0.265354	0.411335	0.523645	0.677845	0.403513	0.0815981	0.295991	0.218897	0.998343	0.999576	1.00042	1.00166	2.245798
250	-415.304	-411.027	-4.27721	509210.7	3.834824	3.366092	13.17944	0.322777	0.472536	0.581652	0.724923	0.797901	0.15924	0.0223229	0.0205362	0.998219	0.999544	1.00045	1.00178	2.383776
260	-417.688	-414.987	-2.70096	454333.2	2.405224	2.008219	20.92514	0.291584	0.467941	0.599662	0.764617	0.312741	0.41013	0.212168	0.0649611	0.998115	0.999518	1.00048	1.00189	2.094412
270	-433.204	-420.922	-12.2824	761242.3	5.659397	6.847844	9.697378	0.298549	0.41437	0.500428	0.622811	0.122323	0.37236	0.0877585	0.417558	0.998544	0.999628	1.00037	1.00146	3.038282
280	-433.474	-415.361	-18.1128	218127.5	8.76767	11.13815	10.00858	0.314592	0.409695	0.479239	0.58005	0.485496	0.0642455	0.0327152	0.417543	0.99728	0.999304	1.00069	1.00272	3.55035
290	-427.679	-412.284	-15.3954	87729.78	11.29323	9.153682	8.72577	0.415076	0.514493	0.583277	0.677786	0.409623	0.0260102	0.0948544	0.469512	0.995712	0.998901	1.00109	1.00429	3.265352
300	-422.66	-409.168	-13.4917	745619.4	13.56952	15.68014	9.90488	0.354744	0.436457	0.494757	0.578962	0.271975	0.10912	0.29136	0.327545	0.998528	0.999624	1.00038	1.00147	2.994037
310	-422.889	-414.062	-8.82755	600322.3	12.83392	17.2789	12.771	0.322246	0.401021	0.458079	0.541819	0.102827	0.0554235	0.689313	0.152436	0.99836	0.99958	1.00042	1.00164	2.56196
320	-429.288	-416.661	-12.6272	508026	4.719244	4.870754	7.802211	0.312918	0.444659	0.54161	0.674669	0.0911012	0.12613	0.306034	0.476735	0.998217	0.999544	1.00045	1.00178	2.986733
330	-428.751	-415.326	-13.425	808439.9	4.107278	5.918439	11.72121	0.252754	0.374099	0.467997	0.603935	0.0575485	0.439048	0.0893174	0.414086	0.998587	0.999639	1.00036	1.00141	3.131441
340	-424.885	-407.777	-17.108	93774.79	10.09331	12.98444	11.77749	0.31947	0.408593	0.473467	0.567897	0.0850732	0.116917	0.529967	0.268043	0.995852	0.998937	1.00106	1.00415	3.330839
350	-423.225	-409.814	-13.4112	893776.8	14.87725	20.73085	10.19909	0.322015	0.394715	0.447256	0.52472	0.179094	0.255944	0.175489	0.389473	0.998656	0.999656	1.00034	1.00134	2.926374
360	-423.037	-410.546	-12.4915	27742.01	13.31797	12.17315	11.43961	0.400875	0.490107	0.55241	0.639895	0.480278	0.0973209	0.0681602	0.354241	0.992379	0.99804	1.00194	1.00764	2.9265
370	-427.623	-412.117	-15.5058	33290.5	8.722181	11.43424	13.36157	0.308621	0.402691	0.47171	0.572167	0.138334	0.171386	0.0958798	0.5944	0.993042	0.998212	1.00177	1.00698	3.125854
380	-440.119	-421.912	-18.2073	41652.98	10.55937	8.224935	6.957276	0.418523	0.522026	0.593417	0.690668	0.0619608	0.71387	0.0125812	0.211588	0.993779	0.998402	1.00158	1.00623	3.499979
390	-434.781	-421.653	-13.1275	205273.3	12.61876	16.0655	10.35017	0.332252	0.413486	0.472075	0.557529	0.0786925	0.158351	0.0906574	0.672299	0.997196	0.999282	1.00072	1.00281	2.967098
400	-426.043	-416.365	-9.6775	402821.2	4.889504	8.128926	10.84361	0.240282	0.346662	0.429307	0.552356	0.0633332	0.122123	0.218108	0.596435	0.997998	0.999488	1.00051	1.002	2.791029
410	-424.169	-411.642	-12.5267	840432	4.659149	8.184304	9.372453	0.229864	0.335284	0.417943	0.541931	0.0286701	0.257756	0.207696	0.505878	0.998614	0.999646	1.00035	1.00139	3.053021
420	-432.215	-411.763	-20.4521	974210.3	20.79905	26.88281	7.958664	0.35066	0.415122	0.461006	0.528303	0.0113568	0.0554577	0.659721	0.273464	0.998712	0.999671	1.00033	1.00129	3.51098
430	-421.888	-412.257	-9.63053	432319.7	23.52425	42.06031	10.58626	0.290132	0.342678	0.38073	0.43793	0.0119297	0.10996	0.4092	0.468911	0.998067	0.999506	1.00049	1.00193	2.287879
440	-411.8	-405.842	-5.95788	967916.2	10.90422	14.2223	16.80648	0.320681	0.406399	0.468681	0.559601	0.00748461	0.0160681	0.741279	0.235169	0.998708	0.99967	1.00033	1.00129	2.296855
450	-423.348	-410.919	-12.4287	323953.5	7.019101	10.67231	8.929326	0.271936	0.368264	0.440763	0.547991	0.115671	0.473801	0.11149	0.299039	0.997768	0.999429	1.00057	1.00223	2.97019
460	-424.488	-414.822	-9.66575	230325	4.648819	6.681613	10.20098	0.259843	0.37591	0.464943	0.594318	0.026991	0.243723	0.590316	0.138969	0.997353	0.999322	1.00068	1.00265	2.797217
470	-425.977	-419.092	-6.88509	917355.6	5.18784	7.112938	14.95478	0.273197	0.386889	0.473027	0.597657	0.183316	0.310791	0.168631	0.337261	0.998673	0.999661	1.00034	1.00133	2.496189
480	-419.651	-415.056	-4.59543	185945.4	7.306324	8.583039	13.13386	0.318639	0.424471	0.501851	0.612305	0.0321332	0.652827	0.232595	0.0824447	0.997054	0.999246	1.00075	1.00295	2.342113
490	-411.87	-407.898	-3.97211	558263.9	10.04684	8.646948	16.24261	0.395938	0.498838	0.570701	0.669819	0.567132	0.255638	0.146926	0.0303039	0.998299	0.999565	1.00043	1.0017	2.231547
500	-422.419	-410.082	-12.337	575201.6	7.599572	8.79487	11.44531	0.32358	0.428324	0.504648	0.613485	0.258987	0.134403	0.490366	0.116244	0.998325	0.999571	1.00043	1.00168	2.992366
510	-421.473	-411.546	-9.92638	914349.8	5.488225	6.958135	12.35554	0.289036	0.404046	0.490112	0.613308	0.106266	0.377026	0.403758	0.11295	0.998671	0.99966	1.00034	1.00133	2.798418
520	-414.639	-406.359	-8.27977	318353.5	2.357098	3.256956	9.370099	0.227689	0.376543	0.496147	0.663253	0.106666	0.0749401	0.807546	0.0108474	0.997748	0.999424	1.00057	1.00225	2.676867
530	-425.152	-415.054	-10.0975	679224.2	14.28227	11.29156	14.80443	0.434384	0.524428	0.586302	0.67181	0.185388	0.335039	0.40152	0.0780522	0.998458	0.999606	1.00039	1.00154	2.628381
540	-424.297	-412.298	-11.9992	915591.5	13.43303	18.44443	9.197106	0.320493	0.397052	0.452507	0.534094	0.030292	0.716535	0.0437435	0.209429	0.998672	0.99966	1.00034	1.00133	2.782971
550	-419.989	-412.879	-7.11041	57237.96	4.805821	10.86905	11.74392	0.195519	0.28642	0.359315	0.472661	0.174579	0.290454	0.0127599	0.522208	0.994692	0.998638	1.00135	1.00532	2.544644
560	-430.559	-413.435	-17.1236	557731	28.09688	30.21982	13.06136	0.401279	0.461279	0.503189	0.56386	0.325494	0.265062	0.010668	0.398776	0.998298	0.999565	1.00043	1.0017	2.976589
570	-427.043	-419.028	-8.01571	273607.9	7.232998	6.758056	10.16383	0.359038	0.474321	0.556458	0.669584	0.247729	0.361009	0.00305613	0.388207	0.997571	0.999378	1.00062	1.00243	2.607805
580	-423.571	-413.573	-9.9976	950837	2.471697	2.154088	8.996893	0.288502	0.461301	0.590904	0.755164	0.320964	0.0541003	0.0286815	0.596255	0.998697	0.999667	1.00033	1.0013	2.849044
590	-415.645	-407.711	-7.93424	575010.6	5.966093	7.767027	11.81908	0.289416	0.399524	0.481787	0.600338	0.318333	0.0245306	0.256223	0.400913	0.998324	0.999571	1.00043	1.00168	2.631135
600	-423.377	-410.423	-12.9542	123181.4	4.546287	10.7098	7.79743	0.188077	0.278764	0.352088	0.466713	0.0857621	0.0960734	0.176039	0.642126	0.996381	0.999073	1.00092	1.00362	2.955361
610	-423.706	-415.133	-8.57287	351210.5	6.378782	11.81836	10.99498	0.235696	0.326471	0.396498	0.502687	0.0984797	0.106867	0.388339	0.406315	0.997856	0.999451	1.00055	1.00215	2.643891
620	-424.409	-412.217	-12.1912	456836.2	5.944586	14.96296	14.04504	0.188457	0.266959	0.329449	0.427764	0.00946439	0.124634	0.0216498	0.844252	0.99812	0.999519	1.00048	1.00188	2.83988
630	-434.275	-417.392	-16.8837	18985.47	17.10469	16.82434	9.208839	0.398882	0.476735	0.531192	0.608796	0.0911819	0.646043	0.193182	0.0695929	0.99079	0.997629	1.00234	1.00924	3.291869
640	-423.961	-409.748	-14.2138	763467.2	15.13974	19.23134	11.78284	0.34099	0.415979	0.469744	0.548295	0.164324	0.450799	0.371017	0.0138608	0.998546	0.999628	1.00037	1.00146	2.989035
650	-428.909	-418.857	-10.052	893013.7	9.857486	15.45038	13.22341	0.282389	0.364849	0.426018	0.517127	0.536985	0.195031	0.263887	0.00409669	0.998655	0.999656	1.00034	1.00135	2.683274
660	-427.283	-412.262	-15.02	226279.1	10.11667	8.455715	9.630446	0.402045	0.505501	0.577505	0.676423	0.368373	0.312851	0.0409742	0.277802	0.997329	0.999316	1.00068	1.00267	3.258338
670	-421.355	-409.416	-11.9395	428893.5	9.980979	7.720341	8.170278	0.416103	0.522387	0.59573	0.695271	0.386786	0.019943	0.585239	0.00803161	0.99806	0.999504	1.0005	1.00194	2.845905
680	-420.317	-411.345	-8.97124	322957	10.34233	9.817474	11.58487	0.378765	0.477374	0.546929	0.644301	0.241767	0.233771	0.340068	0.184394	0.997764	0.999428	1.00057	1.00224	2.665396
690	-416.555	-409.403	-7.15189	325341.8	9.79945	17.61228	11.08372	0.25834	0.335591	0.39357	0.481227	0.0614811	0.00576916	0.269563	0.663187	0.997772	0.99943	1.00057	1.00223	2.433714
700	-418.073	-410.637	-7.43574	742451.6	6.436135	10.48317	12.78052	0.256487	0.353016	0.426531	0.536145	0.168607	0.0226608	0.486275	0.322457	0.998525	0.999623	1.00038	1.00148	2.556157
710	-417.282	-404.232	-13.0495	764353.4	3.505364	2.750161	8.203203	0.33187	0.491465	0.606519	0.753103	0.480625	0.0150774	0.31704	0.187258	0.998546	0.999628	1.00037	1.00145	3.124698
720	-416.84	-405.084	-11.756	708499.7	3.317198	7.387098	9.866096	0.183757	0.289019	0.375982	0.51053	0.0475409	0.051608	0.167481	0.73337	0.99849	0.999614	1.00039	1.00151	3.005514
730	-426.593	-418.351	-8.24254	241241.8	9.214852	14.2299	11.68751	0.282019	0.367465	0.43097	0.525355	0.173359	0.0613837	0.362772	0.402485	0.997413	0.999338	1.00066	1.00259	2.574683
740	-422.157	-416.551	-5.60614	692989.2	6.799675	6.78033	14.61899	0.343311	0.459005	0.542283	0.657884	0.179607	0.14798	0.531977	0.140435	0.998473	0.99961	1.00039	1.00153	2.41062
750	-416.381	-407.102	-9.27965	951135	5.587237	7.991829	10.14925	0.270416	0.378862	0.461041	0.580985	0.101397	0.0100286	0.671656	0.216918	0.998697	0.999667	1.00033	1.0013	2.735765
760	-425.983	-409.301	-16.6816	695635.2	3.651136	6.298538	9.802354	0.221113	0.337458	0.430202	0.568135	0.35936	0.0446029	0.269549	0.326488	0.998476	0.99961	1.00039	1.00152	3.514729
770	-418.284	-409.517	-8.76685	920015.6	4.066258	5.589341	10.44085	0.259197	0.383529	0.479261	0.616665	0.188631	0.204909	0.241243	0.365217	0.998675	0.999661	1.00034	1.00133	2.731766
780	-420.804	-412.926	-7.87803	668291.8	10.73643	9.270234	8.90119	0.399494	0.49936	0.569015	0.665381	0.261764	0.0615201	0.472688	0.204028	0.998446	0.999602	1.0004	1.00156	2.431261
790	-446.91	-425.917	-20.9931	821507.5	5.202546	12.47109	8.477397	0.190518	0.275724	0.343977	0.450869	0.166362	0.00833619	0.0821002	0.743201	0.998598	0.999641	1.00036	1.0014	3.947494
800	-423.334	-405.331	-18.0027	149199.4	5.965894	7.471546	9.592688	0.295892	0.407784	0.491016	0.610243	0.0867634	0.295728	0.479149	0.138359	0.996711	0.999158	1.00084	1.00329	3.622903
810	-435.2	-416.341	-18.8587	101309.7	12.87534	17.47417	6.758159	0.320852	0.399246	0.456061	0.539519	0.0237501	0.0960113	0.601055	0.279183	0.996009	0.998977	1.00102	1.004	3.392451
820	-430.228	-413.743	-16.4856	736543.4	14.40087	18.60575	9.017237	0.335415	0.411574	0.466335	0.546443	0.266163	0.446022	0.152393	0.135421	0.998519	0.999621	1.00038	1.00148	3.255206
830	-430.036	-412.801	-17.2347	234996.9	11.00234	13.8365	9.820886	0.328014	0.414691	0.47744	0.568657	0.0210299	0.210007	0.518181	0.250782	0.997379	0.999329	1.00067	1.00262	3.41877
840	-429.244	-412.464	-16.7798	614240.8	13.97029	23.07693	10.95862	0.287195	0.356313	0.407032	0.483019	0.0125088	0.437087	0.123544	0.42686	0.998379	0.999585	1.00041	1.00162	3.220237
850	-421.841	-405.365	-16.4754	824188.6	6.835954	9.667414	9.069416	0.282817	0.383447	0.45874	0.568948	0.0222253	0.613924	0.0480958	0.315755	0.9986	0.999642	1.00036	1.0014	3.437163
860	-428.381	-411.481	-16.8993	989006.2	11.49791	14.64458	8.383017	0.327745	0.41234	0.473557	0.562733	0.0831503	0.417644	0.465505	0.0337003	0.998722	0.999673	1.00033	1.00128	3.36075
870	-438.862	-426.195	-12.6669	579412.3	17.02668	20.60603	18.55923	0.355887	0.428387	0.479989	0.555111	0.0469859	0.20522	0.522566	0.225228	0.998331	0.999573	1.00043	1.00167	2.531549
880	-431.852	-408.721	-23.1309	14274.01	21.81788	25.69101	6.522124	0.371955	0.437342	0.483519	0.550721	0.0462706	0.224496	0.256171	0.473062	0.989381	0.997263	1.0027	1.01066	3.734525
890	-429.955	-407.463	-22.4919	880504.3	33.87122	38.2354	11.79601	0.397446	0.451452	0.489202	0.544119	0.229089	0.602892	0.0332488	0.134771	0.998646	0.999654	1.00035	1.00135	3.370468
900	-441.349	-420.551	-20.7984	718065.4	16.55372	22.71026	6.220993	0.329495	0.399266	0.449455	0.523385	0.0588538	0.186757	0.170447	0.583942	0.9985	0.999616	1.00038	1.0015	3.431822
910	-437.855	-421.872	-15.9829	586202.7	10.2309	12.02502	7.359289	0.337139	0.429008	0.495265	0.590655	0.310629	0.316124	0.0633877	0.309859	0.99834	0.999575	1.00042	1.00166	3.200321
920	-420.305	-410.241	-10.0633	571684.1	7.734405	8.702062	10.32289	0.329676	0.434784	0.511082	0.619487	0.219357	0.135614	0.458094	0.186935	0.998319	0.99957	1.00043	1.00168	2.788852
930	-429.352	-416.994	-12.3576	932255.5	5.295604	4.498827	10.90733	0.353137	0.487527	0.583368	0.711079	0.516599	0.0867821	0.107999	0.28862	0.998684	0.999663	1.00034	1.00132	3.066551
940	-430.829	-416.832	-13.9966	723831.1	1.985613	3.035235	9.41237	0.206761	0.356918	0.481044	0.656276	0.106752	0.486824	0.383448	0.0229764	0.998506	0.999618	1.00038	1.00149	3.29341
950	-434.084	-414.129	-19.9546	26039.43	6.421072	5.336712	14.1619	0.371441	0.496847	0.585303	0.704045	0.475421	0.108972	0.135216	0.280391	0.992134	0.997977	1.002	1.00789	3.446902
960	-425.253	-413.224	-12.0287	364062.8	4.211035	4.749542	8.269444	0.291312	0.424295	0.523957	0.662174	0.376902	0.155572	0.194404	0.273122	0.997894	0.999461	1.00054	1.00211	2.973999
970	-427.594	-411.153	-16.4404	93349.07	8.755023	7.73642	7.089356	0.382002	0.490322	0.566488	0.671358	0.12479	0.562379	0.174537	0.138293	0.995843	0.998934	1.00106	1.00416	3.301694
980	-429.985	-416.131	-13.8537	99127.85	11.75854	12.95072	9.906243	0.356981	0.445594	0.508805	0.599349	0.501329	0.063495	0.00602365	0.429152	0.995966	0.998966	1.00103	1.00404	3.076433
990	-428.484	-418.61	-9.87453	367639.9	12.00381	15.7305	12.22278	0.324354	0.406403	0.465834	0.552743	0.508219	0.327989	0.0899862	0.0738056	0.997904	0.999464	1.00053	1.0021	2.6725
1000	-425.204	-413.39	-11.8142	465882.3	11.43715	12.04747	10.40736	0.364225	0.455362	0.520146	0.612369	0.090478	0.421392	0.0393512	0.448779	0.998138	0.999524	1.00048	1.00186	2.890944
1010	-420.805	-411.133	-9.67231	844868.9	11.11035	13.80213	12.85581	0.330828	0.417567	0.48027	0.571295	0.138598	0.305051	0.281939	0.274411	0.998617	0.999646	1.00035	1.00138	2.666891
1020	-439.746	-420.798	-18.9479	762532.8	12.01902	9.055476	6.825798	0.433502	0.532048	0.599601	0.691717	0.260239	0.458491	0.149153	0.132117	0.998545	0.999628	1.00037	1.00146	3.55395
1030	-425.571	-414.179	-11.3924	402217.5	6.694809	7.255923	8.603658	0.32762	0.440659	0.522884	0.638481	0.0957625	0.351087	0.248323	0.304828	0.997996	0.999487	1.00051	1.002	2.870711
1040	-435.502	-418.683	-16.8192	284159.4	7.423363	10.89196	8.813161	0.280699	0.376416	0.447985	0.553424	0.121754	0.565661	0.120439	0.192146	0.997616	0.99939	1.00061	1.00239	3.454038
1050	-428.397	-408.964	-19.4334	691207.5	11.05037	14.15426	8.671652	0.324747	0.410615	0.472872	0.563577	0.0157854	0.39944	0.512317	0.0724575	0.998472	0.999609	1.00039	1.00153	3.674096
1060	-429.842	-413.754	-16.0882	139721	17.76975	27.98393	10.18947	0.305227	0.368744	0.414789	0.483455	0.022966	0.21248	0.0213115	0.743242	0.996601	0.999129	1.00087	1.0034	3.089422
1070	-419.899	-406.268	-13.631	692023.5	24.14473	29.21585	14.25035	0.370179	0.431924	0.475524	0.539169	0.388051	0.223786	0.130202	0.25796	0.998472	0.999609	1.00039	1.00153	2.702988
1080	-423.544	-420.245	-3.29917	965303.1	7.636771	16.22406	15.57269	0.221717	0.300047	0.360494	0.453627	0.388994	0.248573	0.142158	0.220274	0.998707	0.999669	1.00033	1.00129	2.170502
1090	-424.241	-416.179	-8.06141	950109.7	15.21601	16.4174	10.34622	0.374109	0.453701	0.509967	0.590783	0.182091	0.0366724	0.664133	0.117104	0.998696	0.999667	1.00033	1.0013	2.448934
1100	-427.682	-414.448	-13.2341	717253.3	9.725721	12.99093	9.387936	0.310674	0.399802	0.465008	0.560306	0.501264	0.0363569	0.170803	0.291576	0.9985	0.999616	1.00038	1.0015	3.02364
1110	-426.311	-416.41	-9.90166	573288.8	5.310348	5.482013	14.50836	0.320918	0.446915	0.539055	0.666273	0.217596	0.0798855	0.42207	0.280449	0.998322	0.999571	1.00043	1.00168	2.728535
1120	-426.702	-413.942	-12.7601	285982.8	8.355462	10.4896	12.54219	0.314194	0.411706	0.483073	0.586265	0.0406736	0.0046288	0.828202	0.126496	0.997624	0.999392	1.00061	1.00238	2.968163
1130	-418.901	-411.712	-7.18817	247373	4.144129	4.435434	13.55345	0.298309	0.434672	0.536272	0.675678	0.218452	0.258294	0.149695	0.37356	0.997445	0.999346	1.00065	1.00256	2.585214
1140	-416.49	-412.878	-3.61142	82168.26	5.401302	10.60996	11.72642	0.219927	0.313899	0.387623	0.500173	0.117579	0.228518	0.10837	0.545533	0.995569	0.998864	1.00113	1.00444	2.24329
1150	-434.122	-417.026	-17.0961	569315.6	18.34743	21.68161	9.815259	0.364003	0.434718	0.484867	0.557751	0.157372	0.282459	0.408567	0.151602	0.998316	0.999569	1.00043	1.00169	3.250038
1160	-420.657	-407.657	-12.9998	557052.1	11.02339	16.89084	11.78768	0.291329	0.370777	0.429302	0.516307	0.0603081	0.585252	0.0506243	0.303815	0.998297	0.999564	1.00043	1.0017	2.940661
1170	-420.333	-417.007	-3.3264	837575	12.69561	10.41346	14.40906	0.419933	0.513987	0.578991	0.668868	0.63351	0.0744123	0.105358	0.18672	0.998611	0.999645	1.00035	1.00139	2.191181
1180	-426.497	-411.057	-15.4402	893989.4	7.488652	8.574015	10.92605	0.324648	0.430461	0.507523	0.61719	0.469026	0.117681	0.308579	0.104714	0.998656	0.999656	1.00034	1.00134	3.290903
1190	-429.851	-420.301	-9.5492	280146.5	4.774725	3.722253	13.14683	0.358936	0.502191	0.603653	0.735748	0.339586	0.48322	0.141052	0.0361421	0.997599	0.999386	1.00061	1.0024	2.775117
1200	-421.6	-414.04	-7.56096	306676.6	4.568837	4.669685	10.87873	0.312237	0.446024	0.544536	0.679256	0.0656035	0.62769	0.281703	0.0250038	0.997706	0.999413	1.00059	1.0023	2.631369
1210	-423.732	-413.224	-10.5084	610216.9	9.068529	9.433109	8.540332	0.353494	0.454671	0.527043	0.629226	0.0742377	0.475942	0.279155	0.170665	0.998373	0.999584	1.00042	1.00163	2.708143
1220	-420.485	-406.811	-13.6744	978905.3	8.323553	6.144933	9.722965	0.412066	0.528391	0.608558	0.715566	0.454362	0.180103	0.152632	0.212903	0.998716	0.999672	1.00033	1.00129	3.161693
1230	-430.489	-411.749	-18.7392	477717.1	13.95993	15.80963	9.700082	0.36014	0.441435	0.499287	0.582693	0.385783	0.510701	0.0114443	0.0920714	0.998162	0.99953	1.00047	1.00184	3.526009
1240	-422.78	-408.145	-14.635	228645.7	12.51703	14.22193	9.747877	0.354086	0.439314	0.500172	0.58778	0.571067	0.149727	0.224839	0.0543661	0.997343	0.99932	1.00068	1.00266	3.134434
1250	-423.592	-415.438	-8.15392	756037.2	19.8285	33.00437	13.20667	0.298396	0.357259	0.399933	0.463829	0.421308	0.360357	0.0848198	0.133515	0.998539	0.999626	1.00037	1.00146	2.331626
1260	-434.185	-412.435	-21.7501	58855.43	32.09357	29.56224	9.896036	0.440562	0.49967	0.540456	0.598844	0.274708	0.489836	0.0242909	0.211165	0.994765	0.998657	1.00133	1.00524	3.500961
1270	-423.871	-412.389	-11.482	797986	23.9782	20.01479	10.92167	0.449927	0.51968	0.567572	0.63517	0.545023	0.256739	0.12948	0.0687581	0.998577	0.999636	1.00036	1.00142	2.672937
1280	-420.714	-416.403	-4.3108	657411.8	10.69409	14.94704	15.3281	0.306844	0.390761	0.452165	0.542503	0.01338	0.118846	0.364397	0.503377	0.998433	0.999599	1.0004	1.00157	2.228629
1290	-419.842	-411.148	-8.69391	688346.7	6.195832	13.97142	11.35051	0.205228	0.287641	0.35246	0.453132	0.0351824	0.0473534	0.228123	0.689341	0.998468	0.999608	1.00039	1.00153	2.640642
1300	-426.706	-416.861	-9.84472	700652.3	13.47042	11.73829	10.24572	0.411188	0.50123	0.563781	0.651123	0.214748	0.509941	0.218798	0.0565135	0.998482	0.999612	1.00039	1.00152	2.680239
