Iteration	Posterior	Likelihood	Prior	alpha_morpho	alpha_ofbeta	beta_ofbeta	br_len_lambda	cats[1]	cats[2]	cats[3]	cats[4]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
4990	-426.765	-413.112	-13.6537	913394	7.506585	8.08934	8.983165	0.33567	0.443792	0.521999	0.632301	0.459721	0.0347337	0.446756	0.0587893	0.99867	0.99966	1.00034	1.00133	3.132965
5000	-431.662	-414.526	-17.1365	160136	9.167328	13.94355	10.55066	0.284456	0.3707	0.434724	0.529709	0.0475306	0.751472	0.0411647	0.159832	0.996825	0.999187	1.00081	1.00318	3.399732
5010	-438.294	-417.22	-21.0744	188620.6	11.31202	8.475303	8.346875	0.430666	0.53206	0.601595	0.69608	0.517053	0.431365	0.0335243	0.018057	0.997075	0.999251	1.00075	1.00293	3.935419
5020	-429.581	-411.024	-18.5569	873319.8	7.008181	6.519677	7.972457	0.357687	0.47463	0.558006	0.672597	0.481567	0.0277629	0.483576	0.0070941	0.99864	0.999652	1.00035	1.00136	3.702403
5030	-426.663	-411.241	-15.4224	406671.3	8.676212	13.89431	9.272559	0.272982	0.359112	0.423527	0.519634	0.167154	0.280688	0.289476	0.262682	0.998007	0.99949	1.00051	1.00199	3.25732
5040	-432.852	-413.222	-19.6304	198458.7	10.5496	13.94678	7.312842	0.316551	0.403008	0.465987	0.558029	0.0439869	0.0735682	0.852551	0.0298935	0.997148	0.99927	1.00073	1.00285	3.661492
5050	-425.698	-409.761	-15.9374	500431	10.97701	11.89786	9.770432	0.356434	0.448282	0.51384	0.607406	0.06022	0.7913	0.0330968	0.115383	0.998204	0.99954	1.00046	1.0018	3.307386
5060	-428.341	-414.102	-14.2386	734498.5	14.03052	14.62032	12.88079	0.377142	0.460696	0.5197	0.603978	0.318394	0.0648089	0.0359717	0.580825	0.998517	0.999621	1.00038	1.00148	2.991789
5070	-430.473	-418.989	-11.484	763517.7	14.28766	21.29497	10.62348	0.30738	0.379218	0.431478	0.509023	0.16198	0.376585	0.296124	0.165311	0.998546	0.999628	1.00037	1.00146	2.746945
5080	-430.74	-417.79	-12.9506	133816.2	6.183859	17.68476	9.209214	0.172817	0.24417	0.30135	0.392485	0.00256536	0.0200642	0.0538239	0.923547	0.996527	0.99911	1.00089	1.00348	2.974034
5090	-420.321	-412.461	-7.86052	361318.5	4.399428	6.544139	12.26384	0.251695	0.368344	0.458511	0.590056	0.000426262	0.454661	0.340521	0.204392	0.997886	0.999459	1.00054	1.00212	2.644596
5100	-428.957	-415.493	-13.4636	492854.1	1.988678	3.641772	8.318009	0.186595	0.324849	0.441842	0.613426	0.210964	0.115821	0.256607	0.416607	0.99819	0.999537	1.00046	1.00181	3.191244
5110	-419.566	-417.725	-1.84073	238104.8	4.574935	2.258919	12.71693	0.425247	0.586283	0.693245	0.819576	0.717125	0.012738	0.112334	0.157803	0.997396	0.999333	1.00066	1.00261	2.196338
5120	-430.192	-419.952	-10.2405	820473.7	2.226443	1.48784	11.41102	0.311013	0.501908	0.640735	0.804855	0.446577	0.435424	0.0354698	0.0825286	0.998597	0.999641	1.00036	1.0014	2.920679
5130	-439.397	-421.552	-17.8456	967562.8	4.092579	4.705481	8.868687	0.28651	0.419891	0.520278	0.659799	0.145611	0.239755	0.145922	0.468712	0.998708	0.99967	1.00033	1.00129	3.677584
5140	-426.284	-411.075	-15.2093	30826.2	4.006017	4.144289	10.82514	0.30117	0.440877	0.544716	0.685992	0.49467	0.197767	0.0329507	0.274612	0.99277	0.998142	1.00184	1.00725	3.346919
5150	-418.237	-409.168	-9.06897	379036.9	4.744636	5.628228	15.82212	0.291032	0.415874	0.509349	0.640917	0.160486	0.0220967	0.591166	0.226251	0.997936	0.999472	1.00053	1.00207	2.616188
5160	-416.774	-408.1	-8.67314	164284.9	4.998195	7.082166	11.13449	0.265962	0.379623	0.466263	0.592141	0.0120117	0.434762	0.373494	0.179732	0.996866	0.999197	1.0008	1.00314	2.709568
5170	-415.118	-412.806	-2.31276	7539.685	5.328489	11.8404	14.0295	0.201766	0.289988	0.36006	0.46876	0.0897311	0.0824636	0.454189	0.373617	0.985399	0.996223	1.0037	1.01468	2.163171
5180	-422.58	-418.077	-4.50316	465089.4	4.05436	5.587149	12.47971	0.258654	0.382981	0.478759	0.616274	0.0705615	0.293462	0.619669	0.0163074	0.998137	0.999523	1.00048	1.00186	2.382939
5190	-428.148	-416.436	-11.7119	561959.2	3.449209	2.484539	10.84894	0.342623	0.506794	0.623799	0.769965	0.632752	0.00553079	0.00727541	0.354442	0.998305	0.999566	1.00043	1.0017	3.043875
5200	-423.958	-410.54	-13.4188	874321.7	3.546688	9.274488	9.012672	0.166642	0.2602	0.338247	0.461989	0.118676	0.0611314	0.000119417	0.820073	0.998641	0.999652	1.00035	1.00136	3.138787
5210	-417.725	-412.711	-5.01354	996073.9	6.789172	7.837004	12.79853	0.317426	0.427199	0.507579	0.621749	0.0457177	0.616234	0.00284325	0.335205	0.998727	0.999674	1.00033	1.00127	2.384571
5220	-437.586	-418.089	-19.4974	47005.72	14.47141	18.96996	8.312966	0.332781	0.408317	0.462692	0.542352	0.140651	0.119148	0.0150672	0.725133	0.994143	0.998496	1.00149	1.00587	3.582176
5230	-440.875	-422.398	-18.4772	791524.6	17.07512	16.69182	11.04545	0.400086	0.478156	0.532734	0.610458	0.767656	0.0328745	0.0426895	0.15678	0.998572	0.999635	1.00036	1.00143	3.400304
5240	-423.902	-408.39	-15.5114	585696.5	31.07734	44.89108	11.17219	0.341572	0.392631	0.428895	0.48256	0.0602307	0.256216	0.0717798	0.611774	0.99834	0.999575	1.00042	1.00166	2.749965
5250	-425.134	-415.595	-9.53876	915431.2	13.88145	20.88102	12.51077	0.304454	0.376909	0.429712	0.508126	0.458274	0.00304341	0.219683	0.318999	0.998672	0.99966	1.00034	1.00133	2.58479
5260	-427.213	-415.816	-11.3964	900085.7	14.39626	16.50244	13.10004	0.359197	0.43902	0.495839	0.577903	0.361485	0.126756	0.0774495	0.434309	0.998661	0.999657	1.00034	1.00134	2.746762
5270	-429.534	-416.265	-13.2694	151512.7	9.707136	14.65253	15.2137	0.288409	0.37289	0.435393	0.528084	0.107101	0.204363	0.213805	0.47473	0.996736	0.999164	1.00083	1.00327	2.827917
5280	-428.165	-415.508	-12.6569	484069.5	11.1192	12.38502	15.63205	0.351843	0.442276	0.506968	0.599649	0.788721	0.071772	0.044839	0.0946682	0.998174	0.999533	1.00047	1.00183	2.77044
5290	-427.759	-413.943	-13.8163	36259.34	8.243651	5.821277	10.41536	0.41955	0.53764	0.61859	0.725793	0.530317	0.162721	0.0544579	0.252504	0.993333	0.998287	1.0017	1.00668	3.173673
5300	-430.361	-415.809	-14.5527	738868.1	16.16738	16.42508	8.695081	0.389413	0.468459	0.523968	0.60326	0.0224348	0.193842	0.191599	0.592124	0.998522	0.999622	1.00038	1.00148	3.027609
5310	-440.267	-424.221	-16.0466	381261.5	13.9388	11.71241	14.99675	0.42054	0.510117	0.572078	0.658299	0.639849	0.167255	0.112717	0.0801786	0.997942	0.999473	1.00053	1.00206	3.01669
5320	-429.633	-413.45	-16.1829	717937	29.55118	26.97525	9.215194	0.439311	0.500953	0.54349	0.604271	0.26954	0.231975	0.429304	0.0691815	0.9985	0.999616	1.00038	1.0015	2.970662
5330	-428.275	-412.609	-15.6666	958081.1	16.40568	19.98171	8.421902	0.352963	0.42651	0.478939	0.555276	0.231007	0.0478285	0.481656	0.239508	0.998702	0.999668	1.00033	1.0013	3.094421
5340	-424.818	-412.177	-12.641	107709.3	14.87598	12.37072	14.84454	0.426361	0.513576	0.573773	0.657609	0.533494	0.184605	0.118404	0.163497	0.99613	0.999008	1.00099	1.00388	2.786826
5350	-414.866	-409.016	-5.85072	469190.7	19.32922	20.05639	17.90969	0.393425	0.465744	0.516441	0.589249	0.441644	0.0862146	0.42995	0.042191	0.998145	0.999525	1.00047	1.00186	2.174599
5360	-416.942	-407.382	-9.5605	190022.8	10.41492	13.31182	13.07073	0.322239	0.410407	0.474465	0.567684	0.385765	0.307536	0.0281096	0.27859	0.997086	0.999254	1.00074	1.00292	2.662128
5370	-412.288	-406.33	-5.9575	934334.9	8.657838	7.869085	11.94875	0.375983	0.48388	0.560024	0.66526	0.67479	0.0883502	0.0555488	0.181311	0.998685	0.999664	1.00034	1.00132	2.44173
5380	-422.981	-412.88	-10.101	286572	4.202623	6.799595	14.20149	0.236949	0.351012	0.44032	0.572252	0.151263	0.275314	0.259044	0.314378	0.997627	0.999393	1.00061	1.00238	2.754696
5390	-435.588	-421.521	-14.067	312905.3	2.671877	5.586087	9.200147	0.18321	0.300719	0.399044	0.548843	0.111552	0.155597	0.0260535	0.706797	0.997729	0.999419	1.00058	1.00227	3.264656
5400	-422.915	-408.912	-14.003	164662.8	4.617138	7.275893	9.256795	0.245521	0.357062	0.44356	0.57111	0.00326461	0.016759	0.877392	0.102584	0.996869	0.999198	1.0008	1.00313	3.219151
5410	-429.934	-413.021	-16.9127	327949.1	5.081715	8.198069	7.199465	0.246704	0.353072	0.43523	0.557088	0.113325	0.101367	0.211585	0.573723	0.997781	0.999432	1.00057	1.00222	3.428998
5420	-427.382	-418.448	-8.93408	467995.1	9.908367	15.28288	20.24735	0.285471	0.368377	0.429776	0.521064	0.0357772	0.291737	0.59989	0.0725955	0.998143	0.999525	1.00047	1.00186	2.322781
5430	-427.392	-413.344	-14.0472	213963.4	4.079884	2.370926	15.46935	0.389575	0.552423	0.663823	0.798627	0.780553	0.145864	0.000967794	0.0726156	0.997253	0.999297	1.0007	1.00275	2.979478
5440	-431.336	-413.353	-17.9832	578874	6.227511	2.857393	9.065436	0.468882	0.613091	0.706899	0.819183	0.701821	0.10531	0.0490309	0.143838	0.99833	0.999573	1.00043	1.00167	3.685317
5450	-434.233	-419.013	-15.2198	651368.7	5.692083	5.241094	7.86591	0.344958	0.472436	0.564005	0.688342	0.0681657	0.137758	0.641946	0.15213	0.998425	0.999597	1.0004	1.00158	3.307553
5460	-434.037	-422.436	-11.6005	317810.3	3.856893	5.180918	11.48392	0.259583	0.387546	0.486159	0.626805	0.14585	0.198549	0.284301	0.371299	0.997746	0.999423	1.00058	1.00226	2.991238
5470	-442.111	-429.848	-12.2624	269330.4	6.436857	8.095742	11.18262	0.299513	0.407901	0.488239	0.603666	0.108331	0.526727	0.355326	0.00961487	0.997552	0.999373	1.00062	1.00245	3.00881
5480	-418.641	-411.821	-6.82022	311916	2.925863	4.111314	11.29591	0.237581	0.375572	0.484751	0.639747	0.468823	0.338059	0.0213705	0.171748	0.997725	0.999418	1.00058	1.00228	2.59065
5490	-416.631	-405.434	-11.1973	584281.2	4.805898	10.14241	11.24476	0.205004	0.299531	0.374848	0.490878	0.0142139	0.0959485	0.241019	0.648818	0.998338	0.999575	1.00042	1.00166	2.908926
5500	-425.311	-409.686	-15.6243	114191.9	8.347167	10.46344	7.821253	0.314413	0.412024	0.483458	0.586721	0.0199308	0.363921	0.190311	0.425837	0.996241	0.999037	1.00096	1.00376	3.254566
5510	-418.575	-410.22	-8.35554	162036.9	3.707327	5.989399	9.573109	0.230951	0.350396	0.444783	0.583663	0.253208	0.0867685	0.584282	0.0757416	0.996844	0.999192	1.0008	1.00316	2.655014
5520	-430.52	-417.95	-12.5699	335994.2	5.231522	6.795793	11.6405	0.282325	0.398294	0.485568	0.61078	0.277057	0.209258	0.047644	0.466041	0.997808	0.999439	1.00056	1.00219	3.0443
5530	-420.804	-410.474	-10.3297	606979.5	7.919721	10.40736	9.507082	0.303185	0.401012	0.473124	0.577918	0.128749	0.063096	0.603484	0.204671	0.998369	0.999583	1.00042	1.00163	2.767697
5540	-422.38	-412.295	-10.0853	790896.9	16.30867	23.35302	12.61625	0.320456	0.389401	0.439182	0.512792	0.160905	0.00574112	0.306066	0.527288	0.998571	0.999635	1.00036	1.00143	2.587953
5550	-423.451	-409.716	-13.7349	783126.2	20.90211	31.58762	7.227762	0.319149	0.379288	0.422545	0.486816	0.0604425	0.207276	0.670483	0.0617983	0.998564	0.999633	1.00037	1.00144	2.450547
5560	-419.761	-409.062	-10.6997	541630.3	10.61952	15.3888	15.90646	0.299869	0.382696	0.443517	0.533356	0.115417	0.42421	0.173635	0.286739	0.998273	0.999558	1.00044	1.00173	2.616507
5570	-416.237	-410.156	-6.08133	946435.4	10.35546	10.59642	13.98607	0.36432	0.46045	0.528788	0.625444	0.500054	0.350608	0.129753	0.0195846	0.998694	0.999666	1.00033	1.00131	2.405597
5580	-412.329	-405.149	-7.17984	104995.8	6.018538	9.379672	12.62311	0.260389	0.361647	0.438733	0.552854	0.0748275	0.465945	0.107104	0.352124	0.99608	0.998995	1.001	1.00393	2.549906
5590	-424.952	-413.872	-11.0805	76809.74	5.55931	9.43228	9.422311	0.243223	0.343465	0.42083	0.536614	0.0373647	0.166898	0.149981	0.645756	0.995417	0.998825	1.00117	1.00459	2.878107
5600	-416.628	-410.107	-6.52089	336197.4	18.26535	18.18726	14.83919	0.399475	0.474719	0.527342	0.602526	0.0823697	0.850741	0.0248704	0.0420184	0.997809	0.999439	1.00056	1.00219	2.312636
5610	-411.625	-415.335	3.70986	557097.6	5.762793	7.390335	17.32666	0.289956	0.402274	0.486205	0.606753	0.664413	0.277606	0.0174513	0.0405296	0.998298	0.999565	1.00043	1.0017	1.791084
5620	-418.066	-416.921	-1.1445	327377.4	2.196267	7.005521	13.87524	0.132114	0.230404	0.318049	0.460775	0.0116805	0.00372328	0.427175	0.557421	0.997779	0.999432	1.00057	1.00222	2.13637
5630	-417.807	-413.163	-4.64373	419159.4	3.188671	5.760296	15.48495	0.208725	0.327994	0.424629	0.568904	0.171494	0.0295042	0.23505	0.563952	0.998037	0.999498	1.0005	1.00196	2.355021
5640	-422.85	-418.722	-4.12776	64911.12	4.698141	4.358723	15.68278	0.329713	0.466511	0.565807	0.699363	0.327797	0.212688	0.441486	0.0180293	0.995015	0.998721	1.00127	1.00499	2.315915
5650	-431.972	-422.246	-9.72552	732214.8	4.76499	5.607404	9.942037	0.292569	0.417602	0.511104	0.642549	0.164931	0.386141	0.172294	0.276634	0.998515	0.99962	1.00038	1.00149	2.805585
5660	-433.473	-416.949	-16.5243	424950.4	1.968354	1.347554	12.45148	0.296652	0.492632	0.637177	0.807102	0.266599	0.0777063	0.542129	0.113565	0.998051	0.999501	1.0005	1.00195	3.399033
5670	-435.924	-417.563	-18.3611	347944.3	1.668208	3.771316	8.803625	0.158234	0.289535	0.405498	0.581345	0.0255108	0.043738	0.485665	0.445086	0.997846	0.999449	1.00055	1.00216	3.775344
5680	-430.241	-416.166	-14.0754	13877.63	2.629749	2.087332	7.249424	0.305479	0.479758	0.608086	0.76818	0.101467	0.606225	0.120476	0.171832	0.989231	0.997223	1.00274	1.01081	3.162196
5690	-427.726	-418.765	-8.96078	682872.3	1.30622	1.048081	9.921414	0.246165	0.452719	0.614686	0.804997	0.224246	0.576459	0.193705	0.00559029	0.998462	0.999607	1.00039	1.00154	2.808662
5700	-441.146	-424.436	-16.7107	921193.3	1.820319	1.907094	7.512461	0.244117	0.421551	0.561732	0.742299	0.0411846	0.475391	0.35776	0.125664	0.998676	0.999661	1.00034	1.00132	3.564995
5710	-427.684	-421.152	-6.53202	388856	1.633512	3.415799	13.00945	0.165284	0.30279	0.423315	0.602948	0.0189471	0.224709	0.747252	0.00909213	0.997962	0.999479	1.00052	1.00204	2.574466
5720	-427.793	-411.856	-15.9369	531161.5	2.688948	4.779363	7.305957	0.203129	0.330527	0.435063	0.58972	0.0148363	0.479189	0.0745378	0.431437	0.998256	0.999554	1.00044	1.00174	3.388406
5730	-417.089	-409.705	-7.38453	118454.2	1.714788	2.07099	12.06072	0.224894	0.396515	0.535618	0.719842	0.187631	0.46652	0.336624	0.00922518	0.996309	0.999054	1.00094	1.0037	2.666688
5740	-428.69	-414.975	-13.7152	352546.3	2.736743	2.676163	9.338461	0.28158	0.44324	0.565582	0.725943	0.335281	0.112105	0.162371	0.390243	0.99786	0.999452	1.00055	1.00214	3.258864
5750	-425.808	-412.316	-13.492	31881.63	4.76808	9.439537	10.66067	0.213651	0.311837	0.389636	0.508423	0.0921788	0.198953	0.084254	0.624614	0.99289	0.998173	1.00181	1.00713	3.136344
5760	-422.527	-408.976	-13.5513	657312.9	4.57891	5.218651	10.20411	0.29512	0.423589	0.519505	0.653334	0.190902	0.377537	0.136512	0.295048	0.998433	0.999599	1.0004	1.00157	3.193097
5770	-423.814	-414.542	-9.27258	124170.7	1.858345	5.48395	10.53191	0.135495	0.244706	0.34304	0.50059	0.0476886	0.00337356	0.457092	0.491846	0.996395	0.999076	1.00092	1.00361	2.803611
5780	-433.28	-416.084	-17.1957	684236.8	2.345278	4.713541	9.291167	0.182751	0.308041	0.41366	0.572684	0.124008	0.0306668	0.521931	0.323394	0.998464	0.999607	1.00039	1.00154	3.615325
5790	-424.517	-409.239	-15.2783	268297.4	1.646589	1.684031	10.36394	0.239884	0.423267	0.568927	0.753875	0.181847	0.265077	0.4971	0.0559763	0.997547	0.999372	1.00063	1.00246	3.419285
5800	-420.193	-404.054	-16.1393	375023.5	6.44919	7.013414	7.950844	0.324698	0.439299	0.522841	0.640183	0.231256	0.41327	0.155898	0.199576	0.997925	0.999469	1.00053	1.00208	3.398496
5810	-425.483	-411.695	-13.7887	779422.9	13.36069	11.58839	12.34451	0.411667	0.502162	0.565009	0.652691	0.0631126	0.719414	0.176575	0.0408979	0.998561	0.999632	1.00037	1.00144	3.010305
5820	-425.344	-412.978	-12.3656	659510.6	7.011016	7.969327	10.10717	0.322047	0.431043	0.510594	0.623444	0.358629	0.152217	0.238749	0.250404	0.998435	0.9996	1.0004	1.00157	3.025883
5830	-440.67	-423.973	-16.6979	344045.2	11.42306	17.76852	8.174173	0.290114	0.3678	0.425009	0.510207	0.532717	0.122961	0.29428	0.050042	0.997834	0.999446	1.00055	1.00217	3.28793
5840	-429.556	-412.76	-16.7958	40861.84	13.49068	19.26476	10.32622	0.313153	0.388269	0.442846	0.523463	0.173288	0.242334	0.535109	0.0492686	0.993719	0.998387	1.0016	1.0063	3.282863
5850	-426.451	-414.284	-12.1672	727940.1	9.820388	9.531474	10.7809	0.371383	0.471502	0.542396	0.641781	0.239781	0.478383	0.0858338	0.196002	0.998511	0.999619	1.00038	1.00149	2.962859
5860	-424.484	-413.188	-11.2968	234385	11.19329	11.91109	11.42986	0.361069	0.452738	0.518011	0.610997	0.239399	0.528166	0.0446025	0.187832	0.997376	0.999328	1.00067	1.00263	2.843064
5870	-438.023	-424.435	-13.588	24835.86	9.386331	7.036086	10.98947	0.417864	0.527912	0.603674	0.705701	0.0488125	0.773529	0.0802395	0.0974194	0.991946	0.997928	1.00205	1.00808	3.116317
5880	-426.237	-415.211	-11.026	336197.8	9.0108	14.29388	10.10123	0.27631	0.361473	0.424988	0.519672	0.104553	0.441928	0.29102	0.162499	0.997809	0.999439	1.00056	1.00219	2.81083
5890	-420.954	-415.351	-5.60264	308658	8.645252	8.813577	12.0069	0.354408	0.458379	0.532713	0.637199	0.434524	0.258599	0.107911	0.198966	0.997713	0.999415	1.00058	1.00229	2.404963
5900	-424.518	-413.02	-11.4975	18174.28	10.58029	21.09254	10.41996	0.243809	0.314575	0.367903	0.449338	0.221007	0.00745852	0.265108	0.506426	0.990587	0.997576	1.00239	1.00944	2.78206
5910	-419.823	-411.493	-8.33066	381337.9	6.960797	9.342086	10.63413	0.292687	0.394896	0.470882	0.581325	0.067936	0.648492	0.0708745	0.212697	0.997942	0.999474	1.00053	1.00206	2.631874
5920	-418.906	-414.415	-4.49167	939449.4	6.256021	7.905835	15.58533	0.29709	0.406498	0.487757	0.604495	0.294407	0.0577502	0.487897	0.159946	0.998689	0.999665	1.00033	1.00131	2.309043
5930	-428.944	-419.162	-9.78175	52680.71	5.138314	6.089718	10.91788	0.296108	0.417299	0.507613	0.635133	0.0739053	0.525124	0.120099	0.280872	0.994467	0.99858	1.00141	1.00554	2.817261
5940	-411.579	-403.864	-7.71563	527258.7	7.974124	7.683702	11.0757	0.359823	0.469443	0.547545	0.656084	0.604238	0.00373579	0.357849	0.0341773	0.99825	0.999552	1.00045	1.00175	2.590487
5950	-417.515	-405.642	-11.8732	382684.1	4.537094	5.464814	10.23197	0.285851	0.412021	0.506928	0.640605	0.122279	0.424501	0.0490851	0.404135	0.997946	0.999474	1.00052	1.00206	3.026646
5960	-415.711	-408.055	-7.656	923316.6	8.21097	12.00114	16.2	0.28628	0.378264	0.446663	0.547523	0.227625	0.0774096	0.240078	0.454888	0.998677	0.999662	1.00034	1.00132	2.45062
5970	-425.644	-414.519	-11.1253	929217.3	13.83344	22.32982	12.56107	0.291086	0.361284	0.412728	0.489638	0.0076061	0.0540777	0.0573989	0.880917	0.998682	0.999663	1.00034	1.00132	2.699336
5980	-422.775	-409.179	-13.5958	404410.9	35.32893	29.37494	10.00726	0.467167	0.52516	0.564869	0.621325	0.76991	0.00412071	0.173503	0.0524663	0.998002	0.999489	1.00051	1.002	2.651383
5990	-434.832	-416.491	-18.3414	364223.9	30.09035	25.62879	7.661685	0.455389	0.517659	0.560407	0.62114	0.654628	0.110634	0.23416	0.000577424	0.997895	0.999461	1.00054	1.00211	3.110638
6000	-431.653	-412.849	-18.8041	955375.9	18.1931	23.62954	7.607932	0.344326	0.412725	0.461592	0.533247	0.261221	0.129566	0.149866	0.459347	0.9987	0.999668	1.00033	1.0013	3.346967
6010	-431.202	-421.353	-9.84964	834509.9	15.22934	14.63569	9.360759	0.397858	0.480556	0.538412	0.620434	0.258694	0.682849	0.00741381	0.0510434	0.998609	0.999644	1.00036	1.00139	2.584859
6020	-429.052	-416.977	-12.075	381227.4	18.08891	25.85294	10.49726	0.3249	0.390752	0.438137	0.508217	0.320544	0.107728	0.210058	0.361669	0.997942	0.999473	1.00053	1.00206	2.721478
6030	-431.846	-414.3	-17.5459	633465.9	24.30723	34.70792	13.84734	0.335895	0.393431	0.434504	0.495248	0.0398747	0.26294	0.292145	0.40504	0.998403	0.999592	1.00041	1.0016	2.960993
6040	-422.396	-411.634	-10.7617	798355.5	20.53312	26.58697	10.59147	0.349786	0.414585	0.460727	0.52841	0.196034	0.285776	0.419483	0.0987067	0.998578	0.999636	1.00036	1.00142	2.569325
6050	-428.416	-413.419	-14.9971	417977.3	12.00768	13.90618	9.666338	0.348248	0.434428	0.496154	0.585144	0.621086	0.261152	0.070102	0.0476597	0.998035	0.999497	1.0005	1.00197	3.179882
6060	-423.743	-415.058	-8.6846	861032.2	19.03664	18.33072	11.09004	0.408491	0.4831	0.535094	0.609178	0.0055569	0.32872	0.331698	0.334025	0.99863	0.99965	1.00035	1.00137	2.482345
6070	-417.198	-409.191	-8.00746	649493.5	6.482077	15.65995	15.55694	0.197027	0.274746	0.336017	0.431886	0.162247	0.196554	0.00839616	0.632802	0.998423	0.999597	1.0004	1.00158	2.484452
6080	-433.343	-410.592	-22.7506	293686.6	9.939033	13.10592	11.67576	0.314118	0.402907	0.46773	0.562349	0.128975	0.442344	0.279898	0.148783	0.997655	0.9994	1.0006	1.00235	3.820639
6090	-441.784	-418.523	-23.2612	15988.32	13.61052	15.81686	7.117604	0.353764	0.435193	0.493315	0.577319	0.228521	0.350918	0.189369	0.231193	0.989965	0.997415	1.00255	1.01007	4.082795
6100	-425.634	-411.268	-14.3664	926002.8	8.486738	12.57891	11.45792	0.285414	0.375564	0.442578	0.541615	0.0447293	0.168101	0.577872	0.209297	0.998679	0.999662	1.00034	1.00132	3.12837
6110	-425.976	-416.488	-9.48794	708822.2	12.94223	21.61716	12.93525	0.282211	0.353305	0.405677	0.48424	0.121114	0.0814283	0.413671	0.383786	0.998491	0.999614	1.00039	1.00151	2.576169
6120	-439.801	-419.057	-20.7439	953033.2	24.69847	48.10541	9.990785	0.27534	0.324491	0.3602	0.414147	0.25653	0.0506426	0.417226	0.275602	0.998698	0.999667	1.00033	1.0013	3.28504
6130	-436.465	-420.047	-16.4176	181849.1	14.58554	19.16946	9.73969	0.332612	0.407806	0.461926	0.541248	0.50066	0.240759	0.165835	0.0927464	0.997021	0.999237	1.00076	1.00298	3.245376
6140	-423.017	-409.765	-13.2527	287447.3	10.94843	12.70299	10.83862	0.343156	0.432815	0.497245	0.589984	0.0410569	0.812695	0.00592704	0.140321	0.99763	0.999393	1.0006	1.00237	3.022758
6150	-438.494	-420.622	-17.8721	902468	9.607265	11.81406	6.682939	0.325355	0.418067	0.485388	0.582747	0.364563	0.14296	0.123994	0.368484	0.998662	0.999658	1.00034	1.00134	3.363585
6160	-437.368	-420.101	-17.2673	459752.1	4.614778	12.58394	12.60101	0.16992	0.252463	0.319973	0.427468	0.058439	0.0621639	0.0748592	0.804538	0.998126	0.999521	1.00048	1.00188	3.336383
6170	-445.642	-424.204	-21.4382	103892	5.223397	7.767697	8.568928	0.260708	0.370067	0.453641	0.576143	0.136326	0.517003	0.0443266	0.302345	0.996059	0.99899	1.001	1.00395	4.051131
6180	-440.618	-419.855	-20.7632	434145.9	9.366144	12.44298	6.473117	0.309803	0.400578	0.467059	0.564102	0.297736	0.185284	0.364463	0.152516	0.998072	0.999507	1.00049	1.00193	3.75712
6190	-437.759	-418.769	-18.9905	155743.1	11.10411	16.60908	7.994473	0.296051	0.37614	0.434997	0.522272	0.0603088	0.543389	0.0372518	0.35905	0.996781	0.999175	1.00082	1.00322	3.579842
6200	-432.844	-412.29	-20.554	854438.8	28.70953	41.68369	10.04364	0.337998	0.390869	0.428495	0.484203	0.189354	0.246654	0.519719	0.0442725	0.998625	0.999648	1.00035	1.00138	3.289131
6210	-443.573	-421.503	-22.0701	866712.2	8.157084	8.955154	14.21916	0.337257	0.441014	0.515963	0.622252	0.0354099	0.563756	0.379387	0.021447	0.998635	0.999651	1.00035	1.00137	3.552697
6220	-422.821	-412.267	-10.5539	57054.97	8.398118	14.14187	15.03567	0.262977	0.348168	0.412272	0.50847	0.0215751	0.360715	0.0225474	0.595163	0.994684	0.998636	1.00135	1.00533	2.66943
6230	-432.599	-413.237	-19.3624	790878.5	8.058472	8.360961	13.97103	0.346887	0.453312	0.529748	0.637208	0.381601	0.374714	0.21056	0.033125	0.998571	0.999635	1.00036	1.00143	3.38892
6240	-434.033	-418.24	-15.7933	290522.8	9.709306	8.222888	7.955416	0.39684	0.501765	0.574973	0.67557	0.36122	0.436958	0.12021	0.0816118	0.997643	0.999397	1.0006	1.00236	3.299135
6250	-426.625	-408.755	-17.8698	531626.1	15.34959	15.35222	8.470161	0.390052	0.471403	0.528515	0.609868	0.0191094	0.62328	0.0383599	0.319251	0.998257	0.999554	1.00044	1.00174	3.42515
6260	-419.451	-405.234	-14.2173	971940.7	9.212567	11.29795	10.50673	0.323659	0.41814	0.486842	0.586079	0.0773475	0.330215	0.189079	0.403358	0.998711	0.99967	1.00033	1.00129	3.14858
6270	-419.971	-409.599	-10.3716	901238.5	1.900766	4.218985	11.55603	0.164303	0.291583	0.402337	0.570769	0.303557	0.307716	0.0323537	0.356374	0.998661	0.999658	1.00034	1.00134	2.908103
6280	-418.365	-407.878	-10.4867	570591.5	4.285915	5.674772	11.47664	0.267835	0.391779	0.486445	0.621704	0.13965	0.246771	0.498898	0.114681	0.998318	0.99957	1.00043	1.00168	2.886347
6290	-418.838	-412.31	-6.52773	527973	5.616731	5.021866	11.3863	0.348976	0.478314	0.570923	0.695922	0.504497	0.11111	0.14761	0.236784	0.998251	0.999553	1.00045	1.00175	2.534279
6300	-422.748	-408.137	-14.6101	59868.38	5.436464	7.156575	9.205726	0.282358	0.395992	0.481444	0.604462	0.0513982	0.494709	0.436012	0.0178807	0.99481	0.998668	1.00132	1.0052	3.276634
