Iteration	Replicate_ID	Posterior	Likelihood	Prior	prob_rate_12	prob_rate_13	prob_rate_21	prob_rate_23	prob_rate_31	prob_rate_32	rate_12	rate_13	rate_21	rate_23	rate_31	rate_32	rf[1]	rf[2]	rf[3]
8641	1	-43.3202	-57.7453	14.4251	1	1	0	1	0	0	0	0	0.0008616175	0	0.0002912407	0.001518264	0.242861	0.356874	0.400265
8642	0	-41.306	-55.4343	14.1283	1	1	1	0	0	0	0	0	0	0.0004191791	0.0006223791	0.002011493	0.280447	0.070294	0.649259
8643	1	-41.1248	-56.1293	15.0046	1	1	1	0	0	0	0	0	0	0.000115838	0.0002912407	0.001518264	0.0724779	0.106503	0.821019
8644	0	-41.9542	-56.0241	14.0699	1	0	1	1	0	0	0	0.0004943808	0	0	0.0006223791	0.002011493	0.568371	0.101534	0.330095
8645	1	-48.6567	-57.1504	8.4937	1	1	1	1	0	0	0	0	0	0	0.0002210214	0.001518264	0.118474	0.451728	0.429798
8646	0	-28.563	-56.233	27.67	1	0	0	0	0	0	0	6.741556e-05	0.0001569819	0.000141047	0.0006223791	0.0017681	0.597399	0.0556469	0.346954
8647	1	-32.0558	-58.968	26.9122	1	0	0	0	0	0	0	0.001456116	0.0001244981	0.0004113666	0.0002210214	0.001518264	0.322494	0.34718	0.330326
8648	0	-36.9658	-56.7167	19.7509	0	1	0	1	0	0	0.001893849	0	0.0001569819	0	0.0006223791	0.001709196	0.205726	0.109783	0.684491
8649	1	-39.3082	-59.6007	20.2925	1	0	1	0	0	0	0	9.094202e-05	0	0.001855104	0.0002210214	0.001518264	0.322494	0.34718	0.330326
8650	0	-47.2115	-54.9008	7.68926	1	1	1	1	0	0	0	0	0	0	0.0006223791	0.002152248	0.205726	0.109783	0.684491
8651	1	-36.5965	-57.0073	20.4108	0	1	1	0	0	0	0.001210146	0	0	0.0002901437	0.0005144907	0.001518264	0.405655	0.0934411	0.500904
8652	0	-34.0598	-59.3101	25.2503	0	1	0	0	0	0	0.000493919	0	0.002595202	6.518874e-06	0.0006223791	0.002152248	0.387077	0.150432	0.462491
8653	1	-41.3862	-55.2132	13.827	0	1	1	1	0	0	0.0003721784	0	0	0	0.0005144907	0.002554218	0.0707722	0.172163	0.757065
8654	0	-48.9599	-61.0637	12.1038	0	1	0	1	1	0	0.000493919	0	0.002595202	0	0	0.00256962	0.186217	0.337388	0.476394
8655	1	-42.1997	-55.8026	13.6029	1	1	0	1	0	0	0	0	0.000660551	0	0.0005144907	0.002554218	0.0707722	0.172163	0.757065
8656	0	-51.3358	-59.1247	7.78884	1	1	1	1	0	0	0	0	0	0	7.684689e-05	0.00256962	0.156793	0.442088	0.401119
8657	1	-41.2824	-55.0697	13.7873	0	1	1	1	0	0	0.0004232745	0	0	0	0.0005144907	0.002554218	0.0847716	0.00840846	0.90682
8658	0	-53.5943	-60.5029	6.90856	1	1	0	1	1	0	0	0	0.001209796	0	0	0.00256962	0.206853	0.221138	0.572009
8659	1	-36.9968	-56.5246	19.5278	0	1	0	1	0	0	0.0007550524	0	0.0008457874	0	0.0005144907	0.002554218	0.17274	0.0307471	0.796513
8660	0	-48.0206	-56.1955	8.17486	1	1	1	1	0	0	0	0	0	0	0.0007742662	0.001375378	0.206853	0.221138	0.572009
8661	1	-31.1198	-56.9196	25.7998	0	0	1	0	0	0	0.001264332	4.732489e-05	0	0.0007826282	0.0005144907	0.002554218	0.305028	0.0542938	0.640678
8662	0	-48.4826	-56.7941	8.31145	1	1	1	1	0	0	0	0	0	0	0.0007742662	0.001199582	0.206853	0.221138	0.572009
8663	1	-36.4099	-56.0654	19.6556	0	0	1	1	0	0	0.00107497	0.0003613905	0	0	0.0005144907	0.002554218	0.117195	0.192246	0.690559
8664	0	-42.846	-57.0744	14.2284	0	1	1	1	0	0	0.0009504196	0	0	0	0.0007742662	0.001199582	0.127371	0.0965073	0.776122
8665	1	-47.5551	-55.0159	7.46077	1	1	1	1	0	0	0	0	0	0	0.0005144907	0.002554218	0.10064	0.195851	0.703509
8666	0	-44.0977	-57.7094	13.6116	1	0	1	1	0	0	0	0.001744255	0	0	0.0007742662	0.001199582	0.127371	0.0965073	0.776122
8667	1	-38.846	-57.6517	18.8056	1	0	0	1	0	0	0	0.002274062	0.0002043783	0	0.0005663356	0.002554218	0.316034	0.362489	0.321478
8668	0	-48.2794	-56.5242	8.2448	1	1	1	1	0	0	0	0	0	0	0.0008600486	0.001199582	0.0940494	0.07126	0.834691
8669	1	-39.4316	-58.4035	18.9719	1	1	0	0	0	0	0	0	7.07914e-05	0.001564987	0.001195028	0.002554218	0.357446	0.278951	0.363603
8670	0	-34.005	-60.0661	26.0611	0	0	0	1	0	0	0.001063324	0.0003302663	0.00137349	0	0.0008600486	0.001199582	0.378134	0.178684	0.443182
8671	1	-35.9046	-56.5384	20.6338	1	0	0	1	0	0	0	0.0002162296	0.000140612	0	0.0003349766	0.002554218	0.387014	0.302026	0.31096
8672	0	-35.8551	-57.1675	21.3124	1	1	0	0	0	0	0	0	0.0001674745	0.0001456129	0.0008600486	0.001199582	0.108951	0.25603	0.63502
8673	1	-40.1707	-58.6654	18.4947	1	1	0	0	0	0	0	0	0.002450616	0.0006593127	0.0003349766	0.002554218	0.308038	0.240393	0.451568
8674	0	-40.6284	-60.1108	19.4824	0	1	0	1	0	0	0.000372758	0	0.002321215	0	0.000308939	0.001724982	0.640957	0.164603	0.194439
8675	1	-41.4262	-56.1868	14.7606	0	1	1	1	0	0	0.0003356361	0	0	0	0.0003349766	0.001568696	0.266098	0.0850033	0.648898
8676	0	-41.7591	-56.5179	14.7588	0	1	1	1	0	0	0.0002077694	0	0	0	0.000308939	0.001724982	0.0623503	0.567683	0.369967
8677	1	-42.9636	-56.9988	14.0352	1	1	0	1	0	0	0	0	0.001121193	0	0.0003349766	0.00171682	0.287213	0.0123997	0.700388
8678	0	-32.5004	-58.0468	25.5464	0	1	0	0	0	0	0.001087194	0	0.001244154	0.001123855	0.000308939	0.001724982	0.0638202	0.557492	0.378688
8679	1	-24.8247	-57.6517	32.8271	0	0	0	0	0	0	0.0005267404	0.0002127617	0.001121193	0.001214345	0.0003349766	0.001274387	0.287213	0.0123997	0.700388
8680	0	-41.4181	-59.4824	18.0642	0	1	0	0	1	0	0.00172304	0	0.001606904	0.001423384	0	0.001799873	0.373752	0.297767	0.328482
8681	1	-42.8203	-57.9239	15.1035	1	0	1	1	0	0	0	0.0002127617	0	0	0.0005607195	0.001024472	0.512303	0.039687	0.44801
8682	0	-39.6908	-58.6269	18.9362	1	0	0	0	1	0	0	0.001137873	0.001606904	0.001380607	0	0.00130559	0.303565	0.241849	0.454585
8683	1	-37.6343	-58.773	21.1387	1	1	0	0	0	0	0	0	0.0005016974	0.0005093245	0.0005607195	0.001024472	0.169295	0.445078	0.385627
8684	0	-44.2614	-56.9384	12.6769	1	1	0	0	1	0	0	0	0.001606904	0.00200861	0	0.00130559	0.333473	0.398132	0.268395
8685	1	-42.0597	-55.6541	13.5944	1	1	0	1	0	0	0	0	0.0002277276	0	0.0005607195	0.0029518	0.115236	0.188365	0.696399
8686	0	-50.0374	-58.1533	8.1159	1	1	1	1	0	0	0	0	0	0	0.0009199354	0.00130559	0.790181	0.0873504	0.122469
8687	1	-42.677	-56.0126	13.3357	0	1	1	1	0	0	0.0005607354	0	0	0	0.0005607195	0.0029518	0.0321027	0.420428	0.54747
8688	0	-42.4508	-57.1742	14.7234	1	1	0	1	0	0	0	0	6.167569e-05	0	0.0009199354	0.00130559	0.38573	0.255912	0.358358
8689	1	-48.874	-55.9586	7.08453	1	1	1	1	0	0	0	0	0	0	0.0006011356	0.0029518	0.133528	0.48622	0.380252
8690	0	-48.8535	-55.6883	6.83484	1	1	1	1	0	0	0	0	0	0	0.0009199354	0.00295437	0.0470013	0.276643	0.676356
8691	1	-43.1934	-56.6506	13.4571	1	0	1	1	0	0	0	0.0002281663	0	0	0.0006011356	0.003087609	0.394543	0.339751	0.265705
8692	0	-42.3364	-55.9902	13.6538	1	0	1	1	0	0	0	0.0002301004	0	0	0.0009199354	0.002513756	0.276632	0.328321	0.395048
8693	1	-42.1606	-59.9242	17.7636	1	1	0	0	0	0	0	0	0.0005654772	0.002685913	0.0006011356	0.003087609	0.452448	0.280323	0.267229
8694	0	-48.1841	-55.8963	7.71215	1	1	1	1	0	0	0	0	0	0	0.0009199354	0.00182524	0.250944	0.33998	0.409076
8695	1	-42.1473	-55.8022	13.6549	1	0	1	1	0	0	0	5.541717e-05	0	0	0.0006011356	0.003005882	0.116105	0.390002	0.493893
8696	0	-45.8674	-58.9495	13.0821	1	1	0	1	0	0	0	0	0.002298346	0	0.0002760105	0.00182524	0.118373	0.440905	0.440722
8697	1	-43.1759	-57.9208	14.7448	1	1	0	1	0	0	0	0	0.0005324014	0	0.0006011356	0.00112607	0.103787	0.395437	0.500776
8698	0	-41.7947	-56.2461	14.4514	1	1	1	0	0	0	0	0	0	8.834544e-05	0.0002760105	0.002272915	0.193954	0.403107	0.402939
8699	1	-46.9555	-61.5268	14.5713	1	1	0	0	1	0	0	0	0.0009778493	0.0009356385	0	0.0005695227	0.245646	0.0695816	0.684772
8700	0	-48.1046	-55.8975	7.79293	1	1	1	1	0	0	0	0	0	0	0.000368288	0.002272915	0.307308	0.346418	0.346274
8701	1	-34.7454	-58.9827	24.2373	1	0	0	0	0	0	0	0.001880287	0.002050846	0.001690792	0.0003119172	0.001240128	0.313846	0.29786	0.388294
8702	0	-41.6204	-55.553	13.9326	0	1	1	1	0	0	0.0002001354	0	0	0	0.00083195	0.002272915	0.0457691	0.471335	0.482896
8703	1	-44.4772	-58.712	14.2348	1	1	0	1	0	0	0	0	0.001070377	0	0.0006054998	0.001240128	0.251258	0.437881	0.310861
8704	0	-37.1856	-57.0774	19.8918	1	0	1	0	0	0	0	0.0002328333	0	0.0007397722	0.0009555314	0.002272915	0.547669	0.161558	0.290773
8705	1	-41.4566	-56.4737	15.0172	1	1	1	0	0	0	0	0	0	6.348966e-05	0.0006054998	0.001240128	0.308738	0.0465478	0.644714
8706	0	-37.4044	-57.2583	19.8538	1	0	1	0	0	0	0	0.0002100471	0	0.0006982934	0.001068644	0.002272915	0.553011	0.163134	0.283856
8707	1	-32.2988	-58.6516	26.3528	0	1	0	0	0	0	0.001491204	0	0.0009349383	0.0001794447	0.0006054998	0.001240128	0.248481	0.0220298	0.729489
8708	0	-43.6172	-57.717	14.0998	1	1	1	0	0	0	0	0	0	0.000650121	0.0001667907	0.002272915	0.237189	0.308168	0.454643
8709	1	-30.6102	-57.7014	27.0913	1	0	0	0	0	0	0	4.789195e-05	0.0006908324	0.0009164689	0.0006054998	0.001240128	0.321335	0.028489	0.650176
8710	0	-37.2731	-57.1723	19.8992	1	1	0	0	0	0	0	0	0.00163105	0.000650121	0.0003964381	0.001513898	0.125704	0.030025	0.844271
8711	1	-35.6388	-60.1371	24.4982	0	0	1	0	0	0	0.00261539	0.001445426	0	0.001188438	0.000348795	0.001240128	0.484131	0.0429221	0.472947
8712	0	-47.8574	-56.2182	8.3608	1	1	1	1	0	0	0	0	0	0	0.0003964381	0.001513898	0.503709	0.0419278	0.454363
8713	1	-42.4777	-57.2406	14.7629	0	1	1	1	0	0	0.0006795839	0	0	0	0.000348795	0.001207929	0.184469	0.0678551	0.747676
8714	0	-38.2971	-57.8741	19.577	0	0	1	1	0	0	0.001308049	0.0006975072	0	0	0.001086721	0.001513898	0.512149	0.0412147	0.446636
8715	1	-41.8299	-57.0296	15.1997	1	1	0	1	0	0	0	0	0.0001174758	0	0.000348795	0.001207929	0.189671	0.130376	0.679952
8716	0	-43.7114	-57.5388	13.8273	0	1	1	1	0	0	0.0009998703	0	0	0	0.001086721	0.001353861	0.318466	0.196077	0.485457
8717	1	-39.3539	-58.2722	18.9183	0	1	0	1	0	0	0.001608741	0	0.0008949358	0	0.000348795	0.0026015	0.324985	0.335152	0.339863
8718	0	-36.8247	-57.3026	20.4779	0	1	0	1	0	0	0.0009998703	0	6.289368e-06	0	0.001086721	0.001353861	0.361338	0.0179489	0.620713
8719	1	-37.7799	-59.234	21.4541	0	0	1	1	0	0	0.0008634201	9.679556e-06	0	0	0.0001655002	0.00115172	0.111879	0.351426	0.536695
8720	0	-25.8101	-58.5707	32.7606	0	0	0	0	0	0	0.0009998703	3.537589e-06	0.0002012047	0.001124776	0.001086721	0.001353861	0.253252	0.0209866	0.725762
8721	1	-37.9659	-57.0402	19.0743	0	0	1	1	0	0	0.000650679	0.0005126559	0	0	0.001021058	0.00306883	0.0996058	0.356283	0.544112
8722	0	-43.8052	-57.9909	14.1857	1	1	0	1	0	0	0	0	0.0005745665	0	0.001086721	0.001317902	0.490413	0.0406398	0.468947
8723	1	-44.2181	-57.2057	12.9876	1	1	1	0	0	0	0	0	0	0.0005198284	0.001021058	0.002980354	0.358616	0.318505	0.322879
8724	0	-37.3842	-57.5092	20.1249	0	1	1	0	0	0	0.0008461466	0	0	0.0006501961	0.001086721	0.001317902	0.0305492	0.0259491	0.943502
8725	1	-38.6654	-57.958	19.2926	1	0	1	0	0	0	0	0.0006918924	0	0.0002789592	0.001021058	0.002980354	0.410364	0.402778	0.186858
8726	0	-48.7633	-56.7401	7.97675	1	1	1	1	0	0	0	0	0	0	0.001086721	0.001317902	0.323119	0.00879535	0.668085
8727	1	-34.3254	-59.088	24.7626	0	1	0	0	0	0	0.001411565	0	0.001057936	2.694065e-05	0.001021058	0.002980354	0.328707	0.322631	0.348663
8728	0	-42.6562	-56.9916	14.3354	0	1	1	1	0	0	0.0003819459	0	0	0	0.001086721	0.001317902	0.339988	0.00925451	0.650758
8729	1	-48.9429	-56.0499	7.10702	1	1	1	1	0	0	0	0	0	0	0.0005436461	0.002980354	0.576494	0.0582516	0.365255
8730	0	-43.6862	-56.729	13.0428	0	1	1	1	0	0	0.0003819459	0	0	0	0.001086721	0.002981531	0.542627	0.0115535	0.44582
8731	1	-43.2878	-56.9896	13.7018	0	1	1	1	0	0	7.800533e-05	0	0	0	0.0005436461	0.002980354	0.770952	0.0779005	0.151148
8732	0	-39.4043	-58.5843	19.18	1	0	0	1	0	0	0	9.538952e-05	0.00115797	0	0.001086721	0.002777035	0.312855	0.430105	0.25704
8733	1	-42.6809	-56.2146	13.5337	1	0	1	1	0	0	0	0.0007967807	0	0	0.0003930177	0.002628525	0.259165	0.251962	0.488873
8734	0	-49.9474	-56.7904	6.84303	1	1	1	1	0	0	0	0	0	0	0.001086721	0.002777035	0.312855	0.430105	0.25704
8735	1	-44.0709	-56.731	12.6601	1	0	1	1	0	0	0	0.00142176	0	0	0.0008925114	0.002628525	0.138615	0.419704	0.441681
8736	0	-50.4235	-57.2665	6.84303	1	1	1	1	0	0	0	0	0	0	0.001086721	0.002777035	0.321969	0.518358	0.159672
8737	1	-49.609	-56.1115	6.50246	1	1	1	1	0	0	0	0	0	0	0.0008925114	0.003409573	0.118156	0.0650656	0.816779
8738	0	-47.038	-59.3593	12.3213	1	0	1	1	0	0	0	0.0005489639	0	0	0.002052816	0.002777035	0.359486	0.155709	0.484805
8739	1	-44.709	-57.1186	12.4096	1	1	1	0	0	0	0	0	0	0.0009630807	0.0008925114	0.003409573	0.0918865	0.0505998	0.857514
8740	0	-44.3099	-61.22	16.91	0	1	1	0	0	0	0.002667927	0	0	0.0005409083	0.002052816	0.002777035	0.359486	0.155709	0.484805
8741	1	-44.2276	-57.0437	12.8161	1	0	1	1	0	0	0	0.0004398569	0	0	0.0008925114	0.003409573	0.0466105	0.518406	0.434984
8742	0	-37.3604	-57.4834	20.1229	1	0	0	1	0	0	0	0.0001014139	0.0008030127	0	0.0002220923	0.002777035	0.518979	0.0481482	0.432873
8743	1	-45.2816	-57.9789	12.6973	0	1	1	1	0	0	0.0005927222	0	0	0	0.0008925114	0.003409573	0.0206863	0.786263	0.193051
8744	0	-42.2843	-56.3806	14.0962	1	0	1	1	0	0	0	9.52846e-05	0	0	0.0002220923	0.002777035	0.196447	0.131038	0.672515
8745	1	-41.5024	-55.7921	14.2897	1	0	1	1	0	0	0	0.0001866237	0	0	0.0008925114	0.001766191	0.242568	0.230394	0.527039
8746	0	-42.6831	-56.7793	14.0962	1	0	1	1	0	0	0	9.52846e-05	0	0	0.0002220923	0.002777035	0.461521	0.0871132	0.451365
8747	1	-43.7546	-57.4437	13.6891	1	1	1	0	0	0	0	0	0	0.000959683	0.0008925114	0.001766191	0.385503	0.366156	0.248341
8748	0	-43.8926	-57.1555	13.263	1	1	1	0	0	0	0	0	0	0.0009630007	0.000426794	0.002777035	0.556786	0.113563	0.329651
8749	1	-42.4242	-57.457	15.0328	1	1	1	0	0	0	0	0	0	7.316221e-05	0.0004951847	0.001320669	0.515054	0.288961	0.195985
8750	0	-42.1877	-56.2275	14.0398	0	1	1	1	0	0	0.0004519185	0	0	0	0.001103278	0.001611882	0.204194	0.0479119	0.747894
8751	1	-49.3427	-57.4089	8.06618	1	1	1	1	0	0	0	0	0	0	0.0004951847	0.001794339	0.867035	0.0597842	0.0731813
8752	0	-42.5935	-56.9439	14.3504	1	0	1	1	0	0	0	5.214642e-05	0	0	0.001103278	0.001611882	0.264286	0.449881	0.285833
8753	1	-38.6613	-58.6691	20.0077	0	0	1	1	0	0	0.0001429109	0.001619378	0	0	0.0004951847	0.001794339	0.867035	0.0597842	0.0731813
8754	0	-42.5449	-56.9267	14.3819	1	1	0	1	0	0	0	0	1.159436e-05	0	0.001103278	0.001611882	0.264286	0.449881	0.285833
8755	1	-34.093	-55.2981	21.2052	0	1	0	1	0	0	8.559477e-05	0	0.0001355415	0	0.0004951847	0.001794339	0.209877	0.0201623	0.76996
8756	0	-48.0972	-55.5245	7.42727	1	1	1	1	0	0	0	0	0	0	0.001103278	0.002008544	0.0475599	0.209593	0.742847
8757	1	-41.4857	-55.9653	14.4796	1	1	1	0	0	0	0	0	0	1.392268e-05	0.000792683	0.001794339	0.608395	0.0584469	0.333158
8758	0	-48.0319	-55.5424	7.51058	1	1	1	1	0	0	0	0	0	0	0.001103278	0.001901318	0.0405281	0.178605	0.780867
8759	1	-41.3264	-55.8059	14.4795	1	1	1	0	0	0	0	0	0	1.404676e-05	0.000792683	0.001794339	0.185132	0.424102	0.390766
8760	0	-47.9929	-56.0556	8.06273	1	1	1	1	0	0	0	0	0	0	0.000392647	0.001901318	0.0812936	0.609601	0.309105
8761	1	-42.1938	-56.3865	14.1927	1	0	1	1	0	0	0	0.0003172481	0	0	0.000792683	0.001860355	0.275562	0.472696	0.251742
8762	0	-31.8221	-57.3491	25.5269	0	1	0	0	0	0	0.0002199151	0	0.001119302	0.001880984	0.000392647	0.001901318	0.0561302	0.420907	0.522963
8763	1	-42.4263	-56.3572	13.9308	1	1	0	1	0	0	0	0	0.0006542455	0	0.000792683	0.001860355	0.340047	0.113172	0.54678
8764	0	-35.8785	-56.5611	20.6826	0	1	1	0	0	0	7.076676e-06	0	0	0.0008821866	0.000392647	0.001901318	0.0525828	0.457506	0.489911
8765	1	-29.1157	-56.4316	27.3158	0	0	0	1	0	0	0.000161066	0.0008169711	8.988485e-05	0	0.0004150222	0.001728847	0.338998	0.11591	0.545093
8766	0	-47.7827	-55.5079	7.72517	1	1	1	1	0	0	0	0	0	0	0.0008271022	0.001901318	0.0525828	0.457506	0.489911
8767	1	-36.9337	-57.055	20.1213	1	0	1	0	0	0	0	0.0008463436	0	1.92541e-05	0.0004150222	0.002625084	0.588386	0.20113	0.210484
8768	0	-47.9694	-55.6608	7.6914	1	1	1	1	0	0	0	0	0	0	0.0008705635	0.001901318	0.135586	0.417424	0.44699
8769	1	-42.3417	-56.4695	14.1278	1	1	1	0	0	0	0	0	0	1.362311e-05	0.0004150222	0.002625084	0.601493	0.194726	0.203781
8770	0	-41.0101	-55.7139	14.7038	1	1	1	0	0	0	0	0	0	8.76683e-05	0.0003234319	0.001901318	0.3287	0.0682612	0.603039
8771	1	-41.4021	-60.0009	18.5988	0	0	1	1	0	0	0.002735618	8.943805e-05	0	0	0.0004150222	0.002625084	0.641965	0.313072	0.0449628
8772	0	-43.0799	-56.7082	13.6283	1	1	1	0	0	0	0	0	0	0.0008728076	0.0003234319	0.002500364	0.113262	0.367455	0.519283
8773	1	-37.3025	-56.6395	19.337	0	1	1	0	0	0	0.0003158698	0	0	0.000833843	0.001140254	0.002625084	0.0581894	0.0283777	0.913433
8774	0	-37.5596	-57.2904	19.7307	1	1	0	0	0	0	0	0	0.0008943743	0.0005663038	0.0004473087	0.002500364	0.380682	0.256639	0.362679
8775	1	-41.3265	-55.3644	14.0379	1	1	1	0	0	0	0	0	0	0.0001972039	0.0003471579	0.002625084	0.0581894	0.0283777	0.913433
8776	0	-43.0701	-56.0523	12.9822	1	0	1	1	0	0	0	0.001580519	0	0	0.0004473087	0.002500364	0.0955869	0.0786524	0.825761
8777	1	-48.0504	-55.5861	7.53572	1	1	1	1	0	0	0	0	0	0	0.0003471579	0.002625084	0.388189	0.0184344	0.593376
8778	0	-49.3415	-57.093	7.7515	1	1	1	1	0	0	0	0	0	0	0.0001941664	0.002500364	0.64352	0.0310014	0.325479
8779	1	-41.5121	-55.5239	14.0118	1	1	0	1	0	0	0	0	0.0002308722	0	0.0003471579	0.002625084	0.179431	0.00852089	0.812048
8780	0	-44.5684	-58.4647	13.8963	1	0	1	1	0	0	0	0.0006571162	0	0	0.0001941664	0.002500364	0.265232	0.600619	0.134149
8781	1	-41.3718	-55.5435	14.1718	0	1	1	1	0	0	2.489201e-05	0	0	0	0.0003471579	0.002625084	0.35252	0.0167405	0.63074
8782	0	-25.7723	-58.3782	32.6059	0	0	0	0	0	0	0.000189464	0.0008630518	0.0001567652	0.0009502622	0.000309094	0.002500364	0.47104	0.25294	0.27602
8783	1	-34.9245	-55.6011	20.6765	1	1	0	0	0	0	0	0	1.077167e-05	0.0002080505	0.0003471579	0.002625084	0.242439	0.0195867	0.737974
8784	0	-41.1683	-55.499	14.3307	1	1	0	1	0	0	0	0	0.00023376	0	0.000309094	0.002249752	0.0641066	0.100571	0.835322
8785	1	-43.1894	-56.8489	13.6595	1	1	0	1	0	0	0	0	0.0006842065	0	0.0003471579	0.002625084	0.611484	0.0274253	0.361091
8786	0	-30.3941	-57.4792	27.0851	1	0	0	0	0	0	0	0.0001826179	0.0007278317	0.0001337526	0.000309094	0.002155397	0.28871	0.452931	0.258359
8787	1	-28.1851	-60.2612	32.0762	0	0	0	0	0	0	0.001476087	0.0003064428	0.001342413	0.001371504	0.0002386055	0.0009157917	0.749328	0.0336077	0.217064
8788	0	-41.8197	-55.7582	13.9385	1	1	0	1	0	0	0	0	0.0002813753	0	0.0003469962	0.002669067	0.0461875	0.251859	0.701953
8789	1	-40.7249	-59.1869	18.462	0	1	0	0	1	0	0.001476087	0	0.0001760335	0.003995813	0	0.0003932468	0.475311	0.135623	0.389067
8790	0	-30.7526	-56.9786	26.226	1	0	0	0	0	0	0	0.0009995503	0.0004024659	0.0001963423	0.0003469962	0.002669067	0.358492	0.0472185	0.59429
8791	1	-43.1294	-55.9803	12.851	1	1	0	0	1	0	0	0	0.0005176558	0.003938899	0	0.0002405402	0.332204	0.0947895	0.573006
8792	0	-43.1263	-57.0725	13.9462	0	1	1	1	0	0	0.000271428	0	0	0	0.0003469962	0.002669067	0.81663	0.013497	0.169873
8793	1	-30.469	-56.5067	26.0376	1	0	0	0	0	0	0	0.0001075398	0.0005176558	0.003938899	1.397492e-06	0.0002913723	0.588615	0.0583936	0.352992
8794	0	-48.4613	-56.0247	7.56341	1	1	1	1	0	0	0	0	0	0	0.000267536	0.002669067	0.408926	0.00796253	0.583112
8795	1	-42.6246	-55.5317	12.9071	1	1	0	0	1	0	0	0	0.0003946032	0.003938899	0	0.0002913723	0.0829321	0.247867	0.669201
8796	0	-43.7247	-57.0753	13.3506	0	1	1	1	0	0	0.001117444	0	0	0	0.000267536	0.002669067	0.380972	0.155096	0.463932
8797	1	-43.1428	-54.794	11.6512	1	1	0	0	1	0	0	0	0.0003946032	0.005462742	0	0.0003838808	0.0614737	0.430791	0.507735
8798	0	-33.2589	-58.2577	24.9988	1	0	0	0	0	0	0	0.0006218821	0.001701734	0.0009337022	0.000267536	0.002669067	0.426972	0.0530786	0.519949
8799	1	-42.6805	-54.4825	11.8021	1	1	0	0	1	0	0	0	0.0006450393	0.00469314	0	0.0007088996	0.0130859	0.376569	0.610345
8800	0	-42.6851	-56.7426	14.0575	0	1	1	1	0	0	0.0002076535	0	0	0	0.000267536	0.002669067	0.608136	0.0598263	0.332038
8801	1	-41.8039	-53.6974	11.8935	1	1	0	0	1	0	0	0	0.0006450393	0.004575388	0	0.0007088996	0.00327149	0.844142	0.152587
8802	0	-44.4199	-58.1523	13.7323	1	1	1	0	0	0	0	0	0	0.0007150077	0.0001786489	0.002669067	0.608136	0.0598263	0.332038
8803	1	-42.7262	-53.4797	10.7535	1	1	0	0	1	0	0	0	0.00211231	0.004575388	0	0.0007088996	0.00327149	0.844142	0.152587
8804	0	-42.3614	-56.6824	14.321	1	1	1	0	0	0	0	0	0	0.0003718062	0.0008440392	0.001589305	0.608136	0.0598263	0.332038
8805	1	-45.0196	-54.0231	9.00346	1	1	0	0	1	0	0	0	0.00211231	0.006827761	0	0.0007088996	0.00335496	0.86568	0.130965
8806	0	-33.1687	-58.6076	25.4389	0	1	0	0	0	0	0.00153302	0	0.000539561	0.001268623	0.0002994397	0.001986839	0.608136	0.0598263	0.332038
8807	1	-39.0314	-56.9835	17.9521	1	0	0	0	1	0	0	0.001493998	0.00211231	0.002190726	0	0.0009004153	0.502315	0.432286	0.0653989
8808	0	-36.644	-56.5215	19.8774	0	1	0	1	0	0	0.00153302	0	7.368211e-05	0	0.0006259735	0.001986839	0.505068	0.0370922	0.45784
8809	1	-36.3503	-55.8623	19.5119	1	1	0	0	0	0	0	0	0.00211231	0.002190726	6.012638e-05	0.0003268095	0.226224	0.724948	0.0488286
8810	0	-47.0247	-54.8397	7.81499	1	1	1	1	0	0	0	0	0	0	0.0006259735	0.001986839	0.120265	0.109348	0.770387
8811	1	-37.4316	-56.1207	18.6891	1	0	0	0	1	0	0	0.001193045	0.002018667	0.002190726	0	0.0003464957	0.0315771	0.605859	0.362564
8812	0	-34.5376	-55.1446	20.607	0	1	0	1	0	0	6.938369e-05	0	8.100452e-05	0	0.0006259735	0.002504184	0.224031	0.0964501	0.679519
8813	1	-35.8654	-55.3787	19.5132	1	0	0	0	1	0	0	0.0001323696	0.002018667	0.002190726	0	0.0003464957	0.0489111	0.88743	0.0636587
8814	0	-41.8748	-55.8623	13.9875	0	1	1	1	0	0	0.000104161	0	0	0	0.0006259735	0.002504184	0.262289	0.433172	0.304538
8815	1	-37.2083	-55.8883	18.68	1	0	0	0	1	0	0	0.0006502846	0.002018667	0.002190726	0	0.000900987	0.0565987	0.869737	0.0736642
8816	0	-48.3346	-55.605	7.27042	1	1	1	1	0	0	0	0	0	0	0.0008095097	0.002504184	0.360997	0.219859	0.419145
8817	1	-32.5534	-56.5943	24.0409	0	0	0	0	1	0	0.0006312902	0.002061096	0.002018667	0.002190726	0	0.000524931	0.0565987	0.869737	0.0736642
8818	0	-48.8729	-56.1433	7.27042	1	1	1	1	0	0	0	0	0	0	0.0008095097	0.002504184	0.469433	0.2859	0.244667
8819	1	-42.9813	-54.2307	11.2494	1	1	0	0	1	0	0	0	0.002018667	0.004211816	0	0.0005279066	0.393096	0.299146	0.307758
8820	0	-30.1175	-56.5814	26.4638	0	0	1	0	0	0	0.0003200442	0.0002022047	0	0.0004724242	0.0008095097	0.002504184	0.078951	0.543897	0.377152
8821	1	-35.8758	-54.5659	18.6901	1	0	0	0	1	0	0	0.000209449	0.001161678	0.004211816	0	0.0001647183	0.812684	0.169274	0.0180417
