Iteration	Posterior	Likelihood	Prior	prob_rate_12	prob_rate_13	prob_rate_21	prob_rate_23	prob_rate_31	prob_rate_32	rate_12	rate_13	rate_21	rate_23	rate_31	rate_32	rf[1]	rf[2]	rf[3]
47	-20.2419	-15.7797	-4.46214	0	1	0	1	0	0	9.593514e-05	0	0.002249277	0	8.098901e-05	0.03311927	0.0782977	0.35419	0.567513
48	-27.3789	-16.177	-11.2019	0	1	0	1	1	0	9.593514e-05	0	0.002249277	0	0	0.0333088	0.0557072	0.223029	0.721264
49	-23.1392	-18.0667	-5.07253	0	1	0	1	0	0	0.0001610482	0	0.002473911	0	0.0003873094	0.0333088	0.321149	0.164006	0.514845
50	-25.2241	-13.9453	-11.2787	0	1	0	1	0	0	0.0001359936	0	0.004985477	0	0.0004731793	0.03872401	0.0492056	0.20132	0.749475
51	-24.4692	-22.0301	-2.43906	0	1	0	1	0	0	0.0002007917	0	0.005728392	0	0.000371316	0.02664119	0.133248	0.467173	0.399579
52	-25.5735	-17.7793	-7.79419	0	1	0	1	0	0	0.0003029254	0	0.003950493	0	0.0005693207	0.0350112	0.12017	0.42132	0.45851
53	-23.6786	-32.4241	8.74556	0	1	0	1	0	0	0.000246256	0	0.003950493	0	0.0005693207	0.0137806	0.0176947	0.565467	0.416839
54	-24.2517	-33.1286	8.87695	0	1	0	1	0	0	0.0003009548	0	0.002248536	0	0.0006161362	0.01521193	0.00740268	0.701931	0.290666
55	-24.1271	-33.1033	8.97616	0	1	0	1	0	0	0.0003401455	0	0.002081661	0	0.0006161362	0.01521193	0.0324896	0.431454	0.536056
56	-23.5735	-34.403	10.8296	0	1	0	1	0	0	0.0003826902	0	0.002081661	0	0.0004450261	0.01295509	0.0815623	0.166198	0.75224
57	-23.9902	-34.8846	10.8944	0	1	0	1	0	0	0.0001734929	0	0.002081661	0	0.0004450261	0.01308079	0.463105	0.421084	0.115811
58	-20.9632	-25.1154	4.15221	0	1	0	1	0	0	0.0002173094	0	0.00290116	0	0.0001618628	0.02117814	0.403079	0.366504	0.230416
59	-21.4204	-22.9028	1.48232	0	1	0	1	0	0	0.0002173094	0	0.00290116	0	0.0003589145	0.02441734	0.191575	0.245591	0.562834
60	-22.7356	-24.6728	1.93725	0	1	0	1	0	0	0.0001699761	0	0.002217837	0	0.0005040629	0.02441734	0.367455	0.284196	0.348349
61	-21.5365	-26.5085	4.97204	0	1	0	1	0	0	0.0001143085	0	0.00336044	0	0.0003303414	0.01959823	0.494053	0.301586	0.204361
62	-21.645	-24.5819	2.93681	0	1	0	1	0	0	0.0001143085	0	0.002970929	0	0.0003303414	0.02260716	0.406446	0.425431	0.168123
63	-22.9825	-24.6975	1.71497	0	1	0	1	0	0	0.0001630642	0	0.00462335	0	0.0002705109	0.02253837	0.40483	0.426589	0.168581
64	-21.3948	-23.4749	2.08005	0	1	0	1	0	0	0.0002326018	0	0.002128008	0	0.0003038177	0.02446099	0.172852	0.182142	0.645007
65	-20.9021	-26.17	5.26789	0	1	0	1	0	0	0.0002755889	0	0.002589281	0	0.0002480778	0.01990961	0.0944917	0.353141	0.552368
66	-20.2008	-25.58	5.37924	0	1	0	1	0	0	0.0001690814	0	0.002526012	0	0.0002745382	0.01990961	0.039196	0.325387	0.635417
67	-20.074	-25.9499	5.87587	0	1	0	1	0	0	0.0001190845	0	0.002581954	0	0.0002568453	0.01928217	0.068447	0.473006	0.458547
68	-21.4424	-20.871	-0.571403	0	1	0	1	0	0	0.0001190845	0	0.00373391	0	0.0003144228	0.02637053	0.068447	0.473006	0.458547
69	-21.647	-21.7505	0.10355	0	1	0	1	0	0	0.0002203938	0	0.00280057	0	0.0002777633	0.02637053	0.224677	0.393679	0.381644
70	-20.5795	-22.7695	2.18998	0	1	0	1	0	0	0.0001138189	0	0.003815458	0	0.0002998038	0.02275486	0.130786	0.154189	0.715025
71	-20.9238	-24.0655	3.14176	0	1	0	1	0	0	0.0002527611	0	0.002553728	0	0.000197614	0.02275486	0.403055	0.199421	0.397524
72	-22.4808	-22.5684	0.0876176	0	1	0	1	0	0	0.0004163651	0	0.002553728	0	0.0001501001	0.02656957	0.326242	0.351993	0.321765
73	-20.0641	-27.0885	7.02438	0	1	0	1	0	0	0.0001586662	0	0.003341796	0	0.000186258	0.01707517	0.274471	0.0726187	0.65291
74	-20.4121	-29.3204	8.90829	0	1	0	1	0	0	0.0001586662	0	0.003625303	0	0.0001463975	0.01440685	0.162981	0.0630112	0.774008
75	-27.3179	-29.3449	2.02691	0	1	0	1	1	0	0.0002077082	0	0.003625303	0	0	0.01479504	0.183905	0.071101	0.744994
76	-27.3128	-29.3397	2.02691	0	1	0	1	1	0	0.0002077082	0	0.003625303	0	0	0.01479504	0.179721	0.0714655	0.748814
77	-27.3128	-29.3397	2.02691	0	1	0	1	1	0	0.0002077082	0	0.003625303	0	0	0.01479504	0.179721	0.0714655	0.748814
78	-22.018	-28.8005	6.78247	0	1	0	1	0	0	0.0003048614	0	0.003625303	0	0.0003437378	0.01679933	0.321845	0.13961	0.538545
79	-24.3016	-21.4579	-2.84366	0	1	0	1	0	0	0.0002538056	0	0.002388652	0	0.0003437378	0.03047623	0.606524	0.263098	0.130378
80	-23.9197	-20.7936	-3.12619	0	1	0	1	0	0	0.0002095478	0	0.002910577	0	0.0002296962	0.03047623	0.656039	0.284577	0.059384
81	-21.0692	-28.6778	7.60863	0	1	0	1	0	0	0.000216217	0	0.002910577	0	0.00016493	0.01671822	0.121949	0.633474	0.244577
82	-20.6119	-20.3477	-0.26421	0	1	0	1	0	0	0.0002203818	0	0.002238998	0	0.0001702863	0.02751291	0.21483	0.0302691	0.754901
83	-21.0197	-29.7833	8.76353	0	1	0	1	0	0	0.0002203818	0	0.001337213	0	0.0001443211	0.01682162	0.21483	0.0302691	0.754901
84	-20.3192	-31.0025	10.6833	0	1	0	1	0	0	0.0001779521	0	0.001332323	0	0.0001006864	0.01444176	0.0684085	0.0234702	0.908121
85	-19.0268	-29.7959	10.7691	0	1	0	1	0	0	6.752717e-05	0	0.001332323	0	0.0001006864	0.01444176	0.00715525	0.00742882	0.985416
86	-18.8769	-23.2415	4.36458	0	1	0	1	0	0	6.248724e-05	0	0.001332323	0	0.0001134938	0.02267685	0.0598159	0.0856438	0.85454
87	-18.1147	-24.5879	6.4732	0	1	0	1	0	0	6.365882e-05	0	0.001332323	0	5.59725e-05	0.02001932	0.0598159	0.0856438	0.85454
88	-18.0609	-25.5468	7.48587	0	1	0	1	0	0	5.066107e-05	0	0.001393405	0	5.753816e-05	0.01866632	0.109908	0.157366	0.732726
89	-19.2532	-26.5458	7.29256	0	1	0	1	0	0	4.301078e-05	0	0.002775548	0	3.552872e-05	0.01756265	0.747316	0.0627057	0.189978
90	-19.7	-22.4364	2.73641	0	1	0	1	0	0	3.070026e-05	0	0.004026936	0	3.552872e-05	0.0221875	0.496792	0.122979	0.380229
91	-19.8949	-19.839	-0.0559085	0	1	0	1	0	0	5.73016e-05	0	0.004026936	0	4.536862e-05	0.02574488	0.399126	0.0988026	0.502071
92	-19.1377	-20.1061	0.968367	0	1	0	1	0	0	5.514804e-05	0	0.002710808	0	4.536862e-05	0.02574488	0.361439	0.340848	0.297713
93	-19.5426	-21.4511	1.90855	0	1	0	1	0	0	3.989579e-05	0	0.003449434	0	6.992544e-05	0.0237869	0.311662	0.37292	0.315418
94	-18.7401	-21.4796	2.73957	0	1	0	1	0	0	5.513625e-05	0	0.002839161	0	9.89897e-05	0.02328331	0.213714	0.25572	0.530566
95	-19.0924	-25.4087	6.31632	0	1	0	1	0	0	5.351893e-05	0	0.002839161	0	4.368898e-05	0.01873682	0.0610962	0.695923	0.242981
96	-17.8884	-24.5734	6.68498	0	1	0	1	0	0	1.797094e-05	0	0.002312174	0	6.980816e-05	0.01879875	0.12411	0.339759	0.536131
97	-17.7448	-21.4407	3.69593	0	1	0	1	0	0	2.653525e-05	0	0.002708053	0	5.242807e-05	0.02225871	0.182908	0.0761388	0.740954
98	-18.0177	-20.1214	2.10367	0	1	0	1	0	0	2.911186e-05	0	0.002708053	0	6.806513e-05	0.02428979	0.182908	0.0761388	0.740954
99	-17.6648	-20.4717	2.80685	0	1	0	1	0	0	2.067555e-05	0	0.00181716	0	6.237696e-05	0.02428979	0.174215	0.0769488	0.748836
100	-18.0034	-20.5881	2.58469	0	1	0	1	0	0	1.523704e-05	0	0.00127239	0	3.576729e-05	0.02515254	0.286447	0.10058	0.612973
101	-18.1303	-20.7817	2.65141	0	1	0	1	0	0	1.955537e-05	0	0.00127239	0	3.576729e-05	0.02506235	0.338996	0.0931726	0.567832
102	-18.0576	-21.6622	3.60458	0	1	0	1	0	0	2.873205e-05	0	0.00127239	0	3.065003e-05	0.02383153	0.338996	0.0931726	0.567832
103	-18.6496	-27.1357	8.48604	0	1	0	1	0	0	1.906116e-05	0	0.00127239	0	3.602711e-05	0.0175532	0.574733	0.157965	0.267302
104	-18.9105	-28.4889	9.57842	0	1	0	1	0	0	2.129653e-05	0	0.001201905	0	3.538019e-05	0.01621616	0.571072	0.159325	0.269603
105	-18.2012	-27.3516	9.15041	0	1	0	1	0	0	3.499952e-05	0	0.001743559	0	3.088749e-05	0.01621616	0.26339	0.33597	0.40064
106	-22.7015	-25.2251	2.52363	0	1	0	1	1	0	2.90348e-05	0	0.001743559	0	0	0.01621616	0.190452	0.403924	0.405624
107	-22.4711	-25.0825	2.61137	0	1	0	1	1	0	2.90348e-05	0	0.00163063	0	0	0.01621616	0.154917	0.328559	0.516524
108	-22.7843	-25.3956	2.61137	0	1	0	1	1	0	2.90348e-05	0	0.00163063	0	0	0.01621616	0.242011	0.380343	0.377645
109	-22.25	-24.8614	2.61137	0	1	0	1	1	0	2.90348e-05	0	0.00163063	0	0	0.01621616	0.167374	0.188331	0.644295
110	-22.1889	-24.8002	2.61137	0	1	0	1	1	0	2.90348e-05	0	0.00163063	0	0	0.01621616	0.114843	0.200213	0.684944
111	-22.4139	-25.0184	2.60451	0	1	0	1	1	0	3.787279e-05	0	0.00163063	0	0	0.01621616	0.216748	0.177163	0.606088
112	-23.272	-25.8765	2.60451	0	1	0	1	1	0	3.787279e-05	0	0.00163063	0	0	0.01621616	0.091895	0.651141	0.256964
113	-23.2884	-25.8929	2.60451	0	1	0	1	1	0	3.787279e-05	0	0.00163063	0	0	0.01621616	0.106667	0.640549	0.252784
114	-23.0245	-25.629	2.60451	0	1	0	1	1	0	3.787279e-05	0	0.00163063	0	0	0.01621616	0.138885	0.531982	0.329133
115	-24.0226	-26.6271	2.6045	0	1	0	1	1	0	3.788343e-05	0	0.00163063	0	0	0.01621616	0.389472	0.489225	0.121303
116	-23.8412	-26.4457	2.6045	0	1	0	1	1	0	3.788343e-05	0	0.00163063	0	0	0.01621616	0.388799	0.465768	0.145433
117	-23.8347	-26.4392	2.6045	0	1	0	1	1	0	3.788343e-05	0	0.00163063	0	0	0.01621616	0.38482	0.4688	0.14638
118	-23.6902	-26.6215	2.93128	0	1	0	1	1	0	3.378468e-05	0	0.001214141	0	0	0.01621616	0.117159	0.672773	0.210069
119	-23.0275	-26.1261	3.09862	0	1	0	1	1	0	3.378468e-05	0	0.001214141	0	0	0.01600079	0.155638	0.427223	0.417139
120	-23.0134	-26.112	3.09862	0	1	0	1	1	0	3.378468e-05	0	0.001214141	0	0	0.01600079	0.143652	0.433287	0.423061
121	-21.9954	-24.5938	2.59836	0	1	0	1	1	0	3.378468e-05	0	0.001858003	0	0	0.01600079	0.103432	0.0208363	0.875732
122	-22.0214	-24.6177	2.59626	0	1	0	1	1	0	3.648472e-05	0	0.001858003	0	0	0.01600079	0.103432	0.0208363	0.875732
123	-22.0637	-24.6599	2.59626	0	1	0	1	1	0	3.648472e-05	0	0.001858003	0	0	0.01600079	0.0991522	0.0613472	0.839501
124	-22.1267	-24.8847	2.75801	0	1	0	1	1	0	3.648472e-05	0	0.001649819	0	0	0.01600079	0.137985	0.0587027	0.803313
125	-22.0155	-24.7735	2.75801	0	1	0	1	1	0	3.648472e-05	0	0.001649819	0	0	0.01600079	0.0560398	0.0461433	0.897817
126	-22.7838	-25.5418	2.75801	0	1	0	1	1	0	3.648472e-05	0	0.001649819	0	0	0.01600079	0.00770157	0.575897	0.416401
127	-22.7797	-25.7043	2.92458	0	1	0	1	1	0	2.978755e-05	0	0.001442139	0	0	0.01600079	0.00770157	0.575897	0.416401
128	-22.9682	-25.7452	2.77701	0	1	0	1	1	0	2.978755e-05	0	0.001632068	0	0	0.01600079	0.0154665	0.660436	0.324097
129	-22.9248	-25.7019	2.77701	0	1	0	1	1	0	2.978755e-05	0	0.001632068	0	0	0.01600079	0.0161522	0.645382	0.338465
130	-22.5791	-24.967	2.38796	0	1	0	1	0	0	4.148967e-05	0	0.001632068	0	0.0003109607	0.02474461	0.0383141	0.878995	0.0826906
131	-22.6507	-23.5865	0.935759	0	1	0	1	0	0	3.682329e-05	0	0.001356685	0	0.0003170813	0.02688758	0.0547113	0.733185	0.212103
132	-20.662	-24.6714	4.00937	0	1	0	1	0	0	2.545432e-05	0	0.001393433	0	0.0002683177	0.02295511	0.0333768	0.538274	0.428349
133	-19.7477	-23.1373	3.38956	0	1	0	1	0	0	1.618312e-05	0	0.002088164	0	0.0003805828	0.02295511	0.0119836	0.0983626	0.889654
134	-20.1915	-21.2423	1.05087	0	1	0	1	0	0	1.618312e-05	0	0.002088164	0	0.0003805828	0.02596509	0.0112408	0.154255	0.834505
135	-21.0037	-12.7938	-8.20991	0	1	0	1	0	0	1.102021e-05	0	0.002251228	0	0.0001911704	0.03791556	0.0112408	0.154255	0.834505
136	-25.078	-13.6679	-11.4101	0	1	0	1	1	0	1.135512e-05	0	0.002251228	0	0	0.03365937	0.0176119	0.241684	0.740704
137	-19.972	-14.444	-5.52797	0	1	0	1	0	0	1.135512e-05	0	0.003134113	0	0.0001123933	0.03365937	0.0765832	0.23804	0.685377
138	-26.699	-1.30081	-25.3982	0	1	0	1	1	0	1.194981e-05	0	0.003134113	0	0	0.0507791	0.0335192	0.666503	0.299978
139	-26.1352	-0.736985	-25.3982	0	1	0	1	1	0	1.194981e-05	0	0.003134113	0	0	0.0507791	0.251337	0.221487	0.527176
140	-26.2047	-0.806527	-25.3982	0	1	0	1	1	0	1.194981e-05	0	0.003134113	0	0	0.0507791	0.270162	0.238077	0.49176
141	-26.0027	-0.604549	-25.3982	0	1	0	1	1	0	1.194981e-05	0	0.003134113	0	0	0.0507791	0.106809	0.291364	0.601827
142	-26.0027	-0.604549	-25.3982	0	1	0	1	1	0	1.194981e-05	0	0.003134113	0	0	0.0507791	0.106809	0.291364	0.601827
143	-25.6032	-0.205015	-25.3982	0	1	0	1	1	0	1.194981e-05	0	0.003134113	0	0	0.0507791	0.0796635	0.0229344	0.897402
144	-25.9896	-0.591464	-25.3982	0	1	0	1	1	0	1.194981e-05	0	0.003134113	0	0	0.0507791	0.303012	0.0872345	0.609753
145	-26.5954	-1.19719	-25.3982	0	1	0	1	1	0	1.194981e-05	0	0.003134113	0	0	0.0507791	0.165347	0.501925	0.332728
146	-26.5954	-1.19719	-25.3982	0	1	0	1	1	0	1.194981e-05	0	0.003134113	0	0	0.0507791	0.165347	0.501925	0.332728
147	-26.0434	-0.645255	-25.3982	0	1	0	1	1	0	1.194981e-05	0	0.003134113	0	0	0.0507791	0.104614	0.317565	0.577821
148	-25.9743	-0.576145	-25.3982	0	1	0	1	1	0	1.194981e-05	0	0.003134113	0	0	0.0507791	0.0817223	0.299111	0.619166
149	-29.6916	-5.50564	-24.1859	0	1	0	1	1	0	1.194981e-05	0	0.002827606	0	0	0.0495254	0.0137945	0.741313	0.244893
150	-27.9442	-11.373	-16.5712	0	1	0	1	1	0	1.194981e-05	0	0.002845934	0	0	0.03970667	0.0129425	0.757289	0.229769
151	-28.0199	-11.4488	-16.5711	0	1	0	1	1	0	1.179961e-05	0	0.002845934	0	0	0.03970667	0.0129425	0.757289	0.229769
152	-26.8886	-10.3174	-16.5711	0	1	0	1	1	0	1.179961e-05	0	0.002845934	0	0	0.03970667	0.0401198	0.247636	0.712245
153	-27.4236	-8.96789	-18.4557	0	1	0	1	1	0	1.179961e-05	0	0.002845934	0	0	0.04213223	0.0451406	0.301679	0.653181
154	-25.4176	-14.0828	-11.3349	0	1	0	1	1	0	1.179961e-05	0	0.002845934	0	0	0.03296741	0.0334689	0.305366	0.661165
155	-25.1631	-13.8531	-11.31	0	1	0	1	1	0	1.179961e-05	0	0.002813899	0	0	0.03296741	0.0248559	0.129184	0.84596
156	-24.0464	-19.5735	-4.4729	0	1	0	1	1	0	1.140476e-05	0	0.002813899	0	0	0.02416825	0.0341835	0.0294991	0.936317
157	-24.3139	-19.841	-4.4729	0	1	0	1	1	0	1.140476e-05	0	0.002813899	0	0	0.02416825	0.0506713	0.232774	0.716555
158	-24.0416	-19.5687	-4.4729	0	1	0	1	1	0	1.140476e-05	0	0.002813899	0	0	0.02416825	0.00370475	0.0554565	0.940839
159	-24.831	-20.3581	-4.4729	0	1	0	1	1	0	1.140476e-05	0	0.002813899	0	0	0.02416825	0.00122116	0.571527	0.427252
160	-24.6979	-21.6768	-3.02106	0	1	0	1	1	0	1.140476e-05	0	0.002813899	0	0	0.02229967	0.00122116	0.571527	0.427252
161	-22.9001	-13.0037	-9.89633	0	1	0	1	1	0	1.140476e-05	0	0.003669444	0	0	0.03029286	0.00121203	0.574731	0.424057
162	-22.9018	-13.0055	-9.89633	0	1	0	1	1	0	1.140476e-05	0	0.003669444	0	0	0.03029286	0.00297698	0.573715	0.423308
163	-22.9018	-13.0055	-9.89633	0	1	0	1	1	0	1.140476e-05	0	0.003669444	0	0	0.03029286	0.00297698	0.573715	0.423308
164	-22.1078	-12.2114	-9.89638	0	1	0	1	1	0	1.146045e-05	0	0.003669444	0	0	0.03029286	0.000502719	0.0629515	0.936546
165	-22.2108	-12.3144	-9.89638	0	1	0	1	1	0	1.146045e-05	0	0.003669444	0	0	0.03029286	0.0012286	0.153848	0.844924
166	-22.2152	-12.3188	-9.89638	0	1	0	1	1	0	1.146045e-05	0	0.003669444	0	0	0.03029286	0.00560699	0.153173	0.84122
167	-22.5497	-12.6534	-9.89638	0	1	0	1	1	0	1.146045e-05	0	0.003669444	0	0	0.03029286	0.085706	0.312286	0.602008
168	-22.5745	-12.6781	-9.89638	0	1	0	1	1	0	1.146045e-05	0	0.003669444	0	0	0.03029286	0.0836111	0.329096	0.587293
169	-21.1823	-19.3566	-1.82573	0	1	0	1	1	0	1.146045e-05	0	0.003669444	0	0	0.01990563	0.0836111	0.329096	0.587293
170	-21.35	-19.5242	-1.82573	0	1	0	1	1	0	1.146045e-05	0	0.003669444	0	0	0.01990563	0.101978	0.401388	0.496634
171	-21.1304	-19.3047	-1.82573	0	1	0	1	1	0	1.146045e-05	0	0.003669444	0	0	0.01990563	0.127009	0.254453	0.618538
172	-21.0569	-19.2311	-1.82573	0	1	0	1	1	0	1.146045e-05	0	0.003669444	0	0	0.01990563	0.216916	0.11732	0.665764
173	-21.454	-19.6283	-1.82573	0	1	0	1	1	0	1.146045e-05	0	0.003669444	0	0	0.01990563	0.145816	0.406643	0.447542
174	-21.5147	-19.6889	-1.82573	0	1	0	1	1	0	1.146045e-05	0	0.003669444	0	0	0.01990563	0.0554226	0.523361	0.421216
175	-21.5219	-19.6962	-1.82573	0	1	0	1	1	0	1.146045e-05	0	0.003669444	0	0	0.01990563	0.127542	0.454295	0.418164
176	-21.5219	-19.6962	-1.82573	0	1	0	1	1	0	1.146045e-05	0	0.003669444	0	0	0.01990563	0.127542	0.454295	0.418164
177	-21.0463	-19.3111	-1.73518	0	1	0	1	1	0	1.146045e-05	0	0.003669444	0	0	0.01978909	0.202004	0.135698	0.662298
178	-24.0429	-18.9905	-5.05246	0	1	0	1	1	0	1.146045e-05	0	0.003669444	0	0	0.02405856	0.338604	0.616296	0.0451002
179	-28.2275	-22.9711	-5.25642	0	1	0	1	1	0	1.146045e-05	0	0.003931952	0	0	0.02405856	0.338604	0.616296	0.0451002
180	-27.4503	-27.2363	-0.214007	0	1	0	1	1	0	8.444283e-06	0	0.003931952	0	0	0.0175718	0.727371	0.0663844	0.206245
181	-27.4142	-27.8069	0.392647	0	1	0	1	1	0	6.817368e-06	0	0.003931952	0	0	0.01679264	0.392668	0.495992	0.11134
