Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	alpha_ofbeta	beta_ofbeta	br_len_lambda	cats[1]	cats[2]	cats[3]	cats[4]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
1143	1	-426.928	-414.291	-12.6371	451149.9	18.52734	23.28104	11.59511	0.351804	0.420548	0.469518	0.541108	0.0587532	0.114273	0.5653	0.261673	0.998108	0.999516	1.00048	1.00189	2.794828
1144	0	-427.793	-411.856	-15.9369	531161.5	2.688948	4.779363	7.305957	0.203129	0.330527	0.435063	0.58972	0.0148363	0.479189	0.0745378	0.431437	0.998256	0.999554	1.00044	1.00174	3.388406
1145	1	-422.371	-414.319	-8.05207	108267.4	7.952262	13.95494	11.18397	0.25375	0.339102	0.403754	0.501228	0.0865597	0.383327	0.0517378	0.478376	0.99614	0.999011	1.00098	1.00387	2.566381
1146	0	-417.089	-409.705	-7.38453	118454.2	1.714788	2.07099	12.06072	0.224894	0.396515	0.535618	0.719842	0.187631	0.46652	0.336624	0.00922518	0.996309	0.999054	1.00094	1.0037	2.666688
1147	1	-412.538	-402.583	-9.9553	939201.7	9.142112	9.242953	10.36564	0.359329	0.461161	0.533753	0.635864	0.325551	0.432899	0.165996	0.0755544	0.998689	0.999665	1.00033	1.00131	2.76046
1148	0	-428.69	-414.975	-13.7152	352546.3	2.736743	2.676163	9.338461	0.28158	0.44324	0.565582	0.725943	0.335281	0.112105	0.162371	0.390243	0.99786	0.999452	1.00055	1.00214	3.258864
1149	1	-429.104	-410.934	-18.1698	589833.5	14.16117	13.51556	7.935649	0.395452	0.481103	0.541074	0.62588	0.589393	0.00630196	0.28011	0.124195	0.998345	0.999577	1.00042	1.00166	3.474188
1150	0	-425.808	-412.316	-13.492	31881.63	4.76808	9.439537	10.66067	0.213651	0.311837	0.389636	0.508423	0.0921788	0.198953	0.084254	0.624614	0.99289	0.998173	1.00181	1.00713	3.136344
1151	1	-424.933	-404.8	-20.1327	379675.6	19.44181	21.53211	10.06281	0.379989	0.45051	0.500198	0.572021	0.21034	0.444784	0.177839	0.167038	0.997938	0.999472	1.00053	1.00206	3.539231
1152	0	-422.527	-408.976	-13.5513	657312.9	4.57891	5.218651	10.20411	0.29512	0.423589	0.519505	0.653334	0.190902	0.377537	0.136512	0.295048	0.998433	0.999599	1.0004	1.00157	3.193097
1153	1	-429.012	-412.131	-16.8807	977255.5	16.98439	19.41731	11.27831	0.367416	0.441575	0.494121	0.570179	0.462838	0.0909098	0.443898	0.00235414	0.998714	0.999671	1.00033	1.00129	3.222097
1154	0	-423.814	-414.542	-9.27258	124170.7	1.858345	5.48395	10.53191	0.135495	0.244706	0.34304	0.50059	0.0476886	0.00337356	0.457092	0.491846	0.996395	0.999076	1.00092	1.00361	2.803611
1155	1	-417.873	-410.719	-7.15377	976813.1	10.11807	12.20682	13.91192	0.331628	0.422999	0.489093	0.584542	0.24873	0.028958	0.431765	0.290547	0.998714	0.999671	1.00033	1.00129	2.474094
1156	0	-433.28	-416.084	-17.1957	684236.8	2.345278	4.713541	9.291167	0.182751	0.308041	0.41366	0.572684	0.124008	0.0306668	0.521931	0.323394	0.998464	0.999607	1.00039	1.00154	3.615325
1157	1	-427.309	-411.641	-15.6679	774306.5	8.866359	17.83875	9.009287	0.235803	0.311689	0.369468	0.457898	0.0731126	0.0541875	0.151656	0.721044	0.998556	0.999631	1.00037	1.00144	3.234206
1158	0	-424.517	-409.239	-15.2783	268297.4	1.646589	1.684031	10.36394	0.239884	0.423267	0.568927	0.753875	0.181847	0.265077	0.4971	0.0559763	0.997547	0.999372	1.00063	1.00246	3.419285
1159	1	-429.42	-415.027	-14.3923	473254.6	11.46206	15.40131	12.49627	0.317441	0.400279	0.460517	0.548805	0.320342	0.0277287	0.231923	0.420007	0.998153	0.999527	1.00047	1.00185	3.036573
1160	0	-420.193	-404.054	-16.1393	375023.5	6.44919	7.013414	7.950844	0.324698	0.439299	0.522841	0.640183	0.231256	0.41327	0.155898	0.199576	0.997925	0.999469	1.00053	1.00208	3.398496
1161	1	-434.204	-419.814	-14.3901	520409.1	4.904721	5.16821	8.03353	0.312199	0.441103	0.536017	0.667031	0.220012	0.664789	0.0713542	0.0438445	0.998239	0.999549	1.00045	1.00176	3.228413
1162	0	-425.483	-411.695	-13.7887	779422.9	13.36069	11.58839	12.34451	0.411667	0.502162	0.565009	0.652691	0.0631126	0.719414	0.176575	0.0408979	0.998561	0.999632	1.00037	1.00144	3.010305
1163	1	-421.958	-407.268	-14.6903	354482.3	6.915848	8.427278	10.29986	0.309049	0.415717	0.494222	0.606715	0.369723	0.122962	0.109055	0.39826	0.997866	0.999454	1.00054	1.00214	3.24822
1164	0	-425.344	-412.978	-12.3656	659510.6	7.011016	7.969327	10.10717	0.322047	0.431043	0.510594	0.623444	0.358629	0.152217	0.238749	0.250404	0.998435	0.9996	1.0004	1.00157	3.025883
1165	1	-420.645	-408.601	-12.0442	330311.4	8.36675	5.670564	10.28175	0.428235	0.546717	0.627484	0.733804	0.560589	0.0242502	0.0942677	0.320893	0.997789	0.999434	1.00056	1.00221	3.003982
1166	0	-440.67	-423.973	-16.6979	344045.2	11.42306	17.76852	8.174173	0.290114	0.3678	0.425009	0.510207	0.532717	0.122961	0.29428	0.050042	0.997834	0.999446	1.00055	1.00217	3.28793
1167	1	-419.969	-407.478	-12.4909	126013.8	5.159696	7.396456	11.60577	0.265841	0.377556	0.462648	0.586626	0.111155	0.152106	0.639279	0.0974595	0.996422	0.999083	1.00091	1.00358	3.034147
1168	0	-429.556	-412.76	-16.7958	40861.84	13.49068	19.26476	10.32622	0.313153	0.388269	0.442846	0.523463	0.173288	0.242334	0.535109	0.0492686	0.993719	0.998387	1.0016	1.0063	3.282863
1169	1	-427.387	-413.182	-14.2047	877103.9	9.148249	10.98271	11.21954	0.327225	0.42279	0.492154	0.59205	0.19297	0.317243	0.0626678	0.42712	0.998643	0.999653	1.00035	1.00136	3.13117
1170	0	-426.451	-414.284	-12.1672	727940.1	9.820388	9.531474	10.7809	0.371383	0.471502	0.542396	0.641781	0.239781	0.478383	0.0858338	0.196002	0.998511	0.999619	1.00038	1.00149	2.962859
1171	1	-431.037	-414.174	-16.8631	789063.1	11.99283	11.53883	10.27105	0.384714	0.476725	0.541458	0.632667	0.445257	0.0673129	0.142603	0.344828	0.998569	0.999634	1.00037	1.00143	3.380714
1172	0	-424.484	-413.188	-11.2968	234385	11.19329	11.91109	11.42986	0.361069	0.452738	0.518011	0.610997	0.239399	0.528166	0.0446025	0.187832	0.997376	0.999328	1.00067	1.00263	2.843064
1173	1	-426.869	-411.174	-15.6947	976737.8	13.58919	14.09547	10.66481	0.376429	0.461321	0.521291	0.606848	0.366593	0.0557319	0.287475	0.2902	0.998714	0.999671	1.00033	1.00129	3.216419
1174	0	-438.023	-424.435	-13.588	24835.86	9.386331	7.036086	10.98947	0.417864	0.527912	0.603674	0.705701	0.0488125	0.773529	0.0802395	0.0974194	0.991946	0.997928	1.00205	1.00808	3.116317
1175	1	-428.315	-416.582	-11.7328	461778.6	13.03848	16.13364	17.96091	0.339335	0.420331	0.478541	0.563207	0.382376	0.224993	0.252864	0.139767	0.99813	0.999522	1.00048	1.00187	2.557432
1176	0	-426.237	-415.211	-11.026	336197.8	9.0108	14.29388	10.10123	0.27631	0.361473	0.424988	0.519672	0.104553	0.441928	0.29102	0.162499	0.997809	0.999439	1.00056	1.00219	2.81083
1177	1	-426.494	-414.745	-11.7486	431405.6	15.62349	10.72375	11.46159	0.468659	0.557969	0.618392	0.700674	0.376391	0.493417	0.0576083	0.0725837	0.998065	0.999505	1.00049	1.00194	2.853752
1178	0	-420.954	-415.351	-5.60264	308658	8.645252	8.813577	12.0069	0.354408	0.458379	0.532713	0.637199	0.434524	0.258599	0.107911	0.198966	0.997713	0.999415	1.00058	1.00229	2.404963
1179	1	-441.37	-421.769	-19.6014	100602.7	7.327997	5.670458	8.029609	0.394003	0.515226	0.599568	0.712231	0.603367	0.101602	0.0165052	0.278526	0.995995	0.998974	1.00102	1.00401	3.840666
1180	0	-424.518	-413.02	-11.4975	18174.28	10.58029	21.09254	10.41996	0.243809	0.314575	0.367903	0.449338	0.221007	0.00745852	0.265108	0.506426	0.990587	0.997576	1.00239	1.00944	2.78206
1181	1	-433.818	-421.478	-12.3397	396046	2.698383	6.582072	11.16639	0.165753	0.273282	0.364692	0.507703	0.343338	0.00637066	0.0756725	0.574619	0.997981	0.999483	1.00052	1.00202	3.063144
1182	0	-419.823	-411.493	-8.33066	381337.9	6.960797	9.342086	10.63413	0.292687	0.394896	0.470882	0.581325	0.067936	0.648492	0.0708745	0.212697	0.997942	0.999474	1.00053	1.00206	2.631874
1183	1	-429.007	-416.562	-12.4453	348496	2.208443	7.70992	7.376634	0.123817	0.216396	0.299598	0.436995	0.0670337	0.0189211	0.522064	0.391981	0.997848	0.999449	1.00055	1.00215	2.890548
1184	0	-418.906	-414.415	-4.49167	939449.4	6.256021	7.905835	15.58533	0.29709	0.406498	0.487757	0.604495	0.294407	0.0577502	0.487897	0.159946	0.998689	0.999665	1.00033	1.00131	2.309043
1185	1	-434.764	-423.974	-10.7901	459400.5	2.435944	3.978962	9.803456	0.20891	0.345852	0.458007	0.620497	0.278254	0.090833	0.186549	0.444364	0.998125	0.99952	1.00048	1.00188	2.949777
1186	0	-428.944	-419.162	-9.78175	52680.71	5.138314	6.089718	10.91788	0.296108	0.417299	0.507613	0.635133	0.0739053	0.525124	0.120099	0.280872	0.994467	0.99858	1.00141	1.00554	2.817261
1187	1	-435.159	-422.524	-12.6356	601557.5	2.794504	2.577601	9.519072	0.290903	0.454568	0.577204	0.736169	0.405486	0.244988	0.0637019	0.285825	0.998362	0.999581	1.00042	1.00164	3.146658
1188	0	-411.579	-403.864	-7.71563	527258.7	7.974124	7.683702	11.0757	0.359823	0.469443	0.547545	0.656084	0.604238	0.00373579	0.357849	0.0341773	0.99825	0.999552	1.00045	1.00175	2.590487
1189	1	-429.803	-419.943	-9.85956	562485.7	6.898623	7.369003	13.47874	0.332047	0.444317	0.525737	0.64007	0.468995	0.0806397	0.280907	0.169458	0.998306	0.999567	1.00043	1.0017	2.743111
1190	0	-417.515	-405.642	-11.8732	382684.1	4.537094	5.464814	10.23197	0.285851	0.412021	0.506928	0.640605	0.122279	0.424501	0.0490851	0.404135	0.997946	0.999474	1.00052	1.00206	3.026646
1191	1	-427.811	-412.465	-15.3468	105185.4	2.800469	3.774318	8.254571	0.240622	0.383084	0.495576	0.653575	0.477323	0.141918	0.0260751	0.354684	0.996083	0.998996	1.001	1.00392	3.403403
1192	0	-415.711	-408.055	-7.656	923316.6	8.21097	12.00114	16.2	0.28628	0.378264	0.446663	0.547523	0.227625	0.0774096	0.240078	0.454888	0.998677	0.999662	1.00034	1.00132	2.45062
1193	1	-419.213	-409.565	-9.64729	854746.7	2.611063	4.967771	10.05671	0.193542	0.317909	0.421056	0.575427	0.0455914	0.113931	0.697666	0.142811	0.998625	0.999648	1.00035	1.00138	2.828944
1194	0	-425.644	-414.519	-11.1253	929217.3	13.83344	22.32982	12.56107	0.291086	0.361284	0.412728	0.489638	0.0076061	0.0540777	0.0573989	0.880917	0.998682	0.999663	1.00034	1.00132	2.699336
1195	1	-435.732	-419.166	-16.5657	18721.19	3.848088	9.532644	7.515655	0.175869	0.269627	0.346876	0.46845	0.119184	0.0246409	0.0211602	0.835015	0.990725	0.997612	1.00236	1.00931	3.417538
1196	0	-422.775	-409.179	-13.5958	404410.9	35.32893	29.37494	10.00726	0.467167	0.52516	0.564869	0.621325	0.76991	0.00412071	0.173503	0.0524663	0.998002	0.999489	1.00051	1.002	2.651383
1197	1	-443.192	-422.992	-20.1995	850296.4	9.049563	12.36828	9.034639	0.302945	0.393934	0.460852	0.558833	0.371803	0.156992	0.158741	0.312464	0.998622	0.999648	1.00035	1.00138	3.794938
1198	0	-434.832	-416.491	-18.3414	364223.9	30.09035	25.62879	7.661685	0.455389	0.517659	0.560407	0.62114	0.654628	0.110634	0.23416	0.000577424	0.997895	0.999461	1.00054	1.00211	3.110638
1199	1	-438.259	-423.033	-15.2256	135059.4	5.597049	10.01312	8.452136	0.235409	0.332749	0.408239	0.522067	0.291995	0.110998	0.370577	0.22643	0.996543	0.999114	1.00088	1.00346	3.290283
1200	0	-431.653	-412.849	-18.8041	955375.9	18.1931	23.62954	7.607932	0.344326	0.412725	0.461592	0.533247	0.261221	0.129566	0.149866	0.459347	0.9987	0.999668	1.00033	1.0013	3.346967
1201	1	-450.439	-426.397	-24.042	424333.5	4.425603	5.204279	9.846861	0.28804	0.416573	0.513115	0.648363	0.163037	0.584764	0.038394	0.213805	0.998049	0.999501	1.0005	1.00195	4.263851
1202	0	-431.202	-421.353	-9.84964	834509.9	15.22934	14.63569	9.360759	0.397858	0.480556	0.538412	0.620434	0.258694	0.682849	0.00741381	0.0510434	0.998609	0.999644	1.00036	1.00139	2.584859
1203	1	-450.744	-431.019	-19.7248	782520.3	5.594796	6.796849	9.044432	0.2972	0.413352	0.49975	0.622649	0.102119	0.25256	0.409292	0.236029	0.998563	0.999633	1.00037	1.00144	3.841876
1204	0	-429.052	-416.977	-12.075	381227.4	18.08891	25.85294	10.49726	0.3249	0.390752	0.438137	0.508217	0.320544	0.107728	0.210058	0.361669	0.997942	0.999473	1.00053	1.00206	2.721478
1205	1	-436.115	-418.444	-17.6708	426641.9	2.779203	6.833607	8.482281	0.165825	0.271762	0.36164	0.502509	0.161749	0.269295	0.0772043	0.491751	0.998055	0.999502	1.0005	1.00195	3.650705
1206	0	-431.846	-414.3	-17.5459	633465.9	24.30723	34.70792	13.84734	0.335895	0.393431	0.434504	0.495248	0.0398747	0.26294	0.292145	0.40504	0.998403	0.999592	1.00041	1.0016	2.960993
1207	1	-434.593	-414.515	-20.078	332413.1	8.579043	8.359118	7.766003	0.362382	0.468301	0.543667	0.648876	0.332999	0.0771664	0.416937	0.172897	0.997796	0.999436	1.00056	1.00221	3.846607
1208	0	-422.396	-411.634	-10.7617	798355.5	20.53312	26.58697	10.59147	0.349786	0.414585	0.460727	0.52841	0.196034	0.285776	0.419483	0.0987067	0.998578	0.999636	1.00036	1.00142	2.569325
1209	1	-427.534	-415.12	-12.4143	590536.6	13.50286	13.1453	9.419787	0.388885	0.475833	0.5369	0.623345	0.48841	0.169029	0.0696934	0.272867	0.998346	0.999577	1.00042	1.00165	2.895845
1210	0	-428.416	-413.419	-14.9971	417977.3	12.00768	13.90618	9.666338	0.348248	0.434428	0.496154	0.585144	0.621086	0.261152	0.070102	0.0476597	0.998035	0.999497	1.0005	1.00197	3.179882
1211	1	-426.559	-414.034	-12.5249	8238.263	10.67875	11.77884	10.16536	0.351564	0.44393	0.510029	0.604518	0.254913	0.221623	0.120733	0.402731	0.986031	0.996388	1.00354	1.01404	2.968167
1212	0	-423.743	-415.058	-8.6846	861032.2	19.03664	18.33072	11.09004	0.408491	0.4831	0.535094	0.609178	0.0055569	0.32872	0.331698	0.334025	0.99863	0.99965	1.00035	1.00137	2.482345
1213	1	-441.894	-421.179	-20.7142	10120.58	7.777423	14.32382	7.278441	0.244924	0.328941	0.392936	0.489957	0.0260815	0.0460052	0.0874343	0.840479	0.987393	0.996745	1.0032	1.01266	3.840182
1214	0	-417.198	-409.191	-8.00746	649493.5	6.482077	15.65995	15.55694	0.197027	0.274746	0.336017	0.431886	0.162247	0.196554	0.00839616	0.632802	0.998423	0.999597	1.0004	1.00158	2.484452
1215	1	-433.708	-418.559	-15.1488	539428.1	19.5258	15.68862	9.306621	0.448155	0.525752	0.578953	0.653361	0.05187	0.753135	0.124684	0.0703115	0.99827	0.999557	1.00044	1.00173	3.092408
1216	0	-433.343	-410.592	-22.7506	293686.6	9.939033	13.10592	11.67576	0.314118	0.402907	0.46773	0.562349	0.128975	0.442344	0.279898	0.148783	0.997655	0.9994	1.0006	1.00235	3.820639
1217	1	-423.07	-415.904	-7.16589	767255.6	17.41121	20.5859	12.95594	0.361625	0.434035	0.48545	0.560145	0.229574	0.0772473	0.160609	0.53257	0.998549	0.999629	1.00037	1.00145	2.370046
1218	0	-441.784	-418.523	-23.2612	15988.32	13.61052	15.81686	7.117604	0.353764	0.435193	0.493315	0.577319	0.228521	0.350918	0.189369	0.231193	0.989965	0.997415	1.00255	1.01007	4.082795
1219	1	-425.123	-409.936	-15.1874	789067.1	6.280821	8.350401	12.5306	0.288746	0.395683	0.475538	0.591154	0.0294851	0.0367252	0.822292	0.111498	0.998569	0.999634	1.00037	1.00143	3.195994
1220	0	-425.634	-411.268	-14.3664	926002.8	8.486738	12.57891	11.45792	0.285414	0.375564	0.442578	0.541615	0.0447293	0.168101	0.577872	0.209297	0.998679	0.999662	1.00034	1.00132	3.12837
1221	1	-429.411	-412.427	-16.9844	61622.78	8.796327	10.67595	8.325001	0.323107	0.419849	0.490256	0.591713	0.150509	0.614641	0.0612012	0.173649	0.994884	0.998688	1.0013	1.00513	3.448376
1222	0	-425.976	-416.488	-9.48794	708822.2	12.94223	21.61716	12.93525	0.282211	0.353305	0.405677	0.48424	0.121114	0.0814283	0.413671	0.383786	0.998491	0.999614	1.00039	1.00151	2.576169
1223	1	-426.861	-411.626	-15.2344	676632	9.335627	11.64671	11.16561	0.321189	0.414493	0.48242	0.580779	0.0569771	0.81988	0.0484812	0.0746617	0.998455	0.999605	1.00039	1.00155	3.217611
1224	0	-439.801	-419.057	-20.7439	953033.2	24.69847	48.10541	9.990785	0.27534	0.324491	0.3602	0.414147	0.25653	0.0506426	0.417226	0.275602	0.998698	0.999667	1.00033	1.0013	3.28504
1225	1	-422.464	-410.76	-11.7045	18150.61	14.17578	23.52532	12.74732	0.286893	0.355413	0.405679	0.481018	0.369296	0.0343059	0.481377	0.115021	0.990581	0.997574	1.00239	1.00945	2.728445
1226	0	-436.465	-420.047	-16.4176	181849.1	14.58554	19.16946	9.73969	0.332612	0.407806	0.461926	0.541248	0.50066	0.240759	0.165835	0.0927464	0.997021	0.999237	1.00076	1.00298	3.245376
1227	1	-430.249	-418.088	-12.1602	237224	18.37049	17.40704	16.67278	0.410181	0.486407	0.539483	0.614935	0.317686	0.364609	0.0675596	0.250146	0.997391	0.999332	1.00067	1.00261	2.609189
1228	0	-423.017	-409.765	-13.2527	287447.3	10.94843	12.70299	10.83862	0.343156	0.432815	0.497245	0.589984	0.0410569	0.812695	0.00592704	0.140321	0.99763	0.999393	1.0006	1.00237	3.022758
1229	1	-425.502	-416.771	-8.73134	667459.6	8.56225	7.949101	10.90969	0.371292	0.478976	0.555183	0.660794	0.657353	0.105155	0.159205	0.0782873	0.998445	0.999602	1.0004	1.00156	2.672546
1230	0	-438.494	-420.622	-17.8721	902468	9.607265	11.81406	6.682939	0.325355	0.418067	0.485388	0.582747	0.364563	0.14296	0.123994	0.368484	0.998662	0.999658	1.00034	1.00134	3.363585
1231	1	-429.981	-425.004	-4.97672	393241.7	2.319397	2.690739	13.64407	0.248271	0.408401	0.534172	0.703211	0.509108	0.109105	0.34178	0.0400063	0.997974	0.999482	1.00052	1.00203	2.446912
1232	0	-437.368	-420.101	-17.2673	459752.1	4.614778	12.58394	12.60101	0.16992	0.252463	0.319973	0.427468	0.058439	0.0621639	0.0748592	0.804538	0.998126	0.999521	1.00048	1.00188	3.336383
1233	1	-426.582	-412.576	-14.0059	877204.4	1.44581	1.412579	11.04006	0.235596	0.427303	0.580375	0.770406	0.342341	0.517368	0.06858	0.0717113	0.998643	0.999653	1.00035	1.00136	3.275563
1234	0	-445.642	-424.204	-21.4382	103892	5.223397	7.767697	8.568928	0.260708	0.370067	0.453641	0.576143	0.136326	0.517003	0.0443266	0.302345	0.996059	0.99899	1.001	1.00395	4.051131
1235	1	-420.898	-421.824	0.926897	194249.6	2.906374	4.521152	16.51897	0.22381	0.356029	0.462059	0.615534	0.0712807	0.719092	0.0842788	0.125348	0.997117	0.999262	1.00074	1.00289	1.996205
1236	0	-440.618	-419.855	-20.7632	434145.9	9.366144	12.44298	6.473117	0.309803	0.400578	0.467059	0.564102	0.297736	0.185284	0.364463	0.152516	0.998072	0.999507	1.00049	1.00193	3.75712
1237	1	-420.586	-408.529	-12.0567	188118.3	6.300537	8.334787	20.78246	0.289759	0.396792	0.476661	0.592218	0.443945	0.125432	0.174518	0.256106	0.997071	0.99925	1.00075	1.00293	2.500289
1238	0	-437.759	-418.769	-18.9905	155743.1	11.10411	16.60908	7.994473	0.296051	0.37614	0.434997	0.522272	0.0603088	0.543389	0.0372518	0.35905	0.996781	0.999175	1.00082	1.00322	3.579842
1239	1	-421.152	-412.441	-8.71065	636758.2	5.411181	10.45275	12.44738	0.222464	0.317216	0.391422	0.504457	0.167802	0.0984479	0.218458	0.515292	0.998408	0.999593	1.00041	1.00159	2.670803
1240	0	-432.844	-412.29	-20.554	854438.8	28.70953	41.68369	10.04364	0.337998	0.390869	0.428495	0.484203	0.189354	0.246654	0.519719	0.0442725	0.998625	0.999648	1.00035	1.00138	3.289131
1241	1	-414.106	-405.344	-8.76284	692803.8	7.315318	9.149368	16.24876	0.30764	0.410808	0.486749	0.596148	0.179644	0.369612	0.187006	0.263739	0.998473	0.99961	1.00039	1.00153	2.539951
1242	0	-443.573	-421.503	-22.0701	866712.2	8.157084	8.955154	14.21916	0.337257	0.441014	0.515963	0.622252	0.0354099	0.563756	0.379387	0.021447	0.998635	0.999651	1.00035	1.00137	3.552697
1243	1	-421.061	-408.267	-12.7949	502989.2	4.78425	7.513713	12.79956	0.247813	0.358052	0.443295	0.569043	0.123785	0.109927	0.61187	0.154418	0.998208	0.999542	1.00046	1.00179	3.010696
1244	0	-422.821	-412.267	-10.5539	57054.97	8.398118	14.14187	15.03567	0.262977	0.348168	0.412272	0.50847	0.0215751	0.360715	0.0225474	0.595163	0.994684	0.998636	1.00135	1.00533	2.66943
1245	1	-433.753	-416.073	-17.68	827386.3	15.18699	13.96698	10.12855	0.406765	0.490701	0.549184	0.631672	0.598437	0.0289821	0.196944	0.175636	0.998603	0.999643	1.00036	1.0014	3.410719
1246	0	-432.599	-413.237	-19.3624	790878.5	8.058472	8.360961	13.97103	0.346887	0.453312	0.529748	0.637208	0.381601	0.374714	0.21056	0.033125	0.998571	0.999635	1.00036	1.00143	3.38892
1247	1	-422.965	-407.088	-15.8776	775174.1	8.83494	10.57969	7.757183	0.325812	0.422892	0.493435	0.594913	0.348331	0.36074	0.0662289	0.2247	0.998557	0.999631	1.00037	1.00144	3.272963
1248	0	-434.033	-418.24	-15.7933	290522.8	9.709306	8.222888	7.955416	0.39684	0.501765	0.574973	0.67557	0.36122	0.436958	0.12021	0.0816118	0.997643	0.999397	1.0006	1.00236	3.299135
1249	1	-423.604	-408.909	-14.6945	214491.4	4.785543	4.608798	8.563889	0.325043	0.459251	0.557056	0.689674	0.368135	0.188415	0.133708	0.309742	0.997257	0.999298	1.0007	1.00275	3.305909
1250	0	-426.625	-408.755	-17.8698	531626.1	15.34959	15.35222	8.470161	0.390052	0.471403	0.528515	0.609868	0.0191094	0.62328	0.0383599	0.319251	0.998257	0.999554	1.00044	1.00174	3.42515
1251	1	-428.052	-415.219	-12.8332	580650.2	4.093584	3.495393	8.049696	0.332148	0.479737	0.586454	0.726427	0.302001	0.613382	0.0755477	0.00906903	0.998332	0.999573	1.00043	1.00167	3.067213
1252	0	-419.451	-405.234	-14.2173	971940.7	9.212567	11.29795	10.50673	0.323659	0.41814	0.486842	0.586079	0.0773475	0.330215	0.189079	0.403358	0.998711	0.99967	1.00033	1.00129	3.14858
1253	1	-432.737	-418.12	-14.6168	55222.55	2.544802	3.185869	9.839456	0.24452	0.395795	0.514973	0.678862	0.244229	0.0601194	0.687746	0.00790594	0.994596	0.998613	1.00138	1.00541	3.346422
1254	0	-419.971	-409.599	-10.3716	901238.5	1.900766	4.218985	11.55603	0.164303	0.291583	0.402337	0.570769	0.303557	0.307716	0.0323537	0.356374	0.998661	0.999658	1.00034	1.00134	2.908103
1255	1	-440.443	-419.676	-20.7668	123414.8	4.472152	3.800878	6.697043	0.339901	0.483057	0.586004	0.721724	0.274273	0.623598	0.0265157	0.0756133	0.996384	0.999074	1.00092	1.00362	3.995035
1256	0	-418.365	-407.878	-10.4867	570591.5	4.285915	5.674772	11.47664	0.267835	0.391779	0.486445	0.621704	0.13965	0.246771	0.498898	0.114681	0.998318	0.99957	1.00043	1.00168	2.886347
1257	1	-431.131	-416.691	-14.4404	136737.7	3.831952	4.70272	8.74044	0.272536	0.405647	0.507111	0.649391	0.286993	0.391359	0.226166	0.0954824	0.996565	0.99912	1.00088	1.00344	3.292904
1258	0	-418.838	-412.31	-6.52773	527973	5.616731	5.021866	11.3863	0.348976	0.478314	0.570923	0.695922	0.504497	0.11111	0.14761	0.236784	0.998251	0.999553	1.00045	1.00175	2.534279
1259	1	-445.41	-425.519	-19.8915	531688.1	4.767104	5.243383	7.57305	0.303392	0.431655	0.526764	0.658878	0.441211	0.0850545	0.421474	0.0522601	0.998257	0.999554	1.00044	1.00174	3.906931
1260	0	-422.748	-408.137	-14.6101	59868.38	5.436464	7.156575	9.205726	0.282358	0.395992	0.481444	0.604462	0.0513982	0.494709	0.436012	0.0178807	0.99481	0.998668	1.00132	1.0052	3.276634
1261	1	-424.435	-412.389	-12.0463	556147.1	2.477393	4.875119	10.5103	0.187371	0.311768	0.415845	0.57227	0.00928971	0.0929867	0.605729	0.291995	0.998296	0.999564	1.00043	1.0017	3.067142
1262	0	-425.667	-414.149	-11.5175	209955.4	6.521725	6.802721	10.40549	0.332676	0.448498	0.532471	0.649681	0.0143885	0.228271	0.462061	0.29528	0.997227	0.99929	1.00071	1.00278	2.960059
1263	1	-429.005	-412.992	-16.0138	208187.1	6.88938	10.83149	8.805573	0.265472	0.361011	0.43323	0.540495	0.00541371	0.1906	0.686272	0.117714	0.997216	0.999287	1.00071	1.00279	3.369248
1264	0	-412.954	-410.282	-2.6717	305454.9	6.932526	6.438218	14.80592	0.357256	0.474783	0.558591	0.673689	0.274628	0.243088	0.0270608	0.455224	0.997701	0.999412	1.00059	1.0023	2.209198
1265	1	-426.621	-414.209	-12.4117	742079.3	6.0167	9.357035	9.985654	0.260714	0.362084	0.439242	0.553433	0.0375167	0.243593	0.173115	0.545775	0.998525	0.999623	1.00038	1.00148	3.025846
1266	0	-415.595	-414.532	-1.06229	174183.1	6.484738	5.284618	15.85134	0.375627	0.501245	0.589595	0.707851	0.305839	0.209838	0.249138	0.235185	0.996956	0.99922	1.00078	1.00305	2.100918
1267	1	-425	-411.541	-13.4593	704835.8	12.04848	23.54052	14.37333	0.251862	0.319511	0.370084	0.447086	0.0502156	0.385238	0.00510493	0.559442	0.998486	0.999613	1.00039	1.00151	2.809575
1268	0	-423.134	-411.381	-11.7532	884930.4	4.621487	4.559747	11.58707	0.318663	0.453518	0.552292	0.68657	0.244525	0.507632	0.0919376	0.155906	0.998649	0.999655	1.00034	1.00135	3.000236
1269	1	-432.121	-415.133	-16.9886	853309.7	10.1578	24.02151	7.590855	0.215059	0.280389	0.330328	0.407835	0.0786445	0.118273	0.179281	0.623802	0.998624	0.999648	1.00035	1.00138	3.206694
1270	0	-422.125	-413.472	-8.65256	399798	0.5186977	2.752946	11.68859	0.0822803	0.200768	0.328515	0.54079	0.0295899	0.0879935	0.145179	0.737237	0.99799	0.999486	1.00051	1.00201	2.782354
1271	1	-426.529	-410.013	-16.5158	567168.7	12.012	17.55718	11.07635	0.303754	0.381976	0.439167	0.523799	0.0221484	0.660499	0.218918	0.0984345	0.998313	0.999568	1.00043	1.00169	3.259403
