Iteration	Posterior	Likelihood	Prior	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	lambda[8]	lambda[9]	lambda[10]	lambda[11]	lambda[12]	lambda[13]	lambda[14]	lambda[15]	lambda[16]	lambda[17]	lambda[18]	lambda[19]	lambda[20]	lambda[21]	lambda[22]	lambda[23]	lambda[24]	lambda[25]	lambda[26]	lambda[27]	lambda[28]	lambda[29]	lambda[30]	lambda[31]	lambda[32]	lambda[33]	lambda[34]	lambda[35]	lambda[36]	lambda[37]	lambda[38]	lambda[39]	lambda[40]	lambda[41]	lambda[42]	lambda[43]	lambda[44]	lambda[45]	lambda[46]	lambda[47]	lambda[48]	lambda[49]	lambda[50]	lambda[51]	lambda[52]	lambda[53]	lambda[54]	lambda[55]	lambda[56]	lambda[57]	lambda[58]	lambda[59]	lambda[60]	lambda[61]	lambda[62]	lambda[63]	m_w[1][1]	m_w[1][2]	m_w[1][3]	m_w[1][4]	m_w[1][5]	m_w[1][6]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	mu[63]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_e[1]	r_e[2]	r_e[3]	r_e[4]	r_e[5]	r_e[6]	rho_b	rho_d	rho_e	rho_w	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]
290	-1559.624	-1541.697	-17.92765	0.218831	0.221259	0.219241	0.221331	0.221129	0.214225	0.492857	0.47951	0.497654	0.491756	0.510429	0.498721	0.500794	0.494102	0.481353	0.494243	0.485179	0.492888	0.482246	0.492191	0.487174	0.733999	0.746494	0.733917	0.752985	0.743544	0.72894	0.735509	0.743024	0.748302	0.736008	0.735346	0.722982	0.73605	0.734455	0.747281	0.736219	0.736221	0.736929	0.724878	0.736693	0.992914	0.984323	0.998227	0.984297	0.994659	0.980043	0.992272	0.979772	0.995316	0.988466	0.974579	0.981664	0.987891	0.994114	0.981814	1.25461	1.25153	1.2429	1.25736	1.2427	1.25326	1.53635	0.500629	0.506185	0.501567	0.506349	0.505887	0.490093	0.059115	0.073335	0.0612627	0.0737645	0.0724759	0.0389516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.183387	-0.118961	-0.898186	0.570019	-1.17524	-0.078649	-0.0600704	-0.0953511	0.059115	0.073335	0.0612627	0.0737645	0.0724759	0.0389516	0.01481773	0.1150177	0.1941091	0.2193216	0.0852108	-0.65333	-1.00121	-0.0163437	-0.567083	-0.480566	0.179863	-0.872668
300	-1561.353	-1536.238	-25.11506	0.17126	0.173577	0.171585	0.173608	0.17343	0.166757	0.39494	0.447949	0.384356	0.398496	0.370348	0.382398	0.377048	0.400332	0.453838	0.400128	0.390011	0.379039	0.402125	0.380726	0.39316	0.600885	0.576359	0.601397	0.56669	0.583881	0.619419	0.605771	0.585257	0.579481	0.603902	0.581116	0.612687	0.579729	0.583762	0.562898	0.579504	0.57769	0.585066	0.616547	0.586126	0.780873	0.802485	0.776412	0.802335	0.784146	0.792884	0.76947	0.793898	0.764237	0.778994	0.808661	0.796992	0.78072	0.772525	0.796639	0.998186	0.986874	1.00933	0.981768	1.01	0.990161	1.22548	0.0220996	0.0223986	0.0221416	0.0224027	0.0223797	0.0215185	0.0315632	0.0333651	0.0318671	0.0334227	0.0332684	0.0283693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56282	-0.198761	-0.898873	0.663349	-0.301825	-0.820655	-0.0740033	0.663311	0.0315632	0.0333651	0.0318671	0.0334227	0.0332684	0.0283693	0.0132273	0.1266762	0.3991213	0.1716859	1.23861	0.0353195	-1.10701	-0.193226	-0.893348	-1.67895	-3.12992	-0.613847
310	-1562.334	-1541.266	-21.06844	0.206763	0.205472	0.206489	0.205404	0.205522	0.209167	0.478292	0.525717	0.467496	0.481748	0.449028	0.465216	0.460749	0.480011	0.526792	0.479704	0.484061	0.469702	0.493967	0.471106	0.48343	0.727682	0.700347	0.727997	0.689423	0.707924	0.743521	0.728774	0.709271	0.699946	0.726865	0.715411	0.74742	0.71358	0.717837	0.693246	0.71304	0.712393	0.715757	0.747325	0.716509	0.95017	0.971807	0.942639	0.971646	0.949895	0.97176	0.945662	0.97252	0.939603	0.955177	0.98661	0.972172	0.956727	0.945162	0.971573	1.21435	1.21241	1.23455	1.20413	1.23503	1.21211	1.50487	0.455331	0.452488	0.454728	0.452337	0.452598	0.460625	0.0290843	0.035133	0.0299952	0.0353045	0.0347668	0.0201596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.401201	2.20088	-0.816354	0.704059	-1.03112	0.828735	0.0335087	0.593762	0.0290843	0.035133	0.0299952	0.0353045	0.0347668	0.0201596	0.01795159	0.08871009	0.2801711	0.2064655	0.107965	0.128215	-0.622239	-0.118301	-0.688598	-1.37266	-0.0422457	-0.695816
320	-1555.999	-1537.38	-18.6189	0.166977	0.174999	0.168314	0.175242	0.174563	0.152542	0.432261	0.731533	0.398657	0.44571	0.369622	0.393384	0.379302	0.45182	0.766832	0.451091	0.416941	0.381603	0.466841	0.386462	0.428019	0.666661	0.597679	0.67043	0.573079	0.618584	0.7838	0.685029	0.623111	0.608165	0.677838	0.60983	0.730854	0.602632	0.618922	0.559726	0.60192	0.598156	0.62307	0.745139	0.627023	0.81867	0.87851	0.807538	0.877045	0.829445	0.8575	0.788803	0.861103	0.773993	0.817518	0.919108	0.871491	0.823221	0.798779	0.869974	1.05801	1.03217	1.09999	1.02088	1.10155	1.04267	1.30878	2.8034	2.93809	2.82584	2.94216	2.93077	2.56104	0.0405896	0.0429843	0.040968	0.043046	0.0428467	0.0363127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12247	0.369549	-1.32799	0.403607	-0.312998	0.407045	-0.255395	-0.434151	0.0405896	0.0429843	0.040968	0.043046	0.0428467	0.0363127	0.02048815	0.1068395	0.1206699	0.1685772	0.383024	-0.890974	-0.713582	-0.213597	-0.113162	-0.900627	0.115754	0.908628
330	-1559.933	-1536.686	-23.24722	0.169971	0.169979	0.170111	0.170058	0.170026	0.170225	0.351584	0.384918	0.347523	0.353181	0.342887	0.346935	0.345237	0.353045	0.387957	0.353014	0.352632	0.347475	0.358405	0.348135	0.353129	0.530205	0.520809	0.53065	0.517755	0.523463	0.54266	0.531518	0.524047	0.52122	0.53074	0.525235	0.540257	0.524424	0.526367	0.518172	0.524411	0.523939	0.525981	0.541135	0.52651	0.697924	0.705401	0.695714	0.705297	0.698375	0.705514	0.69623	0.706004	0.694418	0.699787	0.712728	0.706351	0.700525	0.696591	0.70625	0.876724	0.876267	0.884587	0.873998	0.884854	0.876697	1.0599	0.695822	0.695856	0.696396	0.696178	0.696048	0.696861	0.0466141	0.0693718	0.0498	0.0701347	0.0678872	0.0216072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02567	-1.04758	-0.817178	0.965151	-2.16703	-0.744948	0.0015452	-1.66953	0.0466141	0.0693718	0.0498	0.0701347	0.0678872	0.0216072	0.0027236	0.1213313	0.1383741	0.1700616	-0.0247715	-1.21172	-1.32451	0.401569	-0.833996	-0.046989	-0.589967	0.0783757
340	-1561.461	-1538.501	-22.95947	0.164516	0.16449	0.164563	0.164519	0.164509	0.164666	0.389378	0.539747	0.368996	0.396822	0.345473	0.365617	0.357949	0.396055	0.551996	0.395552	0.393591	0.368304	0.419807	0.371122	0.395497	0.598093	0.551622	0.599729	0.535659	0.564994	0.652924	0.603969	0.567535	0.553287	0.599789	0.57287	0.64392	0.568464	0.577993	0.537316	0.567906	0.566375	0.576148	0.647524	0.578254	0.753362	0.790888	0.74277	0.790057	0.755223	0.789872	0.744209	0.791797	0.734534	0.761906	0.823773	0.793549	0.765126	0.745635	0.792579	0.965067	0.96123	1.00245	0.950207	1.00336	0.962995	1.19817	0.196531	0.196501	0.196588	0.196535	0.196524	0.196711	0.00911012	0.0115769	0.00948214	0.0116546	0.0114276	0.00573343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.948048	0.642569	-0.647553	0.96364	-1.30571	-0.81037	0.0015452	-0.647882	0.00911012	0.0115769	0.00948214	0.0116546	0.0114276	0.00573343	0.01448226	0.09758104	0.07146051	0.1645439	1.23714	0.58323	-1.52788	0.560202	-2.04314	0.0759465	-0.483709	-1.20114
350	-1559.92	-1538.369	-21.55142	0.168996	0.162802	0.167813	0.16256	0.163088	0.181362	0.357359	0.357502	0.357987	0.356583	0.357123	0.358203	0.360971	0.351015	0.35144	0.350806	0.375594	0.371633	0.373076	0.371117	0.369611	0.536048	0.535164	0.535741	0.53651	0.534554	0.534265	0.529837	0.534046	0.529086	0.529799	0.552251	0.552906	0.551226	0.551605	0.549769	0.551067	0.552961	0.546075	0.546875	0.545727	0.716399	0.713415	0.713108	0.713133	0.710304	0.732756	0.731745	0.732383	0.731704	0.73077	0.730812	0.726604	0.730258	0.725691	0.726424	0.899401	0.919236	0.916231	0.916147	0.915888	0.913147	1.11343	0.353069	0.340129	0.350597	0.339623	0.340726	0.378905	0.0272362	0.0301097	0.0277181	0.0302075	0.0299546	0.0224716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.15887	-1.20461	-0.577272	0.553805	-0.544777	-1.95015	0.201705	1.73868	0.0272362	0.0301097	0.0277181	0.0302075	0.0299546	0.0224716	0.007181442	0.0622768	0.06916769	0.167645	-0.788624	-0.678199	-1.12402	0.312238	-0.908706	-0.128276	-0.683762	-0.227885
360	-1560.604	-1536.489	-24.11452	0.165446	0.176832	0.167244	0.17713	0.176177	0.145391	0.446168	0.417001	0.455432	0.444512	0.483133	0.457355	0.45917	0.455093	0.42688	0.455504	0.413691	0.434008	0.409665	0.432957	0.423843	0.657791	0.685413	0.657832	0.697356	0.679726	0.64871	0.667134	0.679047	0.695283	0.668151	0.646764	0.619449	0.64904	0.645424	0.674364	0.649457	0.647837	0.656245	0.629427	0.65599	0.907252	0.891971	0.92193	0.892106	0.916999	0.865604	0.892737	0.865303	0.898926	0.885627	0.855832	0.875132	0.884824	0.90265	0.875536	1.16433	1.13996	1.12462	1.15551	1.12445	1.14968	1.44255	7.51098	8.02789	7.59261	8.04143	7.99817	6.60054	0.0238733	0.0341167	0.0253087	0.0344343	0.0334491	0.011946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.15887	0.213185	-0.878004	0.214677	-1.94818	1.34558	-0.363341	0.404293	0.0238733	0.0341167	0.0253087	0.0344343	0.0334491	0.011946	0.0292026	0.06415053	0.07186802	0.167645	-0.0742209	2.63457	-1.1578	0.21948	-0.0988447	-0.637525	0.593299	1.50493
370	-1558.505	-1539.639	-18.86614	0.140058	0.13134	0.138606	0.131128	0.131812	0.158677	0.342252	0.314266	0.35886	0.337617	0.407276	0.363169	0.378049	0.330068	0.304936	0.330101	0.367127	0.380069	0.353953	0.376498	0.357786	0.498545	0.529919	0.497571	0.558508	0.521147	0.48071	0.487566	0.518392	0.519428	0.488621	0.543378	0.513585	0.542711	0.539385	0.575036	0.542887	0.547217	0.5322	0.504122	0.530932	0.692774	0.662367	0.701242	0.661681	0.682187	0.701079	0.733291	0.699561	0.743381	0.720296	0.681683	0.690329	0.717536	0.722982	0.690351	0.866811	0.911347	0.880401	0.922611	0.879225	0.900704	1.11607	5.06177	4.74668	5.0093	4.73901	4.76374	5.73466	0.0188268	0.0164694	0.0184113	0.0164083	0.0165893	0.0243824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.521882	-0.650633	-1.13752	-0.25467	0.729018	0.394872	0.350909	-0.424341	0.0188268	0.0164694	0.0184113	0.0164083	0.0165893	0.0243824	0.01925294	0.05117759	0.055041	0.1382851	0.085952	0.236786	-1.55277	0.673142	-0.596476	-0.533129	0.750689	0.788946
380	-1559.319	-1537.159	-22.1602	0.167204	0.172609	0.16815	0.172795	0.172331	0.157334	0.435301	3.85258	0.36965	0.472755	0.347637	0.363365	0.350893	0.474777	4.49116	0.471445	0.439738	0.357492	0.633595	0.363733	0.455103	0.651676	0.572288	0.677422	0.53028	0.587119	2.43355	0.691143	0.597761	0.585593	0.677164	0.5922	0.970209	0.563556	0.611485	0.522024	0.562637	0.576617	0.609812	0.995239	0.618024	0.766093	0.816134	0.741436	0.816702	0.779573	0.824585	0.740329	0.834367	0.711834	0.767483	1.07715	0.84354	0.777818	0.75064	0.841217	0.94804	0.947488	1.01956	0.927172	1.02104	0.958153	1.15552	3.1533	3.25524	3.17115	3.25874	3.25	2.96717	0.0218321	0.0199886	0.0215117	0.0199388	0.020084	0.0258879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.73777	-0.522129	-1.17401	-0.382413	0.480612	0.396736	-0.172631	-0.78603	0.0218321	0.0199886	0.0215117	0.0199388	0.020084	0.0258879	0.01024413	0.03621563	0.03455927	0.1683142	-0.335146	1.11733	-0.850824	0.0901617	-0.698656	0.214063	1.20401	-0.103805
390	-1560.477	-1539.849	-20.62816	0.165734	0.191447	0.169731	0.192191	0.189941	0.125357	0.452532	0.917805	0.413539	0.470517	0.398136	0.408007	0.388465	0.49248	0.992771	0.491904	0.395682	0.367718	0.466834	0.373862	0.424574	0.690644	0.626369	0.69733	0.600258	0.64798	0.890919	0.729442	0.654041	0.654292	0.720803	0.59965	0.746689	0.591538	0.611516	0.558515	0.591191	0.584373	0.630898	0.780015	0.636444	0.846633	0.911659	0.846249	0.910126	0.874845	0.852943	0.787285	0.858055	0.772039	0.81906	0.936552	0.885193	0.826515	0.814381	0.883739	1.09499	1.03009	1.10751	1.0304	1.10956	1.05774	1.31669	7.87362	9.0952	8.06351	9.13057	9.02363	5.9554	0.0440619	0.0614138	0.0465528	0.0619695	0.0603096	0.0231741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37383	-0.0703678	-0.404656	-0.461139	-1.8103	-0.16783	-0.786465	0.0424868	0.0440619	0.0614138	0.0465528	0.0619695	0.0603096	0.0231741	0.01975077	0.04980142	0.1026966	0.1705899	0.888101	-0.678858	-0.97612	-0.458848	-0.357652	-0.275058	1.02522	1.14133
400	-1562.606	-1539.846	-22.76058	0.194955	0.195902	0.195172	0.195962	0.195871	0.193253	0.432276	0.430766	0.432852	0.432369	0.434289	0.432859	0.432859	0.433096	0.431494	0.433149	0.429734	0.430968	0.42948	0.430856	0.430478	0.647941	0.649461	0.647991	0.649997	0.649113	0.647546	0.648713	0.649185	0.65026	0.648743	0.646488	0.644987	0.646646	0.64648	0.648054	0.646595	0.646533	0.647269	0.645722	0.647241	0.86859	0.867873	0.869476	0.867924	0.869358	0.865466	0.866969	0.86546	0.86724	0.866599	0.865023	0.866222	0.866609	0.867743	0.866203	1.09876	1.09641	1.09571	1.09736	1.09571	1.09715	1.34466	4.7405	4.76352	4.74578	4.76499	4.76277	4.69911	0.0772485	0.0921336	0.0795246	0.0925675	0.0912462	0.0549123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0169175	1.90332	-1.14433	-1.03701	-0.961044	0.210329	-0.0257214	-0.638369	0.0772485	0.0921336	0.0795246	0.0925675	0.0912462	0.0549123	0.01166092	0.07328675	0.2474077	0.1951835	-1.40851	1.34111	-1.28867	-0.486033	-0.489877	-0.534129	0.33726	1.16526
410	-1563.447	-1536.908	-26.53921	0.172003	0.191458	0.175139	0.19205	0.190361	0.139876	0.396928	0.379867	0.40031	0.397448	0.417759	0.400958	0.396271	0.415224	0.398195	0.415821	0.345304	0.36506	0.348241	0.365613	0.363648	0.588546	0.606062	0.58913	0.609511	0.60421	0.587156	0.606858	0.604768	0.624397	0.60748	0.553645	0.536703	0.556804	0.554182	0.574214	0.557404	0.55261	0.571965	0.555039	0.57254	0.800542	0.798363	0.815947	0.798951	0.818873	0.748012	0.765504	0.748585	0.768787	0.763606	0.746602	0.766334	0.764161	0.783841	0.766933	1.01863	0.968335	0.966155	0.983766	0.966732	0.986667	1.20102	52.3319	58.2512	53.286	58.4314	57.9175	42.5574	0.0523907	0.0797923	0.0561329	0.0806771	0.0779608	0.0231795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0169175	-0.0655493	-0.904814	-1.47578	-2.29518	1.18538	-0.583529	-0.70683	0.0523907	0.0797923	0.0561329	0.0806771	0.0779608	0.0231795	0.009415936	0.04919093	0.2909165	0.175774	0.572253	-0.63965	-1.38851	-0.611887	-1.01526	-0.303835	2.17369	1.79457
420	-1561.128	-1536.219	-24.9092	0.152587	0.158991	0.153635	0.159171	0.158636	0.140927	0.39247	0.571223	0.367223	0.401969	0.34168	0.363021	0.351391	0.40702	0.592299	0.406542	0.379412	0.353468	0.413587	0.357334	0.388008	0.605034	0.550251	0.607132	0.530405	0.56717	0.67101	0.618548	0.570551	0.558488	0.613459	0.559297	0.643878	0.554851	0.565999	0.519741	0.554366	0.550607	0.569617	0.654649	0.572491	0.754309	0.802684	0.745611	0.80185	0.762817	0.782789	0.729285	0.785441	0.717782	0.751646	0.825259	0.793623	0.755939	0.737245	0.792639	0.977427	0.953904	1.00666	0.944526	1.00808	0.962325	1.21091	6.59366	6.87039	6.63895	6.8782	6.85506	6.08981	0.0343857	0.0426694	0.0356359	0.0429192	0.0421687	0.0226436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.901126	-0.124426	-0.929168	-2.10569	-1.17686	-0.0391264	-0.22407	-0.0928213	0.0343857	0.0426694	0.0356359	0.0429192	0.0421687	0.0226436	0.01966766	0.04986846	0.3855321	0.1538531	-0.615597	-1.79074	-1.76123	-0.716216	-1.04914	-1.22283	1.02772	0.878398
430	-1559.298	-1537.487	-21.81161	0.162406	0.150312	0.160375	0.150017	0.150961	0.188727	0.369363	0.904499	0.336899	0.382642	0.305352	0.332607	0.327723	0.370243	0.957856	0.368839	0.415087	0.364368	0.469737	0.367528	0.407208	0.567677	0.503331	0.573665	0.481037	0.517954	0.807953	0.568053	0.521616	0.494726	0.56096	0.566934	0.710452	0.5546	0.574769	0.510981	0.553521	0.558233	0.560555	0.706069	0.563781	0.688798	0.729297	0.66533	0.727534	0.680339	0.774966	0.708313	0.778005	0.692942	0.730323	0.848176	0.769312	0.734738	0.698884	0.767379	0.864786	0.905739	0.956885	0.883503	0.957166	0.896609	1.10281	0.785622	0.727121	0.775799	0.725692	0.73026	0.91295	0.0392134	0.0407919	0.0394659	0.0408329	0.0407024	0.0363217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76715	0.739938	-0.598683	-1.5524	-0.215427	0.220661	0.422414	-0.439394	0.0392134	0.0407919	0.0394659	0.0408329	0.0407024	0.0363217	0.009948625	0.03760792	0.302795	0.1599294	-0.821987	-0.192853	-1.55665	-0.500876	-0.670455	-1.32674	0.398394	-0.732119
440	-1570.538	-1537.629	-32.90883	0.150768	0.148543	0.150324	0.148443	0.148639	0.155022	0.455992	0.825497	0.404007	0.474532	0.341638	0.395181	0.376382	0.470576	0.852501	0.469144	0.472678	0.406684	0.53716	0.413625	0.475237	0.720731	0.600786	0.724504	0.559457	0.635055	0.853696	0.73323	0.64132	0.602845	0.722543	0.66092	0.840163	0.649456	0.673637	0.568154	0.647809	0.644619	0.667037	0.846893	0.672102	0.848419	0.944273	0.819929	0.942068	0.850982	0.946855	0.829239	0.95148	0.804074	0.874321	1.03145	0.953949	0.882263	0.830711	0.951288	1.12121	1.11664	1.22136	1.08691	1.2235	1.11898	1.45504	0.00637742	0.00628332	0.00635866	0.00627908	0.00628739	0.00655737	0.0349023	0.0386472	0.0355109	0.0387631	0.0384379	0.0286772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.916019	0.930068	-0.849252	-2.37901	-0.554779	-0.88134	0.0799685	0.995769	0.0349023	0.0386472	0.0355109	0.0387631	0.0384379	0.0286772	0.03794403	0.02155257	0.5178064	0.1502724	-1.0399	-1.9907	-1.86799	-0.169516	-1.07797	-1.62759	-2.61727	-2.3591
450	-1565.462	-1538.093	-27.36923	0.148897	0.146571	0.148596	0.146557	0.146726	0.153677	0.380899	1.09882	0.335886	0.400433	0.301446	0.3299	0.318449	0.396526	1.1829	0.394933	0.398502	0.339633	0.479028	0.344797	0.40154	0.587537	0.504332	0.596187	0.474086	0.525418	0.909729	0.602351	0.531148	0.506278	0.592388	0.548938	0.743287	0.533932	0.560802	0.481563	0.532785	0.535216	0.554192	0.751403	0.559341	0.692037	0.752328	0.669416	0.750084	0.694211	0.770106	0.683769	0.774933	0.663844	0.715715	0.873402	0.776429	0.722636	0.684567	0.774044	0.879001	0.889924	0.965518	0.868957	0.96644	0.891184	1.10918	0.468341	0.461024	0.467392	0.460978	0.461512	0.483375	0.0432566	0.0518861	0.0445458	0.0521204	0.0513596	0.0303763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69887	0.37805	-1.06008	-2.33656	-0.993415	1.45899	0.0871295	-1.17618	0.0432566	0.0518861	0.0445458	0.0521204	0.0513596	0.0303763	0.01546605	0.02067755	0.7398135	0.1484833	0.830771	-0.0253227	-1.76513	0.135627	-0.437337	-2.14658	-0.860515	-0.0138218
460	-1564.102	-1538.359	-25.74289	0.142189	0.122632	0.138756	0.122145	0.12363	0.189356	0.360456	0.365871	0.360937	0.35901	0.35315	0.3612	0.368513	0.340929	0.346735	0.340495	0.426729	0.411767	0.420034	0.41051	0.407769	0.543164	0.535877	0.542548	0.537471	0.534803	0.539689	0.523807	0.533846	0.516825	0.52368	0.599426	0.606087	0.596211	0.59808	0.587518	0.595712	0.601353	0.580163	0.587025	0.579339	0.727451	0.721363	0.715215	0.720798	0.708315	0.789333	0.781741	0.788505	0.780478	0.77997	0.785496	0.770068	0.778905	0.762693	0.769588	0.927977	0.996931	0.990834	0.985148	0.990076	0.977765	1.2393	0.704486	0.60759	0.687474	0.605177	0.612535	0.938175	0.0148018	0.0190739	0.015431	0.0192016	0.0188091	0.00905505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0910349	0.652133	-1.36515	-1.44086	-1.38331	0.625815	0.806869	-0.0526838	0.0148018	0.0190739	0.015431	0.0192016	0.0188091	0.00905505	0.0269219	0.02979317	0.2857512	0.1380385	0.433408	-0.181852	-2.05343	0.609143	-0.417876	-2.31219	-1.52314	1.06635
470	-1565.569	-1539.45	-26.11883	0.137093	0.12206	0.134583	0.121728	0.122869	0.171898	0.40163	0.387907	0.408924	0.398514	0.419616	0.410951	0.420401	0.385038	0.372745	0.384877	0.449842	0.446773	0.439946	0.444862	0.435092	0.597272	0.607964	0.596596	0.618978	0.602916	0.586911	0.581343	0.601198	0.592753	0.582066	0.648904	0.637905	0.647177	0.646398	0.654754	0.647198	0.652006	0.633166	0.622903	0.632206	0.817688	0.799866	0.813647	0.799321	0.802359	0.854663	0.86467	0.853594	0.868195	0.857685	0.843418	0.839026	0.855897	0.849562	0.838966	1.05183	1.10928	1.09136	1.10634	1.09045	1.09396	1.40581	0.464381	0.413459	0.45588	0.412336	0.4162	0.582278	0.0161145	0.0201698	0.0167348	0.0202999	0.019928	0.0104488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.153705	-0.705384	-0.789416	-1.4355	-1.22251	-1.33986	0.634922	-1.49652	0.0161145	0.0201698	0.0167348	0.0202999	0.019928	0.0104488	0.04004268	0.03288559	0.19144	0.1340028	0.0579416	0.743938	-2.46047	0.632458	-0.240945	-2.19902	0.0158423	-0.99633
