Iteration	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]	speciation[12]	speciation[13]	speciation[14]	speciation[15]	speciation[16]	speciation[17]	speciation[18]	speciation[19]	speciation[20]	speciation[21]	speciation[22]	speciation[23]	speciation[24]	speciation[25]	speciation[26]	speciation[27]	speciation[28]	speciation[29]	speciation[30]	speciation[31]	speciation[32]	speciation[33]	speciation[34]	speciation[35]	speciation[36]	speciation[37]	speciation[38]	speciation[39]	speciation[40]	speciation[41]	speciation[42]	speciation[43]	speciation[44]	speciation[45]	speciation[46]	speciation[47]	speciation[48]	speciation[49]	speciation[50]	speciation[51]
30730	-1305.96	-1567.6	261.647	0.242312	0.24131	0.237167	0.243048	0.228339	0.227961	0.221791	0.220453	0.207551	0.208603	0.207728	0.199228	0.197794	0.194526	0.194692	0.198369	0.199317	0.201408	0.206376	0.205444	0.18142	0.16574	0.151162	0.144535	0.135091	0.122266	0.11568	0.10933	0.100336	0.092708	0.0854135	0.0797334	0.0771808	0.0732617	0.0713344	0.0730355	0.0759048	0.084867	0.08682	0.0878366	0.0889016	0.0829689	0.086353	0.0850242	0.08418	0.0808308	0.0781827	0.0747438	0.0731116	0.0739418	0.0755179
30740	-1391.27	-1568.46	177.197	0.208372	0.196334	0.19204	0.183556	0.184514	0.189624	0.179107	0.177588	0.164053	0.159824	0.173919	0.172825	0.167389	0.161975	0.153398	0.142633	0.142734	0.153459	0.160197	0.168407	0.166732	0.144819	0.129587	0.111115	0.102323	0.100747	0.0955215	0.0826626	0.0844687	0.0774919	0.0713436	0.0662283	0.0629109	0.0616872	0.0566984	0.0609404	0.0653824	0.0688666	0.0713806	0.0681576	0.0693189	0.0737442	0.0731939	0.06863	0.063879	0.0629257	0.0636738	0.0620624	0.0628074	0.0621562	0.0657995
30750	-1379.51	-1570.87	191.355	0.213248	0.195619	0.188921	0.172678	0.183199	0.176609	0.171894	0.167363	0.165015	0.159574	0.165383	0.165119	0.164173	0.166089	0.153869	0.137037	0.145277	0.163072	0.16755	0.169587	0.162994	0.149368	0.13386	0.118714	0.113863	0.103301	0.0957094	0.0911223	0.0792699	0.0756954	0.0770017	0.0751987	0.0725755	0.0692293	0.0716568	0.0697298	0.0746129	0.0765113	0.0759469	0.0788318	0.0735252	0.0759187	0.0761926	0.0772462	0.0738801	0.0721401	0.074224	0.0717207	0.0728701	0.0690675	0.0702973
30760	-1267	-1567.84	300.838	0.25359	0.260977	0.254465	0.242166	0.238839	0.243473	0.242959	0.240022	0.234496	0.235827	0.241217	0.233251	0.221531	0.223551	0.218832	0.213954	0.217534	0.220472	0.226867	0.228594	0.22376	0.216767	0.207318	0.206576	0.196342	0.182321	0.175002	0.164332	0.160239	0.159309	0.156291	0.150677	0.150722	0.154239	0.152377	0.153627	0.150853	0.15112	0.157482	0.15416	0.154516	0.154211	0.151767	0.152625	0.151175	0.148066	0.150371	0.147042	0.146201	0.147638	0.148587
30770	-1325.64	-1569.57	243.928	0.211695	0.213277	0.205774	0.195262	0.188907	0.191308	0.193415	0.183543	0.18357	0.187198	0.183533	0.179935	0.178849	0.178878	0.173904	0.173981	0.172394	0.177813	0.181517	0.184783	0.170423	0.159704	0.152033	0.141637	0.1366	0.128665	0.121457	0.116723	0.106293	0.10523	0.0984251	0.0956273	0.0905054	0.0928772	0.0932362	0.0932531	0.0928648	0.094515	0.0956118	0.101035	0.102445	0.103294	0.0991657	0.0951881	0.0929783	0.0938173	0.0928508	0.0942017	0.092821	0.090658	0.092031
30780	-1307.92	-1567.92	260.001	0.226426	0.22326	0.22481	0.218421	0.215379	0.210559	0.212362	0.202428	0.199943	0.200979	0.199874	0.204849	0.200327	0.206154	0.204504	0.203423	0.197675	0.193403	0.193395	0.189922	0.181166	0.176991	0.171176	0.157334	0.151516	0.142734	0.138203	0.128762	0.126711	0.121318	0.114808	0.112563	0.107676	0.102964	0.103262	0.102918	0.107491	0.114808	0.117913	0.115832	0.117777	0.11597	0.114667	0.117125	0.11656	0.11379	0.109074	0.104615	0.108159	0.109654	0.11159
30790	-1325.13	-1567.73	242.602	0.224566	0.226554	0.216985	0.217402	0.219511	0.218019	0.210646	0.213299	0.207169	0.202834	0.203204	0.199316	0.197898	0.201918	0.202659	0.197964	0.191751	0.188111	0.193773	0.184783	0.180802	0.171835	0.165156	0.155706	0.150595	0.144941	0.139405	0.135652	0.125969	0.116108	0.113915	0.110761	0.110078	0.109444	0.109139	0.110909	0.111521	0.113739	0.115725	0.113873	0.118683	0.120789	0.124158	0.123018	0.120917	0.115717	0.1141	0.11075	0.107198	0.108076	0.108922
30800	-1273.16	-1567.17	294.009	0.262759	0.255905	0.254251	0.256146	0.248744	0.246722	0.248012	0.239664	0.23377	0.241237	0.234531	0.234144	0.231839	0.232198	0.232006	0.230773	0.225498	0.225242	0.219477	0.212901	0.212592	0.201428	0.18869	0.180895	0.174857	0.168318	0.159077	0.151744	0.14305	0.135508	0.130992	0.130204	0.130029	0.124804	0.12568	0.1266	0.130572	0.130067	0.132741	0.134882	0.133742	0.139297	0.137454	0.137856	0.135876	0.133672	0.13056	0.127123	0.125892	0.127976	0.126088
30810	-1183.75	-1568.2	384.452	0.227936	0.226923	0.228465	0.226086	0.225673	0.224405	0.218309	0.21655	0.216806	0.213188	0.212867	0.210435	0.210657	0.209478	0.211072	0.208923	0.205767	0.204666	0.205884	0.20241	0.196878	0.188916	0.180892	0.174619	0.165827	0.160843	0.155397	0.146901	0.141493	0.135835	0.13443	0.131533	0.130475	0.127954	0.128199	0.131595	0.132342	0.134202	0.137871	0.138373	0.139799	0.141766	0.141061	0.139516	0.137743	0.137045	0.135565	0.134101	0.129991	0.129704	0.129556
30820	-1257.61	-1567.87	310.261	0.203581	0.209236	0.209826	0.209725	0.203075	0.201183	0.19886	0.201556	0.196873	0.200808	0.19295	0.189509	0.187612	0.18311	0.178931	0.17898	0.177467	0.171815	0.173249	0.174078	0.162231	0.151234	0.138377	0.132465	0.121473	0.111403	0.107242	0.10066	0.0920343	0.085596	0.0812547	0.0786362	0.075262	0.073217	0.076415	0.0786314	0.080987	0.082809	0.0836717	0.0854021	0.0864868	0.087386	0.0876966	0.088452	0.0866398	0.0860678	0.0829217	0.0784566	0.0749689	0.0755074	0.0796465
30830	-1253.44	-1569.71	316.268	0.223805	0.216572	0.213807	0.214352	0.212892	0.214801	0.209621	0.20436	0.200505	0.197935	0.199013	0.197819	0.19612	0.192907	0.187839	0.18712	0.187537	0.186495	0.180699	0.182021	0.174041	0.170979	0.162444	0.152821	0.143505	0.133925	0.129904	0.122172	0.115666	0.108699	0.106546	0.103624	0.101757	0.0995697	0.100794	0.102758	0.105134	0.105995	0.110746	0.11153	0.112829	0.113437	0.115254	0.112449	0.114349	0.112357	0.112387	0.109069	0.106835	0.107466	0.10622
30840	-1288.25	-1567.46	279.21	0.221474	0.220509	0.217978	0.216631	0.214867	0.211867	0.209723	0.207109	0.203676	0.201125	0.197472	0.195127	0.194263	0.194351	0.192331	0.189256	0.189881	0.188732	0.185996	0.17915	0.175664	0.163392	0.158999	0.151671	0.144933	0.139916	0.133456	0.125449	0.118554	0.113255	0.109515	0.105018	0.102313	0.102141	0.102623	0.104424	0.106263	0.108546	0.11034	0.113322	0.117923	0.117428	0.116705	0.118518	0.120158	0.117436	0.115214	0.11163	0.109452	0.112146	0.113083
30850	-1342.96	-1567.54	224.576	0.236799	0.235934	0.241433	0.237199	0.23885	0.228979	0.231796	0.228289	0.21477	0.20484	0.191872	0.193179	0.190726	0.197025	0.186264	0.179866	0.178463	0.176028	0.173059	0.177508	0.163512	0.153714	0.134373	0.121682	0.108394	0.0968555	0.0864765	0.0819039	0.074977	0.0674034	0.0618517	0.057245	0.0531127	0.0531115	0.0526682	0.0544591	0.0574459	0.060065	0.0630022	0.0631903	0.0663582	0.0696689	0.0732577	0.0760886	0.0767546	0.0755686	0.0732479	0.0712121	0.0681555	0.067569	0.0681804
30860	-1323.52	-1570.42	246.9	0.181161	0.17191	0.168329	0.171127	0.167911	0.165711	0.163817	0.160352	0.151353	0.147031	0.14653	0.145157	0.142909	0.144838	0.144373	0.143638	0.145632	0.142797	0.13561	0.126584	0.116898	0.106126	0.0927465	0.0856479	0.077975	0.07088	0.0637653	0.0578596	0.0532165	0.0462143	0.0426234	0.0391146	0.0364234	0.0346744	0.0336453	0.0357234	0.0372537	0.0394701	0.0392072	0.0406517	0.0411606	0.0435492	0.0469613	0.0473841	0.0473359	0.0488344	0.0471699	0.0441625	0.0427574	0.0439598	0.0463213
30870	-1302.59	-1571.39	268.796	0.175284	0.171789	0.165363	0.165531	0.165981	0.164894	0.161676	0.154962	0.150427	0.149102	0.143542	0.14402	0.144408	0.142458	0.142736	0.1388	0.141233	0.139065	0.137217	0.133874	0.119848	0.10402	0.0907302	0.0806211	0.0726789	0.0629495	0.0571106	0.0523493	0.0460946	0.0399136	0.0363177	0.0343588	0.0323964	0.0304015	0.0307191	0.0306639	0.0322884	0.0341396	0.0348934	0.0354526	0.0363078	0.0393298	0.0405386	0.0395644	0.040007	0.0405245	0.0394212	0.0382013	0.0369384	0.0362938	0.0368201
30880	-1250.73	-1569.02	318.29	0.193737	0.188364	0.181754	0.179467	0.173321	0.170829	0.171195	0.167689	0.162193	0.159048	0.15555	0.151826	0.14876	0.149089	0.148912	0.146599	0.140423	0.141632	0.14132	0.132384	0.117131	0.098916	0.0867122	0.0764512	0.0671002	0.059009	0.0516807	0.0450182	0.0388776	0.033312	0.0300041	0.0277667	0.0256734	0.0237329	0.0232799	0.0236136	0.0255291	0.0273093	0.0281818	0.0290947	0.0302582	0.0317823	0.0329314	0.0336136	0.0328858	0.0322029	0.0317243	0.0304069	0.0290535	0.0295657	0.0309235
30890	-1218.64	-1569.77	351.126	0.215168	0.208644	0.201421	0.193418	0.192126	0.196081	0.190837	0.188675	0.184315	0.181201	0.179227	0.178301	0.171968	0.170709	0.16871	0.167068	0.163375	0.166088	0.165555	0.154508	0.139613	0.119051	0.0990845	0.0847478	0.0729132	0.0594813	0.0521156	0.047594	0.0410826	0.0350137	0.0321343	0.0281194	0.0262419	0.0238914	0.0230171	0.0234174	0.0246908	0.0266769	0.0284228	0.0302782	0.0310257	0.0331451	0.0345747	0.0350145	0.0346754	0.0334388	0.03336	0.0323485	0.0309032	0.0303833	0.0306986
30900	-1307.86	-1568.93	261.074	0.223772	0.223433	0.222746	0.221011	0.214736	0.207269	0.203478	0.199015	0.19555	0.192688	0.194557	0.193232	0.189325	0.191842	0.185114	0.183581	0.187008	0.190967	0.189909	0.18286	0.163177	0.141222	0.122864	0.110684	0.0992671	0.0890379	0.0786175	0.0705975	0.0630202	0.0557517	0.0526287	0.0479283	0.0446558	0.0424561	0.0423654	0.0423165	0.0448965	0.0468085	0.0484494	0.0510165	0.0530482	0.0557053	0.0573505	0.0560526	0.0554273	0.0553115	0.0544867	0.0518385	0.051049	0.0504682	0.0519745
30910	-1289	-1569.78	280.775	0.226794	0.220356	0.216602	0.208301	0.201688	0.197375	0.189594	0.182465	0.180813	0.178052	0.177817	0.175445	0.175444	0.175381	0.17669	0.174129	0.172195	0.173921	0.176005	0.166314	0.146637	0.128702	0.110916	0.0987057	0.087385	0.0787857	0.0700099	0.0635691	0.0557685	0.0489344	0.0442873	0.0416583	0.0381402	0.036562	0.0369081	0.0381508	0.0397892	0.0421501	0.043973	0.0449433	0.0459335	0.0480289	0.0497598	0.0499483	0.0492341	0.0483222	0.0473372	0.045647	0.0435512	0.0437351	0.0453536
30920	-1333.36	-1568.77	235.408	0.20123	0.188281	0.185011	0.188315	0.179792	0.172457	0.164819	0.160006	0.15627	0.152148	0.151446	0.150798	0.149774	0.149886	0.154107	0.148253	0.150364	0.14931	0.149585	0.139081	0.121756	0.103027	0.087294	0.0759815	0.0659385	0.0580732	0.0503795	0.0445991	0.0386562	0.032988	0.0295814	0.0270971	0.0245913	0.0235746	0.023637	0.0244241	0.0263538	0.0276849	0.0294122	0.0303633	0.0313912	0.0328046	0.0336977	0.0337492	0.0334536	0.0327042	0.0319499	0.0301154	0.0286829	0.0291647	0.0306296
30930	-1284.57	-1568.88	284.309	0.201447	0.193778	0.19454	0.189386	0.184001	0.18042	0.176805	0.170501	0.166832	0.164493	0.164176	0.163239	0.1635	0.161799	0.161628	0.161115	0.159675	0.160413	0.163235	0.15264	0.136611	0.12132	0.10874	0.0989141	0.0889106	0.0794212	0.0704605	0.0635935	0.0562418	0.0506987	0.0450659	0.0434106	0.0409894	0.0387261	0.0380861	0.0389591	0.0421409	0.0441554	0.0459926	0.0471085	0.0489424	0.050223	0.0505666	0.0499831	0.049665	0.0492832	0.0478843	0.0468232	0.0459645	0.0463445	0.0476825
30940	-1320.64	-1569.83	249.192	0.193715	0.189042	0.18708	0.182821	0.178788	0.171784	0.171512	0.166879	0.160847	0.160347	0.162196	0.161524	0.162054	0.162502	0.161592	0.155555	0.155647	0.155763	0.152615	0.149119	0.138619	0.125335	0.110421	0.0978692	0.089952	0.0834759	0.0748265	0.0692874	0.06239	0.0548512	0.0511114	0.0485693	0.0460816	0.0437341	0.043412	0.0457278	0.0477575	0.0505547	0.0519637	0.0515674	0.0532336	0.0553318	0.0560374	0.0557674	0.0561074	0.0546654	0.053958	0.0528281	0.0513672	0.0515931	0.0528688
30950	-1338.8	-1568.32	229.511	0.200828	0.19642	0.191479	0.19027	0.180055	0.17302	0.168684	0.164799	0.161658	0.160312	0.157689	0.158219	0.158537	0.157261	0.154728	0.148741	0.147837	0.144552	0.148737	0.143614	0.130805	0.113686	0.0977252	0.0879094	0.0773625	0.0694605	0.0595657	0.0535249	0.0472225	0.0419209	0.0373252	0.0363114	0.0342022	0.0325824	0.0322101	0.032806	0.0351513	0.0386834	0.0395527	0.0393023	0.0399715	0.041475	0.0420829	0.0422493	0.042269	0.0425689	0.0415068	0.0407375	0.0399853	0.0397844	0.0409805
30960	-1347.62	-1568.65	221.027	0.220379	0.208228	0.208818	0.206584	0.203274	0.200414	0.191966	0.187103	0.183258	0.184701	0.182402	0.184913	0.181841	0.179494	0.18122	0.174785	0.168606	0.17559	0.170753	0.167487	0.148511	0.132334	0.116309	0.105304	0.094994	0.0838209	0.0756476	0.0711245	0.0618131	0.0575342	0.0521266	0.0487639	0.0457281	0.0448637	0.0439873	0.045541	0.0486936	0.0525433	0.0542766	0.0546636	0.0542973	0.0561353	0.0574449	0.0545073	0.0547586	0.05569	0.0551873	0.0536761	0.0525745	0.0539495	0.0556122
30970	-1317.03	-1569.46	252.438	0.204285	0.202866	0.194749	0.195473	0.193176	0.186869	0.17955	0.185215	0.180039	0.174061	0.172935	0.171887	0.171893	0.171648	0.17247	0.166588	0.16691	0.172882	0.168068	0.167103	0.152536	0.137653	0.123246	0.111969	0.103755	0.0903406	0.0850719	0.0782787	0.068632	0.0607838	0.0545459	0.0518285	0.0487713	0.0475821	0.0466745	0.0482449	0.0518758	0.0547792	0.0557217	0.0577719	0.0597737	0.0606176	0.062285	0.0613562	0.0633272	0.0624936	0.0605044	0.0601713	0.0589297	0.0594469	0.0616879
30980	-1290.57	-1569.69	279.115	0.201934	0.206174	0.205993	0.198494	0.189778	0.18846	0.189426	0.189067	0.194106	0.1929	0.191272	0.187808	0.17809	0.179144	0.17801	0.178243	0.178716	0.188802	0.193457	0.180961	0.160922	0.143029	0.125756	0.11495	0.103603	0.0909816	0.0830911	0.072434	0.063786	0.0556465	0.0521309	0.0500119	0.046605	0.0426678	0.0407639	0.040347	0.0434283	0.047094	0.0489292	0.0493378	0.0501747	0.0521404	0.0525067	0.0525593	0.0523615	0.0542518	0.0544829	0.0520581	0.0503507	0.0494757	0.0493995
30990	-1270.38	-1569.2	298.819	0.221186	0.2241	0.218873	0.217215	0.212028	0.209268	0.207576	0.205393	0.200384	0.202574	0.196539	0.199531	0.205036	0.19955	0.198872	0.195768	0.197657	0.205159	0.209321	0.198872	0.184152	0.166681	0.152566	0.137623	0.127553	0.116336	0.110281	0.0998967	0.0888421	0.083079	0.0757026	0.0712009	0.0658523	0.0631335	0.0627582	0.063438	0.0656467	0.0675552	0.0703479	0.0717058	0.0748094	0.0736634	0.0766319	0.0760632	0.0780148	0.0797232	0.0798169	0.0762503	0.0724003	0.0723879	0.0734283
31000	-1268.35	-1567.81	299.461	0.231186	0.232136	0.235133	0.231964	0.23437	0.236653	0.232732	0.232221	0.227094	0.225816	0.221473	0.222131	0.220566	0.223497	0.220763	0.222832	0.224063	0.2273	0.226845	0.222883	0.209157	0.201705	0.196179	0.182601	0.176997	0.170571	0.157982	0.152513	0.147384	0.139663	0.131926	0.12668	0.123922	0.120409	0.120973	0.120941	0.125161	0.128396	0.131203	0.129472	0.133894	0.134981	0.13633	0.134871	0.136718	0.135306	0.134717	0.130578	0.131147	0.132183	0.136709
31010	-1294.78	-1576.99	282.217	0.196035	0.194659	0.190932	0.186207	0.186865	0.186096	0.184788	0.183512	0.185178	0.183478	0.180942	0.177239	0.17791	0.178473	0.177359	0.1776	0.177868	0.179754	0.18038	0.176926	0.169494	0.162471	0.156528	0.145809	0.140133	0.130805	0.122962	0.117909	0.111385	0.104794	0.100799	0.0991616	0.0961969	0.094158	0.09388	0.0952764	0.0979919	0.101208	0.102429	0.102358	0.102555	0.104792	0.106874	0.106322	0.10401	0.103036	0.101857	0.0994526	0.0988137	0.10103	0.102616
31020	-1278.25	-1568.85	290.599	0.220845	0.21881	0.21519	0.214119	0.207719	0.204737	0.200558	0.20051	0.198516	0.195803	0.194126	0.195176	0.196322	0.195269	0.194072	0.19389	0.193793	0.196258	0.199106	0.194983	0.186787	0.176089	0.166187	0.15733	0.149635	0.142199	0.133197	0.125819	0.118579	0.110248	0.104726	0.100628	0.0983988	0.0970814	0.0975762	0.0977018	0.0997262	0.10285	0.103711	0.10393	0.105862	0.107588	0.107764	0.107558	0.106342	0.106228	0.105237	0.103906	0.103367	0.101907	0.102695
31030	-1273.67	-1569.9	296.235	0.201744	0.198941	0.196136	0.193226	0.187999	0.1878	0.184018	0.178668	0.176516	0.177791	0.174485	0.169737	0.169842	0.174069	0.177052	0.172135	0.171815	0.175513	0.174996	0.172611	0.161286	0.149676	0.138533	0.129334	0.12393	0.113995	0.104335	0.0974382	0.0896187	0.0811872	0.0771979	0.0740597	0.0715015	0.0690287	0.0674552	0.0682568	0.0704235	0.075183	0.074424	0.0751271	0.0760243	0.0782209	0.0793434	0.0774674	0.0775795	0.0782718	0.0776738	0.074465	0.0739967	0.0751319	0.0783184
31040	-1264.11	-1568.26	304.153	0.212674	0.202456	0.198373	0.198526	0.192253	0.189677	0.185326	0.179636	0.175472	0.169447	0.166989	0.16892	0.167195	0.166921	0.168325	0.162475	0.162368	0.166537	0.164852	0.164604	0.148207	0.130366	0.114932	0.101164	0.0903792	0.0813905	0.0729752	0.065401	0.0563806	0.049452	0.0450488	0.041856	0.0385764	0.0367262	0.0357109	0.0366482	0.0392472	0.0425241	0.0419238	0.0416599	0.0424365	0.0446557	0.046428	0.0466452	0.0454124	0.0454045	0.0434462	0.0434394	0.0425943	0.042832	0.0433409
31050	-1241.6	-1569.02	327.413	0.209354	0.21351	0.207173	0.206799	0.208473	0.210367	0.211045	0.202514	0.196863	0.192561	0.190559	0.189909	0.193143	0.194408	0.193377	0.192592	0.19118	0.190892	0.185874	0.182882	0.172747	0.152239	0.137444	0.123908	0.115887	0.107329	0.0980303	0.0884532	0.0775557	0.0698701	0.0648773	0.0617247	0.0562759	0.0559124	0.0542543	0.0556549	0.0583102	0.063051	0.0627915	0.0623277	0.06337	0.0656068	0.0673796	0.066086	0.0637538	0.0649343	0.0626482	0.0616185	0.0601502	0.0604637	0.0630973
31060	-1253.53	-1571.02	317.487	0.184474	0.180696	0.181136	0.175875	0.169972	0.167564	0.162177	0.15829	0.158694	0.156895	0.154126	0.152551	0.152922	0.15309	0.149902	0.15419	0.152904	0.155476	0.156953	0.152612	0.140927	0.134734	0.121347	0.11118	0.101485	0.0932315	0.0871315	0.0814673	0.0763205	0.0690666	0.0614162	0.0576384	0.0545284	0.0519477	0.052447	0.0533289	0.0556954	0.05635	0.0573269	0.0578868	0.0579765	0.0602945	0.0602903	0.059367	0.0613874	0.0625123	0.0617927	0.0600111	0.0605556	0.0640596	0.0662693
31070	-1225.69	-1569.84	344.155	0.225624	0.21906	0.215105	0.209318	0.20549	0.205787	0.204004	0.201113	0.200573	0.197409	0.194347	0.189773	0.186919	0.180924	0.180447	0.184613	0.188292	0.188482	0.188857	0.18869	0.183477	0.169352	0.15955	0.146444	0.141053	0.135211	0.128315	0.121336	0.11289	0.104203	0.0967581	0.0939093	0.0929158	0.0925754	0.0902535	0.0907796	0.0925934	0.0947105	0.0969349	0.0984787	0.0990996	0.100977	0.103042	0.104119	0.102781	0.101356	0.0992497	0.0999666	0.0981458	0.0962292	0.0982894
31080	-1210.62	-1568.36	357.745	0.222155	0.216633	0.213769	0.213476	0.21564	0.215655	0.215834	0.211673	0.209366	0.207071	0.203873	0.19782	0.198694	0.196485	0.193461	0.194975	0.194068	0.195395	0.197921	0.195278	0.188754	0.185771	0.179537	0.170149	0.163127	0.15413	0.147621	0.143273	0.135702	0.130786	0.127635	0.125147	0.120556	0.117611	0.117522	0.119154	0.122418	0.123072	0.124095	0.123987	0.125588	0.126436	0.126685	0.127029	0.128469	0.126652	0.127176	0.124764	0.12548	0.122696	0.125132
31090	-1216.73	-1567.44	350.71	0.246037	0.247199	0.244482	0.245909	0.246247	0.244195	0.237141	0.234396	0.230421	0.232938	0.235734	0.23132	0.228239	0.227723	0.228489	0.225448	0.228007	0.226086	0.230057	0.223817	0.216193	0.207782	0.198899	0.193643	0.187863	0.180281	0.17407	0.169045	0.165832	0.154391	0.148704	0.144602	0.144212	0.141045	0.138018	0.138184	0.142074	0.144672	0.148628	0.149981	0.149864	0.15176	0.151235	0.152772	0.149279	0.151952	0.155289	0.150443	0.149051	0.145704	0.148116
31100	-1233.16	-1568.53	335.369	0.222626	0.225728	0.213861	0.205911	0.202062	0.196684	0.193411	0.193463	0.191414	0.193594	0.187213	0.182918	0.176889	0.17909	0.182581	0.187603	0.184079	0.185354	0.182309	0.179722	0.173973	0.166385	0.151917	0.141765	0.133894	0.128757	0.118917	0.107043	0.0982565	0.0922017	0.0856734	0.0838237	0.0834503	0.0800282	0.080536	0.0850484	0.0854379	0.0867776	0.0838466	0.0871717	0.0898147	0.0929523	0.0937573	0.0953083	0.0923113	0.0944027	0.0928144	0.0897181	0.0913372	0.0912848	0.0946356
31110	-1262.88	-1568.26	305.384	0.231501	0.237521	0.233571	0.23787	0.24051	0.229964	0.234025	0.224625	0.232603	0.238731	0.229376	0.227886	0.23137	0.231674	0.233175	0.228921	0.216209	0.215431	0.214907	0.207692	0.206393	0.184207	0.182123	0.166074	0.153727	0.143213	0.128237	0.127992	0.113714	0.105467	0.096944	0.0981779	0.0922227	0.0905483	0.0892463	0.0884491	0.094714	0.098191	0.0990599	0.105131	0.102513	0.103882	0.107678	0.113074	0.115482	0.106071	0.110597	0.106924	0.106258	0.110287	0.11308
31120	-1226.37	-1568.75	342.383	0.25049	0.246622	0.247108	0.243767	0.243574	0.246085	0.244641	0.243778	0.240551	0.239637	0.24613	0.250862	0.24564	0.240775	0.245431	0.243393	0.24139	0.244542	0.23733	0.235952	0.22503	0.208161	0.194525	0.184038	0.175666	0.165405	0.155731	0.150702	0.135969	0.127819	0.119891	0.115727	0.113312	0.11021	0.109761	0.11157	0.114175	0.116842	0.120103	0.12527	0.129405	0.131481	0.133078	0.131007	0.130842	0.134119	0.134024	0.131864	0.130047	0.134241	0.136235
31130	-1244.79	-1569.87	325.075	0.248643	0.251683	0.245674	0.253913	0.249729	0.252995	0.247729	0.24914	0.243561	0.246642	0.252771	0.254425	0.245886	0.249037	0.248647	0.250785	0.244243	0.239493	0.251497	0.246992	0.235147	0.212044	0.192101	0.175921	0.160347	0.15302	0.141883	0.133093	0.122806	0.112873	0.105589	0.0979118	0.0932712	0.0901256	0.0880563	0.0872826	0.0924204	0.096008	0.100325	0.10201	0.103627	0.109353	0.11442	0.116567	0.116113	0.117155	0.113642	0.115329	0.114269	0.116003	0.11631
31140	-1227.74	-1570.07	342.33	0.209853	0.209258	0.21094	0.212503	0.212024	0.210758	0.213178	0.2251	0.222315	0.217267	0.215503	0.218327	0.21689	0.221075	0.224904	0.230863	0.237405	0.238601	0.236762	0.22579	0.220173	0.196857	0.181034	0.171406	0.1622	0.155638	0.148178	0.141662	0.13051	0.122217	0.116299	0.112905	0.107935	0.103418	0.103195	0.104275	0.107255	0.110075	0.112912	0.112631	0.113984	0.116063	0.12016	0.12282	0.123883	0.128011	0.12709	0.125219	0.123	0.12489	0.129784
31150	-1238.91	-1569.63	330.716	0.250988	0.238088	0.240297	0.250359	0.247699	0.238743	0.234631	0.228564	0.228694	0.23086	0.2417	0.245631	0.241888	0.2394	0.251678	0.249953	0.251951	0.265792	0.264781	0.255929	0.237846	0.216796	0.211125	0.200661	0.188311	0.178757	0.175529	0.164599	0.157223	0.14348	0.131583	0.126932	0.125253	0.121914	0.121659	0.126387	0.12639	0.12866	0.128959	0.134306	0.137867	0.14457	0.147967	0.147151	0.145559	0.141964	0.143423	0.139153	0.139093	0.145596	0.147495
31160	-1206.82	-1569.75	362.935	0.226641	0.226501	0.226025	0.227006	0.22632	0.224444	0.221519	0.218784	0.221221	0.221209	0.219268	0.222566	0.222587	0.221674	0.224578	0.229881	0.234019	0.239145	0.234727	0.232544	0.235323	0.220726	0.20919	0.196331	0.189407	0.17603	0.169391	0.164372	0.158228	0.15033	0.148753	0.142231	0.138399	0.139848	0.138153	0.137625	0.140328	0.140503	0.14425	0.147205	0.151794	0.154696	0.156754	0.156053	0.155573	0.158527	0.153417	0.15653	0.156981	0.160963	0.165499
31170	-1196.06	-1568	371.938	0.277521	0.276557	0.273282	0.273425	0.271975	0.271533	0.26858	0.266401	0.267934	0.263876	0.264783	0.26725	0.260358	0.264218	0.272455	0.278413	0.279769	0.290071	0.288861	0.285975	0.279609	0.266099	0.254985	0.244608	0.236068	0.226903	0.220446	0.212868	0.210216	0.201037	0.198344	0.193823	0.190234	0.186901	0.181833	0.18459	0.186457	0.189245	0.191592	0.198377	0.201999	0.202203	0.204897	0.206	0.204556	0.204154	0.205233	0.204354	0.20202	0.2076	0.214479
31180	-1172.86	-1568.46	395.604	0.29199	0.289049	0.284797	0.285602	0.285748	0.283905	0.283479	0.283314	0.28386	0.282409	0.278987	0.276624	0.275857	0.279011	0.284174	0.289761	0.291722	0.292353	0.291998	0.291823	0.285907	0.276435	0.272593	0.26487	0.257405	0.255424	0.250532	0.242745	0.238599	0.235581	0.23246	0.2287	0.22477	0.221341	0.218969	0.222	0.224278	0.223648	0.224411	0.22734	0.229881	0.230851	0.233879	0.23815	0.237136	0.235892	0.235864	0.23262	0.23427	0.23459	0.235912
31190	-1206.84	-1571.2	364.358	0.254722	0.250184	0.247771	0.246289	0.241129	0.246375	0.242949	0.250638	0.251869	0.247273	0.245039	0.247355	0.252701	0.256367	0.261892	0.258929	0.261216	0.262507	0.261031	0.262496	0.25147	0.244436	0.232942	0.226746	0.212999	0.203545	0.186744	0.183403	0.183645	0.179137	0.166293	0.164445	0.162498	0.164091	0.158881	0.159299	0.160481	0.166493	0.166345	0.166317	0.168004	0.174346	0.17393	0.17445	0.171479	0.17391	0.176093	0.179404	0.179533	0.179492	0.178822
