Iteration	Posterior	Likelihood	Prior	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]	speciation[12]	speciation[13]	speciation[14]	speciation[15]	speciation[16]	speciation[17]	speciation[18]	speciation[19]	speciation[20]	speciation[21]	speciation[22]	speciation[23]	speciation[24]	speciation[25]	speciation[26]	speciation[27]	speciation[28]	speciation[29]	speciation[30]	speciation[31]	speciation[32]	speciation[33]	speciation[34]	speciation[35]	speciation[36]	speciation[37]	speciation[38]	speciation[39]	speciation[40]	speciation[41]	speciation[42]	speciation[43]	speciation[44]	speciation[45]	speciation[46]	speciation[47]	speciation[48]	speciation[49]	speciation[50]	speciation[51]
100	-1306.46	-1571.23	264.771	0.3184	0.319298	0.32382	0.323225	0.321551	0.324558	0.326974	0.324217	0.326584	0.326099	0.32876	0.328028	0.330763	0.329096	0.331266	0.332272	0.333862	0.332017	0.332294	0.330708	0.333867	0.334249	0.335317	0.337578	0.335239	0.334105	0.337429	0.341103	0.343902	0.342406	0.349822	0.347748	0.347854	0.346881	0.346407	0.345367	0.34185	0.341466	0.342617	0.344117	0.3473	0.346448	0.343985	0.34287	0.343068	0.343056	0.344495	0.347745	0.348837	0.348956	0.346279
110	-1359.03	-1570.95	211.924	0.309026	0.310529	0.316392	0.313081	0.314314	0.319395	0.320693	0.318817	0.322837	0.322012	0.326553	0.325301	0.329988	0.334647	0.330854	0.336791	0.335334	0.333112	0.332624	0.329893	0.333385	0.336002	0.336369	0.336575	0.33772	0.335753	0.341529	0.346809	0.352895	0.355893	0.363427	0.359723	0.359913	0.358179	0.362236	0.355489	0.349277	0.3486	0.352792	0.353275	0.357534	0.35741	0.353043	0.351073	0.351422	0.362086	0.353946	0.359718	0.361665	0.361879	0.357108
120	-1229.56	-1572.37	342.813	0.307176	0.307947	0.307843	0.309251	0.30988	0.312457	0.313113	0.315209	0.314398	0.313778	0.316055	0.315429	0.317768	0.320078	0.318199	0.321135	0.319521	0.319319	0.319077	0.317721	0.319454	0.317203	0.319338	0.321029	0.321593	0.320624	0.323461	0.326035	0.328978	0.330418	0.331913	0.332251	0.332341	0.331513	0.33347	0.330225	0.327231	0.326903	0.328928	0.332651	0.331204	0.331145	0.329049	0.328099	0.328268	0.333376	0.329483	0.332248	0.333176	0.333278	0.334612
130	-1312.11	-1570.43	258.32	0.285036	0.28591	0.285793	0.288457	0.288105	0.291037	0.291784	0.294172	0.293248	0.292541	0.295138	0.294424	0.297095	0.299736	0.297587	0.300947	0.299778	0.298868	0.298591	0.297041	0.299022	0.296449	0.29889	0.300825	0.301471	0.304792	0.303613	0.306568	0.308477	0.311614	0.310101	0.313727	0.313832	0.312876	0.315135	0.311391	0.308324	0.307567	0.309897	0.314189	0.31252	0.312452	0.310036	0.309165	0.309137	0.315027	0.310536	0.313725	0.314796	0.314913	0.311438
140	-1253.61	-1573.17	319.568	0.312239	0.311531	0.311409	0.314161	0.313798	0.316825	0.317595	0.32006	0.318195	0.318376	0.319429	0.320319	0.323074	0.325576	0.325162	0.324603	0.325839	0.324901	0.324615	0.323873	0.321738	0.325121	0.324924	0.326918	0.327584	0.331004	0.32979	0.330577	0.334797	0.338024	0.336468	0.339385	0.340304	0.339322	0.340028	0.337794	0.336214	0.33386	0.332262	0.337145	0.338956	0.338886	0.336401	0.335505	0.335475	0.335776	0.338842	0.340842	0.341295	0.33955	0.337843
150	-1421.37	-1573.46	152.09	0.301423	0.298104	0.297537	0.307561	0.308831	0.316639	0.327482	0.318147	0.330508	0.331429	0.336806	0.341403	0.355958	0.380717	0.36732	0.364249	0.350023	0.365881	0.364317	0.349417	0.342908	0.367093	0.366007	0.37709	0.384937	0.390504	0.393518	0.398117	0.423513	0.443789	0.468855	0.452568	0.458576	0.458414	0.456763	0.442322	0.432328	0.417769	0.408107	0.438191	0.449786	0.449333	0.433497	0.418035	0.427715	0.429588	0.44905	0.455086	0.465123	0.4602	0.442631
160	-1379.16	-1572.62	193.462	0.3161	0.313602	0.313175	0.315241	0.321647	0.322939	0.335447	0.328569	0.337665	0.338339	0.342263	0.345604	0.35858	0.3608	0.3545	0.357036	0.346105	0.35309	0.362069	0.351397	0.346694	0.349277	0.353657	0.37378	0.376636	0.383909	0.384918	0.385831	0.392107	0.417051	0.423564	0.422946	0.429206	0.415281	0.425751	0.417544	0.409306	0.399383	0.392743	0.415335	0.415875	0.420777	0.410099	0.398135	0.403409	0.422059	0.423992	0.432576	0.429598	0.427574	0.434671
170	-1191.5	-1570.54	379.038	0.337347	0.337055	0.337031	0.337146	0.337497	0.338124	0.338232	0.338208	0.338347	0.338382	0.338584	0.338754	0.339401	0.33935	0.3392	0.338839	0.33878	0.339064	0.339571	0.338747	0.33881	0.33894	0.339899	0.340105	0.340265	0.340801	0.340648	0.34085	0.340975	0.342065	0.342339	0.342313	0.342583	0.342313	0.34243	0.342085	0.341733	0.341299	0.341003	0.341992	0.341907	0.342388	0.341767	0.341244	0.341476	0.341996	0.341845	0.34238	0.34259	0.342251	0.342798
180	-1338.43	-1569.51	231.082	0.266588	0.26425	0.264061	0.264976	0.27003	0.272899	0.273788	0.272763	0.274224	0.275028	0.276703	0.278121	0.283572	0.283138	0.282618	0.278827	0.278249	0.280715	0.285021	0.278062	0.280052	0.28827	0.287833	0.287517	0.291002	0.295704	0.294354	0.296136	0.297236	0.307047	0.304622	0.309324	0.311815	0.309325	0.310402	0.307237	0.302561	0.300147	0.29749	0.303995	0.305615	0.300063	0.294237	0.299633	0.301717	0.302895	0.305048	0.30994	0.311876	0.308753	0.308314
190	-1325.69	-1570.17	244.486	0.248158	0.246594	0.246467	0.24708	0.250455	0.252363	0.252953	0.252273	0.253242	0.252535	0.256948	0.25746	0.259412	0.259616	0.25876	0.255225	0.255906	0.254798	0.253469	0.255782	0.258408	0.261302	0.262206	0.262368	0.264276	0.267335	0.266458	0.267616	0.268329	0.268937	0.2731	0.276121	0.277716	0.276121	0.272829	0.274782	0.271772	0.270214	0.268493	0.272696	0.273739	0.269224	0.269622	0.272644	0.271227	0.271988	0.273375	0.276516	0.277755	0.275755	0.275473
200	-1317.34	-1569.87	252.539	0.306108	0.303509	0.303298	0.305818	0.308776	0.313121	0.314109	0.312971	0.314593	0.313409	0.318856	0.321677	0.32497	0.325315	0.323869	0.318948	0.319063	0.316533	0.314973	0.32074	0.323276	0.328167	0.329697	0.327273	0.333212	0.338422	0.336927	0.338902	0.340775	0.340249	0.3483	0.353503	0.356259	0.353504	0.348533	0.347592	0.346018	0.343345	0.340401	0.349769	0.349399	0.344625	0.342333	0.347516	0.345083	0.346388	0.342695	0.354185	0.354183	0.352872	0.352385
210	-1231.21	-1570.7	339.494	0.28385	0.283182	0.283127	0.283776	0.284532	0.285634	0.285882	0.285596	0.286004	0.285706	0.287071	0.287198	0.288468	0.288667	0.288312	0.287094	0.287122	0.286491	0.2861	0.287539	0.288165	0.289364	0.289737	0.289043	0.290588	0.291837	0.292099	0.291951	0.291798	0.292272	0.294168	0.295377	0.296011	0.295377	0.294222	0.294002	0.293634	0.293005	0.292308	0.294511	0.294424	0.293306	0.293275	0.293985	0.293414	0.292747	0.292851	0.295534	0.295533	0.295231	0.295118
220	-1309.41	-1570.38	260.967	0.330754	0.330744	0.330299	0.331122	0.335065	0.338339	0.339081	0.339829	0.339445	0.338935	0.341111	0.348173	0.346853	0.346044	0.34638	0.345156	0.341951	0.3409	0.33973	0.341504	0.345938	0.349918	0.349914	0.348595	0.353304	0.35714	0.357949	0.357492	0.359698	0.359716	0.365849	0.367819	0.371274	0.368144	0.364204	0.359769	0.360788	0.361449	0.363813	0.365433	0.365163	0.368176	0.366885	0.366681	0.361692	0.361102	0.360272	0.360893	0.359847	0.358259	0.365372
230	-1350.68	-1570.22	219.546	0.250612	0.249804	0.249766	0.249655	0.252579	0.254979	0.255083	0.256112	0.254186	0.254896	0.257062	0.26009	0.261318	0.260719	0.260968	0.258422	0.257709	0.256906	0.256038	0.257761	0.26064	0.2603	0.263496	0.262609	0.266099	0.268941	0.26954	0.269202	0.270836	0.270849	0.275391	0.276851	0.276698	0.277091	0.274173	0.274765	0.273059	0.275045	0.273884	0.275083	0.275525	0.277115	0.273426	0.272811	0.272313	0.271876	0.270629	0.271721	0.270777	0.270494	0.270665
240	-1245.92	-1570.42	324.501	0.31543	0.317475	0.321126	0.320894	0.320247	0.322476	0.322571	0.324511	0.322769	0.322398	0.325268	0.327202	0.328333	0.32935	0.328011	0.325662	0.32471	0.32426	0.323457	0.325051	0.326214	0.327395	0.326622	0.329522	0.333597	0.33571	0.335875	0.335566	0.337041	0.339025	0.341205	0.342529	0.342827	0.342747	0.340098	0.340598	0.339084	0.339242	0.339834	0.341754	0.34212	0.342769	0.342134	0.338858	0.338404	0.338006	0.336869	0.337865	0.335729	0.336838	0.337225
250	-1211.77	-1569.91	358.146	0.318115	0.318933	0.319463	0.319973	0.319754	0.319978	0.321223	0.321192	0.322018	0.322466	0.321757	0.322093	0.322346	0.322863	0.322363	0.321384	0.321259	0.321108	0.320657	0.321373	0.321908	0.322301	0.322456	0.322866	0.324215	0.324909	0.324964	0.324934	0.325499	0.325994	0.325934	0.32687	0.326913	0.327204	0.327206	0.327369	0.326013	0.325853	0.326258	0.326661	0.327001	0.327211	0.327647	0.326562	0.326005	0.325662	0.325176	0.325616	0.325133	0.325464	0.325713
260	-1350.62	-1572.57	221.948	0.274111	0.274718	0.279456	0.284082	0.282089	0.284123	0.28252	0.295419	0.303336	0.295116	0.300812	0.304059	0.306525	0.311622	0.310558	0.299477	0.296053	0.294119	0.288436	0.295998	0.302268	0.306088	0.307608	0.311653	0.322025	0.332566	0.333138	0.33282	0.338826	0.344175	0.343515	0.353806	0.358198	0.357547	0.357573	0.359405	0.344382	0.338208	0.347051	0.351483	0.35527	0.353876	0.36256	0.350398	0.342	0.340577	0.335381	0.34008	0.343459	0.337614	0.34113
270	-1284.38	-1571.13	286.754	0.325528	0.328949	0.329668	0.331009	0.331024	0.332067	0.340967	0.33778	0.341713	0.337629	0.337785	0.342069	0.34328	0.344304	0.342494	0.34021	0.339077	0.339581	0.341945	0.33807	0.342458	0.344992	0.34381	0.345782	0.350771	0.35575	0.356018	0.356541	0.358665	0.36243	0.362973	0.36552	0.367499	0.36746	0.367218	0.365275	0.359338	0.358379	0.358407	0.36091	0.366181	0.365552	0.360086	0.361603	0.360132	0.359475	0.360592	0.358716	0.360803	0.358103	0.357583
280	-1300.22	-1571.05	270.822	0.350911	0.353599	0.354164	0.355215	0.356185	0.356043	0.362985	0.360504	0.359619	0.360387	0.360508	0.36384	0.366679	0.365574	0.36417	0.362396	0.361514	0.361847	0.363744	0.36073	0.364142	0.366107	0.365191	0.366719	0.373274	0.374407	0.374083	0.372538	0.37662	0.379526	0.379941	0.381886	0.383394	0.385544	0.380706	0.381699	0.37716	0.376424	0.375366	0.378364	0.381682	0.38191	0.377733	0.378894	0.377768	0.377265	0.37812	0.376683	0.37681	0.376213	0.37518
290	-1291.91	-1568.87	276.959	0.291648	0.293555	0.293955	0.2947	0.295649	0.295286	0.297511	0.298443	0.297817	0.29836	0.298446	0.301339	0.302803	0.302024	0.301033	0.301438	0.299157	0.299392	0.299434	0.297381	0.301013	0.3024	0.301754	0.305068	0.303949	0.308009	0.308016	0.310411	0.3098	0.31184	0.312131	0.313495	0.314551	0.313667	0.31498	0.312548	0.310669	0.309662	0.308918	0.311024	0.312917	0.310331	0.310581	0.311184	0.312286	0.310168	0.310853	0.309844	0.309521	0.309514	0.308787
300	-1326.81	-1569.89	243.083	0.295923	0.298297	0.294824	0.296407	0.294851	0.299287	0.302423	0.304432	0.303081	0.304252	0.309895	0.310717	0.315973	0.312213	0.308587	0.31033	0.308683	0.306016	0.30178	0.302144	0.310006	0.311014	0.311622	0.314357	0.317609	0.325451	0.325895	0.325194	0.331853	0.334077	0.337371	0.33784	0.341096	0.338233	0.341235	0.339209	0.330281	0.329579	0.329703	0.33223	0.333378	0.329209	0.334521	0.332772	0.335089	0.330815	0.326893	0.329568	0.328841	0.332988	0.320893
310	-1223.13	-1571.79	348.658	0.356529	0.357177	0.356732	0.356661	0.357028	0.357704	0.358635	0.358833	0.358471	0.358173	0.360286	0.360476	0.360137	0.360897	0.36065	0.360401	0.359785	0.359584	0.35812	0.358218	0.358595	0.358912	0.36057	0.361459	0.362742	0.364319	0.364432	0.364254	0.365936	0.366491	0.367309	0.367425	0.367658	0.367523	0.368261	0.367763	0.365541	0.365364	0.365395	0.36603	0.366531	0.367717	0.366602	0.366165	0.366743	0.366709	0.366389	0.36556	0.365178	0.36622	0.366968
320	-1245.53	-1570.88	325.35	0.246369	0.247192	0.24818	0.248091	0.248549	0.249395	0.25056	0.250067	0.250354	0.249981	0.252264	0.252871	0.252446	0.253401	0.25309	0.252777	0.252003	0.25175	0.249915	0.250038	0.25051	0.250907	0.252014	0.254109	0.255648	0.256491	0.257749	0.259578	0.25981	0.260491	0.261535	0.261683	0.26198	0.261807	0.262752	0.262412	0.260224	0.259055	0.261231	0.259903	0.260542	0.261042	0.260632	0.260893	0.260812	0.260726	0.26036	0.259305	0.258819	0.260145	0.261099
330	-1153.19	-1568.93	415.737	0.278322	0.278522	0.278761	0.27874	0.278948	0.279055	0.279335	0.279543	0.279286	0.279196	0.279743	0.279734	0.279787	0.279916	0.279941	0.279866	0.279681	0.279621	0.279204	0.27921	0.279323	0.279419	0.279684	0.280183	0.280548	0.28077	0.281043	0.281284	0.281492	0.281684	0.281927	0.281962	0.28214	0.28199	0.282209	0.282131	0.281981	0.281349	0.281857	0.281547	0.281696	0.281681	0.281717	0.281778	0.281759	0.281739	0.281654	0.281408	0.281294	0.281604	0.281389
340	-1092.34	-1569.96	477.626	0.306014	0.306149	0.30631	0.306296	0.306436	0.306507	0.306696	0.306835	0.306663	0.306602	0.30697	0.306964	0.306999	0.307086	0.307103	0.307052	0.306928	0.306888	0.306608	0.306612	0.30674	0.306752	0.30693	0.307265	0.30751	0.307784	0.307842	0.308004	0.308143	0.308272	0.308435	0.308458	0.308577	0.308477	0.308624	0.308571	0.308249	0.308047	0.307909	0.30818	0.30828	0.30833	0.308294	0.308335	0.308322	0.308309	0.308252	0.308087	0.30801	0.308218	0.308074
350	-1167.01	-1568.95	401.945	0.305566	0.305815	0.306113	0.306086	0.306345	0.306478	0.306826	0.307085	0.306765	0.306653	0.307335	0.307322	0.307388	0.307549	0.30758	0.307487	0.307483	0.307182	0.306663	0.30667	0.306908	0.30693	0.30726	0.307882	0.308336	0.308843	0.308952	0.309252	0.309511	0.309751	0.310054	0.310096	0.310319	0.310132	0.310405	0.310307	0.309738	0.309334	0.309076	0.30958	0.309766	0.309642	0.309792	0.309868	0.309844	0.309819	0.309713	0.309406	0.309265	0.30965	0.30923
360	-1161.14	-1570.61	409.464	0.347003	0.347559	0.347414	0.347365	0.347839	0.348082	0.348721	0.349195	0.348608	0.348404	0.349653	0.34963	0.349751	0.350046	0.350103	0.349932	0.349925	0.349372	0.348422	0.348435	0.34887	0.348911	0.349516	0.350657	0.351491	0.352424	0.352624	0.353177	0.353654	0.354096	0.354653	0.354732	0.355142	0.354799	0.355302	0.355121	0.354071	0.353327	0.353735	0.353854	0.354123	0.353894	0.354171	0.35431	0.354267	0.354221	0.354026	0.353461	0.3535	0.353306	0.353135
370	-1315.86	-1569.94	254.086	0.302808	0.306445	0.305495	0.305173	0.308295	0.309905	0.314175	0.317374	0.313417	0.31205	0.320493	0.321568	0.32117	0.323197	0.323584	0.322411	0.322361	0.318579	0.312172	0.314209	0.315177	0.315457	0.319562	0.327426	0.333282	0.339944	0.341388	0.345398	0.346383	0.352163	0.356323	0.356916	0.359261	0.357413	0.358486	0.359844	0.351982	0.347035	0.349493	0.350372	0.352364	0.350671	0.352723	0.34985	0.353439	0.353097	0.351644	0.347476	0.34729	0.346343	0.345096
380	-1277.43	-1573.27	295.842	0.227502	0.230258	0.231035	0.234161	0.232455	0.234392	0.235351	0.238937	0.237584	0.238311	0.240829	0.24148	0.244513	0.242323	0.243123	0.24199	0.242926	0.240225	0.235774	0.2324	0.237603	0.23601	0.240264	0.245021	0.24879	0.252284	0.255923	0.255809	0.257204	0.259841	0.262314	0.262828	0.261439	0.262976	0.260361	0.259731	0.259342	0.258243	0.255432	0.258776	0.259669	0.258954	0.260175	0.258464	0.26121	0.263287	0.261386	0.257623	0.256939	0.254871	0.255169
390	-1169.62	-1569.31	399.696	0.305691	0.305904	0.306025	0.306508	0.306541	0.306544	0.306691	0.30705	0.307054	0.307142	0.307521	0.307619	0.307975	0.307745	0.307864	0.307695	0.307834	0.306906	0.306855	0.307409	0.307034	0.306792	0.307436	0.308145	0.308698	0.309204	0.309849	0.309709	0.310123	0.310278	0.310624	0.310536	0.310459	0.310827	0.311017	0.310263	0.310208	0.310054	0.309655	0.310129	0.309734	0.310154	0.310164	0.310408	0.310552	0.310759	0.309981	0.309966	0.309869	0.309575	0.30937
400	-1267.85	-1569.03	301.187	0.258242	0.258975	0.259391	0.26133	0.261177	0.261186	0.262366	0.262944	0.262957	0.263263	0.264588	0.26493	0.266182	0.265372	0.26579	0.265197	0.26306	0.262442	0.266125	0.264057	0.262889	0.2632	0.264292	0.266779	0.268732	0.270528	0.272831	0.272328	0.273812	0.274371	0.275615	0.275297	0.275021	0.276349	0.277037	0.274315	0.274119	0.274237	0.272958	0.273833	0.272941	0.273923	0.273959	0.274839	0.275355	0.276104	0.274654	0.273249	0.272902	0.271851	0.273619
410	-1333.7	-1570.1	236.401	0.237442	0.228806	0.229744	0.237302	0.239796	0.242689	0.24887	0.244527	0.237663	0.239891	0.241427	0.245422	0.241686	0.244908	0.25104	0.254713	0.252561	0.249477	0.250385	0.251589	0.253922	0.24466	0.248447	0.254359	0.261229	0.264023	0.266191	0.268923	0.273968	0.277858	0.27738	0.283107	0.281559	0.28331	0.283673	0.280469	0.277095	0.268899	0.268645	0.267392	0.274451	0.278474	0.276613	0.278477	0.280167	0.28166	0.27613	0.270915	0.276716	0.272556	0.267023
420	-1339.52	-1570.9	231.378	0.257039	0.264523	0.269871	0.284049	0.287279	0.282391	0.286456	0.279905	0.279707	0.280355	0.28309	0.297412	0.301913	0.305089	0.293159	0.297951	0.302062	0.291371	0.285521	0.278965	0.287567	0.286219	0.29437	0.306572	0.308993	0.323001	0.324544	0.333817	0.343433	0.345642	0.348682	0.358182	0.357266	0.36343	0.370287	0.355959	0.341812	0.351554	0.342902	0.348319	0.34712	0.338073	0.340302	0.339238	0.340011	0.338304	0.337292	0.323924	0.336923	0.340731	0.323565
430	-1374.72	-1574.48	199.764	0.266662	0.277712	0.285313	0.293089	0.292205	0.29328	0.316617	0.309624	0.31008	0.322693	0.337986	0.342288	0.346933	0.342077	0.339285	0.35032	0.335647	0.321838	0.309216	0.318055	0.332175	0.363935	0.36037	0.37733	0.380764	0.373191	0.411901	0.408471	0.444778	0.438077	0.454754	0.460301	0.492929	0.476108	0.488089	0.504043	0.473765	0.45451	0.481534	0.460394	0.460502	0.425293	0.417089	0.399733	0.39356	0.404209	0.405448	0.435543	0.411321	0.416783	0.396069
440	-1274.54	-1570.33	295.79	0.318028	0.316381	0.314943	0.315616	0.315214	0.316448	0.313449	0.312804	0.312871	0.31778	0.320145	0.320992	0.321509	0.323518	0.32168	0.321622	0.31929	0.317649	0.316069	0.319083	0.323322	0.323883	0.331142	0.33557	0.335135	0.338888	0.340061	0.340424	0.345512	0.345364	0.344905	0.341311	0.343306	0.346715	0.349208	0.355109	0.35386	0.35086	0.348279	0.349768	0.346248	0.343196	0.33796	0.337591	0.333686	0.33669	0.3394	0.338618	0.337944	0.34048	0.342282
450	-1329.06	-1572.3	243.235	0.300096	0.29937	0.305282	0.29675	0.30291	0.301578	0.301534	0.308501	0.311197	0.306196	0.303552	0.312432	0.319199	0.323241	0.314977	0.319181	0.313785	0.311118	0.315518	0.322307	0.32197	0.323892	0.332606	0.346738	0.355227	0.365551	0.356079	0.359468	0.369708	0.368013	0.364124	0.362894	0.378183	0.370793	0.387696	0.383242	0.401167	0.4002	0.391532	0.396323	0.384076	0.367108	0.361239	0.356872	0.354471	0.366634	0.363627	0.349669	0.35268	0.355369	0.349159
460	-1352.38	-1570.11	217.731	0.268076	0.275213	0.274177	0.271427	0.278567	0.279193	0.279169	0.278097	0.281558	0.282233	0.283553	0.284227	0.281835	0.287998	0.290569	0.288925	0.283208	0.286543	0.286918	0.285518	0.290093	0.29212	0.301506	0.303744	0.308114	0.313592	0.309154	0.31043	0.317418	0.314866	0.310562	0.312214	0.315496	0.325528	0.324778	0.324064	0.334721	0.339573	0.33719	0.32928	0.323096	0.312238	0.310588	0.309277	0.309965	0.307118	0.310652	0.312787	0.306876	0.30145	0.299007
470	-1358.26	-1571.48	213.215	0.25143	0.252078	0.24637	0.256562	0.248552	0.255353	0.251003	0.24787	0.250569	0.251135	0.257143	0.254943	0.254633	0.251967	0.247635	0.254143	0.258031	0.254252	0.260141	0.263999	0.265615	0.269846	0.273943	0.27851	0.28498	0.289357	0.289598	0.299498	0.293588	0.293615	0.289445	0.291348	0.293251	0.296232	0.301758	0.312875	0.309079	0.311972	0.315617	0.307039	0.299888	0.292344	0.286041	0.283565	0.285229	0.285008	0.286111	0.284303	0.281953	0.275994	0.279905
