Iteration	Replicate_ID	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]
179	0	-1548.33	-1568.81	20.479	0.106025	0.114084	0.12294	0.131041	0.121781	0.143301	0.151556	0.15495	0.151649	0.159048	0.165159
180	0	-1543.6	-1568.74	25.1356	0.157041	0.161824	0.164388	0.160221	0.161025	0.173359	0.175108	0.175694	0.177747	0.177006	0.172994
181	0	-1546.61	-1569.13	22.5163	0.147608	0.147324	0.159204	0.168985	0.164446	0.165132	0.166484	0.174575	0.181853	0.167846	0.153381
182	0	-1554.25	-1569.08	14.8264	0.0886485	0.100919	0.10209	0.098165	0.0946861	0.0906248	0.103292	0.103985	0.107777	0.103635	0.0904718
183	0	-1549.17	-1569.21	20.0416	0.167169	0.160828	0.156181	0.160912	0.1626	0.164761	0.15659	0.136336	0.136322	0.118808	0.124518
184	0	-1545.24	-1568.89	23.6561	0.167055	0.158794	0.1527	0.144546	0.139307	0.147978	0.144822	0.145974	0.13759	0.12275	0.123695
185	0	-1543.2	-1568.19	24.9852	0.15555	0.158119	0.169681	0.158181	0.149577	0.150921	0.14508	0.139847	0.136307	0.129481	0.121976
186	0	-1543.43	-1568.99	25.5605	0.177425	0.191389	0.204804	0.202348	0.1899	0.183021	0.182461	0.175349	0.167479	0.168538	0.18407
187	0	-1549.06	-1570.93	21.8753	0.206118	0.199792	0.190924	0.18235	0.182534	0.187038	0.183343	0.187526	0.166396	0.146988	0.146022
188	0	-1552.37	-1571.5	19.1307	0.172122	0.174442	0.194843	0.166178	0.154595	0.17092	0.160447	0.158991	0.153864	0.145651	0.134024
189	0	-1548.14	-1567.05	18.915	0.125459	0.126234	0.134295	0.126219	0.131362	0.140894	0.136155	0.129449	0.122243	0.116625	0.113874
190	0	-1549.34	-1567.59	18.2547	0.172862	0.17327	0.18077	0.186728	0.175888	0.196687	0.199538	0.190692	0.183204	0.166019	0.158458
191	0	-1547.66	-1570.76	23.1051	0.092738	0.0906402	0.0972098	0.0958172	0.100346	0.108696	0.101243	0.103854	0.0998099	0.102224	0.103486
192	0	-1543.67	-1570.45	26.7828	0.175817	0.177969	0.174263	0.173504	0.168678	0.169462	0.177575	0.165562	0.166144	0.168666	0.16629
193	0	-1553.29	-1570.14	16.8481	0.109813	0.104152	0.11742	0.129377	0.12206	0.120058	0.104495	0.112325	0.11343	0.108958	0.0972866
194	0	-1545.31	-1568.76	23.4454	0.205572	0.202211	0.209613	0.229692	0.253279	0.242667	0.246122	0.237003	0.224834	0.22628	0.209579
195	0	-1549.16	-1571.31	22.1477	0.204016	0.21154	0.208115	0.212015	0.239684	0.224155	0.207302	0.199798	0.178594	0.18458	0.193803
196	0	-1543.44	-1570.72	27.2755	0.136679	0.143691	0.145952	0.15031	0.148715	0.142763	0.129571	0.128476	0.124752	0.117407	0.115714
197	0	-1547.58	-1568.82	21.2432	0.176961	0.17741	0.183662	0.185127	0.176902	0.191674	0.200414	0.205972	0.233878	0.227174	0.21698
198	0	-1540.72	-1568.98	28.2599	0.179653	0.193898	0.195942	0.20655	0.221302	0.220653	0.23049	0.222273	0.23112	0.235994	0.243349
199	0	-1547.3	-1570.73	23.4325	0.224167	0.2379	0.226969	0.238765	0.239843	0.22714	0.263622	0.268904	0.281921	0.27859	0.274992
200	0	-1553.28	-1572.48	19.1938	0.312829	0.305297	0.303246	0.303537	0.280222	0.28973	0.318976	0.317926	0.311742	0.309832	0.318659
201	0	-1546.15	-1572.77	26.6156	0.165272	0.162568	0.163117	0.167026	0.15599	0.156951	0.165272	0.14963	0.15042	0.148525	0.142159
202	0	-1547.55	-1569.29	21.7344	0.194242	0.187088	0.182163	0.182801	0.176917	0.192991	0.200627	0.195969	0.195746	0.185007	0.177273
203	0	-1548.22	-1568.04	19.8199	0.161076	0.165157	0.167329	0.16317	0.186558	0.19693	0.219335	0.208608	0.234787	0.228414	0.214374
204	0	-1550.48	-1569.42	18.947	0.161372	0.140778	0.149413	0.153155	0.163406	0.169298	0.183443	0.180015	0.183695	0.209331	0.235321
205	0	-1552.16	-1569.88	17.7277	0.166457	0.172365	0.170065	0.201819	0.204728	0.219892	0.218178	0.205767	0.210829	0.225141	0.204391
206	0	-1545.77	-1570.27	24.4979	0.190085	0.186294	0.211278	0.225093	0.236389	0.247332	0.231066	0.228056	0.241173	0.25163	0.226187
207	0	-1553.71	-1568.71	15.0028	0.190918	0.198517	0.214369	0.226181	0.255477	0.25296	0.2718	0.245964	0.265002	0.303045	0.273527
208	0	-1548.95	-1570.3	21.3523	0.183112	0.182467	0.207693	0.209528	0.239176	0.240865	0.250297	0.244272	0.267348	0.262819	0.265974
209	0	-1544.08	-1569.3	25.2196	0.179986	0.191764	0.211289	0.19698	0.187807	0.209235	0.221236	0.222272	0.223637	0.215295	0.205532
210	0	-1544.14	-1570.22	26.0804	0.149469	0.15821	0.167315	0.172424	0.174513	0.178932	0.191171	0.20033	0.18079	0.179492	0.175389
211	0	-1548.46	-1571.51	23.0433	0.171159	0.201589	0.191706	0.195812	0.208309	0.218801	0.218186	0.224661	0.23016	0.243333	0.245716
212	0	-1544.96	-1568.28	23.3176	0.169868	0.187373	0.184889	0.192919	0.200834	0.205154	0.206973	0.219454	0.214389	0.219811	0.22212
213	0	-1549.6	-1569.17	19.5685	0.227508	0.24191	0.25433	0.23057	0.24659	0.265798	0.258015	0.230149	0.251387	0.25804	0.275191
214	0	-1548.49	-1569.07	20.5782	0.171585	0.16036	0.165581	0.174705	0.182213	0.173031	0.158861	0.155589	0.145131	0.145766	0.148517
215	0	-1545.57	-1567.57	22.0008	0.180963	0.19653	0.208002	0.214613	0.199363	0.185211	0.193015	0.188062	0.167061	0.158052	0.155358
216	0	-1544.54	-1570.9	26.3633	0.206661	0.209762	0.215203	0.216822	0.23586	0.224161	0.218013	0.217132	0.205837	0.201627	0.20029
217	0	-1546.56	-1568.7	22.1385	0.135021	0.145653	0.138837	0.135129	0.142893	0.141281	0.143631	0.14809	0.137983	0.148708	0.140061
218	0	-1549.36	-1571.79	22.4315	0.107123	0.112234	0.115005	0.10752	0.110026	0.112166	0.117757	0.116466	0.119587	0.12459	0.123928
219	0	-1547.34	-1569.24	21.906	0.137307	0.14427	0.142378	0.160275	0.17881	0.188268	0.209126	0.200948	0.196041	0.203528	0.204638
220	0	-1549.64	-1569.47	19.8299	0.141585	0.144136	0.15313	0.162258	0.178291	0.155824	0.166598	0.174234	0.188653	0.190343	0.193369
221	0	-1542.51	-1568.48	25.9688	0.162663	0.165328	0.167759	0.171224	0.164789	0.173818	0.174499	0.182826	0.193348	0.198158	0.190186
222	0	-1545.48	-1568.34	22.8562	0.105105	0.109041	0.109564	0.112715	0.1228	0.125941	0.123124	0.131235	0.12698	0.11264	0.108945
223	0	-1543.96	-1568.14	24.1841	0.202666	0.21343	0.216942	0.224586	0.207305	0.219594	0.244939	0.22223	0.22291	0.22721	0.233901
224	0	-1552.24	-1570	17.7542	0.132765	0.134179	0.134007	0.124803	0.133665	0.138553	0.129001	0.141614	0.137212	0.145098	0.150448
225	0	-1551.08	-1569.05	17.9654	0.223631	0.246176	0.22161	0.214359	0.198829	0.215625	0.21598	0.22804	0.237992	0.212846	0.200398
226	0	-1548.47	-1568.81	20.3392	0.167485	0.161434	0.171879	0.182059	0.168406	0.152781	0.159806	0.14883	0.145108	0.139326	0.133328
227	0	-1550.04	-1569.62	19.5807	0.160759	0.181138	0.185881	0.18885	0.17966	0.188805	0.188705	0.168235	0.159529	0.139109	0.146188
228	0	-1542.63	-1568.99	26.3541	0.22558	0.233181	0.239402	0.216842	0.220948	0.22869	0.225644	0.223204	0.222083	0.223744	0.222144
229	0	-1553.15	-1569.92	16.7682	0.177129	0.196568	0.218786	0.23621	0.229931	0.188987	0.17577	0.183696	0.191139	0.191567	0.191734
230	0	-1548.97	-1569.97	21.008	0.249334	0.221733	0.250271	0.259354	0.289227	0.312056	0.30819	0.293714	0.291966	0.27822	0.274013
231	0	-1549.1	-1570.67	21.5635	0.185382	0.194096	0.20279	0.217851	0.224553	0.211112	0.211449	0.199915	0.197868	0.186343	0.173682
232	0	-1547.42	-1569.08	21.6585	0.142086	0.151028	0.149467	0.150197	0.147968	0.153517	0.171316	0.158459	0.143108	0.14139	0.151206
233	0	-1544.66	-1567.75	23.0896	0.136666	0.146023	0.151983	0.157209	0.158145	0.163711	0.159476	0.158682	0.15694	0.152862	0.14231
234	0	-1544.02	-1567.73	23.7082	0.146266	0.159286	0.163437	0.169158	0.182653	0.185597	0.176781	0.17728	0.183807	0.181372	0.198684
235	0	-1544.73	-1568.97	24.2381	0.213417	0.219634	0.220096	0.21874	0.221378	0.230335	0.237767	0.225507	0.244071	0.235676	0.243799
236	0	-1546.06	-1569.41	23.3468	0.210996	0.219889	0.219836	0.219844	0.234154	0.228264	0.226737	0.212504	0.204698	0.222432	0.22177
237	0	-1555.82	-1568.84	13.0185	0.0881902	0.0880918	0.0906032	0.105852	0.114986	0.121228	0.138747	0.12393	0.126731	0.123986	0.12949
238	0	-1547.16	-1567.3	20.142	0.12323	0.140405	0.146029	0.145421	0.152277	0.15421	0.173588	0.162029	0.182005	0.194246	0.192848
239	0	-1552.44	-1568.54	16.0935	0.109397	0.116626	0.118229	0.128128	0.148181	0.148288	0.144248	0.159352	0.172901	0.180491	0.177973
240	0	-1556.23	-1568.84	12.6031	0.165705	0.148034	0.165721	0.153083	0.188155	0.194075	0.213686	0.235239	0.226658	0.2165	0.219611
241	0	-1550.97	-1569.97	19.0038	0.210164	0.237074	0.245779	0.256125	0.252974	0.283872	0.311658	0.283775	0.279126	0.271082	0.270211
242	0	-1546.45	-1568.53	22.0864	0.19136	0.208209	0.240421	0.271242	0.261696	0.288533	0.287187	0.273061	0.265102	0.263157	0.26006
243	0	-1546.84	-1569.37	22.5343	0.134366	0.138586	0.142429	0.157649	0.160076	0.1675	0.176043	0.185627	0.195765	0.186666	0.205715
244	0	-1545.44	-1569.53	24.0971	0.157312	0.165078	0.149437	0.152578	0.146732	0.146721	0.147714	0.159632	0.154217	0.15157	0.162312
245	0	-1554.4	-1570.92	16.5202	0.246478	0.275817	0.273021	0.28318	0.261348	0.261395	0.254296	0.253364	0.285531	0.268426	0.228042
246	0	-1548.78	-1567.35	18.5638	0.130457	0.144954	0.149142	0.15708	0.171605	0.176929	0.168633	0.190524	0.181618	0.174727	0.165143
247	0	-1551.12	-1568.95	17.834	0.22106	0.218584	0.229793	0.257197	0.253929	0.280878	0.294094	0.277788	0.308324	0.303108	0.316859
248	0	-1543.72	-1571.16	27.4382	0.204292	0.200878	0.211353	0.21906	0.204103	0.20995	0.239311	0.236748	0.238479	0.244567	0.24249
249	0	-1550.99	-1569.24	18.2523	0.224008	0.211828	0.215782	0.207518	0.218416	0.237535	0.202145	0.201222	0.197219	0.191359	0.20703
250	0	-1546.61	-1567.73	21.122	0.160361	0.157304	0.152834	0.156119	0.15138	0.152623	0.165538	0.14881	0.137311	0.137065	0.124948
251	0	-1549.01	-1567.14	18.1306	0.0880538	0.0946642	0.0999789	0.0990004	0.0945229	0.095097	0.0992052	0.0891383	0.0882221	0.0906148	0.0842845
252	0	-1557.25	-1569.38	12.1307	0.187966	0.189319	0.191388	0.203842	0.211832	0.182202	0.176858	0.182363	0.183711	0.209179	0.196182
253	0	-1548.04	-1572.46	24.4213	0.22139	0.220547	0.217074	0.207222	0.196663	0.194718	0.178648	0.192344	0.213777	0.199193	0.193133
254	0	-1543.95	-1568.39	24.443	0.136868	0.133606	0.134421	0.137814	0.135304	0.143436	0.142207	0.145244	0.133855	0.134827	0.131358
255	0	-1547.88	-1567.43	19.5535	0.147355	0.143692	0.14229	0.150631	0.154602	0.167096	0.150762	0.156404	0.163512	0.160265	0.139909
256	0	-1552.26	-1569.03	16.772	0.0549369	0.0538244	0.0590367	0.0574068	0.059442	0.0625356	0.0609553	0.0590666	0.0546056	0.0558078	0.0543023
257	0	-1543.09	-1568.37	25.2838	0.202174	0.219898	0.215609	0.223014	0.22973	0.234767	0.224827	0.208102	0.229371	0.224307	0.225618
258	0	-1551.28	-1568.96	17.6783	0.210623	0.220027	0.206005	0.224614	0.208351	0.189867	0.178915	0.17616	0.193413	0.209893	0.193889
259	0	-1547.63	-1568.23	20.6006	0.130074	0.141886	0.150185	0.157124	0.150934	0.165416	0.176648	0.180543	0.195082	0.201434	0.216668
260	0	-1546.14	-1566.53	20.3905	0.12808	0.138543	0.146781	0.157965	0.161774	0.157063	0.156866	0.150191	0.158352	0.1692	0.171813
261	0	-1541.06	-1567.73	26.6751	0.159416	0.169467	0.176167	0.183269	0.177418	0.187108	0.193062	0.195283	0.186533	0.192301	0.19351
262	0	-1542.67	-1570.4	27.7232	0.107531	0.11634	0.111641	0.109869	0.109869	0.114935	0.116339	0.121723	0.125493	0.119721	0.123674
263	0	-1546.34	-1569	22.6676	0.134071	0.132501	0.136537	0.138745	0.142392	0.16009	0.157877	0.159503	0.175944	0.193124	0.193838
264	0	-1549.19	-1572.09	22.9076	0.168779	0.157125	0.158699	0.167289	0.15739	0.167637	0.162935	0.158328	0.185447	0.186595	0.183613
265	0	-1548.19	-1571.13	22.9354	0.198356	0.202412	0.222924	0.219048	0.228223	0.226456	0.21167	0.235979	0.253297	0.254512	0.246731
266	0	-1542.48	-1567.97	25.4889	0.123169	0.132353	0.128246	0.131298	0.135795	0.145612	0.16053	0.161608	0.167617	0.172218	0.169231
267	0	-1546.11	-1569.73	23.6258	0.175315	0.177893	0.178291	0.184185	0.18837	0.194012	0.200016	0.226889	0.222311	0.209186	0.21968
268	0	-1553.67	-1571.5	17.8299	0.158976	0.150158	0.164334	0.173368	0.179082	0.173713	0.157855	0.161117	0.156777	0.169449	0.148401
269	0	-1546.17	-1569.15	22.9807	0.192158	0.220462	0.247702	0.243969	0.251967	0.255519	0.244177	0.248626	0.265609	0.255869	0.254476
270	0	-1549.22	-1567.13	17.9061	0.148272	0.158793	0.174371	0.191975	0.192762	0.193569	0.189224	0.166421	0.169225	0.178194	0.167431
271	0	-1551.58	-1569.76	18.1745	0.196627	0.197518	0.208348	0.182217	0.184954	0.175965	0.187417	0.187049	0.196053	0.178138	0.191553
272	0	-1548.82	-1568.2	19.3757	0.133658	0.138699	0.136257	0.136379	0.154233	0.162	0.16281	0.174914	0.152375	0.141237	0.134487
273	0	-1547.94	-1569.24	21.3027	0.189292	0.200812	0.22296	0.226117	0.225073	0.228465	0.242628	0.242309	0.279865	0.267511	0.255439
274	0	-1554.96	-1569.26	14.2979	0.144323	0.160389	0.180096	0.177364	0.170962	0.186981	0.201734	0.182737	0.187311	0.180594	0.173593
275	0	-1546.93	-1570.28	23.3451	0.231344	0.224401	0.233738	0.256103	0.259438	0.255473	0.251246	0.272474	0.255661	0.237947	0.258961
276	0	-1543.34	-1570	26.6595	0.157474	0.161273	0.17323	0.175728	0.184776	0.173715	0.192142	0.191675	0.183211	0.188523	0.192109
277	0	-1547.05	-1569.63	22.5786	0.237263	0.245154	0.248296	0.271124	0.29981	0.315011	0.313298	0.308977	0.31548	0.309559	0.287119
278	0	-1547.39	-1569.88	22.4891	0.213557	0.230716	0.234711	0.277946	0.273044	0.258872	0.26074	0.27074	0.292739	0.293507	0.316702
279	0	-1544.73	-1569.42	24.699	0.211911	0.211135	0.220799	0.221152	0.228659	0.236034	0.241503	0.270197	0.297106	0.275581	0.287201
280	0	-1547.85	-1570.13	22.2879	0.208152	0.224925	0.228031	0.222553	0.242354	0.242503	0.232736	0.240001	0.240823	0.245796	0.236407
281	0	-1551.49	-1568.24	16.7519	0.180329	0.192334	0.212165	0.197706	0.195246	0.176519	0.182246	0.197462	0.202371	0.227225	0.235812
282	0	-1549.47	-1569.98	20.5061	0.127487	0.128269	0.136923	0.144177	0.13476	0.146975	0.148899	0.158123	0.167903	0.166963	0.161588
283	0	-1549.1	-1569.25	20.1557	0.193068	0.196522	0.20239	0.209428	0.21597	0.227522	0.267182	0.258614	0.257607	0.243105	0.222811
284	0	-1550.19	-1569.21	19.0224	0.194459	0.209651	0.221097	0.201726	0.211788	0.232238	0.236015	0.241872	0.225033	0.206398	0.184849
285	0	-1551.4	-1569	17.5941	0.197804	0.204095	0.211852	0.223892	0.222174	0.199351	0.213791	0.222102	0.220471	0.236158	0.224296
286	0	-1543.88	-1569.07	25.1853	0.19191	0.187365	0.198606	0.206201	0.216533	0.220219	0.208665	0.21078	0.204412	0.192449	0.21984
287	0	-1557.13	-1573.09	15.9632	0.180424	0.168114	0.20373	0.225025	0.228456	0.212391	0.215834	0.195271	0.211338	0.211616	0.20353
288	0	-1548.76	-1568.8	20.0434	0.182322	0.192294	0.220123	0.206268	0.21106	0.204316	0.200519	0.202881	0.22168	0.210056	0.194536
289	0	-1543.73	-1568.4	24.666	0.196392	0.200981	0.216682	0.220958	0.243487	0.25986	0.233903	0.240827	0.24161	0.234784	0.239191
290	0	-1543.04	-1568.38	25.3398	0.170709	0.192054	0.199448	0.195473	0.198793	0.195845	0.196278	0.210403	0.217067	0.1955	0.208423
291	0	-1551.67	-1571.29	19.6221	0.256375	0.274945	0.275583	0.282151	0.287043	0.278556	0.303927	0.32184	0.317112	0.30645	0.287819
292	0	-1542.56	-1568.42	25.8554	0.158474	0.168812	0.170393	0.173793	0.179544	0.192786	0.198226	0.213667	0.22139	0.227454	0.227431
293	0	-1549.16	-1568.75	19.5898	0.172636	0.198312	0.23703	0.21937	0.222524	0.239033	0.244274	0.253925	0.265821	0.251852	0.234263
294	0	-1548.55	-1569.55	21.0001	0.0813389	0.080624	0.0926099	0.0965715	0.0999325	0.103398	0.0983229	0.102698	0.118356	0.123068	0.126095
295	0	-1551.52	-1568.1	16.5786	0.166725	0.1631	0.145007	0.145582	0.152602	0.144248	0.161395	0.151856	0.167455	0.160587	0.180277
296	0	-1554.03	-1569.69	15.6606	0.204921	0.21238	0.240531	0.225758	0.215612	0.254557	0.246685	0.239625	0.251585	0.274205	0.25575
297	0	-1547.23	-1567.74	20.5065	0.172333	0.173851	0.182169	0.169828	0.181792	0.190679	0.192468	0.190228	0.210986	0.186191	0.183016
298	0	-1542.61	-1567.86	25.2467	0.178086	0.18214	0.195533	0.204463	0.217634	0.216899	0.228597	0.219483	0.225163	0.236047	0.23935
299	0	-1546.35	-1569.49	23.1467	0.202734	0.228787	0.216609	0.230648	0.237988	0.236961	0.258748	0.240491	0.235412	0.240682	0.232158
300	0	-1555.05	-1569.08	14.024	0.108557	0.110601	0.117949	0.121993	0.128511	0.131336	0.129875	0.12654	0.118969	0.10349	0.12552
301	0	-1551.93	-1571.33	19.3939	0.210518	0.2137	0.201106	0.209778	0.21851	0.226725	0.23482	0.246707	0.210608	0.23039	0.225582
302	0	-1552.95	-1570.17	17.2191	0.188279	0.194551	0.19045	0.205668	0.227376	0.247562	0.276614	0.264962	0.251947	0.253405	0.263142
303	0	-1549.23	-1570.11	20.8815	0.19718	0.187708	0.194137	0.215461	0.241886	0.269559	0.268904	0.284478	0.308556	0.318808	0.332043
304	0	-1544.39	-1569.09	24.7002	0.206575	0.211137	0.214963	0.218217	0.208391	0.212441	0.230354	0.2327	0.225589	0.225979	0.226147
305	0	-1553.4	-1569.69	16.2917	0.130728	0.14888	0.174114	0.195708	0.180331	0.178584	0.165202	0.167424	0.165124	0.176375	0.163524
306	0	-1546.28	-1568.4	22.1177	0.134609	0.145709	0.148452	0.151061	0.160521	0.163688	0.165089	0.163422	0.166638	0.187228	0.191062
307	0	-1546.61	-1568.21	21.6073	0.104246	0.106433	0.106366	0.107473	0.108465	0.107256	0.11305	0.112017	0.113494	0.110949	0.116028
308	0	-1551.74	-1571.68	19.9401	0.155544	0.166993	0.154347	0.15945	0.145397	0.15215	0.143196	0.140396	0.145774	0.130556	0.148157
309	0	-1544.81	-1570.97	26.1602	0.262526	0.255806	0.273745	0.266831	0.259904	0.256988	0.236322	0.219248	0.214473	0.206616	0.212111
310	0	-1546.4	-1568.02	21.622	0.18122	0.184522	0.189753	0.183565	0.206469	0.19913	0.187627	0.189959	0.175679	0.175454	0.161985
311	0	-1548	-1569.95	21.9442	0.175655	0.178427	0.200261	0.196188	0.191876	0.182989	0.174609	0.169876	0.171026	0.164602	0.173348
312	0	-1547.67	-1571.22	23.5419	0.130277	0.131975	0.149459	0.161617	0.166078	0.155044	0.155286	0.150388	0.145847	0.139278	0.14557
313	0	-1547.59	-1567.61	20.0227	0.165703	0.186041	0.203471	0.22512	0.230893	0.205605	0.201695	0.202049	0.193571	0.192785	0.192378
314	0	-1547.9	-1569.64	21.7378	0.200746	0.218659	0.221591	0.229056	0.234366	0.230079	0.209235	0.203864	0.193682	0.187354	0.172802
315	0	-1544.16	-1570.9	26.7407	0.162434	0.166899	0.169676	0.165414	0.165221	0.161017	0.171626	0.173834	0.162257	0.163017	0.165657
316	0	-1547.16	-1570.36	23.1992	0.18641	0.179158	0.201572	0.201244	0.237567	0.224986	0.238199	0.230818	0.222562	0.223669	0.214549
317	0	-1551.67	-1569.87	18.2029	0.180391	0.207592	0.204182	0.200051	0.204942	0.227374	0.241299	0.23665	0.210825	0.206234	0.192535
318	0	-1554.03	-1568.17	14.1391	0.126491	0.139582	0.131261	0.126992	0.136309	0.142962	0.161398	0.161572	0.168957	0.144888	0.142933
319	0	-1554.47	-1570.46	15.9867	0.200244	0.205403	0.236085	0.245772	0.246008	0.227441	0.262277	0.277046	0.297974	0.272705	0.269478
320	0	-1543.9	-1569.05	25.1519	0.117253	0.113556	0.114082	0.111305	0.113623	0.113316	0.118521	0.118237	0.112747	0.116325	0.110418
321	0	-1546.44	-1569.66	23.2248	0.10542	0.114617	0.121635	0.132633	0.136081	0.137846	0.13975	0.134891	0.14361	0.131027	0.130597
322	0	-1543.23	-1568.45	25.2153	0.132564	0.136717	0.136225	0.1398	0.139365	0.141191	0.155236	0.162847	0.157118	0.157059	0.143862
323	0	-1557.62	-1572.73	15.1106	0.0851706	0.0821089	0.0849082	0.0901169	0.0879696	0.0882163	0.0858495	0.0880516	0.0940653	0.098289	0.0991213
324	0	-1553.48	-1572.95	19.4722	0.238198	0.252695	0.256293	0.266582	0.259061	0.24927	0.264447	0.25967	0.260707	0.283654	0.268783
325	0	-1545.43	-1570.82	25.3964	0.252899	0.266184	0.274349	0.280684	0.285073	0.280924	0.316787	0.296095	0.302532	0.294017	0.311702
326	0	-1548.35	-1570.62	22.2771	0.0884971	0.0900667	0.0976701	0.103795	0.107215	0.104399	0.106864	0.107926	0.102684	0.10903	0.0958658
327	0	-1553.57	-1567.76	14.1918	0.0876124	0.0894893	0.0996565	0.106451	0.102734	0.103111	0.107794	0.10076	0.0941555	0.0984672	0.104221
328	0	-1546.28	-1569.12	22.8402	0.154457	0.162674	0.158255	0.16531	0.174153	0.168784	0.156029	0.14806	0.137777	0.147445	0.144216
329	0	-1547.8	-1567.66	19.854	0.143466	0.152769	0.16375	0.150259	0.15973	0.168483	0.163646	0.173891	0.168639	0.162857	0.151779
330	0	-1554.93	-1568.12	13.1894	0.164748	0.182818	0.175031	0.206903	0.210233	0.22027	0.227576	0.214924	0.204656	0.240741	0.254426
331	0	-1544.49	-1568.13	23.6411	0.125594	0.141418	0.147033	0.159448	0.149462	0.147047	0.142682	0.137226	0.140062	0.141516	0.138447
332	0	-1549.59	-1567.94	18.3523	0.199865	0.203552	0.205888	0.237869	0.244695	0.249689	0.223873	0.23844	0.231396	0.209992	0.206764
333	0	-1551.43	-1569.08	17.6556	0.22942	0.215229	0.205762	0.221098	0.23161	0.254104	0.269813	0.225872	0.216619	0.215293	0.216241
334	0	-1551.51	-1568.5	16.9866	0.216328	0.226935	0.225324	0.240879	0.237596	0.237724	0.208803	0.198448	0.197006	0.226202	0.26094
335	0	-1542.4	-1567.67	25.2667	0.177474	0.183591	0.198589	0.200558	0.208011	0.217623	0.201084	0.212522	0.200688	0.189839	0.189324
336	0	-1546.85	-1571.08	24.2262	0.208848	0.216366	0.210303	0.208266	0.203691	0.195344	0.212799	0.221748	0.226781	0.216673	0.213545
337	0	-1545.84	-1569.02	23.1772	0.174799	0.180749	0.185939	0.160108	0.159291	0.158908	0.170636	0.165	0.160901	0.162227	0.17116
338	0	-1545.4	-1569.92	24.5164	0.217806	0.209592	0.219224	0.214778	0.205836	0.194535	0.196679	0.19645	0.202909	0.186609	0.180177
339	0	-1545.54	-1568.49	22.9521	0.204988	0.223656	0.229295	0.211498	0.209311	0.198423	0.193858	0.198586	0.192634	0.200189	0.192089
340	0	-1545.51	-1568.35	22.8348	0.208274	0.228823	0.249512	0.22655	0.242396	0.250623	0.264784	0.260569	0.236823	0.236061	0.226409
341	0	-1542.71	-1568.29	25.5825	0.178397	0.189384	0.190941	0.192232	0.214102	0.230021	0.228044	0.209586	0.216199	0.222167	0.22828
342	0	-1553.11	-1572.08	18.9745	0.243868	0.247914	0.238347	0.262529	0.282058	0.256161	0.232283	0.200027	0.1939	0.17795	0.183691
343	0	-1549.38	-1569.21	19.8294	0.216648	0.215843	0.210044	0.204821	0.209237	0.204629	0.199285	0.181147	0.162309	0.16591	0.161925
344	0	-1551.18	-1573.96	22.7882	0.157246	0.154371	0.147119	0.141397	0.135739	0.138009	0.138126	0.134679	0.149421	0.139488	0.138501
345	0	-1555.37	-1574.14	18.7662	0.13947	0.14077	0.132044	0.126717	0.134575	0.132558	0.131094	0.135363	0.129846	0.128729	0.134054
