Iteration	Replicate_ID	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]
4073	0	-1548.32	-1567.56	19.2425	0.170693	0.182845	0.184635	0.209907	0.213644	0.198654	0.212221	0.214625	0.237488	0.228522	0.223385
4074	0	-1552.33	-1568.11	15.7733	0.11482	0.108539	0.107469	0.121322	0.131313	0.13674	0.12291	0.122069	0.118652	0.119324	0.116512
4075	0	-1547.87	-1569.14	21.2708	0.149552	0.16285	0.161489	0.175955	0.175144	0.161906	0.149318	0.151613	0.155338	0.140584	0.12844
4076	0	-1549.29	-1567.67	18.3747	0.14745	0.144931	0.163034	0.15196	0.1465	0.156097	0.159129	0.153471	0.136085	0.123683	0.121057
4077	0	-1546.01	-1571.73	25.7253	0.11109	0.103725	0.0975735	0.102287	0.105499	0.101613	0.0994465	0.101596	0.100309	0.0940498	0.0956304
4078	0	-1548.12	-1568.96	20.8472	0.103666	0.105209	0.112976	0.120123	0.110445	0.12319	0.113304	0.122489	0.125521	0.1311	0.130889
4079	0	-1548.05	-1569.04	20.988	0.166074	0.188538	0.202133	0.207243	0.206473	0.198962	0.194799	0.201675	0.191479	0.201546	0.21371
4080	0	-1546.5	-1568.31	21.8025	0.16596	0.185165	0.210707	0.205531	0.19749	0.184657	0.185044	0.1906	0.193058	0.194369	0.199118
4081	0	-1548.88	-1569.99	21.1115	0.143397	0.133972	0.135556	0.121644	0.125668	0.120922	0.1252	0.137347	0.13065	0.13039	0.127657
4082	0	-1548.69	-1567.8	19.1103	0.190879	0.21206	0.238596	0.256115	0.250301	0.249244	0.232778	0.249458	0.234796	0.242896	0.25495
4083	0	-1543.81	-1568.14	24.3223	0.171691	0.183267	0.190145	0.190317	0.188026	0.203359	0.196106	0.188388	0.195032	0.195097	0.17235
4084	0	-1551.42	-1569.95	18.539	0.167154	0.163477	0.156742	0.174372	0.19412	0.205886	0.234866	0.243994	0.237582	0.247255	0.263604
4085	0	-1548.73	-1570.82	22.0937	0.148877	0.147714	0.155553	0.154243	0.163054	0.165306	0.168027	0.160059	0.176257	0.177213	0.181534
4086	0	-1544.54	-1569.38	24.8405	0.161364	0.163406	0.175104	0.173155	0.162339	0.167118	0.157803	0.169171	0.168352	0.180693	0.182928
4087	0	-1550.77	-1569.09	18.3206	0.127927	0.120563	0.12176	0.13927	0.143227	0.133212	0.134629	0.146073	0.142054	0.138991	0.13831
4088	0	-1540.66	-1568.09	27.4267	0.190363	0.20258	0.220979	0.227087	0.236368	0.230647	0.236569	0.235916	0.24451	0.240393	0.233407
4089	0	-1547.23	-1568.9	21.6686	0.168877	0.166672	0.181922	0.194089	0.209034	0.197492	0.218568	0.198193	0.191818	0.197281	0.196399
4090	0	-1557.44	-1573.54	16.0997	0.0968446	0.101386	0.113644	0.113436	0.119376	0.1281	0.143845	0.14755	0.156534	0.138961	0.122987
4091	0	-1550.94	-1567.62	16.6793	0.148725	0.178433	0.198523	0.206122	0.236006	0.240786	0.252842	0.228372	0.234092	0.209749	0.209501
4092	0	-1548.65	-1569.03	20.3782	0.103247	0.107515	0.111683	0.113108	0.129228	0.130149	0.135813	0.147489	0.140569	0.162429	0.161213
4093	0	-1544.38	-1567.7	23.3241	0.149377	0.174162	0.16669	0.177516	0.182132	0.183184	0.192439	0.187726	0.196885	0.20729	0.216287
4094	0	-1551.21	-1569.05	17.836	0.16225	0.151775	0.152457	0.162657	0.16132	0.184632	0.179729	0.198898	0.211713	0.207715	0.199989
4095	0	-1550.41	-1568	17.5889	0.170962	0.172491	0.167195	0.178891	0.173463	0.195146	0.202473	0.210389	0.213931	0.227802	0.252222
4096	0	-1542.66	-1567.62	24.9659	0.16716	0.182333	0.176295	0.175465	0.174224	0.182803	0.188022	0.18607	0.188647	0.188908	0.192439
4097	0	-1544.77	-1567.11	22.3336	0.162939	0.182477	0.173137	0.171558	0.18061	0.179514	0.195312	0.198375	0.189773	0.191093	0.193235
4098	0	-1542.55	-1567.22	24.6724	0.146544	0.159896	0.1727	0.189858	0.201933	0.209395	0.205598	0.20543	0.220885	0.229757	0.230154
4099	0	-1552.77	-1568.62	15.8574	0.112247	0.126554	0.129065	0.129339	0.129622	0.139945	0.143659	0.145515	0.155324	0.155267	0.182897
4100	0	-1554.67	-1570.41	15.7332	0.146274	0.134656	0.133364	0.124195	0.11659	0.123349	0.123934	0.125744	0.128523	0.144163	0.144116
4101	0	-1545.56	-1569.42	23.8639	0.140374	0.144869	0.144217	0.165877	0.170973	0.167812	0.162445	0.151135	0.134991	0.126081	0.129929
4102	0	-1548.08	-1569.29	21.2068	0.193941	0.178963	0.187144	0.192153	0.177905	0.176328	0.171567	0.171059	0.156274	0.145885	0.150898
4103	0	-1555.41	-1574.5	19.081	0.180768	0.20088	0.199728	0.189978	0.213613	0.195937	0.187982	0.175585	0.188155	0.1866	0.176306
4104	0	-1554.04	-1568.64	14.5916	0.189652	0.183082	0.221742	0.20324	0.208822	0.239414	0.261605	0.238553	0.225934	0.220391	0.213571
4105	0	-1545.85	-1570.52	24.669	0.18323	0.171658	0.171658	0.176712	0.186978	0.193827	0.195083	0.197979	0.208415	0.197237	0.201945
4106	0	-1545	-1569.57	24.5656	0.220926	0.248838	0.243688	0.264823	0.273508	0.272294	0.276257	0.271579	0.284176	0.281115	0.278193
4107	0	-1546	-1569.17	23.1714	0.195533	0.218629	0.238768	0.242332	0.264805	0.263343	0.25566	0.246496	0.242628	0.223133	0.234232
4108	0	-1547.48	-1571.1	23.6244	0.250973	0.245462	0.266983	0.246771	0.268523	0.263121	0.264633	0.285045	0.258662	0.235868	0.226695
4109	0	-1547.35	-1569.52	22.1685	0.168642	0.181945	0.179261	0.179912	0.185081	0.181157	0.192966	0.18671	0.168015	0.168015	0.161517
4110	0	-1548.41	-1571.74	23.3329	0.24182	0.267794	0.247732	0.247599	0.27041	0.267038	0.286412	0.255125	0.263839	0.259353	0.246507
4111	0	-1545.38	-1567.55	22.1652	0.146027	0.142656	0.153915	0.145895	0.145827	0.159257	0.166923	0.164419	0.170986	0.186921	0.193175
4112	0	-1549.93	-1569.46	19.5271	0.265938	0.278018	0.263499	0.286728	0.314096	0.305556	0.282895	0.276613	0.284452	0.294629	0.294923
4113	0	-1548.56	-1570.71	22.1507	0.13786	0.157398	0.154365	0.152237	0.159639	0.164828	0.170628	0.163208	0.155072	0.158914	0.157694
4114	0	-1545.59	-1568.67	23.0759	0.154726	0.166823	0.177999	0.179006	0.191761	0.186501	0.175255	0.171357	0.171358	0.17867	0.173103
4115	0	-1551.2	-1573.88	22.6786	0.12928	0.123346	0.130046	0.128458	0.118756	0.112533	0.10295	0.106874	0.110653	0.123359	0.127319
4116	0	-1550.68	-1569.52	18.8437	0.0936483	0.0927037	0.0948439	0.0843319	0.0895253	0.0908649	0.0862816	0.0874375	0.0826826	0.0758826	0.0746835
4117	0	-1546.05	-1569.45	23.4075	0.223888	0.223165	0.2182	0.217285	0.205527	0.212807	0.199061	0.204218	0.202232	0.200919	0.204174
4118	0	-1543.14	-1568.89	25.7462	0.156907	0.160397	0.162383	0.170895	0.177121	0.172606	0.17581	0.168292	0.177175	0.157667	0.155096
4119	0	-1547.59	-1567.13	19.5378	0.135668	0.137566	0.16664	0.168958	0.180773	0.18859	0.199285	0.209769	0.220904	0.23577	0.217673
4120	0	-1542.81	-1568.75	25.9416	0.167017	0.173388	0.177391	0.178385	0.191045	0.184322	0.187963	0.194997	0.201559	0.191602	0.195577
4121	0	-1546.82	-1567.8	20.9725	0.185704	0.179646	0.201332	0.233918	0.246537	0.254283	0.247433	0.225412	0.2056	0.213133	0.20172
4122	0	-1550.54	-1567.71	17.1611	0.194827	0.17588	0.195825	0.202572	0.214793	0.230398	0.223739	0.203054	0.203875	0.221583	0.219578
4123	0	-1545.8	-1567.95	22.1447	0.15826	0.172607	0.189781	0.199667	0.191493	0.190982	0.178294	0.170794	0.178387	0.190762	0.215028
4124	0	-1548.71	-1567.3	18.5916	0.150102	0.1542	0.152264	0.169573	0.169142	0.182656	0.177615	0.190803	0.175921	0.186695	0.164797
4125	0	-1548.88	-1570.31	21.432	0.141089	0.143227	0.146956	0.157757	0.166866	0.173314	0.171131	0.169227	0.181427	0.171943	0.175717
4126	0	-1544.86	-1570.22	25.366	0.202967	0.21452	0.221208	0.238307	0.248977	0.255602	0.251282	0.276192	0.25657	0.236354	0.241454
4127	0	-1550.42	-1568.08	17.6593	0.146991	0.156298	0.146816	0.162627	0.168064	0.204867	0.203941	0.201222	0.196814	0.19997	0.189225
4128	0	-1547.79	-1568.14	20.3499	0.156593	0.1712	0.180835	0.201618	0.200286	0.22639	0.238008	0.230188	0.222788	0.228583	0.236802
4129	0	-1550.52	-1570.8	20.2871	0.175049	0.180916	0.165612	0.173785	0.168475	0.184961	0.208027	0.226946	0.237391	0.233523	0.236757
4130	0	-1548.69	-1570.48	21.7957	0.0965314	0.103494	0.103858	0.100753	0.114655	0.118633	0.116082	0.112745	0.114447	0.117475	0.10442
4131	0	-1544.3	-1570	25.7072	0.138597	0.135335	0.132938	0.13833	0.134349	0.137695	0.134169	0.135678	0.144294	0.140591	0.132655
4132	0	-1543.32	-1569.68	26.3648	0.197833	0.205026	0.200846	0.214853	0.215665	0.211255	0.207636	0.220447	0.228987	0.241323	0.222302
4133	0	-1547.85	-1568.26	20.4123	0.159397	0.154338	0.174022	0.184274	0.194318	0.189646	0.173651	0.169054	0.17943	0.176444	0.174619
4134	0	-1547.93	-1570.48	22.5485	0.253704	0.276463	0.293258	0.297267	0.286929	0.264669	0.27046	0.278382	0.315065	0.314351	0.318766
4135	0	-1544.26	-1570.59	26.3226	0.18356	0.186726	0.195631	0.194078	0.205317	0.187826	0.18463	0.189684	0.191109	0.18785	0.203892
4136	0	-1549.13	-1571.11	21.9828	0.237245	0.261787	0.282497	0.273078	0.266523	0.27379	0.257084	0.23752	0.246431	0.253153	0.26384
4137	0	-1548.31	-1569.3	20.9898	0.139125	0.15203	0.166092	0.176804	0.170929	0.154873	0.148046	0.139086	0.144884	0.159942	0.159115
4138	0	-1545.55	-1569.39	23.8483	0.199334	0.202705	0.212811	0.22342	0.229288	0.202962	0.217853	0.210946	0.191032	0.204381	0.209503
4139	0	-1549.31	-1566.9	17.5921	0.138446	0.12028	0.131266	0.151019	0.154142	0.157922	0.15993	0.153071	0.149136	0.140323	0.149895
4140	0	-1552.58	-1575.02	22.447	0.0585145	0.0627545	0.0600341	0.0584388	0.0562847	0.0604132	0.0630709	0.0690197	0.0642155	0.0717789	0.074102
4141	0	-1559.46	-1574.01	14.5547	0.131655	0.109708	0.118072	0.121957	0.119403	0.120645	0.135836	0.145249	0.131902	0.135953	0.134956
4142	0	-1549.7	-1570.68	20.98	0.137883	0.126795	0.12087	0.134572	0.152354	0.144505	0.148713	0.169183	0.167321	0.165585	0.171181
4143	0	-1543.45	-1568.86	25.4124	0.136464	0.13389	0.135866	0.141808	0.1419	0.144484	0.143685	0.13419	0.132874	0.13552	0.132628
4144	0	-1546.07	-1567.84	21.7705	0.126806	0.136967	0.141315	0.158115	0.156304	0.14749	0.134674	0.129415	0.126666	0.130835	0.123052
4145	0	-1547.38	-1570.69	23.317	0.260932	0.26533	0.278574	0.298421	0.306106	0.287364	0.282732	0.286144	0.276778	0.262954	0.255371
4146	0	-1548.85	-1567.41	18.554	0.146969	0.139607	0.149399	0.159909	0.172167	0.164192	0.157938	0.146637	0.155659	0.146941	0.125933
4147	0	-1550.41	-1567.48	17.0704	0.145049	0.150294	0.166453	0.184652	0.1943	0.201575	0.193413	0.187263	0.191442	0.196223	0.162601
4148	0	-1549.03	-1569.01	19.9747	0.157589	0.165533	0.187	0.186109	0.177228	0.204363	0.192568	0.187894	0.192534	0.18615	0.188042
4149	0	-1554.33	-1571.16	16.8368	0.098589	0.0912634	0.0981155	0.0909838	0.0841659	0.0843837	0.0918928	0.0937246	0.0986422	0.101668	0.107305
4150	0	-1557.38	-1569.06	11.6814	0.152352	0.161529	0.159817	0.163284	0.165445	0.194355	0.196224	0.243937	0.264365	0.290537	0.298463
4151	0	-1544.15	-1568.41	24.2614	0.169014	0.183584	0.182248	0.184335	0.181189	0.19397	0.19272	0.193018	0.208604	0.198481	0.178561
4152	0	-1547.07	-1567.9	20.829	0.164862	0.183768	0.20146	0.197158	0.20263	0.201613	0.20079	0.202663	0.222339	0.225065	0.211526
4153	0	-1545.03	-1569.48	24.4506	0.116835	0.130699	0.133375	0.146329	0.150195	0.152068	0.148463	0.142179	0.136748	0.133037	0.136746
4154	0	-1543.58	-1570.65	27.0621	0.216691	0.226878	0.234022	0.247207	0.248873	0.245771	0.223834	0.232957	0.235789	0.221186	0.219137
4155	0	-1550.45	-1571.07	20.6227	0.142029	0.138116	0.133594	0.141015	0.157214	0.14462	0.152493	0.147909	0.150595	0.1445	0.137321
4156	0	-1545.99	-1568.06	22.0668	0.175079	0.168528	0.179598	0.18923	0.199248	0.193532	0.196795	0.199686	0.2047	0.189758	0.210518
4157	0	-1546.34	-1567.54	21.1941	0.129244	0.145891	0.139693	0.138765	0.140512	0.1568	0.153593	0.155041	0.158366	0.146688	0.150878
4158	0	-1548.83	-1572.63	23.8034	0.0930705	0.0941882	0.104732	0.105208	0.104833	0.114036	0.11239	0.107325	0.109161	0.110291	0.105934
4159	0	-1547.37	-1568.38	21.0145	0.168016	0.167051	0.168219	0.167104	0.181648	0.190339	0.173749	0.173031	0.179915	0.184264	0.192645
4160	0	-1545.02	-1568.56	23.5374	0.127575	0.134342	0.147544	0.167715	0.164351	0.167233	0.164122	0.159099	0.151277	0.144131	0.146077
4161	0	-1545.92	-1569.38	23.458	0.187534	0.198702	0.211485	0.201387	0.202513	0.190785	0.185098	0.174685	0.176236	0.176564	0.168209
4162	0	-1545.48	-1569.97	24.4901	0.231419	0.232008	0.21924	0.228618	0.238346	0.228885	0.211006	0.219095	0.199969	0.188812	0.191415
4163	0	-1547.09	-1567.58	20.4877	0.127469	0.133079	0.13756	0.14156	0.159526	0.148416	0.148013	0.158806	0.166683	0.173062	0.165403
4164	0	-1545.01	-1569.4	24.3966	0.136115	0.132811	0.143703	0.15728	0.158191	0.15782	0.157144	0.152192	0.148531	0.152667	0.154383
4165	0	-1549.45	-1568.75	19.3034	0.135727	0.145201	0.14497	0.147679	0.156956	0.169551	0.170791	0.195339	0.198998	0.183043	0.175882
4166	0	-1544.31	-1568.2	23.8911	0.195664	0.211638	0.227866	0.246612	0.244866	0.252375	0.253043	0.259194	0.276048	0.273337	0.277493
4167	0	-1552.94	-1569.49	16.5516	0.193136	0.208438	0.225257	0.254357	0.25033	0.272001	0.28489	0.284169	0.314336	0.311266	0.28641
4168	0	-1549.18	-1569.84	20.6585	0.139677	0.144211	0.144813	0.14316	0.132712	0.155227	0.179017	0.186855	0.182568	0.192133	0.194191
4169	0	-1543.04	-1569.57	26.5265	0.137901	0.137012	0.147984	0.147316	0.142624	0.145958	0.15357	0.16234	0.160787	0.156114	0.156595
4170	0	-1557.74	-1572.33	14.5891	0.096634	0.107389	0.113635	0.123828	0.134381	0.158646	0.160789	0.161071	0.160322	0.180545	0.186586
4171	0	-1547.88	-1569.19	21.3106	0.189678	0.193514	0.187486	0.173369	0.161194	0.168048	0.167965	0.16648	0.160701	0.151337	0.162629
4172	0	-1550.77	-1569.09	18.3216	0.15197	0.141099	0.153016	0.149561	0.14265	0.150816	0.143756	0.137474	0.136437	0.143841	0.13804
4173	0	-1545.28	-1568.36	23.0769	0.140636	0.151019	0.158503	0.166331	0.163628	0.157476	0.156497	0.154148	0.139674	0.145809	0.147601
4174	0	-1550.73	-1571.59	20.8623	0.11902	0.120531	0.11567	0.127033	0.117706	0.120096	0.122679	0.132879	0.11896	0.107516	0.106986
4175	0	-1549.72	-1569.59	19.875	0.159509	0.154785	0.139393	0.139539	0.14469	0.144189	0.145053	0.135793	0.137019	0.12147	0.115984
4176	0	-1543.77	-1568.25	24.4776	0.146919	0.158276	0.158996	0.157152	0.167678	0.167146	0.170496	0.161093	0.153895	0.168406	0.165115
4177	0	-1544.21	-1569.19	24.9778	0.141959	0.15873	0.15894	0.167716	0.169467	0.168046	0.16515	0.166625	0.160016	0.162059	0.164281
4178	0	-1547.52	-1569.18	21.6648	0.179529	0.191553	0.182807	0.176455	0.163377	0.166247	0.179241	0.185844	0.191251	0.198908	0.176821
4179	0	-1547.42	-1568.96	21.5362	0.204326	0.215283	0.207172	0.224182	0.24445	0.251091	0.222186	0.227736	0.257938	0.257852	0.257513
4180	0	-1543.37	-1566.98	23.6136	0.14949	0.158683	0.163404	0.180187	0.173608	0.168199	0.167563	0.166681	0.173647	0.171531	0.185951
4181	0	-1548.75	-1568.81	20.0604	0.209326	0.21891	0.230233	0.25512	0.243105	0.229193	0.230838	0.2099	0.194004	0.209594	0.199731
4182	0	-1546.1	-1568.75	22.6517	0.21953	0.241879	0.251486	0.282634	0.284028	0.280531	0.278511	0.249369	0.260393	0.251861	0.225563
4183	0	-1542.06	-1569.59	27.5209	0.226394	0.222904	0.226161	0.245519	0.254792	0.257778	0.250051	0.231955	0.228253	0.228463	0.239426
4184	0	-1542.89	-1568.28	25.3932	0.163153	0.177512	0.187243	0.196165	0.203415	0.203987	0.214143	0.216154	0.207076	0.223166	0.218423
4185	0	-1545.31	-1570.56	25.2475	0.1604	0.153564	0.172587	0.173002	0.184738	0.207658	0.19815	0.201792	0.213962	0.208837	0.212694
4186	0	-1547.94	-1568.65	20.7086	0.20887	0.232614	0.255927	0.285796	0.304267	0.295129	0.28284	0.289666	0.310733	0.303251	0.268719
4187	0	-1548.83	-1568.71	19.8874	0.168349	0.187878	0.202038	0.206743	0.215383	0.223565	0.220912	0.242876	0.258191	0.250102	0.252233
4188	0	-1543.8	-1568.66	24.8531	0.141885	0.144153	0.154213	0.149018	0.152672	0.161737	0.164343	0.168781	0.177955	0.16875	0.16639
4189	0	-1542.17	-1568.68	26.5121	0.135292	0.136935	0.151926	0.160487	0.166121	0.174413	0.174187	0.16662	0.165084	0.169687	0.17778
4190	0	-1545.28	-1569.74	24.4521	0.145367	0.136788	0.144668	0.154975	0.149356	0.155483	0.153235	0.142692	0.132473	0.13477	0.135346
4191	0	-1551.72	-1572.38	20.6673	0.249914	0.242608	0.238871	0.231449	0.216892	0.186866	0.187445	0.191496	0.193696	0.184072	0.188989
4192	0	-1554.82	-1570.13	15.3142	0.183473	0.174548	0.179765	0.172591	0.166767	0.15526	0.179601	0.146945	0.156622	0.159993	0.171191
4193	0	-1553.55	-1573.14	19.5895	0.299926	0.281151	0.297894	0.301558	0.328155	0.323225	0.290147	0.312043	0.293536	0.282905	0.283169
4194	0	-1547.44	-1568.41	20.9648	0.147527	0.144982	0.14408	0.169413	0.179494	0.179714	0.167562	0.167706	0.162535	0.180971	0.175893
4195	0	-1554.35	-1572.39	18.0403	0.113634	0.116374	0.129618	0.142496	0.141506	0.138112	0.143135	0.146289	0.130525	0.139978	0.135276
4196	0	-1549.44	-1567.19	17.7494	0.132527	0.141436	0.13831	0.141493	0.140586	0.167327	0.16941	0.164511	0.160147	0.161932	0.145942
4197	0	-1545.59	-1568.13	22.543	0.0996181	0.105029	0.104272	0.103974	0.110847	0.121503	0.128725	0.124402	0.128685	0.130258	0.127292
4198	0	-1547.87	-1571.07	23.204	0.15595	0.155538	0.156829	0.159252	0.169277	0.171087	0.174649	0.198307	0.197869	0.217223	0.227908
4199	0	-1548.14	-1567.37	19.2358	0.148436	0.149647	0.14973	0.147873	0.145635	0.157114	0.155766	0.15061	0.162379	0.168886	0.176258
4200	0	-1547	-1568.54	21.5461	0.146666	0.149551	0.1566	0.176113	0.169718	0.16922	0.171614	0.169014	0.171023	0.163488	0.181113
4201	0	-1546.66	-1567.92	21.2616	0.182003	0.208377	0.206286	0.217081	0.20376	0.203539	0.188319	0.190087	0.183928	0.172457	0.159088
4202	0	-1543.86	-1569.62	25.7595	0.190429	0.184619	0.175071	0.186668	0.182933	0.166924	0.166937	0.164047	0.17951	0.176038	0.170578
4203	0	-1547.2	-1567.77	20.5736	0.149309	0.155496	0.187123	0.177926	0.175285	0.183361	0.176041	0.175998	0.176943	0.170828	0.182845
4204	0	-1545.59	-1569.65	24.0527	0.134672	0.148341	0.163983	0.156988	0.16056	0.17731	0.185881	0.17747	0.180151	0.178557	0.169441
4205	0	-1552.56	-1568.27	15.71	0.175666	0.188494	0.20875	0.215749	0.222612	0.224826	0.246354	0.221802	0.224841	0.209674	0.250987
4206	0	-1546.67	-1568.93	22.2623	0.179319	0.193408	0.203127	0.224982	0.217132	0.205577	0.2152	0.194336	0.20773	0.213361	0.215367
4207	0	-1553.44	-1567.35	13.9112	0.174189	0.17921	0.214616	0.237677	0.221344	0.236052	0.258751	0.253427	0.24768	0.285575	0.283508
4208	0	-1548.62	-1571.92	23.2943	0.129024	0.124034	0.113587	0.118883	0.125597	0.126727	0.140041	0.139685	0.14197	0.156564	0.159131
4209	0	-1545.54	-1570.46	24.9217	0.111557	0.119584	0.122148	0.131819	0.140091	0.132807	0.13448	0.133197	0.134349	0.133018	0.139473
4210	0	-1545.51	-1572.46	26.9481	0.164171	0.160293	0.157099	0.16397	0.177814	0.169036	0.176104	0.180996	0.190911	0.182869	0.180659
4211	0	-1547.84	-1568.42	20.5823	0.187095	0.225105	0.238005	0.255043	0.241478	0.245563	0.253568	0.245066	0.261267	0.251958	0.24686
4212	0	-1552.04	-1573.55	21.5095	0.1417	0.157113	0.155942	0.155539	0.147271	0.158463	0.163754	0.158168	0.154795	0.155443	0.158226
4213	0	-1546.01	-1568.64	22.6245	0.148764	0.152209	0.153011	0.15484	0.1681	0.176998	0.176448	0.17075	0.175695	0.167585	0.149581
4214	0	-1552.91	-1568.15	15.2397	0.157046	0.159036	0.160091	0.154363	0.150278	0.18061	0.171087	0.170068	0.174208	0.161586	0.15843
4215	0	-1546.53	-1569.9	23.3761	0.155511	0.143183	0.160966	0.160372	0.171208	0.163564	0.18073	0.179973	0.168295	0.153302	0.153303
4216	0	-1545.19	-1568.61	23.4131	0.127178	0.138752	0.13908	0.136668	0.141578	0.136404	0.129067	0.135896	0.136839	0.147594	0.153029
4217	0	-1552.75	-1569.72	16.975	0.240466	0.245171	0.240626	0.253918	0.26605	0.285292	0.267115	0.258789	0.235432	0.250147	0.260114
4218	0	-1549.91	-1572.78	22.865	0.245919	0.239089	0.251745	0.230474	0.243717	0.262598	0.24442	0.25925	0.271225	0.265481	0.245301
4219	0	-1555.62	-1573.47	17.8492	0.259682	0.240823	0.227466	0.248366	0.264804	0.259208	0.266703	0.282704	0.276813	0.264758	0.258357
4220	0	-1549.33	-1569.73	20.3969	0.110805	0.104622	0.107636	0.115219	0.121179	0.117166	0.12492	0.125783	0.13258	0.118594	0.114438
4221	0	-1542.39	-1569.25	26.8614	0.145662	0.150792	0.15747	0.170519	0.163911	0.175873	0.1681	0.161534	0.164478	0.161475	0.157337
4222	0	-1544.86	-1569.86	25.0028	0.2291	0.252084	0.25869	0.264189	0.275222	0.280002	0.313566	0.313217	0.291724	0.277394	0.287336
4223	0	-1548.5	-1573.2	24.702	0.244208	0.248838	0.253547	0.250351	0.273642	0.2924	0.286193	0.287911	0.294304	0.293892	0.275607
4224	0	-1556.57	-1568.99	12.4176	0.123741	0.137763	0.149399	0.14391	0.169767	0.159179	0.151717	0.131105	0.136953	0.138335	0.144019
4225	0	-1549.86	-1570.28	20.4123	0.204411	0.18921	0.185061	0.175748	0.182969	0.17888	0.18744	0.193198	0.193587	0.184009	0.183108
4226	0	-1546.46	-1570.91	24.4566	0.149289	0.152715	0.183347	0.184477	0.188515	0.190006	0.192591	0.188378	0.182797	0.179589	0.170178
4227	0	-1546.5	-1568.72	22.2189	0.133226	0.138576	0.145301	0.142458	0.154999	0.168624	0.177678	0.193876	0.18669	0.208977	0.212832
4228	0	-1552.7	-1567.51	14.8082	0.144879	0.163973	0.159732	0.172727	0.166345	0.177478	0.200175	0.200907	0.20451	0.210992	0.186533
4229	0	-1547.45	-1568.67	21.2122	0.183742	0.201824	0.195301	0.199439	0.20959	0.223596	0.237575	0.220121	0.199819	0.207107	0.209397
4230	0	-1549.7	-1571.98	22.2742	0.149078	0.157572	0.151203	0.156961	0.153712	0.160425	0.179554	0.153603	0.155633	0.147309	0.141075
4231	0	-1549.42	-1567.63	18.2139	0.164995	0.188006	0.21345	0.203561	0.208192	0.22717	0.222529	0.216638	0.195167	0.185377	0.174233
4232	0	-1547.6	-1568.86	21.2592	0.151938	0.165398	0.177246	0.175066	0.185163	0.200911	0.191977	0.187131	0.18531	0.199577	0.187819
4233	0	-1544.61	-1567.09	22.4819	0.128863	0.134102	0.146326	0.16436	0.166402	0.171214	0.176571	0.172429	0.172564	0.169432	0.15592
4234	0	-1546.46	-1570.11	23.6498	0.0975015	0.0967757	0.104279	0.0995451	0.100972	0.108871	0.103718	0.102177	0.111603	0.108169	0.105515
4235	0	-1544.39	-1568.65	24.2636	0.142208	0.142797	0.14159	0.128979	0.129396	0.131117	0.130022	0.133156	0.134127	0.141181	0.146847
4236	0	-1546.14	-1568.33	22.186	0.139459	0.154841	0.160891	0.156981	0.150935	0.153161	0.161393	0.142107	0.14244	0.148004	0.156289
4237	0	-1547.92	-1568.48	20.5646	0.187828	0.205716	0.215438	0.21879	0.239281	0.237349	0.22435	0.229887	0.239681	0.234789	0.266499
4238	0	-1552.37	-1572.61	20.234	0.125919	0.14316	0.140832	0.154742	0.137878	0.139475	0.142612	0.155041	0.159169	0.16763	0.156174
4239	0	-1548.64	-1568.19	19.5523	0.158599	0.157403	0.163965	0.173221	0.193501	0.206985	0.204988	0.224283	0.248951	0.24221	0.247095
4240	0	-1550.2	-1568.86	18.6607	0.153171	0.159953	0.159236	0.178246	0.178889	0.190409	0.195849	0.195078	0.204798	0.209821	0.196831
4241	0	-1552.93	-1568.32	15.3934	0.0862099	0.0897108	0.0880519	0.0927127	0.0973131	0.102066	0.114167	0.111636	0.114984	0.118264	0.130054
4242	0	-1542.44	-1569.82	27.3833	0.130169	0.132471	0.126336	0.128338	0.13573	0.136564	0.135582	0.135979	0.135312	0.133357	0.128755
4243	0	-1551.94	-1569.57	17.6286	0.0690375	0.0672521	0.0606046	0.0653955	0.0703474	0.0753321	0.0716689	0.0726085	0.0729847	0.0729709	0.0816779
4244	0	-1549.44	-1569.81	20.3706	0.118566	0.124219	0.137739	0.143	0.152499	0.140467	0.140576	0.160398	0.166759	0.156447	0.137188
4245	0	-1542.58	-1569.73	27.1464	0.1988	0.210773	0.213195	0.209525	0.218531	0.220963	0.227431	0.218024	0.213277	0.226405	0.206474
4246	0	-1547.8	-1570	22.2041	0.198054	0.198374	0.217167	0.220738	0.220731	0.218277	0.225445	0.221685	0.213242	0.194048	0.193198
4247	0	-1549.34	-1568.17	18.835	0.173602	0.182056	0.181417	0.186151	0.187722	0.188113	0.181733	0.171281	0.156993	0.185806	0.189726
4248	0	-1549.27	-1571.24	21.9671	0.134639	0.128986	0.125571	0.125402	0.13277	0.129792	0.125989	0.128765	0.129549	0.125862	0.131031
4249	0	-1545.5	-1567.49	21.991	0.141185	0.153296	0.159484	0.157152	0.155938	0.162947	0.157852	0.155353	0.14686	0.155298	0.163754
4250	0	-1544.5	-1568.96	24.4605	0.197923	0.208108	0.224844	0.239568	0.252589	0.241074	0.245494	0.214819	0.206412	0.192918	0.196006
4251	0	-1555.65	-1574.31	18.661	0.237356	0.246803	0.249906	0.298368	0.322937	0.286004	0.278574	0.264256	0.256582	0.27426	0.270749
4252	0	-1549.22	-1570.64	21.4151	0.173307	0.1698	0.191513	0.201583	0.193034	0.199621	0.224037	0.204434	0.209633	0.189203	0.198926
