Iteration	Replicate_ID	Posterior	Likelihood	Prior	birth_rate
9007	1	-1588.087	-1588.71	0.6229799	0.1668392
9008	0	-1587.892	-1588.625	0.7334205	0.1609541
9009	1	-1588.123	-1588.982	0.8589713	0.1542742
9010	0	-1588.106	-1588.961	0.8546553	0.1545038
9011	1	-1588.023	-1588.852	0.8291986	0.1558578
9012	0	-1588.851	-1589.331	0.4804417	0.1744578
9013	1	-1587.899	-1588.659	0.7596399	0.1595585
9014	0	-1588.507	-1589.039	0.5324764	0.1716729
9015	1	-1587.897	-1588.616	0.7189041	0.161727
9016	0	-1589.312	-1590.345	1.03309	0.1450074
9017	1	-1588.945	-1589.412	0.4678536	0.1751322
9018	0	-1589.151	-1590.167	1.016359	0.1458988
9019	1	-1587.913	-1588.687	0.7744476	0.1587706
9020	0	-1587.96	-1588.763	0.8036816	0.1572152
9021	1	-1588.534	-1589.062	0.5279118	0.171917
9022	0	-1588.012	-1588.66	0.6477803	0.1655165
9023	1	-1587.901	-1588.664	0.7624669	0.1594081
9024	0	-1589.433	-1590.478	1.045001	0.1443725
9025	1	-1587.908	-1588.613	0.7040949	0.1625157
9026	0	-1588.378	-1589.291	0.9128348	0.1514092
9027	1	-1587.909	-1588.613	0.7034601	0.1625495
9028	0	-1588.054	-1588.893	0.839453	0.1553124
9029	1	-1588.797	-1589.285	0.4878476	0.1740611
9030	0	-1587.938	-1588.731	0.7924054	0.1578151
9031	1	-1588.697	-1589.199	0.502331	0.1732857
9032	0	-1588.481	-1589.018	0.5368843	0.1714372
9033	1	-1588.387	-1588.941	0.553931	0.1705259
9034	0	-1588.008	-1588.657	0.6491777	0.165442
9035	1	-1588.486	-1589.417	0.930935	0.1504462
9036	0	-1588.358	-1588.917	0.5594402	0.1702315
9037	1	-1588.078	-1588.925	0.8467859	0.1549224
9038	0	-1587.999	-1588.652	0.6526739	0.1652556
9039	1	-1587.904	-1588.67	0.7660233	0.1592188
9040	0	-1590.38	-1591.504	1.124419	0.1401338
9041	1	-1588.31	-1588.879	0.5690143	0.16972
9042	0	-1588.531	-1589.06	0.5283746	0.1718922
9043	1	-1588.428	-1589.349	0.9213667	0.1509553
9044	0	-1587.972	-1588.636	0.6643287	0.1646344
9045	1	-1588.491	-1589.026	0.5351835	0.1715281
9046	0	-1588.18	-1589.053	0.8730287	0.1535265
9047	1	-1587.901	-1588.613	0.7122038	0.1620838
9048	0	-1587.904	-1588.613	0.7089656	0.1622563
9049	1	-1587.9	-1588.661	0.7611056	0.1594805
9050	0	-1588.158	-1589.026	0.8677948	0.1538049
9051	1	-1588.02	-1588.665	0.6446551	0.1656832
9052	0	-1587.926	-1588.616	0.6893881	0.1632991
9053	1	-1587.95	-1588.75	0.7990569	0.1574612
9054	0	-1589.482	-1589.886	0.404391	0.178537
9055	1	-1587.925	-1588.708	0.7836433	0.1582813
9056	0	-1587.901	-1588.663	0.7620174	0.159432
9057	1	-1588.308	-1588.878	0.5692848	0.1697055
9058	0	-1589.055	-1590.061	1.005872	0.1464574
9059	1	-1588.327	-1588.893	0.5655216	0.1699066
9060	0	-1589.242	-1589.673	0.4311754	0.1770991
9061	1	-1589.425	-1590.469	1.044235	0.1444134
9062	0	-1587.892	-1588.633	0.7412802	0.1605357
9063	1	-1587.951	-1588.626	0.6743531	0.1641001
9064	0	-1588.856	-1589.335	0.4797309	0.1744959
9065	1	-1588.029	-1588.86	0.8313418	0.1557438
9066	0	-1587.914	-1588.689	0.7750646	0.1587377
9067	1	-1587.913	-1588.613	0.7000387	0.1627317
9068	0	-1591.887	-1592.088	0.2012181	0.1894972
9069	1	-1587.923	-1588.706	0.7826358	0.1583349
9070	0	-1587.944	-1588.622	0.6786802	0.1638696
9071	1	-1588.265	-1588.843	0.578409	0.1692182
9072	0	-1588.094	-1588.714	0.6209263	0.1669487
9073	1	-1587.957	-1588.76	0.8024866	0.1572788
9074	0	-1587.928	-1588.616	0.6885882	0.1633417
9075	1	-1587.925	-1588.709	0.7837854	0.1582737
9076	0	-1587.893	-1588.622	0.7292981	0.1611736
9077	1	-1587.916	-1588.693	0.7772483	0.1586215
9078	0	-1588.916	-1589.906	0.9898292	0.1473118
9079	1	-1588.157	-1589.024	0.8674744	0.153822
9080	0	-1588.672	-1589.178	0.5061391	0.1730819
9081	1	-1587.892	-1588.635	0.7429683	0.1604459
9082	0	-1588.069	-1588.912	0.8439155	0.155075
9083	1	-1588.4	-1589.317	0.9166271	0.1512074
9084	0	-1588.901	-1589.375	0.4735474	0.1748271
9085	1	-1587.892	-1588.63	0.7380646	0.1607069
9086	0	-1588.434	-1588.979	0.5451713	0.1709941
9087	1	-1588.231	-1589.116	0.8843974	0.1529218
9088	0	-1588.724	-1589.69	0.965584	0.1486024
9089	1	-1588.141	-1589.005	0.8636531	0.1540252
9090	0	-1588.093	-1588.943	0.8508282	0.1547073
9091	1	-1588.044	-1588.68	0.6364884	0.1661186
9092	0	-1589.311	-1590.344	1.032966	0.145014
9093	1	-1589.381	-1590.421	1.039938	0.1446424
9094	0	-1587.925	-1588.709	0.7839466	0.1582651
9095	1	-1588.224	-1589.107	0.8828749	0.1530028
9096	0	-1590.255	-1591.37	1.115023	0.1406359
9097	1	-1588.416	-1589.335	0.919332	0.1510635
9098	0	-1588.935	-1589.405	0.4690376	0.1750688
9099	1	-1588.336	-1588.9	0.5637135	0.1700032
9100	0	-1587.951	-1588.75	0.7991738	0.157455
9101	1	-1587.997	-1588.817	0.819923	0.1563512
9102	0	-1587.903	-1588.613	0.7096563	0.1622195
9103	1	-1588.623	-1589.137	0.5135598	0.1726848
9104	0	-1587.991	-1588.809	0.8175195	0.1564791
9105	1	-1588.38	-1589.293	0.9130797	0.1513961
9106	0	-1587.98	-1588.793	0.8127691	0.1567318
9107	1	-1588.117	-1588.732	0.6141645	0.1673095
9108	0	-1588.677	-1589.636	0.9591127	0.1489469
9109	1	-1588.219	-1589.101	0.8818498	0.1530574
9110	0	-1588.017	-1588.845	0.8272998	0.1559588
9111	1	-1587.896	-1588.65	0.7539159	0.1598632
9112	0	-1589.214	-1589.648	0.4345218	0.1769195
9113	1	-1588.382	-1589.296	0.9135464	0.1513713
9114	0	-1587.9	-1588.66	0.7600041	0.1595392
9115	1	-1588.08	-1588.705	0.6248749	0.1667381
9116	0	-1588.016	-1588.843	0.8269226	0.1559789
9117	1	-1587.936	-1588.727	0.7910252	0.1578885
9118	0	-1588.127	-1588.987	0.8601524	0.1542114
9119	1	-1588.831	-1589.315	0.4830571	0.1743177
9120	0	-1587.989	-1588.646	0.6566575	0.1650433
9121	1	-1588.088	-1588.937	0.8494284	0.1547818
9122	0	-1588.323	-1588.889	0.5663233	0.1698637
9123	1	-1588.271	-1589.163	0.8925689	0.1524872
9124	0	-1587.904	-1588.67	0.7657882	0.1592314
9125	1	-1587.892	-1588.631	0.738977	0.1606583
9126	0	-1587.894	-1588.619	0.7246375	0.1614217
9127	1	-1587.97	-1588.635	0.6651184	0.1645923
9128	0	-1588.067	-1588.696	0.629059	0.1665149
9129	1	-1588.048	-1588.683	0.6351491	0.1661901
9130	0	-1589.188	-1589.626	0.4375494	0.1767571
9131	1	-1591.317	-1592.505	1.187762	0.1367436
9132	0	-1587.893	-1588.622	0.7290865	0.1611849
9133	1	-1588.793	-1589.282	0.4884179	0.1740306
9134	0	-1588.211	-1589.091	0.8799812	0.1531567
9135	1	-1588.035	-1588.674	0.6395099	0.1659575
9136	0	-1587.934	-1588.724	0.7897686	0.1579554
9137	1	-1588.95	-1589.417	0.4671987	0.1751673
9138	0	-1589.135	-1589.579	0.4439199	0.1764154
9139	1	-1588.452	-1588.994	0.5420125	0.171163
9140	0	-1587.909	-1588.68	0.7708546	0.1589618
9141	1	-1587.999	-1588.819	0.82044	0.1563237
9142	0	-1588.682	-1589.186	0.5046235	0.173163
9143	1	-1588.5	-1589.433	0.9330534	0.1503335
9144	0	-1587.983	-1588.642	0.6593234	0.1649012
9145	1	-1588.382	-1589.296	0.9135425	0.1513715
9146	0	-1589.643	-1590.031	0.3874177	0.179449
9147	1	-1588.429	-1589.35	0.9215518	0.1509454
9148	0	-1588.025	-1588.856	0.8301694	0.1558062
9149	1	-1589.705	-1590.775	1.069997	0.1430396
9150	0	-1588.076	-1588.702	0.6261278	0.1666712
9151	1	-1588.158	-1588.761	0.6034319	0.1678822
9152	0	-1588.166	-1589.036	0.8697269	0.1537022
9153	1	-1588.05	-1588.684	0.6345253	0.1662233
9154	0	-1589.819	-1590.189	0.3697491	0.180399
9155	1	-1587.918	-1588.697	0.7790264	0.1585269
9156	0	-1587.899	-1588.614	0.7147453	0.1619485
9157	1	-1587.944	-1588.622	0.6785133	0.1638785
9158	0	-1587.966	-1588.633	0.6670414	0.1644898
9159	1	-1587.959	-1588.762	0.8031737	0.1572422
9160	0	-1588.418	-1588.966	0.5481099	0.170837
9161	1	-1587.944	-1588.74	0.7956665	0.1576416
9162	0	-1588.594	-1589.112	0.518172	0.172438
9163	1	-1587.946	-1588.623	0.6774145	0.163937
9164	0	-1588.825	-1589.804	0.9786323	0.1479079
9165	1	-1587.964	-1588.632	0.6680175	0.1644378
9166	0	-1588.591	-1589.11	0.5186131	0.1724144
9167	1	-1587.904	-1588.613	0.7085816	0.1622767
9168	0	-1588.454	-1589.38	0.9257099	0.1507242
9169	1	-1588.07	-1588.698	0.627913	0.166576
9170	0	-1587.896	-1588.616	0.7203027	0.1616526
9171	1	-1588.586	-1589.105	0.5195279	0.1723654
9172	0	-1588.025	-1588.668	0.6427691	0.1657837
9173	1	-1587.893	-1588.637	0.7445537	0.1603615
9174	0	-1590.763	-1591.048	0.2857376	0.1849258
9175	1	-1588.196	-1589.072	0.8765562	0.1533389
9176	0	-1588.058	-1588.69	0.6316244	0.1663781
9177	1	-1588.173	-1588.773	0.5995791	0.1680879
9178	0	-1587.917	-1588.613	0.6965047	0.16292
9179	1	-1589.286	-1590.317	1.030478	0.1451466
9180	0	-1589.339	-1589.759	0.4201015	0.1776934
9181	1	-1587.948	-1588.746	0.7979519	0.15752
9182	0	-1588.643	-1589.597	0.9544074	0.1491973
9183	1	-1588.133	-1588.995	0.8617137	0.1541284
9184	0	-1588.846	-1589.827	0.9812064	0.1477708
9185	1	-1588.224	-1589.106	0.8827631	0.1530088
9186	0	-1588.828	-1589.312	0.4835415	0.1742918
9187	1	-1587.994	-1588.649	0.6547653	0.1651441
9188	0	-1587.901	-1588.614	0.7123571	0.1620757
9189	1	-1588.22	-1589.102	0.881924	0.1530534
9190	0	-1587.893	-1588.62	0.7269583	0.1612982
9191	1	-1588.768	-1589.739	0.9713222	0.148297
9192	0	-1587.893	-1588.641	0.7475077	0.1602043
9193	1	-1588.056	-1588.688	0.6324846	0.1663322
9194	0	-1587.964	-1588.769	0.8055225	0.1571173
9195	1	-1588.956	-1589.95	0.9945069	0.1470627
9196	0	-1587.904	-1588.669	0.7651584	0.1592649
9197	1	-1588.177	-1588.776	0.598587	0.1681408
9198	0	-1590.91	-1591.184	0.2738378	0.1855683
9199	1	-1588.284	-1589.179	0.8951335	0.1523508
9200	0	-1588.325	-1589.228	0.9030345	0.1519305
9201	1	-1588.439	-1589.362	0.9231924	0.1508582
9202	0	-1587.894	-1588.644	0.7500416	0.1600694
9203	1	-1588.563	-1589.086	0.5232102	0.1721685
9204	0	-1588.158	-1588.761	0.603514	0.1678778
9205	1	-1588.118	-1588.975	0.8576644	0.1543437
9206	0	-1587.993	-1588.648	0.6550622	0.1651283
9207	1	-1588.622	-1589.574	0.951487	0.1493527
9208	0	-1587.918	-1588.696	0.7783401	0.1585634
9209	1	-1588.971	-1589.968	0.9962971	0.1469674
9210	0	-1588.302	-1589.201	0.8987377	0.1521591
9211	1	-1588.136	-1588.745	0.6090796	0.1675808
9212	0	-1588.224	-1588.811	0.5875514	0.16873
9213	1	-1589.03	-1589.487	0.4568962	0.1757195
9214	0	-1587.905	-1588.671	0.7665466	0.159191
9215	1	-1588.383	-1588.937	0.5546777	0.170486
9216	0	-1587.999	-1588.82	0.8206462	0.1563127
9217	1	-1587.896	-1588.649	0.7535435	0.159883
9218	0	-1587.897	-1588.654	0.7566969	0.1597152
9219	1	-1587.948	-1588.745	0.7974781	0.1575452
9220	0	-1588.622	-1589.573	0.9514219	0.1493561
9221	1	-1590.819	-1591.1	0.2811712	0.1851723
9222	0	-1588.98	-1589.443	0.4632332	0.1753799
9223	1	-1587.942	-1588.736	0.7943448	0.1577119
9224	0	-1588.066	-1588.695	0.6292033	0.1665072
9225	1	-1588.222	-1588.81	0.5878798	0.1687124
9226	0	-1588.022	-1588.851	0.8289914	0.1558688
9227	1	-1587.894	-1588.618	0.7241002	0.1614504
9228	0	-1587.953	-1588.754	0.8004486	0.1573872
9229	1	-1588.066	-1588.695	0.6293841	0.1664975
9230	0	-1589.352	-1589.77	0.4187035	0.1777685
9231	1	-1587.982	-1588.642	0.6598723	0.1648719
9232	0	-1588.267	-1588.845	0.5778779	0.1692465
9233	1	-1587.903	-1588.668	0.7648691	0.1592803
9234	0	-1587.901	-1588.614	0.7123402	0.1620766
9235	1	-1587.984	-1588.643	0.6588671	0.1649255
9236	0	-1588.198	-1588.791	0.5936658	0.1684035
9237	1	-1587.945	-1588.623	0.6777319	0.1639201
9238	0	-1589.021	-1590.023	1.002037	0.1466617
9239	1	-1587.999	-1588.652	0.6527952	0.1652492
9240	0	-1588.185	-1588.782	0.596633	0.1682451
9241	1	-1587.951	-1588.75	0.7991136	0.1574582
9242	0	-1587.927	-1588.616	0.6889911	0.1633202
9243	1	-1587.955	-1588.757	0.8015267	0.1573298
9244	0	-1588.466	-1589.006	0.5394785	0.1712985
9245	1	-1588.465	-1589.005	0.5396684	0.1712883
9246	0	-1587.906	-1588.613	0.7068066	0.1623713
9247	1	-1587.926	-1588.616	0.6897098	0.1632819
9248	0	-1588.494	-1589.427	0.9322324	0.1503772
9249	1	-1588.109	-1588.725	0.6165653	0.1671814
9250	0	-1587.972	-1588.781	0.8093935	0.1569113
9251	1	-1589.782	-1590.859	1.076754	0.1426791
9252	0	-1588.216	-1589.097	0.8810441	0.1531002
9253	1	-1587.892	-1588.623	0.7303524	0.1611175
9254	0	-1588.099	-1588.718	0.619284	0.1670363
9255	1	-1587.953	-1588.626	0.673627	0.1641388
9256	0	-1588.053	-1588.893	0.8392579	0.1553228
9257	1	-1589.031	-1589.487	0.4567898	0.1757253
9258	0	-1588.474	-1589.012	0.5381208	0.171371
9259	1	-1588.512	-1589.044	0.5315427	0.1717228
9260	0	-1587.933	-1588.618	0.6850881	0.1635281
9261	1	-1588.125	-1588.737	0.6119621	0.167427
9262	0	-1588.809	-1589.785	0.9765702	0.1480176
9263	1	-1588.399	-1588.951	0.5515472	0.1706533
9264	0	-1587.893	-1588.622	0.7293259	0.1611721
9265	1	-1589.008	-1589.468	0.4596361	0.1755727
9266	0	-1588.011	-1588.836	0.8249078	0.1560861
9267	1	-1587.979	-1588.64	0.6609096	0.1648166
9268	0	-1587.928	-1588.714	0.7860343	0.1581541
9269	1	-1588.405	-1589.323	0.9175289	0.1511595
9270	0	-1588.2	-1588.793	0.5930912	0.1684342
9271	1	-1589.188	-1590.209	1.020332	0.1456872
9272	0	-1588.103	-1588.722	0.6180775	0.1671007
9273	1	-1588.506	-1589.44	0.9340363	0.1502812
9274	0	-1587.906	-1588.613	0.7066232	0.162381
9275	1	-1588.004	-1588.655	0.650861	0.1653523
9276	0	-1587.901	-1588.613	0.7122023	0.1620839
9277	1	-1588.331	-1589.235	0.9042671	0.1518649
9278	0	-1588.05	-1588.684	0.634381	0.166231
9279	1	-1588.162	-1588.764	0.6025061	0.1679316
9280	0	-1588.757	-1589.251	0.4935069	0.1737581
9281	1	-1588.712	-1589.676	0.9639657	0.1486886
9282	0	-1587.893	-1588.638	0.745346	0.1603193
9283	1	-1591.121	-1592.297	1.175422	0.1374048
9284	0	-1587.955	-1588.757	0.8015527	0.1573284
9285	1	-1587.989	-1588.646	0.6568228	0.1650345
9286	0	-1588.961	-1589.427	0.4656965	0.1752478
9287	1	-1588.124	-1588.736	0.6123455	0.1674065
9288	0	-1589.022	-1589.48	0.4578247	0.1756698
9289	1	-1588.679	-1589.638	0.9593837	0.1489324
9290	0	-1588.133	-1588.994	0.8614915	0.1541402
9291	1	-1588.463	-1589.39	0.9271613	0.150647
9292	0	-1587.928	-1588.713	0.7855682	0.1581789
9293	1	-1587.931	-1588.617	0.6864251	0.1634569
9294	0	-1588.028	-1588.859	0.8309511	0.1557646
9295	1	-1587.905	-1588.613	0.7079516	0.1623103
9296	0	-1588.242	-1588.825	0.5834947	0.1689466
9297	1	-1588.488	-1589.419	0.9311657	0.150434
9298	0	-1589.564	-1589.959	0.3956824	0.1790049
9299	1	-1588.072	-1588.699	0.6275292	0.1665965
9300	0	-1588.134	-1588.995	0.861747	0.1541266
9301	1	-1587.892	-1588.636	0.7432584	0.1604304
9302	0	-1587.999	-1588.652	0.6526759	0.1652555
9303	1	-1589.745	-1590.819	1.07355	0.14285
9304	0	-1588.056	-1588.897	0.8402532	0.1552698
9305	1	-1587.958	-1588.629	0.6711836	0.164269
9306	0	-1588.056	-1588.688	0.6324962	0.1663316
9307	1	-1588.519	-1589.456	0.9361507	0.1501687
9308	0	-1588.347	-1589.254	0.9071542	0.1517114
9309	1	-1588.263	-1588.842	0.5789087	0.1691915
9310	0	-1588.304	-1589.203	0.8990778	0.152141
9311	1	-1589.935	-1591.024	1.08961	0.141993
9312	0	-1588.586	-1589.532	0.9461645	0.1496359
9313	1	-1590.67	-1591.816	1.145298	0.1390174
9314	0	-1587.914	-1588.613	0.698793	0.1627981
9315	1	-1588.024	-1588.667	0.6431664	0.1657625
9316	0	-1589.542	-1589.94	0.3979437	0.1788834
9317	1	-1587.904	-1588.613	0.7084381	0.1622844
9318	0	-1588.763	-1589.256	0.492647	0.1738041
9319	1	-1588.336	-1588.899	0.5638125	0.1699979
9320	0	-1587.908	-1588.677	0.7694564	0.1590362
9321	1	-1588.237	-1588.821	0.5846705	0.1688838
9322	0	-1588.485	-1589.416	0.9307689	0.1504551
9323	1	-1588.089	-1588.939	0.8499214	0.1547556
9324	0	-1588.349	-1588.91	0.5611135	0.1701421
9325	1	-1588.324	-1589.226	0.9028648	0.1519395
9326	0	-1587.899	-1588.614	0.7152744	0.1619203
9327	1	-1587.897	-1588.654	0.7564206	0.1597299
9328	0	-1588.281	-1589.176	0.8946953	0.1523741
9329	1	-1590.328	-1591.449	1.120558	0.1403401
9330	0	-1588.319	-1589.221	0.9019384	0.1519888
9331	1	-1587.906	-1588.673	0.7674645	0.1591422
9332	0	-1588.091	-1588.713	0.6215662	0.1669146
9333	1	-1588.037	-1588.87	0.833903	0.1556076
9334	0	-1587.892	-1588.623	0.7303913	0.1611154
9335	1	-1588.37	-1588.927	0.557183	0.1703521
9336	0	-1587.984	-1588.643	0.6590419	0.1649162
9337	1	-1589.607	-1589.999	0.3911262	0.1792497
9338	0	-1587.981	-1588.795	0.8133735	0.1566996
9339	1	-1588.889	-1589.365	0.4751712	0.1747401
9340	0	-1587.993	-1588.648	0.655203	0.1651208
9341	1	-1588.11	-1588.726	0.616114	0.1672055
9342	0	-1589.912	-1590.999	1.087704	0.1420948
9343	1	-1587.936	-1588.727	0.7909258	0.1578938
9344	0	-1588.036	-1588.869	0.8336133	0.155623
9345	1	-1588.125	-1588.984	0.8594457	0.154249
9346	0	-1587.907	-1588.676	0.7691588	0.159052
9347	1	-1588.189	-1589.064	0.8750115	0.1534211
9348	0	-1587.95	-1588.749	0.7987785	0.157476
9349	1	-1588.114	-1588.97	0.8565764	0.1544016
9350	0	-1587.901	-1588.613	0.7120278	0.1620932
9351	1	-1589.827	-1590.196	0.3689747	0.1804407
9352	0	-1588.129	-1588.989	0.8605044	0.1541927
9353	1	-1588.115	-1588.972	0.8570378	0.1543771
9354	0	-1587.995	-1588.813	0.8188536	0.1564081
9355	1	-1587.925	-1588.71	0.7841545	0.1582541
9356	0	-1587.945	-1588.74	0.7958985	0.1576292
9357	1	-1588.189	-1588.785	0.5956878	0.1682956
9358	0	-1588.516	-1589.047	0.5310049	0.1717516
9359	1	-1588.031	-1588.672	0.6407093	0.1658936
9360	0	-1588.346	-1589.253	0.9069488	0.1517223
9361	1	-1588.31	-1589.211	0.9003429	0.1520737
9362	0	-1588.097	-1588.717	0.6200593	0.166995
9363	1	-1588.516	-1589.451	0.9355961	0.1501982
9364	0	-1588.809	-1589.786	0.976614	0.1480153
9365	1	-1587.942	-1588.621	0.6797252	0.1638139
9366	0	-1587.965	-1588.633	0.6672722	0.1644775
9367	1	-1588.328	-1589.231	0.9035969	0.1519006
9368	0	-1588.493	-1589.028	0.5347794	0.1715497
9369	1	-1587.925	-1588.709	0.7840822	0.1582579
9370	0	-1591.083	-1592.256	1.172959	0.1375367
9371	1	-1588.541	-1589.068	0.5267565	0.1719788
9372	0	-1587.892	-1588.629	0.7373357	0.1607457
9373	1	-1589.075	-1590.083	1.008045	0.1463417
9374	0	-1588.269	-1588.847	0.5775362	0.1692648
9375	1	-1588.579	-1589.1	0.5205376	0.1723114
9376	0	-1588.125	-1588.984	0.8594575	0.1542484
9377	1	-1588.194	-1589.071	0.8763154	0.1533517
9378	0	-1588.251	-1588.833	0.5813726	0.1690599
9379	1	-1587.947	-1588.744	0.7972372	0.157558
9380	0	-1588.755	-1589.724	0.9695702	0.1483903
9381	1	-1588.027	-1588.669	0.6423339	0.1658069
9382	0	-1588.827	-1589.806	0.9788572	0.1478959
9383	1	-1587.905	-1588.613	0.7081503	0.1622997
9384	0	-1588.169	-1589.04	0.8705223	0.1536598
9385	1	-1588.015	-1588.662	0.6464566	0.1655871
9386	0	-1587.894	-1588.619	0.7242583	0.1614419
9387	1	-1588.03	-1588.862	0.8318588	0.1557163
9388	0	-1588.72	-1589.685	0.9650266	0.1486321
9389	1	-1588.498	-1589.032	0.5339798	0.1715925
9390	0	-1587.896	-1588.649	0.7533666	0.1598924
9391	1	-1588.676	-1589.181	0.5055248	0.1731148
9392	0	-1588.412	-1589.33	0.9186414	0.1511003
9393	1	-1587.917	-1588.694	0.7776049	0.1586026
9394	0	-1588.045	-1588.681	0.6361735	0.1661354
9395	1	-1587.896	-1588.617	0.7208467	0.1616236
9396	0	-1587.955	-1588.628	0.6723181	0.1642086
9397	1	-1588.094	-1588.715	0.6208197	0.1669544
9398	0	-1587.918	-1588.614	0.6952545	0.1629865
9399	1	-1588.005	-1588.655	0.6503145	0.1653814
9400	0	-1587.892	-1588.625	0.7334097	0.1609547
9401	1	-1587.958	-1588.761	0.8028694	0.1572584
9402	0	-1587.927	-1588.713	0.7854577	0.1581847
9403	1	-1587.905	-1588.671	0.7663244	0.1592028
9404	0	-1588.457	-1589.384	0.9262915	0.1506933
9405	1	-1588.239	-1589.125	0.8860697	0.1528329
9406	0	-1588.161	-1589.029	0.8684133	0.153772
9407	1	-1588.145	-1589.009	0.8644994	0.1539802
9408	0	-1588.35	-1588.911	0.5609893	0.1701487
9409	1	-1588.268	-1589.16	0.8920447	0.1525151
9410	0	-1588.152	-1589.019	0.866422	0.1538779
9411	1	-1587.933	-1588.618	0.6852458	0.1635197
9412	0	-1588.876	-1589.861	0.9849698	0.1475705
9413	1	-1588.169	-1589.04	0.8704995	0.1536611
9414	0	-1588.427	-1588.974	0.5464183	0.1709275
9415	1	-1587.896	-1588.616	0.7197125	0.161684
9416	0	-1588.677	-1589.637	0.9591996	0.1489422
9417	1	-1587.914	-1588.613	0.6988285	0.1627962
9418	0	-1590.046	-1590.394	0.3480898	0.1815646
9419	1	-1587.983	-1588.797	0.8142283	0.1566541
9420	0	-1588.258	-1588.838	0.5800212	0.1691321
9421	1	-1588.198	-1588.792	0.5934734	0.1684138
9422	0	-1588.201	-1589.079	0.8778443	0.1532704
9423	1	-1589.779	-1590.153	0.3737311	0.1801849
9424	0	-1587.921	-1588.701	0.7806057	0.1584429
9425	1	-1587.896	-1588.649	0.7534085	0.1598902
9426	0	-1589.774	-1590.148	0.3742112	0.1801591
9427	1	-1587.904	-1588.613	0.7087173	0.1622695
9428	0	-1588.027	-1588.857	0.8305325	0.1557869
9429	1	-1589.21	-1589.645	0.4349168	0.1768983
9430	0	-1588.315	-1589.216	0.9011994	0.1520281
9431	1	-1589.178	-1589.617	0.4387507	0.1766926
9432	0	-1588.436	-1588.981	0.5447938	0.1710143
9433	1	-1589.525	-1590.579	1.053713	0.143908
9434	0	-1587.944	-1588.739	0.795437	0.1576538
9435	1	-1588.141	-1588.749	0.6077871	0.1676498
9436	0	-1587.899	-1588.615	0.7160246	0.1618804
9437	1	-1587.943	-1588.739	0.7952176	0.1576655
9438	0	-1589.437	-1590.483	1.045415	0.1443504
9439	1	-1588.353	-1589.261	0.9083073	0.15165
9440	0	-1588.035	-1588.674	0.6394322	0.1659617
9441	1	-1588.15	-1588.756	0.6053759	0.1677785
9442	0	-1588.032	-1588.673	0.6403228	0.1659142
9443	1	-1589.443	-1590.489	1.045926	0.1443232
9444	0	-1590.159	-1590.497	0.3376453	0.182127
9445	1	-1588.884	-1589.36	0.4759493	0.1746985
9446	0	-1588.19	-1588.786	0.5954322	0.1683092
9447	1	-1588.202	-1589.08	0.877922	0.1532663
9448	0	-1587.892	-1588.631	0.7395245	0.1606292
9449	1	-1587.942	-1588.737	0.7946538	0.1576955
9450	0	-1594.595	-1595.948	1.352738	0.1278511
9451	1	-1588.214	-1589.095	0.8806442	0.1531215
9452	0	-1589.897	-1590.983	1.086483	0.1421599
9453	1	-1587.974	-1588.637	0.6631871	0.1646952
9454	0	-1588.342	-1588.905	0.5625233	0.1700668
9455	1	-1588.818	-1589.796	0.9777675	0.1479539
9456	0	-1587.894	-1588.645	0.7502965	0.1600558
9457	1	-1587.909	-1588.679	0.7705363	0.1589787
9458	0	-1588.13	-1588.741	0.6107292	0.1674928
9459	1	-1587.923	-1588.705	0.7824484	0.1583448
9460	0	-1587.936	-1588.619	0.682865	0.1636466
9461	1	-1588.346	-1588.908	0.5616883	0.1701114
9462	0	-1587.976	-1588.638	0.6625501	0.1647292
9463	1	-1588.067	-1588.91	0.8433316	0.1551061
9464	0	-1587.935	-1588.619	0.6834999	0.1636128
9465	1	-1588.645	-1589.155	0.5102798	0.1728603
9466	0	-1587.997	-1588.817	0.8199306	0.1563508
9467	1	-1588.147	-1588.753	0.6063028	0.167729
9468	0	-1587.952	-1588.626	0.674214	0.1641075
9469	1	-1587.917	-1588.613	0.6966637	0.1629115
9470	0	-1588.961	-1589.956	0.995046	0.147034
9471	1	-1588.054	-1588.894	0.839565	0.1553064
9472	0	-1588.291	-1589.187	0.8965595	0.1522749
9473	1	-1587.895	-1588.646	0.7511074	0.1600127
9474	0	-1588.315	-1588.883	0.5678728	0.169781
9475	1	-1587.952	-1588.626	0.6738139	0.1641289
9476	0	-1588.268	-1589.16	0.8920785	0.1525133
9477	1	-1587.919	-1588.698	0.7794495	0.1585044
9478	0	-1589.243	-1590.269	1.026098	0.1453799
9479	1	-1588.935	-1589.404	0.46914	0.1750633
9480	0	-1588.118	-1588.975	0.8576231	0.1543459
9481	1	-1587.894	-1588.645	0.7507305	0.1600327
9482	0	-1588.087	-1588.937	0.8493379	0.1547866
9483	1	-1587.958	-1588.761	0.8029384	0.1572547
9484	0	-1588.944	-1589.937	0.9931467	0.1471351
9485	1	-1588.622	-1589.573	0.9514138	0.1493566
9486	0	-1588.479	-1589.017	0.5371961	0.1714205
9487	1	-1588.128	-1588.739	0.6112513	0.1674649
9488	0	-1587.911	-1588.683	0.7724893	0.1588748
9489	1	-1588.813	-1589.299	0.4855818	0.1741825
9490	0	-1587.907	-1588.613	0.7051667	0.1624586
9491	1	-1588.076	-1588.702	0.6262149	0.1666666
