Iteration	Posterior	Likelihood	Prior	birth_rate	death_rate	diversification	turnover
38	-4495.838	-4255.469	-240.3685	7.097079e-07	7.695303e-08	6.327549e-07	7.695303e-08
39	-4481.613	-4244.535	-237.078	7.441083e-07	1.113534e-07	6.327549e-07	1.113534e-07
40	-4481.613	-4244.535	-237.078	7.441083e-07	1.113534e-07	6.327549e-07	1.113534e-07
41	-4481.613	-4244.535	-237.078	7.441083e-07	1.113534e-07	6.327549e-07	1.113534e-07
42	-4457.109	-4224.158	-232.9505	8.127295e-07	1.799746e-07	6.327549e-07	1.799746e-07
43	-4457.109	-4224.158	-232.9505	8.127295e-07	1.799746e-07	6.327549e-07	1.799746e-07
44	-4441.525	-4210.589	-230.937	8.619033e-07	2.291484e-07	6.327549e-07	2.291484e-07
45	-4441.525	-4210.589	-230.937	8.619033e-07	2.291484e-07	6.327549e-07	2.291484e-07
46	-4441.525	-4210.589	-230.937	8.619033e-07	2.291484e-07	6.327549e-07	2.291484e-07
47	-4440.347	-4209.549	-230.7983	8.657921e-07	2.330372e-07	6.327549e-07	2.330372e-07
48	-4379.721	-4158.442	-221.2783	1.080183e-06	2.330372e-07	8.471454e-07	2.330372e-07
49	-4379.721	-4158.442	-221.2783	1.080183e-06	2.330372e-07	8.471454e-07	2.330372e-07
50	-4300.825	-4090.94	-209.8854	1.446792e-06	2.330372e-07	1.213755e-06	2.330372e-07
51	-4300.825	-4090.94	-209.8854	1.446792e-06	2.330372e-07	1.213755e-06	2.330372e-07
52	-4300.759	-4090.886	-209.8734	1.447131e-06	2.333764e-07	1.213755e-06	2.333764e-07
53	-4298.737	-4089.223	-209.5133	1.457583e-06	2.438289e-07	1.213755e-06	2.438289e-07
54	-4284.934	-4077.6	-207.3339	1.532803e-06	3.190482e-07	1.213755e-06	3.190482e-07
55	-4284.934	-4077.6	-207.3339	1.532803e-06	3.190482e-07	1.213755e-06	3.190482e-07
56	-4233.51	-4033.446	-200.0647	1.855665e-06	3.190482e-07	1.536617e-06	3.190482e-07
57	-4233.51	-4033.446	-200.0647	1.855665e-06	3.190482e-07	1.536617e-06	3.190482e-07
58	-4233.51	-4033.446	-200.0647	1.855665e-06	3.190482e-07	1.536617e-06	3.190482e-07
59	-4208.407	-4011.878	-196.5298	2.037275e-06	5.006577e-07	1.536617e-06	5.006577e-07
60	-4104.261	-3922.249	-182.012	3.003022e-06	5.006577e-07	2.502365e-06	5.006577e-07
61	-4104.261	-3922.249	-182.012	3.003022e-06	5.006577e-07	2.502365e-06	5.006577e-07
62	-4104.261	-3922.249	-182.012	3.003022e-06	5.006577e-07	2.502365e-06	5.006577e-07
63	-4097.321	-3916.401	-180.9205	3.080019e-06	5.77655e-07	2.502365e-06	5.77655e-07
64	-4059.706	-3883.725	-175.9801	3.548013e-06	5.77655e-07	2.970358e-06	5.77655e-07
65	-3966.915	-3802.359	-164.5557	5.04616e-06	5.77655e-07	4.468505e-06	5.77655e-07
66	-3966.915	-3802.359	-164.5557	5.04616e-06	5.77655e-07	4.468505e-06	5.77655e-07
67	-3947.618	-3786.616	-161.0014	5.402064e-06	9.335594e-07	4.468505e-06	9.335594e-07
68	-3944.549	-3784.007	-160.5426	5.463435e-06	9.949308e-07	4.468505e-06	9.949308e-07
69	-3921.541	-3763.855	-157.6864	5.961486e-06	1.492981e-06	4.468505e-06	1.492981e-06
70	-3921.541	-3763.855	-157.6864	5.961486e-06	1.492981e-06	4.468505e-06	1.492981e-06
71	-3921.541	-3763.855	-157.6864	5.961486e-06	1.492981e-06	4.468505e-06	1.492981e-06
72	-3921.541	-3763.855	-157.6864	5.961486e-06	1.492981e-06	4.468505e-06	1.492981e-06
73	-3845.148	-3697.348	-147.8004	7.950495e-06	1.492981e-06	6.457514e-06	1.492981e-06
74	-3818.601	-3674.015	-144.5859	8.795528e-06	1.492981e-06	7.302546e-06	1.492981e-06
75	-3818.601	-3674.015	-144.5859	8.795528e-06	1.492981e-06	7.302546e-06	1.492981e-06
76	-3818.601	-3674.015	-144.5859	8.795528e-06	1.492981e-06	7.302546e-06	1.492981e-06
77	-3818.601	-3674.015	-144.5859	8.795528e-06	1.492981e-06	7.302546e-06	1.492981e-06
78	-3805.882	-3663.014	-142.8685	9.224579e-06	1.922033e-06	7.302546e-06	1.922033e-06
79	-3804.26	-3661.587	-142.6723	9.281727e-06	1.979181e-06	7.302546e-06	1.979181e-06
80	-3776.046	-3636.212	-139.8341	1.035952e-05	3.056975e-06	7.302546e-06	3.056975e-06
81	-3751.296	-3614.79	-136.5056	1.136622e-05	3.056975e-06	8.309246e-06	3.056975e-06
82	-3725.029	-3591.906	-133.1238	1.254992e-05	3.056975e-06	9.492948e-06	3.056975e-06
83	-3725.029	-3591.906	-133.1238	1.254992e-05	3.056975e-06	9.492948e-06	3.056975e-06
84	-3725.029	-3591.906	-133.1238	1.254992e-05	3.056975e-06	9.492948e-06	3.056975e-06
85	-3725.029	-3591.906	-133.1238	1.254992e-05	3.056975e-06	9.492948e-06	3.056975e-06
86	-3725.029	-3591.906	-133.1238	1.254992e-05	3.056975e-06	9.492948e-06	3.056975e-06
87	-3725.029	-3591.906	-133.1238	1.254992e-05	3.056975e-06	9.492948e-06	3.056975e-06
88	-3725.029	-3591.906	-133.1238	1.254992e-05	3.056975e-06	9.492948e-06	3.056975e-06
89	-3718.168	-3585.714	-132.4541	1.289089e-05	3.397945e-06	9.492948e-06	3.397945e-06
90	-3718.168	-3585.714	-132.4541	1.289089e-05	3.397945e-06	9.492948e-06	3.397945e-06
91	-3663.707	-3537.983	-125.7236	1.584978e-05	3.397945e-06	1.245184e-05	3.397945e-06
92	-3638.752	-3515.434	-123.3182	1.747524e-05	5.0234e-06	1.245184e-05	5.0234e-06
93	-3626.586	-3504.218	-122.3678	1.83448e-05	5.892968e-06	1.245184e-05	5.892968e-06
94	-3622.949	-3500.845	-122.1045	1.861473e-05	6.162896e-06	1.245184e-05	6.162896e-06
95	-3603.896	-3484.339	-119.5566	1.999351e-05	6.162896e-06	1.383062e-05	6.162896e-06
96	-3552.14	-3439.045	-113.0957	2.432487e-05	6.162896e-06	1.816197e-05	6.162896e-06
97	-3552.14	-3439.045	-113.0957	2.432487e-05	6.162896e-06	1.816197e-05	6.162896e-06
98	-3552.14	-3439.045	-113.0957	2.432487e-05	6.162896e-06	1.816197e-05	6.162896e-06
99	-3552.14	-3439.045	-113.0957	2.432487e-05	6.162896e-06	1.816197e-05	6.162896e-06
100	-3542.907	-3430.607	-112.2991	2.522995e-05	7.067978e-06	1.816197e-05	7.067978e-06
101	-3542.907	-3430.607	-112.2991	2.522995e-05	7.067978e-06	1.816197e-05	7.067978e-06
102	-3542.907	-3430.607	-112.2991	2.522995e-05	7.067978e-06	1.816197e-05	7.067978e-06
103	-3452.534	-3350.537	-101.9972	3.568322e-05	7.067978e-06	2.861524e-05	7.067978e-06
104	-3382.422	-3287.529	-94.89256	4.687415e-05	7.067978e-06	3.980617e-05	7.067978e-06
105	-3382.422	-3287.529	-94.89256	4.687415e-05	7.067978e-06	3.980617e-05	7.067978e-06
106	-3362.007	-3269.527	-92.47939	5.067497e-05	1.08688e-05	3.980617e-05	1.08688e-05
107	-3309.053	-3221.866	-87.18657	6.228885e-05	1.08688e-05	5.142005e-05	1.08688e-05
108	-3293.058	-3207.54	-85.51795	6.62767e-05	1.485665e-05	5.142005e-05	1.485665e-05
109	-3260.234	-3177.174	-83.05984	7.559429e-05	2.417424e-05	5.142005e-05	2.417424e-05
110	-3229.527	-3149.864	-79.66309	8.508275e-05	2.417424e-05	6.090851e-05	2.417424e-05
111	-3229.527	-3149.864	-79.66309	8.508275e-05	2.417424e-05	6.090851e-05	2.417424e-05
112	-3207.425	-3129.126	-78.29986	9.308159e-05	3.217308e-05	6.090851e-05	3.217308e-05
113	-3207.425	-3129.126	-78.29986	9.308159e-05	3.217308e-05	6.090851e-05	3.217308e-05
114	-3207.425	-3129.126	-78.29986	9.308159e-05	3.217308e-05	6.090851e-05	3.217308e-05
115	-3175.532	-3098.782	-76.75045	0.0001061609	4.525239e-05	6.090851e-05	4.525239e-05
116	-3163.127	-3086.888	-76.2386	0.0001117757	5.086724e-05	6.090851e-05	5.086724e-05
117	-3163.127	-3086.888	-76.2386	0.0001117757	5.086724e-05	6.090851e-05	5.086724e-05
118	-3140.768	-3065.36	-75.40878	0.0001227063	6.179777e-05	6.090851e-05	6.179777e-05
119	-3140.768	-3065.36	-75.40878	0.0001227063	6.179777e-05	6.090851e-05	6.179777e-05
120	-3140.768	-3065.36	-75.40878	0.0001227063	6.179777e-05	6.090851e-05	6.179777e-05
121	-3140.768	-3065.36	-75.40878	0.0001227063	6.179777e-05	6.090851e-05	6.179777e-05
122	-3068.763	-3002.669	-66.09327	0.0001609776	6.179777e-05	9.917987e-05	6.179777e-05
123	-3016.548	-2956.019	-60.52907	0.0001970185	6.179777e-05	0.0001352208	6.179777e-05
124	-2972.319	-2915.969	-56.34985	0.0002343361	6.179777e-05	0.0001725384	6.179777e-05
125	-2969.616	-2913.437	-56.17843	0.0002369246	6.438622e-05	0.0001725384	6.438622e-05
126	-2969.616	-2913.437	-56.17843	0.0002369246	6.438622e-05	0.0001725384	6.438622e-05
127	-2877.525	-2828.983	-48.54168	0.0003415791	6.438622e-05	0.0002771929	6.438622e-05
128	-2841.71	-2795.813	-45.89731	0.0003943713	6.438622e-05	0.0003299851	6.438622e-05
129	-2837.199	-2791.731	-45.46821	0.0004014292	7.144415e-05	0.0003299851	7.144415e-05
130	-2837.199	-2791.731	-45.46821	0.0004014292	7.144415e-05	0.0003299851	7.144415e-05
131	-2739.516	-2700.643	-38.87291	0.0005957318	7.144415e-05	0.0005242877	7.144415e-05
132	-2739.516	-2700.643	-38.87291	0.0005957318	7.144415e-05	0.0005242877	7.144415e-05
133	-2739.516	-2700.643	-38.87291	0.0005957318	7.144415e-05	0.0005242877	7.144415e-05
134	-2635.479	-2602.677	-32.8022	0.0009110604	7.144415e-05	0.0008396162	7.144415e-05
135	-2630.621	-2598.639	-31.98181	0.0009272634	8.764716e-05	0.0008396162	8.764716e-05
136	-2630.621	-2598.639	-31.98181	0.0009272634	8.764716e-05	0.0008396162	8.764716e-05
137	-2626.203	-2594.852	-31.35132	0.0009427256	0.0001031093	0.0008396162	0.0001031093
138	-2625.188	-2593.969	-31.2191	0.0009463676	0.0001067514	0.0008396162	0.0001067514
139	-2618.753	-2588.283	-30.46977	0.0009701631	0.0001305469	0.0008396162	0.0001305469
140	-2615.073	-2584.974	-30.09848	0.0009842897	0.0001446735	0.0008396162	0.0001446735
141	-2515.43	-2490.701	-24.72889	0.001482048	0.0001446735	0.001337374	0.0001446735
142	-2501.013	-2477.872	-23.14101	0.001567923	0.0002305491	0.001337374	0.0002305491
143	-2501.013	-2477.872	-23.14101	0.001567923	0.0002305491	0.001337374	0.0002305491
144	-2402.238	-2383.835	-18.40248	0.002360098	0.0002305491	0.002129549	0.0002305491
145	-2402.238	-2383.835	-18.40248	0.002360098	0.0002305491	0.002129549	0.0002305491
146	-2402.238	-2383.835	-18.40248	0.002360098	0.0002305491	0.002129549	0.0002305491
147	-2387.468	-2370.544	-16.92342	0.002503156	0.0003736064	0.002129549	0.0003736064
148	-2387.468	-2370.544	-16.92342	0.002503156	0.0003736064	0.002129549	0.0003736064
149	-2321.233	-2307.184	-14.04807	0.00329943	0.0003736064	0.002925823	0.0003736064
150	-2321.233	-2307.184	-14.04807	0.00329943	0.0003736064	0.002925823	0.0003736064
151	-2321.233	-2307.184	-14.04807	0.00329943	0.0003736064	0.002925823	0.0003736064
152	-2243.841	-2232.701	-11.13971	0.004569128	0.0003736064	0.004195521	0.0003736064
153	-2243.841	-2232.701	-11.13971	0.004569128	0.0003736064	0.004195521	0.0003736064
154	-2243.841	-2232.701	-11.13971	0.004569128	0.0003736064	0.004195521	0.0003736064
155	-2165.741	-2157.108	-8.632297	0.006367292	0.0003736064	0.005993685	0.0003736064
156	-2156.79	-2149.453	-7.337553	0.006595444	0.0006017585	0.005993685	0.0006017585
157	-2156.79	-2149.453	-7.337553	0.006595444	0.0006017585	0.005993685	0.0006017585
158	-2104.534	-2098.7	-5.834236	0.008252375	0.0006017585	0.007650616	0.0006017585
159	-2095.342	-2090.53	-4.811157	0.008574141	0.0009235246	0.007650616	0.0009235246
160	-2095.342	-2090.53	-4.811157	0.008574141	0.0009235246	0.007650616	0.0009235246
161	-2095.342	-2090.53	-4.811157	0.008574141	0.0009235246	0.007650616	0.0009235246
162	-2083.566	-2079.587	-3.978479	0.009026458	0.001375841	0.007650616	0.001375841
163	-2083.566	-2079.587	-3.978479	0.009026458	0.001375841	0.007650616	0.001375841
164	-2063.737	-2060.608	-3.129217	0.009873219	0.002222603	0.007650616	0.002222603
165	-2063.737	-2060.608	-3.129217	0.009873219	0.002222603	0.007650616	0.002222603
166	-2033.75	-2031.535	-2.214795	0.01123888	0.002222603	0.009016274	0.002222603
167	-2024.367	-2022.463	-1.90478	0.01174055	0.002724275	0.009016274	0.002724275
168	-2016.372	-2014.68	-1.691663	0.01219052	0.003174244	0.009016274	0.003174244
169	-2003.814	-2002.504	-1.309739	0.01287446	0.003174244	0.009700217	0.003174244
170	-2003.814	-2002.504	-1.309739	0.01287446	0.003174244	0.009700217	0.003174244
171	-1991.544	-1990.588	-0.9562738	0.01358276	0.003174244	0.01040852	0.003174244
172	-1971.181	-1970.666	-0.514801	0.01498571	0.004577197	0.01040852	0.004577197
173	-1971.181	-1970.666	-0.514801	0.01498571	0.004577197	0.01040852	0.004577197
174	-1971.181	-1970.666	-0.514801	0.01498571	0.004577197	0.01040852	0.004577197
175	-1963.237	-1962.848	-0.3891107	0.01558019	0.005171677	0.01040852	0.005171677
176	-1883.286	-1884.976	1.68999	0.02225714	0.005171677	0.01708546	0.005171677
177	-1883.286	-1884.976	1.68999	0.02225714	0.005171677	0.01708546	0.005171677
178	-1852.53	-1854.801	2.270463	0.02563762	0.005171677	0.02046594	0.005171677
179	-1852.53	-1854.801	2.270463	0.02563762	0.005171677	0.02046594	0.005171677
180	-1774.195	-1777.505	3.309606	0.03733543	0.005171677	0.03216375	0.005171677
181	-1774.195	-1777.505	3.309606	0.03733543	0.005171677	0.03216375	0.005171677
182	-1774.195	-1777.505	3.309606	0.03733543	0.005171677	0.03216375	0.005171677
183	-1760.546	-1764.246	3.70038	0.04054001	0.008376256	0.03216375	0.008376256
184	-1757.35	-1761.083	3.733125	0.04119917	0.008376256	0.03282291	0.008376256
185	-1757.35	-1761.083	3.733125	0.04119917	0.008376256	0.03282291	0.008376256
186	-1706.823	-1710.918	4.094961	0.05379492	0.008376256	0.04541867	0.008376256
187	-1652.016	-1656.146	4.129465	0.0748972	0.008376256	0.06652095	0.008376256
188	-1652.016	-1656.146	4.129465	0.0748972	0.008376256	0.06652095	0.008376256
189	-1638.791	-1642.857	4.066261	0.08213242	0.008376256	0.07375616	0.008376256
190	-1638.791	-1642.857	4.066261	0.08213242	0.008376256	0.07375616	0.008376256
191	-1635.985	-1640.179	4.193289	0.08429808	0.01054192	0.07375616	0.01054192
192	-1635.051	-1639.275	4.223884	0.0850499	0.01129374	0.07375616	0.01129374
193	-1635.051	-1639.275	4.223884	0.0850499	0.01129374	0.07375616	0.01129374
194	-1631.302	-1635.607	4.305452	0.08822221	0.01446605	0.07375616	0.01446605
195	-1631.302	-1635.607	4.305452	0.08822221	0.01446605	0.07375616	0.01446605
196	-1631.302	-1635.607	4.305452	0.08822221	0.01446605	0.07375616	0.01446605
197	-1631.302	-1635.607	4.305452	0.08822221	0.01446605	0.07375616	0.01446605
198	-1631.302	-1635.607	4.305452	0.08822221	0.01446605	0.07375616	0.01446605
199	-1627.456	-1631.797	4.340473	0.09173687	0.0179807	0.07375616	0.0179807
200	-1617.728	-1622.032	4.304094	0.1019578	0.02820166	0.07375616	0.02820166
201	-1617.78	-1622.084	4.304607	0.1018984	0.02814224	0.07375616	0.02814224
202	-1617.78	-1622.084	4.304607	0.1018984	0.02814224	0.07375616	0.02814224
203	-1605.506	-1609.622	4.11612	0.1183626	0.04460642	0.07375616	0.04460642
204	-1605.506	-1609.622	4.11612	0.1183626	0.04460642	0.07375616	0.04460642
205	-1605.506	-1609.622	4.11612	0.1183626	0.04460642	0.07375616	0.04460642
206	-1605.506	-1609.622	4.11612	0.1183626	0.04460642	0.07375616	0.04460642
207	-1605.506	-1609.622	4.11612	0.1183626	0.04460642	0.07375616	0.04460642
208	-1580.578	-1583.972	3.394045	0.1650483	0.04460642	0.1204419	0.04460642
209	-1579.433	-1582.284	2.851639	0.1942606	0.04460642	0.1496542	0.04460642
210	-1579.688	-1582.982	3.294671	0.1704941	0.04460642	0.1258877	0.04460642
211	-1579.688	-1582.982	3.294671	0.1704941	0.04460642	0.1258877	0.04460642
212	-1579.688	-1582.982	3.294671	0.1704941	0.04460642	0.1258877	0.04460642
213	-1578.896	-1582.003	3.106791	0.1806415	0.04460642	0.1360351	0.04460642
214	-1578.236	-1581.275	3.039332	0.185806	0.04977089	0.1360351	0.04977089
215	-1578.236	-1581.275	3.039332	0.185806	0.04977089	0.1360351	0.04977089
216	-1578.236	-1581.275	3.039332	0.185806	0.04977089	0.1360351	0.04977089
217	-1578.236	-1581.275	3.039332	0.185806	0.04977089	0.1360351	0.04977089
218	-1578.236	-1581.275	3.039332	0.185806	0.04977089	0.1360351	0.04977089
219	-1578.271	-1581.314	3.043107	0.1855193	0.04948418	0.1360351	0.04948418
220	-1575.598	-1578.184	2.586715	0.2208744	0.08483928	0.1360351	0.08483928
221	-1575.598	-1578.184	2.586715	0.2208744	0.08483928	0.1360351	0.08483928
222	-1576.035	-1577.931	1.896024	0.2839083	0.1478732	0.1360351	0.1478732
223	-1572.627	-1575.488	2.860343	0.2256919	0.1478732	0.07781869	0.1478732
224	-1572.627	-1575.488	2.860343	0.2256919	0.1478732	0.07781869	0.1478732
225	-1572.627	-1575.488	2.860343	0.2256919	0.1478732	0.07781869	0.1478732
226	-1569.769	-1571.882	2.113819	0.3127769	0.2349582	0.07781869	0.2349582
227	-1569.769	-1571.882	2.113819	0.3127769	0.2349582	0.07781869	0.2349582
228	-1569.769	-1571.882	2.113819	0.3127769	0.2349582	0.07781869	0.2349582
229	-1569.769	-1571.882	2.113819	0.3127769	0.2349582	0.07781869	0.2349582
230	-1569.769	-1571.882	2.113819	0.3127769	0.2349582	0.07781869	0.2349582
231	-1569.769	-1571.882	2.113819	0.3127769	0.2349582	0.07781869	0.2349582
232	-1569.769	-1571.882	2.113819	0.3127769	0.2349582	0.07781869	0.2349582
233	-1569.769	-1571.882	2.113819	0.3127769	0.2349582	0.07781869	0.2349582
234	-1569.769	-1571.882	2.113819	0.3127769	0.2349582	0.07781869	0.2349582
235	-1569.769	-1571.882	2.113819	0.3127769	0.2349582	0.07781869	0.2349582
236	-1569.769	-1571.882	2.113819	0.3127769	0.2349582	0.07781869	0.2349582
237	-1569.791	-1571.893	2.102051	0.3137621	0.2349582	0.0788039	0.2349582
238	-1569.773	-1571.882	2.109769	0.3127445	0.2339406	0.0788039	0.2339406
239	-1569.633	-1571.829	2.19682	0.301448	0.2226441	0.0788039	0.2226441
240	-1569.641	-1571.863	2.22246	0.2992655	0.2226441	0.07662146	0.2226441
241	-1569.641	-1571.863	2.22246	0.2992655	0.2226441	0.07662146	0.2226441
242	-1569.641	-1571.863	2.22246	0.2992655	0.2226441	0.07662146	0.2226441
243	-1569.641	-1571.863	2.22246	0.2992655	0.2226441	0.07662146	0.2226441
244	-1569.641	-1571.863	2.22246	0.2992655	0.2226441	0.07662146	0.2226441
245	-1569.927	-1572.22	2.292712	0.2922668	0.2226441	0.06962277	0.2226441
246	-1569.927	-1572.22	2.292712	0.2922668	0.2226441	0.06962277	0.2226441
247	-1569.927	-1572.22	2.292712	0.2922668	0.2226441	0.06962277	0.2226441
248	-1570.968	-1573.316	2.348353	0.2829079	0.2226441	0.06026389	0.2226441
249	-1570.413	-1572.419	2.006095	0.3151896	0.2226441	0.09254558	0.2226441
250	-1570.413	-1572.419	2.006095	0.3151896	0.2226441	0.09254558	0.2226441
251	-1571.472	-1573.276	1.804041	0.3419212	0.2493756	0.09254558	0.2493756
252	-1571.472	-1573.276	1.804041	0.3419212	0.2493756	0.09254558	0.2493756
253	-1571.472	-1573.276	1.804041	0.3419212	0.2493756	0.09254558	0.2493756
254	-1571.472	-1573.276	1.804041	0.3419212	0.2493756	0.09254558	0.2493756
255	-1572.387	-1574.102	1.715401	0.3475362	0.2493756	0.0981606	0.2493756
256	-1572.387	-1574.102	1.715401	0.3475362	0.2493756	0.0981606	0.2493756
257	-1572.387	-1574.102	1.715401	0.3475362	0.2493756	0.0981606	0.2493756
258	-1572.387	-1574.102	1.715401	0.3475362	0.2493756	0.0981606	0.2493756
259	-1572.387	-1574.102	1.715401	0.3475362	0.2493756	0.0981606	0.2493756
260	-1570.317	-1572.468	2.150747	0.2921123	0.1939517	0.0981606	0.1939517
261	-1570.063	-1572.533	2.469453	0.2693463	0.1939517	0.07539462	0.1939517
262	-1570.063	-1572.533	2.469453	0.2693463	0.1939517	0.07539462	0.1939517
263	-1569.745	-1572.15	2.404681	0.2748044	0.1939517	0.08085273	0.1939517
264	-1569.745	-1572.15	2.404681	0.2748044	0.1939517	0.08085273	0.1939517
265	-1570.003	-1572.212	2.209884	0.2884009	0.1939517	0.09444925	0.1939517
266	-1570.003	-1572.212	2.209884	0.2884009	0.1939517	0.09444925	0.1939517
267	-1570.003	-1572.212	2.209884	0.2884009	0.1939517	0.09444925	0.1939517
268	-1570.406	-1572.542	2.136505	0.2929883	0.1939517	0.09903658	0.1939517
269	-1570.158	-1572.639	2.481185	0.2682546	0.1939517	0.07430292	0.1939517
270	-1570.158	-1572.639	2.481185	0.2682546	0.1939517	0.07430292	0.1939517
271	-1569.669	-1572.014	2.344736	0.2793053	0.1939517	0.08535366	0.1939517
272	-1569.669	-1572.014	2.344736	0.2793053	0.1939517	0.08535366	0.1939517
273	-1569.767	-1572.179	2.412119	0.2742154	0.1939517	0.08026376	0.1939517
274	-1570.238	-1572.402	2.164138	0.2912827	0.1939517	0.09733105	0.1939517
275	-1570.238	-1572.402	2.164138	0.2912827	0.1939517	0.09733105	0.1939517
276	-1570.238	-1572.402	2.164138	0.2912827	0.1939517	0.09733105	0.1939517
277	-1570.135	-1572.444	2.308179	0.2746696	0.1773386	0.09733105	0.1773386
278	-1570.135	-1572.444	2.308179	0.2746696	0.1773386	0.09733105	0.1773386
279	-1570.135	-1572.444	2.308179	0.2746696	0.1773386	0.09733105	0.1773386
280	-1570.135	-1572.444	2.308179	0.2746696	0.1773386	0.09733105	0.1773386
281	-1570.135	-1572.444	2.308179	0.2746696	0.1773386	0.09733105	0.1773386
282	-1570.147	-1572.479	2.332704	0.2719217	0.1745906	0.09733105	0.1745906
283	-1570.147	-1572.479	2.332704	0.2719217	0.1745906	0.09733105	0.1745906
284	-1569.988	-1572.468	2.479218	0.2623518	0.1745906	0.08776118	0.1745906
285	-1569.988	-1572.468	2.479218	0.2623518	0.1745906	0.08776118	0.1745906
286	-1569.988	-1572.468	2.479218	0.2623518	0.1745906	0.08776118	0.1745906
287	-1573.287	-1574.849	1.561886	0.3822896	0.2945284	0.08776118	0.2945284
288	-1571.866	-1573.693	1.827008	0.3464579	0.2945284	0.05192947	0.2945284
289	-1571.268	-1573.074	1.805651	0.3604112	0.2945284	0.06588278	0.2945284
290	-1570.12	-1572.353	2.233461	0.2999043	0.2340215	0.06588278	0.2340215
291	-1570.12	-1572.353	2.233461	0.2999043	0.2340215	0.06588278	0.2340215
292	-1570.12	-1572.353	2.233461	0.2999043	0.2340215	0.06588278	0.2340215
293	-1570.153	-1572.264	2.110596	0.3164195	0.2505367	0.06588278	0.2505367
