Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]
620	-1548.51	-1570.48	21.9755	0.108162	0.105262	0.11095	0.107287	0.115664	0.110727	0.101218	0.094345	0.0997627	0.0931004	0.0925637
630	-1547.09	-1567.4	20.3147	0.155434	0.171493	0.169111	0.165303	0.16725	0.172848	0.168176	0.165586	0.183701	0.18148	0.166641
640	-1546.64	-1571.36	24.7125	0.145439	0.146808	0.148547	0.14707	0.146725	0.149702	0.15635	0.160443	0.167317	0.158424	0.15437
650	-1542.76	-1570.22	27.4616	0.166069	0.174992	0.177753	0.177971	0.18124	0.185209	0.184341	0.185996	0.195858	0.192387	0.191978
660	-1549.24	-1568.3	19.0539	0.150079	0.174304	0.172473	0.160276	0.175211	0.193094	0.196526	0.192401	0.187345	0.180053	0.177888
670	-1546.61	-1567.65	21.0344	0.145799	0.160423	0.160838	0.147929	0.153908	0.157602	0.165672	0.159429	0.162566	0.159568	0.14581
680	-1547.53	-1569.13	21.599	0.188621	0.192242	0.213717	0.224345	0.240176	0.226973	0.254415	0.240554	0.241134	0.216982	0.211494
690	-1544.01	-1569.8	25.7971	0.161123	0.165499	0.173676	0.175546	0.188008	0.201824	0.194276	0.198546	0.198067	0.201942	0.202369
700	-1550.43	-1569.69	19.253	0.171706	0.169247	0.173513	0.189921	0.196619	0.217711	0.212319	0.212196	0.211021	0.212648	0.198624
710	-1548.71	-1570.79	22.0803	0.194233	0.200023	0.189726	0.197433	0.196262	0.198766	0.192519	0.186558	0.180151	0.182	0.169953
720	-1545.01	-1569.48	24.4635	0.204664	0.210923	0.218308	0.231507	0.224388	0.193703	0.199002	0.200448	0.203045	0.209066	0.210055
730	-1544.67	-1569.56	24.8864	0.231801	0.25746	0.266011	0.272066	0.272433	0.272505	0.268956	0.255742	0.257636	0.254642	0.241699
740	-1547.43	-1569.57	22.1381	0.246951	0.262405	0.267741	0.289629	0.290511	0.261794	0.253322	0.259434	0.283327	0.252883	0.254292
750	-1546.1	-1569.99	23.8941	0.164483	0.162553	0.155282	0.156983	0.157137	0.158007	0.166475	0.16935	0.175185	0.175491	0.168762
760	-1545.96	-1569.47	23.5149	0.146916	0.146362	0.144857	0.141466	0.151071	0.144471	0.144344	0.150967	0.154131	0.151261	0.161541
770	-1546.16	-1568.44	22.2758	0.161817	0.156881	0.157298	0.166555	0.174857	0.172002	0.164435	0.18119	0.17621	0.184794	0.181408
780	-1544.93	-1570.32	25.3935	0.246241	0.243627	0.23824	0.239757	0.256925	0.243269	0.234632	0.230924	0.241221	0.224648	0.238452
790	-1544.13	-1567.65	23.5198	0.171836	0.174447	0.180893	0.168571	0.184986	0.183632	0.179123	0.185668	0.17581	0.176935	0.167465
800	-1550.58	-1569.11	18.5262	0.164134	0.159192	0.170752	0.162839	0.145811	0.147629	0.148621	0.162475	0.149416	0.152446	0.133674
810	-1551.13	-1568.57	17.4306	0.19352	0.184315	0.18523	0.169872	0.178241	0.175085	0.164486	0.160816	0.165727	0.158962	0.164613
820	-1552.53	-1570.69	18.1638	0.180469	0.163409	0.173023	0.158255	0.158421	0.154285	0.162213	0.160802	0.164772	0.156703	0.152261
830	-1547.83	-1570.06	22.2292	0.183262	0.189744	0.208987	0.182109	0.176866	0.167559	0.159296	0.165268	0.17399	0.157372	0.149087
840	-1549.4	-1568.36	18.9614	0.130798	0.136112	0.137244	0.124125	0.136774	0.13472	0.131025	0.122824	0.113101	0.111409	0.115209
850	-1548.44	-1572.43	23.9921	0.209274	0.201104	0.206501	0.203014	0.194843	0.173917	0.185094	0.194354	0.188635	0.176501	0.165088
860	-1546.01	-1568.9	22.8902	0.197778	0.197839	0.198421	0.197732	0.20406	0.209466	0.222138	0.19444	0.200029	0.206402	0.185945
870	-1547.54	-1568.58	21.0351	0.207146	0.223556	0.245193	0.249224	0.236295	0.25077	0.242765	0.239183	0.248186	0.262418	0.290148
880	-1550.09	-1571.33	21.2362	0.0965947	0.102109	0.105143	0.103408	0.11286	0.113475	0.11576	0.117431	0.13186	0.139164	0.13065
890	-1543.58	-1568.99	25.4117	0.145152	0.151493	0.171394	0.166149	0.169482	0.173709	0.163045	0.153782	0.148375	0.141365	0.134618
900	-1543.97	-1570.35	26.3764	0.234075	0.249926	0.260612	0.270088	0.261347	0.284251	0.277595	0.255696	0.258842	0.243783	0.237915
910	-1546.06	-1568.89	22.8334	0.157544	0.176444	0.185386	0.18322	0.200471	0.194537	0.187077	0.18008	0.191158	0.196526	0.174336
920	-1550.14	-1570.98	20.8381	0.140013	0.152051	0.147945	0.157426	0.157397	0.153656	0.15452	0.153833	0.16382	0.163501	0.159207
930	-1550.62	-1571.53	20.9095	0.138377	0.140299	0.15954	0.164821	0.171911	0.169912	0.166919	0.177645	0.173236	0.17596	0.176491
940	-1548.16	-1569.64	21.4791	0.186287	0.203782	0.198824	0.20925	0.210947	0.226604	0.240078	0.249902	0.246162	0.248335	0.269894
950	-1545.23	-1569.58	24.3484	0.0877739	0.0928268	0.100233	0.10548	0.104088	0.108814	0.117957	0.117211	0.119212	0.121423	0.125978
960	-1544.05	-1569.12	25.0651	0.123723	0.135972	0.154465	0.162291	0.155163	0.154805	0.16267	0.167992	0.166902	0.159214	0.161775
970	-1548.16	-1569.64	21.4865	0.185858	0.172111	0.194322	0.20316	0.191771	0.196675	0.199536	0.211243	0.19518	0.188554	0.191748
980	-1546.79	-1570.31	23.5198	0.169236	0.16445	0.185255	0.187803	0.1754	0.180027	0.172798	0.169795	0.164642	0.15258	0.153866
990	-1546.1	-1568.9	22.7992	0.15952	0.175159	0.174759	0.165697	0.164786	0.166289	0.156913	0.155009	0.15203	0.150703	0.135069
1000	-1548.47	-1569.31	20.841	0.138232	0.141151	0.133067	0.131812	0.125853	0.131607	0.135649	0.128463	0.139086	0.135719	0.123056
1010	-1551.9	-1570.61	18.7081	0.138236	0.141593	0.140423	0.139761	0.143791	0.148692	0.144138	0.134894	0.138842	0.139394	0.147755
1020	-1547.03	-1568.46	21.4215	0.175876	0.176285	0.177843	0.190059	0.184252	0.185983	0.197368	0.187156	0.184623	0.189427	0.210861
1030	-1545.66	-1568.76	23.0989	0.156615	0.156356	0.1666	0.168961	0.161113	0.172159	0.17663	0.173268	0.180288	0.180788	0.17159
1040	-1545.93	-1568.3	22.368	0.182493	0.182006	0.181047	0.196721	0.186615	0.187594	0.189927	0.196406	0.19969	0.185335	0.195076
1050	-1546.47	-1568.3	21.8276	0.169203	0.177183	0.181711	0.188077	0.196152	0.18971	0.191148	0.195	0.196513	0.211436	0.199047
1060	-1547.44	-1571.9	24.4595	0.135471	0.131445	0.140128	0.148535	0.151135	0.173105	0.163715	0.156224	0.154184	0.15465	0.14225
1070	-1544.67	-1568.12	23.4511	0.121589	0.141759	0.139843	0.152247	0.157874	0.15982	0.161961	0.15879	0.152258	0.149837	0.160566
1080	-1546.71	-1570.18	23.4737	0.133207	0.134669	0.138346	0.142456	0.152516	0.148335	0.15672	0.149159	0.135951	0.128108	0.120791
1090	-1548.36	-1568.26	19.8968	0.172952	0.17317	0.187462	0.171963	0.170419	0.171677	0.172289	0.163886	0.157748	0.162667	0.164555
1100	-1549.91	-1567.86	17.9544	0.164733	0.186937	0.18565	0.201731	0.20133	0.196173	0.202241	0.175576	0.165666	0.156547	0.143888
1110	-1549.07	-1569.27	20.203	0.154383	0.160745	0.162795	0.174373	0.16558	0.175094	0.158294	0.158438	0.148978	0.165082	0.157747
1120	-1548.75	-1570.54	21.7903	0.185509	0.192952	0.206712	0.21288	0.209223	0.225828	0.225806	0.206324	0.193503	0.200171	0.217155
1130	-1545.03	-1568.04	23.0141	0.193089	0.19963	0.216094	0.224225	0.255201	0.246985	0.25161	0.245623	0.248631	0.24796	0.262856
1140	-1544.61	-1569.51	24.9082	0.182351	0.189267	0.207026	0.206048	0.22068	0.223108	0.21594	0.215937	0.198614	0.214819	0.22273
1150	-1543.88	-1568.33	24.452	0.129504	0.134474	0.135662	0.143288	0.151293	0.153364	0.168963	0.175999	0.169687	0.186425	0.189588
1160	-1550.1	-1567.69	17.5937	0.16441	0.176023	0.158921	0.169428	0.16358	0.162934	0.187412	0.181	0.189926	0.198634	0.209313
1170	-1548.95	-1573.18	24.2285	0.108494	0.104973	0.100193	0.101868	0.10408	0.0997908	0.0963117	0.106141	0.106795	0.113733	0.114732
1180	-1551.9	-1569.21	17.319	0.149844	0.146195	0.13523	0.142458	0.146442	0.145026	0.164994	0.161318	0.167692	0.190301	0.181209
1190	-1543.08	-1567.74	24.6593	0.117044	0.121382	0.123774	0.132111	0.136431	0.134858	0.147664	0.158629	0.155218	0.148896	0.144648
1200	-1544.63	-1566.99	22.3559	0.103646	0.110106	0.110021	0.125081	0.129636	0.135129	0.136305	0.140474	0.137016	0.135746	0.133964
1210	-1549.64	-1566.81	17.1686	0.0898598	0.107257	0.12437	0.125314	0.131085	0.137054	0.129075	0.140573	0.141039	0.132458	0.137879
1220	-1546.06	-1570.83	24.7723	0.150778	0.15385	0.157564	0.164027	0.172919	0.180582	0.187613	0.191534	0.198915	0.192505	0.187455
1230	-1549.55	-1567.32	17.7762	0.135471	0.142913	0.134057	0.139374	0.149281	0.158426	0.160288	0.167226	0.170536	0.194428	0.176898
1240	-1551.72	-1569.32	17.603	0.164778	0.152481	0.175751	0.185157	0.172811	0.176833	0.175574	0.164893	0.16177	0.165851	0.168397
1250	-1549.49	-1569.52	20.0313	0.139395	0.148039	0.134045	0.140448	0.153188	0.144765	0.143528	0.152451	0.171383	0.183451	0.178747
1260	-1545.09	-1567.91	22.8216	0.174017	0.186913	0.217077	0.225416	0.223697	0.214419	0.201066	0.212936	0.206184	0.21685	0.215086
1270	-1548.96	-1568.73	19.7684	0.156891	0.15374	0.156924	0.178741	0.188418	0.193266	0.176486	0.173264	0.173683	0.187464	0.184742
1280	-1554.37	-1567.99	13.6244	0.167701	0.173909	0.172321	0.210992	0.214134	0.211583	0.206764	0.192059	0.212363	0.234599	0.224265
1290	-1548.83	-1571.71	22.8787	0.20882	0.227673	0.215448	0.215572	0.188593	0.179061	0.165661	0.176378	0.175047	0.178264	0.182994
1300	-1542.55	-1568.77	26.2157	0.219709	0.230769	0.229803	0.242079	0.239429	0.23522	0.222693	0.229171	0.226563	0.221701	0.235513
1310	-1549.85	-1569.31	19.4589	0.151564	0.165784	0.179684	0.205444	0.213199	0.210556	0.199514	0.164354	0.16854	0.16806	0.172061
1320	-1555.43	-1574.82	19.381	0.224092	0.238704	0.254208	0.257889	0.25452	0.278296	0.282937	0.263496	0.262726	0.262528	0.263711
1330	-1545.35	-1571.28	25.9303	0.172056	0.175235	0.186622	0.201205	0.191141	0.195423	0.204063	0.197629	0.217137	0.221565	0.219025
1340	-1542.01	-1567.83	25.8198	0.150197	0.162994	0.165877	0.165172	0.168115	0.187041	0.184368	0.193441	0.18853	0.186918	0.181611
1350	-1547.17	-1567.94	20.7702	0.122679	0.138256	0.144663	0.156001	0.15666	0.147662	0.139484	0.149779	0.14835	0.142925	0.148821
1360	-1550.53	-1568.77	18.2381	0.20197	0.19053	0.229127	0.238773	0.24082	0.234186	0.251989	0.236718	0.250109	0.272691	0.255531
1370	-1547.22	-1569.71	22.4913	0.223964	0.224607	0.251636	0.253104	0.238779	0.240132	0.233443	0.224887	0.201854	0.216474	0.240801
1380	-1545.32	-1569.07	23.7564	0.209426	0.231938	0.236614	0.232041	0.218195	0.226487	0.222838	0.211875	0.238001	0.227795	0.221333
1390	-1548.01	-1570.62	22.6076	0.222275	0.228587	0.234458	0.216652	0.209648	0.21377	0.209183	0.221443	0.197799	0.183133	0.202464
1400	-1549.44	-1570.75	21.3078	0.109281	0.121731	0.124999	0.118114	0.125694	0.115285	0.121225	0.115408	0.110667	0.107903	0.111351
1410	-1545.88	-1569.01	23.1279	0.132775	0.129692	0.128682	0.120188	0.120933	0.132816	0.136793	0.137282	0.138153	0.130231	0.135265
1420	-1547.05	-1567.93	20.8786	0.114709	0.123876	0.118671	0.125648	0.133462	0.136094	0.126395	0.115319	0.114956	0.118556	0.110457
1430	-1542.83	-1568.28	25.4524	0.140252	0.151744	0.150985	0.142904	0.139458	0.141103	0.140516	0.142696	0.133368	0.124489	0.119623
1440	-1545.41	-1569.33	23.9168	0.117134	0.117429	0.112159	0.113845	0.106186	0.101683	0.100786	0.103778	0.0999912	0.0985919	0.0956482
1450	-1544.5	-1568.46	23.9654	0.162498	0.183655	0.185022	0.173673	0.173934	0.163423	0.172352	0.167471	0.173876	0.179975	0.182181
1460	-1550.4	-1570.28	19.8777	0.107342	0.111958	0.12004	0.121529	0.131731	0.132006	0.142726	0.152347	0.134758	0.119409	0.123043
1470	-1547.74	-1568.81	21.0708	0.185575	0.212449	0.201722	0.240285	0.251679	0.251961	0.242442	0.227244	0.233119	0.22768	0.234399
1480	-1548.4	-1570.37	21.9696	0.237873	0.259098	0.267048	0.253395	0.258318	0.247098	0.254917	0.266854	0.298703	0.339534	0.320414
1490	-1551.28	-1571.19	19.9052	0.218546	0.229117	0.227762	0.250724	0.251993	0.282675	0.27914	0.311861	0.332739	0.338454	0.294968
1500	-1548.73	-1570.94	22.2188	0.291377	0.29693	0.298327	0.296303	0.326362	0.344059	0.365003	0.349221	0.351979	0.321712	0.301217
1510	-1544.22	-1570.12	25.9005	0.223684	0.227675	0.234628	0.259408	0.260205	0.25243	0.277009	0.260206	0.270548	0.268424	0.287968
1520	-1547.9	-1570.81	22.908	0.155571	0.180738	0.192858	0.193312	0.194249	0.196793	0.198789	0.203991	0.203596	0.186401	0.212352
1530	-1545.45	-1570.43	24.9804	0.233939	0.247316	0.263731	0.268467	0.264333	0.244735	0.251127	0.252741	0.248275	0.277853	0.301677
1540	-1548.58	-1569.68	21.1022	0.156086	0.180065	0.166719	0.174344	0.173398	0.177486	0.182193	0.197443	0.194419	0.18586	0.185096
1550	-1546.27	-1568.02	21.7421	0.156374	0.167802	0.179444	0.182444	0.172503	0.19451	0.202268	0.219616	0.236402	0.231467	0.224765
1560	-1550.98	-1570.14	19.1599	0.165521	0.179544	0.179976	0.177204	0.168169	0.167195	0.173675	0.186495	0.210872	0.195093	0.210902
1570	-1545.81	-1568.31	22.5025	0.176292	0.176354	0.188437	0.17581	0.200296	0.203727	0.218369	0.216979	0.188489	0.199375	0.191203
1580	-1545.1	-1569.25	24.1511	0.232062	0.2517	0.268021	0.264512	0.270391	0.256115	0.251698	0.230263	0.231023	0.241712	0.266426
1590	-1547.34	-1570.81	23.47	0.10474	0.111063	0.109551	0.11419	0.106169	0.108086	0.113368	0.113152	0.112514	0.10779	0.102382
1600	-1547.75	-1569.21	21.4526	0.102633	0.11285	0.12012	0.123187	0.121383	0.114271	0.111391	0.103138	0.101673	0.104687	0.0970668
1610	-1547.21	-1569.89	22.6826	0.211598	0.201123	0.197266	0.186912	0.183805	0.187248	0.186813	0.190729	0.178401	0.179287	0.166464
1620	-1549.17	-1569.52	20.3524	0.164124	0.157764	0.152981	0.175188	0.182744	0.172704	0.171784	0.174556	0.171442	0.164962	0.162498
1630	-1545.97	-1570.43	24.4588	0.213008	0.226245	0.243044	0.245596	0.26488	0.261605	0.237223	0.232125	0.218153	0.226958	0.219245
1640	-1550.49	-1569.41	18.9252	0.182231	0.19631	0.175763	0.195386	0.195795	0.19552	0.180624	0.159481	0.152712	0.15097	0.151773
1650	-1549.66	-1570.99	21.3353	0.120277	0.113686	0.114208	0.112653	0.111516	0.109066	0.104729	0.101514	0.0961333	0.0914697	0.093244
1660	-1549.98	-1570	20.0186	0.225065	0.224317	0.234182	0.242703	0.236458	0.222954	0.196012	0.18423	0.180809	0.17849	0.194597
1670	-1555.01	-1577.44	22.4295	0.0444839	0.0442188	0.042467	0.0425802	0.0385472	0.0371933	0.037187	0.0387509	0.0376327	0.0361791	0.0343824
1680	-1548.36	-1570.58	22.214	0.167042	0.170064	0.176328	0.178642	0.214413	0.20531	0.192707	0.173119	0.169775	0.172044	0.183001
1690	-1557.59	-1569.68	12.0935	0.15202	0.154598	0.147547	0.163719	0.170851	0.182169	0.188736	0.170911	0.183129	0.159934	0.14442
1700	-1553.08	-1568.33	15.2504	0.163788	0.159231	0.171166	0.192364	0.191395	0.203004	0.182289	0.187536	0.166239	0.163884	0.148907
1710	-1549.16	-1568.58	19.415	0.18767	0.194685	0.234952	0.23223	0.217769	0.226738	0.2032	0.202798	0.195997	0.199068	0.195643
1720	-1544.74	-1568.28	23.5429	0.185663	0.178503	0.175238	0.173052	0.181684	0.182772	0.188149	0.186342	0.185959	0.182106	0.19573
1730	-1545.52	-1569.65	24.1275	0.165471	0.164385	0.165579	0.169387	0.171053	0.17752	0.176327	0.179914	0.182893	0.184008	0.189824
1740	-1543.7	-1568.75	25.0497	0.19815	0.19449	0.204791	0.193333	0.210885	0.233916	0.250347	0.251254	0.244853	0.243355	0.2337
1750	-1542.41	-1569.65	27.2401	0.201333	0.203315	0.190087	0.191739	0.191589	0.193386	0.191504	0.181821	0.195743	0.207148	0.220417
1760	-1549.49	-1569.56	20.0786	0.137744	0.139203	0.1342	0.127286	0.128602	0.139374	0.129343	0.125529	0.132896	0.138841	0.144584
1770	-1562.17	-1568.07	5.89241	0.168926	0.153729	0.175538	0.169769	0.169707	0.168986	0.153511	0.141062	0.136653	0.128571	0.132494
1780	-1546.69	-1569.07	22.3753	0.212725	0.21865	0.214228	0.221693	0.197782	0.203464	0.191221	0.197676	0.17658	0.174612	0.178
1790	-1547.28	-1572	24.7204	0.188343	0.209365	0.20995	0.212723	0.212509	0.218599	0.227235	0.2336	0.22404	0.238613	0.212252
1800	-1550.59	-1569.33	18.7367	0.19517	0.194286	0.203407	0.22523	0.240084	0.258579	0.253107	0.286271	0.287107	0.313225	0.303399
1810	-1547.81	-1569.14	21.3293	0.123118	0.125953	0.122702	0.126874	0.135646	0.135091	0.126618	0.136319	0.127383	0.129254	0.128215
1820	-1543.14	-1569.77	26.6239	0.186714	0.187727	0.184563	0.186757	0.190361	0.190669	0.20755	0.193564	0.182816	0.191173	0.190655
1830	-1550.97	-1569.74	18.7718	0.113421	0.109833	0.109195	0.115181	0.1118	0.123276	0.113009	0.10699	0.0983986	0.100804	0.0946974
1840	-1554.16	-1569.18	15.0169	0.148782	0.158301	0.157757	0.160932	0.141219	0.14823	0.137305	0.126767	0.123676	0.11347	0.11153
