Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	extinction[27]	extinction[28]	extinction[29]	extinction[30]	extinction[31]	extinction[32]	extinction[33]	extinction[34]	extinction[35]	extinction[36]	extinction[37]	extinction[38]	extinction[39]	extinction[40]	extinction[41]	extinction[42]	extinction[43]	extinction[44]	extinction[45]	extinction[46]	extinction[47]	extinction[48]	extinction[49]	extinction[50]	extinction[51]
25000	-1273.73	-1569.68	295.956	0.0966141	0.0959074	0.0962111	0.0970762	0.0977936	0.0994735	0.100757	0.101053	0.100213	0.101415	0.10084	0.103621	0.103683	0.105364	0.105488	0.107522	0.108749	0.10906	0.108216	0.111863	0.11884	0.127457	0.138787	0.145697	0.157274	0.167	0.179507	0.191088	0.204187	0.222328	0.232326	0.242534	0.250547	0.25983	0.261608	0.262136	0.254673	0.242347	0.236482	0.231599	0.229881	0.22606	0.221268	0.22077	0.223557	0.224716	0.22548	0.231403	0.233893	0.236977	0.230756
25010	-1247.29	-1569.37	322.084	0.0939152	0.0932736	0.0941284	0.0935722	0.0940807	0.0946789	0.0957837	0.0973058	0.0985185	0.0970741	0.0977935	0.10039	0.0999026	0.0996718	0.100018	0.101287	0.103428	0.104449	0.103674	0.106347	0.114128	0.122737	0.129855	0.138641	0.147971	0.157742	0.16485	0.17531	0.187149	0.203849	0.217014	0.226828	0.229278	0.237394	0.239536	0.238045	0.23184	0.226698	0.223566	0.215863	0.213662	0.207189	0.204702	0.203783	0.20679	0.208039	0.210716	0.213067	0.218118	0.218431	0.212002
25020	-1296.5	-1571.73	275.23	0.17147	0.172477	0.170701	0.170028	0.169304	0.171051	0.170956	0.172173	0.172716	0.175196	0.176314	0.175863	0.178518	0.179472	0.180225	0.177165	0.181924	0.18439	0.188672	0.191592	0.203999	0.216117	0.232795	0.246221	0.252891	0.266211	0.279863	0.295991	0.312139	0.337688	0.352202	0.366019	0.383342	0.396213	0.401028	0.397748	0.384554	0.371392	0.367599	0.361746	0.349206	0.345202	0.341657	0.341573	0.340056	0.341031	0.34818	0.357207	0.361803	0.358333	0.359431
25030	-1285.25	-1570.75	285.501	0.121114	0.124567	0.12513	0.123587	0.124796	0.125071	0.123898	0.127603	0.124818	0.124583	0.127735	0.129849	0.130832	0.134162	0.132207	0.132423	0.135799	0.133693	0.134698	0.137762	0.149037	0.156722	0.164755	0.179198	0.19366	0.205179	0.216082	0.233065	0.242329	0.261412	0.275733	0.28779	0.296556	0.307065	0.316331	0.31475	0.303727	0.293382	0.290131	0.281361	0.275328	0.272031	0.268764	0.26676	0.265595	0.268088	0.276014	0.283056	0.289885	0.286382	0.281932
25040	-1260.67	-1570.1	309.427	0.122361	0.12326	0.124688	0.125366	0.12491	0.126836	0.127137	0.126976	0.127573	0.127048	0.128524	0.129563	0.128533	0.129518	0.130403	0.131097	0.130891	0.131043	0.13138	0.13559	0.145718	0.156203	0.164746	0.173782	0.183567	0.192593	0.205881	0.220203	0.232688	0.245711	0.261007	0.272268	0.275742	0.287897	0.290815	0.291861	0.286348	0.278031	0.273441	0.268672	0.263331	0.259003	0.254272	0.252744	0.251252	0.254378	0.259639	0.266292	0.274009	0.276498	0.273436
25050	-1297.42	-1569.65	272.235	0.10373	0.102539	0.100348	0.10095	0.100855	0.102693	0.104083	0.10521	0.107318	0.109854	0.107477	0.108446	0.108061	0.107452	0.107705	0.108419	0.109161	0.110276	0.108681	0.11192	0.11737	0.128478	0.137399	0.14708	0.154053	0.164572	0.175345	0.185387	0.200448	0.20839	0.217906	0.229223	0.242491	0.251573	0.248444	0.245233	0.23439	0.233749	0.232817	0.229237	0.230327	0.226447	0.216258	0.214591	0.217792	0.222042	0.228934	0.230634	0.233933	0.23269	0.228513
25060	-1263.66	-1569.04	305.378	0.157773	0.157915	0.155264	0.155244	0.158671	0.15771	0.158273	0.156772	0.159521	0.157271	0.159533	0.161746	0.15882	0.15883	0.160738	0.164572	0.165886	0.167517	0.164974	0.166412	0.173335	0.182803	0.194917	0.204321	0.209427	0.22019	0.234059	0.239117	0.249124	0.262033	0.279667	0.289993	0.296626	0.29717	0.301202	0.300081	0.292373	0.283053	0.283154	0.279754	0.279053	0.277358	0.270142	0.270145	0.27008	0.272096	0.276578	0.280105	0.283214	0.290052	0.28476
25070	-1320.95	-1571.43	250.487	0.0678014	0.0677149	0.067196	0.070189	0.0705094	0.0691967	0.0695958	0.0707933	0.0701601	0.0685547	0.0689852	0.0686607	0.0681463	0.0694952	0.0709396	0.0736755	0.0730584	0.0724892	0.0730284	0.0762455	0.0827331	0.0895265	0.0993844	0.110729	0.122707	0.131435	0.142523	0.15237	0.167022	0.183043	0.193832	0.206035	0.217187	0.224389	0.218811	0.219936	0.211115	0.210375	0.207779	0.201732	0.199686	0.196365	0.190819	0.190371	0.192246	0.196676	0.200446	0.203121	0.208375	0.211532	0.209798
25080	-1271.85	-1571.76	299.909	0.0529565	0.0554955	0.0584146	0.0589079	0.0558355	0.0563613	0.0577235	0.0569529	0.0564586	0.0575464	0.0576426	0.05755	0.058432	0.0574183	0.0587459	0.061962	0.060887	0.0614033	0.0616327	0.0644768	0.0736684	0.07994	0.0886357	0.0968519	0.104675	0.115327	0.125669	0.133014	0.147483	0.160433	0.170798	0.17981	0.189401	0.205307	0.199499	0.191547	0.187849	0.184656	0.179437	0.177612	0.170112	0.172037	0.171225	0.171673	0.175153	0.17054	0.174531	0.174382	0.185442	0.187702	0.183837
25090	-1277.56	-1568.47	290.913	0.123475	0.124518	0.124479	0.127053	0.127901	0.128245	0.126136	0.130432	0.129187	0.127947	0.128988	0.127765	0.128314	0.131106	0.130141	0.135192	0.133421	0.132284	0.132259	0.135735	0.140211	0.149558	0.155847	0.164187	0.167947	0.171445	0.180543	0.181125	0.192765	0.193698	0.207182	0.215531	0.212817	0.225578	0.221454	0.220841	0.217461	0.214226	0.21129	0.215854	0.208996	0.207527	0.20763	0.207152	0.209184	0.211119	0.210609	0.210796	0.216273	0.2193	0.216167
25100	-1321.11	-1569.38	248.271	0.0907276	0.0917661	0.0907899	0.0910753	0.0918046	0.0938425	0.0940071	0.0956364	0.0957886	0.0967011	0.097408	0.0942405	0.0955959	0.0946484	0.0952578	0.101635	0.10417	0.102324	0.101987	0.101689	0.108637	0.116666	0.124118	0.128282	0.136153	0.141956	0.147133	0.146659	0.153394	0.166677	0.168785	0.175689	0.184641	0.184051	0.183493	0.179745	0.177486	0.172874	0.176499	0.17466	0.172616	0.172749	0.168089	0.165305	0.165434	0.171107	0.171645	0.175441	0.174562	0.17773	0.175148
25110	-1286.6	-1568.66	282.066	0.111757	0.114629	0.115512	0.117014	0.117477	0.118474	0.118878	0.119128	0.119346	0.118716	0.119528	0.119751	0.120972	0.121544	0.122363	0.12325	0.12357	0.123305	0.124583	0.125231	0.128711	0.133035	0.138124	0.14072	0.144079	0.145705	0.149078	0.152381	0.158154	0.162245	0.164562	0.16835	0.170682	0.173048	0.171445	0.171787	0.169771	0.166021	0.163478	0.162663	0.162555	0.160674	0.160131	0.160982	0.161536	0.159292	0.160691	0.162393	0.163939	0.164105	0.164956
25120	-1267.25	-1569.33	302.083	0.0985166	0.0977414	0.0980418	0.0988574	0.0973972	0.0983162	0.0980732	0.0982812	0.099269	0.0993463	0.0992967	0.0997961	0.100156	0.100292	0.100582	0.0997503	0.100355	0.10031	0.0997732	0.100647	0.102418	0.105071	0.106856	0.109149	0.109925	0.111639	0.113404	0.114981	0.115228	0.116482	0.11708	0.116834	0.118832	0.119265	0.120267	0.118951	0.118262	0.116615	0.11625	0.116224	0.114958	0.114782	0.114817	0.114438	0.114671	0.11431	0.115539	0.116315	0.116543	0.116481	0.115758
25130	-1285.7	-1572.68	286.98	0.0431608	0.04318	0.0437426	0.043522	0.0432929	0.0429771	0.0425772	0.0425399	0.042549	0.0423896	0.0431928	0.0437974	0.043566	0.0436183	0.0437359	0.0440996	0.0435867	0.0433469	0.043956	0.0441526	0.0450067	0.0457732	0.0459522	0.0473138	0.0479183	0.0487581	0.0497696	0.0509468	0.0521421	0.052887	0.0532761	0.0540037	0.0541909	0.0538482	0.0541966	0.053871	0.0534055	0.0522315	0.0516393	0.0515908	0.051767	0.0514956	0.0511964	0.0502986	0.0504363	0.0509249	0.0521802	0.0525752	0.0521343	0.0521321	0.0523691
25140	-1325.28	-1569.33	244.053	0.0690665	0.0684257	0.068256	0.0667846	0.065495	0.0655387	0.0614566	0.0630896	0.0605435	0.0632989	0.0654399	0.0675817	0.0672679	0.068923	0.0679584	0.0695245	0.0675415	0.068506	0.0689361	0.0703757	0.0726931	0.0770044	0.0794587	0.0815085	0.0879644	0.0947305	0.098452	0.102592	0.105879	0.111722	0.116729	0.119587	0.119806	0.121202	0.121995	0.117107	0.118891	0.114269	0.110343	0.105476	0.10315	0.101355	0.101004	0.0993521	0.101619	0.102761	0.10819	0.107146	0.107631	0.108304	0.1051
25150	-1313.19	-1569.46	256.273	0.0570225	0.0570299	0.0567857	0.0570119	0.0548138	0.0541892	0.0541661	0.0546387	0.0546358	0.0549226	0.056249	0.0564	0.057211	0.0567118	0.0566166	0.056203	0.0569619	0.0567538	0.0583483	0.058753	0.0603054	0.0624396	0.0639243	0.0654544	0.0681202	0.071424	0.0716377	0.0734923	0.0750283	0.0787394	0.0815598	0.0823079	0.0822809	0.0835175	0.0858196	0.0851361	0.082006	0.0803369	0.0795989	0.0782426	0.0761082	0.0743355	0.0737665	0.0737219	0.0744729	0.0756762	0.0754045	0.0764075	0.0756812	0.0769626	0.0766676
25160	-1327.59	-1569.21	241.621	0.038355	0.0387346	0.0386528	0.0376329	0.0365845	0.0360067	0.0374652	0.0367878	0.0375803	0.0379922	0.0380467	0.0372845	0.0394364	0.038659	0.0383299	0.0387688	0.0393601	0.0399012	0.0396216	0.0408079	0.0423399	0.0434132	0.0448626	0.0460083	0.0492297	0.0513516	0.0522415	0.0553397	0.057842	0.0581661	0.0600762	0.0597241	0.0616414	0.0634975	0.0630968	0.0625696	0.0617884	0.0596037	0.0589707	0.0588123	0.0575751	0.0562836	0.0552694	0.0547658	0.0558184	0.0555216	0.053195	0.0535847	0.0559319	0.0565053	0.0558168
25170	-1328.46	-1569.72	241.262	0.0127736	0.0126278	0.0124921	0.0122919	0.0123014	0.0120672	0.0119525	0.0119104	0.0120263	0.0121005	0.0121392	0.0123122	0.0122304	0.0123178	0.0123216	0.0127065	0.0126171	0.0129883	0.0129812	0.0130976	0.0130133	0.0133388	0.0138288	0.0141722	0.0145814	0.0148487	0.0152996	0.0160777	0.0163852	0.0167174	0.0175044	0.0176754	0.0177873	0.0180163	0.0179465	0.0172781	0.0168353	0.0169009	0.0168699	0.0168264	0.0166577	0.016349	0.0161712	0.0162381	0.0162363	0.0159059	0.0158652	0.016099	0.0159887	0.0163938	0.0164629
25180	-1328.21	-1572.93	244.716	0.00649685	0.00666464	0.00664451	0.00639183	0.00627224	0.00623124	0.00614457	0.00612689	0.00622566	0.00640993	0.00635549	0.00634299	0.0063659	0.00625789	0.00626621	0.00661365	0.00671798	0.00665894	0.00661494	0.00645425	0.00676117	0.00685779	0.00709814	0.00737953	0.00767647	0.00787683	0.0082738	0.00850166	0.0089185	0.00918685	0.00963022	0.00988749	0.0101066	0.00981948	0.0096639	0.00945372	0.00926209	0.00919759	0.0092079	0.00878958	0.00864601	0.00866155	0.00903711	0.00874907	0.00883982	0.00876992	0.00862686	0.00878651	0.00885631	0.00878019	0.00850896
25190	-1285.23	-1571.43	286.209	9.35808e-05	9.46095e-05	9.48891e-05	9.36351e-05	9.34818e-05	9.35427e-05	9.33544e-05	9.38488e-05	9.3671e-05	9.30475e-05	9.34607e-05	9.36064e-05	9.39722e-05	9.50913e-05	9.49367e-05	9.57094e-05	9.57779e-05	9.52271e-05	9.57392e-05	9.62668e-05	9.69715e-05	9.86429e-05	9.94971e-05	9.99092e-05	0.000102471	0.000103664	0.000104243	0.00010673	0.000107652	0.000109495	0.000112348	0.000113196	0.000113397	0.000113237	0.000115903	0.000114158	0.000111367	0.000109814	0.000109335	0.000108965	0.000107923	0.000107891	0.000107868	0.000107843	0.000108656	0.000106303	0.000107422	0.000107275	0.000105913	0.000106515	0.000108083
25200	-1254.73	-1569.26	314.53	0.0209171	0.0209613	0.0209536	0.0210058	0.0209432	0.021112	0.0211197	0.0210247	0.020929	0.0209582	0.0209172	0.0209859	0.0207858	0.0208185	0.020745	0.0207979	0.0211387	0.0212597	0.0212009	0.0212429	0.0213852	0.0215901	0.0215578	0.0216534	0.0217682	0.0219893	0.0221338	0.0222348	0.0226756	0.0229607	0.0230587	0.0232317	0.0233025	0.0234302	0.0232444	0.0228584	0.0227649	0.0226693	0.0226471	0.0227239	0.0228183	0.0226665	0.0225722	0.022532	0.022544	0.0224021	0.0223427	0.0223146	0.0223276	0.0224682	0.0222764
25210	-1288.51	-1569.41	280.892	0.00100877	0.00101532	0.00103113	0.00103465	0.0010239	0.0010253	0.00101985	0.00101864	0.00102451	0.00103109	0.00103006	0.00103114	0.00102458	0.00102448	0.00101617	0.00102321	0.00102865	0.00102593	0.00102828	0.00102235	0.00103412	0.00104708	0.00106171	0.00107349	0.00108334	0.00108017	0.00108981	0.0010965	0.00110266	0.00111586	0.00113306	0.00116406	0.00116942	0.00117147	0.00116367	0.00114473	0.00114101	0.00112952	0.00112357	0.00112582	0.00111994	0.00112101	0.00112401	0.00112469	0.00111366	0.00112285	0.00112125	0.00110732	0.0011183	0.00110217	0.00108422
25220	-1242.75	-1570.55	327.803	0.000432475	0.000431577	0.000431821	0.000431871	0.000433391	0.000434903	0.000433666	0.000432285	0.000431558	0.000432299	0.000432422	0.000431853	0.000431552	0.000432655	0.000433755	0.000435117	0.000436097	0.0004359	0.00043425	0.000433316	0.000434204	0.00043676	0.000437615	0.000439343	0.000440738	0.000441106	0.000442613	0.000442962	0.000443976	0.000444139	0.000443417	0.000446484	0.000446823	0.000448824	0.000448358	0.000446682	0.000445694	0.000445696	0.000444412	0.000443933	0.000445741	0.000443783	0.000443816	0.00044529	0.000444013	0.000443813	0.000442942	0.000444275	0.000443768	0.000443507	0.000443761
25230	-1250.7	-1569.07	318.368	0.000931734	0.000929884	0.000935183	0.000936319	0.000937258	0.000937948	0.000937507	0.000937961	0.000938005	0.000935558	0.000937796	0.000938179	0.000940911	0.000942798	0.000940635	0.00094043	0.000941339	0.000937264	0.000941316	0.000943367	0.000945096	0.000950914	0.000957401	0.000960958	0.000966386	0.000970025	0.000971495	0.000976219	0.000980407	0.000980178	0.000980395	0.000984027	0.00098436	0.000989495	0.000989718	0.000988125	0.000985936	0.000980093	0.000978549	0.000984214	0.000976738	0.000977759	0.000974771	0.000972691	0.000975501	0.000976694	0.000971798	0.000970808	0.000977307	0.000982397	0.000986736
25240	-1212	-1572.03	360.025	0.0188663	0.0188965	0.0189322	0.0189166	0.0189317	0.0189655	0.0189735	0.0189815	0.0190102	0.0189844	0.0189786	0.0190453	0.0190891	0.0190322	0.019029	0.0190531	0.0190133	0.0190716	0.0190142	0.0191467	0.0191919	0.0193009	0.0193865	0.0193893	0.0194854	0.0195267	0.0195871	0.0196581	0.0197032	0.0197793	0.0197922	0.019855	0.0198936	0.0199494	0.0199251	0.0198604	0.0198076	0.0197311	0.0197191	0.0196779	0.0196444	0.0195811	0.0195338	0.0195465	0.0196058	0.0196538	0.0196874	0.0196939	0.019788	0.0197753	0.0197443
25250	-1249.19	-1569.35	320.164	0.0362151	0.0361885	0.0366055	0.0367014	0.0366935	0.0365607	0.0368093	0.036867	0.0368225	0.0369378	0.0369997	0.0370418	0.0371187	0.0369597	0.0369348	0.037151	0.0375035	0.037351	0.0373699	0.0376225	0.0379511	0.0386877	0.0388915	0.0394889	0.0396695	0.0398581	0.0402621	0.0402027	0.040818	0.0415324	0.0415629	0.0420249	0.0420602	0.042166	0.0417784	0.0420184	0.0415504	0.0412807	0.0409083	0.0408759	0.0405559	0.0403709	0.0399457	0.0399903	0.0400279	0.0401865	0.0406614	0.0411335	0.0411024	0.0410817	0.0412695
25260	-1262.7	-1570.4	307.696	0.0410886	0.0410402	0.0408964	0.0412893	0.0413015	0.0418084	0.0418083	0.0423317	0.0420851	0.0418179	0.042143	0.0427084	0.0430411	0.0427106	0.0429929	0.0425559	0.0425326	0.0429009	0.0426225	0.0429363	0.0439347	0.044876	0.0456111	0.0466006	0.0469742	0.0475851	0.0481451	0.0485368	0.0491437	0.0504542	0.0511352	0.0510426	0.0514979	0.0517266	0.0519173	0.0525282	0.0519245	0.0515193	0.0506042	0.0499476	0.0499449	0.0491466	0.0490269	0.0491824	0.0499092	0.0493869	0.0503476	0.0502583	0.0505554	0.0510886	0.0510158
25270	-1240.79	-1571.8	331.009	0.085408	0.0855238	0.0847697	0.0849827	0.085133	0.0849615	0.0845394	0.0841509	0.0846465	0.0856465	0.0862805	0.0864556	0.0858814	0.0857122	0.0857666	0.0862213	0.0865891	0.0869526	0.0868321	0.0871691	0.0880881	0.0895152	0.0912263	0.092395	0.0939156	0.0949387	0.0957479	0.0966842	0.0973619	0.0985636	0.0993105	0.100224	0.101289	0.101654	0.102513	0.10196	0.100478	0.0993789	0.0993067	0.0986733	0.0982686	0.0973438	0.0963669	0.0962876	0.0969245	0.0965783	0.0968784	0.097248	0.097725	0.0979458	0.0977951
25280	-1234.65	-1571	336.349	0.0471777	0.0471321	0.0472145	0.0472003	0.0469502	0.0469125	0.046511	0.0467963	0.0470576	0.0469283	0.0471991	0.0476127	0.0474981	0.0477001	0.047641	0.0473214	0.0473146	0.0474937	0.0476162	0.047769	0.0488711	0.0495299	0.0500095	0.0506043	0.0506665	0.0514262	0.0519594	0.0523939	0.052988	0.0537748	0.0542627	0.0544621	0.054479	0.0548083	0.0551456	0.054709	0.0541188	0.0540966	0.0536884	0.0534984	0.0532868	0.0533003	0.0525829	0.0526681	0.052372	0.0524163	0.0525763	0.0527933	0.0527397	0.0526558	0.052594
25290	-1181.61	-1574.31	392.695	0.0310515	0.0311014	0.0311253	0.0311439	0.031093	0.0310248	0.0309268	0.0309576	0.0310066	0.0310631	0.0311723	0.0312214	0.0312613	0.0311726	0.0311565	0.0312337	0.0311619	0.0311764	0.0312339	0.0312896	0.0314655	0.0314999	0.0316575	0.0316923	0.0317641	0.0318823	0.0320438	0.0320395	0.0321277	0.032226	0.0322993	0.0323876	0.0324074	0.032445	0.0324291	0.0323666	0.0323427	0.0322682	0.0322382	0.0321988	0.0320921	0.03201	0.0320228	0.0320241	0.0320497	0.0321082	0.0320945	0.0321278	0.0320917	0.0320624	0.032043
25300	-1153.09	-1571.72	418.624	0.0150237	0.0150455	0.0150452	0.0150277	0.0150328	0.015015	0.0149865	0.0149759	0.0149997	0.0150392	0.0150632	0.0150567	0.0150635	0.0150633	0.0150571	0.0150629	0.0150701	0.0150648	0.0150617	0.0150884	0.0151459	0.0151885	0.015234	0.0152609	0.0152894	0.0153344	0.0153472	0.0153943	0.0154279	0.0154653	0.0154932	0.0155267	0.0155307	0.0155541	0.0155425	0.0155252	0.0155061	0.0154802	0.0154607	0.015455	0.0154299	0.0154089	0.0154166	0.0154004	0.0154159	0.0153951	0.0154153	0.015428	0.0154142	0.0154031	0.0153897
25310	-1139.35	-1570.86	431.508	0.0349356	0.0349657	0.0349965	0.0349184	0.034937	0.0348849	0.0348416	0.0348172	0.0349051	0.0349489	0.0349275	0.0349953	0.0349646	0.0349474	0.0350022	0.0350121	0.0350307	0.0350166	0.0350447	0.0350791	0.0352046	0.0353443	0.0354499	0.0355505	0.0356274	0.0357086	0.035796	0.0358886	0.0359794	0.0360788	0.036164	0.0362419	0.0362912	0.0362944	0.036285	0.0362379	0.0361872	0.0361452	0.0360665	0.0360513	0.0359848	0.0359289	0.0359494	0.0359183	0.0359475	0.0359159	0.0359621	0.0359863	0.0359955	0.0359135	0.0358433
25320	-1180.67	-1569.82	389.156	0.0513167	0.0512575	0.0513614	0.0513732	0.0512111	0.0512099	0.0511571	0.0510671	0.0511867	0.051169	0.0513179	0.0513483	0.0513779	0.0514308	0.0514361	0.0514781	0.0515171	0.0514948	0.0514463	0.0516229	0.0518269	0.0522741	0.0524745	0.0526275	0.0527169	0.0529173	0.0531411	0.0533612	0.0535324	0.0537448	0.0540207	0.0540942	0.0542225	0.0541429	0.0540615	0.0539721	0.053977	0.0537515	0.0536989	0.0535619	0.0535856	0.0535664	0.0534683	0.053536	0.0534659	0.0535319	0.0534955	0.0535472	0.0534441	0.0533737	0.053242
25330	-1157	-1570.09	413.088	0.0618967	0.0620296	0.0620957	0.0619865	0.0620362	0.0617983	0.0618254	0.0617885	0.0617826	0.0617112	0.0617924	0.0620099	0.0620617	0.0620656	0.0619658	0.0621072	0.0623382	0.0623277	0.0622653	0.0624294	0.0626965	0.0629614	0.0632327	0.0634298	0.0635195	0.0637858	0.0639453	0.0641522	0.0642499	0.0647142	0.0650311	0.0650443	0.065206	0.0650004	0.065078	0.0649113	0.0648394	0.0647	0.0645482	0.0645611	0.064407	0.0643069	0.064321	0.0641915	0.0643335	0.064381	0.0644277	0.0645934	0.0647046	0.0649115	0.0648234
25340	-1174.24	-1569.67	395.426	0.056262	0.0562496	0.0562172	0.056246	0.0561207	0.056033	0.0560451	0.0560328	0.0561784	0.056039	0.056184	0.0561672	0.0562911	0.0564741	0.0564213	0.0566008	0.0565682	0.0566056	0.0565567	0.0567976	0.0570194	0.057298	0.0575542	0.0578902	0.058104	0.0583573	0.0583769	0.0587258	0.0589721	0.0590415	0.0591685	0.059544	0.0595831	0.0595086	0.0596315	0.0592572	0.0590493	0.0589268	0.0588588	0.0588998	0.0588185	0.0588064	0.0587092	0.0587021	0.0589614	0.0589521	0.0590357	0.0591552	0.0593	0.0595082	0.059542
25350	-1232.76	-1574.29	341.533	0.00529856	0.00533633	0.00529482	0.00532212	0.00530957	0.00531253	0.00530134	0.00528608	0.00529948	0.00532116	0.00533323	0.00536017	0.00534128	0.00533177	0.00538807	0.00544629	0.00545935	0.00545268	0.00547255	0.0054707	0.00550139	0.00555432	0.00561008	0.00569168	0.00574163	0.00580733	0.00584822	0.00592168	0.00594193	0.0059649	0.00598294	0.00603625	0.00607875	0.00603895	0.00609521	0.00602784	0.00593825	0.00589829	0.00589475	0.00590908	0.00590873	0.00588449	0.00588241	0.00587616	0.00590478	0.00594896	0.00594877	0.00594234	0.00601414	0.00603654	0.00600085
25360	-1229.8	-1571.14	341.337	0.0324584	0.03249	0.0324802	0.0325494	0.0324491	0.0323483	0.0322978	0.0325271	0.0324089	0.0324006	0.0325004	0.0325283	0.0326492	0.0328105	0.0328683	0.0330493	0.0331575	0.033004	0.0332245	0.0331627	0.0334639	0.0338747	0.0340598	0.034496	0.0347591	0.0350472	0.0352946	0.0356551	0.0358659	0.0361689	0.0363171	0.0365496	0.0366252	0.0366505	0.0367306	0.0366303	0.0364831	0.0361329	0.0359687	0.0358645	0.0358473	0.0355722	0.0355387	0.0356299	0.0357997	0.0358909	0.0362689	0.0364027	0.0365436	0.0365516	0.0366648
25370	-1308.61	-1574.7	266.096	0.00609595	0.00583941	0.00579347	0.00582253	0.00576406	0.00558158	0.00566048	0.00552008	0.00557534	0.00574836	0.00575585	0.00572158	0.00575727	0.0058042	0.00595609	0.00595317	0.00595578	0.00604746	0.00602279	0.00618574	0.00620266	0.00633251	0.00650602	0.0066321	0.00653189	0.00677522	0.00695676	0.00716006	0.00726361	0.00736731	0.00771435	0.00764152	0.00777217	0.00788566	0.00769956	0.00787609	0.00781968	0.00771603	0.00750848	0.00752821	0.00737451	0.00737281	0.00720813	0.00727592	0.00729492	0.00753443	0.00750667	0.00747679	0.00767866	0.00763806	0.00753909
25380	-1291.57	-1569.76	278.189	0.0366655	0.0359091	0.0366193	0.0357818	0.0360442	0.0346013	0.034471	0.0345008	0.0358516	0.0370733	0.0366998	0.0360579	0.0365684	0.0367375	0.0376373	0.0378199	0.0377687	0.0377434	0.0378449	0.038021	0.0382567	0.0403134	0.0416061	0.0423396	0.0427374	0.044666	0.0449961	0.0463183	0.0481615	0.0498729	0.0505066	0.0510813	0.0525257	0.0544722	0.0544462	0.053124	0.052064	0.0522016	0.0511698	0.0495397	0.0496218	0.0477846	0.0479776	0.0484962	0.0471678	0.0481411	0.0486835	0.0500453	0.051433	0.0516347	0.05147
25390	-1241.38	-1569.19	327.807	0.0414976	0.0415246	0.0413816	0.0414539	0.0414325	0.0413046	0.041	0.0408543	0.0413345	0.0414262	0.0414417	0.041419	0.0416189	0.0414453	0.0415504	0.0418188	0.0416736	0.0417822	0.0417461	0.0419991	0.0425071	0.0427574	0.04299	0.0429792	0.0432843	0.0435915	0.0437999	0.0442484	0.044785	0.0446808	0.0447961	0.0453714	0.0456182	0.0454971	0.0453317	0.0454458	0.0453652	0.0452965	0.0448058	0.0448646	0.0447288	0.0442254	0.0442725	0.0442167	0.044409	0.0442896	0.0448932	0.0451383	0.0454966	0.0457498	0.0456186
25400	-1207.81	-1568.9	361.089	0.0677948	0.0676799	0.0678966	0.0679831	0.0680215	0.0679317	0.0676585	0.0677553	0.0676187	0.0679899	0.0681636	0.0683304	0.0683049	0.0686035	0.0688658	0.0686125	0.0687291	0.0685948	0.0686382	0.0687689	0.0690787	0.0694483	0.0695105	0.0696152	0.0696335	0.0698227	0.070141	0.0705786	0.0709201	0.0714571	0.071796	0.0720352	0.0721108	0.0722516	0.072288	0.0719685	0.0720165	0.0716227	0.0717486	0.0712555	0.0712914	0.0710997	0.0712847	0.0711743	0.0715131	0.0715353	0.071485	0.0716897	0.072091	0.0720872	0.0721055
25410	-1281.65	-1570.07	288.422	0.0165348	0.0163532	0.0163541	0.0166858	0.0168578	0.0169935	0.0171778	0.0170726	0.0170667	0.0167635	0.0168864	0.0167262	0.0170963	0.0178438	0.017667	0.0180602	0.0181592	0.0184379	0.0185407	0.0187105	0.0187043	0.0192465	0.0198629	0.0200873	0.0197582	0.0201691	0.0204689	0.0215635	0.0218685	0.0223377	0.022815	0.0233485	0.023733	0.0241497	0.0239817	0.023782	0.023849	0.0234893	0.0228185	0.022742	0.0227578	0.0219931	0.0224084	0.0222751	0.0223295	0.0223093	0.0224294	0.023043	0.0235026	0.0239364	0.0246194
25420	-1304.37	-1570.7	266.333	0.0199705	0.019997	0.0207704	0.0210732	0.0220156	0.0213408	0.0212913	0.0216415	0.0213989	0.0209433	0.0205044	0.0208058	0.0219416	0.023718	0.0231862	0.0232751	0.0236132	0.0242796	0.0242356	0.0245219	0.0260481	0.0264178	0.0282361	0.0282437	0.0278096	0.029055	0.0301802	0.0315454	0.0337779	0.0347666	0.0367736	0.0388055	0.038276	0.0379997	0.0382976	0.0376922	0.0383661	0.0379994	0.03755	0.0377344	0.0353149	0.0350017	0.034375	0.0340565	0.0354743	0.0361733	0.0375729	0.0382912	0.0394103	0.0399705	0.040772
25430	-1273.13	-1569.18	296.054	0.0663504	0.0680578	0.0667229	0.0670473	0.068127	0.0678407	0.0675384	0.0678984	0.0688505	0.0694105	0.069915	0.069118	0.0705471	0.0707455	0.0712559	0.0718757	0.0734469	0.0754233	0.0759248	0.0754476	0.0781236	0.0781886	0.080533	0.0805323	0.0803379	0.0775305	0.0799783	0.0804049	0.0836096	0.0884399	0.0902057	0.0905205	0.0909835	0.09116	0.0919947	0.091715	0.0889461	0.0879643	0.0895854	0.0903432	0.0909801	0.0908749	0.0936236	0.0925193	0.0930095	0.091874	0.0915129	0.0954199	0.0978848	0.0972267	0.0977615
