Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	extinction[12]	extinction[13]	extinction[14]	extinction[15]	extinction[16]	extinction[17]	extinction[18]	extinction[19]	extinction[20]	extinction[21]	extinction[22]	extinction[23]	extinction[24]	extinction[25]	extinction[26]	extinction[27]	extinction[28]	extinction[29]	extinction[30]	extinction[31]	extinction[32]	extinction[33]	extinction[34]	extinction[35]	extinction[36]	extinction[37]	extinction[38]	extinction[39]	extinction[40]	extinction[41]	extinction[42]	extinction[43]	extinction[44]	extinction[45]	extinction[46]	extinction[47]	extinction[48]	extinction[49]	extinction[50]	extinction[51]
130	-1312.11	-1570.43	258.32	0.200145	0.200886	0.201824	0.202123	0.211232	0.218601	0.221957	0.22303	0.235738	0.243764	0.234398	0.228167	0.218748	0.224763	0.213699	0.203973	0.226712	0.222956	0.222822	0.240619	0.224422	0.225985	0.240147	0.237805	0.237879	0.242935	0.238203	0.239721	0.238109	0.228786	0.226096	0.225362	0.238482	0.244287	0.235501	0.235411	0.251723	0.249824	0.259875	0.302546	0.318245	0.308115	0.311009	0.309768	0.317596	0.322585	0.320418	0.329467	0.329611	0.324712	0.329261
140	-1253.61	-1573.17	319.568	0.214424	0.211592	0.206969	0.212646	0.210781	0.215293	0.216768	0.220722	0.223508	0.223506	0.218706	0.21868	0.219415	0.219582	0.218155	0.220455	0.224368	0.216646	0.213054	0.217763	0.225115	0.220052	0.224465	0.224517	0.222982	0.224601	0.227134	0.227652	0.223118	0.221122	0.221775	0.219812	0.225028	0.223782	0.227522	0.22501	0.227458	0.228922	0.237816	0.243676	0.248549	0.2536	0.248476	0.249791	0.248969	0.257423	0.255529	0.255294	0.25243	0.25057	0.252274
150	-1421.37	-1573.46	152.09	0.208674	0.198799	0.219003	0.237336	0.260477	0.275891	0.291267	0.288026	0.304481	0.303817	0.30773	0.270309	0.242351	0.246103	0.275499	0.286548	0.30884	0.266048	0.247766	0.267579	0.272706	0.278972	0.30941	0.285672	0.315362	0.313127	0.320591	0.328555	0.301581	0.291955	0.259598	0.283005	0.317502	0.340162	0.336155	0.31262	0.335802	0.364191	0.393683	0.402639	0.456244	0.520272	0.531354	0.527103	0.548064	0.554809	0.54782	0.565426	0.510127	0.457771	0.475301
160	-1379.16	-1572.62	193.462	0.23228	0.223537	0.226737	0.23772	0.257931	0.252685	0.272316	0.275769	0.301602	0.301402	0.278032	0.27311	0.273903	0.264666	0.260705	0.267254	0.264818	0.254673	0.259339	0.261971	0.267762	0.260834	0.270852	0.262647	0.276291	0.305367	0.293138	0.302385	0.277859	0.282143	0.286418	0.280416	0.287552	0.300497	0.298057	0.300025	0.308715	0.347477	0.337295	0.347552	0.370953	0.397648	0.395559	0.409892	0.389824	0.383232	0.409719	0.398806	0.408494	0.360797	0.375523
170	-1191.5	-1570.54	379.038	0.24619	0.248698	0.261829	0.255963	0.257052	0.253204	0.262838	0.274384	0.268036	0.273873	0.270038	0.274349	0.266024	0.265542	0.270437	0.273557	0.266887	0.264351	0.261729	0.26787	0.271163	0.275922	0.281639	0.277947	0.275523	0.274821	0.285896	0.286477	0.285491	0.28191	0.279294	0.294624	0.289197	0.285638	0.300064	0.295348	0.310214	0.305735	0.301509	0.303312	0.304587	0.325659	0.333216	0.330315	0.330062	0.325214	0.325602	0.313484	0.312175	0.311167	0.296466
180	-1338.43	-1569.51	231.082	0.167335	0.166666	0.163411	0.169912	0.171934	0.186499	0.188779	0.191236	0.200459	0.211242	0.204535	0.200283	0.183864	0.18961	0.186386	0.189662	0.187457	0.172056	0.175216	0.174077	0.184956	0.193675	0.201351	0.203885	0.224248	0.225601	0.244811	0.228989	0.221961	0.22118	0.223888	0.241595	0.259828	0.253881	0.2605	0.283424	0.260361	0.253443	0.263061	0.255391	0.280309	0.283258	0.300383	0.308416	0.300158	0.29179	0.273004	0.276497	0.275659	0.28234	0.26938
190	-1325.69	-1570.17	244.486	0.101314	0.110728	0.113339	0.110063	0.114646	0.111528	0.121873	0.129683	0.128597	0.136486	0.146793	0.142321	0.136844	0.121254	0.112666	0.125807	0.124683	0.127935	0.124404	0.11863	0.121139	0.130956	0.139591	0.160175	0.173861	0.171525	0.177234	0.173348	0.173905	0.189808	0.192973	0.190882	0.187809	0.215564	0.228015	0.223025	0.237893	0.240892	0.247225	0.25598	0.253433	0.253329	0.245199	0.27103	0.256464	0.239275	0.224565	0.225796	0.243373	0.241315	0.24277
200	-1317.34	-1569.87	252.539	0.197562	0.199532	0.206402	0.201855	0.205135	0.207289	0.226033	0.21868	0.234592	0.229966	0.227386	0.234464	0.22963	0.217092	0.208345	0.214953	0.219181	0.219441	0.226143	0.222735	0.223523	0.228304	0.249254	0.243997	0.246819	0.247902	0.261352	0.261571	0.26911	0.27047	0.272718	0.271235	0.265893	0.276815	0.292463	0.293199	0.289785	0.306808	0.308708	0.302893	0.296919	0.312498	0.318794	0.322382	0.311143	0.29659	0.302612	0.301081	0.29711	0.304993	0.308341
210	-1231.21	-1570.7	339.494	0.185844	0.187566	0.185078	0.185737	0.186021	0.182844	0.186246	0.194089	0.200474	0.200074	0.201104	0.194309	0.191356	0.188115	0.187059	0.188484	0.19063	0.194592	0.193623	0.194669	0.196144	0.200989	0.204367	0.2045	0.203349	0.20182	0.19814	0.200269	0.207647	0.208884	0.204766	0.210525	0.207281	0.210631	0.209793	0.214036	0.218999	0.221519	0.226227	0.228352	0.219702	0.222259	0.234171	0.238341	0.229726	0.227493	0.220325	0.2209	0.228371	0.223332	0.220546
220	-1309.41	-1570.38	260.967	0.221433	0.234157	0.244792	0.255034	0.25653	0.246397	0.267618	0.277216	0.284569	0.284839	0.266008	0.261428	0.244041	0.245806	0.264142	0.261848	0.270074	0.27739	0.272953	0.277042	0.294495	0.299322	0.298104	0.283358	0.27216	0.288991	0.282939	0.292649	0.303458	0.308209	0.323397	0.325346	0.315712	0.332839	0.319951	0.324048	0.337491	0.343646	0.324613	0.340136	0.328183	0.351183	0.36919	0.358786	0.370725	0.368535	0.360318	0.359298	0.380258	0.383299	0.380758
230	-1350.68	-1570.22	219.546	0.109223	0.104534	0.116072	0.119382	0.13867	0.136722	0.12319	0.124451	0.133431	0.131595	0.12755	0.106826	0.117697	0.12609	0.122674	0.151577	0.162603	0.143748	0.159505	0.140102	0.144682	0.156773	0.169453	0.161946	0.162638	0.190506	0.165452	0.162675	0.187	0.195248	0.199707	0.215452	0.241037	0.222204	0.194294	0.220891	0.217515	0.235452	0.225656	0.235095	0.246669	0.246091	0.261481	0.261033	0.312283	0.280768	0.309005	0.335023	0.313334	0.337884	0.281149
240	-1245.92	-1570.42	324.501	0.237551	0.238323	0.238233	0.240276	0.242516	0.25264	0.255411	0.245784	0.24534	0.24973	0.247238	0.245544	0.24944	0.251136	0.25751	0.255273	0.25122	0.249121	0.254636	0.253589	0.257503	0.266349	0.27722	0.27119	0.271918	0.267191	0.269553	0.274506	0.282302	0.284482	0.281446	0.283513	0.280159	0.283268	0.282661	0.275567	0.277313	0.281037	0.28596	0.286866	0.296363	0.29291	0.29776	0.299844	0.297488	0.312282	0.305765	0.302048	0.307504	0.313625	0.313774
250	-1211.77	-1569.91	358.146	0.216177	0.222292	0.22991	0.236495	0.235984	0.23246	0.243066	0.247144	0.243413	0.238272	0.232971	0.2175	0.219276	0.223288	0.225783	0.238288	0.227034	0.227086	0.239917	0.244864	0.248828	0.252227	0.25916	0.272571	0.27455	0.274643	0.270901	0.263893	0.266468	0.269668	0.277821	0.2786	0.272915	0.272879	0.277488	0.267602	0.277401	0.276692	0.283368	0.28296	0.285497	0.299793	0.294179	0.283265	0.282524	0.280418	0.291078	0.296699	0.298868	0.3099	0.311751
260	-1350.62	-1572.57	221.948	0.207107	0.216281	0.226663	0.213271	0.230396	0.236156	0.238649	0.234183	0.221524	0.225069	0.21072	0.207259	0.205207	0.210855	0.212677	0.217044	0.224119	0.226932	0.226875	0.237355	0.235179	0.247984	0.259878	0.282066	0.286116	0.281284	0.28178	0.282564	0.292096	0.282275	0.290027	0.285129	0.282156	0.274322	0.274927	0.276549	0.289389	0.298014	0.300784	0.296412	0.287677	0.300147	0.315814	0.298357	0.31421	0.310773	0.310438	0.325831	0.323467	0.337857	0.332967
270	-1284.38	-1571.13	286.754	0.247747	0.25206	0.249272	0.251008	0.250004	0.241264	0.244078	0.255871	0.258229	0.255886	0.254892	0.256734	0.24497	0.243169	0.246861	0.253009	0.253649	0.254501	0.253493	0.251702	0.254144	0.269926	0.265711	0.279247	0.289431	0.282958	0.284094	0.282606	0.279087	0.281246	0.291059	0.27631	0.278089	0.282578	0.289162	0.287199	0.290408	0.298229	0.304588	0.302636	0.301382	0.300384	0.291892	0.302177	0.306635	0.302683	0.302554	0.311548	0.307227	0.314815	0.306203
280	-1300.22	-1571.05	270.822	0.248558	0.243171	0.238009	0.248502	0.249766	0.256538	0.259755	0.260081	0.260081	0.254863	0.260536	0.252338	0.2438	0.259402	0.277162	0.26819	0.277522	0.257214	0.254955	0.248348	0.25647	0.267458	0.281156	0.300726	0.308693	0.324303	0.334027	0.329561	0.335626	0.316183	0.301518	0.318911	0.31196	0.340131	0.352876	0.347573	0.363328	0.354078	0.375267	0.374399	0.366343	0.356483	0.360432	0.367719	0.34621	0.3516	0.371059	0.38231	0.363911	0.359931	0.383622
290	-1291.91	-1568.87	276.959	0.18342	0.183113	0.191222	0.205211	0.214252	0.196462	0.197235	0.197906	0.200238	0.193061	0.199778	0.195791	0.210631	0.210378	0.218467	0.219649	0.225937	0.203943	0.198199	0.196898	0.199756	0.215976	0.2322	0.250419	0.257511	0.253148	0.25032	0.249217	0.257619	0.264683	0.266849	0.269479	0.277489	0.275389	0.270833	0.284653	0.289578	0.292502	0.279395	0.278926	0.315829	0.283891	0.284655	0.306816	0.316239	0.3084	0.311251	0.327089	0.314386	0.313726	0.32563
300	-1326.81	-1569.89	243.083	0.179193	0.172214	0.183138	0.179744	0.184167	0.190706	0.188059	0.191167	0.1957	0.19356	0.188257	0.191109	0.197165	0.201636	0.20458	0.206709	0.201558	0.198681	0.209471	0.197045	0.193536	0.199927	0.214105	0.233989	0.24264	0.253107	0.267703	0.26248	0.272469	0.283761	0.277176	0.289459	0.289228	0.302691	0.310464	0.312878	0.320061	0.322269	0.301562	0.302762	0.282933	0.26475	0.288377	0.300608	0.326077	0.346999	0.35613	0.363619	0.362496	0.346253	0.366592
310	-1223.13	-1571.79	348.658	0.231053	0.239789	0.239959	0.243338	0.251782	0.248876	0.255737	0.25793	0.255197	0.247812	0.252282	0.251599	0.251394	0.259417	0.258347	0.263641	0.263247	0.263	0.266168	0.261891	0.25199	0.257986	0.262342	0.276706	0.291293	0.28859	0.298685	0.313875	0.315485	0.323923	0.319017	0.322835	0.326606	0.341061	0.343421	0.350985	0.35316	0.352504	0.336988	0.330684	0.324143	0.323428	0.327337	0.331754	0.336376	0.340458	0.362886	0.376851	0.379807	0.385569	0.375177
320	-1245.53	-1570.88	325.35	0.134303	0.137651	0.136517	0.13944	0.140515	0.140967	0.142428	0.141183	0.138901	0.147264	0.145257	0.142505	0.143582	0.139898	0.147123	0.145802	0.146644	0.144706	0.145057	0.150762	0.144278	0.145807	0.152255	0.157235	0.158166	0.165312	0.172528	0.171591	0.173351	0.181121	0.176711	0.179503	0.177704	0.183978	0.185703	0.190485	0.195089	0.194159	0.194082	0.1922	0.187036	0.188932	0.189651	0.190674	0.191626	0.199176	0.200601	0.211091	0.204324	0.201188	0.207996
330	-1153.19	-1568.93	415.737	0.17816	0.176703	0.18217	0.179045	0.179812	0.181243	0.18544	0.187373	0.189702	0.190747	0.195798	0.202018	0.195682	0.197261	0.193207	0.189461	0.189716	0.18766	0.189844	0.18853	0.188398	0.192574	0.196388	0.20218	0.206602	0.20865	0.217365	0.216909	0.216564	0.219526	0.227008	0.230369	0.233435	0.241441	0.252607	0.247587	0.253219	0.252024	0.250769	0.24708	0.239423	0.238575	0.246292	0.240847	0.2433	0.252717	0.255003	0.249752	0.257831	0.263022	0.257873
340	-1092.34	-1569.96	477.626	0.220208	0.220836	0.21915	0.220937	0.224331	0.223993	0.225109	0.227627	0.230381	0.228621	0.230813	0.23024	0.231654	0.233329	0.23362	0.235092	0.229405	0.229281	0.227024	0.227472	0.229463	0.231989	0.23323	0.236205	0.238457	0.245038	0.243762	0.242687	0.244519	0.249204	0.25141	0.252014	0.256471	0.260876	0.261329	0.260675	0.261215	0.262751	0.258494	0.262321	0.260408	0.261402	0.258783	0.262353	0.261742	0.264058	0.263696	0.269038	0.268345	0.271212	0.271735
350	-1167.01	-1568.95	401.945	0.186804	0.18337	0.184294	0.193497	0.20083	0.203806	0.198774	0.201024	0.198602	0.205057	0.20605	0.202801	0.208934	0.20979	0.217416	0.211466	0.203075	0.200534	0.201625	0.203089	0.205305	0.213513	0.222494	0.228287	0.221447	0.229585	0.242109	0.248151	0.25302	0.256911	0.262832	0.274663	0.276729	0.278103	0.28158	0.282811	0.281116	0.279547	0.282406	0.278211	0.284902	0.296223	0.300491	0.293445	0.29167	0.303497	0.305432	0.306594	0.302703	0.316024	0.31179
360	-1161.14	-1570.61	409.464	0.239393	0.245668	0.256573	0.254601	0.260972	0.260489	0.263225	0.263188	0.264115	0.264085	0.267052	0.263163	0.262471	0.261812	0.260979	0.267614	0.262907	0.261435	0.261658	0.258695	0.264545	0.271809	0.279148	0.278724	0.27848	0.285238	0.290949	0.301125	0.304266	0.310773	0.31376	0.320767	0.322924	0.32572	0.326674	0.327064	0.326316	0.325104	0.334377	0.340781	0.338972	0.34267	0.338054	0.342016	0.342167	0.343354	0.344808	0.347451	0.34311	0.352736	0.350729
370	-1315.86	-1569.94	254.086	0.174344	0.184147	0.205741	0.211713	0.213027	0.213128	0.217321	0.215554	0.219898	0.218973	0.225811	0.217203	0.215879	0.22384	0.21304	0.205807	0.216712	0.213905	0.206044	0.209485	0.228406	0.231758	0.239932	0.246867	0.259356	0.267801	0.274207	0.289275	0.304233	0.319554	0.343828	0.343923	0.349316	0.356379	0.358807	0.365131	0.357895	0.356661	0.378758	0.402851	0.400386	0.417663	0.3885	0.384272	0.399563	0.397412	0.420686	0.402676	0.408107	0.404631	0.3758
380	-1277.43	-1573.27	295.842	0.129754	0.133995	0.135105	0.139398	0.140042	0.141778	0.143632	0.143793	0.143383	0.137931	0.140804	0.141441	0.144436	0.144621	0.146357	0.147853	0.145704	0.143429	0.141001	0.145043	0.144992	0.144833	0.149802	0.15276	0.151534	0.155512	0.158791	0.159814	0.163754	0.164949	0.16865	0.167774	0.169286	0.173342	0.175068	0.176526	0.177943	0.174105	0.178946	0.184643	0.180952	0.185158	0.180796	0.181594	0.180734	0.183767	0.184015	0.184835	0.180458	0.184798	0.18464
390	-1169.62	-1569.31	399.696	0.18911	0.19654	0.20056	0.199622	0.205788	0.207768	0.205334	0.209544	0.214573	0.207719	0.211254	0.212302	0.212725	0.215997	0.216573	0.211313	0.212712	0.212413	0.204926	0.205294	0.213316	0.213282	0.221265	0.224457	0.220038	0.225648	0.234555	0.239941	0.242677	0.248267	0.252413	0.252626	0.258825	0.260866	0.258875	0.260132	0.266962	0.273673	0.27039	0.270758	0.272099	0.271087	0.271831	0.272865	0.27493	0.281716	0.275756	0.278745	0.2757	0.282842	0.278409
400	-1267.85	-1569.03	301.187	0.13223	0.134973	0.138333	0.139359	0.139523	0.139789	0.151154	0.151347	0.147872	0.149247	0.153606	0.152735	0.154236	0.157346	0.161623	0.153685	0.151697	0.15705	0.154777	0.152901	0.152865	0.156307	0.166791	0.173397	0.184595	0.19023	0.18522	0.179998	0.190226	0.197966	0.206309	0.206168	0.222485	0.227575	0.222563	0.236633	0.23541	0.240672	0.243687	0.241551	0.244899	0.242087	0.2433	0.250865	0.248718	0.262093	0.255893	0.254706	0.259239	0.255898	0.260531
410	-1333.7	-1570.1	236.401	0.127704	0.129172	0.129375	0.130458	0.132685	0.139808	0.135703	0.138488	0.147646	0.150078	0.149993	0.147923	0.145984	0.152304	0.153604	0.155836	0.15566	0.15598	0.15334	0.147582	0.147819	0.156721	0.17138	0.178054	0.177069	0.183974	0.185652	0.191334	0.192708	0.201622	0.215694	0.217728	0.230313	0.240365	0.243547	0.253474	0.25699	0.262556	0.26022	0.260586	0.266955	0.266948	0.258964	0.270781	0.277082	0.277913	0.286896	0.284767	0.277969	0.267075	0.2757
420	-1339.52	-1570.9	231.378	0.192322	0.195824	0.201748	0.202871	0.213443	0.212027	0.218129	0.213378	0.228493	0.229659	0.222103	0.220456	0.222857	0.22093	0.22193	0.218454	0.222225	0.220496	0.210587	0.219573	0.222334	0.22423	0.231214	0.237832	0.245175	0.249993	0.252449	0.253585	0.269094	0.270821	0.283947	0.297672	0.301812	0.31839	0.316921	0.315962	0.30921	0.308643	0.318058	0.316052	0.317944	0.321152	0.318687	0.324301	0.321014	0.31747	0.333402	0.338547	0.336375	0.344865	0.345896
430	-1374.72	-1574.48	199.764	0.210042	0.215777	0.228832	0.2312	0.228453	0.235567	0.241218	0.245838	0.246865	0.256159	0.25472	0.258285	0.260467	0.244363	0.24998	0.24798	0.244098	0.242424	0.244792	0.239683	0.263319	0.267775	0.273511	0.275798	0.27305	0.280139	0.285449	0.288281	0.300212	0.315572	0.335479	0.338179	0.348652	0.358911	0.37089	0.363482	0.360263	0.355789	0.362771	0.384785	0.378943	0.372399	0.370322	0.366998	0.382503	0.38328	0.385436	0.38951	0.3958	0.407265	0.397193
440	-1274.54	-1570.33	295.79	0.22148	0.222198	0.224023	0.228358	0.233347	0.235339	0.238129	0.240624	0.238684	0.239924	0.236115	0.238664	0.231759	0.226527	0.232219	0.23313	0.230324	0.231835	0.237881	0.242232	0.246674	0.25404	0.259495	0.25896	0.268324	0.269165	0.26834	0.269453	0.277561	0.276307	0.291891	0.302318	0.316348	0.323463	0.32394	0.31748	0.310715	0.30769	0.317445	0.324451	0.331289	0.328918	0.318961	0.323401	0.327947	0.334892	0.324817	0.328058	0.342979	0.356813	0.357344
450	-1329.06	-1572.3	243.235	0.205006	0.203598	0.211149	0.213085	0.216124	0.225459	0.222113	0.221279	0.227912	0.222045	0.218932	0.219605	0.221397	0.217764	0.214268	0.217111	0.21466	0.217962	0.214753	0.218257	0.221171	0.222612	0.227457	0.241006	0.243305	0.2508	0.257553	0.253858	0.261004	0.273266	0.284715	0.296236	0.305626	0.311652	0.308602	0.30245	0.292591	0.298335	0.300933	0.304283	0.304004	0.30899	0.316532	0.31739	0.325312	0.322891	0.322055	0.324904	0.328776	0.34259	0.352934
460	-1352.38	-1570.11	217.731	0.162472	0.158272	0.159825	0.165711	0.177758	0.183706	0.205578	0.198375	0.192811	0.187922	0.179802	0.176325	0.169764	0.1699	0.184977	0.186375	0.177679	0.179845	0.182493	0.181984	0.180124	0.189874	0.190086	0.202934	0.207571	0.223305	0.226225	0.250551	0.261503	0.261495	0.255625	0.271818	0.290795	0.321558	0.324349	0.305068	0.307464	0.283406	0.27034	0.293974	0.286649	0.285302	0.294497	0.304757	0.306839	0.317434	0.336052	0.345335	0.322709	0.345229	0.360333
470	-1358.26	-1571.48	213.215	0.151027	0.150059	0.154981	0.156263	0.153289	0.150478	0.145884	0.153608	0.158091	0.15967	0.151578	0.151775	0.151292	0.136141	0.146794	0.153113	0.154695	0.160088	0.156413	0.164965	0.17319	0.172932	0.18638	0.192475	0.177203	0.186009	0.193844	0.191325	0.204796	0.218578	0.232213	0.244544	0.250546	0.24259	0.26381	0.259327	0.265587	0.243082	0.244026	0.235961	0.239134	0.249945	0.248536	0.262722	0.274173	0.269923	0.285201	0.307215	0.323144	0.335092	0.344984
