Iteration	Posterior	Likelihood	Prior	event_rate	extinction_mean	rate_sd	speciation_mean
968	-1563.29	-1566.65	3.35969	0.03094794	0.04124368	0.6596393	0.1274473
969	-1563.3	-1566.63	3.32829	0.03094794	0.04124368	0.6780789	0.1274473
970	-1563.08	-1565.98	2.89426	0.02028307	0.05869592	0.7257524	0.1274473
971	-1565.18	-1567.47	2.29709	0.009652257	0.08955214	0.7257524	0.1517783
972	-1563.17	-1566.3	3.13773	0.009652257	0.0470297	0.6111879	0.1515415
973	-1567.66	-1570.22	2.56476	0.01963772	0.0470297	0.9334427	0.1552796
974	-1566.35	-1569.97	3.62489	0.01963772	0.01753924	0.7988611	0.1813714
975	-1566.87	-1568.89	2.02067	0.006492123	0.0843238	0.7988611	0.1876428
976	-1565.48	-1567.57	2.0897	0.006492123	0.106003	0.8432539	0.1291704
977	-1564.68	-1566.88	2.19822	0.006492123	0.1044925	0.668212	0.1583734
978	-1564.66	-1566.87	2.20167	0.006492123	0.1044925	0.668212	0.1578277
979	-1565.19	-1567.33	2.1387	0.008930692	0.1044925	0.668212	0.1680854
980	-1563.98	-1566.37	2.38042	0.007153496	0.1044925	0.5374565	0.1649029
981	-1564.78	-1566.92	2.1348	0.007153496	0.1294672	0.5374565	0.1701473
982	-1565.12	-1567.3	2.17369	0.007153496	0.1294672	0.5374565	0.1636566
983	-1564.22	-1566.39	2.17403	0.007153496	0.1294672	0.3399176	0.2290007
984	-1565.79	-1568.03	2.23485	0.02495375	0.1294672	0.304193	0.2290007
985	-1566.02	-1568.39	2.36476	0.008036739	0.1294672	0.304193	0.2011023
986	-1566.28	-1568.67	2.38206	0.008036739	0.1294672	0.2940281	0.2011023
987	-1564.92	-1567.3	2.38497	0.01112244	0.1216246	0.3290281	0.2011023
988	-1564.74	-1566.94	2.20891	0.02138797	0.1216246	0.4324457	0.2011023
989	-1567.1	-1569.48	2.37623	0.0551466	0.1216246	0.3685379	0.1896709
990	-1564.95	-1567.25	2.30285	0.008832326	0.1216246	0.4737405	0.1706431
991	-1563.09	-1567.16	4.07009	0.01067029	0.01992105	0.4983657	0.1706431
992	-1563.53	-1567.53	3.99834	0.02089516	0.01992105	0.5405122	0.1706431
993	-1562.72	-1566.77	4.05116	0.02089516	0.01992105	0.5487184	0.159618
994	-1563.43	-1566.81	3.37573	0.01785298	0.04756462	0.4045746	0.1678872
995	-1563.39	-1566.76	3.37227	0.01101613	0.04756462	0.4066061	0.1678872
996	-1564.97	-1568.21	3.23882	0.04020785	0.04756462	0.4849944	0.1678872
997	-1563.16	-1568.16	4.99931	0.01838417	0.007177027	0.5617763	0.1678872
998	-1563.26	-1566.09	2.82821	0.01838417	0.07368398	0.4690864	0.1678872
999	-1563.31	-1566.1	2.79715	0.01838417	0.07368398	0.4230719	0.1872946
1000	-1565.86	-1568.85	2.98813	0.04737865	0.06957828	0.4230719	0.1638632
1001	-1566.15	-1568.88	2.73236	0.04737865	0.06957828	0.5733149	0.1638632
1002	-1563.13	-1565.97	2.83405	0.01235722	0.06957828	0.5733149	0.1480191
1003	-1562.36	-1566.08	3.71937	0.01235722	0.0287067	0.5733149	0.1480191
1004	-1563.51	-1566.21	2.70212	0.01350152	0.08174768	0.5561293	0.1480191
1005	-1563.86	-1566.37	2.51428	0.01350152	0.08174768	0.5256682	0.1881126
1006	-1563.91	-1566.41	2.49719	0.01350152	0.08174768	0.6216324	0.1625143
1007	-1563.28	-1565.9	2.62316	0.01350152	0.08174768	0.6216324	0.1432786
1008	-1564.34	-1567.07	2.72816	0.01350152	0.08174768	0.6148994	0.130485
1009	-1562.84	-1566.19	3.34502	0.02320974	0.04176465	0.6148994	0.1378245
1010	-1563.88	-1567.1	3.21747	0.02992429	0.04186946	0.6883477	0.1378245
1011	-1563.38	-1566.69	3.3122	0.02992429	0.04186946	0.7696456	0.1091647
1012	-1563.37	-1566.69	3.3122	0.009309882	0.04186946	0.7696456	0.1091647
1013	-1559.07	-1567.57	8.50082	0.03423395	0.0002336176	0.7696456	0.1091647
1014	-1560.1	-1567.54	7.43571	0.03423395	0.0006913703	0.7696456	0.1070158
1015	-1559.32	-1569.1	9.78531	0.01207704	8.540206e-05	0.4895821	0.133149
1016	-1556.52	-1568.9	12.3719	0.0310351	5.767397e-06	0.4895821	0.1484137
1017	-1557.08	-1568.88	11.7954	0.0369928	8.449895e-06	0.6038876	0.1484137
1018	-1556.66	-1567.44	10.773	0.02849649	2.689802e-05	0.6038876	0.1296027
1019	-1556.93	-1568.61	11.6733	0.04232012	1.093314e-05	0.6038876	0.1296027
1020	-1556.51	-1570.29	13.7768	0.05392874	1.03987e-06	0.7480781	0.1300839
1021	-1556	-1567.27	11.2695	0.01941877	1.330867e-05	0.7047613	0.1342727
1022	-1559.42	-1569.85	10.4294	0.0118236	1.913814e-05	0.9848541	0.1342727
1023	-1557.93	-1570.33	12.4018	0.0118236	2.323039e-06	0.9848541	0.1538961
1024	-1557.72	-1570.23	12.5078	0.01530484	2.323039e-06	1.065719	0.120623
1025	-1553.66	-1567.3	13.6431	0.03033546	1.430733e-06	0.6877651	0.1197553
1026	-1559.39	-1567.15	7.75645	0.0280151	0.0005153577	0.6877651	0.1197553
1027	-1561.78	-1567.84	6.05735	0.02529776	0.002366833	0.6877651	0.1426087
1028	-1557.44	-1567.57	10.1334	0.02529776	5.041711e-05	0.5543773	0.1426087
1029	-1557.04	-1567.17	10.1314	0.02529776	5.041711e-05	0.6139838	0.1291056
1030	-1564.32	-1569.16	4.84042	0.04597448	0.01088942	0.642262	0.1130979
1031	-1564.62	-1569.46	4.84042	0.04943814	0.01088942	0.642262	0.1130979
1032	-1564.56	-1567.83	3.27272	0.01909017	0.0513197	0.642262	0.1150848
1033	-1563.24	-1567.14	3.9051	0.01909017	0.02726748	0.642262	0.1150848
1034	-1562.72	-1568.03	5.31485	0.01552342	0.006847104	0.6944389	0.1024081
1035	-1557.72	-1567.04	9.31472	0.02381419	0.0001092071	0.7757748	0.1024081
1036	-1553.51	-1567.33	13.8219	0.01375238	1.160114e-06	0.7757748	0.1063233
1037	-1556.17	-1567.42	11.2503	0.01375238	1.625877e-05	0.7757748	0.09928062
1038	-1553.75	-1567.47	13.7242	0.02256312	1.133493e-06	0.7872778	0.1176709
1039	-1560.07	-1569.8	9.73213	0.04042044	5.351449e-05	0.867973	0.1176709
1040	-1562.44	-1567.27	4.82176	0.02390015	0.00839741	0.7825888	0.1176709
1041	-1561.16	-1568.3	7.13778	0.02390015	0.001071291	0.7825888	0.09100633
1042	-1554.98	-1568.36	13.3802	0.04355491	1.726992e-06	0.7825888	0.1098083
1043	-1557.08	-1567.06	9.98323	0.02285249	5.658355e-05	0.7825888	0.1001213
1044	-1560.82	-1568.32	7.49281	0.04275989	0.0006167384	0.7825888	0.1108393
1045	-1558.09	-1569.57	11.4791	0.01131494	1.589554e-05	0.5720543	0.1142769
1046	-1558.76	-1569.11	10.3512	0.01524936	2.891554e-05	0.8830879	0.1142769
1047	-1563.51	-1568.81	5.30203	0.01524936	0.004412745	0.8510154	0.1232929
1048	-1564.54	-1569.04	4.50699	0.01524936	0.008820603	0.8510154	0.1365936
1049	-1561.88	-1566.82	4.93746	0.02535376	0.008820603	0.6674518	0.1213931
1050	-1562.04	-1566.88	4.84455	0.02535376	0.008820603	0.7220314	0.1213931
1051	-1564.35	-1566.48	2.1266	0.01137896	0.1126071	0.7220314	0.1440507
1052	-1564.35	-1566.59	2.24559	0.01137896	0.1126071	0.7220314	0.127891
1053	-1564.48	-1566.69	2.21204	0.006433317	0.1126071	0.7172328	0.1333385
1054	-1565.2	-1567.26	2.06402	0.006433317	0.1126071	0.8041819	0.1333385
1055	-1565.14	-1567.5	2.35707	0.006433317	0.1126071	0.5668152	0.1489984
1056	-1565.2	-1567.28	2.07922	0.01680128	0.1126071	0.7145836	0.152967
1057	-1564.87	-1566.98	2.10575	0.01874896	0.1126071	0.7145836	0.148963
1058	-1564.19	-1566.63	2.44655	0.01874896	0.09943163	0.629713	0.1386304
1059	-1564.57	-1566.88	2.30305	0.01874896	0.09943163	0.5437091	0.1852543
1060	-1564.04	-1566.57	2.53553	0.01874896	0.09943163	0.4478741	0.1728444
1061	-1565.13	-1567.57	2.44689	0.03293965	0.09943163	0.4478741	0.1888659
1062	-1564.41	-1566.89	2.48024	0.02603224	0.09943163	0.4282801	0.1888659
1063	-1564.85	-1567.33	2.48024	0.03088916	0.09943163	0.4282801	0.1888659
1064	-1565.11	-1567.35	2.24515	0.004795275	0.09943163	0.5663775	0.1888659
1065	-1564.83	-1567.12	2.29269	0.002800069	0.09943163	0.6387953	0.1592077
1066	-1564.21	-1566.49	2.2819	0.0100718	0.09943163	0.5820606	0.1772549
1067	-1563.72	-1566.15	2.43491	0.0100718	0.09943163	0.5536246	0.1596502
1068	-1562.71	-1567.8	5.09351	0.01131886	0.007991841	0.4728261	0.1596502
1069	-1561.8	-1569.51	7.70869	0.03348651	0.0006042764	0.4728261	0.1544617
1070	-1560.66	-1568.74	8.07998	0.01445963	0.0002854722	0.7038376	0.1522112
1071	-1564.03	-1567.16	3.12835	0.01445963	0.04189277	0.8189587	0.1205661
1072	-1566.61	-1569.71	3.10471	0.05056061	0.04189277	0.8328421	0.1205661
1073	-1564.96	-1568.47	3.50837	0.05056061	0.03282247	0.7390566	0.1205661
1074	-1563.14	-1566.62	3.47945	0.01322027	0.03282247	0.7390566	0.1241047
1075	-1561.26	-1567.21	5.94406	0.02798867	0.00333452	0.6345971	0.1241047
1076	-1554.82	-1567.22	12.395	0.02798867	4.648015e-06	0.7078435	0.1241047
1077	-1561.78	-1567.07	5.28368	0.02798867	0.005697444	0.7078435	0.1241047
1078	-1563.35	-1567.24	3.89418	0.01505388	0.01982178	0.7078435	0.1431452
1079	-1564.68	-1566.77	2.09623	0.01505388	0.1131691	0.7253631	0.146919
1080	-1564.29	-1566.43	2.13789	0.01350295	0.1131691	0.700896	0.146919
1081	-1561.11	-1567.1	5.99165	0.01350295	0.002767752	0.7109099	0.1252
1082	-1560.89	-1566.88	5.99165	0.02127463	0.002767752	0.7109099	0.1252
1083	-1561.22	-1567.92	6.7	0.01659529	0.001690345	0.7109099	0.100954
1084	-1561.79	-1567.03	5.23825	0.02006248	0.005555083	0.7109099	0.1325071
1085	-1563.57	-1567.72	4.15034	0.0367473	0.01707098	0.6904927	0.1325071
1086	-1564.63	-1568.78	4.15034	0.04782747	0.01707098	0.6904927	0.1325071
1087	-1562.43	-1566.57	4.1449	0.01694606	0.01707098	0.6936911	0.1325071
1088	-1562.9	-1567.04	4.1449	0.02838679	0.01707098	0.6936911	0.1325071
1089	-1557.29	-1567.45	10.1621	0.0279507	4.159152e-05	0.6936911	0.1325071
1090	-1560.66	-1567.51	6.84994	0.0279507	0.001394317	0.6798059	0.1110758
1091	-1562.08	-1567.62	5.53557	0.0279507	0.004384858	0.6167933	0.146365
1092	-1560.56	-1570.78	10.2209	0.01934047	5.981561e-05	0.387304	0.146365
1093	-1564.26	-1571.98	7.72001	0.01215619	0.000530564	0.387304	0.2012039
1094	-1564.02	-1571.93	7.90699	0.01205831	0.0004359329	0.392864	0.2012039
1095	-1565.49	-1569.78	4.29844	0.01205831	0.01430285	0.4620741	0.2012039
1096	-1565.04	-1567.08	2.04196	0.01205831	0.1458892	0.4409003	0.1952842
1097	-1564.47	-1567.67	3.19686	0.02240081	0.04960046	0.3962303	0.1952842
1098	-1564.07	-1567.27	3.19686	0.01942965	0.04960046	0.3962303	0.1952842
1099	-1563.5	-1566.69	3.18598	0.01942965	0.04960046	0.4280873	0.1869983
1100	-1563.63	-1566.27	2.64434	0.01942965	0.08782791	0.4280873	0.1815199
1101	-1563.62	-1566.27	2.64434	0.01930659	0.08782791	0.4280873	0.1815199
1102	-1563.96	-1566.42	2.46592	0.01652104	0.1045872	0.4280873	0.1822061
1103	-1563.74	-1566.06	2.32157	0.00845165	0.1045872	0.4280873	0.2105015
1104	-1565.6	-1568.04	2.43959	0.03926148	0.1045872	0.4280873	0.1870669
1105	-1563.89	-1566.35	2.46243	0.01044202	0.1045872	0.4280873	0.1828425
1106	-1564.6	-1567.13	2.53299	0.01044202	0.1045872	0.4103409	0.1756134
1107	-1563.99	-1566.47	2.47862	0.006673986	0.1045872	0.3059883	0.2214735
1108	-1565	-1567.59	2.5912	0.006673986	0.1045872	0.2636233	0.212692
1109	-1565.07	-1567.19	2.11533	0.006673986	0.1457712	0.2636233	0.2455977
1110	-1565.62	-1567.7	2.08416	0.00372093	0.1457712	0.1902147	0.2871023
1111	-1565.61	-1567.78	2.16225	0.0008369527	0.1180345	0.2580439	0.2921691
1112	-1566.1	-1568.28	2.17137	0.006112782	0.1180345	0.25269	0.2921691
1113	-1565.07	-1567.47	2.40374	0.01464678	0.1180345	0.253197	0.2313886
1114	-1564.57	-1566.71	2.14296	0.005282257	0.1180345	0.4063805	0.2313886
1115	-1564.92	-1567.08	2.15805	0.01422549	0.1180345	0.4063805	0.2279227
1116	-1564.51	-1566.85	2.34104	0.01422549	0.1180345	0.2988936	0.2279227
1117	-1566.11	-1568.31	2.20506	0.01422549	0.1180345	0.2996894	0.2607675
1118	-1564.62	-1567.02	2.40177	0.01422549	0.1180345	0.3070552	0.2115327
1119	-1566.41	-1568.57	2.15967	0.02927499	0.1180345	0.4492675	0.2115327
1120	-1565.68	-1568.12	2.44566	0.02492906	0.1180345	0.2812767	0.2115327
1121	-1567.79	-1570.03	2.24062	0.0487215	0.1180345	0.4017133	0.2115327
1122	-1564.19	-1566.43	2.24062	0.00412782	0.1180345	0.4017133	0.2115327
1123	-1565.7	-1567.69	1.98453	0.004248403	0.1180345	0.4269043	0.2618028
1124	-1564.28	-1566.57	2.2854	0.004248403	0.1180345	0.3237292	0.2309885
1125	-1564.17	-1567.01	2.84016	0.01757973	0.07686944	0.3237292	0.2036641
1126	-1564.39	-1567.18	2.78883	0.02201429	0.07686944	0.3538784	0.2036641
1127	-1564.84	-1567.68	2.84687	0.003210161	0.07686944	0.3538784	0.1921802
1128	-1563.77	-1566.42	2.64972	0.005127005	0.07686944	0.4696894	0.1921802
1129	-1564.99	-1567.71	2.71905	0.03617816	0.07686944	0.4696894	0.1793068
1130	-1564.6	-1567.47	2.87238	0.02808684	0.07686944	0.4696894	0.1538177
1131	-1565.18	-1567.47	2.29578	0.02808684	0.09740968	0.6692807	0.1538177
1132	-1565.5	-1568.61	3.10706	0.04920854	0.04783234	0.6692807	0.1391713
1133	-1564.51	-1568.71	4.19371	0.04920854	0.01827227	0.6056123	0.1369702
1134	-1562.9	-1565.99	3.0889	0.0159401	0.05515802	0.6056123	0.1369702
1135	-1562.96	-1566.05	3.0889	0.02025395	0.05515802	0.6056123	0.1369702
1136	-1562.33	-1566.66	4.33114	0.02025395	0.01732435	0.5561809	0.1369702
1137	-1563.39	-1567.58	4.19326	0.03825577	0.01732435	0.679676	0.1274088
1138	-1562.01	-1568.09	6.08625	0.02344473	0.003299027	0.5419278	0.1274088
1139	-1563.8	-1568.12	4.32194	0.04428183	0.01568043	0.6603395	0.1279114
1140	-1562.57	-1567.68	5.10027	0.03312991	0.008076916	0.6139307	0.1233987
1141	-1561.78	-1566.74	4.96041	0.01998204	0.008076916	0.7438301	0.1137659
1142	-1563.44	-1566.53	3.09147	0.01998204	0.04627316	0.7438301	0.1287056
1143	-1563.74	-1566.91	3.17746	0.03161464	0.04627316	0.6259388	0.1443492
1144	-1563.12	-1566.43	3.30703	0.02272389	0.04627316	0.6259388	0.1268069
1145	-1563.4	-1566.85	3.45656	0.02272389	0.04192721	0.5994372	0.1260747
1146	-1565.26	-1568.15	2.89132	0.04868288	0.06585168	0.5994372	0.1412671
1147	-1561.91	-1567.72	5.81244	0.02930664	0.003424633	0.5994372	0.1463404
1148	-1560.33	-1567.22	6.8928	0.02223211	0.001327153	0.6733267	0.1130404
1149	-1560.93	-1567.21	6.27634	0.02223211	0.002459037	0.6848648	0.1108116
1150	-1556.92	-1566.95	10.0271	0.02223211	5.485799e-05	0.6490126	0.1240767
1151	-1557.89	-1567.57	9.68399	0.02275655	6.269904e-05	0.7720724	0.1240767
1152	-1555.57	-1567.21	11.6387	0.02312302	1.151608e-05	0.6192929	0.1240767
1153	-1556.18	-1567.77	11.5924	0.009131824	1.151608e-05	0.6192929	0.1299589
1154	-1562.02	-1572.04	10.0206	0.02143769	7.926742e-05	0.4094282	0.1299589
1155	-1563.39	-1569.87	6.47334	0.02143769	0.002109396	0.4094282	0.1695434
1156	-1563.42	-1566.99	3.56625	0.02143769	0.0305527	0.5469037	0.1695434
1157	-1564.77	-1567.05	2.27903	0.02143769	0.1028572	0.5469037	0.1824433
1158	-1564.77	-1567.05	2.27903	0.02143769	0.1028572	0.5469037	0.1824433
1159	-1564.08	-1566.53	2.44625	0.02143769	0.1028572	0.5031222	0.1662927
1160	-1563.68	-1566.08	2.39988	0.01400816	0.1028572	0.5303616	0.1662927
1161	-1563.99	-1566.39	2.39988	0.006415574	0.1028572	0.5303616	0.1662927
1162	-1564.3	-1567.4	3.10562	0.03332796	0.05078507	0.5303616	0.1662927
1163	-1563.82	-1567.02	3.19552	0.03332796	0.05078507	0.5303616	0.1519944
1164	-1563.84	-1566.98	3.13921	0.03332796	0.05078507	0.563441	0.1519944
1165	-1561.79	-1567.66	5.87049	0.0265803	0.003881415	0.563441	0.1295369
1166	-1561.45	-1567.12	5.66687	0.01177603	0.003881415	0.683046	0.1295369
1167	-1566.7	-1569.56	2.85459	0.04899868	0.05721995	0.6607142	0.1519514
