Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction[7]	extinction[8]	extinction[9]	extinction[10]	extinction[11]	log_extinction[1]	log_extinction[2]	log_extinction[3]	log_extinction[4]	log_extinction[5]	log_extinction[6]	log_extinction[7]	log_extinction[8]	log_extinction[9]	log_extinction[10]	log_extinction[11]	log_speciation[1]	log_speciation[2]	log_speciation[3]	log_speciation[4]	log_speciation[5]	log_speciation[6]	log_speciation[7]	log_speciation[8]	log_speciation[9]	log_speciation[10]	log_speciation[11]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation[7]	speciation[8]	speciation[9]	speciation[10]	speciation[11]
110	-1549.47	-1568.26	18.7884	0.176725	0.182459	0.181483	0.193446	0.211439	0.189176	0.207161	0.215835	0.196167	0.206584	0.226541	-1.73316	-1.70123	-1.7066	-1.64276	-1.55382	-1.66508	-1.57426	-1.53324	-1.62879	-1.57705	-1.48483	-1.24511	-1.3007	-1.42028	-1.50153	-1.56888	-1.54776	-1.52106	-1.5542	-1.56665	-1.57428	-1.49216	0.28791	0.272342	0.241646	0.222789	0.208278	0.212723	0.218479	0.211358	0.208743	0.207156	0.224887
120	-1543.86	-1567.82	23.9558	0.114577	0.117597	0.117084	0.128582	0.119937	0.127847	0.121983	0.122317	0.120285	0.117888	0.12423	-2.16651	-2.14049	-2.14486	-2.05119	-2.12079	-2.05692	-2.10388	-2.10114	-2.11789	-2.13802	-2.08562	-1.38788	-1.48788	-1.56401	-1.60476	-1.68117	-1.67569	-1.68718	-1.73338	-1.72886	-1.67038	-1.60206	0.249603	0.225851	0.209296	0.200939	0.186157	0.187179	0.185041	0.176687	0.177486	0.188175	0.201481
130	-1549.84	-1566.88	17.0372	0.107393	0.124507	0.137054	0.142936	0.160035	0.164702	0.177964	0.179599	0.169144	0.155865	0.164058	-2.23126	-2.08339	-1.98738	-1.94536	-1.83236	-1.80362	-1.72617	-1.71703	-1.777	-1.85876	-1.80754	-1.4232	-1.48702	-1.54598	-1.64662	-1.6681	-1.74071	-1.64852	-1.68388	-1.74485	-1.69709	-1.72689	0.240943	0.226044	0.213104	0.192699	0.188605	0.175395	0.192334	0.185653	0.174671	0.183217	0.177837
140	-1547.75	-1566.69	18.9407	0.100943	0.105448	0.113775	0.131298	0.138668	0.147612	0.143753	0.145272	0.135934	0.148934	0.152102	-2.2932	-2.24954	-2.17354	-2.03029	-1.97567	-1.91317	-1.93966	-1.92915	-1.99559	-1.90425	-1.88321	-1.43482	-1.48489	-1.59693	-1.65779	-1.7169	-1.79402	-1.76128	-1.72325	-1.82692	-1.82339	-1.78146	0.238158	0.226528	0.202517	0.19056	0.179621	0.16629	0.171825	0.178485	0.160908	0.161478	0.168392
150	-1547.75	-1568.81	21.0577	0.219462	0.19275	0.193704	0.204071	0.209568	0.205072	0.206405	0.216308	0.2157	0.214857	0.231801	-1.51657	-1.64636	-1.64142	-1.58929	-1.56271	-1.58439	-1.57792	-1.53105	-1.53386	-1.53778	-1.46188	-1.1659	-1.19991	-1.30016	-1.37476	-1.48998	-1.49872	-1.47018	-1.46377	-1.45226	-1.40915	-1.28275	0.311642	0.301222	0.272487	0.252901	0.225376	0.223416	0.229883	0.231361	0.234041	0.24435	0.277272
160	-1552.96	-1569.42	16.4617	0.0756173	0.087077	0.0925897	0.107233	0.0998947	0.104419	0.101972	0.0949879	0.100485	0.09851	0.0988045	-2.58207	-2.44096	-2.37958	-2.23276	-2.30364	-2.25935	-2.28306	-2.35401	-2.29775	-2.3176	-2.31461	-1.45457	-1.50971	-1.59074	-1.64221	-1.68939	-1.65057	-1.7601	-1.70888	-1.64499	-1.76056	-1.76472	0.2335	0.220973	0.203776	0.193551	0.184632	0.19194	0.172027	0.181069	0.193015	0.171948	0.171235
170	-1549.65	-1568.2	18.5541	0.123318	0.136416	0.151794	0.166545	0.159501	0.163314	0.162953	0.163045	0.151538	0.154527	0.166789	-2.09299	-1.99205	-1.88523	-1.79249	-1.83571	-1.81208	-1.81429	-1.81373	-1.88692	-1.86738	-1.79102	-1.41234	-1.3193	-1.43595	-1.50941	-1.59709	-1.53159	-1.44405	-1.47377	-1.50161	-1.54469	-1.54488	0.243574	0.267321	0.237888	0.221041	0.202485	0.216192	0.235969	0.22906	0.222772	0.213378	0.213337
180	-1545.28	-1570.46	25.1798	0.13913	0.152881	0.17028	0.168184	0.170485	0.160306	0.157419	0.16026	0.159844	0.170533	0.169268	-1.97235	-1.87809	-1.77031	-1.7827	-1.76911	-1.83067	-1.84884	-1.83096	-1.83356	-1.76882	-1.77627	-1.29539	-1.31577	-1.27263	-1.32145	-1.39907	-1.37854	-1.38445	-1.35867	-1.42871	-1.47148	-1.43661	0.273791	0.268268	0.280094	0.266748	0.246827	0.251947	0.250461	0.257003	0.239617	0.229585	0.237733
190	-1544.64	-1569.18	24.5453	0.229445	0.2315	0.242485	0.262477	0.269626	0.258883	0.236315	0.219448	0.230699	0.228628	0.238705	-1.47209	-1.46318	-1.41681	-1.33759	-1.31072	-1.35138	-1.44259	-1.51664	-1.46664	-1.47566	-1.43253	-1.11858	-1.09919	-1.16242	-1.19106	-1.12556	-1.19359	-1.2384	-1.31463	-1.32696	-1.37656	-1.37551	0.326745	0.33314	0.312729	0.3039	0.324471	0.303131	0.289846	0.268573	0.265282	0.252447	0.25271
200	-1549.46	-1572.49	23.0305	0.242961	0.233205	0.247012	0.246331	0.219296	0.219014	0.200853	0.207297	0.196648	0.191409	0.186484	-1.41486	-1.45584	-1.39832	-1.40108	-1.51733	-1.51862	-1.60518	-1.5736	-1.62634	-1.65335	-1.67941	-1.15914	-1.23286	-1.28698	-1.21544	-1.30284	-1.32116	-1.40147	-1.45668	-1.46809	-1.50997	-1.50035	0.313754	0.291458	0.276104	0.296578	0.271758	0.266826	0.246234	0.23301	0.230364	0.220916	0.223052
210	-1548.85	-1569.78	20.929	0.102702	0.113294	0.114127	0.105954	0.0987096	0.0986825	0.0927714	0.0909605	0.096854	0.0985615	0.106014	-2.27593	-2.17777	-2.17045	-2.24475	-2.31557	-2.31585	-2.37762	-2.39733	-2.33455	-2.31707	-2.24419	-1.37004	-1.3899	-1.46603	-1.55901	-1.61869	-1.70885	-1.77227	-1.78297	-1.7385	-1.8187	-1.89329	0.254097	0.2491	0.23084	0.210345	0.198158	0.181074	0.169947	0.168139	0.175783	0.162237	0.150575
220	-1548.71	-1569.55	20.8334	0.096854	0.0954939	0.0990989	0.0954931	0.0878865	0.0872635	0.0878534	0.0896213	0.0935715	0.102528	0.101486	-2.33455	-2.34869	-2.31164	-2.3487	-2.43171	-2.43882	-2.43209	-2.41216	-2.36903	-2.27762	-2.28783	-1.47784	-1.50395	-1.5942	-1.64027	-1.71466	-1.83186	-1.85258	-1.91183	-1.92394	-2.01453	-1.88756	0.228129	0.222251	0.203072	0.193928	0.180024	0.160115	0.156833	0.14781	0.14603	0.133383	0.15144
230	-1554.05	-1569.99	15.938	0.128212	0.143758	0.147271	0.152802	0.145219	0.121051	0.116866	0.110151	0.116969	0.107586	0.109993	-2.05407	-1.93963	-1.91548	-1.87861	-1.92951	-2.11154	-2.14673	-2.2059	-2.14585	-2.22947	-2.20734	-1.41502	-1.5669	-1.59148	-1.66042	-1.75241	-1.74583	-1.72911	-1.71808	-1.78773	-1.8334	-1.78646	0.242921	0.208692	0.203624	0.190059	0.173355	0.1745	0.177443	0.179411	0.167339	0.159869	0.167553
240	-1545.92	-1568.22	22.3043	0.176007	0.173972	0.180271	0.182122	0.169766	0.173457	0.176098	0.171061	0.177194	0.167851	0.191661	-1.73723	-1.74886	-1.71329	-1.70308	-1.77334	-1.75183	-1.73671	-1.76574	-1.73051	-1.78468	-1.65203	-1.20744	-1.24972	-1.30516	-1.45907	-1.4524	-1.49344	-1.50061	-1.42341	-1.46601	-1.44153	-1.46773	0.298962	0.286584	0.271128	0.232452	0.234008	0.224598	0.222995	0.240891	0.230846	0.236564	0.230448
250	-1544.3	-1573.01	28.713	0.113343	0.114365	0.112715	0.117961	0.110403	0.111351	0.111575	0.112724	0.108799	0.109774	0.109279	-2.17733	-2.16836	-2.1829	-2.13741	-2.20362	-2.19507	-2.19306	-2.18282	-2.21826	-2.20933	-2.21385	-1.46027	-1.55477	-1.50354	-1.54283	-1.53803	-1.55705	-1.56106	-1.60334	-1.58275	-1.61277	-1.60935	0.232174	0.211238	0.222342	0.213775	0.214804	0.210758	0.209913	0.201223	0.205409	0.199334	0.200017
260	-1546.38	-1569.75	23.3727	0.121974	0.131005	0.150545	0.147029	0.14028	0.143172	0.142796	0.140607	0.141268	0.158835	0.159765	-2.10395	-2.03252	-1.89349	-1.91713	-1.96412	-1.94371	-1.94634	-1.96178	-1.9571	-1.83989	-1.83405	-1.39169	-1.40929	-1.45056	-1.39295	-1.45318	-1.49587	-1.47805	-1.51618	-1.57829	-1.52649	-1.49465	0.248654	0.244316	0.23444	0.248341	0.233827	0.224053	0.228083	0.219548	0.206327	0.217298	0.224327
270	-1548.1	-1569.5	21.3992	0.0864408	0.0929168	0.0964323	0.0912382	0.0924034	0.0888623	0.087821	0.0802813	0.0859989	0.0856926	0.0844101	-2.4483	-2.37605	-2.33891	-2.39428	-2.38159	-2.42067	-2.43245	-2.52222	-2.45342	-2.45699	-2.47207	-1.54083	-1.58728	-1.70029	-1.75127	-1.84888	-1.90712	-1.89804	-1.83366	-1.93713	-1.89838	-1.96142	0.214202	0.20448	0.18263	0.173554	0.157414	0.148507	0.149861	0.159828	0.144117	0.149811	0.140658
280	-1545.68	-1571.37	25.6895	0.102638	0.105639	0.110147	0.104459	0.0996227	0.110529	0.106845	0.107651	0.110723	0.110516	0.115991	-2.27655	-2.24773	-2.20594	-2.25896	-2.30636	-2.20248	-2.23637	-2.22886	-2.20072	-2.20259	-2.15424	-1.54858	-1.54209	-1.64561	-1.72994	-1.76729	-1.77566	-1.79393	-1.7487	-1.73851	-1.7405	-1.77493	0.212549	0.213932	0.192894	0.177295	0.170796	0.169371	0.166305	0.174001	0.175782	0.175432	0.169495
290	-1548.31	-1569.57	21.2615	0.162491	0.180249	0.172569	0.168678	0.179098	0.181712	0.185658	0.18619	0.190129	0.181822	0.182539	-1.81714	-1.71342	-1.75696	-1.77976	-1.71982	-1.70533	-1.68385	-1.68099	-1.66005	-1.70473	-1.70079	-1.19484	-1.25121	-1.2475	-1.39586	-1.39182	-1.34127	-1.47196	-1.45534	-1.34977	-1.34908	-1.36169	0.302754	0.286159	0.287221	0.247619	0.248623	0.261514	0.229476	0.23332	0.2593	0.259478	0.256228
300	-1546.87	-1568.14	21.2651	0.148295	0.158772	0.148534	0.160965	0.153208	0.158674	0.179316	0.177021	0.187623	0.2014	0.209448	-1.90855	-1.84029	-1.90694	-1.82657	-1.87596	-1.8409	-1.7186	-1.73149	-1.67332	-1.60246	-1.56328	-1.36425	-1.34842	-1.43377	-1.47179	-1.58761	-1.57956	-1.53275	-1.50081	-1.50793	-1.44806	-1.39604	0.255573	0.259649	0.238408	0.229514	0.204413	0.206066	0.215942	0.222949	0.221368	0.235025	0.247577
310	-1544.05	-1570.34	26.289	0.133987	0.133546	0.146005	0.150032	0.147071	0.14079	0.153536	0.150813	0.144154	0.150339	0.156533	-2.01001	-2.01331	-1.92411	-1.89691	-1.91684	-1.96048	-1.87382	-1.89171	-1.93687	-1.89486	-1.85449	-1.38038	-1.36726	-1.44494	-1.41393	-1.45724	-1.49636	-1.43731	-1.44367	-1.46254	-1.40867	-1.40912	0.251482	0.254804	0.23576	0.243185	0.232877	0.223943	0.237566	0.23606	0.231646	0.244468	0.244358
320	-1545.47	-1571.8	26.3322	0.152065	0.148428	0.1595	0.161387	0.153217	0.157855	0.149	0.152343	0.145043	0.13716	0.132246	-1.88345	-1.90765	-1.83571	-1.82395	-1.8759	-1.84608	-1.90381	-1.88162	-1.93072	-1.9866	-2.02309	-1.38745	-1.46967	-1.44963	-1.5099	-1.50107	-1.48108	-1.41126	-1.43531	-1.49582	-1.46915	-1.477	0.249711	0.23	0.234656	0.220933	0.222892	0.227392	0.243837	0.238042	0.224066	0.23012	0.228322
330	-1542.08	-1568.21	26.1286	0.18426	0.206638	0.210895	0.203199	0.197822	0.202247	0.21432	0.206849	0.210702	0.19211	0.20474	-1.69141	-1.57679	-1.5564	-1.59357	-1.62039	-1.59826	-1.54028	-1.57576	-1.55731	-1.64969	-1.58602	-1.22285	-1.24301	-1.26097	-1.30349	-1.34798	-1.36629	-1.38469	-1.37243	-1.33577	-1.32625	-1.37395	0.294389	0.288515	0.28338	0.271582	0.259764	0.25505	0.250402	0.253489	0.262955	0.265472	0.253106
340	-1546.06	-1568.59	22.531	0.230642	0.256151	0.265063	0.288565	0.288059	0.271945	0.281527	0.271988	0.269085	0.278071	0.268035	-1.46689	-1.36199	-1.32779	-1.24283	-1.24459	-1.30216	-1.26753	-1.302	-1.31273	-1.27988	-1.31664	-1.14178	-1.09257	-1.10835	-1.148	-1.1462	-1.23522	-1.20591	-1.08581	-1.12574	-1.16715	-1.07143	0.319251	0.335355	0.330103	0.317269	0.317843	0.29077	0.299418	0.337627	0.324412	0.311251	0.342519
350	-1549.05	-1570.15	21.0997	0.22512	0.221611	0.209955	0.227507	0.272881	0.273345	0.278617	0.261626	0.250873	0.255616	0.249453	-1.49112	-1.50683	-1.56086	-1.48057	-1.29872	-1.29702	-1.27792	-1.34084	-1.38281	-1.36408	-1.38849	-1.09462	-1.12737	-1.16505	-1.15898	-1.17544	-1.149	-1.13712	-1.16486	-1.11917	-1.26482	-1.2687	0.334667	0.323885	0.311907	0.313806	0.308682	0.316953	0.32074	0.311967	0.326551	0.28229	0.281198
360	-1559.19	-1570.33	11.1377	0.210292	0.212171	0.222531	0.221	0.219549	0.207341	0.254224	0.243026	0.218488	0.194469	0.183429	-1.55926	-1.55036	-1.50269	-1.50959	-1.51618	-1.57339	-1.36954	-1.41459	-1.52102	-1.63748	-1.69593	-1.06851	-1.07658	-1.28202	-1.38967	-1.45395	-1.48152	-1.5445	-1.49437	-1.51625	-1.48222	-1.52366	0.343518	0.34076	0.277475	0.249157	0.233646	0.227292	0.213419	0.22439	0.219535	0.227133	0.217912
370	-1551.16	-1571.26	20.1022	0.147387	0.152941	0.160765	0.193342	0.191432	0.185381	0.18831	0.196676	0.197725	0.185615	0.179869	-1.91469	-1.8777	-1.82781	-1.64329	-1.65322	-1.68534	-1.66967	-1.6262	-1.62088	-1.68408	-1.71552	-1.37901	-1.40102	-1.32305	-1.34804	-1.3194	-1.28413	-1.28727	-1.255	-1.4068	-1.3417	-1.36552	0.251828	0.246347	0.266321	0.259748	0.267294	0.276891	0.276024	0.285075	0.244927	0.261402	0.255249
380	-1548.93	-1568.38	19.4535	0.167318	0.174784	0.191338	0.186467	0.188996	0.21437	0.220024	0.226264	0.227793	0.278221	0.28691	-1.78786	-1.7442	-1.65371	-1.6795	-1.66603	-1.54005	-1.51402	-1.48605	-1.47932	-1.27934	-1.24859	-1.20801	-1.25001	-1.28564	-1.32371	-1.3681	-1.39618	-1.31058	-1.33971	-1.28715	-1.31601	-1.33928	0.298791	0.286502	0.276475	0.266146	0.254591	0.247542	0.269663	0.261922	0.276057	0.268204	0.262034
390	-1549.07	-1569.81	20.7439	0.153547	0.155495	0.151885	0.162643	0.158871	0.174268	0.171511	0.16712	0.186277	0.198192	0.189578	-1.87375	-1.86114	-1.88463	-1.8162	-1.83966	-1.74716	-1.76311	-1.78904	-1.68052	-1.61852	-1.66295	-1.35109	-1.4534	-1.49208	-1.59304	-1.47777	-1.49324	-1.53973	-1.55882	-1.53932	-1.56537	-1.65262	0.258959	0.233774	0.224904	0.203307	0.228145	0.224643	0.21444	0.210384	0.214526	0.209011	0.191548
400	-1543.2	-1567.42	24.2164	0.158935	0.1801	0.184388	0.187318	0.191857	0.201109	0.193925	0.190942	0.194286	0.19739	0.191607	-1.83926	-1.71424	-1.69072	-1.67495	-1.651	-1.60391	-1.64028	-1.65578	-1.63842	-1.62257	-1.65231	-1.27786	-1.29414	-1.38158	-1.39056	-1.36959	-1.44149	-1.4889	-1.54175	-1.55057	-1.63903	-1.55436	0.278632	0.274133	0.25118	0.248937	0.25421	0.236576	0.22562	0.214005	0.212127	0.194168	0.211326
410	-1540.85	-1568.74	27.8868	0.14937	0.159251	0.164194	0.164443	0.177492	0.168796	0.175704	0.185406	0.195883	0.194894	0.199166	-1.90133	-1.83728	-1.8067	-1.80519	-1.72883	-1.77906	-1.73895	-1.68521	-1.63024	-1.6353	-1.61361	-1.3079	-1.37077	-1.35101	-1.38652	-1.43608	-1.4169	-1.44099	-1.44834	-1.44582	-1.4424	-1.45331	0.270388	0.253912	0.258979	0.249943	0.237858	0.242464	0.236694	0.23496	0.235553	0.23636	0.233794
420	-1548.34	-1567.16	18.825	0.130408	0.141248	0.151382	0.149438	0.14946	0.158737	0.174946	0.16384	0.154822	0.151675	0.155216	-2.03708	-1.95724	-1.88795	-1.90087	-1.90073	-1.84051	-1.74328	-1.80886	-1.86548	-1.88602	-1.86294	-1.281	-1.39914	-1.39071	-1.49352	-1.63966	-1.61935	-1.66511	-1.75157	-1.73963	-1.76279	-1.82315	0.277759	0.246809	0.248899	0.224581	0.194046	0.198027	0.189169	0.173501	0.175585	0.171565	0.161516
430	-1545.29	-1568.28	22.9898	0.12802	0.138896	0.148214	0.15671	0.161223	0.154178	0.140461	0.13608	0.143246	0.156072	0.154702	-2.05557	-1.97403	-1.9091	-1.85336	-1.82497	-1.86965	-1.96282	-1.99452	-1.94319	-1.85744	-1.86626	-1.36994	-1.33774	-1.42353	-1.40853	-1.46624	-1.53901	-1.55189	-1.59441	-1.6491	-1.57872	-1.55205	0.254123	0.262439	0.240863	0.244503	0.230792	0.214593	0.211848	0.203029	0.192223	0.206239	0.211814
440	-1544.51	-1567.18	22.6755	0.143068	0.149726	0.171715	0.17337	0.163967	0.171102	0.172952	0.180524	0.188948	0.183528	0.187355	-1.94444	-1.89895	-1.76192	-1.75233	-1.80809	-1.76549	-1.75474	-1.71189	-1.66628	-1.69539	-1.67475	-1.30731	-1.33619	-1.41325	-1.5198	-1.5102	-1.52681	-1.54322	-1.61778	-1.65966	-1.57767	-1.62872	0.270546	0.262846	0.243352	0.218756	0.220867	0.217227	0.213692	0.198339	0.190204	0.206456	0.19618
450	-1550.91	-1573.88	22.9698	0.117395	0.120282	0.117591	0.111404	0.127948	0.120766	0.117962	0.122129	0.129782	0.131361	0.141482	-2.14221	-2.11792	-2.14054	-2.19459	-2.05613	-2.1139	-2.1374	-2.10267	-2.0419	-2.0298	-1.95558	-1.46532	-1.48933	-1.44781	-1.38094	-1.45828	-1.55621	-1.57546	-1.56793	-1.50817	-1.51065	-1.4871	0.231004	0.225523	0.235085	0.251343	0.232637	0.210935	0.206912	0.208477	0.221314	0.220767	0.226026
460	-1550.91	-1569.64	18.7303	0.197181	0.203723	0.215155	0.21793	0.214772	0.227151	0.195861	0.19469	0.198455	0.20955	0.19668	-1.62364	-1.591	-1.5364	-1.52358	-1.53818	-1.48214	-1.63035	-1.63635	-1.61719	-1.56279	-1.62618	-1.23622	-1.21668	-1.38166	-1.2482	-1.31093	-1.26356	-1.24619	-1.26709	-1.31985	-1.33381	-1.37356	0.29048	0.296212	0.251162	0.287022	0.269568	0.282647	0.287598	0.281649	0.267174	0.26347	0.253204
470	-1547	-1567.85	20.8451	0.18135	0.181735	0.188312	0.183685	0.185835	0.184577	0.181682	0.168369	0.156533	0.153194	0.146691	-1.70733	-1.70521	-1.66966	-1.69453	-1.6829	-1.68969	-1.7055	-1.7816	-1.85449	-1.87605	-1.91943	-1.19585	-1.25652	-1.36026	-1.35148	-1.3833	-1.51174	-1.56281	-1.4646	-1.48579	-1.55459	-1.67276	0.302447	0.284643	0.256593	0.258858	0.250749	0.220525	0.209546	0.23117	0.226324	0.211276	0.187727
480	-1548.12	-1568.98	20.8643	0.130603	0.134091	0.138095	0.149618	0.137316	0.132842	0.130907	0.130646	0.127639	0.11815	0.117002	-2.03559	-2.00923	-1.97981	-1.89967	-1.98547	-2.0186	-2.03327	-2.03526	-2.05855	-2.1358	-2.14557	-1.42636	-1.4728	-1.58343	-1.54386	-1.57694	-1.72055	-1.74257	-1.65983	-1.69939	-1.75907	-1.83435	0.240182	0.229282	0.20527	0.213555	0.206606	0.178968	0.17507	0.190171	0.182796	0.172205	0.159717
490	-1545.5	-1567.6	22.0986	0.113174	0.114895	0.116283	0.116596	0.129984	0.133421	0.134695	0.145387	0.140464	0.138334	0.148505	-2.17883	-2.16374	-2.15173	-2.14904	-2.04034	-2.01425	-2.00475	-1.92836	-1.9628	-1.97808	-1.90714	-1.3491	-1.452	-1.51956	-1.61764	-1.69572	-1.65646	-1.64083	-1.61903	-1.67748	-1.7204	-1.63727	0.259473	0.234101	0.218809	0.198366	0.183466	0.190813	0.19382	0.198091	0.186845	0.178995	0.19451
