Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
4670	-3289.1396346970345803	-3306.5113486288692002	17.371713931834847244	1.6295116489116472369	0.443831	0.0643272	0.0403836	0.0849461	0.00974502	0.0108845	0.047705	0.190596	0.0159018	0.0571466	0.0138999	0.138274	0.0177552	0.00893174	0.603313	0.0025748	0.0295176	0.33417	0.0214928	0.58098259718960398867	0.312442	0.280528	0.125866	0.281164	0.244654	0.608784	1.0572	2.08936	1.1353961594477461894
4680	-3288.6582722649495736	-3304.8785862216600435	16.220313956710160852	1.4163378258184251557	0.559773	0.0447783	0.0669266	0.0597592	0.0168475	0.00511215	0.0643745	0.216096	0.00677343	0.0351161	0.00518231	0.147569	0.0250756	0.00229337	0.584705	0.00900263	0.0176699	0.374158	0.0121709	0.57741259921454346493	0.279622	0.31428	0.122561	0.283537	0.212104	0.574011	1.04511	2.16878	1.2533835887007092058
4690	-3283.5185237027581024	-3301.521147116096472	18.002623413338056935	1.6891685086973780017	0.442999	0.0447783	0.0473519	0.0858444	0.0249197	0.0069417	0.0739529	0.170698	0.008473	0.0302169	0.00702288	0.0970411	0.0304172	0.0185293	0.560354	0.00768177	0.0174957	0.388551	0.00738842	0.59331298632461659803	0.282901	0.308535	0.119032	0.289532	0.253122	0.617288	1.05984	2.06975	1.0706571182701085654
4700	-3286.1174433063847573	-3301.9181877245387113	15.800744418153810145	1.3202545621365970874	0.474922	0.0559189	0.0726545	0.103938	0.0238491	0.00459901	0.0891354	0.276004	0.0010013	0.0200645	0.0138605	0.149349	0.00932956	0.0113125	0.482682	0.00271754	0.00511511	0.484989	0.0131839	0.58762579044424290142	0.306165	0.286055	0.129582	0.278198	0.196173	0.55562	1.03786	2.21035	1.294624838995045879
4710	-3281.9222433749619086	-3298.9584475562301122	17.036204181268352897	1.3826169593026296223	0.402622	0.0759464	0.0766426	0.103938	0.0136285	0.00526842	0.0617718	0.280383	0.0134538	0.0211455	0.0169012	0.0789559	0.0210526	0.011611	0.545038	0.00257771	0.0161503	0.419731	0.0048918	0.5730156573198982306	0.305814	0.306797	0.126702	0.260687	0.206606	0.567776	1.04271	2.1829	1.1717102307041937781
4720	-3283.4148896423739643	-3302.0632825651232451	18.648392922749092548	0.96015712090786198285	0.332133	0.0705413	0.0782749	0.0703035	0.0215151	0.00716756	0.0612071	0.129554	0.020994	0.0142126	0.00300639	0.156634	0.0231321	0.0157596	0.527702	0.00293922	0.0132211	0.433036	0.00734259	0.48993495686508353737	0.296757	0.298044	0.125941	0.279258	0.128937	0.464439	0.993071	2.41355	0.98867489848273437669
4730	-3283.325003530430422	-3298.4676869517893465	15.142683421358679396	0.48951929989633335971	0.413729	0.0593032	0.0448248	0.0916675	0.0195224	0.0048461	0.048373	0.247929	0.0271806	0.0364905	0.00143129	0.161498	0.0407826	0.0160417	0.495716	0.00248247	0.00235495	0.481792	0.00161222	0.35910693732904946929	0.294456	0.29284	0.139074	0.27363	0.031462	0.245019	0.81249	2.91103	1.197578547352432965
4740	-3281.2932155762873663	-3298.711967054609886	17.41875147832256232	0.49911213996806846893	0.331492	0.0576464	0.0502895	0.0763234	0.0219926	0.0047838	0.0630811	0.205124	0.0218526	0.0393874	0.0081265	0.0886414	0.00715172	0.0205078	0.472231	0.00948224	0.00181445	0.493564	0.00240054	0.35392297497860103483	0.292716	0.304287	0.122516	0.280481	0.0332233	0.251336	0.819621	2.89582	0.97589278625848407955
4750	-3286.5107946654861735	-3299.6972513707282815	13.186456705242123988	0.40814013033127310992	0.427666	0.089834	0.0648603	0.0959134	0.0254181	0.00820566	0.0754983	0.297605	0.0240991	0.0495362	0.00415117	0.14708	0.0225615	0.0145145	0.519912	0.00352596	0.0158614	0.443503	0.00268253	0.29255682716963637979	0.286131	0.311254	0.145926	0.256689	0.0179061	0.18781	0.739941	3.05434	1.3324285946895328969
4760	-3284.2777695844474692	-3299.6681340635968809	15.390364479149365451	0.90255815611777412411	0.529562	0.0590778	0.0833985	0.0847084	0.0160632	0.00898304	0.067253	0.182693	0.0133625	0.0331066	0.00280808	0.197305	0.0286323	0.0166128	0.496099	0.00275954	0.0157237	0.468184	0.000620803	0.49137558304640255313	0.280469	0.323448	0.143978	0.252106	0.117125	0.445368	0.981771	2.45574	1.3069529784177691401
4770	-3289.8545170502329711	-3306.396961879216633	16.542444828983985161	0.7076160131954809529	0.375572	0.0650164	0.0715378	0.0855279	0.0331121	0.00120822	0.0675971	0.278586	0.00369241	0.0531046	0.00101642	0.0890811	0.026334	0.0121501	0.522778	0.00634904	0.002488	0.45507	0.00116404	0.48027781854009987672	0.292394	0.296776	0.125641	0.285189	0.0758158	0.367102	0.927658	2.62942	1.1513860148711960729
4780	-3282.3443231418837058	-3300.2432272538439975	17.898904111960465713	3.5584857123275281943	0.382361	0.0538813	0.0652631	0.0938777	0.0150073	0.00898568	0.049214	0.172248	0.00292098	0.0329605	0.00835908	0.0622145	0.015252	0.0152711	0.557938	0.00457556	0.0189805	0.402401	0.000834191	0.57158542693938874102	0.313144	0.276406	0.126139	0.284312	0.42833	0.758409	1.08416	1.7291	0.96254491785289364447
4790	-3286.5406806467790375	-3304.5174871938334036	17.97680654705445491	3.0597452612653501802	0.316334	0.0410451	0.0687243	0.0959372	0.0296713	0.00396776	0.076845	0.179347	0.0295961	0.0418025	0.00929258	0.0872583	0.0119456	0.0187728	0.496472	0.00423087	0.00987363	0.468912	0.00173886	0.54425661833889904528	0.310219	0.281332	0.136794	0.271655	0.393832	0.734783	1.0828	1.78859	0.99176677142195568404
4800	-3285.6660212254219005	-3302.4571450681778515	16.791123842756249473	0.84766718383900163669	0.439073	0.0723095	0.0572321	0.0903364	0.0111371	0.00684994	0.0617961	0.188978	0.0376937	0.0394414	0.00929258	0.122632	0.0213405	0.0317901	0.448686	0.00439814	0.00870655	0.498204	0.00821585	0.50052429786192520478	0.278365	0.301785	0.139651	0.280199	0.105654	0.42564	0.969335	2.49937	1.1581121079409955055
4810	-3289.2558579925253071	-3305.1510494328686036	15.895191440343372946	1.1051420883555600483	0.565164	0.0774219	0.061287	0.0817031	0.0118397	0.0146678	0.059212	0.196568	0.0254126	0.0595395	0.00872172	0.0945435	0.0208934	0.0122821	0.464146	0.00162232	0.0172866	0.487343	0.0173195	0.51044378156243619404	0.269477	0.300282	0.148718	0.281524	0.157442	0.506224	1.01545	2.32088	1.2769741224346702335
4820	-3282.4435648172729998	-3298.3010314090033717	15.857466591730460692	0.94118630057760688246	0.482105	0.0779358	0.066274	0.0747282	0.0195339	0.00747463	0.0510575	0.267613	0.0136513	0.0599228	0.00656551	0.112212	0.0263886	0.0160268	0.522095	0.002625	0.0154254	0.432727	0.0111004	0.49101941058670661722	0.292911	0.299038	0.131359	0.276693	0.125075	0.458331	0.989528	2.42707	1.2654614048100008006
4830	-3286.3827837513886152	-3300.5825868352412726	14.199803083852788887	5.8444765370029383433	0.508623	0.0493137	0.0609507	0.0890454	0.0121931	0.00986972	0.0440634	0.172513	0.0117539	0.0180628	0.00679538	0.154739	0.0263886	0.012872	0.59278	0.00265172	0.0183576	0.372376	0.000962459	0.62755488768876244166	0.302121	0.293089	0.119398	0.285393	0.533773	0.821743	1.0816	1.56288	1.1643118859432197709
4840	-3284.5035727569566006	-3304.4129232096724991	19.909350452716154223	1.3960078523577867937	0.282635	0.0518447	0.0413537	0.0876918	0.0221115	0.0150459	0.0501152	0.115557	0.0295786	0.0483154	0.0140755	0.116747	0.00937824	0.0217775	0.50869	0.00448632	0.0111428	0.451692	0.00221174	0.55791710290836149522	0.277786	0.321576	0.143036	0.257602	0.208802	0.570279	1.04368	2.17724	0.88444953129260184266
4850	-3280.8377702760371903	-3298.6933646516072258	17.855594375569761922	0.73346840399281454381	0.366154	0.0654743	0.0675583	0.0979652	0.0175959	0.00594485	0.0592004	0.194395	0.0326316	0.0262117	0.00336616	0.0753245	0.0152797	0.0260685	0.413621	0.00440415	0.00204361	0.542949	0.0109135	0.45474765852019766177	0.308103	0.296429	0.142696	0.252773	0.0813466	0.378903	0.936666	2.60308	1.027101278141241858
4860	-3287.6335601220089302	-3306.7267219684763404	19.09316184646754877	0.95093890923294532858	0.337642	0.0727691	0.0456401	0.0872419	0.0156339	0.0139007	0.0549325	0.138678	0.00943223	0.028696	0.00634692	0.0984248	0.0337595	0.0154598	0.460335	0.0070803	0.0286036	0.472661	0.0158601	0.4517113974389915243	0.314171	0.305325	0.124754	0.25575	0.127064	0.461492	0.99137	2.42007	0.94309758179467439998
4870	-3284.7726574624766727	-3302.9729040834808984	18.200246621004165348	1.0510198545310451834	0.371617	0.0805961	0.0558904	0.0910217	0.0164827	0.00574674	0.0620964	0.130343	0.016185	0.0521471	0.00221674	0.145694	0.012455	0.00364955	0.544059	0.0193946	0.0173813	0.411528	0.00398761	0.50218135155710963424	0.294595	0.300161	0.131944	0.2733	0.14702	0.491568	1.00796	2.35345	1.042492326028304328
4880	-3293.2119138686502993	-3312.6000672249456329	19.388153356295578789	2.9881801115700734606	0.257097	0.0287898	0.0246394	0.0654425	0.0183476	0.00424062	0.0567751	0.142833	0.0301865	0.0405104	0.0232157	0.136128	0.0276285	0.00741774	0.517226	0.0257058	0.00940475	0.434871	0.00537464	0.61803527462440488449	0.293467	0.310987	0.114063	0.281483	0.388345	0.730871	1.08246	1.79833	0.85583403757896148178
4890	-3289.4769209997889448	-3306.5074724407477333	17.030551440958550558	2.921850966230515656	0.518809	0.0416565	0.0403469	0.0657734	0.0157427	0.00775808	0.0576545	0.13627	0.0089926	0.0171985	0.0272931	0.124974	0.0339095	0.00581859	0.635086	0.00505295	0.00455886	0.341504	0.00797944	0.6064962432671436865	0.300114	0.297936	0.129827	0.272123	0.383124	0.727107	1.0821	1.80767	1.0963780490405228285
4900	-3285.2137637608766454	-3301.0598262341763984	15.846062473299484807	2.9375610563204053172	0.522839	0.0696701	0.0513274	0.0932238	0.0255291	0.00918109	0.059109	0.203319	0.00290581	0.02486	0.0138862	0.110639	0.0272092	0.00748913	0.545299	0.000317846	0.0186039	0.408268	0.020022	0.6012856778148292225	0.295596	0.300528	0.130649	0.273227	0.384373	0.728011	1.08219	1.80543	1.2136974285025472486
4910	-3283.2076528880670594	-3297.0415735934134318	13.833920705346079316	1.0229413743677635562	0.661133	0.0688138	0.0624118	0.112758	0.0189474	0.00661436	0.085612	0.219986	0.00186777	0.0395279	0.0215475	0.156701	0.0207558	0.0118332	0.557851	0.000266569	0.0113408	0.415924	0.00278483	0.57003189692977029868	0.289396	0.304474	0.131474	0.274656	0.141508	0.48354	1.0037	2.37125	1.476677302692792404
4920	-3295.7488886721389463	-3311.8594028791226265	16.110514206983609142	1.4319493492160921821	0.55213	0.0608035	0.0228967	0.127285	0.0188225	0.0166574	0.0884426	0.159177	0.00136833	0.0548573	0.0282603	0.114541	0.019105	0.0209045	0.559187	0.000155584	0.0168111	0.398381	0.00456042	0.52830850651460070644	0.252617	0.307706	0.129426	0.310251	0.214616	0.576823	1.04616	2.1624	1.2643462391222723973
4930	-3289.3452400164292158	-3306.8231715535494004	17.47793153712026637	2.9696120709581301789	0.426536	0.0598113	0.035728	0.103676	0.0115347	0.0138853	0.070775	0.15421	0.00445433	0.053333	0.0212859	0.0688781	0.0240921	0.0155288	0.659171	0.00265391	0.012488	0.295936	0.0142229	0.58723369687594739741	0.305745	0.302482	0.122707	0.269066	0.386897	0.729831	1.08236	1.80091	1.0481992501450851929
4940	-3282.3929111297466079	-3300.6391166164680726	18.246205486721482458	2.4252099999197307412	0.324901	0.0503293	0.0311512	0.109894	0.0149169	0.00919254	0.0546925	0.179519	0.0183099	0.0477894	0.0177139	0.130402	0.0200686	0.0150519	0.579696	0.00480111	0.0064921	0.387332	0.00662701	0.54169133086869802884	0.294844	0.3061	0.125537	0.27352	0.339249	0.693752	1.07773	1.88927	1.0088802077722502926
4950	-3285.3944499268827713	-3303.3847406570448584	17.990290730162193711	2.0205637818661377203	0.505176	0.0535501	0.0605371	0.0551506	0.0185988	0.00184305	0.0492614	0.109587	0.0143043	0.0250118	0.0177139	0.127292	0.0200686	0.0139882	0.540917	0.00136778	0.00279848	0.424276	0.0166526	0.60645499356242649203	0.286968	0.306187	0.14097	0.265875	0.295717	0.657183	1.0705	1.9766	1.0580955772613451771
4960	-3283.5069723914407405	-3300.9080344545131993	17.401062063072544106	1.2810121730388643879	0.489544	0.0577191	0.0610666	0.0815615	0.0120643	0.00947682	0.056182	0.161864	0.0192476	0.0451861	0.00346728	0.127292	0.00917494	0.0163846	0.631984	0.00300807	0.00307252	0.331532	0.0140181	0.61596441377670074768	0.281312	0.308963	0.129033	0.280692	0.189428	0.547524	1.03448	2.22857	1.1338465603215586164
4970	-3292.3327227589129507	-3307.9063411977058422	15.573618438792728114	1.4617585736806573138	0.533836	0.0872346	0.0591125	0.103534	0.0193992	0.00536568	0.0607316	0.174931	0.0101815	0.0401752	0.0180224	0.172435	0.0329503	0.00951527	0.520393	0.00365967	0.000496757	0.445687	0.020248	0.52625707097058860295	0.282724	0.31063	0.147851	0.258794	0.219354	0.582065	1.04809	2.15049	1.3179090107843329793
4980	-3293.2119539987461394	-3310.5564525512413638	17.344498552495430488	3.584159156943930391	0.323202	0.0469407	0.0478421	0.0856249	0.0144504	0.00700308	0.0903521	0.135122	0.0152054	0.0281904	0.0293393	0.180491	0.0122963	0.018252	0.372852	0.00494479	0.000474513	0.585743	0.0177335	0.57083453049555710201	0.288285	0.3183	0.14574	0.247676	0.429949	0.759478	1.0842	1.72638	1.0160586493442378409
4990	-3285.3734028187218428	-3301.6135353961171859	16.240132577395666402	2.6136980498580446586	0.506094	0.0489571	0.0662607	0.0733296	0.0172462	0.00747854	0.0768632	0.186	0.0165852	0.0315487	0.0225783	0.132386	0.011682	0.015899	0.602189	0.00322114	0.000423434	0.367059	0.0112077	0.61948138767591287568	0.299216	0.306592	0.132821	0.261371	0.356978	0.707616	1.07981	1.8556	1.197009252896487741
5000	-3286.1625717828037523	-3303.4437168630488486	17.281145080244726842	2.9068086508299080251	0.439937	0.0461633	0.0435591	0.0817014	0.0199816	0.00375271	0.0461109	0.223178	0.00535665	0.0556556	0.00123476	0.0912315	0.0145361	0.014659	0.548679	0.00361287	0.00103473	0.425903	0.00611196	0.58180545557805085632	0.281501	0.28844	0.142415	0.287644	0.381921	0.726234	1.08202	1.80983	1.0723980256342611206
5010	-3286.2900916143498762	-3302.5279130192170669	16.237821404867172959	1.4343392889951660507	0.54846	0.0532787	0.0542706	0.0853713	0.0132421	0.0123317	0.0408662	0.28709	0.0202332	0.0553452	0.0118049	0.0499708	0.0193456	0.01102	0.537478	0.00634464	0.000251078	0.43833	0.00657607	0.54722776534603034815	0.28772	0.294089	0.148201	0.269991	0.214999	0.577249	1.04632	2.16143	1.2516098318122141908
5020	-3287.2764311181108496	-3302.6368731483103147	15.360442030199623176	1.0565786752915193869	0.536939	0.0376599	0.074223	0.0572358	0.0273566	0.00232744	0.0701004	0.266185	0.0237634	0.0411218	0.0125134	0.163662	0.0138369	0.0139428	0.523813	0.00232127	0.00114344	0.44656	0.0122194	0.57641127356142873861	0.289862	0.301355	0.143187	0.265596	0.148103	0.493121	1.00878	2.35	1.3269248572784515527
5030	-3282.3149521747081963	-3299.5826319273514855	17.267679752643505964	1.5672718140770136586	0.394602	0.0565739	0.054257	0.0972606	0.0148181	0.00784611	0.0824825	0.259494	0.0203703	0.0327115	0.0134543	0.0857162	0.0275759	0.0214636	0.458034	0.00616417	0.0035301	0.499849	0.0109586	0.55111931355759258278	0.304512	0.305856	0.1315	0.258132	0.23553	0.599384	1.05414	2.11095	1.1471619411957056922
5040	-3284.1781114938621613	-3301.5114151422940267	17.333303648432195843	0.83977287321134241882	0.468663	0.0487138	0.0478956	0.0768237	0.0250722	0.0036202	0.07773	0.153698	0.0246982	0.0489567	0.00539241	0.117827	0.00339839	0.0151492	0.427846	0.00271598	0.0199703	0.525278	0.00904059	0.4991433202086683063	0.289324	0.313126	0.142668	0.254882	0.103989	0.422667	0.967394	2.50595	1.1024893296800701847
5050	-3280.2098498493951411	-3298.3953932791246189	18.185543429729357001	0.84597292099513698993	0.410132	0.0415967	0.0371995	0.0757909	0.0180812	0.00888113	0.060641	0.219301	0.0177067	0.0423676	0.00852461	0.0591563	0.0189934	0.0135311	0.473651	0.00980252	0.0137015	0.486764	0.00254943	0.50924799494036854242	0.288343	0.298682	0.142184	0.270791	0.105297	0.425005	0.968922	2.50078	1.0183718925211084905
5060	-3285.6722774891031804	-3303.0488553924960797	17.376577903392735891	1.90853062638797355	0.461543	0.0527035	0.0219976	0.0711335	0.0169151	0.00811823	0.060641	0.209055	0.0162208	0.0700663	0.018226	0.108508	0.00974111	0.0165202	0.410201	0.00952633	0.0106305	0.550866	0.00225553	0.5816988149402093633	0.28987	0.296081	0.15034	0.26371	0.282106	0.644921	1.06752	2.00545	1.1248687477541745583
5070	-3279.9094269558768246	-3299.0250588970029639	19.115631941126125071	2.7380643473351602424	0.282019	0.0555987	0.0439757	0.0702312	0.0233425	0.00515614	0.0650464	0.15198	0.0101128	0.0431901	0.0134467	0.108205	0.0285884	0.0172291	0.516835	0.00476268	0.0133391	0.4452	0.00263412	0.57201070234393025515	0.279921	0.303073	0.140326	0.27668	0.367925	0.71591	1.08088	1.83529	0.90089225678464779357
5080	-3290.343081689954488	-3307.9479809244826356	17.604899234528254226	3.3357876507579318215	0.328518	0.085982	0.0661999	0.0702408	0.020677	0.00388219	0.0566856	0.212047	0.00230685	0.0433546	0.0269188	0.0692967	0.0224852	0.0139832	0.442179	0.00819144	0.0127498	0.517636	0.00526035	0.61027277393616141676	0.292617	0.291174	0.15193	0.264278	0.413679	0.748574	1.08374	1.75401	1.0085947127019856406
5090	-3279.3978628993622806	-3298.1487973710291044	18.750934471667051184	1.7543874746000709397	0.320985	0.0589262	0.0589368	0.0902616	0.00848802	0.0119755	0.07012	0.205994	0.0141544	0.0367407	0.00344336	0.0942566	0.0194027	0.0164285	0.479074	0.0012089	0.00771398	0.485036	0.0105381	0.58784238411256184431	0.296169	0.305478	0.135982	0.26237	0.262083	0.626066	1.06243	2.04943	0.99368422562962255284
5100	-3292.2694651049209824	-3309.7583103643023605	17.488845259381122332	1.5185615028253725001	0.312564	0.0729442	0.0674087	0.0790795	0.0151454	0.00772378	0.0822609	0.280422	0.000966617	0.0125324	0.0294976	0.156793	0.00848887	0.0173231	0.527315	0.000623828	0.00529147	0.42543	0.0240168	0.57573136543043224034	0.268143	0.324198	0.143566	0.264094	0.228176	0.591617	1.05149	2.12871	1.1258272669975546432
5110	-3284.9356167445189385	-3304.7410181552177164	19.805401410698529219	1.0853085937132183059	0.287196	0.0546968	0.0507868	0.0745692	0.0183997	0.00476023	0.0335997	0.193884	0.0170077	0.046712	0.0030982	0.069244	0.0306496	0.0234321	0.372846	0.002295	0.0138983	0.56959	0.0179387	0.51017726933351226215	0.297076	0.295429	0.14244	0.265055	0.153654	0.500973	1.01281	2.33256	0.88460330714667656515
5120	-3285.1081017157112001	-3302.9794923712988748	17.871390655587266139	3.9638591145341655064	0.335422	0.0642908	0.0363694	0.075923	0.0260026	0.0117063	0.056171	0.114398	0.0170077	0.0436294	0.00972511	0.112789	0.0313714	0.0204086	0.508081	0.00437744	0.0021757	0.452818	0.0121395	0.55749564710081600527	0.29407	0.292507	0.150297	0.263126	0.452366	0.77395	1.08441	1.68928	0.93480609710280859748
5130	-3285.446326736242554	-3303.7403087181987758	18.293981981956012106	2.9548448805195528521	0.291141	0.0398865	0.0382387	0.0795706	0.0245608	0.00654742	0.0616381	0.173736	0.0324149	0.031269	0.029092	0.113862	0.0457039	0.0231242	0.482678	0.0066223	0.00590264	0.471338	0.0103351	0.56876522914008720289	0.296295	0.304444	0.1376	0.261661	0.385738	0.728997	1.08228	1.80298	0.96766022455264211199
5140	-3280.2797487577308857	-3297.7549012829813364	17.475152525250429392	0.87088543405079010817	0.379252	0.0752261	0.0619174	0.0928777	0.0157322	0.0065417	0.0605067	0.232253	0.018526	0.0315251	0.00568703	0.0886958	0.0248837	0.0207493	0.444843	0.00439551	0.00267434	0.522815	0.00452367	0.55288973099130633848	0.296709	0.301291	0.142644	0.259356	0.110529	0.434181	0.974814	2.48048	1.093623907685552954
5150	-3283.0551974307709315	-3302.1163979488178484	19.061200518046589991	2.0623234680231239402	0.302601	0.0723232	0.0394711	0.0783709	0.0165367	0.0148001	0.0729772	0.169126	0.0193018	0.0267786	0.017094	0.104967	0.0144899	0.017375	0.463571	0.00574267	0.0102618	0.486098	0.0169513	0.52428150972380593853	0.286288	0.308278	0.148614	0.25682	0.300603	0.661482	1.07147	1.96644	0.94883764348918397946
5160	-3283.5490441774391002	-3300.0149105332980071	16.46586635585886782	1.0244776470194554285	0.406596	0.0681875	0.0666154	0.104378	0.0096552	0.0143185	0.044733	0.295413	0.0134111	0.00429853	0.039923	0.119453	0.0266431	0.0129718	0.485797	0.00822335	0.0126304	0.478611	0.00176668	0.51810187194123547005	0.303163	0.290094	0.135293	0.27145	0.141812	0.483988	1.00394	2.37026	1.213623945399072479
5170	-3293.2506395069731298	-3308.6744792308059004	15.423839723832889703	0.90203546986124483187	0.445781	0.0608126	0.0593925	0.0887532	0.00863017	0.00828848	0.0935607	0.269582	0.0225584	0.00177008	0.060135	0.17259	0.0116756	0.00901729	0.533862	0.0015123	0.00652128	0.448131	0.000956383	0.52489549696499049336	0.290426	0.335424	0.124621	0.249529	0.117017	0.445188	0.981661	2.45613	1.3035297514115058437
5180	-3285.7821492898606266	-3301.541834553791432	15.759685263930768073	0.96660173694971862624	0.538878	0.0976897	0.0611379	0.0968497	0.0286254	0.00760221	0.0566788	0.229185	0.00346484	0.0161764	0.0216939	0.0965396	0.0237714	0.0135045	0.541447	0.00573274	0.0125596	0.425011	0.00174476	0.54331272684414810836	0.306917	0.298302	0.137107	0.257673	0.130243	0.466478	0.994238	2.40904	1.2782928970299252125
5190	-3283.2163848296786455	-3300.5417155457716945	17.325330716093066741	1.4019566353078736221	0.402445	0.0582743	0.0448556	0.0914607	0.019658	0.00467101	0.0371948	0.187073	0.00939768	0.0553336	0.00943605	0.200083	0.0229841	0.0129884	0.496503	0.0111382	0.00595422	0.471646	0.0017703	0.54463688760941209033	0.295624	0.310659	0.133212	0.260505	0.209772	0.57138	1.0441	2.17474	1.1428667368118334835
5200	-3285.8100048945348135	-3303.0035174384320271	17.193512543897359279	1.8625523083463115803	0.434414	0.082029	0.0747066	0.115766	0.0224006	0.00821006	0.0562925	0.184608	0.00665293	0.0377019	0.00689273	0.0993135	0.0162086	0.00905454	0.537628	0.00668488	0.0111623	0.435374	9.59358e-05	0.63012375439834333868	0.301415	0.307498	0.123605	0.267481	0.276296	0.639554	1.06614	2.01801	1.1451968463225128403
5210	-3282.2579760033872844	-3299.0575402531212603	16.79956424973406115	1.5056356380746021006	0.499979	0.0708956	0.0500952	0.0771119	0.0204069	0.0106708	0.0682136	0.236882	0.0267162	0.0412958	0.00597125	0.0847938	0.00188576	0.0225871	0.450015	0.00470955	0.0137972	0.508447	0.00044349	0.56865351032262689834	0.276248	0.305682	0.135399	0.282672	0.226192	0.589492	1.05075	2.13357	1.1949173611935295369
5220	-3280.7504581211328514	-3299.2569980074940759	18.506539886361398572	1.1463212378115565926	0.421445	0.0528277	0.0593158	0.0781077	0.0213807	0.0078547	0.0489503	0.137186	0.0279332	0.0367244	0.00486982	0.110997	0.0106841	0.0139564	0.507027	0.0023216	0.00683953	0.467733	0.00212205	0.58111065102878267652	0.301897	0.286769	0.143536	0.267798	0.165191	0.51671	1.02057	2.29753	1.0182761621825797693
5230	-3285.1083438245541402	-3303.0206687309469089	17.912324906392438351	1.7651079558269300307	0.384213	0.048897	0.0466824	0.0928618	0.0145908	0.00585274	0.0298815	0.273539	0.0116335	0.0625841	0.00260775	0.0643479	0.039471	0.0241504	0.497286	0.00344929	0.00868299	0.464374	0.00205748	0.59113459586935246382	0.303863	0.299332	0.131944	0.26486	0.263527	0.627461	1.06282	2.04619	1.077161937352488108
5240	-3286.5780475209344331	-3304.4150718580876855	17.837024337153131626	0.66783420205270116465	0.304017	0.0478246	0.0700625	0.10436	0.01664	0.0119088	0.051085	0.186859	0.0252229	0.0285854	0.000528469	0.112952	0.04976	0.0231315	0.510574	0.00290026	0.00305874	0.456897	0.00343892	0.41744022100327932145	0.314527	0.281706	0.154006	0.24976	0.0673353	0.34795	0.91234	2.67238	1.0098057372852131675
5250	-3286.2474466935277633	-3303.871830986340683	17.624384292813033426	0.73367533557117925458	0.377859	0.060606	0.0626273	0.0760976	0.0212092	0.00873518	0.0579368	0.177195	0.0385644	0.0501563	0.00455167	0.0912141	0.023523	0.0250851	0.555999	0.00433132	0.0123359	0.396803	0.00544592	0.47779024828536326153	0.291647	0.274659	0.147116	0.286578	0.0813909	0.378995	0.936736	2.60288	1.0502760749881108193
5260	-3283.9551973260768136	-3302.7924884936660419	18.837291167589466312	0.94348822833776557761	0.274443	0.0560089	0.073299	0.0670769	0.0165369	0.00704119	0.0493471	0.176729	0.013651	0.0502231	0.0031153	0.16542	0.0148761	0.0218676	0.448982	0.0100731	0.0134859	0.500348	0.00524365	0.45871410155330427649	0.284642	0.289497	0.140481	0.28538	0.125545	0.459081	0.989966	2.42541	0.96776743864297776199
5270	-3285.9965277053620412	-3304.8125466268102173	18.81601892144774979	1.3382323240610047854	0.331755	0.0878454	0.055855	0.0934168	0.00952377	0.0154382	0.0453131	0.209737	0.0159201	0.0318289	0.00483144	0.0750928	0.0167888	0.0153061	0.451506	0.00661894	0.00991123	0.503161	0.0134969	0.57560770316517972933	0.277388	0.307501	0.125919	0.289192	0.199217	0.559211	1.03932	2.20225	0.9933463557692803203
5280	-3281.0947100507410141	-3297.5356950300556491	16.440984979314269054	1.8024383652806463818	0.518782	0.0542995	0.0702274	0.0868054	0.0253948	0.00205974	0.0641672	0.198763	0.0193845	0.0416898	0.000210077	0.131678	0.0094363	0.0128939	0.530376	0.00093235	0.00910723	0.438108	0.00858197	0.58585367217352979363	0.29776	0.317002	0.141001	0.244238	0.268494	0.632214	1.06416	2.03513	1.2228973953784889606
5290	-3288.3856889704202331	-3306.4085287312927903	18.022839760872500392	1.8670437906033607867	0.385631	0.0222201	0.0718042	0.101889	0.0199227	0.011997	0.0486968	0.218381	0.0173978	0.0257828	0.00742422	0.120246	0.0106796	0.0151966	0.49653	0.00110687	0.00979522	0.468157	0.0092147	0.59563561294434386184	0.303183	0.286616	0.132519	0.277682	0.27687	0.640087	1.06628	2.01677	1.0620721279710738649
5300	-3283.7707512370307086	-3300.7986250605586065	17.027873823527897912	1.9239567895411575638	0.527835	0.0686246	0.0529551	0.0939095	0.0283509	0.0102528	0.0403846	0.148375	0.022949	0.0333513	0.00384323	0.110633	0.0175705	0.0171331	0.588291	0.00235465	0.0120473	0.375132	0.00504196	0.57941103773880830996	0.282077	0.293217	0.145821	0.278886	0.284025	0.646676	1.06796	2.00133	1.1590339603039574445
5310	-3285.8018280604678694	-3302.7340078452170928	16.932179784749497031	0.91802481141981018276	0.389841	0.0575015	0.0742641	0.0543922	0.0215031	0.00694609	0.0768669	0.338536	0.0185244	0.0117624	0.0197737	0.0629604	0.022076	0.0144439	0.481468	0.00771236	0.0110247	0.484666	0.000684652	0.51952644951677862117	0.306974	0.283393	0.129939	0.279694	0.120321	0.450645	0.984968	2.44407	1.1549486570115348183
