Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
100	-3288.4348679460031235	-3302.1253684937569233	13.690500547753792659	0.77063631746086280749	0.654708	0.0685404	0.0540326	0.110574	0.012041	0.0138667	0.0486407	0.223337	0.00109744	0.151281	0.0297038	0.025865	0.0589964	0.0119093	0.574471	0.00136363	0.00938308	0.391017	0.0118557	0.5337761396604424613	0.278765	0.300283	0.116386	0.304567	0.0892969	0.395038	0.948474	2.56719	1.4526843107852289716
110	-3287.1789361241717415	-3300.3586111198578692	13.17967499568596601	1.6901426838146098586	0.71585	0.0752061	0.0846269	0.114018	0.0119126	0.00763661	0.0598396	0.200983	0.00656553	0.174111	0.0429814	0.0251523	0.0340405	0.00899146	0.598352	0.00161796	0.00614735	0.375071	0.00982104	0.56965568251604425942	0.308767	0.305575	0.129954	0.255704	0.253258	0.617423	1.05988	2.06944	1.5529224807711496936
120	-3281.2193644489257167	-3297.5065010072225959	16.287136558296811728	0.99112722665413766077	0.484565	0.0727016	0.0535808	0.0986839	0.00797565	0.0152761	0.0645953	0.255966	0.00563223	0.103272	0.0173703	0.0228027	0.0258098	0.012391	0.472006	0.00931604	0.00610299	0.494902	0.00528145	0.51480207426698942896	0.287537	0.305863	0.138954	0.267646	0.13518	0.474069	0.998514	2.39224	1.2282313049789577164
130	-3281.3355383313341918	-3299.7727155227362346	18.437177191402277288	1.9659979517687269368	0.35366	0.0556141	0.0668786	0.0670822	0.0188155	0.00801762	0.0533259	0.125595	0.0194631	0.192251	0.0146914	0.00942916	0.0312932	0.0160203	0.526862	0.00395643	0.00866724	0.43228	0.0122142	0.59063997797636913489	0.2847	0.305262	0.139006	0.271032	0.289182	0.651349	1.06912	1.99035	1.0161171466874721059
140	-3282.2823760175347161	-3300.2541865295097523	17.971810511974720015	2.5330800403970137324	0.372084	0.0842976	0.0617101	0.0913456	0.0163923	0.0103147	0.0659722	0.147434	0.00175638	0.104557	0.022342	0.012924	0.0381322	0.0196132	0.544924	0.00416769	0.00768627	0.409437	0.0141719	0.53105677381218607813	0.298356	0.30641	0.127922	0.267312	0.349571	0.70189	1.07899	1.86955	1.029262218411847174
150	-3286.450985900273281	-3303.3747452535972116	16.923759353323585941	1.368510317503922602	0.437049	0.0682658	0.0508531	0.100399	0.017305	0.0134821	0.0675045	0.247196	0.0217492	0.0777922	0.00497948	0.036858	0.0394354	0.0137672	0.5054	0.00441226	0.0218242	0.449887	0.0047088	0.52316892711690721196	0.280475	0.299185	0.154652	0.265688	0.204277	0.565099	1.04167	2.18896	1.1828677716386044594
160	-3280.1286687468405034	-3297.9486561818971495	17.81998743505675975	0.55252238940401143807	0.36716	0.0705185	0.0439051	0.0643143	0.0141494	0.00481456	0.0668194	0.182429	0.00314123	0.0693406	0.0255266	0.0141159	0.0387686	0.0156556	0.510709	0.00720209	0.00794262	0.452549	0.00594224	0.39199156916929656091	0.276342	0.323696	0.133424	0.266538	0.0434883	0.284828	0.85502	2.81666	0.96500300878688016759
170	-3289.9409087402755176	-3307.4988667192337743	17.557957978958274481	0.98022940782682388416	0.36716	0.0770221	0.074002	0.064366	0.0188039	0.0128592	0.0784531	0.2463	0.00393642	0.0703833	0.0173379	0.031685	0.037679	0.0247775	0.493255	0.00147052	0.0226141	0.437083	0.0208	0.49232737348446464765	0.306922	0.29081	0.124277	0.277991	0.132992	0.470728	0.996645	2.39963	1.0999874652487120485
180	-3285.5704244532444136	-3303.5331716877631152	17.96274723451888633	1.300353374676310958	0.402392	0.0733403	0.0771319	0.108487	0.013355	0.00963387	0.0347905	0.193064	0.0117906	0.0868533	0.0177912	0.0233909	0.0260612	0.0168822	0.541904	0.00134746	0.00673143	0.412139	0.0209959	0.53939045963638898584	0.292494	0.33145	0.116909	0.259147	0.19277	0.55156	1.03618	2.21949	1.0780817716974240295
190	-3283.3176524115301618	-3300.1892243019410671	16.871571890410951511	0.85422745283040857345	0.460068	0.0417553	0.0357533	0.104651	0.0174065	0.00392185	0.0659985	0.196324	0.00655164	0.125029	0.0382147	0.0208243	0.0347085	0.0146899	0.478418	0.00856928	0.016113	0.477719	0.0044905	0.48203588241285216798	0.299136	0.292008	0.14059	0.268265	0.107034	0.428083	0.970918	2.49396	1.1512057240465920493
200	-3280.4242595616283324	-3299.2465627249994213	18.822303163370861512	1.3886440134516175871	0.351005	0.0684909	0.0646593	0.0841913	0.0111079	0.00953876	0.0483229	0.187804	0.0157584	0.0825943	0.008161	0.0279635	0.0335313	0.0183284	0.512574	0.00687392	0.0112095	0.443147	0.00786724	0.53255130315793097751	0.27427	0.304481	0.142248	0.279001	0.207596	0.568907	1.04315	2.18034	0.99312800259098277245
210	-3284.2507800273069734	-3299.0877630948293699	14.836983067522695023	3.3365156893999112775	0.580727	0.0743272	0.0404817	0.0925404	0.0161942	0.0163186	0.0573827	0.226664	0.0105371	0.0955203	0.00988723	0.0203942	0.0443578	0.00909196	0.501379	0.0057182	0.0203871	0.461032	0.00239223	0.58334943062720179263	0.292783	0.304513	0.135701	0.267003	0.413729	0.748608	1.08374	1.75392	1.2853321455426407471
220	-3284.3653438313144761	-3302.6431316363987207	18.277787805084038553	1.2084751656377332729	0.416119	0.0746025	0.0600274	0.0988091	0.0114548	0.0103922	0.0439544	0.187832	0.00103852	0.042686	0.0321294	0.0213077	0.0436317	0.0102435	0.558668	0.0163827	0.00772315	0.404911	0.00207199	0.53260452227175969497	0.273587	0.310668	0.129337	0.286408	0.176585	0.531551	1.02748	2.26439	1.043984590065639928
230	-3285.6255967651136416	-3301.4952792490616957	15.869682483948031049	1.3582818446345625851	0.500005	0.0648852	0.0525087	0.0821779	0.00888069	0.010494	0.0534458	0.159654	0.00257233	0.270986	0.0234497	0.0155992	0.0435341	0.0181271	0.423598	0.00737444	0.00566166	0.543994	0.00124465	0.57307101986072717104	0.30428	0.303795	0.14797	0.243955	0.202577	0.563132	1.04089	2.1934	1.2881925513657599414
240	-3287.7259751168203366	-3306.3304717977634937	18.60449668094329212	0.60393470834834472871	0.302648	0.0509377	0.0399703	0.0863218	0.0137944	0.0193139	0.0694481	0.129702	0.00345338	0.113928	0.0207067	0.0135935	0.0458615	0.0273866	0.469615	0.00768335	0.0156555	0.470827	0.00883261	0.43486628732975662892	0.291637	0.300869	0.144981	0.262512	0.0539206	0.314452	0.883313	2.74831	0.90967869642187182411
250	-3281.155666622683384	-3296.3347326975285796	15.179066074845117384	0.66906183812291464275	0.532941	0.0428424	0.0535969	0.111029	0.020566	0.0054478	0.0443322	0.263434	0.00101665	0.108167	0.0347916	0.0206989	0.0371372	0.018632	0.456249	0.0068851	0.00650416	0.508844	0.0028856	0.47267842224712164345	0.299096	0.293262	0.136687	0.270955	0.0675961	0.348559	0.912841	2.671	1.2760012401156652917
260	-3283.5997625927684567	-3302.66555129858898	19.065788705820530424	2.2059848981520890909	0.353722	0.0339889	0.0706826	0.0877173	0.0143885	0.00882827	0.0713994	0.132419	0.00354909	0.0963197	0.0119015	0.013317	0.0421547	0.0151743	0.466232	0.0157536	0.0126376	0.487261	0.00294205	0.57035146804657166353	0.31654	0.29016	0.138327	0.254974	0.316683	0.675271	1.07438	1.93366	0.94038872478611956751
270	-3283.9651000353674135	-3302.5112120504268205	18.546112015059403433	1.7430124173499532692	0.353722	0.0635562	0.0547035	0.0680161	0.0211827	0.00639015	0.0713994	0.11535	0.00390375	0.175259	0.0323017	0.0224658	0.0263132	0.0143734	0.500913	0.0124012	0.00262939	0.467588	0.0020949	0.53417673211963068169	0.312878	0.279297	0.135808	0.272016	0.260542	0.624572	1.06199	2.05289	1.014563811580255992
280	-3283.1472713772000134	-3301.2568198938211026	18.109548516620783687	1.0533393917127413797	0.363327	0.0391305	0.0540032	0.10888	0.0300224	0.00622247	0.0719661	0.196968	0.00293812	0.109524	0.00268332	0.0300992	0.0359876	0.0174685	0.550843	0.0119143	0.00991925	0.407767	0.00208756	0.51447656930394680685	0.287047	0.291382	0.143147	0.278424	0.147472	0.492217	1.0083	2.35201	1.0517520441754018012
290	-3281.2542045136788147	-3300.2512604743287739	18.997055960649710471	1.0800510693181759603	0.346464	0.0584786	0.0616599	0.0847995	0.024925	0.00875583	0.0508776	0.139021	0.00454021	0.100672	0.0127915	0.0300992	0.0419757	0.0239504	0.53496	0.0052659	0.00697701	0.422235	0.0066117	0.45612054603578428003	0.283366	0.298407	0.145957	0.272269	0.152644	0.499558	1.01209	2.3357	0.96505974067476396616
300	-3285.0061746589071845	-3301.6914190681950458	16.685244409287893319	1.0441384313988724131	0.450133	0.0588256	0.0677644	0.135251	0.026426	0.00534712	0.05723	0.154959	0.00444897	0.146256	0.0346409	0.0281856	0.0239507	0.0193516	0.542645	0.00382396	0.00795623	0.423713	0.00251003	0.49604176801926846974	0.296643	0.29077	0.132734	0.279854	0.145676	0.489628	1.00695	2.35775	1.1934183163750609058
310	-3277.3769906725369765	-3296.5215590573302507	19.144568384793526405	2.1934744692920755682	0.330976	0.0604837	0.0627693	0.0803042	0.0135079	0.00961916	0.052472	0.138835	0.000166674	0.121899	0.020251	0.00733705	0.0346155	0.0197374	0.536523	0.00524586	0.0139932	0.42098	0.00352075	0.5641010725640211998	0.286054	0.293092	0.142132	0.278722	0.315325	0.674127	1.07415	1.93639	0.93323637201984255274
320	-3284.5349751037592796	-3303.2724919475535899	18.737516843794249866	1.008238639588736385	0.340559	0.0606997	0.0441654	0.106097	0.0247335	0.0135933	0.0772522	0.153136	0.0174767	0.0804338	0.00343452	0.0299065	0.0334338	0.0178022	0.452753	0.00931768	0.0134005	0.494128	0.0125982	0.49465907607392750611	0.288964	0.305348	0.135476	0.270213	0.138595	0.479214	1.00135	2.38084	0.98492192704969350192
330	-3291.7284844637915739	-3310.8968390671984707	19.168354603406989156	1.8424747225116628879	0.26142	0.0533969	0.0358032	0.0705986	0.0341658	0.00956869	0.048759	0.191331	0.00686747	0.154099	0.00183027	0.0301038	0.050612	0.0178217	0.48577	0.012879	0.0143623	0.462593	0.00657325	0.53939227343673190607	0.274926	0.29913	0.14234	0.283604	0.273717	0.637144	1.0655	2.02364	0.94855578852395650014
340	-3286.3907227007593974	-3303.9976518790954287	17.606929178336415021	1.5198946450223487226	0.352331	0.0518124	0.0525928	0.118248	0.0142092	0.0189728	0.0428637	0.269066	0.0335579	0.0611171	0.0350621	0.0209352	0.0432329	0.0139142	0.551212	0.00656034	0.00802248	0.406296	0.0139952	0.56024905011071879368	0.289089	0.314328	0.129409	0.267174	0.22838	0.591835	1.05157	2.12822	1.1140010474350652281
350	-3286.574036801861439	-3305.4496320598532293	18.875595257991779619	0.8823456199316245252	0.427373	0.0498765	0.0348212	0.0634749	0.00865061	0.00674892	0.0517949	0.139833	0.00495087	0.109091	0.0102986	0.00992209	0.038563	0.0102761	0.494697	0.00423907	0.015674	0.472104	0.0030095	0.47733014638886361869	0.279214	0.283637	0.146305	0.290844	0.112923	0.43829	0.977398	2.47139	0.95539759025104753487
360	-3284.1737594581932171	-3300.0736838378065841	15.899924379613278091	0.84346854630836443079	0.478948	0.0822951	0.0594901	0.0931091	0.033718	0.00530858	0.0563792	0.240387	0.00196759	0.10828	0.0146099	0.0362069	0.0357898	0.0178941	0.570064	0.00305658	0.0104542	0.389609	0.0089222	0.48626699434466819083	0.277557	0.320951	0.121655	0.279837	0.104769	0.424063	0.968308	2.50286	1.2464897002640136225
370	-3284.7394042198957322	-3300.347704376735237	15.608300156839518991	1.0641490784076717002	0.537976	0.0718394	0.044011	0.0898841	0.0286234	0.00693774	0.101043	0.238374	0.00942468	0.106156	0.0130586	0.00870208	0.0467085	0.0148	0.489694	0.00276539	0.0125952	0.473942	0.00620311	0.50905842531967826492	0.309061	0.280382	0.138622	0.271935	0.149573	0.495219	1.00987	2.34534	1.3027380550647296165
380	-3288.1757095177858901	-3306.1260302737337042	17.950320755947696938	2.3681184158268329121	0.37787	0.0433175	0.0479287	0.0814399	0.0161055	0.00515668	0.0809156	0.237209	0.0010627	0.0901102	0.00289758	0.0233314	0.034755	0.0153535	0.426849	0.0105764	0.000612574	0.54383	0.00277861	0.630811444349089534	0.327268	0.29565	0.143578	0.233505	0.333586	0.689204	1.07696	1.90025	1.0420996030743634453
390	-3279.4602775733583258	-3297.0739329894786351	17.613655416119922137	2.3104569171377704606	0.404171	0.0576646	0.0280727	0.0793291	0.0189265	0.00789906	0.0650888	0.235853	0.0149109	0.0836952	0.0166675	0.0267124	0.040359	0.0197825	0.501795	0.00788265	0.00282391	0.463095	0.00462072	0.5831444907168001901	0.302386	0.291265	0.138251	0.268098	0.327717	0.684429	1.07612	1.91174	1.0793501154156210919
400	-3287.3323472081315231	-3300.7530998238917164	13.420752615760045856	1.666813549506960479	0.723211	0.0703575	0.0720012	0.0805253	0.0304305	0.00280061	0.0483747	0.253318	0.0134927	0.127344	0.0244256	0.0247642	0.0584531	0.0139446	0.578137	0.00473869	0.00494622	0.393788	0.00444585	0.6047459266589585436	0.308971	0.290189	0.130235	0.270606	0.24998	0.614157	1.05888	2.07698	1.5294985549523156809
410	-3284.1705639995784622	-3302.7945130710095327	18.623949071430654811	2.4476447916430155161	0.262985	0.065808	0.0557719	0.0958983	0.0199401	0.00487972	0.0638775	0.203701	0.0106872	0.114825	0.0182148	0.0122621	0.0408072	0.0125375	0.561323	0.011982	0.00188131	0.406006	0.00626974	0.59829279589670070205	0.303377	0.315507	0.11548	0.265635	0.341436	0.695492	1.07801	1.88506	0.96965830533299124383
420	-3285.8208337609121372	-3303.6723659986032544	17.851532237691195348	1.8034854437830727392	0.40222	0.0585093	0.0400359	0.0872028	0.0175607	0.00674579	0.0449024	0.201974	0.0291253	0.109276	0.0318202	0.0134754	0.0389545	0.0073272	0.433521	0.0110952	0.00255092	0.533708	0.0117982	0.60022871534289756745	0.300382	0.283089	0.159552	0.256977	0.268632	0.632345	1.06419	2.03483	1.0818020508848982253
430	-3282.4073094001205391	-3300.0896613858194542	17.682351985699021668	1.0022373920671001635	0.424173	0.0656203	0.0523094	0.0955241	0.0244144	0.00847366	0.0530184	0.148479	0.016562	0.126391	0.0230614	0.0191522	0.0326657	0.021066	0.503275	0.00431128	0.0194409	0.446466	0.00544099	0.45389370460915035022	0.283924	0.303351	0.133926	0.278799	0.1374	0.477423	1.00037	2.38481	1.089845154090848478
440	-3284.9863585016219076	-3303.4644046996363613	18.47804619801468462	1.4082316392723963627	0.388839	0.0424246	0.03561	0.090855	0.0237287	0.00472626	0.0691562	0.155349	0.00792769	0.122954	0.0160966	0.0307268	0.0392114	0.0184875	0.546672	0.00556162	0.0214027	0.406163	0.00171281	0.50343540492041649603	0.278799	0.298233	0.14543	0.277538	0.210792	0.572533	1.04454	2.17213	1.0276055439520450641
450	-3286.9894265837501734	-3303.7804954420967078	16.79106885834644558	0.67536013809595663027	0.434539	0.079861	0.0776437	0.0595586	0.0259864	0.00627401	0.0761322	0.134321	0.0140065	0.137415	0.0114982	0.0242298	0.0353592	0.017986	0.565385	0.00353124	0.00353421	0.391836	0.0177271	0.42730601589327554812	0.290709	0.314603	0.130817	0.26387	0.0689349	0.351669	0.915384	2.66401	1.1168247950626826182
460	-3286.8820445757210109	-3304.8915885252226872	18.009543949501370719	1.29165248306984215	0.389882	0.0682838	0.0558096	0.119587	0.0237102	0.00976764	0.0358642	0.186909	0.00493367	0.0689495	0.0452612	0.0274728	0.0367983	0.0183578	0.499586	0.00588665	0.00935192	0.460602	0.00621546	0.51515642610954281988	0.288549	0.328769	0.117143	0.265539	0.191271	0.549755	1.03542	2.22355	1.073229273376980375
470	-3288.9417088561071978	-3306.2486300263003614	17.306921170192797632	1.0350456549452529131	0.425045	0.0669064	0.0388193	0.100506	0.0291143	0.00598642	0.0638908	0.215278	0.0120518	0.0857016	0.00906037	0.030134	0.0479726	0.0131107	0.642569	0.00348497	0.00565745	0.318564	0.0166143	0.58413139010419823371	0.263708	0.313518	0.134664	0.288109	0.143893	0.487038	1.00557	2.3635	1.1304666365247937332
480	-3290.3426523543189433	-3305.7672750510014339	15.42462269668217445	0.45482911851562551897	0.490559	0.0576941	0.0582598	0.0799546	0.0144291	0.00572814	0.075074	0.173857	0.00859451	0.0978029	0.0315988	0.0334536	0.018964	0.0113268	0.368504	0.00309019	0.0190346	0.587113	0.010931	0.38463629001385507555	0.304356	0.286228	0.15105	0.258366	0.0253532	0.221408	0.784399	2.96884	1.1459695593687480031
490	-3288.9180171185844301	-3304.6029121703868441	15.684895051802582699	1.2070983047076107031	0.48571	0.0336038	0.0457034	0.103313	0.0177526	0.00500338	0.0783777	0.257604	0.00173587	0.184758	0.0196527	0.0193992	0.0506077	0.0126936	0.41297	0.00602772	0.0120671	0.542272	0.0139696	0.57403226024626297086	0.290736	0.319841	0.142303	0.247121	0.176337	0.531234	1.02733	2.2651	1.3032212301951602296
500	-3282.1403373877337799	-3299.8009347105739835	17.66059732284016448	1.0278938833182695856	0.496774	0.0420039	0.065587	0.0879614	0.00937148	0.0146964	0.0573868	0.163144	0.00393801	0.0681623	0.0263619	0.0181808	0.0408943	0.0149483	0.513636	0.00556588	0.0065033	0.454091	0.00525482	0.55449081829541890798	0.270858	0.311879	0.129325	0.287938	0.142486	0.484978	1.00447	2.36806	1.0944617674405128227
510	-3283.6484459737202997	-3300.297436815234505	16.648990841514113015	1.1738901460854631598	0.548464	0.0570955	0.0618313	0.0784806	0.0245965	0.00621892	0.0683198	0.139848	0.00555157	0.138123	0.0241256	0.0124886	0.0402628	0.0120739	0.592785	0.00647921	0.0179821	0.359116	0.0115639	0.53233703465695880741	0.293447	0.307908	0.113048	0.285597	0.17029	0.523433	1.02375	2.28253	1.2054062564970355886
520	-3282.4302693103304591	-3300.8827856000571046	18.45251628972652469	1.8892683933140641539	0.364598	0.061318	0.0555744	0.0964483	0.0170491	0.0112851	0.0709703	0.155267	0.0031207	0.124011	0.0174107	0.00343899	0.037644	0.0171176	0.488335	0.00934418	0.00432762	0.468109	0.0127674	0.52963175958277830535	0.274951	0.305227	0.127514	0.292308	0.279688	0.642697	1.06695	2.01066	1.0181367686405573547
530	-3290.4142093379123253	-3306.1815272267963337	15.767317888883809474	1.6860827580812682847	0.411256	0.0580487	0.0478875	0.0707537	0.0262604	0.00285193	0.0555936	0.329705	0.00655857	0.146159	0.0385676	0.0544105	0.0462282	0.0139991	0.480103	0.0126648	0.00746277	0.48082	0.00495081	0.57283012632443996992	0.275253	0.31505	0.144228	0.265468	0.252691	0.61686	1.05971	2.07074	1.2942805229379823473
540	-3280.9370990386260019	-3298.6077594617122486	17.670660423086193447	1.2403778831746059552	0.414413	0.0692846	0.0583799	0.0683263	0.0151013	0.0118071	0.0521132	0.225684	0.00196811	0.132557	0.00657602	0.0111287	0.0384591	0.0206876	0.494957	0.0050892	0.00610187	0.458521	0.0146426	0.55225292051735075383	0.293456	0.296925	0.132792	0.276827	0.182294	0.538745	1.03069	2.24828	1.1057977216563816825
550	-3291.3868226739191414	-3308.477503637333939	17.090680963414612847	2.7663150466949408823	0.389116	0.0685586	0.058944	0.117352	0.0150601	0.00108514	0.0298528	0.168261	0.000321519	0.149819	0.0139641	0.0484358	0.0406409	0.0133186	0.597451	0.00172006	0.0116262	0.364524	0.0113598	0.60041009507562703718	0.31953	0.290907	0.113486	0.276077	0.370335	0.71771	1.08109	1.83087	1.1014111527556273984
560	-3282.3786555958799909	-3299.9810135476113828	17.602357951731256946	1.3106944474625934483	0.43615	0.0579007	0.0599702	0.0950026	0.026845	0.00642528	0.0609251	0.121395	0.00230459	0.149654	0.0302999	0.0223575	0.045078	0.0152105	0.617011	0.000935278	0.00734363	0.348241	0.0112589	0.5329046557816059515	0.298786	0.289469	0.126187	0.285558	0.194543	0.553681	1.03706	2.21472	1.1143078100412708853
570	-3287.9797198852375004	-3305.0414453943017179	17.061725509063922601	2.0247560654632552612	0.399872	0.0439006	0.0926456	0.104411	0.0223022	0.00543661	0.0801355	0.189761	0.0130844	0.111279	0.031684	0.00622217	0.0500039	0.012521	0.552768	0.00376131	0.00596714	0.412303	0.0126796	0.60650242219651806508	0.299756	0.301199	0.119308	0.279737	0.296212	0.657621	1.0706	1.97557	1.150738066189974429
580	-3283.9176103211652844	-3301.1943687097746079	17.276758388609291472	1.1666483290231393077	0.465343	0.0706675	0.051308	0.100491	0.0160834	0.0115986	0.0493228	0.184738	0.00399038	0.0987348	0.0307903	0.00921615	0.0500039	0.0124471	0.416288	0.00477433	0.0125418	0.542452	0.0114974	0.51759205775968208929	0.27544	0.293175	0.151675	0.27971	0.168957	0.521689	1.02293	2.28643	1.1422871808280601336
590	-3282.8970150002487571	-3301.4523880696337983	18.555373069384977214	1.2584349017808071913	0.427702	0.0493423	0.0598837	0.0701804	0.0152306	0.00304682	0.0510112	0.174541	1.7008e-05	0.0948196	0.0125733	0.00921615	0.0502874	0.0240758	0.50542	0.00794459	0.00286621	0.445938	0.0137554	0.51924781383106233257	0.307192	0.281295	0.13085	0.280663	0.185483	0.542697	1.03241	2.23941	1.0178519661336009605
600	-3287.6466069416496794	-3305.4046817503690363	17.758074808719186422	1.8839907542409362051	0.343597	0.0296429	0.0688672	0.104558	0.0169426	0.0123426	0.0655534	0.252971	0.0148752	0.0762007	0.0273027	0.0246402	0.0503206	0.0219009	0.57633	0.00832079	0.00148771	0.383172	0.00878887	0.58122752547482636754	0.297202	0.304659	0.137369	0.26077	0.279022	0.642082	1.0668	2.0121	1.0878133446111954985
610	-3286.087898345504982	-3303.6122359824685191	17.524337636963103648	2.0249122413361790862	0.368698	0.0510229	0.0654961	0.0791637	0.0179753	0.0106013	0.0589224	0.313812	0.016248	0.0658908	0.019815	0.0142284	0.0225942	0.0149035	0.498132	0.00885298	0.00580621	0.464563	0.00774221	0.58651842174131019192	0.298646	0.317317	0.152979	0.231058	0.29623	0.657637	1.0706	1.97553	1.1044688645212716871
620	-3291.5208134598328797	-3306.271559333296409	14.750745873463152691	2.1227886206588886253	0.583556	0.0355502	0.0606192	0.108355	0.0187676	0.0216643	0.0638936	0.166545	0.00687103	0.22622	0.0244884	0.022781	0.0373039	0.0187648	0.442861	0.00220518	0.0103423	0.523972	0.00185478	0.58465974991595381915	0.310987	0.275383	0.141623	0.272007	0.307504	0.667466	1.07278	1.95225	1.3766153693092229027
630	-3291.361362487430597	-3308.1252704312028072	16.76390794377210014	2.5281254110187871831	0.447396	0.0748742	0.0560774	0.090573	0.0314847	0.00381011	0.0606851	0.227283	0.027464	0.0728531	0.00755564	0.0253185	0.0250075	0.0224605	0.448964	0.00503685	0.0208352	0.502112	0.000591885	0.55354098027858822384	0.301152	0.268891	0.15072	0.279238	0.349107	0.701529	1.07894	1.87042	1.1503817856001321562
