Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	ln_mean	m_w[1][1][1]	m_w[1][1][2]	m_w[1][1][3]	m_w[1][1][4]	m_w[1][1][5]	m_w[1][1][6]	m_w[1][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	m_w[3][1][1]	m_w[3][1][2]	m_w[3][1][3]	m_w[3][1][4]	m_w[3][1][5]	m_w[3][1][6]	m_w[3][1][7]	m_w[4][1][1]	m_w[4][1][2]	m_w[4][1][3]	m_w[4][1][4]	m_w[4][1][5]	m_w[4][1][6]	m_w[4][1][7]	m_w[5][1][1]	m_w[5][1][2]	m_w[5][1][3]	m_w[5][1][4]	m_w[5][1][5]	m_w[5][1][6]	m_w[5][1][7]	m_w[6][1][1]	m_w[6][1][2]	m_w[6][1][3]	m_w[6][1][4]	m_w[6][1][5]	m_w[6][1][6]	m_w[6][1][7]	m_w[7][1][1]	m_w[7][1][2]	m_w[7][1][3]	m_w[7][1][4]	m_w[7][1][5]	m_w[7][1][6]	m_w[7][1][7]	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	rho_b	rho_d	rho_e	rho_w	root_age	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
307	-38476.94	-38436.46	-40.48729	1.882229	1.585935	0.621285	3.75081	0.6832843	0.7043627	0.0541876	0.296766	0.147045	0.258445	0.186666	0.0985133	0.466648	0.104503	0.947001	0.224026	3.5483	3.23214	1.93242	2.14152	2.87394	3.32971	2.68313	1.84979	1.50677	3.1179	-3.985618	5.41777	5.39034	5.36609	5.36538	5.35891	0.409616	5.36567	5.41777	5.39034	5.36426	0.410261	0.409437	0	5.36567	5.41777	5.39034	0.410857	0.410857	0	0	5.36567	5.39667	5.37566	0.41032	0	0	0	5.36567	5.38664	0.410964	0	0	0	0	5.36567	5.36567	0.411247	0	0	0	0	5.36567	0.411247	0	0	0	0	0	5.36567	0.02207972	0.0586283	0.0165446	0.014596	0.0211077	0.00834131	0.070899	0.0162571	0.03219	0.0141474	0.0227696	0.0131533	0.0122473	0.0172254	0.0148233	0.0435861	0.0182764	0.00473103	0.0142707	0.0145214	0.00951202	0.0280599	0.00979198	0.0671448	0.0135422	0.0295871	0.0312742	0.011342	0.025222	0.0373254	0.0168064	0.0320304	0.0202138	0.0209921	0.0199529	0.00858389	0.0136476	0.00422206	0.00897567	0.0127745	0.0267472	0.0342531	0.00731732	0.0498295	0.0161802	0.0312392	0.0128454	0.0156048	0.0356295	0.0110228	0.008094	1	0.231571	0.481242	0.29155	0.17768	0.169771	0.17519	1.05646	0.284718	0.243374	2.05056	0	-3.85889	-1.73099	0	0	0	-3.84309	0.08350433	0.01165025	0.02374495	0.09432481	3.788046	0.686875	-2.01719	0	0	-0.550602	0	0	-2.56927	0.0943248	0.0835043	0.1778291	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1
308	-38477.84	-38437.48	-40.36035	1.381846	1.414705	0.5554629	3.345844	0.6112833	0.6371081	0.0655106	0.501318	0.117968	0.255864	0.123289	0.0521535	0.344268	0.104439	0.673763	0.211359	3.5483	3.23214	1.93242	3.01453	2.87394	2.48657	1.87418	2.05768	1.3178	3.1179	-3.897595	5.70235	5.67261	5.64632	5.64555	5.63854	0.475753	5.64586	5.70235	5.67261	5.64434	0.476525	0.475539	0	5.64586	5.70235	5.67261	0.477238	0.477238	0	0	5.64586	5.67948	5.6567	0.476595	0	0	0	5.64586	5.6686	0.477366	0	0	0	0	5.64586	5.64586	0.477704	0	0	0	0	5.64586	0.477704	0	0	0	0	0	5.64586	0.02411135	0.0640229	0.0180669	0.01174	0.0231744	0.00923381	0.0774227	0.017753	0.0232658	0.0152921	0.0194607	0.0124794	0.0133742	0.0188104	0.0161872	0.0475966	0.0199581	0.00516635	0.0155838	0.0193071	0.0126468	0.0306418	0.010693	0.0836879	0.0147763	0.0323095	0.0414962	0.0211462	0.0424946	0.0345926	0.0183528	0.0175356	0.0220738	0.0220919	0.0314284	0.0150761	0.0149034	0.00461055	0.0100297	0.0144676	0.0310626	0.0396202	0.00772539	0.0479475	0.0190097	0.0266181	0.0163043	0.0167291	0.0362993	0.012037	0.00883875	1	0.23045	0.481242	0.29155	0.17768	0.186297	0.180124	1.05646	0.284718	0.271728	2.95765	0	-3.85889	-1.18057	0.818298	0	0	-3.95953	0.02592076	0.01859288	0.02804167	0.1226983	3.447279	2.9189	-3.89679	0	0	0	-2.77182	0	-2.47039	0.122698	0.0259208	0.1486191	1	0	1	1	1	0	0	1	1	1	0	0	0	1	0	1
309	-38470.92	-38436.43	-34.48533	2.160604	1.473658	0.615187	3.614578	0.6770093	0.7056108	0.0676195	0.325238	0.131555	0.386031	0.198753	0.065341	0.344268	0.104439	0.673763	0.203903	3.5483	3.02715	2.5286	3.01095	2.5066	2.48657	1.94606	1.89513	1.36745	2.66481	-3.94464	4.6845	4.66282	4.64364	4.64308	4.63796	0.372249	4.6433	4.6845	4.66282	4.6422	0.372785	0.3721	0	4.6433	4.6845	4.66282	0.373279	0.373279	0	0	4.6433	4.66782	4.65121	0.372833	0	0	0	4.6433	4.65989	0.373368	0	0	0	0	4.6433	4.6433	0.373603	0	0	0	0	4.6433	0.373603	0	0	0	0	0	4.6433	0.02300329	0.0606426	0.0191627	0.0111202	0.0219508	0.00874628	0.0733349	0.0179792	0.0199409	0.0144847	0.0184332	0.0124731	0.0126681	0.0178172	0.0112036	0.0450835	0.0173629	0.00489357	0.0188405	0.0178983	0.011724	0.03355	0.011998	0.0760601	0.0151065	0.0306036	0.0278411	0.0158331	0.0194735	0.0413877	0.0141468	0.0227681	0.0187497	0.0209255	0.0358665	0.010914	0.012499	0.00497332	0.00950013	0.0159354	0.0180682	0.0235012	0.00716868	0.0187443	0.018006	0.0169018	0.0601582	0.015386	0.0199551	0.0114015	0.00837208	1	0.23045	0.449472	0.313137	0.213954	0.11458	0.180124	1.05646	0.284718	0.242779	3.67851	0	-3.92304	-1.0525	0	0	0	-3.51233	0.03438564	0.01452134	0.03721785	0.1362949	3.860919	0	-3.87961	0	0	0	-3.05369	0	-2.52062	0.136295	0.0343856	0.1706805	1	0	1	1	0	0	0	1	0	1	0	0	0	1	0	1
310	-38482.55	-38441.43	-41.11532	2.155956	1.481287	0.612874	3.600988	0.6436939	0.6840451	0.0551647	0.278153	0.183093	0.393428	0.12064	0.0501819	0.198584	0.0766055	0.673763	0.186591	4.77167	3.02715	2.35362	2.56606	2.26857	2.23827	2.188	1.89513	1.46618	2.8247	-3.913849	2.98185	2.97208	2.96342	2.96317	2.96086	0.282951	2.96327	2.98185	2.97208	2.96277	0.283239	0.282871	0	2.96327	2.98185	2.97208	0.283505	0.283505	0	0	2.96327	2.97433	2.96684	0.283265	0	0	0	2.96327	2.97076	0.283553	0	0	0	0	2.96327	2.96327	0.283679	0	0	0	0	2.96327	0.283679	0	0	0	0	0	2.96327	0.02372261	0.0431777	0.0309842	0.0114679	0.0221193	0.00901977	0.0756281	0.0202092	0.0224141	0.0153161	0.0183103	0.0128631	0.0130642	0.0183744	0.0151812	0.0464933	0.0179059	0.0050466	0.0194296	0.0152429	0.0148101	0.0316733	0.0122834	0.0741735	0.0147318	0.0315606	0.0286654	0.0153681	0.0202736	0.0427846	0.0110561	0.0190149	0.0197571	0.0217672	0.039866	0.0164245	0.0146674	0.0058875	0.0145935	0.0150366	0.0155335	0.0442809	0.00766693	0.0200857	0.0182821	0.0188504	0.05495	0.0158671	0.0205791	0.0132865	0.00863387	1	0.23045	0.449472	0.268756	0.213954	0.16117	0.150348	1.05646	0.284718	0.242779	3.23732	0	-3.65642	-0.828403	0	-0.884792	0	-2.48493	0.03120328	0.02145707	0.06855665	0.2192863	3.735986	1.19125	-3.53745	-0.157132	0	0	0	0	-2.34665	0.219286	0.0312033	0.2504896	1	0	1	1	0	1	0	1	1	1	1	0	0	0	0	1
311	-38476.23	-38438.42	-37.81359	2.054029	1.60737	0.5826472	3.296821	0.5778883	0.6517056	0.0630887	0.397833	0.118853	0.21452	0.225974	0.0501819	0.154894	0.0927359	0.673763	0.225897	3.95569	3.02715	2.87136	2.71603	2.51859	1.64427	2.45691	1.95008	1.46618	2.88938	-3.853235	2.47064	2.46394	2.458	2.45782	2.45624	2.45358	2.45789	2.47064	2.46394	2.45755	2.45564	2.453	0	2.45789	2.47064	2.46394	2.45755	2.45755	0	0	2.45789	2.46549	2.46034	2.45583	0	0	0	2.45789	2.46303	2.45789	0	0	0	0	2.45789	2.45789	2.4588	0	0	0	0	2.45789	2.4588	0	0	0	0	0	2.45789	0.025205	0.046879	0.0329204	0.0121845	0.0242894	0.00958341	0.080354	0.021472	0.0238148	0.0172693	0.0163059	0.0164708	0.0138806	0.0182325	0.0193602	0.0489396	0.0190248	0.00536195	0.0157546	0.0243486	0.0161947	0.0336525	0.0123499	0.0788085	0.0156524	0.0335328	0.0312578	0.01362	0.0215404	0.0503567	0.00796201	0.0134609	0.0308466	0.0232542	0.0335709	0.0149573	0.0155052	0.0124039	0.0172072	0.0159762	0.0220192	0.0402917	0.0152853	0.0111141	0.0194246	0.0200284	0.059768	0.0137105	0.0158472	0.00960994	0.00972891	1	0.216583	0.449472	0.308967	0.213954	0.110789	0.150348	1.05646	0.270807	0.242779	2.57828	0	-3.71032	-0.451744	0	0	0	-2.05719	0.02395899	0.03341679	0.02646159	0.188445	3.57712	2.02238	-3.47534	0	0	0	0	0	0	0.188445	0.023959	0.212404	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0
312	-38493.55	-38446.03	-47.52617	1.91097	1.289019	0.5509368	3.123937	0.5523531	0.6175305	0.0630887	0.293002	0.0825572	0.21452	0.296313	0.0773488	0.274294	0.091958	0.696506	0.20589	2.72932	3.25325	2.18195	2.71603	2.51859	2.02318	2.45776	2.13721	1.46618	3.06758	-3.824813	1.55192	1.54987	1.96632	1.96625	1.96563	1.9646	1.54802	1.55192	1.54987	1.96614	1.9654	1.96437	0	1.54802	1.55192	1.54987	1.96614	1.96614	0	0	1.54802	1.55034	1.96723	1.96547	0	0	0	1.54802	1.54959	1.96628	0	0	0	0	1.54802	1.96628	1.96663	0	0	0	0	1.54802	1.96663	0	0	0	0	0	1.54802	0.02593167	0.032073	0.0198592	0.0128588	0.0248906	0.0101138	0.0848009	0.0374534	0.0415398	0.0180676	0.024095	0.0187571	0.0146488	0.0192415	0.0204317	0.051648	0.0203391	0.00768914	0.0281528	0.0204187	0.0146451	0.0349824	0.0145143	0.068524	0.0136098	0.032644	0.0329876	0.0350437	0.0183589	0.0608646	0.0132807	0.0325289	0.0204571	0.0199928	0.0224353	0.0181317	0.0141357	0.0158526	0.0181595	0.00935146	0.0226807	0.0434436	0.0266085	0.0125874	0.0209188	0.0152352	0.0808687	0.0144693	0.014414	0.018185	0.011162	1	0.214617	0.422381	0.308967	0.217775	0.157232	0.158405	1.00756	0.286211	0.244666	2.86394	0	-3.84588	0	0	0	0	-0.999597	0.06033418	0.04522194	0.01805797	0.3926937	3.247163	1.09742	-1.60622	-1.17691	0	0	0	0.239164	0	0.392694	0.0603342	0.4530279	1	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0
313	-38481.44	-38448.95	-32.48885	3.431285	2.287558	1.066337	5.609256	0.991252	1.108821	0.0735479	0.416409	0.11667	0.418785	0.217193	0.0712678	0.206775	0.0904561	1.13601	0.157398	2.72932	3.25325	2.18195	2.71603	2.82653	2.02318	2.45776	1.82452	1.46618	2.47536	-4.425141	0.966556	0.969703	1.0149	1.01897	1.07658	1.38115	1.0173	0.966556	0.969703	1.02604	1.11277	1.53395	0	1.0173	0.966556	0.969703	1.02604	1.02604	0	0	1.0173	0.968045	0.98307	1.10012	0	0	0	1.0173	0.971364	1.0173	0	0	0	0	1.0173	1.0173	1.00004	0	0	0	0	1.0173	1.00004	0	0	0	0	0	1.0173	0.01422693	0.0197256	0.00990685	0.0069857	0.0144021	0.00445847	0.0448251	0.0133001	0.0239576	0.00955561	0.0102011	0.00641222	0.00774323	0.0103208	0.00875477	0.0268114	0.0100169	0.00541266	0.0198177	0.0117884	0.0108928	0.0184915	0.00767218	0.0362213	0.00735466	0.0172554	0.017437	0.0167936	0.00970437	0.0321726	0.00882968	0.0101819	0.0128263	0.00925648	0.011304	0.00912632	0.00657578	0.00771424	0.0139174	0.00825622	0.024339	0.0166371	0.0129752	0.00753217	0.0110575	0.00956829	0.0129655	0.00764835	0.00761914	0.00958753	0.00590014	1	0.214617	0.422381	0.323958	0.208046	0.157232	0.195312	1.00756	0.286211	0.26359	2.07609	0.754266	-3.10953	0	-1.38354	-0.0425443	0.0776327	0	0.04157613	0.04522194	0.04714412	0.3928706	5.891944	0.509928	-1.48832	0	0.473169	0	0	0	0	0.392871	0.0415761	0.4344467	1	1	1	0	1	1	1	0	1	1	0	1	0	0	0	0
314	-38484.91	-38442.76	-42.15058	2.327243	1.551519	0.695265	3.804435	0.6313824	0.7315084	0.0735479	0.416409	0.0898974	0.258293	0.16895	0.0696348	0.324809	0.0904561	1.13447	0.228539	4.30602	2.94456	2.18195	2.32499	2.11355	1.85566	2.80429	1.95238	1.46618	2.83115	-4.123996	1	1	1.24332	1.24332	1.24332	0.0505629	1	1	1	1.24332	0.0505629	0.0505629	0	1	1	1	0.0505629	0.0505629	0	0	1	1	1.24332	0.0505629	0	0	0	1	1	0.0505629	0	0	0	0	1	1.24332	0.0505629	0	0	0	0	1	0.0505629	0	0	0	0	0	1	0.01922635	0.0215348	0.0108155	0.0101283	0.015909	0.00678743	0.0682403	0.0223101	0.0278894	0.0129959	0.0189532	0.0119136	0.0129655	0.0160755	0.00815266	0.0364291	0.0136232	0.0086489	0.0316668	0.0206751	0.0148145	0.025745	0.0103125	0.0646161	0.0091099	0.0261666	0.0237148	0.0287686	0.0146871	0.0437555	0.0119037	0.0121811	0.017444	0.011943	0.00521959	0.0126751	0.0066236	0.0150269	0.0131734	0.00956031	0.00615531	0.0332885	0.0176465	0.0121261	0.0148078	0.0129455	0.0177537	0.014121	0.0103622	0.024565	0.00712347	1	0.214617	0.49849	0.323958	0.208046	0.2113	0.202179	1.15294	0.286211	0.26359	2.97884	0	-2.26755	0	0	3.70415	0	0	0.1395621	0.0586008	0.05651787	0.3896369	4.181034	0	-1.02555	-0.689164	0.356815	0	0	0.217787	-3.20232	0.389637	0.139562	0.529199	1	0	1	0	0	1	0	0	0	1	1	1	0	0	1	1
315	-38490.94	-38448.35	-42.58874	1.874347	1.249584	0.5395898	3.064069	0.4733294	0.5697883	0.054731	0.42367	0.0898974	0.260804	0.285745	0.0575959	0.457661	0.0904561	1.4905	0.140887	3.15138	2.94456	2.18195	2.50801	2.37029	1.85566	2.23886	1.95238	1.56762	3.67371	-3.907572	1	1	1.94202	1.94202	1.94202	0.0602839	1	1	1	1.94202	0.0602839	0.0602839	0	1	1	1	0.0602839	0.0602839	0	0	1	1	1.94202	0.0602839	0	0	0	1	1	0.0602839	0	0	0	0	1	1.94202	0.0602839	0	0	0	0	1	0.0602839	0	0	0	0	0	1	0.02387198	0.0267382	0.0134288	0.0141686	0.0201837	0.00771009	0.0879239	0.0277009	0.0346282	0.0134232	0.0235329	0.0147923	0.0139005	0.0203424	0.013538	0.0452314	0.016915	0.00864356	0.0316472	0.0218024	0.0177381	0.0319657	0.015276	0.0896151	0.0126344	0.0324892	0.0294449	0.0211044	0.0182359	0.0543281	0.01478	0.0166836	0.0222027	0.0159252	0.00757323	0.0157378	0.00640344	0.0186578	0.0304886	0.01223	0.0147579	0.0326765	0.0177094	0.0122956	0.01984	0.018887	0.0228205	0.0172895	0.012866	0.0296818	0.0088447	1	0.215746	0.49849	0.323958	0.194551	0.2113	0.202179	1.15294	0.286211	0.26359	0.376823	0	-3.51084	0	-0.596634	-0.225493	0	0	0.0531474	0.06381517	0.03367958	0.3138797	3.534031	1.21039	0	-0.291565	0	0	-2.50213	0.663727	-3.47242	0.31388	0.0531474	0.3670271	1	0	1	0	1	1	0	0	1	0	1	0	0	1	1	1
316	-38476.22	-38444.01	-32.20782	2.259877	1.506608	0.6505766	3.694309	0.5706873	0.6869866	0.054731	0.377547	0.17714	0.424905	0.401851	0.0597405	0.457661	0.0865558	1.04912	0.137487	3.52075	2.94456	2.18195	2.56525	3.00426	1.85566	2.23886	1.88867	1.58457	2.89124	-4.105974	0.934364	0.940447	2.2504	2.26845	2.53163	0.0809857	1.03482	0.934364	0.940447	2.29997	0.0526183	0.0998526	0	1.03482	0.934364	0.940447	0.044751	0.044751	0	0	1.03482	0.937241	2.11174	0.0514315	0	0	0	1.03482	0.943664	0.0439933	0	0	0	0	1.03482	2.26103	0.0425162	0	0	0	0	1.03482	0.0425162	0	0	0	0	0	1.03482	0.01957598	0.0213284	0.0107118	0.0113269	0.0161001	0.00622055	0.0709376	0.0149316	0.0203884	0.0105118	0.0133422	0.00838666	0.00961054	0.0140644	0.0124215	0.03608	0.0134926	0.0044747	0.0171196	0.0173912	0.0141492	0.0254983	0.0121853	0.0722046	0.0101798	0.0259159	0.0234875	0.0125624	0.0151904	0.0433362	0.0125648	0.0150853	0.0125616	0.015489	0.0165135	0.0117066	0.00970399	0.017899	0.0228172	0.01277	0.0108133	0.0190827	0.0141206	0.00980791	0.0158259	0.0150657	0.0239752	0.0137914	0.0193882	0.0236764	0.0070552	1	0.257945	0.49849	0.323958	0.20874	0.184096	0.166362	1.46675	0.286211	0.26359	0.962783	0	-3.96126	0	-0.183188	-2.7228	0.154937	0	0.0829877	0.03871114	0.01355921	0.302672	3.977902	2.63422	-2.66722	0	0	-0.411971	0	0.781593	-3.93954	0.302672	0.0829877	0.3856597	1	0	1	0	1	1	1	0	1	1	0	0	1	0	1	1
317	-38485.41	-38447.91	-37.50127	2.02963	1.353107	0.5874081	3.317915	0.5776444	0.616993	0.0493024	0.482051	0.12443	0.261724	0.401851	0.0512898	0.422298	0.0865558	1.58599	0.217442	3.84804	2.94456	2.18195	2.71353	2.53067	1.50877	2.57212	1.88818	1.58457	2.94766	-3.940209	1	1	2.43397	2.43397	2.43397	2.43397	1	1	1	2.43397	2.43397	2.43397	0	1	1	1	2.43397	2.43397	0	0	1	1	2.43397	2.43397	0	0	0	1	1	2.43397	0	0	0	0	1	2.43397	2.43397	0	0	0	0	1	2.43397	0	0	0	0	0	1	0.02310546	0.0249772	0.0133878	0.00891025	0.0146649	0.00732866	0.0835743	0.011974	0.0163498	0.0112755	0.0148558	0.00933807	0.0107008	0.0156599	0.0138702	0.03996	0.0167286	0.00478676	0.0175134	0.0193642	0.0157544	0.0441701	0.0181446	0.0729121	0.0102795	0.0288558	0.026152	0.0204181	0.0175427	0.0482523	0.00835933	0.0184211	0.0108524	0.0162168	0.0205618	0.0122377	0.0201261	0.0102126	0.0280809	0.0324424	0.00927126	0.0199018	0.0142382	0.0167937	0.0207718	0.00541848	0.0281686	0.0167389	0.0215877	0.025412	0.00785556	1	0.268365	0.616824	0.323958	0.20874	0.138692	0.166362	1.18812	0.313794	0.282739	2.05775	0	-3.82442	0	0	1.75196	0	0	0.1261386	0.05292239	0.03677677	0.2634655	3.722567	0	0	0	0	0	-0.75636	0.889523	0	0.263465	0.126139	0.3896041	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0
318	-38483.94	-38448.88	-35.0585	2.076633	1.384443	0.5995178	3.394753	0.5310449	0.6312816	0.0750185	0.482051	0.121116	0.263863	0.283019	0.0566098	0.475113	0.0865558	1.5967	0.186996	3.76892	3.45093	2.53947	2.71353	2.72031	1.21467	2.16046	1.68562	1.58457	2.89286	-4.211223	1	1	2.37016	2.37016	2.37016	2.37016	1	1	1	2.37016	2.37016	2.37016	0	1	1	1	2.37016	2.37016	0	0	1	1	2.37016	2.37016	0	0	0	1	1	2.37016	0	0	0	0	1	2.37016	2.37016	0	0	0	0	1	2.37016	0	0	0	0	0	1	0.01762035	0.022509	0.0120648	0.00802976	0.01226	0.00660447	0.0501578	0.0106273	0.0172464	0.0107644	0.0133878	0.00575791	0.00819533	0.0142116	0.0124995	0.0393427	0.0150756	0.00450945	0.0164183	0.0174507	0.0141976	0.036157	0.0148529	0.0657071	0.00926372	0.0260044	0.0235677	0.0279038	0.0158091	0.0434842	0.00856431	0.0167867	0.0158965	0.0105434	0.0140507	0.0181562	0.0114214	0.00993535	0.024116	0.0230601	0.00546762	0.0249257	0.0334507	0.0103751	0.0187192	0.00552246	0.0235236	0.0134411	0.0243362	0.0229008	0.0070793	1	0.268365	0.616824	0.344376	0.252672	0.18915	0.166362	1.15876	0.313794	0.285875	2.89274	0	-3.43133	0	0	1.5564	0	0	0.04666577	0.03427171	0.02877589	0.280071	3.751585	2.71711	-3.32147	0	0.431383	0	-3.33712	0.862959	0	0.280071	0.0466658	0.3267368	1	0	1	0	0	1	0	0	1	1	0	1	0	1	1	0
319	-38466.22	-38445.6	-20.61778	3.419555	1.975281	0.9762356	5.441449	0.8684686	1.054154	0.0750185	0.388148	0.164566	0.25565	0.268115	0.113459	0.589827	0.0784971	0.969888	0.217522	3.76892	3.45093	2.51635	2.71353	2.94258	1.7675	1.94618	1.68562	2.0892	2.89286	-4.488735	1	1	2.37016	2.37016	2.37016	2.37016	1	1	1	2.37016	2.37016	2.37016	0	1	1	1	2.37016	2.37016	0	0	1	1	2.37016	2.37016	0	0	0	1	1	2.37016	0	0	0	0	1	2.37016	2.37016	0	0	0	0	1	2.37016	0	0	0	0	0	1	0.01335035	0.0143528	0.00772656	0.00512014	0.00875217	0.00634865	0.0319829	0.0167138	0.0187432	0.00658215	0.00703534	0.00422738	0.00507827	0.00950344	0.00677785	0.0250867	0.00961286	0.00342498	0.0124698	0.0111273	0.00681988	0.0230553	0.0094709	0.0418978	0.00509464	0.0156917	0.0150278	0.0129367	0.0104934	0.0262355	0.00697986	0.027707	0.00880483	0.00625374	0.0102808	0.0114247	0.00800186	0.00907096	0.00672247	0.00740364	0.00411977	0.0158938	0.00660588	0.00560067	0.0123981	0.00352137	0.0149997	0.00806045	0.0138158	0.0146026	0.00419302	1	0.279312	0.58663	0.372474	0.252672	0.218454	0.160538	1.15876	0.313794	0.315734	2.82306	0.0888499	-3.472	0	0	0	0	0	0.05781974	0.03493491	0.04777415	0.2211745	5.8835	0.578505	-3.79293	0	0	0	0	0.862959	0	0.221174	0.0578197	0.2789942	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0
320	-38479.78	-38444.22	-35.55543	2.235138	1.355321	0.6683832	3.729861	0.5746211	0.7232984	0.0556435	0.388148	0.0904847	0.209551	0.158543	0.166477	0.753751	0.0784971	0.812272	0.187965	3.40466	3.45093	2.20568	2.58946	2.78575	2.36103	2.32766	1.86551	1.35316	3.14003	-4.138294	1.15929	1.14302	1.79165	1.76074	1.38647	0.333998	0.928193	1.15929	1.14302	1.70864	0.854003	0.211705	0	0.928193	1.15929	1.14302	1.21503	1.21503	0	0	0.928193	1.15155	2.05769	0.897491	0	0	0	0.928193	1.13456	1.26105	0	0	0	0	0.928193	1.77336	1.35839	0	0	0	0	0.928193	1.35839	0	0	0	0	0	0.928193	0.0189534	0.0287149	0.0128748	0.00726903	0.0124254	0.0135359	0.0454059	0.0212459	0.0238256	0.00952928	0.00998803	0.00600158	0.00720959	0.0107073	0.00962247	0.0356154	0.0115666	0.00549214	0.0199961	0.0182389	0.0111785	0.0291301	0.011921	0.0570257	0.00775875	0.0291562	0.0232567	0.0246675	0.0181988	0.0344177	0.019402	0.0146362	0.0125002	0.00852368	0.0145955	0.0188661	0.0117358	0.00783285	0.0113452	0.0109187	0.00646286	0.0210985	0.0150939	0.00803478	0.0135991	0.021942	0.0245877	0.0112292	0.0197647	0.0141442	0.00595281	1	0.279312	0.58663	0.372474	0.24164	0.145886	0.1775	1.15876	0.313794	0.315734	3.1557	0	-3.65695	-0.224097	0	-1.21038	-0.337318	0	0.09743029	0.02907604	0.05886836	0.2828775	4.03691	0.750942	-3.48852	0	0	0	0.835477	0.647391	-0.34093	0.282877	0.0974303	0.3803078	1	0	1	1	0	1	1	0	1	1	0	0	0	1	1	1
