Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	ln_mean	m_w[1][1][1]	m_w[1][1][2]	m_w[1][1][3]	m_w[1][1][4]	m_w[1][1][5]	m_w[1][1][6]	m_w[1][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	m_w[3][1][1]	m_w[3][1][2]	m_w[3][1][3]	m_w[3][1][4]	m_w[3][1][5]	m_w[3][1][6]	m_w[3][1][7]	m_w[4][1][1]	m_w[4][1][2]	m_w[4][1][3]	m_w[4][1][4]	m_w[4][1][5]	m_w[4][1][6]	m_w[4][1][7]	m_w[5][1][1]	m_w[5][1][2]	m_w[5][1][3]	m_w[5][1][4]	m_w[5][1][5]	m_w[5][1][6]	m_w[5][1][7]	m_w[6][1][1]	m_w[6][1][2]	m_w[6][1][3]	m_w[6][1][4]	m_w[6][1][5]	m_w[6][1][6]	m_w[6][1][7]	m_w[7][1][1]	m_w[7][1][2]	m_w[7][1][3]	m_w[7][1][4]	m_w[7][1][5]	m_w[7][1][6]	m_w[7][1][7]	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	rho_b	rho_d	rho_e	rho_w	root_age	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
788	-38488.09	-38446.07	-42.02337	1.762661	0.6674836	0.4343239	3.015557	0.5237178	0.5571039	0.0406527	0.434661	0.122688	0.518772	0.347484	0.316169	0.498049	0.0795044	0.543852	0.125847	3.44443	2.885	2.38736	2.78681	2.37095	1.54625	1.56277	1.85702	2.3049	3.26177	-3.877329	3.98111	3.96462	7.15846	7.15768	7.15062	7.13878	3.94978	3.98111	3.96462	7.15646	7.14798	7.13624	0	3.94978	3.98111	3.96462	7.15646	7.15646	0	0	3.94978	3.96843	7.16889	7.14881	0	0	0	3.94978	3.9624	7.15799	0	0	0	0	3.94978	7.15799	7.16201	0	0	0	0	3.94978	7.16201	0	0	0	0	0	3.94978	0.02460499	0.0358059	0.0145147	0.00823051	0.025002	0.0203478	0.0980138	0.0176258	0.0279805	0.0216924	0.0340917	0.017178	0.0217151	0.0298586	0.017316	0.0546511	0.0267813	0.0104759	0.035951	0.0339454	0.0228273	0.0450921	0.023448	0.0679978	0.00751263	0.0378456	0.034242	0.0362666	0.0187472	0.049892	0.0459003	0.0467464	0.0208647	0.0172093	0.0235415	0.0106276	0.0151495	0.0166813	0.00485767	0.0128916	0.0112879	0.0214131	0.0147148	0.0219736	0.0248358	0.0349948	0.0626618	0.0119324	0.0495964	0.0120452	0.012239	1	0.238895	0.553426	0.30785	0.201075	0.184334	0.159582	1.16841	0.31217	0.235874	3.72704	0	-3.19247	0	0	-0.92954	0	-3.14228	0.02955182	0.03453693	0.06424695	0.1313643	3.058634	0	-3.9275	0	0.692839	0	0	0.59457	0	0.131364	0.0295518	0.1609162	1	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0
789	-38497.15	-38443.02	-54.13736	1.622741	0.726927	0.4258049	3.014588	0.5232895	0.5596715	0.0172459	0.369908	0.164712	0.291325	0.342506	0.32658	0.613064	0.0795044	0.514117	0.120617	3.44443	2.885	2.38736	2.47715	3.12495	1.61215	2.33895	1.71111	2.08171	3.26177	-3.791701	2.69802	2.68999	2.68288	2.68267	2.68077	0.0712453	2.68275	2.69802	2.68999	2.68234	0.0713112	0.071227	0	2.68275	2.69802	2.68999	0.071372	0.071372	0	0	2.68275	2.69185	2.68568	0.0713172	0	0	0	2.68275	2.6889	0.0713829	0	0	0	0	2.68275	2.68275	0.0714117	0	0	0	0	2.68275	0.0714117	0	0	0	0	0	2.68275	0.02680468	0.039007	0.0244393	0.00896632	0.0272372	0.0106309	0.104029	0.0138575	0.0219984	0.0158968	0.0380697	0.0197154	0.0209647	0.0321775	0.018864	0.0567552	0.0289813	0.0132777	0.039165	0.0488683	0.0328626	0.0491233	0.0255443	0.088732	0.0100912	0.0390846	0.0407065	0.021977	0.0242378	0.0485711	0.0431366	0.0212628	0.0248368	0.0187377	0.0286377	0.00982879	0.0131623	0.0291397	0.00460458	0.0322047	0.0181246	0.0272891	0.0214586	0.0220681	0.0319846	0.0169214	0.0272127	0.0129992	0.0348022	0.0131221	0.0133332	1	0.238895	0.553426	0.30785	0.201075	0.203068	0.154538	1.16841	0.271726	0.235874	3.63557	2.46714	-2.25691	0	0	-1.49388	0	-2.25743	0.01743324	0.03315797	0.122929	0.2291026	3.072731	0	0.421652	0	1.02194	-1.01685	0.40265	0	-3.62654	0.229103	0.0174332	0.2465358	1	1	1	0	0	1	0	1	0	1	0	1	1	1	0	1
790	-38494.37	-38444.02	-50.3532	1.632784	0.6985182	0.4285663	3.033246	0.5358984	0.5631354	0.0496375	0.205338	0.120027	0.291325	0.342506	0.217195	0.357309	0.0900277	0.752809	0.112614	3.59998	2.71049	2.38736	3.11125	2.87953	1.71631	2.5256	1.80129	1.43941	3.26177	-3.800287	4.42158	4.29067	3.71677	3.59744	2.29895	0.303224	2.89741	4.42158	4.29067	3.40041	1.75678	0.129219	0	2.89741	4.42158	4.29067	3.40041	3.40041	0	0	2.89741	4.35441	4.82129	1.92798	0	0	0	2.89741	4.22934	3.64592	0	0	0	0	2.89741	3.64592	4.19188	0	0	0	0	2.89741	4.19188	0	0	0	0	0	2.89741	0.02657553	0.0396907	0.0223189	0.0101459	0.024874	0.00970852	0.0950036	0.0126552	0.0201969	0.0145175	0.0282584	0.0147248	0.0209275	0.0290814	0.0172273	0.0531516	0.0289812	0.0121257	0.035767	0.0512788	0.0343386	0.0448613	0.023328	0.0779605	0.00921569	0.0356935	0.0371747	0.0200703	0.0221349	0.044357	0.0565916	0.0242728	0.0219751	0.0186019	0.0233084	0.0177639	0.0186397	0.00745853	0.00504013	0.0268092	0.0165521	0.021865	0.022148	0.0319873	0.0277532	0.0274719	0.00649092	0.0118713	0.0216868	0.0119836	0.0121764	1	0.239081	0.553426	0.356294	0.212479	0.209627	0.17025	1.16841	0.285863	0.286949	1.22196	0.203451	-3.08546	-0.0287517	0	0.847913	-0.630816	-2.75229	0.01045151	0.0288911	0.09768401	0.1875407	3.091749	2.42555	0	0	1.18955	-0.548363	0.0605626	0.22979	0	0.187541	0.0104515	0.1979922	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0
791	-38480.3	-38440.22	-40.07116	1.67931	0.6697158	0.5126217	3.142781	0.5311589	0.5881165	0.0219741	0.463759	0.200683	0.272571	0.213516	0.217195	0.435102	0.0829831	0.314861	0.126606	3.82611	3.09735	2.38736	2.70835	2.88953	2.28462	1.82268	2.15458	1.43941	3.26177	-3.710721	5.20958	5.07444	8.55536	8.32556	5.73097	1.0589	3.65429	5.20958	5.07444	7.9434	4.57968	0.520119	0	3.65429	5.20958	5.07444	7.9434	7.9434	0	0	3.65429	5.13865	10.6315	4.94885	0	0	0	3.65429	5.01308	8.41907	0	0	0	0	3.65429	8.41907	9.45888	0	0	0	0	3.65429	9.45888	0	0	0	0	0	3.65429	0.02906564	0.028552	0.0199308	0.00934187	0.0235902	0.0120898	0.0874751	0.0116523	0.0185964	0.0140908	0.0260191	0.0114643	0.0244004	0.0339074	0.0158622	0.0489397	0.0266846	0.0102707	0.0329327	0.0472153	0.0316175	0.0429737	0.0223464	0.0717826	0.0084854	0.0374276	0.0342288	0.0184798	0.0244939	0.0401972	0.0710234	0.0259009	0.0188493	0.0155042	0.00776047	0.0113199	0.0171626	0.00594923	0.00617249	0.0295112	0.0174476	0.0113391	0.031522	0.0144855	0.0259406	0.0151757	0.0163037	0.0107872	0.0206949	0.011034	0.0112115	1	0.244485	0.553426	0.356294	0.238342	0.139925	0.19512	1.16841	0.269324	0.296822	0	0	-3.08412	0	0	0	-0.525695	-3.23006	0.007773042	0.02664043	0.177307	0.09103976	3.24532	0.984873	0	0	1.43053	0	0	0.834598	0	0.0910398	0.00777304	0.0988128	0	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0
792	-38479.8	-38444.13	-35.67779	2.249524	0.9563071	0.6866838	4.20992	0.7459939	0.7878129	0.0437928	0.432397	0.200683	0.356842	0.319274	0.13286	0.435102	0.0829831	0.29879	0.156415	2.96867	3.15803	2.38736	2.09481	2.88953	2.5733	2.8496	1.72331	1.43941	3.26177	-4.284818	9.64338	8.91038	8.4834	7.73789	2.18868	0.00719957	2.95632	9.64338	8.91038	6.6018	1.02473	0.000648111	0	2.95632	9.64338	8.91038	6.6018	6.6018	0	0	2.95632	9.27673	17.6489	1.33216	0	0	0	2.95632	8.56218	8.03546	0	0	0	0	2.95632	8.03546	11.9061	0	0	0	0	2.95632	11.9061	0	0	0	0	0	2.95632	0.01637015	0.0126421	0.00933332	0.00626446	0.0151776	0.0108765	0.0653018	0.00869868	0.0138825	0.0115456	0.0165668	0.00855828	0.0172723	0.0240021	0.0107227	0.0313861	0.0199206	0.00802442	0.0536711	0.0352471	0.023603	0.0320806	0.016682	0.053587	0.00863545	0.0279403	0.0255524	0.0155401	0.0182852	0.030008	0.0220252	0.0163286	0.0147262	0.00911388	0.0104916	0.0084505	0.0128122	0.0044412	0.00460787	0.0214276	0.00887215	0.0154012	0.0138261	0.0248601	0.0238638	0.011329	0.012171	0.00805284	0.0181118	0.0218643	0.00836955	1	0.244485	0.553426	0.305341	0.212945	0.207835	0.19512	1.18922	0.328293	0.296822	3.82258	0	-2.88118	-0.627535	0.0569779	-0.0992894	-1.78101	-3.37955	0.006461155	0.02062787	0.09729869	0.09390717	4.347277	1.29186	-1.0386	-0.306946	1.43053	0	2.17803	0.999919	0	0.0939072	0.00646115	0.1003683	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0
793	-38484.33	-38440.45	-43.88035	1.502197	0.8197499	0.5838095	3.608759	0.6255924	0.6753161	0.0309378	0.356061	0.192597	0.297812	0.283266	0.231688	0.22808	0.051455	0.489466	0.285861	2.65536	3.15803	2.38736	2.89163	2.88953	2.5733	1.95557	1.72331	1.43941	3.26177	-4.130738	8.02383	7.53529	7.78778	7.24649	2.69558	0.0306635	3.17401	8.02383	7.53529	6.39914	1.48796	0.00465512	0	3.17401	8.02383	7.53529	6.39914	6.39914	0	0	3.17401	7.77844	13.824	1.82731	0	0	0	3.17401	7.30284	7.46384	0	0	0	0	3.17401	7.46384	10.1556	0	0	0	0	3.17401	10.1556	0	0	0	0	0	3.17401	0.01909715	0.0190546	0.00888617	0.00892972	0.0175988	0.0126883	0.07618	0.0103064	0.0188924	0.0137676	0.0193266	0.00998395	0.0201496	0.0280004	0.0125454	0.0384092	0.023239	0.0145289	0.0626119	0.0411187	0.0275349	0.0374247	0.019461	0.0625138	0.010115	0.0325948	0.0354174	0.0123366	0.03132	0.0302624	0.0324515	0.0190487	0.0148986	0.0108439	0.0104644	0.0220106	0.0154378	0.00654263	0.00537547	0.0156642	0.0159016	0.0225938	0.0166384	0.0209081	0.0278392	0.0149602	0.0093653	0.00939431	0.0266558	0.0830705	0.00913654	1	0.244485	0.553426	0.305341	0.208279	0.173524	0.19512	1.18922	0.293461	0.268747	3.46614	0.910111	-2.74369	-1.31574	0	-1.07932	-1.39437	-3.34671	0.0102431	0.01917322	0.06418616	0.1121175	3.726502	3.57377	-0.679783	-1.54311	1.40905	0	0	0.855074	0	0.112118	0.0102431	0.1223606	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0
794	-38481.15	-38438.82	-42.33106	1.851555	1.010394	0.700779	4.414473	0.7145943	0.8323705	0.0635311	0.389277	0.0995155	0.378228	0.211607	0.465842	0.180307	0.07603	0.4352	0.161483	3.46558	3.59932	2.38736	2.89163	2.88953	1.99938	2.85693	1.82598	1.64973	2.66641	-4.173672	7.18829	6.77505	11.0417	10.3172	4.06442	0.00393301	3.00048	7.18829	6.77505	9.17675	0.152369	0.000666078	0	3.00048	7.18829	6.77505	0.602117	0.602117	0	0	3.00048	6.98085	18.9585	0.184902	0	0	0	3.00048	6.57797	0.696057	0	0	0	0	3.00048	10.6085	0.930321	0	0	0	0	3.00048	0.930321	0	0	0	0	0	3.00048	0.01829459	0.0161103	0.00751308	0.01077	0.0152404	0.0107277	0.0644087	0.00754345	0.0138277	0.0101568	0.0168858	0.00863362	0.0170361	0.0250357	0.0114712	0.0299054	0.0237128	0.0122839	0.0478688	0.034765	0.0232802	0.0316419	0.0164539	0.0528542	0.00855202	0.0275582	0.0299447	0.0104303	0.0264805	0.020501	0.0168036	0.0161053	0.0125965	0.0116428	0.0156113	0.00744356	0.00876689	0.00457383	0.00837072	0.0272783	0.0159471	0.0114827	0.0140675	0.0152335	0.027248	0.00761535	0.0114525	0.00805317	0.0183047	0.0702345	0.00772477	1	0.244485	0.553426	0.36606	0.209152	0.160373	0.183202	0.969075	0.339274	0.268747	3.69121	1.52291	-3.0174	0	-1.33056	-1.76612	-1.31349	-3.17722	0.0102431	0.03269167	0.06101074	0.1121175	4.593153	1.44988	-0.959017	0	1.40905	0	0.880945	1.26288	-2.72398	0.112118	0.0102431	0.1223606	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1
795	-38488.46	-38442.12	-46.3375	2.115607	0.9789712	0.6322759	3.949157	0.680733	0.7244775	0.0382618	0.623836	0.161303	0.458721	0.211607	0.777825	0.166655	0.0608821	0.4352	0.161055	3.46558	3.59932	2.38736	2.89163	2.88953	2.25828	2.85693	1.99634	1.61457	3.60441	-3.975722	4.81454	4.59586	9.66059	9.16016	4.41363	0.0104456	2.4271	4.81454	4.59586	8.35654	0.183551	0.00259694	0	2.4271	4.81454	4.59586	0.538926	0.538926	0	0	2.4271	4.70501	14.758	0.213616	0	0	0	2.4271	4.4907	0.603786	0	0	0	0	2.4271	9.36225	0.757944	0	0	0	0	2.4271	0.757944	0	0	0	0	0	2.4271	0.0222993	0.0210672	0.00988902	0.0088604	0.0170015	0.00813028	0.0702331	0.0108253	0.0198436	0.0122667	0.0212377	0.0104272	0.0205752	0.0266478	0.015162	0.0380939	0.0262984	0.0148358	0.057813	0.0329319	0.0220527	0.0382152	0.0185246	0.0736772	0.0105973	0.0332832	0.0275489	0.0195827	0.0179489	0.0315665	0.0183079	0.0223963	0.0194816	0.0140615	0.0172654	0.00955166	0.0105881	0.0092607	0.00773752	0.0212459	0.018654	0.0195165	0.0160099	0.0183981	0.0329085	0.00919737	0.047961	0.00953914	0.0209778	0.00736871	0.00864794	1	0.230614	0.553426	0.351409	0.223425	0.145337	0.174735	0.969075	0.339274	0.268747	3.62858	3.36713	-3.30544	0	0	-3.632	-1.02952	-2.54859	0.003889057	0.03445114	0.04221816	0.1251236	4.082544	2.20455	-0.60414	-0.63842	0.924092	0	3.28534	1.34999	-2.74122	0.125124	0.00388906	0.1290127	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1
796	-38486.93	-38443.54	-43.39524	1.885503	0.9441273	0.5324729	3.519626	0.5074086	0.6682313	0.0389108	0.428536	0.181241	0.214767	0.111416	1.13995	0.235682	0.0921664	0.703744	0.213054	3.01343	3.46687	2.38736	2.58193	2.38496	3.12559	3.25212	1.75975	1.61285	3.60441	-3.877463	2.08539	2.08079	8.01066	8.0102	8.006	0.749593	2.07664	2.08539	2.08079	8.00947	0.750107	0.749451	0	2.07664	2.08539	2.08079	0.75058	0.75058	0	0	2.07664	2.08185	8.01687	0.750153	0	0	0	2.07664	2.08017	0.750665	0	0	0	0	2.07664	8.01038	0.75089	0	0	0	0	2.07664	0.75089	0	0	0	0	0	2.07664	0.02460168	0.0242566	0.0111867	0.00877422	0.0195754	0.0101864	0.0879945	0.0232413	0.0393118	0.0141238	0.0244528	0.016349	0.0228524	0.0295971	0.0159799	0.0438609	0.0255746	0.00756816	0.0194551	0.0379174	0.0253912	0.0625681	0.021329	0.0882427	0.0122016	0.0359966	0.0317195	0.0225473	0.0198401	0.0435209	0.02279	0.0257868	0.0217349	0.0326239	0.013938	0.0137853	0.0094875	0.014023	0.00699043	0.00987153	0.0142783	0.0323359	0.0145244	0.0111635	0.0326594	0.0160409	0.0552217	0.0105406	0.0241536	0.0104431	0.00995714	1	0.242884	0.550646	0.290248	0.183752	0.145337	0.174735	0.969075	0.339274	0.237457	3.62858	0	-3.30544	0	0	-1.94862	0	-1.67162	0.003217013	0.02753101	0.03584399	0.1031426	3.638505	0.161951	-1.28743	-1.01477	1.39233	0	0	1.34999	-2.36753	0.103143	0.00321701	0.1063596	1	0	1	0	0	1	0	1	1	1	1	1	0	0	1	1
797	-38486.03	-38439.22	-46.81113	1.787277	0.9002308	0.5931208	3.610173	0.6023054	0.6790983	0.0544087	0.428536	0.124846	0.361124	0.229572	1.24189	0.16637	0.0921664	0.717858	0.171346	4.79063	3.15411	2.55139	2.90475	2.95082	2.50247	2.52989	1.75975	1.65772	3.60441	-3.910423	3.65655	3.64233	7.90082	7.90001	7.8927	0.204493	3.62953	3.65655	3.64233	7.89875	0.20474	0.204424	0	3.62953	3.65655	3.64233	0.204968	0.204968	0	0	3.62953	3.64562	7.91163	0.204762	0	0	0	3.62953	3.64042	0.205009	0	0	0	0	3.62953	7.90034	0.205117	0	0	0	0	3.62953	0.205117	0	0	0	0	0	3.62953	0.02380401	0.0259634	0.0116098	0.00710657	0.017705	0.0119628	0.10334	0.0302698	0.0341383	0.0143621	0.0207431	0.0138688	0.0206689	0.0267692	0.014453	0.0365299	0.0280075	0.00684503	0.0132755	0.0342945	0.0229651	0.0630592	0.0251213	0.0798113	0.0132243	0.0325572	0.031044	0.020393	0.0208393	0.0290036	0.0170907	0.0224647	0.0176053	0.0199019	0.00783469	0.0142898	0.0113297	0.00474593	0.0118008	0.0122775	0.00689111	0.0292463	0.00965094	0.0128832	0.0295388	0.0125833	0.0723003	0.00953345	0.0231851	0.00628213	0.00997135	1	0.242227	0.609033	0.32806	0.183752	0.200255	0.174735	1.40006	0.373799	0.286041	3.85462	0	-3.29934	0	0.712769	-0.101544	0	-2.94886	0.002043856	0.03951212	0.04244687	0.09909292	3.775788	1.89457	0	0	0.58242	-0.714841	0	0.777801	-3.65161	0.0990929	0.00204386	0.1011368	1	0	1	0	1	1	0	1	1	0	0	1	1	0	1	1
798	-38483.74	-38447.57	-36.17458	2.048443	1.031778	0.679791	4.14418	0.7306977	0.778332	0.0311699	0.327373	0.155948	0.227355	0.159544	1.32373	0.299809	0.105781	0.488423	0.145864	3.31445	3.36982	2.55139	2.90475	2.88458	1.51788	2.6412	1.75975	1.44382	3.67708	-4.305701	4.44271	4.42285	10.3146	10.3134	10.3024	10.284	4.40498	4.44271	4.42285	10.3115	10.2983	10.28	0	4.40498	4.44271	4.42285	10.3115	10.3115	0	0	4.40498	4.42744	10.3308	10.2996	0	0	0	4.40498	4.42017	10.3139	0	0	0	0	4.40498	10.3139	10.3201	0	0	0	0	4.40498	10.3201	0	0	0	0	0	4.40498	0.01603183	0.022719	0.00690102	0.00777172	0.0147015	0.00928427	0.0861206	0.0165128	0.0168539	0.012531	0.0180985	0.0152839	0.0180337	0.0242081	0.0126103	0.0318725	0.018725	0.00670179	0.0140179	0.0454952	0.0304657	0.0550195	0.0219184	0.0696357	0.010105	0.024286	0.0305755	0.010753	0.0219044	0.0249825	0.0149117	0.0107367	0.0153607	0.0144968	0.00802392	0.0115176	0.00707235	0.00680126	0.0108563	0.0203932	0.00746077	0.0255175	0.00842049	0.0164346	0.0257728	0.0126933	0.0209631	0.00829522	0.0178478	0.00753839	0.00870005	1	0.225909	0.588786	0.32806	0.183752	0.145322	0.184695	1.57505	0.290856	0.286041	3.85462	3.01448	-3.30062	0	0.73951	-1.15132	0	-3.3918	0.00412255	0.02226822	0.02035933	0.06130538	4.438372	1.20331	-3.38355	0	1.21784	0	-2.6527	0.850754	0	0.0613054	0.00412255	0.06542793	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0
799	-38480.36	-38450.88	-29.48369	2.00522	1.3346	0.7610801	4.639739	0.8504313	0.8714047	0.0309764	0.345112	0.155587	0.370371	0.118856	1.30009	0.24915	0.105781	0.488423	0.25257	3.07555	3.36982	2.4202	2.56716	3.37828	1.27112	2.1653	1.73267	1.4569	3.1382	-4.388806	4.69732	4.67554	9.87958	9.87837	9.86747	9.84918	4.65594	4.69732	4.67554	9.8765	9.86338	9.84524	0	4.65594	4.69732	4.67554	9.8765	9.8765	0	0	4.65594	4.68057	9.89571	9.86468	0	0	0	4.65594	4.6726	9.87886	0	0	0	0	4.65594	9.87886	9.88507	0	0	0	0	4.65594	9.88507	0	0	0	0	0	4.65594	0.01475337	0.020432	0.00620631	0.00698936	0.0135854	0.00721088	0.0558002	0.0148505	0.0151572	0.00861753	0.0138264	0.0116762	0.0174939	0.0234835	0.0105783	0.028664	0.0196753	0.0059175	0.0126067	0.0333551	0.0273988	0.0494808	0.0158484	0.0464884	0.0066501	0.0212429	0.0314493	0.0148638	0.0312271	0.02001	0.0101252	0.00762075	0.0175795	0.0141369	0.00608563	0.00673675	0.00613153	0.0120066	0.0112683	0.0119717	0.0120061	0.0111768	0.00696119	0.0155811	0.0231783	0.00984341	0.0209927	0.00746016	0.00994801	0.00677952	0.00614288	1	0.225909	0.588786	0.313427	0.183752	0.14513	0.184695	1.62375	0.321866	0.264207	2.91253	1.33747	-3.98582	0	0.494541	-0.744066	0	-3.51855	0.003313778	0.0171142	0.01329779	0.04595694	4.969111	1.43144	-3.75857	0	0.6993	0	1.01803	0.752253	0	0.0459569	0.00331378	0.04927071	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	0
800	-38472	-38449	-23.00291	2.556089	1.274082	0.8738231	5.239535	0.9727999	0.9797319	0.0262875	0.452629	0.186568	0.245015	0.176226	2.20515	0.386514	0.0935243	0.541863	0.276405	3.25098	3.18854	2.4202	2.2177	2.84751	1.26956	1.99045	1.73267	1.74573	3.1382	-4.355769	5.78403	5.75361	9.91721	9.91584	9.90342	0.623019	5.72626	5.78403	5.75361	9.9137	0.624039	0.622737	0	5.72626	5.78403	5.75361	0.62498	0.62498	0	0	5.72626	5.76063	9.93558	0.624131	0	0	0	5.72626	5.74951	0.62515	0	0	0	0	5.72626	9.91639	0.625596	0	0	0	0	5.72626	0.625596	0	0	0	0	0	5.72626	0.01524891	0.0122655	0.00694838	0.00678803	0.0120572	0.00834158	0.0533226	0.0113904	0.0116257	0.00802881	0.00801432	0.00676799	0.0155941	0.0144786	0.00958942	0.0269116	0.0153124	0.00555573	0.011836	0.0317255	0.0257237	0.0459023	0.0148795	0.0436464	0.00765938	0.0193996	0.0260428	0.0127227	0.0160403	0.0209163	0.0131927	0.00937166	0.0142058	0.0132726	0.00633771	0.0121995	0.026287	0.00635489	0.00982099	0.0222208	0.00773534	0.0141471	0.00623296	0.0229123	0.0217613	0.00924163	0.0197093	0.00700408	0.0138942	0.0103786	0.00538876	1	0.214306	0.588786	0.313427	0.202615	0.180909	0.184695	1.22777	0.321866	0.264207	2.93887	0	-3.82655	0	0	-0.0356562	0	-3.99188	0.002976537	0.02320442	0.005161559	0.0502945	5.53393	2.71263	-3.6628	0	0	0	0	0.549127	-2.76395	0.0502945	0.00297654	0.05327104	1	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1
801	-38477.36	-38442.55	-34.80527	1.925948	0.9328686	0.606171	3.674754	0.6811854	0.738203	0.0262875	0.391334	0.154238	0.265566	0.176226	1.34861	0.564184	0.113805	0.541863	0.243726	3.78266	3.79639	2.61756	2.78015	2.23972	1.53206	3.02051	2.07271	1.98558	3.1382	-4.072709	4.87055	4.84744	17.8492	17.847	17.8268	1.73942	4.82665	4.87055	4.84744	17.8435	1.74199	1.73871	0	4.82665	4.87055	4.84744	1.74436	1.74436	0	0	4.82665	4.85278	17.879	1.74222	0	0	0	4.82665	4.84433	1.74479	0	0	0	0	4.82665	17.8479	1.74591	0	0	0	0	4.82665	1.74591	0	0	0	0	0	4.82665	0.02023813	0.0233065	0.0112279	0.0102251	0.0204986	0.0110708	0.0707689	0.0165294	0.0257711	0.0108042	0.0106365	0.00898238	0.0195636	0.0181641	0.0127269	0.0357167	0.0214019	0.00737348	0.0157086	0.0475525	0.0385567	0.0557003	0.0180556	0.0579268	0.0101654	0.0257469	0.0345636	0.0128052	0.0212885	0.032095	0.0196909	0.0111954	0.0188538	0.0174331	0.0094615	0.00665447	0.0191147	0.0153608	0.0134534	0.00698562	0.00641823	0.0290408	0.00659592	0.0103825	0.0324258	0.0109069	0.0338143	0.0105948	0.00833236	0.0319409	0.00690238	1	0.214306	0.588786	0.313427	0.202615	0.148911	0.174173	1.22777	0.312286	0.264207	3.00893	0	-3.82655	0	1.07679	0	0	-3.60092	0.003500201	0.0597264	0.004082708	0.04113427	4.359722	0	0	0	0	0	0	1.30773	-2.32525	0.0411343	0.0035002	0.04463447	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1
