Iteration	Posterior	Likelihood	Prior	clado_type_probs[1]	clado_type_probs[2]	distance_scale	epoch_times[1]	epoch_times[2]	epoch_times[3]	epoch_times[4]	extirpation_rate	log10_rate_bg	p_allopatry	p_sympatry	rate_bg
3340	-49.397	-45.6754	-3.72157	0.843492	0.156508	0.01960956	2.76001	1.69958	0.597829	0	0.9137772	1.001804	0.1565076	0.8434924	10.04163
3350	-52.2536	-47.7545	-4.49909	0.454826	0.545174	0.01999064	3.07669	1.50083	0.356259	0	1.364088	0.742164	0.5451738	0.4548262	5.522859
3360	-49.7897	-46.2252	-3.56449	0.795753	0.204247	0.02576551	2.32826	1.54795	0.327696	0	0.7231748	1.230525	0.2042472	0.7957528	17.00298
3370	-49.6793	-46.0616	-3.61769	0.90683	0.0931696	0.02332164	2.59974	1.5675	0.357846	0	0.8153445	1.148181	0.09316957	0.9068304	14.06633
3380	-51.168	-46.9794	-4.18864	0.280705	0.719295	0.01377434	2.3883	1.49854	0.395963	0	1.204363	0.6133969	0.7192949	0.2807051	4.105792
3390	-50.0707	-46.4974	-3.57329	0.956377	0.0436233	0.01698355	2.30408	1.50113	0.56155	0	0.6321555	0.8915671	0.04362328	0.9563767	7.790532
3400	-49.0861	-45.4507	-3.63544	0.33999	0.66001	0.0215845	2.5204	1.49469	0.607674	0	0.5654643	1.062927	0.6600096	0.3399904	11.55918
3410	-50.6373	-47.0761	-3.56118	0.915258	0.0847424	0.01470584	3.11399	1.31964	0.514561	0	0.708655	0.7785188	0.0847424	0.9152576	6.00508
3420	-49.9542	-46.3573	-3.59694	0.413247	0.586753	0.0160445	3.36397	1.45542	0.585681	0	0.7883375	0.9324914	0.5867529	0.4132471	8.560348
3430	-50.8424	-46.6402	-4.2022	0.86433	0.13567	0.01357625	3.53213	1.34296	0.539612	0	1.211621	0.6536082	0.1356702	0.8643298	4.504102
3440	-52.53	-48.3934	-4.13655	0.564063	0.435937	0.03209726	2.6777	1.41962	0.639888	0	1.176137	1.552459	0.4359366	0.5640634	35.68284
3450	-50.4413	-46.8513	-3.59002	0.569251	0.430749	0.025924	2.78436	1.4226	0.485126	0	0.607188	1.462548	0.4307487	0.5692513	29.01003
3460	-51.8349	-47.1689	-4.66599	0.578486	0.421514	0.02171726	2.77873	1.64098	0.614417	0	0.3266496	0.849359	0.4215135	0.5784865	7.069017
3470	-49.8269	-45.8061	-4.0208	0.222373	0.777627	0.02492093	3.38964	1.37242	0.615178	0	0.4251295	1.342693	0.7776272	0.2223728	22.01372
3480	-49.8565	-46.2593	-3.59724	0.822276	0.177724	0.02880139	2.47808	1.32084	0.42261	0	0.5988692	1.361338	0.1777238	0.8222762	22.97937
3490	-53.7061	-49.5019	-4.2042	0.517715	0.482285	0.03546866	3.45715	1.37094	0.695926	0	1.212691	1.518137	0.4822846	0.5177154	32.97136
3500	-51.4309	-47.4188	-4.01206	0.692604	0.307396	0.01591711	3.65228	1.73271	0.651042	0	1.106045	0.4474636	0.3073958	0.6926042	2.801971
3510	-52.2586	-48.611	-3.64762	0.619206	0.380794	0.01109109	3.52437	1.40558	0.681189	0	0.848004	0.2488291	0.3807942	0.6192058	1.773491
3520	-50.3633	-46.5249	-3.83843	0.42489	0.57511	0.01458759	2.39838	1.7003	0.649545	0	0.4730403	0.7301904	0.5751098	0.4248902	5.372673
3530	-49.9444	-46.2878	-3.65664	0.200421	0.799579	0.0202868	2.7322	1.71721	0.458115	0	0.8569287	1.135119	0.7995786	0.2004214	13.64957
3540	-50.1262	-46.532	-3.59419	0.201301	0.798699	0.02432304	3.44145	1.74708	0.361948	0	0.78432	1.057239	0.7986994	0.2013006	11.40878
3550	-49.341	-45.6954	-3.64557	0.901478	0.0985215	0.02061569	3.20394	1.62283	0.592099	0	0.5583986	1.065697	0.09852155	0.9014785	11.63315
3560	-50.8187	-47.1244	-3.69436	0.412447	0.587553	0.01477497	3.19043	1.60693	0.319009	0	0.8912375	0.7858352	0.5875526	0.4124474	6.107102
3570	-50.2878	-46.7269	-3.56096	0.478872	0.521128	0.02161535	2.23806	1.76198	0.306874	0	0.667802	0.9776355	0.5211279	0.4788721	9.498072
3580	-49.5413	-45.982	-3.55936	0.519767	0.480233	0.01676669	2.26395	1.61769	0.585562	0	0.6906611	0.7792841	0.4802327	0.5197673	6.015671
3590	-49.8305	-46.2463	-3.58423	0.870253	0.129747	0.02563479	2.59837	1.42557	0.315076	0	0.7684551	1.282121	0.1297469	0.8702531	19.14791
3600	-53.7331	-49.9796	-3.75348	0.0265476	0.973452	0.0362469	2.50461	1.33781	0.666791	0	0.5032912	1.852201	0.9734524	0.02654759	71.15425
3610	-49.7952	-46.1308	-3.6644	0.189192	0.810808	0.02253028	2.30262	1.79557	0.696839	0	0.864357	0.9341315	0.8108075	0.1891925	8.592736
3620	-52.1676	-48.5725	-3.59509	0.787418	0.212582	0.01387422	2.80387	1.4822	0.505611	0	0.6012419	0.9389089	0.2125819	0.7874181	8.687782
3630	-49.0881	-45.4065	-3.68158	0.511641	0.488359	0.02201908	3.3194	1.52806	0.670644	0	0.5367352	1.13563	0.4883595	0.5116405	13.66563
3640	-51.7027	-47.9653	-3.73747	0.493747	0.506253	0.01980024	3.15185	1.63861	0.637198	0	0.5099414	0.6186318	0.5062532	0.4937468	4.155581
3650	-50.3852	-46.7435	-3.64166	0.607152	0.392848	0.01385935	2.90115	1.7963	0.613793	0	0.5610683	0.5822584	0.3928483	0.6071517	3.821716
3660	-50.5773	-46.8741	-3.70328	0.835131	0.164869	0.02545394	3.584	1.74755	0.545263	0	0.8987993	1.369822	0.1648691	0.8351309	23.43266
3670	-49.3431	-45.7753	-3.56778	0.775862	0.224138	0.02286563	3.42907	1.77003	0.559599	0	0.7335032	0.9955942	0.2241384	0.7758616	9.899066
3680	-52.649	-48.3981	-4.25088	0.0863494	0.913651	0.03398918	3.66722	1.72352	0.359771	0	1.23743	1.623319	0.9136506	0.08634936	42.00673
3690	-52.4432	-48.0351	-4.40815	0.537931	0.462069	0.03900983	3.17305	1.78254	0.66004	0	0.3582678	1.609348	0.4620687	0.5379313	40.67688
3700	-51.4808	-46.8524	-4.62837	0.230843	0.769157	0.01416745	2.56171	1.78434	0.356393	0	1.427772	0.7229837	0.7691569	0.2308431	5.284254
3710	-49.9921	-46.1605	-3.83167	0.340275	0.659725	0.01718516	2.29105	1.56283	0.575169	0	0.4751959	0.8864791	0.6597246	0.3402754	7.699794
3720	-49.2337	-45.6537	-3.58001	0.803218	0.196782	0.02497157	2.71709	1.66944	0.558663	0	0.7608987	1.183692	0.1967825	0.8032175	15.26482
3730	-51.4679	-47.1036	-4.36435	0.0997602	0.90024	0.02632337	2.48944	1.71955	0.638985	0	1.296208	1.102394	0.9002398	0.09976016	12.65884
3740	-50.1939	-46.3187	-3.87528	0.812099	0.187901	0.02267756	3.5794	1.64554	0.544891	0	0.4618687	0.9564143	0.1879015	0.8120985	9.04512
3750	-49.5785	-45.864	-3.71448	0.937124	0.0628763	0.02591305	3.25261	1.47053	0.391212	0	0.5202016	1.283668	0.06287631	0.9371237	19.21623
3760	-49.3116	-45.6321	-3.67941	0.177787	0.822213	0.02621627	3.08752	1.51895	0.538777	0	0.5379151	1.247766	0.8222128	0.1777872	17.69157
3770	-49.4115	-45.486	-3.92551	0.515424	0.484576	0.02543773	2.50923	1.66868	0.465712	0	0.4480279	1.274337	0.4845762	0.5154238	18.80777
3780	-50.371	-46.7915	-3.57951	0.621607	0.378393	0.03205396	3.27031	1.71437	0.403189	0	0.6215775	1.398147	0.3783932	0.6216068	25.01194
3790	-50.8717	-47.1221	-3.74958	0.839955	0.160045	0.01774539	3.67479	1.55873	0.511968	0	0.9356046	0.6348166	0.1600454	0.8399546	4.313369
3800	-49.4461	-45.6914	-3.75463	0.596985	0.403015	0.01801422	3.55374	1.4635	0.614609	0	0.9394149	0.8097728	0.4030146	0.5969854	6.453166
3810	-50.5882	-47.0103	-3.57795	0.857578	0.142422	0.0162668	3.68346	1.37761	0.43589	0	0.6240386	0.9124322	0.1424224	0.8575776	8.173955
3820	-49.4214	-45.724	-3.69737	0.727579	0.272421	0.02164957	3.60538	1.53191	0.482762	0	0.5284892	1.119516	0.2724209	0.7275791	13.16789
3830	-50.7845	-47.2199	-3.56463	0.942347	0.0576525	0.02308886	2.98277	1.60163	0.439217	0	0.7236499	0.9152897	0.05765254	0.9423475	8.227913
3840	-52.199	-48.4139	-3.78505	0.759935	0.240065	0.03928978	3.42365	1.74221	0.53182	0	0.4911717	1.623071	0.2400649	0.7599351	41.98279
3850	-50.5941	-46.8516	-3.74251	0.17496	0.82504	0.03386642	3.45631	1.62643	0.490377	0	0.507806	1.488756	0.8250401	0.1749599	30.81456
3860	-50.9348	-46.4564	-4.47849	0.628372	0.371628	0.02494968	3.67588	1.36882	0.66804	0	0.3489135	1.415718	0.3716276	0.6283724	26.04463
3870	-52.669	-45.7433	-6.92568	0.473815	0.526185	0.0338158	3.53487	1.72778	0.5793	0	0.1878003	1.639459	0.5261851	0.4738149	43.59728
3880	-58.106	-47.0861	-11.0199	0.331727	0.668273	0.02899161	3.20639	1.41471	0.648824	0	0.09961913	1.551957	0.6682726	0.3317274	35.64162
3890	-53.3628	-47.0391	-6.32376	0.243848	0.756152	0.02032275	3.59313	1.46395	0.602826	0	0.2121037	0.9157998	0.7561521	0.2438479	8.237583
3900	-51.0843	-46.1085	-4.97581	0.358111	0.641889	0.01676668	3.02335	1.49541	0.536986	0	1.594524	0.7804899	0.6418886	0.3581114	6.032397
3910	-50.1041	-46.3792	-3.72484	0.735415	0.264585	0.01441979	3.61588	1.3801	0.696248	0	0.9163913	0.7902585	0.2645853	0.7354147	6.169621
3920	-49.4412	-45.723	-3.71823	0.42592	0.57408	0.02091204	3.16495	1.40289	0.562959	0	0.5184626	0.9550687	0.5740796	0.4259204	9.017138
3930	-50.4872	-46.8706	-3.61658	0.383062	0.616938	0.01181411	3.31986	1.38445	0.60187	0	0.8140112	0.5055493	0.6169384	0.3830616	3.202944
3940	-49.18	-45.5988	-3.58118	0.0882152	0.911785	0.02008545	3.63906	1.35137	0.652919	0	0.7630566	0.9718637	0.9117848	0.08821524	9.372678
3950	-50.1979	-46.5913	-3.60659	0.30563	0.69437	0.01463635	2.91303	1.6031	0.682808	0	0.5893407	0.8596025	0.6943696	0.3056304	7.237733
3960	-50.2287	-46.5701	-3.65864	0.906443	0.0935574	0.01972307	2.96494	1.71099	0.574509	0	0.8588666	0.77581	0.09355736	0.9064426	5.967742
3970	-50.1928	-46.6246	-3.56823	0.461979	0.538021	0.01250493	2.73512	1.57619	0.694982	0	0.6428824	0.5881616	0.5380213	0.4619787	3.874017
3980	-51.4221	-46.6697	-4.75233	0.973092	0.0269084	0.01658553	2.89168	1.55625	0.393055	0	1.487863	0.7686811	0.0269084	0.9730916	5.870581
3990	-49.9238	-46.1959	-3.72791	0.559059	0.440941	0.02119634	2.95929	1.35115	0.378511	0	0.5140963	1.123899	0.4409412	0.5590588	13.30146
4000	-52.2707	-48.0936	-4.17709	0.571681	0.428319	0.02426954	2.74813	1.40383	0.471096	0	1.198147	0.9054742	0.4283191	0.5716809	8.04404
4010	-49.5044	-45.8519	-3.65251	0.460101	0.539899	0.02335733	2.45645	1.39056	0.680831	0	0.8528856	1.120402	0.5398995	0.4601005	13.19478
4020	-51.1173	-47.0029	-4.11446	0.0987085	0.901292	0.02571597	2.90816	1.53108	0.494133	0	1.16399	1.090138	0.9012915	0.09870849	12.30659
4030	-50.4003	-46.5234	-3.87691	0.211338	0.788662	0.02556013	3.26563	1.65439	0.422946	0	1.023777	1.126139	0.7886624	0.2113376	13.37023
4040	-50.8024	-46.6648	-4.13757	0.953419	0.0465813	0.01502784	2.88129	1.69942	0.458656	0	1.176695	0.6665901	0.04658134	0.9534187	4.640771
4050	-49.8403	-45.9977	-3.84256	0.515137	0.484863	0.02250759	2.3095	1.69505	0.495877	0	1.001335	1.013061	0.4848628	0.5151372	10.30531
4060	-49.0719	-45.4995	-3.57238	0.549393	0.450607	0.02237565	2.70276	1.66774	0.537402	0	0.6339233	1.16449	0.4506065	0.5493935	14.60462
4070	-49.3486	-45.6812	-3.66747	0.491115	0.508885	0.02050519	2.93522	1.4009	0.698243	0	0.8672336	0.9209776	0.5088845	0.4911155	8.336382
4080	-49.3378	-45.6686	-3.66918	0.290667	0.709333	0.01554889	3.34074	1.56591	0.647129	0	0.868824	0.7495826	0.7093326	0.2906674	5.618011
4090	-50.4433	-46.8759	-3.56744	0.373551	0.626449	0.02347052	3.48884	1.73469	0.47855	0	0.7325292	0.8928226	0.6264488	0.3735512	7.813085
4100	-49.2514	-45.6748	-3.57665	0.593966	0.406034	0.02663214	3.27628	1.69617	0.454274	0	0.6261763	1.325329	0.4060338	0.5939662	21.15089
4110	-51.5819	-46.1577	-5.42424	0.459962	0.540038	0.01666689	3.34074	1.58595	0.658879	0	1.805148	0.6994473	0.5400384	0.4599616	5.005499
4120	-52.6612	-47.7386	-4.92256	0.832857	0.167143	0.01246002	3.47932	1.35022	0.655529	0	1.569263	0.7920465	0.1671432	0.8328568	6.195074
4130	-51.109	-46.4169	-4.6921	0.797391	0.202609	0.01537877	2.63635	1.48424	0.51407	0	1.458767	0.8124733	0.2026087	0.7973913	6.493417
4140	-49.5603	-45.9636	-3.59668	0.681848	0.318152	0.02145076	3.2122	1.64249	0.401733	0	0.787961	1.012204	0.3181521	0.6818479	10.28498
4150	-50.9842	-47.2784	-3.7058	0.316939	0.683061	0.03078703	3.5013	1.52196	0.374929	0	0.9009005	1.34464	0.6830613	0.3169387	22.11261
4160	-49.6053	-45.6599	-3.94542	0.85474	0.14526	0.02711881	2.49149	1.60159	0.436683	0	0.4429141	1.404916	0.1452597	0.8547403	25.40481
4170	-51.5138	-46.5576	-4.95615	0.612495	0.387505	0.01688718	2.4475	1.65438	0.484943	0	1.585207	0.6930772	0.3875054	0.6124946	4.932615
4180	-55.3412	-48.5831	-6.75809	0.683365	0.316635	0.02058278	3.00956	1.36663	0.405438	0	2.434326	1.171176	0.3166346	0.6833654	14.83119
4190	-50.141	-46.4682	-3.67282	0.488363	0.511637	0.02905559	3.4859	1.4212	0.420581	0	0.5415972	1.546498	0.5116373	0.4883627	35.19641
4200	-51.4374	-47.2651	-4.17228	0.218985	0.781015	0.02974625	3.21037	1.38845	0.492838	0	1.195556	1.350659	0.781015	0.218985	22.42121
4210	-52.7597	-48.2757	-4.48408	0.215845	0.784155	0.04376175	3.2904	1.71232	0.590419	0	0.3481968	1.934484	0.7841554	0.2158446	85.99714
4220	-50.0541	-45.7985	-4.25557	0.888014	0.111986	0.03019265	3.59438	1.42746	0.433813	0	0.3809742	1.473278	0.1119857	0.8880143	29.73572
4230	-49.9689	-46.2085	-3.7604	0.463774	0.536226	0.02587703	3.38171	1.3005	0.569583	0	0.9437362	1.258075	0.5362256	0.4637744	18.11654
4240	-52.2029	-48.0635	-4.13941	0.16034	0.83966	0.01447505	2.59984	1.54329	0.57601	0	1.177698	0.9624454	0.8396604	0.1603396	9.171606
4250	-52.4672	-48.5941	-3.87312	0.873945	0.126055	0.009516944	2.77567	1.74536	0.445072	0	1.021337	0.5133388	0.1260549	0.8739451	3.26091
4260	-50.7286	-46.7224	-4.00624	0.401089	0.598911	0.02231966	2.53351	1.57904	0.313714	0	1.102656	1.207208	0.598911	0.401089	16.11419
4270	-52.1691	-48.1706	-3.99853	0.384739	0.615261	0.01665822	2.42599	1.64039	0.329848	0	1.098151	1.069916	0.6152612	0.3847388	11.74672
4280	-50.3372	-46.5369	-3.80034	0.943698	0.056302	0.02776495	2.87024	1.36289	0.387894	0	0.9725351	1.320003	0.05630199	0.943698	20.89309
4290	-55.9648	-48.5229	-7.44184	0.241295	0.758705	0.01456025	3.50911	1.38614	0.597516	0	2.768466	0.3631315	0.7587047	0.2412953	2.307446
4300	-52.1058	-48.1964	-3.90938	0.020219	0.979781	0.01107474	3.32039	1.55085	0.644673	0	1.044326	0.7374095	0.979781	0.02021898	5.462726
4310	-52.3846	-47.3327	-5.05184	0.0117152	0.988285	0.01194154	3.2993	1.701	0.403804	0	1.630466	0.5274371	0.9882848	0.01171516	3.368504
4320	-51.8698	-47.1539	-4.71585	0.987057	0.0129434	0.03445779	2.21774	1.5827	0.568032	0	0.3212801	1.490183	0.01294344	0.9870566	30.91597
4330	-50.5558	-46.9855	-3.57029	0.134512	0.865488	0.01336716	2.60989	1.62587	0.621185	0	0.7401594	0.5302069	0.8654876	0.1345124	3.390056
4340	-49.3932	-45.7034	-3.68978	0.269227	0.730773	0.02125496	2.38497	1.48552	0.614678	0	0.5323732	0.9908796	0.7307733	0.2692267	9.792186
4350	-49.1142	-45.5179	-3.59636	0.163297	0.836703	0.02063835	2.8266	1.78689	0.606015	0	0.7874988	0.9349709	0.8367026	0.1632974	8.60936
4360	-49.8145	-46.2362	-3.5783	0.850988	0.149012	0.02614411	2.91341	1.73392	0.599473	0	0.7576243	1.362564	0.1490119	0.8509881	23.04432
4370	-50.4606	-46.4844	-3.97613	0.247548	0.752452	0.024039	3.55385	1.79308	0.692609	0	1.084932	1.214518	0.752452	0.247548	16.3877
4380	-52.5298	-47.2353	-5.29455	0.82445	0.17555	0.01693915	3.3847	1.69578	0.45947	0	1.744488	0.5987745	0.1755501	0.8244499	3.969853
4390	-52.6296	-46.6708	-5.95878	0.47025	0.52975	0.01868121	3.21009	1.71429	0.552342	0	2.055101	0.9542984	0.52975	0.47025	9.001159
4400	-49.3641	-45.7916	-3.57251	0.403968	0.596032	0.02240356	3.11389	1.66606	0.41135	0	0.7454625	1.136478	0.5960322	0.4039678	13.69236
4410	-50.3812	-46.8088	-3.57244	0.914481	0.0855193	0.02517644	3.55878	1.7041	0.533611	0	0.7453015	0.9963077	0.08551932	0.9144807	9.915343
4420	-51.3421	-47.7535	-3.58863	0.302894	0.697106	0.02074736	3.20113	1.39219	0.468104	0	0.7757471	0.7245446	0.6971063	0.3028937	5.303281
4430	-50.6266	-45.9752	-4.65138	0.204237	0.795763	0.01642331	3.5261	1.35471	0.673118	0	1.438992	0.7996927	0.795763	0.204237	6.30511
4440	-49.9199	-46.0171	-3.90274	0.057791	0.942209	0.01507838	2.81779	1.42705	0.692558	0	1.040169	0.7260434	0.942209	0.05779098	5.321614
4450	-51.683	-46.4457	-5.23731	0.656597	0.343403	0.01742345	2.27526	1.30624	0.551365	0	1.717669	0.8858597	0.3434034	0.6565966	7.688821
4460	-50.15	-46.3694	-3.78056	0.275312	0.724688	0.02550504	2.89411	1.59457	0.324007	0	0.9584903	1.246603	0.7246876	0.2753124	17.64425
4470	-50.0382	-45.9067	-4.13151	0.40977	0.59023	0.0300854	2.82274	1.35585	0.632104	0	0.4025704	1.444851	0.5902299	0.4097701	27.85165
4480	-50.0835	-46.4993	-3.58418	0.265541	0.734459	0.02983184	3.30348	1.34855	0.631499	0	0.6147637	1.485262	0.7344585	0.2655415	30.56763
4490	-49.3352	-45.7559	-3.57924	0.226672	0.773328	0.01891193	3.40614	1.38049	0.525472	0	0.7594423	0.9003547	0.7733276	0.2266724	7.949772
4500	-49.7629	-46.0889	-3.67406	0.367125	0.632875	0.02411795	3.68023	1.6426	0.57804	0	0.8733018	1.01276	0.6328752	0.3671248	10.29817
4510	-49.6434	-45.705	-3.93838	0.958087	0.0419134	0.02338757	3.21597	1.71606	0.565672	0	0.4447004	1.242062	0.04191343	0.9580866	17.4607
4520	-51.7508	-47.0125	-4.73836	0.36254	0.63746	0.01252917	3.48315	1.59207	0.38709	0	1.481128	0.6389805	0.6374605	0.3625395	4.354923
4530	-50.6163	-46.815	-3.80128	0.805301	0.194699	0.01791823	3.6953	1.41531	0.34144	0	0.9731932	0.8037861	0.1946987	0.8053013	6.36482
4540	-49.2745	-45.7129	-3.56167	0.0177956	0.982204	0.0210855	2.57369	1.67199	0.518756	0	0.7113155	1.073708	0.9822044	0.0177956	11.84973
4550	-50.0937	-46.2934	-3.8003	0.963468	0.0365318	0.01963919	2.46689	1.6254	0.614178	0	0.4857202	1.11357	0.03653176	0.9634682	12.98883
4560	-49.8904	-46.3257	-3.56469	0.180634	0.819366	0.02570172	3.29079	1.5378	0.475003	0	0.7238823	1.117176	0.819366	0.180634	13.09714
4570	-49.6222	-46.0288	-3.59334	0.338379	0.661621	0.02557612	3.03314	1.6655	0.443202	0	0.6032421	1.137575	0.661621	0.338379	13.72698
4580	-49.0037	-45.4439	-3.55978	0.388936	0.611064	0.02001912	3.02888	1.77622	0.526109	0	0.6768526	0.9900444	0.6110643	0.3889357	9.773371
4590	-52.5421	-48.4297	-4.11241	0.474182	0.525818	0.01239808	2.46226	1.56655	0.6904	0	1.162855	0.860333	0.5258176	0.4741824	7.249917
4600	-50.7301	-46.2926	-4.43757	0.145336	0.854664	0.02112215	2.21539	1.7104	0.60112	0	1.333313	1.106124	0.8546642	0.1453358	12.76804
4610	-50.276	-46.6551	-3.62091	0.575021	0.424979	0.02354606	2.40036	1.71511	0.554825	0	0.5766622	1.35917	0.424979	0.575021	22.86493
4620	-54.2521	-49.2256	-5.02642	0.515316	0.484684	0.01826271	2.38097	1.70752	0.687453	0	1.618467	1.139353	0.4846844	0.5153156	13.7833
4630	-52.0812	-48.463	-3.61819	0.454427	0.545573	0.01001636	2.99533	1.47171	0.572347	0	0.5789296	0.5569479	0.5455735	0.4544265	3.605354
4640	-49.1992	-45.5365	-3.66265	0.285804	0.714196	0.01952048	2.67022	1.54077	0.603555	0	0.8626997	0.9740651	0.7141956	0.2858044	9.420308
4650	-52.2483	-46.5262	-5.72206	0.975927	0.0240731	0.01606335	2.32222	1.39952	0.699959	0	1.944279	0.7693728	0.02407305	0.9759269	5.879939
4660	-49.5512	-45.9496	-3.60156	0.641648	0.358352	0.02006551	2.94769	1.75201	0.680147	0	0.594318	1.120691	0.3583516	0.6416484	13.20355
4670	-49.5346	-45.9171	-3.61749	0.158156	0.841844	0.02877808	2.88093	1.75319	0.678361	0	0.5795145	1.374053	0.8418445	0.1581555	23.66209
4680	-50.1089	-46.5482	-3.56073	0.716381	0.283619	0.02994396	3.01019	1.61162	0.675226	0	0.705859	1.448135	0.2836192	0.7163808	28.06305
4690	-49.5207	-45.9561	-3.56464	0.246603	0.753397	0.02872637	2.84394	1.74455	0.414425	0	0.6527008	1.404851	0.7533972	0.2466028	25.401
4700	-50.9161	-47.0157	-3.90043	0.738414	0.261586	0.01153897	2.51479	1.53003	0.595741	0	1.03872	0.5141035	0.2615864	0.7384136	3.266657
4710	-49.5467	-45.966	-3.58063	0.589741	0.410259	0.02622962	2.3668	1.35784	0.561265	0	0.7620372	1.298284	0.4102593	0.5897407	19.87393
4720	-50.2281	-46.6648	-3.56326	0.188252	0.811748	0.02106966	2.3378	1.33838	0.642254	0	0.7185012	0.8576775	0.8117481	0.1882519	7.205723
4730	-53.4676	-49.8044	-3.66328	0.459151	0.540849	0.008036538	2.47779	1.40287	0.606832	0	0.8632973	0.1262887	0.5408492	0.4591508	1.337484
4740	-50.1503	-46.3621	-3.78817	0.181641	0.818359	0.01363792	3.62996	1.47139	0.559844	0	0.9639381	0.5967587	0.8183588	0.1816412	3.95147
4750	-52.1321	-47.9165	-4.21568	0.400881	0.599119	0.02634179	3.26695	1.59688	0.6887	0	1.218807	1.370164	0.5991192	0.4008808	23.45113
4760	-50.3093	-46.5347	-3.77454	0.297213	0.702787	0.0263675	3.1638	1.53168	0.500739	0	0.9541309	1.36911	0.7027872	0.2972128	23.3943
4770	-51.1956	-46.5478	-4.64774	0.952678	0.0473219	0.02544685	3.57396	1.40796	0.358005	0	0.3286676	1.24801	0.04732185	0.9526781	17.70148
4780	-50.0619	-46.3193	-3.74261	0.92049	0.0795096	0.01984923	2.41717	1.4256	0.48799	0	0.5077638	1.076382	0.07950959	0.9204904	11.92291
4790	-53.9218	-47.1756	-6.74619	0.383037	0.616963	0.0146354	2.9096	1.44077	0.489526	0	2.428602	0.7987329	0.6169628	0.3830372	6.291192
4800	-49.6743	-45.9994	-3.67486	0.50149	0.49851	0.0210235	3.50953	1.41086	0.659461	0	0.8740338	0.8602699	0.49851	0.50149	7.248863
4810	-50.8763	-47.2441	-3.63228	0.194599	0.805401	0.01112638	3.6719	1.35696	0.627626	0	0.8319443	0.4534625	0.8054008	0.1945992	2.840943
4820	-51.3915	-46.2996	-5.09186	0.692963	0.307037	0.02057357	2.86419	1.57811	0.662351	0	1.649335	0.9459509	0.3070374	0.6929626	8.829801
4830	-50.628	-46.8899	-3.73816	0.903063	0.0969367	0.01966156	2.76295	1.5843	0.639825	0	0.9268543	0.7418878	0.09693669	0.9030633	5.519349
4840	-51.4496	-47.4725	-3.97705	0.493513	0.506487	0.03651145	2.43158	1.62075	0.670645	0	0.4351681	1.587244	0.5064866	0.4935134	38.65843
4850	-51.2176	-46.1899	-5.02767	0.137191	0.862809	0.02778187	2.89939	1.31377	0.423383	0	0.2917543	1.388455	0.8628086	0.1371914	24.45995
4860	-51.8757	-47.8391	-4.03665	0.175779	0.824221	0.0331317	2.80976	1.47801	0.301003	0	1.120236	1.518467	0.8242205	0.1757795	32.99645
4870	-51.2681	-47.7043	-3.56383	0.216991	0.783009	0.03776663	3.32398	1.79507	0.565192	0	0.6553868	1.691393	0.7830091	0.2169909	49.13518
4880	-50.8609	-47.2949	-3.56598	0.469342	0.530658	0.02101288	2.50958	1.69497	0.600527	0	0.6487154	0.7477549	0.5306583	0.4693417	5.594418
4890	-54.5747	-48.1096	-6.46506	0.883924	0.116076	0.01104165	3.10699	1.63534	0.698876	0	2.294129	0.2279912	0.1160757	0.8839243	1.690407
4900	-53.6007	-47.3438	-6.25687	0.358279	0.641721	0.01111205	3.14171	1.73605	0.65337	0	2.19541	0.2494864	0.6417214	0.3582786	1.776178
4910	-49.4615	-45.7672	-3.69432	0.438689	0.561311	0.0212028	3.36463	1.79696	0.611471	0	0.8912018	0.8784645	0.5613108	0.4386892	7.559003
4920	-51.0136	-47.4112	-3.60241	0.0772366	0.922763	0.01347148	3.31853	1.71994	0.545821	0	0.7959597	0.4853232	0.9227634	0.07723655	3.057195
4930	-49.4349	-45.7236	-3.71122	0.524612	0.475388	0.02020482	2.93091	1.4711	0.522762	0	0.9053815	0.9563905	0.4753883	0.5246117	9.044623
4940	-52.4694	-47.0722	-5.39726	0.415629	0.584371	0.02264512	3.32412	1.35142	0.400721	0	0.2635187	1.310822	0.5843711	0.4156289	20.45606
4950	-49.202	-45.5589	-3.64317	0.548713	0.451287	0.01998506	2.51754	1.70361	0.559627	0	0.8434676	1.026221	0.4512866	0.5487134	10.62236
4960	-50.1955	-46.1943	-4.00123	0.759403	0.240597	0.02382493	2.91075	1.46202	0.676642	0	1.099731	1.085558	0.2405965	0.7594035	12.17748
4970	-50.7668	-46.2969	-4.46988	0.438784	0.561216	0.01309725	3.38017	1.423	0.560993	0	1.34952	0.6325342	0.5612165	0.4387835	4.290759
4980	-50.0014	-45.7662	-4.23518	0.628382	0.371618	0.01815561	3.08281	1.56446	0.643484	0	1.229148	0.8345204	0.3716176	0.6283824	6.831568
4990	-49.8669	-46.2476	-3.61932	0.778362	0.221638	0.02208412	3.57235	1.37117	0.552229	0	0.8172772	0.9250851	0.2216378	0.7783622	8.4156
5000	-49.4329	-45.8595	-3.57336	0.713376	0.286624	0.01675022	3.13448	1.69154	0.634186	0	0.6320267	0.8532266	0.2866235	0.7133765	7.132251
