Iteration	Posterior	Likelihood	Prior	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]
27	-1847.25	-1424.22	-423.031	18506.9	22535.2	45908.6	83939	inf
28	-1830.29	-1411.83	-418.453	15817.8	17082.8	35497.1	62649.8	inf
29	-1828.39	-1410.19	-418.206	14681.8	16504.9	28018.3	54260	inf
30	-1830.99	-1411.39	-419.604	14534.1	16969.3	29005.1	69097.5	inf
31	-1830.84	-1412.08	-418.762	7262.37	12736.8	27030.2	73456.1	inf
32	-1828.09	-1410.97	-417.112	7732.07	11545.8	29532.1	52253.5	inf
33	-1827.64	-1412.02	-415.628	8487.95	10772.6	24632.1	40560.3	inf
34	-1828.04	-1412.91	-415.128	8487.95	9887.56	24632.1	47269.3	inf
35	-1834.84	-1415.93	-418.911	7235.57	12284.3	35875.1	63739.7	inf
36	-1832.05	-1415.64	-416.408	5928.79	9682.61	32740.3	50063.1	inf
37	-1832.66	-1416.15	-416.506	5900.88	11887.5	24679.1	58728.3	inf
38	-1832.11	-1415.33	-416.777	4561.85	11999.7	25870.5	60399.3	inf
39	-1836.5	-1416.22	-420.277	6353.36	15590	29705.3	74699	inf
40	-1824.62	-1412.49	-412.134	4225.23	8546.12	24207.5	36400.8	inf
41	-1826.62	-1414.26	-412.354	4917.56	7833.81	28174.1	42365.3	inf
42	-1826.4	-1413.6	-412.798	5886.3	11346.5	23328.1	33556.2	inf
43	-1823.3	-1410.93	-412.377	2771.25	8136.98	26358.8	33972.3	inf
44	-1820.4	-1406.91	-413.485	2950.76	8136.98	26664.5	59068	inf
45	-1823.07	-1409.23	-413.833	5165.02	8071.21	26449	59790.1	inf
46	-1819.46	-1406.37	-413.088	3374.57	9013.58	28051.6	42749.1	inf
47	-1819.46	-1406.12	-413.332	4267.2	10145	34175.2	43655.8	inf
48	-1825.8	-1409.4	-416.41	4131.65	12972	36849.9	55184.7	inf
49	-1829.42	-1411.51	-417.911	6606.22	15682.1	33803.5	63054.8	inf
50	-1826.51	-1408.09	-418.422	6606.22	17449.6	31291	52709.7	inf
51	-1822.31	-1407.54	-414.763	11744	15588.5	27946.6	46118.6	inf
52	-1816.46	-1404.45	-412.007	8744.54	12187.9	18512.3	41003.6	inf
53	-1821.11	-1408.71	-412.408	9436.87	13767.5	22214.7	37930.1	inf
54	-1830.15	-1416.19	-413.964	12018.6	14786.5	26565.4	55202.7	inf
55	-1827.47	-1412.53	-414.936	9341.94	14786.5	31131.9	55202.7	inf
56	-1821.45	-1408.69	-412.762	12565	14786.5	22955.8	55255.1	inf
57	-1822.95	-1410.73	-412.22	11887.7	14786.5	21329.4	53351.7	inf
58	-1822.65	-1411.48	-411.166	5634.94	8727.72	24358.5	53519.2	inf
59	-1826.28	-1413.22	-413.056	2796.55	8825.26	28898.6	75458.7	inf
60	-1819.61	-1410.55	-409.062	1775.94	6332.76	18678.5	52559.3	inf
61	-1824.18	-1409.93	-414.245	7037.08	13818.1	24174.3	57063.5	inf
62	-1820.19	-1407.23	-412.963	8750.33	11885.6	26083.5	53708.7	inf
63	-1832.45	-1413.79	-418.663	11987.4	16657.9	29138.7	77587.2	inf
64	-1827.28	-1411.74	-415.546	4265.53	12509.3	27687.5	67413.2	inf
65	-1828.79	-1411.64	-417.157	5654.36	14769.8	30932.2	67413.2	inf
66	-1826.07	-1410.45	-415.618	6535.35	10852.2	26730.8	70040.2	inf
67	-1826.95	-1411.67	-415.278	6877.07	11773.7	28686.2	73702.5	inf
68	-1826.24	-1409.43	-416.808	8668.04	17030.8	38896.5	56429.3	inf
69	-1821.01	-1408.47	-412.532	11637.8	16820	31178.3	41272.3	inf
70	-1825.52	-1409.34	-416.172	5822.44	16933.6	40237.1	50646.6	inf
71	-1825.9	-1412.2	-413.697	7415.7	11138.5	31800.2	48191.2	inf
72	-1823.67	-1411.73	-411.935	6605.62	9972.79	21170.5	54991.1	inf
73	-1825.13	-1412.17	-412.964	2892.13	11669.1	19323.7	46983.4	inf
74	-1830.34	-1419.96	-410.382	2904.66	6703.42	25073.1	55692.9	inf
75	-1828.25	-1414.74	-413.505	2684.36	14418.8	26270.7	40548.4	inf
76	-1828.59	-1410.58	-418.016	5276.8	18698.1	30398.1	51674.8	inf
77	-1824.64	-1411.15	-413.493	4688.78	14132.6	23732.4	46373.3	inf
78	-1822.26	-1412.14	-410.12	5241.39	8130.67	23325.1	44501	inf
79	-1819	-1409.22	-409.778	6520.48	9751.75	20601.7	43210.8	inf
80	-1815.3	-1407.72	-407.581	6051.35	9201.42	18405.3	37898.4	inf
81	-1822.84	-1409.62	-413.214	9911.41	12101.8	30925.7	54721.4	inf
82	-1818.47	-1407.58	-410.886	7628.76	12107.3	22006.5	46996	inf
83	-1817.58	-1407.28	-410.301	7790.37	13160.7	19891	51095.3	inf
84	-1820.14	-1409.74	-410.397	6879.06	12660.4	20725.2	45192.4	inf
85	-1820.65	-1407.7	-412.951	4834.53	12949	21398.7	49734.8	inf
86	-1820.13	-1407.82	-412.305	8668.31	14526.9	22405.4	49734.8	inf
87	-1820.8	-1408.27	-412.525	5728.43	12758.3	27212.5	46480.5	inf
88	-1819.77	-1409.75	-410.018	6743.13	13235.8	23914.5	35737.1	inf
89	-1824.87	-1408.28	-416.585	6178.01	17143	36886.9	49663.3	inf
90	-1817.56	-1406.28	-411.28	6266.74	11495.4	19671.1	34862.7	inf
91	-1823.47	-1407.8	-415.662	6115.12	13919.8	33760.8	57467.7	inf
92	-1819.44	-1408.89	-410.557	1641.06	5093.26	21797.1	57467.7	inf
93	-1820.02	-1411.23	-408.781	1613.63	4618	16501.1	39155.8	inf
94	-1814.38	-1404.78	-409.602	2227.48	7322.38	15269.8	40756.7	inf
95	-1822.58	-1410.01	-412.57	4721.22	9874.75	21297.8	61020.4	inf
96	-1815.89	-1406.99	-408.905	3019.42	5269.6	18967	49990.1	inf
97	-1821.72	-1412.45	-409.27	3005.31	6066.83	19158.2	49990.1	inf
98	-1812.58	-1404.58	-408.002	1969.2	4557.48	23726.7	44395.4	inf
99	-1813.01	-1404.09	-408.925	2140.42	5149.31	26496.5	50160.5	inf
100	-1812.29	-1404.86	-407.424	1547.56	4451.84	22951	55778.2	inf
101	-1823.9	-1410.36	-413.542	3562.01	9145.15	23781.4	54433.6	inf
102	-1818.4	-1407.85	-410.549	5597.12	8604.74	26035.8	57173.1	inf
103	-1815.39	-1406.94	-408.449	4340.12	6673.98	21611.1	47992.7	inf
104	-1819.29	-1408.18	-411.109	6281.32	9659.04	22005.1	48007.9	inf
105	-1822.26	-1407.15	-415.111	5695.22	14028.4	36421.1	43528.4	inf
106	-1822.09	-1409.5	-412.593	5093.71	11138.6	23324.4	38824.1	inf
107	-1825.74	-1413.34	-412.402	5070.86	9408.21	22641.3	38225.6	inf
108	-1827.24	-1414.23	-413.006	4841.47	8441.12	13139.2	40528.3	inf
109	-1819.85	-1408.36	-411.489	3821.41	6385.06	25132	57124.8	inf
110	-1819.32	-1406.69	-412.634	3846.77	8228.31	32201.6	54378.4	inf
111	-1818.69	-1404.48	-414.209	2687.03	8144.56	26188.6	55580.1	inf
112	-1818.93	-1404.29	-414.641	3571.18	12161.9	31995.1	49147.8	inf
113	-1818.35	-1405.51	-412.838	2347.61	7512.56	28082	51985	inf
114	-1819.18	-1406.23	-412.954	5094.71	10180.8	26017.9	46723.5	inf
115	-1819.1	-1406.07	-413.027	5461.83	10646.2	19712.6	37431.3	inf
116	-1820.11	-1408.6	-411.512	3756.13	10144.1	28830.2	37431.3	inf
117	-1816.86	-1406.6	-410.263	2032.09	7282.92	15853.6	38490	inf
118	-1828.56	-1413.34	-415.212	3640.95	9973.28	29669.2	63363.6	inf
119	-1819.22	-1405.76	-413.466	1591.94	8008.58	19238.3	55130	inf
120	-1828.4	-1409.7	-418.693	2145.8	11134.8	17068.8	79142.4	inf
121	-1825.11	-1408.15	-416.961	3822.35	12189.4	19776.1	79732	inf
122	-1821.23	-1406.06	-415.175	2862.52	11640.5	16075	71588.6	inf
123	-1822.29	-1408	-414.283	3309.33	9122.76	23812.6	57884.7	inf
124	-1817.16	-1405.78	-411.378	6422.36	10077.9	24907.2	44804.8	inf
125	-1821.78	-1409.79	-411.991	4652.85	10648.3	26033.4	47340.3	inf
126	-1819.73	-1409.35	-410.388	3695.25	12759.3	23241.3	43820.2	inf
127	-1821.52	-1410.53	-410.992	9264.18	15475.6	29471	46582	inf
128	-1813.28	-1406.87	-406.415	3660.62	4812.45	27177.2	49766.9	inf
129	-1814.25	-1407.39	-406.862	2754.77	5727.3	27177.2	41397.2	inf
130	-1813.92	-1406.96	-406.963	3683.9	7049.15	32180.6	50721.2	inf
131	-1809.45	-1405.6	-403.854	1445.29	5916.1	19868.6	24416.8	inf
132	-1818.89	-1409.71	-409.181	2983.58	10385.2	24277.6	37947.8	inf
133	-1814.36	-1406.81	-407.551	5265.33	9475.41	24218	38946.7	inf
134	-1809.84	-1405.11	-404.725	4508.45	8580.5	18467.4	24553.2	inf
135	-1809.63	-1405.51	-404.122	1997.29	5126.55	19105.1	27925.8	inf
136	-1810.81	-1405.34	-405.47	2742.32	6357.9	20849.4	39323.4	inf
137	-1814.44	-1406.48	-407.956	3751.18	13848.6	20283.2	37110.2	inf
138	-1812.35	-1408.37	-403.979	2496.69	4856.41	20283.2	27553.1	inf
139	-1818.13	-1411.42	-406.705	3642.6	10254.8	18126.4	26658	inf
140	-1823.09	-1414.21	-408.887	5046.71	9821.76	26092.1	37305.9	inf
141	-1817.31	-1410.17	-407.142	6795.59	11961.7	20445.1	27885.4	inf
142	-1828.19	-1416.61	-411.578	8187.25	16788.8	26941.7	36415.8	inf
143	-1831.16	-1419.39	-411.767	11050.2	16788.8	27663.6	41862.3	inf
144	-1827.13	-1416.43	-410.703	8484.35	14289.2	23351.3	37085.6	inf
145	-1821.43	-1411.84	-409.59	8055.93	14289.2	24407.5	35480.9	inf
146	-1823.17	-1411.39	-411.78	11578.9	15312.6	30142.2	43478.3	inf
147	-1824.53	-1412.59	-411.936	5588.94	14220.6	28042.4	43476.2	inf
148	-1815.95	-1408.78	-407.168	5057.35	11421.7	17815.7	29325	inf
149	-1814.77	-1412.66	-402.109	3533.75	7746.13	20227	28228.5	inf
150	-1819.56	-1411	-408.563	7212.77	13436.2	33334.2	41169.2	inf
151	-1817.21	-1409.72	-407.483	6303.14	11928.8	33201.4	41005.2	inf
152	-1816.37	-1409.18	-407.191	5809.54	9649.51	29018.3	41646.4	inf
153	-1818.42	-1414.11	-404.313	2225.34	7715.96	29018.3	41646.4	inf
154	-1809.17	-1408.65	-400.523	5627.54	7497.84	25169.2	30864.5	inf
155	-1825.78	-1416.62	-409.167	5437.41	14219.2	41139.9	47426.8	inf
156	-1806.74	-1409.05	-397.69	2125.28	6077.11	21326.1	24104.5	inf
157	-1812.59	-1408.6	-403.991	4516.95	10281.9	33593.2	39398.3	inf
158	-1811.22	-1409.51	-401.708	4437.55	6554.71	32101.6	37648.9	inf
159	-1813.04	-1411.35	-401.697	4052.3	6707.34	33323.1	39081.6	inf
160	-1815.85	-1412.63	-403.219	4496.67	7981.57	36391.5	42680.2	inf
161	-1823.76	-1416.78	-406.988	1710.56	9018.25	36832.6	46439.2	inf
162	-1812.84	-1410.33	-402.511	2873.1	6655.1	23149	32865.6	inf
163	-1812.23	-1409.25	-402.98	3731.85	8605.08	26109.5	38265.5	inf
164	-1809.81	-1407.96	-401.849	1027.89	5086.43	25233	39678.2	inf
165	-1816.31	-1413.54	-402.768	2997.28	5086.43	26109.5	42324.3	inf
166	-1814.88	-1410.8	-404.083	4349.38	7004.21	26814.9	50013.9	inf
167	-1807.91	-1408.16	-399.752	3921.09	7187.33	23543.3	32701.5	inf
168	-1808.57	-1407.95	-400.613	4018.39	7291.02	19266.1	33029.4	inf
169	-1813.83	-1408.31	-405.514	5064.17	9018.88	26670.3	42090	inf
170	-1816.87	-1414.45	-402.426	4142.45	8815.17	26502.9	33449.8	inf
171	-1815.79	-1407.8	-407.99	2897.51	10585.2	21799.8	42090	inf
172	-1820.58	-1412.11	-408.471	6953.86	13728.3	28863.4	39960.8	inf
173	-1815.7	-1409.75	-405.946	5360.17	12292	26171.6	36470.6	inf
174	-1809.83	-1406.17	-403.658	5360.17	10289.2	25485.3	36470.6	inf
175	-1812.88	-1406.41	-406.478	5942.1	10038.5	22345.6	36470.6	inf
176	-1809.44	-1408.11	-401.326	3722.18	6882.97	23744.4	34162.8	inf
177	-1806.03	-1405.66	-400.365	2843.18	6038.26	15950.7	24048.6	inf
178	-1805.33	-1404.16	-401.163	2747.86	6597.71	18475.3	24955.5	inf
179	-1802.54	-1404.62	-397.925	2463.7	5301.39	13995.4	19738.2	inf
180	-1808.93	-1406.64	-402.294	1195.93	7544.66	17181.7	23906	inf
181	-1807.75	-1406.76	-400.99	1195.93	7444.23	15834.7	23906	inf
182	-1808.12	-1406.13	-401.992	3348.95	7444.23	11837.4	25512.1	inf
183	-1812.56	-1408.11	-404.455	2174.45	8041.15	21050.2	41527.9	inf
184	-1812.08	-1408.5	-403.584	3002.81	8241.78	24514.6	35348.8	inf
185	-1806	-1404.6	-401.401	2590.36	7630.08	25711.4	34087.6	inf
186	-1810.39	-1406.41	-403.98	4428	8744.72	24514.6	40241.8	inf
187	-1811.3	-1406.74	-404.558	4840.72	9246.2	25711.4	40147.4	inf
188	-1806.03	-1404.68	-401.352	5784.8	7446.83	27409.1	32806.1	inf
189	-1813.85	-1406.78	-407.076	5030.42	12349.6	27409.1	36962.1	inf
190	-1809.71	-1404.5	-405.205	3155.91	8797.24	29368.9	39462.3	inf
191	-1811.7	-1404.98	-406.712	6919.15	10592.2	34451.5	47861.8	inf
192	-1809.95	-1403.62	-406.328	5335.59	10751.2	27390.5	39710.3	inf
193	-1811.5	-1405.03	-406.47	7108.86	12813.8	28806.9	33996.5	inf
194	-1810.48	-1404.54	-405.939	4960.32	10751.2	25931.4	33996.5	inf
195	-1805.04	-1403.55	-401.482	4860.6	7322.93	28656.3	34621.3	inf
196	-1804.39	-1403.26	-401.127	4860.6	7465.63	28752.2	36917.1	inf
197	-1805.55	-1403.54	-402.004	3436.91	6678	26183.7	41868.9	inf
198	-1828.92	-1413.34	-415.58	8021.89	14069.6	45510	75146.7	inf
199	-1815.42	-1409.72	-405.707	6225.85	8468.18	27660.1	46676	inf
200	-1812.48	-1406.08	-406.397	2493.93	8371.68	31812.8	50836.1	inf
201	-1809.52	-1408.84	-400.679	3833.95	7262.96	30202.9	38133.1	inf
202	-1819.84	-1410.67	-409.165	5326.33	12962.3	43030.6	54804.8	inf
203	-1807.96	-1406.18	-401.782	2263.79	5125.55	21883.2	39695.3	inf
204	-1810.16	-1407.25	-402.914	3867.06	6913.77	36047	53544.3	inf
205	-1811.54	-1409.22	-402.32	4233.55	6021.36	29105	43636.3	inf
206	-1808.66	-1408.86	-399.797	2413.83	4973.84	29105	38768.7	inf
207	-1809.66	-1406.59	-403.072	3525.17	6622.44	29145.4	41797.6	inf
208	-1801.49	-1404.57	-396.925	2436.73	3295.06	21337.2	28837.2	inf
209	-1800.85	-1401.83	-399.016	2159.08	5921.78	22728.4	28837.2	inf
210	-1809.65	-1408.86	-400.787	4134.41	9498.03	25662.3	28977.7	inf
211	-1813.79	-1411.11	-402.673	5633.15	8107.77	24443.5	40612.3	inf
212	-1820.29	-1416.53	-403.766	3071.86	6337.56	17451.7	49270.6	inf
213	-1812.02	-1410	-402.019	2183.21	7037.44	23212.9	48316.7	inf
214	-1814.3	-1414.75	-399.547	3396.09	6291.1	19935.9	44092.8	inf
215	-1817.84	-1421.81	-396.035	1320.06	3888.65	29066.5	40058.6	inf
216	-1817.91	-1417.33	-400.579	1849.52	5268.81	33131.8	50180.7	inf
217	-1818.91	-1414.66	-404.247	1776.36	5765.33	31842.3	60732.5	inf
218	-1816.26	-1414.28	-401.988	2483.63	5698.58	42660.1	60029.4	inf
219	-1812.54	-1410.29	-402.249	2379.68	7035.81	46101.2	68596.8	inf
220	-1802.19	-1402.68	-399.512	2346.51	5295.74	35120.8	53857.6	inf
221	-1804.8	-1405.7	-399.099	3425.63	5295.74	35120.8	53857.6	inf
222	-1802.16	-1405.9	-396.262	2842.89	4251.43	32870.9	45842.8	inf
223	-1807.73	-1409.5	-398.231	4245.14	5308.72	32959.7	57243.5	inf
224	-1805.16	-1403.39	-401.765	4637.94	7223.23	17375.9	39463.1	inf
225	-1808.87	-1407.55	-401.32	4075.7	7185.05	22255.8	41648.8	inf
226	-1804.85	-1403.04	-401.807	4013.2	7443.49	21648.3	33276.5	inf
227	-1800.81	-1401.49	-399.325	4322.19	6455.32	17300.2	33572.7	inf
228	-1802.61	-1404.89	-397.727	3199.81	5821.1	19635.8	29090	inf
229	-1800.94	-1403.75	-397.193	2055.23	4651.48	16871	25861.6	inf
230	-1800	-1405.71	-394.287	1479.99	3827.76	17518.4	33743.8	inf
231	-1809.73	-1410.65	-399.081	3275.62	6058.55	23553.2	55797.2	inf
232	-1811.78	-1415.61	-396.169	2393.75	4313.75	22843.3	50078.5	inf
233	-1816.81	-1413.61	-403.201	3326.43	7796.34	27721.2	66795	inf
234	-1817.63	-1416.24	-401.393	2000.36	4092.72	27721.2	67656.9	inf
235	-1816.07	-1417.96	-398.113	1554.16	3414.08	21537.7	57822	inf
236	-1800.67	-1405.65	-395.013	1935.59	4247.29	24096.2	44186.3	inf
237	-1794.38	-1404.37	-390.009	1780.49	2441.19	21748.9	35324.7	inf
238	-1795.46	-1404.84	-390.627	1683.83	2353.34	19761.3	46411.6	inf
239	-1800.53	-1406.37	-394.161	1749.11	4328	19868.7	46559.5	inf
240	-1807.12	-1406.26	-400.859	1914.99	6032.83	24431.5	57146.4	inf
241	-1800.96	-1404.32	-396.643	1775.17	4732.53	18748.1	47218.2	inf
242	-1807.88	-1399.02	-408.86	4423.03	9959.67	21478.4	47040.8	inf
243	-1792.93	-1399.31	-393.62	1363.65	3383.95	14448	25402	inf
244	-1796.8	-1402.63	-394.167	2423.89	4665.98	13578.2	27432.4	inf
245	-1799.67	-1404.9	-394.764	2503.57	4914.62	11934.1	32605.2	inf
246	-1812.97	-1406.54	-406.428	4889.3	11337.1	19969.3	43040.2	inf
247	-1808.92	-1409.44	-399.479	4000.51	5830.48	18038.5	33982.9	inf
248	-1815.42	-1416.29	-399.123	4000.51	5830.48	19969.3	33982.9	inf
249	-1813.49	-1414.08	-399.409	2684.72	4829.01	16539.3	34659.3	inf
250	-1812.24	-1413.59	-398.648	3956.28	5134	22813.3	34659.3	inf
251	-1807.5	-1414.91	-392.595	3236.6	3916.02	19037.4	32942.4	inf
252	-1806.26	-1414.39	-391.863	3236.6	3855.44	14660.7	41108.2	inf
253	-1806.67	-1413.18	-393.486	3236.6	4010.99	14660.7	34190.4	inf
254	-1810.42	-1414.08	-396.339	3872.39	4659.13	21782	43217.1	inf
255	-1814.63	-1415.41	-399.22	4570.93	5499.59	28638.3	52156.2	inf
256	-1803.41	-1410.04	-393.368	3461.2	4228.79	21339	32581.6	inf
257	-1804.52	-1409.97	-394.55	3699.39	4519.81	18353.9	44994.5	inf
258	-1812.15	-1408.46	-403.692	5812.86	6482.7	45835.2	59586.4	inf
259	-1793.77	-1406.18	-387.591	3539.63	3757.96	17856.7	34051.3	inf
260	-1800.41	-1407.05	-393.363	5362.04	5692.78	26365.4	52325.8	inf
261	-1794.34	-1406.02	-388.322	4574.13	4856.27	21704.7	40571.9	inf
262	-1793.19	-1404.48	-388.708	4574.13	4856.27	23277.6	40571.9	inf
263	-1793.04	-1403.54	-389.499	4574.13	4898.85	21704.7	41916.3	inf
264	-1794.66	-1404.47	-390.191	4574.13	4898.85	20531.9	41990.3	inf
265	-1795	-1401.32	-393.682	4220.83	4520.47	22614.8	36272.9	inf
266	-1798.88	-1402.73	-396.142	4857.03	5201.83	23359.2	49316.8	inf
267	-1801.14	-1406.96	-394.186	4258.22	4560.52	22592.7	47098.6	inf
268	-1813.6	-1414.61	-398.987	5839.28	6253.82	30981.2	87009.9	inf
269	-1801.09	-1409.11	-391.972	4035.57	4322.06	31077.4	61705.4	inf
270	-1799.62	-1407.74	-391.884	4035.57	4322.06	15847.4	44635.9	inf
271	-1802.28	-1411.3	-390.98	4061.69	4350.03	19584.4	44924.7	inf
272	-1797.81	-1409.38	-388.432	3210.45	3438.36	24891	40404.7	inf
273	-1804.77	-1408.8	-395.971	4878.32	5317.52	15361.1	60952.7	inf
274	-1802.86	-1411.81	-391.055	4204.94	4583.51	10873.7	49289.3	inf
275	-1799.8	-1409.52	-390.282	4134.36	4391.89	11641	52032.4	inf
276	-1804.55	-1410.88	-393.668	4134.36	4574.47	13890.1	37242.8	inf
277	-1799.18	-1408.63	-390.549	3428.21	3793.15	23582.2	31577.7	inf
278	-1798.44	-1407.45	-390.988	3428.21	3793.15	23582.2	43145.3	inf
279	-1810.29	-1412.1	-398.197	4709.74	5211.11	19997.9	50771.7	inf
280	-1800.15	-1412.41	-387.739	2961.78	3277.07	19879.7	38115.3	inf
281	-1815.95	-1416.34	-399.613	5029.54	5564.94	29499	63020.2	inf
282	-1797.02	-1409.1	-387.927	3903.35	4203.14	15386.7	23662.1	inf
283	-1798.19	-1409.27	-388.917	3844.02	4189.49	15152.9	23302.5	inf
284	-1792.16	-1402.83	-389.333	3844.02	4189.49	11702	33199.6	inf
285	-1789.95	-1400.89	-389.066	3844.02	4189.49	10616.4	41781.8	inf
286	-1791.52	-1401.54	-389.978	3784.11	4189.49	12826.4	41781.8	inf
287	-1786.32	-1400.13	-386.183	2997.5	3360.56	14092.3	27390.8	inf
288	-1787.82	-1401.14	-386.681	2977.83	3360.56	14092.3	27361.5	inf
289	-1781.97	-1399.08	-382.881	2977.83	3330.21	8112.15	23437.4	inf
290	-1783.6	-1400.55	-383.049	3044.96	3257.79	10397.1	22827.9	inf
291	-1782.97	-1403.49	-379.476	3044.96	3257.79	6523.81	18710.6	inf
292	-1803.98	-1412.61	-391.364	4595.7	4916.92	11949.4	28239.5	inf
293	-1797.87	-1409.29	-388.584	4595.7	4916.92	19798.5	28239.5	inf
294	-1805.96	-1410.74	-395.218	5550.53	5905.68	19632.3	33918.3	inf
295	-1816.13	-1416.7	-399.434	6467.92	6904.36	23004.2	50622	inf
296	-1802.48	-1414.98	-387.498	4042.51	4315.29	18104.5	31639.3	inf
297	-1802	-1412.95	-389.05	4042.51	4315.29	17560.2	31639.3	inf
298	-1799.25	-1413.3	-385.95	4042.51	4315.29	15066.3	31639.3	inf
299	-1793.82	-1408.68	-385.14	4042.51	4315.29	15852.8	28997.6	inf
300	-1794.81	-1409.65	-385.161	4042.51	4315.29	16337.7	28997.6	inf
301	-1793.16	-1403.22	-389.938	4811.38	5136.04	21079.4	26354.2	inf
302	-1788.02	-1400.49	-387.532	4129.34	4407.98	12558.3	22429.3	inf
303	-1791.98	-1401.5	-390.478	3893.62	4355.58	12398.5	27734.6	inf
304	-1795.15	-1402.05	-393.106	3949.2	4417.75	12575.5	29686.1	inf
305	-1799.3	-1406.15	-393.154	5365.53	5727.58	15596.5	37317.8	inf
306	-1788.11	-1403.42	-384.682	3412.79	3656.87	9823.59	24249	inf
307	-1785.63	-1403.65	-381.985	2950.62	3149.72	8938.04	16534.6	inf
308	-1796.14	-1403.72	-392.419	5020.63	5359.42	17187	25062	inf
309	-1793.26	-1401.65	-391.612	4799.78	5123.66	16834.1	29131.4	inf
310	-1788.33	-1401.29	-387.044	4372.27	4667.3	15334.7	26536.7	inf
311	-1795.74	-1401.83	-393.903	5651.22	6032.56	19320.3	38171.8	inf
312	-1787.27	-1404.01	-383.263	3309.97	3533.32	10624.5	22496.8	inf
313	-1792.44	-1404.32	-388.124	4143.91	4423.53	11658.5	26864.4	inf
314	-1792.83	-1405.8	-387.027	4143.91	4423.53	12537	29085.6	inf
315	-1794.42	-1406.22	-388.192	4143.91	4423.53	12588.5	31625.7	inf
316	-1794.47	-1407.33	-387.14	4143.91	4423.53	17307.9	32013.4	inf
317	-1789.95	-1402.06	-387.881	4143.91	4423.53	17307.9	29577.6	inf
318	-1790.98	-1404.26	-386.722	4143.91	4404.4	16677.2	29577.6	inf
319	-1796.73	-1403.76	-392.972	5601.77	5953.9	27635.6	34310.4	inf
320	-1793.46	-1406.78	-386.679	4044.88	4411.07	19849.5	24271.6	inf
321	-1789.97	-1405.27	-384.695	4008.67	4280.13	15902.9	22708.6	inf
322	-1796.2	-1407.07	-389.129	5744.53	6009.59	13549.4	27704.9	inf
323	-1795.02	-1406.53	-388.49	5752.63	6009.59	13471.9	22821.4	inf
324	-1791.93	-1406.19	-385.739	5029.56	5254.22	11626.2	26347.9	inf
325	-1795.98	-1403.44	-392.535	5358.39	5673.16	13057.5	35199	inf
326	-1797	-1405.95	-391.048	5571.58	5820.45	12879.1	28501.3	inf
327	-1802.17	-1409.53	-392.634	5571.58	5820.45	12879.1	31527.7	inf
328	-1803.69	-1404.18	-399.505	8507.57	8887.59	18459.7	50255.8	inf
329	-1800.99	-1404.68	-396.304	8507.57	8662.69	15443.1	50255.8	inf
330	-1799.65	-1406.13	-393.522	6832.28	6956.86	15270.4	47197.2	inf
331	-1797.17	-1404.86	-392.316	6832.28	6956.86	13600.7	26863.3	inf
332	-1801.26	-1406.97	-394.291	5670.52	6073.32	11190.2	33612.2	inf
333	-1803.11	-1409.64	-393.471	5964.57	6387.03	17430.1	34391	inf
