Iteration	Replicate_ID	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_invar	pi[1]	pi[2]	pi[3]	pi[4]	pop_size	root_height
2492	0	-1747.53	-1412.2	-335.329	0.0210922	0.498094	0.116163	0.0292854	0.199082	0.136283	0.2954126	0.295247	0.273833	0.147424	0.283496	262405.6	252956.3
2493	1	-1719.53	-1403.66	-315.866	0.00465485	0.697942	0.0454731	0.0148554	0.217731	0.0193432	0.09425664	0.35384	0.239922	0.128905	0.277332	90639	156844.8
2494	0	-1736.39	-1415.16	-321.232	0.209581	0.4654	0.108538	0.0273632	0.186015	0.00310286	0.2181961	0.301353	0.279497	0.150473	0.268678	121532.9	141107.6
2495	1	-1726.86	-1405.39	-321.467	0.00542986	0.704213	0.0458816	0.00527145	0.219687	0.019517	0.09425664	0.357212	0.242208	0.120605	0.279975	90639	156844.8
2496	0	-1718.82	-1412.36	-306.46	0.209581	0.4654	0.108538	0.0273632	0.186015	0.00310286	0.2181961	0.301353	0.279497	0.150473	0.268678	55197.7	141526.3
2497	1	-1715.76	-1399.92	-315.845	0.00566324	0.73448	0.0478536	0.0218189	0.169828	0.0203559	0.09425664	0.328036	0.251778	0.147807	0.272379	110373.2	131094.2
2498	0	-1722.98	-1413.75	-309.224	0.209581	0.4654	0.108538	0.0273632	0.186015	0.00310286	0.1189648	0.301353	0.279497	0.150473	0.268678	60846.77	160522
2499	1	-1730.02	-1401.03	-328.992	0.00619998	0.723374	0.0383301	0.0238869	0.185924	0.0222851	0.3606371	0.316864	0.248738	0.151641	0.282757	110885.6	178389
2500	0	-1717	-1415.55	-301.448	0.196226	0.503259	0.117368	0.0358456	0.143946	0.00335527	0.1189648	0.311533	0.273185	0.137527	0.277755	36822.28	114152.9
2501	1	-1719.23	-1401.06	-318.174	0.00608986	0.710525	0.0286675	0.0234626	0.182621	0.0486339	0.08232772	0.308172	0.277234	0.148429	0.266165	96867.23	130555.9
2502	0	-1718.85	-1413.45	-305.397	0.193392	0.495989	0.115672	0.0353278	0.141866	0.0177534	0.1189648	0.323554	0.257995	0.142834	0.275618	61790.82	100857.1
2503	1	-1725.41	-1404.57	-320.842	0.0087816	0.769798	0.0310589	0.00667717	0.130994	0.052691	0.281267	0.308172	0.277234	0.148429	0.266165	96867.23	208982.7
2504	0	-1725.7	-1417.11	-308.596	0.311244	0.433739	0.011461	0.0431819	0.173406	0.0269678	0.2312362	0.318308	0.252342	0.132919	0.296431	75767.22	153860.5
2505	1	-1718.96	-1399.56	-319.405	0.00842054	0.757254	0.0297819	0.00279275	0.151226	0.0505246	0.3177638	0.310225	0.276411	0.147989	0.265375	105966.3	208982.7
2506	0	-1732.14	-1411.78	-320.362	0.323461	0.415865	0.0119108	0.0448768	0.180212	0.0236746	0.2312362	0.310636	0.270363	0.129715	0.289286	75767.22	214335.5
2507	1	-1721.41	-1399.77	-321.637	0.0104266	0.755722	0.0297217	0.0027871	0.15092	0.0504224	0.103892	0.310225	0.276411	0.147989	0.265375	105966.3	236159.6
2508	0	-1731.15	-1412.19	-318.962	0.323461	0.415865	0.0119108	0.0448768	0.180212	0.0236746	0.2312362	0.32611	0.264295	0.126804	0.282792	75767.22	138230.4
2509	1	-1720.77	-1401.19	-319.572	0.00952934	0.690686	0.0271639	0.0125553	0.213982	0.0460831	0.230821	0.310225	0.276411	0.147989	0.265375	105966.3	236395.1
2510	0	-1724.24	-1405.79	-318.449	0.214856	0.612603	0.00788383	0.0297041	0.119283	0.0156703	0.1630962	0.32611	0.264295	0.126804	0.282792	99187.79	129180.6
2511	1	-1710.57	-1399.4	-311.17	0.0092649	0.699638	0.0264101	0.0122069	0.208044	0.0444359	0.2151896	0.312237	0.278204	0.142463	0.267096	85856.4	144274.2
2512	0	-1735.86	-1408.48	-327.377	0.216448	0.609731	0.00794227	0.0299243	0.120167	0.0157865	0.1630962	0.32611	0.264295	0.126804	0.282792	99187.79	166304.2
2513	1	-1721.62	-1398.78	-322.838	0.00868034	0.798643	0.0194738	0.00798781	0.136138	0.0290775	0.09492219	0.318711	0.268626	0.145417	0.267246	104635.4	233120.6
2514	0	-1730.48	-1406.5	-323.974	0.216448	0.609731	0.00794227	0.0299243	0.120167	0.0157865	0.1149408	0.313177	0.257218	0.154385	0.275221	98488.77	241152.9
2515	1	-1720.14	-1397.91	-322.232	0.0085779	0.789217	0.0310458	0.00789354	0.134531	0.0287343	0.09492219	0.318711	0.268626	0.145417	0.267246	104635.4	243561.3
2516	0	-1725.71	-1410.88	-314.829	0.269911	0.514939	0.009904	0.0207447	0.164816	0.0196857	0.1149408	0.335423	0.248887	0.149384	0.266306	53749.9	183520.4
2517	1	-1713.77	-1397.9	-315.868	0.00354811	0.793226	0.0312034	0.0079275	0.135214	0.0288803	0.09492219	0.322803	0.259234	0.147285	0.270678	104514.1	132314
2518	0	-1724.27	-1412.34	-311.93	0.269911	0.514939	0.009904	0.0207447	0.164816	0.0196857	0.1149408	0.333707	0.247613	0.153736	0.264944	77265.26	114418.4
2519	1	-1732.41	-1400.7	-331.708	0.00369184	0.825359	0.00462261	0.00824864	0.140692	0.0173857	0.3605277	0.322803	0.259234	0.147285	0.270678	145422.2	182844.3
2520	0	-1726.4	-1408.73	-317.664	0.257884	0.523422	0.0100671	0.0210864	0.167531	0.02001	0.1149408	0.321528	0.263865	0.153711	0.260896	86733.55	155698.9
2521	1	-1732.53	-1401.98	-330.552	0.00369184	0.825359	0.00462261	0.00824864	0.140692	0.0173857	0.3605277	0.322803	0.259234	0.147285	0.270678	121974.7	181983
2522	0	-1716.98	-1409.36	-307.62	0.262646	0.533087	0.0102531	0.00300929	0.170625	0.0203795	0.1149408	0.311505	0.267763	0.155982	0.26475	78768.68	103179.7
2523	1	-1720.52	-1400.87	-319.646	0.00410248	0.810561	0.00513678	0.00916613	0.156341	0.0146923	0.3605277	0.322803	0.259234	0.147285	0.270678	121974.7	134163
2524	0	-1731.34	-1406.19	-325.15	0.156568	0.722781	0.00611203	0.00179389	0.101713	0.0110323	0.1149408	0.316063	0.271682	0.143631	0.268624	78768.68	205821.6
2525	1	-1728.83	-1406.26	-322.566	0.00116823	0.812949	0.00515192	0.00919314	0.156802	0.0147356	0.3605277	0.290754	0.268703	0.152665	0.287878	121974.7	125304.8
2526	0	-1713.27	-1402.95	-310.311	0.133773	0.624302	0.0162973	0.00600425	0.20783	0.0117941	0.09034262	0.317529	0.268302	0.144298	0.269871	78005.6	148373.3
2527	1	-1726.48	-1404.79	-321.692	0.00298069	0.774542	0.00490852	0.019627	0.150162	0.0477804	0.2804519	0.297946	0.265979	0.151117	0.284959	121974.7	139392.9
2528	0	-1713.2	-1404.42	-308.789	0.0451419	0.68818	0.0179648	0.00661859	0.229094	0.0130008	0.09034262	0.319945	0.270343	0.137787	0.271924	78005.6	156350.5
2529	1	-1722.88	-1403.45	-319.437	0.000525065	0.727067	0.00460766	0.018424	0.140958	0.108418	0.1529382	0.297946	0.265979	0.151117	0.284959	108595.9	171503.5
2530	0	-1713.35	-1402.6	-310.747	0.0493327	0.752069	0.0196326	0.00723305	0.157525	0.0142078	0.1006315	0.319945	0.270343	0.137787	0.271924	59129.39	161617.9
2531	1	-1717.31	-1405.88	-311.43	0.00082224	0.575526	0.00428339	0.0288515	0.220737	0.169781	0.2152596	0.293969	0.262429	0.1491	0.294503	75381.24	119048.2
2532	0	-1709.36	-1404.19	-305.171	0.0493327	0.752069	0.0196326	0.00723305	0.157525	0.0142078	0.1006315	0.309193	0.261258	0.133156	0.296392	59129.39	96151.67
2533	1	-1712.51	-1402.68	-309.825	0.000593916	0.579034	0.00309396	0.0208399	0.273803	0.122635	0.1415573	0.328489	0.249598	0.14181	0.280103	75381.24	143481.2
2534	0	-1723.84	-1406.71	-317.134	0.0479722	0.731327	0.0148737	0.0388307	0.153181	0.013816	0.1037741	0.311197	0.262951	0.127539	0.298313	80706.62	164494.3
2535	1	-1714.97	-1401.44	-313.531	0.000719375	0.701349	0.00374752	0.0252421	0.120402	0.14854	0.1415573	0.332858	0.252917	0.130396	0.283829	75381.24	152701.6
2536	0	-1721.42	-1404.15	-317.269	0.0465635	0.709852	0.0144369	0.0670551	0.148683	0.0134103	0.1037741	0.32476	0.257773	0.125028	0.292439	91815.45	164494.3
2537	1	-1717.01	-1400.28	-316.727	0.000730287	0.711988	0.00380437	0.0104555	0.122228	0.150794	0.03836044	0.323331	0.265664	0.135299	0.275705	88012.01	178288.1
2538	0	-1718.36	-1403.13	-315.227	0.0452624	0.690017	0.0140335	0.0931235	0.144528	0.0130355	0.2185238	0.328077	0.250192	0.126305	0.295426	91815.45	183721.4
2539	1	-1720.4	-1405.25	-315.146	0.000730961	0.712645	0.00288553	0.0104651	0.122341	0.150933	0.03836044	0.323331	0.265664	0.135299	0.275705	70454.8	178288.1
2540	0	-1719.39	-1406.74	-312.649	0.042507	0.648011	0.0131792	0.0874544	0.196607	0.012242	0.2293504	0.31933	0.270183	0.122937	0.287549	64155.27	238130.7
2541	1	-1731.3	-1408.61	-322.688	0.00222757	0.501919	0.00499189	0.0181044	0.211647	0.26111	0.03836044	0.33212	0.265908	0.126015	0.275958	70454.8	178288.1
2542	0	-1713.78	-1407.26	-306.52	0.042507	0.648011	0.0131792	0.0874544	0.196607	0.012242	0.2293504	0.321915	0.264275	0.123933	0.289877	64155.27	120838.6
2543	1	-1718.81	-1410.32	-308.495	0.00222757	0.501919	0.00499189	0.0181044	0.211647	0.26111	0.002389634	0.328962	0.283579	0.124817	0.262642	70454.8	116637.3
2544	0	-1716.66	-1405.46	-311.195	0.0412618	0.629029	0.0127932	0.0848927	0.22014	0.0118834	0.2293504	0.328664	0.269815	0.126531	0.27499	92963.32	120838.6
2545	1	-1739	-1412.31	-326.68	0.00215809	0.486264	0.0360273	0.0175397	0.205045	0.252966	0.002389634	0.328962	0.283579	0.124817	0.262642	155857.3	253180.6
2546	0	-1713.79	-1398.99	-314.807	0.0412618	0.629029	0.0127932	0.0848927	0.22014	0.0118834	0.1951321	0.322379	0.264656	0.143234	0.269732	84757.8	179756.4
2547	1	-1727.91	-1404.18	-323.733	0.00129363	0.659498	0.0183877	0.00825721	0.183453	0.12911	0.002389634	0.333811	0.28153	0.123915	0.260745	139541.3	203835.4
2548	0	-1718.73	-1406.96	-311.77	0.042556	0.648759	0.0131944	0.0875554	0.195679	0.0122561	0.5662247	0.322379	0.264656	0.143234	0.269732	70265.96	191404.6
2549	1	-1720.99	-1404.02	-316.976	0.00109612	0.647244	0.0184498	0.00828507	0.19538	0.129545	0.002389634	0.333811	0.28153	0.123915	0.260745	89269.23	165912.5
2550	0	-1726.87	-1405.92	-320.947	0.0421412	0.642435	0.0130658	0.0964498	0.193772	0.0121366	0.2885701	0.320354	0.262993	0.142334	0.274318	108652.4	295969.4
2551	1	-1725.21	-1407.13	-318.079	0.00109612	0.647244	0.0184498	0.00828507	0.19538	0.129545	0.002389634	0.333811	0.28153	0.123915	0.260745	104239.2	213302.7
2552	0	-1715.22	-1400.26	-314.959	0.0445003	0.678399	0.0137973	0.04246	0.204619	0.0162239	0.2885701	0.315155	0.262868	0.14779	0.274187	103913.3	171727.4
2553	1	-1726.66	-1408.01	-318.659	0.0011305	0.704585	0.0190285	0.00854493	0.133103	0.133609	0.002389634	0.31578	0.286566	0.132244	0.265409	104239.2	130191.3
2554	0	-1718.28	-1401.99	-316.286	0.0196346	0.662017	0.0134641	0.0382505	0.232159	0.0344746	0.2885701	0.318207	0.255728	0.149221	0.276843	103913.3	171727.4
2555	1	-1719.63	-1401.25	-318.372	0.0011231	0.699976	0.00850648	0.0254275	0.132232	0.132735	0.002389634	0.323174	0.269861	0.135341	0.271624	77380.03	145783.7
2556	0	-1716.35	-1400.33	-316.021	0.0105194	0.623061	0.0126718	0.125844	0.218498	0.00940524	0.1305086	0.319259	0.256573	0.14641	0.277758	99571.41	222152.7
2557	1	-1711.45	-1402.89	-308.561	0.00111584	0.695452	0.00220607	0.0537982	0.131377	0.11605	0.002389634	0.337554	0.237371	0.141363	0.283711	77380.03	150714.8
2558	0	-1737	-1403.8	-333.204	0.00949633	0.562465	0.00850506	0.217519	0.197248	0.00476712	0.1305086	0.319259	0.256573	0.14641	0.277758	121397.7	294098.9
2559	1	-1734.67	-1403.74	-330.93	0.00111584	0.695452	0.00220607	0.0537982	0.131377	0.11605	0.002389634	0.337554	0.237371	0.141363	0.283711	152911.8	177526.3
2560	0	-1731.48	-1403.02	-328.462	0.0224244	0.555123	0.00839406	0.21468	0.194674	0.0047049	0.09059451	0.331647	0.258279	0.141546	0.268528	121397.7	227439.1
2561	1	-1719.35	-1402.74	-316.602	0.00112531	0.701353	0.00222478	0.0542547	0.131438	0.109604	0.002389634	0.337323	0.237209	0.145895	0.279574	84287.23	150334.8
2562	0	-1736.09	-1406.19	-329.901	0.0276324	0.554646	0.00591362	0.214495	0.194506	0.00280749	0.2606544	0.334936	0.26084	0.133033	0.271191	175178.4	235510.7
2563	1	-1717.16	-1404.77	-312.383	0.000839338	0.701554	0.00222542	0.0542702	0.131476	0.109635	0.002389634	0.325652	0.265234	0.140847	0.268267	84287.23	105978.4
2564	0	-1728.26	-1401.85	-326.412	0.0276026	0.554045	0.00590722	0.214263	0.194296	0.00388634	0.09111012	0.328597	0.255904	0.130516	0.284983	175178.4	174499.1
2565	1	-1720.92	-1405.62	-315.303	0.000493744	0.59343	0.0026004	0.0634145	0.211952	0.128109	0.002389634	0.325652	0.265234	0.140847	0.268267	91042.17	123049.1
2566	0	-1726.26	-1402.69	-323.574	0.0244919	0.491608	0.00524151	0.190117	0.283874	0.00466861	0.09111012	0.33623	0.24377	0.148529	0.271471	110909.1	146559.9
2567	1	-1713.83	-1410.82	-303.01	0.000400743	0.481653	0.00456878	0.0514699	0.172029	0.289878	0.002389634	0.329461	0.268337	0.130798	0.271405	59182.23	134497
2568	0	-1721.21	-1402.78	-318.428	0.0237981	0.501957	0.00914531	0.184731	0.275832	0.00453636	0.09111012	0.34251	0.248323	0.141763	0.267405	110909.1	120293.6
2569	1	-1713.98	-1403.96	-310.024	0.000562877	0.676522	0.00641723	0.0722937	0.202976	0.0412286	0.002389634	0.329461	0.268337	0.130798	0.271405	71817.68	163212.2
2570	0	-1719.51	-1399.07	-320.447	0.0151544	0.682851	0.00582365	0.117635	0.175647	0.00288871	0.09111012	0.34085	0.247119	0.145923	0.266108	140226.8	196919.6
2571	1	-1713.44	-1405.34	-308.093	0.000564776	0.678804	0.0029286	0.0725376	0.203661	0.0415046	0.002389634	0.329461	0.268337	0.130798	0.271405	58636.91	184337.1
2572	0	-1740.5	-1403.22	-337.279	0.0151544	0.682851	0.00582365	0.117635	0.175647	0.00288871	0.09111012	0.320031	0.25626	0.147756	0.275952	251815.9	294610.5
2573	1	-1715.33	-1402.66	-312.67	0.000564776	0.678804	0.0029286	0.0725376	0.203661	0.0415046	0.002389634	0.324	0.277145	0.131948	0.266907	56412.86	177345.4
2574	0	-1728.9	-1403.14	-325.76	0.0120666	0.489997	0.00960218	0.19396	0.289612	0.00476298	0.2674452	0.311807	0.25936	0.149543	0.27929	112705.3	156850.8
2575	1	-1718.13	-1403.18	-314.949	0.00016671	0.674882	0.00291168	0.0782908	0.202484	0.0412648	0.002389634	0.324081	0.277214	0.131732	0.266973	64428.89	107190.5
2576	0	-1717.79	-1401.67	-316.122	0.0133001	0.540089	0.0105838	0.111559	0.319218	0.0052499	0.2559869	0.304661	0.276334	0.146116	0.272889	106399.9	123018.9
2577	1	-1717.64	-1402.93	-314.706	0.000166573	0.674329	0.00372866	0.0782266	0.202318	0.041231	0.002389634	0.325634	0.27375	0.132363	0.268253	64428.89	111958.2
2578	0	-1714	-1400.64	-313.364	0.0143608	0.503411	0.0114279	0.120456	0.344676	0.00566858	0.2559869	0.317571	0.245668	0.152308	0.284453	78214.83	148419.5
2579	1	-1724.96	-1410.24	-314.716	0.000166466	0.673896	0.00436911	0.0781763	0.202188	0.0412045	0.002389634	0.326549	0.274519	0.129925	0.269006	71799.9	108857.3
2580	0	-1717.24	-1404.63	-312.608	0.0172538	0.604825	0.0137301	0.144722	0.188281	0.031188	0.04367418	0.322188	0.24924	0.154522	0.274049	89251.26	158888.3
2581	1	-1734.12	-1403.42	-330.702	0.000125841	0.750083	0.00330285	0.0590978	0.152845	0.034546	0.002389634	0.324715	0.272977	0.134813	0.267495	167087.5	284056.3
2582	0	-1722.69	-1404.82	-317.867	0.0157605	0.552477	0.0125417	0.193733	0.171985	0.0535025	0.3046412	0.310626	0.253491	0.157158	0.278724	89251.26	187442.9
2583	1	-1740.77	-1407.64	-333.127	0.000205357	0.771349	0.0033965	0.0607733	0.157178	0.00709744	0.08620549	0.325559	0.273687	0.132564	0.268191	167087.5	279734.1
2584	0	-1723.72	-1406.04	-317.676	0.0157605	0.552477	0.0125417	0.193733	0.171985	0.0535025	0.2827561	0.302894	0.272073	0.153246	0.271786	89251.26	147784.4
2585	1	-1732.18	-1406.4	-325.777	0.000228684	0.723219	0.0037823	0.0676765	0.175032	0.0300612	0.08620549	0.325559	0.273687	0.132564	0.268191	165180.9	248346.6
2586	0	-1729.89	-1408.09	-321.804	0.0161034	0.564497	0.0128146	0.191145	0.175727	0.0397132	0.2099287	0.314208	0.244884	0.158971	0.281938	87136.24	147784.4
2587	1	-1726.03	-1405.29	-320.742	0.000160405	0.591228	0.00309202	0.0553253	0.325619	0.0245749	0.08620549	0.327386	0.26961	0.133308	0.269696	90113.87	182597.9
2588	0	-1723.71	-1406.6	-317.109	0.0163599	0.55756	0.0130187	0.19419	0.178526	0.0403458	0.2099287	0.314208	0.244884	0.158971	0.281938	84981.35	134974.5
2589	1	-1710.78	-1403.12	-307.657	0.000161534	0.595388	0.00311377	0.0557145	0.306968	0.0386547	0.02554152	0.318383	0.267082	0.138658	0.275876	43862.75	141166.6
2590	0	-1718.9	-1406.15	-312.751	0.0155123	0.528672	0.0123442	0.184128	0.169276	0.0900673	0.2099287	0.313623	0.245093	0.159106	0.282178	84378.06	106364.2
2591	1	-1731.01	-1405.18	-325.827	0.000161534	0.595388	0.00311377	0.0557145	0.306968	0.0386547	0.02554152	0.318383	0.267082	0.138658	0.275876	156223.9	264995.4
2592	0	-1721.94	-1407.53	-314.416	0.00898636	0.532176	0.012426	0.185349	0.170398	0.0906644	0.5846489	0.306304	0.262709	0.155393	0.275594	84378.06	113713
2593	1	-1718.56	-1403.68	-314.882	0.000257003	0.690593	0.00361168	0.0646235	0.196079	0.0448358	0.02554152	0.318383	0.267082	0.138658	0.275876	93639.43	133805.7
2594	0	-1738.58	-1406.03	-332.552	0.00838566	0.563448	0.0115954	0.172959	0.159008	0.0846039	0.4667145	0.306304	0.262709	0.155393	0.275594	198042.2	204582.5
2595	1	-1713.94	-1401.45	-312.49	0.000852525	0.690182	0.00360953	0.0645851	0.195962	0.0448091	0.02554152	0.330401	0.264185	0.135608	0.269807	91059.97	118728.2
2596	0	-1735.43	-1406.43	-329	0.00833745	0.560208	0.0172785	0.171965	0.158093	0.0841174	0.4667145	0.306304	0.262709	0.155393	0.275594	198042.2	164087.1
2597	1	-1719.08	-1401.89	-317.189	0.000892506	0.72255	0.0037788	0.0207165	0.205152	0.0469105	0.02554152	0.33918	0.24167	0.140203	0.278948	91059.97	201191.7
2598	0	-1720.33	-1400.23	-320.097	0.0114474	0.657738	0.0202866	0.0261498	0.185617	0.0987618	0.3706023	0.310711	0.266489	0.143241	0.279559	109316.6	139639.1
2599	1	-1720.9	-1399.75	-321.149	0.000892506	0.72255	0.0037788	0.0207165	0.205152	0.0469105	0.02554152	0.33918	0.24167	0.140203	0.278948	103612.7	181748.8
2600	0	-1716.83	-1403.77	-313.061	0.0134259	0.602682	0.0219826	0.0283359	0.226555	0.107018	0.3225703	0.309003	0.265024	0.147951	0.278022	79157.44	109159.2
2601	1	-1718.75	-1404.33	-314.418	0.000788886	0.625164	0.00565385	0.0279781	0.277061	0.0633536	0.02554152	0.29319	0.258489	0.14996	0.298361	80712.55	204439.6
2602	0	-1718.24	-1402.67	-315.565	0.0131175	0.588836	0.00867465	0.0634619	0.22135	0.10456	0.07714736	0.301512	0.267897	0.149555	0.281036	84094.84	232450.3
2603	1	-1715.69	-1400.59	-315.097	0.0021581	0.61829	0.00956257	0.0473204	0.215516	0.107152	0.02554152	0.327822	0.245823	0.142612	0.283743	84603.67	174487.1
2604	0	-1708.47	-1402.15	-306.32	0.012294	0.705293	0.00813011	0.0594782	0.116809	0.0979962	0.07714736	0.301512	0.267897	0.149555	0.281036	39892.04	139301.3
2605	1	-1716.63	-1399.94	-316.695	0.00212299	0.608229	0.00940697	0.0465504	0.228282	0.105409	0.02554152	0.325787	0.244297	0.147935	0.281981	72777.57	249335.4
2606	0	-1722.24	-1400.81	-321.429	0.00947781	0.543729	0.00298735	0.0458534	0.322405	0.0755479	0.07714736	0.300897	0.26735	0.149249	0.282504	87260.61	204196.9
2607	1	-1717.18	-1399.52	-317.665	0.00219983	0.518686	0.0117975	0.0482354	0.309857	0.109224	0.09357543	0.325787	0.244297	0.147935	0.281981	72777.57	249335.4
2608	0	-1719	-1404.06	-314.942	0.00935775	0.536841	0.0156172	0.0452725	0.318321	0.0745909	0.2324631	0.310415	0.244174	0.153971	0.29144	91428.32	188648.9
2609	1	-1718.96	-1400.34	-318.617	0.00219983	0.518686	0.0117975	0.0482354	0.309857	0.109224	0.09357543	0.320233	0.243692	0.150054	0.28602	94577.12	212031.9
2610	0	-1718.19	-1400.56	-317.631	0.00376363	0.73812	0.00628115	0.0182083	0.203627	0.03	0.2324631	0.313094	0.239219	0.155299	0.292388	116400.7	225133.7
2611	1	-1717.01	-1398.63	-318.375	0.00222327	0.524213	0.0119232	0.0487494	0.313159	0.0997323	0.09357543	0.3381	0.259688	0.138402	0.26381	94577.12	162135.2
2612	0	-1717.93	-1397.29	-320.642	0.00371928	0.729421	0.00334239	0.0303033	0.201227	0.0319864	0.05431304	0.312977	0.246382	0.142931	0.29771	126899	190292.9
2613	1	-1714.69	-1401.67	-313.018	0.00201509	0.566565	0.0130072	0.0441845	0.283834	0.0903934	0.0844341	0.326479	0.250761	0.133644	0.289115	76678.3	162135.2
2614	0	-1726.73	-1400.68	-326.049	0.00371928	0.729421	0.00334239	0.0303033	0.201227	0.0319864	0.3886752	0.341466	0.237978	0.142035	0.278521	126836.6	294961
2615	1	-1711.15	-1402.1	-309.042	0.00196351	0.552063	0.0126743	0.0430535	0.276569	0.113677	0.2788021	0.314723	0.254515	0.137318	0.293443	55115.56	158886.5
2616	0	-1721.66	-1399.58	-322.08	0.00371928	0.729421	0.00334239	0.0303033	0.201227	0.0319864	0.3886752	0.362663	0.230318	0.137463	0.269556	163882.9	125954.1
2617	1	-1721.1	-1404.79	-316.311	0.00182375	0.512768	0.0117722	0.039989	0.256883	0.176764	0.2788021	0.321802	0.251886	0.1359	0.290412	78097.08	235512.1
2618	0	-1726.89	-1406.82	-320.07	0.00670317	0.499373	0.010042	0.0635661	0.362667	0.0576483	0.3886752	0.361476	0.229564	0.132648	0.276312	110549.8	118373.5
2619	1	-1723.72	-1404.56	-319.158	0.00185835	0.522498	0.0119955	0.0217721	0.261758	0.180118	0.2788021	0.321802	0.251886	0.1359	0.290412	95547.12	183962
2620	0	-1720.32	-1403.43	-316.89	0.007615	0.567302	0.0114081	0.0722129	0.233038	0.108424	0.1013738	0.361476	0.229564	0.132648	0.276312	79754.71	114396.8
2621	1	-1724.26	-1405.39	-318.87	0.00119984	0.564332	0.012956	0.0235153	0.282716	0.115281	0.2193266	0.321802	0.251886	0.1359	0.290412	134784.2	183962
2622	0	-1735.09	-1404.46	-330.627	0.007615	0.567302	0.0114081	0.0722129	0.233038	0.108424	0.1013738	0.361476	0.229564	0.132648	0.276312	232950.3	194320.1
2623	1	-1721.91	-1407.94	-313.964	0.00119984	0.564332	0.012956	0.0235153	0.282716	0.115281	0.4905725	0.316376	0.247639	0.15047	0.285515	99227.6	85979.59
2624	0	-1732.16	-1404.64	-327.519	0.00945886	0.610596	0.0122787	0.0777238	0.173244	0.116699	0.1013738	0.351143	0.251586	0.128856	0.268414	203460.6	216524.9
2625	1	-1718.95	-1407.01	-311.941	0.0011575	0.544416	0.0255994	0.0448756	0.272738	0.111213	0.4905725	0.300688	0.284946	0.143009	0.271358	99227.6	132406.6
2626	0	-1718.49	-1404.28	-314.206	0.00875744	0.724296	0.0113681	0.0477187	0.160397	0.0474624	0.08323205	0.351194	0.255797	0.131014	0.261995	113657.5	84749.75
2627	1	-1727.73	-1406.87	-320.861	0.000908123	0.427125	0.0200842	0.0352074	0.429422	0.0872527	0.1879024	0.30367	0.271681	0.14772	0.276929	99227.6	187937.2
2628	0	-1714.16	-1405.71	-308.451	0.0529859	0.721787	0.0113288	0.0475533	0.159841	0.00650348	0.08323205	0.33404	0.243303	0.130053	0.292604	75098.08	70665.41
2629	1	-1723.81	-1403.84	-319.97	0.000415053	0.667549	0.00917937	0.0657402	0.196265	0.0608506	0.1879024	0.325685	0.269252	0.138616	0.266446	95618.85	117277.4
2630	0	-1716.12	-1403.25	-312.87	0.050547	0.688564	0.0100702	0.0453645	0.19925	0.00620413	0.08323205	0.33404	0.243303	0.130053	0.292604	87532.95	147955.4
2631	1	-1722.97	-1401.3	-321.67	0.000426625	0.686162	0.0156985	0.0334286	0.201737	0.0625472	0.1897492	0.316292	0.261486	0.134618	0.287603	111813.2	187464.5
2632	0	-1727.45	-1404.05	-323.399	0.0508487	0.692673	0.00416212	0.0456352	0.20044	0.00624116	0.1738216	0.33404	0.243303	0.130053	0.292604	87532.95	209351.2
2633	1	-1727.16	-1405.32	-321.835	0.000471506	0.758345	0.01735	0.0369452	0.117761	0.0691271	0.175529	0.319823	0.264405	0.124958	0.290814	111813.2	154461.8
2634	0	-1722.33	-1407.25	-315.075	0.0580347	0.790562	0.00475031	0.0520845	0.0874449	0.00712316	0.2372962	0.33404	0.243303	0.130053	0.292604	87532.95	164602.7
2635	1	-1721.67	-1403.02	-318.652	0.000674828	0.654138	0.0248317	0.0528768	0.168542	0.0989362	0.05676777	0.315989	0.261235	0.135448	0.287328	111813.2	148389.2
2636	0	-1722.2	-1405.58	-316.618	0.0975202	0.757424	0.00455119	0.0499012	0.0837794	0.00682457	0.08344998	0.321567	0.234218	0.162536	0.281678	68083.73	220658.9
2637	1	-1725.28	-1400.56	-324.719	0.000651444	0.631471	0.0239712	0.0510444	0.197354	0.0955077	0.05676777	0.319314	0.263985	0.136874	0.279827	147499.3	132689.8
2638	0	-1729.89	-1411.89	-317.996	0.132989	0.770734	0.00463117	0.0507781	0.030368	0.0104993	0.3187069	0.329436	0.231502	0.160651	0.278411	121879.8	220658.9
2639	1	-1722.01	-1399.13	-322.88	0.000703454	0.681887	0.025885	0.0551198	0.174153	0.0622519	0.1759983	0.314923	0.274108	0.134991	0.275978	100566.6	145856.6
2640	0	-1743.35	-1416.62	-326.73	0.185564	0.672795	0.0137656	0.0708523	0.0423734	0.01465	0.3187069	0.321114	0.238469	0.156593	0.283824	121879.8	249440.4
2641	1	-1721.59	-1401.79	-319.802	0.00035838	0.819155	0.048301	0.0280812	0.0887237	0.0153806	0.1759983	0.31089	0.270598	0.146069	0.272444	100566.6	169509.4
2642	0	-1736.31	-1411.84	-324.473	0.185564	0.672795	0.0137656	0.0708523	0.0423734	0.01465	0.3782976	0.326392	0.242388	0.14273	0.288489	121879.8	207722.1
2643	1	-1718.52	-1401.73	-316.791	0.000302615	0.84087	0.0407852	0.0301365	0.074918	0.0129873	0.2145148	0.316225	0.258079	0.148576	0.27712	71140.78	132512.5
