Iteration	Replicate_ID	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_invar	pi[1]	pi[2]	pi[3]	pi[4]	pop_size	root_height
2644	0	-1733.98	-1412.67	-321.317	0.273946	0.47679	0.0203221	0.104599	0.102716	0.0216276	0.3782976	0.326392	0.242388	0.14273	0.288489	111570.7	163785.6
2645	1	-1716.97	-1399.99	-316.982	0.000305048	0.847631	0.0330731	0.0303788	0.0755203	0.0130917	0.2145148	0.316225	0.258079	0.148576	0.27712	79452.95	193200.9
2646	0	-1736.25	-1413.19	-323.062	0.210271	0.518605	0.0221043	0.113772	0.111724	0.0235244	0.2888661	0.322501	0.239499	0.15295	0.28505	114120.6	166313.9
2647	1	-1721.59	-1400.78	-320.812	0.000566191	0.688643	0.0613861	0.0849344	0.140171	0.0242992	0.02410513	0.316225	0.258079	0.148576	0.27712	90952.67	192532.5
2648	0	-1725.8	-1412.86	-312.939	0.22506	0.555081	0.023659	0.0983832	0.0658706	0.0319461	0.2888661	0.322095	0.239197	0.152757	0.285951	90920.12	139215.3
2649	1	-1718.54	-1399.81	-318.734	0.000550229	0.669228	0.0596555	0.0973906	0.149562	0.0236141	0.02410513	0.318961	0.257047	0.147981	0.276011	78181.23	99002.72
2650	0	-1725.26	-1412.29	-312.971	0.22506	0.555081	0.023659	0.0983832	0.0658706	0.0319461	0.2888661	0.322095	0.239197	0.152757	0.285951	90920.12	155204.3
2651	1	-1716.14	-1402.72	-313.42	0.000552609	0.672123	0.0599136	0.0934854	0.150209	0.0237163	0.02410513	0.3453	0.245338	0.145923	0.263439	73877.17	99002.72
2652	0	-1725.44	-1410.41	-315.027	0.107081	0.792753	0.0068166	0.0468094	0.0313403	0.0151995	0.3395202	0.31929	0.245822	0.151427	0.283462	90920.12	196523.6
2653	1	-1718.5	-1405.87	-312.633	6.78865e-05	0.672449	0.0599426	0.0935308	0.150282	0.0237278	0.02410513	0.3453	0.245338	0.145923	0.263439	77456.29	90232.71
2654	0	-1724.09	-1409.99	-314.096	0.137448	0.612921	0.0149409	0.174952	0.0402284	0.0195101	0.3395202	0.31929	0.245822	0.151427	0.283462	90920.12	128430.2
2655	1	-1716.47	-1407.45	-309.017	6.71924e-05	0.665574	0.0743278	0.0925744	0.148745	0.0187119	0.07085495	0.341802	0.242853	0.154575	0.26077	77754.39	130180.2
2656	0	-1713.87	-1402.49	-311.38	0.00706288	0.751466	0.0117242	0.137285	0.0857473	0.00671455	0.3914682	0.31929	0.245822	0.151427	0.283462	71936.61	110175.4
2657	1	-1736.52	-1407.47	-329.052	0.000158173	0.665513	0.074321	0.092566	0.148732	0.0187102	0.5044736	0.308154	0.266291	0.139618	0.285938	154732.8	222135.7
2658	0	-1723.85	-1407.05	-316.799	0.00713514	0.759155	0.0118441	0.13869	0.0763928	0.00678325	0.3914682	0.31929	0.245822	0.151427	0.283462	78925.84	155000
2659	1	-1728.86	-1404.3	-324.563	8.86857e-05	0.665559	0.0743262	0.0925725	0.148742	0.0187115	0.232919	0.308154	0.266291	0.139618	0.285938	146708.3	225162.1
2660	0	-1726	-1407.64	-318.357	0.00717355	0.763241	0.0119079	0.139436	0.076804	0.0014375	0.2610076	0.325829	0.250856	0.134049	0.289266	68004.33	232061.3
2661	1	-1727.53	-1405.03	-322.503	8.06561e-05	0.6053	0.0675967	0.0841909	0.225815	0.0170173	0.06773764	0.312739	0.270254	0.141695	0.275311	104611.6	215993.4
2662	0	-1732.63	-1409.64	-322.998	0.00938078	0.644895	0.0155718	0.18234	0.145933	0.00187981	0.2610076	0.325829	0.250856	0.134049	0.289266	125146.1	174957
2663	1	-1712.4	-1401.95	-310.449	0.000189288	0.607195	0.0645687	0.0844546	0.226522	0.0170706	0.06773764	0.312739	0.270254	0.141695	0.275311	47252.96	122114.8
2664	0	-1727.36	-1405.78	-321.585	0.00933773	0.641936	0.0155004	0.181503	0.145263	0.00645969	0.2610076	0.324195	0.249598	0.128983	0.297225	103966.3	203598.4
2665	1	-1708.62	-1401.08	-307.541	0.000244704	0.561183	0.0144862	0.10918	0.292839	0.0220682	0.06773764	0.309362	0.264078	0.154221	0.272338	87961.88	112286.4
2666	0	-1724.72	-1405.04	-319.678	0.0094557	0.650046	0.0127962	0.174063	0.147098	0.0065413	0.2610076	0.318714	0.262283	0.126802	0.2922	91150.12	209134.6
2667	1	-1714.48	-1403.41	-311.068	0.000248405	0.56967	0.0147052	0.110831	0.297268	0.00727819	0.06773764	0.309362	0.264078	0.154221	0.272338	87784.33	119631.6
2668	0	-1715.19	-1404.87	-310.323	0.0094299	0.648272	0.0118233	0.173588	0.146697	0.0101905	0.2610076	0.308902	0.254208	0.153685	0.283204	70502.27	199761.2
2669	1	-1724.16	-1402.04	-322.114	6.04995e-05	0.584697	0.0523593	0.0503031	0.305109	0.00747019	0.09901017	0.319849	0.260068	0.15188	0.268203	93548.96	151609.3
2670	0	-1718.37	-1405.67	-312.701	0.00920726	0.632966	0.0115441	0.169489	0.143233	0.0335599	0.1748989	0.309792	0.254941	0.154127	0.28114	70502.27	200456.2
2671	1	-1731.43	-1402.71	-328.724	0.000266901	0.659907	0.0590942	0.0567736	0.215527	0.00843108	0.09901017	0.318544	0.259007	0.15534	0.267109	186917	229079
2672	0	-1712.37	-1400.15	-312.216	0.00661861	0.684817	0.00829847	0.121837	0.154304	0.0241244	0.1748989	0.308515	0.25389	0.157614	0.279981	84124.5	155562.5
2673	1	-1723	-1406.04	-316.964	0.000266901	0.659907	0.0590942	0.0567736	0.215527	0.00843108	0.09901017	0.318544	0.259007	0.15534	0.267109	120455.2	148708.6
2674	0	-1721.98	-1403.11	-318.871	0.0115162	0.620137	0.00940132	0.0484832	0.268486	0.041976	0.1748989	0.308515	0.25389	0.157614	0.279981	84124.5	155767.4
2675	1	-1712.97	-1399.53	-313.447	0.000244441	0.728548	0.0176681	0.051996	0.19739	0.00415321	0.09901017	0.318544	0.259007	0.15534	0.267109	82966.34	147712.7
2676	0	-1717.86	-1402.29	-315.567	0.0115162	0.620137	0.00940132	0.0484832	0.268486	0.041976	0.1748989	0.304699	0.250749	0.168034	0.276518	97233.35	218355.3
2677	1	-1719.05	-1399.68	-319.361	0.000245674	0.732223	0.0127133	0.0522583	0.198386	0.00417416	0.06158023	0.318544	0.259007	0.15534	0.267109	82966.34	192992.9
2678	0	-1727.51	-1406.28	-321.225	0.0101939	0.54893	0.0507275	0.0429161	0.316057	0.031176	0.1748989	0.293543	0.256727	0.17204	0.277689	109401.2	261392.9
2679	1	-1712.72	-1402.97	-309.75	0.000356812	0.572517	0.038124	0.0758989	0.288132	0.0249714	0.06158023	0.319456	0.256885	0.155785	0.267874	68345.01	99546.43
2680	0	-1720.16	-1406.09	-314.07	0.0104288	0.561579	0.0518964	0.043905	0.32334	0.00885051	0.1748989	0.293543	0.256727	0.17204	0.277689	80262.61	151758.2
2681	1	-1707.19	-1400.93	-306.256	0.000983429	0.765278	0.0292336	0.0399013	0.151475	0.0131278	0.06158023	0.308587	0.282168	0.150485	0.25876	68345.01	141592.4
2682	0	-1718.95	-1411.08	-307.869	0.0125901	0.677965	0.0626518	0.0530042	0.183105	0.0106847	0.4157887	0.293543	0.256727	0.17204	0.277689	69471.06	173067.3
2683	1	-1707.99	-1397.72	-310.265	0.00258377	0.791767	0.0302454	0.00510359	0.156718	0.0135822	0.09117733	0.319488	0.25681	0.155801	0.267901	75558.68	141592.4
2684	0	-1716.16	-1405.16	-310.998	0.00330505	0.68434	0.0632409	0.0535026	0.184826	0.0107852	0.3665944	0.305668	0.252321	0.169087	0.272924	69471.06	122091
2685	1	-1716.72	-1401.59	-315.126	0.00308548	0.743477	0.0223503	0.0144	0.145585	0.071102	0.2328241	0.319488	0.25681	0.155801	0.267901	75558.68	168356.6
2686	0	-1728.9	-1405.2	-323.695	0.00384385	0.667068	0.0551508	0.0566744	0.195783	0.0214799	0.3665944	0.303293	0.258129	0.167774	0.270803	102288.1	215255.3
2687	1	-1728.95	-1402.86	-326.095	0.00319289	0.769359	0.0231284	0.0149013	0.150654	0.0387643	0.2936784	0.319488	0.25681	0.155801	0.267901	113087.6	206817
2688	0	-1724.88	-1405.69	-319.19	0.00110117	0.668904	0.0553027	0.0568304	0.196322	0.021539	0.3665944	0.303293	0.258129	0.167774	0.270803	116372.7	148998.8
2689	1	-1720.35	-1400.73	-319.625	0.00320298	0.771791	0.0078555	0.0149484	0.15113	0.0510725	0.1197276	0.31358	0.270553	0.15292	0.262947	95921.21	190440
2690	0	-1728.27	-1405.24	-323.036	0.00253733	0.573843	0.0742932	0.0434282	0.276963	0.0289354	0.1895556	0.303275	0.258114	0.167764	0.270847	116372.7	184893.1
2691	1	-1720.91	-1402.99	-317.92	0.00288577	0.695356	0.00707752	0.112504	0.136163	0.0460145	0.1449369	0.31358	0.270553	0.15292	0.262947	125987.6	220095.8
2692	0	-1724.95	-1407.54	-317.411	0.00277253	0.549355	0.066164	0.0474539	0.302637	0.0316176	0.1895556	0.303275	0.258114	0.167764	0.270847	116372.7	183096.2
2693	1	-1727.56	-1407.26	-320.292	0.00568423	0.399465	0.0139409	0.221604	0.268205	0.0911013	0.1584278	0.308354	0.266044	0.150371	0.275232	108305.7	213321.5
2694	0	-1726.86	-1409.57	-317.298	0.00277253	0.549355	0.066164	0.0474539	0.302637	0.0316176	0.1895556	0.295593	0.306295	0.152274	0.245838	116372.7	207495.7
2695	1	-1723.64	-1407.4	-316.24	0.00568423	0.399465	0.0139409	0.221604	0.268205	0.0911013	0.1584278	0.309214	0.266786	0.147999	0.276	74466.99	143309.8
2696	0	-1727.21	-1406.64	-320.571	0.00293774	0.582091	0.0701067	0.01593	0.320671	0.00826376	0.1895556	0.325798	0.287658	0.147849	0.238695	113283.6	245505.6
2697	1	-1728.01	-1411.01	-316.999	0.00384193	0.394192	0.0287235	0.218679	0.264665	0.0898988	0.1584278	0.309214	0.266786	0.147999	0.276	99988.71	128541.1
2698	0	-1729.83	-1408.26	-321.574	0.00293774	0.582091	0.0701067	0.01593	0.320671	0.00826376	0.1895556	0.327193	0.231596	0.148482	0.292728	103437.2	272332.2
2699	1	-1725.29	-1410.81	-314.476	0.00173328	0.395027	0.0287843	0.219141	0.265225	0.0900891	0.1931557	0.322486	0.235316	0.154352	0.287846	82062.52	137155.6
2700	0	-1732.75	-1410.31	-322.44	0.00290848	0.576293	0.0694084	0.0238529	0.317476	0.0100608	0.2628527	0.348322	0.246552	0.15807	0.247056	155126.3	272332.2
2701	1	-1736.42	-1406.07	-330.353	0.00184628	0.420779	0.0145528	0.233428	0.282516	0.0468776	0.1292612	0.315286	0.237816	0.155992	0.290905	130229.3	168049.4
2702	0	-1718.69	-1406.9	-311.797	0.00146853	0.526966	0.071769	0.0207585	0.369838	0.00919962	0.2628527	0.323122	0.25719	0.161972	0.257715	89799.12	127926.8
2703	1	-1736.28	-1405.37	-330.91	0.00201087	0.458292	0.0158502	0.254238	0.218553	0.0510567	0.1292612	0.344115	0.251454	0.141169	0.263262	203305.1	179510.8
2704	0	-1719.54	-1407.16	-312.378	0.00144753	0.519432	0.0850402	0.0204617	0.364551	0.00906809	0.4819504	0.320277	0.251425	0.168618	0.259679	89799.12	139243.7
2705	1	-1713.7	-1404.68	-309.024	0.000803496	0.53493	0.0132549	0.223502	0.182768	0.0447419	0.1292612	0.34169	0.249682	0.140174	0.268454	75717.13	92814.35
2706	0	-1718.47	-1401.8	-316.669	0.00202179	0.514371	0.0842116	0.0202623	0.360999	0.0181344	0.4819504	0.328354	0.257765	0.147653	0.266228	87488.94	171306.2
2707	1	-1714.41	-1400.35	-314.056	0.000711686	0.791244	0.00764205	0.0692333	0.105373	0.0257956	0.1292612	0.316115	0.259382	0.14562	0.278883	75717.13	184218.4
2708	0	-1713.22	-1400.69	-312.528	0.00200425	0.509908	0.083481	0.0287623	0.357867	0.0179771	0.2432529	0.325873	0.255818	0.14861	0.2697	87488.94	179702.2
2709	1	-1713.63	-1401.96	-311.678	0.000700546	0.778859	0.00752243	0.0681496	0.103724	0.041044	0.1292612	0.32601	0.267501	0.150178	0.256312	75717.13	145145.4
2710	0	-1720.46	-1402.89	-317.576	0.00248958	0.633385	0.0425922	0.0208266	0.278376	0.0223303	0.2432529	0.325873	0.255818	0.14861	0.2697	71923.42	145303.6
2711	1	-1712.42	-1398.87	-313.554	0.000452458	0.779053	0.0075243	0.0681665	0.10375	0.0410542	0.01926271	0.317718	0.260697	0.146956	0.274628	79638.04	147768.8
2712	0	-1725.58	-1407.32	-318.257	0.00242878	0.617916	0.0659745	0.020318	0.271577	0.021785	0.2891844	0.303686	0.264238	0.129937	0.302139	124267.8	198317.2
2713	1	-1715.96	-1401.67	-314.289	0.000453333	0.780559	0.00753885	0.0663649	0.103951	0.0411336	0.01926271	0.317718	0.260697	0.146956	0.274628	79638.04	200405.5
2714	0	-1731.91	-1406.47	-325.437	0.00253408	0.644705	0.0254816	0.0211988	0.283351	0.0227294	0.2891844	0.310321	0.270011	0.132776	0.286893	142015.9	250048.7
2715	1	-1718.75	-1402.78	-315.967	0.000840914	0.626838	0.0346172	0.127462	0.192824	0.0174181	0.01926271	0.328254	0.269342	0.151829	0.250574	79638.04	203241.5
2716	0	-1740.45	-1407.53	-332.922	0.00249748	0.635394	0.0395561	0.0208927	0.279259	0.0224011	0.2891844	0.306395	0.273679	0.136663	0.283263	182254.1	296933
2717	1	-1715.46	-1400	-315.463	0.000823991	0.614222	0.0540462	0.124897	0.188943	0.0170675	0.01926271	0.305414	0.250601	0.141265	0.302721	79638.04	149482.6
2718	0	-1738.79	-1407.56	-331.231	0.00255763	0.626613	0.0405088	0.0213958	0.285985	0.0229406	0.04760678	0.299781	0.267771	0.155301	0.277148	182254.1	280141.1
2719	1	-1711.69	-1402.42	-309.271	0.000799239	0.575104	0.0524227	0.171851	0.183268	0.0165548	0.01926271	0.317406	0.231237	0.13675	0.314607	69408.39	130566.6
2720	0	-1726.96	-1400.74	-326.214	0.0158704	0.592262	0.0382881	0.0615901	0.270307	0.021683	0.04760678	0.311461	0.267148	0.144888	0.276503	129411.2	206263.4
2721	1	-1730.51	-1409.66	-320.855	0.00068708	0.494399	0.0577258	0.147735	0.157549	0.141904	0.05672889	0.33501	0.2257	0.132215	0.307075	119540.3	288175.4
2722	0	-1725.4	-1401.76	-323.639	0.0158704	0.592262	0.0382881	0.0615901	0.270307	0.021683	0.04760678	0.310538	0.272703	0.141076	0.275684	143336	223705.8
2723	1	-1723.16	-1406.47	-316.689	0.000336848	0.548294	0.0531499	0.16384	0.174724	0.0596558	0.05672889	0.326213	0.219774	0.155002	0.299011	93520.15	170785.5
2724	0	-1718.61	-1400.78	-317.829	0.0517083	0.665077	0.0429954	0.0700079	0.145862	0.0243489	0.063637	0.308075	0.27847	0.139957	0.273498	75168	196640.9
2725	1	-1723.11	-1406.61	-316.5	0.000291309	0.572757	0.0459644	0.14169	0.151103	0.0881948	0.05672889	0.33208	0.223726	0.15779	0.286404	93520.15	147537.9
2726	0	-1737.14	-1408.9	-328.246	0.0787847	0.489699	0.0655094	0.106667	0.222241	0.0370988	0.063637	0.345979	0.225363	0.157176	0.271481	118336.7	267740.3
2727	1	-1724.3	-1408.12	-316.181	0.000297876	0.585669	0.0244577	0.144884	0.154509	0.090183	0.1793329	0.324367	0.255551	0.149565	0.270517	93520.15	132237.3
2728	0	-1727.87	-1403.47	-324.4	0.0373184	0.790647	0.0340136	0.0553831	0.0633756	0.0192623	0.063637	0.33546	0.255337	0.145976	0.263227	118336.7	216663
2729	1	-1721.37	-1406.47	-314.896	0.000312591	0.614603	0.0256659	0.152041	0.162142	0.0452358	0.1793329	0.324367	0.255551	0.149565	0.270517	93520.15	117313.4
2730	0	-1727.56	-1404.18	-323.376	0.0353428	0.74879	0.0322129	0.0524511	0.0600205	0.0711826	0.063637	0.336769	0.252431	0.146546	0.264255	99534.16	259603.7
2731	1	-1727.63	-1406.49	-321.138	0.000157264	0.679191	0.0213715	0.126601	0.135012	0.0376669	0.1793329	0.31333	0.263828	0.144476	0.278365	93520.15	175087.1
2732	0	-1724.17	-1403.19	-320.987	0.0353428	0.74879	0.0322129	0.0524511	0.0600205	0.0711826	0.063637	0.305065	0.264497	0.153551	0.276886	150319.3	148148.8
2733	1	-1733.1	-1409	-324.104	0.000157171	0.67879	0.0213588	0.126527	0.134932	0.0382354	0.06087284	0.31333	0.263828	0.144476	0.278365	93520.15	253907.4
2734	0	-1724.09	-1403.29	-320.795	0.0300832	0.637358	0.0274191	0.0446456	0.199905	0.0605894	0.063637	0.307155	0.258118	0.164519	0.270208	126940.2	230465.6
2735	1	-1726.93	-1407.06	-319.871	0.000190035	0.611626	0.0258249	0.152983	0.163146	0.0462302	0.2692628	0.308339	0.265746	0.145527	0.280389	102855.6	183020.8
2736	0	-1724.67	-1403.45	-321.225	0.0300832	0.637358	0.0274191	0.0446456	0.199905	0.0605894	0.143947	0.307155	0.258118	0.164519	0.270208	126940.2	149405.4
2737	1	-1735.5	-1408.8	-326.692	0.000285851	0.654394	0.0276307	0.0936719	0.174554	0.0494629	0.2692628	0.308339	0.265746	0.145527	0.280389	102855.6	145016.2
2738	0	-1720.33	-1404.47	-315.858	0.0318379	0.674533	0.0373885	0.0472496	0.20236	0.00663127	0.1163793	0.294053	0.247108	0.157502	0.301336	110122.4	130982.9
2739	1	-1728.83	-1405.31	-323.526	9.94597e-05	0.617053	0.0325488	0.110345	0.205624	0.0343299	0.1444338	0.32964	0.258364	0.141484	0.270512	148582.8	221116.9
2740	0	-1734.48	-1406.67	-327.806	0.0418367	0.668501	0.0357128	0.0468271	0.20055	0.00657197	0.1857838	0.294053	0.247108	0.157502	0.301336	152940.3	229264.7
2741	1	-1730.71	-1404.53	-326.187	0.000414161	0.794256	0.01746	0.0591528	0.110302	0.0184154	0.1444338	0.329795	0.258485	0.141081	0.270639	148582.8	221116.9
2742	0	-1718.91	-1403.52	-315.39	0.0418367	0.668501	0.0357128	0.0468271	0.20055	0.00657197	0.1857838	0.296076	0.2464	0.157051	0.300473	118742.5	140480.1
2743	1	-1725.84	-1403.8	-322.039	0.0057082	0.76714	0.0193156	0.0654392	0.122024	0.0203725	0.1444338	0.313929	0.264604	0.144421	0.277045	93711.39	130656.2
2744	0	-1723.23	-1406.11	-317.12	0.0476292	0.622603	0.0406574	0.0533105	0.228318	0.00748189	0.1857838	0.296076	0.2464	0.157051	0.300473	60226.39	133292.8
2745	1	-1733.07	-1404.18	-328.884	0.0061696	0.773259	0.0194696	0.0659611	0.114606	0.020535	0.1205364	0.324963	0.234913	0.153341	0.286782	143849.4	254728.6
2746	0	-1721.71	-1404.91	-316.798	0.0477234	0.623834	0.0407378	0.0534159	0.228769	0.00551951	0.1857838	0.312817	0.270647	0.134489	0.282047	89259.07	116298
2747	1	-1736.96	-1404.39	-332.568	0.0061696	0.773259	0.0194696	0.0659611	0.114606	0.020535	0.1205364	0.31799	0.246392	0.150051	0.285568	143849.4	274965.2
2748	0	-1721	-1405.11	-315.89	0.0477234	0.623834	0.0407378	0.0534159	0.228769	0.00551951	0.4643969	0.329762	0.257059	0.127737	0.285442	89259.07	122419.7
2749	1	-1728.07	-1402.19	-325.88	0.00651851	0.816988	0.0205707	0.0131391	0.121087	0.0216963	0.1205364	0.31799	0.246392	0.150051	0.285568	139951.6	269168
2750	0	-1727.06	-1406.58	-320.481	0.0477234	0.623834	0.0407378	0.0534159	0.228769	0.00551951	0.5384987	0.284824	0.266689	0.152353	0.296135	99056.5	168805
2751	1	-1727.36	-1406.06	-321.303	0.00746704	0.81697	0.0205702	0.0131388	0.121084	0.0207701	0.1205364	0.335896	0.254219	0.1585	0.251385	116256.1	319243.4
2752	0	-1734.43	-1407.81	-326.624	0.0471479	0.616311	0.0402465	0.0613493	0.22601	0.00893516	0.5384987	0.322748	0.260052	0.128436	0.288765	105077.3	154742.1
2753	1	-1726.19	-1403.54	-322.655	0.0141418	0.653359	0.038958	0.0248836	0.229321	0.0393364	0.5180252	0.344934	0.252384	0.144534	0.258148	96512.79	213338.6
2754	0	-1741.44	-1409.7	-331.737	0.0458646	0.599536	0.0391511	0.0868978	0.219859	0.00869196	0.5384987	0.327189	0.259268	0.135772	0.277771	195612	211584.4
2755	1	-1731.87	-1410.71	-321.159	0.0109147	0.504266	0.030068	0.125299	0.176991	0.152461	0.5180252	0.33657	0.270513	0.141029	0.251888	107483.1	161183.6
2756	0	-1732.65	-1407.75	-324.9	0.0480033	0.627493	0.0409767	0.0909499	0.187833	0.00474368	0.2784759	0.335637	0.250125	0.129295	0.284943	195612	193048.1
2757	1	-1738.3	-1412.4	-325.905	0.0109147	0.504266	0.030068	0.125299	0.176991	0.152461	0.5180252	0.342925	0.267922	0.139678	0.249475	107483.1	251754.5
2758	0	-1739.32	-1412.88	-326.436	0.0472456	0.617589	0.0578261	0.0895144	0.184868	0.00295661	0.1894857	0.335637	0.250125	0.129295	0.284943	195612	185694.7
2759	1	-1724.93	-1409.97	-314.96	0.0662094	0.476075	0.028387	0.118294	0.167097	0.143938	0.3465408	0.342925	0.267922	0.139678	0.249475	80532.93	178388.9
2760	0	-1731.04	-1408.4	-322.636	0.047289	0.618156	0.0578792	0.0895965	0.185038	0.00204175	0.1894857	0.330344	0.260195	0.126525	0.282936	181223	154772.5
2761	1	-1729.68	-1412.61	-317.071	0.0572545	0.546936	0.0245477	0.102295	0.144497	0.12447	0.3465408	0.331024	0.258624	0.13483	0.275522	99095.48	196068.5
2762	0	-1713.17	-1404.76	-308.409	0.047289	0.618156	0.0578792	0.0895965	0.185038	0.00204175	0.1894857	0.315154	0.25032	0.133618	0.300908	87894.97	136233.3
2763	1	-1726.64	-1407.15	-319.49	0.0572545	0.546936	0.0245477	0.102295	0.144497	0.12447	0.2314649	0.331024	0.258624	0.13483	0.275522	93954.79	163055.3
2764	0	-1713.6	-1407.63	-305.964	0.0693067	0.566739	0.0530649	0.0821441	0.226873	0.00187192	0.1894857	0.315481	0.243097	0.140201	0.301221	50636.97	181443.4
2765	1	-1719.02	-1404.92	-314.094	0.0544977	0.568752	0.0233657	0.0973694	0.137539	0.118477	0.2314649	0.334786	0.261562	0.136362	0.26729	87964.81	123418.6
2766	0	-1714.06	-1408.08	-305.978	0.0712887	0.582947	0.0545825	0.0558955	0.233361	0.00192545	0.1894857	0.315481	0.243097	0.140201	0.301221	49874.86	144646
2767	1	-1733.25	-1407.52	-325.726	0.0593386	0.619273	0.0254412	0.0171894	0.149757	0.129001	0.2314649	0.334786	0.261562	0.136362	0.26729	155827.5	195965.9
2768	0	-1713.08	-1408.24	-304.838	0.0712887	0.582947	0.0545825	0.0558955	0.233361	0.00192545	0.1894857	0.300389	0.267101	0.145698	0.286811	52323.21	85051.86
2769	1	-1716.8	-1407.47	-309.33	0.0510363	0.532628	0.0218816	0.026821	0.256682	0.110952	0.08587069	0.334786	0.261562	0.136362	0.26729	87430.36	76385.13
2770	0	-1713.45	-1409.55	-303.901	0.00887682	0.61956	0.0586551	0.060066	0.250773	0.00206912	0.1894857	0.296533	0.264162	0.144095	0.29521	52191.97	81039.62
2771	1	-1728.32	-1407.97	-320.351	0.0162916	0.552129	0.0226828	0.027803	0.26608	0.115014	0.08587069	0.334786	0.261562	0.136362	0.26729	87430.36	134359.4
2772	0	-1725.01	-1404.99	-320.023	0.00819071	0.648965	0.0541215	0.0554234	0.23139	0.00190919	0.01998145	0.296533	0.264162	0.144095	0.29521	114213.4	145625.4
2773	1	-1727.86	-1409.83	-318.035	0.0404381	0.664972	0.0217889	0.0267074	0.135611	0.110482	0.4016663	0.337598	0.26376	0.129106	0.269535	81540.51	127993
2774	0	-1720.21	-1404.52	-315.695	0.00754989	0.685228	0.0498872	0.0510873	0.204488	0.00175982	0.01998145	0.318595	0.255877	0.139576	0.285952	114090.5	145625.4
2775	1	-1726.33	-1408.33	-318.001	0.0246866	0.795473	0.0133017	0.0163043	0.0827879	0.0674467	0.4016663	0.334106	0.261031	0.127771	0.277092	88503.98	147917.5
2776	0	-1718.28	-1408.91	-309.369	0.0124276	0.506347	0.0576341	0.0840931	0.336601	0.00289678	0.01998145	0.305452	0.286574	0.133818	0.274156	60143.48	118351.8
2777	1	-1739.68	-1410.13	-329.558	0.0248602	0.801066	0.00636434	0.0164189	0.08337	0.0679209	0.4016663	0.326096	0.268197	0.135257	0.27045	141469.1	217887.4
2778	0	-1718.05	-1408.32	-309.734	0.0165134	0.672817	0.0765822	0.11174	0.118498	0.00384915	0.01998145	0.300582	0.282005	0.131684	0.285729	68910.01	135602.8
2779	1	-1718.1	-1407.8	-310.299	0.0259089	0.834859	0.00663282	0.0171116	0.0868869	0.028601	0.11137	0.29441	0.279475	0.144291	0.281823	59425.9	87714.1
2780	0	-1729.44	-1412.07	-317.369	0.0275477	0.454193	0.127755	0.186405	0.197679	0.00642116	0.01998145	0.292591	0.274508	0.154767	0.278134	81604.85	136354.2
2781	1	-1723.62	-1408.45	-315.171	0.0259089	0.834859	0.00663282	0.0171116	0.0868869	0.028601	0.11137	0.29441	0.279475	0.144291	0.281823	88116.45	167949.9
