Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_invar	pi[1]	pi[2]	pi[3]	pi[4]	pop_size	root_height
25	-1758.66	-1432.09	-326.572	0.10034	0.505207	0.0345409	0.0317181	0.197732	0.130462	0.7761273	0.357727	0.280168	0.122176	0.239929	94626.38	187552.6
26	-1745.75	-1426.75	-319.004	0.0946636	0.488784	0.0325868	0.0299237	0.230961	0.123081	0.5740845	0.357727	0.280168	0.122176	0.239929	94626.38	166086.4
27	-1742.35	-1429.15	-313.199	0.092686	0.478573	0.0631322	0.0189629	0.226136	0.12051	0.5740845	0.332145	0.260133	0.113439	0.294283	110562.3	151334
28	-1742	-1423.13	-318.872	0.0901983	0.505772	0.0667202	0.0200406	0.189911	0.127359	0.5740845	0.313076	0.245198	0.164338	0.277387	116083.2	139439.2
29	-1742.17	-1420.37	-321.803	0.140928	0.48402	0.0638508	0.0191787	0.181743	0.110279	0.5740845	0.31641	0.24781	0.166088	0.269692	111924.7	192610.7
30	-1744.61	-1416.33	-328.285	0.177113	0.49289	0.0561804	0.0168748	0.15991	0.0970313	0.0714921	0.321484	0.251784	0.168751	0.257981	107886.3	243761.4
31	-1746.8	-1416.51	-330.291	0.16066	0.525591	0.0558129	0.0167644	0.158864	0.0823076	0.0714921	0.321484	0.251784	0.168751	0.257981	167076.7	173502.6
32	-1746.82	-1418.15	-328.665	0.100477	0.693214	0.0349057	0.0205728	0.0993546	0.0514756	0.0714921	0.321484	0.251784	0.168751	0.257981	170662.7	185324.8
33	-1733.83	-1407.73	-326.1	0.017914	0.761242	0.0331143	0.0225917	0.115352	0.0497857	0.0714921	0.312594	0.272475	0.164085	0.250846	107718.8	133899.4
34	-1726.27	-1407.16	-319.101	0.0130684	0.621236	0.0404946	0.0158473	0.268724	0.0406293	0.0714921	0.312594	0.272475	0.164085	0.250846	107718.8	118804.4
35	-1725.37	-1407	-318.377	0.0130559	0.620643	0.0404559	0.0167871	0.268467	0.0405905	0.0714921	0.304766	0.265652	0.159976	0.269607	88825.56	146182.9
36	-1729.94	-1411.58	-318.367	0.0130077	0.618349	0.0440027	0.016725	0.267475	0.0404404	0.04045721	0.304766	0.265652	0.159976	0.269607	88122.79	161973.5
37	-1733.77	-1407.38	-326.383	0.0141597	0.617627	0.0439513	0.0167055	0.267163	0.0403932	0.04045721	0.304766	0.265652	0.159976	0.269607	108814.2	209172.3
38	-1721.8	-1406.1	-315.699	0.0140804	0.614165	0.0422606	0.0236616	0.265665	0.0401668	0.04045721	0.321257	0.25935	0.156181	0.263212	109690.5	243833.4
39	-1741.1	-1407.18	-333.923	0.0115781	0.671714	0.044968	0.0202578	0.218453	0.0330287	0.04045721	0.321257	0.25935	0.156181	0.263212	157886.9	265326.2
40	-1729.41	-1404.74	-324.668	0.0116492	0.675839	0.0391031	0.0203823	0.219795	0.0332315	0.04045721	0.321257	0.25935	0.156181	0.263212	142322.8	209981.7
41	-1730.78	-1403.67	-327.111	0.0122112	0.708445	0.0409896	0.0239677	0.179552	0.0348347	0.05611276	0.318555	0.257169	0.154867	0.269408	144648	163282.4
42	-1725.13	-1404.57	-320.56	0.00963681	0.559087	0.0443571	0.0189147	0.3216	0.046404	0.05611276	0.318555	0.257169	0.154867	0.269408	111636.2	111824.5
43	-1733.34	-1405.59	-327.748	0.00963681	0.559087	0.0443571	0.0189147	0.3216	0.046404	0.05611276	0.318555	0.257169	0.154867	0.269408	111973.2	147152.2
44	-1720.01	-1404.37	-315.647	0.010529	0.610846	0.0484636	0.0206658	0.258796	0.0507	0.04804745	0.318555	0.257169	0.154867	0.269408	109485	100217.4
45	-1726.77	-1406.09	-320.68	0.010631	0.616765	0.0489332	0.0208661	0.251613	0.0511913	0.04804745	0.318555	0.257169	0.154867	0.269408	90826.56	135077.2
46	-1731.86	-1411.12	-320.736	0.00896576	0.520155	0.0412684	0.0175976	0.367078	0.0449353	0.04804745	0.309061	0.260752	0.157025	0.273161	86521.46	139917.5
47	-1726.45	-1412.57	-313.876	0.0102218	0.593025	0.0470498	0.0141368	0.270341	0.0652254	0.04804745	0.309061	0.260752	0.157025	0.273161	70440.36	128517.7
48	-1721.02	-1408.97	-312.057	0.00636607	0.756259	0.0435703	0.0087047	0.104778	0.0803218	0.04804745	0.309061	0.260752	0.157025	0.273161	91475.1	92336.32
49	-1726.73	-1408.6	-318.126	0.0058615	0.756643	0.0435924	0.00870912	0.104832	0.0803626	0.04804745	0.309061	0.260752	0.157025	0.273161	96908.05	143093.9
50	-1724.4	-1406.44	-317.964	0.00625882	0.73974	0.0465474	0.00970595	0.111938	0.08581	0.04804745	0.309061	0.260752	0.157025	0.273161	96310.59	182814.9
51	-1732.43	-1406.23	-326.199	0.00625882	0.73974	0.0465474	0.00970595	0.111938	0.08581	0.04804745	0.309061	0.260752	0.157025	0.273161	136759.7	211149.2
52	-1719.08	-1405.45	-313.634	0.00701848	0.643913	0.0391855	0.0197806	0.164216	0.125886	0.04804745	0.309061	0.260752	0.157025	0.273161	77247.75	189701.4
53	-1720.24	-1407.73	-312.51	0.00900375	0.550599	0.0494379	0.0249559	0.207181	0.158822	0.04804745	0.310208	0.26172	0.157608	0.270465	79358.49	206197
54	-1721.26	-1408.51	-312.759	0.0115953	0.429744	0.0636675	0.032139	0.266813	0.196041	0.04804745	0.310208	0.26172	0.157608	0.270465	86241.85	107384.4
55	-1724	-1411.13	-312.865	0.0114816	0.433707	0.0630436	0.0334497	0.264199	0.194119	0.04804745	0.310208	0.26172	0.157608	0.270465	78141.53	144819.4
56	-1737.91	-1410.75	-327.155	0.00577187	0.410945	0.0788319	0.0316942	0.288825	0.183932	0.04804745	0.310208	0.26172	0.157608	0.270465	83166.53	169483.4
57	-1732.16	-1410.47	-321.689	0.00547233	0.389619	0.126638	0.0300494	0.273836	0.174386	0.04804745	0.312075	0.263295	0.152536	0.272093	85227.61	146374.8
58	-1732.07	-1408.86	-323.216	0.00494816	0.491672	0.114508	0.0271711	0.247606	0.114095	0.04804745	0.310471	0.261942	0.151752	0.275836	114184.5	158170.6
59	-1725.54	-1407.1	-318.436	0.00355055	0.596643	0.0747564	0.0889134	0.16165	0.0744869	0.04804745	0.319399	0.240718	0.156116	0.283768	115642.9	150889.6
60	-1719.89	-1403.66	-316.229	0.00527008	0.599149	0.0448874	0.0416062	0.240254	0.0688328	0.04804745	0.319399	0.240718	0.156116	0.283768	121026.6	130520
61	-1733.48	-1406.2	-327.273	0.00685958	0.477452	0.0584258	0.0549522	0.312717	0.0895933	0.04804745	0.319399	0.240718	0.156116	0.283768	155950.7	184353.4
62	-1728.38	-1409.05	-319.331	0.0065919	0.458821	0.0457776	0.0466919	0.300514	0.141604	0.04804745	0.319399	0.240718	0.156116	0.283768	118858.9	120632.7
63	-1732.72	-1410.69	-322.031	0.00649494	0.452072	0.0508474	0.0330836	0.317981	0.139521	0.04804745	0.319399	0.240718	0.156116	0.283768	119235.8	117518.6
64	-1728.39	-1407.16	-321.227	0.00539339	0.510519	0.0429518	0.0457183	0.268604	0.126813	0.04804745	0.305739	0.273189	0.149439	0.271632	120006.3	116525.6
65	-1727.09	-1406.19	-320.9	0.00539339	0.510519	0.0429518	0.0457183	0.268604	0.126813	0.04804745	0.305739	0.273189	0.149439	0.271632	117025.6	113300.5
66	-1726.83	-1406.93	-319.895	0.00410252	0.512242	0.0421728	0.0448891	0.263733	0.13286	0.04804745	0.29438	0.277659	0.151884	0.276077	113683.1	119889.4
67	-1734.8	-1408.86	-325.942	0.00449602	0.561375	0.0462178	0.0697431	0.172564	0.145604	0.04804745	0.29438	0.277659	0.151884	0.276077	108770.8	140724.4
68	-1733.64	-1408.18	-325.464	0.00274696	0.684592	0.0266935	0.0426114	0.105433	0.137923	0.04804745	0.299645	0.282626	0.136715	0.281015	106421.6	178033.1
69	-1725.93	-1406.79	-319.145	0.00222515	0.732226	0.0208936	0.0431791	0.0935203	0.107956	0.32593	0.331618	0.269723	0.130473	0.268186	105388.3	150564.6
70	-1721.73	-1410.95	-310.778	0.00192935	0.765623	0.0181162	0.0396385	0.0810884	0.0936049	0.2858222	0.331618	0.269723	0.130473	0.268186	98631.66	109107.6
71	-1727.41	-1405.95	-321.46	0.00193785	0.607224	0.0225891	0.0549853	0.216256	0.0970076	0.2858222	0.331618	0.269723	0.130473	0.268186	102062.7	148543.8
72	-1724.4	-1403.95	-320.448	0.00190616	0.597294	0.0123922	0.0540861	0.25375	0.0805717	0.2858222	0.331618	0.269723	0.130473	0.268186	96699.26	149246.4
73	-1720.29	-1403.11	-317.18	0.00128899	0.597663	0.0123999	0.0541196	0.253907	0.0806215	0.1736839	0.340701	0.277111	0.134047	0.248141	93379.27	124965.6
74	-1716.84	-1400.83	-316.011	0.00149588	0.693591	0.0137589	0.0586653	0.161582	0.0709066	0.1736839	0.293344	0.262151	0.155904	0.288601	93379.27	168469.9
75	-1726.34	-1406.62	-319.714	0.00129743	0.601573	0.0119335	0.0451349	0.278562	0.0614994	0.1414348	0.304942	0.272515	0.122532	0.300011	92908.32	130730
76	-1725.11	-1409.04	-316.062	0.00129305	0.599543	0.0152677	0.0449826	0.277622	0.0612919	0.1414348	0.304942	0.272515	0.122532	0.300011	90076.47	153167.2
77	-1731.82	-1410.05	-321.777	0.00147231	0.682661	0.0173843	0.0512188	0.177474	0.0697892	0.1414348	0.323836	0.265107	0.119201	0.291855	77236.47	130408.3
78	-1727.23	-1413.05	-314.182	0.00275285	0.640005	0.0196616	0.057928	0.200722	0.078931	0.1414348	0.310394	0.254103	0.153654	0.281849	75813.16	114090.4
79	-1723.47	-1405.45	-318.012	0.00567042	0.598843	0.0150981	0.0652738	0.226175	0.0889401	0.1414348	0.310394	0.254103	0.153654	0.281849	74926.2	147556.7
80	-1729.78	-1407.91	-321.87	0.00914675	0.596749	0.0150453	0.0650456	0.225384	0.0886291	0.1414348	0.310394	0.254103	0.153654	0.281849	79289.43	143687.9
81	-1726.1	-1404.6	-321.509	0.0070644	0.590108	0.0174369	0.0753851	0.207288	0.102717	0.1414348	0.310394	0.254103	0.153654	0.281849	78643.19	143687.9
82	-1721.47	-1408.16	-313.31	0.00775167	0.524169	0.0179733	0.101811	0.227455	0.12084	0.1414348	0.310394	0.254103	0.153654	0.281849	78643.19	97728.09
83	-1718.54	-1405.25	-313.292	0.00733469	0.619238	0.00762658	0.0827415	0.184852	0.0982065	0.1414348	0.310394	0.254103	0.153654	0.281849	69254.4	102871.9
84	-1729.91	-1404.81	-325.104	0.00521182	0.708253	0.00541923	0.0799824	0.131351	0.0697828	0.1414348	0.310394	0.254103	0.153654	0.281849	68508.63	175181.9
85	-1723.96	-1408.09	-315.868	0.00476477	0.647502	0.00495439	0.158898	0.120084	0.0637971	0.1414348	0.310394	0.254103	0.153654	0.281849	71190.17	148547.4
86	-1722.26	-1401.98	-320.281	0.00485854	0.609958	0.00466712	0.136271	0.184148	0.060098	0.1414348	0.317355	0.259802	0.134673	0.28817	94555.76	188189.3
87	-1726.02	-1404.61	-321.41	0.00479194	0.534602	0.00558099	0.162954	0.220206	0.0718657	0.1414348	0.341282	0.241304	0.144827	0.272587	90539.56	156645.2
88	-1720.27	-1403.31	-316.966	0.00628592	0.547417	0.00425685	0.0742625	0.310085	0.0576927	0.4028578	0.341282	0.241304	0.144827	0.272587	93258.17	220079.6
89	-1723.07	-1403.91	-319.157	0.0063356	0.524287	0.00429049	0.0944021	0.312536	0.0581486	0.4028578	0.303031	0.2725	0.13997	0.284499	96803.25	205091.6
90	-1726.44	-1408.96	-317.485	0.0063356	0.524287	0.00429049	0.0944021	0.312536	0.0581486	0.4028578	0.3394	0.246539	0.126635	0.287427	98211.1	197767.2
91	-1725.87	-1408.69	-317.177	0.0062053	0.513505	0.00764858	0.0924607	0.306108	0.0740724	0.4028578	0.3394	0.246539	0.126635	0.287427	98211.1	212670.9
92	-1725.21	-1406.53	-318.678	0.0129471	0.505635	0.00753136	0.103025	0.297924	0.0729371	0.4854213	0.3394	0.246539	0.126635	0.287427	94207.1	165685.4
93	-1721.49	-1404.33	-317.158	0.0122947	0.572022	0.00715184	0.0978337	0.241436	0.0692618	0.1549349	0.3394	0.246539	0.126635	0.287427	93096.27	165685.4
94	-1720.49	-1400.56	-319.934	0.00851996	0.73442	0.00495607	0.0677966	0.136311	0.0479969	0.1549349	0.343636	0.266446	0.128215	0.261703	98607.03	212701.6
95	-1725.03	-1407.1	-317.932	0.0084755	0.730588	0.0101479	0.0674429	0.1356	0.0477465	0.1549349	0.343636	0.266446	0.128215	0.261703	99587.11	212701.6
96	-1728.88	-1404.9	-323.98	0.0112096	0.686308	0.00860993	0.0397737	0.181026	0.0730727	0.1549349	0.343636	0.266446	0.128215	0.261703	99587.11	214492.9
97	-1731.46	-1406.7	-324.755	0.0129701	0.637044	0.00996209	0.04602	0.209455	0.0845485	0.1549349	0.343636	0.266446	0.128215	0.261703	101062.2	162921.7
98	-1715.58	-1404.72	-310.86	0.012801	0.62874	0.00891486	0.0655935	0.206725	0.0772262	0.1549349	0.348455	0.264489	0.127274	0.259782	78412.88	164321
99	-1714.84	-1407.73	-307.101	0.0140244	0.688829	0.00976686	0.0718623	0.130911	0.0846068	0.1549349	0.348455	0.264489	0.127274	0.259782	78237.74	91700.69
100	-1714.86	-1402.24	-312.62	0.0112547	0.777055	0.00783801	0.0576703	0.0782843	0.0678979	0.1549349	0.342251	0.259781	0.125008	0.272961	102628.4	114384.7
101	-1726.43	-1405.05	-321.381	0.011362	0.78446	0.00521014	0.0582199	0.0790304	0.0617173	0.1549349	0.303125	0.275233	0.132444	0.289197	110895.9	296177.7
102	-1725.61	-1404.76	-320.849	0.00876511	0.830405	0.00733806	0.0449133	0.0609674	0.0476113	0.1549349	0.321108	0.232236	0.140301	0.306354	96818.91	182962.5
103	-1733.65	-1411.19	-322.458	0.00778622	0.811056	0.00513297	0.0438669	0.0856556	0.046502	0.1549349	0.321108	0.232236	0.140301	0.306354	96369.94	189196.5
104	-1728.48	-1409.95	-318.526	0.00781149	0.813689	0.00514963	0.0407632	0.0859336	0.046653	0.1549349	0.321108	0.232236	0.140301	0.306354	119208.5	127784.6
105	-1726.59	-1405.52	-321.074	0.00728812	0.788491	0.00499016	0.0395008	0.114522	0.0452082	0.1549349	0.348343	0.251933	0.152201	0.247523	96939.05	113489.8
106	-1728.08	-1403.16	-324.926	0.00888759	0.739803	0.00608531	0.050439	0.139655	0.0551297	0.1549349	0.326069	0.252848	0.142468	0.278615	97337.25	164843.6
107	-1716.59	-1398.67	-317.925	0.0113179	0.670641	0.00576017	0.0642315	0.177844	0.0702049	0.0196844	0.326069	0.252848	0.142468	0.278615	97337.25	128694.6
108	-1727.2	-1404.68	-322.515	0.0296693	0.452861	0.00985127	0.0833957	0.304156	0.120067	0.0196844	0.335531	0.238401	0.139369	0.2867	95054.09	169231.7
109	-1726.46	-1404.94	-321.526	0.0279813	0.427096	0.0092908	0.135544	0.286852	0.113236	0.07678597	0.335531	0.238401	0.139369	0.2867	99236.22	176677.5
110	-1722.01	-1402.76	-319.248	0.0298862	0.456172	0.0099233	0.144771	0.30638	0.0528677	0.07678597	0.33002	0.250908	0.13708	0.281991	124859.3	157982.3
111	-1732.91	-1405.38	-327.537	0.0162396	0.49625	0.0235832	0.0956204	0.333298	0.0350093	0.07678597	0.339316	0.257976	0.140941	0.261767	127152.2	160222.5
112	-1731.17	-1402.86	-328.309	0.0135026	0.585152	0.0196086	0.0795049	0.277125	0.025107	0.07678597	0.333153	0.25329	0.156545	0.257012	109663.5	222019.7
113	-1736.27	-1406.27	-329.993	0.0135171	0.585779	0.0196296	0.0795902	0.277422	0.0240616	0.07678597	0.336146	0.255565	0.148968	0.259321	115753.7	172694.4
114	-1729.99	-1402.16	-327.836	0.0135414	0.586831	0.0346386	0.0629639	0.27792	0.0241048	0.07678597	0.336146	0.255565	0.148968	0.259321	126584.2	178675.7
115	-1726.9	-1402.91	-323.988	0.0103054	0.683654	0.0288396	0.0378533	0.211506	0.0278408	0.389756	0.350369	0.241318	0.138019	0.270294	128268.4	163983
116	-1740.39	-1406.47	-333.925	0.00708158	0.599906	0.0276678	0.0494655	0.286819	0.0290596	0.389756	0.350369	0.241318	0.138019	0.270294	130919.9	294750.3
117	-1719.42	-1403.75	-315.667	0.00730371	0.618725	0.0285357	0.0196486	0.295816	0.0299712	0.1181233	0.337197	0.26984	0.13283	0.260132	117187.9	202132.1
118	-1720.35	-1402.17	-318.178	0.0152352	0.609718	0.0346392	0.0193626	0.29151	0.0295349	0.1181233	0.337197	0.26984	0.13283	0.260132	117187.9	110782.8
119	-1718.03	-1404.25	-313.782	0.0159784	0.639465	0.0363292	0.0203072	0.23913	0.0487902	0.4177578	0.34199	0.259462	0.134718	0.26383	76173.86	106806.9
120	-1718.43	-1404.47	-313.955	0.017225	0.689351	0.0475664	0.0218914	0.17137	0.0525965	0.4177578	0.34199	0.259462	0.134718	0.26383	69101.87	94524.58
121	-1727.39	-1402.46	-324.927	0.0104131	0.81167	0.0287556	0.0217798	0.0955848	0.0317964	0.4177578	0.322345	0.25833	0.134131	0.285194	129976.4	194462.1
122	-1723.07	-1402.24	-320.83	0.0105164	0.819724	0.0290409	0.0219959	0.0866111	0.0321119	0.4177578	0.320818	0.261843	0.133495	0.283843	112971	143849.9
123	-1724.19	-1399.04	-325.15	0.00987851	0.770001	0.0272793	0.0184353	0.148642	0.025764	0.1223628	0.315624	0.273794	0.131334	0.279248	115873.9	187856.4
124	-1725.71	-1401.52	-324.193	0.013556	0.694213	0.0374347	0.0252982	0.173791	0.0557071	0.1223628	0.315624	0.273794	0.131334	0.279248	110096.1	276519.2
125	-1723.38	-1404.39	-318.998	0.0199088	0.609809	0.0287726	0.0371539	0.222542	0.0818134	0.1223628	0.315624	0.273794	0.131334	0.279248	103906.2	230877
126	-1720.21	-1403.26	-316.948	0.0196271	0.601181	0.0454472	0.033696	0.219393	0.0806557	0.1223628	0.313466	0.271922	0.137273	0.277339	88228.47	176304.6
127	-1733	-1407.26	-325.747	0.0173697	0.656275	0.0402201	0.0298204	0.19416	0.0621545	0.498257	0.313466	0.271922	0.137273	0.277339	84091.8	216312
128	-1729.95	-1405.23	-324.713	0.0174044	0.657585	0.0397471	0.0284379	0.194547	0.0622785	0.498257	0.318141	0.275977	0.139319	0.266563	84091.8	148789.6
129	-1724.37	-1402.84	-321.53	0.0169636	0.640932	0.0387405	0.0284395	0.18962	0.0853043	0.498257	0.318141	0.275977	0.139319	0.266563	110142.6	188755.3
130	-1717.61	-1403.38	-314.23	0.0184477	0.688954	0.0211549	0.0196409	0.160106	0.0916958	0.498257	0.318141	0.275977	0.139319	0.266563	90425.01	146996.6
131	-1720.82	-1403.43	-317.386	0.0103925	0.762717	0.0181752	0.0168745	0.137556	0.0542854	0.498257	0.322613	0.279856	0.12722	0.27031	73758.93	224039.5
132	-1720.67	-1405.02	-315.655	0.0170903	0.609793	0.0298888	0.0277497	0.226207	0.0892712	0.498257	0.322613	0.279856	0.12722	0.27031	69148.18	168500.1
133	-1714.67	-1403.9	-310.775	0.0408042	0.478451	0.0376029	0.0307625	0.295688	0.116691	0.06385159	0.323315	0.271694	0.134092	0.270899	77366.3	162037.7
134	-1718.02	-1403.85	-314.17	0.0342998	0.493042	0.0387496	0.0328447	0.304706	0.0963583	0.06385159	0.323315	0.271694	0.134092	0.270899	90477.21	172412.4
135	-1719.62	-1404.78	-314.842	0.0267811	0.440819	0.0346453	0.139171	0.272431	0.0861521	0.06385159	0.323472	0.266906	0.138592	0.27103	90477.21	172412.4
136	-1733.52	-1404.73	-328.794	0.0267811	0.440819	0.0346453	0.139171	0.272431	0.0861521	0.1524691	0.323472	0.266906	0.138592	0.27103	143775.4	221326.8
137	-1716.49	-1404.3	-312.196	0.0278383	0.45822	0.0360129	0.144665	0.235835	0.0974283	0.1524691	0.347622	0.257378	0.133645	0.261355	91081.33	131681.7
138	-1733.39	-1409.06	-324.332	0.0273059	0.449457	0.0353242	0.159619	0.232729	0.0955651	0.43837	0.347622	0.257378	0.133645	0.261355	99769.15	186773.3
139	-1722.62	-1402.32	-320.305	0.029658	0.591039	0.0383671	0.0781142	0.252776	0.010046	0.43837	0.33782	0.250121	0.158073	0.253986	96685.87	186773.3
140	-1711.37	-1404.93	-306.447	0.0321856	0.556186	0.0416368	0.0847713	0.274318	0.0109021	0.43837	0.33782	0.250121	0.158073	0.253986	59595.01	130268.5
141	-1709.37	-1407.09	-302.273	0.0321856	0.556186	0.0416368	0.0847713	0.274318	0.0109021	0.43837	0.341286	0.252688	0.149434	0.256592	44876.9	123666.3
142	-1712.39	-1404.51	-307.872	0.0316003	0.546072	0.0408797	0.0832299	0.287514	0.0107039	0.43837	0.324945	0.240588	0.142278	0.292189	46624.44	151347.7
143	-1704.66	-1407.78	-296.878	0.0302284	0.522365	0.0825198	0.0796164	0.275032	0.0102392	0.43837	0.31174	0.271449	0.136497	0.280315	45801.91	96853.98
144	-1719.3	-1408.16	-311.131	0.0306602	0.529826	0.0801129	0.0700556	0.27896	0.0103854	0.09077794	0.298831	0.260208	0.172254	0.268707	47130.26	164552.3
145	-1714.47	-1408.79	-305.675	0.0423254	0.547846	0.108289	0.0724384	0.218363	0.0107387	0.03499914	0.30498	0.244985	0.175798	0.274237	58328.27	182911.1
146	-1726.08	-1408.29	-317.784	0.0356377	0.597185	0.0383564	0.0789621	0.238028	0.0118304	0.03499914	0.337451	0.233539	0.167585	0.261425	64846.57	267558.2
147	-1723.22	-1407.57	-315.643	0.0356377	0.597185	0.0383564	0.0789621	0.238028	0.0118304	0.03499914	0.337451	0.233539	0.167585	0.261425	64846.57	190192
148	-1721.72	-1406.56	-315.152	0.0358808	0.60126	0.0386181	0.0795009	0.239653	0.00508775	0.03499914	0.345669	0.239227	0.147313	0.267791	64846.57	250596.3
149	-1708.92	-1410.18	-298.743	0.0346974	0.581429	0.0373444	0.0768788	0.253969	0.015682	0.03499914	0.353608	0.244721	0.150696	0.250975	57862.13	176266.1
150	-1714.08	-1407.59	-306.498	0.0328088	0.605689	0.0353117	0.0726942	0.240145	0.0133517	0.03499914	0.349918	0.248245	0.140547	0.261291	80671.89	211921.3
151	-1719.45	-1403.56	-315.884	0.0315588	0.582613	0.0672194	0.0699247	0.230996	0.0176885	0.03499914	0.349918	0.248245	0.140547	0.261291	86095.25	212744.8
152	-1710.45	-1405.86	-304.587	0.029498	0.628091	0.0509267	0.0628214	0.215912	0.0127511	0.1699	0.350543	0.248688	0.139013	0.261757	63318.4	164337
153	-1727.32	-1408.12	-319.202	0.0297282	0.632992	0.0513241	0.127494	0.145611	0.0128506	0.1126609	0.345718	0.245265	0.150861	0.258155	79765.47	213626.7
154	-1706.11	-1403.96	-302.156	0.0298119	0.634773	0.048655	0.127852	0.146021	0.0128867	0.1126609	0.32122	0.258273	0.148661	0.271846	44542.97	159170.9
155	-1710.36	-1401.21	-309.152	0.0302425	0.643942	0.042471	0.102287	0.167984	0.0130729	0.1126609	0.32122	0.258273	0.148661	0.271846	55489.7	154453.8
