Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_invar	pi[1]	pi[2]	pi[3]	pi[4]	pop_size	root_height
1167	-1731.58	-1411.85	-319.725	0.0201999	0.629964	0.0523364	0.0639249	0.216015	0.0175591	0.05498049	0.308522	0.244698	0.144715	0.302065	100866.6	92103.53
1168	-1720.64	-1403.7	-316.936	0.0201663	0.628915	0.0522492	0.0638184	0.217321	0.0175299	0.04102126	0.301519	0.247176	0.146181	0.305124	83539.46	138719.6
1169	-1737.51	-1404.58	-332.93	0.0205891	0.642102	0.0533448	0.0441881	0.221878	0.0178974	0.04102126	0.301519	0.247176	0.146181	0.305124	134592.3	154023.2
1170	-1740.56	-1406.75	-333.813	0.0260481	0.699135	0.0358913	0.048113	0.13993	0.0508823	0.2232935	0.296164	0.242786	0.161345	0.299705	135420	191816.1
1171	-1729.95	-1405.93	-324.02	0.0239694	0.643342	0.0330271	0.105168	0.147672	0.0468217	0.2232935	0.317697	0.241225	0.146609	0.294468	135420	131581.5
1172	-1733.76	-1405.9	-327.864	0.0276128	0.667321	0.0302848	0.0964362	0.135411	0.0429341	0.2386124	0.308139	0.261056	0.154903	0.275902	175626.4	167430.8
1173	-1727.91	-1404.5	-323.416	0.028755	0.694925	0.0315237	0.0590743	0.141012	0.0447101	0.354117	0.308139	0.261056	0.154903	0.275902	104165	121260.8
1174	-1729.22	-1405.84	-323.376	0.023742	0.706229	0.0308061	0.0577294	0.137802	0.0436923	0.5714954	0.315429	0.243576	0.158567	0.282428	166812.7	202796.1
1175	-1730.85	-1405.28	-325.571	0.019662	0.70918	0.0309348	0.0579707	0.138378	0.0438749	0.4604119	0.315429	0.243576	0.158567	0.282428	166812.7	199859.2
1176	-1746.71	-1407.12	-339.585	0.0194149	0.700268	0.0431123	0.0572422	0.136639	0.0433235	0.2061394	0.320347	0.241826	0.157428	0.280399	220232.9	224828.1
1177	-1731.67	-1411.57	-320.098	0.0364701	0.436966	0.0809847	0.107527	0.25667	0.0813814	0.2061394	0.320347	0.241826	0.157428	0.280399	129334.4	116807.8
1178	-1732.88	-1408.2	-324.681	0.0187013	0.445025	0.0824782	0.10951	0.261403	0.0828822	0.05002945	0.322245	0.249699	0.153914	0.274142	185369.1	138384.6
1179	-1734.12	-1408.5	-325.619	0.0187013	0.445025	0.0824782	0.10951	0.261403	0.0828822	0.05002945	0.322245	0.249699	0.153914	0.274142	175694.7	127215.1
1180	-1729.71	-1405.35	-324.357	0.0187013	0.445025	0.0824782	0.10951	0.261403	0.0828822	0.05002945	0.323028	0.247876	0.154288	0.274808	115247.2	176810.6
1181	-1727.68	-1406.84	-320.848	0.0241325	0.436834	0.0935901	0.107495	0.256592	0.0813567	0.05002945	0.324062	0.248669	0.13926	0.288009	92663.96	161450.4
1182	-1727.77	-1408.13	-319.643	0.0169874	0.440032	0.0942753	0.108282	0.258471	0.0819524	0.05002945	0.326925	0.242031	0.14049	0.290554	92663.96	161450.4
1183	-1728.38	-1404.03	-324.342	0.0492596	0.628641	0.0605318	0.0631216	0.150673	0.0477733	0.05002945	0.321721	0.238178	0.154173	0.285929	92663.96	213064.4
1184	-1733.15	-1408.99	-324.169	0.0492596	0.628641	0.0605318	0.0631216	0.150673	0.0477733	0.05002945	0.282395	0.290078	0.149768	0.277759	100497.4	176422.9
1185	-1716.35	-1407.02	-309.336	0.0492129	0.628045	0.0604744	0.0630618	0.15053	0.0486761	0.05002945	0.292635	0.290437	0.138825	0.278103	67612.23	112238.6
1186	-1713.68	-1407.32	-306.366	0.0546921	0.697969	0.0672074	0.0700828	0.0880887	0.0219603	0.05002945	0.292715	0.290972	0.137699	0.278614	67612.23	169091.6
1187	-1719.16	-1408.06	-311.104	0.0506317	0.635959	0.0612365	0.0638564	0.0802626	0.108054	0.05002945	0.292715	0.290972	0.137699	0.278614	78613.78	163604.5
1188	-1726.19	-1406.88	-319.306	0.0409625	0.514509	0.0495421	0.0516617	0.255906	0.0874188	0.05002945	0.356542	0.264714	0.125273	0.253472	95972.51	162166
1189	-1720.11	-1410.92	-309.189	0.0320491	0.402553	0.0359203	0.0404202	0.200221	0.288836	0.2473468	0.356542	0.264714	0.125273	0.253472	75521.96	168535.4
1190	-1726.93	-1413.22	-313.706	0.073876	0.385158	0.0343682	0.0386736	0.191569	0.276355	0.2473468	0.356542	0.264714	0.125273	0.253472	107431.3	126092.1
1191	-1717.91	-1406.98	-310.932	0.036932	0.643771	0.0171813	0.0193337	0.192975	0.0898072	0.3298037	0.356542	0.264714	0.125273	0.253472	72842.7	150006.6
1192	-1722.01	-1401.48	-320.531	0.0287433	0.722755	0.0133718	0.0150469	0.150188	0.0698948	0.05750602	0.344762	0.255968	0.121134	0.278137	124525.5	206957.4
1193	-1735.88	-1407.8	-328.087	0.0496357	0.661852	0.0303208	0.025984	0.179491	0.0527167	0.05750602	0.342663	0.25441	0.120396	0.282531	124525.5	331942.9
1194	-1719.06	-1407.02	-312.041	0.0321008	0.428038	0.0196093	0.0642902	0.421869	0.0340933	0.05750602	0.317576	0.255399	0.120864	0.30616	100464	121235.5
1195	-1725.33	-1405.63	-319.7	0.0289035	0.495459	0.0176562	0.0578868	0.37985	0.020245	0.05750602	0.304764	0.254526	0.120451	0.320259	100464	147492.2
1196	-1736.26	-1409.83	-326.431	0.0294821	0.505377	0.0180096	0.0355755	0.387454	0.0241012	0.05750602	0.31744	0.249885	0.118255	0.31442	101653.3	119419.2
1197	-1721.75	-1401.64	-320.109	0.01616	0.599059	0.0147341	0.033344	0.316986	0.0197177	0.05750602	0.316572	0.254155	0.137105	0.292168	110291.7	109173.6
1198	-1722.36	-1400.31	-322.048	0.0164706	0.610575	0.0107497	0.033985	0.32308	0.0051399	0.05750602	0.333801	0.267988	0.136629	0.261583	148662.6	111177.4
1199	-1728.72	-1400.55	-328.169	0.0105931	0.616433	0.0198296	0.0217759	0.326179	0.00518921	0.05750602	0.320673	0.257448	0.131255	0.290624	87753.31	154579.8
1200	-1721.75	-1402.23	-319.521	0.0105882	0.616148	0.0198204	0.0230945	0.326028	0.00432079	0.05750602	0.319731	0.256692	0.133806	0.289771	86406.8	149389.9
1201	-1712.32	-1400.36	-311.964	0.00779214	0.711962	0.0145864	0.0169959	0.239933	0.00873005	0.02290396	0.319731	0.256692	0.133806	0.289771	50240.35	116963.9
1202	-1709.74	-1403.16	-306.585	0.0155516	0.617667	0.0291116	0.0339204	0.286326	0.0174235	0.02290396	0.307334	0.262169	0.148943	0.281554	50240.35	135185.4
1203	-1708.75	-1403.49	-305.264	0.0155367	0.669446	0.0290837	0.033888	0.234639	0.0174068	0.02290396	0.307334	0.262169	0.148943	0.281554	45568.61	135185.4
1204	-1725.62	-1402.39	-323.234	0.0150818	0.649846	0.0282322	0.0328958	0.22777	0.0461746	0.02290396	0.313742	0.267635	0.152048	0.266575	87299.04	243387.8
1205	-1730.92	-1402.32	-328.602	0.0150411	0.648092	0.0308547	0.032807	0.227155	0.04605	0.02290396	0.316342	0.262725	0.159249	0.261684	89020.18	214304.6
1206	-1731.37	-1406.96	-324.417	0.0145256	0.62588	0.0297972	0.0316826	0.219369	0.0787454	0.02290396	0.292913	0.269996	0.147455	0.289636	89020.18	209471.6
1207	-1725.66	-1405	-320.661	0.0142722	0.614959	0.0292773	0.0311298	0.215542	0.09482	0.02290396	0.292913	0.269996	0.147455	0.289636	99143.4	170770.8
1208	-1722.39	-1401.89	-320.502	0.0142722	0.614959	0.0292773	0.0311298	0.215542	0.09482	0.02290396	0.33141	0.258817	0.132129	0.277644	99143.4	178335.5
1209	-1728.3	-1404.44	-323.859	0.0134615	0.580031	0.0352163	0.0293617	0.203299	0.13863	0.0600348	0.33332	0.254545	0.132891	0.279244	104457.2	183677.8
1210	-1725.47	-1406.97	-318.507	0.0131784	0.588864	0.0344756	0.0287441	0.199023	0.135715	0.0600348	0.324572	0.247865	0.155648	0.271915	84184.04	157925.8
1211	-1726.87	-1402.45	-324.419	0.0132401	0.591621	0.034637	0.0241969	0.199955	0.13635	0.0600348	0.319683	0.259193	0.153304	0.26782	81319.4	129681.4
1212	-1717.43	-1403.76	-313.665	0.0133155	0.594991	0.0348343	0.018638	0.201094	0.137127	0.0600348	0.319683	0.259193	0.153304	0.26782	80166.16	139567.2
1213	-1716.64	-1401.4	-315.24	0.0387201	0.579672	0.0339374	0.0181581	0.195917	0.133596	0.08388074	0.319683	0.259193	0.153304	0.26782	77643.36	196750.5
1214	-1719.46	-1407.47	-311.997	0.0341262	0.510897	0.0299109	0.0160037	0.291316	0.117746	0.08388074	0.319683	0.259193	0.153304	0.26782	105808.1	198037.4
1215	-1721.37	-1405.24	-316.121	0.00369036	0.667984	0.0215847	0.0115488	0.210223	0.0849689	0.08388074	0.343751	0.260912	0.12574	0.269596	105808.1	205729.6
1216	-1729.66	-1405.98	-323.686	0.00335256	0.60684	0.0281726	0.0231892	0.261254	0.0771912	0.08388074	0.298278	0.275891	0.140758	0.285074	105808.1	222754.5
1217	-1718.98	-1403.95	-315.038	0.00928457	0.70292	0.0326331	0.0268607	0.138888	0.0894128	0.08388074	0.341341	0.25896	0.13212	0.267579	80589.82	193367.3
1218	-1723.16	-1404.66	-318.497	0.0124198	0.602602	0.0436527	0.0359312	0.185788	0.119606	0.08388074	0.330819	0.263097	0.13423	0.271854	86894.11	204121.4
1219	-1718.69	-1404.43	-314.265	0.0119188	0.494018	0.0435016	0.0344818	0.301298	0.114781	0.08388074	0.330819	0.263097	0.13423	0.271854	89702.72	192495.5
1220	-1728.2	-1404.88	-323.322	0.0119188	0.494018	0.0435016	0.0344818	0.301298	0.114781	0.1557631	0.32879	0.261483	0.139541	0.270186	92092.48	238879.7
1221	-1728.04	-1403.74	-324.299	0.0119188	0.494018	0.0435016	0.0344818	0.301298	0.114781	0.1557631	0.342773	0.256036	0.136634	0.264557	113293.2	209483.8
1222	-1729.82	-1404.75	-325.071	0.0098946	0.49503	0.0435908	0.0345524	0.301916	0.115016	0.2643577	0.313401	0.276334	0.139378	0.270887	128432.7	248373.6
1223	-1742.32	-1407.59	-334.731	0.0417125	0.609329	0.0536555	0.0425303	0.1112	0.141573	0.2643577	0.316617	0.27917	0.140808	0.263405	167162.2	248373.6
1224	-1741.4	-1406.49	-334.915	0.0417125	0.609329	0.0536555	0.0425303	0.1112	0.141573	0.2643577	0.31228	0.275345	0.138879	0.273496	167162.2	236706.5
1225	-1739.03	-1405.98	-333.052	0.0417125	0.609329	0.0536555	0.0425303	0.1112	0.141573	0.2643577	0.307237	0.270899	0.136637	0.285227	290387.5	192143.3
1226	-1741.12	-1408.87	-332.246	0.0489608	0.625547	0.062979	0.0499206	0.130523	0.0820697	0.2643577	0.313829	0.255299	0.139568	0.291303	281775.5	176192.2
1227	-1749.71	-1411.79	-337.917	0.0529085	0.583617	0.068057	0.0539457	0.141047	0.100425	0.2643577	0.313829	0.255299	0.139568	0.291303	281775.5	271069.3
1228	-1729.23	-1409.46	-319.779	0.0529085	0.583617	0.068057	0.0539457	0.141047	0.100425	0.2643577	0.318946	0.262009	0.135737	0.283308	139335.5	132455.5
1229	-1733.47	-1409.21	-324.265	0.0447618	0.647729	0.0575779	0.0456394	0.119329	0.084962	0.2643577	0.310437	0.255018	0.158795	0.27575	123991.3	149681
1230	-1733.07	-1405.82	-327.25	0.0473134	0.64277	0.0543783	0.0396021	0.126131	0.089805	0.2643577	0.311691	0.252009	0.159436	0.276864	123991.3	159134.7
1231	-1737.92	-1407.47	-330.458	0.0423055	0.574735	0.0486226	0.0495958	0.204441	0.0802996	0.2643577	0.317977	0.257091	0.142486	0.282447	123991.3	188124.4
1232	-1723.86	-1405.21	-318.65	0.0444801	0.604279	0.0143705	0.0374937	0.21495	0.0844272	0.2643577	0.321857	0.248026	0.144224	0.285893	78727.69	123210.1
1233	-1724.9	-1404.99	-319.913	0.0442165	0.600697	0.0142853	0.0431981	0.213676	0.0839269	0.1925351	0.313228	0.252887	0.149992	0.283892	85382.55	120879.9
1234	-1718.78	-1405.81	-312.97	0.0454278	0.617154	0.012292	0.0193707	0.21953	0.0862261	0.1925351	0.313228	0.252887	0.149992	0.283892	83377.95	114161.5
1235	-1743.41	-1409.91	-333.499	0.0527901	0.612394	0.0121972	0.0192213	0.217837	0.0855611	0.1925351	0.308048	0.248705	0.164049	0.279197	139816	246151.2
1236	-1725.38	-1405.58	-319.801	0.0363287	0.623036	0.0124092	0.0195553	0.221622	0.087048	0.1374169	0.283857	0.268586	0.151166	0.296391	152852.6	122773.6
1237	-1734.16	-1406.2	-327.966	0.0155452	0.602008	0.0139323	0.0219557	0.248826	0.0977329	0.1374169	0.304877	0.249619	0.131455	0.314048	187384.3	199886.3
1238	-1738.13	-1405.34	-332.784	0.0155452	0.602008	0.0139323	0.0219557	0.248826	0.0977329	0.2499098	0.304246	0.249846	0.131575	0.314334	172069.5	155341.4
1239	-1739.81	-1410.01	-329.806	0.0198133	0.551627	0.00568223	0.0169917	0.317143	0.0887424	0.3993382	0.301249	0.257235	0.130279	0.311237	205726.2	204430.4
1240	-1737.47	-1406.94	-330.526	0.0151413	0.657354	0.00434235	0.012985	0.242361	0.0678169	0.4513493	0.300418	0.256526	0.132677	0.310379	162417	200047.8
1241	-1741.05	-1406.95	-334.097	0.0161179	0.699755	0.00462244	0.0138226	0.193491	0.0721912	0.3003432	0.300418	0.256526	0.132677	0.310379	254234.3	202183
1242	-1743.54	-1408.12	-335.417	0.015171	0.658644	0.0454627	0.0186042	0.164093	0.0980245	0.3003432	0.300418	0.256526	0.132677	0.310379	254234.3	216103.6
1243	-1746.02	-1411.46	-334.564	0.0151338	0.657028	0.0453511	0.0210124	0.16369	0.097784	0.2049246	0.297039	0.253641	0.142431	0.306889	162579.1	266438.2
1244	-1750.82	-1413.59	-337.228	0.0216087	0.51029	0.0647543	0.0300025	0.233724	0.13962	0.2049246	0.297039	0.253641	0.142431	0.306889	259418.9	246349.5
1245	-1752.07	-1412.84	-339.231	0.0216087	0.51029	0.0647543	0.0300025	0.233724	0.13962	0.2049246	0.295482	0.274052	0.147542	0.282924	262405.6	263221.8
1246	-1747.53	-1412.2	-335.329	0.0210922	0.498094	0.116163	0.0292854	0.199082	0.136283	0.2954126	0.295247	0.273833	0.147424	0.283496	262405.6	252956.3
1247	-1736.39	-1415.16	-321.232	0.209581	0.4654	0.108538	0.0273632	0.186015	0.00310286	0.2181961	0.301353	0.279497	0.150473	0.268678	121532.9	141107.6
1248	-1718.82	-1412.36	-306.46	0.209581	0.4654	0.108538	0.0273632	0.186015	0.00310286	0.2181961	0.301353	0.279497	0.150473	0.268678	55197.7	141526.3
1249	-1722.98	-1413.75	-309.224	0.209581	0.4654	0.108538	0.0273632	0.186015	0.00310286	0.1189648	0.301353	0.279497	0.150473	0.268678	60846.77	160522
1250	-1717	-1415.55	-301.448	0.196226	0.503259	0.117368	0.0358456	0.143946	0.00335527	0.1189648	0.311533	0.273185	0.137527	0.277755	36822.28	114152.9
1251	-1718.85	-1413.45	-305.397	0.193392	0.495989	0.115672	0.0353278	0.141866	0.0177534	0.1189648	0.323554	0.257995	0.142834	0.275618	61790.82	100857.1
1252	-1725.7	-1417.11	-308.596	0.311244	0.433739	0.011461	0.0431819	0.173406	0.0269678	0.2312362	0.318308	0.252342	0.132919	0.296431	75767.22	153860.5
1253	-1732.14	-1411.78	-320.362	0.323461	0.415865	0.0119108	0.0448768	0.180212	0.0236746	0.2312362	0.310636	0.270363	0.129715	0.289286	75767.22	214335.5
1254	-1731.15	-1412.19	-318.962	0.323461	0.415865	0.0119108	0.0448768	0.180212	0.0236746	0.2312362	0.32611	0.264295	0.126804	0.282792	75767.22	138230.4
1255	-1724.24	-1405.79	-318.449	0.214856	0.612603	0.00788383	0.0297041	0.119283	0.0156703	0.1630962	0.32611	0.264295	0.126804	0.282792	99187.79	129180.6
1256	-1735.86	-1408.48	-327.377	0.216448	0.609731	0.00794227	0.0299243	0.120167	0.0157865	0.1630962	0.32611	0.264295	0.126804	0.282792	99187.79	166304.2
1257	-1730.48	-1406.5	-323.974	0.216448	0.609731	0.00794227	0.0299243	0.120167	0.0157865	0.1149408	0.313177	0.257218	0.154385	0.275221	98488.77	241152.9
1258	-1725.71	-1410.88	-314.829	0.269911	0.514939	0.009904	0.0207447	0.164816	0.0196857	0.1149408	0.335423	0.248887	0.149384	0.266306	53749.9	183520.4
1259	-1724.27	-1412.34	-311.93	0.269911	0.514939	0.009904	0.0207447	0.164816	0.0196857	0.1149408	0.333707	0.247613	0.153736	0.264944	77265.26	114418.4
1260	-1726.4	-1408.73	-317.664	0.257884	0.523422	0.0100671	0.0210864	0.167531	0.02001	0.1149408	0.321528	0.263865	0.153711	0.260896	86733.55	155698.9
1261	-1716.98	-1409.36	-307.62	0.262646	0.533087	0.0102531	0.00300929	0.170625	0.0203795	0.1149408	0.311505	0.267763	0.155982	0.26475	78768.68	103179.7
1262	-1731.34	-1406.19	-325.15	0.156568	0.722781	0.00611203	0.00179389	0.101713	0.0110323	0.1149408	0.316063	0.271682	0.143631	0.268624	78768.68	205821.6
1263	-1713.27	-1402.95	-310.311	0.133773	0.624302	0.0162973	0.00600425	0.20783	0.0117941	0.09034262	0.317529	0.268302	0.144298	0.269871	78005.6	148373.3
1264	-1713.2	-1404.42	-308.789	0.0451419	0.68818	0.0179648	0.00661859	0.229094	0.0130008	0.09034262	0.319945	0.270343	0.137787	0.271924	78005.6	156350.5
1265	-1713.35	-1402.6	-310.747	0.0493327	0.752069	0.0196326	0.00723305	0.157525	0.0142078	0.1006315	0.319945	0.270343	0.137787	0.271924	59129.39	161617.9
1266	-1709.36	-1404.19	-305.171	0.0493327	0.752069	0.0196326	0.00723305	0.157525	0.0142078	0.1006315	0.309193	0.261258	0.133156	0.296392	59129.39	96151.67
1267	-1723.84	-1406.71	-317.134	0.0479722	0.731327	0.0148737	0.0388307	0.153181	0.013816	0.1037741	0.311197	0.262951	0.127539	0.298313	80706.62	164494.3
1268	-1721.42	-1404.15	-317.269	0.0465635	0.709852	0.0144369	0.0670551	0.148683	0.0134103	0.1037741	0.32476	0.257773	0.125028	0.292439	91815.45	164494.3
1269	-1718.36	-1403.13	-315.227	0.0452624	0.690017	0.0140335	0.0931235	0.144528	0.0130355	0.2185238	0.328077	0.250192	0.126305	0.295426	91815.45	183721.4
1270	-1719.39	-1406.74	-312.649	0.042507	0.648011	0.0131792	0.0874544	0.196607	0.012242	0.2293504	0.31933	0.270183	0.122937	0.287549	64155.27	238130.7
1271	-1713.78	-1407.26	-306.52	0.042507	0.648011	0.0131792	0.0874544	0.196607	0.012242	0.2293504	0.321915	0.264275	0.123933	0.289877	64155.27	120838.6
1272	-1716.66	-1405.46	-311.195	0.0412618	0.629029	0.0127932	0.0848927	0.22014	0.0118834	0.2293504	0.328664	0.269815	0.126531	0.27499	92963.32	120838.6
1273	-1713.79	-1398.99	-314.807	0.0412618	0.629029	0.0127932	0.0848927	0.22014	0.0118834	0.1951321	0.322379	0.264656	0.143234	0.269732	84757.8	179756.4
1274	-1718.73	-1406.96	-311.77	0.042556	0.648759	0.0131944	0.0875554	0.195679	0.0122561	0.5662247	0.322379	0.264656	0.143234	0.269732	70265.96	191404.6
1275	-1726.87	-1405.92	-320.947	0.0421412	0.642435	0.0130658	0.0964498	0.193772	0.0121366	0.2885701	0.320354	0.262993	0.142334	0.274318	108652.4	295969.4
1276	-1715.22	-1400.26	-314.959	0.0445003	0.678399	0.0137973	0.04246	0.204619	0.0162239	0.2885701	0.315155	0.262868	0.14779	0.274187	103913.3	171727.4
1277	-1718.28	-1401.99	-316.286	0.0196346	0.662017	0.0134641	0.0382505	0.232159	0.0344746	0.2885701	0.318207	0.255728	0.149221	0.276843	103913.3	171727.4
1278	-1716.35	-1400.33	-316.021	0.0105194	0.623061	0.0126718	0.125844	0.218498	0.00940524	0.1305086	0.319259	0.256573	0.14641	0.277758	99571.41	222152.7
1279	-1737	-1403.8	-333.204	0.00949633	0.562465	0.00850506	0.217519	0.197248	0.00476712	0.1305086	0.319259	0.256573	0.14641	0.277758	121397.7	294098.9
1280	-1731.48	-1403.02	-328.462	0.0224244	0.555123	0.00839406	0.21468	0.194674	0.0047049	0.09059451	0.331647	0.258279	0.141546	0.268528	121397.7	227439.1
1281	-1736.09	-1406.19	-329.901	0.0276324	0.554646	0.00591362	0.214495	0.194506	0.00280749	0.2606544	0.334936	0.26084	0.133033	0.271191	175178.4	235510.7
1282	-1728.26	-1401.85	-326.412	0.0276026	0.554045	0.00590722	0.214263	0.194296	0.00388634	0.09111012	0.328597	0.255904	0.130516	0.284983	175178.4	174499.1
1283	-1726.26	-1402.69	-323.574	0.0244919	0.491608	0.00524151	0.190117	0.283874	0.00466861	0.09111012	0.33623	0.24377	0.148529	0.271471	110909.1	146559.9
1284	-1721.21	-1402.78	-318.428	0.0237981	0.501957	0.00914531	0.184731	0.275832	0.00453636	0.09111012	0.34251	0.248323	0.141763	0.267405	110909.1	120293.6
1285	-1719.51	-1399.07	-320.447	0.0151544	0.682851	0.00582365	0.117635	0.175647	0.00288871	0.09111012	0.34085	0.247119	0.145923	0.266108	140226.8	196919.6
1286	-1740.5	-1403.22	-337.279	0.0151544	0.682851	0.00582365	0.117635	0.175647	0.00288871	0.09111012	0.320031	0.25626	0.147756	0.275952	251815.9	294610.5
1287	-1728.9	-1403.14	-325.76	0.0120666	0.489997	0.00960218	0.19396	0.289612	0.00476298	0.2674452	0.311807	0.25936	0.149543	0.27929	112705.3	156850.8
1288	-1717.79	-1401.67	-316.122	0.0133001	0.540089	0.0105838	0.111559	0.319218	0.0052499	0.2559869	0.304661	0.276334	0.146116	0.272889	106399.9	123018.9
1289	-1714	-1400.64	-313.364	0.0143608	0.503411	0.0114279	0.120456	0.344676	0.00566858	0.2559869	0.317571	0.245668	0.152308	0.284453	78214.83	148419.5
1290	-1717.24	-1404.63	-312.608	0.0172538	0.604825	0.0137301	0.144722	0.188281	0.031188	0.04367418	0.322188	0.24924	0.154522	0.274049	89251.26	158888.3
1291	-1722.69	-1404.82	-317.867	0.0157605	0.552477	0.0125417	0.193733	0.171985	0.0535025	0.3046412	0.310626	0.253491	0.157158	0.278724	89251.26	187442.9
1292	-1723.72	-1406.04	-317.676	0.0157605	0.552477	0.0125417	0.193733	0.171985	0.0535025	0.2827561	0.302894	0.272073	0.153246	0.271786	89251.26	147784.4
1293	-1729.89	-1408.09	-321.804	0.0161034	0.564497	0.0128146	0.191145	0.175727	0.0397132	0.2099287	0.314208	0.244884	0.158971	0.281938	87136.24	147784.4
1294	-1723.71	-1406.6	-317.109	0.0163599	0.55756	0.0130187	0.19419	0.178526	0.0403458	0.2099287	0.314208	0.244884	0.158971	0.281938	84981.35	134974.5
1295	-1718.9	-1406.15	-312.751	0.0155123	0.528672	0.0123442	0.184128	0.169276	0.0900673	0.2099287	0.313623	0.245093	0.159106	0.282178	84378.06	106364.2
1296	-1721.94	-1407.53	-314.416	0.00898636	0.532176	0.012426	0.185349	0.170398	0.0906644	0.5846489	0.306304	0.262709	0.155393	0.275594	84378.06	113713
1297	-1738.58	-1406.03	-332.552	0.00838566	0.563448	0.0115954	0.172959	0.159008	0.0846039	0.4667145	0.306304	0.262709	0.155393	0.275594	198042.2	204582.5
1298	-1735.43	-1406.43	-329	0.00833745	0.560208	0.0172785	0.171965	0.158093	0.0841174	0.4667145	0.306304	0.262709	0.155393	0.275594	198042.2	164087.1
1299	-1720.33	-1400.23	-320.097	0.0114474	0.657738	0.0202866	0.0261498	0.185617	0.0987618	0.3706023	0.310711	0.266489	0.143241	0.279559	109316.6	139639.1
1300	-1716.83	-1403.77	-313.061	0.0134259	0.602682	0.0219826	0.0283359	0.226555	0.107018	0.3225703	0.309003	0.265024	0.147951	0.278022	79157.44	109159.2
1301	-1718.24	-1402.67	-315.565	0.0131175	0.588836	0.00867465	0.0634619	0.22135	0.10456	0.07714736	0.301512	0.267897	0.149555	0.281036	84094.84	232450.3
1302	-1708.47	-1402.15	-306.32	0.012294	0.705293	0.00813011	0.0594782	0.116809	0.0979962	0.07714736	0.301512	0.267897	0.149555	0.281036	39892.04	139301.3
1303	-1722.24	-1400.81	-321.429	0.00947781	0.543729	0.00298735	0.0458534	0.322405	0.0755479	0.07714736	0.300897	0.26735	0.149249	0.282504	87260.61	204196.9
1304	-1719	-1404.06	-314.942	0.00935775	0.536841	0.0156172	0.0452725	0.318321	0.0745909	0.2324631	0.310415	0.244174	0.153971	0.29144	91428.32	188648.9
1305	-1718.19	-1400.56	-317.631	0.00376363	0.73812	0.00628115	0.0182083	0.203627	0.03	0.2324631	0.313094	0.239219	0.155299	0.292388	116400.7	225133.7
1306	-1717.93	-1397.29	-320.642	0.00371928	0.729421	0.00334239	0.0303033	0.201227	0.0319864	0.05431304	0.312977	0.246382	0.142931	0.29771	126899	190292.9
1307	-1726.73	-1400.68	-326.049	0.00371928	0.729421	0.00334239	0.0303033	0.201227	0.0319864	0.3886752	0.341466	0.237978	0.142035	0.278521	126836.6	294961
1308	-1721.66	-1399.58	-322.08	0.00371928	0.729421	0.00334239	0.0303033	0.201227	0.0319864	0.3886752	0.362663	0.230318	0.137463	0.269556	163882.9	125954.1
1309	-1726.89	-1406.82	-320.07	0.00670317	0.499373	0.010042	0.0635661	0.362667	0.0576483	0.3886752	0.361476	0.229564	0.132648	0.276312	110549.8	118373.5
1310	-1720.32	-1403.43	-316.89	0.007615	0.567302	0.0114081	0.0722129	0.233038	0.108424	0.1013738	0.361476	0.229564	0.132648	0.276312	79754.71	114396.8
1311	-1735.09	-1404.46	-330.627	0.007615	0.567302	0.0114081	0.0722129	0.233038	0.108424	0.1013738	0.361476	0.229564	0.132648	0.276312	232950.3	194320.1
1312	-1732.16	-1404.64	-327.519	0.00945886	0.610596	0.0122787	0.0777238	0.173244	0.116699	0.1013738	0.351143	0.251586	0.128856	0.268414	203460.6	216524.9
1313	-1718.49	-1404.28	-314.206	0.00875744	0.724296	0.0113681	0.0477187	0.160397	0.0474624	0.08323205	0.351194	0.255797	0.131014	0.261995	113657.5	84749.75
1314	-1714.16	-1405.71	-308.451	0.0529859	0.721787	0.0113288	0.0475533	0.159841	0.00650348	0.08323205	0.33404	0.243303	0.130053	0.292604	75098.08	70665.41
1315	-1716.12	-1403.25	-312.87	0.050547	0.688564	0.0100702	0.0453645	0.19925	0.00620413	0.08323205	0.33404	0.243303	0.130053	0.292604	87532.95	147955.4
1316	-1727.45	-1404.05	-323.399	0.0508487	0.692673	0.00416212	0.0456352	0.20044	0.00624116	0.1738216	0.33404	0.243303	0.130053	0.292604	87532.95	209351.2
1317	-1722.33	-1407.25	-315.075	0.0580347	0.790562	0.00475031	0.0520845	0.0874449	0.00712316	0.2372962	0.33404	0.243303	0.130053	0.292604	87532.95	164602.7
1318	-1722.2	-1405.58	-316.618	0.0975202	0.757424	0.00455119	0.0499012	0.0837794	0.00682457	0.08344998	0.321567	0.234218	0.162536	0.281678	68083.73	220658.9
1319	-1729.89	-1411.89	-317.996	0.132989	0.770734	0.00463117	0.0507781	0.030368	0.0104993	0.3187069	0.329436	0.231502	0.160651	0.278411	121879.8	220658.9
1320	-1743.35	-1416.62	-326.73	0.185564	0.672795	0.0137656	0.0708523	0.0423734	0.01465	0.3187069	0.321114	0.238469	0.156593	0.283824	121879.8	249440.4
1321	-1736.31	-1411.84	-324.473	0.185564	0.672795	0.0137656	0.0708523	0.0423734	0.01465	0.3782976	0.326392	0.242388	0.14273	0.288489	121879.8	207722.1
1322	-1733.98	-1412.67	-321.317	0.273946	0.47679	0.0203221	0.104599	0.102716	0.0216276	0.3782976	0.326392	0.242388	0.14273	0.288489	111570.7	163785.6
