Iteration	Replicate_ID	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	p_invar	pi[1]	pi[2]	pi[3]	pi[4]	pop_size[1]	pop_size[2]	pop_size[3]	pop_size[4]	pop_size[5]	pop_size[6]	root_height
2316	0	-1794.32	-1397.18	-397.138	0.0211359	0.747649	0.0410745	0.0316818	0.118409	0.0400504	992.682	2575.29	15930.2	82316.1	inf	0.09822905	0.327921	0.259738	0.137256	0.275084	90418.5	37584.6	110463	356010	287713	94895.6	230759
2317	1	-1797.36	-1404.66	-392.697	0.042023	0.652961	0.0482107	0.0174043	0.183685	0.0557165	3026.61	5858.83	10991.5	14585.1	inf	0.07126778	0.341463	0.252842	0.141313	0.264381	680093	52233.3	136254	48883.4	87311.2	489735	161777.3
2318	0	-1787.58	-1393.72	-393.854	0.0211852	0.749392	0.0411703	0.0317557	0.116353	0.0401438	784.725	2259	10899.7	38748.3	inf	0.2414336	0.31584	0.236254	0.149338	0.298568	48336.3	72388	425319	356010	327844	209834	205990.8
2319	1	-1793.26	-1406.41	-386.844	0.0359754	0.558992	0.0521133	0.01654	0.288681	0.0476982	3427.41	5132.56	10991.5	14585.1	inf	0.2815173	0.341463	0.252842	0.141313	0.264381	196697	91280.5	136254	16058.2	87311.2	489735	161419.6
2320	0	-1783.44	-1391.62	-391.813	0.0214539	0.758895	0.0416924	0.0083351	0.16236	0.00726351	564.763	1891.43	10713.7	38555.1	inf	0.08941185	0.316316	0.23661	0.160327	0.286747	48336.3	30245.5	425319	356010	307982	876523	270853.8
2321	1	-1786.77	-1401.79	-384.973	0.0170534	0.81263	0.00507584	0.0070721	0.136843	0.0213258	3949.39	5600.94	9605.22	12745.5	inf	0.2422208	0.341463	0.252842	0.141313	0.264381	314379	96760.5	136254	16058.2	87311.2	489735	178413.8
2322	0	-1780.94	-1390.63	-390.311	0.0173794	0.614767	0.0337742	0.00675212	0.321443	0.00588404	592.639	1151.96	12006.9	68122.9	inf	0.08941185	0.316999	0.23712	0.158515	0.287366	67029.2	30339.1	370364	673193	322360	521221	224559.1
2323	1	-1784.36	-1401.89	-382.47	0.0219872	0.75842	0.00654437	0.00911818	0.176435	0.0274958	4030.49	4793.47	8387.5	12047.3	inf	0.2422208	0.330991	0.257487	0.143909	0.267613	211090	36072.5	136254	16058.2	276324	992384	175731.2
2324	0	-1785.48	-1394.35	-391.137	0.019184	0.552458	0.0595901	0.00745322	0.35482	0.006495	370.362	1168.94	13373.6	59168.5	inf	0.2708593	0.32105	0.240151	0.160541	0.278258	13130.6	109116	372735	287490	322360	458274	227869.2
2325	1	-1782.02	-1400.91	-381.103	0.0274136	0.640024	0.0081595	0.0701433	0.219978	0.0342817	3448.6	4485.21	9010.64	11902.4	inf	0.2422208	0.330991	0.257487	0.143909	0.267613	211090	46577.1	136254	16058.2	276324	851375	175731.2
2326	0	-1773.98	-1392.81	-381.18	0.0159009	0.618211	0.0493919	0.0141486	0.294097	0.00825116	241.991	768.041	7086.86	16114	inf	0.5559541	0.312237	0.243269	0.162625	0.28187	13130.6	40125.6	372735	437843	206845	419781	208450.7
2327	1	-1782.75	-1402.91	-379.847	0.0259145	0.605024	0.00771329	0.111073	0.207948	0.0423269	2891.18	3916.52	7051.13	10393.2	inf	0.2422208	0.329387	0.261084	0.143212	0.266317	121170	54704.6	43553.6	36939.7	276324	31918.1	199823.9
2328	0	-1776.11	-1396.05	-380.065	0.0236954	0.517756	0.0736038	0.0349453	0.337703	0.0122959	192.178	608.844	7546.48	24907.2	inf	0.5559541	0.312237	0.243269	0.162625	0.28187	13130.6	31945	372735	437843	206845	419781	267475.4
2329	1	-1789.2	-1403.07	-386.138	0.0259443	0.605719	0.00772216	0.111201	0.208187	0.0412263	3223.49	5291.11	8876.06	12300.5	inf	0.2422208	0.329387	0.261084	0.143212	0.266317	153777	54704.6	43553.6	36939.7	276324	21921.9	228855.6
2330	0	-1779.47	-1402.28	-377.182	0.0221017	0.482933	0.0686533	0.0998528	0.31499	0.0114689	192.178	608.844	7011.04	24907.2	inf	0.5559541	0.312237	0.243269	0.162625	0.28187	9493.82	25602.4	107005	437843	137058	419781	267475.4
2331	1	-1789.72	-1404.93	-384.787	0.0219341	0.512094	0.00652856	0.0940129	0.176008	0.189422	3937.36	5330.51	7748.62	12435.1	inf	0.2422208	0.328267	0.260196	0.146127	0.265411	153777	50072.5	43553.6	76943	242195	21921.9	193966.5
2332	0	-1773.55	-1401.94	-371.608	0.0339759	0.507024	0.072078	0.0441784	0.330703	0.012041	126.253	500.886	5767.87	35112.7	inf	0.5138907	0.312237	0.243269	0.162625	0.28187	8127.58	25602.4	107005	437843	137058	966316	201916.2
2333	1	-1788.19	-1404.24	-383.954	0.0168102	0.670644	0.00500344	0.0720508	0.0903198	0.145172	2889.64	5037.67	6823.75	12435.1	inf	0.2422208	0.305557	0.268992	0.151067	0.274384	167221	75659.2	30964.9	51073.8	471370	61764.6	158976.6
2334	0	-1774.42	-1399.27	-375.143	0.0339759	0.507024	0.072078	0.0441784	0.330703	0.012041	126.253	766.66	5414.31	35112.7	inf	0.5138907	0.301073	0.270324	0.156811	0.271792	5426.19	18431.7	76340.9	437843	190910	420461	221728.3
2335	1	-1800.02	-1409.14	-390.873	0.0285213	0.402595	0.0145128	0.154818	0.153243	0.246309	2295.04	5926.21	8431.19	15921.8	inf	0.2422208	0.304893	0.268407	0.152913	0.273787	167221	242615	76843.3	51073.8	471370	67084.2	203552.7
2336	0	-1775.24	-1399.59	-375.652	0.0321331	0.508392	0.0536398	0.0417821	0.312765	0.0512877	118.567	704.79	4379.22	32279.1	inf	0.5138907	0.297168	0.266817	0.167748	0.268267	4824.71	25955.7	67383.2	603577	296532	360398	253018.9
2337	1	-1798.44	-1409.76	-388.683	0.0314874	0.444462	0.016022	0.0669255	0.169179	0.271924	2077.72	5117.77	9654.17	15921.8	inf	0.2417987	0.303609	0.278593	0.145164	0.272634	167221	140226	120709	38896.3	445973	242883	171331.1
2338	0	-1762.81	-1394.74	-368.072	0.0395506	0.468212	0.0494005	0.03848	0.288047	0.116311	70.5559	439.515	2985.28	24479	inf	0.2207524	0.297168	0.266817	0.167748	0.268267	8519.07	25955.7	67383.2	445793	255789	854825	158633
2339	1	-1802.69	-1408.84	-393.854	0.0261516	0.54043	0.0194814	0.0701081	0.205708	0.138121	3282.39	7319.46	13807.4	21065.4	inf	0.3895145	0.303609	0.278593	0.145164	0.272634	167221	154738	120709	38896.3	102372	157041	239325.3
2340	0	-1760.85	-1396.92	-363.931	0.0369983	0.675885	0.0462126	0.0359968	0.0961026	0.108805	70.5559	534.481	2985.28	18081.9	inf	0.2207524	0.299546	0.265915	0.167181	0.267359	4855.06	25955.7	84961.6	118300	255789	453982	183989.8
2341	1	-1802.53	-1407.62	-394.905	0.0256729	0.530537	0.0191248	0.0328111	0.201943	0.189911	3019.21	7766.24	12812.6	21887.9	inf	0.3895145	0.29775	0.273217	0.142363	0.286671	303669	154738	120709	38896.3	220342	157041	239325.3
2342	0	-1760.04	-1393.84	-366.199	0.0262851	0.69181	0.0353245	0.0368449	0.098367	0.111368	89.916	534.481	6594.07	22922	inf	0.2207524	0.30803	0.273447	0.130732	0.287791	3057.93	14325.7	213645	118300	155382	453982	154738.2
2343	1	-1801.95	-1406.88	-395.07	0.031204	0.53395	0.0192479	0.0330222	0.203242	0.179334	4806.09	9381.32	12726.6	19155	inf	0.03480939	0.313831	0.233965	0.150052	0.302153	303669	98631.8	120709	38896.3	220342	458197	275787.7
2344	0	-1759.14	-1390.8	-368.339	0.019592	0.52174	0.0139108	0.0274629	0.281014	0.13628	89.6391	532.835	7194.39	15868.1	inf	0.4249333	0.323501	0.265137	0.132317	0.279045	5391.36	15684.7	306500	194056	164868	453982	145564.3
2345	1	-1800.4	-1406.82	-393.574	0.0309931	0.530341	0.0191177	0.0395592	0.201868	0.178121	3893.24	8093.94	11058.7	19552.8	inf	0.03480939	0.329777	0.2342	0.157676	0.278346	269837	98631.8	184717	40148	140988	941254	298553.9
2346	0	-1759.8	-1390.2	-369.602	0.019592	0.52174	0.0139108	0.0274629	0.281014	0.13628	100.894	648.984	11172	15079.8	inf	0.4169949	0.324564	0.266008	0.132752	0.276676	5391.36	17445.5	501949	63540.8	363029	453982	195196.4
2347	1	-1799.07	-1410.26	-388.806	0.027847	0.578015	0.0171771	0.0355436	0.181377	0.160041	5307.19	7751.78	10224.5	15016.7	inf	0.03480939	0.329777	0.2342	0.157676	0.278346	269837	246096	44950.5	30695.2	140988	681559	295470.2
2348	0	-1756.56	-1389.94	-366.623	0.0218069	0.580722	0.0154833	0.0305675	0.199734	0.151686	96.2341	592.641	10656	14383.3	inf	0.3283198	0.324564	0.266008	0.132752	0.276676	5391.36	17445.5	404488	25672.8	363029	453982	198779.3
2349	1	-1787.77	-1405.09	-382.676	0.0250183	0.5193	0.0658827	0.0319331	0.214083	0.143783	3130.14	6167.82	8358.02	14113.5	inf	0.03480939	0.328806	0.233511	0.160156	0.277527	205854	396676	38394.7	26370.9	147516	681559	135336.6
2350	0	-1762.09	-1391.74	-370.345	0.0218069	0.580722	0.0154833	0.0305675	0.199734	0.151686	67.2387	947.704	8460.75	14383.3	inf	0.3283198	0.324564	0.266008	0.132752	0.276676	9743.59	20569	404488	44876.1	177365	247926	178183.9
2351	1	-1790.69	-1404.96	-385.733	0.0250183	0.5193	0.0658827	0.0319331	0.214083	0.143783	1879.68	6490.67	8332.78	14070.8	inf	0.03480939	0.332029	0.2358	0.151923	0.280247	205854	219663	84777.9	74815.2	125754	609028	256920.2
2352	0	-1757.75	-1392.04	-365.71	0.0212192	0.565071	0.0249675	0.0569336	0.194351	0.137457	67.0899	947.704	8036.49	14383.3	inf	0.3283198	0.315259	0.258382	0.157615	0.268744	9169.64	20569	96442.7	30550.2	165533	533382	95239.85
2353	1	-1798.06	-1406.12	-391.949	0.0517471	0.505063	0.0640765	0.0310576	0.208214	0.139842	2097.72	6328.7	8098.88	11147.7	inf	0.03480939	0.330296	0.234569	0.15635	0.278785	205854	808600	273375	58154.5	164148	609028	154447.7
2354	0	-1759.24	-1391.49	-367.755	0.0196032	0.522038	0.0230661	0.105501	0.265243	0.0645482	69.7818	985.728	8753.26	14960.4	inf	0.3283198	0.327267	0.253851	0.154851	0.264031	9169.64	100392	103447	71384.8	55270.8	651728	99061.17
2355	1	-1805.6	-1410.19	-395.409	0.057268	0.558948	0.0709128	0.0343712	0.230428	0.0480717	3439.76	7924.36	9447.18	32676.8	inf	0.03480939	0.330296	0.234569	0.15635	0.278785	205854	195363	55904.2	106797	184911	472707	154447.7
2356	0	-1766.06	-1390.27	-375.79	0.0220169	0.537139	0.0227297	0.108619	0.261374	0.0481209	99.4724	2448.66	12316.2	21325.7	inf	0.3283198	0.327267	0.253851	0.154851	0.264031	7599.25	100392	103447	37419.7	55270.8	158145	113103.2
2357	1	-1804.88	-1409.63	-395.246	0.0178383	0.582326	0.0738787	0.0358087	0.240066	0.0500823	3293.76	7483.23	8981.25	32676.8	inf	0.03480939	0.337293	0.232118	0.154716	0.275872	205854	103927	30589.6	333528	648388	472707	109544.1
2358	0	-1774.2	-1394.36	-379.833	0.0227158	0.55419	0.0234512	0.112067	0.269671	0.0179042	156.992	3136.83	15165.2	23022	inf	0.1046619	0.326827	0.254854	0.154643	0.263677	4679.69	100392	171812	37419.7	116573	27652.8	136248
2359	1	-1793.55	-1405.47	-388.083	0.0169728	0.554073	0.0702943	0.0825896	0.228418	0.0476524	2511.93	6940.38	7756.28	24584.9	inf	0.02567676	0.342572	0.235751	0.157138	0.26454	200666	103927	21072.8	213391	228159	340348	184637.9
2360	0	-1771.5	-1395.18	-376.312	0.0236293	0.576477	0.0243943	0.0763594	0.280516	0.0186242	144.624	1553.8	13813.2	19913.1	inf	0.1046619	0.326594	0.254672	0.155244	0.263489	8099.85	124839	343738	113419	145385	182874	171635.7
2361	1	-1802.3	-1409.6	-392.691	0.0168006	0.54845	0.069581	0.0817515	0.2261	0.0573161	3096.13	6363.44	7974.5	29013.9	inf	0.02567676	0.342572	0.235751	0.157138	0.26454	361618	233891	39487.8	118072	80913.4	507751	168980.3
2362	0	-1771.24	-1393.77	-377.466	0.0233956	0.544441	0.0241529	0.0756039	0.234173	0.0982342	120.327	2696.39	10910.6	17645.3	inf	0.1046619	0.331289	0.243959	0.157476	0.267277	8099.85	286326	343738	130370	57680.2	55621.3	119100.8
2363	1	-1794.36	-1406.39	-387.968	0.0194629	0.52422	0.0806072	0.0473809	0.26193	0.0663988	3064.64	6120.81	7732.75	29013.9	inf	0.02567676	0.342572	0.235751	0.157138	0.26454	184562	70174.1	39487.8	173221	144721	552274	171879.7
2364	0	-1776.5	-1395.2	-381.305	0.0161029	0.548506	0.0243333	0.0761685	0.235921	0.0989677	120.7	8319.44	14492.8	25624.1	inf	0.1046619	0.32212	0.265075	0.152926	0.259879	8099.85	160080	120897	92514.8	218668	77347.2	129005.5
2365	1	-1799.02	-1409.49	-389.527	0.0136628	0.530004	0.0814966	0.0261183	0.281587	0.0671314	3096.13	6576.32	8537.01	29013.9	inf	0.3270506	0.319078	0.249684	0.177152	0.254086	427013	163618	31572.8	173221	144721	515171	171879.7
2366	0	-1784.12	-1399.03	-385.084	0.0215141	0.317762	0.0325101	0.101764	0.315199	0.211251	120.7	7170.58	14639.3	32464.2	inf	0.1046619	0.332226	0.242017	0.157724	0.268033	9196.11	751803	120897	299026	83144.9	847277	112728.8
2367	1	-1815.95	-1413.71	-402.233	0.0135198	0.524459	0.0806439	0.0742793	0.278641	0.0284572	6077.53	13042.6	16757.7	41359.3	inf	0.3446611	0.328814	0.257674	0.151674	0.261839	221278	163618	82907.3	173221	152932	515171	210087.4
2368	0	-1788.5	-1395.2	-393.308	0.017807	0.546041	0.0269083	0.0842287	0.260887	0.0641285	165.852	5391.54	15430.5	44608.6	inf	0.1046619	0.328247	0.239638	0.159328	0.272787	9196.11	751803	326051	114350	322499	847277	142953.6
2369	1	-1819.3	-1414.99	-404.305	0.0131329	0.594582	0.0218232	0.0721534	0.270666	0.0276428	3445.31	8970.08	15289.2	41690.9	inf	0.3446611	0.335467	0.262888	0.150981	0.250664	221278	163618	141761	173221	329557	333125	254805.8
2370	0	-1786.31	-1396.67	-389.635	0.0382298	0.552316	0.0272175	0.053486	0.263885	0.0648655	131.667	4816.84	12670.2	44608.6	inf	0.1046619	0.312861	0.275278	0.15186	0.260001	9196.11	499387	326051	114350	251324	847277	154199.8
2371	1	-1819.36	-1419.06	-400.299	0.0141803	0.642001	0.0235637	0.0779078	0.212499	0.0298473	4349.33	8384.94	12462.9	38870	inf	0.3446611	0.307655	0.273891	0.1573	0.261155	291955	157612	141761	161280	228105	333125	207703.1
2372	0	-1781	-1395.37	-385.631	0.0351644	0.50803	0.0250351	0.0491973	0.242726	0.139847	149.995	2894.31	14179.7	43110.3	inf	0.1046619	0.312861	0.275278	0.15186	0.260001	9196.11	169632	326051	114350	251324	252970	161070.7
2373	1	-1797.34	-1406.5	-390.839	0.0169595	0.76783	0.028182	0.0931773	0.0924921	0.00135911	850.443	5785.4	9732.82	41594.7	inf	0.3446611	0.314147	0.258567	0.160619	0.266666	160432	157612	55562.1	203193	76635.4	722633	179478.2
2374	0	-1782.56	-1397.95	-384.609	0.0351644	0.50803	0.0250351	0.0491973	0.242726	0.139847	126.648	3680.95	13256	37607.5	inf	0.1046619	0.330392	0.236158	0.158881	0.27457	9196.11	169632	368951	114350	92534.6	177861	255237.2
2375	1	-1795.57	-1406.01	-389.56	0.0170773	0.773162	0.0214334	0.0938244	0.0931343	0.00136854	2025.72	6405.85	8011.7	38073.1	inf	0.3446611	0.314147	0.258567	0.160619	0.266666	91459.4	206156	64710.3	221904	75277.4	269272	193779.6
2376	0	-1782.27	-1397.03	-385.235	0.0358064	0.517306	0.0433116	0.0140176	0.247158	0.142401	126.648	4752.94	12726	24836.9	inf	0.1046619	0.332987	0.238013	0.160129	0.268872	28999.4	312252	115649	114350	92534.6	177861	255237.2
2377	1	-1796.77	-1411.17	-385.605	0.0357903	0.508875	0.0449198	0.196636	0.165875	0.0479046	1876.6	3735.52	5347.83	27381.1	inf	0.3446611	0.314147	0.258567	0.160619	0.266666	91459.4	507332	20993	256614	32897.5	134946	96453.61
2378	0	-1779.35	-1395.49	-383.859	0.0358064	0.517306	0.0433116	0.0140176	0.247158	0.142401	126.648	1378.83	11581.8	21543.7	inf	0.1046619	0.332987	0.238013	0.160129	0.268872	6877.57	289250	354722	114350	430079	177861	221070.8
2379	1	-1802.44	-1409.36	-393.084	0.015998	0.52833	0.0295667	0.204153	0.172216	0.049736	2459.59	4611.59	7278.28	33201.5	inf	0.1683443	0.314147	0.258567	0.160619	0.266666	91459.4	310842	75105.9	417100	32897.5	626117	94768.93
2380	0	-1778.23	-1394.68	-383.548	0.0358064	0.517306	0.0433116	0.0140176	0.247158	0.142401	163.096	4544.02	10199	20966.4	inf	0.4325112	0.339047	0.242345	0.144842	0.273765	23495.7	289250	106271	114350	271117	339439	222601.7
2381	1	-1800.74	-1405.37	-395.368	0.0143341	0.577387	0.0264916	0.18292	0.154305	0.0445632	2191.39	6124.9	11435.3	32208.7	inf	0.118837	0.314147	0.258567	0.160619	0.266666	133448	127121	75105.9	417100	32897.5	179849	172040.2
2382	0	-1781.03	-1393.88	-387.144	0.0566298	0.514545	0.0274036	0.0139428	0.245839	0.141641	195.086	4267.86	12597.4	26935.5	inf	0.4325112	0.341733	0.244264	0.145989	0.268014	23495.7	289250	106271	216528	328364	339439	181878.9
2383	1	-1795.32	-1406.16	-389.156	0.0404439	0.565426	0.0259429	0.173439	0.151108	0.0436401	1786.5	5809.32	9993.83	27638.9	inf	0.118837	0.32247	0.265418	0.130494	0.281618	260531	127121	69727.7	116942	32897.5	50576.8	98691.12
2384	0	-1780.84	-1395.29	-385.558	0.0808777	0.503444	0.022917	0.013642	0.240535	0.138585	197.302	4586.08	12597.4	27357.8	inf	0.3946833	0.324181	0.246844	0.158131	0.270844	19961.6	231047	106271	58086.8	311939	339439	181878.9
2385	1	-1802.18	-1404.97	-397.213	0.0402777	0.563102	0.0258362	0.176836	0.150487	0.0434607	1448.31	5857.68	14513.9	25769.9	inf	0.118837	0.32247	0.265418	0.130494	0.281618	228087	350028	69727.7	269243	38102.7	50576.8	82332.33
2386	0	-1776.46	-1397.1	-379.365	0.0851771	0.530206	0.0241353	0.0143672	0.200162	0.145952	167.87	2109.72	10718.3	17823.9	inf	0.372304	0.323244	0.24613	0.160564	0.270061	12756.8	231047	229732	58086.8	257109	339439	142376.8
2387	1	-1800.82	-1404.49	-396.327	0.0347933	0.570563	0.0189477	0.179179	0.152481	0.0440365	2610.82	7332.03	14426.9	24513.9	inf	0.118837	0.321888	0.264938	0.130258	0.282916	228087	350028	192349	265366	38102.7	37784.3	121469.5
2388	0	-1775.28	-1394.97	-380.307	0.0844661	0.52578	0.0239338	0.0225946	0.198491	0.144734	190.668	7084.13	9687.03	18545.6	inf	0.372304	0.332676	0.2427	0.158326	0.266297	10059.7	231047	229732	33970.8	257109	339045	161712.5
2389	1	-1795.31	-1403.73	-391.581	0.0231457	0.601277	0.0060079	0.162473	0.160689	0.046407	1070.86	4239.49	14152.4	28119.3	inf	0.118837	0.336023	0.25205	0.158465	0.253462	98202.9	350028	192349	216584	38102.7	992998	128859.9
2390	0	-1777.41	-1394.29	-383.126	0.0786481	0.525017	0.0222853	0.0210383	0.218247	0.134764	190.668	8374.46	11298.8	21247.2	inf	0.372304	0.321392	0.246804	0.161003	0.270801	10059.7	253609	229732	33970.8	403652	339045	189385.3
2391	1	-1797.77	-1401.78	-395.991	0.00496884	0.782817	0.00782184	0.0544831	0.0894904	0.0604185	1380.47	9055.08	15092.3	28152.1	inf	0.1241349	0.328399	0.254944	0.160284	0.256372	68379.6	723231	192349	220093	150513	992998	125040.6
2392	0	-1776.27	-1395.38	-380.888	0.12274	0.509266	0.0216167	0.0204071	0.211699	0.114271	212.005	5450.52	8915.98	20424.9	inf	0.372304	0.32319	0.248185	0.156311	0.272315	10059.7	256227	149366	33970.8	114501	339045	189385.3
2393	1	-1797.39	-1401.96	-395.43	0.00327598	0.802358	0.0189276	0.0217871	0.0917243	0.0619267	1380.47	6872.44	14631.8	26020.8	inf	0.2040106	0.325113	0.252393	0.15868	0.263814	68379.6	259957	192349	344662	144910	139297	176928.9
2394	0	-1776.09	-1397.33	-378.755	0.114494	0.475051	0.0237232	0.0826622	0.197476	0.106594	212.005	7446.39	12076.1	19365.2	inf	0.624395	0.328635	0.252367	0.142094	0.276904	10059.7	382565	149366	33970.8	125320	339045	189385.3
2395	1	-1797.55	-1400.78	-396.769	0.00312012	0.764185	0.0180271	0.0207506	0.0873603	0.106557	1168.03	5568.83	21523.5	34130.2	inf	0.2040106	0.312815	0.260472	0.152678	0.274035	93283.4	334711	292158	344662	55036.3	30464.2	140379.4
2396	0	-1777.21	-1397	-380.219	0.134925	0.460093	0.0183172	0.0638252	0.240536	0.0823033	212.005	8915.98	12183.5	19365.2	inf	0.624395	0.309022	0.258137	0.150176	0.282665	15971.4	282626	150304	28284.7	235843	534936	169783.1
2397	1	-1799.41	-1402.87	-396.532	0.00312012	0.764185	0.0180271	0.0207506	0.0873603	0.106557	1168.03	10450.4	23709	34384.4	inf	0.2040106	0.306146	0.254919	0.149423	0.289511	105711	249863	280846	173558	78200.8	150585	140379.4
2398	0	-1771.9	-1391.45	-380.453	0.0794933	0.636426	0.037964	0.0376036	0.160023	0.0484903	183.909	4636.75	10568.9	15277.8	inf	0.126616	0.309022	0.258137	0.150176	0.282665	18687	282626	150304	28284.7	606686	805734	141591.9
2399	1	-1797.15	-1403.69	-393.465	0.00283418	0.742249	0.0175096	0.0201549	0.119749	0.0975029	1050.28	4168.72	19353.8	33645.1	inf	0.2092146	0.326102	0.247514	0.145082	0.281302	123923	275830	173911	101855	142493	595016	107996.5
2400	0	-1775.09	-1392.55	-382.542	0.0735595	0.588919	0.0351302	0.0715849	0.148078	0.0827283	218.685	4935.2	12522.1	18166.7	inf	0.126616	0.309022	0.258137	0.150176	0.282665	11674	335104	150304	34220.9	606686	805734	163299.7
2401	1	-1795.44	-1404.17	-391.277	0.0028171	0.737776	0.00374064	0.0200334	0.119027	0.116606	1241.3	6995.77	11150.3	28948.2	inf	0.2092146	0.315811	0.27126	0.140504	0.272425	53918	275830	173911	101855	142493	520721	166364.1
2402	0	-1781.16	-1395.91	-385.246	0.0938881	0.586065	0.0349599	0.0712379	0.14736	0.0664893	282.813	7130.22	17091.8	23494.1	inf	0.126616	0.330999	0.242974	0.159966	0.266061	11674	335104	150304	26074.2	144324	805734	210648.5
2403	1	-1799.88	-1403.2	-396.688	0.000451096	0.77188	0.00391356	0.0209595	0.0807994	0.121996	1923.72	7210.47	11185.1	23796.4	inf	0.3722559	0.315811	0.27126	0.140504	0.272425	53918	484913	173911	291619	142493	501268	120503.3
2404	0	-1783.32	-1395.56	-387.761	0.0817384	0.63963	0.0304359	0.0620193	0.128291	0.0578851	297.022	10017.9	16427.9	24674.4	inf	0.126616	0.330999	0.242974	0.159966	0.266061	11674	335104	150304	26074.2	144324	805734	221231.6
2405	1	-1802.7	-1401.6	-401.098	0.000213898	0.681837	0.00185571	0.00993845	0.248308	0.0578475	2858.16	7936.85	16320	40621.9	inf	0.2925254	0.320534	0.261171	0.156001	0.262293	266746	484913	173911	291619	142493	501268	148183.7
2406	0	-1780.33	-1391.66	-388.668	0.0728356	0.542662	0.0258218	0.0526172	0.256953	0.0491097	298.964	10622.5	16427.9	23749.8	inf	0.1869098	0.332545	0.244109	0.156042	0.267304	26774.1	335104	338386	128002	144324	805734	221231.6
2407	1	-1809.71	-1402.16	-407.55	0.000272851	0.666549	0.0018141	0.0531766	0.221637	0.0565504	2984.64	10887.1	23820.7	44271	inf	0.2925254	0.316558	0.270335	0.154067	0.25904	266746	740472	804618	291619	142493	581613	143500.9
2408	0	-1789.86	-1395.19	-394.676	0.0759192	0.565637	0.026915	0.0125083	0.267832	0.0511889	445.018	15416.1	19850	39590.2	inf	0.569077	0.332568	0.244127	0.155983	0.267322	29977.3	424877	171056	128002	144324	805734	228626.8
2409	1	-1806.03	-1402	-404.031	0.000278601	0.680594	0.00185232	0.0417949	0.217738	0.057742	2423.32	14754.8	23820.7	41785.4	inf	0.2925254	0.319472	0.272823	0.155485	0.25222	266746	532288	211308	119941	36131.2	581613	169991.6
2410	0	-1793.43	-1399.25	-394.177	0.0750453	0.559126	0.0381163	0.0123644	0.264749	0.0505996	445.018	12866.2	19708.6	30089.9	inf	0.569077	0.33788	0.248026	0.158474	0.25562	29977.3	424877	107982	93017.2	656746	938222	157864.9
2411	1	-1794.23	-1399.94	-394.291	0.000278601	0.680594	0.00185232	0.0417949	0.217738	0.057742	1534.61	8547.8	12715.3	26461.3	inf	0.3537416	0.319472	0.272823	0.155485	0.25222	92696.3	532288	204586	119941	72551.2	286384	158248.2
2412	0	-1786.92	-1398.15	-388.767	0.0733416	0.546432	0.037251	0.0347864	0.258738	0.0494509	270.659	12151.7	14357.2	32514.5	inf	0.2116149	0.334444	0.255674	0.156862	0.25302	29977.3	424877	106219	157836	321317	938222	195216
2413	1	-1796.59	-1404.23	-392.359	0.000141225	0.681335	0.00185434	0.0418404	0.217975	0.0568543	3398.69	6095.38	11408.5	22691.2	inf	0.3556508	0.319472	0.272823	0.155485	0.25222	92696.3	104332	74934.6	119941	72551.2	582577	138704.2
2414	0	-1787.46	-1395.42	-392.039	0.0733416	0.546432	0.037251	0.0347864	0.258738	0.0494509	217.597	7531.53	12637.4	28298.1	inf	0.2116149	0.334444	0.255674	0.156862	0.25302	45892.3	338731	106219	46359	420198	938222	241058.2
2415	1	-1792.39	-1399.85	-392.541	0.000131802	0.681341	0.00185436	0.0418408	0.217977	0.0568549	3748.1	5837.43	8492.46	27278.3	inf	0.3556508	0.319072	0.279845	0.142372	0.258711	92696.3	98734.8	32452.2	119941	132420	998615	150360.1
2416	0	-1780.26	-1393.05	-387.207	0.0542425	0.66571	0.0275503	0.0190659	0.196858	0.0365732	105.426	9769.37	15095.4	26785.3	inf	0.2116149	0.334444	0.255674	0.156862	0.25302	13891.9	988949	106219	83770.1	420198	938222	241058.2
2417	1	-1800.74	-1402.57	-398.167	0.000266217	0.68125	0.00185411	0.0418352	0.217948	0.0568472	4706.53	6178.99	13268.2	27183.4	inf	0.3556508	0.328577	0.265282	0.139723	0.266418	92696.3	161053	105769	225104	132420	998615	194775.8
2418	0	-1781.48	-1393.81	-387.67	0.0524359	0.643537	0.0266327	0.0184309	0.190302	0.0686617	102.36	9769.37	15842.1	26785.3	inf	0.2116149	0.342004	0.261454	0.137803	0.25874	19908.8	977340	56816.3	83770.1	266866	938222	241058.2
2419	1	-1791.82	-1402.52	-389.304	0.000309132	0.791068	0.00215299	0.0485791	0.0918795	0.0660111	2174.47	5523.87	9757.19	24137.5	inf	0.2574637	0.309045	0.249513	0.143804	0.297637	84385.6	161053	68872.3	180492	132420	998615	177385.7
2420	0	-1786.32	-1397.52	-388.795	0.0558648	0.68562	0.0283743	0.0196362	0.202746	0.00775909	118.986	12444.7	18346.2	31136	inf	0.2116149	0.338459	0.258744	0.146739	0.256058	20627.9	977340	419831	83770.1	124838	624506	187533.9
2421	1	-1801.89	-1406.08	-395.81	0.000713288	0.517913	0.0049678	0.112091	0.212002	0.152313	2240.36	8171.92	12397.5	29668.4	inf	0.2574637	0.332365	0.268341	0.154655	0.244638	366338	161053	68872.3	159733	132420	998615	234598.5
