Iteration	Replicate_ID	Posterior	Likelihood	Prior	pop_size[1]	pop_size[2]	pop_size[3]	pop_size[4]	pop_size[5]	pop_size[6]
2594	0	-1764.89	-1390.5	-374.388	3486.61	124160	46688.8	105869	93528.1	511578
2595	1	-1814.09	-1420.49	-393.598	375988	105903	32906.4	232874	97728.4	880177
2596	0	-1769.64	-1393.14	-376.503	3486.61	124160	56535.3	217855	68411.9	929590
2597	1	-1808.85	-1412.39	-396.46	308302	447113	69788.1	232874	97728.4	880177
2598	0	-1769.12	-1393.36	-375.759	12247	236540	167729	147132	49047.2	153391
2599	1	-1806.39	-1405.99	-400.397	308302	216280	98864.4	232874	69829.9	880177
2600	0	-1778.05	-1394.67	-383.384	7314.17	236540	148374	173478	49047.2	74052.2
2601	1	-1808.28	-1408.13	-400.148	308302	809578	98864.4	411955	69829.9	880177
2602	0	-1782.29	-1401.11	-381.187	7314.17	236540	148374	173478	49047.2	104106
2603	1	-1804.17	-1405.49	-398.675	388979	566170	74887.2	411955	69829.9	880177
2604	0	-1778.75	-1399.42	-379.33	7314.17	189640	250764	152011	60116.2	104106
2605	1	-1800.54	-1406.84	-393.697	194256	599790	22807.9	304734	69829.9	880177
2606	0	-1779.55	-1401.13	-378.421	7314.17	189640	250764	111021	60116.2	416801
2607	1	-1804.19	-1406.21	-397.98	194256	599790	22807.9	250268	69829.9	662493
2608	0	-1771.76	-1393.29	-378.469	11924.7	88786.8	250764	110661	44906.2	120007
2609	1	-1800.38	-1405.38	-395.003	467533	357013	24828.8	438284	69829.9	862032
2610	0	-1773.92	-1390.93	-382.988	61073.1	60971.4	453753	67766	44906.2	645549
2611	1	-1806.62	-1404.95	-401.667	467533	287545	46680.2	438284	353355	862032
2612	0	-1773.96	-1389.48	-384.478	61073.1	160621	453753	67766	48253.6	645549
2613	1	-1805.95	-1402.67	-403.288	467533	245312	99319.6	174178	555953	607520
2614	0	-1771.05	-1389.79	-381.252	25729.4	160621	216437	67766	48253.6	335201
2615	1	-1806.48	-1405.48	-401	467533	245312	99319.6	234016	223285	607520
2616	0	-1769.61	-1391.42	-378.189	34494.9	88394.3	308871	67766	48253.6	286883
2617	1	-1810.13	-1406.34	-403.783	823230	252063	99599.4	234016	175138	607520
2618	0	-1766.41	-1388.57	-377.841	61830.4	51523.9	340445	10946.3	57572.8	483701
2619	1	-1807.39	-1408.73	-398.661	651610	336212	25076.1	234016	213341	607520
2620	0	-1767.74	-1390.49	-377.252	61830.4	18804.1	317867	46766.9	80391.6	237532
2621	1	-1806.43	-1407.4	-399.026	459636	336212	24919.2	406244	282874	867826
2622	0	-1768.6	-1390.49	-378.111	61830.4	51420.9	317867	95924.7	80391.6	287560
2623	1	-1814.51	-1409.26	-405.253	857122	476174	24919.2	406244	102506	867826
2624	0	-1767.65	-1390.13	-377.52	61830.4	26445.2	317867	95924.7	80391.6	74797.6
2625	1	-1801.86	-1403.81	-398.051	344465	328216	103477	339208	102506	867826
2626	0	-1770.96	-1391.1	-379.854	48880.7	26445.2	133446	95924.7	93494.6	138758
2627	1	-1797.2	-1402.33	-394.871	93297.2	328216	45325	339208	137630	867826
2628	0	-1773.74	-1388.74	-384.994	48880.7	38865.4	133446	62971.9	221008	791655
2629	1	-1789.63	-1401.43	-388.196	257849	328216	19729.4	218464	137630	867826
2630	0	-1775.08	-1392.29	-382.799	48880.7	38865.4	133446	62971.9	221008	791655
2631	1	-1791.52	-1403.12	-388.4	193001	429861	19729.4	218464	71714.2	941737
2632	0	-1774.82	-1391.6	-383.219	62704.2	19454.9	65744.5	49352.5	221008	791655
2633	1	-1795.43	-1405.53	-389.903	372543	196147	41337.7	218464	71714.2	880768
2634	0	-1773.14	-1388.09	-385.048	62704.2	110390	65744.5	49352.5	221008	615228
2635	1	-1798.8	-1406.27	-392.525	121879	196147	116276	218464	167129	880768
2636	0	-1765.13	-1388.79	-376.34	18767.9	62377.2	154664	49352.5	133818	353012
2637	1	-1798.74	-1407.97	-390.765	72963.4	388636	116276	218464	95556.1	276345
2638	0	-1770.99	-1389.34	-381.651	18767.9	62377.2	154664	58913.3	182230	353012
2639	1	-1794.97	-1404.95	-390.025	58129.7	251897	325031	218464	95556.1	276345
2640	0	-1779.61	-1393.01	-386.596	35244.9	95068.4	151922	111869	182230	521414
2641	1	-1806.35	-1407.89	-398.463	58129.7	591124	325031	387048	95556.1	372735
2642	0	-1779.32	-1395.16	-384.163	32478.3	37741.9	151922	111869	182230	521414
2643	1	-1819.38	-1416.69	-402.687	146644	267670	325031	387048	60482.4	112041
2644	0	-1780.6	-1396.15	-384.456	128404	62066.8	151922	57693.2	182230	521414
2645	1	-1816.89	-1412.87	-404.025	135598	267670	947612	222427	60482.4	71971.9
2646	0	-1784.33	-1396.99	-387.336	112517	153984	204247	55210.1	146106	521414
2647	1	-1808.27	-1409.19	-399.083	104958	267670	947612	80225.6	60482.4	384115
2648	0	-1798.03	-1394.51	-403.529	203457	82639.9	314880	155374	146106	521414
2649	1	-1803.25	-1407.42	-395.83	52205.4	267670	947612	80225.6	60482.4	312470
2650	0	-1795.11	-1394.53	-400.579	254002	82639.9	314880	622394	133659	521414
2651	1	-1812.89	-1411.14	-401.755	62411.7	709649	309266	340856	60482.4	312470
2652	0	-1789.56	-1395.17	-394.383	167664	75266.7	90626	572247	53951.2	412642
2653	1	-1805.66	-1410.25	-395.406	62411.7	289846	309266	77897.8	60482.4	554080
2654	0	-1795.73	-1395.49	-400.232	167664	168406	90626	572247	53951.2	342707
2655	1	-1806.06	-1409.66	-396.4	62411.7	243860	186338	95432.5	63024	554080
2656	0	-1792.99	-1397.28	-395.704	167664	230784	90626	142711	121987	342707
2657	1	-1796.6	-1409.4	-387.203	62411.7	184806	81874.5	101981	39558.2	554080
2658	0	-1787.27	-1395.97	-391.3	37720.4	230784	90626	142711	121987	234504
2659	1	-1799.25	-1410.48	-388.766	123329	85418.1	81874.5	208884	50037.8	174498
2660	0	-1794.38	-1395.18	-399.205	103971	435942	90626	498413	121987	39331.1
2661	1	-1802.41	-1408.87	-393.54	123329	224497	250011	208884	50037.8	673589
2662	0	-1799.72	-1394.68	-405.039	628697	185511	460890	170003	121987	170208
2663	1	-1787.79	-1404.37	-383.423	53671.5	224497	54843.6	140912	50037.8	699608
2664	0	-1803.28	-1396.46	-406.82	628697	201914	460890	305686	121987	170208
2665	1	-1782.61	-1401.42	-381.187	53671.5	224497	11242.8	140912	95365.4	699608
2666	0	-1802.22	-1395.47	-406.749	628697	397761	255123	493155	121987	153416
2667	1	-1789.88	-1403.11	-386.779	94452.9	224497	48429.1	140912	181664	699608
2668	0	-1808.44	-1401.76	-406.681	432517	154678	254845	170854	121987	453577
2669	1	-1794.82	-1405.79	-389.032	94452.9	224497	63261.4	353364	192283	563102
2670	0	-1797.92	-1397.24	-400.677	510133	154678	207833	225017	128884	453577
2671	1	-1795.83	-1405.71	-390.122	94452.9	224497	46612.3	180200	43150.4	563102
2672	0	-1793.54	-1394.56	-398.978	658467	154678	137166	225017	128884	453577
2673	1	-1801.82	-1407.17	-394.648	442697	266882	95412.8	180200	87698.5	563102
2674	0	-1792.52	-1392.31	-400.208	658467	154678	213117	225017	117544	484481
2675	1	-1813.27	-1411.27	-402	279819	141718	106713	180200	195235	759884
2676	0	-1794.87	-1393.94	-400.933	658467	183348	305263	208917	92839.3	698946
2677	1	-1802.66	-1408.29	-394.369	262351	141718	108400	90274.1	55570.5	123150
2678	0	-1783.87	-1390.66	-393.203	711515	74444.5	116648	114924	82001.8	284758
2679	1	-1802.82	-1407.75	-395.067	142288	141718	212433	90274.1	107277	350415
2680	0	-1780.52	-1391.96	-388.555	711515	56620.4	195413	114924	33597.1	96135
2681	1	-1800.78	-1408.23	-392.556	142288	305670	99140.9	100804	107277	906637
2682	0	-1785.75	-1395.04	-390.711	248163	56620.4	195413	229178	113259	96135
2683	1	-1799.55	-1408.3	-391.255	90257.6	305670	99140.9	78056.6	107277	906637
2684	0	-1784.73	-1391.39	-393.338	248163	84839.8	195413	229178	113259	169027
2685	1	-1809.17	-1414.62	-394.554	105211	510945	99140.9	78056.6	131823	906637
2686	0	-1787.23	-1393.49	-393.745	248163	84839.8	195413	229178	113259	59480.9
2687	1	-1800.52	-1408.74	-391.774	105211	96714.8	96520	78056.6	223807	906637
2688	0	-1791.54	-1395.82	-395.715	267255	84839.8	195413	88204	258887	112738
2689	1	-1805.22	-1411.4	-393.821	63724.2	300264	152991	117857	535175	906637
2690	0	-1791.44	-1395.14	-396.305	267255	270664	195413	88204	82543.7	280411
2691	1	-1795.8	-1410.56	-385.242	33917.2	31145.5	152991	117857	152873	586848
2692	0	-1785.06	-1394.25	-390.813	83420.7	151837	195413	88204	200443	234497
2693	1	-1790.45	-1410.5	-379.948	77272.8	31145.5	152991	117857	152873	470243
2694	0	-1793.87	-1395.78	-398.088	106989	151837	161457	86815.8	200443	368231
2695	1	-1799.09	-1408.52	-390.57	117793	45159.2	494881	117857	238390	656034
2696	0	-1787.2	-1392.34	-394.855	152254	126340	217540	86815.8	166914	368231
2697	1	-1796.21	-1408.23	-387.983	117793	28451.9	84171.8	413904	238390	280982
2698	0	-1782.06	-1391.01	-391.056	106713	126340	217540	125681	73683.5	510556
2699	1	-1803.85	-1411.61	-392.239	117793	33249.3	213864	502159	238390	280982
2700	0	-1791.37	-1396.02	-395.35	126269	285148	217540	78039	120054	458121
2701	1	-1805.7	-1414.19	-391.516	117793	79163	330079	162745	175987	284780
2702	0	-1792.4	-1398.51	-393.899	259913	280960	77107.7	78039	120054	350524
2703	1	-1808.77	-1412.97	-395.796	185688	116185	104588	162745	175987	145973
2704	0	-1792.54	-1396.62	-395.912	184420	280960	223948	115241	120054	272816
2705	1	-1796.52	-1409.26	-387.256	125632	116185	104588	162745	80930.6	242867
2706	0	-1783.34	-1393.85	-389.489	163186	109161	67486.1	115241	117485	272816
2707	1	-1789.77	-1404.69	-385.083	81047.1	116185	104588	113760	67870.8	51388.8
2708	0	-1791.05	-1393.26	-397.792	163186	147177	129602	115241	272689	838684
2709	1	-1797.84	-1412.81	-385.039	109864	31641.8	104588	113760	44284.9	51388.8
2710	0	-1788.15	-1392.52	-395.628	163186	147177	129602	115241	149179	838684
2711	1	-1792.52	-1413.3	-379.225	109864	34305.4	103617	113760	85095.5	916466
2712	0	-1788.28	-1395.03	-393.244	163186	147177	188052	237979	160986	654670
2713	1	-1794.36	-1409.73	-384.63	129522	49062	125517	113760	65486.4	916466
2714	0	-1782.09	-1391.26	-390.827	63226.4	463879	61256.3	237979	73553.4	833182
2715	1	-1785	-1404.61	-380.394	119569	19912.2	229405	101145	61751.3	972259
2716	0	-1785.52	-1394.16	-391.366	63226.4	282690	136727	237979	73553.4	833182
2717	1	-1802.03	-1405.92	-396.111	297000	15070	758338	101145	61751.3	874890
2718	0	-1783.07	-1392.33	-390.734	86725.6	282690	136727	306155	73990.2	951547
2719	1	-1801.95	-1407.78	-394.167	297000	15070	758338	259910	61751.3	874890
2720	0	-1787.55	-1397.79	-389.756	89543.9	282690	136727	202128	73990.2	951547
2721	1	-1800.98	-1407.41	-393.574	297000	15070	758338	259910	77246.8	652930
2722	0	-1794.22	-1398.34	-395.877	48305.9	233970	136727	841585	73990.2	951547
2723	1	-1808.3	-1407.71	-400.585	297000	92393.9	758338	853089	65960.6	684712
2724	0	-1788.8	-1397.57	-391.237	19866.2	462914	136727	296685	73990.2	922107
2725	1	-1803.28	-1410.01	-393.261	297000	37508.5	360712	253618	65960.6	625719
2726	0	-1790.89	-1397.15	-393.741	44141.5	462914	136727	246643	73990.2	922107
2727	1	-1799.96	-1407.15	-392.811	297000	37508.5	293649	268940	65960.6	625719
2728	0	-1794.28	-1398.07	-396.213	44141.5	546783	90472.9	234554	165681	922107
2729	1	-1804.96	-1406.68	-398.274	297000	37508.5	293649	441822	250596	674559
2730	0	-1796.98	-1401.91	-395.067	67024	546783	90472.9	166855	276846	109590
2731	1	-1808.99	-1408.36	-400.622	297000	37508.5	293649	88374.3	130909	120881
2732	0	-1788.72	-1396.02	-392.701	67024	525596	143795	257697	276846	109590
2733	1	-1797.96	-1404.05	-393.906	294586	35249.4	293649	88374.3	147467	59193.5
2734	0	-1791.12	-1399.06	-392.066	161230	160343	122733	149944	276846	262443
2735	1	-1795.35	-1405.01	-390.341	196053	35249.4	293649	88374.3	87287.8	140926
2736	0	-1790.4	-1398.16	-392.245	329902	160343	122733	153191	276846	262443
2737	1	-1790.33	-1401.82	-388.507	71814.7	35249.4	293649	72409	46774.1	140926
2738	0	-1795.44	-1395.89	-399.547	149362	160343	136617	153191	276846	592016
2739	1	-1796.57	-1406.08	-390.487	59644.2	40292.7	179231	172070	248186	219835
2740	0	-1795.69	-1396.64	-399.051	149362	280721	136617	153191	324989	592016
2741	1	-1798.42	-1403.45	-394.97	114518	40292.7	269705	172070	248186	219835
2742	0	-1786.89	-1393.94	-392.94	151708	300418	118763	153191	71323.8	592016
2743	1	-1797.45	-1403.94	-393.51	114518	70133.2	189722	172070	93804.1	275501
2744	0	-1792.54	-1394.1	-398.438	151708	927030	118763	169019	114498	764901
2745	1	-1801.66	-1406.78	-394.876	313120	193436	132282	172070	93804.1	607526
2746	0	-1791.49	-1392.65	-398.839	151708	927030	118763	169019	114498	764901
2747	1	-1803.95	-1410.11	-393.84	227368	189229	132282	296080	63248.8	997913
2748	0	-1794.17	-1391	-403.176	151708	927030	384757	169019	211069	764901
2749	1	-1802.44	-1407.86	-394.581	227368	113085	75434.2	296080	59633	682113
2750	0	-1795.23	-1397.38	-397.85	104520	200948	384757	190099	311407	764901
2751	1	-1812.01	-1409.96	-402.049	227368	220641	198879	296080	93403.9	682113
2752	0	-1790.71	-1396.12	-394.582	24514.2	504964	384757	190099	311407	764901
2753	1	-1806.34	-1408.77	-397.573	228301	126582	198879	296080	90867.7	755119
2754	0	-1786.57	-1392.5	-394.066	11478.2	504964	145244	174906	355498	764901
2755	1	-1814.11	-1410.19	-403.918	447998	227024	198879	195420	127539	755119
2756	0	-1776.87	-1394.88	-381.995	17277.2	159782	91614.9	125335	53495.1	291244
2757	1	-1806.79	-1405.36	-401.433	212770	227024	198879	74828.2	220045	755119
2758	0	-1780.36	-1396.44	-383.918	17495.8	231795	130028	247463	152272	576197
2759	1	-1804.44	-1405.42	-399.014	713962	264077	431978	74828.2	117807	365630
2760	0	-1775.39	-1392.47	-382.922	17495.8	158499	85191.8	115208	152272	576197
2761	1	-1806.97	-1409.97	-397.004	797014	264077	431978	84749.3	75746.6	365630
2762	0	-1776.21	-1393.08	-383.127	23237.2	158499	85191.8	115208	152272	700412
2763	1	-1803.7	-1410.59	-393.113	222567	136433	431978	28099.7	75746.6	895607
2764	0	-1768.48	-1391	-377.475	23237.2	158499	85191.8	115208	51557.1	45540.2
2765	1	-1808.94	-1407.88	-401.064	222567	236122	121482	92137.5	107803	895607
2766	0	-1776.23	-1394.43	-381.798	23237.2	196328	77366.2	115208	51557.1	28693.6
2767	1	-1807.89	-1409.55	-398.337	280453	328457	121482	92137.5	199849	872851
2768	0	-1793.13	-1400.67	-392.465	23237.2	453928	423924	115208	51557.1	43725.6
2769	1	-1804.6	-1407.67	-396.924	159559	328457	214937	92137.5	199849	872851
2770	0	-1778.68	-1394.56	-384.118	23237.2	258220	423924	124917	51557.1	43725.6
2771	1	-1807.39	-1404.8	-402.582	410611	560978	214937	92137.5	199849	297827
2772	0	-1778.52	-1394.05	-384.469	14547.6	284233	423924	115651	51557.1	33672.4
2773	1	-1808.06	-1404.87	-403.19	410611	560978	161189	64936.2	199849	624083
2774	0	-1782.61	-1393.23	-389.374	14162.6	178970	304156	224038	51557.1	118351
2775	1	-1806.13	-1404.8	-401.324	365241	560978	161189	64936.2	199849	624083
2776	0	-1787.07	-1397.45	-389.629	7148.41	752623	309211	382270	51557.1	457817
2777	1	-1808.9	-1406.32	-402.588	780468	560978	100613	64936.2	199849	956645
2778	0	-1782.75	-1395.95	-386.8	7148.41	151537	249856	462558	51557.1	176395
2779	1	-1815.2	-1414.39	-400.812	780468	443000	23739.9	64936.2	200267	956645
2780	0	-1782.13	-1393.55	-388.578	7148.41	250670	302056	352351	115210	128738
2781	1	-1809.26	-1410.19	-399.064	780468	443000	37474.2	75691.4	136953	790914
2782	0	-1783.16	-1394.28	-388.877	7148.41	250670	302056	480750	115210	68623.7
2783	1	-1802.36	-1407.56	-394.8	304801	443000	37474.2	182197	136953	291460
2784	0	-1781.13	-1394.76	-386.367	10224.8	528889	254577	480750	90179.8	485758
2785	1	-1810.56	-1408.18	-402.372	584001	443000	30237.2	339693	136953	267207
2786	0	-1769.8	-1393.76	-376.04	3054.04	135120	254577	114905	97640	485758
2787	1	-1800.9	-1407.4	-393.496	719851	169261	33679.2	339693	136953	267207
2788	0	-1764.8	-1392.44	-372.364	5538.8	48405.3	254577	189353	97640	485758
2789	1	-1804.76	-1405.99	-398.779	391908	160708	26776.6	339693	66400.3	267207
2790	0	-1765.35	-1392.23	-373.117	5538.8	60415.1	254577	189353	97640	379037
2791	1	-1805.34	-1406.07	-399.271	391908	227988	17414	134764	82106.8	530392
2792	0	-1769.24	-1392.13	-377.107	5538.8	151941	254577	189353	97640	379037
2793	1	-1798.95	-1406.22	-392.731	391908	227988	17414	96125	67426	264842
2794	0	-1771.69	-1392.67	-379.019	9820.21	110602	185802	189353	97640	379037
2795	1	-1802.09	-1408.47	-393.621	642992	432817	13722.4	345434	67426	749437
2796	0	-1778.54	-1391.85	-386.694	44688.5	110602	86210.1	189353	97640	622604
2797	1	-1799.28	-1404.25	-395.022	642992	432817	16536.2	345434	111827	980440
2798	0	-1780.14	-1395.14	-384.996	11299.1	110602	129867	236478	76064.2	107523
2799	1	-1791.91	-1403.61	-388.294	627064	283916	11136.3	273448	93727.2	708734
2800	0	-1770.26	-1392.77	-377.487	11299.1	133987	129867	236478	36083.5	197128
2801	1	-1792.68	-1403.9	-388.788	693029	283916	11136.3	121462	93727.2	708734
2802	0	-1772.72	-1393.97	-378.75	44532.2	88730.6	129867	127203	36083.5	197128
2803	1	-1790.59	-1403.54	-387.05	192615	283916	14645.8	121462	93727.2	708734
2804	0	-1767.97	-1389.64	-378.326	26132.7	87691.7	129867	127203	106059	849756
2805	1	-1789.65	-1401.91	-387.732	332161	195019	14645.8	109164	93727.2	708734
2806	0	-1783.43	-1391.16	-392.27	41246	89145.1	755413	127203	129733	849756
2807	1	-1789	-1401.63	-387.367	332161	195019	33768.4	80179.3	117078	740189
2808	0	-1776.78	-1391.01	-385.778	32269.7	89145.1	663977	156068	129733	849756
2809	1	-1790.77	-1401.59	-389.185	124341	175071	33768.4	52409.2	99845.8	903842
2810	0	-1783.3	-1389.8	-393.496	73626	89145.1	817495	373239	90705.3	453792
2811	1	-1795.94	-1404.61	-391.332	124341	156940	33768.4	52409.2	225333	156786
2812	0	-1779.45	-1386.88	-392.579	47935.7	71316.6	817495	336018	90705.3	974610
2813	1	-1803.81	-1406.47	-397.347	101714	235417	192093	52409.2	253344	910530
2814	0	-1782.26	-1389.28	-392.98	32155.7	71316.6	267955	459182	90705.3	974610
2815	1	-1805.28	-1405.33	-399.948	209425	232914	200528	294365	253344	910530
2816	0	-1778.16	-1386.52	-391.647	32155.7	122470	267955	113336	93902.2	974610
2817	1	-1804.44	-1406.64	-397.804	114404	294042	99542.3	305590	253344	910530
2818	0	-1779.39	-1388.61	-390.783	32155.7	52788	267955	113336	93681.1	507878
2819	1	-1802.32	-1404.34	-397.975	114404	294042	99542.3	165121	141990	910530
2820	0	-1766.34	-1388.38	-377.967	32155.7	52788	267955	113336	49132.1	507878
2821	1	-1798.49	-1403.93	-394.56	239172	245040	62651.3	165121	195640	910530
2822	0	-1776.88	-1386.72	-390.16	18882.7	142499	267955	496162	170740	507878
2823	1	-1796.07	-1405.45	-390.624	239172	96784.5	62651.3	165121	195640	910530
2824	0	-1782.61	-1390.34	-392.274	50576.2	142499	293045	496162	170740	263204
2825	1	-1803.61	-1406	-397.611	236706	96784.5	62651.3	123129	375518	910530
2826	0	-1779.73	-1388.95	-390.782	25957.1	99450.4	183231	813595	101451	172662
2827	1	-1802.56	-1405.52	-397.042	408650	96784.5	170901	123129	375518	890567
2828	0	-1781.7	-1390.23	-391.47	25957.1	86416.9	362383	971015	60669.8	335045
2829	1	-1798.85	-1406.64	-392.215	408650	106875	39616.5	134403	375518	891945
2830	0	-1783.29	-1391.62	-391.67	25957.1	86416.9	362383	971015	87695.5	335045
2831	1	-1799.67	-1407.76	-391.913	408650	73846.3	44242.7	134403	104422	733765
2832	0	-1783.12	-1392.34	-390.784	61510	86416.9	132238	432773	369009	814937
2833	1	-1808.47	-1410.11	-398.357	408650	73846.3	114986	137555	371304	392690
2834	0	-1780.61	-1392.56	-388.05	29589.9	86416.9	338307	432773	119177	814937
2835	1	-1806.66	-1407.73	-398.933	408650	73846.3	74322.1	226776	157281	392690
2836	0	-1778.75	-1391.26	-387.491	29589.9	51134.6	338307	472638	119177	567754
2837	1	-1807.47	-1406.26	-401.211	679365	73846.3	74322.1	226776	730718	392690
2838	0	-1780.49	-1392.09	-388.401	12152.7	51134.6	338307	472638	119177	567754
2839	1	-1798.94	-1407.13	-391.813	679365	14437.6	150300	211200	366919	392690
2840	0	-1782.26	-1390.17	-392.087	98527	51134.6	371094	306152	186848	500495
2841	1	-1795.98	-1404.83	-391.149	375522	14437.6	145782	259889	222230	857213
2842	0	-1780.53	-1391.98	-388.542	42514.3	51134.6	371094	306152	260196	675284
2843	1	-1794.04	-1403.63	-390.407	375522	14437.6	79052.3	259889	138428	857213
2844	0	-1777.95	-1389.4	-388.553	42514.3	51134.6	371094	819014	259440	675284
2845	1	-1797.96	-1406.42	-391.533	398043	14437.6	79052.3	259889	138428	857213
2846	0	-1780.52	-1395.42	-385.098	17644.4	42604.1	115755	819014	259440	675284
2847	1	-1796.98	-1404.33	-392.645	398043	16524	47329.1	180199	154400	511178
2848	0	-1787.41	-1393.47	-393.937	17644.4	42604.1	273884	819014	259440	675284
2849	1	-1798.42	-1407.96	-390.468	387520	19963.5	221359	180199	81127.7	282984
2850	0	-1779.07	-1391.41	-387.662	17644.4	49217.5	254336	819014	125249	290174
2851	1	-1803.33	-1407.02	-396.305	387520	45774.1	241657	255003	106545	886987
2852	0	-1784.13	-1396.87	-387.262	9867.11	49217.5	256793	582020	293810	290174
2853	1	-1811.17	-1410.29	-400.878	387520	39805.8	241657	255003	106545	770535
2854	0	-1781.7	-1395.44	-386.255	16214.6	64640.6	256793	277234	184970	290174
2855	1	-1801.92	-1413.93	-387.997	442706	22316.2	269529	255003	106545	770535
2856	0	-1777.03	-1395.03	-382.006	6591.79	172876	256793	277234	104623	290174
2857	1	-1812.38	-1411.75	-400.631	442706	22316.2	381067	255003	48388.1	336284
2858	0	-1774.38	-1393.3	-381.081	6591.79	148539	256793	288118	104623	290174
2859	1	-1808.16	-1409.09	-399.076	442706	22316.2	109495	255003	44725.8	336284
2860	0	-1783.28	-1395.86	-387.422	13694.4	160974	256793	153231	166526	174920
2861	1	-1796.52	-1405.52	-391.001	841533	16016	368272	79103	87830.1	336284
2862	0	-1768.99	-1394.3	-374.695	6010.56	160974	111505	125039	62314.6	174920
2863	1	-1791.95	-1405.84	-386.105	215055	56510.8	202261	102550	121757	270667
2864	0	-1777.46	-1395.2	-382.256	15420.6	321743	79638.8	277815	138004	174920
2865	1	-1794.89	-1404.56	-390.334	856300	56510.8	90506.7	87437.5	76684.8	516805
2866	0	-1773.29	-1394.78	-378.507	9469.83	321743	52411	126945	138004	824626
2867	1	-1804.13	-1406.12	-398.009	856300	19462.5	499324	87437.5	76684.8	509993
2868	0	-1776.64	-1394.94	-381.703	13581.5	133863	247568	126945	128036	824626
2869	1	-1805.24	-1408.66	-396.58	856300	63525.5	100223	209313	103249	942147
2870	0	-1775.01	-1393.49	-381.514	21778.7	244316	86164.7	126945	227197	729999
2871	1	-1801.13	-1406.06	-395.066	458319	63525.5	100223	209313	145416	559849
2872	0	-1765.68	-1393.43	-372.25	7255.3	244316	86164.7	171691	56368.9	729999
2873	1	-1804.91	-1410.09	-394.829	324328	63525.5	100223	168620	145416	559849
2874	0	-1769.4	-1392.01	-377.387	5613.12	244316	86164.7	171691	56368.9	729999
2875	1	-1805.72	-1409.19	-396.528	748319	63525.5	100223	168620	145416	213339
2876	0	-1773.59	-1394.18	-379.409	15881.1	105175	120543	373001	41953.6	748545
2877	1	-1809.25	-1411.63	-397.617	848269	63525.5	100223	206979	145416	213339
2878	0	-1771.71	-1394.28	-377.431	15881.1	105175	120543	454122	28326.4	748545
2879	1	-1802.16	-1406.24	-395.916	788660	63525.5	127277	165118	145416	39630.6
2880	0	-1770.23	-1397.4	-372.829	15881.1	105175	58259.9	137250	28326.4	748545
2881	1	-1804.32	-1407.02	-397.3	788660	63525.5	95045.4	68211.8	264413	120202
2882	0	-1769.45	-1395.59	-373.858	29614.4	105175	157425	204469	47545.6	353474
2883	1	-1805.17	-1411.61	-393.551	788660	58469	85072.2	68211.8	264413	120202
2884	0	-1776.73	-1392.34	-384.388	3183.16	83592	346630	412876	47545.6	616856
2885	1	-1821.9	-1414.13	-407.767	788660	89370	317262	403867	264413	120202
2886	0	-1773.86	-1394.33	-379.533	3183.16	178160	430737	760521	47545.6	271408
2887	1	-1813.23	-1412	-401.233	406258	89370	176009	403867	109118	28223.1
2888	0	-1772.36	-1394.65	-377.713	2630.79	178160	178050	866763	47545.6	426897
2889	1	-1814.52	-1410.91	-403.608	877255	40854.3	332513	327967	52680.5	58383.2
2890	0	-1767.77	-1394.14	-373.631	2630.79	118463	178050	723806	28768.5	426897
2891	1	-1812.54	-1409.63	-402.907	877255	40854.3	163513	268418	115172	58383.2
2892	0	-1771.24	-1391.45	-379.797	3404.05	187546	343830	411559	86069.1	150270
2893	1	-1810.12	-1409.43	-400.687	877255	40854.3	435138	268418	62277.9	145274
2894	0	-1770.7	-1393.71	-376.989	3404.05	187546	192962	73395.6	91744	770636
2895	1	-1808.96	-1408.36	-400.594	877255	40854.3	435138	395708	62277.9	37390.2
2896	0	-1770.79	-1393.24	-377.544	3404.05	289444	192962	73395.6	80195.4	770636
2897	1	-1802.99	-1405.89	-397.099	359890	27919.4	338401	310957	62277.9	37390.2
2898	0	-1772.71	-1396.14	-376.565	3404.05	289444	579298	73395.6	145095	956946
2899	1	-1797.58	-1402.82	-394.763	359890	27919.4	321696	322724	62277.9	149674
2900	0	-1771.07	-1393.7	-377.369	3170.29	239342	579298	29099.8	145095	942338
2901	1	-1795.69	-1401.22	-394.472	359890	45836.1	321696	340081	62277.9	149674
2902	0	-1781.13	-1397.33	-383.804	3170.29	239342	579298	35313.6	407668	942338
2903	1	-1796.52	-1403.53	-392.994	359890	45836.1	321696	59578.8	62277.9	69893.9
2904	0	-1776.15	-1390.76	-385.394	3015.91	750858	572094	145768	147763	942338
2905	1	-1787.74	-1405.17	-382.576	359890	59225.4	82249.6	59578.8	62277.9	411612
2906	0	-1778.59	-1390.57	-388.024	27468.7	453533	414320	127400	147763	942338
2907	1	-1795.73	-1402.7	-393.026	358868	22636.3	213678	309885	127816	63214
2908	0	-1777.79	-1393.75	-384.042	7158.25	453533	641207	127400	147763	942338
2909	1	-1789.94	-1401.28	-388.656	358868	22636.3	213678	64045	34752.9	63214
2910	0	-1774.02	-1392.03	-381.992	7158.25	172437	570303	127400	74038.7	725713
2911	1	-1787.37	-1402.79	-384.574	248908	21294.3	121339	64045	34752.9	34295.2
2912	0	-1774.15	-1392.62	-381.532	7158.25	172437	541281	67267.5	74038.7	725713
2913	1	-1791.46	-1406.1	-385.361	302985	26177.6	235588	70356.3	34752.9	34156.2
2914	0	-1777.42	-1393.19	-384.229	7158.25	172437	504282	32563.6	83639.6	725713
