Iteration	Replicate_ID	Posterior	Likelihood	Prior	pop_size[1]	pop_size[2]	pop_size[3]	pop_size[4]	pop_size[5]	pop_size[6]
1602	0	-1797.27	-1396.11	-401.16	579096	154327	83426.5	443798	89106.3	495495
1603	1	-1808.9	-1414.16	-394.741	206100	197410	658133	135406	29892.9	559304
1604	0	-1791.22	-1392.86	-398.36	387826	154327	39752.1	315046	222168	495495
1605	1	-1809.51	-1416.34	-393.17	378518	197410	658133	128300	29892.9	559304
1606	0	-1786.63	-1393.83	-392.792	387826	154327	29114.7	315046	148582	495495
1607	1	-1814.25	-1415.04	-399.216	611152	260100	474665	128300	31544.4	644777
1608	0	-1783.57	-1391.95	-391.62	171248	226213	25911.2	238929	148582	73103.5
1609	1	-1809.97	-1411.92	-398.049	830955	109344	474665	128300	71108.1	644777
1610	0	-1786.05	-1394.37	-391.675	370060	226213	25911.2	238929	148582	305526
1611	1	-1804.83	-1409.37	-395.452	830955	109344	360586	113597	39727.3	644777
1612	0	-1785.57	-1393.7	-391.868	370060	169331	25911.2	564857	113631	582515
1613	1	-1808.38	-1407.11	-401.27	830955	109344	360586	419311	87782.3	644777
1614	0	-1781.8	-1392.35	-389.453	95230.4	169331	22541.4	564857	113631	799372
1615	1	-1811.64	-1409.88	-401.766	830955	48371.6	565243	419311	87782.3	644777
1616	0	-1789.84	-1394.28	-395.565	95230.4	77954.5	35521.1	613537	246656	799372
1617	1	-1805.97	-1406.6	-399.364	431544	48371.6	365291	419311	87782.3	644777
1618	0	-1768.31	-1389.62	-378.691	195796	64635.2	15805.1	539566	76212.5	421187
1619	1	-1801.53	-1407.17	-394.36	572311	48371.6	365291	419311	80318.7	297086
1620	0	-1770.75	-1389.39	-381.364	195796	61560.3	7644.72	636299	73135.6	137336
1621	1	-1804.08	-1407.3	-396.776	651813	185150	365291	136367	80318.7	297086
1622	0	-1769.71	-1392.63	-377.087	126926	194783	11626.7	516792	73135.6	181996
1623	1	-1817.49	-1412.67	-404.823	651813	185150	365291	486389	80318.7	288673
1624	0	-1773.98	-1392.27	-381.713	126926	194783	7395.77	572289	23298	181996
1625	1	-1806.07	-1403.06	-403.009	651813	503571	159714	280163	56043.9	323694
1626	0	-1790.59	-1395.94	-394.648	240845	194783	38849.1	264196	109509	255772
1627	1	-1811.42	-1405.49	-405.931	651813	503571	283003	280163	56043.9	174970
1628	0	-1789.88	-1396.68	-393.202	201938	194783	29936.8	264196	109509	680832
1629	1	-1818.59	-1410.41	-408.178	750662	503571	141890	198083	56043.9	804383
1630	0	-1792.99	-1396.13	-396.861	201938	194783	29220.8	715179	125418	530901
1631	1	-1809.4	-1408.22	-401.177	352889	503571	304891	198083	56043.9	804383
1632	0	-1795.75	-1396.68	-399.061	362423	321726	29220.8	715179	125418	530901
1633	1	-1806.75	-1402.87	-403.883	445442	503571	450474	198083	59498	804383
1634	0	-1794.88	-1397.82	-397.066	434607	287548	24323.7	220822	125418	794969
1635	1	-1804	-1405.73	-398.272	656899	291476	535806	56215.5	112516	161520
1636	0	-1788.11	-1397.81	-390.299	434607	287548	22513.5	220822	113734	794969
1637	1	-1804.67	-1405.34	-399.338	656899	118858	434962	56215.5	58569.7	815055
1638	0	-1788.17	-1397.1	-391.07	242851	287548	22513.5	220822	215614	794969
1639	1	-1801.37	-1404.66	-396.702	656899	118858	434962	18551.2	58569.7	692308
1640	0	-1790.69	-1391.21	-399.479	228192	419471	41974.9	726561	282732	794969
1641	1	-1813.27	-1409.77	-403.503	196463	118858	402391	53468.3	487420	581478
1642	0	-1793.28	-1392.41	-400.87	450024	253633	101447	383095	282732	794969
1643	1	-1798.31	-1402.3	-396.009	226539	118858	318329	53468.3	193363	931002
1644	0	-1778.65	-1388.62	-390.029	114198	253633	101447	374965	106231	794969
1645	1	-1806.4	-1406.59	-399.807	226539	118858	318329	53468.3	194124	931002
1646	0	-1773.88	-1390.25	-383.629	57903.2	107428	101447	225121	106231	794969
1647	1	-1803.29	-1405.72	-397.573	226539	262134	318329	53468.3	194124	931002
1648	0	-1787.56	-1388.1	-399.459	84244.1	83900.8	110240	482078	118346	794969
1649	1	-1802.41	-1403.12	-399.292	144082	131417	318329	53468.3	163391	931002
1650	0	-1769.96	-1387.66	-382.297	80002.5	166095	41035.7	160462	124868	794969
1651	1	-1804.2	-1405.08	-399.121	144082	131417	318329	162315	78713.2	793674
1652	0	-1775	-1387.98	-387.021	54635.3	106905	45820.9	160462	124868	794969
1653	1	-1806.74	-1407.55	-399.191	308499	155380	230212	162315	78713.2	785197
1654	0	-1774.12	-1389.45	-384.67	55087.3	362933	45820.9	160462	124868	851119
1655	1	-1807.11	-1410.18	-396.938	319657	155380	182221	175974	78713.2	785197
1656	0	-1770.17	-1389.04	-381.131	46284	151455	70364.9	160462	105280	787534
1657	1	-1817.29	-1409.46	-407.834	186448	155380	182221	175974	271833	131422
1658	0	-1779.54	-1390.66	-388.886	46284	151455	70364.9	140282	103003	304402
1659	1	-1809.05	-1407.94	-401.113	283149	155380	182221	170753	271833	194739
1660	0	-1778.43	-1389.37	-389.056	46284	151455	70364.9	140282	103003	269394
1661	1	-1796.61	-1405.1	-391.509	162526	61845.9	182221	273210	271833	825540
1662	0	-1778.74	-1389.85	-388.89	46284	204164	70364.9	140282	103003	675751
1663	1	-1799.13	-1405.79	-393.334	162526	48809.6	182221	273210	271833	375277
1664	0	-1782.87	-1391.1	-391.771	46284	204164	70364.9	101635	308905	675751
1665	1	-1804.16	-1408.45	-395.708	162526	48809.6	182221	476749	85563.3	808132
1666	0	-1788.58	-1390.19	-398.395	46284	692686	71808.2	101635	374319	710227
1667	1	-1790.18	-1405.71	-384.474	55767.1	48809.6	246338	564815	85563.3	726505
1668	0	-1794.77	-1394.28	-400.492	27263.4	692686	177477	184562	581902	710227
1669	1	-1792.5	-1407.2	-385.295	55767.1	48809.6	172211	564815	85563.3	726505
1670	0	-1800.78	-1397.66	-403.122	95792.4	692686	177477	227821	581902	609027
1671	1	-1792.91	-1404.55	-388.365	55767.1	48809.6	117679	776871	120054	726505
1672	0	-1798.19	-1395.01	-403.175	45252.7	982214	200307	272985	581902	609027
1673	1	-1785.8	-1402.28	-383.519	44606.5	48809.6	117679	776871	103464	726505
1674	0	-1789.89	-1390.99	-398.9	45252.7	634831	200307	272985	303158	882717
1675	1	-1794.66	-1401.85	-392.805	127165	48809.6	483231	776871	103464	915178
1676	0	-1793.27	-1395.2	-398.076	39571.7	634831	200307	272985	268913	800832
1677	1	-1794.12	-1402.9	-391.221	64496.9	69241.8	351702	213511	103464	852594
1678	0	-1791.72	-1395.19	-396.538	53285.1	688655	210811	272985	268913	800832
1679	1	-1791.19	-1404.19	-386.994	64496.9	25444.7	347421	805770	116702	852594
1680	0	-1795.68	-1396.64	-399.033	62013.2	402122	190406	272985	162179	497730
1681	1	-1793.92	-1406.71	-387.211	78069.4	42127.5	244890	155493	116702	852594
1682	0	-1784.27	-1394.28	-389.991	70427.9	402122	86650	194993	101380	497730
1683	1	-1801.85	-1408.56	-393.291	202346	42127.5	199562	155493	160712	595450
1684	0	-1781.84	-1393.43	-388.408	70427.9	402122	86650	194993	115306	436979
1685	1	-1793.08	-1406.73	-386.342	57576.7	35893.8	199562	236562	160712	189516
1686	0	-1808.5	-1400.82	-407.677	146986	352705	86650	217094	265709	387424
1687	1	-1791.24	-1402.02	-389.217	117405	35893.8	199562	267550	160712	490761
1688	0	-1791.87	-1392.56	-399.31	108378	352705	308544	217094	395854	387424
1689	1	-1793.88	-1404.95	-388.926	117405	25145.7	302107	267550	160712	303753
1690	0	-1789.7	-1394.86	-394.842	63247.2	352705	144345	217094	278253	168752
1691	1	-1791.38	-1404.19	-387.193	47827.5	25145.7	129505	308301	84902.9	303753
1692	0	-1787.42	-1395.86	-391.557	63247.2	425882	144345	167522	59769.4	588279
1693	1	-1798.43	-1408.61	-389.827	88168.4	79097.1	96453.2	201682	84902.9	88495.3
1694	0	-1782.99	-1397.52	-385.471	5870.92	698419	144345	167522	59769.4	841994
1695	1	-1796.04	-1408.52	-387.519	88168.4	79097.1	96453.2	201682	134285	88495.3
1696	0	-1782.99	-1399.09	-383.907	10316.1	698419	574226	67863.1	59769.4	841994
1697	1	-1804.72	-1412.26	-392.465	88168.4	217926	139063	201682	111995	55434.9
1698	0	-1792.75	-1398.99	-393.765	8096.04	698419	574226	67863.1	47050	841994
1699	1	-1799.54	-1403.04	-396.5	153545	217926	231884	201682	111995	89734.4
1700	0	-1780.89	-1393.51	-387.38	8096.04	263089	574226	67863.1	47050	937422
1701	1	-1809.13	-1405.59	-403.544	153545	328614	231884	201682	229822	122908
1702	0	-1777.86	-1393.27	-384.584	9134.6	205295	672534	117476	47050	937422
1703	1	-1805.91	-1406.56	-399.355	153545	328614	231884	325728	103482	98326.1
1704	0	-1780.62	-1398.58	-382.046	5773.28	196875	409737	69824.3	172873	794873
1705	1	-1804.41	-1406.2	-398.21	59850.7	171406	242128	839405	103482	508718
1706	0	-1796.41	-1405.15	-391.256	5773.28	227519	862163	183531	172873	794873
1707	1	-1801.99	-1403.36	-398.631	59850.7	109541	242128	839405	103482	618984
1708	0	-1783.25	-1398.08	-385.172	5773.28	64547.1	408125	183531	154928	794873
1709	1	-1808.16	-1405.8	-402.358	59850.7	405122	242128	571939	188902	618984
1710	0	-1776.51	-1394.39	-382.119	6563.52	129892	408125	120479	154928	562685
1711	1	-1802.67	-1402.8	-399.872	59850.7	405122	224840	557863	188902	572755
1712	0	-1784.26	-1402.22	-382.036	5944.59	105022	425071	120479	154928	562685
1713	1	-1806.88	-1407.58	-399.297	59850.7	287577	158798	557863	188902	572755
1714	0	-1778.89	-1396.87	-382.018	5944.59	79246.2	691636	45416.9	154928	922486
1715	1	-1814.24	-1408.69	-405.549	59850.7	287577	791254	422659	188902	541978
1716	0	-1781.96	-1400.78	-381.181	5944.59	79246.2	860615	45416.9	97372.7	922486
1717	1	-1816.98	-1412.36	-404.618	27201.7	287577	791254	367967	127281	57831.8
1718	0	-1782.02	-1399.73	-382.288	5097.65	79246.2	860615	33126.7	97372.7	922486
1719	1	-1812.91	-1411.61	-401.296	55787.9	287577	791254	384395	127281	524776
1720	0	-1780.54	-1397.85	-382.692	7781.67	242740	659972	46266.9	210023	922486
1721	1	-1808.33	-1404.62	-403.709	171279	190703	345362	621457	127281	130766
1722	0	-1778.6	-1396.4	-382.2	6120.4	242740	375901	60652	167534	922486
1723	1	-1790.35	-1402.47	-387.885	171279	190703	143691	173883	22576.6	43810.5
1724	0	-1779.57	-1395.89	-383.676	14760.8	95616.1	375901	39496.6	167534	922486
1725	1	-1805.58	-1406.01	-399.564	447869	160938	143691	173883	103197	64578.8
1726	0	-1773.27	-1394.31	-378.956	12605	95616.1	362776	39496.6	167534	922486
1727	1	-1809.6	-1405.97	-403.629	447869	141531	143691	251291	103197	159284
1728	0	-1774.35	-1397.16	-377.194	5552.67	95616.1	362776	59994.1	167534	275307
1729	1	-1803.4	-1406.22	-397.182	205186	141531	143691	210369	172905	884876
1730	0	-1775.43	-1394.74	-380.683	12558.1	111905	540020	59994.1	167534	326850
1731	1	-1804.07	-1407.75	-396.326	322829	104984	137062	210369	262788	768653
1732	0	-1777.28	-1396.51	-380.769	12029.6	111905	540020	21190.3	167534	568389
1733	1	-1805.71	-1406.35	-399.362	322829	104984	137062	210369	262788	768653
1734	0	-1775.98	-1395.82	-380.163	17440	111905	601149	21190.3	167534	568389
1735	1	-1807.16	-1408.03	-399.13	283729	110365	137062	245615	262788	768653
1736	0	-1763.74	-1395.23	-368.508	17440	111905	601149	21190.3	104331	787359
1737	1	-1810.7	-1407.96	-402.738	283729	72484	138708	245615	262788	768653
1738	0	-1767.38	-1394.11	-373.273	6737.76	109420	313775	36138.4	104331	787359
1739	1	-1807.7	-1409.36	-398.346	283729	161716	138708	245615	92946.2	672704
1740	0	-1769.26	-1393.77	-375.491	6737.76	109420	313775	32813.3	104331	323648
1741	1	-1810.25	-1408.22	-402.027	164638	141308	138708	293711	92946.2	672704
1742	0	-1789.08	-1397.68	-391.398	75162.6	109420	313775	30397.1	104331	323648
1743	1	-1803.85	-1407.02	-396.836	407310	141308	138708	252621	92946.2	151894
1744	0	-1785.42	-1395.59	-389.831	31463.5	109420	313775	112309	258788	409654
1745	1	-1819.48	-1408.35	-411.129	447152	141308	30269.1	252621	843367	758422
1746	0	-1781.34	-1393.2	-388.141	13981.4	109420	195383	112309	175992	409654
1747	1	-1810.69	-1412.39	-398.298	447152	106717	30269.1	216324	277268	780639
1748	0	-1778.4	-1396.99	-381.416	16576.5	109420	126054	112309	175992	885901
1749	1	-1813.57	-1411.49	-402.081	457849	106717	110211	263437	413195	780639
1750	0	-1782.18	-1395.82	-386.361	15948.1	66818.4	354477	112309	175992	636146
1751	1	-1797.85	-1405.17	-392.679	109415	140014	110211	165509	246039	973424
1752	0	-1766.86	-1387.9	-378.965	15948.1	66818.4	164523	112309	175992	811737
1753	1	-1797.25	-1406.01	-391.236	243650	151460	95503.8	167343	94281.5	788487
1754	0	-1772.69	-1389.15	-383.542	10799.1	147876	228183	115167	145258	811737
1755	1	-1798.94	-1405.62	-393.317	416819	151460	169911	167343	215930	788487
1756	0	-1768.19	-1388.61	-379.581	10799.1	47652.8	566472	115167	217881	811737
1757	1	-1805.86	-1404.64	-401.221	416819	151460	339829	302448	126820	247331
1758	0	-1775.83	-1392.22	-383.603	8251.7	31808.7	838529	115167	217881	811737
1759	1	-1825.49	-1410.1	-415.383	416819	296423	974945	302448	297418	870637
1760	0	-1773.46	-1392.95	-380.506	8251.7	58543.4	521444	115167	273116	607148
1761	1	-1820.77	-1413.42	-407.35	416819	210517	974945	117276	139934	870637
1762	0	-1786.94	-1396.54	-390.394	8251.7	133837	742424	115167	171814	274950
1763	1	-1802.8	-1409.69	-393.116	159619	56746.2	381978	117276	114732	975249
1764	0	-1789.88	-1394.91	-394.967	8251.7	226445	742424	121689	376380	323765
1765	1	-1796.08	-1405.96	-390.121	159619	79832.7	366743	117276	114732	789071
1766	0	-1793.69	-1400.47	-393.219	16055.2	202470	583847	124214	57526.4	323765
1767	1	-1810.3	-1407.52	-402.782	159619	173187	366743	117276	114732	472710
1768	0	-1787.28	-1397.23	-390.047	16055.2	97394.5	583847	154395	86254.3	323765
1769	1	-1807.41	-1407.29	-400.124	159619	173187	217666	178819	123813	101630
1770	0	-1778.89	-1394.2	-384.689	16055.2	103178	248437	247533	77183.8	704739
1771	1	-1801.86	-1407.11	-394.751	222313	332364	143354	141933	123813	101994
1772	0	-1776.43	-1391.24	-385.191	30147.8	193233	338547	247533	83498	704739
1773	1	-1802.08	-1403.45	-398.634	327897	450702	85988.2	335751	147635	101994
1774	0	-1780.31	-1394.02	-386.285	30147.8	193233	338547	247533	51613	213960
1775	1	-1806.06	-1405.85	-400.212	327897	200204	211545	221718	224412	101994
1776	0	-1780.23	-1396.25	-383.98	27087.3	91975.2	338547	233604	51613	213960
1777	1	-1806.57	-1406.55	-400.012	327897	200204	211545	70788.5	224412	12505.2
1778	0	-1774.94	-1397.43	-377.507	27087.3	91975.2	98733.1	233604	55842.1	554082
1779	1	-1801.32	-1402.03	-399.289	261473	157879	190983	46788.6	180839	77503
1780	0	-1774.56	-1399.84	-374.725	27087.3	91975.2	23596.2	84715.3	55842.1	877300
1781	1	-1796.76	-1398.83	-397.931	261473	157879	208068	210590	180839	88215.7
1782	0	-1765.11	-1396.79	-368.318	27087.3	96158.3	72300.1	84715.3	119935	877300
1783	1	-1797.84	-1401.49	-396.345	261473	157879	208068	210590	180839	88215.7
1784	0	-1767.64	-1391.99	-375.649	27087.3	44656.9	79394.1	235824	80293.7	877300
1785	1	-1807.88	-1406.81	-401.073	261473	172498	400365	130078	180839	88215.7
1786	0	-1775.09	-1392.43	-382.661	25528	44656.9	79394.1	235824	184010	877300
1787	1	-1814.76	-1414.96	-399.798	261473	172498	428138	189620	78447.1	553463
1788	0	-1776.18	-1392.08	-384.106	25528	29677.2	53261.6	235824	184010	877300
1789	1	-1817.45	-1412.09	-405.358	729342	172498	300376	189620	102634	112577
1790	0	-1778.42	-1398.93	-379.491	52302.7	109214	36416.9	235824	184010	877300
1791	1	-1813.5	-1411.58	-401.925	534853	172498	331030	189620	86148.5	65562.1
1792	0	-1796.15	-1402.03	-394.115	171835	109214	200575	469379	184010	345059
1793	1	-1806.1	-1407.97	-398.126	288528	172498	709043	45312.5	86148.5	65562.1
1794	0	-1800.07	-1403.06	-397.004	116336	109214	200575	704479	184010	345059
1795	1	-1811.39	-1408.35	-403.04	181386	179182	697078	45312.5	219419	526176
1796	0	-1798.15	-1400.25	-397.905	116336	86436.7	180143	266311	184010	345059
1797	1	-1804.56	-1407.07	-397.488	201267	107259	697078	168460	219419	526176
1798	0	-1782.53	-1395.41	-387.126	49731.1	86436.7	225044	153216	61140.9	441311
1799	1	-1801.35	-1403.26	-398.09	184903	97187.2	608937	97074	247340	526176
1800	0	-1790.89	-1394.57	-396.327	38500.3	126146	220911	133819	252483	441311
1801	1	-1802.48	-1405.23	-397.248	199896	97187.2	650984	97074	247340	526176
1802	0	-1782.96	-1391.19	-391.774	23418.9	43979.5	786885	213140	79547.5	254464
1803	1	-1809.35	-1408.14	-401.204	113447	255189	650984	97074	247340	859412
1804	0	-1785.6	-1395.76	-389.837	23418.9	124034	786885	50810.2	79547.5	254464
1805	1	-1811.79	-1409.06	-402.727	132658	349659	819931	85549.2	247340	859412
1806	0	-1775.08	-1394.66	-380.419	18942.1	124034	318103	58488.7	79547.5	241824
1807	1	-1802.55	-1404.99	-397.559	167726	251934	819931	85549.2	136111	834357
1808	0	-1780	-1398.22	-381.779	8526.1	184506	288318	60898.2	47729	241824
1809	1	-1801.04	-1403.04	-397.997	167726	251934	256751	85549.2	136111	595042
1810	0	-1785.57	-1394.46	-391.109	8526.1	367356	288318	126194	47729	241824
1811	1	-1807.17	-1405.06	-402.115	167726	251934	508831	254007	163674	595042
1812	0	-1783.9	-1392.51	-391.39	8526.1	367356	288318	237956	160264	194247
1813	1	-1804.8	-1405.24	-399.563	167726	184233	508831	85004	163674	595042
1814	0	-1767.4	-1390.17	-377.233	8526.1	90478.3	226877	89918.2	169597	337062
1815	1	-1801.74	-1403.6	-398.137	167726	134622	926654	224457	82704.5	595042
1816	0	-1774.71	-1396.44	-378.275	8526.1	90478.3	127271	30136.9	460542	774950
1817	1	-1804.8	-1404.36	-400.432	176745	156042	926654	224457	89555.3	595042
1818	0	-1775.84	-1395.86	-379.976	8526.1	173561	119063	30136.9	559069	658662
1819	1	-1802.76	-1403.27	-399.485	165925	160240	926654	205468	86136.1	595042
1820	0	-1774.66	-1396.13	-378.53	11485.5	317174	167481	30136.9	69435.5	721781
1821	1	-1793.83	-1406.21	-387.624	30210.3	160240	244920	205468	86136.1	242112
1822	0	-1773.19	-1395.85	-377.335	11125.7	317174	144962	30136.9	69435.5	898413
1823	1	-1797.49	-1406.18	-391.318	37225	160240	244920	229061	86136.1	431691
1824	0	-1767.32	-1392.72	-374.599	6342.33	258551	144962	30136.9	69435.5	419340
1825	1	-1799.42	-1404.51	-394.902	37225	536577	244920	66995.1	86136.1	268007
1826	0	-1758.44	-1391.03	-367.404	6342.33	129451	144962	25792.5	69435.5	419340
1827	1	-1799.19	-1405.41	-393.776	45486.7	623031	51971.8	121104	86136.1	442278
1828	0	-1764.12	-1390.03	-374.09	6342.33	273315	144962	78087.5	195931	419340
1829	1	-1800.68	-1405.86	-394.823	45486.7	623031	137948	122567	86136.1	697632
1830	0	-1775.96	-1395.92	-380.036	7592.07	159725	147155	148337	215541	419340
1831	1	-1805.83	-1410.09	-395.732	45486.7	623031	166773	166900	137812	446644
1832	0	-1772.33	-1392.27	-380.061	7592.07	60479	147155	90733.2	215541	419340
1833	1	-1797.8	-1406.9	-390.906	46851.8	290532	166773	116317	65801.4	446644
1834	0	-1777.88	-1393.55	-384.326	22221.6	60479	249534	35594.6	215541	103154
1835	1	-1801.83	-1405.9	-395.93	46851.8	237078	227061	90132.8	65801.4	446644
1836	0	-1781.94	-1393.99	-387.952	22604	74611	249534	35594.6	91574.9	382913
1837	1	-1801.12	-1405.69	-395.43	64005.1	323619	352470	90132.8	87033.5	446644
1838	0	-1773.93	-1393.84	-380.095	22604	46678.9	141108	65072.7	370535	382913
1839	1	-1801.61	-1403.61	-397.993	64005.1	323619	309800	152103	87033.5	446644
1840	0	-1775.51	-1392.86	-382.654	24573.8	46678.9	141108	187637	370535	356527
1841	1	-1804.21	-1404.64	-399.567	22176.2	323619	231009	152103	87033.5	678077
1842	0	-1773.14	-1392.44	-380.7	24573.8	61335.8	141108	187637	370535	489617
1843	1	-1798.27	-1404.98	-393.285	32672.3	323619	323539	152103	87033.5	678077
1844	0	-1782.7	-1394.3	-388.402	72292.2	95040.1	111022	187637	245958	911084
1845	1	-1804.12	-1412.94	-391.183	32672.3	323619	158047	152103	91505.1	268129
1846	0	-1787.13	-1397.31	-389.825	158454	95040.1	46400.6	636183	184989	372136
1847	1	-1796.05	-1401.69	-394.358	56440.4	88572.6	200746	200938	126802	268129
1848	0	-1787.84	-1402.6	-385.236	158454	95040.1	46400.6	344377	51107.9	299198
1849	1	-1785.51	-1399.91	-385.597	56440.4	88572.6	71861.5	200938	106319	169972
1850	0	-1789.88	-1399.14	-390.735	210173	160428	44063.8	411340	51107.9	528022
1851	1	-1784.09	-1399.84	-384.248	56440.4	91527.4	41043.9	200938	383212	226483
1852	0	-1798.14	-1400.68	-397.455	200306	160428	89286.5	584021	40417.6	271670
1853	1	-1787.04	-1400.66	-386.386	48102.5	91527.4	43781.7	243770	416267	537472
1854	0	-1795	-1408.04	-386.954	137878	185971	31441.9	487937	40417.6	271670
1855	1	-1786.11	-1400.24	-385.873	48102.5	129190	44540	243770	111709	609094
1856	0	-1797.12	-1406.65	-390.476	137878	333196	31441.9	487937	199413	205017
1857	1	-1783.33	-1397.14	-386.182	177249	129190	23217.3	161603	95718.7	379510
1858	0	-1800.16	-1407.78	-392.38	179088	139805	31441.9	558317	199413	205017
1859	1	-1785.94	-1397.57	-388.371	177249	129190	25798.7	161603	95718.7	508580
1860	0	-1792.87	-1407.9	-384.972	74826.9	335806	31441.9	113773	121704	205017
1861	1	-1794.26	-1399.76	-394.495	148519	129190	25798.7	408520	95718.7	508580
1862	0	-1796.92	-1407.92	-389	65714.3	259110	79964.6	113773	368974	63413.1
1863	1	-1795.72	-1401.52	-394.199	171386	129190	25798.7	441900	129291	112312
1864	0	-1784.57	-1397.88	-386.686	65714.3	97410.9	21351.9	113773	368974	35025.8
