Iteration	Replicate_ID	Posterior	Likelihood	Prior	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]
4041	1	-1798.3	-1403.96	-394.339	9682.98	13108.1	15553.1	22037.4	inf
4042	0	-1791.13	-1396.67	-394.464	2692.72	12516	13738	18330.8	inf
4043	1	-1797.36	-1405.13	-392.236	9806.33	13130.9	14718	20264.9	inf
4044	0	-1792.94	-1399.93	-393.004	4743.92	12516	13683.2	18330.8	inf
4045	1	-1803.04	-1407.38	-395.661	5207.64	14498.4	16927.5	20989.7	inf
4046	0	-1785.5	-1392.82	-392.684	7469.7	11239.3	14296.8	19810.5	inf
4047	1	-1805.76	-1410.48	-395.281	8057.87	12204.5	16927.5	20989.7	inf
4048	0	-1788.48	-1393.62	-394.859	5873	11446.3	13125.2	20224.7	inf
4049	1	-1814.91	-1414.07	-400.84	10948.8	14882.1	19488.2	31336.4	inf
4050	0	-1781.13	-1392.62	-388.51	5919.6	11693.2	13241.7	20224.7	inf
4051	1	-1796.79	-1409.87	-386.924	5150.32	8314.27	9921.39	15478.7	inf
4052	0	-1779.86	-1394.1	-385.762	5303.76	9972.26	12048.5	17625.2	inf
4053	1	-1807.23	-1411.48	-395.751	8310.72	10202.8	17274.6	22540.4	inf
4054	0	-1777.29	-1391.64	-385.642	3242.67	9660.76	12040.2	17625.2	inf
4055	1	-1805.7	-1410.34	-395.36	4443.28	8106.03	18185.4	23728.8	inf
4056	0	-1779.02	-1393.91	-385.105	2394.63	10851.7	12229.3	19187.9	inf
4057	1	-1808.57	-1408.79	-399.784	3472.7	8800.86	18508.5	35420.1	inf
4058	0	-1786.33	-1397.25	-389.081	2068.26	13391.5	15881.2	22766.1	inf
4059	1	-1811.15	-1409.42	-401.733	4949.04	10944.3	18508.5	28589.7	inf
4060	0	-1783.66	-1397.11	-386.545	1609.43	11503.5	14436.1	19902.7	inf
4061	1	-1805.9	-1409.02	-396.882	3225.59	9975.17	16990.2	25966.1	inf
4062	0	-1782.68	-1393.78	-388.896	3132.13	11829	13942.6	19902.7	inf
4063	1	-1802.09	-1405.42	-396.67	7696.07	9968.38	12171.1	35906.7	inf
4064	0	-1779.36	-1392.83	-386.536	1250.95	10722.6	13904.9	19902.7	inf
4065	1	-1799.65	-1406.6	-393.052	7696.07	9665.09	12171.1	32806	inf
4066	0	-1777.29	-1392	-385.285	1265.4	10698.5	13596.7	18372	inf
4067	1	-1801.48	-1406.95	-394.529	7860.44	10007.2	13644.5	22925.4	inf
4068	0	-1775.08	-1390.65	-384.428	1265.4	10549.1	13124.8	19233.4	inf
4069	1	-1797.42	-1405.48	-391.941	6608.91	7916.99	11700.7	22925.4	inf
4070	0	-1776.98	-1391.04	-385.94	1079.92	9118.22	11485.9	16414.2	inf
4071	1	-1797.41	-1403.41	-394.002	7135.24	10299	11700.7	22925.4	inf
4072	0	-1784.93	-1397.83	-387.095	1079.92	7931.35	9913.87	18305.9	inf
4073	1	-1798.53	-1403.69	-394.837	7761.15	10639.6	13925.6	21924.1	inf
4074	0	-1794.57	-1402.5	-392.075	1845.62	6061.68	11435.3	18763.7	inf
4075	1	-1798.49	-1405.93	-392.555	7845.87	11331.7	12871	24040.5	inf
4076	0	-1784.42	-1401.16	-383.254	3839.03	5396.65	8799.56	12699.1	inf
4077	1	-1797.09	-1403.58	-393.516	7365.06	9515.54	12622.6	17700	inf
4078	0	-1801.29	-1402.58	-398.704	2318.59	10268.5	16988.6	22647.6	inf
4079	1	-1800.38	-1402.29	-398.092	6877.2	10657.3	14698.5	20610.9	inf
4080	0	-1802.34	-1400.33	-402.013	2483.85	10795.5	20115.2	24170.3	inf
4081	1	-1790.87	-1402.41	-388.457	5721.92	8612.21	10509.4	14669	inf
4082	0	-1804.42	-1400.35	-404.064	3159.81	11678.8	20115.2	34384.7	inf
4083	1	-1795.46	-1403.33	-392.128	3916.11	8970.7	10894	14669	inf
4084	0	-1799.2	-1397.99	-401.204	4157.53	13543.6	19346.2	30096.4	inf
4085	1	-1795.71	-1405.15	-390.558	2326.15	8970.7	10894	14669	inf
4086	0	-1796.46	-1396.39	-400.073	10455.1	13663.5	16037.6	30096.4	inf
4087	1	-1799.05	-1404.86	-394.187	1733.71	8236.01	16960.1	22076.8	inf
4088	0	-1795.99	-1394.28	-401.708	7323.07	13363.4	17287.9	30096.4	inf
4089	1	-1794.58	-1406.05	-388.526	6549.75	8502.58	18377.5	22076.8	inf
4090	0	-1806.29	-1404.97	-401.327	2973.41	11181.3	16037.6	26924.6	inf
4091	1	-1792.91	-1406	-386.906	5352.21	6948	15400.4	17232.1	inf
4092	0	-1791.7	-1397.84	-393.857	2678.59	6775.08	11450.7	17833.6	inf
4093	1	-1788.99	-1402.07	-386.924	3682	7065.55	15017.4	17232.1	inf
4094	0	-1786.36	-1395.43	-390.937	2678.59	5987.77	10618.7	17833.6	inf
4095	1	-1801.19	-1401.5	-399.689	2877.37	11814.5	21988.9	28055.4	inf
4096	0	-1797.67	-1399.4	-398.268	4890.89	11839.4	16771.2	25390.3	inf
4097	1	-1801.84	-1402.58	-399.252	8550.11	11895.9	20741.5	28568.9	inf
4098	0	-1798.26	-1398.61	-399.651	3311.64	10417.6	16193.2	25390.3	inf
4099	1	-1794.38	-1405.74	-388.641	5870.62	8499.22	14647.6	18653.7	inf
4100	0	-1806.95	-1401.73	-405.225	6941.79	13421.7	20704	34370.9	inf
4101	1	-1792.35	-1403.63	-388.721	5591.85	9324.93	14269.9	16479.7	inf
4102	0	-1807.48	-1401.15	-406.335	2332.59	11754.3	21269.5	34370.9	inf
4103	1	-1794.13	-1406.97	-387.162	2924.45	8424.85	15153.5	16479.7	inf
4104	0	-1802.89	-1401.85	-401.041	2791.95	16662	21269.5	31445.1	inf
4105	1	-1798.29	-1405.25	-393.04	6715.8	13110.5	18578.3	20065	inf
4106	0	-1795.76	-1394.61	-401.155	4101.34	16127	20909.2	29314.5	inf
4107	1	-1802.44	-1403.69	-398.758	6715.8	12027.6	18704	24071.6	inf
4108	0	-1797.67	-1396.92	-400.753	4101.34	15096	18494.7	24960	inf
4109	1	-1800.33	-1404.79	-395.536	5642.86	9850.02	18504.8	24071.6	inf
4110	0	-1799.09	-1397.04	-402.047	7821.58	17316	21227.8	25071.4	inf
4111	1	-1799.73	-1407.59	-392.14	4093.12	8413.61	15802.4	18083.9	inf
4112	0	-1790.67	-1394.27	-396.395	5794.75	15252	19154.6	23374.9	inf
4113	1	-1805.01	-1412.86	-392.154	5677.19	7670.68	21135.9	23823.3	inf
4114	0	-1798.09	-1397.61	-400.481	6044.71	15252	18547.2	27212.5	inf
4115	1	-1799.33	-1404.86	-394.464	6079.37	7986.07	22262.6	25443.4	inf
4116	0	-1799.78	-1396.87	-402.909	8032.65	15169.8	17806.9	27065.7	inf
4117	1	-1800.89	-1405.95	-394.934	8222.36	9780.97	27266.2	29124.6	inf
4118	0	-1795.58	-1396.44	-399.141	8730.7	15169.8	17919.4	27065.7	inf
4119	1	-1796.3	-1403.65	-392.65	5948.57	10093.9	22798.9	24352.8	inf
4120	0	-1801.2	-1400.38	-400.815	8240.61	12144.3	15728.4	25546.4	inf
4121	1	-1793.55	-1404.76	-388.797	5858.19	10476.5	16750.7	17826.9	inf
4122	0	-1802.42	-1400.08	-402.335	11058.7	14461.5	23454.1	30454.6	inf
4123	1	-1798.44	-1406.82	-391.62	4775.24	7682.24	16750.7	18403.6	inf
4124	0	-1791.3	-1397.48	-393.822	7605.99	9834.87	16131.3	20946.1	inf
4125	1	-1797.81	-1410.14	-387.665	5584.47	6922.69	15607.3	17242.1	inf
4126	0	-1779.12	-1398.64	-380.485	4690.41	6159.4	7054.66	13118.2	inf
4127	1	-1796.38	-1406.8	-389.581	3679.69	8314.42	15607.3	17242.1	inf
4128	0	-1776.78	-1398.29	-378.491	4112.82	5251.22	6014.48	11183.9	inf
4129	1	-1791.82	-1404.46	-387.358	2664.79	6939.14	15695	17242.1	inf
4130	0	-1771.8	-1393.64	-378.16	3687.83	5013.59	5781.61	12475.3	inf
4131	1	-1790.81	-1404.87	-385.948	2123.78	6853.39	15695	17242.1	inf
4132	0	-1778.2	-1394.28	-383.927	3687.83	5013.59	6014.48	12475.3	inf
4133	1	-1800.48	-1409.13	-391.352	1826.05	5357.24	16036	19848.4	inf
4134	0	-1777.57	-1395.71	-381.866	3478.63	5152.56	6181.2	12821.1	inf
4135	1	-1804.75	-1409.63	-395.125	2395.44	8682.33	17084.1	25753.3	inf
4136	0	-1774.04	-1394.7	-379.338	2279.57	5160.76	5843.01	12051.1	inf
4137	1	-1800.83	-1408.89	-391.937	1833.69	6379.04	11313.7	18921.4	inf
4138	0	-1780.92	-1394.4	-386.527	2985.44	5164.23	6308.41	12051.1	inf
4139	1	-1814.07	-1414.7	-399.375	2678.73	7858.83	24014.4	31148	inf
4140	0	-1782.81	-1397.95	-384.866	6243.65	7669.44	8614.77	17090.7	inf
4141	1	-1808.69	-1409.94	-398.748	2085.27	13439.9	22590.2	27356.7	inf
4142	0	-1783.08	-1399.21	-383.875	6243.65	7669.44	8614.77	16863.7	inf
4143	1	-1810.23	-1409.23	-400.997	1755.48	8954.98	22812.3	31148	inf
4144	0	-1778.99	-1396.22	-382.765	6243.65	7669.44	8614.77	14625.9	inf
4145	1	-1808.28	-1405.8	-402.48	2232.11	8522.36	18735.5	35995.4	inf
4146	0	-1774.31	-1397.07	-377.24	5449.89	6317.3	7358.95	12393.9	inf
4147	1	-1807.94	-1406.33	-401.618	4770.17	8422.54	15926.1	37432.8	inf
4148	0	-1768.13	-1395.8	-372.337	5271	5708.62	7176.05	11987	inf
4149	1	-1800.9	-1403.31	-397.593	3780.31	8042	15582.7	24711.5	inf
4150	0	-1764.58	-1394.16	-370.416	5271	5505	7633.93	11987	inf
4151	1	-1801.23	-1404.5	-396.736	3458.27	6081.5	15085.8	24711.5	inf
4152	0	-1765.29	-1395.93	-369.363	5271	5478.81	6109.94	11987	inf
4153	1	-1797.18	-1404.07	-393.106	4224.18	7656.83	15582.7	20296.4	inf
4154	0	-1767.66	-1397.67	-369.988	5271	5478.81	6109.94	11987	inf
4155	1	-1793.7	-1405.22	-388.484	3369.46	6430.56	10855.4	17022.2	inf
4156	0	-1766.95	-1397.04	-369.918	5271	5478.81	6109.94	13410.6	inf
4157	1	-1797.81	-1404.7	-393.111	3936.72	7314.89	15739.7	18329	inf
4158	0	-1772.08	-1398.97	-373.109	6458.57	6829.11	7486.52	16432	inf
4159	1	-1793.26	-1402.92	-390.344	3382.46	5653.05	14346.6	18329	inf
4160	0	-1771.94	-1396.67	-375.269	7188.37	7654.13	8332.48	18288.7	inf
4161	1	-1795.3	-1403.55	-391.748	3006.12	5181.6	14688.2	19008.2	inf
4162	0	-1766.56	-1392.74	-373.822	6666.17	7098.1	7727.17	16960.2	inf
4163	1	-1798.25	-1407.25	-390.997	2997.87	4734.37	15359	19166	inf
4164	0	-1770	-1395.63	-374.369	6666.17	7165.76	7727.17	18002.3	inf
4165	1	-1803.24	-1411.04	-392.202	4734.37	6499.14	15359	19166	inf
4166	0	-1772.31	-1398.48	-373.837	6666.17	7098.1	7727.17	18002.3	inf
4167	1	-1809.25	-1413.65	-395.606	6296.27	7386.49	16946.1	21438.2	inf
4168	0	-1775.57	-1399.36	-376.21	6666.17	7098.1	7862.55	18002.3	inf
4169	1	-1808.13	-1411.74	-396.398	6328.1	7423.84	17031.8	21546.6	inf
4170	0	-1772.15	-1395.34	-376.806	6682.6	7098.1	7862.55	25344.2	inf
4171	1	-1805.98	-1410.25	-395.726	6221.64	7588.75	14227.2	19262.9	inf
4172	0	-1783.67	-1399.49	-384.179	8740.21	9175.37	10502	27570.1	inf
4173	1	-1799.34	-1409.18	-390.154	6374.13	7774.74	16571.7	19735	inf
4174	0	-1777.47	-1397.8	-379.674	7797.57	8306.62	9369.35	16595.3	inf
4175	1	-1798.45	-1409.52	-388.926	6620.83	7576.94	17449.2	19735	inf
4176	0	-1773.46	-1395.47	-377.992	7797.57	8306.62	9196.99	16595.3	inf
4177	1	-1796.33	-1410.74	-385.598	5243.07	6252.28	13818.1	15628.3	inf
4178	0	-1772.04	-1393.03	-379.018	7471.78	8009.31	9196.99	16738.5	inf
4179	1	-1803.37	-1411.19	-392.177	7970.27	9927.83	19645.3	22940.2	inf
4180	0	-1774.66	-1396.28	-378.386	7471.78	8009.31	9483.89	16595.3	inf
4181	1	-1807.94	-1411.77	-396.173	7873.4	9790.97	17151	24771.4	inf
4182	0	-1778.15	-1398.99	-379.164	6841	7689.92	8683.24	15194.3	inf
4183	1	-1806.43	-1410.14	-396.293	7873.4	9790.97	19260.4	24771.4	inf
4184	0	-1790.4	-1403.41	-386.989	8464.39	9342.04	10582.6	17970.2	inf
4185	1	-1807.68	-1407.57	-400.118	7545.48	10773.9	20152	25243.3	inf
4186	0	-1790.28	-1401.27	-389.009	8464.39	9571.04	12791.7	18928.3	inf
4187	1	-1806.16	-1408.08	-398.078	10593.2	13812.7	19230.6	25243.3	inf
4188	0	-1785.4	-1397.04	-388.354	7982.85	9148.48	12106	18258.6	inf
4189	1	-1802.28	-1404.95	-397.329	10773.9	13812.7	19230.6	25243.3	inf
4190	0	-1788.5	-1393.29	-395.207	8509.59	9703.99	13500.1	18805.4	inf
4191	1	-1803.71	-1404.97	-398.742	9624.85	12289.6	16759.3	25243.3	inf
4192	0	-1779.3	-1396.6	-382.704	6673.21	7486.02	10988.6	14055.5	inf
4193	1	-1797.8	-1406.32	-391.487	8701.37	9865.91	11699.2	23514.1	inf
4194	0	-1776.85	-1393.84	-383.006	6673.21	7335.32	10373.4	14055.5	inf
4195	1	-1797.89	-1407.73	-390.16	8268.61	9865.91	11447.7	37445.3	inf
4196	0	-1775.25	-1393.78	-381.475	6673.21	7348.59	11060.3	14055.5	inf
4197	1	-1803.98	-1410.37	-393.61	9336.08	11331.5	12925.6	48528.7	inf
4198	0	-1778.62	-1394.72	-383.893	6485.05	7754.81	11476.4	14055.5	inf
4199	1	-1796.87	-1406.83	-390.039	9287.03	10816.4	12147.3	30609.5	inf
4200	0	-1777.92	-1392.17	-385.748	5330.87	7291.33	10790.5	13215.4	inf
4201	1	-1801.77	-1405.65	-396.121	9287.03	11139.6	12925.6	31483.1	inf
4202	0	-1778.09	-1392.23	-385.865	5441.19	6462.6	11933.4	17638.2	inf
4203	1	-1797.89	-1404.12	-393.774	9336.08	11122.5	12925.6	31483.1	inf
4204	0	-1786.95	-1393.03	-393.914	8716.41	11295.1	20436.8	25229.9	inf
4205	1	-1797.76	-1401.64	-396.124	9459.16	10473.5	12152.6	29421.2	inf
4206	0	-1788.13	-1393.29	-394.837	7749.27	13887.7	21513	25229.9	inf
4207	1	-1800.39	-1403.92	-396.47	3514.58	10351.8	12152.6	35945.6	inf
4208	0	-1787.36	-1392.24	-395.121	6039.13	14426.3	17591	21716.6	inf
4209	1	-1797.42	-1402.29	-395.128	3409.49	9800.33	11395.8	28166.8	inf
4210	0	-1782.75	-1392.14	-390.606	5644.58	14426.3	17500.2	20547.8	inf
4211	1	-1806.27	-1406.47	-399.802	4000.1	12199.6	13331.5	19780.4	inf
4212	0	-1787.69	-1393.63	-394.061	4980.59	14809.2	17591	21848.3	inf
4213	1	-1796.33	-1405.26	-391.063	1376.81	9083.15	11395.1	15220.2	inf
4214	0	-1791.57	-1394.82	-396.748	5707.54	14150.3	17500.2	25523.6	inf
4215	1	-1800.61	-1405.26	-395.344	3323.23	11636	13663.4	20913.2	inf
4216	0	-1778.89	-1390.85	-388.047	4281.06	9460.58	11179.7	18637.1	inf
4217	1	-1802.01	-1405.98	-396.028	3597.74	10232.5	12015.3	19607.7	inf
4218	0	-1783.92	-1394.19	-389.732	4723.89	13611.6	15336.4	25659.4	inf
4219	1	-1816.99	-1410.71	-406.278	7827.22	18961.4	20979.3	34209.6	inf
4220	0	-1780.65	-1395.94	-384.718	6734.98	10519.7	12313.5	17243	inf
4221	1	-1802.81	-1403.68	-399.132	7380.43	11779.1	13350.7	20328.8	inf
4222	0	-1780.79	-1395.36	-385.426	2979.66	11015.9	12313.5	20421.3	inf
4223	1	-1811.94	-1410.27	-401.668	11933.9	21178.6	22337.5	33037.6	inf
4224	0	-1778.45	-1392.92	-385.524	4695.5	11015.9	12313.5	22169.1	inf
4225	1	-1810.42	-1406.81	-403.612	9416.2	23825.9	25545.6	44563.7	inf
4226	0	-1779.39	-1394.16	-385.23	4722.7	11079.7	12384.8	21795.9	inf
4227	1	-1808.68	-1404.63	-404.047	11513.2	21427.7	24290.2	40759.2	inf
4228	0	-1784.29	-1394.85	-389.436	4722.7	11079.7	13356	21443.5	inf
4229	1	-1813.88	-1406.49	-407.389	11513.2	21048.9	24290.2	40759.2	inf
4230	0	-1780.38	-1390.95	-389.429	4774.29	11298.3	14892.4	18364.6	inf
4231	1	-1816.18	-1408.02	-408.161	11513.2	18737.1	22974.3	46527.7	inf
4232	0	-1788.12	-1396.26	-391.865	4545.29	11298.3	16200.1	20785.5	inf
4233	1	-1805.27	-1406.46	-398.816	7752.28	17762.4	19920.7	32105	inf
4234	0	-1784.88	-1396.31	-388.57	5923.64	12363.8	16200.1	19113.6	inf
4235	1	-1796.51	-1400.24	-396.266	3389.34	11267.8	13296.8	19898	inf
4236	0	-1780.09	-1393.22	-386.872	3468.35	7025.4	15815	17402.2	inf
4237	1	-1810.1	-1407.93	-402.171	4000.46	10486	14929.4	22972.3	inf
4238	0	-1780.05	-1394.93	-385.128	2336.99	5658.63	15910.9	17402.2	inf
4239	1	-1793.83	-1403.29	-390.536	8730.9	11188.7	14051.1	19723.6	inf
4240	0	-1779.07	-1394.21	-384.859	2097.9	5658.63	16200.1	17402.2	inf
4241	1	-1796.58	-1404.14	-392.441	7747.6	11541.2	15150.2	17420.6	inf
4242	0	-1788.74	-1397.74	-391.005	6009.22	8220.08	20917.8	22469.9	inf
4243	1	-1785.98	-1401.82	-384.165	5532.37	8833.6	11595.9	13333.7	inf
4244	0	-1786.53	-1395.11	-391.423	6776.43	12150.9	20917.8	21809.7	inf
4245	1	-1788.16	-1404.19	-383.969	4889.12	8053.08	11595.9	15098.9	inf
4246	0	-1791.9	-1395.55	-396.351	6622.7	10730.6	24261.9	25296.4	inf
4247	1	-1789.48	-1405.37	-384.108	5698.98	6774.88	12022.9	14320.9	inf
4248	0	-1787.89	-1399.46	-388.428	6493.37	8848.95	24261.9	25296.4	inf
4249	1	-1791.12	-1403.38	-387.742	5832.82	7330.7	12104.6	14762.4	inf
4250	0	-1785.6	-1398.59	-387.004	6878	8500.1	24261.9	25296.4	inf
4251	1	-1803.34	-1402.12	-401.221	5860.48	19042.2	23275.7	28386.2	inf
4252	0	-1781.59	-1392.22	-389.364	6665.21	8892.68	24261.9	25805.3	inf
4253	1	-1804.33	-1402.92	-401.404	3524.89	15279.9	23118.5	32399.2	inf
4254	0	-1788.11	-1393.81	-394.298	6875.16	11508.9	24261.9	25805.3	inf
4255	1	-1801.63	-1401.7	-399.927	1852.48	17269.2	23118.5	32399.2	inf
4256	0	-1786.95	-1394.31	-392.639	9509.11	11508.9	22910.6	24322.5	inf
4257	1	-1798.34	-1405.28	-393.062	2136.44	21529.8	25296	26844.1	inf
4258	0	-1785.82	-1393.88	-391.935	8717.35	10550.6	20840.7	22297.4	inf
4259	1	-1796.63	-1402.88	-393.75	1679.1	12470	21601.6	23880.1	inf
4260	0	-1785.68	-1394.16	-391.522	8717.35	10550.6	20555.6	22944.2	inf
4261	1	-1794.77	-1403.86	-390.91	1454.73	11671.7	22368.6	26405.8	inf
4262	0	-1784.59	-1392.91	-391.68	8717.35	10550.6	20555.6	22944.2	inf
4263	1	-1798.67	-1401.7	-396.972	2808.34	10756.1	19738	23300.4	inf
4264	0	-1789.55	-1394.03	-395.525	8657.35	10550.6	19886	22944.2	inf
4265	1	-1801.88	-1405.6	-396.276	2846.78	10843.2	21691.1	25515.9	inf
4266	0	-1789.53	-1396.68	-392.853	8657.35	10550.6	19886	22944.2	inf
4267	1	-1801.69	-1403.92	-397.769	4480.8	12340.8	22011.1	25515.9	inf
4268	0	-1796.23	-1398.08	-398.15	8021.2	11565.7	19827.7	22192.4	inf
4269	1	-1803	-1404.25	-398.748	7667.8	20787	22810.3	25515.9	inf
4270	0	-1794.58	-1397.32	-397.261	4036.52	8745.01	19600.4	28375.5	inf
4271	1	-1801.25	-1404.27	-396.98	3038.89	18672.3	24039.7	28145	inf
4272	0	-1791.97	-1395.62	-396.35	4792.52	14314.1	22149.4	31648.3	inf
4273	1	-1792.33	-1402.01	-390.317	2385.04	7274.02	20048.6	23240.9	inf
4274	0	-1803.44	-1400.11	-403.332	4384.29	21571.3	28063.7	45847.3	inf
4275	1	-1798.45	-1405.28	-393.17	1326.73	7248.19	15418.8	23240.9	inf
4276	0	-1798.58	-1398.44	-400.141	2405.71	20292.1	25762.9	42925	inf
4277	1	-1797.93	-1402.19	-395.731	2575.56	10448.4	18921.4	23240.9	inf
4278	0	-1792.3	-1395.99	-396.311	1552.08	18324.6	20468.5	38763.1	inf
4279	1	-1795.74	-1407.51	-388.237	5369.16	9449.97	13621.2	16730.8	inf
4280	0	-1788.76	-1393.78	-394.981	1393.75	17293.3	19658.8	31435.9	inf
4281	1	-1798.74	-1404.53	-394.205	7829.67	12258.6	19863.4	24397.9	inf
4282	0	-1791.14	-1394.54	-396.603	1984.13	17293.3	20761	35612.2	inf
4283	1	-1793.54	-1401.59	-391.951	7777.69	13002	19863.4	24397.9	inf
4284	0	-1788.53	-1392.46	-396.064	1393.75	17293.3	20761	41116.9	inf
4285	1	-1792.72	-1402.29	-390.438	7612.22	9176.19	18782.8	22457.8	inf
4286	0	-1794.36	-1395.72	-398.644	4159.12	17730.6	22696	28828.8	inf
4287	1	-1810.75	-1405.2	-405.551	9473.42	12972.5	30370.1	39316.3	inf
4288	0	-1793.02	-1396.63	-396.389	3093.1	15482.6	19447.1	30466.4	inf
4289	1	-1812.58	-1410.08	-402.503	11121.1	13540.7	33859.6	39515.2	inf
4290	0	-1783.36	-1396.53	-386.832	2442.59	8869.47	11051.6	19328.1	inf
4291	1	-1802.75	-1407.27	-395.481	7902.12	10424.3	24083	29675.8	inf
4292	0	-1789.96	-1394.56	-395.398	4604.95	14166.8	15699	39948.2	inf
4293	1	-1806.89	-1408.75	-398.14	8633.99	11476.4	16546.6	29675.8	inf
4294	0	-1783.72	-1393.43	-390.297	5721.23	10632.2	12040.6	22777	inf
4295	1	-1797.19	-1406.31	-390.881	6423.05	9234.49	15371.4	23978.3	inf
4296	0	-1784.18	-1390.79	-393.382	4294.76	10697.1	12040.6	26181.4	inf
4297	1	-1798.73	-1408.12	-390.61	6396.15	8229.51	15571.2	24289.9	inf
4298	0	-1786.93	-1391.86	-395.073	4960.79	10362.7	12742.5	24674.6	inf
4299	1	-1804.24	-1408.36	-395.874	8653.53	11121.3	21067.8	32746	inf
4300	0	-1792.14	-1391.89	-400.25	7345.83	11937.3	22502.6	33537.4	inf
4301	1	-1799.05	-1404.47	-394.58	7178.67	9041.61	17499.8	30172.8	inf
4302	0	-1789.29	-1394	-395.296	10869.2	13800.5	22625.1	25904.4	inf
4303	1	-1794.34	-1407.89	-386.446	6142.23	7155.74	13090.2	21170.3	inf
4304	0	-1787.91	-1393.59	-394.314	9455	14357.3	22502.6	25904.4	inf
4305	1	-1786.2	-1402.8	-383.408	6580.26	7155.74	12307.2	20816.1	inf
4306	0	-1782.85	-1391.56	-391.288	6736.8	9396.76	17213.9	20056.2	inf
4307	1	-1790.65	-1404.18	-386.474	8650.13	9015.44	13327.5	24991	inf
4308	0	-1794.11	-1395.18	-398.929	13450	14576.3	26702.3	35317.3	inf
4309	1	-1787.76	-1405.95	-381.81	6582.85	6860.85	10142.4	15238.8	inf
4310	0	-1796.71	-1396.75	-399.952	12524.3	14576.3	26702.3	32405.2	inf
4311	1	-1789.16	-1404.82	-384.341	6554.11	6819.61	10796.3	16537	inf
4312	0	-1779.34	-1394.98	-384.367	7434.07	7837.84	11857.5	18302.6	inf
4313	1	-1788.3	-1404.58	-383.727	6554.11	6860.85	10426.1	16155.1	inf
4314	0	-1783.83	-1392.11	-391.727	6744.59	9548.1	11934.4	32833.1	inf
4315	1	-1791.31	-1404.6	-386.716	6554.11	6793.2	9133.95	16155.1	inf
4316	0	-1785.3	-1389.59	-395.709	2158.55	3913.1	12095.1	32998.5	inf
4317	1	-1776.64	-1404.56	-372.081	3635.25	3805.39	5782.89	8960.45	inf
4318	0	-1778.19	-1390.1	-388.086	750.262	4415.56	6739.18	18625.8	inf
4319	1	-1784.99	-1404.25	-380.738	5433.59	5687.9	7825.86	13393.1	inf
4320	0	-1777.43	-1390.48	-386.954	766.695	2925.79	6215.24	21716.5	inf
4321	1	-1780.04	-1407.11	-372.922	4499.7	4710.29	7553.32	11091.2	inf
4322	0	-1791.06	-1396.99	-394.073	1196.27	5032.55	10172.4	32060.9	inf
4323	1	-1781.34	-1407.78	-373.564	5119.76	5289.02	8522	12513.6	inf
4324	0	-1783.4	-1394.31	-389.087	915.684	3451.32	9895.82	21901.6	inf
4325	1	-1783.58	-1407.25	-376.325	5119.76	5461.18	8522	12513.6	inf
4326	0	-1782	-1395.79	-386.208	748.556	2752.91	6079.17	22690.5	inf
4327	1	-1774.85	-1407.86	-366.987	2872.52	3461.84	4137.21	11820.6	inf
4328	0	-1775.18	-1393.92	-381.253	325.471	2444.55	4924.42	23639.5	inf
4329	1	-1780.63	-1405.57	-375.056	3740.42	4507.8	5141.67	15392.1	inf
4330	0	-1785.83	-1392.28	-393.544	575.713	3120.95	7773.65	45670.8	inf
4331	1	-1781.73	-1405.17	-376.565	3958.59	4584.69	5701.45	16289.9	inf
4332	0	-1793.43	-1393.99	-399.433	1411.75	5393.32	18920	46364.5	inf
4333	1	-1781.98	-1402.32	-379.664	4602.33	5410.97	6557.73	14153.8	inf
4334	0	-1787.3	-1391.86	-395.44	1394.65	4180.78	21302.3	36620.3	inf
4335	1	-1787.74	-1402.06	-385.673	4455.73	5398.9	8496.88	15809.8	inf
4336	0	-1795.59	-1396.15	-399.444	1456.78	5152.01	21302.3	35893.8	inf
4337	1	-1787.33	-1405.06	-382.272	4327.24	5620.17	6866.12	15809.8	inf
4338	0	-1788.58	-1392.61	-395.967	1058.55	3959.7	22703.3	34310.6	inf
4339	1	-1787.15	-1405.43	-381.717	3305.23	4280.87	6559.2	12042.3	inf
4340	0	-1787.38	-1391.03	-396.349	1092.95	3996.63	31199.4	36622.1	inf
4341	1	-1786.26	-1406.47	-379.785	3060.91	3681.25	6509.74	11893.8	inf
4342	0	-1788.9	-1393.01	-395.89	1554.36	4710.03	33561.6	40083.5	inf
4343	1	-1794.38	-1410.34	-384.04	3049.04	5585.07	8294.57	12042.3	inf
4344	0	-1779.7	-1390.47	-389.236	1343.02	3660.8	33561.6	40083.5	inf
4345	1	-1789.01	-1406.51	-382.498	994.24	5689.66	8263.72	12042.3	inf
4346	0	-1789.49	-1391.48	-398.017	1694.82	7917.9	32736.4	41685.9	inf
4347	1	-1795.45	-1406.7	-388.747	1565.65	8100.11	11237.3	16681.3	inf
4348	0	-1788.58	-1391.29	-397.289	1189.88	6617.95	33664.7	44942.4	inf
4349	1	-1800.29	-1409.04	-391.247	2269.2	7911.55	11237.3	22301	inf
4350	0	-1789.24	-1391.59	-397.651	1094.4	8150.56	39844.3	46478.5	inf
4351	1	-1801.43	-1406.75	-394.682	4010.67	7710.07	13566.2	25017.8	inf
4352	0	-1790.99	-1392.07	-398.912	1448.6	8755.87	36200.9	43995	inf
4353	1	-1799.72	-1404.9	-394.822	3218.07	8410.11	14987.1	27565.1	inf
4354	0	-1796.05	-1393.58	-402.472	1532.53	8755.87	35874.8	48474.4	inf
