Iteration	Posterior	Likelihood	Prior	pop_size[1]	pop_size[2]	pop_size[3]	pop_size[4]	pop_size[5]	pop_size[6]
56	-1814.53	-1401	-413.535	417192	644202	118529	954680	516271	234163
57	-1823.65	-1409.04	-414.614	385492	647456	112571	929080	516271	240432
58	-1817.46	-1407.06	-410.4	366768	627137	108462	980349	492182	232299
59	-1821.69	-1408.13	-413.563	358009	664285	105769	971405	455546	213356
60	-1824.73	-1410.81	-413.927	362628	663709	105769	998045	468254	212581
61	-1818.89	-1405.89	-413.001	377106	663709	103142	906399	483280	222582
62	-1813.64	-1402.69	-410.955	385625	656913	101936	919932	454919	215741
63	-1811.37	-1399.76	-411.61	368374	666141	107300	920487	440248	209197
64	-1802.66	-1394.05	-408.607	348177	698555	110003	870830	425508	224838
65	-1803.82	-1397.89	-405.931	348177	713302	113054	813150	395953	213017
66	-1810.57	-1399.65	-410.925	349245	713302	116773	889865	408440	216533
67	-1807.09	-1397.23	-409.859	336510	690306	114904	871291	402036	216533
68	-1803.44	-1394.37	-409.063	332272	690306	112038	875560	369571	223162
69	-1803.96	-1396.49	-407.477	348900	649416	111399	855912	380096	208755
70	-1801.26	-1395.62	-405.64	347160	628445	108162	855912	367030	199251
71	-1804.54	-1397.23	-407.314	356967	616097	103572	746443	351383	174132
72	-1803.31	-1396.67	-406.642	365551	633920	103634	705895	336793	179437
73	-1795.59	-1392.3	-403.288	350423	602254	105461	701181	336793	179437
74	-1802.13	-1394.7	-407.434	343318	605174	102738	727353	357338	175362
75	-1811.73	-1401.43	-410.302	334724	605174	101756	773270	371372	163136
76	-1818.75	-1404.63	-414.115	365212	635154	101756	744152	401878	163889
77	-1800.59	-1395.01	-405.584	366115	644984	101756	699062	370753	169956
78	-1796.74	-1391.37	-405.372	388527	671872	93346.9	727788	370753	157560
79	-1809.32	-1397.64	-411.677	376216	701954	91902.2	746590	373044	161132
80	-1796.71	-1392.62	-404.089	381893	720981	92223.3	746590	388688	147507
81	-1801.48	-1394.06	-407.423	404630	720981	92223.3	796220	375483	143312
82	-1812.3	-1399.93	-412.372	386084	688244	86814.8	785056	393399	133700
83	-1808.71	-1396.01	-412.698	381526	688244	86814.8	828756	392198	134437
84	-1816.35	-1400.87	-415.482	395064	720669	86814.8	870261	392198	116562
85	-1812.5	-1401.71	-410.798	395064	703866	85943	887965	332244	113947
86	-1820.6	-1406.61	-413.99	406711	713337	83529.3	858770	317304	120517
87	-1820.41	-1406.65	-413.761	395427	683125	89076.9	858770	327803	115524
88	-1822.17	-1407.76	-414.411	394906	683125	92459.9	858770	319673	115524
89	-1814.75	-1402.48	-412.272	367695	687541	95516	858770	332430	118857
90	-1812.41	-1400.94	-411.465	377636	715893	96247.7	827723	332430	121207
91	-1810.74	-1398.8	-411.934	373386	731211	101057	825839	334365	122185
92	-1812.85	-1401.26	-411.595	389010	725560	97573.7	856508	334365	122185
93	-1810.83	-1400.72	-410.111	389010	725560	100137	844098	335189	122185
94	-1813.93	-1402.22	-411.712	367846	749312	93672.9	813535	335189	116556
95	-1801.67	-1394.52	-407.146	367846	813396	97158.9	813535	341531	114725
96	-1802.63	-1394.89	-407.735	384971	813396	97158.9	831655	322562	114725
97	-1811.58	-1398.68	-412.903	402863	865575	95591.9	846438	317880	114725
98	-1816.09	-1402.41	-413.679	417521	806966	92073.7	819579	323125	116315
99	-1812.01	-1400.07	-411.946	410349	806966	91609	810461	309831	115370
100	-1807.15	-1397.37	-409.783	383812	814550	99736.7	810461	316463	112372
101	-1807.99	-1398.32	-409.673	418819	832576	93848.4	741945	269963	112372
102	-1812.01	-1399.92	-412.094	386679	845583	101284	678442	252666	112372
103	-1797.47	-1392.39	-405.08	385285	839489	122136	678442	230510	122434
104	-1803.98	-1397.53	-406.458	385285	778821	122136	621921	204703	119734
105	-1799.3	-1393.63	-405.671	362573	764017	130554	638318	220720	112539
106	-1800.45	-1393.19	-407.259	421404	753292	135231	638459	221957	104369
107	-1802.6	-1394.46	-408.14	421854	742518	135231	664687	192976	113007
108	-1800.2	-1391.86	-408.343	501884	748462	135231	651554	192976	121593
109	-1800.87	-1392.61	-408.263	518149	719680	129267	681525	212730	122885
110	-1810.42	-1396.45	-413.97	554885	651470	129267	619468	196457	148801
111	-1807.73	-1395.53	-412.201	535430	588547	125521	562774	212436	137228
112	-1807.23	-1395.48	-411.748	480858	588547	114638	534270	214457	128242
113	-1801.65	-1394.61	-407.034	441097	609998	114160	509111	186294	136791
114	-1800.32	-1394.82	-405.502	441024	557224	118131	460044	181438	113162
115	-1800.69	-1394.57	-406.121	438511	578741	123174	360827	169145	119800
116	-1806.7	-1397.58	-409.115	335378	531738	102451	358795	179248	113795
117	-1810.42	-1400.24	-410.175	349197	462350	94459.6	318057	129752	110992
118	-1810.82	-1400.42	-410.401	352657	463440	93302.4	299470	141421	108524
119	-1798.72	-1397.46	-401.255	352657	451508	93302.4	275209	141421	119353
120	-1802.07	-1398.51	-403.563	347106	451508	110109	260479	121918	119353
121	-1804.06	-1397.53	-406.53	347106	491230	120545	260479	121918	121244
122	-1792.13	-1392.57	-399.56	306403	491230	121969	295300	121918	142938
123	-1796.21	-1394.3	-401.912	280882	560166	119166	299281	121918	140519
124	-1796.79	-1395.56	-401.225	236369	595106	120674	290472	122437	143922
125	-1795.4	-1396.59	-398.81	233709	484560	122823	313595	121323	131194
126	-1796.47	-1394.63	-401.837	247915	460564	134021	343529	121323	128616
127	-1794.13	-1393.17	-400.96	252242	436692	114789	372788	120308	116846
128	-1794.94	-1394.01	-400.931	253988	363480	102835	393980	128579	119215
129	-1794	-1392.59	-401.41	250071	340419	104716	430262	121188	119215
130	-1797.83	-1392.62	-405.215	250071	337809	107722	442265	128942	111812
131	-1789.46	-1392.4	-397.06	277789	345448	107722	405478	129432	107015
132	-1794.96	-1395.18	-399.771	248451	316041	100158	412552	129432	120141
133	-1794.19	-1394.67	-399.518	279697	270620	97092.1	432707	138736	121533
134	-1794.38	-1393.46	-400.921	288602	266009	93157.8	403033	130998	113555
135	-1790.9	-1391.96	-398.941	292843	266009	95176.7	353320	121970	113555
136	-1796.49	-1396.16	-400.326	287098	277147	88186.9	333539	143178	133518
137	-1798.56	-1398.84	-399.721	287098	277147	88186.9	325071	143178	128367
138	-1796.36	-1398.01	-398.344	315510	268063	81834.1	325071	140101	107249
139	-1807.06	-1401	-406.059	299131	279886	83653.1	298324	161814	97188.8
140	-1790.71	-1393.93	-396.779	312526	294554	78051.5	332193	161814	92025.5
141	-1800	-1394.84	-405.157	312526	282754	84281.2	350744	161814	90285.6
142	-1802.7	-1395.83	-406.871	312526	293012	101063	326058	156371	95605.6
143	-1794.17	-1393.13	-401.042	272948	315621	96136.3	326058	149259	95605.6
144	-1798.19	-1393.31	-404.886	270420	347619	87791.1	344154	142325	97373.1
145	-1792.73	-1390.55	-402.181	270420	366266	84381.1	316181	147326	95908.1
146	-1787.21	-1390.73	-396.481	276827	397452	81204.3	328045	162436	100927
147	-1802.62	-1401.83	-400.794	260536	375643	81204.3	344386	162436	118825
148	-1798.08	-1398.53	-399.55	242585	357412	83451.8	344386	162436	122327
149	-1797.37	-1397.42	-399.955	197256	354461	92767.2	363683	166232	122327
150	-1799.03	-1400.24	-398.794	197256	348178	99008.6	354882	162558	113068
151	-1805.15	-1401.98	-403.166	199908	348178	99008.6	384526	175982	105056
152	-1798.42	-1398.85	-399.565	203102	380478	100341	337845	160135	117531
153	-1802.4	-1398.38	-404.019	203102	408238	87391.8	288198	171622	120195
154	-1798.79	-1397.41	-401.384	224967	486522	84357.8	302444	174032	130236
155	-1803.68	-1399.76	-403.921	236978	533169	91548.6	302444	182990	140185
156	-1807.15	-1402.19	-404.966	244904	515206	97285.3	282857	185876	127587
157	-1807.44	-1402.08	-405.359	267189	462790	97285.3	282857	189011	127587
158	-1809.44	-1405.19	-404.242	267189	514214	97285.3	318745	183729	128823
159	-1800.45	-1396.43	-404.018	229310	473904	99800.6	336597	160237	120709
160	-1807.54	-1403.7	-403.832	231464	453616	91327.8	338983	147502	120125
161	-1801.7	-1402.96	-398.735	208271	370780	94708.7	338983	141890	126878
162	-1794.08	-1396.47	-397.612	215119	370780	100904	379784	131839	126878
163	-1807.11	-1401.5	-405.615	226174	370780	105385	379784	131839	116783
164	-1799.23	-1395.4	-403.821	208528	370780	90540.1	338178	120705	124414
165	-1797.48	-1396.84	-400.639	208869	324168	95634.3	306146	127722	135016
166	-1788.89	-1393.13	-395.759	208869	296713	100541	301450	127977	165501
167	-1789.43	-1393.74	-395.684	203378	284227	90762.2	310586	127977	154553
168	-1790.88	-1394.11	-396.764	204798	274241	92726.6	298996	135586	168924
169	-1787.37	-1391.74	-395.622	228438	274241	81678.7	295995	135586	146404
170	-1791.12	-1395.59	-395.523	226942	265973	76311.2	277275	126784	137086
171	-1786.82	-1392.33	-394.489	281622	258300	66201.3	244830	143178	145847
172	-1784.66	-1394.52	-390.144	285429	235795	72645.5	239272	133954	146466
173	-1784.5	-1389.43	-395.068	293208	238493	78804.8	239272	146993	152398
174	-1785.63	-1389.85	-395.78	255614	250895	73687.9	239272	124646	143749
175	-1782.27	-1390.87	-391.399	221359	203559	77042.3	257178	124646	143749
176	-1783.14	-1390.91	-392.224	209411	197601	72871.6	254569	127232	144283
177	-1777.15	-1389.14	-388.005	196566	194077	76163.3	230573	137401	146034
178	-1778.31	-1390.57	-387.74	199363	201412	65569.6	216542	137401	126695
179	-1787.9	-1391.96	-395.94	194814	208475	66522.7	215348	137401	136260
180	-1780.49	-1389.02	-391.474	249731	175573	70539.2	218905	129365	137619
181	-1782.02	-1387.99	-394.029	279855	148660	72624.2	213890	125763	148918
182	-1782.4	-1389.9	-392.5	265399	145998	72239	198387	115054	135163
183	-1786.63	-1394.34	-392.295	298761	140128	72239	198387	114770	115537
184	-1784.84	-1393.66	-391.185	232616	128735	76148.3	183315	114770	126894
185	-1789.73	-1390.82	-398.906	230630	127001	76148.3	180491	112287	120698
186	-1788.85	-1390.84	-398.008	231877	125761	76148.3	180491	100292	125894
187	-1783.28	-1390.17	-393.111	232216	118909	81380.3	200091	95601.3	126101
188	-1782.39	-1390.99	-391.403	232216	118909	77145	222170	98132.6	139474
189	-1786.04	-1395.28	-390.759	232216	120855	80759.4	227930	91085.4	139474
190	-1786.98	-1393.83	-393.152	255678	120855	86720.7	227930	95085.2	150407
191	-1780.93	-1394.76	-386.161	268696	132321	80423.3	200949	92923.1	150407
192	-1784.77	-1394.35	-390.42	264204	132420	80423.3	176353	92923.1	153435
193	-1787.54	-1396.31	-391.234	246933	124605	74090.2	170090	106356	151350
194	-1787.29	-1395.02	-392.268	246933	135150	70543.6	173990	98780	148811
195	-1789.34	-1397.74	-391.597	245201	139625	68997.3	180988	103794	163801
196	-1791.57	-1399.06	-392.511	244527	148406	70547.8	217772	105151	161309
197	-1797.7	-1400.27	-397.42	256538	180652	60435.4	206676	109134	146969
198	-1794.06	-1398.4	-395.663	266904	183196	78430.3	206676	113834	137766
199	-1792.1	-1399.12	-392.974	244220	183196	75435.2	176398	116802	104907
200	-1798.36	-1399.02	-399.336	241644	216634	71083.6	191366	116802	107457
201	-1802.34	-1401.44	-400.905	235465	248339	49629.9	239053	125003	111938
202	-1798.21	-1401.46	-396.751	177588	249170	53831.6	239053	157912	148302
203	-1790.13	-1397.6	-392.528	223493	222488	47350.4	241128	218194	148302
204	-1785.99	-1396	-389.997	255674	192829	53076.5	199591	218194	162406
205	-1783.95	-1393.02	-390.936	203471	159172	50332.7	240041	205452	150763
206	-1788.07	-1396.93	-391.139	201091	127812	57114.4	212950	173320	150763
207	-1785.92	-1394.49	-391.43	194820	127812	51762.8	212950	150514	136044
208	-1785.12	-1392.72	-392.402	232687	114493	39302.1	212204	160404	147102
209	-1787.97	-1395.04	-392.931	232687	117945	46491.6	204038	155416	158312
210	-1791.03	-1397.75	-393.28	248284	117945	50831.9	267091	152419	145693
211	-1789.44	-1394.28	-395.155	229394	117945	51544.4	226179	235548	175678
212	-1789.17	-1396.86	-392.303	220455	103683	57938.6	165678	249072	199917
213	-1792.2	-1396.85	-395.354	220455	88560.9	55500.2	146880	265909	283535
214	-1787.44	-1396.35	-391.086	260904	79060	46977.6	176608	202922	283535
215	-1795.4	-1397.77	-397.631	347383	90305.2	48688.8	179330	229819	266179
216	-1793.73	-1399.1	-394.632	347383	135945	51270.7	214750	258941	279431
217	-1796.77	-1398.29	-398.479	303108	165012	53661.8	214750	209854	249354
218	-1788.9	-1395.63	-393.27	336115	165012	53661.8	228630	178792	330579
219	-1785.32	-1394.79	-390.535	290582	130369	45818	195414	178792	272051
220	-1783.13	-1393.04	-390.087	324776	146328	47485.8	204699	145265	252747
221	-1781.81	-1391.76	-390.051	298037	148109	47485.8	156827	130276	300836
222	-1784.66	-1392.89	-391.775	419667	160137	50111	184057	127569	305375
223	-1785.37	-1395.33	-390.04	423896	166676	50111	180287	92199.4	271611
224	-1781.97	-1393.24	-388.733	371729	174971	59202.5	146531	91922	261174
225	-1798.57	-1399.1	-399.466	414136	156341	69245.8	147985	109531	260980
226	-1796.03	-1398.68	-397.347	414136	218618	69689.7	156447	97395.9	242943
227	-1799.51	-1399.92	-399.594	457747	218618	75187.4	132996	86660.9	242943
228	-1793.52	-1400.47	-393.042	527090	213312	75074.5	149036	86660.9	190477
229	-1804.7	-1396.67	-408.025	569308	206177	57894.6	178238	70216.6	190477
230	-1787.04	-1395.15	-391.889	615903	230074	56647.4	193675	100504	149483
231	-1794.23	-1393.94	-400.293	615903	230074	64498.5	161355	139270	149483
232	-1790.21	-1394.47	-395.746	692641	222207	43234.3	149869	135461	155779
233	-1800.46	-1398.48	-401.981	667528	249029	44260.2	112428	135043	155779
234	-1801.53	-1401.04	-400.481	702378	227610	45300.8	112428	118335	173893
235	-1800.09	-1399.57	-400.526	697935	279796	42137.3	158743	100636	158656
236	-1797.27	-1397.69	-399.578	665108	237616	46490.6	134993	100636	143569
237	-1794.91	-1398.45	-396.458	791114	232883	46490.6	132407	116954	130257
238	-1796.84	-1399.53	-397.309	827430	225465	48738.9	132407	151797	126798
239	-1796.41	-1398.19	-398.215	900892	226031	51532.8	113636	226008	126798
240	-1806.41	-1399.78	-406.629	900892	230602	51532.8	126159	224327	126798
241	-1791.98	-1393.48	-398.507	905573	227528	52035.4	128525	263696	121257
242	-1796.78	-1396.25	-400.525	741121	256797	52035.4	122337	263696	134713
243	-1793.73	-1397.66	-396.066	915297	321260	52035.4	131874	237431	163916
244	-1798.57	-1396.87	-401.691	709048	357766	50381.7	110812	203307	140439
245	-1799.15	-1395.7	-403.453	724327	273177	50381.7	116997	220801	126159
246	-1790.81	-1391.52	-399.294	787375	345176	53482	137394	231513	107913
247	-1791.91	-1393.11	-398.803	803809	406974	68705.6	143611	172587	119169
248	-1788.99	-1389.72	-399.265	781127	415949	68705.6	143611	185997	137088
249	-1789.96	-1391.58	-398.386	729912	426488	72620.6	119152	165465	162843
250	-1806.98	-1399.96	-407.02	718008	359824	72620.6	126035	165465	166046
251	-1802.19	-1397.12	-405.071	854003	342947	62397.4	126035	176440	156005
252	-1797.12	-1394.54	-402.581	769248	342947	62397.4	150209	176664	162681
253	-1793.66	-1395.81	-397.852	830502	308872	69347.4	150209	195267	162681
254	-1789.95	-1393.99	-395.954	930334	308872	59014	136969	195267	162681
255	-1789.33	-1393.63	-395.695	955541	255701	63239.3	171758	183442	162681
256	-1794.61	-1394.64	-399.976	884950	264381	74231.9	175943	186910	181298
257	-1795.67	-1394.41	-401.259	748353	249541	75342	153588	146255	160977
258	-1796.94	-1397.28	-399.66	748353	221481	75342	131401	127915	177504
259	-1790.16	-1395.14	-395.022	560923	210680	64286.9	132202	127915	172993
260	-1790.79	-1396.56	-394.229	497202	247244	75274.9	122345	159810	179022
261	-1793.04	-1396.75	-396.29	483962	226609	75472	125370	193754	167051
262	-1785.97	-1393.62	-392.348	400267	210697	83873.2	119624	185045	197044
263	-1786.54	-1393.51	-393.034	401497	221851	82245	137437	150603	262932
264	-1790.43	-1396.44	-393.991	427029	269481	86745.8	121413	150603	262932
265	-1789.58	-1396	-393.578	429671	238490	53892.9	137606	137632	239367
266	-1790.11	-1396.58	-393.535	336380	251937	64609.3	137606	116795	289780
267	-1788.91	-1394.82	-394.085	275230	166789	60659.6	139603	116795	252930
268	-1784.8	-1393.35	-391.452	348671	154561	57603.4	118598	116795	271044
269	-1782.66	-1393.13	-389.538	407744	186585	58743.5	118395	128207	358610
270	-1789.3	-1396.8	-392.505	385847	176793	58743.5	125855	128207	309612
271	-1787.15	-1395.28	-391.868	388959	145624	53081.9	117758	112670	297539
272	-1785.84	-1394.92	-390.913	412487	145624	51231	135883	90963	295297
273	-1789.03	-1393.08	-395.951	315824	167528	36698.7	157368	84310.2	218120
274	-1791.2	-1397.21	-393.983	555662	167528	35343	171992	83907.3	205305
275	-1786.69	-1393.98	-392.715	555662	237933	42286.8	184669	75519.9	196322
276	-1781.63	-1392.32	-389.308	463429	208661	44492.2	211138	66927.9	196322
277	-1785.22	-1391.47	-393.75	463429	208661	31197.8	286527	56015.2	187239
278	-1788.53	-1391.83	-396.702	376977	217536	31197.8	331417	64202.8	208480
279	-1787	-1391.9	-395.107	376977	239834	24196.3	331417	78378.8	229824
280	-1788.17	-1393.33	-394.843	454280	228174	19888.8	250255	93588.8	211812
281	-1781.9	-1391.12	-390.777	332969	244233	18442.3	216805	104844	319518
282	-1784.79	-1395.29	-389.5	300101	220805	20327	242434	100926	328775
283	-1783.13	-1393.06	-390.067	324713	232904	19946.3	238267	135978	430284
284	-1807.45	-1399.94	-407.506	271779	241344	20201.3	262264	167876	452658
285	-1785.26	-1392.4	-392.854	231052	206798	23026.2	282289	167876	661354
286	-1787.27	-1393.65	-393.615	223850	187611	21303.4	291479	113264	661354
287	-1794.98	-1395.89	-399.096	294855	178708	26452.2	272146	131079	741026
288	-1790.69	-1395.5	-395.19	427702	193152	23087.8	272146	130492	884421
289	-1784.93	-1394.84	-390.088	427702	193152	22520.6	210181	130492	836423
290	-1785.88	-1395.97	-389.912	520257	201703	19869	175163	110684	940623
291	-1790.08	-1396.21	-393.871	602468	168174	19869	206609	82830.2	961313
292	-1787.18	-1394.47	-392.706	700433	163060	23603.3	217031	70716.2	940147
293	-1794.31	-1399.27	-395.036	700433	177564	23603.3	206315	63995.9	940147
294	-1791.28	-1397.13	-394.147	432792	173720	22287.2	228166	58043.3	989305
295	-1779.13	-1393.71	-385.421	369260	173720	22287.2	202142	60574.1	803286
296	-1778.04	-1392.23	-385.814	411894	204941	21567.7	189148	64482.8	841300
297	-1788.58	-1393.81	-394.765	493853	199936	21049.8	200920	54523.2	841300
298	-1792.25	-1395.99	-396.264	447874	214109	18405.2	168486	54523.2	794572
299	-1793.39	-1396.77	-396.62	423860	214109	18405.2	166360	59798	754303
300	-1796.99	-1401.79	-395.205	423860	197658	16171.7	174354	59798	553201
301	-1797.49	-1400.47	-397.017	356678	157793	20248.3	135278	50486.9	584270
302	-1794.39	-1400.33	-394.061	356678	206213	21554.3	135278	57567.2	459127
303	-1802.04	-1400.32	-401.729	523153	195413	21554.3	123997	31590.6	294656
304	-1783.9	-1395.48	-388.413	406478	195413	25062.8	89885.1	31590.6	259199
305	-1781.48	-1392.68	-388.795	499825	234506	32353.5	76995.3	39361.1	388120
306	-1780.44	-1391.33	-389.106	412463	298528	36456.7	76995.3	48849.9	497945
307	-1788.2	-1392.26	-395.943	294463	381822	37105	76995.3	48849.9	517918
308	-1783.24	-1392.61	-390.629	378774	311817	28001.7	104290	48849.9	414856
309	-1780.67	-1391.56	-389.11	314677	298963	28001.7	158044	66785.7	350451
310	-1780.38	-1389.02	-391.355	238722	374862	31030.4	158044	83487.5	210206
311	-1782.12	-1392.27	-389.855	444332	394908	23320.4	181300	83487.5	182164
312	-1788.25	-1393.29	-394.965	318659	467707	33472.4	164342	72917.3	182164
313	-1779.46	-1390.92	-388.542	165824	367269	29328.9	234010	81625	182164
314	-1784.08	-1391.25	-392.838	201403	350664	23358.2	234010	46481.8	148537
315	-1783.5	-1391.9	-391.604	201403	534979	20027.4	234010	66450.5	234755
316	-1777.51	-1389.83	-387.676	201403	396398	34938.9	234010	52388.6	234755
317	-1791.87	-1391.94	-399.925	191398	337345	48083.3	177806	71096.7	164569
318	-1786.52	-1390.88	-395.644	185902	274399	63245.9	190096	94732	146959
319	-1787.69	-1393.68	-394.015	189199	205002	63245.9	161013	97140.7	203304
320	-1784.13	-1391.11	-393.015	154839	214493	63245.9	191439	93131.4	203304
321	-1785.35	-1388.4	-396.951	111942	268103	155892	160226	128693	152729
322	-1780.09	-1387.84	-392.246	137570	291102	155892	142363	129366	136470
323	-1781.59	-1389.67	-391.921	113539	183145	148696	142363	129366	127903
324	-1785.21	-1390.09	-395.122	134501	243250	148696	142363	163315	154082
325	-1790.02	-1393.82	-396.201	120544	288505	161229	129838	174582	166965
326	-1791.98	-1396.34	-395.647	130099	244804	152566	129838	195176	132331
327	-1791.39	-1391.83	-399.567	118786	255596	191703	106321	217191	109064
328	-1784.07	-1392.21	-391.858	141312	243975	251689	106321	137792	125223
329	-1798.03	-1395.64	-402.383	129797	243975	345624	108781	137792	164271
330	-1804.18	-1399.27	-404.905	218329	272764	307490	86555.3	130748	256733
331	-1798.83	-1398.5	-400.329	136087	425666	509380	109361	123413	332445
332	-1801.55	-1401.87	-399.679	136087	508722	391454	90410.9	128046	308300
333	-1801.62	-1399.79	-401.829	164723	720338	219765	94394.6	128046	288017
334	-1800.94	-1402.02	-398.917	277043	884876	195990	131793	99103.1	161690
335	-1803.14	-1398.02	-405.122	337122	968884	195990	126511	99103.1	232903
336	-1801.02	-1397.1	-403.913	364615	968884	195990	84861.7	99103.1	232903
337	-1802.25	-1397.14	-405.116	367320	875072	197189	115813	101432	232903
338	-1803.22	-1397.31	-405.916	394017	959944	438208	152163	139915	232903
339	-1798.34	-1395.07	-403.268	331347	837319	535300	110088	123473	269052
340	-1804.89	-1397.53	-407.364	438200	954728	535300	110088	174129	418309
341	-1799.4	-1394.64	-404.765	438200	551766	535390	71403.4	182867	418309
342	-1795.56	-1393.84	-401.722	377923	694793	272792	82354.3	140693	251676
343	-1802.28	-1396.42	-405.864	377923	812706	349947	46693.7	157523	266014
344	-1799.01	-1395.41	-403.607	369373	681897	392387	46693.7	116728	348866
345	-1798.22	-1396.87	-401.356	393991	691635	299290	46693.7	155478	348866
346	-1802.76	-1397.89	-404.871	387545	691635	272444	37657	171619	699295
347	-1789.31	-1393.26	-396.047	387545	340260	260680	54778.9	205509	590204
348	-1790.39	-1395.35	-395.04	400879	272920	172466	52680.6	150730	902796
349	-1786.71	-1393.55	-393.166	329137	234164	175136	29018	157958	902796
350	-1786.32	-1391.9	-394.423	324042	172965	157398	22751.7	114356	883504
351	-1787.58	-1393.04	-394.543	275543	204688	175076	32750.3	124220	941720
352	-1786.04	-1393.41	-392.63	275543	169963	175076	43579.1	90139.2	970062
353	-1789.36	-1394.75	-394.602	423349	151372	163204	63799.2	143564	772318
354	-1794.6	-1398.53	-396.073	453386	104421	163204	87069.4	138220	992553
355	-1799.09	-1397.64	-401.452	458742	102052	149101	112062	176514	811692
356	-1796.17	-1396.68	-399.486	423166	97055.9	175613	84819.9	149661	829661
357	-1788.77	-1396.26	-392.513	462459	131008	199325	53292.8	131679	829661
358	-1785.94	-1393.95	-391.988	253663	187704	199325	57747.9	101439	677289
359	-1786.85	-1393.65	-393.203	249351	93786.9	168774	69098.1	139213	605145
