Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	p_invar	pi[1]	pi[2]	pi[3]	pi[4]	pop_size[1]	pop_size[2]	pop_size[3]	pop_size[4]	pop_size[5]	pop_size[6]	root_height
1089	-1784.61	-1394.5	-390.109	0.0290845	0.407151	0.00282064	0.00230812	0.545004	0.0136313	4095.89	5317.97	12188.6	22534	inf	0.1586781	0.339022	0.239625	0.152546	0.268807	245086	65417.8	211791	48335	274414	796766	161070.5
1090	-1775.29	-1392.02	-383.274	0.0223896	0.643487	0.00445791	0.0036479	0.206924	0.119094	4095.89	4620.7	10703.4	13541.5	inf	0.05618921	0.318187	0.235486	0.156443	0.289885	245086	23656.9	365976	21285.6	274414	796766	199959.7
1091	-1786.8	-1395.59	-391.209	0.0245269	0.704914	0.00488346	0.00399613	0.226677	0.0350024	5759.55	6497.53	14451.5	19663.8	inf	0.05618921	0.318187	0.235486	0.156443	0.289885	245086	16965.9	365976	28629.6	274414	796766	219944.9
1092	-1777.53	-1390.03	-387.5	0.0245269	0.704914	0.00488346	0.00399613	0.226677	0.0350024	5352.34	5769.66	12832.6	17461	inf	0.05618921	0.313469	0.250027	0.152999	0.283505	245086	16965.9	517642	48414.6	333366	337792	195306.2
1093	-1782.41	-1391.85	-390.56	0.0245269	0.704914	0.00488346	0.00399613	0.226677	0.0350024	6465.68	6969.81	15501.9	21093.1	inf	0.05618921	0.304949	0.27041	0.148841	0.275799	245086	22471.6	517642	62131.7	333366	337792	190419.9
1094	-1792.14	-1394.89	-397.244	0.0239407	0.688067	0.00476675	0.00777146	0.22126	0.0541946	3604.52	6851.51	18859.1	21093.1	inf	0.05618921	0.345711	0.249574	0.150167	0.254548	341946	117828	517642	76859	333366	337792	190419.9
1095	-1785.95	-1391.41	-394.535	0.023916	0.687355	0.0116049	0.00195479	0.221031	0.0541385	4718.45	8362.8	18434.6	21093.1	inf	0.05618921	0.337797	0.243861	0.146729	0.271613	345758	117828	247799	76859	202209	319600	161315.9
1096	-1787.22	-1390.14	-397.083	0.0104981	0.677635	0.0083086	0.00214126	0.242115	0.0593027	7849.02	14464.2	21565.1	24830.3	inf	0.05618921	0.337797	0.243861	0.146729	0.271613	345758	117828	247799	32014.7	160658	34250	189896.9
1097	-1786.49	-1388.92	-397.571	0.0082519	0.750165	0.00297352	0.00168312	0.190312	0.0466144	5692.14	12069.9	21565.1	24830.3	inf	0.05618921	0.323775	0.251092	0.149111	0.276022	388160	117828	102449	23150.2	156578	34250	157706.1
1098	-1785.28	-1388.97	-396.302	0.00823194	0.748351	0.00296633	0.00167905	0.189852	0.0489201	6803.27	11372.9	19666.3	23759.2	inf	0.05618921	0.334779	0.247006	0.146685	0.271531	819640	117828	102373	18377.4	216273	34250	134726.2
1099	-1785.23	-1392.46	-392.765	0.00823194	0.748351	0.00296633	0.00167905	0.189852	0.0489201	7684.45	9381.99	19960.2	23203.7	inf	0.05618921	0.347242	0.242378	0.143937	0.266443	401399	162817	171447	18377.4	216273	77344.5	232761.3
1100	-1778.77	-1390.42	-388.344	0.00795956	0.758239	0.00130709	0.00162349	0.18357	0.0473014	7684.45	8651.59	19960.2	22656.3	inf	0.09964103	0.317001	0.255391	0.154573	0.273036	401399	29321.4	490237	18377.4	216273	147691	203105.9
1101	-1781.38	-1392.06	-389.321	0.00784116	0.74696	0.0161626	0.00159934	0.180839	0.0465978	7684.45	8651.59	19960.2	22656.3	inf	0.09964103	0.325769	0.262455	0.131187	0.280589	535628	42734.7	583970	14711.2	96500.3	147691	176100.6
1102	-1786.3	-1397.2	-389.099	0.0119146	0.607448	0.024559	0.0104883	0.274785	0.0708053	8356.12	9382.34	21704.9	24636.6	inf	0.09964103	0.325769	0.262455	0.131187	0.280589	470728	46982.9	182363	14711.2	56836.6	258135	162534.7
1103	-1773.68	-1390.85	-382.82	0.0179271	0.603752	0.0244096	0.0104245	0.273113	0.0703744	6291.08	6988.1	16783.4	19050.4	inf	0.09964103	0.3197	0.257565	0.147374	0.275361	456524	46982.9	501305	14711.2	50969.5	258135	117648.8
1104	-1779.32	-1389.62	-389.702	0.0211851	0.713475	0.0288456	0.0123189	0.141012	0.0831639	7873.07	8688.77	20867.9	23686.6	inf	0.09964103	0.3197	0.257565	0.147374	0.275361	456524	61258.7	187902	14711.2	141823	439604	198259.6
1105	-1779.13	-1392.93	-386.197	0.0283364	0.759726	0.0127537	0.011497	0.150153	0.0375342	6673.98	7432.58	17850.9	20262	inf	0.1212527	0.317369	0.255687	0.153591	0.273353	376882	61258.7	257069	10439.4	141823	442876	220410.2
1106	-1771.9	-1389.73	-382.166	0.0283364	0.759726	0.0127537	0.011497	0.150153	0.0375342	5335.85	6414	14326	17031.1	inf	0.1212527	0.315384	0.26332	0.149653	0.271644	258538	61258.7	257069	20710.3	85908	442876	106243.4
1107	-1785.48	-1395.15	-390.331	0.0257977	0.691659	0.0116111	0.106689	0.1367	0.0275426	5450.91	7565.72	16647.6	20089.2	inf	0.1212527	0.309794	0.258653	0.164724	0.266829	258538	124688	257069	20710.3	98793.3	442876	167905.8
1108	-1785.2	-1393.78	-391.415	0.0259546	0.695868	0.00559697	0.107339	0.137532	0.0277102	5888.63	9039.66	13756.6	16949.3	inf	0.1212527	0.304116	0.230916	0.161706	0.303261	840012	124688	257069	35030.2	98793.3	252821	148591.8
1109	-1787.47	-1394.99	-392.48	0.0723571	0.57669	0.00463841	0.0889554	0.242123	0.0152361	8119.23	9165.28	15924.6	19422.1	inf	0.1212527	0.313956	0.238388	0.134582	0.313074	840012	124688	54500.5	35030.2	98793.3	877975	193436.1
1110	-1793.86	-1400.58	-393.278	0.135351	0.573902	0.00485892	0.0297734	0.240952	0.0151624	7571.7	9119.63	17701	21874.3	inf	0.1212527	0.314213	0.238582	0.133876	0.313329	476139	124688	154647	25789.4	347769	877975	176929.7
1111	-1799.22	-1398.98	-400.244	0.13635	0.578137	0.00199348	0.0255158	0.24273	0.0152743	6784.85	8702.46	15815.9	26058.3	inf	0.09480757	0.313811	0.238278	0.134983	0.312929	476139	124688	154647	25789.4	347769	825146	161833.5
1112	-1797.09	-1397.07	-400.02	0.13635	0.578137	0.00199348	0.0255158	0.24273	0.0152743	6887.37	10884.3	15815.9	27025.2	inf	0.09480757	0.338202	0.247707	0.116874	0.297218	476139	124688	454595	33839.3	139005	825146	164360.5
1113	-1796.1	-1398.82	-397.281	0.181049	0.43984	0.00264699	0.0338805	0.322302	0.0202815	5926.88	8083.18	15148.7	27025.2	inf	0.3273251	0.359846	0.2414	0.123368	0.275386	476139	60295.5	375270	33839.3	139005	697846	154672.9
1114	-1793.45	-1396.26	-397.191	0.116619	0.639185	0.001705	0.0218234	0.207604	0.0130639	5387.77	8629.45	13060.7	19340.4	inf	0.2000853	0.348274	0.265797	0.1194	0.266529	476139	120600	375270	138404	139005	697846	188590.3
1115	-1791.47	-1396.1	-395.379	0.0955597	0.704317	0.00142089	0.0178826	0.170115	0.0107048	6315.8	8629.45	13060.7	26188	inf	0.2000853	0.348274	0.265797	0.1194	0.266529	476139	62676.5	249106	138404	139005	261087	139687.9
1116	-1800.18	-1399.35	-400.829	0.128055	0.604425	0.00124631	0.0239637	0.227964	0.0143451	8519.63	11332.7	21617.4	44845.6	inf	0.2000853	0.348274	0.265797	0.1194	0.266529	328507	180286	226299	173307	49599.5	261087	152137.7
1117	-1796.72	-1397.65	-399.064	0.128055	0.604425	0.00124631	0.0239637	0.227964	0.0143451	7692	9667.34	16290.6	47382.2	inf	0.2000853	0.342135	0.261243	0.117296	0.279325	967604	89874.5	226299	196378	85280.7	261087	160743.3
1118	-1798.8	-1396.21	-402.589	0.0562657	0.811955	0.00054761	0.0105293	0.100164	0.0205383	7772.89	9746.4	19175.7	47382.2	inf	0.09822466	0.318845	0.270492	0.121449	0.289215	967604	27503.6	140475	196378	85280.7	886552	160743.3
1119	-1781.59	-1398.61	-382.983	0.0536477	0.774175	0.00052213	0.0100394	0.0955035	0.0661125	4199.47	5504.96	8501.11	29918.2	inf	0.09822466	0.318845	0.270492	0.121449	0.289215	475560	52532.5	56198	196378	16864.2	886552	74796.28
1120	-1786.16	-1396.95	-389.212	0.0469187	0.677071	0.00045664	0.00455824	0.213175	0.0578201	4023.57	6107.86	7894.01	34703.2	inf	0.0646848	0.327487	0.277824	0.12474	0.269949	475560	138688	76508.6	79297.3	16864.2	886552	77931.93
1121	-1786.92	-1396.83	-390.086	0.0470195	0.678525	6.65258e-05	0.00281122	0.213633	0.0579443	4573.2	7094.12	13197.8	36320.3	inf	0.0646848	0.321705	0.272919	0.140192	0.265184	274204	114951	101055	375681	21461.2	886552	71182.08
1122	-1787.65	-1395.73	-391.914	0.0470082	0.678363	0.000305809	0.00281055	0.213582	0.0579304	5355.06	8796.85	11503.1	36320.3	inf	0.0646848	0.318136	0.269891	0.149732	0.262241	274204	288502	101055	243521	48308.9	535404	103629
1123	-1784.33	-1394.1	-390.23	0.0443615	0.640169	0.000288591	0.0026523	0.201557	0.110972	2447.92	3788.57	10969.9	31287.2	inf	0.0646848	0.321255	0.262732	0.1512	0.264812	124255	196469	141202	243521	48308.9	535404	89250.37
1124	-1785.39	-1393.11	-392.283	0.0443615	0.640169	0.000288591	0.0026523	0.201557	0.110972	3796.87	5362.58	14605.4	41655.9	inf	0.0646848	0.324749	0.26559	0.141969	0.267693	124255	66304.9	141202	243521	48308.9	535404	143368.4
1125	-1784.91	-1391.8	-393.111	0.0449091	0.635727	0.000292153	0.00268505	0.204045	0.112342	2975.37	5816.23	8009.74	45908.3	inf	0.0646848	0.322545	0.263788	0.14779	0.265876	124255	66304.9	166555	243521	51348.2	205339	166747.5
1126	-1785.68	-1392.11	-393.579	0.0529447	0.749476	0.00278115	0.00316548	0.15427	0.0373624	1570.29	4464.95	7525.45	46573.8	inf	0.0646848	0.334432	0.236656	0.153237	0.275675	124255	133319	166555	491688	51348.2	205339	176815.5
1127	-1783.41	-1389.8	-393.61	0.0529447	0.749476	0.00278115	0.00316548	0.15427	0.0373624	2099.28	4672.06	7525.45	46573.8	inf	0.2782982	0.32564	0.242577	0.149212	0.282571	124255	133319	125256	491688	118481	205339	151335.8
1128	-1786.81	-1393.22	-393.591	0.0516538	0.731203	0.00271334	0.0030883	0.17489	0.0364514	1874.55	3731.65	7525.45	27330.3	inf	0.2893755	0.32564	0.242577	0.149212	0.282571	73016.3	133319	125256	437288	100175	243242	251367.7
1129	-1791.49	-1394.43	-397.055	0.0572492	0.65136	0.00208574	0.00140047	0.155793	0.132111	3719.68	6228.95	10345.3	37872.1	inf	0.2893755	0.326767	0.241669	0.148654	0.28291	87695.9	161711	125256	437288	125188	900060	110473.5
1130	-1788.68	-1393.09	-395.588	0.058341	0.663782	0.00124578	0.00142718	0.140573	0.134631	3768.33	7466.05	10263.7	37573.2	inf	0.2893755	0.321629	0.243513	0.149788	0.28507	269116	161711	54541.7	262465	43050.9	900060	132296
1131	-1786.57	-1396.86	-389.702	0.16789	0.485482	0.000911149	0.00137395	0.303439	0.0409045	3609.25	5859.37	8114	36528.5	inf	0.2038955	0.331935	0.259626	0.141922	0.266517	269116	179065	54541.7	262465	67738.7	900060	130158.9
1132	-1787.99	-1393.45	-394.547	0.0945779	0.690835	0.00051328	0.000773989	0.190257	0.0230428	3645.54	5296.65	9847.99	38394.5	inf	0.1657156	0.324925	0.260812	0.138925	0.275338	269116	179065	52352.4	185203	217009	721065	166317
1133	-1787.23	-1396.17	-391.061	0.119876	0.680259	0.000505422	0.000762141	0.175666	0.0229306	3159	6464.65	9897.18	47102.6	inf	0.2366114	0.324925	0.260812	0.138925	0.275338	269116	83249.6	52352.4	185203	32978.8	721065	105393.3
1134	-1787.7	-1396.58	-391.123	0.126616	0.620391	0.000533837	0.000804988	0.185542	0.066112	2811.69	5522.54	9744.81	46377.4	inf	0.2586271	0.313889	0.251954	0.134207	0.299951	317254	78412.1	52352.4	262418	32978.8	721065	107604.7
1135	-1790.16	-1398.59	-391.568	0.130267	0.638285	0.000549234	0.000837871	0.162042	0.0680188	3411.15	5522.54	8718.68	39257.8	inf	0.2586271	0.343523	0.241071	0.12841	0.286996	173769	91055.6	52352.4	262418	204196	721065	172516.7
1136	-1782.14	-1393.74	-388.403	0.130267	0.638285	0.000549234	0.000837871	0.162042	0.0680188	2595.85	3943.26	7394.5	25421.3	inf	0.2586271	0.330679	0.243195	0.134611	0.291515	242005	91055.6	52352.4	318927	65853.1	721065	172516.7
1137	-1780.51	-1390.74	-389.771	0.0690664	0.724093	0.000595492	0.000573868	0.17569	0.029981	947.061	3453.8	17374.7	30207.3	inf	0.2586271	0.330679	0.243195	0.134611	0.291515	84239	91055.6	213669	69505.2	65853.1	512796	143675.2
1138	-1788.17	-1394.41	-393.756	0.0683922	0.717024	0.00808677	0.00283374	0.173975	0.0296883	982.317	4148.51	17700.6	45291.1	inf	0.2586271	0.343541	0.252654	0.136439	0.267366	97716.4	91055.6	168463	359211	124559	135824	170061.6
1139	-1797.21	-1397.28	-399.929	0.0685297	0.718466	0.00609193	0.00283943	0.174325	0.029748	1646.42	5474.81	20533.7	62224.6	inf	0.08894035	0.326336	0.239919	0.146555	0.287189	97716.4	88576	168463	229839	90061	102215	263256.1
1140	-1790.64	-1393.21	-397.423	0.0714469	0.74905	0.0216179	0.0029603	0.12391	0.0310143	1953.49	4631.26	10185.6	52637.2	inf	0.08894035	0.326336	0.239919	0.146555	0.287189	97716.4	57269.7	168463	229839	247000	102215	222694.2
1141	-1787.69	-1397.04	-390.641	0.0714469	0.74905	0.0216179	0.0029603	0.12391	0.0310143	712.095	1551.09	19533.2	53893.3	inf	0.08894035	0.326336	0.239919	0.146555	0.287189	59215.4	57269.7	168463	229839	247000	102215	233317.1
1142	-1787.66	-1394.7	-392.953	0.078208	0.709209	0.0397574	0.00324044	0.135636	0.0339492	448.409	3035.36	19533.2	48110.3	inf	0.08894035	0.326336	0.239919	0.146555	0.287189	59215.4	67240.4	572329	229839	247000	48520.1	233317.1
1143	-1793.7	-1398.22	-395.482	0.144181	0.465006	0.0732951	0.00487726	0.250053	0.0625874	907.914	2730.51	26119.4	68713.3	inf	0.08894035	0.326336	0.239919	0.146555	0.287189	59215.4	54391.2	572329	421336	68312.4	43815.9	220933.2
1144	-1793.12	-1396.02	-397.104	0.0828637	0.706986	0.0421241	0.00280305	0.129253	0.0359702	806.381	2730.51	29628.2	69477.3	inf	0.08894035	0.323328	0.246926	0.145204	0.284542	31401.3	54391.2	758799	421336	153911	196152	195904.9
1145	-1781.29	-1394.83	-386.456	0.0841934	0.718331	0.0419839	0.00284803	0.116096	0.0365474	575.645	1141.81	21150.4	53581.7	inf	0.4896872	0.319388	0.256103	0.143435	0.281074	31401.3	42365.8	341196	421336	153911	119449	115760.3
1146	-1773.66	-1394.7	-378.966	0.0678592	0.731143	0.0427328	0.00289883	0.118167	0.0371993	376.703	739.871	15324.3	32993.5	inf	0.5516367	0.323553	0.259442	0.145305	0.271699	24314.1	42365.8	312502	144627	204242	976045	95327.22
1147	-1770.18	-1395.04	-375.144	0.0678592	0.731143	0.0427328	0.00289883	0.118167	0.0371993	394.739	746.08	11716.9	32101.5	inf	0.5516367	0.323553	0.259442	0.145305	0.271699	24314.1	42365.8	296411	144627	44594.3	715814	98316.05
1148	-1775.91	-1395.02	-380.881	0.0678448	0.730988	0.0427237	0.00311059	0.118142	0.0371914	398.487	1390.98	11027.4	25773.4	inf	0.5516367	0.323553	0.259442	0.145305	0.271699	24314.1	42365.8	296411	144627	241662	320500	148158.1
1149	-1791.46	-1394.75	-396.71	0.0678448	0.730988	0.0427237	0.00311059	0.118142	0.0371914	739.88	2390.61	19962.9	48572.3	inf	0.5516367	0.314971	0.252561	0.141451	0.291017	60024.2	19212.5	296411	251608	211211	320500	222363.6
1150	-1777.55	-1395.71	-381.841	0.067448	0.726712	0.0424738	0.0089418	0.117451	0.0369738	756.472	1300.64	11298.2	31729.4	inf	0.1840722	0.308576	0.247433	0.152878	0.291112	60024.2	19212.5	296411	149505	62972.3	320500	114645.9
1151	-1780.28	-1395.29	-384.995	0.0579135	0.623983	0.0364697	0.00767778	0.242208	0.0317472	574.951	983.308	11343.2	33198.8	inf	0.1840722	0.317771	0.250702	0.13174	0.299787	26803.3	61563.1	246247	149505	403846	271007	164439.6
1152	-1776.45	-1393.25	-383.209	0.0572548	0.616887	0.0165025	0.0385156	0.239454	0.0313861	509.643	1716.02	8042.96	22975.2	inf	0.2945659	0.317771	0.250702	0.13174	0.299787	26803.3	34844.6	110463	149505	403846	328509	145761
1153	-1781.16	-1396.26	-384.901	0.0643722	0.693572	0.018554	0.0433035	0.144911	0.0352877	625.178	2308.78	8798.37	25133.1	inf	0.133039	0.31818	0.250357	0.131558	0.299905	26803.3	35517.9	110463	149505	403846	74215.3	151282.4
1154	-1778.66	-1397.83	-380.829	0.047239	0.694746	0.0341353	0.0433768	0.145156	0.0353474	237.517	2308.78	4863.72	29599.4	inf	0.1245456	0.321518	0.249131	0.130914	0.298436	10290.9	64796.4	110463	153882	403846	317186	179344.8
1155	-1772.65	-1391.32	-381.332	0.0201978	0.714464	0.0351041	0.0446079	0.149276	0.0363507	153.661	1491.91	3801.33	20146.5	inf	0.1245456	0.325062	0.251878	0.121335	0.301726	21990.2	64796.4	110463	737953	403846	334481	233681.2
1156	-1784.37	-1397.73	-386.639	0.0209948	0.742658	0.0408003	0.0463682	0.111394	0.0377851	302.076	1313.23	7817.87	39641.3	inf	0.09822905	0.344507	0.271476	0.127828	0.256188	33176.2	64796.4	110463	445917	403846	54031.3	392310.5
1157	-1798.27	-1403.98	-394.296	0.0211461	0.74801	0.0410943	0.0374838	0.112196	0.0400698	890.41	1851.84	13108.4	45571.9	inf	0.09822905	0.345367	0.269659	0.128147	0.256827	28581.7	64796.4	110463	197213	287713	54031.3	339349.8
1158	-1794.32	-1397.18	-397.138	0.0211359	0.747649	0.0410745	0.0316818	0.118409	0.0400504	992.682	2575.29	15930.2	82316.1	inf	0.09822905	0.327921	0.259738	0.137256	0.275084	90418.5	37584.6	110463	356010	287713	94895.6	230759
1159	-1787.58	-1393.72	-393.854	0.0211852	0.749392	0.0411703	0.0317557	0.116353	0.0401438	784.725	2259	10899.7	38748.3	inf	0.2414336	0.31584	0.236254	0.149338	0.298568	48336.3	72388	425319	356010	327844	209834	205990.8
1160	-1783.44	-1391.62	-391.813	0.0214539	0.758895	0.0416924	0.0083351	0.16236	0.00726351	564.763	1891.43	10713.7	38555.1	inf	0.08941185	0.316316	0.23661	0.160327	0.286747	48336.3	30245.5	425319	356010	307982	876523	270853.8
1161	-1780.94	-1390.63	-390.311	0.0173794	0.614767	0.0337742	0.00675212	0.321443	0.00588404	592.639	1151.96	12006.9	68122.9	inf	0.08941185	0.316999	0.23712	0.158515	0.287366	67029.2	30339.1	370364	673193	322360	521221	224559.1
1162	-1785.48	-1394.35	-391.137	0.019184	0.552458	0.0595901	0.00745322	0.35482	0.006495	370.362	1168.94	13373.6	59168.5	inf	0.2708593	0.32105	0.240151	0.160541	0.278258	13130.6	109116	372735	287490	322360	458274	227869.2
1163	-1773.98	-1392.81	-381.18	0.0159009	0.618211	0.0493919	0.0141486	0.294097	0.00825116	241.991	768.041	7086.86	16114	inf	0.5559541	0.312237	0.243269	0.162625	0.28187	13130.6	40125.6	372735	437843	206845	419781	208450.7
1164	-1776.11	-1396.05	-380.065	0.0236954	0.517756	0.0736038	0.0349453	0.337703	0.0122959	192.178	608.844	7546.48	24907.2	inf	0.5559541	0.312237	0.243269	0.162625	0.28187	13130.6	31945	372735	437843	206845	419781	267475.4
1165	-1779.47	-1402.28	-377.182	0.0221017	0.482933	0.0686533	0.0998528	0.31499	0.0114689	192.178	608.844	7011.04	24907.2	inf	0.5559541	0.312237	0.243269	0.162625	0.28187	9493.82	25602.4	107005	437843	137058	419781	267475.4
1166	-1773.55	-1401.94	-371.608	0.0339759	0.507024	0.072078	0.0441784	0.330703	0.012041	126.253	500.886	5767.87	35112.7	inf	0.5138907	0.312237	0.243269	0.162625	0.28187	8127.58	25602.4	107005	437843	137058	966316	201916.2
1167	-1774.42	-1399.27	-375.143	0.0339759	0.507024	0.072078	0.0441784	0.330703	0.012041	126.253	766.66	5414.31	35112.7	inf	0.5138907	0.301073	0.270324	0.156811	0.271792	5426.19	18431.7	76340.9	437843	190910	420461	221728.3
1168	-1775.24	-1399.59	-375.652	0.0321331	0.508392	0.0536398	0.0417821	0.312765	0.0512877	118.567	704.79	4379.22	32279.1	inf	0.5138907	0.297168	0.266817	0.167748	0.268267	4824.71	25955.7	67383.2	603577	296532	360398	253018.9
1169	-1762.81	-1394.74	-368.072	0.0395506	0.468212	0.0494005	0.03848	0.288047	0.116311	70.5559	439.515	2985.28	24479	inf	0.2207524	0.297168	0.266817	0.167748	0.268267	8519.07	25955.7	67383.2	445793	255789	854825	158633
1170	-1760.85	-1396.92	-363.931	0.0369983	0.675885	0.0462126	0.0359968	0.0961026	0.108805	70.5559	534.481	2985.28	18081.9	inf	0.2207524	0.299546	0.265915	0.167181	0.267359	4855.06	25955.7	84961.6	118300	255789	453982	183989.8
1171	-1760.04	-1393.84	-366.199	0.0262851	0.69181	0.0353245	0.0368449	0.098367	0.111368	89.916	534.481	6594.07	22922	inf	0.2207524	0.30803	0.273447	0.130732	0.287791	3057.93	14325.7	213645	118300	155382	453982	154738.2
1172	-1759.14	-1390.8	-368.339	0.019592	0.52174	0.0139108	0.0274629	0.281014	0.13628	89.6391	532.835	7194.39	15868.1	inf	0.4249333	0.323501	0.265137	0.132317	0.279045	5391.36	15684.7	306500	194056	164868	453982	145564.3
1173	-1759.8	-1390.2	-369.602	0.019592	0.52174	0.0139108	0.0274629	0.281014	0.13628	100.894	648.984	11172	15079.8	inf	0.4169949	0.324564	0.266008	0.132752	0.276676	5391.36	17445.5	501949	63540.8	363029	453982	195196.4
1174	-1756.56	-1389.94	-366.623	0.0218069	0.580722	0.0154833	0.0305675	0.199734	0.151686	96.2341	592.641	10656	14383.3	inf	0.3283198	0.324564	0.266008	0.132752	0.276676	5391.36	17445.5	404488	25672.8	363029	453982	198779.3
1175	-1762.09	-1391.74	-370.345	0.0218069	0.580722	0.0154833	0.0305675	0.199734	0.151686	67.2387	947.704	8460.75	14383.3	inf	0.3283198	0.324564	0.266008	0.132752	0.276676	9743.59	20569	404488	44876.1	177365	247926	178183.9
1176	-1757.75	-1392.04	-365.71	0.0212192	0.565071	0.0249675	0.0569336	0.194351	0.137457	67.0899	947.704	8036.49	14383.3	inf	0.3283198	0.315259	0.258382	0.157615	0.268744	9169.64	20569	96442.7	30550.2	165533	533382	95239.85
1177	-1759.24	-1391.49	-367.755	0.0196032	0.522038	0.0230661	0.105501	0.265243	0.0645482	69.7818	985.728	8753.26	14960.4	inf	0.3283198	0.327267	0.253851	0.154851	0.264031	9169.64	100392	103447	71384.8	55270.8	651728	99061.17
1178	-1766.06	-1390.27	-375.79	0.0220169	0.537139	0.0227297	0.108619	0.261374	0.0481209	99.4724	2448.66	12316.2	21325.7	inf	0.3283198	0.327267	0.253851	0.154851	0.264031	7599.25	100392	103447	37419.7	55270.8	158145	113103.2
1179	-1774.2	-1394.36	-379.833	0.0227158	0.55419	0.0234512	0.112067	0.269671	0.0179042	156.992	3136.83	15165.2	23022	inf	0.1046619	0.326827	0.254854	0.154643	0.263677	4679.69	100392	171812	37419.7	116573	27652.8	136248
1180	-1771.5	-1395.18	-376.312	0.0236293	0.576477	0.0243943	0.0763594	0.280516	0.0186242	144.624	1553.8	13813.2	19913.1	inf	0.1046619	0.326594	0.254672	0.155244	0.263489	8099.85	124839	343738	113419	145385	182874	171635.7
1181	-1771.24	-1393.77	-377.466	0.0233956	0.544441	0.0241529	0.0756039	0.234173	0.0982342	120.327	2696.39	10910.6	17645.3	inf	0.1046619	0.331289	0.243959	0.157476	0.267277	8099.85	286326	343738	130370	57680.2	55621.3	119100.8
1182	-1776.5	-1395.2	-381.305	0.0161029	0.548506	0.0243333	0.0761685	0.235921	0.0989677	120.7	8319.44	14492.8	25624.1	inf	0.1046619	0.32212	0.265075	0.152926	0.259879	8099.85	160080	120897	92514.8	218668	77347.2	129005.5
1183	-1784.12	-1399.03	-385.084	0.0215141	0.317762	0.0325101	0.101764	0.315199	0.211251	120.7	7170.58	14639.3	32464.2	inf	0.1046619	0.332226	0.242017	0.157724	0.268033	9196.11	751803	120897	299026	83144.9	847277	112728.8
1184	-1788.5	-1395.2	-393.308	0.017807	0.546041	0.0269083	0.0842287	0.260887	0.0641285	165.852	5391.54	15430.5	44608.6	inf	0.1046619	0.328247	0.239638	0.159328	0.272787	9196.11	751803	326051	114350	322499	847277	142953.6
1185	-1786.31	-1396.67	-389.635	0.0382298	0.552316	0.0272175	0.053486	0.263885	0.0648655	131.667	4816.84	12670.2	44608.6	inf	0.1046619	0.312861	0.275278	0.15186	0.260001	9196.11	499387	326051	114350	251324	847277	154199.8
1186	-1781	-1395.37	-385.631	0.0351644	0.50803	0.0250351	0.0491973	0.242726	0.139847	149.995	2894.31	14179.7	43110.3	inf	0.1046619	0.312861	0.275278	0.15186	0.260001	9196.11	169632	326051	114350	251324	252970	161070.7
1187	-1782.56	-1397.95	-384.609	0.0351644	0.50803	0.0250351	0.0491973	0.242726	0.139847	126.648	3680.95	13256	37607.5	inf	0.1046619	0.330392	0.236158	0.158881	0.27457	9196.11	169632	368951	114350	92534.6	177861	255237.2
1188	-1782.27	-1397.03	-385.235	0.0358064	0.517306	0.0433116	0.0140176	0.247158	0.142401	126.648	4752.94	12726	24836.9	inf	0.1046619	0.332987	0.238013	0.160129	0.268872	28999.4	312252	115649	114350	92534.6	177861	255237.2
1189	-1779.35	-1395.49	-383.859	0.0358064	0.517306	0.0433116	0.0140176	0.247158	0.142401	126.648	1378.83	11581.8	21543.7	inf	0.1046619	0.332987	0.238013	0.160129	0.268872	6877.57	289250	354722	114350	430079	177861	221070.8
1190	-1778.23	-1394.68	-383.548	0.0358064	0.517306	0.0433116	0.0140176	0.247158	0.142401	163.096	4544.02	10199	20966.4	inf	0.4325112	0.339047	0.242345	0.144842	0.273765	23495.7	289250	106271	114350	271117	339439	222601.7
1191	-1781.03	-1393.88	-387.144	0.0566298	0.514545	0.0274036	0.0139428	0.245839	0.141641	195.086	4267.86	12597.4	26935.5	inf	0.4325112	0.341733	0.244264	0.145989	0.268014	23495.7	289250	106271	216528	328364	339439	181878.9
1192	-1780.84	-1395.29	-385.558	0.0808777	0.503444	0.022917	0.013642	0.240535	0.138585	197.302	4586.08	12597.4	27357.8	inf	0.3946833	0.324181	0.246844	0.158131	0.270844	19961.6	231047	106271	58086.8	311939	339439	181878.9
1193	-1776.46	-1397.1	-379.365	0.0851771	0.530206	0.0241353	0.0143672	0.200162	0.145952	167.87	2109.72	10718.3	17823.9	inf	0.372304	0.323244	0.24613	0.160564	0.270061	12756.8	231047	229732	58086.8	257109	339439	142376.8
1194	-1775.28	-1394.97	-380.307	0.0844661	0.52578	0.0239338	0.0225946	0.198491	0.144734	190.668	7084.13	9687.03	18545.6	inf	0.372304	0.332676	0.2427	0.158326	0.266297	10059.7	231047	229732	33970.8	257109	339045	161712.5
1195	-1777.41	-1394.29	-383.126	0.0786481	0.525017	0.0222853	0.0210383	0.218247	0.134764	190.668	8374.46	11298.8	21247.2	inf	0.372304	0.321392	0.246804	0.161003	0.270801	10059.7	253609	229732	33970.8	403652	339045	189385.3
