Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	p_invar	pi[1]	pi[2]	pi[3]	pi[4]	pop_size[1]	pop_size[2]	pop_size[3]	pop_size[4]	pop_size[5]	pop_size[6]	root_height
16	-1853.87	-1438.65	-415.216	0.015898	0.532553	0.0463111	0.04171	0.199325	0.164203	7484.1	16520.7	20931.9	52899.9	inf	0.9558467	0.312395	0.254772	0.15371	0.279123	629477	521849	154085	625774	813704	156096	210373.2
17	-1860.18	-1438.75	-421.426	0.0278176	0.646566	0.0775242	0.0506397	0.178926	0.0185266	9334.48	15327.4	28405.9	68637.7	inf	0.9558467	0.322253	0.251119	0.151506	0.275122	638727	515751	164649	649576	818264	156614	596855.5
18	-1852.12	-1434.85	-417.268	0.0271389	0.630791	0.0756328	0.0738018	0.174561	0.0180746	6936.91	15946.7	21900.4	58919.6	inf	0.9558467	0.322253	0.251119	0.151506	0.275122	649343	515979	152913	699391	847327	164232	452136.9
19	-1854.32	-1431.46	-422.859	0.0269981	0.627518	0.0804291	0.0734189	0.173655	0.0179808	11667.8	24101.2	33121.7	90508.6	inf	0.9558467	0.327118	0.239812	0.153794	0.279276	649343	494714	160113	730778	847327	164232	350154
20	-1851.71	-1432.21	-419.503	0.0154435	0.546179	0.0700039	0.0726133	0.134716	0.161044	10677.5	23492.7	28904.2	79392.3	inf	0.9558467	0.313933	0.270452	0.147595	0.268019	572432	473500	157314	752727	861254	171936	350154
21	-1849.11	-1429.13	-419.979	0.0121033	0.633662	0.0749688	0.0390819	0.113971	0.126213	18735.4	23495.4	28113.9	73888.8	inf	0.9558467	0.313933	0.270452	0.147595	0.268019	572432	451675	154569	782529	806887	167536	261108.9
22	-1845.01	-1427.9	-417.104	0.0123083	0.644394	0.0762386	0.0581974	0.0805106	0.128351	16164.3	21084.8	24307.6	63868.5	inf	0.9558467	0.326179	0.241995	0.153352	0.278474	591050	450592	155061	791925	792506	175267	234319.2
23	-1840.35	-1422.08	-418.274	0.0430705	0.618911	0.0190557	0.0511886	0.154881	0.112893	7798.85	19557.4	27625.2	40368.1	inf	0.9558467	0.326179	0.241995	0.153352	0.278474	566284	470463	154860	791925	800949	183554	204067.7
24	-1839.84	-1421.89	-417.945	0.048368	0.635933	0.0260172	0.0525965	0.108112	0.128973	8065.08	17662.5	26902.9	53422	inf	0.9558467	0.328593	0.243786	0.147088	0.280534	540962	501719	154860	748557	767999	175868	224203.5
25	-1840.68	-1421.1	-419.583	0.0509296	0.660626	0.0170938	0.025059	0.11231	0.133981	6913.01	24260.4	31965.9	75142.3	inf	0.9558467	0.328593	0.243786	0.147088	0.280534	592121	490142	150385	719182	694484	178347	342080.3
26	-1840.13	-1422.24	-417.885	0.0440683	0.702866	0.0182719	0.021683	0.0971796	0.115931	11071.8	20683.9	27253.5	74183.8	inf	0.9558467	0.328593	0.243786	0.147088	0.280534	584009	511345	158010	683394	670159	178347	181966
27	-1833.14	-1420.45	-412.688	0.0466417	0.74391	0.0219985	0.0229492	0.102854	0.0616464	7559.88	15451.3	19561.5	55132.3	inf	0.9558467	0.328593	0.243786	0.147088	0.280534	590551	544382	150948	654411	601524	170396	157674.5
28	-1823.03	-1411.91	-411.127	0.0405283	0.74868	0.0221396	0.0230964	0.103514	0.0620417	8567.37	14948	16281.4	37739.7	inf	0.9558467	0.328593	0.243786	0.147088	0.280534	590675	533632	150948	697469	641766	178226	161341.6
29	-1823.63	-1412.23	-411.398	0.00150426	0.708398	0.0327039	0.0315123	0.141233	0.0846486	3123.35	14047.5	17637.3	37739.7	inf	0.9558467	0.301438	0.253646	0.153037	0.29188	570117	548966	147747	633547	688362	181114	240000.5
30	-1823.31	-1410.64	-412.662	0.00150426	0.708398	0.0327039	0.0315123	0.141233	0.0846486	6288.22	12202.1	17272.4	34533.1	inf	0.9558467	0.301438	0.253646	0.153037	0.29188	563983	592847	159302	587212	711656	190383	218865.1
31	-1823.24	-1406.02	-417.224	0.00141096	0.732771	0.0338291	0.044806	0.099622	0.087561	3302.21	14457.1	24290.3	53121.6	inf	0.8713201	0.352923	0.234951	0.141757	0.270368	539260	622475	163433	587212	681561	195299	330722
32	-1823.71	-1410.15	-413.561	0.00133072	0.691103	0.0319055	0.0410175	0.0939571	0.140686	3231.32	19277.4	22875.5	60698.8	inf	0.8713201	0.352923	0.234951	0.141757	0.270368	539260	623931	151642	568743	635832	195299	338915.1
33	-1824.22	-1412.24	-411.985	0.00132119	0.686153	0.031677	0.0478859	0.0932842	0.139679	5284.87	16981.7	18904.1	54239.6	inf	0.8713201	0.352923	0.234951	0.141757	0.270368	560015	603158	144662	592579	597335	186432	338847
34	-1821.99	-1411.31	-410.68	0.00127784	0.694376	0.0306375	0.0483901	0.0902232	0.135095	2913.29	12430.8	15512.1	47854.7	inf	0.8713201	0.352923	0.234951	0.141757	0.270368	604684	614916	132911	620317	595475	182305	229716.2
35	-1821.45	-1410.99	-410.463	0.00127784	0.694376	0.0306375	0.0483901	0.0902232	0.135095	3678.61	16111.7	17764.1	41487.2	inf	0.8713201	0.347737	0.231499	0.154369	0.266395	618760	593959	133194	620317	588913	182305	216532
36	-1808.23	-1397.71	-410.526	0.00135054	0.733879	0.0323805	0.0511429	0.0953559	0.0858916	5277.88	16111.7	17444.8	61935.1	inf	0.3253574	0.347737	0.231499	0.154369	0.266395	587054	602217	132046	559398	596244	197517	202257.8
37	-1814.91	-1401.84	-413.067	0.00133569	0.725814	0.0430142	0.0505809	0.094308	0.0849477	4319.16	14052.8	19365.3	53393.9	inf	0.3253574	0.347737	0.231499	0.154369	0.266395	573580	578683	138000	614443	596244	190273	237476.7
38	-1808.83	-1394.67	-414.165	0.00169352	0.721034	0.0427309	0.0537415	0.114963	0.0658379	5538.34	12994.7	21497.3	48051.1	inf	0.3253574	0.347737	0.231499	0.154369	0.266395	642246	598659	140814	658553	596244	181044	225377.1
39	-1809.14	-1395.09	-414.05	0.00169425	0.721341	0.0427491	0.0533375	0.115012	0.065866	5776.18	15501.8	21467.4	40246.2	inf	0.3253574	0.328529	0.238316	0.158915	0.27424	630008	641446	140814	640194	577725	182324	223645.8
40	-1807.41	-1395.53	-411.877	0.00140135	0.704242	0.0417358	0.0520732	0.105983	0.094564	10416.7	16947.3	18647.1	28409.6	inf	0.241668	0.328529	0.238316	0.158915	0.27424	630008	673454	145349	615230	579388	184892	223232.4
41	-1813.09	-1399.01	-414.084	0.00143406	0.720677	0.0193735	0.0532884	0.108457	0.0967707	7744.52	12994.8	21300.8	30645.8	inf	0.241668	0.328529	0.238316	0.158915	0.27424	619634	655634	151253	604917	553147	192509	269366.8
42	-1810.52	-1397.79	-412.728	0.00119707	0.601578	0.0161719	0.0545517	0.245723	0.0807784	7348.1	13770.6	18558	38019.8	inf	0.241668	0.327453	0.237536	0.155434	0.279576	612857	655634	139232	629440	538741	200765	243102.3
43	-1804.6	-1394.04	-410.563	0.00121067	0.608414	0.0163556	0.0641998	0.233982	0.0758384	3354.77	9322.62	14947.8	39367.1	inf	0.3517603	0.327453	0.237536	0.155434	0.279576	576556	686612	135194	629440	538741	199262	183970.1
44	-1808.42	-1398.5	-409.913	0.00197359	0.463705	0.0223838	0.0879276	0.32022	0.10379	2619.22	7020.52	12210	31017.3	inf	0.3517603	0.324949	0.238817	0.15515	0.281085	590017	714372	136285	643557	493868	206133	257881.6
45	-1822.21	-1410	-412.214	0.0019844	0.466243	0.0225064	0.0930712	0.321973	0.0942215	1513.55	13758.1	18967.1	35135.6	inf	0.3517603	0.309574	0.227518	0.147809	0.315099	584009	714372	141681	668358	493868	209035	355747.9
46	-1823.03	-1405.87	-417.166	0.00230988	0.542716	0.0261979	0.108337	0.285398	0.0350415	4217.82	18019.1	30914.6	62424.7	inf	0.1311811	0.300928	0.230367	0.14966	0.319045	567804	691622	135395	668358	507303	215277	255078.2
47	-1822.5	-1405.36	-417.15	0.00253247	0.610843	0.0287225	0.118777	0.200707	0.0384183	7423.85	15419.5	27525.6	50984.1	inf	0.1311811	0.300928	0.230367	0.14966	0.319045	583085	687835	136588	672632	516905	205049	225385.3
48	-1822.75	-1406.54	-416.212	0.00278748	0.523734	0.0795366	0.130737	0.220918	0.0422869	5558.13	17528.4	26592.8	60303.3	inf	0.1311811	0.300928	0.230367	0.14966	0.319045	599306	668128	136990	695994	508228	191526	271625.2
49	-1821.09	-1405.28	-415.81	0.00278748	0.523734	0.0795366	0.130737	0.220918	0.0422869	4220.24	15747.6	25531.2	54825.2	inf	0.1311811	0.302644	0.231681	0.144811	0.320864	564189	657634	136990	695994	497185	198830	239252.4
50	-1819.21	-1405.63	-413.581	0.00283898	0.514934	0.0810062	0.133153	0.225	0.0430682	5086.86	10056.9	18512.4	30316	inf	0.1311811	0.345354	0.264377	0.165247	0.225023	537676	669857	133858	746950	506250	199446	239973
51	-1823.47	-1408.71	-414.753	0.00412661	0.518245	0.081527	0.134009	0.226446	0.0356473	6209.6	19942.6	24680	37694.1	inf	0.3234292	0.304061	0.232766	0.145489	0.317684	543442	660359	128436	797543	517127	205782	298330.7
52	-1820.25	-1403.79	-416.46	0.00261318	0.51333	0.0807538	0.132738	0.224298	0.0462671	10250.5	19213.5	26440.3	40285.9	inf	0.3234292	0.304061	0.232766	0.145489	0.317684	552730	659038	120868	805733	535569	195908	227719.2
53	-1816.77	-1403.47	-413.296	0.00257609	0.506044	0.0796076	0.130854	0.235308	0.0456104	8718.88	16681.4	20395.8	44806.3	inf	0.3234292	0.313123	0.229735	0.143595	0.313547	530579	659038	115934	905116	484421	217163	292191.6
54	-1813.89	-1401.55	-412.334	0.00252421	0.495852	0.0771419	0.141958	0.230569	0.051955	5229	16681.4	20395.8	64900.2	inf	0.3234292	0.313123	0.229735	0.143595	0.313547	499240	659038	123101	969292	484421	217163	245394.8
55	-1816.03	-1402.24	-413.79	0.00275795	0.475712	0.0842854	0.155104	0.212248	0.069893	4933.89	14969.6	21463.6	61237.4	inf	0.3234292	0.308249	0.241726	0.141359	0.308666	438284	657784	129221	954360	516271	225072	255992.7
56	-1814.53	-1401	-413.535	0.00264183	0.513636	0.0910047	0.167469	0.149385	0.0758638	7383.43	14833	19244.7	53031.7	inf	0.3234292	0.308249	0.241726	0.141359	0.308666	417192	644202	118529	954680	516271	234163	192844.6
57	-1823.65	-1409.04	-414.614	0.00553319	0.436799	0.097192	0.178854	0.200599	0.0810216	8463.74	17729.2	21549.9	39616.6	inf	0.3234292	0.308249	0.241726	0.141359	0.308666	385492	647456	112571	929080	516271	240432	227241.7
58	-1817.46	-1407.06	-410.4	0.0051624	0.429975	0.0956736	0.17606	0.213373	0.0797558	5623.04	11835.6	14776.1	38795	inf	0.3234292	0.328619	0.2577	0.151916	0.261765	366768	627137	108462	980349	492182	232299	181021.1
59	-1821.69	-1408.13	-413.563	0.00527645	0.439474	0.0977872	0.189033	0.218087	0.0503423	9894.79	12026.4	15348.1	67521.7	inf	0.3234292	0.324407	0.254397	0.149969	0.271227	358009	664285	105769	971405	455546	213356	208064
60	-1824.73	-1410.81	-413.927	0.00449753	0.374598	0.137105	0.165023	0.275866	0.0429106	4327.17	14664.1	20550.2	66398.1	inf	0.3234292	0.324407	0.254397	0.149969	0.271227	362628	663709	105769	998045	468254	212581	252890.5
61	-1818.89	-1405.89	-413.001	0.00536257	0.383953	0.1349	0.149047	0.282756	0.0439823	6339.05	13065.8	18160.2	58676	inf	0.1580036	0.314221	0.246409	0.14526	0.29411	377106	663709	103142	906399	483280	222582	223479.6
62	-1813.64	-1402.69	-410.955	0.00560823	0.401542	0.14108	0.110064	0.295709	0.0459971	5057.15	11579.4	15533.8	36048.2	inf	0.3352018	0.314221	0.246409	0.14526	0.29411	385625	656913	101936	919932	454919	215741	209404.1
63	-1811.37	-1399.76	-411.61	0.00586164	0.419686	0.147454	0.111324	0.267599	0.0480755	4201.94	9668.99	14618.8	59934.5	inf	0.3352018	0.327738	0.247146	0.145695	0.279422	368374	666141	107300	920487	440248	209197	193155.7
64	-1802.66	-1394.05	-408.607	0.00345903	0.662529	0.0870146	0.0656939	0.152933	0.02837	3921.41	11668.6	14329.3	49442.3	inf	0.3352018	0.334074	0.251924	0.129178	0.284824	348177	698555	110003	870830	425508	224838	159341.7
65	-1803.82	-1397.89	-405.931	0.00270826	0.71625	0.0687132	0.0488503	0.13655	0.0269285	5675.23	9612.18	10850.8	40187.1	inf	0.1182009	0.330095	0.260833	0.127639	0.281432	348177	713302	113054	813150	395953	213017	92761.51
66	-1810.57	-1399.65	-410.925	0.00265254	0.701513	0.0672994	0.0596143	0.142546	0.0263744	5482.52	16185.6	18681.6	84002.2	inf	0.1182009	0.329557	0.260408	0.127431	0.282604	349245	713302	116773	889865	408440	216533	160012
67	-1807.09	-1397.23	-409.859	0.0013092	0.711892	0.064829	0.0505507	0.144655	0.0267646	4381.1	16307.6	18681.6	41326.7	inf	0.1742902	0.329557	0.260408	0.127431	0.282604	336510	690306	114904	871291	402036	216533	161471.3
68	-1803.44	-1394.37	-409.063	0.0018745	0.680199	0.0922446	0.0618938	0.138215	0.0255731	3104.83	11938.2	16569.2	36685.6	inf	0.1742902	0.306396	0.27739	0.135741	0.280472	332272	690306	112038	875560	369571	223162	185528.8
69	-1803.96	-1396.49	-407.477	0.00115432	0.633655	0.165179	0.0576586	0.1257	0.0166539	1074.71	10294.5	14149.9	31301.8	inf	0.2670329	0.310747	0.281329	0.137669	0.270255	348900	649416	111399	855912	380096	208755	164954.3
70	-1801.26	-1395.62	-405.64	0.00111582	0.612521	0.15967	0.0950156	0.121508	0.0101696	3500.15	8178.46	10627.9	43994.7	inf	0.2670329	0.311508	0.282018	0.138006	0.268467	347160	628445	108162	855912	367030	199251	162642.7
71	-1804.54	-1397.23	-407.314	0.00116954	0.643141	0.122154	0.100487	0.128505	0.00454398	4344.62	10162	13192	76015.4	inf	0.2670329	0.311508	0.282018	0.138006	0.268467	356967	616097	103572	746443	351383	174132	215914.6
72	-1803.31	-1396.67	-406.642	0.00106044	0.583147	0.110759	0.140008	0.160906	0.0041201	3010.58	10162	13192	82567.8	inf	0.2670329	0.30345	0.274723	0.160304	0.261522	365551	633920	103634	705895	336793	179437	201946.9
73	-1795.59	-1392.3	-403.288	0.000997591	0.635503	0.0595132	0.131709	0.168401	0.0038759	2587.07	6420.51	8233.86	38657.5	inf	0.2670329	0.301419	0.272885	0.159232	0.266464	350423	602254	105461	701181	336793	179437	178055.8
74	-1802.13	-1394.7	-407.434	0.000956307	0.609204	0.0524351	0.171201	0.161432	0.0047719	4689.32	9463.61	13901.7	44431.2	inf	0.2670329	0.295935	0.284757	0.157693	0.261616	343318	605174	102738	727353	357338	175362	204648.9
75	-1811.73	-1401.43	-410.302	0.000910145	0.579796	0.049904	0.162937	0.202768	0.00368435	3019.92	13034.6	19550	66116	inf	0.1711534	0.295935	0.284757	0.157693	0.261616	334724	605174	101756	773270	371372	163136	243201.6
76	-1818.75	-1404.63	-414.115	0.00079831	0.560943	0.043772	0.213402	0.177853	0.00323163	4540.02	17644	24495.2	75868.1	inf	0.2731447	0.345051	0.264892	0.146692	0.243365	365212	635154	101756	744152	401878	163889	330860.1
77	-1800.59	-1395.01	-405.584	0.00143242	0.601989	0.0428708	0.209008	0.142319	0.00238058	3351.37	10193.2	12883.4	25984.9	inf	0.2731447	0.345051	0.264892	0.146692	0.243365	366115	644984	101756	699062	370753	169956	167291.1
78	-1796.74	-1391.37	-405.372	0.00143242	0.601989	0.0428708	0.209008	0.142319	0.00238058	2183.68	9200.85	12525.8	40244.8	inf	0.1169202	0.335269	0.257382	0.142533	0.264816	388527	671872	93346.9	727788	370753	157560	142553.1
79	-1809.32	-1397.64	-411.677	0.00129006	0.625212	0.0445246	0.178852	0.147809	0.00231228	3495.96	12770.5	18848.8	60560.3	inf	0.1169202	0.34176	0.262365	0.145293	0.250583	376216	701954	91902.2	746590	373044	161132	251191.8
80	-1796.71	-1392.62	-404.089	0.000953532	0.6288	0.0447801	0.179879	0.143263	0.00232555	1860.89	7867.13	9677.79	39271.3	inf	0.2248021	0.34176	0.262365	0.145293	0.250583	381893	720981	92223.3	746590	388688	147507	139052.1
81	-1801.48	-1394.06	-407.423	0.00104842	0.604935	0.0430806	0.173052	0.175647	0.00223728	1859.08	12260.9	15183.2	46836.9	inf	0.2248021	0.343894	0.264003	0.139956	0.252148	404630	720981	92223.3	796220	375483	143312	177013.8
82	-1812.3	-1399.93	-412.372	0.000938433	0.54147	0.0385609	0.154897	0.262131	0.00200257	5231.64	12580.8	18388.8	66877.1	inf	0.2248021	0.343894	0.264003	0.139956	0.252148	386084	688244	86814.8	785056	393399	133700	216273.9
83	-1808.71	-1396.01	-412.698	0.000965083	0.551829	0.039656	0.135915	0.269575	0.00205944	4967.14	12093.3	19361.3	58134.3	inf	0.2248021	0.343894	0.264003	0.139956	0.252148	381526	688244	86814.8	828756	392198	134437	207079.9
84	-1816.35	-1400.87	-415.482	0.000916626	0.524122	0.0878749	0.129091	0.25604	0.00195603	6133.02	16302	23745.9	79368	inf	0.2248021	0.297564	0.275181	0.164432	0.262823	395064	720669	86814.8	870261	392198	116562	199105.9
85	-1812.5	-1401.71	-410.798	0.000982883	0.562007	0.0689352	0.160211	0.203945	0.00391891	4058.9	15060.1	19780.2	48268.4	inf	0.4305096	0.297564	0.275181	0.164432	0.262823	395064	703866	85943	887965	332244	113947	155849.1
86	-1820.6	-1406.61	-413.99	0.00126854	0.582148	0.0793982	0.125382	0.207831	0.00397283	3442.74	24207.4	29280.2	77151.7	inf	0.4305096	0.297564	0.275181	0.164432	0.262823	406711	713337	83529.3	858770	317304	120517	223080.6
87	-1820.41	-1406.65	-413.761	0.00126604	0.620056	0.0845684	0.133546	0.156332	0.00423153	4253.82	26029.5	30037.3	99287.3	inf	0.4305096	0.293055	0.271011	0.16194	0.273995	395427	683125	89076.9	858770	327803	115524	228811.1
88	-1822.17	-1407.76	-414.411	0.00133369	0.596354	0.0960574	0.140682	0.161115	0.00445763	2182.14	24829.2	31033.8	99287.3	inf	0.4305096	0.293055	0.271011	0.16194	0.273995	394906	683125	92459.9	858770	319673	115524	227635
89	-1814.75	-1402.48	-412.272	0.000826749	0.670587	0.0405059	0.140325	0.142817	0.0049384	1912.1	21404	27193.5	98621.3	inf	0.4305096	0.332527	0.255879	0.152898	0.258696	367695	687541	95516	858770	332430	118857	214408
90	-1812.41	-1400.94	-411.465	0.000813377	0.65974	0.0537916	0.138056	0.140507	0.00709209	3910.33	16390.9	22164.9	71970.8	inf	0.4305096	0.304598	0.263418	0.163452	0.268532	377636	715893	96247.7	827723	332430	121207	127518.4
91	-1810.74	-1398.8	-411.934	0.00107626	0.558953	0.0711767	0.182674	0.176735	0.00938422	3910.33	16125.1	22164.9	73505.2	inf	0.2036107	0.311311	0.269223	0.145016	0.27445	373386	731211	101057	825839	334365	122185	127518.4
92	-1812.85	-1401.26	-411.595	0.00116732	0.696653	0.0587896	0.150883	0.0847562	0.00775105	6015.05	17690.5	22554	63642.6	inf	0.2036107	0.309911	0.268012	0.131812	0.290265	389010	725560	97573.7	856508	334365	122185	126897.6
93	-1810.83	-1400.72	-410.111	0.00110664	0.696317	0.042305	0.171325	0.0803504	0.0085955	4781.85	15657.6	20070	38103.9	inf	0.2036107	0.309911	0.268012	0.131812	0.290265	389010	725560	100137	844098	335189	122185	164219.2
94	-1813.93	-1402.22	-411.712	0.0012664	0.640569	0.05108	0.206862	0.0898444	0.0103784	4869.77	20194.9	25139.7	36983.1	inf	0.2036107	0.305883	0.266421	0.141204	0.286492	367846	749312	93672.9	813535	335189	116556	211806.9
95	-1801.67	-1394.52	-407.146	0.000975126	0.683914	0.0303215	0.190534	0.0862637	0.00799132	3163.69	15701.4	18315	31401	inf	0.387116	0.305883	0.266421	0.141204	0.286492	367846	813396	97158.9	813535	341531	114725	164679
96	-1802.63	-1394.89	-407.735	0.0103755	0.677479	0.0300361	0.188741	0.085452	0.00791613	3427.82	15701.4	18196.4	36831.2	inf	0.387116	0.311606	0.264224	0.14004	0.28413	384971	813396	97158.9	831655	322562	114725	210243.7
97	-1811.58	-1398.68	-412.903	0.0147158	0.559888	0.0522563	0.267696	0.100023	0.00542156	10096.9	14923.1	19596.6	31401	inf	0.387116	0.311606	0.264224	0.14004	0.28413	402863	865575	95591.9	846438	317880	114725	246475.2
98	-1816.09	-1402.41	-413.679	0.014635	0.469166	0.0519693	0.266226	0.192612	0.00539179	6363.72	21698.8	26933.7	43207.7	inf	0.387116	0.311606	0.264224	0.14004	0.28413	417521	806966	92073.7	819579	323125	116315	253027.6
99	-1812.01	-1400.07	-411.946	0.0142921	0.458174	0.0806828	0.259989	0.18393	0.00293129	4460.35	21698.8	26964.9	43207.7	inf	0.387116	0.311606	0.264224	0.14004	0.28413	410349	806966	91609	810461	309831	115370	271606.4
100	-1807.15	-1397.37	-409.783	0.0149605	0.479602	0.0844561	0.272148	0.146109	0.00272464	3116.23	20291.4	24034.9	36769.7	inf	0.387116	0.311606	0.264224	0.14004	0.28413	383812	814550	99736.7	810461	316463	112372	225068.6
101	-1807.99	-1398.32	-409.673	0.014448	0.632204	0.0590427	0.190257	0.102144	0.00190478	3116.23	19351.7	24034.9	61991.9	inf	0.387116	0.311606	0.264224	0.14004	0.28413	418819	832576	93848.4	741945	269963	112372	238970.2
102	-1812.01	-1399.92	-412.094	0.0138922	0.607883	0.0567712	0.182937	0.136685	0.0018315	4084.69	19940.6	26146.2	67437.3	inf	0.387116	0.336726	0.262223	0.138979	0.262072	386679	845583	101284	678442	252666	112372	300187.8
103	-1797.47	-1392.39	-405.08	0.0141849	0.620694	0.0579677	0.168225	0.137059	0.0018701	2334.2	10841.5	13474.4	34934.3	inf	0.1871492	0.336726	0.262223	0.138979	0.262072	385285	839489	122136	678442	230510	122434	171542.6
104	-1803.98	-1397.53	-406.458	0.00487142	0.578205	0.0539996	0.156709	0.203624	0.00259015	2334.2	9275.01	13474.4	34141	inf	0.3802583	0.333969	0.263313	0.139557	0.263161	385285	778821	122136	621921	204703	119734	255920.7
105	-1799.3	-1393.63	-405.671	0.00475241	0.587571	0.0548743	0.124807	0.225363	0.00263211	2334.2	9275.01	13330	29529.9	inf	0.3802583	0.33925	0.251664	0.141763	0.267323	362573	764017	130554	638318	220720	112539	260135.6
106	-1800.45	-1393.19	-407.259	0.00228404	0.725582	0.0263729	0.0599829	0.184513	0.00126501	2287.29	10133.6	12685.3	34654.4	inf	0.3802583	0.33925	0.251664	0.141763	0.267323	421404	753292	135231	638459	221957	104369	289061
107	-1802.6	-1394.46	-408.14	0.00230506	0.73226	0.0266156	0.0513322	0.186211	0.00127665	1571.06	10292.1	15357.9	32076.3	inf	0.3802583	0.341313	0.253194	0.136545	0.268948	421854	742518	135231	664687	192976	113007	358405.3
108	-1800.2	-1391.86	-408.343	0.00273171	0.682702	0.0315421	0.0608336	0.220678	0.00151295	3823.26	10863.5	14304.8	30646.7	inf	0.3802583	0.332417	0.246595	0.15905	0.261938	501884	748462	135231	651554	192976	121593	287296.9
109	-1800.87	-1392.61	-408.263	0.00361721	0.749175	0.0106986	0.0667568	0.168962	0.000790371	3070.85	10453.9	14775.8	30646.7	inf	0.3802583	0.332417	0.246595	0.15905	0.261938	518149	719680	129267	681525	212730	122885	269416
