Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
4700	-14504.66	-14526.68	22.01648	0.109657	0.110768	0.101485	0.0799015	0.108598	0.0658801	0.119352	0.0622925	0.0762762	0.185754	0.0760366	0.078516	0.11535	0.095231	0.0926838	0.114728	0.131484	0.0933966	0.12005	0.078471	0.0846639	0.0845182	0.139361	0.0222535	0.0152732	0.0346799	0.0197364	0.0503343	0.0308911	0.0438555	0.0225589	0.0299813	0.0191297	0.0187513	0.0771847	0.0370771	0.0263669	0.0236041	0.0370951	0.0204472	0.0250557	0.0416381	0.0248167	0.240638	0.268159	0.0576723	0.027789	0.396175	0.00956677	0.222308	0.218042	0.163981	0.395669	2.945185
4710	-14504.93	-14526.5	21.57736	0.108865	0.102168	0.091727	0.110437	0.101347	0.0823857	0.106802	0.0742305	0.0811629	0.19798	0.068508	0.065834	0.0931463	0.0838561	0.0964976	0.124343	0.127307	0.108873	0.110158	0.0776679	0.0944549	0.0855423	0.162992	0.0136412	0.0235375	0.0300814	0.025053	0.040747	0.0229367	0.0278448	0.00951636	0.0388449	0.025639	0.0204332	0.0839897	0.0552756	0.023527	0.0348943	0.0301635	0.0265546	0.0266488	0.0554179	0.0180653	0.241063	0.268633	0.0560072	0.0278381	0.396875	0.00958367	0.228679	0.224291	0.16868	0.378349	2.989097
4720	-14510.36	-14532.57	22.20904	0.1173	0.114225	0.108301	0.0985674	0.0922741	0.0703633	0.105876	0.0742305	0.0644019	0.180609	0.0669956	0.0958492	0.088372	0.092155	0.122363	0.115204	0.116297	0.101546	0.108888	0.0575021	0.0857019	0.0844842	0.169148	0.0137006	0.0219982	0.0207769	0.0424291	0.0416517	0.00602553	0.0256783	0.0161716	0.0409908	0.0140696	0.0212026	0.0605564	0.0476877	0.0424875	0.0253596	0.0462219	0.0216043	0.0299056	0.0402394	0.0165156	0.242257	0.269964	0.0531623	0.0269718	0.398842	0.00880192	0.22589	0.221556	0.164798	0.387756	2.925929
4730	-14505.2	-14526.77	21.57412	0.115449	0.110235	0.0956353	0.103519	0.101642	0.0813773	0.116474	0.0803668	0.0791378	0.199363	0.0779846	0.0755391	0.0807838	0.0945249	0.100431	0.0976745	0.116297	0.101117	0.121334	0.0650483	0.085907	0.0976992	0.13948	0.0199645	0.0171867	0.0308156	0.0335952	0.0436769	0.0140231	0.0421616	0.0272593	0.0362477	0.0129638	0.0206035	0.0923504	0.044133	0.0218718	0.0178042	0.059598	0.0132104	0.0399013	0.0460319	0.0190042	0.242126	0.269819	0.0531336	0.0243793	0.398626	0.0119156	0.22589	0.221556	0.164798	0.387756	2.989421
4740	-14507.84	-14530.39	22.54864	0.102742	0.128945	0.0785326	0.109316	0.0957476	0.0568969	0.116789	0.0656593	0.0743953	0.15715	0.0794349	0.0712744	0.0754667	0.102695	0.0946251	0.1267	0.128291	0.101117	0.0931872	0.0723133	0.0780793	0.0763665	0.171824	0.0190668	0.0188446	0.0377626	0.0257383	0.0324696	0.0150507	0.0478452	0.0214191	0.0385904	0.0230623	0.0250172	0.0841363	0.0404461	0.0169865	0.0309543	0.0315261	0.0163655	0.0482312	0.0456956	0.0152129	0.233873	0.288688	0.0513225	0.0294942	0.385039	0.0115837	0.222183	0.217919	0.162092	0.397806	2.891969
4750	-14507.88	-14528.99	21.10401	0.116413	0.119597	0.0940849	0.094163	0.0922383	0.080611	0.120634	0.0787572	0.0846994	0.16101	0.0789192	0.0844077	0.116504	0.1027	0.130642	0.12948	0.131829	0.0840634	0.131864	0.0858948	0.0931164	0.07579	0.171824	0.0177427	0.0151431	0.0290696	0.0275852	0.0470286	0.0122161	0.0341528	0.0126327	0.032844	0.021701	0.0152802	0.0825702	0.038909	0.0129824	0.0230576	0.0282263	0.0233166	0.0393262	0.040353	0.0230532	0.233614	0.288368	0.0512657	0.0294616	0.384613	0.0126776	0.226818	0.222465	0.161794	0.388923	3.036432
4760	-14507.83	-14529.16	21.32067	0.143956	0.0797598	0.103524	0.0922239	0.117146	0.0628333	0.129358	0.0670479	0.0760574	0.181445	0.0722424	0.077179	0.0749245	0.1027	0.0936408	0.142254	0.111498	0.0945072	0.126016	0.0789322	0.0951809	0.0839136	0.17365	0.0289577	0.0111633	0.0443109	0.0439834	0.049296	0.00728925	0.0349097	0.00927331	0.0365954	0.0177121	0.0240943	0.0845394	0.0483299	0.0102666	0.0238306	0.0401297	0.0315447	0.0256226	0.0401903	0.0227369	0.234069	0.288929	0.0564296	0.0271162	0.38536	0.00809627	0.227052	0.222695	0.160928	0.389325	3.014766
4770	-14497.96	-14520.53	22.56676	0.114832	0.0938543	0.0874936	0.0978348	0.0824637	0.0672934	0.118786	0.0718421	0.0977392	0.169796	0.0639275	0.0931206	0.0975599	0.0845885	0.0989282	0.104561	0.116825	0.10715	0.108457	0.0792529	0.0931721	0.0728444	0.152561	0.017736	0.0129979	0.0238516	0.0328791	0.0371361	0.026683	0.0449984	0.0124964	0.0403578	0.0313361	0.0232787	0.0867645	0.0464406	0.0175859	0.0313258	0.0383271	0.0155841	0.0229028	0.036022	0.016569	0.24036	0.275831	0.0579463	0.0242675	0.395718	0.00587703	0.227052	0.222695	0.160928	0.389325	2.890157
4780	-14495.22	-14516.77	21.55189	0.151422	0.0981523	0.107941	0.102489	0.11731	0.072946	0.116032	0.0671564	0.0924811	0.186446	0.0592897	0.0672713	0.0971365	0.0997211	0.091771	0.118736	0.118153	0.112575	0.118947	0.0776172	0.0876552	0.0754062	0.152561	0.0158549	0.0202348	0.0405716	0.035685	0.0503113	0.012979	0.0405975	0.00968922	0.0377824	0.020354	0.0265191	0.066778	0.0441656	0.0226948	0.0255555	0.0317189	0.012785	0.0244031	0.0435277	0.0202213	0.239868	0.271177	0.0578277	0.0254335	0.394908	0.0107857	0.241227	0.218184	0.158685	0.381904	2.991644
4790	-14502.38	-14523.94	21.55971	0.129369	0.116697	0.101896	0.0717112	0.105042	0.0682794	0.108637	0.0618791	0.0889868	0.184148	0.0751525	0.0605002	0.0724013	0.0968822	0.109909	0.13447	0.116631	0.112575	0.120424	0.0981471	0.0718663	0.0861093	0.167854	0.0137713	0.0220934	0.0447131	0.0256672	0.0332838	0.0122153	0.0457724	0.0130256	0.0347778	0.0337882	0.0250444	0.0814533	0.0419259	0.00710295	0.0297689	0.0347636	0.0220577	0.0390126	0.0442528	0.0268059	0.237915	0.272296	0.0560076	0.0255384	0.396537	0.0117058	0.241227	0.218184	0.158685	0.381904	2.990862
4800	-14498.97	-14520.91	21.93844	0.121933	0.0909845	0.0890998	0.0900642	0.0779386	0.0801683	0.133393	0.0721387	0.0822951	0.179175	0.0696497	0.0636171	0.0866803	0.0968822	0.105152	0.130868	0.116631	0.112575	0.136778	0.0700237	0.0775416	0.0760343	0.182368	0.0189085	0.0117993	0.037648	0.0246233	0.0416087	0.0135269	0.057555	0.00749669	0.0349972	0.0215424	0.0201346	0.0752175	0.045634	0.0261679	0.0219521	0.0323479	0.0217603	0.0302523	0.0491789	0.0186473	0.234794	0.290532	0.055273	0.0168216	0.391336	0.0112432	0.243431	0.220177	0.160135	0.376257	2.952989
4810	-14498.49	-14519.43	20.93398	0.117634	0.100428	0.116068	0.102735	0.10326	0.0909057	0.126887	0.0699437	0.0880908	0.15268	0.0789843	0.0731381	0.104311	0.0958585	0.0848819	0.109165	0.124873	0.120271	0.123633	0.0731017	0.0790511	0.0757086	0.173935	0.0316483	0.0227615	0.0447856	0.0266842	0.032689	0.0237797	0.0496274	0.0100488	0.0487593	0.0208525	0.027182	0.0759139	0.054708	0.0182375	0.0275897	0.0345544	0.0143793	0.0341473	0.0400525	0.0294899	0.225332	0.284827	0.0559349	0.0241314	0.396022	0.0137529	0.246403	0.222866	0.14988	0.380851	3.053435
4820	-14498.35	-14519.24	20.88922	0.121534	0.118801	0.109656	0.102735	0.0942006	0.081421	0.136525	0.0622558	0.0846529	0.174291	0.0724381	0.0818312	0.102879	0.10726	0.106082	0.123447	0.120587	0.115936	0.107534	0.0731017	0.0839031	0.10161	0.148138	0.0332847	0.0170709	0.0307494	0.0283665	0.0416342	0.0200998	0.0427887	0.0118893	0.0483757	0.0259108	0.0179919	0.0887294	0.039161	0.0169431	0.021509	0.0277195	0.018952	0.0239626	0.0439009	0.0280519	0.219615	0.277602	0.0599111	0.0364943	0.392974	0.0134041	0.244643	0.231878	0.145348	0.37813	3.057911
4830	-14501.87	-14522.58	20.70858	0.133209	0.0877892	0.0954657	0.109196	0.0942006	0.0637807	0.119816	0.0708496	0.106776	0.164422	0.0801918	0.0651723	0.0948531	0.110226	0.0862725	0.13265	0.149158	0.100566	0.107237	0.0914749	0.0939816	0.0998224	0.18052	0.0244514	0.012649	0.039927	0.0270775	0.038978	0.0170602	0.0373265	0.0113169	0.0365707	0.016009	0.0241612	0.102324	0.0431646	0.0177513	0.0250042	0.036288	0.0253158	0.0289342	0.0465193	0.0275167	0.224413	0.283666	0.050616	0.0227494	0.401558	0.0169973	0.242723	0.230058	0.144208	0.383011	3.075975
4840	-14514.03	-14533.18	19.15612	0.128663	0.107372	0.0958509	0.108623	0.115708	0.0566996	0.156109	0.0665081	0.089701	0.215078	0.0755387	0.0722521	0.080975	0.118843	0.1102	0.158235	0.151897	0.112437	0.132146	0.0797495	0.0849881	0.0998224	0.170381	0.0220814	0.0209961	0.0516583	0.0234076	0.0374969	0.0155119	0.0391839	0.0111649	0.030703	0.0279764	0.026025	0.0670675	0.0381343	0.0272964	0.0329037	0.0314089	0.0280003	0.0375802	0.053053	0.0217952	0.220492	0.294223	0.0497318	0.0234739	0.394543	0.017536	0.24101	0.235494	0.14319	0.380306	3.231221
4850	-14508.26	-14527.48	19.21811	0.142193	0.103781	0.0988147	0.115033	0.0863501	0.0904183	0.12529	0.0710059	0.09715	0.210723	0.0973036	0.0688009	0.119862	0.0980144	0.119532	0.114052	0.143479	0.112353	0.12202	0.0881981	0.109702	0.0814735	0.171214	0.0191888	0.0214716	0.0358783	0.0386129	0.0371682	0.0117753	0.0467568	0.0223708	0.034073	0.022241	0.0252089	0.0818341	0.0489386	0.0148132	0.0323064	0.0350155	0.0267725	0.032354	0.0319604	0.0195193	0.220379	0.294073	0.053435	0.0234619	0.394341	0.0143103	0.24101	0.235494	0.14319	0.380306	3.225022
4860	-14507.8	-14528.54	20.73855	0.122131	0.100655	0.128483	0.097653	0.101365	0.0780257	0.117597	0.0737649	0.0835898	0.219333	0.0815414	0.073945	0.102772	0.094125	0.104865	0.119156	0.128968	0.0981289	0.12202	0.0720467	0.0746245	0.0770376	0.148408	0.0124944	0.0218548	0.0417913	0.0384545	0.0398199	0.00880902	0.0463751	0.0292535	0.0337289	0.0266129	0.015387	0.0739914	0.0550681	0.0257441	0.0362672	0.0469775	0.0222374	0.028933	0.0357289	0.0132151	0.220376	0.294068	0.0534342	0.0215575	0.394335	0.0162295	0.24101	0.235494	0.14319	0.380306	3.072979
4870	-14512.89	-14532.32	19.4318	0.124884	0.106153	0.0902244	0.109628	0.110399	0.0802991	0.113465	0.074393	0.0864896	0.205024	0.10214	0.0630275	0.103057	0.10542	0.128168	0.124074	0.140484	0.123447	0.12202	0.0865932	0.086957	0.0789901	0.159868	0.0258356	0.0247077	0.0538948	0.0198904	0.0289809	0.0108648	0.0425249	0.0156243	0.0467305	0.0307486	0.0324505	0.0905633	0.0504063	0.0278231	0.0379125	0.0415711	0.0231536	0.019125	0.030928	0.0247135	0.222029	0.296274	0.0538351	0.0217193	0.389549	0.016593	0.24101	0.235494	0.14319	0.380306	3.203654
4880	-14508.03	-14528.32	20.28826	0.152377	0.119351	0.094539	0.0851165	0.101942	0.0732864	0.119575	0.062117	0.0826137	0.179141	0.0629099	0.0780486	0.0891517	0.0937975	0.107461	0.124345	0.131638	0.103207	0.137147	0.084912	0.0821923	0.0781513	0.173727	0.0220017	0.023796	0.0347924	0.0168356	0.0383104	0.013441	0.0507473	0.0172742	0.0722812	0.0303853	0.0247173	0.0852808	0.0484858	0.0375283	0.0263917	0.0302989	0.0269677	0.0328611	0.0499091	0.0189559	0.219802	0.293302	0.0540393	0.0255865	0.388902	0.0183682	0.243105	0.236847	0.136437	0.383612	3.118008
4890	-14514.6	-14534.02	19.42158	0.161407	0.102034	0.109997	0.0927962	0.0983815	0.0881928	0.12384	0.0807139	0.101013	0.181925	0.0604771	0.0935255	0.112826	0.0996646	0.132585	0.126538	0.110377	0.0875835	0.113915	0.0997346	0.079434	0.0883158	0.135499	0.0284397	0.0231897	0.0299432	0.0237878	0.0639646	0.022961	0.0507473	0.0146313	0.0352739	0.025947	0.0411808	0.0860687	0.0406735	0.0207818	0.0247609	0.0565087	0.0251931	0.0370996	0.0527751	0.0199701	0.204514	0.297739	0.0552635	0.0261661	0.397712	0.0186055	0.250575	0.244125	0.14063	0.36467	3.204675
4900	-14510.61	-14529.94	19.32534	0.118759	0.122265	0.100005	0.0955761	0.101543	0.0719363	0.142654	0.102884	0.0985736	0.183215	0.0800717	0.0915586	0.0827461	0.120863	0.119209	0.134419	0.107668	0.130382	0.120635	0.0647917	0.0752803	0.0794172	0.17043	0.00835899	0.0236765	0.040224	0.029076	0.0488175	0.0169737	0.0477974	0.0110552	0.0497089	0.0269769	0.0279288	0.0957093	0.0402132	0.0239789	0.0392236	0.0476289	0.0179888	0.0355001	0.039284	0.0292941	0.206285	0.300317	0.0603058	0.0226482	0.401156	0.00928805	0.239038	0.247883	0.142795	0.370284	3.214299
4910	-14503.02	-14523.55	20.52806	0.107363	0.0896237	0.084607	0.094936	0.107926	0.0804512	0.142654	0.0732753	0.088404	0.168622	0.0781416	0.100567	0.085807	0.0979511	0.111609	0.116047	0.142264	0.114843	0.121405	0.0726498	0.101454	0.0905286	0.167892	0.0173501	0.0122514	0.0427838	0.0355707	0.0378103	0.0164279	0.0472406	0.0102943	0.0475861	0.037999	0.0263039	0.0938076	0.0371561	0.0406851	0.02079	0.0385118	0.0188288	0.0249817	0.0256872	0.0229402	0.207447	0.297801	0.0545116	0.0361633	0.397795	0.0062816	0.243619	0.233468	0.145532	0.377381	3.094027
4920	-14498.15	-14518.49	20.34303	0.150431	0.0979497	0.101112	0.0943916	0.0891284	0.0804512	0.125017	0.0744081	0.0852589	0.16074	0.0861712	0.0677941	0.0848423	0.0950335	0.131104	0.135843	0.126177	0.120048	0.123906	0.0734576	0.0958847	0.0898503	0.163876	0.0125137	0.0175105	0.0382817	0.0323048	0.0373542	0.0254773	0.0529202	0.0224215	0.0434185	0.0262159	0.0261382	0.0854725	0.0388563	0.0204133	0.0123866	0.0500757	0.023842	0.0356004	0.0397961	0.0186538	0.20665	0.296656	0.0575173	0.0360243	0.390426	0.0127265	0.24298	0.232292	0.148338	0.37639	3.11253
4930	-14509.24	-14529.45	20.20302	0.1251	0.101128	0.0992052	0.0862106	0.123578	0.0800705	0.119495	0.0701994	0.0954669	0.191404	0.0725786	0.0632591	0.10423	0.118436	0.102943	0.12594	0.138532	0.114381	0.109429	0.0688997	0.0566135	0.1092	0.163876	0.0132805	0.011618	0.025274	0.0307498	0.0461624	0.0166929	0.0504575	0.0170879	0.0425118	0.0204402	0.0373418	0.101751	0.042229	0.0401403	0.0185879	0.0342758	0.017549	0.0442135	0.0479421	0.0280501	0.20806	0.298681	0.0579099	0.0330345	0.39309	0.00922455	0.24298	0.232292	0.148338	0.37639	3.126531
4940	-14500.33	-14521.44	21.10558	0.118811	0.076845	0.109967	0.0856947	0.116165	0.0669178	0.123312	0.0710185	0.0872052	0.176565	0.0693971	0.0773566	0.0899822	0.110182	0.0975682	0.12594	0.134262	0.11177	0.114042	0.0727635	0.083139	0.0839787	0.147034	0.0282654	0.0187947	0.0277892	0.0307219	0.0461284	0.0143154	0.0601852	0.0118197	0.0537289	0.0165921	0.0358491	0.0715147	0.0664774	0.0284064	0.0193289	0.0283682	0.0214443	0.0369419	0.046968	0.0227183	0.209113	0.300192	0.0582028	0.0281432	0.395078	0.00927121	0.23971	0.242399	0.143465	0.374425	3.036275
4950	-14506.85	-14527.13	20.27734	0.123661	0.100868	0.0857117	0.105764	0.115861	0.0724358	0.102399	0.0682353	0.0931818	0.180788	0.076617	0.0978148	0.0996694	0.09567	0.124546	0.121354	0.144453	0.12695	0.121802	0.0868774	0.0848382	0.0677609	0.153583	0.0132419	0.0220619	0.0218253	0.0353688	0.0405197	0.0156012	0.0523878	0.0171484	0.0547898	0.0288121	0.0294469	0.0811374	0.0405566	0.0294781	0.0338815	0.0406867	0.00598178	0.0442378	0.0362431	0.0248503	0.207169	0.297401	0.0576618	0.0278817	0.391406	0.0184798	0.242261	0.244978	0.134352	0.378409	3.119099
4960	-14509.54	-14530	20.46418	0.126894	0.100868	0.10185	0.0935104	0.0958599	0.0734312	0.112647	0.0906831	0.0979751	0.197191	0.0758701	0.0768398	0.101847	0.115591	0.100815	0.145044	0.124431	0.114389	0.109329	0.0969388	0.10155	0.0776799	0.143617	0.0184992	0.0142943	0.017585	0.0407318	0.0390782	0.0172909	0.0410861	0.0246034	0.0464247	0.0273277	0.0254471	0.0961643	0.0457118	0.010674	0.0262122	0.0196992	0.00488425	0.0352276	0.0460906	0.0285298	0.204488	0.310986	0.0569157	0.029912	0.386342	0.0113567	0.24507	0.236224	0.135909	0.382797	3.100415
4970	-14512.02	-14531.58	19.56542	0.134905	0.0946406	0.107153	0.104875	0.121579	0.090896	0.104117	0.0740333	0.0895963	0.197921	0.0787384	0.0760195	0.0944632	0.0972447	0.122479	0.121427	0.152578	0.106438	0.100412	0.0880354	0.0950129	0.0976881	0.193593	0.00916285	0.0111269	0.0233087	0.0258121	0.0340964	0.0147367	0.0438006	0.0316505	0.0561632	0.0369821	0.0329455	0.0761775	0.0520545	0.0207249	0.0236778	0.0322047	0.0191254	0.0282683	0.0415287	0.0328965	0.205161	0.31201	0.0538111	0.0300105	0.387613	0.0113941	0.242341	0.233594	0.14553	0.378535	3.190291
4980	-14500.62	-14520.93	20.31155	0.118286	0.088364	0.124277	0.089208	0.0968402	0.0794497	0.123064	0.0667646	0.100746	0.148755	0.0531387	0.0815057	0.0981596	0.112989	0.126967	0.136864	0.124224	0.119364	0.114993	0.0839175	0.0967354	0.0983972	0.17572	0.0135949	0.0150527	0.0282993	0.0349772	0.042647	0.0144731	0.0477464	0.0119683	0.0348265	0.0311664	0.0198858	0.0868127	0.0375206	0.0267219	0.0362549	0.0485493	0.0261715	0.0375709	0.0395223	0.0231852	0.212426	0.301587	0.0539873	0.0221185	0.397667	0.0122137	0.242341	0.233594	0.14553	0.378535	3.115678
4990	-14495.99	-14516.48	20.48705	0.12433	0.113324	0.0903157	0.0994309	0.103007	0.058497	0.127812	0.0743918	0.07995	0.180194	0.0693253	0.076043	0.0981596	0.111164	0.121024	0.127543	0.140004	0.119364	0.131073	0.0877773	0.0971675	0.0752533	0.151529	0.0200861	0.00951732	0.0273942	0.0327792	0.0453644	0.016362	0.0463357	0.0147397	0.047711	0.0271402	0.0215981	0.0648533	0.0420473	0.0249921	0.0232056	0.042909	0.0176188	0.0309323	0.0535361	0.0323273	0.211747	0.300623	0.0570126	0.0220477	0.396396	0.0121746	0.242357	0.233542	0.14554	0.37856	3.098128
5000	-14497.42	-14517.72	20.30047	0.12601	0.10662	0.0998938	0.0928868	0.109289	0.0696576	0.112916	0.0800834	0.0897635	0.172251	0.0841664	0.0762606	0.112104	0.109168	0.107541	0.130397	0.113489	0.0999039	0.12193	0.0712996	0.079162	0.0900931	0.148362	0.0255933	0.0215727	0.0352005	0.028646	0.0260292	0.0165244	0.0435249	0.0175862	0.0301773	0.0286383	0.0292705	0.0970439	0.0488202	0.0313258	0.0350865	0.054983	0.0280814	0.0294579	0.0521321	0.0338452	0.213562	0.285234	0.0575014	0.0346785	0.398521	0.0105029	0.242357	0.233542	0.14554	0.37856	3.116786
5010	-14498.86	-14520.26	21.40726	0.124685	0.0813697	0.111155	0.100824	0.106633	0.0809485	0.116593	0.0788571	0.0729562	0.193019	0.0710728	0.0666284	0.0777878	0.0940979	0.106412	0.144342	0.144457	0.104172	0.1232	0.0645763	0.092666	0.0797981	0.157688	0.0204311	0.0173274	0.0308386	0.0256648	0.0348616	0.0147442	0.0522941	0.00988968	0.044874	0.0261732	0.0366633	0.0770244	0.0518449	0.0215783	0.0167497	0.0249569	0.0208429	0.0367157	0.0332443	0.0154482	0.214917	0.287825	0.0550201	0.0380213	0.396505	0.00771152	0.242357	0.233542	0.14554	0.37856	3.006107
5020	-14497.46	-14517.64	20.18477	0.13826	0.103435	0.119363	0.0846582	0.102543	0.0723221	0.131121	0.0770077	0.0878119	0.172357	0.0898583	0.0712444	0.0948328	0.110775	0.12084	0.116985	0.139225	0.117502	0.116123	0.0816042	0.0840666	0.0814517	0.175639	0.0136598	0.0165264	0.0313207	0.0386449	0.0335333	0.00788238	0.0392503	0.0156373	0.0519919	0.0213216	0.0293531	0.084404	0.0343088	0.0412564	0.0282572	0.0312453	0.019277	0.0396089	0.0429793	0.0188714	0.217065	0.281409	0.0537937	0.0371737	0.394355	0.0162038	0.240645	0.231891	0.151579	0.375885	3.128356
5030	-14507.13	-14527.4	20.27188	0.124655	0.0978978	0.105239	0.0927797	0.106399	0.0890297	0.16035	0.0660436	0.0881953	0.185103	0.0818634	0.079465	0.104336	0.0745354	0.111002	0.142696	0.0997781	0.133616	0.126658	0.0773013	0.0798794	0.0698926	0.194382	0.0248431	0.0149819	0.0484952	0.0137177	0.040504	0.0103296	0.0445167	0.0199386	0.0355566	0.0193419	0.0358573	0.0884345	0.0366511	0.0253345	0.0227335	0.0326511	0.0174909	0.029438	0.0515322	0.0162001	0.218539	0.28332	0.054159	0.031919	0.397033	0.0150304	0.240645	0.231891	0.151579	0.375885	3.119645
5040	-14499.34	-14520.06	20.72463	0.120359	0.104954	0.105621	0.0952818	0.0856067	0.0781877	0.131309	0.0728807	0.0942324	0.167585	0.0899168	0.0856804	0.113967	0.0971397	0.101221	0.1252	0.13441	0.0840371	0.129964	0.0882299	0.0808633	0.113901	0.133846	0.0174193	0.0169579	0.0362838	0.0223311	0.0384528	0.0128774	0.0502106	0.0187789	0.0399887	0.0257974	0.0334715	0.0811858	0.0385019	0.0136367	0.0257724	0.045098	0.0229111	0.0350002	0.0450126	0.0202895	0.212495	0.305686	0.0526613	0.0279138	0.391237	0.0100063	0.237887	0.229234	0.149842	0.383038	3.07437
5050	-14501.82	-14522.1	20.27444	0.130071	0.103452	0.0877269	0.0918822	0.104606	0.084092	0.115931	0.0758939	0.0717503	0.194464	0.0750857	0.0790596	0.0933914	0.118341	0.123232	0.130087	0.153392	0.113712	0.135879	0.0711676	0.0772686	0.0742459	0.17673	0.0103458	0.0210687	0.0394928	0.0245969	0.0502389	0.0122215	0.0391922	0.0217516	0.0404469	0.0202744	0.0263948	0.0683994	0.0560787	0.0293433	0.0257894	0.023398	0.0203141	0.0365352	0.0496395	0.022406	0.218344	0.292628	0.0480595	0.0286821	0.402005	0.0102817	0.237887	0.229234	0.149842	0.383038	3.119389
5060	-14507.93	-14528.53	20.60202	0.131364	0.107112	0.0942768	0.0925077	0.129422	0.0683876	0.102863	0.0786847	0.0883267	0.194464	0.0702551	0.0833038	0.0790982	0.112	0.10936	0.111286	0.12484	0.0850939	0.128644	0.0727039	0.0948679	0.090641	0.179974	0.016403	0.0149727	0.0295933	0.0199304	0.0511037	0.017925	0.0348064	0.0124078	0.037186	0.0333046	0.0299465	0.0726381	0.0434873	0.0271717	0.0241628	0.0320757	0.023429	0.0407777	0.0567874	0.0390464	0.220967	0.279037	0.048637	0.0290267	0.406835	0.0154966	0.237887	0.229234	0.149842	0.383038	3.086631
5070	-14504.04	-14524.91	20.87115	0.112352	0.0951552	0.109519	0.100671	0.124481	0.0564479	0.114937	0.0834197	0.0774366	0.173326	0.069781	0.0833038	0.0977731	0.0938401	0.0962115	0.136582	0.124828	0.107235	0.125818	0.068066	0.0859085	0.0864599	0.179994	0.00547784	0.0369231	0.0378385	0.0397664	0.03098	0.0109066	0.0497998	0.0183093	0.0352097	0.0190129	0.0291542	0.072781	0.0547209	0.029879	0.0260757	0.0357186	0.0284339	0.0408775	0.0295597	0.0247471	0.220303	0.278199	0.0570224	0.0289395	0.405613	0.00992288	0.237775	0.229597	0.149771	0.382857	3.059718
5080	-14497.08	-14518.49	21.41659	0.121262	0.0912443	0.115081	0.0971602	0.0940118	0.0763502	0.116658	0.077464	0.0689088	0.173326	0.0904703	0.0785702	0.102999	0.0938401	0.112263	0.120277	0.124828	0.100179	0.140891	0.0697852	0.0921871	0.0975629	0.148986	0.0214662	0.010525	0.0356767	0.0403918	0.032477	0.0157602	0.0472852	0.0151602	0.046536	0.0227449	0.0305998	0.0776368	0.033623	0.0138051	0.0255024	0.0262497	0.0217393	0.0199158	0.0419329	0.021841	0.229883	0.281849	0.0555726	0.026242	0.3953	0.0111523	0.237851	0.229671	0.149499	0.38298	3.005174
5090	-14491.65	-14512.3	20.64415	0.142149	0.101777	0.0968468	0.0920804	0.109558	0.0692208	0.115161	0.0820709	0.097512	0.176707	0.078462	0.063291	0.0913343	0.0970344	0.107574	0.125772	0.124828	0.0952252	0.120845	0.0774953	0.0872742	0.0919838	0.194739	0.0179289	0.0238783	0.0368886	0.0290636	0.0370128	0.0238285	0.0379873	0.0189592	0.0486294	0.0166838	0.0347143	0.0759836	0.0390665	0.0264091	0.0245828	0.0407447	0.0157338	0.0319458	0.0366699	0.0267668	0.229188	0.280997	0.0554045	0.0308033	0.394105	0.00950279	0.237851	0.229671	0.149499	0.38298	3.082418
5100	-14502.35	-14523.14	20.79468	0.129138	0.115052	0.0880874	0.109469	0.0963857	0.0900643	0.102403	0.080253	0.0832565	0.161431	0.0746206	0.0891229	0.090555	0.104149	0.121588	0.122379	0.114023	0.149291	0.102821	0.0802765	0.0954572	0.0899853	0.160844	0.031463	0.0182617	0.0294236	0.0356397	0.0285783	0.0155474	0.0518169	0.00890938	0.0413767	0.0212586	0.0285424	0.0848867	0.0399086	0.0189912	0.023346	0.0363569	0.00754947	0.0240695	0.0450993	0.0256876	0.22223	0.283414	0.055881	0.0310682	0.397494	0.00991293	0.238327	0.228129	0.149798	0.383746	3.067365
5110	-14504.54	-14524.67	20.12861	0.127722	0.0944047	0.115868	0.109469	0.0905775	0.0644515	0.139882	0.065125	0.0887699	0.186645	0.068435	0.0796392	0.0864995	0.1109	0.129996	0.14763	0.119791	0.123914	0.108655	0.0784252	0.0826225	0.0796097	0.184661	0.0194664	0.0240029	0.0457422	0.0356173	0.0414306	0.00897598	0.0532363	0.0112644	0.028707	0.0192822	0.0266031	0.0818004	0.0375053	0.027669	0.0393952	0.0328076	0.0156037	0.0253784	0.0565284	0.019264	0.223063	0.284476	0.0560904	0.0274364	0.398984	0.00995009	0.23819	0.228572	0.149712	0.383526	3.133972
