Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
2570	-14509.82	-14530.24	20.42281	0.147093	0.11834	0.113153	0.0907645	0.094435	0.0794434	0.127392	0.0621972	0.0861685	0.179152	0.081642	0.0640444	0.0982084	0.116206	0.0967443	0.110466	0.120229	0.116689	0.137461	0.0727614	0.0640776	0.076091	0.185596	0.0266461	0.013062	0.0329302	0.0254384	0.0496619	0.0218647	0.0491724	0.00946163	0.0621048	0.0132795	0.00786094	0.0912026	0.055578	0.0299382	0.0352485	0.0256314	0.0146244	0.03358	0.0341812	0.0347296	0.213239	0.301057	0.0592614	0.024133	0.392932	0.00937728	0.234982	0.237329	0.150427	0.377262	3.104552
2580	-14505.01	-14524.78	19.77495	0.131509	0.0981862	0.115962	0.116342	0.104264	0.0855601	0.111347	0.0906834	0.0910957	0.198119	0.0918231	0.0735799	0.102622	0.122513	0.117461	0.129822	0.147352	0.125385	0.123833	0.0836568	0.0780528	0.085498	0.149711	0.0289812	0.0158426	0.0329184	0.0260106	0.034585	0.0312393	0.0535655	0.0193512	0.0410732	0.014201	0.0087746	0.0787125	0.039321	0.0131501	0.0208749	0.0265801	0.015226	0.0347718	0.0407456	0.019036	0.213796	0.301844	0.0594163	0.0241961	0.393959	0.00678892	0.237896	0.240273	0.152293	0.369538	3.169338
2590	-14506.86	-14526.58	19.72302	0.12551	0.112277	0.104251	0.0955741	0.122671	0.0757581	0.10178	0.0859968	0.097819	0.167388	0.0864559	0.0891692	0.104634	0.110772	0.127612	0.126084	0.132677	0.105519	0.135114	0.0896658	0.0879569	0.0796318	0.177465	0.0155329	0.012126	0.0348047	0.0216532	0.0438542	0.0246495	0.0686702	0.00692802	0.0357956	0.0230983	0.0159476	0.0813802	0.0475991	0.0231339	0.0208774	0.0318461	0.0116094	0.0483293	0.0407456	0.0241686	0.211467	0.298555	0.058769	0.0300627	0.389667	0.0114786	0.230867	0.233173	0.154682	0.381278	3.174532
2600	-14510.9	-14531.8	20.89226	0.150767	0.0984281	0.0996793	0.0870891	0.0938274	0.0896804	0.10178	0.0712003	0.096061	0.157404	0.0833167	0.0833331	0.0956246	0.104299	0.107567	0.124823	0.120592	0.0884007	0.127877	0.0866434	0.0807137	0.0639872	0.166835	0.026207	0.0170853	0.0240327	0.045938	0.0532368	0.0232457	0.0569027	0.00908442	0.0468343	0.0360583	0.018143	0.0710202	0.0417583	0.00972534	0.029931	0.0384722	0.0152197	0.0507913	0.0342223	0.02977	0.21314	0.297849	0.0586299	0.0301856	0.388745	0.0114514	0.231671	0.233985	0.149367	0.384977	3.057607
2610	-14494.01	-14515.2	21.18946	0.126963	0.0946519	0.120935	0.0861641	0.100055	0.0755353	0.129134	0.0799966	0.068683	0.167334	0.0699927	0.0779632	0.0919004	0.104965	0.101443	0.124262	0.125819	0.112853	0.128602	0.0673505	0.0942814	0.0983729	0.155216	0.033621	0.0180566	0.0314569	0.0412134	0.0479698	0.0123423	0.0409742	0.00937181	0.0500206	0.0271561	0.0128653	0.0731317	0.0363156	0.0296718	0.035878	0.0298785	0.0151843	0.0316045	0.0342658	0.0144356	0.218985	0.283866	0.0602646	0.0255298	0.399584	0.0117707	0.24419	0.230173	0.146933	0.378704	3.027887
2620	-14505.04	-14526.29	21.25109	0.135569	0.0935697	0.0958953	0.0756968	0.105862	0.0580847	0.106753	0.0552919	0.109008	0.17264	0.0735701	0.0762449	0.11477	0.0819505	0.113897	0.117825	0.141894	0.112853	0.120425	0.0690163	0.0752232	0.0825836	0.157573	0.0265397	0.0218839	0.0503878	0.0396841	0.0262692	0.0148111	0.0618683	0.0078947	0.0455443	0.0211428	0.0241096	0.0745616	0.0441944	0.0282222	0.0253644	0.0239954	0.0206889	0.0375718	0.0585392	0.0222552	0.218985	0.283866	0.0602646	0.0255298	0.399584	0.0117707	0.243263	0.229299	0.146375	0.381063	3.021724
2630	-14501.83	-14522.42	20.59652	0.117307	0.101277	0.09298	0.100308	0.099844	0.0711575	0.113686	0.102954	0.0829002	0.193335	0.0667157	0.0782578	0.117742	0.106101	0.104984	0.144289	0.107903	0.10336	0.110257	0.0721271	0.0743244	0.0896222	0.173781	0.0242092	0.010876	0.0349756	0.0470791	0.0360139	0.0108048	0.0535713	0.0106628	0.0511017	0.0225815	0.0240069	0.100542	0.0362653	0.0218624	0.0331474	0.0291748	0.017618	0.0262181	0.0446432	0.0266156	0.219093	0.284005	0.0602941	0.0287332	0.39978	0.00809492	0.237199	0.231137	0.147548	0.384117	3.087181
2640	-14504.18	-14523.84	19.6567	0.125062	0.101277	0.102091	0.100308	0.11434	0.0735395	0.111647	0.0861148	0.0978365	0.163056	0.0871413	0.0876893	0.119418	0.106101	0.112361	0.112315	0.136573	0.11476	0.126803	0.0874732	0.0648608	0.0869208	0.173781	0.0252044	0.029973	0.038067	0.0375741	0.0372016	0.0218826	0.041431	0.0194675	0.0375567	0.0161565	0.0231547	0.0826124	0.0654896	0.0271163	0.0261295	0.0452253	0.0110971	0.0423241	0.0405506	0.0214813	0.216578	0.280745	0.059602	0.0323842	0.395191	0.0155001	0.250603	0.242198	0.140758	0.366441	3.181163
2650	-14522.24	-14542.8	20.55332	0.1268	0.0984351	0.0915265	0.0888917	0.0946209	0.09458	0.143584	0.0758518	0.0754334	0.175681	0.0533508	0.0914157	0.0974233	0.0683027	0.0977877	0.114884	0.111677	0.108419	0.126643	0.0822018	0.0911386	0.0935174	0.168726	0.0296964	0.0183229	0.0244139	0.0438779	0.0359018	0.0285103	0.0550293	0.0101839	0.0392094	0.0189827	0.0343132	0.117196	0.0472728	0.0225679	0.0179233	0.0387281	0.0289085	0.0331539	0.0439571	0.0324616	0.205861	0.266854	0.0730719	0.0284299	0.410053	0.01573	0.239571	0.233011	0.174877	0.352541	3.091501
2660	-14501.87	-14522.18	20.31055	0.132502	0.0887637	0.100593	0.0995982	0.0949723	0.078677	0.106889	0.0871569	0.101895	0.175681	0.0842721	0.0618085	0.094939	0.0992605	0.104351	0.142071	0.120269	0.119787	0.142242	0.0741461	0.0999544	0.0880358	0.150095	0.025231	0.0213339	0.0379963	0.0196661	0.0353265	0.0153927	0.0446409	0.0178005	0.0549559	0.0211636	0.0163332	0.076611	0.0453832	0.0216394	0.0328243	0.0619217	0.0253911	0.0320593	0.042894	0.0192538	0.210063	0.2723	0.0530324	0.030641	0.418422	0.0155423	0.24825	0.241453	0.144985	0.365313	3.115778
2670	-14509.55	-14530.45	20.89599	0.118856	0.0871003	0.0820743	0.0880096	0.105552	0.0891765	0.114998	0.089388	0.104828	0.198612	0.063564	0.0742664	0.113044	0.086295	0.104675	0.142071	0.121073	0.111022	0.120248	0.081285	0.0853087	0.0785007	0.134575	0.0257948	0.0139015	0.0487486	0.0275754	0.0478398	0.0238133	0.0448329	0.0160368	0.0514818	0.0262395	0.0238016	0.0755176	0.0533965	0.0306815	0.0174219	0.0252134	0.00796879	0.0318044	0.0435652	0.027075	0.204837	0.282714	0.0524713	0.0247708	0.415778	0.0194295	0.245634	0.238908	0.153995	0.361463	3.057234
2680	-14512.44	-14532.7	20.26199	0.123648	0.100548	0.103573	0.0880096	0.0994822	0.102279	0.112548	0.0802248	0.087259	0.194855	0.0747209	0.0853853	0.0982246	0.0938051	0.131309	0.120001	0.121969	0.111022	0.118914	0.101499	0.0697558	0.0836774	0.190766	0.0160528	0.0149064	0.0260124	0.044124	0.0313391	0.0229289	0.0383046	0.0181034	0.036218	0.0320748	0.0221543	0.055188	0.0590656	0.0255253	0.0175575	0.0480858	0.0064364	0.0421267	0.0467685	0.024185	0.208723	0.27735	0.0534667	0.022595	0.423666	0.0141999	0.242668	0.236024	0.164208	0.357099	3.120634
2690	-14499.36	-14519.68	20.31475	0.122665	0.0987487	0.104655	0.0852651	0.104032	0.0913441	0.107509	0.0791823	0.086298	0.18485	0.0760292	0.0719129	0.0982246	0.118047	0.103836	0.133366	0.12554	0.133294	0.118422	0.0839916	0.0920462	0.0783632	0.170403	0.0358408	0.0177175	0.0353614	0.0371061	0.0414012	0.0303805	0.0463568	0.0149829	0.0411654	0.0247271	0.0146636	0.0810377	0.0514104	0.0163552	0.028609	0.0198608	0.00409228	0.027961	0.0514056	0.0268992	0.206532	0.274439	0.0611908	0.0246492	0.41922	0.0139686	0.242668	0.236024	0.164208	0.357099	3.115358
2700	-14509.8	-14529.29	19.48916	0.116564	0.111889	0.110466	0.0735399	0.114673	0.0796883	0.144031	0.0837868	0.0967047	0.16589	0.0679142	0.0907726	0.0985746	0.110202	0.111127	0.158575	0.141362	0.132152	0.113948	0.0685729	0.0764653	0.0846447	0.175557	0.0216715	0.0139159	0.0485016	0.0295284	0.0389967	0.0180953	0.0346137	0.0244656	0.0464253	0.0261644	0.0255949	0.0737305	0.0423398	0.0342527	0.0363078	0.0566657	0.0103429	0.0314211	0.0306727	0.02711	0.210482	0.279688	0.062361	0.0251206	0.406935	0.0154145	0.252082	0.239973	0.145767	0.362178	3.197917
2710	-14506.57	-14527.18	20.60868	0.135895	0.121016	0.11252	0.0934348	0.0846884	0.0861707	0.126459	0.0737685	0.0955497	0.166586	0.083021	0.0649139	0.107417	0.0861581	0.0949917	0.112511	0.149753	0.116598	0.137013	0.0811179	0.0825547	0.0879787	0.17181	0.0147239	0.0248387	0.0339063	0.0195445	0.040434	0.0350096	0.0490316	0.0103825	0.0377632	0.0280264	0.0263074	0.068083	0.0457964	0.0307151	0.0274472	0.0344035	0.0168602	0.0301374	0.0283876	0.0122399	0.210134	0.279225	0.0622579	0.0265746	0.406262	0.0155461	0.252082	0.239973	0.145767	0.362178	3.085965
2720	-14504.77	-14525.18	20.41176	0.135895	0.100823	0.104405	0.11389	0.101074	0.0773062	0.148526	0.0816404	0.0753982	0.175042	0.0789993	0.0732313	0.0822322	0.106632	0.104502	0.139258	0.111309	0.103519	0.120665	0.0766947	0.0825547	0.0878102	0.155378	0.0328591	0.0271963	0.026305	0.0243343	0.0318062	0.0223374	0.0661148	0.0179606	0.0362988	0.0159769	0.0184758	0.0762781	0.0392264	0.0221848	0.01977	0.0646423	0.0152166	0.0398686	0.0593098	0.0127103	0.208765	0.281214	0.0627012	0.0267639	0.409155	0.0114016	0.252082	0.239973	0.145767	0.362178	3.105657
2730	-14514.81	-14535.4	20.5896	0.1108	0.117123	0.0945104	0.0935021	0.101074	0.0608543	0.112181	0.0981137	0.104985	0.175042	0.0797529	0.0685536	0.107662	0.100768	0.0986649	0.121904	0.148341	0.124458	0.131897	0.0884464	0.0631325	0.0819384	0.159211	0.0252433	0.0163534	0.0348096	0.0232059	0.0494311	0.0102578	0.0345189	0.0196106	0.0484169	0.0312715	0.0139242	0.0804091	0.0526797	0.00797296	0.0245725	0.0392508	0.0109145	0.0451797	0.0597462	0.0171917	0.205474	0.270635	0.0617128	0.0263419	0.422217	0.0136196	0.252082	0.239973	0.145767	0.362178	3.087873
2740	-14505.04	-14526.09	21.04203	0.144394	0.120637	0.0944604	0.077354	0.102337	0.0940403	0.118055	0.0725713	0.0736817	0.16901	0.0888807	0.0701547	0.102031	0.0928884	0.0986649	0.14928	0.11054	0.0913817	0.139034	0.0734849	0.0875931	0.0917444	0.158425	0.0180204	0.0133044	0.0362532	0.0357064	0.0315882	0.0107095	0.0540707	0.0120847	0.0369329	0.026165	0.0115011	0.083218	0.047443	0.031671	0.0155741	0.0370946	0.0181803	0.0365649	0.0351649	0.0307402	0.197522	0.293012	0.0581094	0.0258876	0.412644	0.0128244	0.252082	0.239973	0.145767	0.362178	3.04263
2750	-14506.16	-14526.16	20.00252	0.138911	0.0965282	0.115864	0.0845051	0.0971377	0.0743335	0.13917	0.0774038	0.0675442	0.169317	0.0752141	0.0849537	0.118472	0.0913958	0.127627	0.13085	0.116017	0.110721	0.127455	0.0919111	0.0828765	0.0976098	0.152061	0.02695	0.0091998	0.0346899	0.0336952	0.0590011	0.0203006	0.053169	0.017135	0.0364554	0.0312143	0.0169042	0.0890348	0.038938	0.0245756	0.0219444	0.0324683	0.0227072	0.0282608	0.0616581	0.0204027	0.190722	0.312508	0.0569959	0.0297973	0.395823	0.0141537	0.252082	0.239973	0.145767	0.362178	3.146581
2760	-14515.19	-14534.8	19.60878	0.124188	0.0870628	0.0925471	0.0797236	0.108592	0.0833437	0.121807	0.0719315	0.0865119	0.170295	0.0852132	0.0807009	0.108642	0.0822498	0.120103	0.149476	0.119991	0.125827	0.141534	0.0894951	0.101018	0.100227	0.156522	0.0312862	0.0160866	0.0590285	0.0232098	0.0377066	0.0159174	0.0467012	0.00923834	0.0383906	0.0400292	0.0171998	0.0957383	0.0772266	0.0279522	0.018579	0.0365032	0.0238622	0.0206439	0.0428002	0.0208541	0.22373	0.300657	0.0548346	0.0224213	0.389535	0.00882189	0.252082	0.239973	0.145767	0.362178	3.185955
2770	-14502.39	-14522.13	19.74144	0.137852	0.101026	0.102452	0.105393	0.118337	0.0885808	0.109202	0.0681268	0.0953588	0.177427	0.0934797	0.0780489	0.103112	0.086061	0.120103	0.14335	0.119502	0.125827	0.113649	0.0766028	0.0809727	0.0916919	0.172241	0.0176756	0.0274063	0.037758	0.0244091	0.0449512	0.0329416	0.0537676	0.0122531	0.0510937	0.0291	0.0114923	0.0793928	0.043655	0.0231057	0.0242587	0.0395835	0.00814986	0.0326773	0.0443325	0.0262889	0.218743	0.291498	0.053788	0.0343045	0.393113	0.00855315	0.225471	0.248511	0.150954	0.375065	3.172689
2780	-14502.41	-14522.22	19.80346	0.143999	0.101026	0.108031	0.0978265	0.104405	0.0784366	0.110177	0.0652919	0.0868214	0.184067	0.0913835	0.0771308	0.0916393	0.095232	0.0838181	0.137897	0.133624	0.107923	0.113649	0.0818763	0.0865208	0.0822129	0.180208	0.0281965	0.0226813	0.0459722	0.0298621	0.0404111	0.016853	0.0491177	0.0154633	0.0549632	0.0305034	0.0322195	0.0838327	0.0430761	0.0277159	0.0236926	0.0350718	0.0318503	0.0326493	0.0474151	0.0317442	0.2238	0.285745	0.0614995	0.0331292	0.385353	0.0104733	0.224239	0.247154	0.155591	0.373016	3.166487
2790	-14504.55	-14525.69	21.13948	0.109282	0.0902467	0.098595	0.115856	0.104405	0.0784366	0.123075	0.0813463	0.0827444	0.184067	0.0665197	0.0719156	0.102409	0.095232	0.104764	0.117574	0.146853	0.115514	0.113649	0.0608302	0.0877248	0.109327	0.162928	0.0295398	0.0102328	0.0285162	0.0183691	0.0337051	0.0260034	0.0464393	0.00341437	0.0392941	0.0303225	0.0154468	0.0895895	0.045339	0.0171121	0.0314782	0.0279371	0.0225587	0.0326493	0.0416111	0.0200313	0.226213	0.288826	0.0584411	0.0271269	0.389509	0.00988331	0.224239	0.247154	0.155591	0.373016	3.032885
2800	-14512.53	-14533.05	20.52217	0.109282	0.0980958	0.114159	0.101736	0.123702	0.0740044	0.134181	0.0711717	0.0979191	0.191719	0.0910778	0.0801384	0.0765423	0.0939845	0.116802	0.13346	0.14378	0.11177	0.127941	0.0599951	0.0738967	0.0955734	0.115004	0.0302907	0.0166911	0.0369734	0.0174483	0.0417294	0.0247161	0.0479088	0.0134625	0.0540754	0.0233193	0.0236476	0.0861944	0.037471	0.0113934	0.0347265	0.0346932	0.0231079	0.0308247	0.0496695	0.0203377	0.223634	0.289035	0.0578684	0.0333446	0.385692	0.0104253	0.226124	0.249231	0.148494	0.376151	3.094616
2810	-14507.98	-14527.91	19.93346	0.116147	0.0965155	0.115094	0.098963	0.101863	0.0961718	0.149078	0.0674385	0.0774972	0.191719	0.0598405	0.101013	0.0940021	0.108772	0.0916039	0.147944	0.127607	0.0999674	0.115699	0.0896543	0.105644	0.0817231	0.148822	0.0214298	0.0266572	0.0276871	0.0317438	0.0333451	0.0323051	0.0490595	0.0136181	0.0346012	0.0369084	0.0159298	0.0814313	0.0505518	0.0244626	0.028974	0.0428018	0.0152053	0.0361014	0.0450888	0.0228048	0.224731	0.288483	0.0640378	0.0294406	0.383398	0.0099097	0.233519	0.244543	0.152863	0.369075	3.153487
2820	-14514	-14535.98	21.98391	0.112222	0.0948063	0.115417	0.0862075	0.109673	0.0641161	0.102506	0.0686376	0.0669476	0.157348	0.104174	0.0752743	0.0862814	0.0784522	0.10926	0.119301	0.136667	0.102084	0.117821	0.072476	0.0759491	0.0902097	0.135382	0.0182703	0.0123247	0.0377627	0.018835	0.0362885	0.0181181	0.0443832	0.00918549	0.0471302	0.0321503	0.0252975	0.0811533	0.0513535	0.037701	0.0241016	0.0304199	0.0214584	0.0238592	0.0671554	0.0302802	0.215924	0.277177	0.0615281	0.0369582	0.398892	0.00952133	0.232188	0.243149	0.151992	0.372671	2.948442
2830	-14505.76	-14525.42	19.6619	0.135381	0.0737021	0.111971	0.0963784	0.108162	0.0829826	0.118003	0.074248	0.102608	0.17498	0.0782966	0.0726416	0.112859	0.118435	0.107493	0.153513	0.138782	0.113932	0.124492	0.0844167	0.093257	0.116163	0.147696	0.0221644	0.0153204	0.0308263	0.0365281	0.0420773	0.012534	0.0447784	0.00817665	0.0418793	0.0335471	0.0222001	0.0914647	0.0280381	0.0390955	0.0274937	0.0378043	0.0145028	0.0291772	0.0343373	0.0283056	0.218506	0.280491	0.0633495	0.0222429	0.403662	0.0117492	0.232188	0.243149	0.151992	0.372671	3.180643
2840	-14511.46	-14533.32	21.85946	0.0915979	0.0869518	0.136072	0.0945296	0.100085	0.0911762	0.105137	0.0656948	0.0628065	0.181888	0.0739699	0.0697722	0.0986315	0.0848672	0.116396	0.127038	0.129237	0.0994864	0.119276	0.0703637	0.0925056	0.0671793	0.155125	0.01799	0.022451	0.040789	0.0329482	0.0296182	0.0156382	0.047663	0.0304494	0.0412738	0.018977	0.019458	0.0863242	0.0426296	0.0182391	0.0241857	0.0440742	0.0186514	0.024802	0.0399577	0.0249799	0.220925	0.267749	0.064051	0.0264075	0.408132	0.0127353	0.22548	0.236124	0.176493	0.361904	2.960887
2850	-14498.87	-14519.93	21.05413	0.129256	0.104813	0.106941	0.0966951	0.12129	0.0737085	0.125016	0.0816411	0.087185	0.179199	0.0806803	0.0681656	0.0973548	0.0822144	0.107816	0.131105	0.129355	0.0994864	0.110954	0.0626357	0.0784491	0.0797484	0.16283	0.0166817	0.013728	0.0513519	0.0359781	0.0445882	0.013424	0.0478851	0.0186814	0.0430464	0.0151604	0.0113727	0.0657221	0.0354197	0.0223499	0.0314409	0.0512216	0.0194738	0.0297175	0.0581369	0.019501	0.220552	0.261142	0.0610039	0.0263629	0.418225	0.0127138	0.229504	0.234897	0.175576	0.360024	3.04142
2860	-14499.04	-14521.02	21.97732	0.121404	0.0974025	0.105798	0.0868676	0.104852	0.0835009	0.110721	0.0707661	0.0796891	0.153586	0.0806803	0.0621928	0.0822403	0.0907615	0.119011	0.134488	0.129355	0.102542	0.120905	0.0624081	0.0779649	0.0760496	0.154194	0.0296882	0.0207064	0.0398749	0.0349784	0.0459698	0.0115685	0.0527786	0.0169165	0.039285	0.0201192	0.0113822	0.0923694	0.0371298	0.0160698	0.0280161	0.0328393	0.0194126	0.0377177	0.042515	0.0123867	0.232813	0.258685	0.06043	0.0211867	0.414291	0.0125942	0.229504	0.234897	0.175576	0.360024	2.949102
2870	-14502.62	-14522.62	19.99472	0.13173	0.107947	0.103676	0.0863786	0.104328	0.0874956	0.131937	0.0712917	0.0937896	0.161943	0.0814937	0.0827656	0.104851	0.107429	0.121962	0.138157	0.111877	0.102653	0.113695	0.0891963	0.0843972	0.0859163	0.174672	0.0289752	0.0262417	0.0278854	0.0342235	0.04583	0.0128819	0.0454626	0.0111822	0.0544767	0.0137253	0.0129764	0.0874323	0.0490947	0.0431877	0.0285899	0.045747	0.0153677	0.0258225	0.0285122	0.0301658	0.222814	0.256294	0.0580881	0.0247745	0.425976	0.0120533	0.230092	0.232936	0.176026	0.360947	3.147361
2880	-14510.35	-14530.67	20.32281	0.123411	0.116592	0.0811682	0.106854	0.0983986	0.0506115	0.111717	0.0816037	0.100816	0.193311	0.0681757	0.0714148	0.120153	0.100202	0.118445	0.103713	0.148892	0.0904678	0.13783	0.0806861	0.0973839	0.0911966	0.194867	0.0177632	0.0230621	0.0278854	0.0341107	0.0391786	0.0140586	0.0430297	0.0136609	0.0394581	0.0237269	0.0283298	0.0886111	0.0459688	0.0124093	0.0236603	0.0355728	0.0189755	0.0328899	0.0448281	0.0194617	0.219399	0.260734	0.0649789	0.0216828	0.419447	0.0137578	0.232758	0.235635	0.166477	0.365129	3.114552
2890	-14509.06	-14530.07	21.01055	0.13735	0.108952	0.0911402	0.114423	0.0978992	0.0856934	0.125975	0.0709889	0.0683795	0.154836	0.0758921	0.078533	0.0842755	0.0842703	0.118445	0.141465	0.120881	0.0923507	0.135547	0.0739162	0.0765372	0.0797419	0.208468	0.0184899	0.017898	0.027319	0.0520954	0.0359587	0.0228472	0.041596	0.014226	0.0467545	0.0176791	0.0150317	0.097813	0.0351228	0.0213155	0.0275537	0.0240203	0.016883	0.0342212	0.0353181	0.0176718	0.219717	0.261111	0.0650728	0.0217141	0.420054	0.0123321	0.232025	0.238043	0.165953	0.363979	3.045778
2900	-14500.73	-14521.63	20.90711	0.143211	0.098987	0.0947278	0.096694	0.0968107	0.0890742	0.114748	0.0780687	0.0847447	0.184586	0.0727829	0.078533	0.102873	0.0898847	0.103275	0.106317	0.132054	0.12706	0.116596	0.0593101	0.0975102	0.080607	0.151575	0.024403	0.0135297	0.0219557	0.044862	0.0318745	0.00837045	0.0427775	0.0169348	0.0469821	0.0226999	0.0201849	0.0810801	0.0534008	0.0221694	0.0249574	0.0431155	0.0185237	0.0456968	0.0506547	0.0219196	0.21111	0.280368	0.0625238	0.0305496	0.4036	0.0118491	0.232025	0.238043	0.165953	0.363979	3.056122
2910	-14502.54	-14523.25	20.70974	0.15127	0.120057	0.091588	0.0845068	0.113138	0.0689103	0.1145	0.0827727	0.0847447	0.160224	0.0730476	0.0649726	0.0923635	0.112649	0.108202	0.114021	0.14972	0.11394	0.114477	0.0691662	0.0927057	0.0868858	0.163759	0.0214459	0.0188202	0.0292864	0.0356212	0.0424308	0.0168333	0.054128	0.00666147	0.0377498	0.0168536	0.0255612	0.0830962	0.0460737	0.0193624	0.017323	0.0372171	0.0372009	0.0403507	0.0397334	0.0224883	0.210751	0.279892	0.0624176	0.0304977	0.402914	0.0135275	0.232025	0.238043	0.165953	0.363979	3.075859
2920	-14502.18	-14522.92	20.74401	0.122373	0.103385	0.103368	0.0867344	0.0996736	0.0667511	0.118814	0.0742512	0.095102	0.185377	0.0768606	0.0735528	0.0872764	0.0994993	0.144425	0.129733	0.138574	0.101269	0.12878	0.057033	0.0698124	0.0697756	0.165425	0.0244226	0.0262077	0.0486984	0.0318037	0.045863	0.0250214	0.0391367	0.00426105	0.0389164	0.020842	0.0222051	0.0715452	0.0365594	0.0401837	0.0255362	0.0419778	0.0213991	0.0386397	0.0439452	0.0274232	0.210899	0.280088	0.0613542	0.0305191	0.403197	0.0139422	0.235212	0.241312	0.154498	0.368978	3.072432
2930	-14510.38	-14531.52	21.13958	0.109283	0.0942391	0.103368	0.0713872	0.0995868	0.0672219	0.130574	0.0682965	0.0840988	0.1775	0.0854123	0.0695913	0.103442	0.0917871	0.102295	0.149752	0.125452	0.122716	0.102081	0.0700059	0.0878006	0.0892473	0.148202	0.0249759	0.0225687	0.0338087	0.0302884	0.0525753	0.0170454	0.0418103	0.00823122	0.0346207	0.010051	0.0299794	0.0928979	0.0433357	0.0215651	0.0280746	0.0530747	0.0173874	0.0367778	0.0523898	0.0280775	0.232717	0.268999	0.0584183	0.029629	0.391438	0.0187987	0.236448	0.242581	0.155311	0.36566	3.032875
2940	-14495.48	-14516.02	20.5396	0.119379	0.0911495	0.103368	0.0958064	0.115692	0.0692729	0.130574	0.0747386	0.0736696	0.163449	0.0677935	0.0895041	0.0952726	0.0984135	0.11184	0.128798	0.122843	0.106669	0.115635	0.0792311	0.10189	0.0908145	0.169041	0.0227287	0.0172799	0.0366	0.0379022	0.0347271	0.0209405	0.0378157	0.0072629	0.0529748	0.0167665	0.014275	0.0900063	0.0463534	0.034672	0.0193117	0.0392471	0.0193315	0.0448186	0.0619101	0.0231053	0.23444	0.273682	0.0588507	0.0267499	0.394335	0.0119423	0.231934	0.23795	0.152346	0.37777	3.092873
2950	-14500.38	-14521.41	21.02801	0.130835	0.0990437	0.109413	0.0771034	0.0874066	0.0765834	0.13792	0.0623513	0.0772226	0.169788	0.066516	0.0753859	0.111565	0.105982	0.10722	0.126514	0.112531	0.11513	0.12119	0.0799386	0.0904103	0.0908835	0.159702	0.0313512	0.0305596	0.037908	0.0394052	0.0389195	0.0179347	0.0454944	0.0094498	0.0427274	0.0162004	0.0289776	0.0826986	0.043551	0.0234294	0.0258686	0.0269521	0.00956713	0.0366146	0.0350855	0.0307022	0.233867	0.275453	0.0587068	0.0266892	0.393371	0.0119131	0.247907	0.233002	0.149177	0.369914	3.044032
2960	-14499.6	-14520.63	21.02413	0.108406	0.109598	0.087662	0.123976	0.107431	0.0765834	0.139098	0.0757751	0.0867745	0.157239	0.0668821	0.0722196	0.0978139	0.0908748	0.120021	0.131295	0.109211	0.111553	0.115864	0.0742324	0.0801366	0.0918484	0.160942	0.0384552	0.0304592	0.0358472	0.0293251	0.0416222	0.0188195	0.0432648	0.0090848	0.0326308	0.0285238	0.0138112	0.083871	0.0462656	0.0221241	0.0386472	0.0385919	0.014848	0.0358288	0.0318457	0.0151171	0.20172	0.287011	0.0611701	0.0278091	0.409876	0.012413	0.250632	0.224569	0.150817	0.373981	3.04442
2970	-14501.48	-14523.14	21.66693	0.111459	0.0913866	0.117346	0.0710232	0.0986043	0.0722035	0.104743	0.0746363	0.0804293	0.195043	0.0849778	0.0763565	0.100928	0.103748	0.0979295	0.138393	0.110988	0.122134	0.10844	0.0800576	0.0847838	0.0766442	0.156814	0.0241275	0.0142402	0.0335386	0.0243523	0.0465641	0.00674146	0.0400988	0.0161169	0.0517084	0.0204412	0.0201744	0.0701773	0.0340169	0.0211912	0.0257983	0.0277027	0.0267997	0.034785	0.0519833	0.0305137	0.201521	0.286728	0.0611098	0.0277817	0.409473	0.0133863	0.250632	0.224569	0.150817	0.373981	2.98014
