Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
7930	-13404.2	-13353.4	-50.8387	0.7590376	0.348171	0.141975	0.187718	0.182661	0.232569	0.182456	0.322905	0.150663	0.247503	0.498067	0.169513	0.136993	0.294454	0.333344	0.153765	0.439065	0.302189	0.311127	0.282807	0.158755	0.153423	0.100171	0.637743	0.240478	0.0828723	0.0258072	0.0247166	0.12634	0.0703307	0.0794058	0.121588	0.164181	0.310884	0.142879	0.140526	0.0756341	0.105266	0.0688911	0.05081	0.0918573	0.196233	0.0490206	0.252873	0.0237938	0.432408	0.0480639	0.0213532	0.42065	0.0537311	0.3456961	0.361525	0.366955	0.0610081	0.210512	0.0868177	0.390104	0.944925	2.57815	8.388633
7940	-13397.1	-13351.7	-45.4133	0.8143937	0.289115	0.188798	0.264799	0.171073	0.259241	0.240448	0.282995	0.132879	0.204895	0.488437	0.143583	0.197066	0.242947	0.285568	0.226458	0.339312	0.307119	0.2653	0.23319	0.123637	0.161759	0.117513	0.493011	0.242642	0.0594009	0.0256326	0.0294825	0.0726863	0.0705778	0.0382807	0.0569923	0.19768	0.389373	0.150994	0.1231	0.0365232	0.0471785	0.136863	0.0208721	0.0520847	0.19117	0.0136022	0.231812	0.0248327	0.349447	0.0477194	0.0286818	0.492926	0.0563934	0.3860395	0.371847	0.356847	0.0677026	0.203604	0.0986177	0.412865	0.960865	2.52765	7.846091
7950	-13394.6	-13352.8	-41.7186	0.8216694	0.301206	0.194517	0.240184	0.167266	0.236762	0.162112	0.247066	0.179259	0.152092	0.323027	0.106397	0.175968	0.180364	0.270932	0.265277	0.407915	0.273064	0.230745	0.214676	0.105563	0.146396	0.12548	0.656368	0.278834	0.0900017	0.00239444	0.0936004	0.0292315	0.0843824	0.0687242	0.0624802	0.19179	0.253445	0.131168	0.112493	0.0130536	0.0768923	0.0803418	0.00590017	0.108111	0.148531	0.018708	0.263908	0.0296426	0.350177	0.0406231	0.0285482	0.493956	0.0570525	0.3820015	0.370575	0.355504	0.0667439	0.207177	0.100161	0.415714	0.962783	2.52134	7.476627
7960	-13406.7	-13359.1	-47.6877	0.7218649	0.35914	0.214998	0.220937	0.18844	0.260037	0.120972	0.347885	0.179259	0.156812	0.443244	0.181987	0.168262	0.296245	0.34043	0.228916	0.363272	0.371049	0.205813	0.303247	0.116636	0.205082	0.12751	0.49807	0.211078	0.184046	0.0216849	0.0322586	0.044668	0.0386884	0.0805782	0.0654029	0.139789	0.435918	0.122702	0.0704531	0.0127245	0.0768923	0.0800313	0.00237566	0.0603069	0.159096	0.0236107	0.312989	0.0260522	0.415906	0.03766	0.0274571	0.438129	0.0547959	0.3537317	0.358924	0.379177	0.0602871	0.201612	0.0788634	0.373666	0.932709	2.61476	8.073536
7970	-13397.2	-13355.3	-41.9263	0.7001772	0.34229	0.14478	0.244061	0.190896	0.242124	0.171806	0.294632	0.149433	0.158428	0.339693	0.130804	0.158689	0.287067	0.23701	0.225455	0.337065	0.238724	0.242739	0.320706	0.0706237	0.223458	0.146029	0.566376	0.28339	0.151716	0.0216849	0.0182962	0.0293118	0.0581858	0.081742	0.0516235	0.158718	0.289996	0.0910256	0.0634743	0.0907984	0.030599	0.0757045	0.0290446	0.0676598	0.175805	0.0382036	0.227528	0.0279662	0.41379	0.0487477	0.0289505	0.434756	0.0457896	0.3415039	0.343807	0.371721	0.0648112	0.219661	0.0742261	0.363614	0.924934	2.63723	7.497396
7980	-13397.2	-13353.8	-43.3724	0.8982963	0.36085	0.155252	0.250512	0.196121	0.258146	0.14382	0.24627	0.163482	0.114611	0.380255	0.140185	0.147446	0.258496	0.295524	0.20449	0.391034	0.336251	0.256316	0.281016	0.120763	0.202949	0.124711	0.546122	0.20518	0.121558	0.0144934	0.0157675	0.10789	0.0689526	0.0672073	0.113091	0.160759	0.309196	0.104759	0.0873064	0.00972825	0.0804815	0.0855132	0.0480786	0.0797591	0.157163	0.0548248	0.175675	0.0370137	0.375082	0.0478082	0.0337538	0.459445	0.046897	0.3556575	0.341795	0.375481	0.0651063	0.217618	0.116241	0.443893	0.980868	2.459	7.642007
7990	-13396.3	-13362.8	-33.451	1.020135	0.282457	0.180984	0.199613	0.124656	0.202748	0.14952	0.198501	0.163482	0.143718	0.317091	0.100344	0.171396	0.258353	0.257416	0.147408	0.329818	0.268084	0.227601	0.260197	0.180341	0.158737	0.145499	0.4559	0.15258	0.175099	0.0248991	0.0118255	0.0224695	0.0494487	0.0670436	0.0446412	0.146663	0.268606	0.0793851	0.0806558	0.0266438	0.0535805	0.0440041	0.0514652	0.0705171	0.150726	0.0260972	0.179651	0.0344297	0.360958	0.0681516	0.031272	0.458315	0.0468734	0.3917899	0.344509	0.368484	0.0701746	0.216833	0.140954	0.482721	1.00326	2.37307	6.649865
8000	-13385.9	-13351.4	-34.5509	0.8211049	0.302528	0.163497	0.182067	0.143085	0.225872	0.134793	0.252517	0.135392	0.163494	0.310168	0.128791	0.128893	0.194805	0.245339	0.225256	0.338269	0.241579	0.193824	0.278431	0.060768	0.141896	0.103869	0.626725	0.170095	0.0917237	0.0331831	0.0421345	0.0219686	0.0885447	0.0318107	0.0750733	0.193355	0.310416	0.0949863	0.0979263	0.017687	0.0335975	0.074967	0.0208271	0.0897672	0.159075	0.0371975	0.15366	0.030959	0.38212	0.052312	0.0293439	0.457077	0.0481886	0.3635967	0.341961	0.38382	0.061328	0.212891	0.100041	0.415494	0.962635	2.52183	6.759852
8010	-13391.3	-13356.5	-34.7981	0.5964279	0.318237	0.140635	0.199104	0.0826673	0.184938	0.156559	0.280725	0.198051	0.140964	0.306044	0.126842	0.117652	0.237775	0.206777	0.176391	0.356209	0.265194	0.244738	0.250843	0.112069	0.128852	0.0997589	0.462254	0.234268	0.11818	0.0191746	0.0695847	0.02444	0.0540308	0.0557521	0.0304195	0.145072	0.309645	0.0874337	0.117485	0.0673667	0.0428683	0.0849912	0.0364932	0.0464355	0.128687	0.0495735	0.269395	0.0281043	0.372437	0.0548924	0.0255433	0.469816	0.0492064	0.321457	0.359181	0.356526	0.0659085	0.218385	0.0523722	0.310281	0.879486	2.75786	6.784574
8020	-13395.3	-13358.3	-37.0696	0.9067072	0.296696	0.134793	0.162994	0.157117	0.250776	0.150433	0.258036	0.179605	0.188469	0.334119	0.144987	0.119867	0.158452	0.212767	0.203133	0.38535	0.298951	0.244738	0.219092	0.112069	0.166291	0.142351	0.609152	0.15221	0.11571	0.0297088	0.0585947	0.0264443	0.082118	0.024748	0.0618544	0.203724	0.219475	0.0939395	0.11875	0.0389619	0.031006	0.0421614	0.0397054	0.0995144	0.110628	0.0813232	0.250909	0.0320561	0.373374	0.0641929	0.0268126	0.458521	0.0450428	0.3796623	0.355102	0.361769	0.0747492	0.20838	0.117984	0.446795	0.982641	2.45258	7.011723
8030	-13400	-13362.3	-37.6628	0.8727556	0.292609	0.144453	0.234976	0.168961	0.182181	0.170459	0.183129	0.183188	0.14908	0.286795	0.0880077	0.16703	0.259284	0.234893	0.249586	0.290582	0.274962	0.257961	0.267167	0.111956	0.214166	0.10127	0.461284	0.17897	0.141295	0.0118713	0.0114843	0.0451201	0.0501848	0.115944	0.106615	0.223083	0.22565	0.123713	0.109893	0.00662317	0.102054	0.0373485	0.121054	0.0461016	0.199043	0.0302363	0.210776	0.0287694	0.300278	0.0659253	0.0159159	0.550687	0.0384242	0.3508206	0.362124	0.359843	0.0759609	0.202072	0.11092	0.434857	0.975241	2.47898	7.071041
8040	-13398.1	-13357.6	-40.54	0.8239355	0.33303	0.182882	0.212954	0.158076	0.219214	0.184	0.348876	0.145334	0.231139	0.363881	0.120464	0.158461	0.225673	0.259897	0.165203	0.332136	0.270016	0.207519	0.322375	0.0487169	0.194716	0.108334	0.550748	0.29819	0.126402	0.00740862	0.0285471	0.0362652	0.114405	0.0465041	0.0884219	0.156339	0.248038	0.104683	0.0821059	0.0298819	0.0678127	0.0627782	0.0117542	0.0836907	0.209887	0.015576	0.196432	0.0349549	0.351815	0.0601791	0.0165815	0.49154	0.0449301	0.3946544	0.34529	0.36463	0.0709044	0.219175	0.100641	0.416595	0.963373	2.51939	7.358769
8050	-13396.7	-13358.9	-37.7992	0.7548719	0.361227	0.180494	0.173242	0.144799	0.168358	0.18928	0.222656	0.182357	0.178712	0.353739	0.117113	0.150623	0.184365	0.228279	0.233138	0.398657	0.386654	0.219897	0.242267	0.0727002	0.16449	0.0681222	0.562653	0.241582	0.126884	0.0168803	0.131237	0.0276195	0.058044	0.085238	0.0285333	0.156339	0.184397	0.0768486	0.0810822	0.0114921	0.0591707	0.0990956	0.0569931	0.0703329	0.134145	0.0324097	0.222545	0.0316762	0.340695	0.0615772	0.0169303	0.500817	0.0483042	0.3465774	0.359509	0.367399	0.070582	0.20251	0.0859268	0.38831	0.943621	2.58214	7.084689
8060	-13392.2	-13358.4	-33.7387	0.8739816	0.340943	0.129208	0.20827	0.16204	0.224157	0.106515	0.202489	0.150348	0.158318	0.338164	0.130328	0.0962554	0.188458	0.219972	0.185274	0.335595	0.367889	0.19974	0.234213	0.0802388	0.177465	0.0663228	0.42864	0.187113	0.149068	0.0139367	0.0477661	0.0633758	0.0794287	0.085238	0.0571582	0.130631	0.271465	0.116774	0.0779147	0.032462	0.0691221	0.0970541	0.0269134	0.0649931	0.125524	0.0293064	0.222545	0.0321093	0.357516	0.0516634	0.0236382	0.481863	0.0532107	0.3840317	0.367824	0.364253	0.0688013	0.199121	0.111177	0.435298	0.97552	2.47801	6.678632
8070	-13389.7	-13349.9	-39.7683	0.7126603	0.331378	0.197773	0.211398	0.127647	0.236826	0.192456	0.286746	0.148168	0.164231	0.350542	0.0870053	0.183142	0.274649	0.236715	0.206328	0.305228	0.305543	0.17829	0.258845	0.10279	0.193791	0.116218	0.602611	0.253406	0.103221	0.0367476	0.0486906	0.076064	0.0497057	0.0816329	0.0645081	0.13697	0.311551	0.107227	0.0976175	0.023258	0.0977558	0.0706902	0.026643	0.0681972	0.151014	0.0225597	0.155814	0.0304916	0.370185	0.0453226	0.031491	0.47453	0.0479795	0.3680807	0.357323	0.376283	0.065983	0.200411	0.0768943	0.369443	0.929471	2.62419	7.281592
8080	-13401.6	-13363.2	-38.4205	0.7794416	0.327379	0.173126	0.198548	0.159859	0.225889	0.151569	0.245234	0.187957	0.11843	0.262016	0.170956	0.185812	0.178037	0.297712	0.179448	0.384113	0.297674	0.282263	0.302109	0.0779579	0.19064	0.0953685	0.518952	0.250532	0.0970915	0.0367476	0.0356674	0.0397649	0.0348179	0.100498	0.0810424	0.278126	0.277032	0.110439	0.0402387	0.0206995	0.0711919	0.092876	0.0551655	0.0570239	0.138471	0.00940723	0.108938	0.0229868	0.368403	0.055065	0.0273903	0.470859	0.055296	0.3806331	0.357418	0.367088	0.0649946	0.2105	0.0911772	0.398723	0.951091	2.55901	7.146819
8090	-13396	-13358.7	-37.2774	0.7718943	0.309081	0.2122	0.215252	0.201691	0.191836	0.151569	0.296125	0.118283	0.16721	0.305416	0.108489	0.13076	0.197109	0.239311	0.196807	0.306846	0.324353	0.249645	0.196067	0.0776785	0.129343	0.125089	0.654521	0.209016	0.0768065	0.0467739	0.0571685	0.0149291	0.0594509	0.0403757	0.0661158	0.148834	0.188363	0.1356	0.0891159	0.02181	0.0415277	0.0463105	0.0865028	0.0503487	0.169469	0.0242856	0.355016	0.0337101	0.335937	0.0402664	0.0230789	0.525543	0.041464	0.3629425	0.371676	0.349495	0.071793	0.207035	0.0895657	0.395567	0.948852	2.56601	7.032504
8100	-13393.9	-13355.1	-38.7565	0.5924919	0.31506	0.224916	0.194988	0.130883	0.255728	0.129758	0.273998	0.178274	0.112932	0.422346	0.134949	0.143194	0.214105	0.25274	0.164042	0.383325	0.352061	0.213244	0.226607	0.118447	0.159355	0.0711547	0.61739	0.222802	0.128009	0.00140232	0.0343479	0.0471389	0.0519664	0.0928378	0.0687397	0.148834	0.131722	0.0896521	0.0710678	0.0169929	0.0847841	0.0752594	0.0712744	0.0770618	0.16659	0.076135	0.234301	0.0339536	0.356157	0.0425598	0.0244888	0.490495	0.0523463	0.3073343	0.358231	0.366932	0.0705075	0.204329	0.0515633	0.308073	0.87744	2.76292	7.180416
8110	-13397.8	-13358.8	-38.9107	0.6219336	0.305062	0.151173	0.193717	0.150019	0.317952	0.115081	0.27415	0.170215	0.117209	0.378161	0.146842	0.165073	0.294752	0.330958	0.245547	0.363241	0.328948	0.216791	0.215914	0.100341	0.167153	0.0836968	0.601857	0.233302	0.108677	0.0197336	0.0528254	0.0186454	0.0295117	0.0380594	0.0465669	0.16058	0.207036	0.103046	0.117358	0.00507257	0.0712747	0.044432	0.0346084	0.0445998	0.184914	0.0650849	0.17666	0.0232742	0.35786	0.0554273	0.0367603	0.467732	0.0589456	0.3538083	0.378715	0.356281	0.0696978	0.195306	0.057661	0.324246	0.892109	2.72598	7.19584
8120	-13399.7	-13358.1	-41.5586	0.5386707	0.307652	0.120914	0.248836	0.130225	0.269338	0.184701	0.260083	0.170215	0.137709	0.360533	0.0902838	0.147596	0.259598	0.299435	0.21795	0.334086	0.343758	0.166321	0.268672	0.116561	0.158279	0.153574	0.689468	0.220843	0.095049	0.017595	0.107366	0.0387483	0.0291456	0.0449685	0.137609	0.236468	0.225442	0.0715959	0.0602709	0.0237046	0.0319032	0.0661586	0.0463238	0.0710711	0.101621	0.07582	0.32313	0.0195801	0.371546	0.0565247	0.0299477	0.48562	0.0367817	0.3121337	0.3723	0.357703	0.0624292	0.207568	0.04076	0.276413	0.846487	2.83634	7.460622
8130	-13406.9	-13362.6	-44.3102	0.6123629	0.414795	0.176036	0.232614	0.18691	0.23901	0.134087	0.254009	0.119285	0.188345	0.387561	0.0928883	0.128715	0.288781	0.255068	0.24877	0.342053	0.323987	0.284811	0.335161	0.0969434	0.182954	0.109969	0.487782	0.24209	0.220713	0.00572858	0.0884811	0.0424913	0.0577062	0.0783447	0.113369	0.187811	0.300654	0.134365	0.0730575	0.00643797	0.0563686	0.104747	0.0897215	0.0337244	0.100745	0.0250691	0.263627	0.018706	0.465353	0.0387888	0.0293361	0.409353	0.0384636	0.3354055	0.376057	0.35952	0.0561524	0.208271	0.0556675	0.319075	0.887497	2.73776	7.735786
8140	-13402.7	-13361.9	-40.8052	0.7025965	0.474167	0.116424	0.202784	0.134226	0.238332	0.22018	0.181242	0.177346	0.179454	0.295124	0.110477	0.130678	0.22259	0.230709	0.24877	0.343847	0.288038	0.211351	0.282741	0.140586	0.1832	0.0953134	0.500321	0.220122	0.107957	0.0369652	0.0367342	0.0682497	0.0401365	0.0736724	0.093102	0.182138	0.282929	0.107019	0.0730575	0.0219303	0.06311	0.0830867	0.0788107	0.0322165	0.170092	0.0341556	0.371901	0.0267466	0.386369	0.0422224	0.0316567	0.473136	0.0398699	0.3465847	0.379446	0.353895	0.0626547	0.204005	0.074743	0.364753	0.925827	2.63468	7.385285
8150	-13401.6	-13354.5	-47.1612	0.7976695	0.290542	0.173611	0.202103	0.179905	0.222722	0.217372	0.335864	0.140238	0.146769	0.420531	0.181221	0.124425	0.255599	0.371577	0.233843	0.309044	0.359965	0.218633	0.292088	0.108799	0.187682	0.115611	0.660296	0.346402	0.133867	0.0587262	0.066034	0.0726619	0.0410783	0.0712213	0.0732261	0.115718	0.214155	0.143194	0.126306	0.0540242	0.0347728	0.0860793	0.0713014	0.110761	0.161828	0.0427521	0.248337	0.0225908	0.3349	0.0548485	0.0226602	0.515201	0.0497996	0.4005556	0.374246	0.350992	0.0684815	0.206281	0.0950627	0.406194	0.956307	2.54244	8.020887
8160	-13408.5	-13362.8	-45.6608	0.4889152	0.235252	0.166266	0.255209	0.136333	0.343464	0.162027	0.234566	0.204954	0.208931	0.420531	0.131806	0.17016	0.269033	0.303228	0.211647	0.399152	0.261221	0.188604	0.312825	0.115861	0.211112	0.150107	0.47592	0.315768	0.124134	0.0136044	0.0458665	0.0722181	0.0432874	0.0624827	0.0927788	0.19742	0.352126	0.102695	0.120062	0.0463774	0.0705179	0.0860793	0.0748562	0.0483569	0.188264	0.0462028	0.199538	0.0233843	0.419266	0.0402818	0.0249488	0.446998	0.0451219	0.3178091	0.370096	0.36682	0.0648595	0.198224	0.0313521	0.244618	0.812032	2.912	7.870846
8170	-13395.1	-13354.3	-40.8169	0.9081952	0.351641	0.127213	0.237377	0.176827	0.182007	0.203941	0.275169	0.167978	0.139879	0.463315	0.116033	0.152702	0.255465	0.278427	0.246952	0.360055	0.292552	0.228972	0.262158	0.0696019	0.160162	0.140408	0.550481	0.22834	0.0844221	0.0453105	0.0251184	0.0371257	0.0662709	0.0405461	0.0696625	0.188157	0.186106	0.108518	0.080259	0.00885991	0.0467221	0.0751077	0.0418192	0.111199	0.15546	0.0812004	0.266931	0.0250229	0.410816	0.0495015	0.0409089	0.42686	0.0468901	0.3606977	0.373151	0.343478	0.0705586	0.212812	0.118292	0.447305	0.982951	2.45145	7.386455
8180	-13393.3	-13351.7	-41.5953	0.7386525	0.323326	0.17031	0.193919	0.149031	0.232371	0.202113	0.218365	0.170714	0.196311	0.3357	0.0915024	0.132334	0.348078	0.292511	0.246871	0.362746	0.310501	0.278672	0.297255	0.10542	0.186485	0.125508	0.450619	0.23687	0.111154	0.0143752	0.0371706	0.0655534	0.0645788	0.0720106	0.0778666	0.167731	0.178025	0.123958	0.0597193	0.0334836	0.118065	0.0814604	0.036941	0.0693475	0.211085	0.0379998	0.246234	0.0339817	0.357742	0.0473853	0.0332343	0.504302	0.0233551	0.3592792	0.357992	0.362944	0.068141	0.210923	0.0824562	0.381211	0.938391	2.59794	7.464291
8190	-13390.8	-13349.8	-40.9908	0.6871547	0.347539	0.133424	0.211569	0.175818	0.219767	0.179228	0.277956	0.202181	0.124349	0.449423	0.119105	0.164697	0.252063	0.268215	0.215525	0.361496	0.220527	0.216585	0.237023	0.0992248	0.215397	0.11744	0.523505	0.213311	0.114964	0.00982509	0.0520256	0.0315303	0.0433614	0.0716342	0.0869084	0.210324	0.275636	0.116797	0.0884407	0.0372607	0.0729078	0.076995	0.0239044	0.0722738	0.160051	0.0591937	0.254445	0.0244738	0.347188	0.0598499	0.0172031	0.492923	0.0583622	0.3838981	0.347096	0.367882	0.0683687	0.216653	0.0714469	0.357406	0.920014	2.65113	7.403844
8200	-13392.2	-13351.2	-41.0082	0.7653289	0.274448	0.12895	0.199758	0.187124	0.229752	0.194531	0.258972	0.161185	0.157365	0.419885	0.10636	0.19007	0.219589	0.242672	0.187082	0.437405	0.340994	0.233302	0.259009	0.140921	0.148377	0.105815	0.535324	0.256217	0.144874	0.0203095	0.00727292	0.117023	0.0593753	0.0992582	0.095317	0.193372	0.212353	0.0934646	0.0455985	0.0175141	0.0534492	0.0546469	0.0100433	0.0340213	0.205342	0.0634205	0.263819	0.0266032	0.325601	0.0575506	0.0159917	0.514367	0.0598865	0.3536282	0.371138	0.357654	0.0653304	0.205878	0.0881628	0.392791	0.946865	2.57218	7.405582
8210	-13399.8	-13351.2	-48.5736	0.7668985	0.413941	0.187371	0.254686	0.19266	0.252989	0.170004	0.27164	0.181593	0.183008	0.390516	0.13298	0.118037	0.238211	0.218674	0.251477	0.456752	0.414501	0.281253	0.254558	0.10102	0.19798	0.120507	0.580797	0.257761	0.152563	0.00899648	0.00191168	0.00263876	0.104573	0.101209	0.059337	0.194639	0.225812	0.0983205	0.119878	0.0377154	0.038287	0.0710092	0.143126	0.127864	0.201048	0.021527	0.328752	0.0240506	0.341826	0.0510223	0.0309415	0.512772	0.0393876	0.3664887	0.371736	0.356187	0.068109	0.203968	0.0884983	0.393458	0.947343	2.5707	8.162123
8220	-13396.7	-13354.1	-42.5882	0.6432719	0.353413	0.181429	0.240235	0.159465	0.263972	0.171763	0.252146	0.141781	0.193612	0.340481	0.084394	0.20608	0.22507	0.297792	0.214551	0.41518	0.283714	0.212883	0.277635	0.0833804	0.186595	0.0713021	0.496054	0.194805	0.134024	0.0473489	0.00309265	0.102926	0.0733869	0.0802444	0.0493322	0.237812	0.285632	0.130443	0.114501	0.00506646	0.0805701	0.0745799	0.00715759	0.0591945	0.194479	0.0400426	0.296015	0.0195713	0.394449	0.0484039	0.0238348	0.472387	0.0413544	0.3756655	0.372685	0.365987	0.0632924	0.198035	0.0621381	0.335488	0.901885	2.70049	7.563582
8230	-13397.7	-13348.8	-48.8771	0.686404	0.368462	0.164605	0.24362	0.190408	0.213618	0.176465	0.2325	0.155933	0.208064	0.377043	0.128831	0.202059	0.318029	0.327831	0.210369	0.440187	0.280221	0.304601	0.263613	0.140304	0.169877	0.125365	0.549992	0.272506	0.134642	0.00594899	0.0369233	0.0257554	0.0485411	0.0534686	0.102658	0.264178	0.224187	0.126201	0.0883069	0.0534885	0.0981853	0.119388	0.0888529	0.0453466	0.206402	0.0890228	0.316479	0.0196252	0.384687	0.0418476	0.0289992	0.459	0.0658406	0.3861946	0.364788	0.370234	0.0596832	0.205295	0.0712868	0.357044	0.919724	2.65195	8.192477
8240	-13393.6	-13349.5	-44.0473	0.6615648	0.339622	0.181092	0.250766	0.143373	0.263822	0.134101	0.227174	0.164779	0.169129	0.31368	0.158905	0.193543	0.274325	0.226392	0.207922	0.397552	0.290243	0.255581	0.329876	0.0803778	0.156378	0.17249	0.526197	0.235353	0.120621	0.00928269	0.0553602	0.0519989	0.102527	0.124025	0.0832134	0.221931	0.323937	0.0722202	0.0822532	0.0218367	0.112581	0.0933828	0.04964	0.0509846	0.200736	0.0436058	0.196687	0.023784	0.41107	0.0460881	0.0284122	0.4348	0.0558455	0.3534104	0.356893	0.376795	0.058474	0.207838	0.0660051	0.344816	0.909748	2.67943	7.709495
8250	-13398.7	-13352	-46.7338	0.6683684	0.369883	0.242531	0.259673	0.132115	0.296845	0.180001	0.244588	0.132635	0.150398	0.473014	0.120641	0.155685	0.253556	0.268743	0.178744	0.416036	0.339771	0.22168	0.283756	0.118918	0.217487	0.140259	0.536031	0.220661	0.125007	0.00128865	0.02278	0.0526032	0.0752746	0.100598	0.0832134	0.169819	0.335972	0.143275	0.164318	0.024012	0.0856441	0.0660886	0.00974682	0.121079	0.210574	0.0451803	0.18802	0.0148919	0.412234	0.0519777	0.0245137	0.436032	0.0603512	0.3677626	0.353516	0.37528	0.0576039	0.2136	0.0674488	0.348215	0.912558	2.67178	7.978146
8260	-13405.4	-13357.7	-47.7464	0.6644723	0.357314	0.233984	0.304235	0.131502	0.264728	0.190867	0.3385	0.147676	0.159981	0.501608	0.164302	0.117092	0.267482	0.286865	0.242273	0.398948	0.280968	0.242271	0.258123	0.0807309	0.219775	0.174805	0.536262	0.22305	0.0876731	0.00124938	0.0619574	0.0246862	0.0828425	0.0932801	0.100234	0.256785	0.280952	0.144299	0.0705364	0.0376028	0.0765125	0.0301176	0.00678915	0.0994671	0.246508	0.070117	0.184456	0.0291769	0.368098	0.0476772	0.0223937	0.467	0.065654	0.3603413	0.342391	0.371012	0.0659894	0.220608	0.0666217	0.346274	0.910956	2.67615	8.079405
8270	-13401.7	-13352.9	-48.832	0.7770776	0.28342	0.171495	0.24176	0.211703	0.206749	0.189499	0.3101	0.177765	0.182721	0.466059	0.185644	0.178308	0.31377	0.246102	0.320175	0.444011	0.346573	0.206679	0.252172	0.0939011	0.208337	0.113552	0.772882	0.345549	0.180283	0.0119095	0.023801	0.0454908	0.0475453	0.0478523	0.0885235	0.172857	0.255918	0.0960075	0.121952	0.0266736	0.0597118	0.0820537	0.0120939	0.0678171	0.132536	0.0493768	0.196637	0.0257196	0.362553	0.0488933	0.0189574	0.494102	0.0497748	0.3771225	0.361309	0.362859	0.0664035	0.209429	0.0906726	0.397739	0.950395	2.56119	8.187968
8280	-13402.9	-13356.4	-46.5015	0.818085	0.358067	0.189696	0.229566	0.180269	0.264492	0.0940778	0.273697	0.200712	0.22491	0.50651	0.148518	0.145572	0.25162	0.36813	0.241311	0.407474	0.24319	0.27379	0.237784	0.172117	0.184896	0.0938242	0.573844	0.296535	0.155126	0.0438941	0.0116044	0.053589	0.0475453	0.0508686	0.0392217	0.176526	0.269648	0.0979944	0.103404	0.0195797	0.0514421	0.0844697	0.0484034	0.0888295	0.171819	0.0637678	0.216581	0.0285049	0.35322	0.0529284	0.0264302	0.486444	0.0524721	0.3589923	0.338155	0.381085	0.0713951	0.209365	0.0994008	0.414314	0.961843	2.52444	7.954916
8290	-13394.7	-13350.5	-44.1603	0.8010993	0.360765	0.156624	0.195784	0.15664	0.268791	0.152143	0.307091	0.200882	0.173236	0.365956	0.121575	0.172415	0.224978	0.350721	0.243016	0.308587	0.331443	0.261572	0.279773	0.0983374	0.157803	0.106077	0.653275	0.296645	0.107326	0.0729859	0.0243204	0.0487977	0.0675606	0.02504	0.0589991	0.276805	0.244102	0.0917528	0.101108	0.0627051	0.0274888	0.0627948	0.0409325	0.0774791	0.10557	0.0221735	0.258722	0.0281266	0.36146	0.0488652	0.0322513	0.476494	0.0528031	0.3508565	0.364713	0.36072	0.0672014	0.207366	0.0957927	0.407576	0.957259	2.53937	7.72079
8300	-13389.1	-13351.5	-37.6027	0.7596054	0.278947	0.191226	0.169198	0.116773	0.228138	0.229626	0.263982	0.126674	0.158123	0.40857	0.119971	0.188171	0.239609	0.30086	0.239479	0.356193	0.274346	0.22992	0.272063	0.0653281	0.180562	0.135748	0.45143	0.181913	0.107326	0.0275762	0.0876956	0.0275347	0.0818745	0.0992453	0.0657463	0.12487	0.212641	0.0992269	0.101108	0.0258845	0.0378496	0.0674054	0.0326176	0.0300221	0.190646	0.0355975	0.203323	0.0299448	0.332368	0.0552552	0.0214617	0.501895	0.0590758	0.3747147	0.346561	0.369356	0.0726373	0.211446	0.0869392	0.390348	0.945101	2.57761	7.065039
8310	-13391	-13358.9	-32.1346	0.9336955	0.232559	0.162575	0.175419	0.097057	0.1894	0.199908	0.259948	0.165576	0.13108	0.364484	0.149592	0.137828	0.269211	0.2441	0.190981	0.318998	0.258617	0.244702	0.191776	0.084299	0.188509	0.0757694	0.488442	0.193499	0.114165	0.0158178	0.054908	0.0519345	0.088135	0.0356282	0.0303798	0.153713	0.125166	0.11963	0.0839971	0.0427436	0.0651713	0.0767559	0.016046	0.041077	0.127134	0.0483454	0.213149	0.0320402	0.319424	0.0621355	0.0135777	0.532032	0.0407904	0.3913717	0.383107	0.337537	0.0730999	0.206256	0.123542	0.455873	0.988082	2.4325	6.518227
8320	-13387.7	-13353.5	-34.208	0.8572312	0.308763	0.166977	0.189535	0.123915	0.203342	0.125017	0.211777	0.176981	0.132528	0.35963	0.126848	0.150447	0.272173	0.229724	0.195321	0.318904	0.373164	0.244568	0.274756	0.0818608	0.164424	0.0833995	0.460396	0.143025	0.107147	0.0485204	0.0420914	0.0295955	0.0469034	0.0682647	0.0773664	0.174147	0.227843	0.117406	0.0815036	0.0304913	0.0480789	0.0778278	0.0243252	0.0200019	0.135287	0.0406485	0.21064	0.0351254	0.278896	0.0680015	0.0174387	0.571191	0.0293475	0.3624731	0.350778	0.360296	0.0787294	0.210198	0.107666	0.429194	0.971633	2.49151	6.725565
