Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
100	-13382.1	-13355.6	-26.5389	0.9084463	0.249794	0.115254	0.176969	0.123996	0.165544	0.1631	0.223792	0.126357	0.144093	0.407925	0.12783	0.114085	0.200271	0.189662	0.216565	0.258885	0.252966	0.17578	0.203853	0.0754091	0.151466	0.122961	0.462663	0.0714022	0.0708247	0.0543993	0.0844262	0.0454703	0.0811817	0.0639968	0.0274951	0.102216	0.0274525	0.192848	0.129136	0.0551211	0.0544001	0.0491271	0.165821	0.0179626	0.0136876	0.0190827	0.183386	0.045858	0.276788	0.0736134	0.0209224	0.543698	0.0391205	0.3644551	0.348643	0.355288	0.0899454	0.206124	0.118344	0.447391	0.983003	2.45126	5.958655
110	-13393.6	-13366.2	-27.326	0.8689686	0.289322	0.173861	0.213489	0.136996	0.220685	0.132147	0.207274	0.157539	0.152562	0.262732	0.0921944	0.115881	0.245557	0.197687	0.192317	0.224178	0.222955	0.224147	0.275595	0.0713032	0.183524	0.123497	0.44427	0.0275685	0.0744701	0.0316141	0.0412329	0.100941	0.0908735	0.0652509	0.0279449	0.133032	0.0411755	0.185552	0.14131	0.0692235	0.0239835	0.0556323	0.193935	0.0323184	0.0236215	0.0104712	0.107506	0.0400313	0.287213	0.0647812	0.0196176	0.548776	0.0395806	0.3644551	0.347569	0.357273	0.0896685	0.205489	0.110128	0.433487	0.974375	2.48201	6.03737
120	-13399.6	-13368.3	-31.3167	0.9814368	0.277232	0.137029	0.263556	0.131607	0.232936	0.103911	0.251758	0.130626	0.143056	0.36241	0.126472	0.133991	0.183763	0.253157	0.217658	0.289133	0.258846	0.18257	0.25383	0.0601654	0.145841	0.107238	0.541174	0.0687241	0.0957501	0.02718	0.0509638	0.0695013	0.0814038	0.0483524	0.01681	0.14027	0.025368	0.178243	0.156746	0.0919212	0.0425025	0.0877658	0.159818	0.0206247	0.062167	0.0122685	0.212093	0.0370775	0.299225	0.0661776	0.0200405	0.540596	0.0368833	0.3644551	0.352361	0.372449	0.0668669	0.208323	0.133235	0.4711	0.996855	2.39881	6.436432
130	-13405.9	-13373.6	-32.3034	0.8444475	0.291815	0.137273	0.151524	0.192656	0.220743	0.179984	0.281911	0.127954	0.224612	0.379293	0.111269	0.140817	0.211484	0.223937	0.12392	0.330517	0.328371	0.213849	0.197163	0.0599847	0.166364	0.131697	0.478091	0.0528297	0.124298	0.0158038	0.0467213	0.0375125	0.111323	0.0977721	0.00820216	0.139678	0.00598446	0.151706	0.138926	0.104949	0.0594294	0.0290714	0.193309	0.0101576	0.0168853	0.0333311	0.251987	0.0274108	0.294146	0.080229	0.0287818	0.531419	0.0380143	0.3644551	0.346197	0.365933	0.0831922	0.204678	0.104975	0.424432	0.968549	2.50204	6.535106
140	-13396.5	-13360.7	-35.8855	0.8984794	0.332915	0.184171	0.222832	0.145167	0.209593	0.207481	0.225987	0.129712	0.109963	0.303449	0.120726	0.124145	0.232028	0.237099	0.213633	0.273851	0.302212	0.23038	0.176569	0.115973	0.188186	0.135656	0.568355	0.0279998	0.12098	0.0463824	0.0872803	0.0535019	0.0935961	0.0861928	0.0133535	0.150251	0.00900784	0.226468	0.213854	0.0512876	0.0694798	0.054266	0.213653	0.0216617	0.0216598	0.057269	0.285091	0.0277988	0.320002	0.0760797	0.0321554	0.503934	0.0400295	0.3644551	0.349016	0.368913	0.075727	0.206345	0.116279	0.443957	0.980907	2.45886	6.893318
150	-13396.1	-13363.7	-32.4095	0.7710662	0.377568	0.191369	0.220675	0.149939	0.21691	0.124146	0.23176	0.157973	0.171932	0.353034	0.10909	0.114986	0.189866	0.216646	0.234857	0.355104	0.242563	0.18959	0.231181	0.137483	0.156637	0.126038	0.550114	0.0227949	0.119276	0.0460772	0.0498988	0.0610015	0.108599	0.0931755	0.011421	0.0968718	0.00343936	0.143725	0.137751	0.0658883	0.0403448	0.0522341	0.197682	0.0163115	0.0555487	0.0489189	0.125296	0.0281162	0.319038	0.0758504	0.0158116	0.513738	0.0474459	0.3621278	0.361489	0.361844	0.074276	0.202391	0.0893888	0.395219	0.948604	2.56679	6.545715
160	-13391.3	-13353.9	-37.3841	0.8272379	0.292382	0.162435	0.261879	0.118431	0.252398	0.133422	0.243099	0.187881	0.150737	0.333566	0.176659	0.127594	0.189218	0.22298	0.220577	0.37995	0.363621	0.213849	0.287324	0.100869	0.160121	0.0996877	0.499759	0.0898272	0.141967	0.02644	0.0793791	0.0656208	0.146538	0.0550367	0.0227203	0.192282	0.00383	0.166612	0.121416	0.0279175	0.0727639	0.0588545	0.282834	0.017313	0.0564371	0.0336203	0.203325	0.0269072	0.322243	0.0766124	0.0133314	0.518899	0.0420071	0.3787394	0.361489	0.361844	0.074276	0.202391	0.10134	0.417873	0.964225	2.51656	7.043171
170	-13394.4	-13362.7	-31.6607	0.8359261	0.274861	0.13122	0.194809	0.137806	0.222595	0.165258	0.229495	0.190472	0.119054	0.333566	0.141723	0.110837	0.27338	0.185256	0.220426	0.278963	0.243488	0.226438	0.233278	0.0770529	0.109639	0.0757287	0.491518	0.12441	0.0947987	0.0281549	0.091775	0.0477382	0.121357	0.0766972	0.0150058	0.163239	0.0021292	0.183959	0.119639	0.0386863	0.0570505	0.0857651	0.174075	0.0167027	0.0412366	0.102168	0.219381	0.027604	0.332715	0.0736919	0.0283869	0.499118	0.0384842	0.3534191	0.348141	0.370301	0.0744377	0.207121	0.103177	0.421206	0.966433	2.50918	6.470832
180	-13391.3	-13359.2	-32.1104	0.8143085	0.245226	0.11577	0.17031	0.124821	0.177807	0.205917	0.283056	0.173339	0.120751	0.396009	0.132885	0.133926	0.218063	0.219863	0.199034	0.285681	0.344008	0.214285	0.246233	0.0668334	0.190531	0.11242	0.451261	0.0464679	0.0947987	0.0298159	0.0714321	0.0512888	0.103766	0.0688447	0.0524368	0.149716	0.00866849	0.154466	0.0937666	0.0711572	0.0416841	0.0416638	0.229839	0.0586004	0.0568699	0.0529073	0.209591	0.0280682	0.34239	0.0721997	0.0306253	0.489012	0.037705	0.3534191	0.348141	0.370301	0.0744377	0.207121	0.0985996	0.412832	0.960842	2.52773	6.51581
190	-13390.6	-13360	-30.5497	0.8629158	0.274043	0.19514	0.200784	0.172285	0.217316	0.152765	0.251785	0.128869	0.0850189	0.338476	0.136317	0.129039	0.186307	0.198093	0.185004	0.303978	0.259114	0.235294	0.220622	0.0804817	0.108027	0.105825	0.43995	0.111739	0.0632765	0.0442637	0.0542276	0.0686617	0.0791136	0.0691498	0.0290331	0.131718	0.0105718	0.170013	0.147357	0.0526185	0.0856732	0.095003	0.194917	0.0526176	0.0469412	0.0402554	0.208048	0.0281868	0.3432	0.0723706	0.0306978	0.490169	0.0353755	0.4010785	0.363267	0.361708	0.0727104	0.202315	0.108859	0.431283	0.972972	2.48689	6.35973
200	-13392.2	-13358.9	-33.3545	0.8769915	0.30814	0.123157	0.165744	0.205203	0.188764	0.172349	0.267605	0.0718479	0.164577	0.396174	0.118289	0.111372	0.19306	0.211966	0.25399	0.298892	0.273958	0.227628	0.252677	0.0736784	0.152184	0.0923685	0.425391	0.0950131	0.107047	0.0225539	0.0661699	0.0808419	0.0789866	0.099549	0.00818213	0.168912	0.0222352	0.206456	0.168304	0.059237	0.0734783	0.0664252	0.203458	0.0152683	0.0741721	0.0316304	0.243281	0.0285464	0.305996	0.0581175	0.020571	0.52115	0.0656195	0.4010785	0.363267	0.361708	0.0727104	0.202315	0.111806	0.436379	0.976201	2.47561	6.640215
210	-13395	-13360.5	-34.4308	0.8420184	0.283309	0.192034	0.14714	0.14193	0.181771	0.189324	0.224915	0.134214	0.191829	0.322366	0.153553	0.165688	0.220678	0.156828	0.187383	0.317969	0.348704	0.219013	0.184493	0.106089	0.172004	0.132762	0.514758	0.0643062	0.149456	0.0149102	0.0678843	0.0577239	0.111391	0.093346	0.0156562	0.187734	0.0458199	0.219588	0.135855	0.0515001	0.0908782	0.0688005	0.203458	0.00159393	0.0444695	0.0616673	0.173048	0.0337534	0.293061	0.0609215	0.0215635	0.546294	0.0444062	0.3535703	0.36172	0.360167	0.0707923	0.20732	0.104463	0.423516	0.967951	2.50407	6.74784
220	-13387.9	-13352.2	-35.7499	0.7450636	0.386108	0.144595	0.205146	0.10982	0.211081	0.186349	0.265421	0.142133	0.186619	0.343491	0.179362	0.130425	0.230386	0.246148	0.212628	0.318477	0.255755	0.21167	0.29364	0.0858584	0.164602	0.104679	0.472724	0.0479528	0.110436	0.0341127	0.0734708	0.0748311	0.0970949	0.0729344	0.028672	0.206951	0.0451122	0.150372	0.139993	0.0690419	0.0770509	0.0332545	0.214245	0.000829145	0.0282595	0.0518035	0.236221	0.0312485	0.320499	0.060776	0.0313312	0.505753	0.0503925	0.3451353	0.355246	0.358001	0.0806806	0.206073	0.0838283	0.384039	0.940488	2.59165	6.879755
230	-13395.1	-13357.5	-37.6269	0.8193416	0.343469	0.174874	0.203411	0.136014	0.231266	0.208335	0.235042	0.188879	0.140256	0.393095	0.174805	0.122992	0.308187	0.261287	0.212628	0.326537	0.217375	0.19184	0.278213	0.0697399	0.184581	0.115405	0.511855	0.057383	0.113295	0.0145881	0.0271321	0.0672856	0.109542	0.105944	0.0279255	0.163839	0.0460518	0.218656	0.163653	0.0635262	0.0536683	0.0833564	0.171623	0.00207063	0.0866092	0.0361316	0.225092	0.0335602	0.308258	0.0644139	0.033649	0.543168	0.0169515	0.3451353	0.355727	0.353591	0.0796867	0.210996	0.0996673	0.414806	0.962173	2.52335	7.067458
240	-13396.2	-13361	-35.1909	0.6416556	0.283427	0.190322	0.203411	0.159533	0.226424	0.136103	0.310786	0.156056	0.156722	0.35984	0.0857014	0.183822	0.236032	0.20338	0.221401	0.272137	0.271361	0.24219	0.255945	0.104541	0.151713	0.0931676	0.507674	0.0349063	0.116428	0.046062	0.0891571	0.0471514	0.0670254	0.0559128	0.052471	0.156339	0.0157243	0.129154	0.23036	0.0818909	0.0551338	0.0558167	0.253183	0.00654206	0.0411441	0.0722118	0.205556	0.0326411	0.299815	0.0626498	0.0327275	0.528292	0.0438745	0.344275	0.355727	0.353591	0.0796867	0.210996	0.0617976	0.33465	0.901168	2.70238	6.823857
250	-13392.7	-13360.6	-32.1356	0.622807	0.256555	0.221264	0.150712	0.133278	0.19213	0.16138	0.292529	0.124536	0.133619	0.412643	0.104812	0.120147	0.177484	0.214667	0.194659	0.3538	0.292329	0.230406	0.246962	0.0782964	0.20292	0.094226	0.490999	0.0308509	0.0621127	0.0193415	0.0822807	0.0538834	0.120885	0.0513599	0.0662202	0.156339	0.0393831	0.208193	0.0992926	0.0444543	0.0759732	0.0461474	0.183779	0.00328262	0.0584019	0.044278	0.191514	0.027353	0.300976	0.0681153	0.0315264	0.534809	0.0372203	0.344275	0.368445	0.354533	0.0731918	0.203831	0.0578435	0.324714	0.892523	2.72492	6.518328
260	-13393.1	-13353.9	-39.1585	0.6588081	0.336424	0.247248	0.195352	0.142958	0.298535	0.174774	0.322622	0.16403	0.194246	0.381197	0.152773	0.13411	0.273633	0.266091	0.189643	0.346683	0.282171	0.219883	0.254172	0.121683	0.138283	0.0954202	0.554166	0.0419142	0.0739069	0.0585406	0.0572668	0.0506409	0.075121	0.0678377	0.0683196	0.156077	0.0328591	0.170577	0.17262	0.0473988	0.0601449	0.071209	0.174655	0.00126197	0.039752	0.0532221	0.261189	0.0263317	0.34609	0.0593076	0.0333635	0.514841	0.0200661	0.344275	0.36819	0.354978	0.0731412	0.20369	0.065421	0.343429	0.908592	2.68256	7.220613
270	-13399	-13361.7	-37.2836	0.7766225	0.260869	0.148352	0.195352	0.122084	0.235928	0.136996	0.258929	0.135851	0.158786	0.361486	0.141736	0.132147	0.195764	0.174106	0.194813	0.387865	0.234748	0.194519	0.295413	0.112943	0.179533	0.144874	0.63598	0.101278	0.209297	0.0215111	0.0547009	0.0310271	0.127543	0.0856718	0.0163526	0.157819	0.0399879	0.165463	0.167492	0.0833986	0.0883776	0.0662291	0.213662	0.011624	0.056906	0.0590665	0.236639	0.025977	0.355471	0.0726715	0.0342678	0.488944	0.0226688	0.344275	0.368816	0.355581	0.0732655	0.202338	0.0905754	0.397549	0.950261	2.56161	7.033121
280	-13396.9	-13354.9	-41.9584	0.8317537	0.318444	0.158955	0.224858	0.109733	0.233968	0.170787	0.265423	0.156348	0.145968	0.44121	0.153605	0.141442	0.276966	0.300889	0.21936	0.357605	0.289252	0.249617	0.262071	0.0929348	0.18985	0.13259	0.690882	0.061891	0.114955	0.0275118	0.0627147	0.0797647	0.0734158	0.0796694	0.0049487	0.125424	0.0372025	0.174245	0.193825	0.0783984	0.0747796	0.129984	0.259638	0.0158276	0.0262736	0.0115234	0.285858	0.027606	0.351351	0.0409685	0.0338706	0.483276	0.0629278	0.4134997	0.367397	0.354214	0.0729836	0.205406	0.102295	0.419611	0.965379	2.51271	7.500608
290	-13398.5	-13358	-40.5454	0.7880486	0.366237	0.227598	0.201213	0.160766	0.234508	0.189024	0.344624	0.182438	0.146611	0.38914	0.128833	0.124611	0.278294	0.209836	0.246798	0.322934	0.34315	0.200807	0.258198	0.0956812	0.211937	0.136675	0.500542	0.0692036	0.0621383	0.0215459	0.0575805	0.0797485	0.107033	0.0828562	0.0128416	0.175701	0.0103996	0.174608	0.203807	0.105036	0.141792	0.0396226	0.222157	0.0367298	0.0256645	0.0493801	0.181008	0.0282517	0.340063	0.0413585	0.0353622	0.481998	0.0729671	0.3656703	0.37078	0.357476	0.0644462	0.207298	0.0930131	0.402277	0.953588	2.55112	7.359309
300	-13389.5	-13352.9	-36.5309	0.7595456	0.318095	0.194146	0.212197	0.114444	0.188192	0.215832	0.280349	0.151743	0.18231	0.400889	0.135315	0.169593	0.205754	0.259254	0.22913	0.339065	0.249909	0.214221	0.242631	0.102038	0.183462	0.101808	0.409321	0.0627776	0.0404875	0.0194885	0.0593862	0.036377	0.0709212	0.0681725	0.047353	0.226379	0.0154827	0.248199	0.151041	0.0505594	0.0746825	0.0582126	0.256937	0.0328229	0.072996	0.0619786	0.2039	0.0290378	0.369623	0.0485287	0.0340915	0.457348	0.0613714	0.3656703	0.37078	0.357476	0.0644462	0.207298	0.0869264	0.390322	0.945083	2.57767	6.957852
310	-13387.8	-13352.7	-35.0787	0.7089323	0.227779	0.172183	0.203901	0.154436	0.191242	0.204	0.30765	0.145313	0.171265	0.340932	0.126196	0.145534	0.225722	0.243613	0.182564	0.344176	0.268621	0.234589	0.295612	0.0886142	0.173391	0.0783475	0.466167	0.0424715	0.115637	0.0214434	0.0877528	0.0588714	0.0786432	0.0675985	0.0605586	0.182592	0.00961203	0.184556	0.189085	0.075155	0.106552	0.0285712	0.189535	0.0281995	0.052912	0.0430471	0.197998	0.0295725	0.375629	0.0494222	0.019971	0.465769	0.0596366	0.3656703	0.37078	0.357476	0.0644462	0.207298	0.0760972	0.367714	0.928134	2.62805	6.812635
320	-13391.9	-13346.3	-45.614	0.7913766	0.386872	0.171915	0.195358	0.148204	0.206888	0.154028	0.326231	0.193638	0.169811	0.456238	0.11704	0.161529	0.27669	0.328503	0.19558	0.410686	0.33117	0.26996	0.242559	0.112091	0.180408	0.099384	0.636189	0.0820005	0.122544	0.0200432	0.0345551	0.0856929	0.121796	0.0861922	0.0544449	0.187229	0.0318128	0.243655	0.188245	0.098786	0.0932316	0.0706988	0.180936	0.0143887	0.0311631	0.0475364	0.300247	0.0310929	0.409849	0.0482544	0.0191367	0.454763	0.0369043	0.3827877	0.337698	0.37302	0.0672486	0.222033	0.0937225	0.403639	0.954537	2.5481	7.86617
330	-13395.2	-13353.3	-41.9301	0.7066617	0.386872	0.186322	0.202153	0.159378	0.274025	0.149639	0.24506	0.1289	0.212439	0.397186	0.124141	0.147463	0.253666	0.308391	0.178462	0.343905	0.299416	0.247105	0.242559	0.0857161	0.228565	0.083997	0.498934	0.0812204	0.103609	0.0390905	0.070186	0.0957383	0.14375	0.0616942	0.0758439	0.222852	0.0131076	0.232752	0.199406	0.0666364	0.0824177	0.0868668	0.211175	0.0327564	0.0213375	0.0677722	0.205273	0.0305802	0.403091	0.0477045	0.020045	0.447265	0.0513141	0.3429596	0.338372	0.373765	0.0653869	0.222476	0.0756118	0.366656	0.927312	2.63042	7.497778
340	-13398	-13356.5	-41.4978	0.7358529	0.360336	0.174307	0.184262	0.165209	0.227079	0.150192	0.21441	0.162596	0.225936	0.36975	0.175583	0.117487	0.232564	0.255244	0.252923	0.323809	0.330513	0.292181	0.253572	0.109543	0.223693	0.0527469	0.595398	0.0768681	0.122134	0.035526	0.0701055	0.0573072	0.109576	0.0917727	0.0858876	0.123211	0.0246092	0.22625	0.147119	0.044259	0.132638	0.073214	0.227575	0.0984948	0.0343732	0.01918	0.205105	0.0254179	0.469896	0.0417277	0.0353048	0.382202	0.0454516	0.3429596	0.348599	0.375897	0.0517587	0.223745	0.081857	0.379967	0.937463	2.60071	7.454541
350	-13392.8	-13352.5	-40.3001	0.669044	0.273029	0.179521	0.209672	0.173627	0.245152	0.127005	0.262626	0.132424	0.186247	0.385985	0.119919	0.155663	0.279176	0.352635	0.242682	0.330689	0.354982	0.25781	0.284404	0.0944016	0.167554	0.0836856	0.520762	0.0608931	0.0853228	0.0165257	0.0664674	0.0333437	0.1	0.157768	0.066241	0.132936	0.0220076	0.218984	0.187425	0.0286611	0.0885927	0.0810852	0.213909	0.050808	0.0571868	0.00970194	0.23726	0.0252983	0.467683	0.0410714	0.0217986	0.380403	0.063745	0.3607272	0.354067	0.367805	0.0591989	0.218929	0.0675923	0.348551	0.912834	2.67102	7.33477
360	-13398.9	-13350.7	-48.2104	0.6870929	0.293647	0.209852	0.288676	0.158086	0.242915	0.189967	0.22054	0.200171	0.135714	0.571464	0.121153	0.154687	0.240599	0.27747	0.318447	0.4239	0.294318	0.246694	0.314984	0.107506	0.176909	0.12417	0.53632	0.0821156	0.113036	0.0410238	0.0987078	0.06798	0.168019	0.100383	0.0671377	0.218815	0.083519	0.283354	0.176981	0.065363	0.0430621	0.105404	0.168258	0.0472508	0.0564296	0.0383568	0.252418	0.0224887	0.405455	0.0425189	0.0285143	0.456645	0.0443783	0.3607272	0.358741	0.372662	0.0599805	0.208616	0.0714337	0.357376	0.91999	2.6512	8.125806
370	-13405.7	-13356.5	-49.2892	0.7226385	0.251687	0.167343	0.266324	0.20782	0.279948	0.181451	0.310773	0.21306	0.124045	0.477029	0.106301	0.181713	0.189555	0.3984	0.254471	0.378003	0.368701	0.222471	0.279377	0.121971	0.217896	0.141042	0.570227	0.118916	0.172242	0.0522502	0.0626437	0.0994809	0.163167	0.140205	0.0479323	0.205755	0.0382905	0.259147	0.224619	0.123859	0.0673333	0.0388034	0.168116	0.00989036	0.020805	0.0339106	0.276712	0.0265133	0.432786	0.0367556	0.0267498	0.428388	0.0488068	0.3729564	0.357604	0.373323	0.0600869	0.208986	0.0790289	0.374019	0.932977	2.61398	8.233686
380	-13394.2	-13349.6	-44.5496	0.7875585	0.330231	0.181294	0.247321	0.204646	0.18069	0.209864	0.261452	0.165065	0.209284	0.39713	0.16805	0.166591	0.282227	0.309001	0.242034	0.376306	0.373226	0.207027	0.203152	0.119773	0.218362	0.152459	0.453339	0.0887721	0.111181	0.030805	0.111793	0.0844706	0.122005	0.102224	0.0663446	0.200365	0.0200252	0.24347	0.197024	0.0686101	0.0575234	0.0629035	0.235913	0.0286867	0.050961	0.0378261	0.180295	0.0278352	0.407268	0.0385881	0.0360185	0.43905	0.0512402	0.3624497	0.358999	0.372512	0.0599564	0.208533	0.0929087	0.402076	0.953447	2.55157	7.759722
