Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	p_inv	pi[1]	pi[2]	pi[3]	pi[4]	sr[1]	sr[2]	sr[3]	sr[4]	TL
4890	-13394.9	-13356.4	-38.4591	0.7279271	0.284431	0.181976	0.213567	0.183551	0.195666	0.208183	0.277266	0.16175	0.139362	0.37181	0.110281	0.178374	0.211397	0.267622	0.230547	0.397354	0.354909	0.201032	0.250215	0.0820018	0.224154	0.143045	0.471509	0.151579	0.161653	0.0260925	0.0672279	0.0302257	0.116851	0.0626321	0.00428561	0.131104	0.0288265	0.13384	0.129568	0.0878288	0.0741645	0.0779681	0.177956	0.0759302	0.0098395	0.0396105	0.223489	0.0295951	0.380067	0.0481691	0.0223055	0.461214	0.0586492	0.3458134	0.35038	0.367094	0.0668824	0.215643	0.0801607	0.376414	0.934793	2.60863	7.150679
4900	-13389	-13349.9	-39.1273	0.7659872	0.353929	0.201492	0.258036	0.131635	0.214352	0.154612	0.260695	0.138172	0.180873	0.441098	0.104231	0.168065	0.228335	0.255989	0.23896	0.337006	0.236869	0.24646	0.249214	0.12187	0.163117	0.114876	0.471199	0.0357567	0.0989713	0.0658263	0.0975453	0.0727074	0.142037	0.0601878	0.0276919	0.231398	0.0158828	0.20766	0.192384	0.0669948	0.0624443	0.0557997	0.152957	0.0160489	0.0174733	0.0247936	0.301856	0.0346033	0.402581	0.0437381	0.0236965	0.450276	0.0451053	0.3516259	0.361076	0.359788	0.0650857	0.21405	0.0883035	0.393071	0.947066	2.57156	7.2175
4910	-13408.1	-13366.7	-41.3834	0.6396973	0.302209	0.152151	0.184204	0.13623	0.315809	0.0976652	0.326361	0.163284	0.174966	0.363977	0.118643	0.208985	0.203222	0.291166	0.243113	0.3382	0.222226	0.230644	0.290176	0.0833353	0.130966	0.109516	0.402212	0.111668	0.131796	0.0596525	0.0733229	0.0345771	0.139325	0.0904636	0.0612493	0.190622	0.0780473	0.327755	0.152995	0.0894396	0.0563739	0.0894057	0.27794	0.0439846	0.0526541	0.0655435	0.227025	0.0275031	0.410899	0.0372724	0.0490281	0.432287	0.04301	0.352076	0.3672	0.353313	0.0642052	0.215281	0.0613853	0.333632	0.900295	2.70469	7.443102
4920	-13394.8	-13355.5	-39.3625	0.8585694	0.271194	0.176986	0.177627	0.206577	0.285286	0.134269	0.223568	0.156537	0.147711	0.360146	0.0917528	0.151704	0.249965	0.249497	0.174451	0.386241	0.290059	0.241863	0.291645	0.0756244	0.151078	0.119822	0.465023	0.0716665	0.116383	0.0461349	0.0989427	0.0522794	0.07492	0.070805	0.0462408	0.183549	0.0423307	0.348043	0.159057	0.0778974	0.0965593	0.0476564	0.27794	0.0674778	0.0435118	0.0699919	0.171002	0.0258244	0.373326	0.0405185	0.0387956	0.457719	0.0638165	0.3851042	0.365125	0.36418	0.063599	0.207096	0.107947	0.429688	0.97195	2.49042	7.241014
4930	-13404.8	-13357.9	-46.9522	0.5759728	0.30171	0.177011	0.286837	0.120618	0.303565	0.128577	0.28929	0.13112	0.202031	0.361089	0.155199	0.151704	0.278671	0.276093	0.255748	0.382605	0.341026	0.178189	0.34111	0.110245	0.22715	0.113053	0.703406	0.09306	0.154402	0.0676757	0.0981788	0.0753684	0.123456	0.068665	0.0474933	0.155664	0.00343507	0.29643	0.147679	0.0775822	0.0703787	0.036193	0.371763	0.0563212	0.0321555	0.0128774	0.195162	0.0261049	0.369708	0.046634	0.0226884	0.485095	0.0497702	0.3213331	0.380296	0.349289	0.0660631	0.204351	0.0481933	0.29865	0.868548	2.78461	7.999986
4940	-13397.2	-13355.7	-41.4565	0.6201195	0.274991	0.138544	0.203088	0.145892	0.242984	0.15338	0.252153	0.219903	0.145712	0.393472	0.0989281	0.152993	0.251213	0.325395	0.23453	0.434298	0.366417	0.258224	0.227214	0.0723645	0.154194	0.121201	0.532667	0.0969538	0.0381854	0.0344153	0.0750029	0.0317839	0.155329	0.0767625	0.0337777	0.266334	0.0494291	0.175538	0.140621	0.0522053	0.094176	0.0814818	0.160342	0.0602294	0.0180737	0.11876	0.291257	0.0254426	0.368656	0.0435176	0.0266009	0.481276	0.0545073	0.3363044	0.366554	0.367178	0.0649269	0.201341	0.0572824	0.323272	0.891246	2.7282	7.450414
4950	-13399.7	-13352.4	-47.3024	0.8385653	0.377949	0.129642	0.221281	0.186395	0.224651	0.15728	0.335609	0.151771	0.167014	0.335181	0.160485	0.175046	0.197575	0.28287	0.213295	0.43092	0.362278	0.258224	0.311852	0.102692	0.183628	0.10604	0.627069	0.112728	0.0837621	0.0142345	0.0636037	0.0508087	0.137279	0.110699	0.00256784	0.275217	0.0133759	0.244071	0.146056	0.0476292	0.117046	0.124963	0.267354	0.0799946	0.0360656	0.0840254	0.324777	0.0250396	0.327382	0.0488662	0.0216281	0.530177	0.0469077	0.3808677	0.377383	0.350846	0.0694151	0.202357	0.103735	0.422209	0.967094	2.50696	8.035004
4960	-13395.4	-13359.2	-36.2704	0.8059466	0.30204	0.0939697	0.195877	0.137369	0.273491	0.18696	0.235672	0.151771	0.154465	0.335181	0.122827	0.123968	0.251719	0.244248	0.189152	0.341533	0.336112	0.208941	0.224419	0.10816	0.131985	0.146166	0.561523	0.0960428	0.0736004	0.0501585	0.082589	0.0232836	0.103428	0.0291308	0.0142779	0.21031	0.0191016	0.225702	0.151984	0.0472809	0.0645548	0.03186	0.178156	0.0282914	0.0629982	0.0635596	0.317945	0.0244806	0.325582	0.0566514	0.0204367	0.526502	0.0463468	0.3945964	0.384095	0.351428	0.0654371	0.199041	0.0968235	0.409517	0.958589	2.53507	6.931802
4970	-13388.8	-13350.8	-38.0569	0.8060141	0.337498	0.227837	0.241213	0.126322	0.186142	0.172877	0.255436	0.157264	0.167758	0.378165	0.120626	0.129127	0.227753	0.290168	0.220706	0.289389	0.269112	0.239069	0.291536	0.11782	0.198235	0.106367	0.540854	0.0671979	0.0393965	0.038885	0.0488197	0.0663209	0.129038	0.065959	0.0138365	0.160235	0.0284925	0.297372	0.188513	0.0627293	0.0650525	0.0276585	0.226902	0.0153604	0.0328966	0.043124	0.201398	0.0277274	0.321413	0.0560666	0.0139465	0.521942	0.0589051	0.3698708	0.381203	0.34541	0.0695208	0.203866	0.0968378	0.409544	0.958607	2.53501	7.11046
4980	-13395.9	-13355.9	-40.0668	0.9432216	0.286293	0.185227	0.238902	0.114642	0.257771	0.136668	0.255436	0.152516	0.20383	0.43986	0.148742	0.177995	0.2382	0.198741	0.270758	0.383095	0.266975	0.239069	0.230431	0.110512	0.157814	0.117113	0.588836	0.0398246	0.0131601	0.0364483	0.0768159	0.107845	0.0759712	0.0982633	0.0293949	0.156791	0.0495081	0.330583	0.16585	0.0764739	0.0749869	0.0328666	0.230017	0.0471207	0.00889078	0.0347425	0.226467	0.0312326	0.314677	0.0608023	0.0138874	0.542682	0.0367182	0.3622919	0.347407	0.363352	0.0794544	0.209787	0.12549	0.458994	0.989916	2.4256	7.311445
4990	-13391.7	-13357.6	-34.0993	0.8761792	0.28287	0.141709	0.163229	0.116656	0.252353	0.136668	0.280641	0.163017	0.125375	0.299346	0.146047	0.103753	0.289409	0.250299	0.212037	0.339191	0.248342	0.19965	0.221132	0.144104	0.136472	0.0892222	0.525957	0.0767323	0.023429	0.0380813	0.0552119	0.0882092	0.0774707	0.0760108	0.0380254	0.147553	0.0285354	0.263505	0.168354	0.0380381	0.0736519	0.0721918	0.237503	0.0223121	0.0303584	0.0926262	0.199412	0.0235625	0.302501	0.0696392	0.0209172	0.539226	0.0441541	0.3894188	0.374091	0.357637	0.0735778	0.194693	0.111636	0.436088	0.976017	2.47626	6.71469
5000	-13410.5	-13372.8	-37.7256	0.9043721	0.305438	0.155311	0.192166	0.123522	0.336303	0.145649	0.270033	0.115779	0.152975	0.339491	0.122587	0.132107	0.156479	0.250057	0.168836	0.339191	0.355192	0.172531	0.314238	0.0600794	0.191621	0.161928	0.614615	0.0960168	0.0840161	0.0280061	0.0255473	0.103275	0.119265	0.137375	0.0104419	0.138205	0.00749336	0.196766	0.134294	0.0652277	0.0761345	0.0195591	0.261736	0.0615806	0.0244165	0.0746604	0.237184	0.0229453	0.368429	0.0653068	0.012837	0.469189	0.0612928	0.4055494	0.356378	0.364283	0.0705648	0.208774	0.117501	0.445993	0.982153	2.45435	7.077327
5010	-13390.9	-13357.6	-33.347	0.7969518	0.335377	0.119698	0.227241	0.126652	0.266074	0.136574	0.213631	0.140003	0.174991	0.369653	0.101224	0.145864	0.172178	0.265926	0.153346	0.296605	0.325209	0.178314	0.229265	0.080518	0.141424	0.108698	0.523443	0.108304	0.135162	0.0469637	0.0610847	0.0623698	0.132227	0.0544293	0.0117208	0.21847	0.00573539	0.239088	0.105017	0.0621768	0.0512624	0.0466628	0.179386	0.0445	0.00429407	0.0160794	0.222627	0.0293772	0.367358	0.0546695	0.0174635	0.467825	0.0633063	0.3608343	0.349606	0.376689	0.0663269	0.207379	0.09491	0.405904	0.956107	2.54308	6.639469
5020	-13400.6	-13365	-35.621	0.7962239	0.318339	0.131975	0.196043	0.183182	0.240332	0.167387	0.234962	0.140003	0.103835	0.353744	0.174012	0.188084	0.298457	0.251396	0.192047	0.27449	0.282799	0.179375	0.297479	0.112876	0.126625	0.170548	0.534606	0.0695977	0.131387	0.0281047	0.0553526	0.0253602	0.0641224	0.0615436	0.0737879	0.153829	0.00842937	0.214409	0.125971	0.0461607	0.0758602	0.0777707	0.179879	0.0712151	0.0322878	0.000582234	0.218623	0.0271713	0.319818	0.0563737	0.0267218	0.529423	0.0404924	0.3641016	0.364732	0.360131	0.0738213	0.201315	0.094755	0.405609	0.955903	2.54373	6.866868
5030	-13417.7	-13375.7	-42.0748	0.8273764	0.336586	0.13094	0.197089	0.1282	0.269387	0.0892077	0.345	0.197389	0.0978041	0.368453	0.0886786	0.183444	0.24864	0.236956	0.27549	0.407225	0.378344	0.253349	0.252914	0.10789	0.234973	0.118746	0.632657	0.0574608	0.0774136	0.0360786	0.079108	0.0962741	0.143629	0.0780366	0.0991914	0.198655	0.0305442	0.218862	0.155244	0.0159873	0.0758602	0.028992	0.325947	0.0407132	0.0236745	0.0115046	0.1397	0.0354126	0.32208	0.058105	0.0279784	0.503559	0.0528644	0.3450715	0.357045	0.36876	0.0740742	0.200121	0.101369	0.417927	0.964261	2.51644	7.51224
5040	-13399.7	-13356.5	-43.1808	0.7922906	0.401342	0.162302	0.228162	0.0978868	0.193632	0.196763	0.246643	0.223676	0.118061	0.426338	0.149168	0.151173	0.292973	0.262195	0.20296	0.371956	0.30483	0.211493	0.290387	0.0984902	0.209308	0.160525	0.555472	0.0597861	0.0557349	0.0732611	0.0766141	0.075265	0.0878867	0.0597314	0.0235767	0.202459	0.08147	0.247434	0.161774	0.0653544	0.0939904	0.0721789	0.320432	0.0521569	0.0348491	0.0165149	0.206635	0.0248731	0.377146	0.0563217	0.0132656	0.48533	0.0430631	0.3942292	0.363005	0.35966	0.0671169	0.210218	0.0939172	0.404012	0.954796	2.54728	7.62284
5050	-13396	-13358.2	-37.8116	0.8011167	0.334678	0.169717	0.228389	0.150037	0.250939	0.119899	0.210728	0.162097	0.167864	0.39184	0.139427	0.114969	0.247459	0.184907	0.214987	0.464369	0.303748	0.256475	0.272191	0.0983311	0.179045	0.150215	0.421311	0.0837907	0.0857867	0.0946758	0.0374149	0.0792815	0.0941786	0.0842379	0.0211502	0.194009	0.0114353	0.246474	0.110396	0.0514866	0.0646503	0.0688968	0.242887	0.00372976	0.0211304	0.0421401	0.214553	0.0333475	0.338893	0.054007	0.0218823	0.501425	0.0504448	0.3577566	0.352874	0.35564	0.07372	0.217766	0.0957964	0.407583	0.957264	2.53936	7.085929
5060	-13389.7	-13356	-33.6676	0.8499094	0.313339	0.134166	0.197958	0.130017	0.174135	0.13991	0.248569	0.143195	0.17032	0.308255	0.096528	0.157693	0.271884	0.229803	0.229459	0.388302	0.27661	0.183599	0.242627	0.0939535	0.158784	0.109966	0.413301	0.121443	0.109696	0.0576343	0.0428108	0.0730693	0.0702462	0.0966096	0.0772462	0.115511	0.0185022	0.234392	0.116919	0.0630903	0.0774242	0.0339765	0.261634	0.0508116	0.0113371	0.0194671	0.207333	0.0289247	0.339576	0.061267	0.0284559	0.489061	0.0527154	0.3601561	0.365015	0.349073	0.0708929	0.215019	0.106126	0.426478	0.969879	2.49752	6.671528
5070	-13406	-13368.1	-37.8411	0.8947433	0.286883	0.119555	0.216338	0.107037	0.276535	0.0915115	0.242242	0.170027	0.113558	0.329872	0.171176	0.0713963	0.264393	0.295565	0.210958	0.322134	0.318515	0.226362	0.266385	0.134501	0.150417	0.114638	0.398851	0.0794527	0.134499	0.0617909	0.0721988	0.0620117	0.174177	0.104978	0.0728789	0.205532	0.0626158	0.192609	0.163827	0.0404978	0.0541592	0.0998034	0.219485	0.0446689	0.0288602	0.0586372	0.257341	0.0207758	0.364246	0.0548178	0.0331685	0.483855	0.0431377	0.3908128	0.366537	0.357143	0.0685146	0.207806	0.115504	0.442656	0.980107	2.46173	7.088875
5080	-13402.9	-13364.7	-38.2437	0.8321561	0.281176	0.159937	0.185282	0.16189	0.200316	0.15437	0.240077	0.117216	0.157523	0.314157	0.126092	0.107695	0.17716	0.282942	0.202708	0.404021	0.24088	0.228147	0.216415	0.0878974	0.122815	0.090423	0.565202	0.0880746	0.092838	0.073992	0.0895185	0.0607078	0.109086	0.086592	0.0804959	0.22724	0.0235307	0.378708	0.23163	0.0575007	0.109865	0.0542898	0.198218	0.00540341	0.0406503	0.0458674	0.250581	0.0229239	0.367073	0.0552433	0.0331881	0.479336	0.0422353	0.3581303	0.362028	0.365429	0.0709952	0.201548	0.10238	0.419765	0.965482	2.51237	7.129131
5090	-13398.6	-13360.9	-37.723	0.6221273	0.292627	0.118378	0.186117	0.106951	0.214731	0.180603	0.240077	0.105315	0.153726	0.302664	0.142742	0.198521	0.247471	0.324214	0.238956	0.347492	0.298113	0.210575	0.224546	0.0818321	0.190726	0.113962	0.656567	0.0724286	0.0791718	0.0878923	0.0389166	0.0447654	0.0942496	0.10024	0.0273962	0.180916	0.063573	0.155274	0.175857	0.0322525	0.0975927	0.0739948	0.20979	0.0146737	0.023703	0.0742838	0.253191	0.0265159	0.351441	0.0594625	0.0263761	0.494105	0.0420991	0.3527786	0.351169	0.359829	0.0701768	0.218826	0.0577015	0.32435	0.892201	2.72575	7.077069
5100	-13395.9	-13357.6	-38.3793	0.6654493	0.28289	0.157326	0.215412	0.164639	0.251388	0.165037	0.202931	0.133397	0.169378	0.367596	0.140486	0.152054	0.170139	0.255467	0.251139	0.377955	0.260177	0.261361	0.309032	0.0821275	0.198075	0.10748	0.5385	0.0561642	0.10232	0.0700819	0.0982212	0.0447654	0.146174	0.02327	0.0682365	0.216718	0.0169794	0.212724	0.10247	0.0459892	0.0640583	0.0729095	0.216581	0.0421228	0.0472718	0.0401316	0.241518	0.0235581	0.368063	0.0525057	0.0277554	0.447347	0.0807714	0.3577786	0.35298	0.370439	0.0642992	0.212282	0.0668291	0.346762	0.91136	2.67505	7.142695
5110	-13388.1	-13347.4	-40.675	0.9071849	0.331333	0.189029	0.18706	0.171143	0.204721	0.139407	0.297512	0.166518	0.118603	0.394051	0.137646	0.166976	0.264559	0.230776	0.20652	0.38635	0.326786	0.296567	0.284728	0.078401	0.175167	0.115654	0.594283	0.0864133	0.112194	0.0497189	0.067981	0.0547203	0.112532	0.0703518	0.0211666	0.140622	0.0381006	0.248557	0.16663	0.0624288	0.0552518	0.0626368	0.139725	0.0502574	0.0260994	0.0307969	0.312293	0.0328113	0.363211	0.0527166	0.0170124	0.481001	0.0532484	0.3495667	0.356578	0.361292	0.0657431	0.216387	0.118083	0.446959	0.982741	2.45222	7.372267
5120	-13402.2	-13363.7	-38.5523	0.9288224	0.335756	0.224957	0.236467	0.168698	0.230292	0.162947	0.242302	0.151294	0.184016	0.400625	0.124979	0.144232	0.250296	0.278064	0.114643	0.316974	0.321661	0.251027	0.244395	0.139283	0.147623	0.130907	0.627473	0.03352	0.144608	0.0524496	0.0995054	0.0611181	0.0661353	0.0918365	0.0144995	0.154631	0.0258198	0.24263	0.106267	0.0523931	0.0705823	0.0353932	0.17017	0.0358576	0.0238012	0.0290279	0.220839	0.0356223	0.454822	0.0379713	0.0175129	0.390259	0.0638119	0.3903226	0.331823	0.372746	0.0626443	0.232787	0.122542	0.45426	0.987127	2.43607	7.159993
5130	-13395.9	-13355.1	-40.8028	0.8789166	0.298737	0.173344	0.168695	0.176603	0.290256	0.160142	0.309339	0.21731	0.139616	0.343216	0.123768	0.171581	0.253447	0.223413	0.221566	0.421398	0.337485	0.227276	0.272806	0.109483	0.1768	0.0937907	0.640827	0.0256393	0.124586	0.0470818	0.051124	0.0418067	0.079249	0.0874632	0.0149832	0.150923	0.0644899	0.182064	0.0970024	0.0910946	0.0691301	0.0499323	0.242649	0.017623	0.0271772	0.0721261	0.298001	0.0378577	0.378994	0.0460967	0.0166513	0.477162	0.0432388	0.368834	0.33817	0.377463	0.0647671	0.219599	0.112208	0.437068	0.976633	2.47409	7.385047
5140	-13389	-13348.6	-40.4511	0.8440836	0.364391	0.195165	0.196843	0.159089	0.163948	0.164074	0.293395	0.191483	0.141728	0.344395	0.0946254	0.194057	0.287607	0.220022	0.23855	0.427042	0.316633	0.220775	0.2652	0.108173	0.157996	0.0850229	0.544282	0.0307552	0.125932	0.0584833	0.0678432	0.0608732	0.0692765	0.0304757	0.0353001	0.241718	0.0182518	0.242426	0.143986	0.0671613	0.0860756	0.0633378	0.212612	0.0667923	0.0453911	0.0558131	0.252871	0.0343211	0.343588	0.0523064	0.0153992	0.497041	0.0573442	0.3580897	0.361015	0.360454	0.070886	0.207645	0.104899	0.424295	0.968459	2.50235	7.349871
5150	-13389.8	-13347.9	-41.8366	0.7012916	0.35758	0.151242	0.262209	0.149022	0.276331	0.168249	0.252381	0.128452	0.191839	0.340866	0.152486	0.115168	0.179782	0.286825	0.187443	0.380382	0.316633	0.244391	0.215426	0.142643	0.182342	0.0999923	0.55768	0.0431125	0.0835972	0.0347334	0.097822	0.106849	0.1302	0.120711	0.0390981	0.239539	0.0460325	0.196315	0.143986	0.102441	0.0860756	0.0835857	0.251084	0.050989	0.0113537	0.0736621	0.207875	0.0258173	0.358901	0.0523448	0.0279875	0.4962	0.0387499	0.3649687	0.359626	0.365295	0.0668368	0.208242	0.0744642	0.364139	0.925346	2.63605	7.488425
5160	-13400.4	-13354.8	-45.5922	0.6871341	0.415163	0.149722	0.163988	0.208721	0.294755	0.215329	0.347965	0.153605	0.205881	0.484567	0.164346	0.113802	0.259931	0.203438	0.21006	0.396989	0.317763	0.181646	0.231882	0.085988	0.233452	0.0920478	0.622819	0.0894901	0.131621	0.0251284	0.0979038	0.0731348	0.138018	0.0690886	0.0584577	0.186007	0.0179276	0.179364	0.177198	0.0693068	0.106995	0.10806	0.248183	0.0748115	0.00518374	0.0163181	0.237931	0.0198109	0.407728	0.0477812	0.0364933	0.447378	0.0408085	0.3489885	0.356006	0.373626	0.0611035	0.209264	0.0714425	0.357396	0.920006	2.65116	7.863989
5170	-13396.5	-13356.8	-39.6694	0.8909278	0.294581	0.20411	0.213638	0.17655	0.216202	0.177101	0.23042	0.179811	0.174546	0.403442	0.122179	0.132783	0.278836	0.31694	0.274722	0.383365	0.352338	0.193006	0.24751	0.0892228	0.20525	0.110376	0.474882	0.0447332	0.105886	0.0895776	0.08437	0.0351895	0.0907313	0.0984353	0.0475364	0.183859	0.0210154	0.120499	0.177198	0.0755887	0.0652704	0.0586972	0.116954	0.0418751	0.0196399	0.0485952	0.294247	0.0241602	0.383846	0.0509339	0.0332509	0.464807	0.0430013	0.3742263	0.356428	0.373456	0.0624599	0.207656	0.114711	0.441321	0.979283	2.46469	7.27171
5180	-13396.1	-13351.5	-44.6371	0.7156652	0.310526	0.167494	0.268733	0.18648	0.242241	0.218	0.229987	0.194885	0.187465	0.37403	0.103822	0.165029	0.269353	0.24	0.203049	0.429958	0.32926	0.289237	0.244332	0.153449	0.152263	0.133513	0.521757	0.0629388	0.0870588	0.056704	0.1287	0.0363226	0.0866752	0.0846723	0.125853	0.183859	0.0038134	0.156163	0.182503	0.0622797	0.0578996	0.108284	0.241159	0.029036	0.0491578	0.0815598	0.328974	0.0291723	0.334833	0.0569941	0.0280784	0.514188	0.0367337	0.3457374	0.351862	0.369517	0.0686544	0.209967	0.077537	0.370829	0.930538	2.6211	7.768477
5190	-13407.8	-13356.4	-51.3861	0.6183074	0.393703	0.207085	0.285592	0.203166	0.244818	0.178879	0.305707	0.206826	0.20084	0.37363	0.175477	0.176014	0.309313	0.344025	0.252515	0.389835	0.433086	0.199095	0.322025	0.130814	0.152961	0.100055	0.671731	0.105036	0.100881	0.0406564	0.0512991	0.0813673	0.143426	0.0789325	0.0462609	0.183201	0.0114488	0.304123	0.189883	0.0601119	0.118595	0.0230291	0.284293	0.0105003	0.0300582	0.038432	0.284649	0.0318101	0.3096	0.0421748	0.030223	0.556987	0.0292043	0.3570106	0.353789	0.369752	0.0753137	0.201145	0.0569046	0.322297	0.890379	2.73042	8.443377
5200	-13401.7	-13350.6	-51.117	0.790798	0.324514	0.156513	0.241722	0.176313	0.301239	0.178879	0.333338	0.20567	0.194212	0.46989	0.128848	0.176196	0.281825	0.37539	0.211057	0.469443	0.399878	0.295397	0.272212	0.0908275	0.18803	0.121903	0.534765	0.0563045	0.179126	0.0636123	0.0646652	0.126141	0.118218	0.101085	0.0636462	0.263637	0.0302538	0.300548	0.152942	0.0624961	0.106672	0.0278177	0.192186	0.0342347	0.0499318	0.0418352	0.253054	0.0299994	0.303378	0.0538046	0.0175471	0.544672	0.0505991	0.342777	0.346634	0.371305	0.0670446	0.215016	0.0935992	0.403403	0.954372	2.54863	8.416468
5210	-13390	-13349.2	-40.7615	0.8599837	0.307338	0.161324	0.218464	0.17233	0.224859	0.178594	0.229598	0.173473	0.137796	0.347413	0.117822	0.168905	0.255046	0.322706	0.208645	0.408041	0.296443	0.241369	0.267075	0.0598561	0.193249	0.122355	0.544919	0.0833263	0.114708	0.0251294	0.0477714	0.0776354	0.0748323	0.0570002	0.0636462	0.202629	0.0383689	0.274794	0.170773	0.0795675	0.0824413	0.0499839	0.177138	0.0141452	0.0223533	0.0361384	0.330912	0.0319486	0.368908	0.0581056	0.0303823	0.479673	0.0309819	0.364171	0.363108	0.356956	0.0697876	0.210149	0.108244	0.430208	0.972284	2.48926	7.380914
5220	-13395.4	-13356.9	-38.4997	0.7761848	0.340335	0.12014	0.218725	0.127152	0.259918	0.154408	0.31643	0.140888	0.162408	0.341702	0.111255	0.149211	0.209821	0.27275	0.254853	0.417072	0.255562	0.239206	0.218101	0.114429	0.197497	0.0976693	0.463715	0.106804	0.117571	0.0375341	0.0502033	0.0266222	0.175744	0.12486	0.0563255	0.150783	0.0152773	0.246104	0.153922	0.059326	0.0892855	0.0305997	0.174509	0.0503074	0.0410306	0.0950477	0.169635	0.0261869	0.329646	0.0521561	0.0216418	0.524556	0.0458129	0.37445	0.393835	0.332073	0.0737069	0.200385	0.0904819	0.397366	0.950131	2.56202	7.154738
5230	-13396.1	-13351.4	-44.662	0.6064779	0.289055	0.200064	0.20498	0.155159	0.295117	0.158456	0.303351	0.135872	0.240358	0.427899	0.166608	0.1511	0.23891	0.310175	0.252166	0.325196	0.334866	0.224889	0.297154	0.0907698	0.179643	0.177035	0.561549	0.0850877	0.208209	0.044447	0.0286504	0.0538546	0.186805	0.106895	0.0279695	0.193754	0.0431895	0.211627	0.150974	0.0801064	0.08112	0.0649506	0.228874	0.0591577	0.0149561	0.0270612	0.1529	0.0302963	0.349805	0.0481017	0.0182146	0.50271	0.0508725	0.3189503	0.360707	0.365676	0.0720287	0.201588	0.0544468	0.315854	0.884588	2.74511	7.770961
5240	-13405.5	-13359.4	-46.0794	0.8026719	0.358744	0.174954	0.169589	0.0969587	0.223111	0.191129	0.298702	0.163875	0.178604	0.477009	0.157101	0.188503	0.299759	0.250329	0.212081	0.394719	0.26392	0.251005	0.295791	0.0803779	0.193073	0.218259	0.635237	0.0722936	0.126019	0.0387879	0.032362	0.0688584	0.153932	0.0925523	0.0579127	0.14705	0.0860851	0.219332	0.120516	0.0899574	0.0660349	0.0445152	0.332116	0.0873432	0.00282404	0.0561204	0.245267	0.0293885	0.380828	0.0497685	0.0180882	0.463247	0.0586793	0.4052581	0.341498	0.386127	0.065884	0.206491	0.0961272	0.408208	0.957692	2.53797	7.912709
5250	-13392.8	-13348.8	-44.0044	0.7135828	0.367267	0.197236	0.188593	0.143708	0.222314	0.113548	0.353664	0.201601	0.142047	0.334776	0.145661	0.124806	0.269693	0.266212	0.234058	0.36728	0.301234	0.26472	0.295791	0.123796	0.227346	0.132375	0.58786	0.0404505	0.137923	0.0596493	0.0843147	0.0846939	0.111455	0.154002	0.008794	0.188832	0.086021	0.250683	0.16857	0.0568898	0.0971706	0.0823631	0.178827	0.047782	0.00330479	0.0488149	0.209076	0.0231551	0.372572	0.0505569	0.028034	0.470585	0.0550964	0.3460891	0.373202	0.358289	0.0645782	0.203931	0.0770916	0.369869	0.9298	2.62324	7.705204
5260	-13395	-13357.2	-37.7067	0.789291	0.352116	0.164196	0.256933	0.143708	0.24066	0.14709	0.211405	0.238255	0.153703	0.358982	0.0877068	0.169509	0.242379	0.209813	0.212957	0.330908	0.298503	0.235749	0.270433	0.0914217	0.141206	0.118676	0.483605	0.101253	0.0849175	0.031098	0.0843147	0.0385789	0.0866631	0.0387948	0.0355401	0.181753	0.0270803	0.341937	0.113765	0.0766713	0.0997621	0.0459747	0.206484	0.0216477	0.0278784	0.0819687	0.189444	0.0331006	0.354538	0.045481	0.022583	0.507189	0.0371076	0.3868739	0.353284	0.358273	0.0684105	0.220033	0.093278	0.402786	0.953943	2.54999	7.07544
5270	-13394.1	-13360.8	-33.2586	0.8667114	0.261192	0.174639	0.188872	0.126911	0.257667	0.12036	0.256031	0.228004	0.10788	0.397333	0.11475	0.11665	0.262288	0.204026	0.250858	0.381295	0.242692	0.164152	0.242133	0.082641	0.174993	0.103311	0.507306	0.0451351	0.0558934	0.0365638	0.0627911	0.0818685	0.0725684	0.0676638	0.0685492	0.164023	0.0179467	0.127608	0.144155	0.0590219	0.0713747	0.0369779	0.213045	0.0184357	0.0196761	0.0628578	0.238482	0.0296365	0.408986	0.0501708	0.0297417	0.406552	0.074913	0.3659252	0.362257	0.358213	0.063185	0.216345	0.109655	0.432668	0.973854	2.48382	6.630621
5280	-13392.4	-13358.4	-33.9819	0.8032056	0.34765	0.116109	0.226382	0.153893	0.165935	0.129812	0.287895	0.118322	0.126543	0.363223	0.0904526	0.119201	0.149698	0.239132	0.211978	0.328452	0.265818	0.213229	0.220208	0.0982586	0.121506	0.119126	0.554834	0.0843333	0.0646712	0.0283381	0.0492643	0.0431758	0.102694	0.0522106	0.0178786	0.200635	0.00567681	0.276029	0.158465	0.0767238	0.0630215	0.0914969	0.245716	0.0287542	0.0364676	0.0747577	0.234994	0.032143	0.39957	0.0510579	0.0314534	0.434877	0.0508981	0.3617706	0.339239	0.364821	0.0669801	0.22896	0.0962407	0.408421	0.957839	2.5375	6.70296
