Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	lambda	pi[1]	pi[2]	pi[3]	pi[4]	TL
10560	-13485.8	-13464	-21.8767	0.270641	0.227628	0.237835	0.127996	0.214472	0.129354	0.25411	0.155783	0.157117	0.352068	0.0991539	0.163248	0.193327	0.212029	0.188926	0.356843	0.36098	0.212576	0.238244	0.103691	0.185791	0.132407	1.052	0.0990248	0.194164	0.0501189	0.238877	0.145151	0.0681917	0.0152976	0.040114	0.0558041	0.0879347	0.0458869	0.026204	0.0405609	0.0857008	0.0232562	0.136547	0.0304903	0.209686	0.0586581	0.0440374	0.0690205	0.336657	0.0769654	0.0109739	0.468469	0.0379147	0.1258042	0.308349	0.381827	0.0870739	0.22275	7.321922
10570	-13498.7	-13476.3	-22.3456	0.269296	0.124906	0.210148	0.112728	0.257088	0.136797	0.149365	0.103852	0.179841	0.374929	0.105192	0.175368	0.229642	0.255574	0.162372	0.252818	0.304646	0.194253	0.274538	0.140687	0.185408	0.134859	1.17382	0.118409	0.187261	0.12032	0.231368	0.144199	0.0668279	0.0583733	0.0351434	0.0543102	0.0440058	0.0261133	0.0464915	0.0236161	0.136328	0.0549407	0.179324	0.0608918	0.154739	0.0585036	0.0590821	0.0600933	0.374952	0.0754959	0.015058	0.426012	0.0483888	0.1301801	0.314003	0.377221	0.0868026	0.221973	7.368374
10580	-13497	-13465.6	-31.4403	0.28928	0.1127	0.210057	0.149505	0.285997	0.131321	0.230658	0.102397	0.174006	0.398191	0.143258	0.188154	0.249981	0.242865	0.269769	0.330356	0.307932	0.24894	0.240459	0.104512	0.198858	0.101969	1.31266	0.126602	0.307846	0.114218	0.231368	0.188296	0.120833	0.0306691	0.0780921	0.0263541	0.0874788	0.0594134	0.0470392	0.0178646	0.0563193	0.0730552	0.150327	0.0849608	0.250531	0.0697919	0.134573	0.0400429	0.368457	0.0788729	0.0187839	0.43809	0.0557531	0.1140535	0.331198	0.379438	0.0735683	0.215795	8.279454
10590	-13495.6	-13471.5	-24.0019	0.268453	0.135603	0.172717	0.151816	0.233205	0.14651	0.208088	0.114406	0.165667	0.354716	0.0833575	0.189575	0.183611	0.239336	0.222042	0.306561	0.304883	0.24894	0.279588	0.149937	0.17867	0.0874211	1.17317	0.0897573	0.128495	0.082107	0.289549	0.122561	0.107804	0.031125	0.0780921	0.0272051	0.0773907	0.147844	0.0338308	0.0455198	0.071785	0.0296833	0.184327	0.0418351	0.209253	0.0447196	0.0952125	0.0544872	0.387957	0.0631891	0.0157358	0.439223	0.0394077	0.1065589	0.330274	0.376217	0.0776857	0.215823	7.536363
10600	-13500.7	-13470.3	-30.4725	0.325424	0.15442	0.276724	0.159435	0.32106	0.0819097	0.256661	0.189549	0.151926	0.342257	0.184132	0.183878	0.276605	0.252936	0.183424	0.32702	0.303769	0.266065	0.227599	0.119897	0.211414	0.0957496	1.30393	0.139756	0.201558	0.126873	0.243952	0.175259	0.0666221	0.0342858	0.0668059	0.022679	0.0532742	0.0568454	0.0528332	0.0455198	0.0936003	0.0353964	0.135421	0.0584107	0.262278	0.0573234	0.0579115	0.0478664	0.388258	0.0708694	0.0252898	0.437102	0.0306144	0.1168736	0.332675	0.369811	0.0726981	0.224816	8.182394
10610	-13494.3	-13465.1	-29.1616	0.361417	0.12174	0.207062	0.138926	0.341062	0.137395	0.306648	0.189086	0.166586	0.371476	0.158399	0.164197	0.260129	0.254084	0.23765	0.308426	0.300936	0.246875	0.236925	0.128696	0.200714	0.132896	1.06929	0.0888315	0.19224	0.101231	0.258295	0.1697	0.0666221	0.0561952	0.0608972	0.0387131	0.108188	0.0817026	0.0235115	0.0619222	0.0699782	0.0918656	0.148713	0.028039	0.220369	0.101233	0.0416073	0.0418342	0.379994	0.0854958	0.0156175	0.436142	0.0409164	0.1252722	0.336456	0.378582	0.0742742	0.210688	8.050469
10620	-13497.6	-13468.6	-28.9895	0.326294	0.206719	0.232027	0.136994	0.202434	0.11865	0.25322	0.138457	0.18246	0.408532	0.110069	0.225214	0.260685	0.290745	0.183187	0.321219	0.312609	0.285526	0.238942	0.150648	0.218661	0.16341	1.16088	0.104207	0.174497	0.0942155	0.209546	0.1701	0.0645514	0.02139	0.0712579	0.0387131	0.104036	0.0179382	0.0111054	0.0257377	0.153282	0.0369787	0.173678	0.032909	0.20912	0.0766375	0.117347	0.0419021	0.336365	0.0907962	0.0309228	0.477021	0.0229922	0.1095215	0.339978	0.374784	0.0784095	0.206828	8.034827
10630	-13493.8	-13464.3	-29.5265	0.307532	0.194317	0.220021	0.118065	0.279228	0.128983	0.217198	0.144588	0.227856	0.434643	0.110775	0.13907	0.253198	0.216796	0.232021	0.316675	0.375689	0.285476	0.272465	0.150521	0.214261	0.0943091	1.15293	0.113549	0.196944	0.0614446	0.30378	0.17372	0.0426266	0.0240772	0.0964606	0.0514375	0.0759295	0.0129332	0.0233482	0.0429492	0.11531	0.0490895	0.17111	0.0482449	0.22829	0.0493228	0.120607	0.0421271	0.347678	0.0906447	0.0156189	0.462206	0.0417249	0.1169045	0.334977	0.372792	0.0752346	0.216996	8.087794
10640	-13495.5	-13469.1	-26.3917	0.331297	0.201057	0.203401	0.150028	0.255691	0.112017	0.236147	0.139288	0.141871	0.367711	0.130712	0.182244	0.238606	0.176272	0.248227	0.366076	0.316008	0.304151	0.20277	0.150521	0.179202	0.153907	1.15293	0.127996	0.244593	0.0804919	0.207244	0.122701	0.0546336	0.00725168	0.0755421	0.0548662	0.0716703	0.0327581	0.0311274	0.0507382	0.0908757	0.070375	0.0988581	0.0688061	0.223541	0.0253773	0.0947655	0.0434431	0.347359	0.0832505	0.0215621	0.468724	0.0356621	0.1165657	0.336388	0.376434	0.0784861	0.208692	7.774349
10650	-13502.6	-13475.6	-27.0234	0.279902	0.123602	0.164875	0.150028	0.271318	0.118756	0.206978	0.115742	0.247901	0.382299	0.16197	0.163954	0.225033	0.202804	0.197234	0.243988	0.287372	0.26553	0.302926	0.152772	0.14786	0.131813	1.26704	0.127996	0.2535	0.0792732	0.238784	0.111242	0.0649212	0.0507928	0.0765653	0.0619447	0.0895801	0.0258676	0.0217972	0.0387868	0.155105	0.0899372	0.119557	0.0758555	0.186231	0.0689817	0.0883505	0.0505278	0.321651	0.0852657	0.0278914	0.491445	0.0232193	0.1240455	0.340984	0.358528	0.078687	0.221801	7.836764
10660	-13494.5	-13467.7	-26.7257	0.279902	0.13315	0.278706	0.11981	0.228727	0.174084	0.230684	0.199969	0.211068	0.343413	0.156693	0.161979	0.255293	0.301511	0.197234	0.320424	0.258597	0.271413	0.312949	0.131891	0.21681	0.131813	0.986617	0.0690447	0.217954	0.0689764	0.212703	0.155856	0.0666222	0.0191922	0.0947939	0.0303249	0.08048	0.0698227	0.0181125	0.0448842	0.126071	0.0738753	0.145141	0.0783274	0.198184	0.0748134	0.0599451	0.0541139	0.376967	0.0772036	0.0176568	0.444803	0.0292559	0.1154099	0.3206	0.381195	0.0758075	0.222397	7.807859
10670	-13502.7	-13472.3	-30.4149	0.279902	0.216075	0.255751	0.147708	0.29426	0.153967	0.20446	0.167037	0.208293	0.377348	0.163173	0.162252	0.267381	0.213783	0.203138	0.277773	0.342957	0.255934	0.228424	0.113214	0.163833	0.135923	1.0508	0.11081	0.2281	0.0777234	0.289536	0.17514	0.0633899	0.00524437	0.0363961	0.059373	0.0744614	0.128698	0.0234072	0.0517805	0.123428	0.0944791	0.168001	0.0475611	0.330415	0.0893205	0.114846	0.0546951	0.355719	0.0886101	0.012676	0.458143	0.030157	0.1282474	0.326002	0.3731	0.0788821	0.222016	8.175494
10680	-13495.9	-13470.3	-25.6069	0.262577	0.157543	0.212768	0.17377	0.23174	0.153967	0.260123	0.184711	0.141866	0.342224	0.173537	0.183314	0.218132	0.294529	0.234908	0.275165	0.29189	0.214279	0.269	0.143453	0.216715	0.109313	1.08005	0.0921737	0.237192	0.0289396	0.267791	0.151596	0.0668254	0.053439	0.0285591	0.0324466	0.0565238	0.0758221	0.0180739	0.0317475	0.074751	0.0975967	0.152742	0.0587529	0.220413	0.0660012	0.0584229	0.0508095	0.383123	0.0649634	0.0297916	0.435311	0.0360013	0.1214689	0.335737	0.379945	0.0779724	0.206346	7.695377
10690	-13491	-13460	-30.9672	0.325581	0.119438	0.194902	0.137592	0.243497	0.143561	0.216498	0.171153	0.225205	0.318705	0.140457	0.181586	0.273371	0.231759	0.258041	0.346228	0.326835	0.28295	0.260402	0.0914823	0.165186	0.109313	1.26757	0.118866	0.248329	0.100396	0.310403	0.146859	0.110591	0.0634289	0.0834814	0.0758607	0.0787262	0.0832435	0.021174	0.0271578	0.151261	0.0335207	0.162151	0.0930231	0.201303	0.0440207	0.0485376	0.0421451	0.348598	0.0723271	0.0258733	0.473013	0.0380435	0.09912517	0.341278	0.369334	0.0764535	0.212935	8.233644
10700	-13509.1	-13474.7	-34.385	0.368866	0.124738	0.190788	0.125204	0.283264	0.170141	0.339566	0.0997678	0.189534	0.354558	0.133731	0.184661	0.282676	0.203752	0.217424	0.393331	0.316062	0.258233	0.206948	0.130397	0.223878	0.106321	1.27506	0.133472	0.290106	0.0915889	0.317212	0.193862	0.102267	0.0243147	0.0539174	0.0259822	0.0839255	0.11571	0.0175725	0.0309321	0.18541	0.0118899	0.14657	0.0930231	0.350927	0.041009	0.0871804	0.0453548	0.324866	0.0799573	0.0312494	0.502862	0.0157114	0.09558471	0.329174	0.373144	0.0843036	0.213379	8.575771
10710	-13497	-13465.7	-31.2945	0.297792	0.159148	0.194575	0.119417	0.196743	0.139803	0.230278	0.132375	0.199799	0.399493	0.145914	0.164496	0.247197	0.208236	0.263383	0.411298	0.368851	0.285602	0.275687	0.108314	0.201725	0.139806	1.09891	0.168323	0.213622	0.101347	0.401832	0.185349	0.0795789	0.0524625	0.0588605	0.0472817	0.0864659	0.0670195	0.0410314	0.0444845	0.102288	0.0520579	0.0990699	0.027577	0.295603	0.0803624	0.0712724	0.0436624	0.344018	0.078391	0.0136111	0.486049	0.0342693	0.1155604	0.334681	0.377263	0.0797607	0.208295	8.264726
10720	-13492.5	-13467.7	-24.8839	0.301502	0.185349	0.239579	0.0992944	0.214082	0.220706	0.220216	0.137043	0.153925	0.389405	0.151448	0.145391	0.224614	0.244807	0.25206	0.337875	0.269932	0.257216	0.232728	0.139556	0.199312	0.10941	1.1884	0.12056	0.217663	0.0665479	0.207624	0.162435	0.0609829	0.0499636	0.0448599	0.0467526	0.0867226	0.0635305	0.0248871	0.0511834	0.0457403	0.0134121	0.134201	0.027577	0.192443	0.0454954	0.047746	0.0496781	0.385522	0.0731807	0.0132246	0.45214	0.0262541	0.1104463	0.339241	0.368022	0.078175	0.214562	7.624183
10730	-13491.1	-13462.9	-28.192	0.316056	0.190759	0.209867	0.152821	0.17183	0.175424	0.256472	0.152781	0.207924	0.450438	0.147489	0.164409	0.202847	0.254304	0.183654	0.349583	0.330972	0.234313	0.27885	0.128569	0.199993	0.102295	1.18274	0.103788	0.264497	0.0899181	0.206397	0.121965	0.0948992	0.074673	0.0424197	0.0724228	0.0792047	0.0332641	0.0318376	0.0346212	0.153015	0.0134121	0.142825	0.0442005	0.215528	0.0247937	0.0650631	0.0542591	0.375738	0.0731917	0.00846024	0.437728	0.0506226	0.1289396	0.328722	0.375651	0.0763772	0.21925	7.953139
10740	-13502.2	-13475.2	-26.9538	0.338467	0.129911	0.222973	0.167888	0.301296	0.10235	0.239198	0.140899	0.250839	0.484226	0.147489	0.192896	0.202847	0.217664	0.242679	0.407869	0.267259	0.265516	0.269735	0.0925924	0.16124	0.150734	0.995858	0.162552	0.193378	0.135968	0.227514	0.144277	0.0596281	0.0106604	0.0634804	0.0291957	0.102814	0.00578607	0.0169221	0.0674181	0.0734961	0.0301672	0.126733	0.0890761	0.207905	0.0596706	0.0302579	0.0602227	0.328536	0.0801315	0.0057224	0.4762	0.0491873	0.1289396	0.325552	0.361114	0.0896689	0.223665	7.829324
10750	-13497	-13466.8	-30.155	0.263122	0.141337	0.268623	0.132498	0.267528	0.123537	0.25724	0.120925	0.230089	0.362083	0.11921	0.165604	0.217722	0.252882	0.251507	0.402069	0.352767	0.251055	0.261295	0.108858	0.186098	0.109646	1.19372	0.104128	0.343943	0.123413	0.28083	0.183479	0.084859	0.0227542	0.104752	0.0798296	0.0484458	0.00587798	0.0714332	0.0349819	0.12341	0.0413915	0.132516	0.0643497	0.199031	0.0339843	0.0295335	0.056256	0.338616	0.0804722	0.00945888	0.484352	0.0308451	0.09979116	0.316647	0.370801	0.0918626	0.22069	8.152352
10760	-13487.5	-13464.7	-22.8531	0.285502	0.143314	0.198304	0.133567	0.212609	0.11823	0.266092	0.129051	0.227356	0.387962	0.13672	0.121788	0.217722	0.231284	0.211924	0.294115	0.288398	0.2214	0.25979	0.106474	0.165324	0.120573	1.11741	0.0917026	0.236544	0.103364	0.212482	0.183479	0.0665064	0.0116739	0.0566637	0.0538975	0.0707688	0.0130757	0.0422301	0.0378448	0.0612909	0.0602914	0.122913	0.0674072	0.189397	0.0792692	0.0656702	0.0570768	0.297749	0.08389	0.00989769	0.514083	0.0373039	0.1076195	0.328135	0.371496	0.0939343	0.206435	7.421384
10770	-13492	-13464.2	-27.8201	0.339038	0.166236	0.290373	0.122881	0.308772	0.119466	0.217725	0.123781	0.185345	0.448315	0.139215	0.141961	0.218273	0.185636	0.246332	0.328467	0.292334	0.225278	0.282502	0.141343	0.19334	0.163185	1.07847	0.11831	0.242279	0.103364	0.194035	0.228212	0.0350697	0.00889117	0.102555	0.0605407	0.0686702	0.056672	0.0225535	0.045391	0.0434798	0.0387132	0.156235	0.047616	0.254575	0.0498954	0.0815686	0.0550088	0.299848	0.0904848	0.0106064	0.516514	0.0275381	0.1194876	0.334123	0.372123	0.0914988	0.202255	7.916899
10780	-13498.5	-13465.7	-32.808	0.264787	0.174466	0.261271	0.151901	0.279109	0.150084	0.249119	0.123563	0.220393	0.403077	0.171302	0.163667	0.244351	0.232671	0.230501	0.326911	0.349602	0.271017	0.250577	0.141343	0.17947	0.19884	1.14646	0.146915	0.2567	0.110021	0.264581	0.112297	0.0651737	0.0125712	0.0906993	0.0688477	0.172343	0.0155251	0.0174939	0.0332882	0.120898	0.0557483	0.177231	0.0455524	0.292438	0.0567607	0.116813	0.0471697	0.310393	0.0790952	0.00724282	0.518578	0.0375215	0.112528	0.355293	0.358919	0.0887595	0.197028	8.41638
10790	-13500.4	-13471	-29.3623	0.279482	0.151325	0.180847	0.131479	0.289603	0.147842	0.281593	0.11566	0.213281	0.364684	0.0916657	0.181789	0.234762	0.201909	0.250074	0.399126	0.422926	0.2465	0.236212	0.130032	0.185263	0.151685	1.1378	0.0680804	0.255097	0.0942681	0.211149	0.178078	0.109468	0.0330893	0.0909451	0.0348141	0.0856788	0.0646263	0.00283556	0.0183133	0.147304	0.0754417	0.111812	0.0897178	0.235981	0.0537549	0.0846423	0.0576019	0.291556	0.0826138	0.0114535	0.524293	0.0324818	0.1242873	0.330247	0.367449	0.0963262	0.205978	8.070638
10800	-13501.8	-13471.6	-30.156	0.319409	0.14441	0.221967	0.173236	0.297146	0.117137	0.229257	0.239471	0.135912	0.44704	0.14509	0.131815	0.239491	0.225213	0.279157	0.342463	0.321299	0.311994	0.286657	0.146498	0.195789	0.121282	1.05272	0.136687	0.289886	0.100821	0.278435	0.199325	0.0520088	0.0701303	0.0626606	0.0343065	0.0845591	0.0416953	0.0201252	0.0176482	0.116443	0.030469	0.085234	0.061474	0.205362	0.0876801	0.050232	0.0573189	0.297239	0.0949127	0.0135394	0.510537	0.0264531	0.1280199	0.317831	0.378007	0.09471	0.209452	8.149631
10810	-13491.4	-13464.5	-26.9736	0.247436	0.122112	0.226788	0.14226	0.23476	0.13681	0.217919	0.17987	0.150082	0.359983	0.153638	0.151075	0.196261	0.236409	0.291478	0.342463	0.286883	0.26348	0.271726	0.109956	0.253546	0.128997	1.29038	0.103172	0.227467	0.0986155	0.234547	0.133245	0.0675131	0.0372203	0.0626606	0.0318463	0.078348	0.00603083	0.0252912	0.0392983	0.120448	0.0222379	0.116512	0.0633404	0.24301	0.0601252	0.0664463	0.0526549	0.330445	0.0809503	0.0240544	0.485513	0.0263818	0.1251125	0.339766	0.35446	0.0895087	0.216266	7.831686
10820	-13496.8	-13475	-21.8266	0.251617	0.139712	0.220758	0.154356	0.238876	0.0834888	0.220017	0.140463	0.146903	0.306404	0.140496	0.169402	0.181597	0.303398	0.183582	0.373735	0.274469	0.237952	0.228491	0.155953	0.171363	0.150741	1.0343	0.127387	0.198288	0.0796735	0.246307	0.166362	0.0585029	0.0636799	0.0935225	0.0330248	0.0831145	0.0622107	0.0338076	0.0572624	0.0616167	0.0303192	0.0836159	0.0473153	0.18851	0.0326821	0.0633621	0.0583379	0.368219	0.0692025	0.00667982	0.458376	0.0391849	0.1085624	0.323094	0.37535	0.0851838	0.216373	7.318637
10830	-13490.7	-13464.1	-26.5791	0.245673	0.113409	0.199662	0.115844	0.259404	0.136453	0.216352	0.127232	0.177262	0.375959	0.145563	0.169873	0.226399	0.259922	0.205679	0.367052	0.382807	0.262418	0.239931	0.162982	0.197777	0.0997733	1.11208	0.122232	0.223554	0.0759309	0.281822	0.136527	0.0877978	0.0299657	0.0725194	0.037271	0.0886782	0.113989	0.0513336	0.0171936	0.0214336	0.0734408	0.14187	0.0385543	0.220797	0.0779459	0.0809234	0.0510492	0.355406	0.0796992	0.0105409	0.453056	0.0502488	0.1145444	0.33542	0.369433	0.0763404	0.218807	7.793286
10840	-13493.8	-13462.8	-31.0902	0.295583	0.167314	0.190668	0.109429	0.200148	0.132148	0.248423	0.145482	0.201951	0.458662	0.1268	0.145692	0.260997	0.249841	0.226721	0.454471	0.323776	0.271963	0.233443	0.0965236	0.222802	0.151143	1.29911	0.122232	0.253097	0.102629	0.317849	0.132352	0.064057	0.0720346	0.0707846	0.0169872	0.107057	0.113989	0.0225232	0.0600325	0.00932362	0.0353461	0.175335	0.0122981	0.214875	0.0675032	0.0613516	0.0550585	0.346971	0.0710781	0.01305	0.47948	0.0343621	0.1110803	0.330071	0.378106	0.0782677	0.213554	8.244747
10850	-13502.5	-13475.3	-27.1477	0.327834	0.141725	0.207831	0.125495	0.237783	0.180762	0.183842	0.113545	0.20279	0.376378	0.144301	0.145692	0.216601	0.185182	0.266356	0.367821	0.306592	0.315779	0.233236	0.122451	0.212032	0.140853	1.05732	0.128417	0.217441	0.0968498	0.317849	0.127807	0.0516424	0.0586425	0.0892543	0.0271633	0.100093	0.160606	0.00140143	0.0754081	0.005337	0.0901176	0.144251	0.0245733	0.175776	0.0662044	0.0801993	0.0500314	0.405678	0.0609859	0.0139173	0.434453	0.0349343	0.1037456	0.332943	0.379541	0.0720168	0.2155	7.851232
10860	-13495.1	-13464.6	-30.5034	0.28742	0.128755	0.226908	0.114393	0.248282	0.137732	0.222347	0.202646	0.168908	0.44503	0.139024	0.127406	0.281895	0.232467	0.258245	0.390771	0.322986	0.289741	0.243534	0.131765	0.135647	0.14301	1.23306	0.141512	0.197979	0.0896551	0.276956	0.124285	0.097427	0.0687885	0.074315	0.0531374	0.110339	0.0668708	0.0228164	0.0390975	0.0356649	0.0894767	0.137869	0.0522367	0.188971	0.0958693	0.111025	0.0494433	0.344091	0.0831075	0.0164666	0.461404	0.0454875	0.1090528	0.317268	0.383801	0.0793159	0.219615	8.186265
10870	-13498	-13468.6	-29.3938	0.320521	0.159904	0.192825	0.153697	0.259971	0.169941	0.204237	0.163204	0.207807	0.339095	0.12561	0.183214	0.214132	0.244722	0.288689	0.418267	0.317984	0.283228	0.22471	0.131945	0.244307	0.137325	1.04929	0.141512	0.195182	0.114776	0.30449	0.1752	0.0424814	0.0116675	0.0897945	0.052769	0.0748562	0.0250176	0.0295114	0.0658712	0.105281	0.0369295	0.159781	0.0476735	0.186217	0.0694594	0.111025	0.0593551	0.35638	0.0613721	0.00967306	0.479913	0.0333072	0.1208853	0.32538	0.374089	0.0740668	0.226464	8.074123
10880	-13494.2	-13462.8	-31.4668	0.32936	0.165843	0.180656	0.169229	0.249958	0.142166	0.248197	0.151884	0.185454	0.448668	0.152748	0.189605	0.182678	0.222485	0.277735	0.379791	0.377998	0.238731	0.277007	0.144099	0.183662	0.13909	1.14605	0.142009	0.267924	0.0785314	0.33782	0.195465	0.0834003	0.0234771	0.066012	0.0837115	0.0602871	0.0947984	0.0253858	0.0441574	0.116003	0.0206439	0.126645	0.0548868	0.181857	0.0298364	0.0666252	0.0463699	0.330741	0.0723569	0.0164028	0.497887	0.0362424	0.1094685	0.351593	0.37294	0.0759339	0.199532	8.282566
10890	-13498.1	-13466.1	-31.9675	0.344039	0.143919	0.22145	0.138643	0.248643	0.147264	0.303137	0.126998	0.224339	0.390107	0.145159	0.172465	0.247007	0.259268	0.238447	0.413054	0.35489	0.37697	0.239451	0.13369	0.170205	0.124445	1.27544	0.0715343	0.192015	0.0978882	0.248993	0.141934	0.0583165	0.0361773	0.0615138	0.0906056	0.0640577	0.0079476	0.0190146	0.0380764	0.0996476	0.0266852	0.174305	0.065999	0.25549	0.0741515	0.0666252	0.0490596	0.338639	0.0792838	0.00609543	0.47262	0.0543017	0.1357673	0.342112	0.366612	0.0749364	0.21634	8.330008
10900	-13491.5	-13462.4	-29.1673	0.248133	0.143919	0.240652	0.128154	0.263317	0.158195	0.189457	0.159061	0.160966	0.434854	0.145578	0.201241	0.256803	0.264709	0.223527	0.447803	0.296898	0.203565	0.250736	0.13588	0.184381	0.13648	1.19898	0.121952	0.171311	0.107411	0.255225	0.149413	0.0727886	0.0532203	0.0539742	0.0380565	0.0585964	0.066547	0.0222546	0.0482542	0.13296	0.0479981	0.139987	0.0355986	0.273016	0.0703907	0.0599625	0.0482702	0.364692	0.0715288	0.0110626	0.447991	0.0564556	0.1135835	0.324385	0.378715	0.084776	0.212124	8.052209
10910	-13485.9	-13459.2	-26.7102	0.325916	0.18235	0.220908	0.160863	0.243882	0.135742	0.260936	0.15675	0.178651	0.371599	0.122168	0.172486	0.264644	0.202609	0.262161	0.303484	0.306205	0.259182	0.258699	0.130265	0.18143	0.115839	1.1152	0.13386	0.183409	0.0941624	0.265659	0.201254	0.0583361	0.0381127	0.0384465	0.0683247	0.0549442	0.041159	0.0291816	0.0178695	0.0963963	0.0695829	0.0947712	0.0656809	0.229354	0.0343882	0.0608169	0.0487016	0.367951	0.0766656	0.0103378	0.448227	0.0481165	0.1018002	0.336817	0.372883	0.0727146	0.217586	7.807675
10920	-13500.7	-13475	-25.6579	0.308085	0.147851	0.248177	0.114759	0.18428	0.131707	0.260061	0.19985	0.126982	0.393504	0.0949226	0.168923	0.26126	0.244828	0.231323	0.27331	0.289684	0.28889	0.248288	0.102548	0.224701	0.135911	1.1509	0.0991298	0.282407	0.0951283	0.222731	0.199568	0.0375918	0.0381127	0.0787461	0.00684353	0.0449511	0.0369729	0.039247	0.0346642	0.0816409	0.0620135	0.0946801	0.0656809	0.225261	0.0823456	0.0434242	0.0510767	0.398422	0.0585793	0.0149066	0.4127	0.0643153	0.1074116	0.331213	0.381905	0.0691671	0.217715	7.701884
10930	-13500.4	-13478.3	-22.0698	0.269467	0.150294	0.197567	0.172563	0.244644	0.0950178	0.18375	0.152447	0.179824	0.333745	0.126645	0.133551	0.221468	0.291462	0.274363	0.344746	0.254221	0.214971	0.229302	0.0937006	0.145199	0.127581	1.07056	0.0767165	0.198923	0.0714707	0.252292	0.136449	0.0549284	0.0457645	0.0893507	0.0251481	0.119367	0.0119548	0.0214239	0.0306269	0.137091	0.062979	0.17037	0.0638644	0.167414	0.0660326	0.0331169	0.055348	0.360709	0.0587471	0.0180653	0.445108	0.0620226	0.1144126	0.352525	0.365021	0.0745041	0.20795	7.342368
10940	-13491.1	-13468	-23.0451	0.228125	0.147631	0.222673	0.13369	0.232921	0.140302	0.23863	0.109531	0.195362	0.392513	0.156848	0.122032	0.259921	0.212871	0.22816	0.320782	0.292211	0.245548	0.245327	0.14567	0.15913	0.0987087	1.06701	0.135381	0.246551	0.0809117	0.254401	0.0915981	0.0683741	0.0342041	0.0818527	0.0872656	0.0489189	0.00474789	0.0319353	0.0335452	0.113271	0.062979	0.106814	0.0425699	0.212832	0.0580973	0.0484902	0.0534793	0.36593	0.0774258	0.0274544	0.43588	0.0398305	0.1101439	0.345706	0.357029	0.0796414	0.217624	7.440333
10950	-13498.2	-13472.5	-25.7731	0.273818	0.132074	0.226833	0.163127	0.215669	0.119774	0.225606	0.0839167	0.252121	0.43163	0.0962459	0.163873	0.259234	0.253717	0.21582	0.299446	0.297857	0.302601	0.24138	0.105062	0.209609	0.068416	1.15352	0.11002	0.235448	0.0538537	0.24365	0.179303	0.0873483	0.00740716	0.0818527	0.080563	0.0932145	0.00241091	0.00814502	0.0491867	0.150225	0.0256649	0.157394	0.0345832	0.210676	0.0573742	0.0526509	0.0538631	0.38302	0.0778716	0.0250504	0.433429	0.0267656	0.1182071	0.325374	0.365064	0.076502	0.233061	7.712323
10960	-13495.1	-13467.6	-27.5176	0.308652	0.150198	0.2004	0.156464	0.259609	0.0865922	0.181812	0.140705	0.208612	0.377226	0.156267	0.186083	0.243765	0.239605	0.29258	0.328208	0.287868	0.291018	0.256314	0.105062	0.174522	0.118918	1.20742	0.0823487	0.242882	0.0522967	0.306678	0.233099	0.111054	0.0349005	0.0441145	0.0428847	0.0556391	0.00436027	0.039498	0.0553411	0.137365	0.027023	0.111194	0.0400064	0.197807	0.0334272	0.0780809	0.0483278	0.371501	0.0848586	0.0174614	0.451168	0.0266835	0.1069674	0.329416	0.373113	0.0850613	0.21241	7.887901
10970	-13494.6	-13470.3	-24.2644	0.284061	0.126172	0.202581	0.15317	0.245941	0.130894	0.226416	0.123029	0.167117	0.356464	0.109353	0.167247	0.227866	0.22617	0.238955	0.301356	0.234196	0.305525	0.307118	0.131709	0.165028	0.135299	1.16404	0.0690438	0.183274	0.109583	0.267709	0.135711	0.0708041	0.0203936	0.0747112	0.0445872	0.0755785	0.0306477	0.0134804	0.0863449	0.121484	0.0395971	0.146309	0.0255706	0.176373	0.0738561	0.0671496	0.0568634	0.363462	0.0957574	0.0127221	0.451487	0.0197074	0.1135711	0.318939	0.378772	0.0845877	0.217702	7.56192
10980	-13494	-13470.4	-23.637	0.222247	0.176108	0.209614	0.111181	0.299296	0.0741354	0.198676	0.123029	0.131792	0.336884	0.121844	0.180197	0.244736	0.205964	0.222221	0.3039	0.305814	0.248438	0.264691	0.0984833	0.209118	0.14194	1.18028	0.136471	0.217623	0.0840965	0.207022	0.122279	0.0833968	0.0360266	0.103124	0.0578455	0.0744503	0.0246015	0.0251133	0.0457059	0.173324	0.0108449	0.149431	0.061673	0.175311	0.0592907	0.041188	0.0515893	0.340573	0.0786875	0.0164284	0.460177	0.0525453	0.1112632	0.339446	0.366556	0.0826602	0.211338	7.499402
