Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	TL
1649	1	-5390.2	-5412.05	21.848	0.0897071	0.0839301	0.0753908	0.0452577	0.0623085	0.0559469	0.0918547	0.0546994	0.0850857	0.0772849	0.024447	0.0274065	0.0773198	0.0956272	0.0635748	0.0623192	0.103459	0.0537615	0.096523	0.0347938	0.0556183	0.0234595	0.167871	0.0306593	0.0161329	0.00443336	0.0379955	0.0649825	0.0593522	0.047661	0.0177124	0.0355645	0.0185549	0.00492262	0.0173593	0.00893259	0.0275854	0.0421742	0.0728002	0.0540098	0.0613458	0.020398	0.0538853	2.304108
1650	0	-5397.03	-5417.97	20.9437	0.127642	0.0490239	0.0970575	0.0716978	0.111924	0.0524936	0.120397	0.0608097	0.118488	0.069249	0.0280479	0.035121	0.0994761	0.0491935	0.0581155	0.0635122	0.0806973	0.0823529	0.0832193	0.0327474	0.0533781	0.0279204	0.141972	0.0242549	0.0183284	0.0414747	0.0463051	0.0170064	0.0235324	0.0251682	0.0253152	0.0396866	0.0508183	0.0204378	0.0494568	0.0197389	0.0512894	0.0436339	0.0237461	0.00991867	0.0554184	0.0262924	0.0681823	2.394541
1651	1	-5399.77	-5420.79	21.0173	0.0878338	0.0465657	0.0636504	0.045277	0.0841518	0.105998	0.105399	0.0714198	0.0898518	0.0763081	0.0288651	0.0499412	0.0993239	0.068794	0.0708437	0.0538751	0.0983408	0.0672819	0.047837	0.0579294	0.0556183	0.00946815	0.166004	0.0572073	0.0136067	0.0315104	0.0435279	0.0520528	0.0354527	0.0932344	0.0218467	0.0176728	0.0259438	0.0124683	0.0264945	0.0112086	0.0265634	0.0469576	0.0501715	0.0468472	0.0304582	0.0377213	0.0556566	2.387181
1652	0	-5393.36	-5415.74	22.3803	0.0814176	0.0418772	0.0769366	0.0775797	0.0438016	0.0551241	0.0700353	0.0417628	0.112071	0.0994064	0.0278596	0.0132677	0.114304	0.0704769	0.064901	0.0821893	0.0652389	0.0614157	0.0753309	0.0344077	0.0630334	0.0416736	0.123573	0.0527637	0.0235089	0.0406644	0.0463051	0.0248925	0.0443037	0.0371798	0.0133714	0.0171079	0.0550595	0.0277937	0.0156047	0.0113041	0.0339807	0.0756255	0.0253227	0.0249369	0.0575578	0.0237774	0.0621293	2.250873
1653	1	-5390.13	-5413.92	23.7898	0.095498	0.0471289	0.0723222	0.0674699	0.0817538	0.0587347	0.0720819	0.0555319	0.0918464	0.0527349	0.0283256	0.0347347	0.0878789	0.0580232	0.0679609	0.0505878	0.076797	0.0598001	0.0829316	0.0291079	0.0411752	0.0265378	0.154466	0.0347858	0.017994	0.01336	0.0331093	0.0327399	0.0388807	0.058257	0.00985476	0.0351245	0.0232208	0.0149363	0.0254167	0.0267819	0.023215	0.0342469	0.0432693	0.021225	0.0257798	0.0318553	0.0724509	2.109933
1654	0	-5391.64	-5413.25	21.6022	0.109784	0.0605461	0.0669241	0.0718519	0.0515175	0.0666344	0.0733555	0.0525493	0.0995591	0.111932	0.0555269	0.0280006	0.0776195	0.0782461	0.0679704	0.0635657	0.0982571	0.0667565	0.085496	0.0280826	0.059134	0.0466524	0.14533	0.0484638	0.0168599	0.0307806	0.0416869	0.0300472	0.0269369	0.0178692	0.0228654	0.0204427	0.0424682	0.0157865	0.0210003	0.0249044	0.0401947	0.044861	0.0232731	0.0054849	0.078278	0.0490613	0.0621293	2.328686
1655	1	-5384.14	-5406.03	21.8873	0.0975983	0.0542663	0.0917847	0.0681789	0.0932646	0.0555328	0.0855043	0.0475809	0.133683	0.0735378	0.0404324	0.0261668	0.0805684	0.064106	0.0593397	0.0537735	0.083322	0.0647935	0.0639079	0.0401444	0.0411097	0.0374852	0.129921	0.0347858	0.0275298	0.0172742	0.0248671	0.0539487	0.0594755	0.10452	0.0237096	0.0122272	0.0265838	0.0181801	0.0119867	0.00975305	0.0273853	0.0279605	0.0703849	0.0567193	0.0457436	0.020458	0.0406868	2.300182
1656	0	-5388.67	-5412.05	23.3743	0.100548	0.0463051	0.0650552	0.0630519	0.114326	0.0535681	0.0450325	0.0529655	0.118859	0.0967588	0.0284675	0.0261297	0.0739499	0.0590291	0.0560293	0.0567631	0.101028	0.0507065	0.0684453	0.0301519	0.0358107	0.0153313	0.16483	0.0420726	0.0211043	0.0324548	0.0157776	0.0140622	0.0308066	0.00889494	0.0201433	0.0164333	0.0637928	0.0282541	0.0350483	0.0141618	0.0372673	0.0488404	0.020434	0.0324336	0.0742384	0.0225388	0.049577	2.151479
1657	1	-5397.35	-5419.7	22.3541	0.0842968	0.0505404	0.0570523	0.057264	0.0736914	0.0548279	0.0719943	0.0552924	0.099964	0.0768737	0.0447444	0.0273321	0.130663	0.0737858	0.0579629	0.0926384	0.104052	0.0429899	0.0457471	0.0400853	0.0414219	0.0409558	0.138737	0.0370307	0.0227518	0.0350358	0.0463084	0.0809979	0.0455455	0.0946749	0.0179176	0.0305328	0.0403895	0.01125	0.00630099	0.0243703	0.00972842	0.0390471	0.0725899	0.0225815	0.022528	0.00540851	0.025596	2.253498
1658	0	-5389.45	-5412.15	22.6983	0.0720451	0.0504341	0.0948872	0.045593	0.0807881	0.0535681	0.0857483	0.0691578	0.118859	0.065473	0.016079	0.027414	0.0807443	0.0656659	0.0906451	0.0674986	0.106837	0.051094	0.0692317	0.0381499	0.0364677	0.0217079	0.101951	0.0563828	0.021129	0.0411223	0.0351251	0.0225494	0.0243698	0.0233747	0.0240323	0.0218684	0.03599	0.0241457	0.0303837	0.0358043	0.0437623	0.0589843	0.037655	0.0324336	0.0797046	0.0360442	0.024178	2.21908
1659	1	-5382.08	-5404.62	22.5392	0.0718462	0.0565268	0.0736057	0.0508343	0.0799917	0.0609085	0.103851	0.0449672	0.0913557	0.0768737	0.0254781	0.0442467	0.0877182	0.0536373	0.102401	0.0868651	0.106831	0.0519123	0.0734446	0.0394199	0.0226854	0.0276323	0.130286	0.0317152	0.0143359	0.0182334	0.0601828	0.0645526	0.0446231	0.0562513	0.0117419	0.0350187	0.0300181	0.0150017	0.019754	0.00560167	0.0222881	0.0377164	0.0654635	0.0264278	0.0350709	0.0289653	0.0487037	2.234985
1660	0	-5395.77	-5418.98	23.2173	0.0763644	0.0486673	0.0839838	0.071524	0.0694074	0.042474	0.100398	0.0476558	0.0980665	0.11575	0.0178074	0.0304497	0.0483494	0.0727689	0.0511053	0.0407812	0.100246	0.083901	0.0776112	0.037125	0.043299	0.0201751	0.156171	0.0413999	0.0094262	0.0485531	0.0468174	0.0225494	0.0328929	0.0253335	0.0237355	0.0242405	0.0245376	0.0370949	0.0112198	0.0239816	0.0416461	0.0902868	0.0252676	0.0153085	0.0336457	0.00836443	0.046791	2.167173
1661	1	-5388.89	-5412.38	23.4864	0.106503	0.0466672	0.0933147	0.051214	0.0465773	0.0379299	0.102569	0.0263419	0.0822518	0.07718	0.0304221	0.0403176	0.0754697	0.0441695	0.0704587	0.056163	0.0818195	0.0770311	0.0916954	0.0338938	0.020627	0.02709	0.132475	0.0278042	0.0184972	0.0203882	0.0385429	0.0499985	0.0523597	0.0541099	0.0122699	0.0163298	0.00359519	0.0158019	0.0293115	0.0160486	0.0318342	0.0392039	0.0863588	0.0471435	0.0593152	0.0204699	0.0487037	2.140268
1662	0	-5397.75	-5420.03	22.2819	0.0898741	0.0527822	0.0839838	0.0482847	0.0665008	0.0585239	0.0751457	0.0672587	0.084499	0.0616172	0.0178074	0.0448245	0.0773092	0.088735	0.0608977	0.0498158	0.137979	0.0454161	0.0729794	0.0434476	0.0393356	0.0270998	0.176101	0.0209671	0.0121182	0.0230534	0.0276805	0.0274154	0.0349642	0.0371326	0.0208316	0.034085	0.0631773	0.0400461	0.00726016	0.0407351	0.0219261	0.0605811	0.0347005	0.0126422	0.0800201	0.020245	0.0709218	2.260722
1663	1	-5388.39	-5410.25	21.8603	0.119922	0.0471235	0.102942	0.0413983	0.0951551	0.057777	0.110967	0.0657642	0.109288	0.124709	0.036546	0.0286436	0.0897971	0.0357239	0.0764138	0.0694218	0.11949	0.0541746	0.0582108	0.0395686	0.0107762	0.0230308	0.131609	0.0240981	0.0289057	0.0163645	0.0189558	0.0506519	0.0669467	0.0790344	0.0144804	0.0443178	0.0156414	0.0183897	0.0258745	0.0120877	0.0174437	0.0212182	0.0666259	0.0280173	0.0389174	0.0296162	0.036836	2.302873
1664	0	-5400.89	-5422.71	21.8158	0.117073	0.0511175	0.0920862	0.0322016	0.070951	0.0928567	0.0729083	0.059452	0.0754663	0.12512	0.0511289	0.0253784	0.081689	0.045088	0.0639018	0.0856854	0.115849	0.0741964	0.0555397	0.0201571	0.0194856	0.0236847	0.152004	0.0661908	0.016683	0.0389113	0.0581984	0.0352006	0.031166	0.00335996	0.0227315	0.0411123	0.0328916	0.0201789	0.013708	0.0354916	0.035769	0.0419715	0.0255057	0.0175452	0.0850939	0.0280919	0.0545097	2.307331
1665	1	-5386.88	-5408.48	21.5982	0.0808538	0.05392	0.0742777	0.0529441	0.0925141	0.0925647	0.106377	0.045216	0.112516	0.0692464	0.0342139	0.0286436	0.0671429	0.054069	0.0764138	0.0865967	0.0949158	0.0926076	0.0665546	0.0319364	0.0324252	0.0331961	0.142987	0.02831	0.0153227	0.0154467	0.0286218	0.0877251	0.0342651	0.0667499	0.0114304	0.0369284	0.0159807	0.0187969	0.0192092	0.0175551	0.0526957	0.0531445	0.0578321	0.0463953	0.0402157	0.0185662	0.0417615	2.329085
1666	0	-5395.05	-5417.03	21.9742	0.0976466	0.0574826	0.0638632	0.0442205	0.0677992	0.0856685	0.0878067	0.0528363	0.0808554	0.0961322	0.0202079	0.054483	0.0897982	0.0856582	0.103619	0.0648505	0.0823252	0.0596607	0.0576294	0.0398064	0.0355917	0.0382911	0.130522	0.059791	0.0168571	0.0494964	0.0590084	0.0311246	0.0258076	0.0144927	0.0139099	0.0398804	0.0612904	0.0378649	0.0153933	0.0183809	0.0538725	0.0505812	0.00641535	0.0166301	0.0421117	0.0289159	0.0529121	2.29149
1667	1	-5387.56	-5409.78	22.2275	0.107177	0.052397	0.0881374	0.0444866	0.099765	0.0494251	0.109261	0.045216	0.0750631	0.0944003	0.0583077	0.0314445	0.0859794	0.0879614	0.0824218	0.0814934	0.0834239	0.0456338	0.059736	0.028089	0.0419713	0.033664	0.143286	0.0399275	0.0345091	0.0209352	0.0252515	0.0719695	0.0467185	0.0510806	0.0151176	0.0326122	0.0141537	0.0209655	0.0110165	0.0187923	0.0316111	0.0287699	0.0447665	0.0378538	0.025346	0.0391279	0.0268906	2.266156
1668	0	-5393.23	-5414.76	21.5299	0.0705326	0.0698896	0.0937492	0.0436921	0.0890627	0.0831986	0.117187	0.0502365	0.112062	0.0961322	0.0460772	0.0338955	0.0664061	0.0663927	0.0736603	0.0735909	0.0932276	0.0744765	0.0604791	0.0433215	0.0259687	0.0306566	0.170768	0.0505162	0.0193465	0.0532912	0.0185627	0.00997086	0.0379493	0.0119413	0.00684955	0.038038	0.019779	0.0411311	0.0165134	0.036256	0.0482144	0.0515325	0.0389047	0.0201229	0.0806262	0.0184842	0.03322	2.335913
1669	1	-5398.7	-5419.78	21.0778	0.0986779	0.0629959	0.100659	0.021344	0.0881642	0.0945491	0.083613	0.0716315	0.115552	0.133887	0.0509834	0.024226	0.0917739	0.0580717	0.101569	0.0549122	0.0845481	0.0586138	0.0601022	0.0647003	0.0245358	0.0140348	0.114863	0.0385072	0.0292075	0.0105167	0.0337033	0.0719695	0.0626748	0.0497339	0.0293916	0.021165	0.0105881	0.0209655	0.0395748	0.0253828	0.0170129	0.0279496	0.0883563	0.0279506	0.0387281	0.0181224	0.045622	2.381131
1670	0	-5383.18	-5405.21	22.0367	0.119713	0.0583934	0.0945379	0.0641939	0.0721373	0.0602101	0.0970539	0.0669391	0.087526	0.0764036	0.0249324	0.0305975	0.0604716	0.0699177	0.0613835	0.0567546	0.103112	0.0737334	0.0897406	0.0428738	0.038927	0.017386	0.13269	0.0455318	0.0122326	0.0370758	0.0315205	0.0262613	0.0357663	0.0314709	0.0236995	0.0305905	0.0351214	0.0290646	0.0280986	0.012035	0.0388927	0.0762296	0.0169668	0.0201229	0.0764028	0.0306418	0.0478834	2.285237
1671	1	-5389.49	-5412.13	22.6357	0.1127	0.0450028	0.0967901	0.0535661	0.0895191	0.0391339	0.0719906	0.0356779	0.152743	0.0827832	0.0176763	0.0363497	0.0793824	0.0718143	0.0722968	0.0556385	0.0914872	0.0508096	0.0744346	0.0403579	0.0456777	0.0215913	0.158503	0.0546641	0.012704	0.0125885	0.0290937	0.0450668	0.0636534	0.0789562	0.0273887	0.0173911	0.0251168	0.00541687	0.00510413	0.0153096	0.0120151	0.0381692	0.0575569	0.0328052	0.0425984	0.00819386	0.045622	2.22534
1672	0	-5392.36	-5413.48	21.1223	0.10307	0.0573195	0.0922503	0.0565462	0.0600322	0.0859658	0.0970761	0.0584881	0.102569	0.101189	0.0423083	0.0381885	0.0946871	0.0625501	0.0607538	0.0991187	0.0850796	0.0705317	0.0623967	0.035516	0.0249007	0.0350752	0.128109	0.0520007	0.0127258	0.0323133	0.0540736	0.0260427	0.0368981	0.00541601	0.0197045	0.032137	0.0339014	0.0300359	0.0428792	0.0158094	0.0349305	0.0979643	0.0286309	0.0208252	0.0596119	0.0214915	0.0655664	2.37668
1673	1	-5399.77	-5421.94	22.1617	0.0978085	0.0358934	0.0891237	0.053009	0.0442613	0.0677978	0.0954544	0.030111	0.115507	0.0599789	0.0319332	0.0229891	0.0802056	0.0450858	0.12182	0.0838218	0.0881671	0.048133	0.0472522	0.0497566	0.0481584	0.0457825	0.173934	0.0433886	0.0107101	0.0194685	0.0474486	0.0634634	0.0382629	0.0597108	0.00550025	0.0194228	0.0324017	0.0134338	0.0123744	0.0238712	0.0151931	0.0360235	0.0641382	0.0417695	0.0489999	0.0423925	0.058784	2.272742
1674	0	-5392.7	-5415.15	22.4483	0.10307	0.0818902	0.0796436	0.0681482	0.0691326	0.0765911	0.111475	0.0526505	0.109964	0.0755003	0.0340149	0.0205052	0.0917289	0.0482924	0.0495127	0.052669	0.0802539	0.0556991	0.0838835	0.0186874	0.0543874	0.0193119	0.135133	0.0400358	0.00993303	0.030565	0.0522326	0.0149115	0.0244261	0.00621898	0.00760985	0.0190306	0.0698279	0.0495354	0.0234773	0.0296056	0.0393289	0.0659201	0.0107426	0.0189197	0.0706337	0.0306782	0.0582974	2.244074
1675	1	-5394.09	-5417.02	22.9328	0.0900749	0.0488631	0.09273	0.0462552	0.0442613	0.0719327	0.0770745	0.0626971	0.0729046	0.109327	0.0585554	0.0385031	0.123187	0.065052	0.0744571	0.0714026	0.102248	0.0449106	0.0798567	0.0390596	0.0299156	0.0189614	0.14962	0.0404437	0.0159906	0.012194	0.0196853	0.0766252	0.0383881	0.0489073	0.0083708	0.0232156	0.0244193	0.0324269	0.0102367	0.032686	0.0118189	0.0190924	0.0641382	0.0310289	0.0175181	0.0169609	0.0396351	2.195632
1676	0	-5393.66	-5415.87	22.2073	0.0870582	0.0667747	0.113867	0.0952249	0.0606568	0.0698391	0.0992785	0.0502868	0.108893	0.0779611	0.0432028	0.0257434	0.0939422	0.0691629	0.0570632	0.0711233	0.0921351	0.0641242	0.0652739	0.0480545	0.0238438	0.0254019	0.116798	0.057213	0.00515188	0.0319338	0.0220257	0.0187786	0.0128775	0.0126245	0.0417729	0.0365673	0.0435398	0.0467895	0.0105193	0.022282	0.0308417	0.0764212	0.0153087	0.00419809	0.0513266	0.0214998	0.0807987	2.26818
1677	1	-5383.63	-5406.03	22.3966	0.090703	0.0463403	0.0785419	0.0490173	0.0849238	0.0792221	0.0846699	0.055799	0.0819189	0.111641	0.0289608	0.0260478	0.0955671	0.0553712	0.0633626	0.0500338	0.083024	0.049708	0.0664193	0.0312066	0.0299312	0.0357142	0.1451	0.0208134	0.0317865	0.0155459	0.0569238	0.0675432	0.0383881	0.0508758	0.0223764	0.0294206	0.0127607	0.0313464	0.0145912	0.0130662	0.0326839	0.0386259	0.0855683	0.0311525	0.052415	0.0138607	0.0662833	2.249252
1678	0	-5387.49	-5408.85	21.3526	0.109801	0.0420826	0.0725065	0.0446615	0.080035	0.0688913	0.103568	0.0583318	0.121014	0.0817957	0.0260539	0.0304819	0.0945357	0.0774922	0.0707823	0.0633898	0.127377	0.0455296	0.0686517	0.0615912	0.0190333	0.0263968	0.146664	0.0597068	0.010945	0.0251027	0.0139161	0.0183674	0.0615657	0.0196265	0.0363996	0.0254839	0.0455218	0.0368866	0.0199486	0.0186168	0.0381967	0.0707185	0.0377795	0.00957796	0.068779	0.027515	0.0683311	2.353652
1679	1	-5391.04	-5412.08	21.0409	0.0997703	0.0569292	0.112769	0.0453322	0.0791416	0.0809767	0.11274	0.0571592	0.0800383	0.0801506	0.0229804	0.0249684	0.0984139	0.0587794	0.116201	0.0776187	0.110716	0.0688853	0.0645976	0.025058	0.0159334	0.0347507	0.153209	0.015702	0.0451003	0.0191808	0.0273593	0.0624245	0.0604397	0.0924679	0.0326086	0.0313078	0.0316761	0.00617826	0.0239916	0.00719673	0.0195869	0.0453908	0.0514918	0.0279397	0.0393598	0.00839401	0.0598981	2.384814
1680	0	-5393.42	-5414.72	21.2947	0.120909	0.0759401	0.0787037	0.0705629	0.0775707	0.103294	0.0684125	0.0363273	0.103381	0.107406	0.043188	0.0438335	0.0937588	0.0682448	0.0969921	0.111199	0.122107	0.0409238	0.0497323	0.0374525	0.0237942	0.0282367	0.115796	0.0545421	0.01274	0.01806	0.0284295	0.00725542	0.0348759	0.01725	0.0314348	0.0195317	0.0455218	0.0433132	0.023179	0.0260327	0.0323801	0.0533038	0.0363923	0.0259596	0.0558626	0.0174407	0.0581696	2.35944
1681	1	-5386.42	-5408.56	22.1427	0.0909215	0.0729445	0.0988569	0.0424673	0.0603706	0.0583753	0.0832978	0.0524518	0.106559	0.0966165	0.0259798	0.0303543	0.0833238	0.0622128	0.104996	0.0852448	0.0851713	0.0724172	0.0764005	0.0313199	0.0339728	0.0203616	0.138147	0.0544225	0.0084239	0.0148923	0.0215559	0.0458359	0.0604397	0.0580548	0.0189869	0.0390621	0.0217745	0.0222905	0.0327961	0.00832826	0.0094725	0.0317778	0.0701476	0.0644106	0.0257126	0.0205114	0.0329821	2.274641
1682	0	-5398.69	-5420.54	21.8532	0.0967416	0.0888133	0.0884373	0.0502283	0.0846671	0.0556441	0.0764615	0.0605401	0.103056	0.0622512	0.0261088	0.0521048	0.0722356	0.0519921	0.10152	0.0672956	0.0699721	0.0669674	0.052101	0.0374525	0.0246637	0.033398	0.132224	0.0922279	0.0153322	0.0563562	0.0399036	0.028906	0.0452391	0.0298425	0.00503353	0.0342495	0.0304106	0.0351906	0.0242258	0.0233979	0.0397216	0.0452038	0.0114134	0.00960243	0.0956334	0.0286575	0.0581696	2.303593
1683	1	-5393.76	-5416.44	22.6834	0.109575	0.052584	0.121081	0.0680937	0.0740774	0.0458981	0.119556	0.0505828	0.0733406	0.0944457	0.0209483	0.0338775	0.0852834	0.0534519	0.0613436	0.0773534	0.0863813	0.0514236	0.0779407	0.0364886	0.0278102	0.0222941	0.198073	0.0176458	0.0316343	0.0231603	0.0356973	0.0623583	0.0429913	0.0318143	0.00209936	0.0281859	0.0191132	0.0222905	0.0133455	0.0123392	0.0139275	0.037236	0.0655922	0.0463281	0.0351735	0.0112796	0.0264523	2.220568
1684	0	-5391.51	-5413.85	22.3416	0.10739	0.0535686	0.0835371	0.0626735	0.0606404	0.0574369	0.121889	0.0640906	0.0929124	0.100409	0.0225002	0.0302517	0.0889964	0.05478	0.0950649	0.0957638	0.0677783	0.0806248	0.0525949	0.0293648	0.0332807	0.0409213	0.134869	0.0514169	0.0123099	0.0281744	0.0483471	0.025237	0.0504676	0.00710188	0.0177313	0.00986173	0.0508863	0.0374706	0.015305	0.0113414	0.0280172	0.0777202	0.00996065	0.016533	0.0792914	0.00646351	0.0397751	2.25475
1685	1	-5389.34	-5411.55	22.2118	0.122308	0.0728622	0.0770642	0.0451914	0.0446432	0.0643391	0.122321	0.0702327	0.11133	0.109095	0.0332174	0.0460748	0.0791244	0.0503802	0.0678391	0.060658	0.086123	0.0633827	0.0564929	0.0392436	0.0621789	0.0271094	0.140935	0.0288279	0.0197395	0.0211459	0.0508838	0.0681461	0.0357375	0.0520283	0.019177	0.0114719	0.0178159	0.0187478	0.0219811	0.0144871	0.0133703	0.0257132	0.0618821	0.0415155	0.0284283	0.0176331	0.0468512	2.267731
1686	0	-5389.52	-5411.31	21.7963	0.112745	0.0568347	0.0949091	0.0793929	0.0634753	0.074182	0.0658739	0.059811	0.0911922	0.101725	0.0514724	0.0233373	0.12892	0.0620428	0.0985029	0.0788577	0.0916091	0.0794584	0.052966	0.0268001	0.0316355	0.023292	0.118971	0.0620333	0.0063316	0.0448984	0.0286581	0.0039245	0.0504676	0.0243526	0.0216447	0.0170048	0.0335202	0.0355598	0.0135578	0.0136099	0.0496266	0.0652332	0.0177665	0.0294103	0.0631931	0.0235759	0.0369026	2.309277
1687	1	-5392.72	-5413.7	20.982	0.124964	0.0558256	0.0729014	0.055403	0.0719536	0.0387765	0.101926	0.0658003	0.131668	0.0543287	0.0351179	0.0358069	0.103975	0.0609474	0.0575889	0.087608	0.11409	0.0459598	0.0745267	0.0420645	0.0354715	0.0229105	0.173546	0.0233293	0.0167802	0.0120289	0.0305219	0.0593025	0.0612129	0.0793136	0.0227609	0.0468108	0.0135528	0.0208564	0.0218922	0.0179787	0.0105565	0.0391196	0.0800778	0.0330468	0.0528447	0.0384409	0.0471256	2.390713
1688	0	-5386.1	-5408.17	22.0621	0.0816699	0.0521115	0.0968643	0.0493935	0.0719092	0.0501465	0.0969836	0.0558325	0.114419	0.091007	0.0368045	0.0357797	0.0901622	0.0556681	0.0639981	0.0853115	0.0790057	0.103105	0.0731751	0.0392343	0.0355975	0.0388757	0.123912	0.0532558	0.0238785	0.0349385	0.040097	0.0139305	0.0388328	0.00810427	0.0202422	0.019296	0.0243995	0.0356738	0.0153602	0.0148411	0.0676258	0.0647824	0.0275069	0.0116618	0.0664064	0.0326502	0.048247	2.282697
1689	1	-5390.46	-5412.69	22.2335	0.106319	0.0819728	0.0604612	0.0626846	0.0651268	0.0479449	0.0936464	0.0499919	0.0810532	0.0732619	0.0188251	0.031117	0.133084	0.0543311	0.105734	0.0774763	0.117017	0.0587493	0.0752549	0.0378042	0.0447612	0.0265073	0.157008	0.0268034	0.0245555	0.0115294	0.0307677	0.0689305	0.0464037	0.0583786	0.0154575	0.023585	0.0273232	0.00688368	0.00411994	0.0244136	0.0133965	0.0339661	0.0594219	0.0482557	0.029415	0.0130897	0.0387271	2.265556
1690	0	-5397.19	-5418.85	21.6624	0.100031	0.101199	0.0838195	0.0670725	0.0878261	0.0625286	0.0815822	0.0470936	0.107148	0.108731	0.0197258	0.0418678	0.0916352	0.0415225	0.0561866	0.0767224	0.089431	0.0687511	0.0520807	0.0313173	0.0422271	0.0251871	0.19327	0.0447998	0.0210305	0.0258421	0.0462313	0.0178174	0.0477586	0.0164743	0.0278847	0.0405317	0.0226563	0.0390079	0.00769621	0.0250258	0.0324086	0.0387444	0.0271691	0.0157793	0.0599281	0.00803298	0.0808893	2.322665
1691	1	-5394.36	-5418.54	24.1705	0.0813218	0.0876606	0.0596087	0.0598384	0.0605306	0.0523585	0.0650294	0.0452249	0.062769	0.0803301	0.0382871	0.0302366	0.0780798	0.0543311	0.0579764	0.0603311	0.068975	0.0591339	0.0492503	0.020981	0.0339119	0.0440162	0.164536	0.0381795	0.0343398	0.022536	0.0235658	0.037214	0.0562927	0.0846415	0.0226594	0.0344578	0.0195771	0.0172972	0.0186441	0.00775905	0.0200122	0.0495814	0.0459653	0.0201612	0.0489462	0.0166346	0.0386703	2.071853
1692	0	-5392.79	-5414.76	21.9717	0.107612	0.0437043	0.107212	0.0626965	0.064534	0.0771819	0.074746	0.0709458	0.102382	0.0626721	0.0379147	0.0285934	0.0766429	0.0671898	0.102074	0.0666622	0.131701	0.0584951	0.0726624	0.0418351	0.0356903	0.0312295	0.145962	0.0364789	0.0247101	0.0552702	0.0141115	0.0373189	0.0636363	0.0205862	0.0162754	0.0231422	0.027201	0.0348499	0.00984872	0.0230268	0.0122369	0.0650535	0.0134852	0.0198738	0.044483	0.0168741	0.0629363	2.291737
1693	1	-5393.84	-5416.58	22.7413	0.0967473	0.0734788	0.0820798	0.0609725	0.0745585	0.0328755	0.0471274	0.070808	0.0962415	0.0858492	0.0526975	0.018504	0.0915998	0.0508842	0.0958374	0.0766023	0.107879	0.0474533	0.0583954	0.0244237	0.0245637	0.0203428	0.140908	0.0149855	0.0332555	0.0188621	0.0297638	0.0486887	0.0595787	0.0900113	0.023022	0.0536495	0.0287152	0.0089629	0.0153995	0.0202285	0.015342	0.0295393	0.0411637	0.0572149	0.041179	0.0101667	0.0442172	2.214776
1694	0	-5395.76	-5417.78	22.0229	0.0951372	0.057371	0.13724	0.0580182	0.0568186	0.0728927	0.126342	0.0330632	0.0991328	0.0699142	0.0395129	0.0280564	0.0906982	0.0666797	0.0817647	0.0627541	0.137582	0.0597071	0.0386443	0.0517642	0.0133491	0.0190992	0.150145	0.0492558	0.0188036	0.0484313	0.0514816	0.0098972	0.040647	0.00472852	0.0237867	0.0343167	0.0555227	0.0400984	0.0104093	0.0189481	0.0391564	0.0550604	0.0238772	0.0149044	0.0363023	0.0244421	0.0408578	2.286615
1695	1	-5380.83	-5403.38	22.5488	0.0972608	0.0665808	0.0872361	0.0399995	0.0796818	0.0729754	0.101831	0.0903301	0.0870406	0.112066	0.0316008	0.0281394	0.0950178	0.0551667	0.0873216	0.0783941	0.0775957	0.0658336	0.0583954	0.0299345	0.0301764	0.0304649	0.136809	0.0262027	0.0170313	0.0216214	0.0208867	0.0667762	0.0448907	0.0512751	0.0208688	0.0154697	0.0203709	0.0139536	0.0149376	0.0172808	0.0305423	0.0510553	0.0567706	0.0389077	0.0333582	0.0102396	0.0217404	2.234032
1696	0	-5381.32	-5402.68	21.358	0.128996	0.0630821	0.0999387	0.0480609	0.0767021	0.0683091	0.0963888	0.0607232	0.113995	0.0952247	0.0401403	0.0296455	0.0786869	0.0758177	0.0751673	0.0692606	0.104107	0.0456509	0.0756646	0.0435993	0.0425673	0.0266798	0.149743	0.076641	0.0183983	0.0289362	0.0302162	0.0229325	0.0260315	0.0102582	0.0138027	0.0143762	0.0678105	0.0343758	0.0119253	0.0244699	0.0394782	0.0656232	0.0167211	0.011669	0.0531753	0.0250348	0.053084	2.353111
1697	1	-5389.42	-5412.98	23.5553	0.130419	0.0305179	0.0670288	0.0442874	0.0704749	0.0701547	0.0775103	0.0487054	0.102581	0.0869046	0.0316008	0.0361585	0.0769494	0.0468302	0.0520102	0.0584606	0.0814988	0.0540544	0.0529151	0.0464246	0.0297276	0.0365373	0.130755	0.0562017	0.00944094	0.0110423	0.0313961	0.0687537	0.0498697	0.0985542	0.020426	0.0224696	0.0163285	0.0133208	0.0189428	0.00886994	0.0248535	0.0344451	0.0560762	0.0213211	0.0297418	0.0249579	0.0538598	2.133377
