Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	lambda	pi[1]	pi[2]	pi[3]	pi[4]	TL
9200	-13505.4	-13474.2	-31.1703	0.359856	0.217323	0.20762	0.14225	0.303334	0.14832	0.193154	0.142139	0.247082	0.413745	0.181873	0.169711	0.28535	0.304445	0.205227	0.33926	0.333406	0.258092	0.224436	0.138483	0.176805	0.125188	1.11333	0.223976	0.136308	0.0590962	0.02213	0.133812	0.064741	0.0325223	0.237593	0.0369862	0.0844041	0.0282672	0.0434856	0.0931207	0.0938396	0.271863	0.0659768	0.129201	0.0366706	0.193632	0.0335518	0.0526761	0.382583	0.0892557	0.0180667	0.457419	1.11844e-100	0.1226197	0.318591	0.378365	0.083949	0.219094	8.251602
9210	-13517.3	-13487	-30.2675	0.333512	0.16803	0.193848	0.165265	0.18972	0.185048	0.289275	0.172453	0.183416	0.417984	0.181381	0.179067	0.283962	0.233974	0.30711	0.382555	0.346582	0.251185	0.261929	0.122545	0.150934	0.152127	0.95919	0.224682	0.103415	0.0678255	0.0512152	0.133572	0.0279373	0.13886	0.272885	0.0629485	0.136525	0.0311766	0.0085775	0.024022	0.032083	0.197648	0.0778461	0.107572	0.0403133	0.277659	0.0319091	0.0504034	0.326848	0.0978858	0.0194724	0.50539	1.04972e-100	0.1381819	0.32975	0.369405	0.0920063	0.208838	8.159764
9220	-13507.9	-13478.1	-29.7614	0.352182	0.176763	0.225205	0.185499	0.273859	0.10057	0.211115	0.174047	0.149015	0.390163	0.103301	0.214348	0.265577	0.274043	0.210916	0.37018	0.347933	0.194441	0.255984	0.134963	0.191029	0.159457	1.15656	0.236891	0.0717337	0.0467737	0.0428376	0.128315	0.0210701	0.050423	0.255686	0.0387752	0.108985	0.0567788	0.100281	0.0665685	0.100265	0.257903	0.0879036	0.0437161	0.0122009	0.222671	0.0459715	0.0498966	0.335175	0.071831	0.0349709	0.508127	1.01577e-100	0.1007368	0.338003	0.363249	0.0894935	0.209255	8.112904
9230	-13506.4	-13473.1	-33.2939	0.273151	0.160434	0.236347	0.184718	0.2787	0.127446	0.274146	0.187843	0.178257	0.398832	0.105161	0.153291	0.270983	0.317614	0.223977	0.407543	0.33786	0.259375	0.250329	0.127578	0.190674	0.0968338	1.2957	0.230728	0.0371771	0.147664	0.0467606	0.122709	0.0475592	0.026625	0.29289	0.0558136	0.106655	0.0739431	0.0742982	0.0671167	0.0649858	0.24873	0.0705346	0.100564	0.0469852	0.220263	0.0461351	0.0585656	0.34619	0.0605796	0.0321915	0.502473	1.00982e-100	0.1129892	0.334947	0.365074	0.0849212	0.215057	8.464928
9240	-13506.2	-13474	-32.2683	0.327012	0.131765	0.228195	0.103032	0.252203	0.157366	0.260689	0.149779	0.162078	0.490764	0.164982	0.16868	0.275933	0.222505	0.241915	0.360698	0.375967	0.285798	0.303841	0.122798	0.195847	0.0975341	1.1889	0.163388	0.125365	0.0478124	0.0616046	0.147596	0.0421577	0.0192457	0.282429	0.0343589	0.158491	0.0755459	0.0550445	0.11952	0.0258207	0.231219	0.0982902	0.08362	0.0384003	0.264757	0.0194431	0.0629838	0.336131	0.0668443	0.0232749	0.510766	1.02293e-100	0.1127393	0.319245	0.378878	0.0815703	0.220307	8.362389
9250	-13508.2	-13477.2	-31.0362	0.340789	0.122465	0.228195	0.185194	0.292664	0.12711	0.199863	0.164042	0.213857	0.370856	0.142743	0.189464	0.277447	0.279751	0.253065	0.397055	0.334211	0.271163	0.230779	0.155215	0.235648	0.0933161	1.10056	0.139966	0.0932639	0.108877	0.0312651	0.109353	0.031068	0.0207559	0.190282	0.0469476	0.149304	0.0549872	0.176724	0.0903054	0.0672086	0.213549	0.0667734	0.0599457	0.0562311	0.301522	0.0260756	0.0541523	0.370708	0.0847506	0.0291548	0.461235	1.0159e-100	0.105974	0.302146	0.397372	0.0770761	0.223407	8.239853
9260	-13509.1	-13478.8	-30.2436	0.358232	0.184671	0.195138	0.18666	0.258803	0.0973769	0.303121	0.132345	0.160407	0.46973	0.122476	0.179911	0.290125	0.193501	0.259344	0.334166	0.336709	0.290708	0.259284	0.107041	0.200286	0.0903423	1.17622	0.200696	0.0771331	0.132701	0.0725488	0.164059	0.0180097	0.0249724	0.246202	0.0411448	0.0576877	0.0440176	0.0850382	0.0478281	0.103282	0.187776	0.136599	0.0390239	0.0612689	0.216135	0.0156017	0.0497941	0.367465	0.0893965	0.0264615	0.466883	1.00446e-100	0.1286771	0.322654	0.374611	0.0842863	0.218448	8.158324
9270	-13503.7	-13474.2	-29.4908	0.348725	0.147922	0.246371	0.119467	0.222159	0.166278	0.252884	0.153792	0.214707	0.444997	0.145613	0.205067	0.203872	0.254244	0.22665	0.432208	0.303921	0.272675	0.220145	0.131148	0.189436	0.160234	1.10829	0.165405	0.0994706	0.0609861	0.091066	0.138609	0.0674654	0.0438529	0.250973	0.0116695	0.166168	0.0330036	0.0570778	0.0484223	0.0623359	0.187195	0.103258	0.0518732	0.0230244	0.225394	0.0238756	0.0500801	0.368555	0.0894054	0.0227076	0.469252	1.03583e-100	0.1398581	0.318754	0.37668	0.0862365	0.218329	8.081928
9280	-13507.1	-13478.5	-28.6169	0.283071	0.184955	0.184436	0.129282	0.247665	0.107363	0.184421	0.114111	0.206042	0.411354	0.109852	0.162502	0.256796	0.230113	0.299815	0.448833	0.307033	0.25401	0.266256	0.110509	0.196697	0.115074	1.04314	0.17588	0.109677	0.123953	0.0642343	0.192508	0.0274924	0.0544086	0.273216	0.0783936	0.0953844	0.0951849	0.0476038	0.0480856	0.0371569	0.241503	0.0675895	0.148313	0.0155165	0.222928	0.0235148	0.0567722	0.298184	0.0822548	0.030072	0.532717	1.17242e-100	0.1264496	0.320515	0.360313	0.103028	0.216145	7.995875
9290	-13500.1	-13474	-26.0381	0.261883	0.161895	0.252669	0.156772	0.235501	0.194207	0.284007	0.13015	0.205459	0.377409	0.142157	0.148706	0.208114	0.163024	0.220531	0.412083	0.344133	0.250406	0.26669	0.114574	0.177453	0.117956	1.08486	0.172156	0.117095	0.0661809	0.0915013	0.122353	0.0354419	0.0517872	0.195718	0.0164952	0.11841	0.043343	0.027516	0.0464175	0.0517117	0.22989	0.0724664	0.104029	0.02978	0.199575	0.0335304	0.0659219	0.315464	0.0883551	0.0222419	0.508017	1.09837e-100	0.1460607	0.326902	0.36126	0.0982526	0.213585	7.736037
9300	-13513.8	-13488.3	-25.465	0.375852	0.178368	0.199407	0.215339	0.244759	0.125969	0.18636	0.128709	0.223043	0.386617	0.126163	0.163344	0.194805	0.221346	0.242905	0.291729	0.282049	0.250406	0.304705	0.103961	0.150227	0.178664	0.942495	0.152523	0.0981074	0.0905512	0.114417	0.100336	0.0337787	0.0831412	0.28982	0.0494104	0.172074	0.0817285	0.00440381	0.0608062	0.0263439	0.200464	0.080837	0.0599524	0.054979	0.177873	0.0317354	0.0663598	0.331651	0.0818724	0.0190277	0.501089	1.09772e-100	0.1282675	0.336551	0.357975	0.0929301	0.212544	7.680503
9310	-13511.9	-13484.6	-27.3569	0.381809	0.170653	0.195297	0.113957	0.186402	0.190223	0.258746	0.165178	0.195295	0.370614	0.127328	0.170783	0.248725	0.242821	0.228574	0.389413	0.337411	0.216256	0.264832	0.0790663	0.144914	0.152443	1.09804	0.132837	0.096235	0.166139	0.0477583	0.099823	0.0874328	0.0304831	0.311046	0.0773032	0.111188	0.0748318	0.0783431	0.0860946	0.0208136	0.172556	0.0672097	0.0701862	0.0302746	0.152762	0.0291307	0.0600763	0.318498	0.0965553	0.0258603	0.49901	1.03561e-100	0.1129469	0.321829	0.371123	0.0940595	0.212988	7.87123
9320	-13502.4	-13469.3	-33.0914	0.331811	0.209981	0.245014	0.167143	0.283548	0.111894	0.219037	0.153696	0.181673	0.474933	0.149508	0.22143	0.286964	0.207435	0.21557	0.352975	0.347466	0.223167	0.289298	0.0902313	0.168714	0.164826	1.18116	0.157475	0.0707266	0.0979368	0.0555799	0.187892	0.0339156	0.0304831	0.356491	0.0667665	0.123178	0.0458096	0.0341006	0.0779226	0.0455024	0.285525	0.0595289	0.11909	0.0429081	0.256512	0.0207043	0.0541383	0.321696	0.0944701	0.0153616	0.514334	1.04098e-100	0.1045999	0.320465	0.368856	0.0950477	0.215631	8.445516
9330	-13514.7	-13477.9	-36.8348	0.429793	0.176065	0.208482	0.147677	0.255496	0.177029	0.224194	0.186384	0.190471	0.430341	0.183798	0.225235	0.275542	0.263476	0.249077	0.359898	0.359496	0.300457	0.232993	0.143895	0.219975	0.132925	1.22124	0.185499	0.130154	0.132945	0.092329	0.14658	0.0288289	0.0137272	0.2333	0.103432	0.0745255	0.0497617	0.102918	0.109217	0.0173752	0.224831	0.0738419	0.137446	0.110503	0.239183	0.02001	0.0494351	0.334224	0.079766	0.0281451	0.50843	1.00579e-100	0.09968882	0.327034	0.378227	0.0841049	0.210635	8.820342
9340	-13495.1	-13464.4	-30.698	0.310235	0.174372	0.203466	0.167767	0.26639	0.151833	0.213419	0.134129	0.181339	0.426389	0.139465	0.165572	0.233815	0.234769	0.282893	0.428346	0.380534	0.259888	0.217354	0.125964	0.197969	0.125242	1.14556	0.152645	0.105346	0.0746272	0.0607535	0.151766	0.0131347	0.0110519	0.307616	0.0442458	0.142011	0.06124	0.0308197	0.0726097	0.0211597	0.236601	0.0930382	0.107897	0.113422	0.234904	0.00388285	0.0464397	0.33047	0.0856201	0.0251537	0.512317	1.19009e-100	0.1115253	0.340419	0.370499	0.0832411	0.205841	8.205482
9350	-13510.6	-13473.9	-36.6333	0.382637	0.156145	0.318615	0.164135	0.29868	0.131924	0.278342	0.173296	0.17959	0.522911	0.147334	0.156645	0.300587	0.310679	0.19383	0.37	0.303249	0.266815	0.28687	0.105106	0.201901	0.119701	1.25969	0.182904	0.0929231	0.123442	0.0361521	0.162259	0.023941	0.116887	0.238526	0.0195561	0.130584	0.0802523	0.0075958	0.118777	0.0818024	0.283542	0.0877795	0.131398	0.00176184	0.235041	0.0150769	0.0519164	0.34619	0.0948385	0.0237281	0.483327	1.00844e-100	0.1128171	0.323194	0.381133	0.0824158	0.213257	8.798885
9360	-13501.5	-13470.5	-31.0074	0.328925	0.182642	0.244729	0.158588	0.305016	0.15044	0.210878	0.136352	0.227055	0.440174	0.160667	0.141456	0.203786	0.233787	0.283651	0.282369	0.354303	0.227612	0.273067	0.107395	0.234371	0.114054	1.15446	0.208617	0.147524	0.0784181	0.0541744	0.136174	0.026217	0.115883	0.270781	0.0313681	0.127048	0.0819995	0.0303473	0.0754251	0.0655356	0.219243	0.083998	0.127439	0.0254874	0.157564	0.0159899	0.0458939	0.326607	0.0950001	0.0276202	0.504878	1.0534e-100	0.1256054	0.336811	0.372258	0.0816908	0.20924	8.235011
9370	-13505.3	-13476.5	-28.7741	0.294162	0.137043	0.221265	0.118613	0.210473	0.141418	0.243693	0.137598	0.151766	0.382806	0.184753	0.140916	0.241092	0.195145	0.245367	0.379076	0.334385	0.213737	0.219065	0.0897605	0.197663	0.174514	1.34177	0.197833	0.0848648	0.08776	0.089084	0.179508	0.042548	0.0165559	0.237388	0.00542377	0.0966389	0.0479233	0.0303473	0.0482041	0.105218	0.214975	0.121095	0.114281	0.0667005	0.193062	0.0369837	0.0538264	0.343134	0.0838256	0.0304588	0.488755	1.16787e-100	0.117658	0.330719	0.369386	0.0914557	0.208439	8.012478
9380	-13503	-13471.1	-31.8966	0.285235	0.167282	0.235703	0.151243	0.272382	0.132478	0.178824	0.160668	0.243217	0.435924	0.155975	0.174169	0.314095	0.299499	0.260006	0.428615	0.393895	0.222181	0.278383	0.149987	0.182639	0.111533	1.1971	0.182802	0.072042	0.0776483	0.0589174	0.187596	0.0233297	0.0318262	0.204076	0.0335929	0.0979326	0.0742714	0.068847	0.0808408	0.0560009	0.240584	0.0767784	0.0529591	0.0686142	0.180455	0.0240302	0.0398222	0.33026	0.0986583	0.0296761	0.501583	1.08868e-100	0.1232139	0.332664	0.365227	0.0886951	0.213414	8.324175
9390	-13506	-13474.9	-31.089	0.260693	0.134482	0.171037	0.154615	0.266968	0.196001	0.232634	0.157238	0.196636	0.389395	0.192025	0.152933	0.252618	0.270281	0.280161	0.334994	0.313676	0.210079	0.213161	0.134071	0.206853	0.140654	1.28401	0.186861	0.0927052	0.0463995	0.0878609	0.146835	0.0356852	0.0215052	0.272669	0.0439207	0.0957396	0.0605632	0.0254255	0.072603	0.0402045	0.262614	0.112809	0.113826	0.0686142	0.254251	0.0587551	0.0457169	0.308561	0.0832105	0.0352167	0.527294	1.10261e-100	0.1066834	0.338293	0.372269	0.0880035	0.201435	8.245065
9400	-13506.7	-13477.2	-29.4814	0.330376	0.158619	0.295592	0.162885	0.266717	0.186763	0.246933	0.137349	0.218529	0.334971	0.159776	0.196935	0.192265	0.293868	0.247166	0.475699	0.386251	0.260667	0.262915	0.140367	0.20218	0.140654	1.02608	0.233	0.0404619	0.046821	0.0629062	0.0724149	0.0457446	0.0127916	0.220277	0.0327624	0.0892496	0.0727267	0.0473552	0.0701492	0.0378255	0.21499	0.0682385	0.0891988	0.0688059	0.210895	0.0233361	0.047378	0.367243	0.0984638	0.0250894	0.461826	1.02222e-100	0.1147008	0.314958	0.381436	0.0882809	0.215325	8.083508
9410	-13507	-13477.8	-29.2019	0.322111	0.197963	0.20955	0.117695	0.21599	0.235852	0.187359	0.167446	0.22839	0.326171	0.157087	0.129592	0.249485	0.293868	0.180486	0.388069	0.315704	0.227759	0.246112	0.13943	0.185166	0.129841	1.13043	0.253898	0.0716783	0.0766697	0.0607538	0.118882	0.0206139	0.014784	0.246634	0.00463828	0.142241	0.0490279	0.0469355	0.07202	0.0615737	0.26895	0.0769257	0.120488	0.0744525	0.252041	0.0418497	0.0502335	0.331847	0.101705	0.0225399	0.493674	1.01177e-100	0.1041164	0.329399	0.37206	0.0895991	0.208941	8.056611
9420	-13507.1	-13482.4	-24.7496	0.34865	0.191117	0.237095	0.114153	0.21599	0.113576	0.172716	0.163219	0.133398	0.272124	0.108575	0.176012	0.226007	0.279382	0.261519	0.382331	0.32269	0.296799	0.315249	0.159863	0.208359	0.127622	1.04425	0.140936	0.076575	0.0828052	0.0667594	0.137585	0.0211134	0.0424596	0.293527	0.00906215	0.0809868	0.0152099	0.068371	0.0300244	0.0615737	0.19783	0.084692	0.102165	0.0428117	0.16918	0.0152943	0.053483	0.348371	0.0977718	0.0202556	0.480118	1.03605e-100	0.1213834	0.320698	0.378261	0.0848742	0.216168	7.60966
9430	-13499.3	-13475.3	-24.0183	0.249882	0.154286	0.233757	0.147379	0.231952	0.139657	0.154161	0.143098	0.202877	0.349939	0.101903	0.184701	0.226206	0.215079	0.261519	0.334505	0.338497	0.259937	0.286183	0.131168	0.169386	0.144194	1.0764	0.19997	0.0930544	0.0747226	0.0416127	0.104779	0.028528	0.0130323	0.23957	0.0313307	0.113899	0.0739979	0.0447732	0.0375101	0.0838703	0.196138	0.0811907	0.0974818	0.0324002	0.201953	0.00875259	0.0499288	0.352356	0.095954	0.0247492	0.477012	1.01679e-100	0.1342825	0.327446	0.37291	0.0824397	0.217204	7.535232
9440	-13498.2	-13468.1	-30.0986	0.308755	0.154597	0.233606	0.134128	0.353061	0.117597	0.174698	0.140634	0.210189	0.364931	0.142392	0.175952	0.300248	0.224928	0.221999	0.298228	0.354499	0.273925	0.227443	0.174182	0.180533	0.142607	1.12342	0.169771	0.128215	0.0963402	0.081781	0.12252	0.0235691	0.0324113	0.244851	0.0310289	0.10414	0.0870644	0.0951494	0.0289312	0.0478223	0.291003	0.0614109	0.131447	0.0657529	0.224735	0.0437472	0.0595597	0.350154	0.0863214	0.0237999	0.480165	1.0146e-100	0.1245474	0.3198	0.377414	0.0891782	0.213607	8.144238
9450	-13497.1	-13468.2	-28.8318	0.281027	0.191747	0.201114	0.153578	0.263695	0.185738	0.253826	0.130163	0.196162	0.411623	0.104464	0.156449	0.257633	0.242165	0.254991	0.349348	0.334189	0.308593	0.274731	0.113741	0.173793	0.105066	1.02991	0.228596	0.0642559	0.0601507	0.0451271	0.180244	0.0249808	0.0263699	0.235967	0.00791258	0.153286	0.0661675	0.0513374	0.0785042	0.0548655	0.244875	0.0946441	0.111093	0.0911653	0.177175	0.047291	0.0558828	0.348033	0.0771104	0.0278791	0.491095	1.00845e-100	0.122525	0.321569	0.37142	0.0900112	0.216999	8.017758
9460	-13506	-13475.1	-30.8932	0.286347	0.186618	0.233068	0.129887	0.224189	0.172745	0.173899	0.149239	0.203165	0.347585	0.122809	0.206314	0.257306	0.216675	0.33387	0.43587	0.344235	0.297505	0.297262	0.124337	0.225725	0.171425	0.946277	0.220379	0.123923	0.0751356	0.0683961	0.183075	0.0490156	0.0409253	0.314033	0.0205977	0.122547	0.0352904	0.0555699	0.0594944	0.0551552	0.168587	0.0826332	0.0809257	0.0908458	0.272007	0.0194498	0.0457715	0.321076	0.0945879	0.0263644	0.5122	1.00205e-100	0.1181188	0.319103	0.37653	0.0953235	0.209043	8.224337
9470	-13501.6	-13468.4	-33.2412	0.335116	0.163616	0.240987	0.158182	0.242254	0.175047	0.262811	0.118659	0.268057	0.397168	0.146282	0.179437	0.272229	0.189431	0.20606	0.417577	0.319522	0.305276	0.264594	0.167247	0.201299	0.143042	1.13122	0.187916	0.0801302	0.0677145	0.0947549	0.178703	0.0282206	0.048644	0.34042	0.00657674	0.0989712	0.0471162	0.02991	0.0648868	0.0754498	0.24671	0.0583712	0.0490914	0.110877	0.304553	0.0364766	0.042146	0.367005	0.092996	0.0232897	0.474564	1.06488e-100	0.1033922	0.328666	0.379355	0.075857	0.216123	8.460609
9480	-13513.9	-13486.1	-27.7564	0.318991	0.125168	0.19444	0.101709	0.31232	0.200628	0.223984	0.101142	0.206572	0.396508	0.122777	0.173368	0.239637	0.251503	0.221615	0.413506	0.262762	0.274025	0.226647	0.140536	0.146402	0.133316	1.16244	0.144824	0.165893	0.0539685	0.0502846	0.112858	0.0318773	0.0824881	0.229386	0.0381343	0.128616	0.0733172	0.0316985	0.0770448	0.0448504	0.211067	0.0825181	0.0301946	0.0700219	0.262788	0.0386217	0.0444083	0.348151	0.081497	0.0301632	0.49578	1.05891e-100	0.1201712	0.35296	0.356323	0.079401	0.211316	7.910453
9490	-13503.2	-13472.4	-30.785	0.306252	0.13118	0.262133	0.129837	0.296146	0.147217	0.264252	0.112619	0.199084	0.429635	0.113865	0.185767	0.332532	0.202485	0.245577	0.3472	0.38824	0.250515	0.225607	0.126255	0.178242	0.0955243	1.127	0.211473	0.0836536	0.110236	0.0255746	0.186894	0.0506873	0.00253037	0.290056	0.0274056	0.115749	0.0811997	0.0597558	0.0770448	0.0237205	0.196817	0.106399	0.0531632	0.0963996	0.241203	0.0772529	0.0471401	0.301901	0.0975214	0.0257839	0.527654	1.19792e-100	0.1095684	0.332062	0.369602	0.091009	0.207327	8.214379
9500	-13513.3	-13484.8	-28.5279	0.31432	0.144175	0.169233	0.194094	0.213619	0.151835	0.205831	0.135026	0.232167	0.472207	0.117428	0.147718	0.253746	0.278471	0.190718	0.324393	0.259281	0.266442	0.278498	0.0920937	0.159278	0.137493	1.17226	0.164969	0.0627562	0.0571344	0.0388923	0.161033	0.0506873	0.0323388	0.231298	0.0381608	0.122305	0.108051	0.0609116	0.0740282	0.0515436	0.245753	0.0421383	0.0633911	0.126506	0.31026	0.0366607	0.0473689	0.319521	0.104561	0.042322	0.486226	1.1733e-100	0.1048644	0.329222	0.371687	0.0935375	0.205554	7.989141
9510	-13511.3	-13477.6	-33.7789	0.273988	0.122899	0.177216	0.188644	0.216919	0.146214	0.266654	0.157786	0.192364	0.503736	0.11033	0.184083	0.160575	0.269528	0.219573	0.348032	0.313826	0.257097	0.271158	0.110921	0.163882	0.110617	1.2882	0.136918	0.130979	0.154862	0.0852004	0.189884	0.0606677	0.0360522	0.306623	0.0476268	0.152294	0.0590898	0.0872299	0.0740282	0.0932948	0.244828	0.0858286	0.145402	0.0665944	0.250629	0.0516141	0.0422011	0.34883	0.0894042	0.0343571	0.485208	1.08622e-100	0.1083393	0.327414	0.38063	0.084468	0.207488	8.513893
9520	-13501	-13471.3	-29.6852	0.260403	0.130529	0.200201	0.107511	0.224599	0.131447	0.153687	0.157786	0.181246	0.488451	0.16315	0.153657	0.280884	0.213729	0.271716	0.331552	0.325451	0.271648	0.261403	0.164831	0.196348	0.137896	1.31862	0.138842	0.0853784	0.105617	0.0546809	0.13951	0.0538485	0.0359251	0.247275	0.00515241	0.123582	0.0533736	0.120043	0.0754684	0.0658971	0.212428	0.0924033	0.0633237	0.0961131	0.180756	0.0275579	0.0425126	0.351227	0.0891887	0.0345718	0.4825	1.03902e-100	0.1143764	0.330908	0.374929	0.0841222	0.210041	8.10392
9530	-13499.1	-13469	-30.0335	0.307651	0.115526	0.212859	0.156872	0.27456	0.112554	0.248626	0.137325	0.230107	0.363182	0.135648	0.172176	0.234598	0.265239	0.227565	0.30911	0.333275	0.230315	0.291788	0.12813	0.191344	0.191431	1.31286	0.157932	0.125498	0.115934	0.0890856	0.167088	0.0139207	0.0292212	0.298504	0.0190564	0.113188	0.0653237	0.059934	0.0318685	0.0365478	0.170858	0.0317193	0.090684	0.0849809	0.209455	0.0458654	0.0415589	0.349941	0.0961319	0.0341249	0.478244	1.01241e-100	0.1077235	0.336603	0.375007	0.0799256	0.208464	8.139408
9540	-13496.5	-13468.1	-28.4094	0.304599	0.127313	0.167399	0.139237	0.239562	0.164141	0.216298	0.173326	0.215006	0.363614	0.129094	0.182168	0.254233	0.219936	0.272873	0.2957	0.370495	0.231293	0.217075	0.145899	0.207551	0.199777	1.12177	0.157932	0.0457787	0.1067	0.0557455	0.142299	0.0518956	0.0344151	0.226787	0.0165742	0.111928	0.105057	0.0669668	0.0792784	0.0597102	0.253598	0.067971	0.0505902	0.114491	0.214413	0.0558183	0.0482605	0.35759	0.0874942	0.0319173	0.474738	1.00248e-100	0.1145854	0.330345	0.373372	0.0841444	0.212139	7.976313
9550	-13507.1	-13480.1	-26.987	0.258614	0.123238	0.189558	0.131586	0.275459	0.149799	0.180462	0.202551	0.21891	0.354912	0.160089	0.171716	0.251504	0.222445	0.267572	0.381184	0.283361	0.225748	0.203467	0.116762	0.165503	0.145561	1.11351	0.173897	0.0721568	0.0622993	0.0738287	0.0987828	0.0551827	0.124453	0.29413	0.0327047	0.111928	0.0755079	0.0624118	0.0218258	0.0589988	0.224763	0.124004	0.0530239	0.0671588	0.205777	0.0460321	0.0503826	0.34025	0.0938249	0.0292955	0.486247	1.04222e-100	0.1315434	0.323321	0.379038	0.0900635	0.207577	7.832376
9560	-13496	-13469.9	-26.132	0.290734	0.148783	0.233844	0.127938	0.259178	0.123779	0.182412	0.164946	0.192283	0.376434	0.146226	0.171665	0.243988	0.240903	0.241038	0.344588	0.340185	0.265688	0.269114	0.0986339	0.180271	0.114584	1.16063	0.125603	0.0939304	0.137328	0.0239745	0.159255	0.0410912	0.0432089	0.228847	0.0470411	0.103954	0.0656764	0.0126491	0.066267	0.0586732	0.216188	0.088524	0.0886804	0.0552994	0.151396	0.0222681	0.0504826	0.371309	0.0844225	0.0414334	0.452353	1.02465e-100	0.1233436	0.333822	0.374159	0.0811857	0.210833	7.747703
9570	-13507.7	-13476.2	-31.5035	0.336075	0.174417	0.266905	0.165445	0.227331	0.125506	0.322918	0.190896	0.178677	0.370927	0.140683	0.167824	0.29764	0.253554	0.187002	0.342613	0.328764	0.260611	0.232248	0.156612	0.214047	0.13393	1.23462	0.161722	0.114159	0.0880932	0.0680896	0.188862	0.0358386	0.0555584	0.222514	0.0532781	0.0815621	0.0656764	0.0420155	0.0654264	0.0712233	0.173733	0.0264445	0.0538101	0.117569	0.263366	0.0267325	0.0533596	0.356265	0.0827101	0.0387141	0.468951	1.01373e-100	0.1226037	0.316981	0.38949	0.0801252	0.213404	8.284921
9580	-13504	-13480	-23.9967	0.252999	0.174363	0.218161	0.134566	0.240411	0.118254	0.215395	0.187743	0.137837	0.430252	0.121547	0.142338	0.259172	0.226137	0.194084	0.266367	0.295629	0.321368	0.28863	0.0740395	0.180724	0.1145	1.03593	0.122221	0.103926	0.0688336	0.0644654	0.122546	0.037064	0.120281	0.229389	0.027869	0.0641796	0.0651132	0.0117252	0.0647029	0.0648316	0.168146	0.0687821	0.11067	0.106351	0.217901	0.0656985	0.0579609	0.3603	0.0873976	0.020081	0.474261	1.04221e-100	0.1136764	0.332375	0.372257	0.0814435	0.213925	7.53514
9590	-13500.1	-13478	-22.1299	0.289173	0.123554	0.216473	0.143366	0.201681	0.127423	0.215395	0.139289	0.1407	0.338369	0.10444	0.210947	0.28169	0.189941	0.252422	0.371797	0.271577	0.255822	0.225873	0.0940707	0.134149	0.120549	0.992581	0.114076	0.0731917	0.10218	0.0787572	0.119817	0.0230096	0.0653412	0.219591	0.0509603	0.116374	0.0581855	0.0414763	0.0634655	0.0650715	0.246205	0.074055	0.0911914	0.0194153	0.231244	0.053359	0.0514361	0.333991	0.0915203	0.0369039	0.486149	1.03909e-100	0.1157124	0.331572	0.370387	0.0839748	0.214065	7.348251
9600	-13499.7	-13473.3	-26.3989	0.270458	0.190128	0.20669	0.175454	0.27778	0.110929	0.307186	0.153668	0.204461	0.332807	0.12971	0.19948	0.26612	0.226693	0.218931	0.402136	0.272417	0.265318	0.249124	0.101795	0.162383	0.103426	0.94328	0.197922	0.0808846	0.127397	0.0343777	0.116586	0.0311216	0.0324195	0.257187	0.0418991	0.135217	0.0401559	0.0305784	0.0714651	0.0633592	0.233966	0.0715787	0.132827	0.0450483	0.195966	0.0647408	0.056243	0.387748	0.0856414	0.0202174	0.450151	1.28006e-100	0.1165123	0.316731	0.387042	0.0811848	0.215043	7.775072
9610	-13506.5	-13482.5	-23.9406	0.274956	0.135527	0.256701	0.17046	0.264937	0.101328	0.238756	0.127368	0.159926	0.372231	0.161142	0.117245	0.224338	0.212163	0.207478	0.371027	0.310106	0.307593	0.230405	0.0928327	0.239266	0.067771	0.990108	0.151461	0.092226	0.0406612	0.0689852	0.192343	0.0358729	0.0548907	0.288662	0.0204063	0.151588	0.0555635	0.0434447	0.0336307	0.0626843	0.241399	0.054811	0.0969402	0.0360206	0.138631	0.0353713	0.0543244	0.343808	0.0882264	0.0375587	0.476082	1.23496e-100	0.1164179	0.323555	0.379327	0.0839837	0.213134	7.529255
9620	-13503.5	-13473.9	-29.6072	0.313278	0.189233	0.221684	0.190284	0.263789	0.109149	0.273654	0.178186	0.187139	0.385603	0.113613	0.133233	0.353138	0.2036	0.243176	0.3954	0.293622	0.261214	0.25914	0.146297	0.175594	0.118293	1.15928	0.136413	0.0730036	0.0886728	0.0730486	0.133066	0.0315567	0.0686547	0.270377	0.0236173	0.0808633	0.0555635	0.0985158	0.10136	0.0800043	0.282426	0.0846903	0.0491956	0.0260477	0.166777	0.00466112	0.050814	0.369513	0.0797938	0.0258562	0.474023	1.21734e-100	0.1144711	0.316719	0.377569	0.0832551	0.222457	8.096109
