Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	lambda	pi[1]	pi[2]	pi[3]	pi[4]	TL
100	-13515.7	-13490.7	-25.0766	0.320479	0.145485	0.210842	0.16784	0.234417	0.157038	0.206078	0.125443	0.236858	0.315517	0.115006	0.141902	0.217658	0.235365	0.239862	0.348258	0.245234	0.248222	0.289716	0.120989	0.147567	0.117978	1.09658	0.257095	0.133696	0.0345496	0.0511752	0.123644	0.0443121	0.0396739	0.174493	0.0530774	0.126088	0.0210038	0.0734703	0.0318319	0.0400358	0.277402	0.0897231	0.10289	0.037189	0.227212	0.0196093	0.0634059	0.249387	0.0860029	0.0174377	0.583767	2.35247e-21	0.1198512	0.313255	0.350918	0.129698	0.206129	7.642507
110	-13519.2	-13488.7	-30.5454	0.323143	0.147138	0.217836	0.157247	0.239069	0.149848	0.178451	0.209905	0.214186	0.349346	0.148644	0.135033	0.213966	0.280533	0.1838	0.343896	0.309217	0.203548	0.268839	0.122636	0.150006	0.105318	1.36165	0.185456	0.087384	0.121651	0.0594658	0.122764	0.109263	0.0443275	0.306624	0.0408365	0.134048	0.0270309	0.0635079	0.0765329	0.0736143	0.222898	0.082913	0.121456	0.0364177	0.228821	0.0311224	0.0646659	0.241134	0.0877118	0.0111211	0.595367	1.69276e-21	0.1198512	0.313255	0.350918	0.129698	0.206129	8.189388
120	-13504.8	-13477.8	-27.0373	0.320952	0.175223	0.224034	0.118555	0.232915	0.150252	0.239588	0.113869	0.212237	0.413159	0.166356	0.11258	0.24003	0.211775	0.224083	0.343896	0.344635	0.233517	0.225967	0.12672	0.193409	0.136244	1.17103	0.192928	0.056701	0.116935	0.0492701	0.0806397	0.059893	0.0497516	0.244804	0.0540427	0.120277	0.024668	0.0378205	0.0814213	0.0672407	0.209803	0.0810867	0.113473	0.0288133	0.219366	0.0184039	0.0603849	0.245754	0.096784	0.0103422	0.586734	1.39422e-21	0.1219616	0.339071	0.337678	0.123554	0.199698	7.838365
130	-13504.5	-13481.7	-22.7705	0.295157	0.168454	0.206322	0.101377	0.225747	0.151174	0.193819	0.135793	0.183005	0.408782	0.115717	0.153115	0.237199	0.179283	0.229745	0.284027	0.292901	0.279633	0.253998	0.104902	0.149306	0.175628	1.06948	0.153744	0.0787058	0.0874201	0.0259853	0.107787	0.0592355	0.0534944	0.233488	0.046446	0.163483	0.0453501	0.0444166	0.0487941	0.0488761	0.176578	0.0437517	0.127091	0.0305243	0.218054	0.0238937	0.0610125	0.248033	0.0995256	0.020089	0.57134	1.09478e-20	0.1219616	0.330044	0.343981	0.12586	0.200115	7.411687
140	-13514.2	-13487.7	-26.5709	0.286343	0.179624	0.244027	0.154719	0.223293	0.162872	0.197432	0.154103	0.193268	0.390609	0.116684	0.18663	0.253717	0.235305	0.206073	0.303414	0.382935	0.228431	0.319532	0.108711	0.174928	0.153831	1.14641	0.0831462	0.0931244	0.114681	0.0402675	0.110447	0.0337798	0.0816667	0.201937	0.0367456	0.123186	0.0386712	0.0473695	0.0538576	0.0292376	0.179704	0.0952509	0.131495	0.0207867	0.259485	0.0120778	0.0602487	0.244928	0.107655	0.0229812	0.564187	2.91435e-19	0.1412383	0.330044	0.343981	0.12586	0.200115	7.789804
150	-13506.6	-13478.5	-28.1014	0.296187	0.194642	0.190136	0.132615	0.230391	0.142053	0.260204	0.16522	0.18447	0.385518	0.114738	0.188639	0.234937	0.204781	0.31856	0.350834	0.382582	0.265333	0.195192	0.115552	0.205904	0.124305	1.12246	0.188289	0.0648189	0.0775797	0.0583285	0.158198	0.0661821	0.0664966	0.28369	0.0804228	0.100106	0.0339048	0.0787069	0.0548904	0.0400558	0.171364	0.0821781	0.0884549	0.0274739	0.213479	0.00484791	0.0546802	0.250492	0.101794	0.0160318	0.577003	3.32085e-18	0.1224573	0.319133	0.368915	0.118454	0.193499	7.944723
160	-13512.9	-13485.9	-27.0308	0.290928	0.166744	0.163029	0.152864	0.279653	0.173548	0.209391	0.16699	0.205373	0.311794	0.166373	0.153863	0.189364	0.196354	0.227938	0.348432	0.278461	0.190107	0.2776	0.137986	0.23265	0.151076	1.09203	0.150549	0.11187	0.0900476	0.0437705	0.125726	0.0730039	0.0248141	0.280029	0.057489	0.104899	0.0682976	0.106769	0.0310486	0.0225869	0.261564	0.0732878	0.129815	0.0739999	0.232955	0.0138106	0.054238	0.263369	0.100971	0.0133886	0.568034	2.5523e-19	0.110345	0.319133	0.368915	0.118454	0.193499	7.838879
170	-13503.5	-13476.6	-26.8303	0.285517	0.14215	0.208866	0.112803	0.21513	0.178165	0.217307	0.128308	0.204446	0.378848	0.111627	0.148147	0.238511	0.241976	0.227257	0.375575	0.29283	0.210274	0.251414	0.171516	0.203598	0.166955	1.10624	0.190409	0.0459799	0.0943765	0.0562917	0.172472	0.0816245	0.0403919	0.274552	0.0673458	0.112454	0.0648334	0.0407701	0.0303857	0.0324875	0.215644	0.076417	0.137564	0.0414952	0.216608	0.00802397	0.0493157	0.258532	0.106355	0.0252002	0.560597	1.88597e-19	0.1227788	0.318446	0.368121	0.109939	0.203495	7.817587
180	-13514.2	-13483.9	-30.315	0.395461	0.169778	0.181349	0.148453	0.293384	0.124126	0.217992	0.138473	0.270076	0.347013	0.110471	0.192614	0.25101	0.21843	0.253428	0.364645	0.338838	0.23222	0.306253	0.174403	0.181021	0.108658	1.14106	0.193838	0.0931464	0.0597746	0.044674	0.173663	0.0599545	0.0197775	0.308657	0.0311963	0.123612	0.0340511	0.13324	0.0249217	0.0377914	0.178993	0.0729518	0.0961277	0.0511404	0.24274	0.0279384	0.0529111	0.259071	0.100999	0.0252527	0.561766	2.22364e-18	0.1099172	0.318446	0.368121	0.109939	0.203495	8.167346
190	-13506.7	-13476.6	-30.136	0.343192	0.142159	0.208926	0.166345	0.2715	0.192854	0.249576	0.186099	0.203121	0.315767	0.143532	0.188101	0.258192	0.253786	0.332593	0.367215	0.336818	0.25904	0.217331	0.158247	0.199979	0.147627	1.1297	0.136501	0.10363	0.0809504	0.0362271	0.113161	0.0963129	0.0193243	0.267163	0.0363756	0.0938372	0.0119455	0.0475968	0.00993863	0.0753644	0.222305	0.0961072	0.126785	0.0561047	0.206494	0.0395295	0.0510366	0.290408	0.0974212	0.0192711	0.541863	8.57203e-20	0.130808	0.328226	0.362838	0.108361	0.200574	8.147354
200	-13526.7	-13499.7	-27.0398	0.264858	0.163973	0.207294	0.122157	0.285648	0.0712652	0.199944	0.163097	0.284544	0.311546	0.13544	0.189168	0.311127	0.162423	0.230852	0.338332	0.290652	0.276751	0.252432	0.131819	0.201398	0.0890444	1.02011	0.157734	0.138615	0.065388	0.036353	0.146351	0.0905826	0.0408899	0.251206	0.0598655	0.132355	0.00780647	0.0991573	0.0149941	0.0731762	0.279081	0.0981729	0.166307	0.0352139	0.186584	0.0540302	0.0525208	0.298854	0.100254	0.0135835	0.534787	1.30822e-20	0.130808	0.342677	0.355033	0.106031	0.19626	7.837733
210	-13505.4	-13482.4	-22.9751	0.254143	0.18553	0.159322	0.155791	0.246043	0.107018	0.228305	0.167995	0.205902	0.301344	0.155984	0.151931	0.214655	0.218388	0.217546	0.337541	0.28668	0.262432	0.235084	0.134586	0.164026	0.0862505	1.06115	0.158279	0.052607	0.105511	0.0695741	0.148184	0.0410577	0.0406751	0.234098	0.0382474	0.104861	0.0285119	0.0776602	0.0371992	0.0434177	0.165784	0.145674	0.155238	0.0617919	0.160963	0.0252727	0.051392	0.301394	0.105203	0.0187176	0.523294	1.56295e-20	0.1209053	0.333491	0.358719	0.105991	0.201799	7.432256
220	-13509.4	-13481.5	-27.8812	0.34843	0.166193	0.182495	0.146442	0.285799	0.100255	0.216161	0.132614	0.205902	0.327366	0.139039	0.165818	0.214655	0.284124	0.306154	0.352537	0.341017	0.223165	0.279752	0.08268	0.170707	0.202482	1.04178	0.187181	0.110017	0.0561211	0.0681347	0.218755	0.0504946	0.0354714	0.269589	0.024385	0.0735845	0.0657334	0.0650465	0.030414	0.0747906	0.219236	0.0456485	0.152177	0.0264504	0.20423	0.030327	0.0545209	0.27206	0.0966196	0.0216468	0.555153	4.17226e-20	0.1159338	0.333491	0.358719	0.105991	0.201799	7.923358
230	-13503	-13473	-30.0374	0.347015	0.219106	0.283916	0.115936	0.244802	0.149958	0.219845	0.14412	0.205662	0.451789	0.126137	0.198632	0.249467	0.192489	0.266097	0.352537	0.333411	0.247237	0.284975	0.148311	0.226004	0.140941	0.976099	0.151018	0.088472	0.0549504	0.0701905	0.136679	0.067027	0.0048178	0.286183	0.0330959	0.102387	0.0215436	0.0591049	0.0771588	0.0378149	0.251809	0.0746031	0.143656	0.0576942	0.257173	0.0392662	0.0555127	0.277009	0.0983772	0.0220406	0.547061	2.02046e-21	0.1143975	0.331987	0.357101	0.105513	0.205399	8.139131
240	-13503.7	-13473.2	-30.5629	0.346385	0.113791	0.223848	0.120413	0.298766	0.122132	0.207532	0.132937	0.226907	0.451789	0.126665	0.186666	0.238445	0.251797	0.222178	0.343382	0.330454	0.250184	0.275273	0.108406	0.196889	0.160951	1.07502	0.131062	0.109841	0.126349	0.0446536	0.211304	0.0956782	0.00422395	0.251911	0.0416119	0.13332	0.0558091	0.058359	0.0668342	0.0722837	0.330724	0.0892663	0.0848607	0.0517576	0.186862	0.0321987	0.0562825	0.28085	0.0997414	0.0223463	0.54078	2.45823e-21	0.1340205	0.329975	0.358177	0.10583	0.206018	8.189724
250	-13507.3	-13477.7	-29.6205	0.3615	0.170514	0.252673	0.172587	0.324934	0.110953	0.283988	0.13141	0.241405	0.405893	0.138561	0.165956	0.255957	0.214685	0.299502	0.396862	0.288215	0.2146	0.240408	0.120305	0.201499	0.188922	0.99768	0.166662	0.0590348	0.0954231	0.0906535	0.123233	0.0602491	0.0921427	0.217192	0.0811125	0.0928095	0.0317305	0.112248	0.0350409	0.0458509	0.230232	0.0591958	0.0566259	0.0475803	0.199722	0.0201332	0.0562363	0.28062	0.0996596	0.0231484	0.540336	9.22539e-21	0.1300653	0.327893	0.362226	0.105163	0.204718	8.09588
260	-13511	-13477.1	-33.8849	0.39101	0.182076	0.222032	0.174127	0.300037	0.133996	0.246666	0.213616	0.174552	0.423528	0.117684	0.180636	0.254747	0.255911	0.223921	0.407516	0.289151	0.266361	0.240309	0.174838	0.216787	0.0967867	1.17437	0.221697	0.093497	0.0930748	0.0754453	0.192836	0.0313173	0.0189958	0.317625	0.01923	0.116446	0.0195956	0.0915274	0.0460835	0.0726761	0.271939	0.10555	0.142792	0.0179242	0.183051	0.0326066	0.0471736	0.269791	0.09554	0.0222551	0.565241	1.99929e-20	0.1074879	0.327893	0.362226	0.105163	0.204718	8.524576
270	-13516.1	-13483.1	-33.0215	0.335134	0.196537	0.229177	0.170861	0.282953	0.0746014	0.211866	0.142352	0.239741	0.364604	0.0865754	0.225284	0.270858	0.37138	0.213991	0.421995	0.307064	0.323978	0.252825	0.125183	0.232427	0.117279	1.13879	0.19017	0.0906071	0.123172	0.0680813	0.146859	0.0562375	0.0192134	0.249634	0.0326149	0.166995	0.0189961	0.0678398	0.0956419	0.0852819	0.259056	0.078455	0.0599656	0.0584907	0.218484	0.0154798	0.0487345	0.278718	0.0987013	0.0229915	0.550855	1.55908e-20	0.1225624	0.341153	0.36088	0.0995342	0.198433	8.436731
280	-13517.1	-13486.3	-30.8257	0.298097	0.237023	0.255586	0.188424	0.278835	0.149069	0.21546	0.156792	0.217961	0.353232	0.181776	0.191895	0.2369	0.280076	0.232256	0.410438	0.339853	0.191312	0.241746	0.118656	0.150019	0.113092	1.02392	0.236959	0.0538196	0.0951429	0.0577164	0.171893	0.0881228	0.00739276	0.32118	0.0511835	0.0889253	0.0222145	0.0547727	0.12373	0.0491705	0.210569	0.0532851	0.134179	0.0332584	0.247534	0.0537319	0.044937	0.271195	0.0992413	0.017881	0.566746	2.41655e-20	0.1220393	0.338105	0.357656	0.10758	0.19666	8.217194
290	-13506	-13475.4	-30.6052	0.347056	0.180402	0.174744	0.142098	0.305656	0.0998358	0.239586	0.128201	0.188476	0.466783	0.104821	0.216932	0.317457	0.215322	0.312398	0.370498	0.324055	0.299248	0.261791	0.112325	0.174678	0.117441	1.19451	0.163784	0.0796206	0.0716527	0.0436113	0.122156	0.0471266	0.035627	0.266866	0.0511835	0.0707484	0.021576	0.0155586	0.0778647	0.0544523	0.238809	0.0759898	0.140675	0.0535913	0.208859	0.0618747	0.0471742	0.284696	0.104182	0.0187712	0.545176	4.59281e-21	0.1140653	0.33433	0.366489	0.0976645	0.201517	8.195946
300	-13504.1	-13470.1	-34.0393	0.332223	0.163325	0.244314	0.174521	0.381316	0.118951	0.27423	0.15042	0.201889	0.415374	0.197696	0.162907	0.248966	0.294373	0.300007	0.393722	0.287051	0.296424	0.238369	0.120598	0.17918	0.111056	1.13992	0.159795	0.0959337	0.122696	0.0931205	0.147582	0.0728895	0.0756945	0.256912	0.0315655	0.129574	0.00955501	0.0906906	0.0503782	0.0711229	0.223617	0.0828181	0.100903	0.027528	0.234716	0.0344435	0.0472954	0.285428	0.0993675	0.0213334	0.546576	9.18709e-21	0.1239168	0.33433	0.366489	0.0976645	0.201517	8.538368
310	-13504.2	-13473.6	-30.5752	0.387822	0.148573	0.235287	0.114481	0.258496	0.121106	0.211236	0.152284	0.169207	0.333279	0.123108	0.146697	0.326772	0.271868	0.294311	0.437303	0.308153	0.276661	0.239728	0.153578	0.227333	0.130984	1.19213	0.147188	0.105139	0.0710035	0.0431777	0.122601	0.0974688	0.0220493	0.242495	0.0286495	0.128831	0.0430723	0.0813345	0.045008	0.0715538	0.253692	0.070098	0.100049	0.0391437	0.199071	0.0202803	0.0458601	0.306653	0.0826258	0.0348717	0.52999	1.52173e-20	0.1204471	0.334798	0.367002	0.0964013	0.201799	8.192306
320	-13514.1	-13482.1	-32.0291	0.341217	0.156999	0.206423	0.112669	0.217926	0.092267	0.205551	0.180062	0.155477	0.383713	0.155228	0.187332	0.233903	0.244726	0.226985	0.382494	0.357294	0.282159	0.254376	0.136624	0.127074	0.0762648	1.24122	0.142985	0.104619	0.080951	0.0292208	0.217256	0.0393478	0.0432559	0.371171	0.0615427	0.140279	0.0639388	0.106708	0.0791335	0.0628128	0.26938	0.0787785	0.104191	0.0382276	0.244993	0.103255	0.0507861	0.339591	0.0772921	0.0213711	0.51096	1.03102e-20	0.09712373	0.335151	0.367389	0.0909637	0.206496	8.340034
330	-13517.8	-13484.9	-32.8809	0.26205	0.178794	0.204335	0.128574	0.248989	0.0878136	0.213511	0.142873	0.140011	0.450106	0.128743	0.225186	0.280498	0.261586	0.208123	0.482089	0.294945	0.245577	0.285031	0.140774	0.178475	0.103588	1.1281	0.171846	0.0978993	0.0457517	0.139335	0.201006	0.0669956	0.0149867	0.262777	0.034202	0.128897	0.0783436	0.073413	0.0646613	0.076572	0.389952	0.0910781	0.121648	0.0312707	0.276809	0.038129	0.0520062	0.325686	0.0791562	0.0199168	0.523235	3.14548e-21	0.09580952	0.335151	0.367389	0.0909637	0.206496	8.425343
340	-13503.1	-13474.5	-28.5516	0.258176	0.134902	0.20101	0.155137	0.24119	0.124258	0.207459	0.17706	0.147164	0.395393	0.128628	0.165039	0.288912	0.175251	0.261155	0.409087	0.342799	0.290233	0.290306	0.131125	0.155669	0.155341	1.08739	0.212166	0.0968292	0.0583754	0.0530603	0.154636	0.0438393	0.0337415	0.246399	0.033242	0.132664	0.0341111	0.0232693	0.0992415	0.0592875	0.218662	0.0581196	0.177721	0.0884838	0.190826	0.053714	0.0444995	0.331953	0.0858799	0.0257136	0.511954	3.206e-21	0.1091781	0.335522	0.367796	0.0910645	0.205617	7.991073
350	-13515.3	-13483.3	-31.9595	0.359288	0.181418	0.18384	0.164306	0.297074	0.0738551	0.327727	0.165909	0.207196	0.286368	0.133838	0.147027	0.279361	0.298723	0.23618	0.450525	0.34073	0.288222	0.21436	0.0848341	0.173501	0.149287	1.22371	0.156728	0.0759716	0.108632	0.0717964	0.164447	0.0666189	0.0155347	0.258298	0.0528102	0.151964	0.0391595	0.0525714	0.060733	0.0547572	0.284732	0.0813964	0.101405	0.074502	0.162588	0.0277872	0.053862	0.319326	0.0894776	0.0254066	0.511928	9.92687e-21	0.1306971	0.336694	0.364881	0.0913824	0.207043	8.32971
360	-13508.1	-13476	-32.1229	0.373182	0.179953	0.24295	0.145676	0.27286	0.112128	0.269698	0.153728	0.202876	0.471864	0.117239	0.176541	0.310404	0.241161	0.257221	0.449596	0.325776	0.27456	0.194896	0.171153	0.160543	0.136123	1.0899	0.243149	0.0570674	0.0454386	0.081927	0.130951	0.0446004	0.0206103	0.297882	0.0527079	0.108048	0.0474193	0.0394587	0.0582011	0.0536723	0.281501	0.061785	0.105961	0.0163132	0.219818	0.0515773	0.0534998	0.299238	0.0838488	0.0307506	0.532663	5.00092e-21	0.1101096	0.335874	0.37012	0.087467	0.206539	8.348111
370	-13496.8	-13466.7	-30.1287	0.323915	0.156235	0.237246	0.129484	0.22797	0.181525	0.215969	0.128245	0.196514	0.37715	0.148836	0.146708	0.310185	0.223598	0.277884	0.396493	0.31176	0.289521	0.29186	0.0974292	0.165297	0.119804	1.15604	0.193776	0.0593559	0.0757024	0.0977708	0.16782	0.0560215	0.0391279	0.231904	0.0330759	0.13403	0.0500406	0.0219738	0.0479933	0.0532803	0.248625	0.082402	0.113832	0.0616789	0.216065	0.0535039	0.0534054	0.29871	0.0837008	0.0324609	0.531723	8.13685e-21	0.1205681	0.335217	0.371351	0.0872961	0.206135	8.147645
380	-13503.1	-13475.1	-27.9881	0.321928	0.142864	0.228362	0.144904	0.22797	0.131295	0.24405	0.162299	0.190925	0.39835	0.211538	0.151581	0.205168	0.206643	0.250075	0.309002	0.302694	0.274858	0.233385	0.139428	0.181396	0.155206	1.24166	0.17238	0.0862341	0.0366206	0.0423274	0.136858	0.0549724	0.0740589	0.122936	0.0204571	0.119504	0.0406109	0.0378843	0.0719005	0.037329	0.24211	0.113321	0.119249	0.0434374	0.272699	0.0331188	0.0505321	0.317374	0.0982638	0.0307144	0.503116	1.12632e-20	0.1205681	0.333635	0.369598	0.0916042	0.205162	7.933586
390	-13509.2	-13482	-27.1636	0.286346	0.140728	0.163673	0.162839	0.234077	0.219417	0.221613	0.123503	0.186391	0.470768	0.175452	0.157262	0.302938	0.24558	0.24037	0.291466	0.365997	0.255722	0.220953	0.126942	0.195266	0.155206	1.16509	0.136334	0.0522249	0.0469995	0.067542	0.131742	0.0688472	0.0202293	0.216681	0.0317348	0.103814	0.0476397	0.0633783	0.0380441	0.026626	0.220164	0.0362975	0.113253	0.0624579	0.220058	0.0397455	0.0459801	0.321937	0.0996764	0.0220587	0.510348	3.14893e-21	0.1177642	0.338276	0.37474	0.084279	0.202705	7.851416
400	-13507.9	-13480.3	-27.5354	0.33673	0.138748	0.243292	0.136841	0.333553	0.105133	0.179287	0.12108	0.181261	0.320723	0.151146	0.222126	0.222781	0.251222	0.19943	0.308565	0.282398	0.258234	0.267974	0.138705	0.203856	0.158626	1.11424	0.177335	0.13766	0.0804013	0.0663364	0.142691	0.0904611	0.0847411	0.198834	0.0337514	0.0545227	0.0357549	0.0423106	0.0612018	0.0825372	0.235282	0.0590035	0.0998171	0.0896244	0.200599	0.039474	0.045742	0.32027	0.110049	0.0162337	0.507706	1.5438e-20	0.1208322	0.324867	0.381903	0.0866497	0.20658	7.88829
410	-13507.5	-13479.2	-28.2913	0.325491	0.201864	0.185042	0.136841	0.303375	0.102533	0.243994	0.146064	0.204075	0.303369	0.150983	0.163962	0.220204	0.267631	0.217018	0.345752	0.331281	0.243508	0.255769	0.0883832	0.180566	0.158632	1.02671	0.190709	0.0496475	0.105405	0.060487	0.135887	0.104168	0.0709846	0.229163	0.0462241	0.0731676	0.0134253	0.0284299	0.110973	0.0680304	0.281284	0.0465585	0.14616	0.0994105	0.258582	0.0430918	0.0484111	0.340497	0.0940853	0.0181352	0.498871	3.82552e-20	0.1112777	0.324867	0.381903	0.0866497	0.20658	7.964836
