Iteration	Replicate_ID	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	lambda	pi[1]	pi[2]	pi[3]	pi[4]	TL
2041	1	-13507.6	-13482.5	-25.0521	0.264166	0.163037	0.193797	0.190242	0.21399	0.14811	0.174842	0.154176	0.176755	0.329736	0.138604	0.116516	0.249034	0.25026	0.231868	0.418499	0.328119	0.260281	0.317328	0.11363	0.177682	0.173143	1.13099	0.0947101	0.237115	0.0654447	0.157133	0.162368	0.0800981	0.0224537	0.0819725	0.0865793	0.0599899	0.0021544	0.0627517	0.0192546	0.10127	0.0347219	0.150423	0.0872495	0.167678	0.0207931	0.0314872	0.0553814	0.347087	0.0977315	0.0229334	0.461982	0.014884	0.1158526	0.303918	0.385742	0.0876388	0.222702	7.640457
2042	0	-13505.1	-13474.3	-30.7979	0.336156	0.145353	0.202614	0.119549	0.236372	0.125108	0.216425	0.150532	0.231515	0.370817	0.141362	0.158871	0.258009	0.304785	0.272544	0.287602	0.300522	0.308178	0.30032	0.152627	0.129127	0.11145	1.33438	0.169803	0.0427075	0.0564354	0.0892883	0.164005	0.0222593	0.010747	0.261539	0.00873061	0.175609	0.0455079	0.0584302	0.0442972	0.0701896	0.281891	0.0824605	0.0941458	0.0609736	0.249859	0.0326353	0.0528622	0.341681	0.0862611	0.0268665	0.492329	1.07342e-100	0.1088963	0.322358	0.374978	0.0845153	0.218149	8.21573
2043	1	-13500.3	-13471.5	-28.8693	0.297618	0.163316	0.210863	0.131128	0.307844	0.128845	0.240465	0.152026	0.188847	0.346075	0.189665	0.225835	0.256823	0.169884	0.215059	0.336209	0.364177	0.240296	0.270748	0.106246	0.204197	0.131273	1.15089	0.122801	0.227083	0.110542	0.267768	0.19125	0.0618528	0.021612	0.0819725	0.0572243	0.081098	0.000628878	0.0372338	0.039865	0.0955147	0.0222988	0.154875	0.0228829	0.233294	0.051571	0.113296	0.0620805	0.350409	0.0836579	0.0166498	0.474048	0.0131546	0.1077649	0.306424	0.375444	0.0865911	0.23154	8.022989
2044	0	-13503.8	-13473.3	-30.4418	0.35097	0.18907	0.192052	0.155868	0.296447	0.124674	0.213133	0.122033	0.181541	0.508616	0.172786	0.149507	0.243286	0.275309	0.204455	0.375519	0.332825	0.263602	0.322822	0.174913	0.209518	0.103127	1.05818	0.170116	0.138131	0.100595	0.0393181	0.157631	0.0379718	0.0129957	0.262686	0.0137539	0.127643	0.0512612	0.059444	0.114447	0.041574	0.154675	0.0667688	0.113211	0.0530842	0.214979	0.0281395	0.0442693	0.375922	0.0885753	0.0291911	0.462043	1.09862e-100	0.123299	0.324757	0.387434	0.0761649	0.211644	8.178682
2045	1	-13493.8	-13466.1	-27.7592	0.29148	0.181985	0.210863	0.116686	0.244204	0.116112	0.231189	0.115326	0.196714	0.41888	0.164955	0.162641	0.246736	0.223153	0.25288	0.336209	0.373306	0.255132	0.271967	0.144847	0.115425	0.124783	1.04249	0.0996143	0.238103	0.059561	0.248669	0.159839	0.059371	0.042932	0.0861368	0.0312222	0.0845625	0.00413247	0.043701	0.0341879	0.142091	0.0916574	0.175334	0.0541689	0.293874	0.0903988	0.0335777	0.0621324	0.348316	0.0738856	0.00731731	0.464352	0.0439965	0.1165916	0.331958	0.367659	0.0858907	0.214492	7.911092
2046	0	-13509.7	-13476.6	-33.1396	0.312503	0.135387	0.198982	0.123452	0.292311	0.122637	0.224665	0.146277	0.195908	0.442256	0.107598	0.179903	0.223902	0.264726	0.198953	0.406808	0.41436	0.288595	0.271281	0.120156	0.168603	0.11656	1.15613	0.178836	0.0904299	0.141656	0.0555473	0.136252	0.0167971	0.0817568	0.283674	0.0506345	0.136452	0.15831	0.0539536	0.0888272	0.0853019	0.234188	0.0693506	0.14581	0.0530842	0.236696	0.0394526	0.0414497	0.370271	0.0827587	0.034725	0.470795	1.06932e-100	0.1183127	0.342867	0.354601	0.0785024	0.22403	8.448965
2047	1	-13500.9	-13468.9	-31.9637	0.289538	0.146504	0.221446	0.129347	0.210341	0.133699	0.224736	0.10879	0.204301	0.450987	0.116191	0.242076	0.27725	0.236928	0.308556	0.233684	0.286962	0.323433	0.273579	0.0915011	0.18674	0.145914	1.41115	0.14459	0.21915	0.0591941	0.258539	0.222469	0.0946403	0.0417051	0.0861368	0.0859213	0.100635	0.00183615	0.0334942	0.0303123	0.0782443	0.0951879	0.131731	0.0609326	0.201952	0.0769117	0.0549827	0.0569502	0.317711	0.0753734	0.0104049	0.495992	0.0435685	0.1098356	0.335441	0.367969	0.0857465	0.210843	8.332218
2048	0	-13499.2	-13472.4	-26.8262	0.300799	0.151297	0.216187	0.191454	0.273744	0.126354	0.204826	0.116367	0.184993	0.358534	0.124535	0.202995	0.268765	0.217494	0.215214	0.275231	0.344819	0.24908	0.226524	0.120156	0.171967	0.13159	1.16318	0.123441	0.176567	0.0628657	0.0606242	0.124778	0.0453637	0.0297809	0.262821	0.0568645	0.113478	0.0551025	0.0571333	0.0805937	0.0230682	0.260208	0.056938	0.0927823	0.0718594	0.216723	0.012428	0.0464051	0.408667	0.0781249	0.0330551	0.433748	1.0404e-100	0.09928391	0.327355	0.378267	0.0755371	0.218841	7.819525
2049	1	-13497.8	-13470.8	-26.967	0.297024	0.150628	0.248838	0.12191	0.250113	0.161777	0.222717	0.170251	0.235856	0.397824	0.147387	0.183758	0.246589	0.277302	0.232113	0.320417	0.284064	0.279608	0.251892	0.132008	0.190321	0.0844541	1.00814	0.10737	0.197917	0.0753961	0.215913	0.143629	0.0537385	0.0135921	0.0754659	0.0313202	0.0880519	0.0223501	0.0562388	0.0334754	0.0851823	0.19692	0.140982	0.0579087	0.199378	0.0508874	0.0893797	0.050182	0.288936	0.0852804	0.0203676	0.519726	0.0355081	0.1344427	0.350493	0.362475	0.0934308	0.193601	7.830087
2050	0	-13512.5	-13482.3	-30.2207	0.253176	0.143872	0.159955	0.184858	0.2399	0.129646	0.174191	0.124687	0.198091	0.435813	0.145614	0.16804	0.261334	0.269018	0.250505	0.375172	0.322416	0.21157	0.267173	0.0924359	0.210413	0.137023	1.32703	0.185783	0.109624	0.0668398	0.0313005	0.0488198	0.0453637	0.0312353	0.242998	0.0493405	0.0970337	0.029937	0.0646689	0.102003	0.110466	0.264615	0.0734068	0.180235	0.117896	0.217474	0.00804176	0.0493668	0.387065	0.0847069	0.0358868	0.442975	1.08921e-100	0.0988889	0.345272	0.366355	0.0716598	0.216714	8.159015
2051	1	-13496.9	-13470.6	-26.283	0.274285	0.180087	0.19846	0.160477	0.243615	0.161777	0.231376	0.146036	0.187368	0.250584	0.187257	0.131178	0.318894	0.242504	0.215588	0.379359	0.317268	0.230241	0.267184	0.104685	0.201558	0.0768072	1.11771	0.13234	0.20898	0.0825078	0.239832	0.0994869	0.0897662	0.0423099	0.0426656	0.0438013	0.0969342	0.073866	0.0326959	0.000670333	0.0900252	0.0615252	0.172133	0.0625247	0.222879	0.0861293	0.0575011	0.05321	0.296354	0.0904609	0.019385	0.506345	0.034245	0.1225368	0.336966	0.361836	0.0906638	0.210534	7.762878
2052	0	-13507.1	-13479.6	-27.5126	0.282051	0.139328	0.234914	0.133387	0.317671	0.118962	0.23931	0.163141	0.231987	0.356466	0.124606	0.186627	0.225134	0.244063	0.248314	0.388816	0.303107	0.236703	0.233756	0.0999614	0.201672	0.107007	1.02615	0.149733	0.115226	0.0791883	0.0954183	0.046666	0.0234472	0.0420382	0.222359	0.0232761	0.151924	0.0851103	0.0750054	0.0826164	0.10548	0.205155	0.0901254	0.128852	0.0547015	0.231055	0.0364463	0.0524249	0.364322	0.0981215	0.0278302	0.457301	1.09407e-100	0.1114564	0.32678	0.379713	0.0837182	0.209789	7.886951
2053	1	-13495.8	-13466.3	-29.5549	0.219841	0.137387	0.231997	0.155835	0.314053	0.142388	0.193813	0.18797	0.273036	0.431522	0.107237	0.16365	0.242331	0.243283	0.251271	0.322862	0.350142	0.313585	0.267184	0.114987	0.227142	0.12066	1.12682	0.0868243	0.2524	0.0985424	0.265821	0.178156	0.084998	0.027228	0.0849998	0.0386786	0.0690463	0.0289873	0.0412707	0.0191786	0.052067	0.0934657	0.133916	0.0330989	0.22963	0.0600381	0.0719556	0.054712	0.319397	0.0904906	0.0121032	0.493854	0.0294434	0.1301712	0.322843	0.367799	0.0989523	0.210406	8.089303
2054	0	-13504.2	-13477.4	-26.819	0.285265	0.218697	0.230809	0.127277	0.251305	0.123702	0.23931	0.177687	0.158611	0.300544	0.159384	0.156647	0.264833	0.157831	0.247982	0.385604	0.356809	0.18589	0.213959	0.159869	0.168742	0.115102	1.08754	0.136694	0.0932938	0.11669	0.0933871	0.159197	0.0327433	0.056412	0.2808	0.0481941	0.063352	0.0745093	0.0325249	0.0622537	0.0995908	0.219767	0.101648	0.0734097	0.117429	0.156113	0.0255567	0.0562653	0.331252	0.0868983	0.02149	0.504094	1.06703e-100	0.1175998	0.327955	0.365843	0.088848	0.217354	7.816968
2055	1	-13490.9	-13464	-26.8243	0.255064	0.158954	0.244252	0.14193	0.248106	0.114722	0.182008	0.20937	0.1591	0.376295	0.121205	0.203643	0.259348	0.231487	0.196085	0.359084	0.308777	0.248239	0.261643	0.130291	0.18885	0.149823	1.12682	0.0936201	0.18801	0.0985424	0.249099	0.143768	0.0757117	0.0306697	0.0490955	0.0745603	0.116288	0.0265021	0.0585321	0.0184081	0.0783722	0.0661782	0.203772	0.0278377	0.238947	0.0459243	0.0580398	0.055643	0.294688	0.0885639	0.017167	0.503375	0.0405622	0.1228104	0.338069	0.359509	0.0939688	0.208452	7.816978
2056	0	-13509	-13481.9	-27.091	0.290023	0.16668	0.194599	0.171117	0.292078	0.160066	0.215234	0.132172	0.221627	0.336536	0.11057	0.207216	0.18711	0.20727	0.244872	0.388962	0.318328	0.269592	0.304703	0.108052	0.189829	0.136719	1.10793	0.19331	0.0912467	0.0301375	0.0535392	0.14359	0.0456283	0.0277578	0.2802	0.0833444	0.062568	0.0304702	0.0267547	0.0733264	0.0259996	0.208386	0.11138	0.103786	0.0659182	0.16892	0.0562515	0.0584688	0.35862	0.0912397	0.0311993	0.460472	1.12594e-100	0.1213602	0.325999	0.370554	0.0908287	0.212617	7.843801
2057	1	-13490.9	-13462.4	-28.5194	0.312526	0.153362	0.236295	0.129436	0.243172	0.13686	0.259999	0.186905	0.118378	0.376295	0.154401	0.182971	0.272504	0.21616	0.247668	0.293051	0.280175	0.227643	0.280391	0.122778	0.15224	0.126112	1.26589	0.124016	0.24669	0.0937271	0.267547	0.161565	0.0739564	0.0302189	0.0709143	0.0470002	0.105292	0.0472073	0.0252864	0.0465909	0.0760831	0.0465168	0.113529	0.0801493	0.217378	0.063256	0.0747589	0.0562797	0.266903	0.087608	0.0113188	0.531431	0.0464595	0.1187567	0.327616	0.362272	0.0991204	0.210992	7.986894
2058	0	-13507.1	-13479.9	-27.2053	0.255586	0.160002	0.205233	0.146675	0.235723	0.156445	0.268312	0.172554	0.169019	0.327015	0.140504	0.170953	0.279944	0.18651	0.245933	0.39718	0.35648	0.220997	0.239803	0.109303	0.178256	0.128708	1.11485	0.180462	0.0136835	0.0867625	0.0977481	0.105915	0.0456283	0.034266	0.240911	0.070865	0.122584	0.0543053	0.114658	0.0578113	0.0543698	0.219445	0.0882418	0.0727219	0.0373478	0.277813	0.0132223	0.0550353	0.376523	0.081985	0.0185555	0.467901	1.02531e-100	0.126189	0.31994	0.382593	0.0868222	0.210645	7.854748
2059	1	-13490.2	-13459.7	-30.5415	0.312526	0.153362	0.199082	0.161686	0.228953	0.164469	0.268432	0.141583	0.162461	0.380718	0.110218	0.231362	0.208101	0.25131	0.242065	0.316762	0.337263	0.305583	0.253771	0.133244	0.202329	0.119636	1.14627	0.126198	0.226638	0.140212	0.254742	0.186602	0.082388	0.0101761	0.110754	0.0163202	0.070027	0.0472073	0.0273267	0.042118	0.159221	0.0572221	0.191244	0.0337863	0.228398	0.0698849	0.0773806	0.0606405	0.30993	0.0729802	0.00736226	0.51074	0.0383479	0.1195339	0.33167	0.367622	0.0897066	0.211001	8.189027
2060	0	-13508.3	-13476.8	-31.5201	0.356958	0.213234	0.230723	0.123199	0.229504	0.172439	0.301861	0.193645	0.164003	0.383932	0.140087	0.167147	0.24259	0.262322	0.267214	0.463864	0.313904	0.283622	0.250776	0.130401	0.179601	0.0993082	1.13221	0.112589	0.0469467	0.123598	0.0616823	0.167724	0.0495049	0.0685656	0.257729	0.0580215	0.123068	0.103882	0.051977	0.0418539	0.0179651	0.219445	0.0816491	0.12184	0.0407853	0.192401	0.0426599	0.0483922	0.338138	0.0958568	0.023287	0.494326	1.07117e-100	0.1241066	0.315119	0.370671	0.0936233	0.220587	8.286433
2061	1	-13485	-13459.2	-25.8269	0.299936	0.141733	0.197253	0.161686	0.240735	0.158049	0.235316	0.10529	0.213021	0.417192	0.12423	0.200904	0.202026	0.246515	0.24587	0.313816	0.343573	0.259244	0.27072	0.117577	0.192282	0.105444	1.02507	0.0769559	0.208926	0.109167	0.27535	0.149877	0.0845406	0.0379054	0.0576831	0.0394655	0.0904246	0.0472073	0.0426588	0.0178497	0.0962918	0.0944521	0.153151	0.0382557	0.176876	0.0801867	0.0226045	0.0528025	0.372434	0.0858768	0.00770755	0.446992	0.0341866	0.1220711	0.328946	0.371683	0.086534	0.212837	7.717313
2062	0	-13503.8	-13470	-33.7819	0.292584	0.200472	0.201279	0.15426	0.287057	0.185917	0.246767	0.185409	0.217656	0.480184	0.143265	0.198007	0.296273	0.277277	0.306202	0.417261	0.360077	0.339166	0.286206	0.156443	0.192085	0.106665	1.11916	0.191005	0.0653962	0.04912	0.0560168	0.152677	0.011864	0.0374055	0.254156	0.0550102	0.0913196	0.0515802	0.010843	0.0499984	0.0289844	0.278979	0.0844864	0.101044	0.0305348	0.240456	0.0223906	0.0488683	0.320804	0.100845	0.0231946	0.506288	1.04785e-100	0.1207615	0.30033	0.386451	0.0940127	0.219206	8.512943
2063	1	-13492.3	-13467.3	-24.9956	0.263733	0.17647	0.234338	0.161686	0.276069	0.083405	0.197224	0.0949059	0.158639	0.341414	0.126528	0.193232	0.195859	0.264026	0.24587	0.330071	0.349016	0.261651	0.276651	0.129298	0.175397	0.106001	1.14028	0.0930358	0.215939	0.0883578	0.272469	0.176287	0.100205	0.00364935	0.0369766	0.00766768	0.0964087	0.0606179	0.0337215	0.00851366	0.0585041	0.0905889	0.183196	0.0559059	0.187942	0.0219298	0.0611736	0.0656891	0.333208	0.0708209	0.0128028	0.47815	0.0393287	0.1153656	0.332536	0.358988	0.0883902	0.220086	7.634853
2064	0	-13500.7	-13474.3	-26.4122	0.33066	0.196863	0.158837	0.154653	0.219469	0.151731	0.206625	0.150603	0.166851	0.396404	0.108905	0.206124	0.290585	0.239067	0.241233	0.282088	0.310624	0.255381	0.25244	0.130207	0.201476	0.14743	1.17537	0.142211	0.0974438	0.0767013	0.0383563	0.135055	0.021885	0.0767513	0.227933	0.0449549	0.0819322	0.0649934	0.0840721	0.0714439	0.0577318	0.194304	0.0347284	0.123137	0.0169389	0.193796	0.0189289	0.0610879	0.343399	0.0967432	0.0251049	0.473665	1.01714e-100	0.1113274	0.320637	0.375078	0.0906575	0.213628	7.776923
2065	1	-13500.5	-13476.3	-24.192	0.293841	0.154969	0.222007	0.172638	0.277569	0.155959	0.222869	0.114867	0.192514	0.310363	0.159053	0.167771	0.225727	0.167783	0.247677	0.350966	0.28076	0.239926	0.225065	0.113101	0.224554	0.0965499	1.05006	0.1564	0.200204	0.0672047	0.218606	0.134209	0.0705318	0.0333386	0.0995396	0.0196871	0.0385136	0.0823574	0.0339489	0.0270313	0.115501	0.0578545	0.121065	0.0513813	0.182482	0.0752148	0.102901	0.0701548	0.306307	0.0716318	0.0136732	0.493622	0.0446116	0.1147342	0.320558	0.382385	0.0882584	0.208799	7.554565
2066	0	-13502.2	-13474.9	-27.2945	0.361672	0.145772	0.184358	0.178744	0.293347	0.147864	0.167992	0.153138	0.181223	0.40273	0.143506	0.176177	0.25199	0.189213	0.227332	0.319113	0.310624	0.238547	0.234319	0.154307	0.262792	0.121391	1.06098	0.153094	0.106328	0.0536855	0.0844157	0.145204	0.0137595	0.0157046	0.246434	0.0449549	0.0720447	0.0750608	0.0758858	0.0834053	0.0613749	0.307554	0.0459741	0.0552807	0.0511659	0.22032	0.0452467	0.0516317	0.354043	0.0862103	0.0225528	0.485562	1.04867e-100	0.1225875	0.330856	0.374045	0.0896718	0.205426	7.864022
2067	1	-13497.6	-13471.9	-25.6468	0.235415	0.191386	0.213482	0.147418	0.247812	0.14128	0.197014	0.175913	0.158185	0.398871	0.0907392	0.187154	0.176967	0.271876	0.239909	0.332301	0.303408	0.265249	0.295164	0.171531	0.163989	0.142016	1.0715	0.0850984	0.195901	0.107924	0.200912	0.248528	0.0883351	0.0526675	0.0541273	0.0362858	0.0734339	0.0614813	0.0169086	0.0266051	0.0532481	0.0602076	0.100888	0.0890513	0.217079	0.0682463	0.0423742	0.0610325	0.35051	0.0707082	0.0162569	0.472269	0.0292229	0.1363913	0.327558	0.367345	0.0825103	0.222587	7.697878
2068	0	-13508.2	-13478.1	-30.1802	0.345293	0.138234	0.269951	0.113036	0.355077	0.0981479	0.256655	0.132299	0.20377	0.371495	0.143929	0.1535	0.248731	0.258194	0.237185	0.341492	0.341476	0.224417	0.293503	0.105183	0.252023	0.139391	1.14293	0.224047	0.0602828	0.0635978	0.101684	0.124432	0.0450774	0.00388745	0.290153	0.0286896	0.0973249	0.0884454	0.0776928	0.0581142	0.0543452	0.179246	0.110102	0.111238	0.082222	0.178418	0.00647518	0.0541028	0.350733	0.0947748	0.0159098	0.484479	1.09993e-100	0.1347517	0.311436	0.385374	0.0865896	0.2166	8.151382
2069	1	-13483.1	-13457.1	-25.9243	0.302187	0.137572	0.195868	0.145786	0.242577	0.130006	0.244031	0.185915	0.17131	0.41544	0.145942	0.151951	0.274829	0.224116	0.255074	0.350042	0.344364	0.247007	0.211676	0.0934893	0.17668	0.101221	1.15046	0.0898247	0.260963	0.0688984	0.217575	0.126343	0.0808052	0.0213781	0.0931553	0.00233212	0.0808748	0.0614813	0.0347289	0.0315875	0.0519853	0.0470401	0.152067	0.0479432	0.222763	0.0659005	0.0726298	0.0512965	0.35023	0.0781173	0.0172077	0.456099	0.0470493	0.1143798	0.33743	0.365058	0.0819842	0.215527	7.727822
2070	0	-13509	-13477	-32.0035	0.361436	0.186019	0.215345	0.113036	0.27876	0.170278	0.227396	0.108173	0.208126	0.368396	0.179407	0.139745	0.219209	0.239685	0.287939	0.396849	0.331209	0.236571	0.285062	0.135318	0.187915	0.128621	1.35733	0.136083	0.0907586	0.0785196	0.0711864	0.112815	0.0329986	0.00577493	0.256261	0.0530545	0.0493742	0.0557796	0.0879841	0.0558339	0.0850356	0.294236	0.0549046	0.165202	0.065552	0.195035	0.0272129	0.0464318	0.366107	0.0862158	0.0228536	0.478392	1.0536e-100	0.1175172	0.34869	0.365698	0.0842501	0.201362	8.335431
2071	1	-13497.9	-13463.4	-34.48	0.318704	0.174172	0.22175	0.172116	0.258288	0.159133	0.20376	0.152395	0.196194	0.35756	0.145942	0.222227	0.236473	0.291138	0.248262	0.451137	0.302141	0.274377	0.259406	0.142207	0.177449	0.0955672	1.40636	0.0915915	0.241665	0.0517982	0.342178	0.19905	0.0962238	0.0502897	0.0575045	0.0561784	0.0587928	0.0871345	0.0238175	0.0376073	0.0177237	0.126544	0.135407	0.0763183	0.221585	0.0687112	0.0767617	0.0556316	0.33593	0.0730135	0.0103441	0.484895	0.0401857	0.1119193	0.334219	0.363496	0.087681	0.214604	8.583646
2072	0	-13512.7	-13477.3	-35.4102	0.274658	0.202133	0.242311	0.128236	0.281945	0.13161	0.227268	0.160931	0.242469	0.437624	0.15478	0.106157	0.318575	0.259861	0.212211	0.377331	0.335124	0.328805	0.227781	0.134462	0.176093	0.114696	1.36518	0.18556	0.126812	0.0746231	0.0316602	0.0917679	0.0208199	0.0569014	0.269063	0.058718	0.145507	0.0556902	0.058508	0.134842	0.0885602	0.28096	0.0851847	0.164038	0.0280738	0.253696	0.025081	0.0424428	0.349382	0.0907188	0.0180139	0.499443	1.06751e-100	0.1154956	0.323163	0.376677	0.0847028	0.215457	8.676306
2073	1	-13502.5	-13470.3	-32.1422	0.339538	0.166757	0.22175	0.107506	0.232768	0.14417	0.227426	0.182789	0.221398	0.535847	0.116701	0.197373	0.266045	0.244354	0.24907	0.354574	0.382723	0.274377	0.223227	0.137211	0.176982	0.202534	0.987404	0.0990844	0.249523	0.0365631	0.293139	0.159885	0.0840869	0.105306	0.0721874	0.0175048	0.0901538	0.100282	0.00500135	0.0357411	0.0868157	0.125185	0.164724	0.0784587	0.226669	0.0446885	0.0829268	0.0516321	0.32981	0.0794491	0.0127917	0.483771	0.042546	0.1060062	0.314694	0.380367	0.0857141	0.219225	8.350448
2074	0	-13503.1	-13472.9	-30.2325	0.324942	0.148171	0.240133	0.131627	0.263838	0.111331	0.215234	0.150518	0.217295	0.438636	0.127773	0.189183	0.273749	0.248009	0.247014	0.292203	0.358634	0.310214	0.225164	0.150435	0.198364	0.146077	1.18851	0.184681	0.0776884	0.092037	0.0724029	0.0568867	0.0521851	0.0809694	0.250156	0.0523625	0.0837111	0.043589	0.0392219	0.0495021	0.0957905	0.246419	0.0785246	0.149759	0.0475781	0.160269	0.0483039	0.0477368	0.362316	0.089662	0.0205341	0.479751	1.00052e-100	0.1098159	0.325827	0.372277	0.0837437	0.218152	8.159098
2075	1	-13502.6	-13468.8	-33.8404	0.253027	0.197861	0.215991	0.120113	0.251326	0.146511	0.227002	0.168196	0.167268	0.49703	0.133661	0.193439	0.280269	0.213274	0.270069	0.429712	0.316085	0.345704	0.271605	0.146317	0.174844	0.0745128	1.13977	0.109653	0.306938	0.0883163	0.368074	0.167379	0.117964	0.116305	0.0535578	0.0142963	0.074855	0.0343302	0.000825583	0.0712135	0.0577103	0.115849	0.164724	0.0670928	0.226669	0.0480734	0.0815905	0.0484051	0.300933	0.0822775	0.00684498	0.510387	0.0511526	0.1186686	0.331378	0.366557	0.0848288	0.217236	8.519003
2076	0	-13504.6	-13475.7	-28.8573	0.321162	0.22639	0.192729	0.176279	0.221077	0.137057	0.203059	0.126355	0.20509	0.440228	0.141358	0.115516	0.202844	0.206493	0.279405	0.488313	0.249009	0.25862	0.251782	0.100005	0.19088	0.111764	1.28952	0.156573	0.0793058	0.0786485	0.0369051	0.112589	0.0484691	0.079943	0.249267	0.0378511	0.0965658	0.0571618	0.00708249	0.0948878	0.0853429	0.218387	0.0853001	0.0967422	0.0542901	0.188617	0.0229704	0.0522702	0.352447	0.082941	0.0217365	0.490606	1.02316e-100	0.1072413	0.316307	0.389619	0.0806513	0.213423	8.021839
2077	1	-13488.7	-13462	-26.7452	0.267053	0.15031	0.204318	0.122179	0.202942	0.110321	0.233343	0.133292	0.166195	0.368836	0.136246	0.174199	0.265744	0.264338	0.263344	0.292307	0.315841	0.308672	0.304051	0.121145	0.233524	0.116111	1.15455	0.0872323	0.168517	0.120488	0.319089	0.166674	0.0666056	0.0425223	0.0725546	0.0400006	0.103525	0.049118	0.00858265	0.0425511	0.10116	0.0430305	0.164617	0.0525208	0.171921	0.0418748	0.0379333	0.0482611	0.299528	0.0895032	0.020335	0.506443	0.0359297	0.1197992	0.331969	0.372252	0.0918646	0.203915	7.809376
2078	0	-13511.5	-13483.2	-28.3024	0.27121	0.198875	0.226028	0.129083	0.23197	0.2106	0.282302	0.126956	0.253193	0.399436	0.151473	0.172723	0.196587	0.217776	0.244999	0.38139	0.321059	0.291713	0.265863	0.158283	0.133822	0.174979	0.96168	0.145223	0.0511074	0.0422997	0.046645	0.0965759	0.0109574	0.0794222	0.262739	0.0330992	0.137747	0.114984	0.00918329	0.0783623	0.0626289	0.219295	0.100138	0.193241	0.0205129	0.243927	0.0140819	0.0586732	0.363396	0.082412	0.0277996	0.46772	1.07462e-100	0.1290196	0.32649	0.37443	0.0802364	0.218844	7.964173
2079	1	-13493.2	-13463	-30.2259	0.362107	0.162208	0.246704	0.155682	0.276248	0.176557	0.218585	0.128436	0.175887	0.425791	0.171253	0.178333	0.232184	0.195749	0.30692	0.284236	0.323971	0.261965	0.233257	0.11777	0.239145	0.106118	1.07365	0.125425	0.226747	0.112747	0.2974	0.173703	0.0844675	0.0522451	0.0346138	0.0476871	0.102426	0.0659776	0.0355758	0.026765	0.0988941	0.00960104	0.179462	0.0886228	0.198069	0.0816334	0.0620117	0.0536266	0.337684	0.0826459	0.0083739	0.481066	0.0366041	0.1259716	0.313398	0.374518	0.094622	0.217461	8.156825
2080	0	-13498.6	-13471.3	-27.2284	0.356917	0.148752	0.231364	0.109666	0.214149	0.165442	0.195646	0.133196	0.222523	0.399436	0.158209	0.148393	0.243999	0.21029	0.198526	0.34108	0.341329	0.23601	0.258238	0.133059	0.136976	0.122953	1.12444	0.148739	0.0602974	0.102846	0.0235836	0.174024	0.0462092	0.0201373	0.261395	0.0597071	0.159091	0.0592722	0.0812382	0.0694878	0.0499945	0.225769	0.0914723	0.184417	0.00604857	0.198439	0.00577721	0.0470874	0.371685	0.0866616	0.033096	0.461469	1.13815e-100	0.1113167	0.32567	0.382929	0.077931	0.21347	7.858543
2081	1	-13498.8	-13474.2	-24.6186	0.242049	0.210679	0.236094	0.114893	0.204862	0.118574	0.268045	0.185803	0.156301	0.369384	0.131613	0.196283	0.263459	0.257868	0.206307	0.352115	0.306324	0.323035	0.267252	0.144897	0.224155	0.100835	0.977246	0.0887981	0.174522	0.074229	0.226049	0.140668	0.121275	0.0303765	0.0659862	0.0476871	0.106899	0.0135543	0.0217351	0.026765	0.0687094	0.0414698	0.133074	0.0255188	0.227578	0.0816334	0.0204799	0.0671605	0.333428	0.0762061	0.00793158	0.478424	0.0368504	0.1361464	0.324795	0.362056	0.0941388	0.219011	7.595079
2082	0	-13503.4	-13475.2	-28.1693	0.29825	0.125454	0.204843	0.161686	0.283565	0.12561	0.195671	0.14246	0.217468	0.36802	0.168506	0.177891	0.284586	0.230698	0.287165	0.322073	0.306608	0.257069	0.312964	0.154309	0.189539	0.085475	1.08794	0.1309	0.150405	0.0708334	0.0797636	0.0933901	0.0168715	0.0939698	0.217343	0.0364432	0.147943	0.0863173	0.0466191	0.0440799	0.0314741	0.237813	0.0963616	0.114375	0.0436003	0.187946	0.0378138	0.0435865	0.41632	0.0865275	0.0232405	0.430325	1.0241e-100	0.1164962	0.326796	0.381161	0.0756711	0.216372	7.952111
2083	1	-13505.2	-13477.1	-28.0412	0.34089	0.18044	0.238783	0.146274	0.202184	0.104768	0.183306	0.121695	0.214271	0.341106	0.144963	0.17578	0.257217	0.30098	0.289368	0.287525	0.347323	0.274426	0.267949	0.165112	0.186722	0.156944	0.992718	0.0949479	0.17375	0.110757	0.286763	0.188476	0.0924078	0.00151211	0.0659862	0.049169	0.0856939	0.0509917	0.0274259	0.00359405	0.185484	0.0574597	0.129827	0.0750303	0.237517	0.0816334	0.0195804	0.0563467	0.339215	0.0696877	0.0098385	0.470131	0.0547816	0.1220615	0.341152	0.366497	0.0813174	0.211034	7.938752
