Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
110	-3293.412	-3305.25	11.8375	3.872836	0.1907316	0.0103466	0.0194122	0.0280746	0.0155346	0.0177424	0.0245052	0.0435066	0.0254928	0.0130602	0.0426444	0.0177219	0.0192605	0.0119674	0.00804842	0.02866751	0.04502135	0.016712	0.531956	0.0102055	0.00522553	0.434282	0.00161961	21.79621	0.1189073	-3.551991	0.000379771	0.0286055	0.359038	3.61198	0.301731	0.293008	0.135297	0.269964	0.1639286	0.7253601
120	-3291.508	-3309.037	17.52824	4.051269	0.1366576	0.0155087	0.0150136	0.0306115	0.0156237	0.0120477	0.0131726	0.0447198	0.0177967	0.0138883	0.0212049	0.0247954	0.0116921	0.0133866	0.00619017	0.01866161	-0.009292759	0.0146668	0.578707	0.00891933	0.00626666	0.389643	0.00179683	26.22681	0.1180138	-3.981287	2.15734e-05	0.00687361	0.201317	3.79179	0.286511	0.310861	0.137969	0.26466	0.1087211	1.085473
130	-3283.3	-3299.252	15.95224	3.838217	0.1380104	0.0166626	0.0151061	0.0287261	0.0241485	0.0102487	0.0210376	0.0496687	0.0186598	0.016027	0.0124827	0.0248281	0.0208938	0.0134238	0.00753478	0.02153453	0.07764484	0.0128195	0.543616	0.00337258	0.00305616	0.435991	0.00114512	30.14495	0.06956873	-3.838098	2.3824e-05	0.00722203	0.205438	3.78732	0.295554	0.299176	0.138074	0.267195	0.1472136	0.4725701
140	-3289.093	-3301.159	12.06611	3.467919	0.1645836	0.020937	0.0238836	0.0321343	0.0230617	0.0200783	0.0180924	0.0397895	0.0204782	0.0177068	0.0145064	0.0199984	0.02306	0.0153667	0.015727	0.03379921	-0.1049318	0.0143302	0.458671	0.00261667	0.00555698	0.516299	0.00252537	25.01619	0.2111084	-3.387318	0.000120125	0.0161571	0.285248	3.69848	0.338766	0.276228	0.13006	0.254947	0.1061766	1.988277
150	-3286.231	-3298.057	11.82663	3.467919	0.1619231	0.0171882	0.0333214	0.0454526	0.0315731	0.0265681	0.0242239	0.0328686	0.0165376	0.0182741	0.00977188	0.0187913	0.0219298	0.0151169	0.0101693	0.02822928	0.09084972	0.0126751	0.558303	0.000840563	0.00944834	0.41635	0.00238286	30.80889	0.1789133	-3.567395	0.00010464	0.0150858	0.277425	3.70738	0.280189	0.309766	0.133552	0.276493	0.269763	0.663224
160	-3285.047	-3300.105	15.05876	3.467919	0.176535	0.0274029	0.0281284	0.0400599	0.0296646	0.0250237	0.027303	0.0304647	0.0179744	0.0143841	0.0136558	0.034744	0.0225847	0.0117214	0.00858177	0.02129793	0.1933595	0.012238	0.54387	0.00261738	0.0037004	0.435297	0.00227785	30.01201	0.05452937	-3.849145	0.000212099	0.0214288	0.319719	3.65864	0.298259	0.31615	0.116521	0.269071	0.2478888	0.2199751
170	-3287.526	-3299.655	12.12908	3.355562	0.1783156	0.0347217	0.0202466	0.0457935	0.0293298	0.0161672	0.0310842	0.0224037	0.0364436	0.0142838	0.0128922	0.0332619	0.0290844	0.01894	0.00932803	0.02129125	0.155801	0.017265	0.508413	0.00522833	0.00909647	0.457393	0.00260383	13.19204	0.1921872	-3.849459	0.000229342	0.0222763	0.324753	3.65274	0.268621	0.329843	0.130839	0.270697	0.3479883	0.5522807
180	-3285.67	-3298.653	12.98383	3.355562	0.1857608	0.0188688	0.0241572	0.03904	0.0295017	0.0220503	0.0384306	0.0232845	0.0653194	0.0247678	0.0195664	0.0269769	0.0289027	0.0202234	0.0185727	0.0261767	-0.2252254	0.0140543	0.481004	0.0037594	0.00279519	0.492036	0.0063506	11.23805	0.3394817	-3.642885	0.000312862	0.0259858	0.345486	3.62821	0.299697	0.29481	0.147584	0.257909	0.1142563	2.97123
190	-3304.43	-3313.866	9.436399	3.65687	0.1950672	0.0227817	0.0388419	0.043429	0.0288709	0.0271466	0.0368385	0.05695	0.0574131	0.0124984	0.0218009	0.0170427	0.0164935	0.0243979	0.013595	0.02066849	-0.06339658	0.0192909	0.55233	0.00771091	0.00275629	0.408416	0.00949507	9.336014	0.3064669	-3.879145	0.000446091	0.0309791	0.370662	3.59791	0.286588	0.31083	0.15413	0.248453	0.2430703	1.260816
200	-3299.751	-3306.521	6.770467	3.371367	0.1915712	0.0213053	0.0437411	0.0505442	0.0319331	0.0215602	0.0336938	0.0714138	0.0678219	0.0128186	0.0153098	0.022793	0.0225926	0.0230095	0.0170946	0.03089009	-0.03302688	0.0281916	0.472303	0.0066445	0.00217601	0.482898	0.00778708	8.919146	0.3812172	-3.47732	0.000392017	0.0290588	0.361304	3.60925	0.272972	0.313535	0.139177	0.274315	0.3481903	1.094853
210	-3292.263	-3302.793	10.52968	3.270056	0.1651615	0.0290942	0.0311953	0.0435575	0.0166412	0.0207538	0.0395015	0.0566723	0.0835429	0.0104898	0.0184093	0.048253	0.030184	0.0225118	0.0361373	0.02784708	-0.1006528	0.020468	0.486946	0.00239023	0.00543072	0.479524	0.00524126	9.165881	0.1833562	-3.581027	0.000123708	0.0163948	0.28694	3.69654	0.297798	0.29997	0.137372	0.264861	0.08270347	2.217032
220	-3295.429	-3305.539	10.10977	2.618198	0.1859722	0.0342861	0.0280054	0.0473171	0.0184877	0.0277945	0.026901	0.038574	0.0807964	0.0190036	0.0155197	0.0504309	0.0170855	0.036878	0.0407463	0.04184106	0.03958326	0.0175273	0.567058	0.00125396	0.0225927	0.381073	0.0104954	7.130885	0.1557657	-3.173877	0.000315519	0.026095	0.346068	3.62752	0.309073	0.287862	0.145223	0.257841	0.1953489	0.7973715
230	-3287.809	-3303.949	16.13965	2.33734	0.1957256	0.0314342	0.031776	0.0459155	0.0165923	0.0406945	0.0273588	0.027931	0.0543115	0.0188921	0.0289661	0.0250351	0.0377812	0.0446585	0.0367436	0.03378942	-0.01556973	0.0100623	0.517416	0.00171245	0.0207719	0.436275	0.0137622	6.942553	0.06114287	-3.387608	0.000456843	0.0313466	0.37241	3.59579	0.282942	0.322699	0.135332	0.259026	0.04557314	1.341643
240	-3286.967	-3300.278	13.31055	2.243041	0.2036789	0.0175725	0.0271067	0.0596485	0.024083	0.0369737	0.0335595	0.0235185	0.0652311	0.0339144	0.0414161	0.0543084	0.0291779	0.0449431	0.0549757	0.03486488	-0.03627795	0.0114278	0.5734	0.00202703	0.0250357	0.385593	0.00251607	7.726973	0.05726677	-3.356275	0.000601751	0.0359244	0.393191	3.57028	0.303698	0.302442	0.120306	0.273553	0.02098882	2.728442
250	-3288.751	-3297.596	8.844313	2.391932	0.1925579	0.0197123	0.0316687	0.0574969	0.0332752	0.0374604	0.05064	0.0234858	0.0996851	0.013018	0.0455989	0.0422506	0.0504847	0.0601559	0.0408247	0.02627638	0.008384558	0.0116773	0.512096	0.00608249	0.0169466	0.449577	0.00362049	6.255553	0.02265142	-3.639085	0.000406772	0.0295955	0.363957	3.60604	0.286872	0.298982	0.13567	0.278476	0.03103598	0.729844
260	-3291.998	-3306.647	14.64887	2.599329	0.15674	0.0283036	0.0158281	0.0523441	0.0139095	0.0421721	0.0278238	0.0376756	0.0854903	0.0137476	0.0363261	0.0287129	0.0355119	0.0326124	0.03071	0.02688334	-0.07040757	0.0110126	0.550872	0.00815733	0.0254728	0.399128	0.00535783	6.305142	0.07534662	-3.616249	7.89004e-05	0.0131096	0.262049	3.72476	0.305792	0.298307	0.132283	0.263618	0.004939051	15.25528
270	-3291.222	-3307.314	16.09212	2.599329	0.1737557	0.0342089	0.0188715	0.0402202	0.012468	0.037887	0.0272152	0.0290069	0.0787562	0.0152638	0.0487152	0.0199228	0.0281401	0.0515793	0.026667	0.03213487	-0.04965625	0.00836733	0.521893	0.000603167	0.0230598	0.407249	0.0388282	5.434919	0.05193714	-3.437813	0.000187137	0.0201374	0.311808	3.66787	0.294226	0.298867	0.130418	0.276489	0.002280891	22.77055
280	-3290.705	-3305.222	14.51675	2.554128	0.1818401	0.021458	0.0272905	0.0384257	0.0162439	0.0240859	0.0420497	0.0451386	0.101392	0.0229312	0.0302999	0.0348765	0.0316271	0.052534	0.0197862	0.03289408	0.05849519	0.00914306	0.571948	0.00118746	0.0120823	0.389885	0.0157543	6.672161	0.005191668	-3.414463	0.000266508	0.0239996	0.334632	3.6411	0.278127	0.341128	0.131786	0.24896	0.06368685	0.08151868
290	-3291.021	-3304.693	13.67141	2.554128	0.171391	0.0302649	0.0281939	0.0459811	0.0180491	0.0234438	0.041428	0.0224621	0.0953291	0.0293999	0.0607687	0.020995	0.0194739	0.0385635	0.030985	0.03279288	0.1193947	0.00791301	0.617879	0.000912607	0.0149165	0.33898	0.0193993	6.972279	0.01471827	-3.417544	0.000167688	0.0190694	0.305025	3.67574	0.304199	0.282382	0.124721	0.288698	0.134113	0.1097453
300	-3289.733	-3298.478	8.745099	2.472076	0.1875698	0.02799	0.0336406	0.0543201	0.00951182	0.0327487	0.0248144	0.0145675	0.113618	0.0441363	0.0463623	0.0556285	0.0361773	0.0281918	0.0425901	0.03697143	-0.1021965	0.0142824	0.484035	0.00134463	0.00969686	0.479004	0.0116367	7.385489	0.1753265	-3.29761	0.000336126	0.0269263	0.350446	3.62229	0.311334	0.297957	0.130231	0.260478	0.07313003	2.397463
310	-3295.877	-3303.584	7.707488	2.472076	0.2244758	0.0159642	0.0222412	0.0383617	0.00513758	0.0274076	0.0364532	0.0376819	0.112768	0.0316939	0.0660446	0.0332353	0.0345896	0.0478932	0.0244447	0.03095499	-0.01194769	0.0292712	0.465835	0.00287533	0.00487715	0.485937	0.0112041	7.598342	0.1424047	-3.475221	0.0011275	0.0489807	0.444485	3.50541	0.289352	0.290672	0.130482	0.289493	0.130457	1.091583
320	-3294.3	-3299.581	5.280602	2.472076	0.2152538	0.0375933	0.0285112	0.0543318	0.0090004	0.0328384	0.0306652	0.0406496	0.10767	0.0134539	0.10208	0.0271695	0.0404147	0.0357225	0.109531	0.04021252	0.08648934	0.01441	0.566595	0.00542914	0.00739007	0.398163	0.00801287	5.320773	0.1117906	-3.213577	0.000866388	0.0430127	0.422285	3.53384	0.31286	0.290778	0.12624	0.270122	0.19828	0.5638019
330	-3294.182	-3301.435	7.252584	2.472076	0.237752	0.0640433	0.0225622	0.0970634	0.0112235	0.0360617	0.056457	0.063643	0.0844108	0.0164458	0.0698124	0.0381605	0.0243451	0.0335644	0.0859958	0.04093882	0.1066713	0.0171042	0.510352	0.0075137	0.00242894	0.452763	0.00983834	4.875875	0.03369041	-3.195677	0.00158924	0.0579985	0.474935	3.46548	0.286026	0.326855	0.115059	0.27206	0.1403617	0.2400257
340	-3289.065	-3298.833	9.768283	1.956289	0.1822723	0.0552829	0.0245054	0.0973147	0.0298422	0.0360108	0.0437666	0.0344701	0.0936577	0.0164829	0.0330575	0.0740601	0.0579101	0.0443219	0.0356174	0.04880514	0.0709915	0.0103032	0.55217	0.00481372	0.00528201	0.423644	0.00378736	6.215483	0.02704206	-3.01992	0.000271353	0.024215	0.335835	3.63968	0.316563	0.289745	0.11535	0.278342	0.09803356	0.2758449
350	-3286.316	-3295.109	8.792944	1.956289	0.1491002	0.0484924	0.0335405	0.100988	0.0261721	0.0420151	0.0512439	0.0489157	0.0715734	0.0165364	0.0417548	0.0627921	0.0378173	0.0788824	0.0344049	0.05054962	-0.07577012	0.00940853	0.544067	0.00980743	0.00904561	0.426375	0.00129647	7.747947	0.106349	-2.9848	5.0206e-05	0.0104688	0.239111	3.75037	0.291826	0.301441	0.131117	0.275617	0.03057887	3.477858
360	-3290.517	-3298.342	7.824793	2.103409	0.1591067	0.0757823	0.0213619	0.0772797	0.0292254	0.033714	0.0733381	0.046357	0.0591249	0.0181526	0.0593518	0.0941777	0.0233062	0.0501944	0.0393625	0.05101755	-0.1729395	0.00784317	0.582696	0.00635748	0.0120171	0.386133	0.00495345	7.843232	0.1796819	-2.975586	8.99628e-05	0.0139937	0.269091	3.71683	0.289265	0.297688	0.123877	0.28917	0.006742406	26.64952
370	-3283.165	-3297.135	13.97045	2.145363	0.1986109	0.0419544	0.0262188	0.0816042	0.0301746	0.037227	0.0649448	0.0415416	0.0706963	0.0189563	0.0226981	0.0235423	0.0308879	0.0299332	0.0659068	0.03713314	-0.06042872	0.00711789	0.557283	0.0157163	0.0206148	0.396058	0.0032095	4.908575	0.06830904	-3.293245	0.000506156	0.032978	0.380023	3.58649	0.301148	0.305937	0.129398	0.263517	0.007880324	8.668303
380	-3288.016	-3297.89	9.874149	2.23083	0.1957868	0.028492	0.0302849	0.104624	0.0249756	0.0391123	0.0486709	0.0520441	0.0962436	0.0317468	0.0206772	0.0475718	0.0384809	0.0174725	0.0217745	0.03359027	0.0858647	0.00918914	0.518665	0.00457112	0.0204899	0.445946	0.00113885	7.590157	0.03814034	-3.393519	0.000457852	0.0313808	0.372573	3.59559	0.289007	0.314025	0.131787	0.265181	0.124005	0.3075709
390	-3289.518	-3296.214	6.69576	2.23083	0.1578345	0.0270696	0.0348291	0.104474	0.0286134	0.0483972	0.0575139	0.0465434	0.0583551	0.0391049	0.0293607	0.0497478	0.0643735	0.0156282	0.026185	0.05082033	0.1562574	0.0173497	0.474332	0.00275838	0.0098002	0.49544	0.000320336	12.25361	0.04460184	-2.979459	8.38774e-05	0.0135146	0.26531	3.72109	0.290008	0.299577	0.138544	0.271871	0.2008592	0.2220552
400	-3291.957	-3299.588	7.630726	2.19347	0.1426904	0.0277336	0.0248434	0.0879448	0.0430356	0.034247	0.0793484	0.0476139	0.0752064	0.031269	0.0488818	0.018575	0.0662172	0.0326847	0.0264331	0.04171148	0.05547337	0.0147266	0.472372	0.0014541	0.00382907	0.507584	3.40044e-05	13.53059	0.04016438	-3.176979	3.30967e-05	0.00850712	0.219682	3.77178	0.273886	0.308893	0.136949	0.280273	0.09563775	0.4199637
410	-3288.945	-3297.228	8.2837	2.19347	0.1301797	0.0419199	0.0266125	0.0850528	0.029373	0.0371614	0.0595075	0.0933642	0.0754783	0.0191387	0.0146227	0.018914	0.0274829	0.0156288	0.0226443	0.03713657	-0.07984879	0.0153523	0.594641	0.000929255	0.00899924	0.379964	0.000114529	9.56338	0.1348263	-3.293153	1.30353e-05	0.00534722	0.181603	3.81304	0.288629	0.300532	0.131294	0.279544	0.05497751	2.45239
420	-3299.897	-3305.726	5.828138	2.490801	0.166908	0.0171043	0.0193468	0.0999245	0.0220668	0.028051	0.0654339	0.0871181	0.0475846	0.0221322	0.0469146	0.081516	0.0416513	0.0144665	0.0192266	0.03505536	-0.05715896	0.00843837	0.537659	0.000939984	0.017193	0.435623	0.000146407	12.55775	0.06498957	-3.350827	0.00013503	0.0171241	0.292041	3.6907	0.267393	0.322068	0.125287	0.285252	0.007830615	8.299422
430	-3290.289	-3298.782	8.492896	2.660601	0.2040941	0.046051	0.0290322	0.0562873	0.0204496	0.0304984	0.0514284	0.0653536	0.0585328	0.0210128	0.0275744	0.0766157	0.0130193	0.0247689	0.0120962	0.03846501	-0.05828363	0.0129865	0.551836	0.00249108	0.0162867	0.415898	0.000502153	8.335466	0.186243	-3.258006	0.000610108	0.0361703	0.394258	3.56896	0.315086	0.303252	0.125594	0.256068	0.1279594	1.455485
440	-3290.577	-3304.185	13.60794	2.516411	0.2059896	0.0240788	0.0299318	0.0728853	0.02688	0.0248942	0.0372142	0.0373634	0.0439243	0.015875	0.012741	0.0281528	0.0301986	0.0252648	0.0168006	0.02770015	-0.3739809	0.0203573	0.524826	0.0100404	0.00552636	0.438264	0.000985979	10.04787	0.390183	-3.586317	0.000649295	0.0373008	0.399108	3.56294	0.268547	0.293878	0.139494	0.298081	0.01620209	24.08226
450	-3289.615	-3300.424	10.80938	2.279476	0.1607544	0.0461002	0.0245205	0.0891182	0.0162403	0.0464506	0.0429873	0.0322806	0.0267719	0.0257511	0.0164216	0.0482124	0.0370756	0.0225845	0.0291652	0.02930541	0.007969708	0.0179309	0.495108	0.0134065	0.00412126	0.466191	0.00324235	16.16285	0.05492822	-3.529983	9.83429e-05	0.0146274	0.273973	3.7113	0.272727	0.307379	0.13513	0.284764	0.06289793	0.8732914
460	-3290.065	-3296.936	6.870272	2.279476	0.1511468	0.041216	0.0417409	0.129009	0.0253013	0.0495339	0.0521387	0.0339317	0.0463769	0.0290906	0.0182819	0.0375895	0.0398889	0.0455463	0.0143322	0.03977264	-0.1747831	0.00887333	0.527294	0.0056882	0.00295619	0.452378	0.00281017	12.48996	0.3434866	-3.224576	5.69243e-05	0.0111441	0.245283	3.74352	0.294145	0.308614	0.131369	0.265871	0.1687034	2.036038
470	-3286.621	-3297.59	10.96948	1.990035	0.1846258	0.0240548	0.0319672	0.0914093	0.0317217	0.0374778	0.0627513	0.0466176	0.021186	0.02108	0.0181333	0.029277	0.0285028	0.0146	0.0194412	0.03059308	-0.02225499	0.0120483	0.514075	0.00525525	0.00262386	0.455086	0.0109116	19.87407	0.1167006	-3.486981	0.00029888	0.0254034	0.342359	3.63194	0.311909	0.279285	0.138357	0.270449	0.09444558	1.235638
480	-3286.746	-3295.667	8.9202	2.221828	0.1802023	0.0206885	0.0255369	0.0994079	0.0134708	0.0391389	0.0560372	0.0327653	0.0292124	0.0212611	0.0090932	0.0191318	0.0523307	0.0311892	0.0113079	0.02550586	0.003466618	0.00631662	0.574666	0.00686005	0.0165968	0.392607	0.00295299	17.85324	0.1463014	-3.668847	0.000248724	0.0231913	0.330055	3.6465	0.293774	0.311643	0.132289	0.262294	0.149768	0.9768534
490	-3292.417	-3301.357	8.940947	2.552307	0.1228618	0.019369	0.0249238	0.0744029	0.0170534	0.0268966	0.0468216	0.0476124	0.0224572	0.0134686	0.0181338	0.0195018	0.0308265	0.0176498	0.0100018	0.03270585	0.03454249	0.00669962	0.57796	0.00174464	0.0116247	0.398819	0.00315237	35.52219	0.1702129	-3.420201	6.92065e-06	0.00389948	0.159483	3.83661	0.312682	0.295643	0.139844	0.251832	0.2047554	0.8312987
500	-3297.637	-3304.795	7.158036	2.552307	0.1640746	0.0172822	0.0166456	0.0965369	0.0287645	0.0264474	0.0985631	0.0408003	0.0205843	0.0112221	0.0176403	0.0193824	0.0420816	0.0155008	0.046935	0.02370473	-0.1040789	0.00331141	0.581447	0.00654666	0.0139192	0.393011	0.00176525	20.18874	0.1398784	-3.742081	0.000117036	0.0159492	0.283755	3.70018	0.269128	0.315982	0.120244	0.294645	0.03579954	3.907269
510	-3291.261	-3301.206	9.945381	2.552307	0.141553	0.0214467	0.0190933	0.111454	0.00970363	0.0305921	0.0616536	0.0319715	0.0308036	0.0232707	0.0192632	0.0245876	0.0306186	0.0462811	0.0189897	0.02893425	-0.1018983	0.00497219	0.559851	0.00940767	0.0169667	0.408404	0.000398914	21.94236	0.1244966	-3.542729	3.06167e-05	0.0081834	0.216223	3.77556	0.271406	0.314328	0.138583	0.275684	0.02259826	5.509122
520	-3297.679	-3301.941	4.261892	2.552307	0.1367316	0.0581186	0.0241653	0.10904	0.007507	0.0321032	0.102565	0.032468	0.0180077	0.026481	0.027235	0.0541932	0.0128875	0.0351048	0.0220643	0.03166939	-0.455053	0.00771465	0.558291	0.0047447	0.0142871	0.414812	0.000150296	23.39155	0.4744546	-3.452405	2.1692e-05	0.00689241	0.201543	3.79154	0.30744	0.321491	0.107745	0.263325	0.0194016	24.45441
530	-3289.549	-3298.738	9.189581	2.567701	0.1936258	0.0539915	0.0319586	0.089209	0.0259806	0.0240302	0.0724021	0.0273286	0.0112522	0.0232397	0.0151008	0.0222362	0.015213	0.0781908	0.0655392	0.03000238	-0.05376105	0.0159943	0.568955	0.00922558	0.0126155	0.392599	0.000610879	8.327604	0.06264581	-3.506479	0.000423187	0.030181	0.366818	3.60258	0.29696	0.314529	0.133506	0.255004	0.008884755	7.050932
540	-3291.009	-3302.883	11.87375	2.569634	0.1856083	0.0358245	0.0267222	0.0709458	0.0224793	0.0380275	0.0409278	0.0304223	0.0152763	0.023491	0.0527134	0.0254246	0.0191788	0.0737482	0.0629922	0.03971052	0.01377149	0.0159369	0.610456	0.0082677	0.00264962	0.3626	8.96304e-05	8.166398	0.02443705	-3.226139	0.000310957	0.0259073	0.345067	3.62871	0.305587	0.291168	0.121249	0.281995	0.03820854	0.6395704
550	-3296.449	-3303.266	6.816174	2.35507	0.1341092	0.053087	0.0181863	0.0638911	0.0504249	0.0653207	0.0330516	0.0814486	0.0280236	0.0200922	0.0868201	0.0177052	0.0285903	0.0238652	0.0440403	0.03553884	-0.2156564	0.00763143	0.509735	0.00522063	0.00291597	0.474127	0.00037019	16.22335	0.2730976	-3.337129	1.7798e-05	0.00624521	0.193556	3.80018	0.282226	0.310499	0.143076	0.264199	0.0574412	4.754385
560	-3292.373	-3300.086	7.712659	2.379879	0.1552332	0.0639101	0.0357513	0.0778777	0.0382403	0.0545297	0.0641661	0.0601497	0.0424446	0.0187499	0.0669827	0.0363634	0.0378325	0.0352068	0.015689	0.03924703	0.205661	0.00760582	0.487849	0.0140378	0.00664676	0.482748	0.00111277	15.02847	0.04254372	-3.237879	7.24253e-05	0.0125629	0.257548	3.72982	0.267635	0.331253	0.1279	0.273213	0.2482048	0.1714057
570	-3291.837	-3300.506	8.669358	2.379879	0.1677729	0.0385921	0.0305361	0.104839	0.017655	0.0459595	0.0499791	0.0329076	0.0293521	0.0221012	0.0213178	0.0689924	0.017307	0.0357754	0.0350622	0.0341879	0.2631975	0.00594261	0.443521	0.0177124	0.00256229	0.52971	0.000552137	14.33879	0.07992431	-3.375884	0.00014092	0.0174912	0.294558	3.68781	0.316424	0.301243	0.131955	0.250378	0.3431218	0.2329328
