Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
4180	-3.4628	0	-3.4628	2.865	0.8664193	0.0829933	0.0115898	0.838259	0.162303	0.263558	0.128314	0.0148011	0.210493	0.107645	0.17078	0.0096466	0.0208418	0.0427319	0.0064783	0.1310413	0.1640484	0.0872079	0.0372232	0.416584	0.0316619	0.393714	0.0336094	43.11608	0.1504332	0.109594	0.432561	0.973786	2.48406	0.747644	0.016847	0.204106	0.0314035	0.3144816	0.478353
4190	-7.89216	0	-7.89216	28.72996	0.6877354	0.0589584	0.0120519	0.665257	0.159509	0.115702	0.260909	0.021476	0.1687	0.112155	0.134788	0.0139865	0.0317726	0.049825	0.00518821	0.1206962	0.01220413	0.205185	0.0569027	0.266954	0.0977868	0.343741	0.0294293	34.15012	0.2166361	0.0715707	0.357685	0.920237	2.65051	0.366627	0.166056	0.420834	0.0464833	0.2288403	0.9466697
4200	0.235138	0	0.235138	12.10214	0.9721898	0.122111	0.00728458	0.357834	0.180955	0.116052	0.12218	0.0240115	0.174163	0.0605761	0.126509	0.0248858	0.0738979	0.0613626	0.00708469	0.1314731	0.09944566	0.0908867	0.0167527	0.387426	0.0464192	0.451338	0.00717765	39.55894	0.07721296	0.131372	0.46823	0.995235	2.40516	0.289065	0.0795617	0.193521	0.437852	0.1766586	0.4370744
4210	-6.62034	0	-6.62034	10.1136	1.069918	0.123462	0.00331445	0.62451	0.140584	0.0699592	0.100459	0.0163142	0.413711	0.122357	0.0604356	0.065957	0.0732326	0.185017	0.00363227	0.100732	-0.069834	0.211984	0.0721244	0.291761	0.0970897	0.319133	0.00790832	15.83627	0.1095802	0.15069	0.496804	1.01068	2.34182	0.388187	0.0564265	0.151914	0.403472	0.03974619	2.756999
4220	-2.62368	0	-2.62368	9.486652	1.288779	0.0659666	0.00274232	0.340804	0.0818636	0.0480756	0.0779126	0.0180298	0.38452	0.0339567	0.069326	0.18434	0.064145	0.170696	0.00372748	0.08001692	-0.1121819	0.379229	0.0740047	0.127326	0.168038	0.247765	0.00363698	28.89962	0.1193201	0.190774	0.549155	1.03517	2.2249	0.257446	0.132062	0.107923	0.502568	0.007138194	16.71572
4230	-13.1933	0	-13.1933	14.02628	1.374042	0.164647	0.00801431	0.647458	0.188762	0.175363	0.101591	0.0413093	0.603172	0.0751681	0.15837	0.550544	0.245147	0.253351	0.00689585	0.1323521	-0.1693496	0.361157	0.0918313	0.188634	0.174033	0.180112	0.00423303	24.96994	0.1726329	0.205192	0.566153	1.04208	2.18657	0.131787	0.580369	0.0615818	0.226263	0.003283282	52.57937
4240	-14.3825	0	-14.3825	23.55067	1.099065	0.178941	0.00611503	0.445545	0.026576	0.172512	0.16168	0.0391557	0.318465	0.0587316	0.131896	0.615458	0.207544	0.240703	0.0031832	0.1498516	-0.06157195	0.232488	0.0961417	0.282144	0.101561	0.285743	0.0019235	46.28426	0.07122661	0.156285	0.504629	1.01465	2.32443	0.150602	0.534818	0.0938739	0.220706	0.009654663	7.377432
4250	-5.73282	0	-5.73282	34.71888	1.262923	0.0430323	0.00338017	0.12934	0.0263892	0.176473	0.0822092	0.032932	0.192647	0.0189773	0.0807431	0.494328	0.143119	0.0651378	0.00277306	0.1222889	-0.04015935	0.467899	0.0381225	0.34717	0.0363503	0.109345	0.0011132	43.56265	0.05107798	0.186271	0.543667	1.03283	2.23723	0.0576448	0.210486	0.552725	0.179144	0.01091863	4.678057
4260	-2.80302	0	-2.80302	27.98682	1.419117	0.0438202	0.00125438	0.219349	0.0245964	0.171	0.104802	0.016299	0.105509	0.0389565	0.0795904	0.426537	0.140761	0.0618686	0.00391855	0.1197466	-0.02265397	0.519337	0.265127	0.135289	0.047069	0.0305918	0.00258562	29.55074	0.02987869	0.212553	0.574515	1.0453	2.16764	0.103295	0.622288	0.18196	0.0924571	0.007224717	4.13562
4270	-15.6588	0	-15.6588	34.61881	1.205548	0.117689	0.00173722	0.224503	0.0380654	0.496948	0.116535	0.0465511	0.203735	0.0735461	0.149431	0.967134	0.130447	0.0622591	0.0113063	0.1262716	-0.04019965	0.743022	0.127924	0.070693	0.0201498	0.025754	0.0124575	38.29339	0.04542427	0.176057	0.530877	1.02717	2.2659	0.0503459	0.311011	0.483186	0.155457	0.005224623	8.694268
4280	-6.19515	0	-6.19515	15.24012	0.849777	0.0529033	0.000552405	0.163158	0.0150826	0.540821	0.176306	0.0410993	0.160305	0.0608513	0.0815582	0.461055	0.0553185	0.0358218	0.00849878	0.09135161	-0.06994847	0.3768	0.190204	0.190485	0.16162	0.0738243	0.00706628	29.63955	0.07401409	0.106098	0.426428	0.969847	2.49763	0.0376995	0.0735092	0.447114	0.441678	0.004065619	18.20488
4290	-11.7859	0	-11.7859	22.23983	0.9823402	0.0833773	0.000939066	0.18638	0.0572722	0.71251	0.54637	0.0266752	0.256797	0.141962	0.160388	0.0767579	0.0750956	0.0363382	0.0148642	0.1794785	-0.1122368	0.214557	0.216461	0.269639	0.217073	0.0733254	0.00894397	48.44733	0.1186758	0.133417	0.471379	0.997011	2.39819	0.0993026	0.175052	0.184107	0.541538	0.006439008	18.43076
4300	-8.99306	0	-8.99306	3.633652	1.258498	0.112367	0.00167994	0.195003	0.0289947	0.918599	0.265094	0.026058	0.411649	0.315442	0.227238	0.0918425	0.0278546	0.0720694	0.0134767	0.1791737	-0.151117	0.393024	0.124436	0.355306	0.0847414	0.0360055	0.00648687	25.98112	0.1557175	0.185494	0.542711	1.03242	2.23938	0.0519321	0.152527	0.454979	0.340562	0.004600479	33.84811
4310	-10.7096	0	-10.7096	12.51617	1.362243	0.187716	0.00185775	0.411835	0.0365621	0.57125	0.153663	0.0543848	0.515587	0.224718	0.165744	0.115697	0.0430313	0.0487758	0.0292717	0.1790177	-0.1843698	0.489099	0.147609	0.203857	0.107684	0.0400255	0.0117251	43.92788	0.1900998	0.203236	0.563896	1.04119	2.19168	0.0042593	0.25208	0.146092	0.597568	0.005729936	33.1766
4320	-4.19532	0	-4.19532	14.8494	1.338617	0.0743825	0.00101989	0.209046	0.0151314	0.318683	0.163624	0.0326148	0.485378	0.071882	0.0471401	0.0553589	0.0127367	0.0231161	0.011729	0.155691	-0.06842175	0.578868	0.0136646	0.259733	0.12268	0.0102364	0.0148174	27.49262	0.07964041	0.199282	0.559287	1.03935	2.20208	0.0222671	0.529391	0.113443	0.3349	0.01121866	7.098925
4330	-2.06792	0	-2.06792	2.762938	1.235597	0.327794	0.0022684	0.3584	0.0315217	0.235395	0.281568	0.0601731	0.496738	0.127928	0.083995	0.0699174	0.0129305	0.0286267	0.027272	0.120696	-0.2166398	0.556112	0.00486187	0.331482	0.0845835	0.00918031	0.0137797	25.68809	0.2312562	0.181444	0.537684	1.03022	2.25065	0.0503251	0.306376	0.374205	0.269094	0.01461643	15.82167
4340	-13.4459	0	-13.4459	7.043085	1.251135	0.294172	0.00293599	0.560031	0.0389159	0.392197	0.609558	0.081696	0.902249	0.281323	0.12367	0.0948164	0.0277393	0.053877	0.0836905	0.1702773	-0.2109545	0.287151	0.014959	0.247347	0.252815	0.0417943	0.155933	48.41853	0.2256976	0.184197	0.541109	1.03172	2.24297	0.033284	0.626654	0.15884	0.181222	0.01474308	15.30871
4350	-17.2263	0	-17.2263	3.779552	1.370158	0.209172	0.0110704	0.837637	0.0647376	0.358956	0.703708	0.410357	1.23233	0.410662	0.120969	0.220225	0.094062	0.0808646	0.13853	0.3079828	-0.3900625	0.309728	0.0330535	0.251373	0.173258	0.0250402	0.207548	5.308059	0.4031575	0.20455	0.565414	1.04179	2.18825	0.0641803	0.246588	0.293067	0.396165	0.01309495	30.78725
4360	-11.7725	0	-11.7725	16.44375	1.431193	0.136352	0.00451326	0.639702	0.0331452	0.128508	0.302454	0.207975	0.666783	0.298391	0.0761692	0.129437	0.142048	0.0693528	0.0559882	0.2934618	-0.2614466	0.390845	0.0414648	0.125704	0.304175	0.0210441	0.116768	19.89647	0.2688022	0.214495	0.576688	1.04611	2.16271	0.0955771	0.176439	0.307997	0.419987	0.007355567	36.54404
4370	-17.9062	0	-17.9062	20.42348	1.381815	0.120052	0.00293722	0.722799	0.0254902	0.20061	0.346507	0.187929	0.751215	0.201331	0.120211	0.252907	0.110648	0.183844	0.0642956	0.2791	-0.06337016	0.416143	0.0404416	0.074366	0.358474	0.0608906	0.0496852	45.24907	0.067274	0.206474	0.567625	1.04266	2.18325	0.533023	0.168129	0.264745	0.0341023	0.00390384	17.23278
4380	-8.80139	0	-8.80139	5.340058	1.887632	0.132858	0.00282544	0.714645	0.0163181	0.211535	0.175313	0.424048	0.675384	0.141398	0.116138	0.213532	0.0786103	0.120314	0.0637346	0.2226229	-0.04297429	0.129388	0.0406646	0.158996	0.557674	0.0389603	0.0743173	9.956299	0.05707635	0.279482	0.642507	1.06691	2.01111	0.130029	0.147725	0.594378	0.127868	0.01410205	4.047378
4390	-6.79605	0	-6.79605	4.958895	2.274317	0.0856693	0.00225592	0.720436	0.0194466	0.226634	0.194582	0.264416	0.376751	0.121451	0.118496	0.171122	0.0946016	0.185735	0.0552403	0.2308125	-0.2437642	0.264592	0.0922963	0.0333781	0.280718	0.119354	0.209662	42.17348	0.2509664	0.323959	0.681337	1.07555	1.91915	0.0881969	0.0903292	0.702294	0.11918	0.007202185	34.84587
4400	-16.5375	0	-16.5375	5.158404	2.057719	0.0848649	0.00523342	0.717362	0.0578564	0.35568	0.471705	0.632661	0.550771	0.277518	0.137265	0.533427	0.279579	0.430145	0.0714536	0.2862294	-0.2355538	0.483832	0.106217	0.0820181	0.0690578	0.059324	0.199551	10.24259	0.2563333	0.300069	0.661014	1.07137	1.96755	0.273758	0.0643022	0.489379	0.17256	0.02077951	12.33586
4410	-10.0602	0	-10.0602	5.419851	2.706387	0.0337532	0.00307692	0.549562	0.0280315	0.105927	0.28259	0.321734	0.248195	0.0540359	0.0475123	0.185873	0.152611	0.220331	0.0130872	0.1888961	-0.3215804	0.0884148	0.0289229	0.0968353	0.172737	0.0515297	0.56156	47.18255	0.3702358	0.36519	0.713856	1.08062	1.84033	0.113938	0.156274	0.326629	0.403159	0.0486554	7.609346
4420	-11.2036	0	-11.2036	7.264247	2.576281	0.0491605	0.00419935	0.633892	0.0248923	0.118421	0.382795	0.789677	0.360286	0.0394987	0.0450316	0.215792	0.156525	0.34772	0.0247698	0.2027539	-0.2889178	0.562409	0.042373	0.077197	0.11172	0.0798154	0.126486	10.3457	0.3441097	0.353571	0.704995	1.07944	1.86199	0.381769	0.453915	0.118714	0.0456017	0.05519184	6.234792
4430	-5.88922	0	-5.88922	21.04155	2.242157	0.0230343	0.00108474	0.479949	0.0169389	0.0283608	0.175992	0.308215	0.220119	0.00937461	0.0830325	0.055805	0.121297	0.29172	0.0191907	0.1371785	-0.06109106	0.489211	0.0622016	0.156785	0.0542158	0.0755342	0.162053	44.30064	0.1149261	0.320563	0.678519	1.07502	1.9259	0.383805	0.256943	0.0920229	0.267229	0.05383507	2.134782
4440	-12.0875	0	-12.0875	18.35603	2.373276	0.0370897	0.00338747	0.542755	0.019189	0.025491	0.119655	0.176248	0.256382	0.0104467	0.145963	0.0681492	0.112045	0.175214	0.0415796	0.1083893	0.04645423	0.167867	0.0391202	0.165987	0.032292	0.337215	0.257519	45.49622	0.06657877	0.334103	0.689622	1.07703	1.89924	0.11023	0.294086	0.0327953	0.562889	0.113033	0.5890207
4450	-10.8146	0	-10.8146	35.23772	1.79704	0.0509962	0.00577634	0.277248	0.0264478	0.0300091	0.141852	0.248863	0.324576	0.00436029	0.304478	0.0490703	0.17209	0.211905	0.0792448	0.144908	-0.02759007	0.268958	0.077845	0.105904	0.0693689	0.257485	0.220439	43.47177	0.1637206	0.267782	0.631536	1.06397	2.03671	0.406227	0.234825	0.0442779	0.314671	0.1361305	1.202674
4460	-3.88351	0	-3.88351	20.24647	1.812109	0.0435454	0.00287807	0.105877	0.0135638	0.0184636	0.113196	0.187594	0.158089	0.00360968	0.172867	0.0566091	0.21197	0.0913356	0.0750423	0.08488653	0.07481711	0.213112	0.141207	0.0841665	0.133488	0.240548	0.187479	30.81032	0.05669322	0.269766	0.633421	1.06449	2.03232	0.519999	0.109038	0.141608	0.229355	0.1315103	0.4310933
4470	6.29858	0	6.29858	3.165489	1.698062	0.0293869	0.00475041	0.130936	0.0255513	0.0138432	0.106202	0.105339	0.171441	0.00345963	0.119492	0.0441365	0.0987446	0.0557308	0.0753381	0.07055303	0.09102009	0.538419	0.0649227	0.040739	0.0557177	0.0797645	0.220437	19.62285	0.0267541	0.254362	0.618516	1.06021	2.06691	0.309481	0.337269	0.155992	0.197259	0.1177742	0.2271644
4480	8.27366	0	8.27366	5.344328	1.394866	0.0278629	0.00771982	0.0799871	0.0152063	0.0253405	0.0517792	0.0620487	0.166559	0.00287258	0.115969	0.0518395	0.076601	0.111722	0.0581835	0.04970582	0.355209	0.226829	0.0547954	0.0139586	0.36204	0.180919	0.161458	43.04948	0.06232411	0.208615	0.570067	1.0436	2.17772	0.301873	0.251004	0.203749	0.243375	0.4175331	0.1492675
4490	10.9641	0	10.9641	8.610651	1.481032	0.0137702	0.0100515	0.074652	0.0126723	0.0212175	0.0523074	0.0308188	0.104546	0.00301797	0.0781895	0.0594904	0.0520366	0.091627	0.0578778	0.04466496	0.1833148	0.115046	0.0571044	0.113742	0.450878	0.114653	0.148577	31.63167	0.08767216	0.222377	0.585368	1.04929	2.14297	0.543101	0.287621	0.135094	0.0341841	0.270987	0.3235291
4500	9.1417	0	9.1417	7.153874	1.341111	0.0120358	0.0142172	0.0855278	0.018723	0.0163676	0.0436818	0.0249629	0.0754324	0.00415582	0.0475448	0.113662	0.0771968	0.138365	0.0344524	0.05013322	0.1830956	0.199586	0.00224829	0.0990085	0.573959	0.0183655	0.106833	45.35967	0.07152687	0.199701	0.559779	1.03955	2.20097	0.157692	0.255623	0.0786203	0.508065	0.2546225	0.2809135
4510	9.21555	0	9.21555	8.713997	1.17637	0.010877	0.0240288	0.165076	0.022171	0.0128703	0.0553695	0.0428697	0.102022	0.00974494	0.0514061	0.127524	0.164288	0.118129	0.0453199	0.06285165	0.1360516	0.173429	0.00528316	0.174678	0.435878	0.0549736	0.155759	10.16016	0.01390306	0.170745	0.524026	1.02402	2.28121	0.461184	0.353462	0.0390171	0.146336	0.1499547	0.09271508
4520	-1.1009	0	-1.1009	7.696828	0.9961251	0.0169939	0.0324748	0.412098	0.0460345	0.0325911	0.097642	0.101724	0.201845	0.0350005	0.0783198	0.287703	0.308896	0.154587	0.0762106	0.1046376	0.2318363	0.251983	0.00929412	0.121479	0.484341	0.0400557	0.0928475	24.57742	0.02841368	0.13618	0.475584	0.999355	2.38888	0.35251	0.362678	0.0419173	0.242895	0.26025	0.1091784
4530	3.53269	0	3.53269	5.197938	0.829843	0.00752374	0.0356936	0.259149	0.028629	0.0165011	0.136281	0.0327508	0.0905494	0.0650666	0.0865336	0.154601	0.112249	0.223335	0.0349826	0.09422339	0.1531275	0.11065	0.00958251	0.469112	0.35784	0.0419822	0.0108333	18.1952	0.03775575	0.101891	0.418877	0.964893	2.51434	0.34188	0.393151	0.0455669	0.219402	0.1908832	0.197795
4540	-10.8956	0	-10.8956	7.883288	0.9558852	0.0155631	0.0895374	0.47008	0.127093	0.0196364	0.274922	0.0429144	0.220833	0.130225	0.109431	0.256687	0.190135	0.285704	0.0874259	0.1011589	0.2438787	0.0968886	0.00999822	0.24556	0.333948	0.0711443	0.242461	24.52888	0.06341859	0.12807	0.463078	0.992288	2.41656	0.0854496	0.426285	0.0601111	0.428154	0.3072973	0.2063754
4550	5.56304	0	5.56304	8.189507	0.9451642	0.0112233	0.0207343	0.15167	0.0556236	0.00711225	0.0719703	0.0191282	0.0580875	0.0862268	0.0331749	0.0780125	0.168017	0.082011	0.0388977	0.08606087	0.02596054	0.0612262	0.0103787	0.156125	0.450747	0.0633397	0.258183	30.64767	0.08221217	0.125887	0.459625	0.990284	2.4242	0.222266	0.242672	0.184762	0.3503	0.1081727	0.7600084
4560	-3.32291	0	-3.32291	4.738383	1.015745	0.0344274	0.0499939	0.503746	0.0959862	0.0113647	0.24653	0.0384077	0.0534645	0.169033	0.103673	0.198562	0.262416	0.126589	0.0849237	0.2207966	-0.1477252	0.10267	0.0110593	0.130567	0.527077	0.122469	0.106157	6.888395	0.2177108	0.140085	0.481434	1.00256	2.37592	0.371936	0.0275455	0.357716	0.242802	0.06998561	3.110793
4570	-2.3494	0	-2.3494	8.264066	0.7560195	0.0789944	0.0356723	0.318251	0.165339	0.0242943	0.14225	0.0464859	0.0695407	0.115781	0.0985351	0.137719	0.202997	0.114167	0.04094	0.1699516	-0.1577031	0.0860625	0.00758262	0.135814	0.160647	0.299282	0.310613	9.021159	0.296642	0.0861723	0.388806	0.943982	2.58104	0.205632	0.10047	0.0804289	0.61347	0.1389388	2.135054
4580	-3.35524	0	-3.35524	12.24007	0.6970474	0.124626	0.046163	0.35119	0.0841474	0.0273349	0.118465	0.0444705	0.105521	0.158685	0.125596	0.188743	0.188844	0.130279	0.0831364	0.1502174	-0.1143377	0.108068	0.00218241	0.229263	0.0958632	0.487618	0.0770053	19.76659	0.1345938	0.0735577	0.362134	0.923769	2.64054	0.102129	0.0994827	0.52819	0.270198	0.02025602	6.64463
4590	-14.035	0	-14.035	22.08481	0.8205983	0.179632	0.0736672	0.516929	0.154099	0.0160661	0.210825	0.159345	0.160854	0.14444	0.0732631	0.319752	0.0880341	0.209817	0.0781097	0.1725537	0.020869	0.195998	0.0124862	0.198903	0.0980441	0.370302	0.124268	42.06879	0.05260779	0.0999337	0.415297	0.962503	2.52227	0.0421825	0.0209547	0.813105	0.123758	0.07347679	0.7159783
4600	-2.819	0	-2.819	7.913766	0.7757199	0.115738	0.0340978	0.300592	0.0521236	0.0148849	0.222	0.145462	0.141264	0.0420067	0.0637913	0.103041	0.0606355	0.396403	0.0654954	0.173491	0.007143726	0.114521	0.0111457	0.155408	0.115245	0.279749	0.323931	12.5545	0.05382679	0.0903827	0.397172	0.949993	2.56245	0.135662	0.0126949	0.781236	0.0704069	0.06097052	0.8828331
4610	1.15258	0	1.15258	9.787727	0.5039215	0.0880644	0.0303621	0.397078	0.035886	0.0106459	0.158128	0.110191	0.0608884	0.0537533	0.0273747	0.0438285	0.0330071	0.170382	0.0520107	0.05197974	-0.01933211	0.094071	0.0289028	0.0602117	0.195996	0.197661	0.423157	18.18058	0.05215312	0.0341169	0.254468	0.823101	2.88831	0.389001	0.0298694	0.341828	0.239301	0.03282101	1.589016
4620	2.33821	0	2.33821	12.99745	0.5711646	0.0698266	0.0606874	0.370522	0.0601388	0.0115009	0.0993709	0.0974041	0.0305925	0.043648	0.0356874	0.0479734	0.0667729	0.152188	0.0293656	0.11291	0.06304316	0.201304	0.0421894	0.0381788	0.270121	0.0805003	0.367707	19.28067	0.034178	0.0472206	0.295859	0.865863	2.79106	0.43876	0.0155855	0.23515	0.310504	0.09722116	0.351549
4630	-13.7422	0	-13.7422	20.76516	0.5638746	0.0684413	0.0834532	0.582885	0.083398	0.0377564	0.542527	0.337567	0.0595902	0.0572842	0.10408	0.0987392	0.12293	0.23736	0.0419437	0.1055877	0.03775865	0.0168697	0.0537623	0.0357689	0.127775	0.190661	0.575163	40.3441	0.05285033	0.0457534	0.291585	0.861707	2.80095	0.239344	0.339874	0.226144	0.194639	0.09060898	0.5832791
4640	0.299366	0	0.299366	17.69455	0.613922	0.0404266	0.102339	0.322588	0.0322176	0.0262659	0.203527	0.156753	0.00761767	0.0288863	0.0501967	0.104624	0.0396593	0.13809	0.022754	0.124996	0.07575329	0.0165661	0.104126	0.12536	0.173004	0.191673	0.389271	36.96496	0.04595218	0.0559916	0.319923	0.888259	2.73583	0.610317	0.0711053	0.239614	0.0789636	0.1217055	0.3775688
4650	-7.20577	0	-7.20577	8.537534	0.6920892	0.0314874	0.12474	0.399841	0.0354558	0.035802	0.275813	0.359165	0.0177972	0.0405973	0.0857738	0.311937	0.152531	0.271509	0.0387334	0.1231172	0.1580831	0.00968765	0.0891514	0.058561	0.0775022	0.223439	0.541659	22.50473	0.03369145	0.0724994	0.359774	0.921901	2.64583	0.0739824	0.0742466	0.709435	0.142336	0.1917745	0.1756826
4660	11.0629	0	11.0629	3.8145	0.7788796	0.0214088	0.0263004	0.128215	0.00747532	0.0231993	0.126628	0.0983161	0.00905695	0.0221773	0.0639932	0.217872	0.152608	0.106846	0.0348376	0.08495932	0.09176254	0.0297966	0.239581	0.100171	0.3706	0.102746	0.157105	5.494565	0.02715858	0.0910572	0.39849	0.950926	2.55953	0.106135	0.449122	0.1582	0.286543	0.1189211	0.2283747
4670	-23.7628	0	-23.7628	23.92036	0.9186184	0.176	0.205118	0.438649	0.0270008	0.17933	0.657715	0.310689	0.0925488	0.103386	0.394903	0.98779	0.555961	0.902451	0.0626008	0.2269811	0.02619063	0.0220492	0.17422	0.189779	0.222383	0.135121	0.256448	32.27077	0.040668	0.120444	0.450846	0.985088	2.44362	0.0225571	0.221442	0.435437	0.320563	0.06685863	0.6082686
4680	-13.1946	0	-13.1946	15.08565	0.8817857	0.0712504	0.148596	0.273795	0.0244946	0.236021	0.270647	0.260952	0.0463053	0.0948503	0.224396	0.660794	0.451407	0.491229	0.0204863	0.2414567	0.1226874	0.00938746	0.0672238	0.41999	0.125384	0.262491	0.115524	16.99443	0.05062421	0.112806	0.43809	0.977273	2.47183	0.0327521	0.421134	0.258959	0.287155	0.1733116	0.2920994
4690	6.54301	0	6.54301	9.848742	0.7528314	0.0338477	0.0628348	0.0774124	0.00661415	0.0426316	0.0432482	0.1007	0.00981414	0.0155653	0.103222	0.202423	0.0842849	0.12556	0.00518277	0.08998368	0.03525271	0.0073545	0.0125087	0.295393	0.109837	0.250582	0.324325	35.10099	0.07661228	0.0854903	0.387427	0.942976	2.58411	0.131012	0.348901	0.243304	0.276783	0.111865	0.6848638
4700	-4.37777	0	-4.37777	31.47252	0.6938531	0.11704	0.126616	0.122029	0.0172643	0.028627	0.0521654	0.0912286	0.0227386	0.0346317	0.208552	0.277194	0.14245	0.258952	0.00929117	0.08693551	0.005837651	0.0116614	0.0158518	0.278825	0.205727	0.304078	0.183857	43.92239	0.1310684	0.0728758	0.360615	0.922569	2.64394	0.0770253	0.133868	0.200973	0.588133	0.136906	0.9573602
4710	-0.274493	0	-0.274493	19.51255	0.612879	0.121322	0.0809351	0.0861141	0.0194066	0.0241381	0.0362011	0.0752391	0.00621133	0.0341142	0.123696	0.168944	0.0486993	0.119257	0.011728	0.06691821	0.02978946	0.00843928	0.0190177	0.455124	0.296279	0.0677013	0.153439	20.54795	0.1401744	0.0557748	0.319356	0.88775	2.73712	0.282507	0.339093	0.0865326	0.291868	0.1699638	0.8247306
4720	10.9667	0	10.9667	4.839862	0.584339	0.0714749	0.0844302	0.0760441	0.0132449	0.0182835	0.0611099	0.0399481	0.00554745	0.0093529	0.0988565	0.261963	0.0417314	0.126046	0.0126895	0.07445151	-0.326712	0.00930745	0.0111766	0.454102	0.158099	0.150079	0.217237	5.58952	0.3651858	0.0498949	0.303454	0.873114	2.77354	0.242063	0.414851	0.0887627	0.254323	0.03847373	9.491821
4730	10.3792	0	10.3792	2.456072	0.5888889	0.145555	0.109537	0.0804195	0.0157091	0.0482317	0.0668692	0.120215	0.00842233	0.0118729	0.340993	0.132863	0.0399228	0.146675	0.0363314	0.08097396	0.1506357	0.00261664	0.0311218	0.534336	0.0799776	0.226309	0.125639	2.808571	0.069518	0.0508248	0.306039	0.875543	2.76759	0.405251	0.366707	0.0421563	0.185886	0.2201537	0.3157703
4740	12.4717	0	12.4717	3.049905	0.5641714	0.0719489	0.0529238	0.0240125	0.0123713	0.0810729	0.0413026	0.0394043	0.00239119	0.00607434	0.199077	0.0974183	0.0210571	0.046256	0.014284	0.05807561	0.4292365	0.00318875	0.356367	0.503929	0.0103024	0.0652282	0.0609844	8.680825	0.1793752	0.0458129	0.29176	0.861878	2.80055	0.056748	0.92896	0.000904797	0.0133869	0.6086116	0.2947284
4750	4.80535	0	4.80535	12.16889	0.4204104	0.0945405	0.071023	0.076255	0.0186818	0.154134	0.0886556	0.0588528	0.00471263	0.00685492	0.197037	0.066247	0.0216738	0.0535192	0.0394452	0.07020437	0.1483866	0.0332011	0.328275	0.277676	0.0435407	0.201284	0.116023	20.72758	0.07191832	0.0197657	0.196831	0.752455	3.03095	0.276259	0.711489	0.00202294	0.0102292	0.2203049	0.326449
4760	13.3437	0	13.3437	15.75005	0.4499125	0.0314554	0.0261589	0.0216364	0.00904762	0.0613002	0.0489258	0.0145092	0.00253767	0.00503845	0.0463019	0.039034	0.00671377	0.0480861	0.0108772	0.06613166	0.07382717	0.0304666	0.418983	0.0592319	0.0848912	0.0782627	0.328164	33.78468	0.03622531	0.024524	0.217966	0.780101	2.97741	0.350769	0.540517	0.0107598	0.0979543	0.1100525	0.3291639
4770	3.77754	0	3.77754	3.841411	0.5414963	0.0862567	0.0721043	0.0547149	0.0214818	0.15327	0.162266	0.0161374	0.0055533	0.0115336	0.120844	0.136747	0.0181753	0.0565117	0.0328297	0.08598598	-0.229179	0.0738506	0.26108	0.072554	0.134783	0.0705054	0.387226	24.81174	0.3275433	0.0413131	0.278145	0.848262	2.83228	0.374025	0.579806	0.00615632	0.0400123	0.09836422	3.329903
