Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
12020	12.4573	0	12.4573	13.5786	0.3819793	0.0828948	0.0087922	0.0243483	0.0831031	0.144741	0.0510546	0.0621917	0.0205215	0.052004	0.0268403	0.02113	0.00146256	0.00167973	0.0989057	0.04847507	0.172069	0.118027	0.184267	0.109118	0.0569785	0.131451	0.400158	48.17519	0.01565621	0.0142028	0.168171	0.71102	3.10661	0.610947	0.128604	0.109329	0.151119	0.1877252	0.08339963
12030	25.7437	0	25.7437	5.388086	0.3454307	0.027815	0.00492619	0.00832708	0.0432244	0.0425384	0.0193511	0.0311524	0.0133926	0.0373682	0.0172126	0.0217665	0.00104186	0.000777342	0.0445419	0.03221969	0.2327905	0.173673	0.229628	0.261463	0.0327063	0.23989	0.0626392	7.207281	0.04839379	0.00969193	0.139998	0.664776	3.18553	0.7513	0.133802	0.0575976	0.0572999	0.2811843	0.172107
12040	12.3742	0	12.3742	11.16886	0.2444441	0.056569	0.00835458	0.0188643	0.0438322	0.0377766	0.100513	0.054497	0.0162831	0.0271023	0.0368991	0.0393555	0.000744258	0.00112805	0.0749239	0.03212862	-0.05721304	0.147471	0.437261	0.125263	0.0530916	0.113893	0.123021	48.14693	0.2312367	0.00186286	0.0627079	0.489622	3.44581	0.147401	0.644349	0.182899	0.025351	0.1740237	1.328766
12050	20.0716	0	20.0716	11.92547	0.2277007	0.0789705	0.00346154	0.0158065	0.0168471	0.0356318	0.0442493	0.0452726	0.0123986	0.0310089	0.0270239	0.0327705	0.000845536	0.000511059	0.0331184	0.02386456	0.1387655	0.087849	0.147613	0.370061	0.05622	0.200506	0.137751	20.64369	0.1175036	0.00123007	0.0511278	0.452044	3.4956	0.661249	0.199159	0.0791347	0.0604567	0.2562691	0.4585166
12060	17.8089	0	17.8089	8.92781	0.1705016	0.0707879	0.00616295	0.0287667	0.0187427	0.0613017	0.0526619	0.0532756	0.0139846	0.0433827	0.0281179	0.027804	0.00124063	0.00104804	0.0500768	0.03185299	0.07480042	0.056202	0.129653	0.291767	0.042505	0.167004	0.312869	13.23526	0.1359074	0.00016078	0.0186751	0.302461	3.6787	0.253204	0.51677	0.126302	0.103724	0.2107078	0.645004
12070	13.6102	0	13.6102	13.43534	0.1567643	0.0532356	0.00451779	0.0479979	0.0152527	0.0983345	0.0477297	0.0883017	0.0268598	0.065012	0.0162851	0.0305867	0.00261311	0.000645792	0.0486046	0.02912463	0.0706628	0.0124974	0.133778	0.372568	0.0437662	0.0205164	0.416873	22.37578	0.05324619	7.90082e-05	0.0131185	0.262121	3.72468	0.183562	0.577223	0.126439	0.112776	0.123909	0.4297201
12080	14.7663	0	14.7663	6.316408	0.1671618	0.0434627	0.00336487	0.0353558	0.0197381	0.0988068	0.0769525	0.107729	0.0479408	0.0706793	0.010286	0.032648	0.00157678	0.000984537	0.0504776	0.04002809	0.1688726	0.00932904	0.079544	0.515861	0.0351996	0.0380431	0.322023	20.79093	0.0642933	0.000136739	0.0172314	0.29278	3.68985	0.283256	0.572815	0.0126802	0.131249	0.2331659	0.2757405
12090	20.5138	0	20.5138	13.53441	0.1437699	0.013394	0.00213796	0.0288539	0.00809163	0.0383944	0.0417588	0.104365	0.0323296	0.0450708	0.0108008	0.013825	0.0012111	0.00138074	0.0264754	0.03588198	0.105529	0.00225386	0.248084	0.538991	0.0149997	0.00675169	0.18892	22.49739	0.04615568	3.55956e-05	0.00882118	0.222962	3.76818	0.608561	0.282166	0.0136441	0.0956286	0.1516847	0.3042871
12100	18.5607	0	18.5607	17.88879	0.1246381	0.0146793	0.00183917	0.0263491	0.0039557	0.0185209	0.0365454	0.0987467	0.0186035	0.0564246	0.0135954	0.012205	0.000934615	0.00125914	0.0064084	0.02879057	0.1960915	0.00258249	0.375986	0.492627	0.0144816	0.0260757	0.0882473	39.11427	0.02978093	8.12583e-06	0.00422455	0.164828	3.83094	0.579154	0.331536	0.0243206	0.0649894	0.2258724	0.1318485
12110	21.8451	0	21.8451	9.704266	0.1354038	0.0108004	0.00258437	0.0528773	0.00531154	0.022378	0.0308596	0.0530266	0.020237	0.0853433	0.0494891	0.0159392	0.00148628	0.00274989	0.0108551	0.03095677	0.2782134	0.0166293	0.275431	0.276752	0.0753362	0.0991128	0.256739	45.34236	0.01805823	1.96431e-05	0.0065599	0.197498	3.79592	0.808393	0.107618	0.026326	0.0576632	0.2962717	0.06095158
12120	19.8815	0	19.8815	9.31416	0.1281628	0.00809991	0.00255807	0.05407	0.00203225	0.0297435	0.0295893	0.052925	0.0163159	0.0282693	0.0450327	0.0148216	0.0010683	0.00143152	0.0211473	0.02563512	0.166525	0.00431991	0.231073	0.0877043	0.078377	0.0785706	0.519955	47.36516	0.04574196	1.10275e-05	0.00491935	0.175484	3.81959	0.534933	0.29751	0.0617303	0.105826	0.212267	0.2154926
12130	20.6071	0	20.6071	7.315983	0.1258454	0.012755	0.00196382	0.0893163	0.00389988	0.0355735	0.054038	0.0736067	0.00902236	0.0265026	0.0441017	0.00993319	0.00165302	0.00240739	0.0333987	0.033978	0.02203356	0.00355462	0.278777	0.0520539	0.124341	0.147303	0.393971	11.08323	0.09599088	9.03914e-06	0.00445502	0.168472	3.82706	0.0930768	0.702077	0.0490957	0.155751	0.1180244	0.8133135
12140	25.0103	0	25.0103	2.485477	0.09041241	0.0165605	0.0012313	0.119826	0.00600179	0.0206455	0.0550819	0.11875	0.00445186	0.0121109	0.0209101	0.0100757	0.00140125	0.00301116	0.0263661	0.0331245	0.01984198	0.00480685	0.22498	0.0176979	0.0871659	0.418098	0.247252	6.917374	0.03845967	1.21238e-07	0.000517782	0.0691765	3.93031	0.0815183	0.1215	0.629558	0.167423	0.05830165	0.659667
12150	16.3228	0	16.3228	2.874433	0.08771277	0.0429681	0.00168172	0.205023	0.00916659	0.0668728	0.073751	0.287851	0.0108677	0.02197	0.0332512	0.015115	0.00223166	0.0104344	0.0437945	0.04726536	0.002084261	0.00172666	0.0856945	0.0049577	0.25072	0.316537	0.340365	4.86658	0.09282938	7.56616e-08	0.000409137	0.0627379	3.93685	0.117228	0.516844	0.237012	0.128915	0.09491364	0.9780404
12160	17.6429	0	17.6429	2.567924	0.06799243	0.0375833	0.0012691	0.117107	0.0192855	0.0914133	0.0832022	0.124705	0.00279005	0.0228113	0.0199334	0.0192464	0.00391179	0.00824133	0.0951545	0.04271444	0.1116842	0.00523084	0.144008	0.0321221	0.0991318	0.210023	0.509484	7.708391	0.08679689	7.75278e-10	4.14848e-05	0.0242619	3.9757	0.00939987	0.239893	0.272634	0.478073	0.1984811	0.4373056
12170	15.2542	0	15.2542	9.337332	0.06052762	0.0337029	0.00149255	0.108295	0.0194752	0.046704	0.0917922	0.0853497	0.00269741	0.0127111	0.00991258	0.0399937	0.0020525	0.00728833	0.100404	0.05826977	0.2072322	0.0157131	0.109387	0.0424986	0.0771406	0.498496	0.256765	42.82109	0.02286612	6.27972e-11	1.18141e-05	0.014404	3.98558	0.00921547	0.384919	0.205223	0.400643	0.2300984	0.09937542
12180	14.4452	0	14.4452	2.04954	0.05931846	0.086731	0.00246442	0.112433	0.0245922	0.0682331	0.161801	0.095019	0.00560183	0.0183053	0.0163765	0.0981672	0.0032624	0.0115976	0.0933611	0.05832345	0.3601031	0.0194018	0.0346508	0.0266464	0.12714	0.447413	0.344748	7.380717	0.03005426	3.93794e-11	9.35641e-06	0.0130749	3.98692	0.00843683	0.706388	0.20267	0.082505	0.3901573	0.07703114
12190	14.7356	0	14.7356	10.81686	0.06054175	0.0244472	0.00186912	0.0718508	0.010511	0.0846522	0.103029	0.0557083	0.00345888	0.0105279	0.0124711	0.0640916	0.00147157	0.00986263	0.0905716	0.03526765	0.4812529	0.0578045	0.0266251	0.05029	0.121973	0.530174	0.213133	37.33821	0.01185956	6.31335e-11	1.18457e-05	0.01442	3.98557	0.0116538	0.560481	0.266949	0.160915	0.4931125	0.02405042
12200	4.25783	0	4.25783	11.5176	0.06039697	0.0242009	0.00270824	0.0815065	0.0236906	0.190852	0.116176	0.0712213	0.0031819	0.00977575	0.0195146	0.0649725	0.00203357	0.0281929	0.118333	0.03173169	0.2218304	0.0640426	0.0377399	0.302228	0.137807	0.210553	0.24763	34.4847	0.01911797	5.97631e-11	1.15253e-05	0.0142568	3.98573	0.0175525	0.360933	0.268682	0.352832	0.2409483	0.07934468
12210	12.214	0	12.214	5.017363	0.05136193	0.0186342	0.00373151	0.0939799	0.0262885	0.255326	0.118416	0.0374634	0.00169521	0.0422493	0.036992	0.0929555	0.00141064	0.0486434	0.0899297	0.04380247	0.02419428	0.0233133	0.0444025	0.112778	0.0606619	0.13428	0.624564	7.994329	0.02127215	1.05574e-12	1.533e-06	0.00617197	3.99383	0.0328318	0.153574	0.231968	0.581626	0.04546642	0.467865
12220	23.6905	0	23.6905	3.123465	0.06154381	0.00812944	0.0016174	0.0341725	0.0105861	0.0647488	0.0825771	0.0301257	0.00036599	0.0299001	0.0314526	0.134924	0.00105818	0.0343525	0.0625971	0.0311863	-0.03094708	0.00597454	0.0452879	0.240267	0.0967595	0.243848	0.367864	4.068012	0.08495565	9.16444e-11	1.42708e-05	0.015579	3.98441	0.171069	0.0483292	0.261831	0.518771	0.05400857	1.573003
12230	24.0572	0	24.0572	4.643246	0.04920921	0.00446309	0.00101577	0.0941435	0.0100684	0.0269231	0.0389114	0.041653	0.000350734	0.0158556	0.0130261	0.071522	0.000656801	0.0304622	0.0461556	0.02686052	-0.074934	0.00358492	0.14801	0.139499	0.0749495	0.127385	0.506572	7.914964	0.1122186	3.24284e-13	8.49778e-07	0.00483169	3.99517	0.333363	0.116251	0.299373	0.251013	0.03728459	3.009785
12240	15.531	0	15.531	7.155114	0.06507078	0.00675429	0.000725744	0.121339	0.0248091	0.0541522	0.0500103	0.0574827	0.000667405	0.0288078	0.0165947	0.0919174	0.000809199	0.0246465	0.167151	0.05337085	-0.0171647	0.00154852	0.0901588	0.589404	0.0552954	0.101333	0.162261	10.78083	0.06766391	3.10521e-10	2.6261e-05	0.0200672	3.97991	0.131355	0.125859	0.368229	0.374557	0.05049921	1.3399
12250	8.46616	0	8.46616	24.41523	0.06069145	0.00368695	0.00077862	0.122567	0.0192372	0.0541278	0.0578628	0.059725	0.000864334	0.0472848	0.0148939	0.125503	0.000864623	0.0320435	0.149331	0.04983351	-0.02275014	0.0024293	0.126184	0.294209	0.0549178	0.1927	0.329561	32.33166	0.05035576	6.68003e-11	1.21847e-05	0.0145898	3.9854	0.0807354	0.117814	0.676143	0.125308	0.02760562	1.824113
12260	1.04119	0	1.04119	12.63849	0.05049905	0.0019682	0.00126037	0.140031	0.0503917	0.0688128	0.0725089	0.0817218	0.00155731	0.107367	0.0173218	0.142184	0.00128478	0.0390177	0.310637	0.05676461	-0.07464047	0.00489527	0.0840728	0.353538	0.151885	0.129302	0.276306	47.63242	0.1182153	6.65775e-13	1.21747e-06	0.00560911	3.99439	0.131495	0.321213	0.342716	0.204576	0.04357481	2.712927
12270	7.87062	0	7.87062	9.070796	0.05915552	0.00175836	0.00200265	0.116753	0.0539116	0.0513859	0.0830604	0.0674525	0.00158333	0.0605433	0.00728458	0.113561	0.00114827	0.103267	0.325174	0.06910566	-0.2019672	0.00213842	0.0543907	0.614732	0.161425	0.0578614	0.109452	9.366983	0.2672844	3.69253e-11	9.0603e-06	0.0129016	3.98709	0.191096	0.187693	0.561849	0.0593622	0.06531723	4.092097
12280	-2.19624	0	-2.19624	17.69829	0.05732412	0.0022254	0.00220862	0.168065	0.0863015	0.0609872	0.138428	0.128717	0.00301581	0.116365	0.00782199	0.274963	0.00395374	0.134843	0.390871	0.1090535	-0.002523218	0.000762526	0.0473831	0.653668	0.132704	0.0382819	0.1272	30.48412	0.08391886	1.74704e-11	6.23302e-06	0.0110464	3.98895	0.0455557	0.528965	0.36938	0.0560987	0.08139564	1.030999
12290	8.88695	0	8.88695	7.426873	0.0551413	0.00119683	0.00211813	0.0585801	0.0441892	0.0273335	0.0914015	0.0865514	0.00104701	0.0726265	0.00363387	0.120277	0.00139175	0.0735868	0.181683	0.09872505	-0.1011126	0.00206588	0.0631357	0.368487	0.335093	0.0223764	0.208842	15.31696	0.1437809	6.70963e-12	3.86345e-06	0.00905755	3.99094	0.0155041	0.452783	0.484359	0.0473544	0.04266838	3.36973
12300	9.32063	0	9.32063	14.87192	0.05860255	0.00330297	0.00277948	0.0765441	0.0664761	0.0276133	0.0519187	0.0406865	0.000855061	0.0702471	0.00187772	0.1082	0.00108846	0.112391	0.13782	0.04942027	-0.03905525	0.000286273	0.0680182	0.433178	0.34663	0.0147602	0.137128	21.9469	0.1138266	2.96025e-11	8.1127e-06	0.0123234	3.98767	0.0236958	0.260527	0.423009	0.292768	0.07477139	1.522329
12310	5.27483	0	5.27483	23.01233	0.04377231	0.00362265	0.00575984	0.0389156	0.0890139	0.0222894	0.0589743	0.0350161	0.000738518	0.0439311	0.00116419	0.130525	0.00135281	0.124067	0.151364	0.06697698	-0.02987429	0.000193137	0.21504	0.326991	0.228557	0.0214372	0.207782	47.43339	0.09578148	9.80997e-15	1.47869e-07	0.00233886	3.99766	0.031307	0.1184	0.732494	0.117798	0.06590719	1.453278
12320	-3.38779	0	-3.38779	29.93929	0.05233234	0.00462888	0.00367706	0.033447	0.179218	0.0432339	0.0514933	0.0790537	0.000634424	0.112917	0.00201779	0.163342	0.00189698	0.104043	0.353084	0.08432584	0.05541395	0.000734531	0.251506	0.547028	0.0805169	0.00847693	0.111738	32.7738	0.1253079	1.7412e-12	1.96858e-06	0.00684689	3.99315	0.0453533	0.0321576	0.903113	0.0193764	0.1807218	0.6933743
12330	-2.45689	0	-2.45689	19.59763	0.04805789	0.00654185	0.00415787	0.062618	0.350743	0.065165	0.0954226	0.0624547	0.00122539	0.277679	0.0033505	0.101196	0.00327066	0.181006	0.183364	0.1020101	-0.05007772	0.000672241	0.222152	0.343539	0.184508	0.0656542	0.183475	24.17842	0.1005108	1.65159e-13	6.06508e-07	0.00420073	3.9958	0.7328	0.0673761	0.149146	0.050678	0.05043305	1.992954
12340	-4.20677	0	-4.20677	2.277114	0.04638299	0.0138035	0.00838634	0.140577	0.567941	0.0893331	0.148781	0.201589	0.00437176	0.360135	0.00642558	0.150611	0.00597459	0.367361	0.406337	0.1337497	-0.1132306	0.000151328	0.400413	0.365557	0.0283434	0.0217444	0.183791	12.73212	0.1686658	5.82968e-14	3.60386e-07	0.00338474	3.99661	0.370483	0.140342	0.430751	0.0584241	0.05543517	3.042578
12350	4.83029	0	4.83029	10.60442	0.04192477	0.0116865	0.00567165	0.0757847	0.319706	0.0451949	0.061299	0.0880897	0.00238404	0.115846	0.0030105	0.0632879	0.00429227	0.237307	0.204719	0.06917158	-0.07838772	0.000129337	0.332467	0.244744	0.0175795	0.0113992	0.393681	11.91925	0.1082258	2.43038e-15	7.36117e-08	0.00175115	3.99825	0.649486	0.117334	0.193702	0.0394782	0.02983804	3.627107
12360	11.0318	0	11.0318	3.696759	0.05651665	0.0195283	0.00644832	0.05295	0.191625	0.0258457	0.0476305	0.075669	0.00325092	0.0915557	0.00226769	0.0659187	0.0035284	0.193931	0.15852	0.0758309	-0.1649247	0.000445105	0.288156	0.293649	0.18051	0.0456223	0.191618	26.27637	0.1737945	1.23681e-11	5.24479e-06	0.0102827	3.98971	0.635688	0.17393	0.172555	0.0178278	0.008869837	19.59388
12370	-0.724507	0	-0.724507	8.12588	0.05278089	0.040914	0.0261071	0.0662274	0.0815394	0.0449179	0.108252	0.134721	0.00338486	0.131041	0.00431087	0.114336	0.00647757	0.182178	0.330192	0.08103039	-0.06603204	0.000844562	0.242089	0.0550576	0.183764	0.0106908	0.507554	45.67644	0.08335022	2.18065e-12	2.20295e-06	0.00717407	3.99282	0.273222	0.223375	0.423455	0.0799484	0.01731818	4.812873
12380	-9.79184	0	-9.79184	28.86894	0.04848788	0.0959072	0.0338814	0.18632	0.182439	0.0573834	0.222116	0.204994	0.00885164	0.319311	0.00547038	0.151035	0.0232448	0.261986	0.510166	0.1224231	-0.07494431	0.00258664	0.158417	0.354449	0.253967	0.0251483	0.205432	38.40628	0.09768747	2.13288e-13	6.89211e-07	0.00442955	3.99557	0.496097	0.0509521	0.402783	0.0501676	0.02274317	4.295245
12390	-1.79306	0	-1.79306	13.21102	0.03391278	0.0784842	0.0378278	0.0995652	0.0784238	0.0436369	0.134787	0.12545	0.00952296	0.177236	0.00249767	0.155028	0.0496365	0.154906	0.23371	0.1209271	-0.05157441	0.00444941	0.237202	0.379758	0.166868	0.0348458	0.176877	37.51823	0.06421808	9.85293e-19	1.48316e-09	0.00034656	3.99965	0.38768	0.0933444	0.211368	0.307608	0.01264367	5.079069
12400	1.56798	0	1.56798	8.108831	0.03543462	0.183896	0.023229	0.147189	0.0571641	0.0382884	0.100643	0.11242	0.0108418	0.325438	0.00414593	0.15109	0.0353892	0.13458	0.345201	0.1283607	-0.04076317	0.00270577	0.285128	0.273972	0.108855	0.00799965	0.32134	9.750486	0.05215676	5.70046e-18	3.56701e-09	0.000498769	3.9995	0.217184	0.197038	0.410982	0.174797	0.01139359	4.57773
12410	6.00308	0	6.00308	2.00673	0.04031499	0.234466	0.0330198	0.296349	0.123413	0.0557802	0.180667	0.172843	0.013603	0.333135	0.00574588	0.199238	0.0930573	0.105909	0.214881	0.1691297	-0.129594	0.00469564	0.18921	0.225872	0.0837939	0.0300638	0.466365	2.474196	0.1412058	6.49201e-16	3.80504e-08	0.00133175	3.99867	0.334678	0.286902	0.286197	0.0922241	0.01161179	12.16055
12420	11.4304	0	11.4304	5.160022	0.03472087	0.0941517	0.0107738	0.0967544	0.0793188	0.0339475	0.054414	0.074526	0.00334431	0.112785	0.00236853	0.0663557	0.0311609	0.0531961	0.0396274	0.09248302	-0.3000103	0.00876479	0.190993	0.562007	0.0495051	0.0362124	0.152518	21.3161	0.3284473	2.55088e-18	2.38628e-09	0.00042215	3.99958	0.3409	0.361566	0.285609	0.0119248	0.02843704	11.54998
12430	-3.27057	0	-3.27057	24.35235	0.03150568	0.0861374	0.0191203	0.174482	0.110672	0.0427959	0.144475	0.11403	0.00668788	0.289949	0.00651839	0.17167	0.034747	0.0886935	0.0400332	0.08267188	-0.08812939	0.0258521	0.216308	0.494849	0.0274948	0.024173	0.211323	43.892	0.1345462	4.3387e-20	3.11298e-10	0.00018133	3.99982	0.333276	0.126503	0.334806	0.205415	0.04641685	2.898651
12440	3.70507	0	3.70507	22.58534	0.03300049	0.0607659	0.0219031	0.0703595	0.115988	0.0507051	0.184883	0.069262	0.00769944	0.170288	0.00790104	0.159232	0.0151342	0.105101	0.031564	0.09167438	-0.03023382	0.0559747	0.0650087	0.58326	0.110926	0.0424314	0.142399	24.96571	0.05863604	3.18307e-19	8.43069e-10	0.000274153	3.99973	0.419687	0.322747	0.190893	0.0666725	0.02840222	2.064488
12450	18.475	0	18.475	8.029715	0.04114724	0.0274438	0.0179928	0.0411313	0.0438265	0.037641	0.121548	0.0417076	0.00203262	0.0503671	0.00427169	0.114508	0.00901646	0.068149	0.0107147	0.0427158	-0.01373572	0.0240691	0.079619	0.6156	0.0629825	0.014605	0.203124	8.562706	0.02701378	1.30129e-15	5.38672e-08	0.00153835	3.99846	0.116813	0.279944	0.528299	0.0749442	0.01327806	2.034467
12460	21.709	0	21.709	1.353597	0.05903306	0.0460253	0.0179954	0.095134	0.0613662	0.074779	0.0842013	0.0653264	0.00279805	0.0528577	0.00450706	0.124791	0.037248	0.0753105	0.0220351	0.03942335	-0.08383578	0.0771781	0.0672613	0.144873	0.149807	0.0253771	0.535504	1.985992	0.1135381	3.51739e-11	8.84291e-06	0.0127722	3.98722	0.0678693	0.231925	0.614748	0.0854581	0.02970231	3.822535
12470	24.7497	0	24.7497	2.796827	0.0544899	0.0219236	0.0088823	0.0142413	0.0177132	0.0454127	0.0602826	0.041875	0.00321422	0.0629912	0.0017252	0.100373	0.0286986	0.0514693	0.0308494	0.03961407	-0.03063064	0.290032	0.236147	0.206727	0.0840018	0.0421055	0.140987	4.389892	0.06500318	4.96844e-12	3.32476e-06	0.00851033	3.99149	0.0612888	0.115056	0.240487	0.583169	0.03437254	1.891137
12480	19.1539	0	19.1539	7.645122	0.04755015	0.0247763	0.0126554	0.0149404	0.0261988	0.0548372	0.0261475	0.0863942	0.00217903	0.0488895	0.00197156	0.0936258	0.0412892	0.0633482	0.0473891	0.03700746	-0.03082713	0.144071	0.0475404	0.482195	0.16397	0.0322146	0.13001	8.981837	0.05856606	1.21385e-13	5.1998e-07	0.00394083	3.99606	0.191555	0.137334	0.0509171	0.620193	0.02773893	2.111331
12490	23.4617	0	23.4617	4.227026	0.05541875	0.00867449	0.0138661	0.00850252	0.023672	0.0583035	0.0340887	0.0488476	0.00377879	0.0364151	0.00121437	0.0627968	0.0275834	0.0424562	0.0165089	0.02698364	-0.1154946	0.277913	0.0883259	0.283242	0.124686	0.0546725	0.171161	10.07086	0.1431687	7.60925e-12	4.11422e-06	0.00929706	3.9907	0.589451	0.181395	0.133389	0.0957651	0.02767403	5.173395
12500	10.8106	0	10.8106	18.50788	0.05717202	0.00556292	0.0262524	0.00742333	0.0260569	0.0294751	0.034431	0.0228984	0.00381291	0.0362926	0.000691355	0.120342	0.0245175	0.0476941	0.00711748	0.02899706	-0.2231078	0.0587503	0.0517845	0.523974	0.17724	0.111071	0.0771805	36.38114	0.2590847	1.63822e-11	6.03585e-06	0.0109	3.98909	0.288118	0.439514	0.14885	0.123518	0.03597692	7.201414
12510	19.115	0	19.115	3.808034	0.0698956	0.017759	0.0357352	0.0145728	0.0219456	0.0456714	0.053831	0.031838	0.00471967	0.0512578	0.00162997	0.160771	0.039119	0.100273	0.00685408	0.04646768	-0.1624319	0.0257041	0.0137053	0.582756	0.251431	0.113183	0.013221	4.554786	0.2586824	1.35029e-09	5.474e-05	0.0272218	3.97272	0.183989	0.152072	0.322485	0.341454	0.09625046	2.687596
12520	12.7771	0	12.7771	10.33562	0.06793295	0.0177713	0.106497	0.0107911	0.0593426	0.0781788	0.0722275	0.0179237	0.00445769	0.0522911	0.00163266	0.0945514	0.0449488	0.0626642	0.00344895	0.05203807	-0.1144023	0.0259328	0.0140569	0.682654	0.0775967	0.17952	0.0202392	11.87046	0.2352325	7.61569e-10	4.11166e-05	0.0241723	3.97579	0.0325323	0.0780922	0.616776	0.2726	0.1208302	1.946802
12530	-2.29107	0	-2.29107	11.92492	0.06470329	0.0674932	0.20448	0.00835561	0.0815221	0.0682881	0.0866571	0.0340228	0.0091741	0.0776997	0.0089866	0.417562	0.0792352	0.157114	0.00908663	0.1025368	-0.1726015	0.0590183	0.0105044	0.579324	0.0166081	0.282455	0.0520911	44.43844	0.2432803	2.75149e-10	2.47208e-05	0.01957	3.98041	0.450481	0.148174	0.227468	0.173877	0.07067879	3.442055
12540	-4.79608	0	-4.79608	15.50046	0.06975801	0.199603	0.427288	0.0111288	0.128697	0.112206	0.194551	0.025909	0.0211607	0.12984	0.0126145	0.238078	0.282523	0.324248	0.0138913	0.1304184	-0.1595243	0.292474	0.0123718	0.226391	0.00539831	0.365213	0.0981513	16.43279	0.266391	1.29852e-09	5.36809e-05	0.0270019	3.97294	0.355232	0.250081	0.310821	0.0838652	0.1068667	2.492741
12550	-0.896799	0	-0.896799	10.01582	0.06148847	0.134139	0.181773	0.0213495	0.0802628	0.183073	0.0995347	0.0273232	0.0102298	0.189476	0.00576024	0.125159	0.255527	0.189487	0.00853017	0.1650131	-0.1458806	0.262609	0.000810876	0.128292	0.00537938	0.385903	0.217006	38.08429	0.2613484	8.98062e-11	1.4127e-05	0.0155136	3.98447	0.262036	0.211941	0.494314	0.0317087	0.1154678	2.263387
12560	-7.59047	0	-7.59047	11.96508	0.07288925	0.244087	0.150277	0.0267246	0.110945	0.284745	0.0821342	0.0511821	0.0175534	0.185998	0.0187968	0.208335	0.276891	0.308558	0.0139655	0.146273	-0.09195123	0.260489	0.000873314	0.201949	0.00815011	0.374426	0.154112	18.10235	0.2204622	3.04782e-09	8.22199e-05	0.0322304	3.96769	0.654401	0.175372	0.122116	0.0481109	0.128511	1.715512
12570	3.1486	0	3.1486	5.923892	0.07864857	0.143977	0.0934273	0.0149707	0.123169	0.124121	0.0452527	0.0357483	0.00456801	0.157732	0.0145273	0.0948632	0.186837	0.305231	0.0093225	0.0931889	-0.06282016	0.230696	0.00302148	0.181736	0.00581278	0.469948	0.108785	16.81644	0.2088625	1.22587e-08	0.000164813	0.0430177	3.95682	0.460528	0.148467	0.338924	0.0520808	0.1460423	1.43015
12580	2.24579	0	2.24579	26.04058	0.0888259	0.265154	0.0920691	0.0117388	0.141623	0.0725529	0.0176102	0.0480432	0.0089509	0.103984	0.0134177	0.0484299	0.184272	0.101999	0.00523551	0.0740621	0.01334118	0.0786169	0.00704143	0.222663	0.00681087	0.581278	0.10359	35.82027	0.07483605	9.22177e-08	0.000451643	0.0653641	3.93418	0.313173	0.47421	0.141315	0.0713019	0.08817723	0.8487004
12590	8.09553	0	8.09553	4.760281	0.08165289	0.162056	0.0677852	0.0198934	0.161854	0.0982264	0.0338419	0.0510569	0.00498304	0.0713956	0.0119032	0.0284184	0.116489	0.0927657	0.00316445	0.0449611	-0.09477506	0.340092	0.0104814	0.252636	0.00774247	0.300686	0.0883622	13.50558	0.2416435	2.34363e-08	0.000227826	0.0492055	3.95057	0.328114	0.195848	0.35829	0.117748	0.1468684	1.645306
12600	10.966	0	10.966	9.690803	0.07588627	0.123385	0.0576186	0.0197472	0.0887932	0.0172584	0.0259258	0.0703022	0.00416139	0.0303394	0.0127764	0.0177991	0.0657261	0.0793694	0.0031624	0.0520252	-0.06266077	0.507884	0.0941589	0.132523	0.008555	0.16473	0.0921495	13.68879	0.3165947	6.4564e-09	0.000119638	0.0376609	3.96222	0.311556	0.204253	0.337246	0.146944	0.253934	1.24676
12610	16.7209	0	16.7209	2.795091	0.07816612	0.120211	0.0279966	0.018664	0.0860221	0.0194611	0.037957	0.0677848	0.00637827	0.0102024	0.0241223	0.0178887	0.0465286	0.0976715	0.0038815	0.0398061	-0.4372593	0.142647	0.214852	0.168033	0.0342485	0.394384	0.0458358	23.9356	0.5170082	1.09959e-08	0.0001561	0.0420586	3.95779	0.0918076	0.633151	0.187251	0.08779	0.07974888	6.482952
12620	17.7796	0	17.7796	7.394068	0.09362407	0.0899291	0.0681663	0.0140537	0.0871502	0.0218765	0.04016	0.0320519	0.0081856	0.0163107	0.0163808	0.0389571	0.0523244	0.0403552	0.00380609	0.0286573	-0.3436082	0.132711	0.479999	0.0795555	0.0965047	0.179571	0.0316585	39.53874	0.3831365	2.05043e-07	0.000673171	0.0771303	3.9222	0.261879	0.52247	0.0742974	0.141354	0.03952826	9.692723
12630	11.348	0	11.348	7.047322	0.09263857	0.0734649	0.0383077	0.011617	0.115179	0.00927659	0.0478756	0.0311297	0.0167865	0.0167942	0.0429325	0.0477508	0.058299	0.0409618	0.00708834	0.0279419	-0.06096051	0.255625	0.205312	0.110983	0.225624	0.147802	0.0546538	25.80629	0.1375187	1.75188e-07	0.000622291	0.0746573	3.92472	0.238994	0.633322	0.1039	0.0237837	0.07655824	1.796263
