Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
482	-3477.52	-3310.33	-167.193	5.553062	0.2165697	0.01282941	0.02598673	0.0186403	0.496305	0.00723275	0.000822516	0.453775	0.0232251	25.17751	0.1554164	7	37.71017	0.4931959	0.000900813	0.0438479	0.425506	3.52975	0.31254	0.274552	0.143627	0.26928	0.1814032	0.856746
483	-3475.61	-3309.11	-166.501	5.553062	0.197008	0.01403604	-0.03204103	0.0186403	0.496305	0.00723275	0.000822516	0.453775	0.0232251	25.17751	0.1807471	7	38.15821	0.4931959	0.000478315	0.0320674	0.375804	3.59165	0.288418	0.307317	0.140621	0.263644	0.1487061	1.215465
484	-3479.69	-3308.06	-171.626	5.553062	0.1758523	0.01403604	0.1339546	0.0187533	0.499313	0.00434722	0.00138298	0.456526	0.0196773	25.17751	0.09408282	7	37.56726	0.5769573	0.00020575	0.021108	0.317782	3.6609	0.292386	0.311545	0.128798	0.267271	0.2280374	0.4125763
485	-3485.02	-3310.86	-174.169	5.553062	0.1941082	0.01211018	0.08514324	0.0187258	0.49858	0.00581027	0.00138094	0.455855	0.0196484	25.17751	0.1732062	8	37.67877	0.5769573	0.000430756	0.0304471	0.368107	3.60102	0.290602	0.31233	0.129123	0.267945	0.2583495	0.6704339
486	-3481.01	-3311.83	-169.182	5.750513	0.1730844	0.01646807	-0.05142083	0.0136167	0.535385	0.005807	0.00127597	0.434014	0.00990208	23.21976	0.1732062	8	37.65776	0.5769573	0.000181453	0.0198313	0.309887	3.6701	0.287124	0.32056	0.127577	0.264738	0.1217854	1.422225
487	-3482.67	-3312.41	-170.258	5.750513	0.1789764	0.01570415	-0.02711097	0.012458	0.522814	0.00740034	0.00131075	0.445845	0.010172	23.21976	0.1626701	7	38.13614	0.5769573	0.000235999	0.0225948	0.326614	3.65056	0.285533	0.322122	0.115704	0.27664	0.1355592	1.199994
488	-3478.65	-3308.06	-170.594	5.435015	0.1846475	0.01255469	-0.003491581	0.0135377	0.519848	0.0089983	0.00130332	0.443315	0.0129985	23.21976	0.1411905	8	38.37562	0.5769573	0.000299144	0.0254146	0.342419	3.63187	0.283985	0.313367	0.131794	0.270854	0.1376989	1.025357
489	-3480.31	-3309.21	-171.104	5.435015	0.1772242	0.0147425	0.008321199	0.0135193	0.519141	0.00961335	0.00203362	0.442712	0.0129808	23.21976	0.1264308	7	37.71333	0.5769573	0.000218655	0.021755	0.321671	3.65636	0.291499	0.295199	0.135281	0.278021	0.134752	0.938248
490	-3478.13	-3307.53	-170.599	5.435015	0.1899872	0.01383172	0.008321199	0.0135193	0.519141	0.00961335	0.00203362	0.442712	0.0129808	24.90051	0.1264308	7	39.50408	0.4930236	0.000369145	0.0282061	0.357024	3.6144	0.294332	0.298068	0.126877	0.280723	0.134752	0.938248
491	-3477.69	-3308.5	-169.187	5.435015	0.1656399	0.01383172	0.06120149	0.0169767	0.492849	0.00876288	0.00218582	0.475845	0.00338045	24.90051	0.1225167	8	37.74427	0.6038568	0.000126735	0.016593	0.28834	3.69494	0.272391	0.299897	0.136486	0.291226	0.1837182	0.666873
492	-3476.39	-3305.93	-170.463	5.32332	0.1813959	0.0131675	0.1104944	0.0165763	0.491815	0.0087445	0.00218124	0.474847	0.00583548	24.90051	0.1225167	8	39.01373	0.4186271	0.000261595	0.0237791	0.333393	3.64257	0.278404	0.306517	0.141762	0.273318	0.2330112	0.5257977
493	-3473.38	-3304.74	-168.639	5.32332	0.1940246	0.0131564	0.03272332	0.0210372	0.48977	0.00870814	0.00217217	0.472873	0.00543954	25.91758	0.1828637	8	37.4241	0.4186271	0.000429437	0.0304009	0.367883	3.60129	0.278973	0.307143	0.142052	0.271833	0.2155871	0.8482129
494	-3475.62	-3306.02	-169.597	5.32332	0.1729927	0.01149987	0.04988716	0.0222899	0.518936	0.00709097	0.0024518	0.445469	0.00376191	25.19696	0.1228197	8	37.32586	0.4186271	0.000180686	0.0197897	0.309624	3.67041	0.278973	0.307143	0.142052	0.271833	0.1727068	0.7111454
495	-3479.78	-3305.65	-174.123	5.32332	0.1729927	0.01478258	0.04498123	0.0124095	0.496246	0.00681334	0.0023446	0.478589	0.00359742	30.23144	0.1228197	8	37.83222	0.4186271	0.000180686	0.0197897	0.309624	3.67041	0.288483	0.321743	0.133776	0.255997	0.1678009	0.7319369
496	-3478.53	-3305.49	-173.039	5.32332	0.1745241	0.01259646	0.052524	0.0141612	0.495321	0.00680063	0.00243041	0.477696	0.00359071	30.23144	0.1228197	8	37.63038	0.4404351	0.000193806	0.0204905	0.314002	3.66531	0.284853	0.323385	0.134459	0.257303	0.1753437	0.7004511
497	-3480.09	-3304.72	-175.368	5.32332	0.2020357	0.01323388	0.04686009	0.015356	0.451232	0.0073744	0.00414461	0.517999	0.00389366	30.23144	0.1228197	8	37.6237	0.4404351	0.00056947	0.0349581	0.38895	3.57552	0.293289	0.305511	0.138898	0.262302	0.1696798	0.7238322
498	-3487.55	-3307.7	-179.856	5.32332	0.2020357	0.01387461	0.005697165	0.0176776	0.519451	0.0114521	0.00477121	0.442166	0.00448232	29.97927	0.09774914	8	40.2211	0.4404351	0.00056947	0.0349581	0.38895	3.57552	0.287381	0.314451	0.128191	0.269977	0.1034463	0.9449264
499	-3487.01	-3308.81	-178.196	5.32332	0.1706747	0.01300594	0.001455832	0.0133987	0.634744	0.0097048	0.00361634	0.335139	0.00339737	29.97927	0.1145861	8	39.08563	0.4404351	0.000162107	0.0187516	0.302961	3.67813	0.299674	0.285125	0.133675	0.281526	0.1160419	0.9874543
500	-3485.65	-3307.99	-177.668	5.494205	0.1706747	0.01379118	0.01285092	0.014805	0.597101	0.0107234	0.0039959	0.370314	0.00306025	29.97927	0.1286547	8	38.6591	0.4404351	0.000162107	0.0187516	0.302961	3.67813	0.303387	0.288658	0.122942	0.285014	0.1415056	0.9091844
501	-3483.2	-3306.26	-176.936	5.494205	0.1484879	0.0129339	0.03756594	0.0148617	0.59939	0.00690458	0.00401121	0.371734	0.00309909	29.97927	0.1229909	8	38.07642	0.4420051	4.83219e-05	0.0102713	0.23726	3.75242	0.29976	0.285207	0.133428	0.281606	0.1605568	0.7660272
502	-3480.07	-3306.98	-173.091	5.494205	0.1635968	0.01296439	-0.02392523	0.0201935	0.454224	0.00818503	0.00809063	0.505096	0.00421091	24.608	0.1811802	8	37.93771	0.4420051	0.000114191	0.0157553	0.282352	3.70178	0.290191	0.294869	0.129168	0.285773	0.1572549	1.152143
503	-3482.4	-3308.32	-174.076	5.494205	0.1708822	0.01076927	0.0400204	0.0201935	0.454224	0.00818503	0.00809063	0.505096	0.00421091	24.608	0.1407172	8	38.8553	0.4420051	0.000163709	0.0188434	0.303559	3.67743	0.290167	0.294925	0.129158	0.28575	0.1807376	0.7785718
504	-3481.82	-3304.55	-177.272	5.494205	0.2104397	0.01186716	0.03347165	0.0159553	0.560392	0.00646715	0.0132316	0.399086	0.00486792	24.608	0.1052389	8	37.99141	0.4420051	0.000748165	0.0400069	0.410351	3.54889	0.290167	0.294925	0.129158	0.28575	0.1387105	0.7586942
505	-3485.62	-3309.72	-175.904	5.494205	0.2523758	0.01243718	0.09118303	0.0115015	0.563859	0.00650716	0.011679	0.401556	0.00489803	24.608	0.111827	7	38.78513	0.4420051	0.00222434	0.068411	0.506469	3.4229	0.277877	0.324788	0.123687	0.273647	0.20301	0.5508446
506	-3485.77	-3310.87	-174.897	5.494205	0.2523758	0.01069908	0.00845781	0.0139419	0.475252	0.00788787	0.0102217	0.486759	0.00593731	24.608	0.2029953	7	37.42842	0.4420051	0.00222434	0.068411	0.506469	3.4229	0.294314	0.312414	0.130215	0.263056	0.2114531	0.9600015
507	-3483.92	-3305.52	-178.4	5.494205	0.2416462	0.01332968	-0.0287405	0.0139384	0.475135	0.0081338	0.0102192	0.486638	0.00593584	24.608	0.2029953	6	37.4308	0.4420051	0.00174502	0.0607268	0.483534	3.45399	0.289834	0.303323	0.128233	0.27861	0.1742548	1.164934
508	-3481.14	-3305.68	-175.463	5.494205	0.1974174	0.01427021	0.06712924	0.0139384	0.475135	0.0081338	0.0102192	0.486638	0.00593584	24.608	0.1071255	7	37.57456	0.4420051	0.000485318	0.032299	0.376884	3.59033	0.292748	0.306373	0.119468	0.281411	0.1742548	0.6147638
509	-3478.68	-3305.62	-173.061	5.494205	0.1892946	0.01491011	0.07457557	0.0139355	0.475033	0.00813205	0.010217	0.486534	0.00614907	24.608	0.1451733	7	37.3766	0.4420051	0.000359456	0.0278368	0.355145	3.61666	0.282659	0.295814	0.149813	0.271713	0.2197489	0.6606328
510	-3480.82	-3304.97	-175.849	5.494205	0.1904401	0.01426547	0.1033565	0.0139318	0.474908	0.00839138	0.0102143	0.486407	0.00614746	24.608	0.141212	7	39.79333	0.3870429	0.000375584	0.0284488	0.35825	3.61293	0.282659	0.295814	0.149813	0.271713	0.2445685	0.5773924
511	-3480.75	-3304.35	-176.397	5.494205	0.1804818	0.0118479	-0.02077537	0.0118333	0.498832	0.0080331	0.00977821	0.465638	0.00588498	24.608	0.2271551	7	40.85634	0.3870429	0.000251696	0.0233284	0.330838	3.64558	0.296706	0.299855	0.15143	0.252009	0.2063797	1.100666
512	-3482.2	-3306.35	-175.842	5.494205	0.2119782	0.010957	-0.03303243	0.013912	0.49329	0.00811312	0.0184	0.460465	0.0058196	24.22195	0.2271551	7	40.57325	0.3870429	0.000784647	0.0409589	0.414191	3.54407	0.27941	0.317643	0.135988	0.266958	0.1941227	1.170163
513	-3483.02	-3307.04	-175.988	5.494205	0.1867859	0.01231347	-0.0164507	0.0177394	0.491375	0.00808163	0.0183286	0.458678	0.00579701	24.22195	0.1343687	7	39.45311	0.3870429	0.000325896	0.026517	0.348301	3.62486	0.269399	0.289709	0.14554	0.295353	0.117918	1.13951
514	-3486.08	-3307.42	-178.654	5.494205	0.1925575	0.01129434	-0.006325473	0.0164229	0.532669	0.00748189	0.0134194	0.42464	0.00536682	24.22195	0.1187069	6	37.50953	0.3870429	0.000406766	0.0295953	0.363956	3.60604	0.284923	0.306404	0.157711	0.250963	0.1123814	1.056286
515	-3489.85	-3305.46	-184.396	5.494205	0.2036253	0.01038757	-0.05860796	0.0150329	0.533422	0.00749247	0.0134384	0.42524	0.0053744	24.64691	0.1533178	6	40.61895	0.345671	0.000600678	0.0358928	0.393053	3.57045	0.296374	0.306472	0.136104	0.26105	0.09470985	1.618816
516	-3487.58	-3308.36	-179.219	6.25239	0.1924458	0.01050941	-0.009496543	0.0207749	0.530711	0.0138386	0.0185713	0.408677	0.00742722	24.64691	0.1318508	7	39.28856	0.345671	0.000405075	0.0295343	0.363656	3.6064	0.299267	0.299449	0.13752	0.263765	0.1223543	1.077615
517	-3492.4	-3308.28	-184.115	5.428194	0.1867852	0.01228585	-0.004350888	0.0132732	0.534777	0.0139446	0.0187136	0.411808	0.00748412	24.64691	0.2156129	6	40.89576	0.345671	0.000325886	0.0265166	0.348299	3.62486	0.289651	0.289827	0.133101	0.287421	0.211262	1.020595
518	-3496.31	-3311.85	-184.458	5.428194	0.1871012	0.01341218	0.06954451	0.0120208	0.534679	0.013942	0.0209722	0.411732	0.00665381	24.64691	0.1417175	6	42.62631	0.2776218	0.000329983	0.0266813	0.349164	3.62382	0.286588	0.286762	0.14227	0.284381	0.211262	0.6708139
519	-3495.18	-3311.09	-184.095	5.428194	0.2106399	0.01123381	-0.07331981	0.0101909	0.453284	0.0106274	0.0177796	0.502478	0.00564088	24.64691	0.2193456	6	42.13249	0.2776218	0.000752843	0.0401303	0.410852	3.54826	0.29205	0.292227	0.144981	0.270742	0.1460258	1.502102
520	-3490.87	-3307.16	-183.713	5.428194	0.1676554	0.01200964	-0.08238215	0.00955482	0.453575	0.0106343	0.017791	0.5028	0.00564451	24.64691	0.2193456	6	41.91077	0.3906518	0.000140109	0.0174411	0.294216	3.6882	0.289184	0.29341	0.145568	0.271838	0.1369635	1.60149
521	-3489.6	-3304.57	-185.038	5.428194	0.1742514	0.01200964	0.02279093	0.00847703	0.515212	0.00943471	0.0157842	0.446084	0.00500781	24.64691	0.1592254	5	41.9681	0.3906518	0.000191419	0.0203649	0.313224	3.66622	0.30588	0.289498	0.139735	0.264888	0.1820163	0.8747863
522	-3488.56	-3305.32	-183.241	5.428194	0.2051254	0.01396919	0.02015919	0.00847383	0.515017	0.00943114	0.0157782	0.445916	0.00538358	24.64691	0.1520244	5	43.87834	0.3906518	0.000631215	0.0367837	0.396902	3.56568	0.301273	0.298493	0.139335	0.260898	0.1721836	0.8829204
523	-3488.77	-3306.36	-182.412	5.428194	0.1820265	0.01396919	0.07554096	0.00801602	0.487193	0.00892161	0.0149258	0.475851	0.00509273	24.64691	0.1327248	6	43.0562	0.3725705	0.00026859	0.0240924	0.335151	3.64049	0.308949	0.304476	0.142885	0.243691	0.2082657	0.6372857
524	-3493.84	-3312.09	-181.742	6.277751	0.2197718	0.01432138	0.03779281	0.00962948	0.444984	0.0151647	0.0136327	0.511937	0.00465151	24.04281	0.1327248	6	42.02478	0.3027379	0.000988468	0.0459035	0.433269	3.51984	0.285113	0.333993	0.12537	0.255524	0.1705176	0.7783642
525	-3491.67	-3308.49	-183.183	6.178475	0.1854064	0.01302979	0.06069977	0.0110698	0.448516	0.0065193	0.0137409	0.516001	0.00415327	24.04281	0.1098178	6	43.08772	0.3027379	0.000308446	0.0258034	0.344511	3.62938	0.285113	0.333993	0.12537	0.255524	0.1705176	0.6440263
526	-3491.75	-3308.16	-183.594	6.178475	0.2016228	0.01357386	0.1048965	0.0106644	0.503126	0.0057636	0.0187438	0.456187	0.00551505	24.04281	0.09877752	5	42.56964	0.3027379	0.000561555	0.0347169	0.38788	3.57684	0.285113	0.333993	0.12537	0.255524	0.203674	0.4849784
527	-3485.92	-3307.14	-178.782	5.704549	0.1664609	0.01357386	0.0135063	0.0117452	0.554114	0.00634769	0.0206433	0.403261	0.00388927	24.04281	0.1158967	5	41.8703	0.3691171	0.00013206	0.0169358	0.290737	3.69219	0.273438	0.320316	0.137134	0.269112	0.129403	0.8956261
528	-3482.87	-3305.21	-177.665	5.357784	0.17639	0.01357386	-0.03183494	0.0162196	0.55526	0.00636083	0.014312	0.404096	0.00375172	24.04281	0.161238	5	42.64413	0.3691171	0.000210739	0.0213605	0.319308	3.65912	0.279697	0.316859	0.122874	0.28057	0.129403	1.246014
529	-3481.1	-3305.47	-175.632	5.357784	0.1678607	0.01386842	0.01373067	0.0135224	0.544156	0.00656569	0.0147729	0.41711	0.00387255	24.04281	0.1757399	6	41.70925	0.4880362	0.000141528	0.0175287	0.294813	3.68752	0.281178	0.309185	0.13586	0.273776	0.1894706	0.9275314
530	-3480.79	-3306.98	-173.814	5.357784	0.1707205	0.01622682	-0.002363987	0.0135281	0.544384	0.00656843	0.0147791	0.417284	0.00345678	24.04281	0.2128735	6	39.23937	0.3637059	0.00016246	0.0187718	0.303093	3.67797	0.290969	0.304974	0.13401	0.270047	0.2105095	1.01123
531	-3480.73	-3305.79	-174.94	5.357784	0.1912437	0.01475371	-0.05646731	0.0131346	0.488428	0.00723808	0.0196746	0.468476	0.00304898	24.04281	0.2446773	6	37.73775	0.4551987	0.000387208	0.0288816	0.360421	3.61031	0.290969	0.304974	0.13401	0.270047	0.18821	1.300023
532	-3475.45	-3306	-169.455	5.357784	0.1836717	0.01357482	-0.02524593	0.0131346	0.488428	0.00723808	0.0196746	0.468476	0.00304898	24.04281	0.1678952	7	37.37633	0.4551987	0.000287485	0.0249185	0.339721	3.63507	0.295488	0.295795	0.146797	0.261919	0.1426493	1.176979
533	-3480.11	-3307.16	-172.953	5.357784	0.1827873	0.01454201	0.1148365	0.0139066	0.486627	0.0103059	0.0196021	0.466749	0.00280947	24.00118	0.1633452	7	39.38383	0.4369609	0.00027721	0.0244728	0.337267	3.63798	0.301594	0.301907	0.129167	0.267331	0.2781817	0.5871889
534	-3479.92	-3306.62	-173.305	5.440579	0.1652622	0.01092644	-0.00703535	0.0139652	0.488677	0.00613609	0.0196847	0.468715	0.00282131	24.00118	0.162905	7	41.25666	0.4369609	0.000124341	0.0164364	0.287235	3.6962	0.298639	0.296369	0.14028	0.264712	0.1558697	1.045136
535	-3478.92	-3303.11	-175.81	5.440579	0.1879903	0.01394055	0.03097075	0.0139781	0.48913	0.00521641	0.0197029	0.469149	0.00282392	26.19637	0.1283269	7	41.09084	0.4369609	0.000341708	0.027147	0.351594	3.62092	0.298835	0.296564	0.139715	0.264886	0.1592977	0.8055794
536	-3480.7	-3302.82	-177.882	5.75312	0.2115749	0.01195271	-0.01073722	0.0123809	0.4889	0.00727371	0.0196937	0.468929	0.0028226	26.19637	0.1249989	8	39.24941	0.4369609	0.000774966	0.0407085	0.413186	3.54533	0.297533	0.294801	0.137027	0.270639	0.1142617	1.09397
537	-3482.69	-3305.17	-177.525	5.75312	0.1962073	0.01311638	0.08676395	0.0112165	0.442922	0.00658966	0.0178416	0.517376	0.00405455	26.19637	0.1249989	7	37.53219	0.4369609	0.000464826	0.0316165	0.373687	3.59423	0.29103	0.288357	0.15589	0.264724	0.2117629	0.5902778
538	-3482.68	-3304.32	-178.36	5.75312	0.1996197	0.01184772	-0.008959691	0.0112165	0.442922	0.00658966	0.0178416	0.517376	0.00405455	26.19637	0.1861011	7	38.96097	0.4369609	0.000524258	0.0335564	0.382665	3.58325	0.289839	0.287177	0.155822	0.267162	0.1771414	1.050579
539	-3484.99	-3305.78	-179.206	5.75312	0.2135882	0.01246185	0.03185656	0.00851448	0.495223	0.00736778	0.0211015	0.462507	0.00528619	26.19637	0.1749934	7	39.71805	0.4369609	0.000824125	0.0419638	0.418183	3.53903	0.290465	0.287797	0.156158	0.265581	0.20685	0.845992
540	-3486.25	-3306.08	-180.175	5.75312	0.2135882	0.01150007	0.01054183	0.00858902	0.487667	0.00836893	0.0212863	0.466556	0.00753233	25.96956	0.1767265	6	38.50042	0.4369609	0.000824125	0.0419638	0.418183	3.53903	0.284602	0.302171	0.153006	0.260221	0.1872683	0.9437074
541	-3491.34	-3312.15	-179.191	5.75312	0.1653743	0.01353381	0.01054183	0.00862631	0.489784	0.00406449	0.0213787	0.468581	0.00756503	25.96956	0.1767265	7	38.67581	0.4024988	0.000125048	0.0164828	0.287563	3.69583	0.311969	0.312475	0.102342	0.273215	0.1872683	0.9437074
542	-3485.36	-3305.15	-180.208	5.75312	0.1797324	0.01286383	-0.07331626	0.00775196	0.524536	0.00362677	0.0199418	0.437087	0.00705657	25.96956	0.2240948	7	37.7021	0.4024988	0.000243788	0.0229619	0.328738	3.64806	0.318524	0.299853	0.119443	0.26218	0.1507785	1.486251
543	-3488.31	-3305.75	-182.566	5.75312	0.2245365	0.01286383	-0.05468765	0.0113307	0.522644	0.00361369	0.0198698	0.43551	0.00703112	25.96956	0.2215719	7	37.87122	0.3626023	0.00112937	0.0490208	0.444628	3.50522	0.296015	0.308434	0.122861	0.27269	0.1668842	1.327698
544	-3494.58	-3307.54	-187.043	5.75312	0.178773	0.01409183	-0.0378093	0.0108218	0.534682	0.00603029	0.0258037	0.415947	0.00671527	25.96956	0.1956705	6	38.55422	0.4864891	0.000233935	0.0224966	0.326041	3.65123	0.303166	0.290454	0.127103	0.279278	0.1578612	1.23951
545	-3492.28	-3306.76	-185.52	5.75312	0.1919156	0.01163552	0.06025996	0.00908678	0.608219	0.00506349	0.0227307	0.349261	0.00563866	25.67673	0.1159784	6	39.74781	0.4864891	0.000397124	0.0292457	0.362231	3.60813	0.306018	0.293187	0.11889	0.281905	0.1762384	0.658077
546	-3492.38	-3307.29	-185.09	5.75312	0.1793184	0.01163552	0.01539484	0.00727313	0.60559	0.00618838	0.0275827	0.347751	0.00561429	28.06846	0.1608435	6	37.86201	0.4864891	0.0002395	0.0227605	0.327575	3.64942	0.301742	0.289091	0.1312	0.277967	0.1762384	0.9126476
547	-3491.19	-3307.89	-183.297	5.75312	0.2062377	0.01281193	-0.03319023	0.00486994	0.560215	0.00405681	0.0184688	0.40995	0.00243927	28.06846	0.1772271	7	41.20203	0.4864891	0.000654553	0.0374498	0.399741	3.56216	0.306456	0.293607	0.117628	0.282309	0.1440369	1.230429
548	-3490.19	-3308.05	-182.142	5.75312	0.1923319	0.0148494	0.01595377	0.00486994	0.560215	0.00405681	0.0184688	0.40995	0.00243927	26.35718	0.1898901	7	41.41084	0.4011166	0.000403358	0.0294722	0.36335	3.60677	0.304522	0.292882	0.122069	0.280527	0.2058439	0.9224958
549	-3486.38	-3307.07	-179.316	5.75312	0.1800468	0.01196556	0.05811857	0.00910776	0.502324	0.004581	0.0183127	0.46292	0.00275445	23.37823	0.1477253	7	41.16037	0.4674954	0.000247083	0.0231153	0.329619	3.64702	0.297637	0.295782	0.123277	0.283304	0.2058439	0.7176571
550	-3484.53	-3306.99	-177.545	5.75312	0.1843485	0.01502262	0.01123282	0.0106938	0.495645	0.00504466	0.0180692	0.46783	0.00271782	23.37823	0.1477253	7	40.25365	0.458056	0.000295534	0.0252621	0.341593	3.63285	0.289342	0.323632	0.120843	0.266183	0.1589581	0.9293348
551	-3486.44	-3308.39	-178.047	5.75312	0.1818152	0.01262552	-0.003462891	0.011603	0.452764	0.00547356	0.0196055	0.507605	0.0029489	23.37823	0.1367718	7	41.76241	0.458056	0.000266231	0.0239872	0.334562	3.64118	0.288984	0.323231	0.121931	0.265853	0.1333089	1.025976
552	-3485.13	-3308.92	-176.208	5.794324	0.1818152	0.01372177	0.0723961	0.0116573	0.45488	0.00549914	0.0150244	0.509977	0.00296268	23.37823	0.1410596	6	37.97175	0.458056	0.000266231	0.0239872	0.334562	3.64118	0.288984	0.323231	0.121931	0.265853	0.2134557	0.6608378
553	-3481.2	-3304.44	-176.764	5.794324	0.1910583	0.01336333	0.1090373	0.00910505	0.569635	0.00688644	0.0188147	0.391849	0.00371008	23.37823	0.1216685	7	37.45339	0.458056	0.000384503	0.0287815	0.359921	3.61091	0.297962	0.302207	0.125719	0.274112	0.2307058	0.5273752
554	-3479.33	-3303.38	-175.943	5.794324	0.1979354	0.01226882	-0.01802771	0.0104932	0.573593	0.00693429	0.0106723	0.394572	0.00373586	23.37823	0.1813592	6	37.44952	0.458056	0.000494286	0.032593	0.378248	3.58866	0.297962	0.302207	0.125719	0.274112	0.1633315	1.110375
555	-3479.75	-3303.97	-175.782	5.794324	0.1805164	0.01273262	0.003406061	0.016583	0.567797	0.00686422	0.0144726	0.390585	0.00369812	23.37823	0.1559848	8	39.84062	0.458056	0.000252066	0.0233454	0.330935	3.64547	0.296979	0.30121	0.128249	0.273562	0.1593908	0.9786308
556	-3478.23	-3302.26	-175.967	5.794324	0.2037847	0.01273262	0.01773464	0.0128613	0.569946	0.0068902	0.0145273	0.392063	0.00371211	23.37823	0.2042502	8	39.71247	0.458056	0.000603872	0.035987	0.393463	3.56995	0.296979	0.30121	0.128249	0.273562	0.2219849	0.9201088
557	-3478.55	-3301.77	-176.779	5.794324	0.2017172	0.01257643	0.03782442	0.0128613	0.569946	0.0068902	0.0145273	0.392063	0.00371211	23.37823	0.1228767	8	38.90324	0.449232	0.000563357	0.034772	0.388125	3.57654	0.29172	0.303463	0.129208	0.275608	0.1607011	0.7646288
558	-3481.48	-3303.08	-178.396	6.33654	0.2017172	0.01217462	-0.03692069	0.0104038	0.569633	0.00688641	0.0145194	0.391848	0.00671028	23.37823	0.1976218	8	39.2226	0.449232	0.000563357	0.034772	0.388125	3.57654	0.290405	0.302095	0.128626	0.278874	0.1607011	1.229748
559	-3486.62	-3303.98	-182.641	6.33654	0.186982	0.01151638	-0.01656289	0.0104201	0.570525	0.00533084	0.0145421	0.392461	0.0067208	23.37823	0.177264	8	39.18196	0.5791637	0.000328433	0.0266191	0.348838	3.62421	0.294232	0.2929	0.130321	0.282548	0.1607011	1.103066
560	-3483.99	-3305.52	-178.469	6.33654	0.186982	0.01256378	-0.004955089	0.00635989	0.572954	0.00360732	0.0161968	0.394133	0.00674941	24.08753	0.1764582	8	37.44578	0.3992132	0.000328433	0.0266191	0.348838	3.62421	0.297486	0.301609	0.126535	0.27437	0.1715031	1.028892
561	-3487.99	-3308.64	-179.351	6.33654	0.2019515	0.01416163	0.004116404	0.00668809	0.602521	0.00379348	0.0170326	0.362867	0.00709772	25.4938	0.1259942	8	37.23443	0.3992132	0.000567849	0.0349088	0.388732	3.57579	0.290055	0.330648	0.119715	0.259582	0.1301106	0.9683623
562	-3494.06	-3309.34	-184.719	6.066297	0.1968735	0.0131661	0.03198326	0.00663635	0.59786	0.00261649	0.0219738	0.36006	0.0108534	25.4938	0.09812737	6	37.38402	0.3992132	0.00047603	0.0319915	0.375449	3.59208	0.292084	0.33296	0.113559	0.261397	0.1301106	0.7541841
563	-3491.12	-3308.77	-182.356	6.066297	0.1967177	0.01187464	-0.006846864	0.00555685	0.578135	0.00253016	0.0212488	0.382034	0.0104953	24.19704	0.1227965	6	37.84253	0.407474	0.000473392	0.0319036	0.375037	3.59259	0.282809	0.313121	0.122621	0.281448	0.1159496	1.05905
564	-3490.2	-3308.51	-181.687	6.066297	0.1873838	0.01187464	0.0058094	0.00569883	0.56536	0.00459013	0.0217917	0.391795	0.0107635	24.05566	0.1096562	6	37.69072	0.407474	0.000333677	0.0268289	0.349937	3.6229	0.286186	0.291602	0.128127	0.294085	0.1154656	0.9496872
565	-3490.67	-3309.43	-181.242	6.066297	0.1694919	0.01167348	0.03897321	0.00594933	0.543789	0.00725784	0.0227496	0.409018	0.0112366	24.05566	0.1319659	6	37.45228	0.407474	0.000153201	0.0182325	0.299544	3.68207	0.285739	0.327202	0.1275	0.259558	0.1709391	0.7720053
566	-3490.51	-3310.27	-180.24	5.858376	0.1958072	0.01071825	-0.01064309	0.00594933	0.543789	0.00725784	0.0227496	0.409018	0.0112366	24.05566	0.1980129	6	37.22849	0.407474	0.000458187	0.0313922	0.372627	3.59552	0.306658	0.279985	0.136163	0.277193	0.1873698	1.056803
567	-3490.82	-3310.29	-180.533	5.858376	0.1695649	0.01079168	-0.0005610179	0.00878317	0.542551	0.00667042	0.0226979	0.408086	0.011211	24.05566	0.1980129	6	37.89703	0.407474	0.00015374	0.0182644	0.299755	3.68183	0.274821	0.297398	0.133348	0.294433	0.1974519	1.002841
568	-3485.49	-3306.32	-179.174	5.858376	0.1928485	0.01361778	0.02965988	0.00887489	0.548217	0.00674007	0.0124923	0.412348	0.0113281	24.05566	0.167792	7	37.59352	0.407474	0.000411192	0.0297543	0.364737	3.6051	0.276505	0.299221	0.134166	0.290107	0.1974519	0.8497868
569	-3486.73	-3306.01	-180.716	5.858376	0.1895146	0.01269444	-0.02081147	0.00886871	0.547835	0.00673538	0.0124836	0.412061	0.0120161	24.05566	0.2182633	7	37.43962	0.407474	0.000362513	0.0279539	0.355742	3.61594	0.314053	0.279279	0.136481	0.270187	0.1974519	1.1054
570	-3487.82	-3306.88	-180.938	5.858376	0.2242006	0.01371531	0.005837907	0.00886871	0.547835	0.00673538	0.0124836	0.412061	0.0120161	24.05566	0.191614	7	37.87224	0.407474	0.00111902	0.0487989	0.443835	3.50625	0.299397	0.312914	0.130111	0.257578	0.1974519	0.9704338
571	-3489.01	-3306.35	-182.666	6.052735	0.2320237	0.01149786	-0.01883654	0.00922297	0.528852	0.00700443	0.013904	0.428521	0.0124961	24.05566	0.1678577	6	37.60932	0.407474	0.0013771	0.054051	0.462013	3.48256	0.291196	0.310786	0.129227	0.268791	0.1490212	1.126402
