Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
45	-3549.98	-3345.09	-204.887	6.255346	0.2217598	0.02130988	0.06500073	0.0327705	0.494583	0.000347014	0.00556967	0.459539	0.00719103	10.90443	0.09400568	3	48.68718	0.4106121	0.00104572	0.0471959	0.438037	3.51372	0.273899	0.299999	0.140981	0.285121	0.1590064	0.5912068
46	-3547.59	-3341.67	-205.928	6.255346	0.2234554	0.01898549	0.0374741	0.0327765	0.494673	0.000347077	0.00613227	0.459622	0.00644925	10.59411	0.09309	3	48.82209	0.4106121	0.00109628	0.0483075	0.442071	3.50853	0.275084	0.301297	0.137264	0.286355	0.1305641	0.7129831
47	-3548.25	-3342.25	-205.999	6.255346	0.2234554	0.02064507	0.06308951	0.0206467	0.501117	0.000144234	0.00594867	0.46561	0.00653327	10.59411	0.08631443	2	47.34822	0.4106121	0.00109628	0.0483075	0.442071	3.50853	0.272228	0.302484	0.137805	0.287483	0.1494039	0.5777253
48	-3547.64	-3343.66	-203.975	6.255346	0.2153753	0.01928374	0.09752937	0.020644	0.501051	0.000144215	0.0063295	0.465548	0.00628301	11.07113	0.082832	2	47.49263	0.4106121	0.000869527	0.0430896	0.422583	3.53346	0.272534	0.302824	0.136834	0.287807	0.1803614	0.4592558
49	-3544.91	-3341.77	-203.148	6.255346	0.2134567	0.0201954	0.1053437	0.0233945	0.567808	0.000123887	0.00717281	0.39438	0.00712012	11.18762	0.0750177	2	46.90085	0.4106121	0.000820851	0.0418814	0.417858	3.53944	0.272534	0.302824	0.136834	0.287807	0.1803614	0.4159299
50	-3535.27	-3340.41	-194.858	6.255346	0.2274424	0.01809412	0.08462274	0.0254001	0.530953	0.000100071	0.00762513	0.428191	0.00773054	11.18762	0.1034808	3	47.97432	0.4106121	0.00122163	0.0509548	0.451443	3.49638	0.272534	0.302824	0.136834	0.287807	0.1881036	0.5501269
51	-3535.61	-3340.14	-195.471	6.255346	0.2258245	0.01883301	0.04865946	0.0263318	0.531694	0.00010021	0.00534538	0.428788	0.00774132	11.30658	0.1094071	3	47.18344	0.4106121	0.00116967	0.0498751	0.447659	3.5013	0.298366	0.305111	0.13764	0.258883	0.1580665	0.6921584
52	-3535.58	-3341.76	-193.82	6.255346	0.2329165	0.01970531	0.03060208	0.0262916	0.530881	0.000133714	0.00683095	0.428133	0.00772949	11.01116	0.1014252	3	46.39641	0.4283509	0.00140885	0.0546608	0.464048	3.47988	0.303106	0.309958	0.123942	0.262995	0.1320273	0.7682139
53	-3536.53	-3344.49	-192.04	7.392441	0.2284591	0.01624541	0.03574924	0.0264487	0.534054	7.35947e-05	0.00638302	0.424019	0.00902176	11.87047	0.09651972	4	46.41085	0.4453707	0.00125507	0.051637	0.453807	3.4933	0.293602	0.314185	0.125632	0.266581	0.132269	0.7297231
54	-3532.66	-3341.76	-190.901	5.87356	0.22676	0.01624541	0.04165585	0.0252842	0.51054	7.03543e-05	0.00620643	0.449275	0.00862453	11.09899	0.0954854	4	45.74287	0.4453707	0.00119953	0.0504984	0.44985	3.49845	0.277678	0.326635	0.135194	0.260492	0.1371413	0.6962559
55	-3532.47	-3340.5	-191.974	5.87356	0.2234908	0.01908262	0.05189091	0.0238378	0.564737	9.87962e-05	0.00686528	0.397817	0.00664434	11.09899	0.06953522	4	44.61691	0.4164862	0.00109735	0.0483309	0.442155	3.50842	0.296826	0.2961	0.12862	0.278454	0.1214261	0.5726545
56	-3526.88	-3339.79	-187.092	7.099271	0.2210309	0.01916318	0.06009654	0.0250776	0.562898	6.49409e-05	0.00684293	0.396522	0.00859528	10.81272	0.1255714	2	44.11591	0.4164862	0.00102447	0.0467206	0.436294	3.51596	0.296826	0.2961	0.12862	0.278454	0.185668	0.6763225
57	-3521.77	-3337.75	-184.021	5.973797	0.2194854	0.02006279	0.03262042	0.0249248	0.55947	5.68413e-05	0.00639585	0.394107	0.0150455	10.81272	0.1318938	3	43.14719	0.4672089	0.000980401	0.0457183	0.432579	3.52072	0.283065	0.301895	0.131137	0.283903	0.1645143	0.8017168
58	-3518	-3332.8	-185.198	5.973797	0.2330328	0.01874118	0.1132025	0.0249247	0.559467	6.30225e-05	0.00639581	0.394104	0.0150454	10.99635	0.09454673	3	42.29649	0.5307819	0.00141302	0.0547404	0.464313	3.47953	0.289635	0.308901	0.13418	0.267283	0.2077492	0.4551003
59	-3522.73	-3332.15	-190.572	6.40409	0.2242631	0.01986449	0.1634742	0.0254477	0.554497	6.43449e-05	0.00653002	0.402374	0.0110862	10.99635	0.1086461	3	42.81498	0.5307819	0.00112094	0.0488402	0.443983	3.50606	0.283188	0.302026	0.129807	0.284979	0.2721202	0.3992576
60	-3518.29	-3332.34	-185.949	7.568689	0.2422571	0.01984377	0.1107224	0.0226829	0.494253	7.76606e-05	0.00809028	0.46492	0.00997645	10.99635	0.1100293	4	42.46601	0.5307819	0.00177033	0.061158	0.48487	3.4522	0.277831	0.296312	0.146268	0.279588	0.2207516	0.4984301
61	-3516.63	-3331.87	-184.764	6.002304	0.2461521	0.01917536	0.05684839	0.0340621	0.488552	5.72692e-05	0.00791028	0.459557	0.00986137	10.99635	0.1276734	3	43.1006	0.5307819	0.00193725	0.0639255	0.493301	3.44084	0.277831	0.296312	0.146268	0.279588	0.1845218	0.6919151
62	-3517.41	-3330.28	-187.132	6.002304	0.2621025	0.01806918	0.07287552	0.0326084	0.467702	5.4825e-05	0.00757268	0.482622	0.0094405	11.4405	0.1382973	3	42.85639	0.5307819	0.00272443	0.0755588	0.526323	3.39539	0.277831	0.296312	0.146268	0.279588	0.2111728	0.654901
63	-3517.82	-3331.91	-185.907	6.002304	0.2414272	0.01990435	0.09515161	0.0291089	0.443482	4.89412e-05	0.00675999	0.512173	0.00842736	11.4405	0.1425601	3	42.29247	0.4324243	0.00173601	0.0605725	0.483055	3.45464	0.303041	0.304052	0.145846	0.247061	0.2377118	0.5997185
64	-3509.08	-3330.03	-179.045	6.002304	0.2370516	0.01765289	0.08049666	0.02923	0.445327	3.83994e-05	0.00678812	0.514305	0.00431131	10.97282	0.1425601	4	42.34591	0.4324243	0.00156222	0.0575115	0.473372	3.46755	0.306308	0.296564	0.139247	0.257881	0.2230568	0.6391203
65	-3506.68	-3329.67	-177.012	6.002304	0.21858	0.01734045	0.01176699	0.0283182	0.463215	4.99533e-05	0.00657637	0.498261	0.00357949	10.41609	0.1633139	4	42.00951	0.4324243	0.000955195	0.0451347	0.430392	3.52352	0.306066	0.29712	0.139137	0.257677	0.1750809	0.9327911
66	-3510.74	-3330.2	-180.534	6.002304	0.2202106	0.01734045	0.0475281	0.0294283	0.481374	0.000104616	0.00683417	0.480025	0.00223428	11.88895	0.1601951	2	42.63108	0.3437422	0.00100092	0.0461877	0.434325	3.51849	0.299581	0.304231	0.135739	0.260449	0.2077232	0.771195
67	-3508.58	-3326.87	-181.708	6.002304	0.2078943	0.01681282	0.08132098	0.0294204	0.481245	0.000254788	0.00683234	0.479896	0.00235207	11.88895	0.1120483	2	42.08467	0.3437422	0.000690418	0.0384503	0.403945	3.55691	0.296685	0.30129	0.144095	0.257931	0.1933693	0.5794524
68	-3509.49	-3328.35	-181.143	10.16925	0.2108935	0.01609056	0.0593863	0.0269094	0.440171	0.000233042	0.00624921	0.524286	0.00215133	12.35297	0.1434056	2	41.28962	0.3841127	0.000758801	0.0402869	0.411486	3.54747	0.292103	0.296637	0.157313	0.253948	0.2027919	0.7071565
69	-3513.96	-3333.23	-180.73	5.379368	0.224918	0.01496263	0.05365294	0.0276113	0.395662	0.00023912	0.00926801	0.566119	0.00110055	15.10522	0.1525514	1	41.28365	0.3841127	0.00114121	0.0492734	0.445528	3.50406	0.291478	0.296003	0.156977	0.255542	0.2062044	0.739807
70	-3511.21	-3329.06	-182.146	5.379368	0.2148894	0.01573769	0.02368889	0.0276078	0.395612	0.00023909	0.00926684	0.566047	0.00122668	15.90963	0.1506562	1	40.44516	0.3841127	0.000857018	0.0427825	0.42139	3.53497	0.292912	0.297459	0.157749	0.251879	0.1743451	0.8641264
71	-3512.53	-3330.11	-182.425	5.379368	0.2244754	0.01430918	0.07868933	0.0275869	0.395313	0.000275422	0.00998063	0.565619	0.00122576	14.6875	0.134282	1	41.53452	0.3841127	0.00112748	0.0489804	0.444484	3.50541	0.292912	0.297459	0.157749	0.251879	0.2129714	0.6305169
72	-3501.62	-3324.29	-177.329	6.176117	0.2289603	0.01580808	0.1219643	0.0276424	0.396107	0.000154237	0.00805234	0.566756	0.00128803	17.4107	0.1155821	2	41.73107	0.4488187	0.00127177	0.0519743	0.454968	3.49179	0.297085	0.287452	0.159996	0.255467	0.2375464	0.4865663
73	-3501.65	-3323.73	-177.914	6.018932	0.2292541	0.01549108	0.1104545	0.0276466	0.396167	0.000290205	0.00831203	0.566842	0.000741966	17.49691	0.1270919	2	41.67227	0.4488187	0.00128163	0.0521724	0.455648	3.4909	0.270593	0.300984	0.164276	0.264147	0.2375464	0.5350194
74	-3498.9	-3319.75	-179.149	5.48541	0.2186896	0.01352646	0.123427	0.0276416	0.396096	0.000367891	0.00831054	0.56674	0.000844146	19.32632	0.09313053	2	41.93743	0.4488187	0.000958221	0.0452051	0.430657	3.52318	0.296157	0.285883	0.156034	0.261925	0.2165575	0.4300499
75	-3501.61	-3323.02	-178.59	5.48541	0.2186896	0.01564207	0.05187514	0.027644	0.39613	0.000464767	0.00831125	0.566788	0.000661557	19.32632	0.1319826	2	42.1623	0.5358493	0.000958221	0.0452051	0.430657	3.52318	0.319071	0.269741	0.161364	0.249825	0.1838578	0.7178518
76	-3505.06	-3322.85	-182.206	5.48541	0.2259911	0.01363295	0.07265731	0.0276294	0.395922	0.000745239	0.00867391	0.56649	0.00053938	19.32632	0.1345973	2	42.41119	0.5358493	0.00117495	0.0499859	0.44805	3.50079	0.280935	0.284848	0.170401	0.263816	0.2072546	0.6494296
77	-3507.46	-3323.22	-184.244	5.48541	0.21772	0.01325804	0.04741759	0.0276363	0.39602	0.00042826	0.00867606	0.566631	0.000607723	19.32632	0.1494617	2	42.23032	0.5358493	0.000931662	0.0445826	0.428307	3.52618	0.297865	0.278141	0.166389	0.257605	0.1968793	0.759154
78	-3504.71	-3323.62	-181.09	5.480508	0.2238634	0.01324973	0.08118922	0.0276181	0.395759	0.000427977	0.00867034	0.566257	0.00126755	20.62129	0.124078	3	42.27661	0.5358493	0.00110869	0.0485763	0.443037	3.50728	0.288751	0.282936	0.169257	0.259056	0.2052672	0.6044706
79	-3503.93	-3321.79	-182.139	5.624355	0.2295591	0.01224952	0.08236395	0.0256755	0.434724	0.000440056	0.011598	0.526429	0.0011337	19.4963	0.1229033	4	42.54004	0.4252486	0.00129192	0.0523783	0.456353	3.48998	0.291589	0.30083	0.161064	0.246517	0.2052672	0.5987477
80	-3503.86	-3318.31	-185.552	5.624355	0.2295591	0.01580937	0.04378991	0.0242176	0.435364	0.000464367	0.0116151	0.527204	0.00113537	19.4963	0.1259079	1	42.21665	0.4252486	0.00129192	0.0523783	0.456353	3.48998	0.285622	0.294674	0.157768	0.261936	0.1696978	0.7419536
81	-3500.2	-3316.38	-183.822	9.400242	0.2116708	0.01611416	0.01046105	0.0242176	0.435364	0.000464367	0.0116151	0.527204	0.00113537	19.4963	0.1579745	1	41.76057	0.4586376	0.00077726	0.040768	0.413425	3.54503	0.305348	0.28514	0.129486	0.280026	0.1684356	0.9378929
82	-3497.06	-3317.44	-179.628	6.65778	0.2075047	0.0157788	0.05565125	0.0233589	0.492646	0.000525466	0.0131433	0.469361	0.000965197	19.4963	0.1222229	3	41.62541	0.5486352	0.000681862	0.038214	0.402959	3.55815	0.295516	0.275959	0.157515	0.27101	0.1778741	0.6871313
83	-3495.89	-3316.4	-179.489	6.65778	0.2145513	0.01408467	0.02529466	0.023364	0.492754	0.000525581	0.0129356	0.469464	0.000956391	17.65989	0.1289932	3	42.18102	0.5486352	0.000848385	0.0425692	0.420558	3.53602	0.300998	0.276059	0.146906	0.276038	0.1542879	0.8360554
84	-3496.97	-3316.12	-180.849	6.65778	0.2271584	0.01446386	-0.002771062	0.0273812	0.490757	0.000464418	0.0128831	0.467561	0.000952515	17.65989	0.1581695	3	42.64748	0.5658283	0.0012124	0.0507647	0.45078	3.49724	0.301674	0.276679	0.14499	0.276657	0.1553984	1.017832
85	-3498.09	-3316.53	-181.56	6.65778	0.2294482	0.0139781	-0.004497767	0.0244611	0.43842	0.00041489	0.0126271	0.523148	0.000928701	17.65989	0.2035509	4	43.06249	0.5658283	0.00128817	0.0523034	0.456097	3.49031	0.300978	0.276041	0.146962	0.276019	0.1990531	1.022596
86	-3499.05	-3317.32	-181.725	6.65778	0.2400927	0.01339008	0.05550191	0.0206436	0.467695	0.000350141	0.0101047	0.500423	0.000783765	18.1043	0.1255257	3	42.50401	0.5494038	0.00168174	0.0596343	0.480122	3.45856	0.288512	0.306024	0.140876	0.264587	0.1810276	0.6934063
87	-3501.05	-3319.73	-181.32	6.136814	0.2409645	0.01390235	0.0273818	0.0205771	0.466188	0.000597327	0.0130441	0.498812	0.000781241	16.04887	0.1128524	3	42.24979	0.4492494	0.00171707	0.0602468	0.48204	3.456	0.292924	0.310704	0.14303	0.253343	0.1402342	0.8047424
88	-3498.95	-3317.73	-181.225	6.025103	0.2293561	0.01631244	0.0466782	0.0205757	0.466156	0.000597286	0.0130355	0.498777	0.000857989	16.04887	0.1053739	4	42.69506	0.4492494	0.00128507	0.0522412	0.455884	3.49059	0.294685	0.30656	0.14389	0.254865	0.1520521	0.6930118
