Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
2323	1	-3310.526	-3300.338	-10.18752	0.4317981	0.1797243	1.15347	0.400443	0.0770597	0.748145	0.353133	0.247131	0.255225	0.434836	0.171447	0.128398	0.0683487	0.40039	0.152391	0.0454895	0.3177287	-0.003380321	0.0126899	0.54398	0.00480537	0.00221234	0.424981	0.0113319	0.02767026	0.000243704	0.0229579	0.328715	3.64808	0.280573	0.304158	0.120088	0.29518	0.02428994	1.139165
2324	0	-3297.389	-3295.86	-1.528504	0.6714677	0.1892169	0.242744	0.399256	0.100803	0.143005	0.10547	0.298331	0.276518	0.152888	0.0425891	0.00898791	0.0796733	0.0659274	0.414011	0.227127	0.1971875	0.1215884	0.0136309	0.518085	0.00651969	0.0115065	0.447612	0.00264538	0.00248457	0.00035838	0.0277955	0.354934	3.61691	0.281571	0.305794	0.149864	0.262771	0.1240729	0.02002508
2325	1	-3316.619	-3308.567	-8.051314	0.7157238	0.1787475	0.602678	0.387252	0.190392	0.30893	0.126761	0.162834	0.140748	0.27391	0.246384	0.0588183	0.110246	0.331832	0.522342	0.0207223	0.2381327	0.2391862	0.0145576	0.445452	0.0121523	0.0164213	0.498523	0.0128942	0.04202807	0.000233677	0.0224843	0.32597	3.65131	0.307115	0.277393	0.139986	0.275506	0.2812142	0.1494521
2326	0	-3302.724	-3295.978	-6.745812	0.5416264	0.1752839	0.24796	0.532138	0.0589699	0.141633	0.138374	0.214169	0.22151	0.322765	0.115773	0.00816582	0.171291	0.0732724	0.347176	0.426891	0.2496389	-0.2540905	0.0135846	0.516328	0.00450823	0.016721	0.446162	0.00269699	0.3086683	0.000200574	0.0208427	0.316166	3.66279	0.28626	0.295649	0.147524	0.270567	0.05457781	5.655564
2327	1	-3319.493	-3309.11	-10.38268	0.6373475	0.2024374	0.452075	0.204429	0.125868	0.881458	0.0555706	0.0320117	0.225086	0.665353	0.222005	0.0708965	0.0974942	0.113086	0.573104	0.185436	0.2054087	-0.2019849	0.0136181	0.460318	0.00813388	0.0117914	0.474779	0.0313591	0.2764371	0.000577246	0.0351934	0.389989	3.57424	0.300159	0.281107	0.161568	0.257165	0.07445217	3.712949
2328	0	-3306.913	-3299.806	-7.107544	0.4190436	0.2136239	0.22535	0.567724	0.187218	0.140392	0.148005	0.384333	0.276154	0.0766634	0.15582	0.153337	0.716433	0.176849	0.197348	0.254718	0.2635874	0.04228761	0.0110554	0.587442	0.00593452	0.00878606	0.375888	0.010894	0.04483912	0.000825018	0.0419863	0.418271	3.53892	0.293703	0.300226	0.13309	0.272981	0.08712672	0.5146425
2329	1	-3305.236	-3296.907	-8.329	0.5301511	0.1999843	0.462436	0.341204	0.124895	0.796398	0.326196	0.14476	0.21343	0.412413	0.0822089	0.0959604	0.198939	0.0536401	0.262981	0.0415732	0.2563305	0.1782704	0.013388	0.504462	0.00408053	0.00853348	0.461863	0.00767266	0.06449651	0.000530912	0.0337664	0.383617	3.58209	0.295487	0.280861	0.145945	0.277707	0.2427669	0.2656726
2330	0	-3298.883	-3293.092	-5.790259	0.3940211	0.1865422	0.173389	0.55551	0.0800189	0.19129	0.167971	0.3512	0.231075	0.162271	0.271449	0.0651194	0.258832	0.139364	0.311707	0.0409453	0.1976579	0.197993	0.0159186	0.548489	0.00777029	0.00471477	0.417152	0.00595524	0.07702867	0.000322761	0.0263902	0.347633	3.62565	0.282935	0.307523	0.135169	0.274373	0.2750217	0.2800822
2331	1	-3299.785	-3294.821	-4.963195	0.5178186	0.1849901	0.583412	0.262441	0.167069	0.399505	0.0854267	0.0513188	0.15937	0.479991	0.106038	0.261242	0.00331204	0.0822221	0.202748	0.213722	0.1895301	0.1617584	0.0138267	0.440467	0.00442311	0.00719134	0.528647	0.00544506	0.033395	0.000303317	0.0255897	0.343364	3.63074	0.305425	0.29683	0.141246	0.256499	0.1951534	0.1711218
2332	0	-3315.109	-3300.887	-14.22269	0.3992182	0.2125989	0.175031	0.401926	0.072339	0.296106	0.266596	1.23396	0.947785	0.0673776	0.11467	0.0386716	0.784952	0.0814856	0.31514	0.239191	0.4705494	-0.05081857	0.0147006	0.449948	0.00391323	0.000351095	0.518991	0.012096	0.09965698	0.000799709	0.0413453	0.415733	3.54212	0.300988	0.301465	0.127697	0.26985	0.04883841	2.040545
2333	1	-3302.556	-3297.853	-4.703502	0.7975867	0.1914355	0.53176	0.341499	0.100961	0.155547	0.447619	0.166616	0.0711112	0.108057	0.283719	0.0440164	0.0659147	0.220747	0.493197	0.00865507	0.2236977	-0.1608388	0.0145927	0.435778	0.00563719	0.00644865	0.536396	0.00114742	0.1646436	0.000390019	0.0289853	0.360938	3.60969	0.298376	0.320165	0.127872	0.253588	0.003804838	43.27218
2334	0	-3308.828	-3305.223	-3.605636	0.6203556	0.1526457	0.298054	0.512215	0.313973	0.110587	0.11408	0.288589	0.106921	0.210634	0.215224	0.0565359	0.139628	0.060666	0.526077	0.0652922	0.1517882	-0.0473612	0.0120754	0.443416	0.00299403	0.000427438	0.517756	0.0233313	0.05186258	6.22752e-05	0.0116536	0.249792	3.73849	0.301593	0.302379	0.156837	0.239191	0.004501387	11.52147
2335	1	-3311.854	-3301.999	-9.854609	0.8515713	0.1851601	0.554423	0.269348	0.0855516	1.57543	0.0934439	0.0670246	0.128834	0.639077	0.0558882	0.0631277	0.0349119	0.0749396	0.681313	0.0909253	0.2441745	-0.09446908	0.00674661	0.57439	0.0116897	0.0104142	0.39533	0.00142862	0.09976947	0.000305404	0.0256769	0.343833	3.63018	0.323139	0.298387	0.122391	0.256083	0.005300385	18.82306
2336	0	-3302.327	-3297.578	-4.749524	0.7194497	0.214673	0.314118	0.937803	0.0200423	0.104408	0.119919	0.296479	0.137317	0.0342888	0.283051	0.0174958	0.174212	0.112864	0.171518	0.224402	0.1516653	0.1389167	0.0131189	0.481732	0.00115676	0.0058187	0.482061	0.0161121	0.03587522	0.000851486	0.0426459	0.420858	3.53564	0.314677	0.301561	0.121551	0.262212	0.1747919	0.2052453
2337	1	-3306.922	-3300.322	-6.600159	0.5611662	0.1628422	0.591592	0.242241	0.113827	0.24119	0.140159	0.156952	0.130895	0.139341	0.472668	0.0755096	0.153623	0.207528	0.351698	0.18877	0.2007986	-0.2135552	0.0067925	0.578298	0.0106348	0.00384164	0.398019	0.00241398	0.2598512	0.000109807	0.0154516	0.280133	3.70431	0.276469	0.297562	0.131983	0.293986	0.04629597	5.612826
2338	0	-3302.923	-3297.856	-5.066569	0.6194933	0.1731917	0.165321	0.60291	0.0377515	0.182032	0.0756464	0.236957	0.191911	0.118102	0.174286	0.0964787	0.0596375	0.0658512	0.188822	0.863182	0.2637315	0.1026676	0.0129215	0.474482	0.0121617	0.00752035	0.485517	0.0073975	0.02275872	0.000182352	0.0198801	0.310194	3.66974	0.298902	0.291006	0.142638	0.267454	0.1254263	0.1814509
2339	1	-3306.413	-3296.967	-9.44625	0.6240249	0.1829052	0.496476	0.34483	0.173049	0.765222	0.115016	0.0422014	0.111393	0.50687	0.0766597	0.23293	0.00474237	0.145196	0.532144	0.0158186	0.232036	-0.3984338	0.00867287	0.501868	0.0107296	0.00900182	0.467892	0.00183569	0.4193741	0.000278564	0.024532	0.337595	3.63759	0.308036	0.298113	0.148117	0.245733	0.02094031	20.02712
2340	0	-3306.817	-3298.426	-8.39106	0.6170168	0.1944968	0.108543	0.660232	0.199168	0.138536	0.100315	0.347504	0.11447	0.207067	0.204456	0.056697	0.122494	0.0655985	0.484481	0.765745	0.2892581	-0.1361851	0.0086666	0.564333	0.00708159	0.0112214	0.406293	0.00240418	0.1956953	0.000436923	0.0306622	0.369143	3.59976	0.286509	0.316925	0.131162	0.265404	0.05951026	3.28843
2341	1	-3302.42	-3296.779	-5.641245	0.3847582	0.1918898	0.631275	0.241106	0.239655	0.248529	0.100324	0.122386	0.194922	0.21278	0.54177	0.309305	0.0221828	0.107627	0.258449	0.00658273	0.2346768	0.04172793	0.00871184	0.485537	0.00720335	0.00944551	0.481789	0.00731311	0.07206289	0.000396739	0.0292316	0.362161	3.60821	0.304781	0.294132	0.134398	0.266689	0.1137908	0.6332927
2342	0	-3309.54	-3299.987	-9.552444	0.4472434	0.1690659	0.112112	0.780397	0.159417	0.25273	0.193174	0.36599	0.249819	0.282657	0.517305	0.0328843	0.0388154	0.177978	0.307063	0.626844	0.311736	0.08470248	0.0112363	0.574286	0.0077176	0.0151557	0.386792	0.00481242	0.04470136	0.000150085	0.0180474	0.29831	3.68349	0.266755	0.306127	0.131021	0.296097	0.1294038	0.3454408
2343	1	-3309.513	-3301.32	-8.192719	0.5318642	0.1739072	0.617838	0.286913	0.0947183	0.168131	0.49104	0.214704	0.175315	0.14212	0.529541	0.0613516	0.057589	0.17784	0.112738	0.831503	0.2094087	0.1039051	0.0103772	0.431207	0.0045756	0.00989099	0.536353	0.00759682	0.001282974	0.000188438	0.0202068	0.312241	3.66736	0.306695	0.30085	0.130539	0.261915	0.1051881	0.01219695
2344	0	-3307.287	-3299.369	-7.9178	0.3617984	0.1641751	0.454018	0.579918	0.0598103	0.250249	0.163254	0.410579	0.330183	0.248717	0.44398	0.0488206	0.415936	0.105033	0.140119	0.249294	0.2353755	0.1232955	0.00836679	0.4958	0.00490033	0.00910101	0.478179	0.00365307	0.00498	0.000117642	0.0159902	0.28405	3.69984	0.288849	0.299797	0.137176	0.274177	0.1282755	0.0388227
2345	1	-3309.354	-3302.346	-7.007939	0.6270089	0.1895512	0.431884	0.254665	0.133892	0.475614	0.038943	0.0179298	0.154046	0.490823	0.0767993	0.134323	0.233375	0.0155547	0.895756	0.0448769	0.1521708	-0.1203834	0.0161574	0.408893	0.00772807	0.00597796	0.549498	0.0117458	0.1347111	0.000363024	0.0279734	0.355842	3.61582	0.299392	0.310944	0.127992	0.261671	0.01432772	9.402131
2346	0	-3316.026	-3301.891	-14.13487	0.3332811	0.2164498	0.12198	0.88497	0.180614	0.206445	0.223889	0.464878	0.216145	0.330612	0.349638	0.475462	0.481885	0.146184	0.924547	0.164138	0.3554732	-0.2811589	0.0165438	0.488638	0.0034525	0.0155737	0.471271	0.00452113	0.2833433	0.000897637	0.0437716	0.425213	3.53012	0.333415	0.293439	0.128737	0.244409	0.002184329	129.7164
2347	1	-3313.277	-3302.197	-11.07999	0.4216163	0.122179	1.00024	0.414622	0.156121	0.649875	0.0646832	0.0214564	0.373432	0.314596	0.186993	0.492863	0.0292058	0.353563	0.197506	0.373244	0.3163962	-0.1351834	0.0129085	0.58957	0.0018401	0.00398773	0.385439	0.00625488	0.1391196	6.49845e-06	0.00377895	0.157433	3.83878	0.306398	0.294907	0.132804	0.265891	0.003936246	35.34322
2348	0	-3314.796	-3303.39	-11.40575	0.3617826	0.191534	0.187884	0.750964	0.0698716	0.297654	0.251203	0.550912	0.6399	0.0788864	0.181002	0.373778	0.384494	0.193557	0.295071	0.430199	0.2799525	-0.02660001	0.00980487	0.487115	0.00287015	0.0216127	0.476064	0.00253328	0.1060779	0.000391469	0.0290386	0.361203	3.60937	0.284885	0.319894	0.150132	0.245088	0.07947793	1.334684
2349	1	-3303.556	-3296.092	-7.464312	0.5654458	0.1631254	0.751937	0.483759	0.165371	0.692953	0.0426483	0.0270878	0.221731	0.39172	0.103016	0.379584	0.0431305	0.140377	0.297521	0.03482	0.1935826	0.08446104	0.0100721	0.480603	0.00499126	0.00748015	0.494037	0.00281611	0.007297564	0.000111437	0.0155652	0.280966	3.70336	0.287052	0.307366	0.12948	0.276101	0.0917586	0.07953003
2350	0	-3307.519	-3301.491	-6.027703	0.5949822	0.206999	0.308678	0.179377	0.0151944	0.167039	0.107842	0.3562	0.229015	0.0641153	0.342918	0.259811	0.13508	0.145062	0.361378	0.870591	0.2269754	0.03829616	0.00655807	0.521739	0.00991759	0.00762595	0.446659	0.00749995	0.02566574	0.000670869	0.0379083	0.401676	3.55974	0.302492	0.292809	0.143779	0.260921	0.0639619	0.4012661
2351	1	-3301.949	-3297.016	-4.933307	0.7128117	0.1583969	0.529677	0.267955	0.0631477	0.451462	0.175725	0.119367	0.156894	0.189001	0.126541	0.0511802	0.156377	0.149938	0.628264	0.192191	0.2794952	-0.0100918	0.0178694	0.556137	0.00213711	0.00655146	0.412345	0.00495929	0.02040116	8.65272e-05	0.0137253	0.266983	3.71921	0.295755	0.298816	0.134409	0.271021	0.01030936	1.978897
2352	0	-3311.142	-3302.592	-8.550353	0.5039514	0.2075271	0.3197	0.244423	0.107729	0.299925	0.0481373	0.713118	0.632772	0.285716	0.065787	0.204994	0.0336495	0.113722	0.26638	0.368171	0.1671175	-0.1125381	0.0149732	0.482964	0.00613259	0.00815326	0.472084	0.015693	0.1506768	0.000682353	0.0382276	0.403016	3.55807	0.292848	0.293122	0.138811	0.275219	0.03813876	3.950753
2353	1	-3299.304	-3297.064	-2.240228	0.5435545	0.19663	0.411362	0.173435	0.0961427	0.38648	0.401155	0.16128	0.0932614	0.228433	0.100898	0.0700027	0.352779	0.0928331	0.185809	0.0623926	0.1849423	-0.04795894	0.0174137	0.512915	0.00246915	0.0174687	0.446223	0.00351057	0.06318627	0.000471912	0.0318542	0.374805	3.59287	0.273892	0.295635	0.144199	0.286274	0.01522733	4.149529
2354	0	-3308.943	-3301.496	-7.446768	0.6138683	0.2193501	0.271489	0.541903	0.0891024	0.283614	0.158663	0.625334	0.343025	0.110441	0.612053	0.0332862	0.0331961	0.152499	0.30473	0.00457072	0.1851191	0.002430412	0.0185218	0.463068	0.00356419	0.0238048	0.488697	0.00234342	0.1023762	0.000976605	0.0456309	0.432253	3.52114	0.303345	0.314143	0.136528	0.245984	0.1048066	0.9768105
2355	1	-3300.052	-3301.999	1.94716	0.7256652	0.2006054	0.372418	0.260062	0.087996	0.256555	0.21805	0.0906869	0.0945185	0.162643	0.0120109	0.0603902	0.101248	0.037934	0.223966	0.00874243	0.1919546	-0.05577725	0.0147456	0.531082	0.00416355	0.0111114	0.43443	0.00446742	0.06965371	0.000542384	0.0341255	0.385236	3.5801	0.298919	0.311459	0.133935	0.255687	0.01387645	5.019562
2356	0	-3301.153	-3301.063	-0.0901077	0.5224696	0.1745803	0.161378	0.436778	0.0233073	0.2357	0.14434	0.231134	0.247736	0.120421	0.148812	0.00542589	0.0677997	0.177415	0.21668	0.0203712	0.1527055	0.08282678	0.0149354	0.597477	0.00809473	0.0167283	0.361928	0.000836596	0.06984777	0.000194301	0.0205165	0.314162	3.66513	0.289073	0.305826	0.129958	0.275143	0.1526746	0.4574945
2357	1	-3302.34	-3297.764	-4.57596	0.6129684	0.2038801	0.540335	0.464982	0.0599753	0.141107	0.0673247	0.0363601	0.0993259	0.0954802	0.267225	0.134684	0.0534537	0.793162	0.241607	0.000640462	0.1414666	-0.01998941	0.0109909	0.51353	0.00960315	0.0104745	0.452691	0.00271051	0.0752395	0.000605791	0.0360435	0.393709	3.56964	0.297136	0.297842	0.128692	0.27633	0.0552501	1.361799
2358	0	-3306.923	-3302.565	-4.357239	0.5804528	0.1763247	0.322858	0.524105	0.130421	0.106688	0.0967094	0.18802	0.173756	0.692106	0.000938667	0.03111	0.451826	0.0586654	0.439055	0.0267006	0.2293163	-0.03189082	0.00907197	0.511195	0.00114417	0.0350208	0.44286	0.000707727	0.04249633	0.000210128	0.0213297	0.319123	3.65934	0.302279	0.291396	0.137841	0.268485	0.01060551	4.007005
2359	1	-3303.625	-3300.509	-3.115833	0.7485382	0.1394978	0.727145	0.422847	0.138953	0.220185	0.268635	0.123907	0.122272	0.138594	0.167422	0.0456838	0.040169	0.162091	0.397536	0.0181548	0.1838066	-0.05650554	0.00593365	0.608802	0.0058658	0.0136915	0.3606	0.00510634	0.06068111	2.65113e-05	0.00761702	0.209968	3.78239	0.289249	0.302487	0.11888	0.289384	0.004175573	14.5324
2360	0	-3307.519	-3299.041	-8.477509	0.7200419	0.1847944	0.333791	0.466024	0.0235036	0.223485	0.0732361	0.246359	0.297274	0.0658503	0.114657	0.0448242	0.0740926	0.239158	0.335166	0.0415534	0.107936	-0.01957158	0.013151	0.512697	0.0046999	0.0113194	0.448369	0.00976303	0.3270199	0.000300927	0.0254896	0.342824	3.63139	0.31435	0.294697	0.133251	0.257702	0.3074483	1.063658
2361	1	-3304.042	-3300.608	-3.434358	0.7677848	0.1848154	0.71501	0.473269	0.0582701	0.25924	0.199006	0.0441532	0.115913	0.182307	0.027656	0.0842104	0.217021	0.0665224	0.158734	0.204949	0.1161874	-0.01215204	0.0104843	0.558623	0.00679028	0.0116518	0.405137	0.00731276	0.01747612	0.000301183	0.0255003	0.342882	3.63132	0.30335	0.301838	0.120347	0.274465	0.005324083	3.282466
2362	0	-3300.954	-3304.117	3.16258	0.834427	0.2297124	0.177106	0.401907	0.102297	0.0750232	0.0829852	0.186974	0.139551	0.0659932	0.0945999	0.0178804	0.0209563	0.148431	0.279267	0.165463	0.107936	0.03571438	0.0162695	0.48633	0.00496355	0.0049217	0.469586	0.0179292	0.01902153	0.00129711	0.0524818	0.456706	3.48951	0.311894	0.297964	0.136936	0.253206	0.0547359	0.3475146
2363	1	-3299.887	-3296.811	-3.076401	0.8040128	0.1935391	0.589144	0.152082	0.0655575	0.400963	0.0573151	0.0174773	0.235056	0.414479	0.0580616	0.182975	0.0722729	0.125794	0.482804	0.161803	0.2033546	-0.03023535	0.0151899	0.568558	0.00420537	0.0101369	0.401458	0.000451926	0.03918955	0.000421836	0.0301333	0.366586	3.60286	0.296746	0.308066	0.117769	0.277419	0.008954209	4.376663
2364	0	-3303.723	-3305.805	2.082242	0.6866833	0.2050958	0.154016	0.373826	0.034634	0.0860129	0.043847	0.138553	0.164879	0.0942938	0.055902	0.25753	0.135487	0.0834344	0.092968	0.296281	0.1674848	-0.1037079	0.0260144	0.517567	0.00856114	0.0111275	0.430684	0.00604603	0.111563	0.000630603	0.036766	0.396826	3.56578	0.295954	0.323157	0.120795	0.260094	0.007855033	14.20273
2365	1	-3299.932	-3300.549	0.6166317	0.7718577	0.1819997	0.493074	0.367705	0.0864899	0.18656	0.136952	0.10929	0.101317	0.183134	0.076944	0.0898779	0.113694	0.0992732	0.141743	0.0458064	0.1273753	0.02905565	0.0114998	0.555106	0.00673794	0.0169283	0.409019	0.000708561	0.05271969	0.00026829	0.024079	0.335077	3.64058	0.290516	0.312841	0.129491	0.267152	0.08177534	0.6446894
2366	0	-3307.271	-3298.282	-8.98886	0.8923598	0.2308444	0.344924	0.776391	0.0623344	0.109798	0.0481691	0.191137	0.22606	0.112521	0.0607095	0.110738	0.325642	0.0858128	0.23109	0.266483	0.1135859	0.1149705	0.0158636	0.534663	0.00411173	0.00925289	0.428091	0.00801757	0.1442715	0.00133589	0.0532486	0.459312	3.4861	0.302627	0.305585	0.127652	0.264136	0.259242	0.556513
2367	1	-3306.284	-3302.173	-4.111627	0.6080992	0.2440645	0.292931	0.188166	0.0656636	0.370128	0.0539071	0.0841122	0.17881	0.293571	0.402531	0.165047	0.0711215	0.170432	0.112875	0.568862	0.1997442	-0.05520491	0.0127465	0.502002	0.0106635	0.00828683	0.458957	0.00734419	0.1062192	0.00184658	0.0624382	0.4888	3.44691	0.315981	0.293022	0.134378	0.256619	0.05101424	2.082147
2368	0	-3301.998	-3297.864	-4.133781	0.7139081	0.1708956	0.288641	0.668907	0.044014	0.476796	0.0914099	0.671019	0.167075	0.0419586	0.0372291	0.155424	0.0803133	0.114228	0.333942	0.0390079	0.2283913	-0.03094388	0.0111587	0.493239	0.00766629	0.0149692	0.464836	0.00813073	0.03730616	0.000163813	0.0188493	0.303598	3.67739	0.285481	0.294303	0.136662	0.283555	0.006362283	5.863643
2369	1	-3303.679	-3300.322	-3.357274	0.6362157	0.2199676	0.581172	0.318382	0.0615123	0.304784	0.0825949	0.0251428	0.147194	0.229693	0.136058	0.187061	0.109183	0.240153	0.282795	0.105337	0.1655822	-0.05536453	0.00723581	0.469084	0.0064874	0.00613252	0.500127	0.0109325	0.121854	0.000994009	0.0460302	0.433741	3.51923	0.286791	0.306586	0.1409	0.265724	0.0664895	1.832681
2370	0	-3303.936	-3296.52	-7.415173	0.8432451	0.1623255	0.448794	0.847281	0.0809714	0.0909626	0.0810106	0.245461	0.332898	0.130985	0.0556268	0.12739	0.0969071	0.0417637	0.812409	0.214854	0.285372	-0.1368943	0.00865766	0.496945	0.00239171	0.0140099	0.473623	0.00437254	0.1378873	0.000106879	0.0152454	0.278611	3.70604	0.299996	0.305224	0.129636	0.265144	0.0009930294	138.8552
2371	1	-3305.585	-3296.502	-9.083547	0.5523241	0.1604713	0.838872	0.334735	0.0725585	0.364388	0.614916	0.24864	0.177605	0.298693	0.23	0.0696653	0.231996	0.183518	0.147826	0.0626203	0.1701177	-0.006388802	0.0142174	0.459247	0.00290698	0.0114526	0.505119	0.0070572	0.07609456	9.6862e-05	0.0145174	0.273135	3.71225	0.307545	0.303969	0.135286	0.2532	0.06970576	1.091654
2372	0	-3309.977	-3301.221	-8.7555	0.3861963	0.1665218	0.214014	1.01878	0.0533131	0.141816	0.185664	0.793338	0.363747	0.119807	0.136751	0.114949	0.0900316	0.284812	0.0760562	0.384167	0.2944706	-0.1383033	0.0139739	0.485382	0.00220295	0.0130449	0.480331	0.00506464	0.1444949	0.000132462	0.0169614	0.290915	3.69199	0.295204	0.315874	0.129903	0.259019	0.00619165	23.33707
2373	1	-3312.818	-3302.888	-9.929996	0.3827803	0.1620606	0.470848	0.0525704	0.165203	0.367267	0.45201	0.30247	0.124035	0.237528	0.223904	0.061644	0.320239	0.278718	0.137902	0.651045	0.2588705	0.0946441	0.0191647	0.433007	0.00221503	0.0104947	0.526331	0.00878787	0.138942	0.000105401	0.0151403	0.27783	3.70692	0.291452	0.293813	0.148821	0.265914	0.2335861	0.5948214
2374	0	-3301.126	-3296.927	-4.198845	0.3777952	0.2252231	0.23732	0.377448	0.0484232	0.220648	0.159711	0.52654	0.339296	0.201179	0.281953	0.243246	0.0692709	0.13926	0.133332	0.0944785	0.1776186	-0.08707772	0.0105251	0.515431	0.00558417	0.0175789	0.447805	0.00307641	0.1130824	0.00115073	0.0494756	0.446246	3.50313	0.287573	0.301495	0.140766	0.270165	0.02600472	4.348535
2375	1	-3306.781	-3299.195	-7.586381	0.6168168	0.1834639	0.6764	0.215949	0.155612	0.515906	0.133559	0.240186	0.207083	0.373576	0.0467142	0.0632493	0.138766	0.287592	0.301786	0.269244	0.2659484	0.1100496	0.0166437	0.498962	0.00329744	0.0062679	0.462577	0.0122516	0.0400364	0.000285046	0.0248135	0.339145	3.63576	0.296428	0.304225	0.141498	0.257849	0.150086	0.2667563
2376	0	-3303.913	-3296.389	-7.523991	0.4610106	0.1651207	0.516799	0.741471	0.0228404	0.127433	0.168991	0.244189	0.161779	0.11277	0.172044	0.0580961	0.543428	0.209452	0.277256	0.143671	0.2201945	-0.244493	0.00745035	0.561734	0.0027557	0.00861591	0.409147	0.0102967	0.2579494	0.000123453	0.016378	0.286821	3.69668	0.309648	0.300487	0.119734	0.270132	0.01345642	19.16924
2377	1	-3304.634	-3301.555	-3.078741	0.3782777	0.1607074	0.355194	0.133847	0.139069	0.344694	0.0707336	0.0722302	0.146922	0.236349	0.216398	0.143347	0.096172	0.160283	0.265068	0.24851	0.1332833	-0.1796209	0.0125312	0.577348	0.00124901	0.00755547	0.38425	0.0170667	0.2076181	9.8096e-05	0.0146091	0.273834	3.71146	0.298139	0.307323	0.141584	0.252955	0.0279972	7.415676
2378	0	-3307.515	-3294.157	-13.35784	0.5376412	0.1645565	0.269041	0.605569	0.102913	0.185121	0.114712	0.488612	0.449653	0.428802	0.101431	0.00503951	0.305373	0.170673	0.282828	0.348776	0.1451565	-0.3481903	0.00652012	0.56112	0.0113357	0.00836753	0.410955	0.00170205	0.4042341	0.00011996	0.016146	0.285168	3.69857	0.284247	0.309763	0.133447	0.272542	0.05604373	7.212833
2379	1	-3302.722	-3298.628	-4.093583	0.5974841	0.1864035	0.460318	0.241267	0.109049	0.566233	0.102944	0.0763797	0.133673	0.236433	0.0806838	0.0691868	0.0875433	0.109391	0.252233	0.0839731	0.2218231	0.006212062	0.0135976	0.524454	0.00261949	0.00511941	0.434329	0.0198803	0.156259	0.000320988	0.0263183	0.347252	3.62611	0.2854	0.309363	0.138875	0.266363	0.162471	0.9617651
2380	0	-3308.009	-3302.081	-5.927944	0.7636366	0.1955678	0.351531	0.539189	0.385593	0.0807113	0.237505	0.289033	0.153048	0.108288	0.0681935	0.0163329	0.608971	0.153517	0.433401	0.162886	0.1959119	-0.02937223	0.0110691	0.496338	0.0140693	0.0107788	0.466596	0.00114925	0.03677802	0.000454249	0.0312583	0.371992	3.5963	0.296706	0.292202	0.139566	0.271526	0.007405787	4.966118
2381	1	-3304.317	-3300.865	-3.452102	0.7063924	0.2016596	0.629135	0.2642	0.168728	0.179985	0.0881926	0.046401	0.0845197	0.154931	0.165319	0.248148	0.0167157	0.0474816	0.0805377	0.455675	0.2209551	-0.05877759	0.0181897	0.472749	0.00502194	0.0110349	0.478919	0.0140858	0.1465231	0.000562256	0.0347384	0.387975	3.57672	0.266518	0.296018	0.152677	0.284787	0.08774555	1.669864
2382	0	-3304.916	-3301.45	-3.465894	0.8444365	0.1824071	0.284132	0.498755	0.0143348	0.095865	0.0826048	0.168044	0.0767114	0.0185878	0.243223	0.154325	0.130032	0.303626	0.092177	0.933098	0.198505	0.02212878	0.0110115	0.440166	0.0124197	0.00271931	0.532852	0.000831624	0.0105651	0.000272878	0.0242824	0.336211	3.63923	0.312314	0.275521	0.16655	0.245615	0.03269388	0.3231522
2383	1	-3304.738	-3300.053	-4.68491	0.6935219	0.2049617	0.465934	0.233654	0.175723	0.200954	0.261268	0.121567	0.0965567	0.155628	0.0746065	0.113368	0.0194171	0.227481	0.423404	0.350159	0.1231118	-0.02630769	0.00924413	0.501076	0.00276527	0.00529751	0.468545	0.0130725	0.06361249	0.000627832	0.036686	0.396483	3.5662	0.294803	0.320701	0.136141	0.248355	0.0373048	1.705209
2384	0	-3298.224	-3296.123	-2.101384	0.8840964	0.1965672	0.349632	0.61001	0.03656	0.095518	0.0729022	0.235473	0.102938	0.0531535	0.181839	0.0986235	0.054624	0.0741956	0.769727	0.0561283	0.1581242	-0.05189347	0.0134229	0.495394	0.00626484	0.0114423	0.470286	0.0031894	0.05705708	0.000470855	0.0318189	0.374639	3.59307	0.30717	0.293465	0.135015	0.26435	0.005163604	11.04985
2385	1	-3310.737	-3305.431	-5.306134	0.6064347	0.1613129	0.539842	0.333993	0.110066	0.216058	0.0926285	0.0638082	0.135335	0.127069	0.334121	0.169435	0.105715	0.0655443	0.16947	0.172747	0.1976712	0.06890357	0.00916443	0.593531	0.00525155	0.00850078	0.358209	0.0253434	0.1929974	0.000101315	0.0148455	0.275623	3.70943	0.314319	0.307088	0.114895	0.263697	0.261901	0.7369098
2386	0	-3301.902	-3297.261	-4.641358	0.8116017	0.1693371	0.331895	0.670289	0.118351	0.05141	0.0548667	0.144567	0.115343	0.304269	0.170369	0.0809959	0.320886	0.0760023	0.334615	0.20217	0.2514103	-0.1278733	0.0118476	0.551654	0.00505043	0.0122934	0.412998	0.00615648	0.1373891	0.000152063	0.0181651	0.299096	3.68259	0.299444	0.311428	0.127885	0.261244	0.009515793	14.43801
