Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_cytb[5]	rates_cytb[6]	rates_cytb[7]	rates_cytb[8]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1150	-3306.93	-3306.99	0.0573284	0.5390394	0.2132859	0.111576	0.33878	0.147122	0.194704	0.222703	0.165896	0.217472	0.605631	0.178419	0.108812	0.134832	0.114297	0.472181	0.210472	0.2160982	-0.08136017	0.0144418	0.374153	0.00921948	0.00455864	0.59253	0.00509718	0.1225769	3.16546e-05	0.00160157	0.0148051	0.0687438	0.224818	0.610053	1.55741	5.52253	0.284675	0.31421	0.132528	0.268587	0.04121674	2.973959
1160	-3301.37	-3300.24	-1.12195	0.5385503	0.1971593	0.200962	0.298792	0.205953	0.316393	0.13963	0.238911	0.253657	0.547375	0.31458	0.184578	0.607876	0.153502	0.348834	0.187512	0.2159428	-0.007223128	0.0163316	0.466847	0.0047919	0.00364298	0.50665	0.0017365	0.008774467	1.42923e-05	0.000947498	0.0103385	0.0539673	0.192672	0.559734	1.51047	5.67186	0.298458	0.288887	0.135231	0.277424	0.001551339	5.656059
1170	-3303.18	-3303.07	-0.101484	0.5110414	0.2489791	0.197022	0.366019	0.230746	0.339073	0.117011	0.183849	0.172953	0.584297	0.216287	0.0620157	0.102813	0.139206	0.265465	0.263481	0.1863881	-0.003563362	0.0230705	0.472399	0.00773752	0.00238352	0.490286	0.00412375	0.05792845	0.000127436	0.0040016	0.0275846	0.104323	0.292869	0.705786	1.63475	5.23056	0.284806	0.296145	0.144001	0.275048	0.05436508	1.065545
1180	-3306.79	-3304.65	-2.14259	0.4169248	0.2645514	0.116081	0.410616	0.32056	0.282299	0.246453	0.183849	0.18455	0.468843	0.208714	0.254942	0.280735	0.0897158	0.378544	0.0964828	0.2602354	-0.1258886	0.0218912	0.420494	0.00462449	0.0148806	0.531672	0.00643774	0.1463524	0.00020792	0.0055129	0.0342471	0.120517	0.320765	0.741604	1.65976	5.11739	0.286118	0.299893	0.162533	0.251455	0.02046384	7.151756
1190	-3298.53	-3297.9	-0.626105	0.6193755	0.2448432	0.0893848	0.261502	0.233765	0.245999	0.156474	0.126829	0.191338	0.386139	0.238081	0.395624	0.114397	0.135377	0.26513	0.154014	0.2096451	0.3526052	0.0226564	0.515693	0.00475622	0.0103478	0.444506	0.00204092	0.03352476	0.000110731	0.00364941	0.0259173	0.100067	0.285263	0.695705	1.62733	5.26196	0.278816	0.311251	0.130759	0.279174	0.3861299	0.08682249
1200	-3298.08	-3301.3	3.21306	0.4790712	0.2875911	0.141599	0.29556	0.29721	0.0950735	0.144035	0.0865916	0.194607	0.394951	0.221241	0.17083	0.0661992	0.10724	0.141034	0.0974763	0.1828203	0.007056368	0.0204912	0.495034	0.00947713	0.0162001	0.458701	9.6456e-05	0.09956984	0.000389114	0.00829654	0.0450811	0.144686	0.359794	0.788932	1.68948	4.96334	0.281491	0.301186	0.139215	0.278108	0.1066262	0.9338215
1210	-3298.66	-3298.62	-0.0466249	0.4720273	0.2754151	0.158565	0.3178	0.252229	0.120628	0.119454	0.105676	0.179953	0.327681	0.161575	0.988089	0.137833	0.122549	0.140739	0.129512	0.1828203	0.06087367	0.0212954	0.486194	0.0034181	0.0169566	0.472005	0.000130319	0.04853019	0.000283094	0.0067436	0.0392231	0.131905	0.339506	0.764715	1.67475	5.04288	0.290505	0.296366	0.13331	0.279819	0.1094039	0.4435875
1220	-3300.58	-3303.25	2.67068	0.4863017	0.2377989	0.118325	0.339754	0.280016	0.106393	0.129217	0.105676	0.281084	0.346309	0.146903	0.0606039	0.139066	0.141732	0.174531	0.238139	0.1389798	-0.05256444	0.02361	0.484689	0.0047402	0.0053259	0.477942	0.00369335	0.133572	8.61833e-05	0.00309593	0.0231838	0.0928785	0.272126	0.677953	1.61384	5.31683	0.283149	0.306632	0.136361	0.273858	0.08100751	1.648884
1230	-3304.04	-3304.63	0.592339	0.5391338	0.2987939	0.106447	0.180852	0.17764	0.0949563	0.157035	0.109042	0.168638	0.343001	0.32201	0.29105	0.055167	0.0752817	0.272207	0.165781	0.1992508	0.2630804	0.0200924	0.395297	0.00698119	0.0117937	0.560052	0.00578402	0.01472522	0.000509566	0.00988639	0.0507014	0.156413	0.377787	0.809756	1.70134	4.89361	0.305157	0.282398	0.149537	0.262908	0.2778056	0.0530055
1240	-3303.37	-3301.74	-1.63054	0.5327845	0.1989514	0.104616	0.341269	0.156266	0.15738	0.106359	0.129358	0.270269	0.362793	0.214337	0.356722	0.11912	0.122896	0.4767	0.168186	0.1955563	0.04072432	0.011051	0.496528	0.0036968	0.00950146	0.470435	0.00878779	0.1940845	1.57128e-05	0.00100872	0.0107919	0.0555536	0.19627	0.565561	1.51614	5.65466	0.3092	0.288234	0.141413	0.261152	0.2348088	0.8265639
1250	-3298.36	-3300.09	1.72919	0.6331136	0.2472896	0.0988822	0.317046	0.190946	0.202401	0.178602	0.138241	0.201599	0.358846	0.272749	0.106333	0.0549745	0.0558758	0.330019	0.189385	0.1712422	-0.03292188	0.0145164	0.46831	0.0072211	0.0062668	0.482218	0.0214678	0.0843607	0.000120396	0.00385527	0.0268981	0.102581	0.289772	0.701698	1.63176	5.24332	0.308831	0.289201	0.142828	0.259141	0.05143882	1.64002
1260	-3305.07	-3303.04	-2.03379	0.6305753	0.2258396	0.086609	0.377641	0.208264	0.213147	0.197311	0.0628743	0.297893	0.273241	0.14134	0.245019	0.0771264	0.0649191	0.351737	0.308347	0.2282884	0.1277429	0.0176536	0.444287	0.00133871	0.00775137	0.526126	0.00284332	0.01475195	5.43294e-05	0.00228596	0.0188672	0.080903	0.249331	0.646058	1.5883	5.4142	0.299846	0.273379	0.149363	0.277412	0.1424949	0.1035262
1270	-3301.25	-3301.06	-0.196063	0.5132975	0.2014615	0.177096	0.347059	0.215727	0.144828	0.128339	0.0755869	0.335441	0.415389	0.244754	0.149711	0.166227	0.0540289	0.352266	0.335619	0.2090715	-0.003028364	0.0239302	0.444082	0.00221545	0.00202448	0.524935	0.00281291	0.03145622	1.78917e-05	0.00109908	0.0114451	0.0578007	0.201302	0.573622	1.52387	5.63084	0.291671	0.297387	0.129576	0.281366	0.02842786	1.106528
1280	-3295.3	-3298.34	3.04139	0.487529	0.2592169	0.128298	0.393597	0.167177	0.279531	0.188157	0.132949	0.157294	0.377762	0.243255	0.151138	0.160176	0.0999116	0.266308	0.180027	0.2193155	0.06262854	0.0204439	0.440983	0.00943962	0.00514985	0.517538	0.00644585	0.01531082	0.000176992	0.00496188	0.0318991	0.114945	0.311344	0.729704	1.65168	5.15528	0.285812	0.296508	0.14608	0.2716	0.07793935	0.1964453
