Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_cytb[5]	rates_cytb[6]	rates_cytb[7]	rates_cytb[8]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
200	-3304.66	-3304.55	-0.106036	0.664107	0.2032656	0.0530908	0.161006	0.177765	0.135282	0.104134	0.0501294	0.218101	0.492681	0.0509778	0.0677809	0.0793458	0.0883884	0.353338	0.194449	0.1162984	0.04776497	0.0143853	0.524116	0.00404433	0.0100002	0.443756	0.00369754	0.2126766	1.96031e-05	0.00116742	0.0119277	0.0594331	0.20491	0.579344	1.5293	5.6139	0.262607	0.31131	0.137951	0.288132	0.2604416	0.8166001
210	-3300.86	-3299.53	-1.32941	0.5801659	0.1984492	0.0871895	0.274917	0.18095	0.124832	0.136963	0.0353167	0.284292	0.578545	0.129885	0.109514	0.0945279	0.0963106	0.326508	0.315463	0.1259536	-0.05639086	0.0181893	0.486283	0.00306362	0.0173753	0.473529	0.00155995	0.1172242	1.53037e-05	0.000991289	0.0106637	0.0551075	0.195263	0.563934	1.51456	5.65947	0.302639	0.288471	0.130064	0.278827	0.06083336	1.926973
220	-3298.32	-3301.16	2.84769	0.611201	0.2069147	0.0780962	0.202657	0.15867	0.115149	0.151536	0.04704	0.241131	0.346321	0.418797	0.193562	0.0928323	0.0976683	0.16333	0.238058	0.1522712	-0.01842935	0.0284596	0.488355	0.00326011	0.00856133	0.469903	0.001461	0.08528901	2.34668e-05	0.00131463	0.0129371	0.0627777	0.212189	0.590736	1.53992	5.5801	0.293466	0.291293	0.135725	0.279516	0.06685966	1.275642
230	-3300.17	-3302.45	2.2834	0.5527033	0.2390182	0.135957	0.251936	0.192243	0.103336	0.0843016	0.0493471	0.310385	0.287279	0.144599	0.138667	0.199217	0.134623	0.142987	0.297958	0.1192517	-0.04824855	0.0204998	0.413226	0.00654716	0.00526293	0.551355	0.00310934	0.1354923	9.00998e-05	0.00318761	0.0236471	0.0941165	0.274416	0.681079	1.61626	5.30721	0.281629	0.292374	0.150835	0.275162	0.08724374	1.553032
240	-3299.33	-3301.48	2.14381	0.6215957	0.2260526	0.10486	0.302979	0.159757	0.128127	0.191698	0.0493471	0.204029	0.378154	0.110311	0.124849	0.15762	0.096822	0.254338	0.245981	0.2020315	-0.07634365	0.0163253	0.474832	0.00347549	0.00588338	0.497858	0.00162591	0.1191717	5.48012e-05	0.002299	0.0189404	0.0811133	0.249742	0.646646	1.58879	5.41241	0.282425	0.271689	0.157777	0.288108	0.04282807	2.782561
250	-3298.16	-3297.59	-0.576818	0.5591159	0.2357114	0.124501	0.325433	0.374188	0.0957867	0.190121	0.041467	0.258743	0.436656	0.0483811	0.0886608	0.161189	0.120393	0.263387	0.0907602	0.1352975	-0.05231263	0.0163417	0.546037	0.0066862	0.00573082	0.423644	0.00155996	0.1344888	7.97838e-05	0.00294296	0.0224003	0.0907657	0.26819	0.672548	1.60964	5.33344	0.286799	0.318852	0.137329	0.257021	0.0821762	1.636591
260	-3300.36	-3304.32	3.95957	0.6080004	0.2774774	0.110108	0.332747	0.252943	0.149865	0.130546	0.0821537	0.289998	0.328715	0.0496703	0.125604	0.0652744	0.0831625	0.105848	0.134751	0.1148033	-0.1403685	0.0194605	0.47024	0.00657071	0.0153025	0.486629	0.00179681	0.1762945	0.000299353	0.00699372	0.0401953	0.13407	0.342996	0.768938	1.67739	5.02912	0.310143	0.283654	0.140198	0.266004	0.03592604	4.907151
270	-3300.84	-3305.75	4.91037	0.6776592	0.2750438	0.120497	0.398209	0.282335	0.0879797	0.0913143	0.109865	0.204418	0.324213	0.0835815	0.103243	0.109408	0.0979122	0.18812	0.078583	0.156867	-0.03183675	0.0266484	0.453357	0.00478385	0.0203892	0.494386	0.00043556	0.1019444	0.000280236	0.00669912	0.0390489	0.131515	0.338876	0.763949	1.67427	5.04537	0.281685	0.300293	0.14427	0.273753	0.07010764	1.454112
280	-3299.19	-3301.82	2.6282	0.6003035	0.2729917	0.0793092	0.386155	0.201978	0.12272	0.169796	0.0874004	0.156713	0.45949	0.179019	0.111306	0.106936	0.119687	0.258624	0.186963	0.1597107	-0.1908311	0.022397	0.438618	0.0103803	0.0224935	0.505408	0.000703492	0.2259582	0.000264825	0.00645641	0.0380915	0.129361	0.335378	0.759686	1.67156	5.0592	0.298359	0.280417	0.139992	0.281232	0.03512714	6.432583
290	-3306.17	-3303.75	-2.41569	0.5107117	0.2383738	0.0663083	0.331234	0.300341	0.286841	0.138727	0.0830559	0.254793	0.428516	0.27068	0.048166	0.133271	0.141095	0.120543	0.326511	0.2057025	-0.1800384	0.0153477	0.450824	0.00586353	0.0203833	0.505249	0.00233235	0.2061415	8.80134e-05	0.00313895	0.0234017	0.0934619	0.273207	0.67943	1.61499	5.31229	0.304115	0.301488	0.133886	0.260512	0.0261031	7.897202
300	-3303.1	-3304.95	1.84715	0.5362809	0.2388945	0.0927536	0.255543	0.348943	0.177943	0.131047	0.149779	0.216009	0.469113	0.222014	0.0954914	0.109962	0.110137	0.117481	0.0717612	0.1541076	-0.03233127	0.011446	0.508424	0.0120404	0.0152581	0.44841	0.00442092	0.1905942	8.96962e-05	0.00317822	0.0235999	0.0939908	0.274184	0.680763	1.61601	5.30818	0.306318	0.284695	0.134192	0.274795	0.1582629	1.204288
310	-3298.75	-3299.02	0.262633	0.5674461	0.2641824	0.109156	0.469902	0.356476	0.263964	0.15852	0.120538	0.266589	0.351211	0.100006	0.114808	0.0964886	0.113252	0.166622	0.0664196	0.1528261	-0.08154712	0.0195656	0.50337	0.00521517	0.0174357	0.450624	0.00378978	0.1991294	0.00020566	0.00547366	0.0340825	0.120131	0.320118	0.740793	1.65921	5.11998	0.294406	0.297254	0.140789	0.267552	0.1175822	1.693533
320	-3302.31	-3302.77	0.460734	0.5989274	0.2316043	0.100662	0.395916	0.285489	0.130319	0.192458	0.278785	0.222094	0.42236	0.130527	0.0715025	0.108627	0.0576622	0.269212	0.0761686	0.1762262	-0.0499283	0.0170796	0.437635	0.0042325	0.012742	0.524612	0.00369843	0.1089973	6.82682e-05	0.00265643	0.0208954	0.0866349	0.260393	0.661715	1.60105	5.36658	0.325854	0.280554	0.136936	0.256655	0.059069	1.845254
330	-3296.62	-3300.15	3.53089	0.5712902	0.2443795	0.0972681	0.289254	0.235088	0.140252	0.129169	0.196706	0.187643	0.458024	0.193794	0.109139	0.171518	0.0832116	0.161095	0.0686729	0.1277003	-0.06783148	0.0216876	0.430042	0.00185153	0.00669608	0.530676	0.00904674	0.1184748	0.000108967	0.00361119	0.0257332	0.0995909	0.284405	0.694559	1.62647	5.26552	0.282179	0.292511	0.142991	0.282318	0.05064328	2.339398
340	-3301.99	-3308.63	6.64228	0.6624919	0.2475332	0.107929	0.145095	0.154818	0.122957	0.137824	0.0477131	0.223412	0.373867	0.0706042	0.193806	0.138899	0.0549904	0.135459	0.0840503	0.1523653	-0.01074499	0.014967	0.490982	0.00860116	0.00514336	0.464499	0.0158078	0.0590998	0.000121393	0.00387616	0.0269966	0.102832	0.290219	0.70229	1.63219	5.24147	0.302757	0.294054	0.119935	0.283253	0.04835481	1.222211
350	-3306.41	-3309.57	3.16847	0.6956437	0.2309824	0.112534	0.156383	0.103975	0.126197	0.113983	0.0715973	0.284426	0.376314	0.148868	0.290927	0.221247	0.0591281	0.1441	0.18661	0.1267101	0.05259072	0.0159648	0.470361	0.00911236	0.0185409	0.460627	0.0253942	0.1028	6.66436e-05	0.0026147	0.0206719	0.0860128	0.259206	0.660052	1.59972	5.37166	0.284572	0.299728	0.131817	0.283883	0.1553907	0.6615582
360	-3297.05	-3301.72	4.67858	0.7419626	0.164727	0.0903311	0.134581	0.127687	0.203681	0.0807363	0.0595591	0.251513	0.566022	0.115021	0.238614	0.144704	0.0750173	0.196914	0.128835	0.151863	-0.009395106	0.0169263	0.437792	0.00414683	0.00411546	0.526071	0.0109492	0.04846623	1.80026e-06	0.000240214	0.00401617	0.0284157	0.127656	0.44368	1.38383	6.01216	0.291835	0.300934	0.150478	0.256753	0.03907113	1.240462
370	-3304.59	-3305.62	1.0292	0.7796698	0.2358577	0.0695845	0.182491	0.123529	0.304111	0.0981408	0.0597415	0.325766	0.410714	0.0970004	0.230742	0.236587	0.0605517	0.281589	0.0704341	0.1437088	0.05618583	0.0136217	0.464623	0.00546612	0.00971883	0.478033	0.0285377	0.060185	8.022e-05	0.00295352	0.0224548	0.0909135	0.268467	0.672929	1.60993	5.33227	0.295628	0.294171	0.138246	0.271955	0.1163708	0.5171829
380	-3301.96	-3301.72	-0.233295	0.6923597	0.2445138	0.104439	0.182269	0.161836	0.128513	0.127341	0.0416064	0.189299	0.500121	0.0946691	0.233257	0.101427	0.0656575	0.523706	0.102071	0.131318	-0.2298763	0.0102769	0.496333	0.00252544	0.0120123	0.462073	0.0167795	0.274324	0.000109476	0.00362223	0.0257865	0.0997286	0.284653	0.694891	1.62672	5.26449	0.276665	0.311968	0.136492	0.274875	0.04444765	6.171845
390	-3298.02	-3298.53	0.509484	0.8006531	0.2311267	0.0950794	0.185337	0.110235	0.114747	0.0961434	0.0973838	0.257898	0.437102	0.082419	0.246661	0.12017	0.0825138	0.397621	0.496468	0.1671868	-0.05151527	0.0201404	0.435561	0.00121318	0.00537887	0.529431	0.00827554	0.1045623	6.70177e-05	0.00262434	0.0207236	0.086157	0.259481	0.660438	1.60003	5.37048	0.293894	0.303627	0.135005	0.267473	0.05304699	1.971125
400	-3305.5	-3308.19	2.68257	0.9535841	0.2156918	0.0716912	0.209076	0.100155	0.177212	0.0856971	0.0901367	0.281882	0.390213	0.108834	0.0411487	0.0675104	0.0577091	0.174549	0.397495	0.1025712	-0.01463807	0.0322076	0.373145	0.00132972	0.00637064	0.574455	0.0124916	0.06537733	3.52792e-05	0.00172021	0.0155449	0.0710352	0.229557	0.617161	1.56369	5.50126	0.314875	0.288068	0.13621	0.260847	0.05073926	1.288496
410	-3302.7	-3307.52	4.82322	0.7559917	0.2367708	0.126028	0.183707	0.185696	0.193706	0.101612	0.0868857	0.270566	0.316471	0.27262	0.164482	0.242602	0.0506712	0.124516	0.156976	0.1670187	0.05356424	0.0317716	0.422233	0.00233564	0.00571764	0.531906	0.0060365	0.01781902	8.2984e-05	0.00301997	0.0227964	0.0918369	0.27019	0.675299	1.61178	5.32499	0.286758	0.291634	0.143567	0.278042	0.07138326	0.2496246
420	-3297.64	-3298.62	0.980852	0.5575624	0.2164824	0.151481	0.23869	0.145522	0.120257	0.11624	0.0753384	0.233819	0.593669	0.0510974	0.167974	0.345755	0.0801388	0.187833	0.283628	0.1309469	0.02157947	0.0152716	0.441957	0.00460636	0.0065463	0.523098	0.00852145	0.02141384	3.65393e-05	0.00176046	0.0157921	0.0717925	0.23111	0.619475	1.56571	5.49432	0.266109	0.32176	0.143119	0.269011	0.04299331	0.4980738
430	-3301.5	-3303.9	2.39647	0.5162339	0.2308449	0.165789	0.252408	0.198183	0.180387	0.0942809	0.142877	0.216795	0.528881	0.0388672	0.166261	0.222702	0.108752	0.136823	0.16167	0.1325755	0.1177288	0.0125788	0.51355	0.00292654	0.00475156	0.444803	0.0213903	0.006411134	6.62883e-05	0.00260553	0.0206226	0.0858752	0.258943	0.659683	1.59942	5.37278	0.290855	0.294067	0.116343	0.298735	0.1241399	0.05164441
440	-3305.22	-3302.72	-2.49623	0.6287823	0.2343653	0.165789	0.29763	0.232468	0.168546	0.163151	0.0688523	0.27686	0.456084	0.175104	0.0720448	0.144235	0.0387555	0.430605	0.0973309	0.1413984	0.2646381	0.00923599	0.478085	0.00209031	0.00403535	0.482998	0.0235546	0.03557088	7.58559e-05	0.00284695	0.0219017	0.0894078	0.265643	0.669026	1.60687	5.34423	0.303884	0.288973	0.140893	0.26625	0.300209	0.1184871
450	-3298.36	-3307.24	8.87784	0.6036661	0.2214309	0.0679349	0.17864	0.174682	0.10178	0.113661	0.0648128	0.101276	0.314397	0.0707901	0.0564285	0.197119	0.0866434	0.21789	0.0931928	0.1153608	0.08757364	0.0192319	0.46131	0.00507495	0.00862019	0.485403	0.0203604	0.03715403	4.52571e-05	0.00202693	0.0173843	0.0765782	0.240785	0.633717	1.57796	5.4515	0.28643	0.297461	0.14816	0.267949	0.1247277	0.2978812
460	-3293.43	-3297.11	3.68188	0.5987866	0.2161942	0.102715	0.247669	0.204296	0.103998	0.122804	0.0683448	0.18857	0.359419	0.334539	0.180347	0.248171	0.102693	0.288973	0.238369	0.1865065	-0.01133273	0.0138799	0.4808	0.00320784	0.00704866	0.487421	0.0076421	0.01497063	3.60758e-05	0.00174571	0.0157018	0.0715162	0.230544	0.618633	1.56497	5.49685	0.30921	0.29414	0.13625	0.260399	0.003637909	4.115176
470	-3308.42	-3307.19	-1.22478	0.4977314	0.2313776	0.164203	0.618802	0.355697	0.234584	0.263771	0.060136	0.256691	0.384797	0.10932	0.0956469	0.171233	0.0804698	0.141146	0.111545	0.2049726	0.1256495	0.0171096	0.614428	0.00642862	0.0063296	0.346811	0.00889338	0.002949771	6.76724e-05	0.00264117	0.0208138	0.086408	0.25996	0.66111	1.60057	5.36843	0.297001	0.314153	0.128773	0.260073	0.1285993	0.02293769
480	-3305.55	-3306.41	0.857265	0.5686188	0.2687674	0.106932	0.382076	0.166667	0.197829	0.177936	0.253684	0.213451	0.539276	0.331294	0.14934	0.265056	0.0828426	0.184499	0.111174	0.2324263	0.01550653	0.0256265	0.446033	0.00461129	0.00914394	0.51111	0.0034762	0.01669837	0.000235074	0.00597319	0.0361482	0.124931	0.328109	0.750748	1.6658	5.08806	0.264579	0.299955	0.1321	0.303366	0.0322049	0.5185041
490	-3310.68	-3310.33	-0.341089	0.6345978	0.2202287	0.114763	0.330419	0.16404	0.11218	0.109999	0.182007	0.232453	0.733912	0.182903	0.134445	0.0930758	0.112397	0.136224	0.226626	0.1935221	-0.1426593	0.0180879	0.472288	0.00174336	0.00793281	0.497568	0.00238029	0.2538974	4.30026e-05	0.00195986	0.0169904	0.0754085	0.238442	0.630295	1.57505	5.46181	0.292465	0.311005	0.133216	0.263314	0.1112381	2.282467
500	-3299.25	-3301.24	1.98896	0.5153461	0.2236306	0.129139	0.190569	0.191683	0.100835	0.14053	0.178399	0.287901	0.378448	0.260961	0.345299	0.312746	0.0836729	0.150558	0.0919839	0.1921485	0.02259378	0.017975	0.497857	0.00209589	0.014215	0.463698	0.00415917	0.0792485	4.96214e-05	0.00215358	0.0181167	0.0787292	0.245058	0.639915	1.58319	5.43279	0.268282	0.301149	0.133589	0.296981	0.1018423	0.7781493
510	-3301.04	-3302.26	1.22417	0.5446662	0.2865223	0.0964582	0.245578	0.213949	0.127207	0.125801	0.0715673	0.179626	0.438663	0.226566	0.514281	0.274192	0.119914	0.187552	0.0664262	0.169857	-0.1060977	0.0137761	0.484243	0.00611865	0.0206618	0.466158	0.00904277	0.1084179	0.00037881	0.00815289	0.0445559	0.143565	0.358043	0.786874	1.68827	4.97016	0.26866	0.30751	0.148348	0.275482	0.00232019	46.728
520	-3301.69	-3307.47	5.77526	0.5503728	0.2767329	0.121436	0.16125	0.202104	0.130344	0.11744	0.13468	0.195076	0.262012	0.248875	0.378788	0.117614	0.0982647	0.246392	0.103616	0.1364475	-0.05660348	0.0130054	0.525325	0.0101824	0.00848005	0.441518	0.00148899	0.06068043	0.000293407	0.00690283	0.0398434	0.133288	0.341739	0.767419	1.67644	5.03407	0.294982	0.297404	0.12919	0.278424	0.004076949	14.88379
530	-3300.13	-3301.67	1.54059	0.5576271	0.2525768	0.109717	0.412806	0.192125	0.156595	0.0835897	0.113005	0.208547	0.274081	0.187258	0.108059	0.107287	0.0908692	0.261382	0.0762319	0.1227587	-0.1897047	0.0178271	0.469059	0.00662816	0.0142102	0.490133	0.00214262	0.3339949	0.000143466	0.00432459	0.029071	0.108043	0.299419	0.714357	1.64093	5.20371	0.299693	0.283324	0.136138	0.280845	0.1442902	2.314744
540	-3298.39	-3306.28	7.89329	0.4942228	0.2448108	0.103199	0.163946	0.178982	0.142014	0.130121	0.0443492	0.207827	0.448293	0.12828	0.0553255	0.0709531	0.0937592	0.126783	0.110841	0.1182936	-0.04015236	0.0146281	0.434896	0.0100613	0.0100485	0.525958	0.00440851	0.05864227	0.000110607	0.00364673	0.0259044	0.100033	0.285203	0.695625	1.62727	5.26221	0.331868	0.288112	0.128978	0.251041	0.01848991	3.171582
550	-3297.46	-3298.57	1.1162	0.5130774	0.2459371	0.137331	0.208462	0.15398	0.204983	0.0967038	0.0656067	0.236664	0.48034	0.332583	0.13636	0.269371	0.0987477	0.087145	0.332853	0.1672092	-0.05531079	0.0137869	0.47422	0.0118305	0.00189346	0.495711	0.00255729	0.1204393	0.000114976	0.00374058	0.0263539	0.10119	0.287282	0.698395	1.62932	5.2536	0.298154	0.285209	0.132672	0.283966	0.0651285	1.849256
560	-3306.39	-3306.62	0.228233	0.5547704	0.2479991	0.159695	0.281119	0.156388	0.213129	0.112441	0.105276	0.288361	0.46029	0.0644776	0.0596684	0.32384	0.111505	0.0883382	0.259892	0.1926144	0.06352065	0.0269241	0.542914	0.00682361	0.00172914	0.416839	0.00477041	0.0616471	0.000123316	0.0039163	0.0271855	0.103312	0.291074	0.70342	1.63302	5.23795	0.267164	0.310723	0.147532	0.274582	0.1251678	0.4925159
