Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1752	0	-3319.875	-3307.286	-12.58857	0.2744848	0.2542694	0.3013613	0.1668836	0.0191698	0.556189	0.00479265	0.00563636	0.4077	0.00651146	0.00735818	0.00231674	0.0697901	0.510403	3.41749	0.304751	0.294587	0.125309	0.275353	0.1742417	0.04222972
1753	1	-3321.506	-3307.516	-13.99037	0.252556	0.1844888	0.3703041	-0.009871636	0.016379	0.558985	0.00531148	0.00575195	0.39445	0.0191224	0.1369299	0.000297225	0.0253336	0.341981	3.63239	0.298144	0.309804	0.122239	0.269813	0.1270583	1.077694
1754	0	-3318.515	-3305.331	-13.18397	0.3026751	0.2206321	0.2693535	0.140264	0.0143228	0.558905	0.0112097	0.0144603	0.397924	0.00317838	0.06735516	0.00101297	0.0464613	0.435337	3.51719	0.309588	0.28779	0.144035	0.258587	0.2076192	0.3244168
1755	1	-3316.811	-3303.754	-13.0568	0.2709917	0.2332914	0.2909343	0.07152823	0.0144758	0.547073	0.00269225	0.0115363	0.407537	0.0166855	0.08409191	0.00142233	0.0549175	0.464901	3.47876	0.277174	0.306788	0.126453	0.289585	0.1556201	0.5403665
1756	0	-3315.923	-3302.583	-13.33979	0.2855343	0.2099957	0.3051591	-0.2560198	0.0226107	0.565003	0.00177191	0.0072121	0.401814	0.0015886	0.2586518	0.000737857	0.0397337	0.409238	3.55029	0.292464	0.293024	0.137062	0.277451	0.002631958	98.27352
1757	1	-3311.812	-3300.215	-11.59684	0.2668811	0.2147597	0.3063719	0.01258942	0.0114568	0.544458	0.00936331	0.00837905	0.418627	0.00771516	0.02284049	0.000853698	0.0427006	0.421071	3.53537	0.30271	0.300404	0.134002	0.262885	0.03542992	0.6446669
1758	0	-3313.065	-3301.662	-11.40366	0.2844471	0.2149049	0.2397353	0.09077086	0.0261108	0.523054	0.0073872	0.00317433	0.439634	0.000639186	0.01076764	0.000857414	0.0427922	0.421428	3.53492	0.285597	0.300857	0.140013	0.273533	0.1015385	0.1060449
1759	1	-3323.459	-3309.89	-13.56927	0.2815197	0.2002445	0.3132771	-0.06735895	0.00992658	0.543584	0.0046145	0.0366753	0.391553	0.0136465	0.1695206	0.000535696	0.0339167	0.384296	3.58125	0.308911	0.287089	0.124908	0.279091	0.1021616	1.659337
1760	0	-3318.459	-3303.05	-15.40953	0.2844471	0.1949758	0.3018511	-0.1379019	0.0126661	0.528063	0.00452187	0.00992819	0.443844	0.000976378	0.3132419	0.000444613	0.0309282	0.370418	3.59821	0.310909	0.296792	0.136289	0.256011	0.17534	1.786483
1761	1	-3315.639	-3303.607	-12.03204	0.3062587	0.2014376	0.2626594	0.1129836	0.012266	0.609963	0.00434397	0.00873695	0.359473	0.00521749	0.02068545	0.000558029	0.0346089	0.387399	3.57743	0.295716	0.291446	0.124349	0.288489	0.133669	0.1547513
1762	0	-3318.749	-3307.13	-11.61868	0.2931567	0.2061335	0.2577649	-0.0679066	0.0162411	0.53094	0.0198929	0.00807099	0.422062	0.00279277	0.09196214	0.000652342	0.0373872	0.399475	3.56249	0.298188	0.294169	0.132269	0.275374	0.02405554	3.822909
1763	1	-3320.624	-3309.044	-11.57949	0.2825923	0.2290479	0.2226091	0.1373465	0.0285655	0.449164	0.00602945	0.00938654	0.499047	0.0078078	0.007272409	0.0012747	0.0520333	0.455171	3.49152	0.28456	0.292717	0.137972	0.284751	0.1446189	0.05028672
1764	0	-3316.882	-3303.523	-13.35863	0.3037753	0.2352515	0.3079291	0.2536758	0.0141577	0.564038	0.00953835	0.00443342	0.40235	0.00548265	0.001752341	0.00149417	0.0562654	0.469334	3.47291	0.293642	0.311726	0.121031	0.273601	0.2554282	0.006860408
1765	1	-3317.601	-3305.928	-11.67374	0.3014452	0.1761495	0.25104	-0.1175835	0.022371	0.434773	0.00943322	0.010436	0.518125	0.00486239	0.1239261	0.000208496	0.0212473	0.318626	3.65992	0.296586	0.294116	0.144819	0.264479	0.006342648	19.53854
1766	0	-3315.283	-3300.879	-14.40412	0.3024105	0.2031351	0.2727165	-0.3882185	0.0136094	0.526135	0.0109702	0.00818876	0.438249	0.00284765	0.3993043	0.000590929	0.0356035	0.391791	3.57201	0.307003	0.293161	0.131356	0.268481	0.0110858	36.01943
1767	1	-3322.351	-3308.037	-14.31461	0.3374244	0.2862815	0.2604944	-0.1292108	0.0174781	0.454671	0.0130576	0.00567611	0.5064	0.00271783	0.2672111	0.00424862	0.0938749	0.572028	3.32985	0.282504	0.301415	0.142261	0.273819	0.1380003	1.936309
1768	0	-3319.423	-3305.632	-13.79139	0.3024105	0.1816147	0.3455886	-0.1909547	0.0206325	0.518707	0.00228535	0.006598	0.450998	0.000779133	0.2279807	0.000264006	0.0238876	0.334003	3.64185	0.281195	0.327746	0.141429	0.24963	0.03702597	6.157318
1769	1	-3317.66	-3305.885	-11.7752	0.2386441	0.1977236	0.2782914	-0.04021291	0.0227276	0.488132	0.00671647	0.00317385	0.475696	0.00355332	0.07673496	0.000490605	0.0324726	0.377691	3.58935	0.294156	0.264385	0.145021	0.296438	0.03652205	2.101058
1770	0	-3316.048	-3304.954	-11.09358	0.3106587	0.2319915	0.2368763	-0.03824439	0.0181049	0.488838	0.0132344	0.0189423	0.458754	0.00212628	0.05851177	0.00137596	0.054029	0.461939	3.48266	0.29167	0.305583	0.142252	0.260494	0.02026738	2.886992
1771	1	-3316.91	-3304.692	-12.21806	0.2318002	0.2030173	0.2806373	-0.06107773	0.0217528	0.480782	0.00248183	0.0193499	0.468533	0.0071006	0.1112182	0.000588602	0.0355341	0.391487	3.57239	0.287565	0.285663	0.158598	0.268174	0.05014045	2.218133
1772	0	-3322.724	-3308.658	-14.0667	0.3051086	0.1779309	0.2722684	0.09129173	0.00859303	0.551567	0.0216914	0.00365991	0.412796	0.00169339	0.1395749	0.000225532	0.0220919	0.323668	3.65401	0.286779	0.331602	0.122781	0.258838	0.2308667	0.6045694
1773	1	-3314.288	-3302.562	-11.72641	0.2564034	0.1796389	0.3060082	-0.06685059	0.0169441	0.506142	0.00565852	0.0182331	0.450985	0.0020374	0.07071926	0.000242814	0.0229163	0.328475	3.64837	0.30624	0.296914	0.128209	0.268637	0.00386867	18.27999
1774	0	-3315.713	-3303.047	-12.66612	0.2325057	0.1828112	0.3326052	0.07615538	0.0146191	0.490063	0.0168203	0.00768872	0.468104	0.00270484	0.03806168	0.000277485	0.0244848	0.337334	3.6379	0.291287	0.323981	0.137072	0.247659	0.1142171	0.3332399
1775	1	-3317.483	-3304.299	-13.18462	0.2654518	0.207012	0.2656007	-0.2296719	0.0187314	0.440742	0.00503224	0.0205669	0.513091	0.00183656	0.2560465	0.000671149	0.0379161	0.401709	3.5597	0.28811	0.296112	0.149923	0.265854	0.02637451	9.708102
1776	0	-3318.857	-3306.361	-12.49576	0.2365205	0.1958929	0.2780379	0.1610726	0.0138565	0.540124	0.0140493	0.0130878	0.416327	0.00255495	0.0171819	0.000459604	0.0314402	0.372854	3.59525	0.270032	0.331224	0.127425	0.271319	0.1782545	0.09638969
1777	1	-3317.501	-3305.917	-11.5843	0.2532961	0.17962	0.2946917	-0.0418832	0.020754	0.477717	0.00161564	0.0170422	0.48062	0.00225074	0.05582683	0.000242618	0.0229071	0.328422	3.64843	0.298595	0.291025	0.126842	0.283538	0.01394363	4.003751
1778	0	-3313.729	-3301.303	-12.42549	0.2364486	0.2063546	0.3053856	0.1518855	0.0149495	0.448884	0.0134021	0.0139751	0.504653	0.00413609	0.002805194	0.00065704	0.0375201	0.400038	3.56178	0.291641	0.292775	0.151843	0.263741	0.1546907	0.01813421
1779	1	-3316.934	-3304.698	-12.23597	0.2708818	0.1860871	0.3171468	-0.09020323	0.0132783	0.60843	0.00656451	0.00657647	0.3557	0.00945087	0.1052972	0.000316968	0.0261544	0.346383	3.62715	0.285213	0.326363	0.118381	0.270043	0.01509396	6.976113
1780	0	-3319.196	-3306.18	-13.01622	0.2057076	0.1307884	0.3405889	0.03460242	0.0109274	0.538648	0.00634624	0.00867592	0.427778	0.0076238	0.07808792	1.36963e-05	0.00548073	0.183453	3.81105	0.313675	0.297129	0.132014	0.257182	0.1126903	0.6929424
1781	1	-3320.891	-3308.964	-11.92775	0.2602198	0.2154489	0.2976711	-0.05232738	0.0209364	0.585155	0.00861861	0.0154465	0.364139	0.00570528	0.08063777	0.000871435	0.0431362	0.422764	3.53323	0.294253	0.290065	0.140754	0.274927	0.02831039	2.848345
1782	0	-3318.56	-3304.943	-13.61649	0.1980351	0.1528887	0.4766507	0.009061442	0.00648064	0.508613	0.0107795	0.0127724	0.457852	0.0035027	0.04446553	6.31783e-05	0.0117374	0.250522	3.73768	0.307274	0.292064	0.134971	0.265691	0.05352697	0.8307126
1783	1	-3316.964	-3304.953	-12.01155	0.237868	0.1769476	0.2909838	0.08616006	0.0122553	0.587502	0.0065169	0.0217295	0.366682	0.00531456	0.02077956	0.000216006	0.0216238	0.320888	3.65727	0.295497	0.313294	0.128296	0.262913	0.1069396	0.1943111
1784	0	-3315.487	-3302.847	-12.64049	0.1861389	0.1381666	0.3812432	0.08749341	0.0132567	0.570083	0.00263632	0.00480505	0.399532	0.00968624	0.004311795	2.40954e-05	0.0072629	0.205914	3.7868	0.299024	0.287293	0.139428	0.274255	0.09180521	0.04696678
1785	1	-3317.97	-3305.289	-12.68142	0.2418381	0.2118113	0.304456	0.0703296	0.0130462	0.581381	0.00414367	0.0216009	0.374836	0.00499219	0.0596021	0.00078063	0.0408552	0.413775	3.54459	0.291472	0.302168	0.123222	0.283138	0.1299317	0.4587187
1786	0	-3320.52	-3304.858	-15.66188	0.2023692	0.193468	0.3260159	-0.5006984	0.0140931	0.42227	0.00943081	0.00998409	0.534665	0.00955693	0.5094858	0.000420731	0.0300942	0.366396	3.60309	0.316945	0.283306	0.134207	0.265541	0.008787416	57.97902
1787	1	-3322.329	-3307.379	-14.95004	0.2719456	0.1869012	0.3128247	-0.01108266	0.0126757	0.594867	0.0142801	0.00717781	0.364192	0.00680806	0.2215006	0.000327386	0.026577	0.348617	3.62448	0.300664	0.280775	0.11934	0.299222	0.2104179	1.05267
1788	0	-3315.173	-3299.004	-16.1686	0.1918521	0.1693438	0.4342737	0.08093823	0.0115703	0.462845	0.00359208	0.007849	0.504537	0.00960702	0.1830133	0.000152112	0.0181681	0.299115	3.68256	0.287311	0.297973	0.142118	0.272598	0.2639515	0.6933595
1789	1	-3317.895	-3306.124	-11.77067	0.3291264	0.2221188	0.2150655	0.05993326	0.0165677	0.487726	0.0111649	0.00670452	0.468951	0.00888567	0.05763679	0.00105629	0.0474305	0.438893	3.51262	0.274758	0.319989	0.132453	0.272799	0.1175701	0.4902336
1790	0	-3315.09	-3302.542	-12.54773	0.2012344	0.1969061	0.3620816	0.008994189	0.0143706	0.523891	0.00513382	0.00116698	0.452263	0.00317442	0.04844672	0.000476582	0.0320099	0.375535	3.59198	0.315533	0.294312	0.133103	0.257052	0.05744091	0.8434184
1791	1	-3315.919	-3305.427	-10.49212	0.3435132	0.2087543	0.1994674	0.00377783	0.0248772	0.499586	0.00516705	0.00235018	0.453537	0.0144819	0.02407408	0.000709567	0.0389736	0.406117	3.5542	0.282762	0.30655	0.132385	0.278303	0.02785191	0.8643601
1792	0	-3321.526	-3305.441	-16.08554	0.2028158	0.1511679	0.3940778	-0.3663037	0.0137115	0.542734	0.00366665	0.00272938	0.432624	0.00453435	0.4216775	5.6997e-05	0.0111512	0.245346	3.74345	0.263832	0.315853	0.1542	0.266115	0.05537374	7.615116
1793	1	-3324.084	-3312.139	-11.94449	0.3622259	0.2356871	0.2683031	0.02476786	0.0192366	0.469585	0.0137604	0.0180985	0.463475	0.0158438	0.05489329	0.00151046	0.0565662	0.470314	3.47161	0.301965	0.299028	0.143124	0.255884	0.07966116	0.6890848
1794	0	-3316.961	-3302.071	-14.8896	0.2028158	0.1865241	0.3302349	-0.07235258	0.0250931	0.496881	0.00613023	0.00668576	0.463211	0.00199983	0.2442247	0.00032253	0.0263809	0.347583	3.62571	0.282701	0.287313	0.145705	0.28428	0.1718721	1.420968
1795	1	-3314.356	-3302.612	-11.7438	0.2611695	0.1794359	0.3388577	-0.01630094	0.0177064	0.527583	0.00441154	0.00910595	0.43569	0.00550404	0.02766742	0.00024071	0.0228176	0.327905	3.64904	0.294454	0.298472	0.136178	0.270897	0.01136648	2.434123
1796	0	-3320.319	-3305.811	-14.50861	0.2028158	0.1699067	0.3742353	0.1613018	0.0275267	0.565741	0.00301713	0.00878702	0.390755	0.00417262	0.08227589	0.000156281	0.0184137	0.300743	3.68069	0.296489	0.294211	0.126768	0.282532	0.2435777	0.337781
1797	1	-3317.441	-3303.234	-14.20786	0.2611695	0.2082394	0.278906	0.1975182	0.0221463	0.525268	0.00439219	0.00723125	0.433778	0.00718426	0.09647525	0.000698057	0.0386599	0.404818	3.55582	0.283726	0.301588	0.118618	0.296068	0.2939935	0.3281544
1798	0	-3320.346	-3306.112	-14.23404	0.2480027	0.1970328	0.3967146	0.1346107	0.0176305	0.503934	0.00463715	0.000853448	0.467519	0.00542624	0.06112141	0.000478738	0.0320814	0.37587	3.59157	0.294295	0.304388	0.12069	0.280627	0.1957321	0.3122708
1799	1	-3313.789	-3301.475	-12.31406	0.2499547	0.2274582	0.3257842	-0.070081	0.012294	0.549886	0.00828216	0.00898957	0.414238	0.00630978	0.09493152	0.00122215	0.0509653	0.451479	3.49633	0.28535	0.311876	0.12686	0.275914	0.02485052	3.820102
1800	0	-3317.601	-3302.816	-14.78533	0.2320866	0.1721265	0.30899	0.3255294	0.0152435	0.532267	0.0162489	0.00543481	0.427013	0.00379292	0.04827952	0.000173567	0.0193985	0.307139	3.67329	0.299555	0.294322	0.126139	0.279985	0.3738089	0.1291556
1801	1	-3314.288	-3301.724	-12.56331	0.23664	0.2049035	0.3144729	0.02201907	0.0107442	0.530561	0.0045073	0.00748396	0.440843	0.00586024	0.0691419	0.000626631	0.0366513	0.396334	3.56639	0.314165	0.301005	0.12428	0.26055	0.09116097	0.7584595
1802	0	-3317.902	-3305.63	-12.27261	0.2258348	0.1882403	0.3103553	0.1133117	0.00252091	0.454834	0.0175573	0.0151456	0.503011	0.0069314	0.0102017	0.00034506	0.0272787	0.352276	3.6201	0.29512	0.306329	0.135434	0.263117	0.1235134	0.08259587
1803	1	-3321.434	-3310.102	-11.33228	0.2659894	0.2232188	0.2987654	0.0283567	0.00910437	0.436139	0.00739055	0.0289857	0.517011	0.00136961	0.004270023	0.00108913	0.0481519	0.44151	3.50925	0.263217	0.30312	0.13673	0.296934	0.03262672	0.130875
1804	0	-3313.434	-3300.957	-12.4769	0.2258348	0.1808044	0.3559103	0.08880511	0.0111325	0.572739	0.006809	0.00818425	0.397203	0.00393254	0.007817027	0.000255157	0.023487	0.33174	3.64452	0.288032	0.32326	0.128768	0.25994	0.09662213	0.08090306
1805	1	-3312.683	-3301.198	-11.48499	0.2648943	0.2129261	0.2957313	0.01289486	0.0170014	0.49105	0.00504868	0.00709094	0.475084	0.00472479	0.02201524	0.000807728	0.0415495	0.416544	3.5411	0.278705	0.313884	0.140481	0.266929	0.0349101	0.6306266
1806	0	-3323.104	-3308.213	-14.89049	0.2607762	0.2184599	0.3102347	-0.4194169	0.0142418	0.586601	0.0141136	0.00604301	0.360882	0.018118	0.4282699	0.000951882	0.0450574	0.430101	3.52389	0.292096	0.296747	0.132339	0.278819	0.008853014	48.3756
1807	1	-3316.565	-3303.259	-13.30634	0.2264304	0.1984882	0.3944212	0.02032824	0.0141487	0.491402	0.00836503	0.00785182	0.475425	0.00280717	0.0678541	0.000503984	0.0329079	0.379701	3.58689	0.306117	0.289348	0.133296	0.271239	0.08818234	0.7694749
1808	0	-3329.934	-3317.327	-12.60784	0.2855346	0.1611703	0.2760433	-0.1205926	0.00351086	0.513627	0.024666	0.00733926	0.434613	0.0162439	0.1647306	0.00010055	0.0147897	0.275202	3.70991	0.256596	0.311852	0.160672	0.27088	0.04413806	3.732167
1809	1	-3313.9	-3301.287	-12.61269	0.2098728	0.17712	0.381577	0.0571288	0.0126861	0.540591	0.00301241	0.0016691	0.424471	0.0175702	0.01739766	0.000217654	0.0217055	0.321376	3.6567	0.269663	0.319454	0.125699	0.285184	0.07452646	0.2334428
1810	0	-3324.544	-3310.758	-13.78582	0.3136636	0.1832782	0.2800354	-0.05700861	0.0115177	0.497339	0.00922549	0.00875824	0.461476	0.0116839	0.1911502	0.00028288	0.0247198	0.33863	3.63637	0.288045	0.299998	0.151776	0.260181	0.1341416	1.424988
1811	1	-3320.907	-3307.395	-13.51152	0.1940112	0.1848109	0.4114886	-0.1015567	0.0105497	0.523104	0.000712374	0.00228101	0.4463	0.0170531	0.133043	0.000301129	0.025498	0.34287	3.63133	0.308312	0.284908	0.132412	0.274368	0.03148635	4.22542
1812	0	-3318.837	-3304.619	-14.21747	0.2952474	0.2092227	0.2879659	0.1593073	0.0161658	0.480675	0.00319284	0.0225654	0.466109	0.0112924	0.1081337	0.000720152	0.0392598	0.407297	3.55272	0.305116	0.29846	0.129382	0.267042	0.2674411	0.4043274
1813	1	-3315.74	-3303.235	-12.50545	0.1905315	0.1521325	0.383182	-0.03854698	0.0139838	0.544984	0.00183687	0.00278278	0.43235	0.00406313	0.05853347	6.04007e-05	0.0114777	0.248249	3.74021	0.267825	0.305818	0.133055	0.293302	0.01998649	2.928652
1814	0	-3313.841	-3301.4	-12.44092	0.2733812	0.2273886	0.3153208	0.05731134	0.0170026	0.528231	0.00567852	0.00873081	0.432645	0.00771177	0.04331204	0.00121988	0.0509187	0.451317	3.49654	0.290651	0.305162	0.13521	0.268977	0.1006234	0.4304372
1815	1	-3323.568	-3311.058	-12.50979	0.201548	0.1906882	0.4101743	0.04111996	0.0169569	0.51413	0.00908131	0.00729951	0.445054	0.00747891	0.002412401	0.000379145	0.0285821	0.358921	3.61212	0.307306	0.282317	0.122859	0.287519	0.04353236	0.05541626
1816	0	-3313.826	-3302.533	-11.29293	0.2564832	0.2024812	0.2635773	0.06435939	0.0166134	0.533375	0.00512319	0.0087135	0.422742	0.0134333	0.003959627	0.000578098	0.0352191	0.390103	3.5741	0.292021	0.295731	0.154937	0.257311	0.06831901	0.0579579
1817	1	-3322.302	-3308.969	-13.33368	0.2018171	0.1660224	0.3849421	-0.1132239	0.0212489	0.347699	0.00320955	0.0130969	0.609993	0.0047531	0.1420525	0.000129195	0.0167523	0.289457	3.69366	0.289947	0.29739	0.149212	0.263451	0.02882857	4.927491
1818	0	-3319.14	-3304.285	-14.85556	0.2235206	0.1606845	0.2972719	0.4276249	0.0102334	0.54695	0.00741677	0.00700257	0.407808	0.0205887	0.01027038	9.79758e-05	0.0146002	0.273766	3.71154	0.294329	0.286315	0.13847	0.280886	0.4378953	0.02345395
1819	1	-3316.072	-3302.363	-13.70862	0.2989215	0.1750935	0.2759562	0.02016691	0.0148475	0.520258	0.00119274	0.00685394	0.434819	0.0220288	0.1535041	0.000198861	0.0207541	0.315624	3.66342	0.297089	0.305003	0.132431	0.265476	0.1736711	0.8838787
1820	0	-3318.445	-3304.551	-13.89421	0.2069268	0.1914818	0.3274627	-0.2712263	0.0130255	0.571179	0.00116021	0.0154168	0.380343	0.0188746	0.2882225	0.000390701	0.0290104	0.361063	3.60954	0.284495	0.287226	0.124186	0.304092	0.01699626	16.95799
1821	1	-3314.544	-3302.684	-11.86039	0.2957359	0.185401	0.2620831	-0.05726273	0.0114777	0.606532	0.00609093	0.00543333	0.363531	0.00693478	0.09785489	0.000308379	0.0258006	0.344496	3.62939	0.298461	0.296728	0.137507	0.267305	0.04059216	2.410684
1822	0	-3325.224	-3309.961	-15.26337	0.1853652	0.1607127	0.398325	0.2490161	0.0233742	0.437773	0.00756794	0.020378	0.502741	0.00816662	0.07055198	9.81237e-05	0.0146112	0.273849	3.71144	0.289675	0.297429	0.144054	0.268842	0.3195681	0.2207729
1823	1	-3323.299	-3307.838	-15.4617	0.2593513	0.2303413	0.252644	-0.5460207	0.0314881	0.46247	0.0125567	0.00367773	0.477584	0.0122233	0.5521969	0.00131857	0.0529074	0.458156	3.48762	0.27932	0.295946	0.144605	0.28013	0.00617614	89.40809
1824	0	-3318.233	-3304.095	-14.13831	0.2358123	0.2563357	0.299171	-0.2167199	0.023828	0.446271	0.00807196	0.0052842	0.5125	0.00404435	0.2878825	0.00242028	0.0713021	0.514657	3.41162	0.292222	0.294685	0.153044	0.26005	0.07116265	4.045416
1825	1	-3317.317	-3306.107	-11.20912	0.2713178	0.2134656	0.2584285	0.007945531	0.0160678	0.554124	0.0126019	0.00202901	0.400611	0.0145667	0.02997857	0.000821072	0.041887	0.41788	3.53941	0.29331	0.291733	0.156657	0.2583	0.0379241	0.7904886
1826	0	-3314.518	-3303.493	-11.02461	0.2612825	0.2202469	0.2671797	0.01335638	0.0153351	0.578063	0.00301479	0.00656914	0.390664	0.00635364	0.01217545	0.00100195	0.0462112	0.434412	3.51837	0.284351	0.310907	0.137561	0.267181	0.02553183	0.4768733
1827	1	-3318.642	-3306.565	-12.07697	0.2244997	0.2306825	0.2801518	0.1335667	0.0241407	0.496614	0.00320038	0.0141051	0.443087	0.0188533	0.006944051	0.0013303	0.0531387	0.45894	3.48659	0.305943	0.298065	0.12651	0.269482	0.1405108	0.04942006
1828	0	-3322.577	-3309.358	-13.21894	0.2524744	0.235674	0.3113067	-0.1605525	0.0139142	0.524502	0.0117773	0.00431815	0.423385	0.0221035	0.2010481	0.00150997	0.0565571	0.470285	3.47165	0.281177	0.325917	0.136338	0.256569	0.04049553	4.964697
1829	1	-3316.807	-3304.799	-12.00808	0.2244997	0.1951086	0.3091744	0.02855687	0.0135681	0.484223	0.000985366	0.00375506	0.466699	0.0307698	0.03767209	0.000446761	0.0310021	0.370772	3.59778	0.267899	0.316572	0.146442	0.269087	0.06622897	0.5688159
1830	0	-3316.538	-3304.768	-11.77019	0.264624	0.2056314	0.2984325	-0.0146212	0.0103783	0.533249	0.0163262	0.0115565	0.42039	0.00810043	0.05119081	0.000641759	0.0370861	0.398195	3.56408	0.283267	0.333857	0.127279	0.255597	0.03656961	1.399818
1831	1	-3321.211	-3307.513	-13.69796	0.2237314	0.173718	0.3980036	0.05138854	0.0121686	0.56327	0.000808473	0.0113781	0.394808	0.0175666	0.07269489	0.000186814	0.0201201	0.3117	3.66799	0.265463	0.325176	0.119814	0.289547	0.1240834	0.5858549
1832	0	-3313.239	-3301.144	-12.09506	0.2576981	0.2083367	0.2968832	0.05269769	0.0188148	0.468058	0.00163654	0.0127625	0.489696	0.00903187	0.03635653	0.000700223	0.0387191	0.405063	3.55552	0.285061	0.296899	0.141223	0.276817	0.08905422	0.4082516
1833	1	-3314.193	-3300.313	-13.87922	0.2288204	0.1857394	0.349724	0.1305822	0.013145	0.572942	0.00396916	0.00402928	0.401588	0.00432662	0.07361532	0.000312595	0.0259748	0.345428	3.62828	0.294645	0.302083	0.128623	0.274649	0.2041976	0.3605103
1834	0	-3314.274	-3301.238	-13.03661	0.2657924	0.2125815	0.3040252	-0.1599288	0.0179684	0.468393	0.00955396	0.0108608	0.490047	0.00317702	0.1927355	0.000799285	0.0413344	0.41569	3.54218	0.300186	0.289375	0.136607	0.273831	0.03280668	5.874885
1835	1	-3318.479	-3305.346	-13.13209	0.2640038	0.1855606	0.285793	-0.2008575	0.0110486	0.50262	0.00644313	0.00698157	0.460931	0.0119756	0.2286495	0.000310362	0.0258827	0.344936	3.62887	0.305052	0.281347	0.127501	0.286101	0.02779199	8.227174
1836	0	-3317.895	-3305.807	-12.08816	0.2161378	0.1596651	0.3233936	0.03417869	0.00776691	0.462535	0.00683505	0.010725	0.498413	0.013725	0.03200644	9.2739e-05	0.0142068	0.270747	3.71495	0.298497	0.299972	0.128922	0.272608	0.06618513	0.4835896
1837	1	-3319.552	-3307.73	-11.8227	0.2749679	0.2203754	0.2679102	0.05913678	0.0205292	0.478627	0.0093613	0.00296169	0.480144	0.00837618	0.03453803	0.00100562	0.0462946	0.434721	3.51798	0.271305	0.325666	0.150669	0.25236	0.09367481	0.3687014
1838	0	-3314.045	-3300.314	-13.73076	0.2109508	0.2015476	0.4044847	0.06017525	0.00865156	0.500607	0.00531179	0.00978054	0.468867	0.00678236	0.06827779	0.000560121	0.034673	0.387685	3.57708	0.294507	0.301988	0.136614	0.26689	0.128453	0.531539
1839	1	-3315.026	-3303.669	-11.35686	0.2801672	0.208601	0.2756573	-0.06460757	0.0223245	0.464769	0.00561598	0.0114456	0.48741	0.00843504	0.06551052	0.000706128	0.0388801	0.40573	3.55468	0.27662	0.296988	0.143309	0.283083	0.0009029544	72.55131
1840	0	-3325.304	-3310.707	-14.59742	0.205132	0.1722538	0.353356	0.2095619	0.0209883	0.492631	0.0127823	0.000784221	0.466671	0.0061429	0.07282062	0.000174599	0.0194558	0.307505	3.67286	0.29498	0.308626	0.140893	0.2555	0.2823825	0.2578794
1841	1	-3319.25	-3304.868	-14.3816	0.258909	0.2249462	0.2578833	0.004342516	0.0136558	0.550637	0.00282316	0.0108906	0.407388	0.0146059	0.2108647	0.00114209	0.049292	0.445594	3.50397	0.285803	0.312579	0.122529	0.279089	0.2152073	0.9798217
1842	0	-3324.19	-3308.338	-15.85142	0.240199	0.1792718	0.363463	-0.2734541	0.0146368	0.451153	0.0049196	0.0084404	0.507991	0.0128587	0.376249	0.00023902	0.0227379	0.327444	3.64958	0.277446	0.330394	0.141528	0.250632	0.1027949	3.66019
1843	1	-3319.975	-3308.576	-11.39841	0.2777685	0.2230724	0.279759	-0.001691705	0.0136514	0.595866	0.0014887	0.0175747	0.358744	0.0126753	0.03367991	0.00108472	0.0480557	0.441162	3.5097	0.296182	0.301994	0.114716	0.287108	0.0319882	1.052885
1844	0	-3313.293	-3300.756	-12.53643	0.2602832	0.1967338	0.2842082	-0.06997692	0.0125115	0.536651	0.0039713	0.00741332	0.429584	0.00986902	0.1301053	0.000473664	0.0319127	0.37508	3.59253	0.284481	0.299459	0.13746	0.2786	0.06012839	2.163792
1845	1	-3316.168	-3302.48	-13.68752	0.2743168	0.2264955	0.2652175	0.1073927	0.0120232	0.495302	0.00450398	0.0227751	0.461888	0.00350779	0.1154305	0.00119103	0.0503219	0.449231	3.49926	0.297288	0.297413	0.140074	0.265225	0.2228232	0.5180365
1846	0	-3313.679	-3302.24	-11.43891	0.2522658	0.2111226	0.2984205	0.03522808	0.0170874	0.535558	0.00179222	0.004141	0.428708	0.0127129	0.00711722	0.000764208	0.0404284	0.412058	3.54675	0.297089	0.308617	0.137076	0.257217	0.0423453	0.1680758
1847	1	-3321.842	-3308.315	-13.52791	0.2925235	0.1781596	0.2759597	-0.1497433	0.0156119	0.484867	0.00707384	0.011938	0.466453	0.014057	0.2265424	0.000227791	0.0222015	0.324313	3.65326	0.307027	0.28907	0.146734	0.257169	0.07679912	2.949805
1848	0	-3318.12	-3305.517	-12.60278	0.1940283	0.160962	0.3424352	0.03551927	0.0192426	0.550783	0.00353498	0.00377673	0.414074	0.00858923	0.04914476	9.94396e-05	0.0147083	0.274586	3.71061	0.292119	0.303927	0.118782	0.285172	0.08466403	0.580468
1849	1	-3313.082	-3301.345	-11.73702	0.2925235	0.2120275	0.2525553	-0.09737886	0.0157853	0.519787	0.0146266	0.00696817	0.437784	0.00504813	0.1159145	0.000785838	0.0409895	0.414314	3.54391	0.302557	0.296056	0.131665	0.269722	0.01853565	6.253599
