Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
652	0	-3486.87	-3316.2	-170.668	6.670538	0.1821297	0.01158651	-0.009841027	0.00890109	0.596224	0.00658782	0.026144	0.361715	0.000428174	22.02426	0.1613052	6	37.79593	0.444213	0.000269747	0.0241438	0.335438	3.64015	0.275053	0.304063	0.13912	0.281764	0.1514642	1.064973
653	1	-3486.56	-3309.95	-176.613	7.615285	0.1997869	0.01033185	-0.01752935	0.00938522	0.51344	0.0113685	0.00271478	0.459754	0.00333753	24.35856	0.1640119	7	37.62186	0.3484634	0.000527301	0.0336526	0.383102	3.58272	0.289922	0.293636	0.143483	0.272959	0.1464826	1.119669
654	0	-3487.16	-3318.8	-168.358	6.670538	0.1747538	0.01245197	0.01312921	0.00936195	0.596565	0.00659159	0.0251303	0.361922	0.000428419	20.59078	0.1466447	7	37.76124	0.444213	0.000195834	0.0205967	0.314657	3.66455	0.294472	0.322469	0.11507	0.267989	0.1597739	0.9178263
655	1	-3486.29	-3307.28	-179.001	7.615285	0.1931988	0.009880973	-0.01113585	0.0108188	0.510981	0.0146248	0.00270177	0.457552	0.00332155	28.1839	0.1687827	7	38.44122	0.3484634	0.000416567	0.0299463	0.365675	3.60396	0.289931	0.293646	0.143488	0.272935	0.1576469	1.070638
656	0	-3485.86	-3318.49	-167.365	6.482698	0.1662135	0.01364578	0.06164207	0.0156016	0.594913	0.00657334	0.0187628	0.363722	0.000427232	20.59078	0.1981618	7	37.96207	0.444213	0.000130438	0.0168321	0.290015	3.69302	0.294472	0.322469	0.11507	0.267989	0.2598039	0.7627361
657	1	-3490.38	-3304.75	-185.631	7.615285	0.204058	0.00991193	0.01452661	0.0142529	0.511204	0.0118274	0.00270295	0.457751	0.00226173	30.73851	0.1454826	6	38.76745	0.3484634	0.000609378	0.0361489	0.394166	3.56908	0.276156	0.30494	0.138709	0.280195	0.1600092	0.9092139
658	0	-3481.79	-3314.66	-167.13	6.482698	0.1980284	0.0127408	-0.004154221	0.0117848	0.597699	0.00503553	0.0197871	0.365425	0.000267668	20.862	0.2121219	7	37.33983	0.5655535	0.000495908	0.0326458	0.378493	3.58837	0.294472	0.322469	0.11507	0.267989	0.2079677	1.019975
659	1	-3495.51	-3308.06	-187.455	7.615285	0.2114176	0.009299089	0.02863504	0.0158362	0.56799	0.011676	0.00389637	0.39696	0.00364109	30.73851	0.1032065	6	39.23301	0.3484634	0.000771214	0.040611	0.412794	3.54582	0.311696	0.290441	0.131742	0.266121	0.1318415	0.7828071
660	0	-3484.19	-3317.91	-166.274	6.482698	0.2100562	0.0127408	-0.03564235	0.0118327	0.600126	0.00459285	0.0162711	0.366909	0.000268754	19.50838	0.2121219	6	37.38317	0.4864006	0.000739257	0.0397709	0.40939	3.5501	0.3168	0.312264	0.111428	0.259508	0.1764796	1.201963
661	1	-3491.59	-3307.54	-184.052	7.393268	0.1916234	0.009432657	-0.01392175	0.0170611	0.534575	0.0125791	0.00419774	0.427665	0.00392272	30.73851	0.1457633	7	40.01461	0.3484634	0.000392789	0.0290871	0.361444	3.60908	0.279607	0.301482	0.145232	0.273679	0.1318415	1.105595
662	0	-3485.8	-3317.38	-168.416	6.482698	0.223702	0.01432047	-0.02335184	0.013382	0.599185	0.00458565	0.0162455	0.366334	0.000268333	21.76547	0.2121219	6	38.25346	0.4864006	0.00110377	0.04847	0.442655	3.50777	0.309123	0.315773	0.11268	0.262424	0.1887701	1.123705
663	1	-3489.99	-3306.93	-183.057	7.393268	0.197466	0.009435148	0.02528226	0.0170355	0.533773	0.0125603	0.00569163	0.427023	0.00391684	27.62334	0.1668421	7	38.85697	0.3484634	0.000486156	0.0323265	0.377012	3.59018	0.28246	0.304557	0.136513	0.27647	0.1921243	0.8684068
664	0	-3480.94	-3317.45	-163.496	6.482698	0.2428032	0.01319363	-0.03959636	0.00976702	0.601352	0.00460224	0.0163043	0.367659	0.00031537	18.76606	0.2121219	7	37.36456	0.4864006	0.00179315	0.061544	0.486061	3.4506	0.299395	0.305836	0.119513	0.275256	0.1725256	1.22951
665	1	-3487.95	-3307.21	-180.743	7.393268	0.2032994	0.008405378	0.03283988	0.0149964	0.534911	0.012587	0.00570377	0.427876	0.00392519	27.62334	0.1334533	8	40.36704	0.3484634	0.000594184	0.0357003	0.392214	3.57149	0.28246	0.304557	0.136513	0.27647	0.1662931	0.8025181
666	0	-3485.33	-3319.81	-165.52	6.482698	0.2428032	0.01153847	0.03554329	0.00976361	0.601142	0.00460063	0.016563	0.36753	0.000400289	18.76606	0.1574677	6	38.31795	0.5206292	0.00179315	0.061544	0.486061	3.4506	0.31326	0.299783	0.117148	0.269809	0.193011	0.8158483
667	1	-3482.53	-3304.35	-178.172	7.393268	0.2063386	0.009738072	-0.007767841	0.0149153	0.532018	0.012519	0.00658954	0.425562	0.00839577	29.80847	0.1334533	8	38.14195	0.3484634	0.000656699	0.0375104	0.399998	3.56184	0.304627	0.295148	0.132295	0.267929	0.1256854	1.061804
668	0	-3480.47	-3317.32	-163.157	6.482698	0.2335998	0.01300373	-0.01697062	0.0126409	0.597559	0.00457321	0.0194057	0.36534	0.000480666	18.76606	0.1778826	7	37.36715	0.5206292	0.00143348	0.055129	0.465601	3.47784	0.31166	0.306003	0.113906	0.268431	0.160912	1.105465
669	1	-3480.13	-3305.94	-174.196	7.393268	0.2231182	0.01045584	0.0593106	0.018505	0.53008	0.0124734	0.00656552	0.424011	0.00836518	23.21382	0.1334533	8	37.82749	0.3529764	0.0010861	0.0480858	0.441271	3.50956	0.289465	0.301584	0.13518	0.273771	0.1927639	0.6923147
670	0	-3484.34	-3316.37	-167.968	6.482698	0.2335998	0.01365911	0.009610891	0.0126398	0.597505	0.0045728	0.019404	0.365307	0.000571979	21.04714	0.1589387	6	37.54902	0.4473305	0.00143348	0.055129	0.465601	3.47784	0.29892	0.311666	0.116015	0.273399	0.1685496	0.9429789
671	1	-3483.59	-3310.67	-172.921	7.393268	0.2155236	0.01252137	0.02213922	0.018505	0.53008	0.0124734	0.00656552	0.424011	0.00836518	23.21382	0.1466998	8	38.68234	0.3529764	0.000873371	0.0431835	0.422947	3.533	0.299896	0.312452	0.140051	0.247601	0.1688391	0.8688738
672	0	-3485.14	-3313.47	-171.665	6.482698	0.2010922	0.01330648	0.01502495	0.0126698	0.598924	0.00532277	0.0163361	0.366174	0.000573337	20.6908	0.1811894	5	37.40581	0.4473305	0.000551498	0.034408	0.386503	3.57854	0.287405	0.307163	0.114338	0.291094	0.1962144	0.9234258
673	1	-3482.71	-3309.26	-173.444	7.393268	0.2017215	0.009841271	-0.01209056	0.0211207	0.515222	0.0142365	0.00516546	0.434708	0.00954761	23.21382	0.1309467	9	37.87393	0.3905457	0.00056344	0.0347745	0.388136	3.57653	0.302456	0.31512	0.132709	0.249715	0.1188562	1.101724
674	0	-3484.59	-3314.59	-169.997	6.482698	0.2026313	0.01491199	0.01444203	0.0109471	0.566169	0.00503167	0.018853	0.398391	0.000608506	22.36884	0.188307	6	37.28227	0.4711847	0.000581025	0.0353071	0.39049	3.57362	0.287405	0.307163	0.114338	0.291094	0.202749	0.9287689
675	1	-3484.57	-3311.33	-173.234	7.393268	0.218142	0.01125589	0.05089695	0.0212145	0.51751	0.00985895	0.0051884	0.436639	0.00959001	23.21382	0.1903638	9	39.20866	0.4215978	0.00094316	0.0448532	0.429331	3.52487	0.297753	0.325769	0.130646	0.245832	0.2412607	0.7890376
676	0	-3482.67	-3311.45	-171.222	6.482698	0.2036752	0.01166883	0.03199407	0.0109457	0.566095	0.00503102	0.0188506	0.39834	0.000737739	22.36884	0.170755	6	37.60702	0.41544	0.000601677	0.0359223	0.393182	3.57029	0.282061	0.301451	0.130806	0.285681	0.202749	0.8421987
677	1	-3488.39	-3315.12	-173.265	7.393268	0.1905268	0.01156215	0.08368585	0.0231498	0.517078	0.00985073	0.00474092	0.436275	0.00890508	23.21382	0.1740323	9	37.32089	0.4023193	0.000376826	0.0284954	0.358485	3.61264	0.287531	0.322633	0.152443	0.237392	0.2577182	0.6752815
678	0	-3478.16	-3309.83	-168.334	5.766508	0.2135594	0.01193657	0.04337309	0.0179731	0.562073	0.00499527	0.0187167	0.395509	0.000732497	19.75119	0.1593759	6	38.25342	0.41544	0.000823408	0.0419458	0.418112	3.53912	0.282061	0.301451	0.130806	0.285681	0.202749	0.786075
679	1	-3481.78	-3310.6	-171.186	7.393268	0.201714	0.01220094	0.1042401	0.0232092	0.518405	0.00737853	0.00475308	0.437395	0.00885903	23.21382	0.1163292	9	38.10258	0.4023193	0.000563296	0.0347701	0.388116	3.57655	0.284572	0.319313	0.125134	0.270981	0.2205693	0.5274042
680	0	-3481.94	-3310.03	-171.906	5.766508	0.2198935	0.01487989	-0.04747251	0.0181807	0.568565	0.00653741	0.00589828	0.400078	0.000740958	19.34968	0.2650324	6	40.06939	0.41544	0.000991912	0.0459823	0.433563	3.51946	0.288595	0.308434	0.133836	0.269135	0.2175599	1.218204
681	1	-3484.07	-3310.21	-173.858	7.393268	0.201714	0.009724303	0.02135637	0.0214625	0.47939	0.00636431	0.00679887	0.477792	0.00819229	23.21382	0.1427375	8	38.22594	0.4023193	0.000563296	0.0347701	0.388116	3.57655	0.276386	0.310126	0.150302	0.263186	0.1640939	0.8698527
682	0	-3484.3	-3313.59	-170.717	5.766508	0.2068007	0.01268872	-0.06164384	0.01683	0.596819	0.00387157	0.0114406	0.370353	0.000685908	18.26392	0.2320682	6	40.44012	0.5113832	0.000666592	0.0377887	0.401173	3.56037	0.261764	0.308	0.13009	0.300147	0.1704243	1.361708
683	1	-3480	-3304.03	-175.974	7.393268	0.2087028	0.009713453	-0.01543732	0.0229948	0.513615	0.00681868	0.00336811	0.443563	0.00963979	27.19371	0.1427375	9	39.1246	0.3390724	0.000708411	0.0389422	0.405987	3.55436	0.275884	0.309564	0.150029	0.264523	0.1273002	1.121267
684	0	-3483.51	-3309.47	-174.035	5.766508	0.1972215	0.01268872	0.008735644	0.0255094	0.523555	0.00498884	0.0100362	0.435354	0.000556655	22.63087	0.2270669	6	38.28035	0.4870181	0.000481959	0.0321881	0.376367	3.59096	0.268227	0.315605	0.133302	0.282866	0.2358026	0.9629536
685	1	-3486.69	-3306.39	-180.305	7.393268	0.2302008	0.01006088	0.05769628	0.0229948	0.513615	0.00681868	0.00336811	0.443563	0.00963979	28.62704	0.1214003	7	38.57456	0.3390724	0.00131375	0.0528123	0.457832	3.48804	0.265627	0.298055	0.144452	0.291866	0.1790966	0.6778482
686	0	-3478.18	-3309.11	-169.069	5.766508	0.2018928	0.01170474	0.0677929	0.024301	0.524204	0.00499503	0.0100486	0.435894	0.000557345	22.63087	0.1680097	7	37.563	0.3968369	0.000566721	0.0348745	0.38858	3.57598	0.269969	0.315995	0.13082	0.283216	0.2358026	0.7125015
687	1	-3484.47	-3307.14	-177.328	7.393268	0.2451753	0.0101385	0.007222491	0.0229948	0.513615	0.00681868	0.00336811	0.443563	0.00963979	28.62704	0.1440986	8	39.10836	0.3470696	0.00189447	0.0632284	0.4912	3.44368	0.278218	0.312183	0.151299	0.2583	0.1513211	0.9522704
688	0	-3477.55	-3311.96	-165.586	5.766508	0.188418	0.01274241	0.04194927	0.0242003	0.522033	0.00497434	0.0142192	0.434088	0.000485025	18.56747	0.1671426	7	37.29363	0.3968369	0.000347457	0.0273724	0.352761	3.61952	0.2944	0.308161	0.121245	0.276194	0.2090919	0.799374
689	1	-3490.13	-3311.69	-178.434	7.393268	0.2976636	0.01056974	0.02388524	0.0240075	0.536235	0.00711898	0.00351644	0.419058	0.0100643	28.62704	0.1699192	8	39.02987	0.3470696	0.0051077	0.102679	0.591858	3.30036	0.265609	0.298034	0.144863	0.291494	0.1938044	0.876756
690	0	-3480.79	-3314.73	-166.065	6.049324	0.2124927	0.01315007	0.03873589	0.0257596	0.555668	0.00529484	0.0151354	0.397626	0.000516276	18.56747	0.1803901	7	37.99254	0.3968369	0.000797119	0.0412791	0.415469	3.54245	0.260636	0.322907	0.127047	0.28941	0.219126	0.8232255
691	1	-3488.39	-3309.56	-178.822	7.393268	0.2796591	0.01056974	0.006331911	0.0240127	0.536351	0.00712052	0.0033003	0.419149	0.0100665	28.62704	0.1766032	8	39.44243	0.3596976	0.00379068	0.0887967	0.560008	3.3474	0.294332	0.2852	0.132464	0.288004	0.1829351	0.9653871
692	0	-3478.13	-3313.13	-165.009	6.049324	0.2111608	0.01161669	-0.02376501	0.0249083	0.570212	0.00511987	0.0146352	0.384486	0.00063885	18.56747	0.1988157	7	37.73592	0.5598667	0.000765114	0.0404521	0.412154	3.54663	0.29202	0.298377	0.124956	0.284647	0.1750507	1.135761
693	1	-3486.9	-3308.13	-178.764	7.393268	0.2744535	0.0088807	0.03389231	0.0240037	0.53615	0.00749262	0.00329907	0.418992	0.0100627	28.62704	0.1303142	8	38.19547	0.2845723	0.00345225	0.0848339	0.5503	3.36141	0.294332	0.2852	0.132464	0.288004	0.1642065	0.7935995
694	0	-3478.01	-3312.37	-165.641	6.049324	0.222518	0.01309412	0.04653151	0.0221133	0.506227	0.00454536	0.00760324	0.458944	0.000567164	19.81934	0.1555511	7	37.6424	0.5598667	0.00106813	0.0476919	0.439844	3.5114	0.295866	0.302306	0.126601	0.275227	0.2020826	0.7697402
695	1	-3486.3	-3307.82	-178.477	7.393268	0.2744535	0.009029207	-0.0314307	0.0245788	0.525035	0.00767216	0.00337812	0.429032	0.0103039	28.62704	0.2030994	8	38.38277	0.3446257	0.00345225	0.0848339	0.5503	3.36141	0.285135	0.285444	0.144794	0.284627	0.1716687	1.183089
696	0	-3477.45	-3312.47	-164.978	6.049324	0.222518	0.01217071	0.00374694	0.026601	0.504571	0.00453049	0.00629008	0.457442	0.000565308	19.81934	0.1662655	7	38.13293	0.3953055	0.00106813	0.0476919	0.439844	3.5114	0.291531	0.296869	0.141322	0.270277	0.1700125	0.9779608
697	1	-3482.67	-3304.86	-177.815	7.393268	0.2374064	0.009674638	-0.07475066	0.0245664	0.52477	0.00766828	0.00388253	0.428814	0.0102986	26.03352	0.2030994	8	37.35945	0.484256	0.00157587	0.0577581	0.474164	3.4665	0.288654	0.288967	0.146582	0.275797	0.1283487	1.582403
698	0	-3474.7	-3308.3	-166.406	6.049324	0.2056156	0.01198176	0.06854303	0.0265976	0.504506	0.0045299	0.00628928	0.457383	0.000693508	19.81934	0.1226978	7	38.04713	0.5394493	0.000641429	0.0370767	0.398155	3.56413	0.291531	0.296869	0.141322	0.270277	0.1912408	0.6415878
699	1	-3482.61	-3305.51	-177.092	7.393268	0.2390011	0.00997421	-0.06023462	0.024595	0.525381	0.00651272	0.00388705	0.429314	0.0103106	23.79535	0.1620257	8	37.47685	0.484256	0.00163818	0.0588699	0.47771	3.46178	0.291284	0.291599	0.147917	0.2692	0.101791	1.591748
700	0	-3479.16	-3311.06	-168.102	6.049324	0.2081787	0.01314362	0.08853725	0.0215816	0.507826	0.00455971	0.00494086	0.460393	0.000698072	17.72807	0.1035341	7	38.7507	0.4277811	0.00069671	0.038623	0.404664	3.55602	0.294975	0.287654	0.136935	0.280435	0.1920713	0.5390397
701	1	-3480.24	-3306.63	-173.613	7.393268	0.2636191	0.009775364	0.02606141	0.0245604	0.524642	0.00650357	0.00528698	0.42871	0.0102961	23.79535	0.1283955	8	37.25625	0.484256	0.00280816	0.0766867	0.52934	3.39117	0.291284	0.291599	0.147917	0.2692	0.1544569	0.8312707
702	0	-3478.58	-3313.83	-164.753	6.049324	0.2228305	0.01380907	0.07563851	0.0202711	0.441134	0.00521222	0.0063083	0.526277	0.000797967	17.7535	0.1405125	7	37.69434	0.5712371	0.00107746	0.0478969	0.440588	3.51044	0.279373	0.29965	0.128847	0.292131	0.216151	0.6500663
703	1	-3481.17	-3305.94	-175.234	7.393268	0.2421149	0.009775364	0.005384134	0.0254797	0.507744	0.006747	0.00548487	0.444757	0.00978736	23.79535	0.1863328	8	37.45232	0.484256	0.00176441	0.0610575	0.484559	3.45262	0.291284	0.291599	0.147917	0.2692	0.191717	0.9719162
704	0	-3476.68	-3310.65	-166.031	6.049324	0.2078609	0.01221199	0.06093388	0.0249966	0.512375	0.00591817	0.00620368	0.449842	0.000664454	19.0072	0.171766	7	37.81824	0.5712371	0.000689682	0.03843	0.403861	3.55702	0.279373	0.29965	0.128847	0.292131	0.2326999	0.7381439
705	1	-3484.03	-3305.91	-178.117	7.94384	0.2379316	0.01016988	-0.02028308	0.0202397	0.50857	0.00945369	0.00645229	0.445481	0.00980328	23.79535	0.1333991	8	37.39936	0.484256	0.00159622	0.0581236	0.475335	3.46495	0.285767	0.291524	0.1499	0.272809	0.113116	1.179312
706	0	-3477.75	-3311.77	-165.988	6.128015	0.2133001	0.01396217	0.04425147	0.0250505	0.513481	0.00593094	0.00405898	0.450813	0.000665888	19.0072	0.1884484	7	37.49481	0.5712371	0.000816964	0.0417834	0.417471	3.53993	0.298724	0.291603	0.125387	0.284286	0.2326999	0.8098346
707	1	-3485.24	-3308.6	-176.641	7.94384	0.2379316	0.01088176	-0.007004254	0.0191803	0.536476	0.00677534	0.00611457	0.422164	0.00929017	23.79535	0.1201202	9	38.34498	0.484256	0.00159622	0.0581236	0.475335	3.46495	0.285922	0.291682	0.158173	0.264223	0.113116	1.061921
708	0	-3476.79	-3310.18	-166.612	6.128015	0.2205608	0.01297497	0.02777379	0.0250564	0.513602	0.00593234	0.00347727	0.45092	0.00101281	19.0072	0.247182	7	37.85586	0.4970724	0.00101093	0.0464149	0.435166	3.51741	0.290902	0.283968	0.139952	0.285178	0.2749558	0.8989882
709	1	-3484.88	-3310.93	-173.952	7.94384	0.2335391	0.0118819	0.006842751	0.0251381	0.395512	0.0088799	0.00634183	0.553297	0.0108314	23.79535	0.1547462	8	37.66272	0.3608023	0.00143128	0.0550873	0.465463	3.47802	0.292156	0.298042	0.149992	0.259809	0.161589	0.9576534
710	0	-3478.48	-3313.13	-165.35	6.128015	0.2036099	0.01099868	0.06872993	0.0250564	0.513602	0.00593234	0.00347727	0.45092	0.00101281	19.0072	0.1278566	6	37.22525	0.4970724	0.000600371	0.0358837	0.393014	3.5705	0.294506	0.314564	0.123866	0.267064	0.1965865	0.6503832
711	1	-3485.69	-3310.7	-174.985	7.94384	0.206541	0.01040146	-0.01484854	0.0251381	0.395512	0.0088799	0.00634183	0.553297	0.0108314	23.79535	0.1413152	8	37.20699	0.3608023	0.000661018	0.0376322	0.400512	3.56119	0.277935	0.303555	0.133352	0.285158	0.1264667	1.117411
712	0	-3482.55	-3312.52	-170.027	6.128015	0.2035692	0.01312504	0.04671437	0.0172244	0.517922	0.00598224	0.00313681	0.454713	0.00102133	19.39859	0.1225744	5	38.2454	0.5261465	0.000599558	0.0358596	0.392909	3.57063	0.272619	0.328529	0.122952	0.2759	0.1692888	0.7240552
713	1	-3484.68	-3310.23	-174.45	7.94384	0.2155387	0.01101246	-0.03496563	0.0251036	0.39497	0.00886773	0.00848172	0.552538	0.0100395	23.79535	0.1620751	9	38.44623	0.3788517	0.000873764	0.0431931	0.422984	3.53295	0.279182	0.304917	0.155114	0.260786	0.1271095	1.275083
714	0	-3481.13	-3314.55	-166.576	6.128015	0.2052569	0.01403512	0.03070159	0.0208365	0.563391	0.00689881	0.00361741	0.404079	0.00117782	18.92624	0.1510927	5	37.38936	0.4547797	0.000633944	0.0368622	0.397238	3.56527	0.258478	0.322856	0.147199	0.271467	0.1817943	0.8311191
715	1	-3482.11	-3308.4	-173.717	7.94384	0.2070675	0.01145087	0.01607247	0.0223416	0.43433	0.00789206	0.00754852	0.518953	0.00893494	23.79535	0.1620751	9	38.10438	0.3753128	0.000672351	0.0379497	0.40185	3.55953	0.28337	0.296546	0.155386	0.264698	0.1781476	0.90978
716	0	-3478.15	-3311.73	-166.42	5.676225	0.2218061	0.01310903	0.05603973	0.0201974	0.563758	0.00690331	0.00361977	0.404343	0.00117859	20.2531	0.1257545	5	37.48668	0.4547797	0.00104707	0.0472261	0.438147	3.51358	0.278867	0.283581	0.144672	0.29288	0.1817943	0.6917409
717	1	-3479.95	-3309.26	-170.686	7.94384	0.2024188	0.01143065	0.001301183	0.0253359	0.49254	0.00894977	0.00856019	0.454482	0.0101324	23.79535	0.1693937	9	37.64834	0.3753128	0.000576885	0.0351825	0.389941	3.5743	0.29121	0.309236	0.127533	0.272021	0.1706949	0.9923771
718	0	-3482.99	-3312.37	-170.62	6.024531	0.2015576	0.01354358	0.009335631	0.022238	0.561866	0.00688014	0.00495241	0.402986	0.00107766	20.2531	0.1637196	5	38.32041	0.3921298	0.000560311	0.0346789	0.387711	3.57705	0.275358	0.324307	0.132606	0.267729	0.1730552	0.946054
719	1	-3480.92	-3308.58	-172.337	7.94384	0.2133739	0.009608955	0.003587253	0.0252849	0.491548	0.010741	0.00874617	0.453567	0.010112	23.79535	0.1645511	9	37.80779	0.3967537	0.000818793	0.0418295	0.417653	3.5397	0.286922	0.311107	0.128304	0.273667	0.1681384	0.9786649
720	0	-3480.56	-3311.92	-168.641	6.024531	0.1938195	0.01267687	-0.006087568	0.0232006	0.543833	0.00581549	0.00559841	0.420428	0.0011243	20.2531	0.1724436	6	39.90064	0.3921298	0.000426214	0.0302877	0.367335	3.60195	0.269306	0.317179	0.129691	0.283823	0.166356	1.036594
721	1	-3483.89	-3309.31	-174.573	7.624065	0.2452628	0.01043516	0.05394649	0.0252987	0.491817	0.0107469	0.00875095	0.453815	0.00957128	23.47071	0.1645511	8	37.30128	0.3967537	0.00189828	0.0632908	0.491389	3.44342	0.291762	0.316355	0.130469	0.261415	0.2184976	0.7531026
722	0	-3483.57	-3316.33	-167.238	6.024531	0.2264571	0.01057952	-0.0423277	0.0232691	0.545439	0.00287847	0.00561495	0.42167	0.00112762	18.81307	0.1724436	6	39.03238	0.5507748	0.0011898	0.0502963	0.449142	3.49937	0.269306	0.317179	0.129691	0.283823	0.1301159	1.325308
723	1	-3481.97	-3307.76	-174.212	7.624065	0.2400577	0.01000765	-0.005090928	0.0252947	0.49174	0.0107452	0.00890704	0.453744	0.00956977	25.04137	0.1645511	8	37.88104	0.3933933	0.00168033	0.0596097	0.480044	3.45867	0.288922	0.310582	0.128088	0.272409	0.1594602	1.031926
724	0	-3482	-3315.39	-166.611	6.024531	0.2053924	0.01057952	0.01708038	0.0232511	0.545016	0.00287623	0.00637223	0.421343	0.00114109	18.5133	0.1240329	6	38.77819	0.5507748	0.000636763	0.0369431	0.397584	3.56484	0.275997	0.300215	0.132914	0.290875	0.1411133	0.8789598
725	1	-3481.42	-3307.91	-173.502	7.624065	0.2290209	0.008973285	0.04400208	0.0261148	0.489453	0.0106953	0.0146648	0.451634	0.00743747	25.04137	0.1616871	9	37.2039	0.3933933	0.0012738	0.0520152	0.455109	3.4916	0.285714	0.307133	0.138239	0.268914	0.2056892	0.7860749
726	0	-3488.23	-3316.54	-171.69	6.024531	0.2251512	0.0131015	0.08199829	0.0411698	0.56537	0.00262126	0.00580733	0.383991	0.00103993	18.5133	0.08280302	5	38.16094	0.5507748	0.00114848	0.0494279	0.446077	3.50335	0.279227	0.303728	0.129936	0.287108	0.1648013	0.5024415
727	1	-3478.12	-3305.54	-172.581	7.624065	0.2290209	0.009548812	-0.002846459	0.0261989	0.491029	0.00636132	0.0158614	0.453088	0.00746141	25.04137	0.1616871	8	37.76675	0.3933933	0.0012738	0.0520152	0.455109	3.4916	0.28614	0.299458	0.138446	0.275956	0.1588406	1.01792
728	0	-3487.31	-3317.89	-169.427	6.024531	0.2271129	0.01319009	0.078237	0.0410747	0.564064	0.0026152	0.00810378	0.383104	0.00103753	18.5133	0.08973375	6	38.37701	0.4762893	0.00121092	0.0507343	0.450674	3.49738	0.281557	0.282667	0.1418	0.293975	0.1679707	0.5342225
729	1	-3480.2	-3305.7	-174.497	7.624065	0.2480554	0.008609189	-0.03004091	0.0221692	0.494881	0.00641122	0.0123753	0.456643	0.00751995	25.04137	0.1670794	8	37.88822	0.3888082	0.00202236	0.0652892	0.497367	3.43532	0.291433	0.2865	0.141006	0.281061	0.1370385	1.219215
730	0	-3483.05	-3313.43	-169.617	6.024531	0.243648	0.01339337	0.078237	0.0240839	0.573553	0.00351847	0.00824011	0.389549	0.00105498	18.5133	0.08973375	6	38.08202	0.4788159	0.00182882	0.0621426	0.487897	3.44813	0.299299	0.295056	0.131996	0.273649	0.1679707	0.5342225
731	1	-3480.87	-3304.63	-176.243	7.678263	0.219111	0.01012851	-0.07158035	0.0158387	0.496049	0.0072189	0.0156347	0.457721	0.0075377	25.04137	0.2153778	8	37.87667	0.5127779	0.000969924	0.0454767	0.431676	3.52188	0.291433	0.2865	0.141006	0.281061	0.1437975	1.497786
