Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	num_samp_anc	origin_time	psi	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
891	1	-3486.81	-3306.4	-180.413	7.172823	0.2236133	0.01167135	0.0936957	0.0179584	0.447623	0.00310772	0.0107114	0.517384	0.00321547	25.44879	0.1180665	7	37.8495	0.4126679	0.00110107	0.0484115	0.442445	3.50804	0.292542	0.296761	0.141485	0.269212	0.2117622	0.5575429
892	0	-3479.66	-3303.92	-175.737	5.406186	0.2043912	0.01338455	0.06202983	0.0184881	0.515328	0.0100283	0.0124144	0.443368	0.000373161	23.34984	0.1132559	6	41.24329	0.4252984	0.000616137	0.0363466	0.395021	3.56802	0.286972	0.289237	0.141852	0.281939	0.1752857	0.6461216
893	1	-3489.85	-3304.98	-184.87	7.172823	0.2289961	0.009815059	0.1069829	0.0179584	0.447623	0.00310772	0.0107114	0.517384	0.00321547	28.04202	0.1180665	7	37.35854	0.4126679	0.00127297	0.0519984	0.455051	3.49168	0.295828	0.300094	0.143074	0.261004	0.2250494	0.5246249
894	0	-3477.84	-3303	-174.835	5.406186	0.2043912	0.01319829	0.08716962	0.0184881	0.515328	0.0100283	0.0124144	0.443368	0.000373161	22.99321	0.1132559	6	39.02542	0.3984032	0.000616137	0.0363466	0.395021	3.56802	0.292782	0.290449	0.141302	0.275467	0.2004255	0.5650772
895	1	-3495.69	-3310.99	-184.703	7.172823	0.2606755	0.009227207	0.04352465	0.0375735	0.439924	0.00305427	0.00780122	0.508486	0.00316017	25.95035	0.1815247	7	38.16702	0.4126679	0.00264707	0.0745006	0.523464	3.39939	0.291838	0.286977	0.159722	0.261462	0.2250494	0.8065996
896	0	-3480.23	-3305.85	-174.38	5.477981	0.204301	0.01539532	0.06212714	0.0169336	0.497896	0.00918509	0.0117656	0.463878	0.000341785	22.99321	0.1611683	6	38.50004	0.3984032	0.000614303	0.036293	0.39479	3.5683	0.30298	0.285361	0.130727	0.280931	0.2232954	0.7217716
897	1	-3490.31	-3307.9	-182.406	7.172823	0.2337465	0.009388601	0.05234368	0.0345385	0.485024	0.00294781	0.00717107	0.467413	0.0029049	24.10917	0.1531706	7	38.27956	0.4919822	0.0014388	0.0552296	0.465933	3.4774	0.289809	0.284982	0.14512	0.280089	0.2055143	0.745304
898	0	-3476.82	-3305.43	-171.385	5.477981	0.2336275	0.01472643	0.01035894	0.0169336	0.497896	0.00918509	0.0117656	0.463878	0.000341785	22.99321	0.1611683	6	37.38352	0.4573478	0.00143448	0.0551479	0.465664	3.47775	0.283212	0.312174	0.142012	0.262602	0.1715272	0.9396076
899	1	-3491.35	-3310.18	-181.172	7.172823	0.211566	0.01069057	-0.04750791	0.0343024	0.48171	0.00407069	0.0140372	0.464219	0.00166094	24.10917	0.1585413	7	38.87884	0.4919822	0.000774754	0.040703	0.413164	3.54536	0.287679	0.282888	0.151401	0.278031	0.1110334	1.42787
900	0	-3479.1	-3305.87	-173.226	5.477981	0.2469955	0.01440404	0.1083178	0.0170423	0.501091	0.00823598	0.00652312	0.466855	0.000252411	18.91938	0.1817434	6	37.6597	0.4573478	0.00197468	0.0645289	0.495107	3.43839	0.283212	0.312174	0.142012	0.262602	0.2900612	0.6265692
901	1	-3490.06	-3309.71	-180.343	7.172823	0.211566	0.009969407	-0.04549477	0.0341366	0.479381	0.00405101	0.0189008	0.461975	0.00155521	24.10917	0.1565282	7	39.141	0.4919822	0.000774754	0.040703	0.413164	3.54536	0.284406	0.291047	0.149679	0.274868	0.1110334	1.409739
902	0	-3480.11	-3307.3	-172.811	5.477981	0.2762477	0.01215413	-0.02723696	0.0173473	0.510059	0.0122925	0.00663987	0.453404	0.000256928	19.93844	0.2017233	6	37.48916	0.4816564	0.00356676	0.0861966	0.553672	3.35656	0.271857	0.312313	0.1427	0.273129	0.1744863	1.156098
903	1	-3487.48	-3309.17	-178.312	7.394034	0.2120025	0.01005076	-0.03600348	0.0326201	0.502625	0.00408402	0.0180611	0.441451	0.00115819	24.10917	0.1857305	7	38.03999	0.5097873	0.000785234	0.040974	0.414251	3.54399	0.275145	0.297566	0.144805	0.282484	0.149727	1.240461
904	0	-3480.62	-3308.38	-172.239	5.477981	0.2762477	0.01204689	0.05293153	0.0170632	0.513635	0.00769477	0.00463032	0.456583	0.000393865	19.93844	0.1215548	6	37.26296	0.4816564	0.00356676	0.0861966	0.553672	3.35656	0.271857	0.312313	0.1427	0.273129	0.1744863	0.6966437
905	1	-3490.16	-3309.74	-180.424	7.187392	0.2029261	0.009297028	0.04098193	0.0316715	0.509194	0.00508143	0.0140867	0.439056	0.000910496	25.81303	0.1516897	7	37.75547	0.5097873	0.000586806	0.0354804	0.391251	3.57268	0.310284	0.290085	0.124248	0.275383	0.1926717	0.7872965
906	0	-3483.77	-3307.47	-176.304	5.477981	0.24773	0.01204689	0.0291016	0.0170802	0.514146	0.00857878	0.00276391	0.457037	0.000394257	19.93844	0.1860204	6	37.38909	0.3335716	0.00200764	0.0650555	0.496674	3.43626	0.299781	0.306172	0.126289	0.267758	0.215122	0.8647205
907	1	-3490.14	-3314.12	-176.022	7.187392	0.1685501	0.008816501	-0.04142084	0.0323704	0.492993	0.00519356	0.0197683	0.448744	0.000930587	25.81303	0.1699615	8	37.30264	0.5097873	0.000146376	0.0178244	0.296815	3.68521	0.277549	0.282519	0.138143	0.301789	0.1285406	1.322239
908	0	-3489.6	-3305.55	-184.046	5.477981	0.1919117	0.01232817	0.07564549	0.0170118	0.512087	0.00854442	0.00654636	0.455207	0.000603539	19.93844	0.1555081	5	37.97246	0.3335716	0.000397065	0.0292435	0.36222	3.60814	0.293248	0.299499	0.145331	0.261922	0.2311536	0.6727479
909	1	-3488.22	-3311.81	-176.415	7.187392	0.1685501	0.01000125	0.04754086	0.0320246	0.487727	0.00513808	0.017851	0.456339	0.000920646	26.39908	0.1447583	8	38.21104	0.5097873	0.000146376	0.0178244	0.296815	3.68521	0.272438	0.313221	0.143386	0.270956	0.1922991	0.7527765
910	0	-3493.5	-3311.35	-182.147	5.477981	0.1763159	0.0141768	0.08928243	0.0189149	0.569375	0.0095003	0.00727872	0.393277	0.0016539	19.93844	0.1418712	6	39.87514	0.3335716	0.000210046	0.0213256	0.319098	3.65937	0.287954	0.312143	0.142708	0.257194	0.2311536	0.6137528
911	1	-3489.14	-3315.01	-174.131	7.187392	0.1685501	0.009145222	-0.01791276	0.0317046	0.482854	0.00999912	0.0228797	0.45178	0.000782158	23.098	0.1974782	8	37.77565	0.5097873	0.000146376	0.0178244	0.296815	3.68521	0.28048	0.310044	0.130522	0.278954	0.1795654	1.099756
912	0	-3486.41	-3309.85	-176.565	5.326804	0.1742341	0.01639583	0.02996492	0.0189258	0.569703	0.00950577	0.0072829	0.393503	0.00107957	21.36922	0.1418712	6	39.65339	0.3949509	0.000191269	0.0203569	0.313174	3.66628	0.28607	0.3101	0.141774	0.262055	0.1718361	0.8256191
913	1	-3491.49	-3314.67	-176.825	7.187392	0.1790759	0.009145222	0.007565514	0.028587	0.428272	0.00886882	0.0202934	0.513313	0.000665274	23.098	0.1998453	8	37.43214	0.4707532	0.000237013	0.022643	0.326893	3.65023	0.27252	0.316967	0.133436	0.277077	0.2074108	0.963524
914	0	-3487.77	-3308.3	-179.471	5.326804	0.1798936	0.01535703	0.0190982	0.0189258	0.569703	0.00950577	0.0072829	0.393503	0.00107957	21.36922	0.1527379	6	44.36678	0.4135782	0.000245473	0.0230405	0.32919	3.64752	0.283184	0.300057	0.136217	0.280542	0.1718361	0.888858
915	1	-3495.26	-3312.64	-182.613	6.901796	0.2032849	0.009145222	0.06985378	0.028587	0.428272	0.00886882	0.0202934	0.513313	0.000665274	23.098	0.137557	7	37.6694	0.5972471	0.000593896	0.0356918	0.392177	3.57154	0.273467	0.304957	0.159724	0.261852	0.2074108	0.6632105
916	0	-3488.5	-3308.12	-180.38	5.326804	0.1964111	0.01380906	-0.007061653	0.0194936	0.56953	0.00950288	0.00728069	0.393383	0.000809761	19.4888	0.1527379	6	47.60013	0.4135782	0.000468232	0.031731	0.374226	3.59357	0.289707	0.283935	0.139354	0.287004	0.1456762	1.048475
917	1	-3493.1	-3313.01	-180.086	6.901796	0.2356842	0.009097439	0.1277018	0.0308934	0.416602	0.00760024	0.0206973	0.523529	0.000678513	23.098	0.137557	8	37.73576	0.5972471	0.00151035	0.0565642	0.470308	3.47162	0.283389	0.289483	0.155774	0.271353	0.2652588	0.5185765
918	0	-3484.02	-3307.83	-176.192	5.362835	0.1992021	0.01455326	0.02065945	0.019486	0.569306	0.00949915	0.00727783	0.393229	0.00120186	20.01652	0.154294	6	41.80903	0.4135782	0.000516709	0.0333164	0.381572	3.58459	0.282132	0.312985	0.125381	0.279501	0.1749535	0.8819146
919	1	-3491.92	-3312.25	-179.669	6.901796	0.2475481	0.0104885	0.02294286	0.0308934	0.416602	0.00760024	0.0206973	0.523529	0.000678513	23.098	0.1291107	7	38.59893	0.5972471	0.00199945	0.064925	0.496286	3.43679	0.282943	0.275523	0.151218	0.290316	0.1520536	0.8491133
920	0	-3482.02	-3309.57	-172.454	5.362835	0.2111864	0.01376741	0.008803139	0.00896933	0.575412	0.00960103	0.00735589	0.397447	0.00121475	20.01652	0.1940882	8	40.52875	0.4135782	0.00076572	0.0404679	0.412218	3.54655	0.289308	0.308445	0.120767	0.281479	0.2028913	0.9566116
921	1	-3487.02	-3310.36	-176.662	7.117589	0.218258	0.0104885	0.006079185	0.0176419	0.579467	0.00554216	0.0150926	0.381762	0.000494778	24.63098	0.110098	8	38.17438	0.5972471	0.000946336	0.0449277	0.429612	3.52451	0.282943	0.275523	0.151218	0.290316	0.1161772	0.9476732
922	0	-3478.64	-3307.97	-170.667	5.362835	0.2111864	0.01456303	0.0718338	0.0130905	0.575427	0.00960128	0.00300912	0.397457	0.00141475	20.01652	0.1310575	8	39.58277	0.438072	0.00076572	0.0404679	0.412218	3.54655	0.284072	0.302863	0.13668	0.276385	0.2028913	0.6459494
923	1	-3484.51	-3310.89	-173.619	7.332707	0.2169025	0.01100648	-0.00076147	0.0176465	0.579618	0.00528301	0.0150966	0.381861	0.000494907	24.63098	0.1670986	8	37.61561	0.5764714	0.000909665	0.04406	0.426318	3.52871	0.289161	0.280584	0.133559	0.296697	0.1663371	1.004578
924	0	-3483.97	-3309.23	-174.735	5.362835	0.2011386	0.01478084	0.003029283	0.0166805	0.492824	0.0131485	0.00412085	0.470338	0.00288795	20.01299	0.1310575	6	39.77978	0.438072	0.000552371	0.0344349	0.386623	3.57839	0.280399	0.311877	0.134913	0.272811	0.1340868	0.9774081
925	1	-3487.69	-3313.35	-174.344	7.332707	0.1902368	0.009075254	0.0294015	0.0176465	0.579618	0.00528301	0.0150966	0.381861	0.000494907	24.63098	0.1348507	8	39.4904	0.4289729	0.000372684	0.0283397	0.3577	3.61359	0.290789	0.279941	0.133253	0.296017	0.1642522	0.8209978
926	0	-3483.38	-3307.9	-175.484	5.362835	0.1951161	0.01241193	-0.01817991	0.0167051	0.493553	0.013168	0.00264956	0.471033	0.00289222	20.01299	0.1394549	6	39.18253	0.438072	0.000446882	0.0310063	0.370791	3.59776	0.286047	0.298016	0.13763	0.278307	0.121275	1.149907
927	1	-3481.7	-3311.64	-170.062	7.332707	0.209998	0.01197885	0.01810762	0.0177547	0.576424	0.0052539	0.0203175	0.379757	0.00049218	24.63098	0.1502334	8	37.35872	0.4289729	0.000737912	0.0397351	0.409244	3.55028	0.304202	0.292854	0.1394	0.263544	0.1683411	0.8924349
928	0	-3482.76	-3308.04	-174.722	5.362835	0.2163948	0.0143649	-0.004967871	0.0167403	0.49459	0.0101091	0.00265514	0.472023	0.00388202	20.50893	0.1811649	6	38.90675	0.438072	0.000896183	0.0437365	0.425079	3.53029	0.291722	0.303928	0.14036	0.26399	0.176197	1.028195
929	1	-3482.9	-3313.36	-169.546	7.332707	0.1638447	0.01203475	0.00363196	0.0191404	0.543366	0.00566396	0.0219032	0.409396	0.000530594	24.63098	0.1628264	8	37.50147	0.5176191	0.000115661	0.0158558	0.28308	3.70095	0.307376	0.291519	0.138764	0.262342	0.1664584	0.978181
930	0	-3483.44	-3311.46	-171.973	5.362835	0.2240207	0.01421892	-0.004967871	0.016651	0.491952	0.0100551	0.00264097	0.458916	0.0197844	23.50124	0.1811649	6	38.64881	0.438072	0.0011135	0.0486801	0.44341	3.5068	0.290626	0.302786	0.13208	0.274508	0.176197	1.028195
931	1	-3485.74	-3310.53	-175.215	7.332707	0.160041	0.01214365	-0.002568468	0.0192987	0.547858	0.00571079	0.0138156	0.412781	0.000534981	24.63098	0.1628264	7	38.78479	0.401369	9.46441e-05	0.0143512	0.271861	3.71369	0.308274	0.292371	0.136245	0.263109	0.1602579	1.016027
932	0	-3476.79	-3308.86	-167.931	5.362835	0.2051437	0.01310827	0.06473413	0.0166643	0.492346	0.0100632	0.00184322	0.459283	0.0198002	23.24111	0.1614839	7	37.77267	0.438072	0.000631595	0.0367946	0.396948	3.56563	0.282689	0.300634	0.14412	0.272557	0.2262181	0.7138419
933	1	-3480.89	-3307.03	-173.864	7.452729	0.1743665	0.01134764	-0.001838249	0.0171417	0.486623	0.00507248	0.0122714	0.478416	0.000475185	24.63098	0.1620962	7	40.61196	0.4207175	0.000192424	0.0204179	0.313552	3.66584	0.299785	0.309386	0.132493	0.258336	0.1602579	1.011471
934	0	-3484.8	-3309.48	-175.322	5.362835	0.2275856	0.01310827	-0.01529903	0.0166743	0.492642	0.0100692	0.00124312	0.45956	0.0198121	23.24111	0.2415171	6	37.97697	0.438072	0.0012263	0.0510507	0.451776	3.49595	0.3026	0.273938	0.143553	0.27991	0.2262181	1.06763
935	1	-3476.81	-3304.67	-172.144	6.674323	0.2199815	0.01190197	0.03465819	0.0175789	0.481814	0.00777052	0.0123095	0.4799	0.000627549	24.63098	0.1440722	8	41.11348	0.4207175	0.000994404	0.0460393	0.433774	3.51919	0.304475	0.291669	0.134566	0.269291	0.1787303	0.8060867
936	0	-3482.14	-3311.35	-170.794	5.362835	0.2048239	0.01472142	0.03104324	0.0166743	0.492642	0.0100692	0.00124312	0.45956	0.0198121	23.24111	0.2141794	8	37.35296	0.438072	0.000624994	0.036604	0.39613	3.56664	0.313711	0.283997	0.148824	0.253468	0.2452227	0.8734079
937	1	-3485.9	-3310.32	-175.58	6.674323	0.1592728	0.01033452	-0.01218896	0.0249893	0.478092	0.00771051	0.0122144	0.476194	0.000799735	24.78575	0.218726	7	39.99802	0.4207175	9.07816e-05	0.0140569	0.269584	3.71627	0.313563	0.287858	0.132808	0.265772	0.2065371	1.059016
938	0	-3482.73	-3312.85	-169.873	5.362835	0.2296541	0.01472142	0.003951227	0.0166627	0.492298	0.0100622	0.00194022	0.459239	0.0197983	23.24111	0.2236647	8	37.86404	0.6512733	0.00129514	0.0524425	0.456572	3.48969	0.298855	0.270548	0.153882	0.276716	0.2276159	0.9826408
939	1	-3486.77	-3310.89	-175.876	6.674323	0.1592728	0.01033452	0.06041287	0.0247367	0.484931	0.00606994	0.0120909	0.47138	0.000791651	24.78575	0.1233493	6	40.03393	0.4207175	9.07816e-05	0.0140569	0.269584	3.71627	0.29606	0.290971	0.128304	0.284665	0.1837622	0.6712443
940	0	-3478.98	-3311.58	-167.401	5.362835	0.215803	0.01220318	-0.00445663	0.0166627	0.492298	0.0100622	0.00194022	0.459239	0.0197983	23.24111	0.2236647	8	37.24855	0.4398464	0.000880643	0.0433606	0.423632	3.53213	0.29543	0.267447	0.152118	0.285005	0.219208	1.020331
941	1	-3481.51	-3309.19	-172.326	6.674323	0.169246	0.01195185	0.06920425	0.0247632	0.48545	0.00500605	0.0121039	0.471885	0.000792498	24.78575	0.1145579	8	38.48316	0.4663722	0.000151396	0.0181255	0.298832	3.68289	0.282287	0.288832	0.155899	0.272982	0.1837622	0.6234032
942	0	-3478.86	-3309.94	-168.923	5.362835	0.1890216	0.01343212	-0.03647201	0.0166672	0.492432	0.0100649	0.00194075	0.459364	0.0195314	23.24111	0.2236647	8	39.33783	0.4398464	0.000355687	0.0276918	0.354403	3.61755	0.308491	0.279271	0.155807	0.256431	0.1871927	1.194837
943	1	-3478.98	-3307.64	-171.339	6.674323	0.1823878	0.01036627	0.004811466	0.0247795	0.485769	0.00435177	0.0121118	0.472195	0.000793019	24.78575	0.1785793	8	37.92523	0.5546396	0.000272659	0.0242727	0.336157	3.6393	0.289193	0.295898	0.135248	0.279661	0.1833908	0.9737639
944	0	-3480.58	-3308.48	-172.106	5.362835	0.2290787	0.01378661	-0.03647201	0.0166649	0.492365	0.0101989	0.00194049	0.459302	0.0195287	23.24111	0.2236647	7	42.40341	0.4074432	0.00127574	0.0520541	0.455242	3.49143	0.270873	0.315188	0.144397	0.269542	0.1871927	1.194837
945	1	-3478.37	-3305.65	-172.719	6.674323	0.2098392	0.01019203	-0.004374117	0.0247872	0.48592	0.00435313	0.0118046	0.472342	0.000793266	24.78575	0.1785793	7	37.25823	0.5186491	0.000734248	0.0396376	0.408846	3.55078	0.291032	0.295133	0.134898	0.278937	0.1742052	1.025109
946	0	-3478.79	-3307.71	-171.086	5.362835	0.2006375	0.01274835	0.0390225	0.0197729	0.49094	0.00917754	0.00266563	0.457972	0.0194722	23.24111	0.1481702	7	41.25288	0.4074432	0.000542981	0.0341441	0.38532	3.57999	0.282062	0.312276	0.150362	0.2553	0.1871927	0.7915383
947	1	-3477.03	-3305.21	-171.825	6.674323	0.2054469	0.01135232	0.04016269	0.0234989	0.460666	0.00412689	0.0101204	0.500836	0.000752038	24.78575	0.1888612	7	37.21933	0.5186491	0.0006379	0.0369757	0.397724	3.56466	0.288218	0.30466	0.133593	0.273529	0.2290238	0.8246353
948	0	-3476.05	-3305.8	-170.251	5.362835	0.2235047	0.01311946	0.0475866	0.0150002	0.493496	0.00922532	0.00234867	0.460356	0.0195736	23.24111	0.1467887	6	41.20909	0.4074432	0.00109778	0.04834	0.442188	3.50837	0.298871	0.29398	0.141552	0.265597	0.1943753	0.7551818
949	1	-3476.59	-3305.31	-171.279	6.674323	0.2146925	0.01135232	0.08396925	0.0247587	0.485362	0.00633151	0.0106629	0.472092	0.000792356	24.78575	0.1480533	8	37.21933	0.4636358	0.000851984	0.0426582	0.420906	3.53558	0.28053	0.302374	0.150862	0.266233	0.2320226	0.6380988
950	0	-3475.64	-3306.16	-169.479	5.362835	0.1948664	0.01404423	0.03632581	0.0134145	0.544977	0.00825011	0.00210039	0.411692	0.0195661	25.21614	0.1529921	7	38.69261	0.4074432	0.000442848	0.0308674	0.370127	3.59856	0.293485	0.288682	0.139001	0.278831	0.1893179	0.8081227
951	1	-3477.46	-3305.07	-172.391	6.674323	0.2154351	0.01094803	0.0215997	0.0227711	0.486352	0.00634441	0.0106847	0.473054	0.000793971	24.78575	0.1248931	8	38.52134	0.4636358	0.000871077	0.0431275	0.42273	3.53327	0.281194	0.30309	0.151219	0.264497	0.1464928	0.8525545
952	0	-3479.8	-3308.3	-171.504	5.362835	0.1831634	0.01578847	0.01417456	0.0112792	0.458228	0.00693687	0.00176606	0.505493	0.0162964	25.21614	0.1529921	7	38.07743	0.4074432	0.000281546	0.0246619	0.338311	3.63675	0.27987	0.295562	0.141242	0.283326	0.1671667	0.915207
953	1	-3475.31	-3303.85	-171.468	6.674323	0.2084194	0.01142417	0.06407395	0.0227617	0.486151	0.00634179	0.0106803	0.472859	0.00120594	24.78575	0.1141269	7	37.7758	0.4636358	0.000702068	0.0387695	0.405272	3.55526	0.286386	0.308686	0.135547	0.269381	0.1782009	0.6404397
954	0	-3478.13	-3310.05	-168.081	5.362835	0.1805318	0.01458468	0.02271005	0.0140803	0.56437	0.0085437	0.000672612	0.392262	0.0200712	24.77084	0.1599027	7	38.34633	0.4074432	0.000252229	0.0233529	0.330978	3.64542	0.293865	0.310263	0.148268	0.247604	0.1826128	0.8756382
955	1	-3477.77	-3304.05	-173.718	6.649609	0.2196387	0.01049338	0.02787156	0.0227501	0.485902	0.00633855	0.0106748	0.472617	0.001717	24.68352	0.1609069	7	39.3223	0.3479352	0.000984715	0.0458174	0.432949	3.52025	0.288878	0.307608	0.135074	0.26844	0.1887785	0.8523584
956	0	-3480.1	-3308.03	-172.074	5.553062	0.1966598	0.01356625	0.0261008	0.0141015	0.56522	0.00701218	0.000711891	0.392853	0.0201014	24.77084	0.1599027	6	39.14619	0.4827319	0.000472415	0.031871	0.374884	3.59277	0.279778	0.286712	0.136125	0.297385	0.1860035	0.8596758
957	1	-3477.3	-3304.63	-172.666	6.649609	0.2352902	0.0121761	-0.05095431	0.0227501	0.485902	0.00633855	0.0106748	0.472617	0.001717	24.68352	0.1892558	8	38.83752	0.3479352	0.00149561	0.056292	0.469421	3.47279	0.294651	0.298255	0.136272	0.270822	0.1383015	1.368429
958	0	-3484.09	-3312.24	-171.858	5.553062	0.1942509	0.01190024	-0.0009925054	0.0141015	0.56522	0.00701218	0.000711891	0.392853	0.0201014	25.17751	0.186996	6	37.6156	0.4822548	0.000433014	0.0305261	0.368487	3.60055	0.283599	0.290628	0.124327	0.301446	0.1860035	1.005336
959	1	-3481.91	-3306.07	-175.838	6.649609	0.2667213	0.01114375	-0.00233893	0.022758	0.486072	0.00634076	0.0106785	0.472782	0.00136834	24.68352	0.1563439	7	37.56007	0.3479352	0.00298432	0.079004	0.535447	3.38256	0.28454	0.30253	0.138226	0.274704	0.1540049	1.015187
960	0	-3480.51	-3312.17	-168.347	5.553062	0.1693578	0.01269475	0.01807647	0.0158637	0.584588	0.00665996	0.000676133	0.37312	0.0190918	25.17751	0.1554164	7	37.44717	0.4822548	0.000152215	0.0181741	0.299156	3.68252	0.275045	0.281862	0.150739	0.292354	0.1734929	0.8958086
961	1	-3484.12	-3307.2	-176.922	6.649609	0.2762947	0.01204166	0.1289015	0.0227156	0.485166	0.00632894	0.0120711	0.471901	0.00181733	24.68352	0.1563439	7	39.07387	0.4265074	0.00356979	0.0862323	0.55376	3.35644	0.28454	0.30253	0.138226	0.274704	0.2852454	0.5481031
962	0	-3481.21	-3312.57	-168.644	5.553062	0.1641942	0.01313916	0.02598673	0.0193039	0.496451	0.0062814	0.000822759	0.453909	0.023232	25.17751	0.1554164	7	37.4371	0.4931959	0.000117756	0.0159979	0.284106	3.69978	0.276827	0.283688	0.151716	0.287769	0.1814032	0.856746
963	1	-3483.24	-3308.18	-175.063	6.649609	0.2514223	0.01305105	0.103092	0.0227156	0.485166	0.00632894	0.0120711	0.471901	0.00181733	24.68352	0.1563439	8	38.18708	0.4265074	0.00217871	0.067719	0.504475	3.42563	0.277542	0.286512	0.145931	0.290016	0.2594359	0.60263
964	0	-3477.52	-3310.33	-167.193	5.553062	0.2165697	0.01282941	0.02598673	0.0186403	0.496305	0.00723275	0.000822516	0.453775	0.0232251	25.17751	0.1554164	7	37.71017	0.4931959	0.000900813	0.0438479	0.425506	3.52975	0.31254	0.274552	0.143627	0.26928	0.1814032	0.856746
965	1	-3478.31	-3307.14	-171.168	6.649609	0.2514223	0.01225605	0.005626971	0.0199684	0.446866	0.00556352	0.00778127	0.517974	0.00184664	23.1225	0.159065	8	38.11494	0.4265074	0.00217871	0.067719	0.504475	3.42563	0.278748	0.287757	0.142218	0.291277	0.164692	0.9658334
966	0	-3475.61	-3309.11	-166.501	5.553062	0.197008	0.01403604	-0.03204103	0.0186403	0.496305	0.00723275	0.000822516	0.453775	0.0232251	25.17751	0.1807471	7	38.15821	0.4931959	0.000478315	0.0320674	0.375804	3.59165	0.288418	0.307317	0.140621	0.263644	0.1487061	1.215465
967	1	-3480.27	-3307.83	-172.445	6.649609	0.1856942	0.01371651	0.02524848	0.0174537	0.53285	0.00469271	0.00656334	0.436901	0.00153923	23.1225	0.1971808	8	37.50885	0.4265074	0.000312029	0.0259515	0.345304	3.62843	0.308852	0.275747	0.136282	0.27912	0.2224292	0.8864876
968	0	-3479.69	-3308.06	-171.626	5.553062	0.1758523	0.01403604	0.1339546	0.0187533	0.499313	0.00434722	0.00138298	0.456526	0.0196773	25.17751	0.09408282	7	37.56726	0.5769573	0.00020575	0.021108	0.317782	3.6609	0.292386	0.311545	0.128798	0.267271	0.2280374	0.4125763
969	1	-3480.72	-3309.2	-171.514	6.649609	0.173103	0.01190237	-0.02448314	0.0177524	0.532238	0.00551802	0.00655579	0.436398	0.00153746	22.96863	0.1775358	8	37.88609	0.4265074	0.000181608	0.0198397	0.30994	3.67004	0.328176	0.288294	0.13596	0.24757	0.1530527	1.159965
970	0	-3485.02	-3310.86	-174.169	5.553062	0.1941082	0.01211018	0.08514324	0.0187258	0.49858	0.00581027	0.00138094	0.455855	0.0196484	25.17751	0.1732062	8	37.67877	0.5769573	0.000430756	0.0304471	0.368107	3.60102	0.290602	0.31233	0.129123	0.267945	0.2583495	0.6704339
971	1	-3482.33	-3309.41	-172.924	6.649609	0.228636	0.01080461	-0.0855256	0.017697	0.530576	0.00405766	0.0111007	0.435036	0.00153266	22.96863	0.2385783	8	37.68641	0.4265074	0.00126094	0.0517559	0.454217	3.49277	0.327075	0.287375	0.138811	0.246739	0.1530527	1.558798
972	0	-3481.01	-3311.83	-169.182	5.750513	0.1730844	0.01646807	-0.05142083	0.0136167	0.535385	0.005807	0.00127597	0.434014	0.00990208	23.21976	0.1732062	8	37.65776	0.5769573	0.000181453	0.0198313	0.309887	3.6701	0.287124	0.32056	0.127577	0.264738	0.1217854	1.422225
973	1	-3480.45	-3306.73	-173.725	6.649609	0.215048	0.01108654	0.114192	0.0176275	0.528494	0.00796556	0.0110572	0.433329	0.00152664	22.96863	0.16101	8	37.69293	0.4265074	0.000861087	0.0428826	0.42178	3.53448	0.263717	0.315794	0.149348	0.27114	0.275202	0.5850611
974	0	-3482.67	-3312.41	-170.258	5.750513	0.1789764	0.01570415	-0.02711097	0.012458	0.522814	0.00740034	0.00131075	0.445845	0.010172	23.21976	0.1626701	7	38.13614	0.5769573	0.000235999	0.0225948	0.326614	3.65056	0.285533	0.322122	0.115704	0.27664	0.1355592	1.199994
975	1	-3479.6	-3306.74	-172.859	5.921983	0.1772032	0.01221178	0.09346825	0.0163921	0.527405	0.00811548	0.0141275	0.432436	0.0015235	22.96863	0.1817338	8	38.39443	0.3685627	0.000218453	0.021745	0.321612	3.65642	0.305591	0.292883	0.127973	0.273553	0.275202	0.6603649
976	0	-3478.65	-3308.06	-170.594	5.435015	0.1846475	0.01255469	-0.003491581	0.0135377	0.519848	0.0089983	0.00130332	0.443315	0.0129985	23.21976	0.1411905	8	38.37562	0.5769573	0.000299144	0.0254146	0.342419	3.63187	0.283985	0.313367	0.131794	0.270854	0.1376989	1.025357
977	1	-3483.84	-3311.41	-172.431	5.921983	0.1583847	0.01452298	0.01536417	0.0166993	0.515844	0.00751606	0.0145012	0.443875	0.0015638	22.96863	0.1804892	8	40.19637	0.3685627	8.6469e-05	0.0137207	0.266946	3.71925	0.295571	0.316069	0.123776	0.264583	0.1958534	0.9215527
978	0	-3480.31	-3309.21	-171.104	5.435015	0.1772242	0.0147425	0.008321199	0.0135193	0.519141	0.00961335	0.00203362	0.442712	0.0129808	23.21976	0.1264308	7	37.71333	0.5769573	0.000218655	0.021755	0.321671	3.65636	0.291499	0.295199	0.135281	0.278021	0.134752	0.938248
979	1	-3479.39	-3308.26	-171.126	5.921983	0.1772766	0.01452298	-0.001477266	0.0167965	0.518847	0.00755981	0.00876469	0.446459	0.0015729	22.96863	0.1973307	8	39.38174	0.3685627	0.000219159	0.0217799	0.321819	3.65618	0.297703	0.318348	0.12944	0.254509	0.1958534	1.007543
