Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	rates_cytb[5]	rates_cytb[6]	rates_cytb[7]	rates_cytb[8]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1050	-3307.24	-3299.74	-7.492	0.4046568	0.1804564	0.237846	0.211676	0.228466	0.554404	0.186483	0.25001	0.0889978	0.814741	0.123969	0.155637	0.443789	0.06808	0.299656	0.125799	0.2143691	0.2907492	0.0101256	0.528161	0.00207461	0.00410955	0.454851	0.000678033	0.09333367	5.39749e-06	0.000497452	0.00663949	0.0399923	0.159035	0.502499	1.45141	5.83992	0.291145	0.294378	0.141415	0.273063	0.3840829	0.243004
1060	-3305.39	-3300.13	-5.26315	0.5183582	0.1918345	0.229145	0.293067	0.16176	0.451129	0.162863	0.256995	0.107018	0.772098	0.137059	0.131161	0.302967	0.0806713	0.262531	0.324708	0.1915183	-0.3888507	0.0132405	0.37568	0.00510162	0.00338928	0.600372	0.00221686	0.3949652	1.06732e-05	0.000781159	0.00905597	0.0493472	0.181959	0.542066	1.4929	5.72388	0.299438	0.290496	0.149333	0.260733	0.006114476	64.59511
1070	-3298.56	-3298.19	-0.369369	0.6289822	0.1817616	0.308313	0.19097	0.151244	0.302107	0.197461	0.163617	0.0877046	0.49528	0.0974944	0.203658	0.431274	0.172162	0.328387	0.270771	0.2080134	0.074713	0.0165071	0.41902	0.00226672	0.00669127	0.551065	0.00444935	0.03159099	5.86196e-06	0.000525407	0.00689429	0.0410267	0.161661	0.507165	1.45647	5.82626	0.295445	0.297318	0.135606	0.271631	0.106304	0.297176
1080	-3300.62	-3303.48	2.86239	0.689705	0.2566743	0.330916	0.119536	0.113986	0.259572	0.143732	0.0916615	0.114867	0.618549	0.064686	0.0931467	0.253612	0.263404	0.186264	0.120651	0.1659718	0.005041575	0.0172146	0.388985	0.0059876	0.0062839	0.575833	0.00569656	0.01110264	0.000163527	0.00471152	0.0308035	0.112298	0.306803	0.723899	1.64766	5.17366	0.280577	0.278468	0.153163	0.287792	0.01614422	0.6877164
1090	-3291.89	-3300.06	8.17462	0.6765621	0.2412247	0.19524	0.115837	0.0892145	0.164445	0.104706	0.133491	0.0578181	0.420179	0.0719583	0.154728	0.11654	0.0968843	0.0806589	0.264834	0.1356358	-0.03181071	0.0170569	0.423516	0.00912809	0.0216132	0.527314	0.00137161	0.03838842	9.75333e-05	0.00335787	0.0244961	0.0963637	0.278543	0.686679	1.62054	5.28993	0.295014	0.284075	0.153571	0.26734	0.006577706	5.836141
1100	-3298.92	-3300.76	1.83589	0.6674236	0.1767664	0.228387	0.103627	0.0955468	0.167927	0.0692024	0.136363	0.0952117	0.565607	0.103663	0.0678579	0.221218	0.117662	0.372118	0.230678	0.158153	-0.009800964	0.0181836	0.483957	0.00368904	0.0066099	0.479293	0.0082669	0.1122418	4.24579e-06	0.000424322	0.00595025	0.0371259	0.15162	0.48913	1.4367	5.87905	0.276672	0.313422	0.138346	0.27156	0.1024408	1.095674
1110	-3301.3	-3305.34	4.03574	0.7234836	0.2259322	0.289952	0.159998	0.0812654	0.236462	0.0756842	0.218171	0.0300684	0.381489	0.112314	0.145033	0.0728002	0.106687	0.223318	0.118119	0.1051425	0.003455499	0.0163944	0.508169	0.00607138	0.0106253	0.447183	0.0115569	0.00192594	5.45342e-05	0.00229162	0.018899	0.0809944	0.24951	0.646314	1.58852	5.41342	0.284844	0.318808	0.135265	0.261083	0.005381439	0.3578856
1120	-3300.16	-3300.29	0.128402	0.7347172	0.2332213	0.27029	0.0809008	0.115271	0.222952	0.103668	0.179932	0.0451476	0.504102	0.0891804	0.167912	0.23183	0.1656	0.135829	0.236178	0.1438796	0.2008427	0.0138818	0.45021	0.00661429	0.0146725	0.51153	0.00309153	0.1009196	7.26368e-05	0.00276697	0.0214821	0.0882569	0.263471	0.666012	1.60448	5.35346	0.291006	0.299356	0.143289	0.26635	0.3017623	0.334434
1130	-3305.22	-3302.66	-2.5612	0.8104254	0.2248229	0.261581	0.100105	0.0851016	0.314904	0.123399	0.229485	0.0694207	0.575484	0.0647804	0.0927884	0.0895242	0.744233	0.229187	0.236178	0.1844527	0.0232722	0.0198326	0.505972	0.00661874	0.020394	0.442843	0.00433994	0.01176889	5.2121e-05	0.00222438	0.0185199	0.0799008	0.247367	0.64324	1.58597	5.42273	0.270931	0.313111	0.136167	0.279791	0.03504108	0.3358596
1140	-3312.59	-3304.53	-8.06215	0.8095891	0.2541319	0.18089	0.0712371	0.0755495	0.275457	0.157908	0.153129	0.0521429	0.410334	0.0491297	0.386096	0.110974	0.744233	0.314865	0.482646	0.1804185	-0.08145892	0.0163478	0.513854	0.00846817	0.0214442	0.435404	0.00448163	0.1648664	0.000150848	0.00446905	0.0297237	0.109656	0.302231	0.718006	1.64352	5.19224	0.281154	0.326318	0.122949	0.269579	0.08340752	1.976638
1150	-3295.2	-3298.1	2.90313	0.742039	0.2795958	0.217499	0.0915436	0.0550615	0.268478	0.100891	0.152441	0.0523821	0.355029	0.0980061	0.138891	0.0708528	0.220672	0.459712	0.161742	0.1367367	-0.01688644	0.0200734	0.471635	0.00090067	0.00991504	0.489347	0.00812884	0.06255961	0.000316756	0.00725614	0.0412028	0.136294	0.346558	0.773224	1.68004	5.01511	0.299065	0.301243	0.134666	0.265026	0.04567317	1.369724
1160	-3311.59	-3307.33	-4.25907	0.8112707	0.2385231	0.240936	0.161483	0.080868	0.315057	0.067795	0.152178	0.0846163	0.291443	0.0343494	0.0803647	0.176786	0.293979	0.710053	0.403438	0.177841	0.1239147	0.0139908	0.506304	0.000308248	0.0100749	0.456523	0.0127987	0.001775842	8.84934e-05	0.00315017	0.0234585	0.0936135	0.273487	0.679812	1.61528	5.31111	0.273229	0.313661	0.154386	0.258723	0.1256905	0.01412869
1170	-3306.45	-3307.41	0.955156	0.8527856	0.3062182	0.226631	0.161483	0.0463	0.151981	0.224965	0.225279	0.085547	0.296698	0.04773	0.0894235	0.295039	0.139609	0.374734	0.199393	0.1870199	0.05003652	0.022617	0.450348	0.00049508	0.00222588	0.511099	0.0132157	0.02249702	0.000602672	0.0110239	0.0545331	0.164148	0.38936	0.822839	1.70839	4.84911	0.306827	0.279938	0.148487	0.264748	0.07253355	0.3101603
1180	-3303.31	-3304.55	1.24505	0.7566484	0.2631011	0.184275	0.12272	0.0532488	0.24219	0.201295	0.175999	0.107188	0.31682	0.0857881	0.0754917	0.2101	0.0580623	0.48084	0.0788527	0.127335	0.1095208	0.0267055	0.394451	0.00071662	0.00154894	0.571013	0.00556496	0.1035515	0.000199142	0.00535963	0.0336022	0.119	0.318218	0.738406	1.65761	5.12761	0.31626	0.28476	0.141467	0.257513	0.2130723	0.4859922
1190	-3304	-3306.22	2.21475	0.7001489	0.2268981	0.207665	0.0944641	0.0686347	0.279262	0.255913	0.139204	0.0463529	0.297569	0.0577638	0.21167	0.112868	0.0846936	0.206114	0.261944	0.1369508	-0.02135201	0.0218123	0.496923	0.000567781	0.00555428	0.433794	0.0413495	0.1467023	5.67055e-05	0.00235125	0.0192322	0.0819492	0.251372	0.648973	1.59071	5.40536	0.294337	0.304695	0.124303	0.276665	0.1253503	1.170339
1200	-3305	-3302.87	-2.12552	0.695605	0.2265518	0.256239	0.121954	0.0863489	0.215279	0.24337	0.192263	0.11045	0.493747	0.0877961	0.586614	0.0927282	0.165852	0.365676	0.398633	0.2342203	-0.01778504	0.00901336	0.532221	0.00111948	0.0215034	0.427662	0.00848091	0.02494402	5.59193e-05	0.00232975	0.0191124	0.0816066	0.250705	0.648021	1.58993	5.40824	0.290346	0.304945	0.141881	0.262828	0.007158984	3.484296
1210	-3297.92	-3299.28	1.36083	0.6858836	0.1942845	0.279189	0.0964277	0.147298	0.251217	0.236094	0.225687	0.140036	0.531623	0.114165	0.262837	0.100579	0.080041	0.219721	0.273917	0.1679128	0.06656421	0.0181723	0.441818	0.00207634	0.00946535	0.515992	0.0124754	0.04536029	1.22323e-05	0.000854859	0.00963411	0.0514551	0.186892	0.550262	1.50112	5.69977	0.293583	0.297593	0.131344	0.27748	0.1119245	0.4052758
1220	-3301.76	-3304.2	2.43981	0.6287155	0.2074904	0.230304	0.0829406	0.100345	0.232237	0.171436	0.27439	0.0317322	0.458725	0.103311	0.197853	0.0597463	0.0535281	0.137802	0.223292	0.1245459	-0.04694523	0.0190844	0.439736	0.00368179	0.0164531	0.514561	0.00648418	0.05599419	2.41284e-05	0.00133897	0.0131004	0.0633104	0.213335	0.592511	1.54155	5.57483	0.309178	0.293113	0.143215	0.254494	0.009048963	6.187913
1230	-3306.09	-3302.82	-3.27448	0.7646495	0.2143368	0.458026	0.126778	0.106272	0.281445	0.213771	0.121438	0.1059	0.577982	0.0901776	0.137814	0.16873	0.218865	0.121976	0.381211	0.2334615	-0.1951087	0.0144107	0.442449	0.00607498	0.00918816	0.517736	0.0101405	0.2554315	3.31995e-05	0.00165268	0.015126	0.0697422	0.22689	0.61317	1.56017	5.51321	0.305169	0.291244	0.151503	0.252084	0.06032274	4.234414
1240	-3303.83	-3301.84	-1.99372	0.5903607	0.2619884	0.155852	0.151538	0.0962023	0.215892	0.296519	0.159371	0.22633	0.543111	0.0901776	0.122002	0.401233	0.263616	0.239646	0.246382	0.1923836	-0.02965732	0.0153125	0.494324	0.0068945	0.0109368	0.465038	0.00749418	0.2143925	0.000192596	0.00524379	0.0331108	0.117837	0.316256	0.735933	1.65594	5.13549	0.314078	0.28589	0.126463	0.27357	0.1847351	1.16054
1250	-3301.86	-3299.41	-2.44894	0.6141033	0.2142645	0.207692	0.117288	0.129354	0.336997	0.301712	0.209923	0.288149	0.632224	0.0930713	0.167256	0.0920899	0.0479031	0.269519	0.106796	0.137111	0.04258513	0.0124571	0.391778	0.00139627	0.0159909	0.576036	0.0023424	0.1009492	3.30913e-05	0.00164913	0.0151038	0.0696734	0.226748	0.612956	1.55999	5.51385	0.304276	0.297249	0.13625	0.262225	0.1435343	0.7033104
1260	-3302.49	-3304.27	1.78137	0.6933909	0.1999719	0.318818	0.112308	0.135776	0.231868	0.171012	0.201473	0.178529	0.344493	0.10121	0.266505	0.0920899	0.0369861	0.201823	0.0585183	0.1521613	0.08582431	0.0148294	0.458395	0.00471984	0.0126434	0.498002	0.0114102	0.0631129	1.65711e-05	0.0010448	0.0110549	0.0564636	0.198317	0.568852	1.51931	5.64494	0.282498	0.320466	0.136216	0.26082	0.1489372	0.4237551
1270	-3296.74	-3302.25	5.50807	0.6946686	0.2259081	0.228436	0.109179	0.11673	0.191027	0.279957	0.185139	0.183844	0.324094	0.0789631	0.123762	0.128502	0.183844	0.223276	0.0872329	0.1577041	0.05804276	0.0290469	0.44804	0.00383015	0.00941129	0.501689	0.00798261	0.04907243	5.44808e-05	0.00229015	0.0188908	0.0809706	0.249463	0.646247	1.58846	5.41362	0.278453	0.31082	0.142972	0.267756	0.1071152	0.4581277
1280	-3301.9	-3300.58	-1.31554	0.6415414	0.2194018	0.289639	0.120197	0.116219	0.26415	0.288149	0.11968	0.090811	0.724526	0.0867644	0.132284	0.285203	0.0623935	0.327539	0.0524347	0.1864301	0.02056609	0.0144038	0.4669	0.00284375	0.0086277	0.503228	0.00399644	0.021518	4.15041e-05	0.00191461	0.0167221	0.0746066	0.236828	0.627928	1.57302	5.46894	0.292034	0.295651	0.150505	0.26181	0.04208409	0.5113096
