Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates_mean	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extant_mrca	extinction_rate	ln_branch_rates_mean	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
1584	0	-3285.952	-3300.852	14.89961	3.049085	0.1747898	0.0268611	0.0156815	0.0391686	0.0242901	0.0201462	0.0404068	0.0111413	0.0134221	0.01505	0.0268667	0.0211148	0.042422	0.0181902	0.0214333	0.01785245	-0.2534839	0.012245	0.457253	0.00311845	0.00899231	0.499741	0.0186501	23.05599	0.2905884	-4.025615	0.000196153	0.0206134	0.314759	3.66443	0.300592	0.304244	0.135359	0.259806	0.0371045	7.831622
1585	1	-3285.395	-3303.183	17.7879	4.773274	0.1760917	0.0270993	0.0148783	0.0230192	0.0131865	0.0107021	0.0194126	0.00656011	0.0114608	0.0137826	0.0282567	0.0143115	0.0130651	0.0438119	0.0116633	0.01642304	-0.05074966	0.0103326	0.516339	0.00210938	0.00570275	0.454505	0.0110112	31.7564	0.0832461	-4.10907	0.000207961	0.0212202	0.318462	3.66011	0.314879	0.312627	0.123722	0.248772	0.03249644	2.561699
1586	0	-3285.911	-3300.443	14.5321	3.135752	0.1956009	0.0195868	0.0210397	0.0363993	0.0109033	0.0428585	0.0535605	0.0221543	0.0319165	0.0159588	0.0340774	0.0157133	0.0397721	0.0188629	0.0201037	0.02521394	0.1310044	0.0125803	0.532596	0.00440938	0.00825996	0.431835	0.0103195	21.81246	0.009104149	-3.680358	0.000454792	0.0312768	0.372079	3.59619	0.294962	0.307674	0.116494	0.280871	0.1401086	0.06497924
1587	1	-3282.289	-3302.238	19.94952	5.553468	0.176938	0.0123683	0.0152295	0.0204763	0.00750061	0.0178851	0.0188824	0.00825255	0.0167423	0.007432	0.0137609	0.00803914	0.0264024	0.0143742	0.0236256	0.01416047	0.06509747	0.0126989	0.516834	0.00829665	0.00570822	0.454941	0.00152083	27.75837	0.07475246	-4.257301	0.000215914	0.0216192	0.320861	3.6573	0.288865	0.302916	0.129252	0.278968	0.1398499	0.5345191
1588	0	-3285.478	-3300.896	15.41799	3.075375	0.1727666	0.0251756	0.0204545	0.0262365	0.015441	0.00980911	0.0375088	0.0153777	0.0333477	0.0147972	0.0519328	0.0436948	0.0262237	0.0135707	0.0179023	0.02065331	-0.1816454	0.0149914	0.5406	0.00402133	0.00864363	0.421407	0.0103373	17.74072	0.1820881	-3.87988	0.000178807	0.0196872	0.308976	3.67116	0.280224	0.297193	0.147737	0.274846	0.0004427705	411.2472
1589	1	-3283.181	-3306.284	23.10326	5.553468	0.1767635	0.0160514	0.011979	0.0163551	0.0170594	0.0118144	0.0134442	0.0121849	0.0169514	0.0141632	0.0130884	0.0113849	0.0189946	0.0189317	0.0160812	0.01441401	-0.142123	0.0133385	0.504285	0.0139928	0.00697548	0.461199	0.000209644	20.93573	0.1852151	-4.239555	0.000214257	0.0215367	0.320367	3.65788	0.294958	0.311798	0.132029	0.261215	0.04309202	4.29813
1590	0	-3285.253	-3297.838	12.585	3.28917	0.1627938	0.0267535	0.0217411	0.0361232	0.0192684	0.0251078	0.0382252	0.019413	0.0202564	0.0092687	0.0205419	0.0124308	0.0233345	0.021798	0.00368499	0.02605131	0.145666	0.0192771	0.557895	0.00356907	0.00407928	0.413006	0.00217432	26.35553	0.04734065	-3.647687	0.000109529	0.0154322	0.27999	3.70447	0.274338	0.314371	0.127836	0.283455	0.1930066	0.2452799
1591	1	-3283.956	-3300.827	16.87017	5.542141	0.1492756	0.0154874	0.018885	0.0297449	0.00899019	0.00888246	0.0207718	0.0157261	0.023883	0.0184085	0.0164719	0.00444399	0.0169967	0.0166674	0.0277845	0.01582544	0.06270894	0.0149549	0.552246	0.00280105	0.00374371	0.425877	0.000377629	21.17068	0.1186364	-4.146137	5.07561e-05	0.0105257	0.23964	3.74978	0.288437	0.293687	0.132198	0.285678	0.1813454	0.6542016
1592	0	-3286.749	-3301.551	14.80231	2.895094	0.2247147	0.0263254	0.023302	0.027214	0.0159437	0.015332	0.0387772	0.0117725	0.0256514	0.010697	0.0233401	0.0194957	0.0607471	0.0242736	0.00540697	0.01827582	0.239431	0.0101597	0.511924	0.0127758	0.0113841	0.44713	0.00662689	19.86909	0.03450201	-4.002177	0.00113489	0.0491388	0.445049	3.50468	0.298662	0.298804	0.123911	0.278624	0.273933	0.1259505
1593	1	-3287.355	-3307.522	20.16743	5.358899	0.1612476	0.0177083	0.0182593	0.0153035	0.0174673	0.00889639	0.0225861	0.0110379	0.00913121	0.0101023	0.0146348	0.0108022	0.0242305	0.0208675	0.0201334	0.01747145	-0.0584395	0.0177569	0.451033	0.00152938	0.0103978	0.518639	0.000643614	26.3787	0.1142361	-4.047187	0.000100964	0.01482	0.275431	3.70965	0.274015	0.326916	0.133853	0.265216	0.0557966	2.047367
1594	0	-3284.858	-3295.533	10.67497	2.895094	0.2183381	0.0314759	0.0242589	0.0356025	0.0127452	0.0306503	0.0830639	0.0212957	0.0385797	0.0205064	0.0237133	0.0314565	0.0220106	0.0180835	0.0136777	0.03249037	0.4896977	0.0144821	0.487084	0.00626069	0.014241	0.476497	0.00143522	15.59804	0.003854833	-3.426812	0.000948533	0.0449791	0.429806	3.52427	0.293532	0.304168	0.129433	0.272868	0.4935525	0.007810381
1595	1	-3290.529	-3311.279	20.75093	5.885862	0.1854177	0.01726	0.0136271	0.0212006	0.0202797	0.0177701	0.024844	0.00903475	0.0188911	0.0172542	0.00551998	0.0180282	0.00707499	0.0164174	0.00768913	0.01361638	-0.08898646	0.0150423	0.581003	0.00963097	0.00104489	0.392685	0.000594076	19.46549	0.127457	-4.296482	0.000308586	0.0258092	0.344542	3.62934	0.297098	0.289853	0.140632	0.272417	0.03847058	3.313104
1596	0	-3292.078	-3301.445	9.367227	3.184399	0.1656681	0.0365135	0.0217211	0.0277675	0.015253	0.0268283	0.0527781	0.0147461	0.0271397	0.0138636	0.0556113	0.0604319	0.0184655	0.0273064	0.0395738	0.03479616	-0.1800187	0.00883845	0.516971	0.00180808	0.0232811	0.44605	0.0030514	15.10089	0.3348358	-3.358248	0.000126915	0.0166047	0.288422	3.69485	0.300834	0.313389	0.124079	0.261698	0.154817	2.162784
1597	1	-3286.084	-3304.203	18.11942	4.477274	0.2355085	0.021829	0.0198227	0.0453352	0.00637604	0.0183589	0.0236882	0.0148565	0.0307911	0.0115992	0.0121763	0.0052976	0.0191917	0.0139669	0.00818792	0.01621589	0.0861747	0.0124335	0.47693	0.00767124	0.00615316	0.489226	0.00758653	12.55447	0.05752949	-4.121763	0.00150377	0.0564427	0.469913	3.47214	0.28545	0.309123	0.138848	0.26658	0.1437042	0.4003327
1598	0	-3295.614	-3306.87	11.25639	2.918442	0.2009777	0.0291238	0.0283444	0.055007	0.0222797	0.0244258	0.0571106	0.013619	0.0588485	0.0196448	0.0137486	0.0377593	0.00826063	0.0312454	0.0434246	0.02503064	0.1962753	0.0116719	0.500808	0.00294625	0.00948902	0.460255	0.0148293	15.3501	0.01309472	-3.687654	0.000549344	0.0343414	0.386205	3.5789	0.290768	0.287096	0.153243	0.268893	0.20937	0.06254341
1599	1	-3283.293	-3301.13	17.8362	4.143069	0.2148561	0.0193619	0.0178053	0.029532	0.0198276	0.0205025	0.0287564	0.0175992	0.0201631	0.0162472	0.00939166	0.0182531	0.0206188	0.0196152	0.0108109	0.01528459	0.3386918	0.0157959	0.549156	0.0114735	0.0102325	0.4093	0.00404186	17.31465	0.03878916	-4.18091	0.000856165	0.0427615	0.421308	3.53507	0.285159	0.311634	0.134689	0.268517	0.3774809	0.1027579
1600	0	-3289.083	-3304.963	15.87958	2.918442	0.2351993	0.0257906	0.0288984	0.0327812	0.0118432	0.0193592	0.0426464	0.016932	0.0363557	0.0221642	0.0137317	0.0328329	0.00830768	0.0175161	0.0332794	0.02159715	0.2455057	0.0205096	0.453391	0.000618119	0.0105745	0.501684	0.013223	14.02993	0.03435225	-3.835194	0.00149223	0.0562294	0.469217	3.47306	0.305137	0.274666	0.157473	0.262724	0.279858	0.1227489
1601	1	-3283.214	-3300.784	17.56981	3.664222	0.1779641	0.0233471	0.0158602	0.0199027	0.0150165	0.0116346	0.0301445	0.0139876	0.013792	0.0118631	0.0236123	0.0426318	0.0315332	0.0232225	0.00825375	0.01952721	-0.1252993	0.0142364	0.495834	0.0103407	0.00786377	0.466716	0.00500911	29.39901	0.1654484	-3.935946	0.000225859	0.0221078	0.323761	3.6539	0.308784	0.29123	0.14471	0.255276	0.04014906	4.120853
1602	0	-3288.199	-3302.121	13.92182	3.4635	0.1761388	0.0191653	0.0274834	0.0325198	0.025666	0.0186455	0.0426464	0.0105294	0.0467584	0.0122079	0.0440208	0.00742994	0.0244623	0.0197967	0.00814806	0.01812374	0.2075627	0.0183216	0.628964	0.00157844	0.0103015	0.334384	0.00645074	29.57977	0.02652615	-4.010533	0.000208398	0.0212424	0.318596	3.65995	0.27674	0.300937	0.132544	0.289778	0.2340888	0.1133166
1603	1	-3287.824	-3301.862	14.03801	3.982425	0.1936064	0.0234909	0.0250073	0.0346601	0.0232559	0.0265516	0.0230427	0.00705219	0.00891514	0.0126172	0.0127658	0.043329	0.0563041	0.0179364	0.0135939	0.01983242	0.1005474	0.0210558	0.533325	0.00154962	0.00407121	0.436116	0.00388239	27.68277	0.003887291	-3.920437	0.000422884	0.0301703	0.366766	3.60264	0.265438	0.326171	0.135508	0.272883	0.1044346	0.03722224
1604	0	-3298.034	-3304.306	6.272678	3.636767	0.1628766	0.0512407	0.0297296	0.0755038	0.0153852	0.023788	0.0700283	0.013489	0.0724893	0.00583017	0.0267543	0.00989759	0.00911024	0.0209153	0.0148094	0.02178919	-0.299492	0.00948675	0.459359	0.00433401	0.00629548	0.517617	0.00290757	40.151	0.3577893	-3.826341	0.000110003	0.0154654	0.280234	3.70419	0.319116	0.301642	0.127007	0.252235	0.05829726	6.137326
1605	1	-3288.323	-3299.148	10.82466	3.982425	0.1722792	0.0347678	0.019397	0.0360411	0.0258931	0.0263395	0.0197468	0.0190392	0.00709921	0.0169105	0.054327	0.0196161	0.0481292	0.02717	0.0196494	0.01788035	-0.3187832	0.0180875	0.492804	0.00250404	0.00316593	0.481396	0.00204335	26.24874	0.3304621	-4.024053	0.000174806	0.0194672	0.307578	3.67278	0.283748	0.314867	0.146698	0.254687	0.01167888	28.29571
1606	0	-3287.457	-3297.95	10.49281	3.730776	0.1540662	0.0285022	0.0162968	0.0391869	0.0137749	0.0182521	0.0567951	0.00660503	0.0468443	0.0128404	0.0210224	0.0251308	0.00955835	0.0789475	0.0116904	0.02047681	-0.3375372	0.0107033	0.563938	0.00559845	0.00594649	0.402915	0.0108982	33.80631	0.3573974	-3.888462	6.77001e-05	0.0121482	0.254054	3.73373	0.29936	0.301548	0.125246	0.273846	0.01986014	17.99571
1607	1	-3297.326	-3303.839	6.513123	4.112085	0.1667112	0.0444608	0.0124545	0.0211296	0.0101246	0.0129885	0.0174356	0.0236263	0.0124537	0.00383283	0.0510884	0.0243533	0.0435365	0.0341651	0.0209093	0.02016162	-0.3098794	0.00740564	0.49179	0.0106607	0.00593208	0.480685	0.0035264	22.32722	0.5122976	-3.903975	0.000133717	0.0170411	0.291467	3.69136	0.303841	0.321486	0.12387	0.250803	0.2024182	2.530887
1608	0	-3284.927	-3299.73	14.80285	3.589778	0.2287836	0.0238745	0.0202749	0.0214734	0.0103961	0.0237756	0.0330975	0.0156598	0.0371481	0.0123748	0.0502166	0.0118515	0.0163486	0.0622319	0.0138084	0.02344855	-0.1465932	0.0169768	0.541639	0.00392202	0.0125698	0.404383	0.020509	13.71655	0.1920163	-3.752947	0.00126587	0.0518553	0.454559	3.49232	0.298608	0.290699	0.122996	0.287697	0.04542311	4.227281
1609	1	-3293.267	-3302.785	9.517297	4.751249	0.1966637	0.0195699	0.0133997	0.0313407	0.00484543	0.0168934	0.0216648	0.0222467	0.00740802	0.0115472	0.0110187	0.00930507	0.0181415	0.111358	0.0409851	0.01306877	0.2273823	0.0171591	0.489479	0.00564634	0.00343515	0.478427	0.00585335	13.84505	0.02370585	-4.33753	0.000472481	0.0318732	0.374895	3.59276	0.284657	0.321548	0.134999	0.258795	0.2510882	0.09441246
1610	0	-3294.446	-3305.78	11.33443	3.61053	0.1746054	0.0208339	0.0206725	0.0314171	0.0414277	0.0206523	0.0323102	0.02646	0.0344709	0.00981882	0.0240703	0.0636418	0.023065	0.0505003	0.0739835	0.02322561	0.04575344	0.0154591	0.49322	0.00610189	0.0067652	0.458587	0.0198665	8.611037	0.05676376	-3.7625	0.000194522	0.0205281	0.314233	3.66504	0.300287	0.313643	0.136091	0.249979	0.1025172	0.5536999
1611	1	-3287.766	-3303.856	16.08973	4.212657	0.1657699	0.0432956	0.0157141	0.0253896	0.0087399	0.0230372	0.0198521	0.0157137	0.00718155	0.0121106	0.0304646	0.0165754	0.0413818	0.0168206	0.0220368	0.01866205	-0.1215659	0.00986209	0.578975	0.00304164	0.0145873	0.389495	0.00403889	31.97703	0.1422004	-3.981263	0.000127567	0.016647	0.28872	3.69451	0.286538	0.332426	0.110758	0.270277	0.0206345	6.89139
1612	0	-3291.591	-3308.062	16.47101	3.472046	0.224524	0.0149812	0.0207461	0.0211564	0.0220404	0.0402669	0.0309698	0.0187888	0.0467184	0.0161449	0.0241785	0.0362586	0.0135342	0.0203576	0.0323664	0.02505706	0.3151905	0.0154733	0.562006	0.0100303	0.00638616	0.394696	0.0114076	11.59912	0.01324033	-3.6866	0.00112899	0.0490126	0.444599	3.50526	0.285475	0.307114	0.125882	0.281529	0.3284309	0.04031391
1613	1	-3285.838	-3302.058	16.21972	4.363593	0.2062833	0.0251137	0.0221381	0.0311787	0.0104399	0.0158183	0.0173602	0.0228444	0.0122721	0.0105881	0.0177669	0.0432065	0.0235597	0.0172495	0.00750001	0.0213408	-0.05288673	0.0177675	0.573357	0.00342077	0.00603654	0.376497	0.0229206	31.56046	0.1037308	-3.847135	0.000655522	0.0374772	0.399857	3.56201	0.302077	0.291338	0.130961	0.275624	0.05084403	2.040176
1614	0	-3293.28	-3301.058	7.778027	2.324692	0.1779029	0.0282001	0.0387526	0.0520518	0.0170372	0.0782304	0.0471573	0.0326373	0.0468303	0.0214564	0.0154081	0.0111846	0.0203203	0.029978	0.029068	0.02120596	-0.1492129	0.013188	0.502573	0.00750714	0.00658187	0.467103	0.00304671	11.56339	0.3509423	-3.853473	0.000225256	0.0220785	0.323589	3.65411	0.287286	0.288978	0.135883	0.287853	0.2017294	1.739669
1615	1	-3285.28	-3300.542	15.26188	4.455275	0.197785	0.0229819	0.00808172	0.025773	0.0104399	0.0264459	0.0206838	0.0228444	0.012796	0.0150862	0.0170198	0.0194987	0.0255629	0.0196989	0.0208105	0.01500998	0.3959007	0.0165437	0.54173	0.00284958	0.00604205	0.42683	0.00600466	20.03964	0.05957952	-4.19904	0.000491671	0.0325075	0.377852	3.58915	0.290056	0.317294	0.120369	0.27228	0.4554802	0.1308059
1616	0	-3285.864	-3298.067	12.20326	2.369678	0.1707369	0.033329	0.0366998	0.0259128	0.0127002	0.054158	0.0575571	0.019813	0.046853	0.0277706	0.0220073	0.0122056	0.0296537	0.0535207	0.0432036	0.03638636	-0.1110119	0.0130225	0.534528	0.0050085	0.0110107	0.434016	0.00241507	9.777647	0.1453435	-3.313561	0.000162586	0.018779	0.30314	3.67792	0.298811	0.287778	0.143655	0.269756	0.03433163	4.233517
1617	1	-3284.649	-3301.421	16.77199	4.455275	0.2347134	0.0138657	0.01306	0.0315807	0.0126	0.0224371	0.0179398	0.0325633	0.00970107	0.0115919	0.00876169	0.0123415	0.0387095	0.0147261	0.0103879	0.01207358	0.04704064	0.0216078	0.603991	0.00476244	0.00589314	0.35782	0.00592542	22.48788	0.08119163	-4.416736	0.00147422	0.0558943	0.468121	3.47451	0.280265	0.307337	0.122586	0.289812	0.1282323	0.6331607
1618	0	-3283.566	-3295.663	12.09719	2.120638	0.1733739	0.0368451	0.0366998	0.034137	0.0224266	0.0312762	0.0456996	0.0272707	0.0756539	0.0192713	0.0629256	0.038251	0.0333041	0.0461433	0.0348792	0.03308944	-0.1729804	0.00874883	0.527368	0.00631554	0.0111348	0.438907	0.00752505	12.35463	0.1957879	-3.408541	0.000183888	0.019963	0.310716	3.66914	0.29691	0.297198	0.13505	0.270842	0.02280747	8.584376
1619	1	-3289.333	-3304.517	15.18395	3.870608	0.2124697	0.0255851	0.0186207	0.0324988	0.0126	0.0134972	0.0193382	0.0227165	0.0310669	0.00693009	0.0270863	0.0332116	0.0362697	0.00817814	0.0238415	0.01783436	0.1045001	0.022412	0.434309	0.00630347	0.0023846	0.519852	0.0147389	12.9104	0.05697023	-4.026629	0.000796557	0.0412647	0.415412	3.54253	0.301112	0.296617	0.13426	0.268012	0.1614704	0.3528216
1620	0	-3291.244	-3299.393	8.148821	2.21274	0.1815347	0.0190675	0.0340087	0.048094	0.0663262	0.0745679	0.0467943	0.0229726	0.0567967	0.0262412	0.039109	0.038251	0.0653908	0.0272008	0.0421516	0.02853626	-0.05359896	0.0083909	0.513096	0.00962582	0.00715785	0.453808	0.00792104	10.35999	0.07869007	-3.55658	0.000263124	0.0238479	0.33378	3.64211	0.274453	0.312351	0.139484	0.273712	0.02509111	3.136174
1621	1	-3281.409	-3298.533	17.12339	3.870608	0.1781862	0.0114532	0.0136494	0.0452551	0.0268028	0.0211467	0.0223436	0.0268755	0.0216465	0.0124454	0.0178965	0.0158963	0.0162445	0.00857521	0.0198883	0.01683271	-0.1271348	0.0154327	0.43942	0.00388956	0.00556332	0.530431	0.00526353	17.55923	0.1978823	-4.084432	0.000228055	0.0222142	0.324388	3.65317	0.292294	0.311684	0.12881	0.267212	0.07074755	2.79702
1622	0	-3293.852	-3298.673	4.821413	2.09141	0.1572461	0.0366437	0.0522573	0.0348304	0.0430199	0.0476041	0.0536394	0.0296005	0.0508605	0.0364829	0.0357051	0.00717588	0.100098	0.0150145	0.0172371	0.04418865	0.05695134	0.00867895	0.448752	0.00789859	0.00544797	0.523947	0.0052755	13.15115	0.1442646	-3.119287	8.11725e-05	0.0132961	0.263558	3.72307	0.295698	0.306033	0.131991	0.266279	0.2012159	0.7169641
1623	1	-3285.017	-3302.161	17.14423	4.525368	0.1752959	0.0095973	0.0169234	0.0252769	0.0188177	0.0192535	0.0253608	0.0168155	0.0264939	0.0165956	0.00833648	0.0132279	0.0361196	0.00654773	0.0079164	0.01453487	0.01648871	0.0125966	0.579575	0.00160715	0.00834894	0.38616	0.0117124	22.88331	0.1009994	-4.231205	0.000200682	0.0208482	0.3162	3.66275	0.300172	0.287063	0.132844	0.27992	0.1174881	0.8596564
1624	0	-3292.754	-3302.769	10.01456	2.418923	0.1659374	0.0316074	0.0362617	0.0305962	0.0602843	0.0542636	0.0682174	0.0277097	0.0619833	0.0374573	0.0261935	0.00924515	0.0424611	0.023795	0.0322441	0.03496093	0.0797832	0.0152608	0.522984	0.00633307	0.00845247	0.440726	0.00624432	12.7078	0.004686176	-3.353524	0.000128646	0.0167168	0.289209	3.69395	0.265902	0.306782	0.138708	0.288608	0.08446937	0.05547781
1625	1	-3294.086	-3311.996	17.90988	4.525368	0.2257786	0.0109933	0.0202866	0.0213247	0.0076328	0.0125675	0.015259	0.0249246	0.0310963	0.0230798	0.013079	0.0304416	0.0115148	0.00402847	0.0142649	0.01479391	-0.1582313	0.00758449	0.56811	0.00421372	0.0164151	0.367947	0.0357301	16.6956	0.1834276	-4.21354	0.00116821	0.0498445	0.447551	3.50144	0.29821	0.301753	0.134876	0.265161	0.02519631	7.279938
1626	0	-3296.185	-3301.674	5.488843	2.20637	0.1738333	0.0386745	0.0482043	0.0598996	0.0295009	0.0559533	0.109732	0.0136736	0.0525657	0.0149916	0.0162813	0.0158804	0.0891368	0.0254065	0.0552362	0.03361322	-0.03194497	0.00934472	0.484285	0.0141662	0.00860066	0.478217	0.00538628	11.02815	0.1458833	-3.392836	0.000187802	0.0201729	0.312029	3.66761	0.281239	0.310965	0.140448	0.267348	0.1139384	1.280371
1627	1	-3286.946	-3303.536	16.5903	4.525368	0.2235155	0.0188323	0.0204801	0.0363514	0.0123014	0.0141344	0.0308881	0.0187424	0.0312593	0.0144389	0.0190107	0.0083085	0.0120072	0.0143581	0.0388429	0.0183544	0.08280307	0.00784529	0.575563	0.00346631	0.0195072	0.383329	0.0102892	14.03627	0.1093451	-3.997886	0.0010981	0.0483471	0.442214	3.50834	0.283588	0.30038	0.128832	0.2872	0.1921482	0.5690665
1628	0	-3297.539	-3304.344	6.804657	2.107547	0.1266649	0.0368808	0.0410061	0.0577443	0.0346335	0.034516	0.0659664	0.0329061	0.0604743	0.0534641	0.0159291	0.0342145	0.0506213	0.0260339	0.0197203	0.02566853	-0.2409273	0.00646412	0.492134	0.00501652	0.00682507	0.484256	0.00530394	19.03429	0.3271052	-3.662489	9.70564e-06	0.00461591	0.170949	3.82443	0.278537	0.304259	0.138369	0.278835	0.08617791	3.795697
1629	1	-3292.22	-3305.958	13.73786	4.115752	0.1536062	0.0166085	0.0114459	0.0388026	0.0115765	0.0342614	0.0337647	0.00907025	0.0512057	0.0179763	0.0127614	0.0288878	0.0223663	0.0137873	0.010086	0.02239389	-0.07115359	0.00555441	0.534371	0.00264562	0.0190428	0.422227	0.0161593	15.02739	0.1919412	-3.798967	6.59044e-05	0.0119868	0.252675	3.73527	0.313443	0.296079	0.126754	0.263724	0.1207877	1.58908
1630	0	-3298.326	-3304.169	5.842261	2.094409	0.1213388	0.0423035	0.0441111	0.0454966	0.0187706	0.013357	0.0494157	0.0308505	0.0496279	0.0365571	0.0566245	0.0184316	0.0341646	0.0203298	0.0157593	0.03319276	-0.4267021	0.0049124	0.568003	0.00749404	0.0137612	0.403619	0.00220968	23.43249	0.6321362	-3.405423	6.00823e-06	0.00363395	0.154916	3.84144	0.290744	0.311766	0.136891	0.2606	0.2054341	3.077075
1631	1	-3288.856	-3300.546	11.69078	3.616439	0.1553198	0.0181192	0.0177652	0.0610319	0.00655593	0.0220486	0.0298807	0.0140085	0.0931628	0.0204342	0.0175254	0.0368228	0.0297148	0.0137873	0.0331667	0.02595661	-0.1188085	0.0133605	0.442481	0.000556162	0.00785147	0.523977	0.0117743	10.4272	0.134199	-3.651329	7.27859e-05	0.012594	0.257807	3.72953	0.28839	0.291548	0.153082	0.26698	0.01539058	8.719559
1632	0	-3289.618	-3299.344	9.725726	2.032152	0.1733895	0.0338436	0.0823272	0.0413625	0.0356425	0.0456415	0.058008	0.032908	0.0448254	0.0651466	0.046625	0.0280142	0.0327213	0.0473707	0.0133722	0.04395829	0.2490149	0.00862652	0.544205	0.00175397	0.0129589	0.429711	0.00274427	15.94705	0.001086913	-3.124514	0.00018402	0.0199701	0.31076	3.66909	0.287641	0.326499	0.123385	0.262475	0.2501018	0.00434588
1633	1	-3285.699	-3304.574	18.87564	3.148652	0.2357718	0.00511701	0.0171066	0.0344218	0.00961499	0.0239224	0.0247324	0.0119293	0.0211593	0.0177288	0.0122228	0.0276096	0.0172882	0.0126518	0.0142979	0.01688291	-0.05724979	0.0121353	0.527603	0.0126641	0.0154436	0.424095	0.00805886	16.03533	0.1293972	-4.081453	0.00151364	0.0566247	0.470505	3.47136	0.285478	0.319425	0.126182	0.268915	0.07214744	1.793511
1634	0	-3286.715	-3297.705	10.99062	2.014911	0.1740276	0.0314728	0.036532	0.0397558	0.0137184	0.0354359	0.0464289	0.0423733	0.0293418	0.058066	0.037811	0.00753978	0.0462412	0.0386534	0.030485	0.03671934	-0.2921615	0.0144004	0.490345	0.0111273	0.00915813	0.470518	0.0044506	8.125737	0.3128045	-3.304452	0.000189477	0.020262	0.312585	3.66696	0.27937	0.307517	0.137503	0.27561	0.020643	15.15306
1635	1	-3283.581	-3301.827	18.24649	3.219023	0.2022466	0.0150141	0.0162831	0.0401876	0.0237992	0.0251986	0.0351384	0.0308228	0.0281851	0.00868713	0.015593	0.0134956	0.0172882	0.0196514	0.0136094	0.01815969	0.0307204	0.0164086	0.546941	0.00495883	0.00775803	0.417036	0.00689729	10.70974	0.1119384	-4.008551	0.000573544	0.0350816	0.389496	3.57485	0.295907	0.307656	0.123731	0.272705	0.1426588	0.7846583
1636	0	-3287.741	-3300.632	12.89051	1.927072	0.1636615	0.0449267	0.0385065	0.0485773	0.0210485	0.0779236	0.0410219	0.0467181	0.0400055	0.0320754	0.0357765	0.0376691	0.0412853	0.0305283	0.0240274	0.03635133	-0.2261599	0.0187474	0.526424	0.0025377	0.00810707	0.443696	0.000487035	8.330625	0.228218	-3.314525	0.000114573	0.0157815	0.282542	3.70156	0.298675	0.305543	0.137175	0.258607	0.002058108	110.8873
1637	1	-3283.617	-3301.558	17.94114	3.219023	0.1906758	0.0145667	0.0138928	0.047767	0.0271846	0.0263742	0.0334823	0.0230953	0.0139475	0.0216281	0.0187889	0.0203791	0.0237579	0.0139632	0.0243723	0.01905841	-0.08346437	0.0153231	0.541594	0.0102343	0.0133203	0.412959	0.00656879	16.02062	0.1154897	-3.960247	0.000378967	0.0285755	0.358888	3.61216	0.283643	0.305916	0.128726	0.281715	0.03202534	3.606198
1638	0	-3293.325	-3299.727	6.401701	3.426183	0.2077635	0.0293642	0.0300624	0.0538694	0.0378736	0.0311476	0.0520507	0.0857209	0.0305185	0.0124039	0.0544719	0.00691896	0.0225262	0.0334529	0.0361843	0.02339886	0.07470035	0.014969	0.525634	0.000835917	0.010652	0.446062	0.00184669	8.230811	0.1191316	-3.755068	0.000687536	0.0383709	0.403614	3.55733	0.302748	0.292168	0.13563	0.269453	0.193832	0.6146129
1639	1	-3288.081	-3297.712	9.630841	2.834472	0.2301359	0.0236638	0.0207712	0.0755378	0.0213863	0.0244768	0.0565338	0.045074	0.0214379	0.010866	0.0594963	0.0235738	0.0191508	0.00895515	0.0219857	0.02766475	0.1980023	0.0186719	0.484247	0.00770581	0.00303987	0.480179	0.00615595	15.38222	0.09357476	-3.587596	0.00131153	0.0527683	0.457683	3.48824	0.30171	0.294649	0.121957	0.281685	0.2915771	0.3209263
1640	0	-3287.219	-3302.349	15.13041	3.350543	0.157634	0.0223845	0.0169647	0.0292496	0.0141037	0.0355149	0.0491836	0.0606895	0.0306561	0.0207531	0.0310694	0.0283416	0.0315275	0.0274898	0.0523985	0.02870162	-0.005128651	0.016638	0.498471	0.00661213	0.0138341	0.461174	0.00327085	8.85989	0.02848708	-3.550802	8.29478e-05	0.0134399	0.264713	3.72176	0.292344	0.307052	0.117752	0.282852	0.02335843	1.219563
1641	1	-3295.616	-3301.285	5.668577	2.834472	0.1786385	0.0528635	0.018847	0.0537566	0.0309418	0.0431929	0.0504662	0.105915	0.0326456	0.0201257	0.0955469	0.0231977	0.0846176	0.0409589	0.0291893	0.04754254	0.0343515	0.00445397	0.492545	0.0125782	0.00461212	0.485204	0.000607029	12.79159	0.06883721	-3.04613	0.000232577	0.0224317	0.325663	3.65167	0.321412	0.287607	0.131279	0.259703	0.1031887	0.6671002
