Iteration	Posterior	Likelihood	Prior	age_ursinae	alpha_cytb	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_cytb[1]	rates_cytb[2]	rates_cytb[3]	rates_cytb[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
170	-3314.913	-3298.806	-16.1076	0.1904517	0.1787678	0.3612135	0.1653182	0.0147112	0.509281	0.00369479	0.0084598	0.461195	0.00265745	0.1787672	0.000233882	0.0224941	0.326027	3.65125	0.280599	0.315149	0.133936	0.270316	0.3440854	0.5195432
180	-3325.429	-3305.144	-20.28531	0.203739	0.1974887	0.3987772	0.7395322	0.0134864	0.575089	0.00758158	0.011558	0.387006	0.00527926	0.1119924	0.000486546	0.0323394	0.377072	3.5901	0.287487	0.326511	0.126272	0.259731	0.8515246	0.1315199
190	-3322.064	-3304.558	-17.5056	0.22903	0.1509851	0.2950679	0.6676416	0.0150951	0.540957	0.00687324	0.01485	0.416941	0.00528304	0.03937171	5.63692e-05	0.0110898	0.244796	3.74406	0.302333	0.297575	0.144437	0.255655	0.7070133	0.05568737
200	-3318.556	-3304.584	-13.97194	0.22903	0.2053368	0.3358951	0.1707634	0.00917645	0.440515	0.00910932	0.0126358	0.520641	0.00792265	0.06430448	0.000635606	0.0369099	0.397442	3.56501	0.292959	0.301093	0.139386	0.266562	0.2350678	0.2735571
210	-3325.939	-3311.398	-14.54075	0.3329732	0.239621	0.2732088	-0.3650913	0.0159294	0.556772	0.00583963	0.0110023	0.401548	0.00890847	0.3923254	0.00166282	0.0593037	0.479081	3.45995	0.294369	0.305503	0.116341	0.283787	0.02723405	14.40569
220	-3317.306	-3304.643	-12.66303	0.3201612	0.1898744	0.2393519	-0.0564478	0.0195898	0.470646	0.00417412	0.00538857	0.492643	0.00755903	0.1540999	0.000367555	0.0281458	0.356718	3.61477	0.305416	0.300039	0.146685	0.24786	0.09765207	1.57805
230	-3319.242	-3306.585	-12.6563	0.285267	0.2092963	0.3188766	-0.1040371	0.0200044	0.509293	0.0031452	0.0185019	0.430831	0.0182244	0.1351386	0.000721825	0.0393048	0.407482	3.55249	0.298211	0.287718	0.136242	0.27783	0.03110147	4.345086
240	-3316.043	-3304.894	-11.14915	0.2791321	0.2124195	0.219815	-0.08077045	0.0199181	0.535281	0.00723873	0.0137908	0.416408	0.0073635	0.09309953	0.000795335	0.0412334	0.415288	3.54268	0.27374	0.294237	0.135914	0.296108	0.01232908	7.551214
250	-3317.202	-3305.06	-12.142	0.2893421	0.2329949	0.2975508	-0.03806223	0.00665628	0.502676	0.0145793	0.00672721	0.462886	0.00647567	0.08406284	0.00141166	0.0547144	0.464227	3.47965	0.297719	0.306584	0.141951	0.253746	0.04600061	1.827429
260	-3319.47	-3306.224	-13.24541	0.2893421	0.2382087	0.2640302	-0.2092117	0.00703069	0.512697	0.0232641	0.00856483	0.43846	0.009983	0.2495161	0.00160702	0.0583167	0.475951	3.46413	0.280925	0.311799	0.137942	0.269335	0.04030433	6.1908
270	-3321.516	-3309.36	-12.15589	0.3227534	0.1929749	0.2674428	-0.06442158	0.0200399	0.486741	0.00425831	0.0101764	0.4663	0.0124838	0.1126899	0.000413126	0.0298235	0.365075	3.60469	0.264757	0.294749	0.149759	0.290735	0.04826832	2.334656
280	-3316.819	-3304.621	-12.19823	0.2705969	0.2585492	0.2456417	-0.190893	0.0214822	0.483454	0.00376017	0.00605358	0.479369	0.00588126	0.1943384	0.00253437	0.0729298	0.519171	3.40536	0.282572	0.302614	0.14769	0.267124	0.003445394	56.40527
290	-3319.643	-3307.708	-11.93513	0.2705969	0.182972	0.3046828	-0.07437945	0.0111263	0.518552	0.00701966	0.00972322	0.447662	0.00591619	0.08667145	0.000279333	0.0245656	0.33778	3.63737	0.309986	0.300269	0.126618	0.263128	0.01229201	7.051042
300	-3316.569	-3304.382	-12.18716	0.2900852	0.1872453	0.3112398	0.02656695	0.0182575	0.573701	0.00426739	0.00551193	0.393499	0.00476246	0.04683503	0.000331863	0.0267565	0.349559	3.62335	0.285607	0.32304	0.126383	0.264969	0.07340198	0.6380623
310	-3315.856	-3303.267	-12.58923	0.309748	0.1883268	0.2754192	6.173994e-05	0.0152871	0.47008	0.00447154	0.015738	0.492388	0.00203554	0.1030886	0.000346224	0.0273243	0.352512	3.61982	0.301222	0.30293	0.135008	0.26084	0.1031503	0.9994015
320	-3318.911	-3307.28	-11.63098	0.3177773	0.1941049	0.2806531	0.04152573	0.0206126	0.480297	0.0147651	0.0110742	0.471026	0.00222456	0.02519258	0.000430703	0.0304453	0.368098	3.60103	0.28161	0.299706	0.151792	0.266892	0.0667183	0.3775962
330	-3319.417	-3305.865	-13.55203	0.3049199	0.2403736	0.2605269	-0.1640896	0.0155692	0.45768	0.00741822	0.00852356	0.507956	0.00285366	0.2463665	0.00169307	0.0598314	0.48074	3.45774	0.279106	0.312585	0.142977	0.265332	0.08227681	2.994361
340	-3319.242	-3304.969	-14.27271	0.2295889	0.2249296	0.3422398	-0.1343354	0.0214423	0.473171	0.00693623	0.0159267	0.479413	0.00311141	0.2315401	0.00114157	0.0492811	0.445555	3.50402	0.282164	0.295818	0.156161	0.265857	0.09720472	2.381984
350	-3319.774	-3306.959	-12.81462	0.2681208	0.2162498	0.3495627	-0.07828476	0.0137047	0.46738	0.00440749	0.0107114	0.495048	0.00874816	0.1159679	0.000892359	0.0436444	0.424725	3.53074	0.310631	0.281213	0.129614	0.278541	0.03768314	3.077448
360	-3315.501	-3301.758	-13.74254	0.2431658	0.1837613	0.2874701	0.2003989	0.0153426	0.482619	0.00706666	0.0068078	0.483368	0.0047961	0.06355252	0.000288541	0.0249639	0.339969	3.63478	0.288995	0.287585	0.139882	0.283538	0.2639514	0.2407735
370	-3317.667	-3302.824	-14.84367	0.2451764	0.1879565	0.3257953	0.3946116	0.0170085	0.486192	0.00457517	0.00642278	0.479739	0.00606283	0.01018442	0.000341258	0.0271293	0.351502	3.62103	0.292766	0.306452	0.1335	0.267282	0.4047961	0.02515939
380	-3317.262	-3303.341	-13.92127	0.2278776	0.209015	0.3265633	0.2967261	0.0113797	0.574353	0.00292385	0.00519748	0.395646	0.0105008	0.00614162	0.000715445	0.0391328	0.406774	3.55338	0.286641	0.319793	0.119873	0.273693	0.3028677	0.02027822
390	-3313.287	-3300.901	-12.38598	0.2278776	0.1700486	0.3145349	-0.06336529	0.012481	0.619155	0.00462199	0.00438827	0.354948	0.00440532	0.1026849	0.000157346	0.0184759	0.301154	3.68021	0.284017	0.300162	0.141931	0.27389	0.03931963	2.611543
400	-3315.734	-3303.33	-12.40353	0.1922288	0.193431	0.3474767	0.01134793	0.0193586	0.525627	0.00722669	0.00343545	0.440589	0.00376356	0.04715703	0.000420157	0.0300738	0.366297	3.60321	0.273609	0.318067	0.135176	0.273149	0.05850496	0.8060347
410	-3321.44	-3303.177	-18.26376	0.2037477	0.1908342	0.3747029	0.6451338	0.019569	0.463468	0.00532337	0.00324503	0.503929	0.00446571	0.04890231	0.000381252	0.0286607	0.359315	3.61164	0.2875	0.305505	0.135475	0.27152	0.6940361	0.07046076
420	-3315.983	-3301.329	-14.65437	0.2120597	0.1660139	0.3358993	0.0052842	0.011491	0.55473	0.00368386	0.00860639	0.410436	0.0110527	0.1874321	0.00012914	0.0167487	0.289432	3.69369	0.291335	0.28956	0.136124	0.28298	0.1927163	0.9725804
430	-3317	-3302.164	-14.83616	0.2120597	0.1997392	0.3431691	0.2703951	0.0109303	0.519687	0.00152774	0.00627701	0.438124	0.0234531	0.06110271	0.000526432	0.0336252	0.382977	3.58287	0.303513	0.303916	0.130194	0.262377	0.3314978	0.1843231
440	-3318.008	-3305.485	-12.52285	0.2120597	0.1891502	0.3417204	0.07790843	0.0156651	0.537596	0.00497803	0.0114973	0.412918	0.0173456	0.02359368	0.000357458	0.0277601	0.354753	3.61713	0.315792	0.306577	0.127515	0.250115	0.1015021	0.2324452
450	-3313.864	-3301.615	-12.24929	0.3165006	0.2272629	0.2574996	-0.05630917	0.0155624	0.546386	0.00764776	0.0065557	0.419669	0.0041788	0.1202458	0.00121579	0.0508346	0.451024	3.49693	0.290166	0.300431	0.129796	0.279607	0.06393663	1.880703
460	-3317.14	-3305.59	-11.54989	0.2976271	0.1760583	0.2534121	0.001431097	0.0181403	0.485717	0.00468707	0.0139548	0.461364	0.016137	0.0554152	0.000207651	0.0212045	0.318367	3.66022	0.279549	0.305654	0.132319	0.282478	0.05684629	0.9748251
470	-3314.787	-3301.809	-12.97804	0.2537143	0.2155379	0.3262696	-0.09892046	0.00984675	0.53026	0.00624372	0.0149127	0.432206	0.00653085	0.1475153	0.000873743	0.0431926	0.422982	3.53295	0.286821	0.294568	0.142799	0.275812	0.04859486	3.035615
480	-3323.148	-3310.115	-13.03324	0.255129	0.2275745	0.3212723	0.1995498	0.0158835	0.509083	0.00319817	0.0198992	0.446504	0.00543236	0.003315692	0.00122594	0.0510432	0.45175	3.49598	0.281457	0.319071	0.132378	0.267094	0.2028655	0.01634429
490	-3319.331	-3306.239	-13.09189	0.272239	0.2233705	0.2912193	-0.1978402	0.0219473	0.493485	0.00348069	0.00582087	0.473349	0.00191756	0.2221171	0.00109371	0.0482517	0.44187	3.50878	0.295977	0.293704	0.161524	0.248795	0.02427689	9.149322
500	-3320.574	-3303.217	-17.35636	0.2685159	0.1771178	0.2761683	-0.596153	0.0234632	0.564828	0.00230927	0.00571789	0.402756	0.000925107	0.6636526	0.000217633	0.0217045	0.32137	3.65671	0.288646	0.308942	0.127092	0.27532	0.06749963	9.831944
510	-3323.025	-3307.145	-15.87994	0.2902983	0.23643	0.2711646	-0.4901203	0.0298291	0.531935	0.00314227	0.0132391	0.416249	0.00560534	0.5327959	0.0015385	0.0570803	0.471982	3.4694	0.273769	0.301058	0.132321	0.292852	0.04267558	12.4848
520	-3313.01	-3299.626	-13.38365	0.2357933	0.1816816	0.315878	-0.0290583	0.0124663	0.545148	0.0050479	0.00917113	0.426588	0.00157827	0.1420276	0.000264747	0.0239208	0.33419	3.64162	0.290869	0.290879	0.13429	0.283961	0.1129693	1.257223
530	-3318.546	-3305.512	-13.03398	0.2357933	0.1873266	0.3143841	-0.09862034	0.0165223	0.491456	0.00672159	0.0260001	0.455524	0.00377605	0.1588202	0.000332927	0.026799	0.349781	3.62309	0.301205	0.29627	0.134798	0.267727	0.06019989	2.638215
540	-3316.847	-3304.308	-12.53923	0.2357933	0.1836744	0.2755996	0.1209477	0.0137718	0.516643	0.00315363	0.0233304	0.440312	0.00278912	0.0425468	0.000287518	0.0249199	0.339728	3.63506	0.293062	0.2843	0.132626	0.290012	0.1634945	0.2602339
550	-3326.461	-3313.968	-12.49247	0.2357933	0.1653438	0.2583031	-0.1308751	0.0135226	0.519501	0.0143092	0.020276	0.430603	0.00178894	0.1744564	0.000124855	0.0164702	0.287474	3.69593	0.320187	0.273501	0.138503	0.267809	0.04358134	4.003008
560	-3320.637	-3308.133	-12.50459	0.2645383	0.2602659	0.3086607	-0.06207379	0.00887986	0.555943	0.00601598	0.0146782	0.411888	0.00259476	0.110431	0.00262513	0.0741975	0.522641	3.40054	0.272093	0.311781	0.143631	0.272495	0.04835725	2.28365
570	-3321.235	-3305.595	-15.64022	0.2464687	0.1996794	0.3995715	0.2617187	0.00944327	0.43931	0.00539754	0.0201314	0.52258	0.00313726	0.07852566	0.000525343	0.0335907	0.382821	3.58306	0.303926	0.304722	0.132188	0.259164	0.3402444	0.2307919
580	-3320.375	-3306.788	-13.58713	0.2527608	0.2045303	0.3225732	-0.1713937	0.00815201	0.642049	0.00677456	0.00901933	0.331208	0.00279701	0.2191452	0.000618975	0.0364293	0.395378	3.56757	0.303461	0.310805	0.112999	0.272735	0.04775156	4.589279
590	-3316.718	-3305.157	-11.56112	0.2801036	0.2192992	0.3134216	-0.01233903	0.0159825	0.513905	0.0078159	0.0119186	0.445196	0.00518211	0.029143	0.000975181	0.0455981	0.43213	3.5213	0.313847	0.285996	0.134622	0.265535	0.01680397	1.734292
600	-3314.936	-3302.104	-12.83226	0.2801036	0.1922816	0.2546471	0.2112777	0.0193432	0.571394	0.0036421	0.00642397	0.396386	0.0028105	0.02185245	0.000402602	0.0294448	0.363215	3.60694	0.288548	0.298293	0.126332	0.286827	0.2331302	0.09373497
610	-3314.501	-3302.529	-11.9715	0.2801036	0.2132221	0.2879434	0.0382853	0.0222373	0.440758	0.00957951	0.00356228	0.516226	0.00763642	0.04153098	0.000815031	0.0417345	0.417277	3.54017	0.291911	0.29787	0.146098	0.264121	0.07981627	0.5203322
620	-3320.043	-3306.074	-13.96871	0.3356185	0.1953569	0.2060813	-0.1044647	0.0126703	0.496775	0.015246	0.00342849	0.463641	0.00823935	0.2621625	0.000450799	0.0311406	0.371432	3.59698	0.282472	0.312846	0.151277	0.253406	0.1576978	1.662436
630	-3314.631	-3303.206	-11.42474	0.3356185	0.2356791	0.253705	-0.02608979	0.015529	0.462246	0.0140847	0.0120074	0.492823	0.00330978	0.06094652	0.00151016	0.0565606	0.470296	3.47163	0.297524	0.286093	0.144974	0.271409	0.03485673	1.748486
640	-3319.509	-3307.067	-12.44257	0.2920117	0.2164662	0.280697	0.1543741	0.0108058	0.441255	0.0056516	0.00914846	0.515469	0.01767	0.01335728	0.000898071	0.043782	0.425253	3.53007	0.295177	0.289177	0.137294	0.278352	0.1677314	0.07963494
650	-3320.068	-3306.44	-13.62761	0.2651605	0.1887452	0.3529032	-0.0563223	0.0144032	0.480273	0.00145928	0.00733035	0.487953	0.00858111	0.1452966	0.000351901	0.0275453	0.353652	3.61845	0.31	0.303489	0.114789	0.271722	0.08897434	1.633017
660	-3316.495	-3304.471	-12.02332	0.2476683	0.2041705	0.2781719	0.09180671	0.0140702	0.503417	0.000841647	0.0175964	0.453942	0.0101334	0.02468184	0.000611655	0.0362156	0.394455	3.56872	0.300415	0.307527	0.131537	0.260521	0.1164885	0.2118821
670	-3319.612	-3308.089	-11.52321	0.2962787	0.2548908	0.2378988	-0.1072874	0.0135047	0.510181	0.00132475	0.0254752	0.433881	0.015633	0.1170084	0.00234758	0.0702441	0.511687	3.41572	0.29596	0.303409	0.129467	0.271164	0.009720984	12.03668
680	-3317.634	-3306.633	-11.00137	0.3123256	0.2368455	0.2406572	0.01219671	0.0212887	0.534458	0.00119651	0.0203998	0.40645	0.0162067	0.02601038	0.00155433	0.0573685	0.472912	3.46817	0.293666	0.290772	0.142261	0.273301	0.03820708	0.6807737
690	-3317.25	-3305.33	-11.92039	0.278047	0.2294694	0.221818	-0.139705	0.0215347	0.501857	0.00158119	0.0047081	0.455948	0.0143717	0.1639473	0.00128889	0.0523177	0.456146	3.49025	0.279469	0.300624	0.137647	0.28226	0.02424232	6.762855
700	-3320.008	-3306.935	-13.07315	0.3022227	0.2485356	0.2671867	-0.2077205	0.0234394	0.456594	0.00491398	0.0035618	0.496276	0.0152149	0.2394269	0.00204421	0.0656344	0.498387	3.43393	0.276547	0.303891	0.143603	0.27596	0.03170639	7.551376
710	-3316.707	-3304.095	-12.61233	0.3022227	0.1784011	0.2866629	0.151422	0.0121904	0.545865	0.0114193	0.00864063	0.413471	0.00841336	0.02209077	0.000230195	0.0223174	0.324994	3.65246	0.293179	0.286522	0.151948	0.268351	0.1735128	0.127315
720	-3322.944	-3309.845	-13.09881	0.3022227	0.1808098	0.2654087	-0.04583243	0.0225993	0.453302	0.0159344	0.0159185	0.488828	0.00341766	0.1601534	0.000255215	0.0234896	0.331756	3.6445	0.277877	0.317138	0.133467	0.271517	0.114321	1.40091
730	-3313.615	-3302.442	-11.1733	0.32003	0.2497307	0.2370871	0.009703827	0.0232323	0.550524	0.00436686	0.0112444	0.408727	0.00190574	0.03831549	0.00209923	0.0664955	0.500917	3.43049	0.283061	0.300642	0.130324	0.285973	0.04801932	0.7979183
740	-3314.685	-3300.807	-13.87768	0.2835807	0.2048008	0.2901345	0.2782415	0.0139522	0.525648	0.00839497	0.0084284	0.441438	0.00213868	0.02683051	0.000624518	0.0365902	0.396071	3.56671	0.295817	0.298594	0.143011	0.262578	0.305072	0.08794812
750	-3321.944	-3308.273	-13.67037	0.2885479	0.1957248	0.2884663	0.2511822	0.0236915	0.576572	0.00257094	0.00675082	0.387103	0.00331164	0.03130275	0.000456829	0.0313461	0.372408	3.59579	0.298224	0.262509	0.129787	0.30948	0.2824849	0.1108121
760	-3321.457	-3307.09	-14.36677	0.2611957	0.1991685	0.2786174	-0.1882863	0.0132036	0.491625	0.00410642	0.00408751	0.48447	0.00250733	0.2940128	0.000516105	0.0332972	0.381484	3.5847	0.300764	0.298122	0.133916	0.267198	0.1057265	2.780882
770	-3315.975	-3303.243	-12.73271	0.2590263	0.166353	0.3121411	0.1193568	0.0117062	0.459556	0.0110939	0.0108091	0.50582	0.00101468	0.03054641	0.000131351	0.0168906	0.290422	3.69256	0.2924	0.314185	0.132413	0.261002	0.1499032	0.2037742
780	-3316.274	-3304.495	-11.77813	0.3374873	0.2488899	0.2394911	0.1283884	0.0158584	0.5453	0.0112103	0.0211381	0.405014	0.00147915	0.01069452	0.00206042	0.0658895	0.499139	3.43291	0.29393	0.297826	0.138871	0.269372	0.1390829	0.07689313
790	-3320.719	-3306.435	-14.2838	0.3157165	0.2083617	0.2576276	-0.3446872	0.0129307	0.534354	0.00719197	0.0198109	0.424449	0.00126413	0.3753147	0.000700779	0.0387343	0.405126	3.55544	0.308301	0.278533	0.120275	0.292891	0.03062753	12.25416
800	-3321.566	-3309.848	-11.71795	0.3063988	0.2036471	0.2584776	0.04112312	0.0128875	0.430636	0.0143439	0.01332	0.526148	0.00266496	0.04098414	0.000601114	0.0359057	0.393109	3.57038	0.300369	0.309177	0.134393	0.256062	0.08210726	0.4991536
810	-3317.626	-3306.503	-11.12331	0.3127974	0.2535516	0.2514582	0.05840971	0.0119643	0.477974	0.0127447	0.00594217	0.490045	0.00133043	0.00327671	0.00228143	0.0692666	0.508916	3.41954	0.305226	0.296165	0.141869	0.25674	0.06168642	0.05311882
820	-3317.661	-3306.476	-11.18486	0.3419351	0.2357036	0.2853669	-0.00971251	0.0140923	0.449512	0.00774259	0.00940871	0.516274	0.00297064	0.02174928	0.00151108	0.0565776	0.470351	3.47156	0.291307	0.300298	0.152263	0.256132	0.01203677	1.806903
830	-3319.247	-3307.204	-12.04291	0.3419351	0.2514293	0.2639958	-0.1354514	0.0177414	0.552702	0.0113917	0.00385064	0.408834	0.00547956	0.1442857	0.00217904	0.0677241	0.50449	3.42561	0.291331	0.293385	0.137784	0.2775	0.008834252	16.33253
840	-3318.165	-3307.812	-10.35319	0.3293471	0.2368175	0.2132984	-0.02129309	0.0273651	0.428806	0.00859122	0.010095	0.513885	0.0112579	0.02131431	0.00155326	0.057349	0.472849	3.46825	0.291215	0.310712	0.134033	0.26404	2.121947e-05	1004.469
850	-3317.318	-3304.625	-12.69353	0.2793904	0.2270456	0.265341	0.002994978	0.017031	0.538669	0.00234048	0.00598337	0.412839	0.0231369	0.1124819	0.00120875	0.0506893	0.450517	3.49758	0.293976	0.283344	0.131521	0.291159	0.1154768	0.9740643
860	-3318.038	-3305.213	-12.82477	0.2762332	0.1894647	0.3322393	-0.04627245	0.0173891	0.42543	0.00428713	0.00627585	0.540214	0.00640372	0.1062725	0.000361818	0.0279273	0.355607	3.6161	0.298975	0.288202	0.137467	0.275357	0.06000005	1.771207
870	-3315.731	-3304.198	-11.5335	0.2639042	0.1839903	0.2740194	-0.05112457	0.0103329	0.45397	0.0112967	0.0120606	0.506952	0.00538777	0.06947454	0.000291255	0.02508	0.340603	3.63403	0.289052	0.305491	0.140509	0.264948	0.01834996	3.786086
880	-3322.184	-3310.876	-11.30793	0.2706954	0.2219335	0.2611246	-0.03405289	0.025176	0.522905	0.0129259	0.0139051	0.421908	0.00317939	0.05600194	0.00105082	0.0473093	0.438451	3.51319	0.286652	0.300327	0.156793	0.256228	0.02194904	2.551452
890	-3312.924	-3301.054	-11.86931	0.2557463	0.1691641	0.3225633	0.05401387	0.0170365	0.478616	0.00518152	0.00690164	0.4904	0.00186472	0.008438773	0.000150798	0.0180899	0.298595	3.68316	0.290086	0.315141	0.144036	0.250738	0.06245264	0.1351228
900	-3318.897	-3306.382	-12.51504	0.2107597	0.1834439	0.366309	0.02126801	0.0126203	0.50141	0.00663872	0.0135379	0.464778	0.00101438	0.03826518	0.000284813	0.0248034	0.339089	3.63582	0.272604	0.298739	0.138057	0.2906	0.05953319	0.6427537
910	-3322.895	-3306.602	-16.2932	0.1716756	0.1951717	0.4716823	0.1689083	0.0122946	0.505306	0.0101307	0.00981742	0.461612	0.000838933	0.1261991	0.000447784	0.0310373	0.370939	3.59758	0.282499	0.292669	0.142065	0.282766	0.2951073	0.4276379
920	-3321.681	-3308.102	-13.57978	0.1619595	0.1965537	0.3951711	0.001098873	0.0115644	0.593624	0.00926444	0.0145379	0.370349	0.000660828	0.09605309	0.000470627	0.0318112	0.374604	3.59311	0.291918	0.314732	0.142775	0.250575	0.09715197	0.9886891
930	-3317.52	-3302.338	-15.18194	0.2193312	0.1894426	0.3447512	-0.3436175	0.00917386	0.563673	0.0105164	0.014268	0.401358	0.00101059	0.3850136	0.000361511	0.0279156	0.355547	3.61618	0.299026	0.280251	0.133948	0.286775	0.04139609	9.300725
940	-3320.447	-3307.836	-12.61106	0.2193312	0.2413401	0.3020997	0.01649352	0.0152649	0.508671	0.00508638	0.022832	0.446681	0.0014649	0.08329791	0.00173243	0.0605111	0.482864	3.45489	0.277054	0.29547	0.145097	0.282379	0.09979143	0.83472
950	-3316.538	-3302.878	-13.66042	0.2647912	0.1738109	0.3570937	-0.2338205	0.0141805	0.492395	0.00241358	0.0174739	0.473184	0.000353177	0.2386953	0.00018761	0.0201626	0.311965	3.66768	0.28279	0.318795	0.132086	0.266329	0.004874778	48.96536
960	-3316.663	-3302.914	-13.74895	0.2184069	0.1802801	0.3624909	-0.2457561	0.0149221	0.49467	0.00338834	0.0114133	0.46327	0.0123369	0.2474547	0.000249549	0.0232294	0.330273	3.64625	0.290434	0.300071	0.124763	0.284731	0.001698619	145.6799
970	-3325.278	-3311.775	-13.50317	0.2161936	0.2054612	0.3305662	-0.08813573	0.00746422	0.52883	0.0137927	0.0135643	0.424504	0.0118449	0.1701556	0.000638199	0.0369843	0.39776	3.56462	0.315296	0.277136	0.129323	0.278245	0.08201985	2.074566
980	-3320.193	-3305.45	-14.74241	0.2117425	0.1717686	0.3286637	0.03093295	0.0126036	0.492789	0.0128834	0.0136649	0.456999	0.0110603	0.1851093	0.000170687	0.019238	0.306111	3.67448	0.303241	0.309755	0.146141	0.240862	0.2160423	0.8568199
