Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	diff_age_root_ingroup	kappa_mol[1]	kappa_mol[2]	kappa_mol[3]	kappa_mol[4]	kappa_mol[5]	kappa_mol[6]	kappa_mol[7]	kappa_mol[8]	kappa_mol[9]	kappa_mol[10]	ln_mean	m_w[1][1][1]	m_w[1][1][2]	m_w[1][1][3]	m_w[1][1][4]	m_w[1][1][5]	m_w[1][1][6]	m_w[1][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	m_w[3][1][1]	m_w[3][1][2]	m_w[3][1][3]	m_w[3][1][4]	m_w[3][1][5]	m_w[3][1][6]	m_w[3][1][7]	m_w[4][1][1]	m_w[4][1][2]	m_w[4][1][3]	m_w[4][1][4]	m_w[4][1][5]	m_w[4][1][6]	m_w[4][1][7]	m_w[5][1][1]	m_w[5][1][2]	m_w[5][1][3]	m_w[5][1][4]	m_w[5][1][5]	m_w[5][1][6]	m_w[5][1][7]	m_w[6][1][1]	m_w[6][1][2]	m_w[6][1][3]	m_w[6][1][4]	m_w[6][1][5]	m_w[6][1][6]	m_w[6][1][7]	m_w[7][1][1]	m_w[7][1][2]	m_w[7][1][3]	m_w[7][1][4]	m_w[7][1][5]	m_w[7][1][6]	m_w[7][1][7]	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	rho_b	rho_d	rho_e	rho_w	root_age	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
4470	-38486.02	-38447.79	-38.23089	2.645576	2.861267	1.176165	4.483738	1.20785	1.327881	0.0131059	0.430489	0.131608	0.379528	0.152463	2.61036	0.605558	0.102692	0.391524	0.206412	1.517677	2.56192	2.87224	2.73248	2.67601	2.4451	2.1231	2.34949	1.91028	1.38291	2.98849	-4.358015	1.39789	1.39648	5.92611	5.92596	5.92454	5.92216	1.39521	1.39789	1.39648	5.92571	5.92401	5.92165	0	1.39521	1.39789	1.39648	5.92571	5.92571	0	0	1.39521	1.39681	5.92821	5.92418	0	0	0	1.39521	1.39629	5.92602	0	0	0	0	1.39521	5.92602	5.92683	0	0	0	0	1.39521	5.92683	0	0	0	0	0	1.39521	0.01521472	0.00760816	0.00324536	0.00237818	0.0111225	0.00699263	0.0414453	0.00844967	0.0141577	0.0090752	0.0170144	0.0124856	0.00942369	0.00923611	0.00630751	0.0235929	0.0212572	0.0049698	0.0223461	0.0129745	0.00831703	0.0162018	0.00666655	0.0390358	0.00503291	0.0182675	0.0279302	0.0120704	0.035907	0.0442152	0.0139033	0.0089835	0.026405	0.0142122	0.00493098	0.0131384	0.00431693	0.00476498	0.0105732	0.00937747	0.00730571	0.00806918	0.00559546	0.0125506	0.0251247	0.0138389	0.00480301	0.0219646	0.0202606	0.00906026	0.00425461	1	0.181137	0.396583	0.270353	0.1959	0.100992	0.166498	0.939641	0.275779	0.216625	0	0	-0.305014	-0.976962	0	1.47359	0	-0.761856	0.07455245	0.01163143	0.02468635	0.07550676	6.001415	0.139882	0	-1.15715	1.84853	-1.23562	0.171434	1.44631	0	0.0755068	0.0745524	0.1500592	0	0	1	1	0	1	0	1	1	0	1	1	1	1	1	0
4480	-38490.34	-38440.18	-50.15799	1.490031	1.438116	0.6976324	2.903628	0.7285232	0.7485108	0.0332395	0.667652	0.111771	0.259958	0.403782	6.39128	0.344406	0.0403629	0.769982	0.221848	0.8675952	3.93464	3.71163	2.22637	3.03823	2.62028	1.96806	2.38951	1.60523	1.96248	3.35868	-4.023997	3.22296	3.12292	2.07749	2.00464	1.22816	0.133723	2.03422	3.22296	3.12292	1.88486	0.914969	0.0525595	0	2.03422	3.22296	3.12292	1.88486	1.88486	0	0	2.03422	3.17274	2.76093	1.013	0	0	0	2.03422	3.07465	2.03422	0	0	0	0	2.03422	2.03422	2.36958	0	0	0	0	2.03422	2.36958	0	0	0	0	0	2.03422	0.02124837	0.0230848	0.0106643	0.0061131	0.021185	0.0110144	0.0601478	0.00959155	0.0122389	0.0127506	0.0207655	0.0141309	0.0129412	0.0150808	0.00856118	0.0442274	0.0224383	0.00703687	0.0278026	0.0483221	0.0354722	0.0376553	0.0150232	0.0887853	0.0137378	0.036571	0.0480971	0.018519	0.0456829	0.0490838	0.0155079	0.010085	0.0270476	0.0230688	0.020169	0.0255556	0.0134558	0.0115625	0.0266968	0.0219426	0.0235995	0.0122602	0.0268658	0.0156668	0.0319469	0.0337288	0.00920508	0.0225801	0.0282268	0.00762724	0.00688923	1	0.192679	0.425943	0.274019	0.171564	0.147772	0.141633	0.865296	0.253571	0.222982	1.36619	0	-1.71276	-1.66163	0	1.09978	-0.690703	-1.97343	0.05950822	0.01348686	0.05470616	0.2143087	3.771223	0	0	0	1.06883	0	0	0	0	0.214309	0.0595082	0.2738169	1	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0
4490	-38478.81	-38432.73	-46.07668	2.244207	1.206156	0.7506073	3.195912	0.7435622	0.8530606	0.0542109	0.275565	0.161103	0.189689	0.302203	0.525636	0.209314	0.0766154	0.678087	0.201296	0.6338111	3.27236	3.27071	2.3972	2.93897	2.79962	2.23195	2.72144	1.93131	1.12491	2.84342	-3.84604	2.34661	2.34061	4.93093	4.9306	4.9276	3.74214	2.3352	2.34661	2.34061	4.93009	3.74512	3.74132	0	2.3352	2.34661	2.34061	3.74786	3.74786	0	0	2.3352	2.342	4.93537	3.74539	0	0	0	2.3352	2.3398	3.74836	0	0	0	0	2.3352	4.93074	3.74966	0	0	0	0	2.3352	3.74966	0	0	0	0	0	2.3352	0.02538701	0.0196348	0.00986103	0.0059596	0.0157311	0.00784007	0.0593458	0.0124188	0.0215454	0.0118091	0.0152578	0.0120717	0.0163609	0.0188438	0.011444	0.0331837	0.0236325	0.00610112	0.0254633	0.0266767	0.0153402	0.0371953	0.0139315	0.0821031	0.0113691	0.0388042	0.0324487	0.018886	0.0183863	0.0682632	0.034983	0.0438575	0.0218763	0.0184076	0.0383676	0.00489196	0.0176729	0.0148722	0.0181833	0.0195786	0.0197257	0.021016	0.019774	0.0111005	0.0430113	0.0124093	0.00841701	0.0201378	0.019752	0.0125501	0.00905224	1	0.187477	0.475464	0.254338	0.205558	0.140464	0.175808	0.938336	0.209557	0.20671	1.50138	0.150456	-1.82038	-1.74708	-1.24586	0	0	-1.94004	0.08758318	0.01585807	0.04091582	0.1286481	3.829723	1.85602	0	0	0.688338	-0.435994	0	0.747393	-0.274171	0.128648	0.0875832	0.2162313	1	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1
4500	-38490.67	-38446.67	-43.99463	1.066119	0.8724626	0.3945033	1.978828	0.4971485	0.5194352	0.0843043	0.344618	0.123235	0.240493	0.206845	0.0443724	0.983172	0.092726	1.56215	0.254523	0.3358615	4.46841	3.70256	2.29724	1.97156	2.97292	1.35314	2.12838	2.02246	1.56402	3.12428	-3.707944	2.62706	2.59747	6.77033	6.69771	5.77751	2.96333	2.27949	2.62706	2.59747	6.57424	5.28711	2.23738	0	2.27949	2.62706	2.59747	6.57424	6.57424	0	0	2.27949	2.61098	7.3797	5.45174	0	0	0	2.27949	2.58468	6.72741	0	0	0	0	2.27949	6.72741	7.04512	0	0	0	0	2.27949	7.04512	0	0	0	0	0	2.27949	0.02914648	0.0280817	0.0156416	0.00973472	0.0285072	0.0115306	0.0769002	0.0161399	0.0277098	0.0144426	0.0234961	0.0235025	0.0222243	0.0307549	0.0259304	0.0625909	0.0339115	0.00861648	0.0323636	0.0445965	0.0359047	0.0472038	0.018226	0.0755682	0.0144946	0.0403136	0.0570197	0.0194158	0.0540297	0.0705293	0.0459329	0.012836	0.0187275	0.0245564	0.0179355	0.0112835	0.0146029	0.017097	0.0314502	0.0281272	0.032175	0.0357728	0.0144199	0.0388391	0.0339085	0.011081	0.00819508	0.0362338	0.0282939	0.0274356	0.0121251	1	0.227485	0.539759	0.318368	0.194568	0.167109	0.130691	1.2304	0.284654	0.271133	1.3827	0	-1.88174	-1.06588	0	0	-0.207732	-1.98978	0.002602387	0.06059706	0.07197476	0.1288768	2.31469	0.826977	1.25636	0	0	0	0	1.08224	0	0.128877	0.00260239	0.1314792	1	0	1	1	0	0	1	1	1	1	0	0	0	0	1	0
4510	-38515.44	-38445.72	-69.72177	0.8752137	0.8868758	0.2829746	1.511679	0.3157583	0.3524537	0.0602334	0.443431	0.101738	0.384458	0.228155	0.235879	0.796145	0.0994328	0.417436	0.205828	0.1605764	3.42772	3.75441	2.34346	2.42738	2.71415	1.47801	2.6437	1.92513	1.59645	4.11521	-3.320016	1.50411	1.50227	4.88951	4.88936	4.88793	0.767302	1.5006	1.50411	1.50227	4.88911	0.767594	0.767221	0	1.5006	1.50411	1.50227	0.767863	0.767863	0	0	1.5006	1.50269	4.89162	0.767621	0	0	0	1.5006	1.50202	0.767912	0	0	0	0	1.5006	4.88942	0.768039	0	0	0	0	1.5006	0.768039	0	0	0	0	0	1.5006	0.04295968	0.0650246	0.0204186	0.0169571	0.03265	0.0241721	0.105791	0.0322276	0.0343788	0.0277543	0.033954	0.0244331	0.0586634	0.0547164	0.0382819	0.0890403	0.0350305	0.0395273	0.106722	0.0359883	0.0242446	0.0530556	0.0167523	0.137166	0.0246412	0.0606927	0.0705557	0.0406438	0.0586088	0.0948664	0.0295061	0.0193861	0.118148	0.024524	0.04519	0.00870017	0.0269871	0.0434718	0.0284228	0.0498789	0.0263606	0.0758971	0.0276909	0.0349913	0.0549366	0.0301462	0.0408915	0.0426859	0.0456357	0.0171852	0.0192036	1	0.23811	0.482026	0.317185	0.199864	0.149167	0.168088	1.17639	0.326974	0.270533	0.803289	1.35879	-1.99802	0	-0.384269	-0.272131	0	-0.928432	0.06245889	0.07337363	0.07073893	0.1596727	1.672256	0	0.614202	0	1.18557	-1.55369	0	1.18121	-1.85115	0.159673	0.0624589	0.2221316	1	1	1	0	1	1	0	1	0	1	0	1	1	0	1	1
4520	-38525.94	-38450.87	-75.06684	0.9636859	0.8546531	0.2885996	1.361203	0.3454496	0.3739078	0.0446369	0.403135	0.162934	0.288129	0.12889	0.149328	0.383419	0.103158	1.57641	0.162	0.2719707	3.15304	2.77299	2.38011	3.11855	3.2334	1.29335	3.10524	1.76398	1.41484	4.007	-3.449502	1.81642	1.79984	10.3026	10.2059	8.96828	4.99875	1.60639	1.81642	1.79984	10.0412	8.29844	3.90835	0	1.60639	1.81642	1.79984	10.0412	10.0412	0	0	1.60639	1.80772	11.1075	8.52415	0	0	0	1.60639	1.79226	10.2455	0	0	0	0	1.60639	10.2455	10.667	0	0	0	0	1.60639	10.667	0	0	0	0	0	1.60639	0.03774208	0.0834141	0.0323677	0.0183276	0.0406568	0.0175933	0.135873	0.0254313	0.0362054	0.026561	0.0473518	0.0206167	0.0995147	0.0907479	0.0356667	0.10641	0.0314094	0.00879993	0.0306741	0.0288484	0.0279799	0.0443968	0.0213921	0.166515	0.021748	0.061428	0.0670546	0.0221625	0.0347892	0.149832	0.0435865	0.019154	0.0316802	0.0325104	0.0114037	0.0219392	0.0190826	0.031078	0.0148695	0.0408003	0.0780548	0.021178	0.0150394	0.0593558	0.0428315	0.0218348	0.017857	0.125522	0.0193645	0.018383	0.0214789	1	0.236144	0.532167	0.299745	0.206365	0.147248	0.185012	1.18649	0.254283	0.235738	0.408425	0.392369	-0.924983	-0.826282	0	0	-0.181953	-1.17621	0.02880106	0.053641	0.2363796	0.1298933	1.633173	0	-0.473141	-0.467367	1.47914	0	0	1.85284	0	0.129893	0.0288011	0.1586944	1	1	1	1	0	0	1	1	0	1	1	1	0	0	1	0
4530	-38493.39	-38440.71	-52.67837	1.377978	1.258116	0.4712407	2.278486	0.4891066	0.597364	0.0798594	0.334428	0.127258	0.332243	0.223833	0.0371849	0.712084	0.102778	0.757818	0.171535	0.2963016	4.30367	2.93817	2.13932	2.56363	2.40867	1.71268	3.29774	1.70536	1.51389	3.83762	-3.731572	2.00838	1.9064	5.49868	5.1598	2.15383	0.0411851	0.890272	2.00838	1.9064	4.62314	1.27393	0.00777887	0	0.890272	2.00838	1.9064	4.62314	4.62314	0	0	0.890272	1.95913	9.12255	1.52756	0	0	0	0.890272	1.85516	5.29622	0	0	0	0	0.890272	5.29622	6.95075	0	0	0	0	0.890272	6.95075	0	0	0	0	0	0.890272	0.02846586	0.0375327	0.0184114	0.0139205	0.0220373	0.0126696	0.0929854	0.0221479	0.0341231	0.0230121	0.0149807	0.023007	0.0558622	0.101146	0.0292647	0.0556807	0.0245914	0.0113386	0.0448114	0.0220625	0.0147198	0.0685958	0.025537	0.0813687	0.0111226	0.0438964	0.0472941	0.0261461	0.0395762	0.0731203	0.0108689	0.0164385	0.0284235	0.0123116	0.0157007	0.0117162	0.0283733	0.0186436	0.0185998	0.0217185	0.0154668	0.0188721	0.0324512	0.0138799	0.0239668	0.0178086	0.0161051	0.0377501	0.0156555	0.0191836	0.0145338	1	0.210092	0.447213	0.246303	0.180988	0.14492	0.146869	1.22924	0.268462	0.218715	0	0	-1.5793	-0.805071	-0.165852	0	-1.23302	-0.357207	0.009309164	0.01501711	0.05379907	0.1760001	2.574788	0	0.896146	0	1.76088	0	-1.05278	1.78322	0	0.176	0.00930916	0.1853092	0	0	1	1	1	0	1	1	0	1	0	1	0	1	1	0
4540	-38485.46	-38443.17	-42.29068	1.845963	1.975573	0.5478315	3.410447	0.6407897	0.7248998	0.0128984	0.321429	0.150834	0.321641	0.352634	0.0812066	0.410967	0.0844021	0.574908	0.163166	0.4307137	3.36189	3.10759	2.15649	3.16405	2.21795	2.0827	1.87257	2.03436	1.64113	2.95803	-4.00493	2.20742	2.20218	2.24992	2.24978	2.24851	0.374678	2.19745	2.20742	2.20218	2.24956	0.374954	0.374601	0	2.19745	2.20742	2.20218	0.375209	0.375209	0	0	2.19745	2.20339	2.2518	0.37498	0	0	0	2.19745	2.20147	0.375255	0	0	0	0	2.19745	2.24984	0.375376	0	0	0	0	2.19745	0.375376	0	0	0	0	0	2.19745	0.0216574	0.0346556	0.0213533	0.00690238	0.0181772	0.0129927	0.0687807	0.0154978	0.0222465	0.0223015	0.0183927	0.0128788	0.0183361	0.0283518	0.0171004	0.0509742	0.0158645	0.0100193	0.0239706	0.0132896	0.0118684	0.0268189	0.0108905	0.0539749	0.00899628	0.0254622	0.0378324	0.0319135	0.0284673	0.0492672	0.00944019	0.0174736	0.02959	0.0126293	0.0152543	0.0115665	0.0335326	0.0139116	0.0147289	0.0205168	0.0078819	0.0158327	0.0150992	0.0282241	0.0158537	0.0440644	0.0121783	0.0170631	0.011161	0.0112771	0.010044	1	0.194716	0.441561	0.258221	0.168093	0.141161	0.166875	1.05245	0.227966	0.227038	0.469779	1.58425	-1.54821	0	0	-0.581829	0	-1.80096	0.02284401	0.02099187	0.03753738	0.2830829	3.84116	0	0.808445	0	1.65601	0	0	0.0235619	-1.79101	0.283083	0.022844	0.3059269	1	1	1	0	0	1	0	1	0	1	0	1	0	0	1	1
4550	-38486.51	-38449.55	-36.96706	4.445278	3.562382	1.203204	5.107386	1.111215	1.266522	0.0521967	0.382148	0.155618	0.148072	0.273772	0.0811588	0.43666	0.0964346	0.677554	0.110592	0.690518	2.70669	3.20294	2.29696	2.94858	2.87191	1.98259	1.88534	1.87	1.58456	3.15968	-4.481428	1.24382	1.243	1.24228	1.24226	1.24206	3.48697	1.24227	1.24382	1.243	1.24222	3.48768	3.48677	0	1.24227	1.24382	1.243	3.48833	3.48833	0	0	1.24227	1.24319	1.24256	3.48774	0	0	0	1.24227	1.24289	3.48845	0	0	0	0	1.24227	1.24227	3.48876	0	0	0	0	1.24227	3.48876	0	0	0	0	0	1.24227	0.01344825	0.0151538	0.00461184	0.00428786	0.0125599	0.00611396	0.0329806	0.0126172	0.0106695	0.00767882	0.0117068	0.0109622	0.0114106	0.0113859	0.00789314	0.0282723	0.0110823	0.00260084	0.0136694	0.010288	0.0060945	0.0110452	0.00541886	0.0244229	0.00557409	0.0146221	0.0152709	0.0190242	0.00944557	0.102989	0.00670989	0.0053395	0.0133065	0.00533568	0.0113053	0.00590426	0.00609461	0.00392218	0.00951949	0.00603663	0.0185548	0.00820207	0.0188614	0.00564851	0.00759236	0.0114506	0.00857063	0.045761	0.00474687	0.0121715	0.00781731	1	0.211434	0.46069	0.294815	0.16772	0.151819	0.186577	1.03209	0.250664	0.222832	0	0	0	-1.57046	-0.636466	-0.572766	0	-0.496249	0.03087059	0.01041345	0.07007491	0.1479581	5.797904	0.279201	-1.57467	-1.58842	1.76671	0	-0.00258879	0	1.03252	0.147958	0.0308706	0.1788287	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1
4560	-38501.08	-38442.41	-58.6668	1.392418	1.024967	0.5929846	2.404997	0.6426043	0.685824	0.044061	0.2968	0.143903	0.379165	0.229082	0.135042	0.483992	0.102938	1.21293	0.290489	0.08646489	3.24231	3.96479	2.49822	2.45302	2.39421	1.10063	2.82766	2.05456	1.52828	2.62444	-3.703362	1.72986	1.75096	2.13279	2.17033	2.7588	1.25075	2.15484	1.72986	1.75096	2.23672	0.486719	1.97833	0	2.15484	1.72986	1.75096	0.341576	0.341576	0	0	2.15484	1.73875	1.85685	0.463023	0	0	0	2.15484	1.7636	0.329072	0	0	0	0	2.15484	2.15484	0.305441	0	0	0	0	2.15484	0.305441	0	0	0	0	0	2.15484	0.02928032	0.0294637	0.0114035	0.0100925	0.025252	0.0131703	0.0730156	0.0159638	0.0177388	0.0142791	0.0188559	0.0185432	0.02866	0.0202466	0.0134331	0.0624605	0.0182515	0.00568866	0.0373867	0.0274559	0.0163683	0.0430495	0.0203963	0.0645815	0.0121814	0.0334382	0.0474713	0.0303913	0.0848351	0.071193	0.0388371	0.0603861	0.0151234	0.0130314	0.0124583	0.0124205	0.0326034	0.0108426	0.00623856	0.0127376	0.0255772	0.0273091	0.0149203	0.0140971	0.0173038	0.0167929	0.0463988	0.0748064	0.0538785	0.0144155	0.0185213	1	0.186051	0.43252	0.267931	0.168266	0.145352	0.147838	1.0199	0.258076	0.21807	0	0	-1.59421	0	0	-0.963653	0.339353	-1.58469	0.1024862	0.03715642	0.02187279	0.2422624	2.491462	1.3996	0	-1.22733	1.82502	0	1.57864	0	-1.8792	0.242262	0.102486	0.3447486	0	0	1	0	0	1	1	1	1	0	1	1	0	1	0	1
4570	-38470.78	-38433.95	-36.82626	2.229825	3.183149	1.054	4.560049	1.168048	1.179161	0.0763715	0.518294	0.148452	0.273705	0.184806	0.107975	0.616399	0.0947192	0.544694	0.159577	0.2534084	3.08525	2.72195	2.57808	2.65404	3.01679	1.44791	2.88156	1.96542	1.94098	3.39491	-4.444306	1.5931	1.59048	3.10741	3.10634	3.09209	3.03121	1.58259	1.5931	1.59048	3.10449	3.08378	3.00628	0	1.58259	1.5931	1.59048	3.10449	3.10449	0	0	1.58259	1.59121	3.11663	3.08664	0	0	0	1.58259	1.58997	3.10678	0	0	0	0	1.58259	3.10678	3.11149	0	0	0	0	1.58259	3.11149	0	0	0	0	0	1.58259	0.01395686	0.0202007	0.00874561	0.00431547	0.0118889	0.00573444	0.0314073	0.0105328	0.0152561	0.00856179	0.011313	0.00744115	0.0073789	0.0145294	0.00754184	0.0303882	0.0106209	0.00895055	0.0311655	0.0164054	0.012497	0.0111088	0.00443114	0.0407975	0.00832765	0.0191787	0.028735	0.00844017	0.0280407	0.0308918	0.0168255	0.00601854	0.0129215	0.00644806	0.0117706	0.0119307	0.0110769	0.00587638	0.0121637	0.00497534	0.0278555	0.01505	0.0107298	0.0259301	0.00889922	0.00670598	0.00293059	0.0450585	0.0219548	0.00715279	0.00967421	1	0.22659	0.429259	0.287959	0.169512	0.147517	0.161012	1.12889	0.262166	0.26396	0.0825881	0	-1.492	-0.641311	0	-1.91244	-0.00602302	-1.05316	0.01235449	0.01028445	0.08304801	0.101749	4.813457	0	0	-0.287057	1.91186	-0.330571	0	0.674522	0	0.101749	0.0123545	0.1141035	1	0	1	1	0	1	1	1	0	0	1	1	1	0	1	0
4580	-38481.39	-38433.25	-48.14088	0.8717745	1.162013	0.4873085	2.286471	0.5992034	0.6088638	0.0451365	0.243723	0.173706	0.293768	0.150767	0.446225	0.405543	0.0976916	1.18054	0.194444	0.3467645	3.10555	3.26125	1.98499	2.94436	3.00043	1.87558	2.92225	2.07362	1.64703	2.49773	-3.975021	1	1	6.25509	6.25509	6.25509	6.25509	1	1	1	6.25509	6.25509	6.25509	0	1	1	1	6.25509	6.25509	0	0	1	1	6.25509	6.25509	0	0	0	1	1	6.25509	0	0	0	0	1	6.25509	6.25509	0	0	0	0	1	6.25509	0	0	0	0	0	1	0.02231495	0.0133275	0.00926101	0.00759828	0.0165297	0.0112843	0.0660589	0.0174496	0.0224015	0.0150036	0.0286235	0.0199717	0.0162465	0.0204665	0.0149225	0.0450451	0.0163566	0.0106022	0.0480715	0.0354315	0.023165	0.0436502	0.0133419	0.103031	0.0168951	0.052617	0.0673454	0.0308739	0.051941	0.0436464	0.0148239	0.0122973	0.0152141	0.0143246	0.0134982	0.0065191	0.00754649	0.0305902	0.0107621	0.0129675	0.00993981	0.0231666	0.0184099	0.01788	0.0167481	0.0498193	0.00978003	0.0592601	0.0223308	0.0133445	0.0147205	1	0.23901	0.543653	0.317423	0.197307	0.198948	0.196878	1.17039	0.284276	0.27642	1.48061	1.76314	-1.64008	0	1.05156	-0.171861	0	0	0.01193966	0.05049751	0.02384619	0.0975329	2.633236	0.572823	0	-0.172276	1.0486	-0.871687	-0.645889	1.83339	0	0.0975329	0.0119397	0.1094726	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	0
4590	-38472.9	-38441.96	-30.93702	1.179008	1.516352	0.7362959	3.293792	0.7406104	0.7933043	0.0515594	0.32048	0.182499	0.381596	0.196812	0.594907	0.463409	0.10315	1.59058	0.251935	0.583515	3.83455	3.52462	2.6206	2.85323	2.98454	1.51132	2.71998	2.12761	1.35423	3.23545	-4.221082	1.46851	1.46681	7.71095	7.71072	7.70861	2.86209	1.46528	1.46851	1.46681	7.71036	2.86311	2.86181	0	1.46528	1.46851	1.46681	2.86406	2.86406	0	0	1.46528	1.4672	7.71408	2.86321	0	0	0	1.46528	1.46658	2.86423	0	0	0	0	1.46528	7.71081	2.86468	0	0	0	0	1.46528	2.86468	0	0	0	0	0	1.46528	0.01744748	0.0159418	0.00899974	0.00769272	0.00853617	0.00766139	0.0371052	0.00988004	0.0166527	0.0109302	0.0126594	0.0102817	0.0135602	0.0123871	0.0112767	0.0309642	0.0161903	0.00344893	0.0202426	0.0217903	0.0123437	0.0337853	0.0158815	0.101602	0.0125474	0.0308612	0.0395975	0.00919754	0.0375165	0.0252208	0.0115446	0.00533776	0.0112364	0.00903689	0.00796796	0.00704739	0.0159495	0.00563448	0.0121239	0.0088743	0.00989188	0.0353469	0.0109966	0.0149324	0.0225066	0.00371879	0.0306556	0.0202695	0.021807	0.0175306	0.00667855	1	0.261692	0.575381	0.369306	0.240441	0.177262	0.203911	1.36492	0.337798	0.294653	0	0	-1.70858	0	0	-1.55807	0	-0.873944	0.01633195	0.02176397	0.03406617	0.07588784	3.877307	0	0	0	1.64111	0	0	1.66058	-0.990324	0.0758878	0.016332	0.09221979	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	1
4600	-38478.92	-38447.17	-31.75031	2.643436	2.720069	1.066172	4.479252	1.146834	1.167534	0.0752157	0.514802	0.102714	0.55449	0.235365	1.00959	0.131768	0.114694	0.954759	0.206554	2.002179	4.18553	3.37867	2.49003	2.83823	2.54261	1.68927	2.89014	2.03048	2.2009	3.28359	-4.484653	1.04258	1.03843	4.72076	4.69764	4.39139	3.23584	0.979199	1.04258	1.03843	4.658	4.21699	2.8453	0	0.979199	1.04258	1.03843	4.658	4.658	0	0	0.979199	1.04061	4.90878	4.27649	0	0	0	0.979199	1.03625	4.70711	0	0	0	0	0.979199	4.70711	4.80689	0	0	0	0	0.979199	4.80689	0	0	0	0	0	0.979199	0.01340496	0.0186025	0.0072838	0.0037853	0.0102715	0.00407072	0.0365936	0.00548725	0.0082454	0.00560148	0.0064885	0.0043937	0.00622548	0.00779099	0.00575996	0.0185582	0.00707829	0.00787687	0.0221567	0.0154885	0.00956847	0.0132727	0.00559944	0.0700139	0.00872591	0.0162758	0.0208262	0.00395345	0.0154112	0.0276178	0.00618511	0.00492205	0.00829317	0.00441708	0.00588436	0.0148124	0.0175779	0.0117329	0.0171474	0.00487587	0.016347	0.00367172	0.0157758	0.0260949	0.00656616	0.0135893	0.0131923	0.0286296	0.00920328	0.00755736	0.00205104	1	0.284743	0.575381	0.387568	0.249307	0.194702	0.237893	1.38914	0.339207	0.307594	0	0	-1.26779	-0.993579	0	0	-0.0951572	0	0.009729183	0.01789423	0.02811269	0.08296841	6.481431	0	0.503767	0	1.13753	-0.0407918	0	1.5701	0	0.0829684	0.00972918	0.09269759	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	0
