Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	diff_age_root_ingroup	kappa_mol[1]	kappa_mol[2]	kappa_mol[3]	kappa_mol[4]	kappa_mol[5]	kappa_mol[6]	kappa_mol[7]	kappa_mol[8]	kappa_mol[9]	kappa_mol[10]	ln_mean	m_w[1][1][1]	m_w[1][1][2]	m_w[1][1][3]	m_w[1][1][4]	m_w[1][1][5]	m_w[1][1][6]	m_w[1][1][7]	m_w[2][1][1]	m_w[2][1][2]	m_w[2][1][3]	m_w[2][1][4]	m_w[2][1][5]	m_w[2][1][6]	m_w[2][1][7]	m_w[3][1][1]	m_w[3][1][2]	m_w[3][1][3]	m_w[3][1][4]	m_w[3][1][5]	m_w[3][1][6]	m_w[3][1][7]	m_w[4][1][1]	m_w[4][1][2]	m_w[4][1][3]	m_w[4][1][4]	m_w[4][1][5]	m_w[4][1][6]	m_w[4][1][7]	m_w[5][1][1]	m_w[5][1][2]	m_w[5][1][3]	m_w[5][1][4]	m_w[5][1][5]	m_w[5][1][6]	m_w[5][1][7]	m_w[6][1][1]	m_w[6][1][2]	m_w[6][1][3]	m_w[6][1][4]	m_w[6][1][5]	m_w[6][1][6]	m_w[6][1][7]	m_w[7][1][1]	m_w[7][1][2]	m_w[7][1][3]	m_w[7][1][4]	m_w[7][1][5]	m_w[7][1][6]	m_w[7][1][7]	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	rho_b	rho_d	rho_e	rho_w	root_age	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	use_phi_b[1]	use_phi_b[2]	use_phi_d[1]	use_phi_d[2]	use_phi_e[1]	use_phi_e[2]	use_phi_w[1]	use_phi_w[2]	use_sigma_b[1]	use_sigma_b[2]	use_sigma_d[1]	use_sigma_d[2]	use_sigma_e[1]	use_sigma_e[2]	use_sigma_w[1]	use_sigma_w[2]
1500	-38487.64	-38442.92	-44.7151	1.330569	1.252827	0.571016	2.277651	0.5261343	0.6499474	0.00523326	0.512809	0.150044	0.199209	0.415195	0.0124864	0.489661	0.0936553	1.04149	0.145134	0.2750171	3.36549	3.15021	2.54818	2.42952	2.83543	1.58396	2.60686	2.08351	1.88924	3.26486	-3.976734	2.35225	2.34622	9.32288	9.32225	9.31656	2.53459	2.34077	2.35225	2.34622	9.32127	2.53661	2.53403	0	2.34077	2.35225	2.34622	2.53847	2.53847	0	0	2.34077	2.34761	9.33129	2.53679	0	0	0	2.34077	2.3454	2.53881	0	0	0	0	2.34077	9.3225	2.53969	0	0	0	0	2.34077	2.53969	0	0	0	0	0	2.34077	0.02227675	0.0420217	0.0226404	0.0112098	0.0252464	0.0103896	0.131278	0.0231898	0.0328493	0.0157566	0.0180608	0.00808925	0.0193356	0.023701	0.0136799	0.0423243	0.0279665	0.0109703	0.04118	0.0219438	0.0132702	0.0499051	0.0166217	0.0613471	0.00998648	0.0363187	0.0516762	0.00824092	0.0628721	0.0616191	0.00711297	0.0256227	0.026128	0.0138084	0.0111182	0.0153495	0.01317	0.0138595	0.019143	0.0149079	0.0309133	0.0106219	0.0260878	0.0112986	0.0315078	0.00905563	0.0172557	0.032793	0.0216426	0.0152245	0.015339	1	0.207886	0.449976	0.301789	0.183354	0.142349	0.203575	1.16611	0.255529	0.263362	0	0.25811	-1.85051	0	0.283741	-1.24848	0	-1.9455	0.0441938	0.0288321	0.06590229	0.08290924	2.552668	0.112815	0	-0.947689	1.72186	-0.366849	-1.59246	1.38195	-1.30074	0.0829092	0.0441938	0.127103	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1
1510	-38495.4	-38457.1	-38.30736	2.968405	2.617907	1.11453	4.135073	1.01209	1.220728	0.00464971	0.418621	0.0409392	0.461334	0.261262	0.0358653	0.679233	0.0892731	2.65114	0.15298	0.4399449	2.87666	3.15673	2.61827	2.39753	2.93169	1.26611	2.0682	1.94132	1.76383	2.88889	-4.413736	1.45151	1.43646	6.33557	6.26091	5.32079	2.54773	1.24591	1.45151	1.43646	6.13411	4.82525	1.8684	0	1.24591	1.45151	1.43646	6.13411	6.13411	0	0	1.24591	1.44402	6.96303	4.99113	0	0	0	1.24591	1.42906	6.29143	0	0	0	0	1.24591	6.29143	6.61846	0	0	0	0	1.24591	6.61846	0	0	0	0	0	1.24591	0.01439012	0.0147608	0.00868168	0.00639644	0.0222499	0.0119352	0.101159	0.0118196	0.0143053	0.00967573	0.0214122	0.00925162	0.00932182	0.0126208	0.0100159	0.0211499	0.011159	0.00774549	0.0306691	0.0126376	0.00750501	0.0284119	0.0141316	0.0367301	0.00407752	0.0188744	0.0205153	0.0159471	0.0115571	0.0554795	0.00474563	0.00707317	0.0138094	0.00648042	0.00310354	0.0128878	0.0048922	0.0248929	0.0206107	0.0142911	0.0129232	0.00568715	0.00917475	0.00421301	0.0138835	0.0149621	0.00383999	0.0221037	0.0107124	0.00847121	0.00868284	1	0.224038	0.475642	0.301789	0.190553	0.20747	0.161959	1.19231	0.260698	0.22416	0	0	-1.61276	-1.54435	0	-0.327152	-0.229385	-0.618871	0.08239885	0.009104054	0.03213729	0.0820518	4.575018	1.54664	0.897372	-1.01277	1.73472	-0.533801	1.96216	1.61932	0	0.0820518	0.0823989	0.1644507	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0
1520	-38470.94	-38443.07	-27.87169	2.987419	2.733397	1.278818	5.204361	1.241636	1.311629	0.0162889	0.621339	0.114185	0.272761	0.266317	0.0854789	1.05001	0.0966706	1.11034	0.41164	0.3647586	3.06866	3.1207	2.50844	2.53158	2.81439	1.87984	2.28825	2.00243	1.69113	3.9797	-4.596527	1	1	2.73416	2.73416	2.73416	6.61915	1	1	1	2.73416	6.61915	6.61915	0	1	1	1	6.61915	6.61915	0	0	1	1	2.73416	6.61915	0	0	0	1	1	6.61915	0	0	0	0	1	2.73416	6.61915	0	0	0	0	1	6.61915	0	0	0	0	0	1	0.01198614	0.0132369	0.0102198	0.00588174	0.0181437	0.0101499	0.0771118	0.0107704	0.00813436	0.00776154	0.00883531	0.00486081	0.00773904	0.0122207	0.00661898	0.0233552	0.0123737	0.00421215	0.0177258	0.0160088	0.0113798	0.025767	0.00989478	0.0375564	0.00563252	0.0185079	0.0199727	0.0086511	0.0169721	0.0278134	0.00455342	0.00361775	0.00881347	0.00903157	0.00241025	0.0148518	0.00602902	0.00779247	0.0206811	0.00778056	0.00681207	0.00415708	0.0164692	0.0145489	0.012823	0.00837592	0.00575494	0.012685	0.00733604	0.00924364	0.00745816	1	0.232093	0.480436	0.271512	0.196469	0.146448	0.168556	1.16183	0.272494	0.229498	1.02145	0.138267	-1.92789	-1.32677	0	0	0	0	0.03428466	0.00981816	0.04919831	0.09580254	5.56912	1.41251	0	0	1.39451	-1.59005	-0.958002	1.00583	0.884142	0.0958025	0.0342847	0.1300872	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1
1530	-38492.94	-38450.21	-42.73445	1.220866	1.301447	0.6336863	2.826874	0.5749611	0.6793411	0.0186994	0.314764	0.173176	0.3551	0.173042	0.127347	0.772115	0.0978376	1.04802	0.121683	0.1248147	3.22279	3.19436	2.33375	2.61169	2.69981	2.30142	2.92993	1.76755	1.83138	2.74495	-3.908678	2.89724	2.77976	4.82906	4.59988	2.35947	0.11485	1.55178	2.89724	2.77976	4.22953	1.57971	0.0321576	0	1.55178	2.89724	2.77976	4.22953	4.22953	0	0	1.55178	2.83935	7.11234	1.81476	0	0	0	1.55178	2.72194	4.69255	0	0	0	0	1.55178	4.69255	5.77657	0	0	0	0	1.55178	5.77657	0	0	0	0	0	1.55178	0.02384559	0.0254573	0.0134766	0.00799529	0.0287189	0.0143121	0.107463	0.0145504	0.0133026	0.0128792	0.0110686	0.0104812	0.0089313	0.0216907	0.0100163	0.0416117	0.0178742	0.0052582	0.0187589	0.0171651	0.0110754	0.0705401	0.0303401	0.112795	0.0109934	0.0405464	0.04304	0.00949258	0.0379141	0.033922	0.00904021	0.0287426	0.0176802	0.0146814	0.0174737	0.00983207	0.0159577	0.0180908	0.0295075	0.0214465	0.0214162	0.00813613	0.00735465	0.0189272	0.0192498	0.0162411	0.0134314	0.0276048	0.0121114	0.0110985	0.0152062	1	0.225223	0.546335	0.317232	0.191967	0.182947	0.147223	1.24665	0.345426	0.230869	0.509802	0	-1.72283	-1.51021	0	0	-0.941662	-1.481	0.008917056	0.01654883	0.01516574	0.1485765	2.951689	0.724071	1.52914	0	1.26273	0	0	1.10657	0	0.148577	0.00891706	0.1574936	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	0
1540	-38488.3	-38439.24	-49.05956	1.654813	1.527937	0.6132761	2.466448	0.5675642	0.6602834	0.0631325	0.288537	0.17275	0.27462	0.267735	0.0365208	0.675625	0.0932875	1.18744	0.131918	0.04945069	2.22593	3.13325	2.44072	2.20333	2.90496	1.65745	2.51197	2.30539	1.58901	3.03644	-3.890261	1.95645	1.92389	10.9642	10.7598	8.31112	0.718412	1.53467	1.95645	1.92389	10.416	1.9793	0.439195	0	1.53467	1.95645	1.92389	2.89688	2.89688	0	0	1.53467	1.94008	12.7376	2.08836	0	0	0	1.53467	1.90812	3.01568	0	0	0	0	1.53467	10.8432	3.26828	0	0	0	0	1.53467	3.26828	0	0	0	0	0	1.53467	0.02428884	0.0590742	0.0241781	0.0126634	0.0186251	0.0198482	0.138828	0.0227267	0.0287939	0.0128742	0.0163546	0.00774839	0.0174889	0.0199216	0.0148149	0.0439696	0.0186756	0.0112474	0.0485876	0.022514	0.0134519	0.0356068	0.0103035	0.099455	0.0199029	0.0470405	0.0370516	0.0129909	0.021048	0.0736229	0.00854639	0.0135802	0.0442213	0.0120501	0.00950372	0.0224959	0.0158477	0.0189431	0.0281	0.0115614	0.00414309	0.0107671	0.0178591	0.0110673	0.0155314	0.0219199	0.0233939	0.0283576	0.00566048	0.00898516	0.0168145	1	0.232336	0.544465	0.304409	0.211423	0.172481	0.188568	1.17211	0.260272	0.287074	0	0.706406	-0.632578	0	-1.45685	0	-0.363972	-1.16372	0.06202152	0.03677294	0.03806604	0.05020711	2.515898	1.7288	0	0	1.93982	0	0	1.95522	-1.27971	0.0502071	0.0620215	0.1122286	0	1	1	0	1	0	1	1	1	0	0	1	0	0	1	1
1550	-38481.14	-38432.65	-48.4829	1.621685	1.133801	0.5322926	2.477921	0.4890416	0.6038835	0.0502409	0.386749	0.0950359	0.179331	0.153334	0.308129	0.629301	0.0862825	0.801787	0.231712	0.05283282	3.59206	3.13256	2.38258	3.31851	2.5453	2.00923	2.08971	1.77219	1.25874	2.90365	-3.894712	2.06181	2.05733	4.92406	4.92378	4.92124	0.754487	2.05329	2.06181	2.05733	4.92334	0.754996	0.754346	0	2.05329	2.06181	2.05733	0.755465	0.755465	0	0	2.05329	2.05836	4.92782	0.755042	0	0	0	2.05329	2.05672	0.755549	0	0	0	0	2.05329	4.9239	0.755772	0	0	0	0	2.05329	0.755772	0	0	0	0	0	2.05329	0.02418097	0.0331512	0.0167488	0.00852765	0.0191074	0.0124158	0.0653102	0.020956	0.0286679	0.0209141	0.0511339	0.0161604	0.0105047	0.0150538	0.0138988	0.0469347	0.0216457	0.00675334	0.0177617	0.023698	0.0179421	0.0335851	0.00895941	0.192168	0.0147525	0.0407116	0.0341997	0.00824189	0.0195104	0.0732641	0.0213801	0.0153923	0.0257239	0.0189386	0.0552688	0.0174079	0.00706753	0.0256414	0.0199854	0.0126291	0.039063	0.0262996	0.0210548	0.00723575	0.0221015	0.021466	0.0135363	0.0252159	0.0466662	0.010671	0.0170454	1	0.229991	0.504118	0.345627	0.216087	0.14915	0.162732	1.29139	0.299395	0.278413	1.48852	0	-1.68654	0	-1.98585	1.76451	0	-1.64575	0.1125825	0.02546128	0.002300615	0.1002878	2.530753	1.26534	0	0	1.6345	0	-0.753887	0.874656	-1.87441	0.100288	0.112583	0.2128703	1	0	1	0	1	1	0	1	1	0	0	1	0	1	1	1
1560	-38471.04	-38438.9	-32.14257	1.953054	1.553076	0.6862323	2.970353	0.7521273	0.7803617	0.0719825	0.452789	0.151452	0.367571	0.263689	0.409458	0.857435	0.0913953	1.21198	0.249957	0.4763819	3.58046	3.00463	2.40315	2.79035	2.80776	1.9089	2.56707	2.09836	1.56304	3.26515	-4.176287	1.01021	1.01017	4.23539	4.23538	4.23535	1.49287	1.01015	1.01021	1.01017	4.23538	1.49289	1.49287	0	1.01015	1.01021	1.01017	1.4929	1.4929	0	0	1.01015	1.01018	4.23543	1.49289	0	0	0	1.01015	1.01017	1.4929	0	0	0	0	1.01015	4.23538	1.49291	0	0	0	0	1.01015	1.49291	0	0	0	0	0	1.01015	0.01824682	0.0248403	0.0155267	0.0138929	0.0143043	0.00946655	0.0472819	0.0132273	0.0165757	0.0109395	0.0214883	0.0167592	0.0138595	0.0121819	0.0122315	0.0397967	0.0158011	0.00629581	0.0178329	0.0168016	0.0119111	0.022257	0.00992896	0.0644307	0.0108425	0.0368186	0.0281004	0.0138324	0.0185592	0.0504507	0.012267	0.0197794	0.0152429	0.0122427	0.0118952	0.00874607	0.00530374	0.0086681	0.00984728	0.0101231	0.0109573	0.0149951	0.0136615	0.0127256	0.0184387	0.0203286	0.0142398	0.019111	0.00821658	0.0637872	0.0102158	1	0.260323	0.61992	0.351337	0.234341	0.143015	0.188832	1.34796	0.294694	0.278035	1.80661	0.226994	-1.23307	0	-0.30492	0	0	-0.0230937	0.04853211	0.04529694	0.02299227	0.1193364	3.446735	0	0	0	1.37252	-1.10417	0	1.43338	-1.04275	0.119336	0.0485321	0.1678685	1	1	1	0	1	0	0	1	0	0	0	1	1	0	1	1
1570	-38466.79	-38441.82	-24.96569	2.312834	2.137857	0.8803232	4.221547	0.9766255	1.130892	0.074986	0.519941	0.121146	0.402698	0.273327	0.173786	1.11008	0.0855331	0.927307	0.253545	0.8059674	4.60963	3.57416	2.34604	2.47178	2.46788	1.88268	2.92941	1.87625	1.91987	2.75833	-4.68451	1	1	3.21446	3.21446	3.21446	3.21446	1	1	1	3.21446	3.21446	3.21446	0	1	1	1	3.21446	3.21446	0	0	1	1	3.21446	3.21446	0	0	0	1	1	3.21446	0	0	0	0	1	3.21446	3.21446	0	0	0	0	1	3.21446	0	0	0	0	0	1	0.01097662	0.0141064	0.00874618	0.00500208	0.00837159	0.00258708	0.0339752	0.00737815	0.00955162	0.00806281	0.00576538	0.00479502	0.00943007	0.0132068	0.00764576	0.0211436	0.0130587	0.00625121	0.0222207	0.0113371	0.00907776	0.017624	0.00653617	0.0373659	0.00508017	0.0177984	0.0207731	0.00715629	0.023254	0.0248063	0.00778001	0.0102566	0.0151338	0.00688179	0.0054145	0.00312513	0.0129156	0.00937903	0.00348134	0.0061849	0.00556312	0.019344	0.00767416	0.004963	0.0173478	0.00362719	0.0147382	0.0115212	0.00505128	0.00861001	0.00470704	1	0.285018	0.712695	0.409974	0.259521	0.204514	0.214493	1.4243	0.39448	0.308198	0	1.49443	-0.862655	-1.62189	0	0.524689	0	0	0.01740266	0.02782553	0.003429368	0.105283	5.027514	0	1.49992	-0.709281	0.467357	0	0	1.16766	0	0.105283	0.0174027	0.1226857	0	1	1	1	0	1	0	0	0	1	1	1	0	0	1	0
1580	-38479.49	-38455.79	-23.69705	2.417735	1.573898	0.840212	3.553488	0.9571416	0.9939568	0.0937909	0.548967	0.154886	0.25771	0.210666	0.382883	0.966667	0.0775732	0.905807	0.268451	1.88766	3.8721	3.41528	2.09549	2.92961	2.56122	1.74968	2.01559	1.91259	1.56069	3.10238	-4.445307	2.72571	2.65449	6.92016	6.71634	4.45577	0.695625	1.85372	2.72571	2.65449	6.37853	3.48217	0.31822	0	1.85372	2.72571	2.65449	6.37853	6.37853	0	0	1.85372	2.68995	8.7815	3.792	0	0	0	1.85372	2.62006	6.79922	0	0	0	0	1.85372	6.79922	7.72622	0	0	0	0	1.85372	7.72622	0	0	0	0	0	1.85372	0.01394291	0.010896	0.00803823	0.0046965	0.00883714	0.00710484	0.0343259	0.00788086	0.0106441	0.00874877	0.0137757	0.0108904	0.0136531	0.0127127	0.00988791	0.0229655	0.0147848	0.00613718	0.0375216	0.0209973	0.0128398	0.0249037	0.00751738	0.0497907	0.00471292	0.0161954	0.0227706	0.00440925	0.0237569	0.0500646	0.0214811	0.00984336	0.0119102	0.00910048	0.00923874	0.00813823	0.0140018	0.00722192	0.00577842	0.0178435	0.0113432	0.00647672	0.00965307	0.0127657	0.0227838	0.0103999	0.0045895	0.0219513	0.00409198	0.0166373	0.00570778	1	0.266725	0.528849	0.373224	0.232142	0.2106	0.169342	1.23573	0.299703	0.26255	0.8638	0	-1.84886	-0.310332	0	-0.912925	-0.578452	-1.70416	0.04292585	0.02146504	0.01048418	0.0700941	5.441148	1.27518	1.6073	-1.64164	1.65566	0	0	1.29961	0	0.0700941	0.0429259	0.11302	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	0
1590	-38483.9	-38444.33	-39.56657	1.641585	0.9602691	0.5025553	2.461508	0.6267069	0.6629065	0.0474308	0.452045	0.141784	0.381487	0.222333	1.82366	0.687969	0.096126	1.03287	0.174187	0.7326329	3.69515	3.28877	2.9819	2.54536	2.19724	2.29267	2.44338	2.03868	2.02703	2.93808	-4.214172	1.82442	1.82113	8.33683	8.33644	8.33286	8.32685	1.81816	1.82442	1.82113	8.33582	8.33152	8.32556	0	1.81816	1.82442	1.82113	8.33582	8.33582	0	0	1.81816	1.82189	8.34212	8.33194	0	0	0	1.81816	1.82069	8.3366	0	0	0	0	1.81816	8.3366	8.33864	0	0	0	0	1.81816	8.33864	0	0	0	0	0	1.81816	0.01756847	0.029527	0.0160767	0.00904409	0.0110648	0.00794029	0.0512322	0.0177446	0.0166787	0.0109244	0.0249297	0.0224559	0.0206324	0.0267001	0.0104268	0.0427467	0.0171014	0.00916144	0.0279666	0.0263816	0.0187456	0.0376072	0.0138801	0.0594264	0.0107887	0.0266266	0.0304911	0.0256844	0.0226964	0.0559093	0.0301071	0.0170142	0.00904576	0.0121218	0.0104385	0.0122061	0.0054859	0.0104551	0.0048232	0.00735366	0.0131206	0.0202164	0.0338027	0.02177	0.0174654	0.0113459	0.00827477	0.0313437	0.0149765	0.021425	0.0064769	1	0.288224	0.569254	0.38522	0.271029	0.215793	0.229093	1.27312	0.385974	0.351586	0	0	-1.94623	0	0	0.627969	0	-1.36754	0.09916899	0.07395926	0.05292458	0.05628806	3.194141	0.704924	0	-1.70194	1.13231	-0.590892	0	1.52283	0	0.0562881	0.099169	0.155457	0	0	1	0	0	1	0	1	1	0	1	1	1	0	1	0
1600	-38495.89	-38458.68	-37.21596	1.086574	0.8062464	0.452535	1.807984	0.5069001	0.530614	0.0277136	0.44823	0.0889684	0.177676	0.0293377	0.478437	0.958984	0.10905	1.67323	0.187511	0.3845975	3.5556	2.58851	2.24611	2.35501	2.38155	1.35317	2.28653	1.92706	1.72671	2.80926	-3.809533	3.18905	3.09498	11.1423	10.773	6.78232	0.835413	2.06439	3.18905	3.09498	10.164	5.13617	0.34587	0	2.06439	3.18905	3.09498	10.164	10.164	0	0	2.06439	3.14171	14.5761	5.65435	0	0	0	2.06439	3.04972	10.923	0	0	0	0	2.06439	10.923	12.6165	0	0	0	0	2.06439	12.6165	0	0	0	0	0	2.06439	0.02633094	0.0805372	0.0284221	0.01989	0.0167925	0.0106745	0.0781056	0.0210089	0.0236091	0.0123625	0.0140389	0.0316608	0.0318221	0.0336308	0.0271186	0.0488222	0.027401	0.0127041	0.0609287	0.0487013	0.0259191	0.05522	0.0175674	0.0642484	0.0135635	0.0330414	0.0452869	0.0280954	0.0334637	0.0693995	0.0215373	0.017916	0.0239378	0.0162229	0.01205	0.0040668	0.0129312	0.0253566	0.0103522	0.0171317	0.0169959	0.0137511	0.0047443	0.0131937	0.0379498	0.0150866	0.00645888	0.0366239	0.0112495	0.018237	0.0109414	1	0.256894	0.605793	0.363798	0.212858	0.203448	0.198618	1.3013	0.292584	0.289354	1.70382	0	-1.70357	0	0	0.924102	-0.652261	-1.98769	0.008497166	0.04341458	0.02586912	0.09998637	2.192581	1.93995	0	0	1.84894	0	0	1.66604	0	0.0999864	0.00849717	0.1084835	1	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0
1610	-38495.02	-38454.07	-40.95513	1.255314	1.185865	0.4870294	2.036252	0.4970693	0.5313183	0.0550864	0.321633	0.136378	0.454627	0.234853	0.758382	3.52801	0.0899635	0.742552	0.229083	0.3299877	2.94285	3.37059	2.18995	2.56069	2.15718	1.38077	2.50111	2.21369	1.44414	2.8529	-3.826159	1.37104	1.36974	7.62259	7.6224	7.62069	1.75042	1.36857	1.37104	1.36974	7.62211	1.75093	1.75027	0	1.36857	1.37104	1.36974	1.75141	1.75141	0	0	1.36857	1.37004	7.62513	1.75098	0	0	0	1.36857	1.36956	1.75149	0	0	0	0	1.36857	7.62248	1.75172	0	0	0	0	1.36857	1.75172	0	0	0	0	0	1.36857	0.02589677	0.0591452	0.0271847	0.014911	0.0204348	0.0105136	0.0611239	0.016243	0.0235477	0.015399	0.0173598	0.0112679	0.0334242	0.0309762	0.0294024	0.0414382	0.0240132	0.0149715	0.0495083	0.0431713	0.0211904	0.0378674	0.0157891	0.127833	0.0238326	0.0398009	0.0474402	0.00900907	0.0234546	0.0658448	0.0161669	0.0113452	0.0280555	0.012387	0.0206364	0.00434746	0.0114412	0.0307322	0.0127335	0.0109726	0.00916124	0.0277517	0.0172882	0.0122811	0.0303826	0.0126573	0.0185679	0.0260453	0.0252872	0.0161422	0.0110394	1	0.27403	0.685685	0.351141	0.220415	0.223389	0.211824	1.39891	0.373082	0.286639	1.32087	0	-0.597565	-1.52463	0	0	0	-0.717745	0.02952795	0.03224217	0.05071517	0.09932673	2.366239	1.99256	0	-0.841737	1.16913	-1.18734	0.531206	1.71734	-1.47063	0.0993267	0.0295279	0.1288547	1	0	1	1	0	0	0	1	1	0	1	1	1	1	1	1
1620	-38495.97	-38443.49	-52.47909	1.49228	1.108921	0.5217071	2.376067	0.5875894	0.6227514	0.049777	0.396369	0.162251	0.317621	0.18832	0.148047	1.02022	0.0982955	2.37085	0.171277	0.4154395	3.7444	3.54433	2.3243	2.66101	2.79327	1.73019	2.78186	2.06751	1.49351	3.19733	-4.038128	1.00727	1.00725	4.5546	4.5546	4.55457	1.93353	1.00723	1.00727	1.00725	4.55459	1.93354	1.93352	0	1.00723	1.00727	1.00725	1.93355	1.93355	0	0	1.00723	1.00725	4.55463	1.93354	0	0	0	1.00723	1.00724	1.93356	0	0	0	0	1.00723	4.5546	1.93356	0	0	0	0	1.00723	1.93356	0	0	0	0	0	1.00723	0.02095024	0.0351332	0.017191	0.0141972	0.0170859	0.0102848	0.0663575	0.0145621	0.0296696	0.014381	0.0131437	0.0109794	0.0276023	0.0329234	0.0307832	0.0405481	0.026483	0.00742525	0.022049	0.0218341	0.0112364	0.0501957	0.0173426	0.087757	0.0132767	0.0449154	0.0364612	0.0232537	0.0242513	0.065382	0.00953202	0.0430284	0.0222822	0.0147456	0.0214264	0.00307711	0.0110925	0.0146638	0.0131414	0.00722384	0.00674391	0.00789773	0.00579541	0.0207118	0.0254414	0.0110793	0.0107083	0.0243034	0.0245675	0.0188394	0.00698739	1	0.292435	0.580658	0.370103	0.212584	0.157746	0.223878	1.3308	0.272062	0.308101	0.171726	1.90739	-1.83509	0	-1.20129	-1.76327	0	-0.0164734	0.05885788	0.02641973	0.09370532	0.1161926	2.791507	1.36637	-0.14492	0	1.2645	0	0.9406	1.50894	-0.856776	0.116193	0.0588579	0.1750505	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1
1630	-38452.68	-38446.11	-6.576498	3.785441	2.726086	1.156123	5.466289	1.20481	1.374753	0.0517111	0.374247	0.153904	0.21366	0.151938	2.50164	0.377517	0.101548	0.783219	0.159678	0.2911667	2.91635	2.82734	2.40682	2.25648	2.65407	1.61954	1.73615	1.87701	1.46687	2.82527	-4.733257	1.94022	1.93636	3.12733	3.12716	3.12568	3.1232	1.93288	1.94022	1.93636	3.12691	3.12513	3.12266	0	1.93288	1.94022	1.93636	3.12691	3.12691	0	0	1.93288	1.93726	3.12951	3.1253	0	0	0	1.93288	1.93584	3.12723	0	0	0	0	1.93288	3.12723	3.12807	0	0	0	0	1.93288	3.12807	0	0	0	0	0	1.93288	0.01045438	0.0160733	0.00766528	0.00485946	0.00663024	0.00334828	0.0225012	0.00686361	0.00920147	0.00615457	0.0061307	0.0042508	0.00800053	0.00963102	0.00602203	0.0194476	0.00882209	0.00405059	0.0168153	0.00800371	0.00486988	0.0158563	0.00629811	0.0342725	0.00624694	0.0194052	0.0132432	0.00642518	0.0079362	0.0291428	0.00611432	0.00836573	0.00896104	0.00527803	0.00517068	0.00415846	0.00517404	0.00278095	0.00746669	0.00484516	0.011436	0.0152443	0.00479637	0.00482148	0.00802888	0.0091902	0.0101219	0.0104985	0.0067441	0.00639428	0.00509049	1	0.284621	0.711592	0.348756	0.239813	0.223804	0.198641	1.38707	0.341618	0.308295	0.697825	0	0	-1.39293	0	0	0	-1.50751	0.01838184	0.01699142	0.04392613	0.07953606	5.757455	0.915039	0	-1.06711	1.9433	-1.29799	0	0.481135	0	0.0795361	0.0183818	0.0979179	1	0	0	1	0	0	0	1	1	0	1	1	1	0	1	0
