Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha[1]	alpha[2]	alpha[3]	alpha[4]	alpha[5]	alpha[6]	alpha[7]	alpha[8]	alpha[9]	alpha[10]	birth	calib_lower	calib_upper	death	diff_age_root_ingroup	diversification	kappa[1]	kappa[2]	kappa[3]	kappa[4]	kappa[5]	kappa[6]	kappa[7]	kappa[8]	kappa[9]	kappa[10]	ln_mean	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	root_age	turnover
6400	-38390.79	-38435.14	44.35155	3.161179	2.052694	0.5496233	3.97804	0.6368001	0.6586037	0.0864731	0.447981	0.12761	0.303197	0.170087	0.00652171	0.296339	0.128675	0.678589	0.396907	0.8468545	-3.97804	2.32196	0.2930031	0.05032161	0.5538514	4.21575	3.38506	2.56753	2.52757	2.46373	1.20876	2.00915	1.87844	1.93588	2.86694	-4.085591	0.01997909	0.01448	0.00599127	0.00755822	0.0197632	0.00787127	0.0708749	0.0142907	0.0186403	0.0135233	0.019653	0.0157269	0.0189855	0.0202568	0.0176723	0.0424957	0.014386	0.00438464	0.0139408	0.0455869	0.0307218	0.0214701	0.0111915	0.0583621	0.00832742	0.0295439	0.0213641	0.0130418	0.0110203	0.0713039	0.0107533	0.00480169	0.0146975	0.0164502	0.0206264	0.0182213	0.0104595	0.012599	0.00955924	0.0151791	0.0246401	0.0207358	0.00866357	0.0232784	0.0128974	0.0414725	0.00882957	0.0191832	0.0103444	0.0184846	0.0130073	1	0.206068	0.453456	0.277852	0.201938	0.136431	0.189482	1.20118	0.251451	0.264123	4.028362	0.3459899
6420	-38398.1	-38446.05	47.95633	2.285778	1.819168	0.6985192	4.433941	0.7145287	0.7859883	0.0445554	0.229286	0.101035	0.26366	0.0920958	0.00973039	0.701261	0.108203	1.33605	0.259913	0.9918305	-4.433941	1.866059	0.3979005	0.01463945	0.5939301	4.5907	3.02143	2.50864	2.59975	2.92451	1.2161	2.62217	2.32461	1.42198	2.73567	-4.24367	0.01705781	0.0394116	0.0184736	0.00766224	0.0169758	0.00815985	0.0601469	0.0130094	0.0222461	0.0143098	0.0120687	0.0149465	0.0224472	0.0272872	0.0107037	0.043722	0.0166984	0.00536448	0.026007	0.0150046	0.00899519	0.0274963	0.0112276	0.0702399	0.0114716	0.0407734	0.0291253	0.0127098	0.0115001	0.0315671	0.00847507	0.0189029	0.0118189	0.00889825	0.00940532	0.020316	0.0396654	0.0076911	0.0122366	0.0144315	0.0118943	0.0132269	0.0100088	0.0106347	0.0133867	0.0127829	0.00370164	0.0152577	0.0085425	0.0148528	0.00857273	1	0.204914	0.50395	0.282741	0.169788	0.151515	0.158001	1.11841	0.251874	0.252152	4.448581	0.4011779
6440	-38404.38	-38450.24	45.86517	2.284862	1.524584	0.573849	3.217666	0.6673283	0.7906974	0.0769235	0.289408	0.163951	0.606158	0.322536	0.0119369	0.494258	0.119229	1.15626	0.27179	0.6413417	-3.217666	3.082334	0.04822524	0.3354211	0.5931165	4.21612	3.14762	2.33197	2.7514	2.42603	1.53069	2.38354	1.76726	1.5824	3.0652	-3.990487	0.02197248	0.0338976	0.0164722	0.0138917	0.0136361	0.0118669	0.0679028	0.010014	0.0135089	0.0129936	0.0150683	0.0108735	0.0116319	0.0137837	0.0114369	0.0390301	0.0153287	0.0144039	0.0369619	0.0205428	0.0114003	0.0238407	0.0107947	0.0390236	0.00579024	0.0186686	0.0273617	0.0213242	0.0274253	0.0563498	0.0262274	0.0161271	0.0136405	0.00564673	0.0172524	0.0161428	0.0155317	0.0132669	0.00788011	0.0598494	0.0175038	0.0292222	0.00438607	0.00961491	0.013841	0.0118942	0.0140714	0.0252087	0.0119376	0.0390397	0.00947095	1	0.262307	0.437065	0.351252	0.210735	0.155287	0.171392	1.19304	0.274712	0.277081	3.553087	0.07519429
6460	-38388.52	-38446.06	57.54149	3.429006	2.485609	0.6952318	4.931914	0.9364345	0.9697444	0.0343341	0.962623	0.143147	0.545778	0.586615	0.017716	0.231099	0.112624	7.89735	0.165204	0.6831495	-4.931914	1.368086	0.1602875	0.1883348	0.522862	4.36836	2.92335	2.56002	2.25973	3.7501	2.49522	2.66997	2.06877	1.66879	3.58676	-4.575847	0.01223659	0.0129204	0.0057764	0.00414574	0.00909368	0.0075833	0.0526574	0.00792006	0.011676	0.00766401	0.0219246	0.0152636	0.0115723	0.0110627	0.00671612	0.0355453	0.0129773	0.00713272	0.0203073	0.0103512	0.00857453	0.013644	0.00593716	0.0236012	0.00366541	0.017011	0.0161306	0.0145064	0.0125279	0.0361372	0.023669	0.0121833	0.0133513	0.00844628	0.00447713	0.0100616	0.0051316	0.0145239	0.00624684	0.0135703	0.00811828	0.00683206	0.00970955	0.013237	0.0183771	0.00366278	0.00364508	0.0115391	0.0152378	0.00488304	0.0078119	1	0.255309	0.551339	0.309932	0.221026	0.197991	0.190917	1.21872	0.353587	0.288719	5.120249	0.2346302
6480	-38414.74	-38449.87	35.13475	1.289904	1.255828	0.3756718	2.674932	0.4757439	0.5250708	0.0600053	0.599795	0.138825	0.256889	0.557054	0.0882586	0.183806	0.113243	0.367635	0.265103	1.216394	-2.674932	3.625068	0.7173389	0.4763319	0.4990549	3.90603	3.19871	2.07159	2.33935	3.24467	1.37361	3.05203	2.07745	1.36501	3.92385	-3.769491	0.02740666	0.0438447	0.017629	0.010805	0.0170371	0.0114846	0.0640462	0.0131916	0.0216436	0.0182464	0.0342706	0.0305481	0.0253844	0.0322258	0.0257375	0.077108	0.0265523	0.00358677	0.0133135	0.0358742	0.0244396	0.0360266	0.0114832	0.0632194	0.00843402	0.0325193	0.0443353	0.018613	0.0686944	0.0426759	0.0198097	0.0120223	0.0554102	0.0411658	0.0141388	0.0332462	0.016232	0.00905793	0.0132513	0.011731	0.0366395	0.0306456	0.0219943	0.0114624	0.0167837	0.0268205	0.0279603	0.0206013	0.013549	0.0156786	0.0106235	1	0.242904	0.478312	0.27852	0.202177	0.144687	0.187994	1.17134	0.276401	0.277742	3.151264	0.5897259
6500	-38395.42	-38440.56	45.14388	3.157192	1.339706	0.8510504	4.388209	0.8251365	0.9172168	0.0664125	0.457208	0.158747	0.304171	0.442036	0.494907	0.109557	0.111004	1.51818	0.263742	0.6812541	-4.388209	1.911791	0.1358806	0.01860269	0.5453735	3.67992	4.01062	2.47547	2.82343	2.54577	1.34127	2.41547	1.90582	1.7415	3.19669	-4.277339	0.01649305	0.0265216	0.0138196	0.00661457	0.0158789	0.0125405	0.0536816	0.0192686	0.0262452	0.0108958	0.0190769	0.0119587	0.0258067	0.0254714	0.0110384	0.0359202	0.0198625	0.00503766	0.0280813	0.0519271	0.0351365	0.0354238	0.0187008	0.0447968	0.00777802	0.019334	0.018248	0.0113178	0.0173427	0.0605416	0.015384	0.00756414	0.0110974	0.0130647	0.00497914	0.0137619	0.0157138	0.00405842	0.0237826	0.0066799	0.0143549	0.0088218	0.0073418	0.0109524	0.0172656	0.00900952	0.0111127	0.0107307	0.00679941	0.0062402	0.00886422	1	0.226636	0.439752	0.259675	0.189116	0.139613	0.146557	1.08469	0.26324	0.24806	4.406812	0.1994565
6520	-38410.71	-38447.8	37.08406	2.225014	1.31558	0.6095111	3.191021	0.7423198	0.7539519	0.0524287	0.218243	0.151652	0.504765	0.239944	0.315866	0.424481	0.103795	0.886984	0.21734	0.8079914	-3.191021	3.108979	0.4876803	0.2755374	0.3203112	3.12444	3.62115	2.55374	2.71268	2.23794	1.72444	1.82351	2.05935	1.55452	3.74217	-4.038044	0.02095198	0.0357497	0.0166481	0.00954195	0.0218454	0.00970329	0.0837764	0.013647	0.0248031	0.0130324	0.0259469	0.01168	0.029326	0.022941	0.016938	0.0428599	0.0240086	0.00652948	0.0375574	0.0235178	0.0140503	0.0579587	0.0194748	0.066088	0.00637432	0.0335539	0.0351149	0.0182055	0.0231861	0.0753785	0.00922431	0.0238856	0.0197044	0.0141873	0.0102049	0.00599114	0.00977075	0.0221948	0.0126751	0.00881456	0.0202538	0.00795762	0.0221637	0.0329297	0.0270946	0.0172818	0.0351281	0.021979	0.00901508	0.0234145	0.010174	1	0.191733	0.482643	0.283479	0.186793	0.134653	0.129922	1.10718	0.286055	0.205896	3.466558	0.6035711
6540	-38410.81	-38453.49	42.68142	1.705583	1.413201	0.4699835	3.272073	0.6699275	0.7025556	0.00791169	0.443163	0.10697	0.347874	0.171848	3.4325	0.540638	0.0790711	2.33262	0.328426	0.930509	-3.272073	3.027927	0.4968016	0.03247751	0.4337074	4.17737	3.39504	2.20645	3.00492	2.77146	1.83174	2.82175	1.8986	1.74441	2.5521	-4.069538	0.02030242	0.0166776	0.00617246	0.0095109	0.0174896	0.0113312	0.0639729	0.0151102	0.0191397	0.0124438	0.0204421	0.0173271	0.0405097	0.0385835	0.0215349	0.0653039	0.0194512	0.00648855	0.0201099	0.0238102	0.0179306	0.031197	0.0109635	0.0657461	0.00962112	0.0262967	0.0349573	0.01715	0.0324727	0.0408287	0.0130172	0.0125424	0.039734	0.0191797	0.0105209	0.00755348	0.0155634	0.0299231	0.00567785	0.0140763	0.0303262	0.00969332	0.0104803	0.00942799	0.0186752	0.0324158	0.0328707	0.0119171	0.0156987	0.011629	0.0135984	1	0.219239	0.485951	0.308528	0.188516	0.134656	0.171612	1.03084	0.326497	0.252652	3.30455	0.533903
6560	-38390.75	-38438.22	47.46394	3.265279	2.113604	1.055431	5.315305	1.167758	1.264186	0.0873106	0.288421	0.161955	0.435134	0.187096	0.254912	0.378237	0.0881719	2.51994	0.333673	0.450646	-5.315305	0.9846946	0.06816929	1.157499	0.3824767	5.49242	3.79464	2.04433	2.64684	3.28018	1.02853	1.70847	2.11458	1.61182	2.93262	-4.483403	0.01342172	0.0245158	0.0127619	0.00733443	0.00999821	0.00500692	0.043363	0.0178919	0.0212268	0.00853485	0.00912192	0.00663494	0.0124232	0.0163235	0.0074917	0.0323801	0.012933	0.00446656	0.0206146	0.0152535	0.00994817	0.0249683	0.00798907	0.0240787	0.0041942	0.0129785	0.0202776	0.00481529	0.0617782	0.0371772	0.0152126	0.0145168	0.00844713	0.00796046	0.00451911	0.0037805	0.0142243	0.00420959	0.00619717	0.00220559	0.00532973	0.0185106	0.0220484	0.0118221	0.0133343	0.0123319	0.00512383	0.0141816	0.00597783	0.00899662	0.00507319	1	0.218369	0.428236	0.255959	0.175236	0.171709	0.12359	0.946168	0.240246	0.216303	6.472804	0.1512702
6580	-38376.06	-38442.84	66.78103	3.899343	2.33534	1.236717	5.787483	1.293882	1.49306	0.0229815	0.489242	0.129704	0.5126	0.172557	0.329582	0.44563	0.105427	0.527918	0.327539	0.3203121	-5.787483	0.5125167	0.1248404	0.9802686	0.1954717	3.03419	3.63216	2.10485	2.97939	3.025	2.24799	2.16859	2.12847	1.61992	3.32853	-4.819292	0.009592542	0.0131979	0.00666039	0.0035572	0.00906139	0.0046403	0.0279967	0.00930276	0.0121526	0.00610078	0.0050465	0.00517088	0.00565742	0.00947446	0.0104387	0.0152013	0.0130707	0.00368473	0.00897146	0.0106143	0.0062766	0.0139083	0.00492499	0.0184562	0.00366208	0.0124034	0.0130698	0.00714575	0.0142894	0.0268432	0.0141636	0.0146364	0.012285	0.00808024	0.0144967	0.0050397	0.00579588	0.00307731	0.00406001	0.00492113	0.00444115	0.0042774	0.00716196	0.00391965	0.0254066	0.00189383	0.00707191	0.0065046	0.0140621	0.0101905	0.00261252	1	0.268308	0.597106	0.380051	0.217321	0.140234	0.183988	1.49908	0.337921	0.276114	6.767752	0.389746
6600	-38374.67	-38434.57	59.89547	2.817919	1.639527	0.9930852	3.786261	1.006574	1.103826	0.108856	0.389073	0.174921	0.338198	0.0932303	0.140072	0.574138	0.0998025	1.20892	0.312202	0.7966369	-3.786261	2.513739	0.05143189	0.1820752	0.745205	4.45539	3.16253	2.45112	2.71463	3.10718	1.46082	2.07999	1.84897	1.29089	3.2135	-4.397528	0.01462525	0.0263226	0.0152532	0.00857842	0.0126232	0.00559026	0.0432882	0.00746097	0.0110749	0.00820926	0.0128826	0.00793635	0.0093402	0.0123797	0.00838724	0.0230779	0.0110544	0.005184	0.0188354	0.0255158	0.0184872	0.0218946	0.0111201	0.0476904	0.00626535	0.0210137	0.0195861	0.01408	0.012213	0.0617743	0.0113646	0.00819675	0.00985832	0.00891985	0.0176637	0.00687724	0.00831124	0.00415838	0.0126198	0.00886957	0.0104142	0.00766413	0.00741467	0.00678708	0.0166293	0.0121886	0.00386503	0.019217	0.00564012	0.0153494	0.00793684	1	0.259243	0.589649	0.379839	0.225	0.200384	0.217441	1.16333	0.326448	0.289169	3.968336	0.06456127
6620	-38405.82	-38453.16	47.33165	2.515757	1.853875	0.8777377	3.592563	0.877969	0.9083961	0.107803	0.353675	0.127796	0.294255	0.138328	0.157067	0.318654	0.109071	2.13131	0.245576	1.133982	-3.592563	2.707437	0.7125592	0.1280958	0.4214229	3.36794	3.24397	1.99801	2.74923	2.44517	1.95548	2.19223	1.81522	1.30654	2.80345	-4.240662	0.01710919	0.0200888	0.0152794	0.00504511	0.0098301	0.00561862	0.0527553	0.0119086	0.0166331	0.00935172	0.0095267	0.0062033	0.0129472	0.0129699	0.0102292	0.033096	0.0186807	0.0104389	0.0291303	0.03177	0.0259755	0.0291513	0.0124787	0.0954762	0.014294	0.0181214	0.0226119	0.00320778	0.0191733	0.056465	0.00832919	0.00619482	0.03261	0.0103405	0.00830475	0.00645896	0.00888987	0.00665651	0.0128152	0.00608132	0.00892931	0.016535	0.00890745	0.009053	0.0233726	0.00769427	0.0139234	0.0131446	0.00920574	0.00347446	0.0229354	1	0.222336	0.484281	0.306129	0.211096	0.174151	0.19463	1.03839	0.284748	0.247611	3.720658	0.628369
6640	-38402.59	-38450.65	48.06311	1.858778	1.836523	0.9694393	3.441265	1.018302	1.13487	0.0657907	0.203081	0.173795	0.333082	0.166961	2.28212	0.358565	0.105549	0.688684	0.224776	0.5729713	-3.441265	2.858735	0.1067762	0.2917226	0.4661951	4.00477	3.16301	2.418	3.3077	2.87413	1.50281	2.27979	1.89741	1.99691	3.0596	-4.340819	0.0154786	0.0244957	0.00931824	0.00474475	0.0154509	0.00681592	0.0500295	0.0101186	0.0216016	0.0075046	0.00983792	0.00781252	0.0121891	0.0138976	0.0145551	0.0234344	0.0182137	0.00378178	0.0213283	0.0172575	0.0126883	0.0208737	0.00824629	0.0550767	0.00857202	0.026033	0.0356021	0.0123052	0.0332605	0.0386782	0.0162705	0.0104053	0.0306708	0.0153232	0.00542158	0.00307375	0.00893557	0.0105715	0.00648051	0.00620057	0.0172318	0.00653413	0.00548012	0.00717139	0.0276325	0.00768614	0.0152849	0.016061	0.0038749	0.00321746	0.0177344	1	0.231249	0.447016	0.303638	0.212503	0.184686	0.162473	1.10989	0.258124	0.246025	3.732987	0.1863552
6660	-38400.67	-38450.87	50.19757	2.359711	2.196469	1.263967	4.869274	1.088755	1.365093	0.0876565	0.434075	0.180211	0.204318	0.122732	1.41095	0.118001	0.103778	0.702465	0.315473	0.8461538	-4.869274	1.430726	0.0643782	0.2003094	0.7817756	2.86521	3.52011	2.64067	2.56359	3.01958	2.2948	2.75096	1.84972	1.58273	3.48007	-4.50449	0.01314166	0.0257558	0.0167319	0.0106428	0.0119973	0.00735037	0.0509194	0.0154828	0.014165	0.00828383	0.0097698	0.0078887	0.0120151	0.0100514	0.0065375	0.0243472	0.0163697	0.00463476	0.0208538	0.022802	0.0139445	0.0249108	0.0108773	0.0460711	0.00736151	0.0171025	0.0278464	0.00567778	0.0296383	0.0263087	0.0101284	0.00670459	0.0239718	0.0155443	0.00901557	0.00754113	0.00801025	0.00538178	0.0160921	0.0113799	0.0152785	0.00665517	0.00390692	0.00335113	0.0273079	0.0091704	0.00875586	0.0103754	0.0127751	0.0125699	0.0086483	1	0.201575	0.464285	0.252805	0.175265	0.141824	0.1317	1.05667	0.237345	0.231953	5.069583	0.07608333
6680	-38405.37	-38449.8	44.43018	2.510732	1.903679	1.057428	4.303971	1.080778	1.115322	0.094491	0.668504	0.076038	0.35265	0.293758	0.378644	1.16317	0.0831693	0.641886	0.246238	0.464365	-4.303971	1.996029	0.212449	0.3567564	0.2519159	3.80187	3.27732	2.24795	2.89769	2.80749	1.54375	2.57715	1.72754	1.74422	2.92909	-4.16669	0.01842277	0.0133957	0.00802022	0.0067461	0.0103554	0.0128559	0.0660183	0.0104257	0.0149788	0.0106465	0.00928146	0.00710647	0.0123077	0.010584	0.00719875	0.0319203	0.0170816	0.00738424	0.0187652	0.0464239	0.0301883	0.0221769	0.0118148	0.0598408	0.010587	0.0293049	0.0249084	0.00888778	0.0223068	0.038939	0.024477	0.0049874	0.0165697	0.0137806	0.0227837	0.0125414	0.0126289	0.00797114	0.017547	0.0221528	0.00920621	0.00928098	0.00421444	0.0253788	0.0224355	0.00921608	0.0231513	0.0183019	0.00748172	0.0143881	0.0076511	1	0.188151	0.388192	0.290454	0.173072	0.127775	0.164595	1.02977	0.26111	0.217781	4.660728	0.4575045
6700	-38400.73	-38447.92	47.18877	2.203667	1.95316	1.097755	4.976843	1.094874	1.204213	0.106975	0.445017	0.139877	0.238673	0.0655066	0.10431	1.21264	0.0933141	3.59846	0.226016	0.8210888	-4.976843	1.323157	0.3787553	0.07668025	0.4423335	3.48045	3.40421	2.29107	2.1956	3.20325	1.9064	2.59414	1.66667	2.31129	3.09358	-4.188332	0.01802836	0.0119881	0.00701558	0.00485916	0.0170047	0.0100906	0.0694478	0.00865688	0.0153021	0.00774695	0.01864	0.00960436	0.0107424	0.0136376	0.00889539	0.0282799	0.0132024	0.00643334	0.0173467	0.0226674	0.0152259	0.0508303	0.0180498	0.0591357	0.00983682	0.0338591	0.0337113	0.0228199	0.0255784	0.0258069	0.00758954	0.0101847	0.0112048	0.00862342	0.0160868	0.00655197	0.004386	0.0124519	0.0103175	0.0101271	0.0188992	0.00947762	0.00974759	0.00891184	0.0181908	0.00720304	0.0121212	0.0136143	0.00764271	0.00995891	0.0143756	1	0.174284	0.423579	0.26364	0.171177	0.182028	0.132982	0.958305	0.251949	0.207512	5.053523	0.4612842
6720	-38398.35	-38441.87	43.5181	2.963118	2.069751	0.9887021	4.705731	1.078448	1.126212	0.11803	0.398482	0.119107	0.32738	0.144643	0.177232	0.289034	0.0626517	1.00345	0.137108	0.8133058	-4.705731	1.594269	0.3441958	0.6211285	0.46911	3.12561	2.9466	2.3224	2.51517	2.43515	2.15345	2.66759	1.88652	1.50392	3.55852	-4.142873	0.01886682	0.018799	0.0108331	0.00413384	0.0178753	0.00477927	0.046506	0.00969022	0.015324	0.0099861	0.0159547	0.00785475	0.0107395	0.0149194	0.00870356	0.0387361	0.0155038	0.0125222	0.0336386	0.0147697	0.0108639	0.0284807	0.00921035	0.060063	0.0104825	0.0212567	0.025591	0.00742639	0.021353	0.0427517	0.0138317	0.0185518	0.0140767	0.0100107	0.0213292	0.00680434	0.0112016	0.00441973	0.0135378	0.0115303	0.0531353	0.0140066	0.00678122	0.0150438	0.016417	0.0153813	0.00675871	0.024802	0.0169141	0.00467382	0.00764002	1	0.181592	0.372643	0.228843	0.162913	0.130887	0.128668	0.819122	0.229137	0.197129	5.32686	0.4232059
6740	-38410.91	-38443.98	33.07067	1.771997	1.489402	0.5792947	3.069022	0.6237476	0.6292451	0.0346961	0.361474	0.1413	0.468691	0.178186	2.01434	0.326759	0.113982	0.722962	0.2676	1.031636	-3.069022	3.230978	0.5341828	0.1932672	0.4974534	6.01365	3.11655	2.52232	2.24551	2.92362	1.46648	2.65206	2.13516	2.00506	2.78805	-3.828038	0.02584817	0.0242162	0.00992447	0.00943508	0.0252993	0.0108037	0.0681806	0.0228361	0.030451	0.0174653	0.0124822	0.0156608	0.0199485	0.0277306	0.0162146	0.0497146	0.0313798	0.0212066	0.0767038	0.0402906	0.0224595	0.040514	0.0210398	0.0600871	0.010645	0.0296427	0.04642	0.0164494	0.0417056	0.0632524	0.0111361	0.0154456	0.0296798	0.0109505	0.0232891	0.0122405	0.0172376	0.0471963	0.0309462	0.0119338	0.0240402	0.0217211	0.0120625	0.0636988	0.0294017	0.010657	0.0153885	0.0246733	0.0259745	0.0258418	0.016319	1	0.186854	0.3791	0.262187	0.164432	0.0907228	0.108654	1.04284	0.245881	0.185461	3.262289	0.5178015
6760	-38382.61	-38444.07	61.46079	4.302228	3.043886	1.19305	6.193271	1.226563	1.32354	0.00805017	0.564735	0.127839	0.320845	0.231454	0.442512	0.577163	0.121582	0.705702	0.309079	0.5158773	-6.193271	0.1067286	0.2169285	0.5186591	0.2989488	4.71962	3.33698	2.36683	3.31801	2.30957	2.00084	2.28833	1.70916	1.62149	3.47412	-4.845786	0.009341727	0.00845696	0.00267051	0.004334	0.00663489	0.00297314	0.0246985	0.00812929	0.0193285	0.00661499	0.00749692	0.00530607	0.00776326	0.00986168	0.00469637	0.0175416	0.00722262	0.0034002	0.0108174	0.021893	0.0112055	0.0109349	0.00426827	0.0196828	0.00294559	0.0114891	0.0123551	0.0107008	0.0109202	0.0287358	0.00519528	0.00284859	0.00831582	0.00430838	0.00502194	0.0164077	0.00808087	0.00881503	0.00598714	0.0034537	0.00323492	0.0423885	0.0143149	0.0142893	0.00826434	0.00510945	0.010572	0.00833537	0.00475715	0.020147	0.00405048	1	0.279968	0.581197	0.386312	0.246026	0.231695	0.227891	1.51683	0.37823	0.330158	6.71193	0.4205041
6780	-38401.68	-38454.07	52.39487	2.567253	2.531341	0.8094544	5.560874	1.085708	1.142431	0.0276143	0.671771	0.16696	0.308852	0.31753	0.223916	0.464873	0.094217	1.36424	0.229249	0.4975254	-5.560874	0.7391258	0.02575681	2.938134	0.4717686	3.39728	3.66563	2.8238	3.01597	2.66544	1.05143	2.13599	1.95351	1.41687	2.96117	-4.535976	0.01273434	0.0302737	0.0184657	0.0098621	0.0100919	0.00558322	0.0365689	0.00967926	0.0077823	0.00736528	0.0177622	0.00550628	0.00999089	0.0153539	0.0122714	0.0334966	0.0119358	0.00601942	0.0196255	0.0111157	0.00788836	0.0208424	0.00705361	0.0487779	0.00478834	0.0240957	0.0237913	0.0135904	0.0138641	0.0221171	0.0124859	0.0145799	0.0117225	0.00719923	0.00705909	0.0037771	0.00933969	0.00233088	0.00766993	0.0162076	0.00727664	0.0191316	0.020197	0.0136845	0.0104371	0.0091854	0.00560045	0.0118068	0.00810509	0.00595995	0.00260709	1	0.213744	0.511698	0.299423	0.172871	0.145261	0.159249	1.14067	0.289634	0.292387	8.499008	0.05176984
6800	-38384.64	-38446.51	61.87301	2.637468	1.609878	0.7177775	5.887408	0.7929367	0.8434827	0.0816238	0.533596	0.155785	0.357129	0.0443426	1.50179	0.642244	0.10437	0.624356	0.170053	0.4701792	-5.887408	0.4125919	0.1022414	0.8492204	0.3679379	5.14457	3.49682	2.42772	2.48828	2.83843	1.25898	2.44294	2.13462	1.41918	3.40161	-4.445535	0.01393972	0.0123061	0.00734046	0.00594659	0.0123915	0.00519043	0.0414034	0.00807922	0.0117926	0.00867819	0.0104192	0.0078637	0.0130054	0.0116346	0.00905613	0.0336458	0.0115054	0.00740208	0.0234274	0.0143753	0.0111266	0.0254592	0.0105114	0.0305535	0.00402905	0.0191096	0.0200352	0.0173052	0.0131701	0.0174024	0.0110839	0.013125	0.00789925	0.00803492	0.0108645	0.0114943	0.0184746	0.0139889	0.0109937	0.0122901	0.00771962	0.0177546	0.0184132	0.0226706	0.0108479	0.00664599	0.0186078	0.00603413	0.0087151	0.00929548	0.00435315	1	0.280685	0.562504	0.340074	0.221891	0.124683	0.178255	1.36373	0.31697	0.293179	6.736628	0.2174519
6820	-38415.39	-38458.19	42.80087	1.794389	1.104267	0.3696487	3.247981	0.3912024	0.4220501	0.00274577	0.374411	0.185368	0.452473	0.2607	3.43349	2.41619	0.0506435	0.679165	0.156609	1.210875	-3.247981	3.052019	0.6504485	0.03447909	0.5604265	3.51069	3.48119	2.38289	2.31501	2.8616	1.62285	2.57316	1.80889	2.13473	3.19331	-3.967122	0.02249191	0.0128923	0.00759653	0.00680568	0.0262432	0.0088701	0.0848374	0.0137399	0.024116	0.0216252	0.0355892	0.0272823	0.0207941	0.025699	0.0136502	0.0687453	0.0266755	0.0112573	0.0715361	0.0166103	0.0106749	0.0407907	0.0141678	0.0540803	0.0136098	0.0305254	0.0297526	0.0158492	0.022772	0.0488342	0.0176893	0.0227279	0.0225833	0.0116016	0.0244589	0.0284341	0.014432	0.0159053	0.0237716	0.0291144	0.0158666	0.010587	0.0222845	0.0316906	0.0198314	0.00936615	0.0150921	0.0109723	0.029226	0.0180519	0.0129344	1	0.236937	0.553786	0.319872	0.225828	0.22005	0.179673	1.14678	0.322566	0.281388	3.28246	0.5371723
6840	-38390.82	-38452.07	61.25325	3.246151	2.092801	0.6714944	5.760159	0.8546083	0.9331632	0.0516504	0.559267	0.120786	0.30216	0.478772	0.582983	0.155565	0.114234	0.905632	0.294854	0.4890433	-5.760159	0.5398412	0.1348131	1.022476	0.3542302	4.45987	2.66413	2.622	2.42534	2.37375	1.60717	2.19096	2.06184	1.97192	2.89327	-4.504406	0.01314276	0.0204779	0.00960803	0.00478217	0.0113832	0.0071704	0.0428708	0.0122613	0.0230828	0.0108355	0.0190625	0.0118358	0.0137782	0.0201227	0.00911364	0.0321722	0.0113178	0.002857	0.0117893	0.0143531	0.00725189	0.0186335	0.00766569	0.0235882	0.00542485	0.0151075	0.015811	0.0138802	0.0140943	0.0237601	0.0105449	0.00930014	0.00989405	0.0064749	0.0107545	0.00644131	0.00628452	0.0194077	0.00774478	0.00484218	0.0118485	0.0157255	0.00326336	0.00466695	0.0117022	0.00396073	0.0133268	0.00780615	0.00599596	0.00404789	0.00539499	1	0.247879	0.492763	0.302852	0.22541	0.153065	0.205282	1.45818	0.31828	0.265579	6.782635	0.2756671
