Iteration	Posterior	Likelihood	Prior	age_affinis	age_centrantoides	age_flynni	age_ingroup	age_littoralis	age_littoralis_flynni	alpha_mol[1]	alpha_mol[2]	alpha_mol[3]	alpha_mol[4]	alpha_mol[5]	alpha_mol[6]	alpha_mol[7]	alpha_mol[8]	alpha_mol[9]	alpha_mol[10]	birth	death	diff_age_root_ingroup	diversification	kappa_mol[1]	kappa_mol[2]	kappa_mol[3]	kappa_mol[4]	kappa_mol[5]	kappa_mol[6]	kappa_mol[7]	kappa_mol[8]	kappa_mol[9]	kappa_mol[10]	ln_mean	mu_mol_base	mu_mol_branch[1]	mu_mol_branch[2]	mu_mol_branch[3]	mu_mol_branch[4]	mu_mol_branch[5]	mu_mol_branch[6]	mu_mol_branch[7]	mu_mol_branch[8]	mu_mol_branch[9]	mu_mol_branch[10]	mu_mol_branch[11]	mu_mol_branch[12]	mu_mol_branch[13]	mu_mol_branch[14]	mu_mol_branch[15]	mu_mol_branch[16]	mu_mol_branch[17]	mu_mol_branch[18]	mu_mol_branch[19]	mu_mol_branch[20]	mu_mol_branch[21]	mu_mol_branch[22]	mu_mol_branch[23]	mu_mol_branch[24]	mu_mol_branch[25]	mu_mol_branch[26]	mu_mol_branch[27]	mu_mol_branch[28]	mu_mol_branch[29]	mu_mol_branch[30]	mu_mol_branch[31]	mu_mol_branch[32]	mu_mol_branch[33]	mu_mol_branch[34]	mu_mol_branch[35]	mu_mol_branch[36]	mu_mol_branch[37]	mu_mol_branch[38]	mu_mol_branch[39]	mu_mol_branch[40]	mu_mol_branch[41]	mu_mol_branch[42]	mu_mol_branch[43]	mu_mol_branch[44]	mu_mol_branch[45]	mu_mol_branch[46]	mu_mol_branch[47]	mu_mol_branch[48]	mu_mol_branch[49]	mu_mol_branch[50]	mu_mol_locus_rel[1]	mu_mol_locus_rel[2]	mu_mol_locus_rel[3]	mu_mol_locus_rel[4]	mu_mol_locus_rel[5]	mu_mol_locus_rel[6]	mu_mol_locus_rel[7]	mu_mol_locus_rel[8]	mu_mol_locus_rel[9]	mu_mol_locus_rel[10]	root_age	turnover
9160	-38374.91	-38441.78	66.87487	3.821668	3.257991	1.820338	6.615705	2.037591	2.307556	0.0298376	0.602938	0.189746	0.490732	0.114067	0.114836	0.360568	0.100524	0.837486	0.170388	0.3454156	0.1653355	2.47164	0.1800801	3.72344	3.88987	2.22654	2.59331	2.73068	1.77573	3.1732	1.8351	1.76063	3.6839	-5.132112	0.007015803	0.00764426	0.00246258	0.00385187	0.0056797	0.00332577	0.0200542	0.00421386	0.00561231	0.00539754	0.00544051	0.00337795	0.00552172	0.00384134	0.00496937	0.0148343	0.00908574	0.00135541	0.00501003	0.00816448	0.00580322	0.0144517	0.00490414	0.0184241	0.00362834	0.0115578	0.0174147	0.0186736	0.017698	0.0206817	0.00672899	0.00715126	0.00663251	0.0131976	0.00455661	0.00536364	0.00385278	0.00442207	0.00284839	0.00854519	0.0095504	0.00528311	0.00636287	0.00282499	0.0133269	0.0080054	0.00206238	0.0134676	0.00456184	0.0046927	0.00375173	1	0.216788	0.497693	0.324847	0.208448	0.163064	0.160408	1.16136	0.288661	0.228233	9.087344	0.4786567
9180	-38373.19	-38453.92	80.72594	8.839069	6.2199	4.10802	13.11552	3.491335	5.227645	0.0460093	0.401894	0.161023	0.416407	0.0281458	10.1979	0.592582	0.102993	1.16133	0.211249	0.1390733	0.04750927	1.363174	0.09156399	5.34774	3.29954	1.96431	2.80215	2.83703	1.2563	2.17999	1.90392	1.465	2.85696	-5.528331	0.004720652	0.00415614	0.00181033	0.00202411	0.00345531	0.001986	0.0125825	0.00293336	0.00303969	0.00289299	0.00391129	0.0014114	0.00246866	0.00357017	0.00314624	0.00704542	0.00456677	0.00268869	0.00612771	0.00471017	0.00291588	0.00772814	0.00261235	0.0144631	0.00207273	0.00665468	0.00706855	0.00615508	0.00543427	0.0160874	0.00368429	0.00723593	0.00410118	0.00302136	0.00392476	0.00320017	0.00183584	0.00200562	0.00142721	0.00399574	0.00151623	0.011363	0.00341522	0.00106812	0.00903876	0.00199256	0.00427581	0.00583918	0.00217584	0.00885599	0.0033729	1	0.208468	0.462126	0.273386	0.176307	0.150018	0.156609	1.04496	0.2336	0.236798	14.47869	0.3416132
9200	-38402.98	-38455.36	52.37508	1.712752	1.810257	1.149695	3.489209	1.105357	1.189029	0.0572348	0.394968	0.135856	0.314734	0.405986	7.3911	0.747485	0.111534	0.310865	0.261823	0.6681779	0.2457187	0.1370609	0.4224593	4.72869	2.99783	2.64146	2.8113	2.88837	1.94926	2.43939	1.74641	1.67728	2.51659	-4.498727	0.01321762	0.0274405	0.00816983	0.00651171	0.00686442	0.00534789	0.0303167	0.0105532	0.01322	0.0072564	0.0100632	0.00416704	0.0117403	0.0198018	0.00912852	0.0259082	0.0117672	0.00366395	0.0133003	0.0274646	0.0148622	0.0222621	0.00992287	0.0517702	0.00741364	0.0257375	0.0360991	0.0213349	0.0260415	0.0301566	0.00765866	0.00507089	0.0135381	0.012737	0.00481382	0.00461471	0.0052447	0.012511	0.0219871	0.00423854	0.00368679	0.00757774	0.00313714	0.00791181	0.0150647	0.0197668	0.0118831	0.0197132	0.00827045	0.0056267	0.0113295	1	0.255101	0.540311	0.354039	0.222848	0.243116	0.164985	1.42977	0.318632	0.293289	3.62627	0.3677443
9220	-38363.76	-38428.77	65.00605	4.156888	3.026648	1.599908	6.46927	1.8192	1.919919	0.0564519	0.288252	0.146049	0.364804	0.264969	3.46018	0.241155	0.101684	0.783414	0.260257	0.3556145	0.07166767	0.008082236	0.2839468	4.09077	3.35567	2.47972	2.43582	2.40356	1.38427	2.42474	1.92696	1.6054	3.00925	-4.821124	0.009574984	0.0205451	0.00994763	0.00684681	0.006466	0.00353568	0.0176073	0.0054182	0.00816976	0.00579331	0.00816167	0.00537227	0.00711447	0.0137797	0.00572693	0.0187059	0.00997501	0.00961209	0.0292065	0.0143114	0.00827267	0.0164092	0.00651097	0.0257785	0.00337906	0.0125874	0.0181472	0.00576784	0.0153985	0.0305615	0.00786162	0.00583875	0.0118542	0.00578234	0.00596326	0.00223001	0.00302604	0.0048124	0.00597418	0.00487233	0.00635926	0.0125978	0.0123754	0.00838702	0.0147133	0.00681705	0.00423608	0.00997874	0.00968115	0.00973828	0.00618565	1	0.208381	0.461359	0.266937	0.184309	0.126444	0.135801	1.0478	0.281564	0.230854	6.477352	0.2015319
9240	-38380.77	-38444.38	63.61517	2.55664	2.487253	1.415998	5.537424	1.457634	1.545781	0.0154302	0.381084	0.107354	0.221243	0.24269	1.04776	0.529516	0.0945895	0.819193	0.183518	0.6225639	0.2808984	0.06251226	0.3416655	4.24521	3.32299	2.38978	2.78809	2.86935	3.11176	2.74437	1.70012	1.57884	3.47569	-4.7755	0.01002194	0.0195094	0.00692093	0.00402623	0.00615035	0.00470269	0.0243986	0.0078073	0.00918354	0.00799036	0.00883081	0.00377218	0.0102661	0.00613913	0.00542475	0.0187409	0.0125444	0.00497026	0.0138158	0.0148305	0.00861872	0.0172368	0.00610129	0.0386197	0.00644348	0.0204342	0.0235063	0.0131454	0.0167855	0.0197042	0.0131298	0.00488558	0.012419	0.00889217	0.0115968	0.00562642	0.0102867	0.00284333	0.00764392	0.00653008	0.00886368	0.00973616	0.00884645	0.00480846	0.0166117	0.00939384	0.00310321	0.0118242	0.00460053	0.00513474	0.00929587	1	0.240159	0.448385	0.324336	0.215012	0.186434	0.172357	1.20807	0.280237	0.274804	5.599936	0.451196
9260	-38366.54	-38457.63	91.08522	9.43871	7.44511	5.080257	18.48601	5.061004	5.818735	0.0478441	0.682941	0.144894	0.611626	0.0238273	0.513974	0.367453	0.0900719	1.12335	0.219466	0.08534512	0.03212776	2.896695	0.05321736	3.31333	3.86796	2.22215	2.83613	2.31009	1.15787	2.65393	1.83434	1.5229	3.08632	-5.819509	0.003528131	0.00594358	0.00346688	0.0022289	0.00231481	0.000941397	0.00696915	0.00144801	0.00201319	0.00171792	0.00315237	0.00195103	0.00142109	0.00240778	0.00216332	0.0047344	0.0033546	0.00227885	0.00832747	0.00337452	0.00281497	0.00758821	0.00255957	0.0150764	0.00165969	0.00549365	0.00659902	0.0023045	0.00620648	0.00733817	0.00270238	0.00293444	0.00300683	0.00177737	0.00359315	0.00260809	0.00233528	0.0011276	0.00192679	0.00218247	0.0028251	0.00392054	0.0011023	0.00101354	0.00687612	0.00137021	0.00178443	0.00401119	0.00243573	0.00334983	0.00147328	1	0.232935	0.530843	0.254815	0.168705	0.118809	0.168224	1.12758	0.299733	0.224349	21.38271	0.3764452
9280	-38338.68	-38437.15	98.46785	14.52604	13.54557	8.028326	31.84589	7.938	8.630414	0.0737939	0.852917	0.175179	0.476825	0.206386	1.80741	0.509171	0.0863622	0.7246	0.403227	0.08642454	0.02709497	0.03599753	0.05932956	3.73063	3.7631	2.42114	2.64179	2.82573	1.03037	3.32909	2.01743	1.58136	3.28359	-6.223811	0.002354825	0.00221576	0.000904615	0.000748086	0.00182775	0.000739961	0.00570795	0.00175963	0.00199263	0.00120474	0.00224364	0.00210791	0.00163239	0.0018172	0.00105436	0.00349244	0.0021699	0.00185577	0.00818393	0.0032583	0.00226107	0.0061074	0.00202409	0.00508476	0.000893824	0.00325748	0.0041558	0.00289278	0.00759382	0.00404977	0.00116008	0.00111462	0.00291117	0.00127839	0.00115794	0.000930217	0.00100193	0.00075846	0.0017344	0.00104394	0.00403909	0.000618457	0.00340746	0.000709978	0.00344242	0.00158606	0.00160008	0.00173815	0.00225909	0.00139639	0.00161505	1	0.191828	0.460981	0.259281	0.185514	0.156714	0.161465	1.05174	0.296058	0.239307	31.88189	0.3135102
9300	-38379.52	-38437.98	58.45206	3.335155	2.855688	1.592706	7.241978	1.445728	1.730402	0.120867	0.303302	0.130887	0.264743	0.162998	0.414096	0.359862	0.121648	1.67886	0.20066	0.4010215	0.226588	0.3281143	0.1744335	4.90673	3.03778	2.35621	2.64801	3.3079	2.41297	2.66002	1.90677	2.08549	3.00746	-4.697326	0.01083684	0.00939467	0.00494399	0.00338663	0.0112585	0.00524022	0.0271019	0.00716469	0.0106332	0.00654231	0.00867096	0.00595398	0.00875108	0.00982691	0.0080194	0.0208534	0.0104524	0.00489337	0.0171156	0.0126652	0.00810945	0.0171864	0.00839523	0.0464635	0.00566495	0.0205608	0.0214991	0.0136647	0.0136643	0.0203484	0.00741178	0.0148856	0.0124165	0.00720404	0.00812179	0.00605156	0.0117352	0.00362417	0.0108017	0.00542992	0.0177971	0.00299613	0.00384004	0.00407872	0.0149203	0.013397	0.00894819	0.00602805	0.00612839	0.00448651	0.00714454	1	0.187316	0.360612	0.264209	0.166963	0.128844	0.149981	0.978691	0.236839	0.236595	7.570092	0.5650271
9320	-38368.31	-38439.01	70.70614	12.46833	6.796403	4.504469	18.61079	4.781378	4.954456	0.0604429	0.453739	0.212389	0.524694	0.103395	16.1936	0.740592	0.0988237	2.06768	0.279483	0.2209401	0.04914556	0.1684338	0.1717946	5.6992	3.32729	2.6323	2.71627	2.55546	2.47513	2.67224	2.15792	1.41054	3.0377	-5.539916	0.004666276	0.00474431	0.0022622	0.00189231	0.00560216	0.00261871	0.0227423	0.00258652	0.00395336	0.00255046	0.00341361	0.00190541	0.00408388	0.0044424	0.00343122	0.00674102	0.00627411	0.00123029	0.00403508	0.00430755	0.00350376	0.0113389	0.00495078	0.014093	0.0023736	0.0062426	0.00659679	0.00560838	0.00335266	0.0136501	0.00266817	0.0082988	0.00590505	0.00702292	0.00158582	0.00423881	0.00555522	0.000738978	0.00406506	0.00180903	0.00247525	0.00121056	0.00242061	0.00706189	0.0109082	0.00609916	0.00234174	0.00331065	0.00412122	0.00371053	0.00292309	1	0.172806	0.39273	0.278009	0.162676	0.143429	0.145709	0.88724	0.225408	0.199959	18.77922	0.2224383
9340	-38374.76	-38452.5	77.74274	7.440444	4.552904	2.590087	13.98712	3.095724	3.403779	0.0211565	0.39231	0.157572	0.394164	0.115261	10.9262	0.155401	0.0736905	0.691522	0.26591	0.2973699	0.1796501	3.514993	0.1177198	3.29325	3.06728	3.09477	2.72309	2.99078	2.03057	2.60627	1.6311	1.37516	3.44254	-5.517354	0.004772755	0.00465828	0.00246672	0.00177211	0.00304193	0.00352543	0.0167976	0.0033586	0.0052094	0.00298004	0.00615345	0.00236861	0.00313665	0.00349116	0.00312892	0.0102096	0.00625448	0.000939963	0.00396031	0.00797199	0.00493511	0.00937424	0.00347743	0.0188011	0.00325631	0.0079564	0.00926825	0.0042474	0.0045928	0.00967849	0.0107851	0.0046916	0.0050319	0.00377725	0.00689696	0.00451845	0.00191631	0.00494123	0.00114881	0.00314192	0.00158812	0.00860036	0.00231255	0.00258678	0.00571984	0.00668257	0.00606037	0.00260925	0.00329016	0.00386176	0.00193978	1	0.243918	0.447715	0.28488	0.203025	0.186369	0.150961	0.988381	0.284514	0.284137	17.50211	0.60413
9360	-38412.31	-38440.98	28.67158	1.74642	0.9367057	0.466108	2.970129	0.5023257	0.5423593	0.0328177	0.399547	0.119872	0.341041	0.152546	1.41289	3.70843	0.103363	0.979458	0.214446	1.249864	0.5675407	0.4214028	0.6823235	3.29525	3.11678	2.32471	2.30728	2.88066	2.62973	2.16448	2.18685	1.41108	3.08979	-3.887264	0.02436174	0.032171	0.017695	0.00759854	0.0297497	0.0124747	0.0892928	0.0138014	0.0190378	0.0184629	0.019862	0.0153283	0.0243465	0.0269655	0.0164947	0.0498905	0.0241914	0.0262416	0.0839603	0.0612124	0.037272	0.0326411	0.0138471	0.154234	0.0193648	0.0750309	0.0324951	0.0275773	0.0163409	0.050202	0.0539334	0.0123018	0.0257538	0.016356	0.00755013	0.0162784	0.0211828	0.0116613	0.0189359	0.0183467	0.0166958	0.0112549	0.0146958	0.0109798	0.0323701	0.0424386	0.0521839	0.0109996	0.0139714	0.0117302	0.00973464	1	0.253154	0.568575	0.313386	0.208989	0.150737	0.18074	1.20938	0.257035	0.235063	3.391531	0.4540819
9380	-38351.02	-38438.44	87.42463	8.257984	6.243364	3.917155	22.25264	3.480397	4.048552	0.052528	0.522203	0.175111	0.285663	0.159313	0.0526785	0.347971	0.101418	0.881478	0.110622	0.1575722	0.05752535	0.4563009	0.1000468	2.95124	3.51148	2.02787	2.81178	3.00108	1.63196	1.7737	1.99449	2.6081	3.56657	-5.885497	0.003302832	0.00304175	0.00162844	0.00130771	0.00316792	0.00138893	0.0119864	0.00313083	0.00325588	0.00293341	0.00181526	0.00136291	0.00351854	0.00439751	0.00128505	0.00656377	0.00383164	0.00134465	0.00442169	0.00511713	0.00327794	0.00894207	0.00285271	0.0176655	0.00203527	0.0107296	0.00627426	0.00584292	0.00398176	0.0046471	0.00314272	0.00313949	0.00260868	0.00320145	0.000840269	0.00197161	0.00315702	0.000949137	0.00512539	0.00251323	0.00121297	0.00459837	0.00168809	0.00142826	0.00396253	0.00302233	0.000868831	0.00178492	0.00425665	0.00356064	0.00158171	1	0.221742	0.465387	0.28495	0.178191	0.133328	0.166685	1.37593	0.288888	0.249022	22.70894	0.3650731
9400	-38357.34	-38439.75	82.4085	10.39504	7.023534	2.943085	18.14846	2.944234	3.242518	0.104389	0.326508	0.150041	0.415527	0.168505	0.0371062	0.339191	0.0984192	22.5721	0.269715	0.2884756	0.1443191	0.5792467	0.1441565	4.38465	3.27172	2.7297	2.31834	3.06943	1.54213	2.12798	1.73275	1.68122	2.95934	-5.616861	0.004320696	0.00497331	0.00277512	0.00178511	0.00384818	0.00356798	0.0143716	0.00385355	0.00565992	0.00391644	0.00475142	0.0028485	0.00307829	0.00455811	0.00377119	0.00972884	0.00617319	0.00161846	0.00903436	0.00560313	0.00441269	0.0076326	0.00289919	0.0112134	0.00210331	0.00585731	0.00628581	0.00445511	0.00471199	0.00814803	0.0044858	0.00297878	0.016093	0.00407189	0.00201652	0.00270965	0.00431003	0.00541183	0.00323962	0.00263692	0.00193355	0.00549381	0.00373066	0.00383533	0.00831378	0.00299309	0.0027143	0.00250691	0.00187006	0.00350294	0.00224468	1	0.194937	0.454334	0.283549	0.175667	0.139974	0.144452	0.852465	0.275458	0.225703	18.7277	0.5002818
9420	-38392.05	-38437.84	45.79013	2.01088	1.443458	0.5229688	3.861464	0.6098381	0.6469633	0.0893761	0.390602	0.159008	0.526591	0.35487	0.35019	0.398224	0.105073	0.281699	0.243324	0.6202482	0.2307046	0.6119969	0.3895435	3.12928	3.24931	2.57388	2.29362	2.8135	1.23385	2.03337	1.83551	1.466	3.23993	-4.145334	0.01882045	0.0416875	0.0161295	0.0070133	0.0114581	0.0132318	0.0570673	0.0147199	0.0214258	0.0127844	0.019474	0.014661	0.025819	0.0218571	0.0136008	0.0430217	0.0224141	0.0109406	0.0388125	0.0325048	0.0218855	0.0275892	0.00930082	0.0372845	0.00547705	0.020516	0.0333079	0.0116434	0.0789634	0.0328138	0.0159408	0.00854979	0.0242182	0.0139817	0.0141498	0.0182112	0.0110327	0.00954777	0.0115999	0.011474	0.00855978	0.020306	0.0186539	0.0258165	0.0287865	0.00815126	0.0106439	0.0104504	0.0098175	0.00518404	0.00752453	1	0.249655	0.479867	0.305675	0.219	0.1444	0.157623	1.18412	0.28673	0.264003	4.473461	0.3719554
9440	-38347.93	-38449.74	101.8041	16.1949	9.358548	3.614005	26.68462	4.035751	4.576642	0.0688938	0.310131	0.0720664	0.459203	0.215375	0.750641	0.382732	0.0781297	0.36468	0.201814	0.09626388	0.04126823	0.9051666	0.05499565	3.13154	3.86096	2.47296	3.35858	2.5611	2.14107	2.6938	1.70106	1.4359	4.21112	-6.107785	0.002644528	0.00267859	0.00121683	0.00149309	0.00216618	0.00131094	0.00884571	0.00171677	0.00269922	0.00192584	0.00276327	0.00202929	0.00247777	0.00343475	0.00159283	0.0059422	0.00384468	0.00145188	0.00204831	0.00413079	0.00329096	0.00481283	0.00219355	0.00592536	0.00109649	0.003566	0.00372405	0.000751128	0.00369858	0.00527293	0.00264965	0.00132923	0.00280461	0.00190773	0.00271846	0.00111421	0.00175769	0.00391316	0.00159224	0.00447087	0.00337093	0.00335007	0.00166651	0.00143525	0.00367486	0.00133567	0.00215296	0.00142531	0.00143839	0.00320462	0.0011535	1	0.225747	0.532794	0.305921	0.213569	0.185593	0.174772	1.07762	0.273424	0.276475	27.58979	0.428699
9460	-38360.02	-38431.93	71.91028	4.78486	2.916806	1.361209	9.482919	1.561777	1.603669	0.00831372	0.345276	0.138032	0.473187	0.382788	0.255642	0.511249	0.093837	0.403999	0.167548	0.415339	0.1651356	0.8126034	0.2502034	3.57225	2.94308	2.48403	3.41421	3.1813	1.97504	1.81854	2.10975	1.89968	3.31548	-5.364609	0.005560392	0.00830509	0.00401046	0.00389119	0.00549223	0.00386355	0.0231732	0.00402405	0.00394831	0.00590942	0.00778523	0.00516553	0.00523502	0.0064789	0.0048909	0.0162124	0.00860825	0.00341676	0.0121248	0.0103802	0.0072306	0.0180759	0.00594361	0.0172338	0.00232036	0.00772884	0.0127274	0.00437198	0.00992012	0.0117189	0.00411698	0.00606033	0.00437032	0.0040571	0.00381658	0.00147024	0.00372705	0.00954165	0.00270114	0.00683806	0.0053288	0.00402049	0.00348537	0.0128512	0.00731036	0.00196643	0.0059574	0.00481579	0.0122317	0.00868218	0.00215762	1	0.244441	0.531282	0.35536	0.243122	0.143662	0.181018	1.17325	0.312323	0.303864	10.29552	0.3975923
9480	-38377.26	-38442.26	65.00111	3.609801	3.250939	1.190937	6.434295	1.150037	1.241377	0.0269889	0.308486	0.153667	0.323242	0.398312	0.294854	1.00481	0.111617	0.607219	0.191314	0.3876434	0.1643032	0.4934541	0.2233401	3.59686	3.07922	2.02643	2.63196	3.3283	1.91618	2.76169	1.74447	2.19391	3.78557	-4.759119	0.01018747	0.0120945	0.00456009	0.00461864	0.00761095	0.00610942	0.0281749	0.0102014	0.0137199	0.00790828	0.0119977	0.0128738	0.00793907	0.0124198	0.00768454	0.0204916	0.0112393	0.00682384	0.015999	0.0117796	0.00618809	0.0177384	0.00591014	0.0272904	0.00348636	0.011299	0.017132	0.00390559	0.0231673	0.022084	0.00422106	0.00591033	0.010967	0.00554525	0.00234054	0.00274987	0.00552935	0.00476312	0.0126688	0.00894062	0.0127372	0.00777563	0.00757659	0.0122097	0.0118975	0.00503453	0.00516879	0.00734558	0.00609712	0.0112305	0.00532053	1	0.240926	0.47555	0.290566	0.20161	0.212331	0.198415	1.11381	0.251981	0.25119	6.927749	0.4238515
9500	-38353.43	-38443.64	90.20803	11.55584	9.497133	3.646101	25.57804	3.870479	3.964402	0.0410853	0.311613	0.18382	0.223332	0.166898	0.216268	0.728051	0.0337608	1.30579	0.183298	0.1325134	0.01389069	0.6375718	0.1186227	5.66704	2.99349	2.65852	2.65838	2.94497	2.74902	2.90559	2.26249	1.4152	3.36271	-5.914994	0.003206833	0.00535159	0.00261285	0.00156881	0.00278291	0.00190798	0.0170926	0.0019191	0.00271406	0.00205847	0.00389131	0.00243231	0.00242647	0.00314507	0.0025685	0.00687019	0.00287773	0.00141905	0.00491904	0.0066039	0.00419781	0.00735482	0.0025923	0.00766488	0.00121935	0.00482294	0.0054536	0.00392228	0.00485729	0.00449709	0.00178055	0.00127026	0.00312384	0.00183286	0.0023466	0.00285248	0.00151966	0.00118973	0.0051655	0.00224569	0.00116047	0.00175073	0.00325842	0.00619565	0.00269044	0.00153245	0.00213847	0.00214622	0.00268125	0.00387239	0.0013141	1	0.208686	0.533546	0.285457	0.212477	0.197542	0.174956	1.06373	0.264639	0.233637	26.21561	0.1048248
9520	-38378.02	-38459.79	81.77324	16.60329	6.512899	2.839254	23.24918	3.465991	3.659699	0.0235785	0.421177	0.143464	0.369597	0.284987	0.247403	0.776696	0.10431	1.48448	0.279208	0.1040725	0.01152238	0.2864449	0.09255015	2.60432	3.8639	2.29605	3.162	3.72895	2.11336	2.2483	1.72725	1.49943	3.41567	-5.700411	0.003974373	0.00484381	0.00312183	0.00235439	0.00511835	0.00209738	0.0148285	0.00266837	0.00230328	0.00285814	0.005953	0.0040055	0.0039401	0.00500382	0.00399382	0.0101907	0.00323978	0.00196522	0.00964216	0.00427711	0.00360603	0.00701068	0.00326005	0.00893716	0.00162523	0.00431392	0.00412011	0.00378452	0.00254232	0.00979541	0.002955	0.00617317	0.00278622	0.00153222	0.000519495	0.00240211	0.0024925	0.00449659	0.00269716	0.00861676	0.00814731	0.00212412	0.00295236	0.00257986	0.00300744	0.0017217	0.00305607	0.00203824	0.00231773	0.00267197	0.00178007	1	0.200757	0.435589	0.312871	0.162217	0.174949	0.152442	1.17014	0.268367	0.229498	23.53562	0.1107149
9540	-38379.11	-38445.16	66.04804	6.608556	3.406719	1.266521	10.62233	1.770254	2.484923	0.0397582	0.682558	0.127266	0.74568	0.173675	0.483541	1.05036	0.0790979	0.699766	0.293743	0.3481339	0.1029802	0.909256	0.2451537	4.8457	3.19038	2.77998	2.26734	2.38148	2.07395	2.30583	2.05248	1.68716	3.48222	-5.024314	0.007814367	0.0132712	0.00507349	0.00350506	0.00640401	0.00422917	0.0178501	0.00692407	0.00866005	0.005933	0.0121561	0.00757356	0.00752968	0.00802171	0.00442229	0.0240474	0.00705033	0.00613924	0.025852	0.0104961	0.00773856	0.0137319	0.00452508	0.0154442	0.0027515	0.0105449	0.00961678	0.00375815	0.00799994	0.0157582	0.0088689	0.00532972	0.00350786	0.00346804	0.00527056	0.00533181	0.0042391	0.00916415	0.000857924	0.0051988	0.00532655	0.0101931	0.00855321	0.00281927	0.00970451	0.00260157	0.00438051	0.00674774	0.00853774	0.00473262	0.00216633	1	0.214308	0.463256	0.255253	0.192958	0.133371	0.149646	0.973777	0.338796	0.229448	11.53158	0.2958064
9560	-38386.65	-38435.47	48.82507	3.628859	2.485528	0.6944434	6.215961	1.1216	1.226051	0.0896484	0.315695	0.131942	0.423391	0.151132	0.165326	0.693764	0.0726436	1.88285	0.157843	0.3440904	0.1126745	0.4287798	0.2314159	4.35321	3.14948	2.56427	2.86992	2.63617	1.51396	2.31965	2.00867	1.66519	2.86374	-4.58128	0.01217029	0.0164216	0.00644167	0.004693	0.011311	0.00583522	0.0443457	0.00967902	0.0109503	0.00988749	0.0183636	0.0134581	0.0203957	0.024551	0.0137424	0.0350955	0.0167023	0.00999836	0.0311453	0.0113399	0.0087385	0.0279533	0.00981537	0.0357767	0.00504112	0.0189812	0.0196464	0.00714564	0.0133912	0.0254794	0.00903846	0.0101704	0.0145927	0.00769817	0.00666011	0.0114296	0.0101337	0.00485319	0.00379068	0.0345586	0.0185831	0.00810647	0.00664639	0.0147041	0.0155755	0.0044688	0.013624	0.00808134	0.00899201	0.00815561	0.00534044	1	0.194694	0.490772	0.282195	0.181717	0.133038	0.153862	0.98268	0.282693	0.230338	6.644741	0.327456
9580	-38387.53	-38438.03	50.4928	4.033681	2.267224	0.7381068	5.695983	0.8367741	0.9440126	0.0130482	0.91372	0.157381	0.413982	0.149963	0.15892	0.377572	0.123433	0.892971	0.158798	0.7751867	0.4988471	0.2661038	0.2763396	3.95322	3.38255	2.46908	2.5012	2.22947	1.74495	2.63346	1.91823	1.76063	3.41088	-4.596771	0.01198321	0.0129802	0.00703728	0.0054469	0.0081564	0.00644253	0.0391594	0.0127637	0.0167664	0.0096421	0.0113582	0.00501088	0.0222683	0.0172866	0.0156615	0.0343453	0.0136548	0.0104519	0.0372712	0.0118624	0.00761815	0.0244489	0.00707548	0.0280082	0.00553712	0.0133212	0.013644	0.00639104	0.0112361	0.0355761	0.004502	0.0106339	0.0125089	0.00651085	0.00791697	0.00168284	0.018086	0.00814585	0.00725986	0.00634558	0.00987013	0.0345601	0.0197588	0.00927573	0.0155013	0.00696669	0.00362888	0.00794751	0.0268339	0.0088029	0.00397258	1	0.250215	0.558066	0.357268	0.216543	0.158096	0.185252	1.31228	0.300115	0.300484	5.962087	0.6435187
9600	-38420.59	-38449.2	28.60995	1.772804	0.8908984	0.3929846	3.339442	0.4887478	0.6045308	0.0303519	0.454226	0.16248	0.498099	0.138787	14.163	0.331272	0.131418	0.834059	0.142543	1.079105	0.5007789	0.4737664	0.578326	5.51155	3.70809	2.38233	2.29552	2.89463	1.83511	2.66892	1.78564	2.06179	3.60777	-3.808783	0.02635069	0.0256146	0.0129107	0.00873303	0.0220045	0.0120468	0.0884401	0.0174603	0.0198987	0.019165	0.0217997	0.0133936	0.0248031	0.03069	0.0176105	0.0787532	0.0194388	0.0154609	0.0462321	0.0493005	0.0337068	0.0442006	0.0180781	0.0794037	0.0102003	0.0328658	0.0338505	0.0106858	0.022277	0.0419529	0.0847393	0.0200678	0.0164353	0.0106692	0.0112716	0.0536972	0.0260939	0.0383482	0.0144459	0.0156711	0.0136585	0.0439393	0.019133	0.00853866	0.0243354	0.0254367	0.0123411	0.014438	0.0317803	0.0165666	0.00666698	1	0.233224	0.454062	0.234864	0.189386	0.148806	0.167537	1.23664	0.316006	0.250757	3.813208	0.4640688
